HOG	OG	Gene Tree Parent Clade	Alyssum_gmelinii	Arabidopsis_arenosa	Arabidopsis_lyrata_NCBI	Arabidopsis_lyrata_Rawat	Arabidopsis_thaliana	Arabis_alpina	Brassica_oleracea	Brassica_rapa	Camelina_sativa	Capsella_rubella	Cardamine_glauca	Cardamine_hirsuta	Cochlearia_excelsa	Conringia_planisiliqua	Euclidium_syriacum	Eutrema_salsugineum	Noccaea_praecox	Raphanus_sativus	Rorippa_islandica
N15.HOG0022156	OG0014626	n0			XP_020867592.1	AL1G44740															
N15.HOG0022157	OG0014627	n0			XP_020870636.1	AL1G45080															
N15.HOG0022158	OG0014628	n0			XP_020869489.1	AL1G45120															
N15.HOG0022159	OG0014629	n0			XP_002890913.1	AL1G45190															
N15.HOG0022160	OG0014630	n0			XP_020866433.1	AL1G45450															
N15.HOG0022161	OG0014631	n0			XP_002891131.2	AL1G49390															
N15.HOG0022162	OG0014632	n0			XP_020870584.1	AL1G49340															
N15.HOG0022163	OG0014633	n0			XP_002893847.1	AL1G49720															
N15.HOG0022164	OG0014634	n0			XP_002893846.1	AL1G49670															
N15.HOG0022165	OG0014635	n0			XP_002891146.2	AL1G49620															
N15.HOG0022166	OG0014636	n0			XP_002891143.1	AL1G49590															
N15.HOG0022167	OG0014637	n0			XP_002891141.1	AL1G49560															
N15.HOG0022168	OG0014638	n0			XP_002890949.1	AL1G45850															
N15.HOG0022169	OG0014639	n0			XP_002893686.1	AL1G45860															
N15.HOG0022170	OG0014640	n0			XP_020867080.1	AL1G45870															
N15.HOG0022171	OG0014641	n0			XP_020868050.1	AL1G46000															
N15.HOG0022172	OG0014642	n0			XP_020870248.1	AL1G46230															
N15.HOG0022173	OG0014643	n0			XP_002890970.1	AL1G46240															
N15.HOG0022174	OG0014644	n0			XP_020867122.1	AL1G46350															
N15.HOG0022175	OG0014645	n0			XP_020870448.1	AL1G46410															
N15.HOG0022176	OG0014646	n0			XP_020867922.1	AL1G46470															
N15.HOG0022177	OG0014647	n0			XP_020868035.1	AL1G46770															
N15.HOG0022178	OG0014648	n0			XP_020881303.1	AL5G11900															
N15.HOG0022179	OG0014649	n0			XP_020879961.1	AL5G11990															
N15.HOG0022180	OG0014650	n0			XP_002876855.1	AL5G12630															
N15.HOG0022181	OG0014651	n0			XP_020880940.1	AL5G12870															
N15.HOG0022182	OG0014652	n0			XP_020881650.1	AL5G13180															
N15.HOG0022183	OG0014653	n0			XP_002867635.1	AL7G28270															
N15.HOG0022184	OG0014654	n0			XP_002875205.1	AL5G13210															
N15.HOG0022185	OG0014655	n0			XP_002876889.1	AL5G13400															
N15.HOG0022186	OG0014656	n0			XP_020879822.1	AL5G13440															
N15.HOG0022187	OG0014657	n0			XP_002866731.1	AL8G44580															
N15.HOG0022188	OG0014658	n0			XP_002865046.1	AL8G44540															
N15.HOG0022189	OG0014659	n0			XP_002865030.1	AL8G44320															
N15.HOG0022190	OG0014660	n0			XP_002866711.1	AL8G44080															
N15.HOG0022191	OG0014661	n0			XP_002865012.1	AL8G44050															
N15.HOG0022192	OG0014662	n0			XP_020869680.1	AL8G44040															
N15.HOG0022193	OG0014663	n0			XP_002866709.1	AL8G44010															
N15.HOG0022194	OG0014664	n0			XP_020870048.1	AL8G44000															
N15.HOG0022195	OG0014665	n0			XP_002866703.1	AL8G43880															
N15.HOG0022196	OG0014666	n0			XP_020869373.1	AL8G43840															
N15.HOG0022197	OG0014667	n0			XP_020869366.1	AL8G43820															
N15.HOG0022198	OG0014668	n0			XP_020871695.1	AL8G43690															
N15.HOG0022199	OG0014669	n0			XP_020884750.1	AL8G43620															
N15.HOG0022200	OG0014670	n0			XP_020884736.1	AL8G43610															
N15.HOG0022201	OG0014671	n0			XP_020885157.1	AL8G43570															
N15.HOG0022202	OG0014672	n0			XP_020871280.1	AL8G43450															
N15.HOG0022203	OG0014673	n0			XP_020871722.1, XP_020873372.1	nbis-gene-2212, nbis-gene-6															
N15.HOG0022204	OG0014674	n0			XP_002866676.1	AL8G43110															
N15.HOG0022205	OG0014675	n0			XP_002866657.1	AL8G42730															
N15.HOG0022206	OG0014676	n16			XP_002862463.1	AL455U10030															
N15.HOG0022207	OG0014676	n17			XP_002866653.1	AL8G42670															
N15.HOG0022208	OG0014677	n0			XP_020884816.1	AL8G42480															
N15.HOG0022209	OG0014678	n0			XP_020871756.1	AL8G42370															
N15.HOG0022210	OG0014679	n0			XP_020871118.1	AL8G42310															
N15.HOG0022211	OG0014680	n0			XP_002864918.1	AL8G42180															
N15.HOG0022212	OG0014681	n0			XP_020870006.1	AL8G42070															
N15.HOG0022213	OG0014682	n0			XP_002864909.2	AL8G42010															
N15.HOG0022214	OG0014683	n0			XP_002866616.1	AL8G41830															
N15.HOG0022215	OG0014684	n0			XP_020871870.1	AL8G41790															
N15.HOG0022216	OG0014685	n0			XP_002866614.1	AL8G41780															
N15.HOG0022217	OG0014686	n0			XP_002864897.1	AL8G41740															
N15.HOG0022218	OG0014687	n0			XP_002866606.1	AL8G41640															
N15.HOG0022219	OG0014688	n0			XP_020883660.1	AL8G41510															
N15.HOG0022220	OG0014689	n0			XP_020871287.1	AL8G41430															
N15.HOG0022221	OG0014690	n0			XP_020881877.1	AL8G41250															
N15.HOG0022222	OG0014691	n0			XP_020868000.1	AL8G41210															
N15.HOG0022223	OG0014692	n0			XP_002866583.1	AL8G41150															
N15.HOG0022224	OG0014693	n0			XP_020889435.1	AL8G40750															
N15.HOG0022225	OG0014694	n0			XP_002864847.1	AL8G40500															
N15.HOG0022226	OG0014695	n0			XP_020882456.1	AL8G40490															
N15.HOG0022227	OG0014696	n0			XP_020885649.1	AL8G40470															
N15.HOG0022228	OG0014697	n0			XP_002866552.1	AL8G40450															
N15.HOG0022229	OG0014698	n0			XP_002866551.1	AL8G40440															
N15.HOG0022230	OG0014699	n0			XP_002881825.1	AL4G40530															
N15.HOG0022231	OG0014700	n0			XP_002864843.1	AL8G40340															
N15.HOG0022232	OG0014701	n0			XP_020871063.1	AL8G40180															
N15.HOG0022233	OG0014702	n0			XP_002866534.1	AL8G40160															
N15.HOG0022234	OG0014703	n0			XP_020871872.1	AL8G40110															
N15.HOG0022235	OG0014704	n0			XP_002866527.1	AL8G40030															
N15.HOG0022236	OG0014705	n0			XP_020881576.1	AL8G40020															
N15.HOG0022237	OG0014706	n0			XP_002866508.1	AL8G39720															
N15.HOG0022238	OG0014707	n0			XP_020871223.1	AL8G39460															
N15.HOG0022239	OG0014708	n0			XP_002866484.1	AL8G39150															
N15.HOG0022240	OG0014709	n0			XP_002864783.1	AL8G39140															
N15.HOG0022241	OG0014710	n0			XP_002866474.1	AL8G38920															
N15.HOG0022242	OG0014711	n0			XP_002866470.1	AL8G38870															
N15.HOG0022243	OG0014712	n0			XP_020883417.1	AL8G38850															
N15.HOG0022244	OG0014713	n0			XP_020865862.1	AL8G38790															
N15.HOG0022245	OG0014714	n0			XP_020871023.1	AL8G38680															
N15.HOG0022246	OG0014715	n0			XP_020883725.1	AL8G38660															
N15.HOG0022247	OG0014716	n4			XP_020868734.1	AL8G38400															
N15.HOG0022248	OG0014717	n0			XP_020868741.1	AL8G38390															
N15.HOG0022249	OG0014718	n0			XP_020882381.1	AL8G38310															
N15.HOG0022250	OG0014719	n0			XP_020871892.1	AL8G38160															
N15.HOG0022251	OG0014720	n0			XP_020871240.1	AL8G38060															
N15.HOG0022252	OG0014721	n0			XP_020871149.1	AL8G37930															
N15.HOG0022253	OG0014722	n0			XP_020871858.1	AL8G37790															
N15.HOG0022254	OG0014723	n0			XP_002876993.1	AL5G15820															
N15.HOG0022255	OG0014724	n0			XP_002866406.1	AL8G37580															
N15.HOG0022256	OG0014725	n0			XP_020878496.1	AL8G37560															
N15.HOG0022257	OG0014726	n0			XP_002866399.2	AL8G37490															
N15.HOG0022258	OG0014727	n13			XP_020877404.1	AL6G34310															
N15.HOG0022259	OG0014728	n0			XP_020879568.1, XP_020879570.1	AL6G34760															
N15.HOG0022260	OG0014729	n0			XP_002874133.1	AL6G34790															
N15.HOG0022261	OG0014730	n0			XP_020878586.1	AL6G34990															
N15.HOG0022262	OG0014731	n0			XP_002872071.1	AL6G35010															
N15.HOG0022263	OG0014732	n0			XP_020877897.1	AL6G35190															
N15.HOG0022264	OG0014733	n0			XP_002893999.1	AL1G52590															
N15.HOG0022265	OG0014734	n0			XP_020876298.1	AL6G35450															
N15.HOG0022266	OG0014735	n0			XP_002875755.1	AL5G24550															
N15.HOG0022267	OG0014736	n0			XP_020877540.1	AL6G35710															
N15.HOG0022268	OG0014737	n0			XP_020878968.1	AL6G35730															
N15.HOG0022269	OG0014738	n0			XP_020877987.1	AL6G35740															
N15.HOG0022270	OG0014739	n0			XP_020879053.1	AL6G35810															
N15.HOG0022271	OG0014740	n0			XP_002874189.1	AL6G35840															
N15.HOG0022272	OG0014741	n0			XP_020877413.1	AL6G35880															
N15.HOG0022273	OG0014742	n0			XP_020877943.1	AL6G36080															
N15.HOG0022274	OG0014743	n0			XP_002874202.2	AL6G36090															
N15.HOG0022275	OG0014744	n0			XP_020877534.1	AL6G42370															
N15.HOG0022276	OG0014745	n0			XP_020877597.1	AL6G36110															
N15.HOG0022277	OG0014746	n0			XP_002874210.1	AL6G36190															
N15.HOG0022278	OG0014747	n0			XP_020878658.1	AL6G36350															
N15.HOG0022279	OG0014748	n0			XP_002872128.1	AL6G36460															
N15.HOG0022280	OG0014749	n0			XP_002872129.1	AL6G36470															
N15.HOG0022281	OG0014750	n0			XP_020878643.1	AL6G36540															
N15.HOG0022282	OG0014751	n0			XP_020876188.1	AL6G36590															
N15.HOG0022283	OG0014752	n0			XP_002874251.1	AL6G37050															
N15.HOG0022284	OG0014753	n0			XP_002874285.1	AL6G37880															
N15.HOG0022285	OG0014754	n0			XP_020877867.1	AL6G38000															
N15.HOG0022286	OG0014755	n0			XP_020877863.1	AL6G38030															
N15.HOG0022287	OG0014756	n0			XP_002874297.1	AL6G38050															
N15.HOG0022288	OG0014757	n4			XP_020878525.1	AL6G38150															
N15.HOG0022289	OG0014758	n0			XP_002873945.1	AL6G30870															
N15.HOG0022290	OG0014759	n0			XP_020877021.1	AL6G31170															
N15.HOG0022291	OG0014760	n0			XP_020879092.1	AL6G31370															
N15.HOG0022292	OG0014761	n0			XP_020877903.1	AL6G31570															
N15.HOG0022293	OG0014762	n0			XP_020878817.1	AL6G31640															
N15.HOG0022294	OG0014763	n0			XP_002871930.1	AL6G31780															
N15.HOG0022295	OG0014764	n0			XP_002873995.1	AL6G31940															
N15.HOG0022296	OG0014765	n0			XP_020877338.1	AL6G31970															
N15.HOG0022297	OG0014766	n0			XP_002873997.1	AL6G31990															
N15.HOG0022298	OG0014767	n0			XP_020878283.1	AL6G32120															
N15.HOG0022299	OG0014768	n0			XP_002871948.1	AL6G32130															
N15.HOG0022300	OG0014769	n0			XP_020876534.1	AL6G32190															
N15.HOG0022301	OG0014770	n0			XP_020876315.1	AL6G32470															
N15.HOG0022302	OG0014771	n0			XP_020877348.1	AL6G32610															
N15.HOG0022303	OG0014772	n0			XP_002871975.1	AL6G32850															
N15.HOG0022304	OG0014773	n0			XP_020877378.1	AL6G33020															
N15.HOG0022305	OG0014774	n0			XP_020877830.1	AL6G33100															
N15.HOG0022306	OG0014775	n0			XP_002874050.1	AL6G33110															
N15.HOG0022307	OG0014776	n0			XP_020869159.1	AL1G36500															
N15.HOG0022308	OG0014777	n0			XP_002871997.1	AL6G33310															
N15.HOG0022309	OG0014778	n0			XP_002874069.1	AL6G33420															
N15.HOG0022310	OG0014779	n0			XP_002872000.1	AL6G33430															
N15.HOG0022311	OG0014780	n0			XP_002872003.1	AL6G33490															
N15.HOG0022312	OG0014781	n0			XP_020877267.1	AL6G33750															
N15.HOG0022313	OG0014782	n0			XP_020875820.1	AL6G33950															
N15.HOG0022314	OG0014783	n0			XP_020888776.1	AL3G40170															
N15.HOG0022315	OG0014784	n0			XP_002874099.1	AL6G33990															
N15.HOG0022316	OG0014785	n0			XP_020879585.1	AL6G34010															
N15.HOG0022317	OG0014786	n18			XP_002865567.1	nbis-gene-2053															
N15.HOG0022318	OG0014786	n19			XP_002865566.1	nbis-gene-2052															
N15.HOG0022319	OG0014787	n0			XP_002865980.1	AL8G28310															
N15.HOG0022320	OG0014788	n0			XP_002866393.1	AL8G37330															
N15.HOG0022321	OG0014789	n0			XP_002866385.1	AL8G37200															
N15.HOG0022322	OG0014790	n0			XP_002864694.1	AL8G37190															
N15.HOG0022323	OG0014791	n0			XP_020884993.1	AL8G37160															
N15.HOG0022324	OG0014792	n0			XP_020869950.1	AL8G37130															
N15.HOG0022325	OG0014793	n0			XP_020889262.1	AL8G36760															
N15.HOG0022326	OG0014794	n14				AL5G20250															
N15.HOG0022327	OG0014795	n0			XP_002864653.2	AL8G36380															
N15.HOG0022328	OG0014796	n0			XP_002866347.1	AL8G36290															
N15.HOG0022329	OG0014797	n0			XP_020881159.1	AL8G35920															
N15.HOG0022330	OG0014798	n0			XP_020875113.1	AL7G52050															
N15.HOG0022331	OG0014799	n0			XP_002864632.1	AL8G35870															
N15.HOG0022332	OG0014800	n0			XP_020867792.1	AL8G35800															
N15.HOG0022333	OG0014801	n0			XP_020870133.1	AL8G35670															
N15.HOG0022334	OG0014802	n0			XP_002866320.1	AL8G35640															
N15.HOG0022335	OG0014803	n0			XP_020890342.1	AL8G35460															
N15.HOG0022336	OG0014804	n0			XP_002866311.1	AL8G35440															
N15.HOG0022337	OG0014805	n0			XP_020889219.1	nbis-gene-2170															
N15.HOG0022338	OG0014806	n0			XP_002866280.1	AL8G34870															
N15.HOG0022339	OG0014807	n0			XP_020886848.1	AL8G34790															
N15.HOG0022340	OG0014808	n0			XP_020886863.1	AL8G34780															
N15.HOG0022341	OG0014809	n0			XP_020886357.1	AL8G34640															
N15.HOG0022342	OG0014810	n0			XP_002866256.2	AL8G34410															
N15.HOG0022343	OG0014811	n0			XP_020878393.1	AL8G34340															
N15.HOG0022344	OG0014812	n0			XP_020878324.1	AL8G34320															
N15.HOG0022345	OG0014813	n0			XP_020872018.1	AL8G34250															
N15.HOG0022346	OG0014814	n0			XP_002866251.1	AL8G34230															
N15.HOG0022347	OG0014815	n0			XP_002864520.1	AL8G33630															
N15.HOG0022348	OG0014816	n0			XP_002864548.1	AL8G34210															
N15.HOG0022349	OG0014817	n0			XP_020877910.1	AL8G34180															
N15.HOG0022350	OG0014818	n0			XP_020881277.1	AL8G34030															
N15.HOG0022351	OG0014819	n0			XP_002864538.1	nbis-gene-2167															
N15.HOG0022352	OG0014820	n0			XP_002864527.1																
N15.HOG0022353	OG0014821	n0			XP_002866226.1	AL8G33780															
N15.HOG0022354	OG0014822	n0			XP_020871974.1	AL8G33730															
N15.HOG0022355	OG0014823	n0			XP_020877208.1	AL8G33700															
N15.HOG0022356	OG0014824	n0			XP_002864523.1	AL8G33680															
N15.HOG0022357	OG0014825	n0			XP_020871733.1	AL8G33390															
N15.HOG0022358	OG0014826	n0			XP_020871747.1	AL8G33370															
N15.HOG0022359	OG0014827	n0			XP_020882314.1	AL5G10820															
N15.HOG0022360	OG0014828	n0			XP_002884119.1	AL3G51460															
N15.HOG0022361	OG0014829	n0			XP_020889535.1	AL3G47000															
N15.HOG0022362	OG0014830	n0			XP_020890930.1	AL8G32960															
N15.HOG0022363	OG0014831	n0			XP_020890946.1	AL8G32970															
N15.HOG0022364	OG0014832	n0			XP_020879931.1	AL8G33090															
N15.HOG0022365	OG0014833	n0			XP_020885444.1	AL8G32560															
N15.HOG0022366	OG0014834	n0			XP_002864476.2	AL8G32550															
N15.HOG0022367	OG0014835	n0			XP_002864470.1	AL8G32410															
N15.HOG0022368	OG0014836	n0			XP_002866130.1	AL8G31840															
N15.HOG0022369	OG0014837	n14			XP_002864430.1	AL8G31680															
N15.HOG0022370	OG0014837	n15			XP_002864433.1	AL8G31730															
N15.HOG0022371	OG0014837	n16			XP_002886968.2	AL2G23000															
N15.HOG0022372	OG0014838	n0			XP_002866125.1	AL8G31660															
N15.HOG0022373	OG0014839	n0			XP_002866111.1	AL8G31320															
N15.HOG0022374	OG0014840	n0			XP_020871163.1	AL8G31510															
N15.HOG0022375	OG0014841	n0			XP_020871159.1	AL8G31490															
N15.HOG0022376	OG0014842	n0			XP_002864416.1	AL8G31460															
N15.HOG0022377	OG0014843	n10			XP_020871082.1	nbis-gene-2144															
N15.HOG0022378	OG0014844	n11			XP_020871295.1	AL8G31410															
N15.HOG0022379	OG0014845	n0			XP_002866112.1	AL8G31330															
N15.HOG0022380	OG0014846	n0			XP_002864399.1	AL8G31150															
N15.HOG0022381	OG0014847	n0			XP_020871596.1	AL8G31070															
N15.HOG0022382	OG0014848	n0			XP_020871602.1	AL8G31000															
N15.HOG0022383	OG0014849	n0			XP_020871989.1	AL8G30280															
N15.HOG0022384	OG0014850	n0			XP_020882142.1	AL5G29430															
N15.HOG0022385	OG0014851	n0			XP_020880732.1	AL5G29170															
N15.HOG0022386	OG0014852	n0			XP_002877665.1	AL5G29070															
N15.HOG0022387	OG0014853	n0			XP_020882379.1	AL5G28870															
N15.HOG0022388	OG0014854	n0			XP_002877640.1	AL5G28500															
N15.HOG0022389	OG0014855	n0			XP_002875936.2	AL5G28490															
N15.HOG0022390	OG0014856	n0			XP_020879950.1	AL5G28320															
N15.HOG0022391	OG0014857	n0			XP_020868561.1	AL1G64640															
N15.HOG0022392	OG0014858	n0			XP_002872832.1	AL6G50510															
N15.HOG0022393	OG0014859	n0			XP_002873311.1	AL6G17780															
N15.HOG0022394	OG0014860	n0			XP_020876114.1	AL6G17700															
N15.HOG0022395	OG0014861	n0			XP_020883224.1	AL4G36490															
N15.HOG0022396	OG0014862	n0			XP_020877918.1	AL6G17360															
N15.HOG0022397	OG0014863	n0			XP_020878707.1	AL6G17190															
N15.HOG0022398	OG0014864	n0			XP_002873283.1	AL6G17030															
N15.HOG0022399	OG0014865	n0			XP_002873282.1	AL6G16970															
N15.HOG0022400	OG0014866	n0			XP_002873280.2	AL6G16900															
N15.HOG0022401	OG0014867	n0			XP_020878085.1	AL6G16860															
N15.HOG0022402	OG0014868	n3			XP_002873264.1	AL6G16630															
N15.HOG0022403	OG0014869	n0			XP_020878940.1	AL6G16400															
N15.HOG0022404	OG0014870	n0			XP_002888290.1	AL2G19260															
N15.HOG0022405	OG0014871	n0			XP_002871197.1	AL6G16040															
N15.HOG0022406	OG0014872	n0			XP_002873236.1	AL6G16030															
N15.HOG0022407	OG0014873	n0			XP_002869733.1	AL7G29110															
N15.HOG0022408	OG0014874	n0			XP_020876053.1	AL6G15900															
N15.HOG0022409	OG0014875	n0			XP_020876054.1	AL6G15890															
N15.HOG0022410	OG0014876	n0			XP_002871190.1	AL6G15880															
N15.HOG0022411	OG0014877	n0			XP_020876019.1	AL6G15850															
N15.HOG0022412	OG0014879	n0			XP_002871181.2	AL6G15710															
N15.HOG0022413	OG0014880	n0			XP_002873224.1	AL6G15680															
N15.HOG0022414	OG0014881	n0			XP_002873223.1	AL6G15650															
N15.HOG0022415	OG0014882	n0			XP_020875941.1	AL6G15600															
N15.HOG0022416	OG0014883	n0			XP_002871176.1	AL6G15570															
N15.HOG0022417	OG0014884	n0			XP_002871154.1	AL6G15260															
N15.HOG0022418	OG0014885	n0			XP_020876003.1	AL6G15070															
N15.HOG0022419	OG0014886	n0			XP_002871145.1	AL6G15060															
N15.HOG0022420	OG0014887	n0			XP_002871141.1	AL6G15000															
N15.HOG0022421	OG0014888	n7				AL469U10010															
N15.HOG0022422	OG0014888	n10			XP_020876008.1	AL6G14910															
N15.HOG0022423	OG0014889	n0			XP_020875985.1	AL6G14620															
N15.HOG0022424	OG0014890	n0			XP_020875911.1	AL6G14580															
N15.HOG0022425	OG0014891	n0			XP_020878553.1	AL6G14410															
N15.HOG0022426	OG0014892	n0			XP_020877011.1	AL6G14210															
N15.HOG0022427	OG0014893	n0			XP_020880651.1	AL5G11430, AL5G11420															
N15.HOG0022428	OG0014894	n0			XP_002873153.1	AL6G14160															
N15.HOG0022429	OG0014895	n0			XP_020876998.1	AL6G14040															
N15.HOG0022430	OG0014896	n0			XP_002871089.1	AL6G14000															
N15.HOG0022431	OG0014897	n0			XP_020878108.1	AL6G13920															
N15.HOG0022432	OG0014898	n0			XP_020878106.1	AL6G13910															
N15.HOG0022433	OG0014899	n0			XP_002873140.1	AL6G13840															
N15.HOG0022434	OG0014900	n0			XP_020879167.1	AL6G13760															
N15.HOG0022435	OG0014901	n10			XP_002871075.1	AL6G13710															
N15.HOG0022436	OG0014902	n0			XP_020878879.1	AL6G13560															
N15.HOG0022437	OG0014903	n0			XP_002873123.1	AL6G13500															
N15.HOG0022438	OG0014904	n13			XP_002873119.1	AL6G13430															
N15.HOG0022439	OG0014905	n0			XP_002870443.1	AL7G44590															
N15.HOG0022440	OG0014906	n0			XP_020879121.1	AL6G13210															
N15.HOG0022441	OG0014907	n0			XP_020876833.1	AL6G13170															
N15.HOG0022442	OG0014908	n0			XP_002871050.1	AL6G13160															
N15.HOG0022443	OG0014909	n0			XP_002871048.1	AL6G13130															
N15.HOG0022444	OG0014910	n0			XP_020879354.1	AL6G12830															
N15.HOG0022445	OG0014911	n0			XP_020878459.1	AL6G12680															
N15.HOG0022446	OG0014912	n0			XP_020878745.1	AL6G12590															
N15.HOG0022447	OG0014913	n0			XP_020878483.1	AL6G12420															
N15.HOG0022448	OG0014914	n0			XP_020879556.1	AL6G12100															
N15.HOG0022449	OG0014915	n0			XP_020879559.1	AL6G12090															
N15.HOG0022450	OG0014916	n0			XP_020877320.1	AL6G12040															
N15.HOG0022451	OG0014917	n0			XP_002873064.1	AL6G11940															
N15.HOG0022452	OG0014918	n0			XP_002870970.1	AL6G11630															
N15.HOG0022453	OG0014919	n0			XP_002870965.1	AL6G11510															
N15.HOG0022454	OG0014920	n0			XP_002870960.1	AL6G11420															
N15.HOG0022455	OG0014921	n0			XP_020876146.1	AL6G11410															
N15.HOG0022456	OG0014922	n0			XP_020879312.1	AL6G11280															
N15.HOG0022457	OG0014923	n0			XP_020878475.1	AL6G11260															
N15.HOG0022458	OG0014924	n0			XP_020878182.1	AL6G11200															
N15.HOG0022459	OG0014925	n0			XP_002870943.1	AL6G11150															
N15.HOG0022460	OG0014926	n0			XP_020879245.1	AL6G11100															
N15.HOG0022461	OG0014927	n0			XP_020878113.1	AL6G11020															
N15.HOG0022462	OG0014928	n0			XP_002870933.2	AL6G10890															
N15.HOG0022463	OG0014929	n0			XP_002870927.1	AL6G10780															
N15.HOG0022464	OG0014930	n0			XP_002873014.1	AL6G10750															
N15.HOG0022465	OG0014931	n0			XP_020878692.1	AL6G10720															
N15.HOG0022466	OG0014932	n0			XP_002870921.1	nbis-gene-1433															
N15.HOG0022467	OG0014933	n0			XP_020876775.1	AL6G10620															
N15.HOG0022468	OG0014934	n0			XP_002873008.1	nbis-gene-1428															
N15.HOG0022469	OG0014935	n0			XP_002873007.1	AL6G10540															
N15.HOG0022470	OG0014937	n0			XP_002870910.1	AL6G10450															
N15.HOG0022471	OG0014938	n0			XP_020879361.1	AL6G10390															
N15.HOG0022472	OG0014939	n0			XP_020878416.1	AL6G10140															
N15.HOG0022473	OG0014940	n0			XP_020875802.1	AL6G10120															
N15.HOG0022474	OG0014941	n0			XP_002872985.1	AL6G10110															
N15.HOG0022475	OG0014942	n0			XP_020875792.1	AL6G10080															
N15.HOG0022476	OG0014943	n0			XP_002882571.1	AL3G19520															
N15.HOG0022477	OG0014944	n0			XP_002872983.1	AL6G10050															
N15.HOG0022478	OG0014945	n0			XP_002868636.1	AL7G48920															
N15.HOG0022479	OG0014946	n0			XP_002870648.1	AL7G48250															
N15.HOG0022480	OG0014947	n0			XP_020874063.1	AL7G48110															
N15.HOG0022481	OG0014948	n0			XP_002868583.1	AL7G47770															
N15.HOG0022482	OG0014949	n0				AL2G41540															
N15.HOG0022483	OG0014950	n0			XP_020890013.1	AL2G41590															
N15.HOG0022484	OG0014951	n0			XP_002887854.1	AL2G41660															
N15.HOG0022485	OG0014952	n0			XP_020891112.1	AL2G41740															
N15.HOG0022486	OG0014953	n0			XP_002889324.1	AL2G41750															
N15.HOG0022487	OG0014954	n0			XP_020891113.1	AL2G41760															
N15.HOG0022488	OG0014955	n0			XP_002887860.1	AL2G41810															
N15.HOG0022489	OG0014956	n0			XP_002887850.1	AL2G41510															
N15.HOG0022490	OG0014957	n0			XP_020891577.1	AL2G41430															
N15.HOG0022491	OG0014958	n0			XP_002887842.1	AL2G41340															
N15.HOG0022492	OG0014959	n0			XP_020891380.1	AL2G41210															
N15.HOG0022493	OG0014960	n0			XP_002887835.1	AL2G41160															
N15.HOG0022494	OG0014961	n0			XP_002889294.1	AL2G41100															
N15.HOG0022495	OG0014962	n0			XP_002889280.1	AL2G40790															
N15.HOG0022496	OG0014963	n0			XP_020890637.1	AL2G40530															
N15.HOG0022497	OG0014964	n0			XP_002889268.1	AL2G40470															
N15.HOG0022498	OG0014965	n0			XP_020876948.1	AL6G39450															
N15.HOG0022499	OG0014966	n0			XP_020865651.1	AL2G40200															
N15.HOG0022500	OG0014967	n0			XP_020890643.1	AL2G40080															
N15.HOG0022501	OG0014968	n0			XP_020891332.1	AL2G40050															
N15.HOG0022502	OG0014969	n0			XP_002893449.1	AL1G40490															
N15.HOG0022503	OG0014970	n0			XP_002889234.1	AL2G39620															
N15.HOG0022504	OG0014971	n0			XP_020865900.1	AL2G39610															
N15.HOG0022505	OG0014972	n0			XP_002889230.1	AL2G39540															
N15.HOG0022506	OG0014973	n0			XP_020885231.1	AL4G18280															
N15.HOG0022507	OG0014974	n0			XP_020890437.1	AL2G39430															
N15.HOG0022508	OG0014975	n0			XP_020890442.1	AL2G39370															
N15.HOG0022509	OG0014976	n0			XP_002889219.1	AL2G39340															
N15.HOG0022510	OG0014977	n0			XP_002887761.1	AL2G39330															
N15.HOG0022511	OG0014978	n0			XP_020890450.1	AL2G39210															
N15.HOG0022512	OG0014979	n0			XP_020890444.1	AL2G39160															
N15.HOG0022513	OG0014980	n0			XP_002889201.1	AL2G39010															
N15.HOG0022514	OG0014981	n0			XP_002889172.1	AL2G38280															
N15.HOG0022515	OG0014982	n0			XP_020891026.1	nbis-gene-613															
N15.HOG0022516	OG0014983	n0			XP_020865639.1	AL2G38170															
N15.HOG0022517	OG0014984	n0			XP_002887698.2	AL2G37960															
N15.HOG0022518	OG0014985	n0			XP_002889154.1	AL2G37890															
N15.HOG0022519	OG0014986	n0			XP_002889153.2	AL2G37870															
N15.HOG0022520	OG0014987	n0			XP_020890270.1	AL2G37790															
N15.HOG0022521	OG0014988	n0			XP_020891230.1	AL2G37700															
N15.HOG0022522	OG0014989	n0			XP_002887684.1	AL2G37650															
N15.HOG0022523	OG0014990	n0			XP_002870444.1	AL7G44610															
N15.HOG0022524	OG0014991	n0			XP_002887674.1	AL2G37450															
N15.HOG0022525	OG0014992	n0			XP_002887673.1	AL2G37400															
N15.HOG0022526	OG0014993	n4			XP_002889127.1	AL2G37340															
N15.HOG0022527	OG0014994	n0			XP_020891691.1	AL2G36860															
N15.HOG0022528	OG0014995	n0			XP_020890681.1	AL2G36800															
N15.HOG0022529	OG0014996	n0			XP_020890182.1	AL2G36760															
N15.HOG0022530	OG0014997	n0			XP_002887645.1	AL2G36700															
N15.HOG0022531	OG0014998	n0			XP_020891572.1	AL2G36650															
N15.HOG0022532	OG0014999	n0			XP_002889086.1	AL2G36610															
N15.HOG0022533	OG0015000	n0			XP_002887641.2	AL2G36590															
N15.HOG0022534	OG0015001	n0			XP_002889080.1	AL2G36500															
N15.HOG0022535	OG0015002	n0			XP_020889843.1	AL2G36490															
N15.HOG0022536	OG0015003	n0			XP_020889931.1	AL2G36450															
