"Noccaea_praecox"	"prot_length"	"Arabidopsis_thaliana"	"single_Arabidopsis_thaliana"	"homologue_type"	"OL_Arabidopsis_thaliana"	"N0_HOG"	"N0_Arabidopsis_thaliana"	"OG_Orthogroup"	"OG_Arabidopsis_thaliana"	"RBH_B_id"	"RBH_A_length"	"RBH_B_length"	"RBH_A_qcovhsp"	"RBH_B_qcovhsp"	"RBH_length"	"RBH_pident"	"RBH_bitscore"	"BLAST_saccver"	"BLAST_pident"	"BLAST_length"	"BLAST_mismatch"	"BLAST_gapopen"	"BLAST_qstart"	"BLAST_qend"	"BLAST_sstart"	"BLAST_send"	"BLAST_evalue"	"BLAST_bitscore"	"BLAST_qcovhsp"	"BLAST_qlen"	"BLAST_slen"
"Np006G329710"	107	"AT5G24640.1, AT2G41730.1"	"AT2G41730.1"	"orthologue"	"AT5G24640.1, AT2G41730.1"	"N0.HOG0007034"	"AT5G24640.1, AT2G41730.1"	"OG0002546"	"AT2G41730.1, AT5G24640.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G41730.1"	"59.322"	"118"	"31"	"3"	"1"	"102"	"1"	"117"	"9.49e-38"	"122"	"94"	"108"	"119"
"Np006G329740"	101	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Np006G329750"	66	"AT2G19280.1"	"AT2G19280.1"	"orthologue"	"AT2G19280.1"	"N0.HOG0020936"	"AT2G19280.1"	"OG0014392"	"AT2G19280.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G19280.1"	"77.273"	"44"	"10"	"0"	"1"	"44"	"389"	"432"	"1.47e-19"	"79.7"	"66"	"67"	"693"
"Np006G329760"	183	"AT2G19280.1"	"AT2G19280.1"	"orthologue"	"AT2G19280.1"	"N0.HOG0020936"	"AT2G19280.1"	"OG0014392"	"AT2G19280.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G19280.1"	"78.261"	"161"	"31"	"2"	"25"	"182"	"202"	"361"	"2.29e-75"	"238"	"86"	"184"	"693"
"Np006G329770"	821	"AT2G41720.1"	"AT2G41720.1"	"orthologue"	"AT2G41720.1"	"N0.HOG0016266"	"AT2G41720.1"	"OG0010023"	"AT2G41720.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G41720.1"	"90.743"	"821"	"76"	"0"	"1"	"821"	"1"	"821"	"0"	"1575"	"99"	"822"	"822"
"Np006G329780"	444	"AT2G41710.4"	"AT2G41710.4"	"orthologue"	"AT2G41710.4"	"N0.HOG0015030"	"AT2G41710.4"	"OG0008874"	"AT2G41710.4"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G41710.4"	"85.36"	"444"	"41"	"7"	"1"	"439"	"1"	"425"	"0"	"668"	"99"	"445"	"459"
"Np006G329790"	456	"AT2G41705.1"	"AT2G41705.1"	"orthologue"	"AT2G41705.1"	"N0.HOG0020018"	"AT2G41705.1"	"OG0013508"	"AT2G41705.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G41705.1"	"87.417"	"453"	"57"	"0"	"4"	"456"	"9"	"461"	"0"	"735"	"99"	"457"	"461"
"Np006G329800"	1878	"AT2G41700.1"	"AT2G41700.1"	"orthologue"	"AT2G41700.1"	NA	NA	"OG0013509"	"AT2G41700.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G41700.1"	"91.817"	"1882"	"150"	"3"	"1"	"1878"	"1"	"1882"	"0"	"3515"	"99"	"1879"	"1882"
"Np006G329810"	253	"AT2G41690.1"	"AT2G41690.1"	"orthologue"	"AT2G41690.1"	"N0.HOG0017327"	"AT2G41690.1"	"OG0011006"	"AT2G41690.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G41690.1"	"76.863"	"255"	"46"	"7"	"1"	"253"	"1"	"244"	"1.76e-126"	"358"	"99"	"254"	"244"
"Np006G329820"	522	"AT2G41680.1"	"AT2G41680.1"	"orthologue"	"AT2G41680.1"	"N0.HOG0017328"	"AT2G41680.1"	"OG0011007"	"AT2G41680.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G41680.1"	"94.329"	"529"	"23"	"4"	"1"	"522"	"1"	"529"	"0"	"1024"	"99"	"523"	"529"
"Np006G329830"	386	"AT2G41670.1"	"AT2G41670.1"	"orthologue"	"AT2G41670.1"	"N0.HOG0018454"	"AT2G41670.1"	"OG0012033"	"AT2G41670.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G41670.1"	"90.674"	"386"	"36"	"0"	"1"	"386"	"1"	"386"	"0"	"720"	"99"	"387"	"386"
"Np006G329840"	305	"AT2G41660.1"	"AT2G41660.1"	"orthologue"	"AT2G41660.1"	"N0.HOG0011081"	"AT2G41660.1"	"OG0005321"	"AT2G41660.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G41660.1"	"83.934"	"305"	"41"	"3"	"1"	"305"	"1"	"297"	"2.84e-167"	"466"	"99"	"306"	"297"
"Np006G329850"	494	"AT2G41640.1"	"AT2G41640.1"	"orthologue"	"AT2G41640.1"	"N0.HOG0007030"	"AT2G41640.1"	"OG0002545"	"AT2G41640.1, AT3G57380.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G41640.1"	"87.677"	"495"	"51"	"6"	"1"	"487"	"1"	"493"	"0"	"885"	"98"	"495"	"500"
"Np006G329910"	280	"AT2G41640.1"	"AT2G41640.1"	"other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G41640.1"	"86.786"	"280"	"29"	"4"	"1"	"273"	"1"	"279"	"1.37e-175"	"493"	"97"	"281"	"500"
"Np006G329930"	108	"AT2G44310.1"	"AT2G44310.1"	"orthologue"	"AT2G44310.1"	"N0.HOG0020003"	"AT2G44310.1"	"OG0013493"	"AT2G44310.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G44310.1"	"89.041"	"73"	"8"	"0"	"35"	"107"	"67"	"139"	"5.33e-40"	"129"	"67"	"109"	"142"
"Np006G329940"	280	"AT2G41640.1"	"AT2G41640.1"	"other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G41640.1"	"86.786"	"280"	"29"	"4"	"1"	"273"	"1"	"279"	"1.37e-175"	"493"	"97"	"281"	"500"
"Np006G329950"	313	"AT2G41630.1"	"AT2G41630.1"	"orthologue"	"AT2G41630.1"	"N0.HOG0004270"	"AT2G41630.1"	"OG0001146"	"AT2G41630.1, AT3G10330.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G41630.1"	"93.291"	"313"	"20"	"1"	"1"	"313"	"1"	"312"	"0"	"602"	"99"	"314"	"312"
"Np006G329960"	861	"AT2G41620.1"	"AT2G41620.1"	"orthologue"	"AT2G41620.1"	"N0.HOG0007297"	"AT2G41620.1"	"OG0002684"	"AT2G41620.1, AT3G57350.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G41620.1"	"94.774"	"861"	"45"	"0"	"1"	"861"	"1"	"861"	"0"	"1689"	"99"	"862"	"861"
"Np006G329970"	203	"AT2G41600.7"	"AT2G41600.7"	"orthologue"	"AT2G41600.7"	"N0.HOG0017329"	"AT2G41600.7"	"OG0011008"	"AT2G41600.7"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G41600.7"	"71.429"	"203"	"56"	"2"	"1"	"201"	"24"	"226"	"5.38e-102"	"293"	"99"	"204"	"230"
"Np006G329980"	1030	"AT2G41560.1"	"AT2G41560.1"	"orthologue"	"AT2G41560.1"	"N0.HOG0006039"	"AT2G41560.1"	"OG0002027"	"AT2G41560.1, AT3G57330.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G41560.1"	"93.592"	"1030"	"66"	"0"	"1"	"1030"	"1"	"1030"	"0"	"1965"	"99"	"1031"	"1030"
"Np006G329990"	511	"AT2G41550.1"	"AT2G41550.1"	"orthologue"	"AT2G41550.1"	"N0.HOG0023603"	"AT2G41550.1"	"OG0016991"	"AT2G41550.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G41550.1"	"59.074"	"540"	"118"	"18"	"2"	"505"	"3"	"475"	"0"	"521"	"98"	"512"	"475"
"Np006G330000"	461	"AT2G41540.1"	"AT2G41540.1"	"orthologue"	"AT2G41540.1"	"N0.HOG0017330"	"AT2G41540.1"	"OG0011009"	"AT2G41540.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G41540.1"	"97.835"	"462"	"9"	"1"	"1"	"461"	"1"	"462"	"0"	"926"	"99"	"462"	"462"
"Np006G330010"	284	"AT2G41530.1"	"AT2G41530.1"	"orthologue"	"AT2G41530.1"	"N0.HOG0016267"	"AT2G41530.1"	"OG0010024"	"AT2G41530.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G41530.1"	"92.958"	"284"	"20"	"0"	"1"	"284"	"1"	"284"	"0"	"561"	"99"	"285"	"284"
"Np006G330020"	156	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G44500.1"	"93.151"	"73"	"5"	"0"	"1"	"73"	"83"	"155"	"1.78e-38"	"130"	"46"	"157"	"254"
"Np006G330030"	107	"AT2G41550.1"	"AT2G41550.1"	"orthologue"	"AT2G41550.1"	"N0.HOG0023603"	"AT2G41550.1"	"OG0016991"	"AT2G41550.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G41550.1"	"54.688"	"128"	"34"	"4"	"2"	"107"	"350"	"475"	"6.97e-32"	"115"	"98"	"108"	"475"
"Np006G330040"	146	"AT2G41540.1"	"AT2G41540.1"	"other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G41540.1"	"98.621"	"145"	"2"	"0"	"1"	"145"	"317"	"461"	"9.15e-99"	"291"	"99"	"147"	"462"
"Np006G330050"	1082	"AT2G41520.1"	"AT2G41520.1"	"orthologue"	"AT2G41520.1"	"N0.HOG0021911"	"AT2G41520.1"	"OG0015346"	"AT2G41520.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G41520.1"	"73.498"	"1132"	"226"	"14"	"1"	"1082"	"1"	"1108"	"0"	"1610"	"99"	"1083"	"1108"
"Np006G330060"	553	"AT2G41510.2"	"AT2G41510.2"	"orthologue"	"AT2G41510.2"	"N0.HOG0012130"	"AT2G41510.2"	"OG0006222"	"AT2G41510.2"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G41510.2"	"86.799"	"553"	"70"	"3"	"1"	"552"	"63"	"613"	"0"	"990"	"99"	"554"	"637"
"Np006G330070"	555	"AT2G41500.1, AT2G05720.1"	"AT2G41500.1"	"orthologue"	"AT2G41500.1, AT2G05720.1"	"N0.HOG0011560"	"AT2G41500.1, AT2G05720.1"	"OG0005736"	"AT2G05720.1, AT2G41500.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G41500.1"	"86.559"	"558"	"68"	"3"	"1"	"555"	"1"	"554"	"0"	"952"	"99"	"556"	"554"
"Np006G330080"	430	"AT2G41490.1"	"AT2G41490.1"	"orthologue"	"AT2G41490.1"	"N0.HOG0005150"	"AT2G41490.1"	"OG0001585"	"AT2G41490.1, AT3G57220.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G41490.1"	"94.432"	"431"	"23"	"1"	"1"	"430"	"1"	"431"	"0"	"809"	"99"	"431"	"431"
"Np006G330090"	326	"AT2G41480.1"	"AT2G41480.1"	"orthologue"	"AT2G41480.1"	"N0.HOG0016268"	"AT2G41480.1"	"OG0010025"	"AT2G41480.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G41480.1"	"91.159"	"328"	"27"	"1"	"1"	"326"	"1"	"328"	"0"	"613"	"99"	"327"	"328"
"Np006G330100"	181	"AT2G41475.1"	"AT2G41475.1"	"orthologue"	"AT2G41475.1"	"N0.HOG0015031"	"AT2G41475.1"	"OG0008875"	"AT2G41475.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G41475.1"	"88.827"	"179"	"20"	"0"	"3"	"181"	"1"	"179"	"1.34e-114"	"322"	"98"	"182"	"179"
"Np006G330120"	566	"AT2G41460.1"	"AT2G41460.1"	"orthologue"	"AT2G41460.1"	"N0.HOG0015032"	"AT2G41460.1"	"OG0008876"	"AT2G41460.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G41460.1"	"76"	"575"	"90"	"9"	"1"	"566"	"1"	"536"	"0"	"862"	"99"	"567"	"536"
"Np006G330130"	505	"AT2G41451.1"	"AT2G41451.1"	"orthologue"	"AT2G41451.1"	"N0.HOG0007036"	"AT2G41451.1"	"OG0002547"	"AT2G41451.1, AT3G57200.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G41451.1"	"85.616"	"438"	"58"	"2"	"16"	"449"	"2"	"438"	"0"	"793"	"86"	"506"	"451"
"Np006G330140"	551	"AT2G41450.1"	"AT2G41450.1"	"orthologue"	"AT2G41450.1"	"N0.HOG0023604"	"AT2G41450.1"	"OG0016992"	"AT2G41450.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G41450.1"	"74.837"	"612"	"93"	"4"	"1"	"551"	"1"	"612"	"0"	"907"	"99"	"552"	"612"
"Np006G330150"	161	"AT2G41430.1"	"AT2G41430.1"	"orthologue"	"AT2G41430.1"	"N0.HOG0012857"	"AT2G41430.1"	"OG0006853"	"AT2G41430.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G41430.1"	"85.276"	"163"	"22"	"2"	"1"	"161"	"1"	"163"	"1.18e-88"	"255"	"99"	"162"	"163"
"Np006G330160"	180	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G06040.1"	"34.899"	"149"	"67"	"3"	"49"	"177"	"48"	"186"	"1.26e-16"	"73.6"	"71"	"181"	"186"
"Np006G330170"	100	"AT2G41420.1"	"AT2G41420.1"	"other"	NA	NA	NA	"OG0003069"	"AT2G41420.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G41420.1"	"92.063"	"63"	"4"	"1"	"1"	"63"	"1"	"62"	"9.07e-12"	"56.2"	"62"	"101"	"98"
"Np006G330180"	228	"AT2G41410.1"	"AT2G41410.1"	"orthologue"	"AT2G41410.1"	"N0.HOG0016381"	"AT2G41410.1"	"OG0010136"	"AT2G41410.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G41410.1"	"80.702"	"228"	"31"	"5"	"1"	"228"	"1"	"215"	"8.6e-111"	"316"	"99"	"229"	"216"
"Np006G330190"	268	"AT2G41380.1"	"AT2G41380.1"	"orthologue"	"AT2G41380.1"	"N0.HOG0017446"	"AT2G41380.1"	"OG0011111"	"AT2G41380.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G41380.1"	"89.098"	"266"	"29"	"0"	"1"	"266"	"1"	"266"	"0"	"497"	"99"	"269"	"269"
"Np006G330230"	489	"AT2G41370.1"	"AT2G41370.1"	"orthologue"	"AT2G41370.1"	"N0.HOG0017447"	"AT2G41370.1"	"OG0011112"	"AT2G41370.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G41370.1"	"96.334"	"491"	"16"	"1"	"1"	"489"	"1"	"491"	"0"	"971"	"99"	"490"	"491"
"Np006G330260"	167	"AT3G57090.1"	"AT3G57090.1"	"other"	NA	NA	NA	"OG0002339"	"AT3G57090.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G57090.1"	"77.059"	"170"	"36"	"1"	"1"	"167"	"1"	"170"	"2.01e-95"	"273"	"99"	"168"	"170"
"Np006G330270"	98	"AT2G41360.1"	"AT2G41360.1"	"other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G41360.1"	"55.072"	"69"	"16"	"2"	"1"	"55"	"295"	"362"	"7.08e-14"	"65.1"	"56"	"99"	"373"
"Np006G330280"	136	"AT2G41500.1"	"AT2G41500.1"	"other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G41500.1"	"78.151"	"119"	"22"	"2"	"18"	"133"	"62"	"179"	"2.44e-49"	"165"	"85"	"137"	"554"
"Np006G330290"	363	"AT2G41360.1"	"AT2G41360.1"	"orthologue"	"AT2G41360.1"	"N0.HOG0003009"	"AT2G41360.1, AT2G22060.1"	"OG0000622"	"AT2G22050.1, AT2G22060.1, AT2G41360.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G41360.1"	"67.292"	"373"	"104"	"6"	"8"	"363"	"2"	"373"	"8.18e-173"	"485"	"98"	"364"	"373"
"Np006G330300"	298	"AT2G41350.2"	"AT2G41350.2"	"orthologue"	"AT2G41350.2"	"N0.HOG0016382"	"AT2G41350.2"	"OG0010137"	"AT2G41350.2"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G41350.2"	"93.311"	"299"	"19"	"1"	"1"	"298"	"1"	"299"	"0"	"572"	"99"	"299"	"299"
"Np006G330310"	136	"AT2G41500.1"	"AT2G41500.1"	"other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G41500.1"	"78.151"	"119"	"22"	"2"	"18"	"133"	"62"	"179"	"2.44e-49"	"165"	"85"	"137"	"554"
"Np006G330320"	170	"AT2G41500.1"	"AT2G41500.1"	"other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G41500.1"	"63.842"	"177"	"46"	"4"	"4"	"167"	"8"	"179"	"1.7e-53"	"177"	"96"	"171"	"554"
"Np006G330330"	356	"AT2G41360.1"	"AT2G41360.1"	"orthologue"	"AT2G41360.1"	"N0.HOG0003009"	"AT2G41360.1, AT2G22060.1"	"OG0000622"	"AT2G22050.1, AT2G22060.1, AT2G41360.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G41360.1"	"69.149"	"376"	"93"	"8"	"1"	"356"	"1"	"373"	"4.3e-177"	"496"	"99"	"357"	"373"
"Np006G330340"	298	"AT2G41350.2"	"AT2G41350.2"	"orthologue"	"AT2G41350.2"	"N0.HOG0016382"	"AT2G41350.2"	"OG0010137"	"AT2G41350.2"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G41350.2"	"93.98"	"299"	"17"	"1"	"1"	"298"	"1"	"299"	"0"	"575"	"99"	"299"	"299"
"Np006G330350"	82	"AT2G41342.1"	"AT2G41342.1"	"other"	NA	"N0.HOG0025598"	"AT2G41342.1"	"OG0018890"	"AT2G41342.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G41342.1"	"78.313"	"83"	"16"	"2"	"1"	"82"	"1"	"82"	"6.27e-40"	"126"	"99"	"83"	"82"
"Np006G330360"	222	"AT2G41340.1"	"AT2G41340.1"	"orthologue"	"AT2G41340.1"	"N0.HOG0007652"	"AT2G41340.1"	"OG0002879"	"AT2G41340.1, AT3G57080.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G41340.1"	"80.18"	"222"	"40"	"1"	"1"	"222"	"1"	"218"	"7e-128"	"359"	"99"	"223"	"218"
"Np006G330380"	166	"AT1G69090.1"	"AT1G69090.1"	"orthologue"	"AT1G69090.1"	"N0.HOG0003450"	"AT1G69090.1"	"OG0000796"	"AT1G69090.1, AT5G66830.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G69090.1"	"63.333"	"180"	"49"	"4"	"1"	"163"	"1"	"180"	"3.05e-70"	"217"	"98"	"167"	"401"
"Np006G330390"	402	"AT2G41330.1"	"AT2G41330.1"	"orthologue"	"AT2G41330.1"	"N0.HOG0019231"	"AT2G41330.1"	"OG0012755"	"AT2G41330.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G41330.1"	"70.603"	"398"	"84"	"10"	"21"	"402"	"22"	"402"	"0"	"527"	"95"	"403"	"402"
"Np006G330400"	48	"AT3G57062.1"	"AT3G57062.1"	"other"	NA	NA	NA	"OG0005636"	"AT3G57062.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G57062.1"	"79.167"	"48"	"10"	"0"	"1"	"48"	"1"	"48"	"1.07e-24"	"85.1"	"98"	"49"	"48"
"Np006G330420"	417	"AT3G45800.1, AT2G11620.1, AT2G29850.1, AT2G29605.1, AT2G11623.1, AT4G07675.1, AT1G49700.1"	"AT2G29605.1"	"orthologue"	"AT3G45800.1, AT2G11620.1, AT2G29850.1, AT2G29605.1, AT2G11623.1, AT4G07675.1, AT1G49700.1"	"N0.HOG0011089"	"AT3G45800.1, AT2G11620.1, AT2G29850.1, AT2G29605.1, AT2G11623.1, AT4G07675.1, AT1G49700.1"	"OG0005329"	"AT1G49700.1, AT2G11620.1, AT2G11623.1, AT2G29605.1, AT2G29850.1, AT3G45800.1, AT4G07675.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G29605.1"	"35.638"	"376"	"171"	"16"	"1"	"366"	"1"	"315"	"9.88e-38"	"140"	"88"	"418"	"401"
"Np006G330430"	224	"AT2G41310.1, AT2G07440.1"	"AT2G41310.1"	"orthologue"	"AT2G41310.1, AT2G07440.1"	"N0.HOG0010507"	"AT2G41310.1, AT2G07440.1"	"OG0004844"	"AT2G07440.1, AT2G41310.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G41310.1"	"85.973"	"221"	"25"	"3"	"8"	"224"	"7"	"225"	"2.27e-124"	"351"	"96"	"225"	"225"
"Np006G330440"	276	"AT1G56410.1, AT1G16030.1, AT3G12580.1"	"AT1G16030.1"	"other"	NA	"N0.HOG0001244"	"AT1G56410.1, AT1G16030.1, AT3G12580.1"	"OG0000154"	"AT1G16030.1, AT1G56410.1, AT3G09440.1, AT3G12580.1, AT5G02490.1, AT5G02500.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G16030.1"	"94.545"	"220"	"12"	"0"	"57"	"276"	"427"	"646"	"1.12e-145"	"422"	"79"	"277"	"646"
"Np006G330470"	369	"AT2G41300.1"	"AT2G41300.1"	"orthologue"	"AT2G41300.1"	"N0.HOG0019521"	"AT2G41300.1"	"OG0013030"	"AT2G41300.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G41300.1"	"87.616"	"323"	"34"	"1"	"52"	"368"	"71"	"393"	"0"	"593"	"86"	"370"	"394"
"Np006G330480"	372	"AT2G41290.1"	"AT2G41290.1"	"orthologue"	"AT2G41290.1"	"N0.HOG0011968"	"AT2G41290.1"	"OG0006076"	"AT2G41290.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G41290.1"	"79.841"	"377"	"69"	"5"	"1"	"372"	"2"	"376"	"0"	"616"	"99"	"373"	"376"
"Np006G330490"	342	"AT2G41260.2, AT2G41280.1"	"AT2G41280.1"	"other"	NA	NA	NA	"OG0002083"	"AT2G41260.2, AT2G41280.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G41280.1"	"44.366"	"142"	"36"	"5"	"1"	"139"	"1"	"102"	"2.13e-16"	"73.9"	"41"	"343"	"107"
"Np006G330500"	299	"AT2G41250.1"	"AT2G41250.1"	"orthologue"	"AT2G41250.1"	"N0.HOG0017058"	"AT2G41250.1"	"OG0010760"	"AT2G41250.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G41250.1"	"90.333"	"300"	"18"	"2"	"1"	"299"	"1"	"290"	"0"	"503"	"99"	"300"	"290"
"Np006G330510"	244	"AT2G41240.1"	"AT2G41240.1"	"orthologue"	"AT2G41240.1"	"N0.HOG0015972"	"AT2G41240.1"	"OG0009748"	"AT2G41240.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G41240.1"	"82.377"	"244"	"41"	"2"	"1"	"244"	"1"	"242"	"6.88e-142"	"397"	"99"	"245"	"242"
"Np006G330530"	1635	"AT2G41220.1"	"AT2G41220.1"	"orthologue"	"AT2G41220.1"	"N0.HOG0015973"	"AT2G41220.1"	"OG0009749"	"AT2G41220.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G41220.1"	"95.7"	"1628"	"69"	"1"	"1"	"1627"	"1"	"1628"	"0"	"3235"	"99"	"1636"	"1629"
"Np006G330540"	771	"AT2G41210.1"	"AT2G41210.1"	"orthologue"	"AT2G41210.1"	"N0.HOG0004564"	"AT2G41210.1"	"OG0001283"	"AT2G41210.1, AT3G56960.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G41210.1"	"95.207"	"772"	"36"	"1"	"1"	"771"	"1"	"772"	"0"	"1494"	"99"	"772"	"772"
"Np006G330550"	161	"AT2G41200.1"	"AT2G41200.1"	"orthologue"	"AT2G41200.1"	"N0.HOG0021415"	"AT2G41200.1"	"OG0014854"	"AT2G41200.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G41200.1"	"88.199"	"161"	"19"	"0"	"1"	"161"	"1"	"161"	"2.27e-96"	"275"	"99"	"162"	"161"
"Np006G330560"	530	"AT2G41190.1"	"AT2G41190.1"	"orthologue"	"AT2G41190.1"	"N0.HOG0009837"	"AT2G41190.1"	"OG0004295"	"AT2G41190.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G41190.1"	"88.641"	"537"	"52"	"5"	"1"	"530"	"1"	"535"	"0"	"935"	"99"	"531"	"536"
"Np006G330570"	137	"AT2G41180.1"	"AT2G41180.1"	"orthologue"	"AT2G41180.1"	"N0.HOG0015759"	"AT2G41180.1"	"OG0009570"	"AT2G41180.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G41180.1"	"80.282"	"142"	"19"	"5"	"2"	"137"	"3"	"141"	"6.17e-71"	"209"	"99"	"138"	"141"
"Np006G330590"	383	"AT2G41170.2"	"AT2G41170.2"	"orthologue"	"AT2G41170.2"	"N0.HOG0019522"	"AT2G41170.2"	"OG0013031"	"AT2G41170.2"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G41170.2"	"72.482"	"407"	"68"	"7"	"18"	"383"	"1"	"404"	"0"	"553"	"95"	"384"	"404"
"Np006G330600"	276	"AT2G41160.1"	"AT2G41160.1"	"orthologue"	"AT2G41160.1"	"N0.HOG0024219"	"AT2G41160.1"	"OG0017593"	"AT2G41160.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G41160.1"	"79.167"	"288"	"47"	"4"	"1"	"276"	"1"	"287"	"2.59e-160"	"446"	"99"	"277"	"287"
"Np006G330610"	407	"AT2G41150.2"	"AT2G41150.2"	"orthologue"	"AT2G41150.2"	"N0.HOG0005952"	"AT2G41150.2"	"OG0001986"	"AT2G41150.2, AT3G56750.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G41150.2"	"86.6"	"403"	"52"	"2"	"1"	"403"	"1"	"401"	"0"	"730"	"99"	"408"	"404"
"Np006G330620"	579	"AT2G41140.1"	"AT2G41140.1"	"orthologue"	"AT2G41140.1"	"N0.HOG0005643"	"AT2G41140.1"	"OG0001826"	"AT2G41140.1, AT3G56760.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G41140.1"	"96.034"	"580"	"18"	"5"	"1"	"579"	"1"	"576"	"0"	"1138"	"99"	"580"	"576"
"Np006G330630"	251	"AT2G41130.1"	"AT2G41130.1"	"orthologue"	"AT2G41130.1"	"N0.HOG0011969"	"AT2G41130.1"	"OG0006077"	"AT2G41130.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G41130.1"	"92.095"	"253"	"18"	"1"	"1"	"251"	"1"	"253"	"8.3e-154"	"427"	"99"	"252"	"253"
