"Erysimum_linariifolium"	"Arabidopsis_thaliana"	"single_Arabidopsis_thaliana"	"OL_Arabidopsis_thaliana"	"N0_HOG"	"N0_Arabidopsis_thaliana"	"OG_Orthogroup"	"OG_Arabidopsis_thaliana"	"RBH_B_id"	"RBH_A_length"	"RBH_B_length"	"RBH_A_qcovhsp"	"RBH_B_qcovhsp"	"RBH_length"	"RBH_pident"	"RBH_bitscore"	"BLAST_saccver"	"BLAST_pident"	"BLAST_length"	"BLAST_mismatch"	"BLAST_gapopen"	"BLAST_qstart"	"BLAST_qend"	"BLAST_sstart"	"BLAST_send"	"BLAST_evalue"	"BLAST_bitscore"	"BLAST_qcovhsp"	"BLAST_qlen"	"BLAST_slen"
"El005G249590"	"AT3G13650.1"	"AT3G13650.1"	"AT3G13650.1"	"N0.HOG0017926"	"AT3G13650.1"	"OG0011548"	"AT3G13650.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G13650.1"	91.979	187	14	1	1	187	1	186	1.91e-126	353	99	188	186
"El005G249600"	"AT5G49040.1"	"AT5G49040.1"	NA	"N0.HOG0002274"	"AT5G49040.1"	"OG0000398"	"AT1G55210.1, AT3G13662.1, AT5G49040.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G55210.1"	74.603	189	43	4	1	186	1	187	7.72e-102	291	99	187	187
"El005G249610"	"AT3G13662.1"	"AT3G13662.1"	NA	"N0.HOG0002272"	"AT3G13662.1"	"OG0000398"	"AT1G55210.1, AT3G13662.1, AT5G49040.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G49040.1"	70.157	191	50	2	1	184	1	191	8.93e-94	270	99	185	191
"El005G249620"	"AT3G13670.1"	"AT3G13670.1"	"AT3G13670.1"	"N0.HOG0010830"	"AT3G13670.1"	"OG0005113"	"AT3G13670.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G13670.1"	97.443	704	17	1	1	704	1	703	0	1425	99	705	703
"El005G249640"	"AT3G13674.1"	"AT3G13674.1"	"AT3G13674.1"	"N0.HOG0008589"	"AT3G13674.1"	"OG0003459"	"AT1G55205.2, AT3G13674.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G13674.1"	87.368	95	11	1	1	94	1	95	8.44e-42	132	99	95	95
"El005G249650"	"AT3G13677.1"	"AT3G13677.1"	"AT3G13677.1"	"N0.HOG0022800"	"AT3G13677.1"	"OG0016223"	"AT3G13677.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G13677.1"	84.375	64	10	0	1	64	1	64	3.14e-33	111	83	77	171
"El005G249660"	"AT3G11060.1"	"AT3G11060.1"	"AT3G11060.1"	"N0.HOG0008252"	"AT3G11060.1"	"OG0003238"	"AT3G06545.1, AT3G11060.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G11060.1"	73.103	145	33	2	1	141	1	143	9.14e-68	204	95	148	213
"El005G249680"	"AT3G13690.1"	"AT3G13690.1"	"AT3G13690.1"	"N0.HOG0005064"	"AT3G13690.1"	"OG0001536"	"AT1G55200.1, AT3G13690.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G13690.1"	95.618	753	31	2	1	751	1	753	0	1498	99	752	753
"El005G249690"	"AT3G13700.1"	"AT3G13700.1"	"AT3G13700.1"	"N0.HOG0024033"	"AT3G13700.1"	"OG0017418"	"AT3G13700.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G13700.1"	83.446	296	27	2	1	274	1	296	2.35e-179	495	96	284	296
"El005G249700"	"AT3G13720.1"	"AT3G13720.1"	"AT3G13720.1"	"N0.HOG0009515"	"AT3G13720.1, AT3G13710.1"	"OG0004055"	"AT3G13710.1, AT3G13720.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G13720.1"	85.638	188	27	0	1	188	1	188	3.2e-109	309	99	189	188
"El005G249710"	"AT3G13730.1"	"AT3G13730.1"	"AT3G13730.1"	"N0.HOG0013281"	"AT3G13730.1"	"OG0007243"	"AT3G13730.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G13730.1"	94.043	470	28	0	23	492	22	491	0	914	95	493	491
"El005G249730"	"AT3G13740.3"	"AT3G13740.3"	"AT3G13740.3"	"N0.HOG0017734"	"AT3G13740.3"	"OG0011372"	"AT3G13740.3"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G13740.3"	91.304	253	21	1	1	252	1	253	2.55e-152	425	92	274	267
"El005G249740"	"AT3G13750.1"	"AT3G13750.1"	"AT3G13750.1"	"N0.HOG0015584"	"AT3G13750.1"	"OG0009408"	"AT3G13750.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G13750.1"	97.285	847	22	1	1	846	1	847	0	1726	99	847	847
"El005G249750"	"AT3G59130.1"	"AT3G59130.1"	"AT3G59130.1"	"N0.HOG0003123"	"AT3G59120.1, AT1G35610.1, AT3G13760.1, AT5G17960.1, AT2G17590.1, AT2G17600.1, AT3G59130.1, AT3G11390.1, AT3G11385.1, AT3G11370.1, AT3G11402.1"	"OG0000664"	"AT1G35610.1, AT2G17590.1, AT2G17600.1, AT3G11370.1, AT3G11385.1, AT3G11390.1, AT3G11402.1, AT3G13760.1, AT3G59120.1, AT3G59130.1, AT5G17960.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G35610.1"	74.515	412	99	3	1	412	207	612	0	617	99	413	612
"El005G249760"	"AT3G13770.1"	"AT3G13770.1"	"AT3G13770.1"	"N0.HOG0024773"	"AT3G13770.1"	"OG0018121"	"AT3G13770.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G13770.1"	92.994	628	43	1	1	627	1	628	0	1223	99	628	628
"El005G249770"	"AT3G13772.1"	"AT3G13772.1"	"AT3G13772.1"	"N0.HOG0007624"	"AT3G13772.1"	"OG0002865"	"AT1G55130.1, AT3G13772.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G13772.1"	98.901	637	7	0	2	638	5	641	0	1305	99	639	641
"El005G249780"	"AT3G13780.1"	"AT3G13780.1"	"AT3G13780.1"	"N0.HOG0022802"	"AT3G13780.1"	"OG0016225"	"AT3G13780.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G13780.1"	82.117	274	33	7	1	266	14	279	1.78e-127	365	90	296	309
"El005G249790"	"AT3G13782.1"	"AT3G13782.1"	"AT3G13782.1"	"N0.HOG0024034"	"AT3G13782.1"	"OG0017419"	"AT3G13782.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G13782.1"	87.459	303	32	3	1	301	1	299	1.42e-171	478	95	318	317
"El005G249860"	"AT3G13800.1"	"AT3G13800.1"	"AT3G13800.1"	"N0.HOG0017735"	"AT3G13800.1"	"OG0011373"	"AT3G13800.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G13800.1"	91.967	361	26	3	1	358	1	361	0	676	99	359	361
"El005G249880"	"AT3G13810.2"	"AT3G13810.2"	"AT3G13810.2"	"N0.HOG0004892"	"AT3G13810.2"	"OG0001448"	"AT1G55110.1, AT3G13810.2"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G13810.2"	85.487	503	61	9	22	512	12	514	0	712	94	521	514
"El005G249890"	"AT3G13840.1"	"AT3G13840.1"	"AT3G13840.1"	"N0.HOG0017736"	"AT3G13840.1"	"OG0011374"	"AT3G13840.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G13840.1"	85.882	510	66	2	1	504	1	510	0	890	99	505	510
"El005G249900"	"AT3G13845.1"	"AT3G13845.1"	"AT3G13845.1"	"N0.HOG0022944"	"AT3G13845.1"	"OG0016364"	"AT3G13845.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G13845.1"	95.522	67	3	0	1	67	1	67	8.15e-37	117	96	70	70
"El005G249920"	"AT3G13850.1"	"AT3G13850.1"	"AT3G13850.1"	"N0.HOG0013282"	"AT3G13850.1"	"OG0007244"	"AT3G13850.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G13850.1"	90.614	277	17	3	1	277	1	268	4.24e-178	491	99	278	268
"El005G249930"	"AT3G13860.1"	"AT3G13860.1"	"AT3G13860.1"	"N0.HOG0020808"	"AT3G13860.1"	"OG0014268"	"AT3G13860.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G13860.1"	95.455	572	26	0	1	572	1	572	0	1104	99	573	572
"El005G249940"	"AT3G13870.1"	"AT3G13870.1"	"AT3G13870.1"	"N0.HOG0010831"	"AT3G13870.1"	"OG0005114"	"AT3G13870.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G13870.1"	97.132	802	23	0	1	802	1	802	0	1615	99	803	802
"El005G249950"	"AT3G13880.1"	"AT3G13880.1"	"AT3G13880.1"	"N0.HOG0020809"	"AT3G13880.1"	"OG0014269"	"AT3G13880.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G13880.1"	89.628	752	74	1	1	752	1	748	0	1377	99	754	748
"El005G249960"	"AT3G13882.2"	"AT3G13882.2"	"AT3G13882.2"	"N0.HOG0011786"	"AT3G13882.2"	"OG0005926"	"AT3G13882.2"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G13882.2"	68.485	165	5	1	30	147	37	201	5.59e-70	209	80	148	201
"El005G249970"	"AT3G13890.1"	"AT3G13890.1"	"AT3G13890.1"	"N0.HOG0014419"	"AT3G13890.1"	"OG0008299"	"AT3G13890.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G13890.1"	84.8	375	34	6	1	360	1	367	0	568	99	361	367
"El005G249980"	"AT3G13898.1"	"AT3G13898.1"	"AT3G13898.1"	"N0.HOG0025766"	"AT3G13898.1"	"OG0019045"	"AT3G13898.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G13898.1"	77.57	107	23	1	1	107	17	122	1.19e-54	166	99	108	123
"El005G249990"	"AT3G13900.1"	"AT3G13900.1"	"AT3G13900.1"	"N0.HOG0008069"	"AT3G13900.1, AT1G54280.1"	"OG0003121"	"AT1G54280.1, AT3G13900.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G13900.1"	95.827	1246	49	1	1	1246	1	1243	0	2499	99	1247	1243
"El005G250000"	"AT3G13910.2"	"AT3G13910.2"	"AT3G13910.2"	"N0.HOG0014421"	"AT3G13910.2"	"OG0008301"	"AT3G13910.2"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G13910.2"	87.5	104	7	3	1	103	1	99	7.03e-57	171	96	107	115
"El005G250010"	"AT3G13920.5"	"AT3G13920.5"	"AT3G13920.5"	"N0.HOG0002378"	"AT3G13920.5"	"OG0000423"	"AT1G54270.1, AT1G72730.1, AT3G13920.5"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G54270.1"	96.602	412	14	0	1	412	1	412	0	823	99	413	412
"El005G250020"	"AT3G13930.1"	"AT3G13930.1"	"AT3G13930.1"	"N0.HOG0005875"	"AT3G13930.1"	"OG0001950"	"AT1G54220.1, AT3G13930.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G13930.1"	92.963	540	37	1	1	540	1	539	0	1010	99	541	539
"El005G250030"	"AT3G13940.1"	"AT3G13940.1"	"AT3G13940.1"	"N0.HOG0014422"	"AT3G13940.1"	"OG0008302"	"AT3G13940.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G13940.1"	65.695	446	147	3	1	444	1	442	0	588	99	445	442
"El005G250050"	"AT3G13960.1"	"AT3G13960.1"	"AT3G13960.1"	"N0.HOG0010380"	"AT3G13960.1"	"OG0004730"	"AT3G13960.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G13960.1"	86.881	404	39	9	1	398	1	396	0	563	97	410	397
"El005G250060"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G54215.1"	39.583	96	35	1	121	216	96	168	3.36e-06	45.4	44	218	169
"El005G250070"	"AT3G13970.1"	"AT3G13970.1"	"AT3G13970.1"	"N0.HOG0007625"	"AT3G13970.1"	"OG0002866"	"AT1G54210.1, AT3G13970.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G13970.1"	95.745	94	4	0	1	94	1	94	1.07e-64	189	99	95	94
"El005G250100"	"AT3G13980.1"	"AT3G13980.1"	"AT3G13980.1"	"N0.HOG0004752"	"AT3G13980.1"	"OG0001376"	"AT1G54200.1, AT3G13980.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G13980.1"	78.763	372	54	14	3	367	4	357	1.16e-170	479	99	368	357
"El005G250110"	"AT3G13990.1"	"AT3G13990.1"	"AT3G13990.1"	"N0.HOG0010832"	"AT3G13990.1"	"OG0005115"	"AT3G13990.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G13990.1"	86.079	862	105	7	1	861	1	848	0	1454	99	862	848
"El005G250120"	"AT3G14000.1"	"AT3G14000.1"	"AT3G14000.1"	"N0.HOG0006882"	"AT3G14000.1"	"OG0002466"	"AT1G54180.1, AT3G14000.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G14000.1"	92.328	378	23	4	1	376	1	374	0	692	99	377	374
"El005G250130"	"AT3G14010.5"	"AT3G14010.5"	"AT3G14010.5"	"N0.HOG0022803"	"AT3G14010.5"	"OG0016226"	"AT3G14010.5"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G14010.5"	79.051	611	97	7	6	603	11	603	0	919	99	604	603
"El005G250140"	"AT3G14020.1"	"AT3G14020.1"	"AT3G14020.1"	"N0.HOG0021123"	"AT3G14020.1"	"OG0014573"	"AT3G14020.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G14020.1"	81.505	319	42	6	1	313	1	308	5.62e-174	483	99	314	308
"El005G250150"	"AT3G14030.1"	"AT3G14030.1"	"AT3G14030.1"	"N0.HOG0000379"	"AT3G14030.1"	"OG0000040"	"AT1G24800.1, AT1G24881.1, AT1G25055.1, AT1G25150.1, AT1G25211.1, AT1G54550.1, AT1G59680.2, AT1G66490.1, AT1G67450.1, AT3G13680.1, AT3G14030.1, AT3G20030.1, AT3G49510.1, AT3G49520.1, AT4G17200.1, AT5G60560.2"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G14030.1"	73.714	175	36	4	6	174	27	197	3.58e-86	251	90	188	200
"El005G250170"	"AT3G14120.1"	"AT3G14120.1"	"AT3G14120.1"	"N0.HOG0012386"	"AT3G14120.1"	"OG0006443"	"AT3G14120.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G14120.1"	93.103	58	4	0	1	58	148	205	4.39e-30	111	56	104	1101
"El005G250180"	"AT3G13680.1"	"AT3G13680.1"	"AT3G13680.1"	"N0.HOG0000381"	"AT3G13680.1"	"OG0000040"	"AT1G24800.1, AT1G24881.1, AT1G25055.1, AT1G25150.1, AT1G25211.1, AT1G54550.1, AT1G59680.2, AT1G66490.1, AT1G67450.1, AT3G13680.1, AT3G14030.1, AT3G20030.1, AT3G49510.1, AT3G49520.1, AT4G17200.1, AT5G60560.2"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G13680.1"	65.544	386	122	6	4	383	3	383	4.2e-178	500	98	386	395
"El005G250190"	"AT3G14050.1"	"AT3G14050.1"	"AT3G14050.1"	"N0.HOG0007135"	"AT3G14050.1"	"OG0002592"	"AT1G54130.1, AT3G14050.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G14050.1"	93.175	718	34	4	1	712	1	709	0	1309	99	713	709
"El005G250200"	"AT3G14060.1"	"AT3G14060.1"	"AT3G14060.1"	"N0.HOG0020811"	"AT3G14060.1"	"OG0014271"	"AT3G14060.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G14060.1"	90.4	125	11	1	1	124	1	125	2.46e-80	231	99	125	125
"El005G250210"	"AT3G14067.1"	"AT3G14067.1"	"AT3G14067.1"	"N0.HOG0020812"	"AT3G14067.1"	"OG0014272"	"AT3G14067.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G14067.1"	95.495	777	35	0	1	777	1	777	0	1524	99	778	777
"El005G250220"	"AT3G14070.1"	"AT3G14070.1"	"AT3G14070.1"	"N0.HOG0007627"	"AT3G14070.1"	"OG0002867"	"AT1G54115.1, AT3G14070.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G14070.1"	87.902	653	69	2	1	653	1	643	0	1152	99	654	643
"El005G250230"	"AT3G14075.1"	"AT3G14075.1"	"AT3G14075.1"	"N0.HOG0017737"	"AT3G14075.1"	"OG0011375"	"AT3G14075.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G14075.1"	94.612	631	30	2	15	644	15	642	0	1144	98	645	642
"El005G250240"	"AT3G14080.1"	"AT3G14080.1"	"AT3G14080.1"	"N0.HOG0010012"	"AT3G14080.1"	"OG0004437"	"AT3G14080.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G14080.1"	98.438	128	2	0	1	128	1	128	5.98e-90	256	99	129	128
"El005G250250"	"AT3G14090.1"	"AT3G14090.1"	"AT3G14090.1"	"N0.HOG0020814"	"AT3G14090.1"	"OG0014273"	"AT3G14090.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G14090.1"	94.872	624	30	2	1	623	1	623	0	1109	99	624	623
"El005G250260"	"AT3G14100.1"	"AT3G14100.1"	"AT3G14100.1"	"N0.HOG0007130"	"AT3G14100.1"	"OG0002590"	"AT1G54080.2, AT3G14100.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G14100.1"	97.664	428	6	2	1	425	1	427	0	863	99	426	427
"El005G250270"	"AT3G14110.3"	"AT3G14110.3"	"AT3G14110.3"	"N0.HOG0014424"	"AT3G14110.3"	"OG0008304"	"AT3G14110.3"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G14110.3"	86.478	318	33	3	1	309	1	317	0	538	99	310	317
"El005G250280"	"AT3G14120.1"	"AT3G14120.1"	"AT3G14120.1"	"N0.HOG0012386"	"AT3G14120.1"	"OG0006443"	"AT3G14120.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G14120.1"	93.091	1100	52	1	1	1076	1	1100	0	2104	99	1078	1101
"El005G250290"	"AT3G14130.1"	"AT3G14130.1"	"AT3G14130.1"	"N0.HOG0008924"	"AT3G14150.1, AT3G14130.1"	"OG0003670"	"AT3G14130.1, AT3G14150.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G14130.1"	93.388	363	24	0	1	363	1	363	0	689	99	364	363
"El005G250310"	"AT3G14160.1"	"AT3G14160.1"	"AT3G14160.1"	"N0.HOG0014426"	"AT3G14160.1"	"OG0008305"	"AT3G14140.1, AT3G14160.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G14160.1"	72.805	467	106	6	1	458	1	455	0	654	99	459	455
"El005G250320"	"AT3G14170.2"	"AT3G14170.2"	"AT3G14170.2"	"N0.HOG0022946"	"AT3G14170.2"	"OG0016366"	"AT3G14170.2"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G14170.2"	89.567	508	50	2	1	507	1	506	0	888	99	508	506
"El005G250330"	"AT3G14172.1"	"AT3G14172.1"	"AT3G14172.1"	"N0.HOG0013283"	"AT3G14172.1"	"OG0007245"	"AT3G14172.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G14172.1"	89.685	1270	123	3	1	1262	1	1270	0	2268	99	1263	1270
"El005G250340"	"AT3G14180.1"	"AT3G14180.1"	"AT3G14180.1"	"N0.HOG0019011"	"AT3G14180.1"	"OG0012554"	"AT3G14180.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G14180.1"	89.954	438	27	7	1	432	1	427	0	726	95	454	443
"El005G250350"	"AT1G54070.1"	"AT1G54070.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G54070.1"	42.742	124	30	4	1	84	1	123	7.07e-19	74.3	99	85	123
"El005G250360"	"AT3G14190.1"	"AT3G14190.1"	"AT3G14190.1"	"N0.HOG0014429"	"AT3G14190.1"	"OG0008306"	"AT3G14190.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G14190.1"	83.505	194	29	2	1	192	1	193	7.66e-115	324	99	193	193
"El005G250370"	"AT1G54060.1"	"AT1G54060.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G54060.1"	48.098	368	103	11	1	282	1	366	1.21e-79	246	96	295	383
"El005G250380"	"AT3G14200.1"	"AT3G14200.1"	"AT3G14200.1"	"N0.HOG0010013"	"AT3G14200.1"	"OG0004438"	"AT3G14200.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G14200.1"	83.406	229	31	5	3	228	6	230	6.91e-132	370	99	229	230
"El005G250390"	"AT3G14205.1"	"AT3G14205.1"	"AT3G14205.1"	"N0.HOG0013284"	"AT3G14205.1"	"OG0007246"	"AT3G14205.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G14205.1"	92.327	808	55	3	1	801	1	808	0	1526	99	802	808
"El005G250400"	"AT1G54030.1"	"AT1G54030.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G54030.1"	70.201	349	91	3	27	364	46	392	0	511	92	367	417
"El005G250410"	"AT1G54030.1"	"AT1G54030.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G54030.1"	69.538	325	99	0	26	350	46	370	1.63e-177	498	90	360	417
"El005G250420"	"AT5G27750.1"	"AT5G27750.1"	NA	"N0.HOG0003242"	"AT5G27750.1"	"OG0000710"	"AT1G13780.1, AT5G27750.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G27750.1"	73.54	291	70	3	1	285	1	290	9.36e-146	416	99	286	459
"El005G250440"	"AT2G06425.1, AT4G04265.1, AT5G34581.1"	"AT4G04265.1"	NA	"N0.HOG0002029"	"AT2G06425.1, AT4G04265.1, AT5G34581.1"	"OG0000331"	"AT2G06425.1, AT4G04265.1, AT5G34581.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G04265.1"	52.137	117	53	1	415	528	1	117	3.55e-34	125	19	598	119
"El005G250450"	"AT3G14210.1"	"AT3G14210.1"	"AT3G14210.1"	"N0.HOG0009301"	"AT3G14210.1"	"OG0003910"	"AT3G14210.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G14210.1"	69.388	392	113	4	1	386	1	391	0	535	99	387	392
"El005G250460"	"AT3G14210.1"	"AT3G14210.1"	"AT3G14210.1"	"N0.HOG0009301"	"AT3G14210.1"	"OG0003910"	"AT3G14210.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G14210.1"	81.074	391	70	3	1	387	1	391	0	634	99	388	392
"El005G250470"	"AT3G14220.1"	"AT3G14220.1"	"AT3G14220.1"	"N0.HOG0017738"	"AT3G14220.1"	"OG0011376"	"AT3G14220.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G14220.1"	80.769	364	69	1	1	364	1	363	0	629	99	365	363
"El005G250480"	"AT3G14225.1"	"AT3G14225.1"	"AT3G14225.1"	"N0.HOG0026093"	"AT3G14225.1"	"OG0019344"	"AT3G14225.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G14225.1"	88.859	377	38	1	1	373	1	377	0	670	99	374	377
"El005G250490"	"AT3G14230.1"	"AT3G14230.1"	"AT3G14230.1"	"N0.HOG0014430"	"AT3G14230.1"	"OG0008307"	"AT3G14230.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G14230.1"	86.26	393	32	5	1	385	1	379	0	605	99	386	379
"El005G250500"	"AT3G14240.1"	"AT3G14240.1"	"AT3G14240.1"	"N0.HOG0015585"	"AT3G14240.1"	"OG0009409"	"AT3G14240.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G14240.1"	95.775	781	26	3	1	780	1	775	0	1518	99	781	775
"El005G250520"	"AT3G14250.1"	"AT3G14250.1"	"AT3G14250.1"	"N0.HOG0008207"	"AT3G14250.1"	"OG0003209"	"AT3G14250.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G14250.1"	83.904	292	47	0	15	306	10	301	0	526	95	308	303
"El005G250530"	"AT3G14260.1"	"AT3G14260.1"	"AT3G14260.1"	"N0.HOG0016875"	"AT3G14260.1"	"OG0010599"	"AT3G14260.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G14260.1"	90.948	232	19	2	1	232	1	230	2.56e-156	432	99	233	230
"El005G250540"	"AT3G14270.1"	"AT3G14270.1"	"AT3G14270.1"	"N0.HOG0015588"	"AT3G14270.1"	"OG0009410"	"AT3G14270.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G14270.1"	93.75	1792	106	4	1	1787	1	1791	0	3409	99	1788	1791
"El005G250550"	"AT3G14280.1"	"AT3G14280.1"	"AT3G14280.1"	"N0.HOG0016683"	"AT3G14280.1"	"OG0010421"	"AT3G14280.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G14280.1"	87.234	141	18	0	1	141	1	141	1.16e-88	254	99	142	141
"El005G250560"	"AT3G14290.1"	"AT3G14290.1"	"AT3G14290.1"	"N0.HOG0006884"	"AT1G53850.1, AT3G14290.1"	"OG0002467"	"AT1G53850.1, AT3G14290.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G53850.1, AT3G14290.1"	98.734	237	3	0	1	237	1	237	1.89e-177	486	99	238	237
"El005G250570"	"AT1G53840.1"	"AT1G53840.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G53840.1"	49.211	317	156	3	33	347	268	581	5.09e-108	327	89	354	586
"El005G250600"	"AT1G53840.1"	"AT1G53840.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G53840.1"	44.701	519	265	10	64	569	72	581	6.82e-150	443	88	576	586
"El005G250610"	"AT1G53840.1, AT3G14300.1"	"AT1G53840.1"	NA	NA	NA	"OG0001449"	"AT1G53840.1, AT3G14300.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G53840.1"	73.942	591	140	4	1	584	1	584	0	883	99	587	586
"El005G250620"	"AT3G14310.1"	"AT3G14310.1"	"AT3G14310.1"	"N0.HOG0004901"	"AT3G14310.1"	"OG0001450"	"AT1G53830.1, AT3G14310.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G14310.1"	93.423	593	37	2	1	592	1	592	0	1116	99	593	592
"El005G250630"	"AT3G14320.1"	"AT3G14320.1"	"AT3G14320.1"	"N0.HOG0008208"	"AT3G14320.1, AT3G19140.1"	"OG0003210"	"AT3G14320.1, AT3G19140.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G14320.1"	65.854	205	68	2	1	204	1	204	1.06e-85	253	82	248	204
"El005G250640"	"AT3G14330.1"	"AT3G14330.1"	"AT3G14330.1"	"N0.HOG0023543"	"AT3G14330.1"	"OG0016931"	"AT3G14330.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G14330.1"	92.154	650	48	2	3	650	62	710	0	1223	99	651	710
"El005G250650"	"AT3G14350.1"	"AT3G14350.1"	"AT3G14350.1"	"N0.HOG0015589"	"AT3G14350.1"	"OG0009411"	"AT3G14350.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G14350.1"	94.274	716	40	1	3	717	2	717	0	1277	99	718	717
"El005G250660"	"AT3G14360.1"	"AT3G14360.1"	"AT3G14360.1"	"N0.HOG0019012"	"AT3G14360.1"	"OG0012555"	"AT3G14360.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G14360.1"	87.954	523	58	2	1	523	1	518	0	941	99	524	518
