"Arabis_alpina"	"Arabidopsis_thaliana"	"single_Arabidopsis_thaliana"	"OL_Arabidopsis_thaliana"	"N0_HOG"	"N0_Arabidopsis_thaliana"	"OG_Orthogroup"	"OG_Arabidopsis_thaliana"	"RBH_B_id"	"RBH_A_length"	"RBH_B_length"	"RBH_A_qcovhsp"	"RBH_B_qcovhsp"	"RBH_length"	"RBH_pident"	"RBH_bitscore"	"BLAST_saccver"	"BLAST_pident"	"BLAST_length"	"BLAST_mismatch"	"BLAST_gapopen"	"BLAST_qstart"	"BLAST_qend"	"BLAST_sstart"	"BLAST_send"	"BLAST_evalue"	"BLAST_bitscore"	"BLAST_qcovhsp"	"BLAST_qlen"	"BLAST_slen"
"Aa_G568360.h1.t1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G11280.1"	53.704	54	23	2	59	112	736	787	7.61e-08	48.5	48	112	830
"Aa_G568370.h1.t1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G58410.1"	75	160	40	0	308	467	167	326	2.07e-74	239	28	575	328
"Aa_G568380.h1.t1"	"AT3G23940.1"	"AT3G23940.1"	"AT3G23940.1"	"N0.HOG0014459"	"AT3G23940.1"	"OG0008336"	"AT3G23940.1"	"AT3G23940.1"	613	608	100	100	613	91.68	1148	"AT3G23940.1"	92.007	613	44	2	1	613	1	608	0	1160	100	613	608
"Aa_G568390.h1.t1"	"AT4G13560.1"	"AT4G13560.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G13560.1"	58.879	107	22	1	5	89	3	109	1.92e-34	113	94	90	109
"Aa_G568400.h1.t1"	"AT1G27890.1, AT1G27820.1, AT1G61470.1"	"AT1G61470.1"	"AT1G27890.1, AT1G27820.1, AT1G61470.1"	"N0.HOG0009799"	"AT1G27890.1, AT1G27820.1, AT1G61470.1"	"OG0004265"	"AT1G27820.1, AT1G27890.1, AT1G61470.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G61470.1"	62.281	228	79	5	6	229	4	228	2.58e-98	291	68	329	278
"Aa_G568520.h1.t1"	"AT3G59350.6"	"AT3G59350.6"	"AT3G59350.6"	"N0.HOG0005787"	"AT3G59350.6"	"OG0001906"	"AT2G43230.2, AT3G59350.6"	"AT3G59350.6"	365	423	99	86	362	91.989	680	"AT3G59350.6"	91.989	362	28	1	1	361	58	419	0	680	99	365	423
"Aa_G568530.h1.t1"	"AT3G59360.1"	"AT3G59360.1"	"AT3G59360.1"	"N0.HOG0005337"	"AT3G59360.1"	"OG0001677"	"AT2G43240.1, AT3G59360.1"	"AT3G59360.1"	405	405	100	100	405	95.062	793	"AT3G59360.1"	95.062	405	20	0	1	405	1	405	0	793	100	405	405
"Aa_G568540.h1.t1"	"AT2G43360.1"	"AT2G43360.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G43360.1"	90.995	211	18	1	2	211	128	338	1.03e-143	405	99	211	378
"Aa_G568560.h1.t1"	"AT2G43330.1"	"AT2G43330.1"	NA	NA	NA	"OG0005315"	"AT2G43330.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G43330.1"	83.566	286	38	1	1	277	224	509	1.61e-172	486	100	277	509
"Aa_G568670.h1.t1"	"AT2G28120.1"	"AT2G28120.1"	"AT2G28120.1"	"N0.HOG0015149"	"AT2G28120.1"	"OG0008993"	"AT2G28120.1"	"AT2G28120.1"	578	577	100	99	578	90.657	1056	"AT2G28120.1"	90.657	578	47	2	1	578	1	571	0	1072	100	578	577
"Aa_G568790.h1.t1"	"AT5G40240.2"	"AT5G40240.2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G40240.2"	81.702	235	43	0	1	235	147	381	1.83e-134	383	99	236	382
"Aa_G568800.h1.t1"	"AT5G40240.2"	"AT5G40240.2"	"AT5G40240.2"	"N0.HOG0002552"	"AT5G40240.2"	"OG0000472"	"AT5G40230.1, AT5G40240.2"	"AT5G40240.2"	366	382	99	95	365	85.479	625	"AT5G40240.2"	85.479	365	49	2	4	365	18	381	0	625	99	366	382
"Aa_G568810.h1.t1"	"AT5G40250.1"	"AT5G40250.1"	"AT5G40250.1"	"N0.HOG0014994"	"AT5G40250.1"	"OG0008838"	"AT5G40250.1"	"AT5G40250.1"	368	376	100	100	380	85.526	607	"AT5G40250.1"	85.526	380	39	7	1	368	1	376	0	607	100	368	376
"Aa_G568820.h1.t1"	"AT3G01470.1"	"AT3G01470.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G01470.1"	69.307	101	31	0	32	132	64	164	3.55e-43	144	54	188	272
"Aa_G568830.h1.t1"	"AT3G55590.1"	"AT3G55590.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G55590.1"	75.824	364	88	0	1	364	1	364	0	578	100	364	364
"Aa_G569060.h1.t1"	"AT2G24300.3"	"AT2G24300.3"	"AT2G24300.3"	"N0.HOG0008186"	"AT2G24300.3"	"OG0003194"	"AT2G24300.3, AT4G31000.1"	"AT2G24300.3"	597	603	100	100	603	90.879	1129	"AT2G24300.3"	90.879	603	49	1	1	597	1	603	0	1129	100	597	603
"Aa_G569070.h1.t1"	"AT2G24290.1"	"AT2G24290.1"	"AT2G24290.1"	"N0.HOG0007198"	"AT2G24290.1, AT4G30996.1"	"OG0002623"	"AT2G24290.1, AT4G30996.1"	"AT2G24290.1"	172	173	100	100	173	83.815	299	"AT2G24290.1"	83.815	173	27	1	1	172	1	173	1.46e-105	299	100	172	173
"Aa_G569080.h1.t1"	"AT2G24280.1"	"AT2G24280.1"	"AT2G24280.1"	"N0.HOG0009963"	"AT2G24280.1"	"OG0004396"	"AT2G24280.1"	"AT2G24280.1"	496	494	100	100	496	90.121	921	"AT2G24280.1"	90.121	496	47	2	1	496	1	494	0	934	100	496	494
"Aa_G56910.h1.t1"	"AT3G17060.1"	"AT3G17060.1"	"AT3G17060.1"	"N0.HOG0013296"	"AT3G17060.1"	"OG0007258"	"AT3G17060.1"	"AT3G17060.1"	344	344	100	100	344	94.767	686	"AT3G17060.1"	94.767	344	18	0	1	344	1	344	0	686	100	344	344
"Aa_G569190.h1.t1"	"AT2G45570.1, AT2G45560.1, AT1G33720.1"	"AT2G45560.1"	"AT2G45570.1, AT2G45560.1, AT1G33720.1"	"N0.HOG0001250"	"AT2G45580.1, AT3G61035.1, AT1G33730.1, AT2G45550.1, AT2G45570.1, AT2G45560.1, AT1G33720.1, AT3G61040.1"	"OG0000156"	"AT1G33720.1, AT1G33730.1, AT2G45550.1, AT2G45560.1, AT2G45570.1, AT2G45580.1, AT3G61035.1, AT3G61040.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G45550.1"	71.302	453	124	1	1	447	1	453	0	676	99	448	511
"Aa_G569190.h2.t1"	"AT2G45570.1, AT2G45560.1, AT1G33720.1"	"AT2G45560.1"	"AT2G45570.1, AT2G45560.1, AT1G33720.1"	"N0.HOG0001250"	"AT2G45580.1, AT3G61035.1, AT1G33730.1, AT2G45550.1, AT2G45570.1, AT2G45560.1, AT1G33720.1, AT3G61040.1"	"OG0000156"	"AT1G33720.1, AT1G33730.1, AT2G45550.1, AT2G45560.1, AT2G45570.1, AT2G45580.1, AT3G61035.1, AT3G61040.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G45550.1"	71.302	453	124	1	1	447	1	453	0	676	99	448	511
"Aa_G569190.h3.t1"	"AT2G45570.1, AT2G45560.1, AT1G33720.1"	"AT2G45560.1"	"AT2G45570.1, AT2G45560.1, AT1G33720.1"	"N0.HOG0001250"	"AT2G45580.1, AT3G61035.1, AT1G33730.1, AT2G45550.1, AT2G45570.1, AT2G45560.1, AT1G33720.1, AT3G61040.1"	"OG0000156"	"AT1G33720.1, AT1G33730.1, AT2G45550.1, AT2G45560.1, AT2G45570.1, AT2G45580.1, AT3G61035.1, AT3G61040.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G45550.1"	71.302	453	124	1	1	447	1	453	0	676	99	448	511
"Aa_G569210.h1.t1"	"AT5G41340.1"	"AT5G41340.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G41340.1"	89.362	47	5	0	7	53	110	156	1.08e-22	84.3	82	57	187
"Aa_G569220.h1.t1"	"AT5G14602.1"	"AT5G14602.1"	"AT5G14602.1"	"N0.HOG0007669"	"AT5G18150.1, AT5G14602.1"	"OG0002887"	"AT5G14602.1, AT5G18150.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G18150.1"	71.053	76	21	1	1	75	1	76	2.43e-34	111	100	75	76
"Aa_G56930.h1.t1"	"AT2G18790.1"	"AT2G18790.1"	"AT2G18790.1"	"N0.HOG0008926"	"AT2G18790.1"	"OG0003672"	"AT2G18790.1, AT4G16250.1"	"AT2G18790.1"	1154	1172	99	100	1146	92.954	2260	"AT2G18790.1"	94.852	1146	53	1	9	1154	33	1172	0	2262	99	1154	1172
"Aa_G569330.h1.t1"	"AT3G10040.1"	"AT3G10040.1"	"AT3G10040.1"	"N0.HOG0012638"	"AT3G10040.1"	"OG0006653"	"AT3G10040.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G10040.1"	67.04	446	92	9	1	406	1	431	0	538	100	406	431
"Aa_G569340.h1.t1"	"ATMG00860.1"	"ATMG00860.1"	NA	NA	NA	"OG0000015"	"ATMG00860.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G10050.1"	90.146	274	24	1	1447	1717	166	439	5.53e-144	457	16	1719	592
"Aa_G569350.h1.t1"	"AT3G10050.1"	"AT3G10050.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G10050.1"	65.605	157	48	3	1	151	1	157	1.42e-54	180	100	151	592
"Aa_G569360.h1.t1"	"AT3G10050.1"	"AT3G10050.1"	"AT3G10050.1"	NA	NA	"OG0004296"	"AT3G10050.1"	"AT3G10050.1"	610	592	100	100	610	82.787	956	"AT3G10050.1"	84.098	610	79	4	1	610	1	592	0	966	100	610	592
"Aa_G569370.h1.t1"	"AT3G10060.1"	"AT3G10060.1"	"AT3G10060.1"	"N0.HOG0021437"	"AT3G10060.1"	"OG0014876"	"AT3G10060.1"	"AT3G10060.1"	222	230	100	100	230	86.957	390	"AT3G10060.1"	86.957	230	22	2	1	222	1	230	4.49e-140	390	100	222	230
"Aa_G569380.h1.t1"	"AT3G10070.1"	"AT3G10070.1"	"AT3G10070.1"	"N0.HOG0021438"	"AT3G10070.1"	"OG0014877"	"AT3G10070.1"	"AT3G10070.1"	531	539	100	88	477	75.78	645	"AT3G10070.1"	75.78	545	112	7	1	531	1	539	0	664	100	531	539
"Aa_G569390.h1.t1"	"AT3G10080.2"	"AT3G10080.2"	"AT3G10080.2"	"N0.HOG0019536"	"AT3G10080.2"	"OG0013045"	"AT3G10080.2"	"AT3G10080.2"	214	298	93	71	210	85.714	367	"AT3G10080.2"	85.714	210	18	2	17	214	89	298	6.59e-130	367	93	214	298
"Aa_G56940.h1.t1"	"AT5G45570.1"	"AT5G45570.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G45570.1"	41.414	99	51	2	3	101	67	158	3.14e-17	77.8	58	171	921
"Aa_G569510.h1.t1"	"AT1G13860.1"	"AT1G13860.1"	"AT1G13860.1"	"N0.HOG0007416"	"AT1G13860.1"	"OG0002746"	"AT1G13860.1, AT2G03480.1"	"AT1G13860.1"	564	603	100	100	610	80	962	"AT1G13860.1"	80	610	69	4	1	564	1	603	0	962	100	564	603
"Aa_G569530.h1.t1"	"AT1G13870.1"	"AT1G13870.1"	"AT1G13870.1"	"N0.HOG0012598"	"AT1G13870.1"	"OG0006618"	"AT1G13870.1"	"AT1G13870.1"	302	302	100	100	302	95.033	592	"AT1G13870.1"	95.033	302	15	0	1	302	1	302	0	592	100	302	302
"Aa_G569540.h1.t1"	"AT1G13880.2"	"AT1G13880.2"	"AT1G13880.2"	"N0.HOG0006190"	"AT1G13880.2"	"OG0002100"	"AT1G13880.2, AT2G03470.1"	"AT1G13880.2"	423	434	100	98	426	80.282	708	"AT1G13880.2"	80.282	426	79	5	1	423	11	434	0	708	100	423	434
"Aa_G569550.h1.t1"	"AT1G13890.1"	"AT1G13890.1"	"AT1G13890.1"	"N0.HOG0022357"	"AT1G13890.1"	"OG0015785"	"AT1G13890.1"	"AT1G13890.1"	259	263	100	100	263	88.593	471	"AT1G13890.1"	88.593	263	26	2	1	259	1	263	9.12e-171	471	100	259	263
"Aa_G569560.h1.t1"	"AT1G13900.1"	"AT1G13900.1"	"AT1G13900.1"	"N0.HOG0013088"	"AT1G13900.1"	"OG0007064"	"AT1G13900.1"	"AT1G13900.1"	657	656	99	99	651	88.018	1209	"AT1G13900.1"	88.018	651	75	3	7	656	8	656	0	1209	99	657	656
"Aa_G569570.h1.t1"	"AT1G13910.1"	"AT1G13910.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G13910.1"	83.197	244	41	0	1	244	87	330	6.97e-149	417	100	244	330
"Aa_G569580.h1.t1"	"AT1G13920.4"	"AT1G13920.4"	"AT1G13920.4"	"N0.HOG0017543"	"AT1G13920.4"	"OG0011202"	"AT1G13920.4"	"AT1G13920.4"	344	378	100	91	349	76.504	445	"AT1G13920.4"	76.504	349	73	6	1	344	34	378	3.3e-157	445	100	344	378
"Aa_G569700.h1.t1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G08430.1"	25.446	224	144	10	197	414	578	784	7.31e-11	63.9	52	417	808
"Aa_G569810.h1.t1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G42170.1"	26.271	236	150	6	183	414	429	644	4.88e-18	85.9	56	414	696
"Aa_G569820.h1.t1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G36150.1"	49.659	1172	532	20	250	1399	16	1151	0	1054	43	2689	1179
"Aa_G56990.h1.t1"	"AT1G57980.1, AT1G57990.1, AT1G57943.1"	"AT1G57943.1"	"AT1G57980.1, AT1G57990.1, AT1G57943.1"	NA	NA	"OG0003488"	"AT1G57943.1, AT1G57980.1, AT1G57990.1"	"AT1G57943.1"	389	398	100	99	393	81.934	639	"AT1G57943.1"	81.934	393	67	2	1	389	3	395	0	656	100	389	398
"Aa_G570060.h1.t1"	"AT5G06160.1"	"AT5G06160.1"	"AT5G06160.1"	NA	NA	"OG0004415"	"AT5G06160.1"	"AT5G06160.1"	510	504	100	100	510	86.667	858	"AT5G06160.1"	86.667	510	62	2	1	510	1	504	0	861	100	510	504
"Aa_G570070.h1.t1"	"AT5G06150.1"	"AT5G06150.1"	NA	NA	NA	"OG0006382"	"AT5G06150.1"	"AT5G06150.1"	418	445	100	95	426	84.742	723	"AT5G06150.1"	85.185	432	42	7	1	418	22	445	0	736	100	418	445
"Aa_G570080.h1.t1"	"AT4G04720.1"	"AT4G04720.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G04720.1"	70	40	12	0	1	40	486	525	3.58e-14	63.2	100	40	531
"Aa_G570090.h1.t1"	"AT5G06140.1"	"AT5G06140.1"	"AT5G06140.1"	"N0.HOG0020598"	"AT5G06140.1"	"OG0014063"	"AT5G06140.1"	"AT5G06140.1"	390	402	100	97	390	93.846	755	"AT5G06140.1"	93.846	390	23	1	1	390	14	402	0	755	100	390	402
"Aa_G57010.h1.t1"	"AT2G41720.1"	"AT2G41720.1"	"AT2G41720.1"	"N0.HOG0016266"	"AT2G41720.1"	"OG0010023"	"AT2G41720.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G41720.1"	90.722	97	9	0	56	152	659	755	3.72e-56	187	64	152	822
"Aa_G570100.h1.t1"	"AT3G07810.2"	"AT3G07810.2"	"AT3G07810.2"	"N0.HOG0009053"	"AT3G07810.2"	"OG0003748"	"AT3G07810.2"	"AT3G07810.2"	449	495	93	84	420	89.762	613	"AT3G07810.2"	89.762	420	39	3	19	437	75	491	0	646	93	449	495
"Aa_G570100.h2.t1"	"AT3G07810.2"	"AT3G07810.2"	"AT3G07810.2"	"N0.HOG0009053"	"AT3G07810.2"	"OG0003748"	"AT3G07810.2"	"AT3G07810.2"	449	495	93	84	420	89.762	613	"AT3G07810.2"	89.762	420	39	3	19	437	75	491	0	646	93	449	495
"Aa_G570120.h1.t1"	"AT5G06150.1"	"AT5G06150.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G06150.1"	92	25	2	0	1	25	355	379	6.63e-10	50.8	63	40	445
"Aa_G570120.h2.t1"	"AT5G06150.1"	"AT5G06150.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G06150.1"	92	25	2	0	1	25	355	379	6.63e-10	50.8	63	40	445
"Aa_G570130.h1.t1"	"AT3G62300.2"	"AT3G62300.2"	"AT3G62300.2"	"N0.HOG0009778"	"AT3G62300.2"	"OG0004255"	"AT3G62300.2"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G62300.2"	52.941	204	84	5	4	198	3	203	1.75e-52	184	57	345	723
"Aa_G57020.h1.t1"	"AT1G57870.3"	"AT1G57870.3"	"AT1G57870.3"	"N0.HOG0006955"	"AT1G57870.3"	"OG0002504"	"AT1G09840.1, AT1G57870.3"	"AT1G57870.3"	420	443	100	95	420	96.19	847	"AT1G57870.3"	96.19	420	16	0	1	420	1	420	0	847	100	420	443
"Aa_G570240.h1.t1"	"AT5G35920.1"	"AT5G35920.1"	"AT5G35920.1"	"N0.HOG0006592"	"AT5G35920.1"	"OG0002322"	"AT5G05260.2, AT5G35917.1, AT5G35920.1"	"AT5G05260.2"	535	529	99	99	530	83.962	925	"AT5G05260.2"	83.962	530	82	2	1	530	1	527	0	925	99	535	529
"Aa_G57030.h1.t1"	"AT1G09590.1, AT1G09690.1"	"AT1G09690.1"	NA	"N0.HOG0002063"	"AT1G09690.1, AT1G09590.1, AT1G57660.1, AT1G57860.1"	"OG0000338"	"AT1G09590.1, AT1G09690.1, AT1G57660.1, AT1G57860.1"	"AT1G09590.1, AT1G09690.1"	164	164	100	100	164	98.171	333	"AT1G09690.1, AT1G09590.1"	98.171	164	3	0	1	164	1	164	1.66e-119	333	100	164	164
"Aa_G57030.h2.t1"	"AT1G09590.1, AT1G09690.1"	"AT1G09690.1"	NA	"N0.HOG0002063"	"AT1G09690.1, AT1G09590.1, AT1G57660.1, AT1G57860.1"	"OG0000338"	"AT1G09590.1, AT1G09690.1, AT1G57660.1, AT1G57860.1"	"AT1G09590.1, AT1G09690.1"	164	164	100	100	164	98.171	333	"AT1G09690.1, AT1G09590.1"	98.171	164	3	0	1	164	1	164	1.66e-119	333	100	164	164
"Aa_G57030.h3.t1"	"AT1G09590.1, AT1G09690.1"	"AT1G09690.1"	NA	"N0.HOG0002063"	"AT1G09690.1, AT1G09590.1, AT1G57660.1, AT1G57860.1"	"OG0000338"	"AT1G09590.1, AT1G09690.1, AT1G57660.1, AT1G57860.1"	"AT1G09590.1, AT1G09690.1"	164	164	100	100	164	98.171	333	"AT1G09690.1, AT1G09590.1"	98.171	164	3	0	1	164	1	164	1.66e-119	333	100	164	164
"Aa_G570360.h1.t1"	"AT2G37020.3"	"AT2G37020.3"	"AT2G37020.3"	"N0.HOG0020325"	"AT2G37020.3"	"OG0013805"	"AT2G37020.3"	"AT2G37020.3"	305	309	100	100	315	85.079	513	"AT2G37020.3"	85.714	315	29	5	1	305	1	309	0	513	100	305	309
"Aa_G570370.h1.t1"	"AT2G37025.1"	"AT2G37025.1"	"AT2G37025.1"	"N0.HOG0023763"	"AT2G37025.1"	"OG0017148"	"AT2G37025.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G37025.1"	69.533	407	112	4	1	405	1	397	0	561	97	418	410
"Aa_G570380.h1.t1"	"AT2G37035.1"	"AT2G37035.1"	"AT2G37035.1"	"N0.HOG0018653"	"AT2G37035.1"	"OG0012219"	"AT2G37035.1"	"AT2G37035.1"	449	433	98	100	458	76.809	615	"AT2G37035.1"	77.293	458	50	6	9	449	13	433	0	615	98	449	433
"Aa_G570390.h1.t1"	"AT2G37040.1"	"AT2G37040.1"	"AT2G37040.1"	"N0.HOG0004108"	"AT2G37040.1"	"OG0001064"	"AT2G37040.1, AT3G53260.1"	"AT2G37040.1"	727	725	100	100	728	93.269	1400	"AT2G37040.1"	93.269	728	45	3	1	727	1	725	0	1400	100	727	725
"Aa_G57040.h1.t1"	"AT1G57790.1"	"AT1G57790.1"	"AT1G57790.1"	"N0.HOG0001717"	"AT4G00893.1, AT4G12370.1, AT4G10695.1, AT4G10660.1, AT4G10700.1, AT4G12382.1, AT1G57790.1, AT3G56470.1"	"OG0000248"	"AT1G57790.1, AT3G56470.1, AT4G00893.1, AT4G10660.1, AT4G10695.1, AT4G10700.1, AT4G12370.1, AT4G12382.1"	"AT1G57790.1"	368	352	96	99	353	71.671	519	"AT1G57790.1"	71.671	353	96	2	9	361	4	352	0	519	96	368	352
"Aa_G57050.h1.t1"	"AT2G13650.1"	"AT2G13650.1"	"AT2G13650.1"	"N0.HOG0019401"	"AT2G13650.1"	"OG0012910"	"AT2G13650.1"	"AT2G13650.1"	334	333	99	100	333	94.294	603	"AT2G13650.1"	94.294	333	18	1	3	334	1	333	0	603	99	334	333
"Aa_G570500.h1.t1"	"AT2G19630.1, AT2G31470.1, AT3G10990.1, AT3G23960.1, AT3G49440.1, AT3G61340.2, AT5G65850.1"	"AT2G31470.1"	NA	NA	NA	"OG0000035"	"AT2G19630.1, AT2G31470.1, AT3G10990.1, AT3G23960.1, AT3G49440.1, AT3G61340.2, AT5G65850.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G31470.1"	50.226	221	96	5	5	225	180	386	2.34e-59	191	95	232	387
"Aa_G570510.h1.t1"	"AT1G55928.1, AT2G27280.1"	"AT2G27280.1"	NA	"N0.HOG0008010"	"AT1G55928.1, AT2G27280.1"	"OG0003085"	"AT1G55928.1, AT2G27280.1, AT2G27285.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G27285.1"	73.585	318	61	4	1	295	1	318	3.51e-146	413	100	295	323
"Aa_G570520.h1.t1"	"AT4G34200.1"	"AT4G34200.1"	NA	"N0.HOG0006949"	"AT4G34200.1"	"OG0002500"	"AT4G34200.1"	"AT4G34200.1"	603	603	98	98	589	93.379	1115	"AT4G34200.1"	93.379	589	38	1	15	603	16	603	0	1115	98	603	603
"Aa_G570530.h1.t1"	"AT4G34215.1"	"AT4G34215.1"	"AT4G34215.1"	"N0.HOG0023288"	"AT4G34215.1"	"OG0016679"	"AT4G34215.1"	"AT4G34215.1"	258	260	100	100	260	85.769	456	"AT4G34215.1"	85.769	260	35	1	1	258	1	260	6.46e-165	456	100	258	260
"Aa_G570540.h1.t1"	"AT4G34220.1"	"AT4G34220.1"	"AT4G34220.1"	"N0.HOG0007924"	"AT4G34220.1"	"OG0003036"	"AT2G15300.1, AT4G34220.1"	"AT4G34220.1"	748	757	100	99	761	82.26	1221	"AT4G34220.1"	82.523	761	114	6	1	748	1	755	0	1251	100	748	757
"Aa_G57060.h1.t1"	"AT3G24130.1"	"AT3G24130.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G24130.1"	46.277	188	96	2	9	195	94	277	8.21e-52	169	94	199	335
"Aa_G570660.h1.t1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G72250.3"	31.25	96	52	2	88	183	880	961	0.096	34.7	27	351	1216
"Aa_G57070.h1.t1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G20400.1"	35.263	190	115	3	125	308	283	470	2.41e-31	131	23	792	944
"Aa_G570780.h1.t1"	"AT3G27785.1"	"AT3G27785.1"	"AT3G27785.1"	"N0.HOG0019460"	"AT3G27785.1"	"OG0012969"	"AT3G27785.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G27785.1"	67.91	268	51	3	1	238	175	437	2.56e-120	349	100	238	437
"Aa_G570790.h1.t1"	"AT2G47170.1"	"AT2G47170.1"	"AT2G47170.1"	"N0.HOG0001360"	"AT2G47170.1, AT1G70490.1, AT1G23490.1, AT1G10630.1, AT5G14670.1"	"OG0000171"	"AT1G10630.1, AT1G23490.1, AT1G70490.1, AT2G47170.1, AT3G62290.1, AT5G14670.1"	"AT2G47170.1"	181	181	100	100	181	100	375	"AT2G47170.1"	100	181	0	0	1	181	1	181	1.32e-135	375	100	181	181
"Aa_G570800.h1.t1"	"AT3G27810.1"	"AT3G27810.1"	"AT3G27810.1"	"N0.HOG0014744"	"AT3G27810.1"	"OG0008597"	"AT3G27810.1"	"AT3G27810.1"	228	226	100	100	228	90.351	381	"AT3G27810.1"	91.703	229	15	4	1	228	1	226	7.26e-145	403	100	228	226
"Aa_G570920.h1.t1"	"AT5G49750.1"	"AT5G49750.1"	"AT5G49750.1"	"N0.HOG0025950"	"AT5G49750.1"	"OG0019212"	"AT5G49750.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G49760.1"	66.023	259	63	1	1	234	68	326	1.73e-100	312	95	247	953
"Aa_G57100.h1.t1"	"AT4G29900.1"	"AT4G29900.1"	"AT4G29900.1"	"N0.HOG0014651"	"AT4G29900.1"	"OG0008509"	"AT4G29900.1"	"AT4G29900.1"	1069	1069	100	100	1069	93.452	2023	"AT4G29900.1"	93.452	1069	70	0	1	1069	1	1069	0	2026	100	1069	1069
"Aa_G571030.h1.t1"	"AT3G08943.1"	"AT3G08943.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G08943.1"	58.545	591	208	13	1	560	3	587	0	567	92	609	871
"Aa_G571040.h1.t1"	"AT3G08943.1"	"AT3G08943.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G08943.1"	56.502	223	79	4	1	207	1	221	1.56e-63	210	99	208	871
"Aa_G571060.h1.t1"	"AT3G08943.1"	"AT3G08943.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G08943.1"	60.212	377	130	8	21	379	220	594	8.31e-134	403	93	384	871
"Aa_G571280.h1.t1"	"AT4G27710.1"	"AT4G27710.1"	"AT4G27710.1"	"N0.HOG0010913"	"AT4G27710.1"	"OG0005184"	"AT4G27710.1"	"AT4G27710.1"	516	518	98	97	503	79.883	845	"AT4G27710.1"	79.883	512	97	3	5	512	8	517	0	856	98	516	518
"Aa_G571290.h1.t1"	"AT3G22200.2"	"AT3G22200.2"	"AT3G22200.2"	"N0.HOG0010207"	"AT3G22200.2"	"OG0004586"	"AT3G22200.2"	"AT3G22200.2"	506	513	98	96	496	89.516	928	"AT3G22200.2"	89.516	496	48	2	12	506	21	513	0	928	98	506	513
"Aa_G571530.h1.t1"	"AT5G55856.1, AT5G55855.2"	"AT5G55856.1"	"AT5G55856.1, AT5G55855.2"	"N0.HOG0025037"	"AT5G55856.1, AT5G55855.2"	"OG0018366"	"AT5G55855.2, AT5G55856.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G55856.1"	56.701	97	41	1	3	99	2	97	2.7e-35	115	97	100	97
