"Aethionema_saxatile"	"prot_length"	"Arabidopsis_thaliana"	"single_Arabidopsis_thaliana"	"homologue_type"	"OL_Arabidopsis_thaliana"	"N0_HOG"	"N0_Arabidopsis_thaliana"	"OG_Orthogroup"	"OG_Arabidopsis_thaliana"	"RBH_B_id"	"RBH_A_length"	"RBH_B_length"	"RBH_A_qcovhsp"	"RBH_B_qcovhsp"	"RBH_length"	"RBH_pident"	"RBH_bitscore"	"BLAST_saccver"	"BLAST_pident"	"BLAST_length"	"BLAST_mismatch"	"BLAST_gapopen"	"BLAST_qstart"	"BLAST_qend"	"BLAST_sstart"	"BLAST_send"	"BLAST_evalue"	"BLAST_bitscore"	"BLAST_qcovhsp"	"BLAST_qlen"	"BLAST_slen"
"As011G250980"	376	"AT3G18850.1"	"AT3G18850.1"	"orthologue"	"AT3G18850.1"	"N0.HOG0013306"	"AT3G18850.1"	"OG0007268"	"AT3G18850.1"	"AT3G18850.1"	377	375	96	97	363	85.124	647	"AT3G18850.1"	"85.124"	"363"	"52"	"1"	"9"	"369"	"8"	"370"	"0"	"647"	"96"	"377"	"375"
"As011G250990"	758	"AT3G18860.1"	"AT3G18860.1"	"orthologue"	"AT3G18860.1"	"N0.HOG0011315"	"AT3G18860.1"	"OG0005522"	"AT3G18860.1"	"AT3G18860.1"	759	760	99	99	758	88.654	1410	"AT3G18860.1"	"88.654"	"758"	"85"	"1"	"1"	"757"	"3"	"760"	"0"	"1410"	"99"	"759"	"760"
"As011G251000"	279	"AT3G18870.1"	"AT3G18870.1"	"orthologue"	"AT3G18870.1"	"N0.HOG0020842"	"AT3G18870.1"	"OG0014301"	"AT3G18870.1"	"AT3G18870.1"	280	274	88	90	246	86.585	454	"AT3G18870.1"	"86.64"	"247"	"33"	"0"	"33"	"279"	"28"	"274"	"1.26e-163"	"454"	"88"	"280"	"274"
"As011G251010"	116	"AT3G18880.1"	"AT3G18880.1"	"other"	NA	NA	NA	"OG0003563"	"AT1G49400.1, AT3G18880.1"	"AT3G18880.1"	117	105	79	80	84	89.247	163	"AT3G18880.1"	"89.247"	"93"	"10"	"0"	"1"	"93"	"1"	"93"	"6.03e-60"	"179"	"79"	"117"	"105"
"As011G251020"	663	"AT3G18890.1"	"AT3G18890.1"	"orthologue"	"AT3G18890.1"	"N0.HOG0019040"	"AT3G18890.1"	"OG0012579"	"AT3G18890.1"	"AT3G18890.1"	664	641	99	100	670	77.612	872	"AT3G18890.1"	"77.794"	"671"	"111"	"15"	"1"	"663"	"1"	"641"	"0"	"936"	"99"	"664"	"641"
"As011G251030"	158	"AT5G04730.1"	"AT5G04730.1"	"other"	NA	NA	NA	"OG0014302"	"AT5G04730.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G04700.1"	"61.29"	"124"	"47"	"1"	"1"	"124"	"343"	"465"	"1.3e-40"	"143"	"78"	"159"	"669"
"As011G251040"	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"As011G251050"	475	"AT3G18900.4"	"AT3G18900.4"	"orthologue"	"AT3G18900.4"	"N0.HOG0022843"	"AT3G18900.4"	"OG0016263"	"AT3G18900.4"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G18900.4"	"68.105"	"533"	"109"	"11"	"1"	"475"	"1"	"530"	"0"	"668"	"99"	"476"	"530"
"As011G251060"	426	"AT3G18930.1"	"AT3G18930.1"	"orthologue"	"AT3G18930.1"	"N0.HOG0016707"	"AT3G18930.1"	"OG0010442"	"AT3G18930.1"	"AT3G18930.1"	427	411	99	100	430	81.628	576	"AT3G18930.1"	"81.628"	"430"	"56"	"10"	"1"	"426"	"1"	"411"	"0"	"576"	"99"	"427"	"411"
"As011G251070"	281	"AT3G18940.1"	"AT3G18940.1"	"orthologue"	"AT3G18940.1"	"N0.HOG0015618"	"AT3G18940.1"	"OG0009440"	"AT3G18940.1"	"AT3G18940.1"	282	281	99	100	281	85.409	505	"AT3G18940.1"	"85.409"	"281"	"41"	"0"	"1"	"281"	"1"	"281"	"0"	"505"	"99"	"282"	"281"
"As011G251080"	471	"AT3G18950.1"	"AT3G18950.1"	"orthologue"	"AT3G18950.1"	"N0.HOG0010842"	"AT3G18950.1"	"OG0005125"	"AT3G18950.1"	"AT3G18950.1"	472	473	99	99	474	83.333	762	"AT3G18950.1"	"83.333"	"474"	"69"	"6"	"2"	"470"	"1"	"469"	"0"	"801"	"99"	"472"	"473"
"As011G251090"	188	"AT3G18960.1, AT4G01580.1"	"AT4G01580.1"	"orthologue"	"AT3G18960.1, AT4G01580.1"	"N0.HOG0016708"	"AT3G18960.1, AT4G01580.1"	"OG0010443"	"AT3G18960.1, AT4G01580.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G01580.1"	"58.421"	"190"	"73"	"2"	"1"	"184"	"1"	"190"	"1.64e-74"	"222"	"97"	"189"	"190"
"As011G251100"	468	"AT3G18970.1"	"AT3G18970.1"	"orthologue"	"AT3G18970.1"	"N0.HOG0024048"	"AT3G18970.1"	"OG0017433"	"AT3G18970.1"	"AT3G18970.1"	469	472	99	100	474	76.16	732	"AT3G18970.1"	"76.16"	"474"	"105"	"5"	"1"	"468"	"1"	"472"	"0"	"732"	"99"	"469"	"472"
"As011G251110"	340	"AT3G18990.2"	"AT3G18990.2"	"orthologue"	"AT3G18990.2"	"N0.HOG0010391"	"AT3G18990.2"	"OG0004739"	"AT3G18990.2"	"AT3G18990.2"	341	372	99	92	346	85.549	593	"AT3G18990.2"	"85.549"	"346"	"38"	"4"	"1"	"339"	"1"	"341"	"0"	"593"	"99"	"341"	"372"
"As011G251120"	351	"AT3G19000.1"	"AT3G19000.1"	"orthologue"	"AT3G19000.1"	"N0.HOG0009742"	"AT3G19000.1"	"OG0004223"	"AT3G19000.1"	"AT3G19000.1"	352	352	99	100	353	81.02	581	"AT3G19000.1"	"81.02"	"353"	"64"	"2"	"1"	"351"	"1"	"352"	"0"	"581"	"99"	"352"	"352"
"As011G251130"	349	"AT3G19010.1"	"AT3G19010.1"	"orthologue"	"AT3G19010.1"	"N0.HOG0017759"	"AT3G19010.1"	"OG0011396"	"AT3G19010.1"	"AT3G19010.1"	350	349	99	100	349	84.527	637	"AT3G19010.1"	"84.527"	"349"	"54"	"0"	"1"	"349"	"1"	"349"	"0"	"637"	"99"	"350"	"349"
"As011G251140"	878	"AT3G19020.1"	"AT3G19020.1"	"orthologue"	"AT3G19020.1"	"N0.HOG0002953"	"AT3G19020.1"	"OG0000607"	"AT2G15880.1, AT3G19020.1, AT4G33970.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G19020.1"	"67.395"	"641"	"118"	"12"	"1"	"554"	"1"	"637"	"0"	"784"	"63"	"879"	"956"
"As011G251150"	291	"AT2G23610.1"	"AT2G23610.1"	"other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G23610.1"	"44.828"	"261"	"135"	"5"	"36"	"291"	"7"	"263"	"1.23e-67"	"211"	"88"	"292"	"263"
"As011G251160"	64	"AT3G19030.1"	"AT3G19030.1"	"orthologue"	"AT3G19030.1"	"N0.HOG0009308"	"AT3G19030.1"	"OG0003915"	"AT3G19030.1"	"AT3G19030.1"	65	60	98	100	64	75	92.8	"AT3G19030.1"	"75"	"64"	"12"	"2"	"1"	"64"	"1"	"60"	"3e-27"	"92.8"	"98"	"65"	"60"
"As011G251170"	2785	"AT3G19050.1"	"AT3G19050.1"	"orthologue"	"AT3G19050.1"	"N0.HOG0016710"	"AT3G19050.1"	"OG0010444"	"AT3G19050.1"	"AT3G19050.1"	2786	2771	99	100	2802	79.051	4363	"AT3G19050.1"	"79.086"	"2802"	"538"	"12"	"1"	"2785"	"1"	"2771"	"0"	"4363"	"99"	"2786"	"2771"
"As011G251180"	237	"AT1G49510.1"	"AT1G49510.1"	"other"	NA	"N0.HOG0016711"	"AT1G49510.1"	"OG0010445"	"AT1G49510.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G49510.1"	"63.786"	"243"	"79"	"5"	"1"	"237"	"1"	"240"	"5.07e-104"	"300"	"99"	"238"	"240"
"As011G251190"	460	"AT3G19090.2"	"AT3G19090.2"	"orthologue"	"AT3G19090.2"	"N0.HOG0014448"	"AT3G19090.2"	"OG0008325"	"AT3G19090.2"	"AT3G19090.2"	461	482	99	98	486	74.28	619	"AT3G19090.2"	"75.904"	"498"	"65"	"11"	"1"	"460"	"1"	"481"	"0"	"627"	"99"	"461"	"482"
"As011G251200"	604	"AT3G19100.1"	"AT3G19100.1"	"orthologue"	"AT3G19100.1"	"N0.HOG0004415"	"AT3G19100.1"	"OG0001209"	"AT1G49580.1, AT3G19100.1"	"AT3G19100.1"	605	599	99	100	605	87.273	1059	"AT3G19100.1"	"87.273"	"605"	"70"	"4"	"1"	"604"	"1"	"599"	"0"	"1070"	"99"	"605"	"599"
"As011G251210"	448	"AT3G19120.1"	"AT3G19120.1"	"orthologue"	"AT3G19120.1"	"N0.HOG0022844"	"AT3G19120.1"	"OG0016264"	"AT3G19120.1"	"AT3G19120.1"	449	446	99	100	448	91.964	789	"AT3G19120.1"	"92.634"	"448"	"31"	"1"	"1"	"448"	"1"	"446"	"0"	"794"	"99"	"449"	"446"
"As011G251220"	432	"AT3G19130.1"	"AT3G19130.1"	"orthologue"	"AT3G19130.1"	"N0.HOG0003572"	"AT3G19130.1"	"OG0000835"	"AT1G49600.2, AT3G19130.1"	"AT3G19130.1"	433	435	94	99	416	78.571	621	"AT3G19130.1"	"81.25"	"416"	"66"	"6"	"1"	"408"	"1"	"412"	"0"	"621"	"94"	"433"	"435"
"As011G251230"	197	"AT3G19150.1"	"AT3G19150.1"	"orthologue"	"AT3G19150.1"	"N0.HOG0005409"	"AT3G19150.1"	"OG0001712"	"AT1G49620.3, AT3G19150.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G19150.1"	"54.737"	"190"	"70"	"6"	"18"	"195"	"11"	"196"	"3.47e-49"	"158"	"90"	"198"	"196"
"As011G251240"	332	"AT3G19160.1"	"AT3G19160.1"	"orthologue"	"AT3G19160.1"	"N0.HOG0011316"	"AT3G19160.1"	"OG0005523"	"AT3G19160.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G19160.1"	"62.908"	"337"	"111"	"6"	"1"	"332"	"1"	"328"	"5.96e-147"	"417"	"99"	"333"	"330"
"As011G251250"	1080	"AT3G19170.1"	"AT3G19170.1"	"orthologue"	"AT3G19170.1"	"N0.HOG0007379"	"AT3G19170.1"	"OG0002728"	"AT1G49630.1, AT3G19170.1"	"AT3G19170.1"	1081	1080	99	100	1080	91.296	1993	"AT3G19170.1"	"91.296"	"1080"	"94"	"0"	"1"	"1080"	"1"	"1080"	"0"	"1993"	"99"	"1081"	"1080"
"As011G251260"	816	"AT3G19180.1"	"AT3G19180.1"	"orthologue"	"AT3G19180.1"	"N0.HOG0019041"	"AT3G19180.1"	"OG0012580"	"AT3G19180.1"	"AT3G19180.1"	817	819	99	100	820	83.049	1343	"AT3G19180.1"	"83.049"	"820"	"133"	"4"	"1"	"815"	"1"	"819"	"0"	"1343"	"99"	"817"	"819"
"As011G251270"	284	"AT3G19184.2"	"AT3G19184.2"	"orthologue"	"AT3G19184.2"	"N0.HOG0017760"	"AT3G19184.2"	"OG0011397"	"AT3G19184.2"	"AT3G19184.2"	285	284	92	99	280	71.429	378	"AT3G19184.2"	"71.429"	"280"	"62"	"4"	"1"	"262"	"1"	"280"	"2.27e-133"	"378"	"92"	"285"	"284"
"As011G251280"	1894	"AT3G19190.2"	"AT3G19190.2"	"orthologue"	"AT3G19190.2"	"N0.HOG0022845"	"AT3G19190.2"	"OG0016265"	"AT3G19190.2"	"AT3G19190.2"	1895	1892	99	99	1895	81.319	3001	"AT3G19190.2"	"81.319"	"1895"	"349"	"4"	"1"	"1894"	"2"	"1892"	"0"	"3001"	"99"	"1895"	"1892"
"As011G251290"	147	"AT3G19200.1"	"AT3G19200.1"	"orthologue"	"AT3G19200.1"	"N0.HOG0020847"	"AT3G19200.1"	"OG0014303"	"AT3G19200.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G19200.1"	"65.068"	"146"	"35"	"6"	"3"	"147"	"13"	"143"	"6.58e-52"	"161"	"98"	"148"	"143"
"As011G251300"	918	"AT3G19210.1"	"AT3G19210.1"	"orthologue"	"AT3G19210.1"	"N0.HOG0020848"	"AT3G19210.1"	"OG0014304"	"AT3G19210.1"	"AT3G19210.1"	919	910	99	96	884	85.87	1575	"AT3G19210.1"	"85.87"	"920"	"118"	"7"	"1"	"918"	"1"	"910"	"0"	"1575"	"99"	"919"	"910"
"As011G251310"	186	"AT3G19220.1"	"AT3G19220.1"	"orthologue"	"AT3G19220.1"	"N0.HOG0020849"	"AT3G19220.1"	"OG0014305"	"AT3G19220.1"	"AT3G19220.1"	187	187	99	100	187	87.701	329	"AT3G19220.1"	"87.701"	"187"	"22"	"1"	"1"	"186"	"1"	"187"	"6.2e-117"	"329"	"99"	"187"	"187"
"As011G251320"	523	"AT3G19230.1"	"AT3G19230.1"	"orthologue"	"AT3G19230.1"	"N0.HOG0024049"	"AT3G19230.1"	"OG0017434"	"AT3G19230.1"	"AT3G19230.1"	524	519	95	96	497	79.6	828	"AT3G19230.1"	"79.6"	"500"	"101"	"1"	"12"	"510"	"12"	"511"	"0"	"832"	"95"	"524"	"519"
"As011G251330"	647	"AT3G19240.1"	"AT3G19240.1"	"orthologue"	"AT3G19240.1"	"N0.HOG0019042"	"AT3G19240.1"	"OG0012581"	"AT3G19240.1"	"AT3G19240.1"	648	648	99	100	650	86.585	1103	"AT3G19240.1"	"87.692"	"650"	"75"	"4"	"1"	"647"	"1"	"648"	"0"	"1103"	"99"	"648"	"648"
"As011G251340"	297	"AT3G19260.1"	"AT3G19260.1"	"other"	NA	NA	NA	"OG0003114"	"AT3G19260.1"	"AT3G19260.1"	298	296	99	97	292	82.534	487	"AT3G19260.1"	"82.55"	"298"	"47"	"3"	"1"	"297"	"1"	"294"	"2.32e-180"	"498"	"99"	"298"	"296"
"As011G251350"	297	"AT3G19260.1"	"AT3G19260.1"	"other"	NA	NA	NA	"OG0003114"	"AT3G19260.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G19260.1"	"79.195"	"298"	"58"	"3"	"1"	"297"	"1"	"295"	"1.93e-173"	"481"	"99"	"298"	"296"
"As011G251360"	481	"AT3G19270.2"	"AT3G19270.2"	"orthologue"	"AT3G19270.2"	"N0.HOG0013307"	"AT3G19270.2"	"OG0007269"	"AT3G19270.2"	"AT3G19270.2"	482	468	98	99	470	85.745	801	"AT3G19270.2"	"86.383"	"470"	"59"	"1"	"1"	"470"	"1"	"465"	"0"	"841"	"98"	"482"	"468"
"As011G251370"	443	"AT3G19290.3"	"AT3G19290.3"	"orthologue"	"AT3G19290.3"	"N0.HOG0009743"	"AT3G19290.3"	"OG0004224"	"AT3G19290.3"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G19290.3"	"66.167"	"467"	"99"	"9"	"1"	"443"	"1"	"432"	"4.24e-174"	"494"	"99"	"444"	"432"
"As011G251380"	660	"AT3G19300.1"	"AT3G19300.1"	"orthologue"	"AT3G19300.1"	"N0.HOG0017761"	"AT3G19300.1"	"OG0011398"	"AT3G19300.1"	"AT3G19300.1"	661	663	97	99	644	79.669	996	"AT3G19300.1"	"80.59"	"644"	"120"	"3"	"20"	"660"	"22"	"663"	"0"	"996"	"97"	"661"	"663"
"As011G251390"	415	"AT3G19310.1"	"AT3G19310.1"	"orthologue"	"AT3G19310.1"	"N0.HOG0017762"	"AT3G19310.1"	"OG0011399"	"AT3G19310.1"	"AT3G19310.1"	416	413	99	100	414	78.261	692	"AT3G19310.1"	"78.261"	"414"	"88"	"2"	"1"	"413"	"1"	"413"	"0"	"692"	"99"	"416"	"413"
"As011G251400"	486	"AT3G19320.1"	"AT3G19320.1"	"orthologue"	"AT3G19320.1"	"N0.HOG0005881"	"AT3G19320.1"	"OG0001953"	"AT1G49750.1, AT3G19320.1"	"AT3G19320.1"	487	493	77	99	375	72.008	643	"AT3G19320.1"	"83.733"	"375"	"61"	"0"	"112"	"486"	"119"	"493"	"0"	"649"	"77"	"487"	"493"
"As011G251410"	383	"AT3G19360.1"	"AT3G19360.1"	"orthologue"	"AT3G19360.1"	"N0.HOG0013308"	"AT3G19360.1"	"OG0007270"	"AT3G19360.1"	"AT3G19360.1"	384	386	99	100	392	76.786	582	"AT3G19360.1"	"78.061"	"392"	"71"	"6"	"1"	"383"	"1"	"386"	"0"	"582"	"99"	"384"	"386"
"As011G251420"	657	"AT3G19370.1"	"AT3G19370.1"	"orthologue"	"AT3G19370.1"	"N0.HOG0017763"	"AT3G19370.1"	"OG0011400"	"AT3G19370.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G19370.1"	"64.336"	"715"	"186"	"18"	"1"	"657"	"1"	"704"	"0"	"797"	"99"	"658"	"704"
"As011G251430"	426	"AT1G49780.1"	"AT1G49780.1"	"orthologue"	"AT1G49780.1"	"N0.HOG0020850"	"AT1G49780.1"	"OG0014306"	"AT1G49780.1"	"AT3G19380.1"	427	421	99	100	429	81.818	667	"AT3G19380.1"	"81.818"	"429"	"67"	"6"	"1"	"426"	"1"	"421"	"0"	"667"	"99"	"427"	"421"
"As011G251440"	111	"AT3G19390.1"	"AT3G19390.1"	"other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G19390.1"	"72.807"	"114"	"28"	"1"	"1"	"111"	"339"	"452"	"1.89e-48"	"159"	"99"	"112"	"452"
"As011G251450"	447	"AT3G19390.1"	"AT3G19390.1"	"orthologue"	"AT3G19390.1"	"N0.HOG0003857"	"AT3G19390.1"	"OG0000954"	"AT3G19390.1, AT3G19400.1, AT3G43960.1"	"AT3G19390.1"	448	452	99	94	426	82.589	736	"AT3G19390.1"	"82.589"	"448"	"77"	"1"	"1"	"447"	"5"	"452"	"0"	"763"	"99"	"448"	"452"
"As011G251470"	638	"AT3G19420.1"	"AT3G19420.1"	"orthologue"	"AT3G19420.1"	"N0.HOG0013309"	"AT3G19420.1"	"OG0007271"	"AT3G19420.1"	"AT3G19420.1"	639	611	99	100	648	82.407	1042	"AT3G19420.1"	"82.407"	"648"	"67"	"8"	"1"	"638"	"1"	"611"	"0"	"1061"	"99"	"639"	"611"
"As011G251480"	615	"AT3G19430.2"	"AT3G19430.2"	"other"	NA	NA	NA	"OG0009441"	"AT3G19430.2"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G19430.2"	"82.5"	"320"	"52"	"2"	"296"	"615"	"267"	"582"	"0"	"546"	"52"	"616"	"582"
"As011G251490"	482	"AT3G19440.1"	"AT3G19440.1"	"orthologue"	"AT3G19440.1"	"N0.HOG0019043"	"AT3G19440.1"	"OG0012582"	"AT3G19440.1"	"AT3G19440.1"	483	477	99	99	483	78.675	740	"AT3G19440.1"	"78.675"	"483"	"88"	"8"	"1"	"476"	"1"	"475"	"0"	"740"	"99"	"483"	"477"
"As011G251500"	369	"AT3G19450.1"	"AT3G19450.1"	"orthologue"	"AT3G19450.1"	"N0.HOG0020851"	"AT3G19450.1"	"OG0014307"	"AT3G19450.1"	"AT3G19450.1"	370	365	97	98	359	89.972	607	"AT3G19450.1"	"89.972"	"359"	"35"	"1"	"1"	"358"	"1"	"359"	"0"	"607"	"97"	"370"	"365"
"As011G251550"	198	"AT3G19460.3"	"AT3G19460.3"	"orthologue"	"AT3G19460.3"	"N0.HOG0014449"	"AT3G19460.3"	"OG0008326"	"AT3G19460.3"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G19460.3"	"64.706"	"221"	"43"	"2"	"13"	"198"	"14"	"234"	"3.14e-95"	"276"	"93"	"199"	"234"
"As011G251560"	584	"AT3G19480.1"	"AT3G19480.1"	"orthologue"	"AT3G19480.1"	"N0.HOG0020852"	"AT3G19480.1"	"OG0014308"	"AT3G19480.1"	"AT3G19480.1"	585	588	98	100	575	88.514	1019	"AT3G19480.1"	"89.391"	"575"	"55"	"2"	"12"	"584"	"18"	"588"	"0"	"1019"	"98"	"585"	"588"
"As011G251570"	580	"AT3G19490.1"	"AT3G19490.1"	"orthologue"	"AT3G19490.1"	"N0.HOG0013310"	"AT3G19490.1"	"OG0007272"	"AT3G19490.1"	"AT3G19490.1"	581	576	99	100	581	87.78	967	"AT3G19490.1"	"87.78"	"581"	"65"	"2"	"1"	"580"	"1"	"576"	"0"	"967"	"99"	"581"	"576"
"As011G251580"	252	"AT3G19500.1"	"AT3G19500.1"	"orthologue"	"AT3G19500.1"	"N0.HOG0014450"	"AT3G19500.1"	"OG0008327"	"AT3G19500.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G19500.1"	"67.79"	"267"	"63"	"7"	"1"	"247"	"1"	"264"	"7.01e-114"	"327"	"98"	"253"	"270"
"As011G251590"	81	"AT3G19508.1"	"AT3G19508.1"	"orthologue"	"AT3G19508.1"	"N0.HOG0015621"	"AT3G19508.1"	"OG0009442"	"AT3G19508.1"	"AT3G19508.1"	82	81	99	100	81	90.123	156	"AT3G19508.1"	"90.123"	"81"	"8"	"0"	"1"	"81"	"1"	"81"	"7.11e-52"	"156"	"99"	"82"	"81"
"As011G251600"	779	"AT3G19510.1"	"AT3G19510.1"	"orthologue"	"AT3G19510.1"	"N0.HOG0015622"	"AT3G19510.1"	"OG0009443"	"AT3G19510.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G19510.1"	"66.339"	"713"	"197"	"13"	"92"	"779"	"29"	"723"	"0"	"793"	"88"	"780"	"723"
"As011G251610"	474	"AT3G19540.1"	"AT3G19540.1"	"orthologue"	"AT3G19540.1"	"N0.HOG0005411"	"AT3G19540.1"	"OG0001713"	"AT1G49840.1, AT3G19540.1"	"AT3G19540.1"	475	485	99	99	480	91.458	830	"AT3G19540.1"	"91.667"	"480"	"31"	"3"	"1"	"473"	"1"	"478"	"0"	"830"	"99"	"475"	"485"
"As011G251620"	106	"AT3G19550.1"	"AT3G19550.1"	"orthologue"	"AT3G19550.1"	"N0.HOG0011317"	"AT3G19550.1"	"OG0005524"	"AT3G19550.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G19550.1"	"64.486"	"107"	"33"	"3"	"1"	"106"	"1"	"103"	"3.62e-42"	"134"	"99"	"107"	"110"
"As011G251630"	477	"AT3G19553.1"	"AT3G19553.1"	"orthologue"	"AT3G19553.1"	"N0.HOG0012411"	"AT3G19553.1"	"OG0006465"	"AT3G19553.1"	"AT3G19553.1"	478	479	99	100	479	87.474	811	"AT3G19553.1"	"87.474"	"479"	"58"	"2"	"1"	"477"	"1"	"479"	"0"	"811"	"99"	"478"	"479"
"As011G251640"	653	"AT3G19570.2"	"AT3G19570.2"	"orthologue"	"AT3G19570.2"	"N0.HOG0007876"	"AT3G19570.2"	"OG0003009"	"AT1G49890.1, AT3G19570.2"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G49890.1"	"77.845"	"659"	"119"	"14"	"5"	"646"	"1"	"649"	"0"	"879"	"98"	"654"	"659"
"As011G251650"	305	"AT3G19580.1"	"AT3G19580.1"	"orthologue"	"AT3G19580.1"	"N0.HOG0009744"	"AT3G19580.1"	"OG0004225"	"AT3G19580.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G19580.1"	"63.81"	"315"	"62"	"10"	"1"	"305"	"1"	"273"	"5.64e-98"	"289"	"99"	"306"	"273"
"As011G251660"	55	"AT1G14315.2"	"AT1G14315.2"	"other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G14315.2"	"44.643"	"56"	"23"	"2"	"3"	"55"	"253"	"303"	"0.000159"	"36.6"	"95"	"56"	"303"
"As011G251670"	300	"AT1G49950.1"	"AT1G49950.1"	"orthologue"	"AT1G49950.1"	"N0.HOG0020853"	"AT1G49950.1"	"OG0014309"	"AT1G49950.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G49950.1"	"71.569"	"306"	"71"	"6"	"1"	"300"	"1"	"296"	"1.34e-120"	"347"	"99"	"301"	"300"
"As011G251680"	104	"AT3G19615.1"	"AT3G19615.1"	"orthologue"	"AT3G19615.1"	"N0.HOG0022846"	"AT3G19615.1"	"OG0016266"	"AT3G19615.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G19615.1"	"62.766"	"94"	"30"	"2"	"1"	"94"	"1"	"89"	"2e-33"	"111"	"90"	"105"	"93"
"As011G251690"	782	"AT3G19620.1"	"AT3G19620.1"	"orthologue"	"AT3G19620.1"	"N0.HOG0024050"	"AT3G19620.1"	"OG0017435"	"AT3G19620.1"	"AT3G19620.1"	783	781	99	99	783	83.014	1356	"AT3G19620.1"	"83.014"	"783"	"128"	"4"	"1"	"781"	"1"	"780"	"0"	"1356"	"99"	"783"	"781"
"As011G251700"	373	"AT3G19630.1"	"AT3G19630.1"	"orthologue"	"AT3G19630.1"	"N0.HOG0022847"	"AT3G19630.1"	"OG0016267"	"AT3G19630.1"	"AT3G19630.1"	374	372	99	99	371	88.679	668	"AT3G19630.1"	"88.679"	"371"	"41"	"1"	"1"	"371"	"1"	"370"	"0"	"668"	"99"	"374"	"372"
"As011G251710"	486	"AT3G19640.1"	"AT3G19640.1"	"orthologue"	"AT3G19640.1"	NA	NA	"OG0005934"	"AT3G19640.1"	"AT3G19640.1"	487	484	99	100	490	82.041	781	"AT3G19640.1"	"82.041"	"490"	"78"	"4"	"1"	"486"	"1"	"484"	"0"	"781"	"99"	"487"	"484"
"As011G251720"	296	"AT3G19650.1"	"AT3G19650.1"	"orthologue"	"AT3G19650.1"	"N0.HOG0016712"	"AT3G19650.1"	"OG0010446"	"AT3G19650.1"	"AT3G19650.1"	297	302	99	99	303	71.617	388	"AT3G19650.1"	"71.617"	"303"	"75"	"7"	"2"	"296"	"3"	"302"	"9.67e-137"	"388"	"99"	"297"	"302"
"As011G251730"	65	"AT3G19660.1"	"AT3G19660.1"	"orthologue"	"AT3G19660.1"	"N0.HOG0024051"	"AT3G19660.1"	"OG0017436"	"AT3G19660.1"	"AT3G19660.1"	66	64	97	98	64	90.625	99.8	"AT3G19660.1"	"90.625"	"64"	"5"	"1"	"1"	"64"	"1"	"63"	"9.64e-33"	"106"	"97"	"66"	"64"
"As011G251740"	211	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"As011G251750"	445	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"As011G251770"	992	"AT3G19670.1"	"AT3G19670.1"	"orthologue"	"AT3G19670.1"	"N0.HOG0016713"	"AT3G19670.1"	"OG0010447"	"AT3G19670.1"	"AT3G19670.1"	993	992	99	97	969	73.581	1421	"AT3G19670.1"	"73.674"	"999"	"249"	"7"	"1"	"992"	"1"	"992"	"0"	"1421"	"99"	"993"	"992"
