"Cochlearia_excelsa"	"Arabidopsis_thaliana"	"single_Arabidopsis_thaliana"	"OL_Arabidopsis_thaliana"	"N0_HOG"	"N0_Arabidopsis_thaliana"	"OG_Orthogroup"	"OG_Arabidopsis_thaliana"	"RBH_B_id"	"RBH_A_length"	"RBH_B_length"	"RBH_A_qcovhsp"	"RBH_B_qcovhsp"	"RBH_length"	"RBH_pident"	"RBH_bitscore"	"BLAST_saccver"	"BLAST_pident"	"BLAST_length"	"BLAST_mismatch"	"BLAST_gapopen"	"BLAST_qstart"	"BLAST_qend"	"BLAST_sstart"	"BLAST_send"	"BLAST_evalue"	"BLAST_bitscore"	"BLAST_qcovhsp"	"BLAST_qlen"	"BLAST_slen"
"g47983"	"AT4G37370.1"	"AT4G37370.1"	"AT4G37370.1"	"N0.HOG0002171"	"AT1G66540.1, AT4G37340.1, AT4G37360.1, AT4G37370.1"	"OG0000368"	"AT1G66540.1, AT4G37320.1, AT4G37330.1, AT4G37340.1, AT4G37360.1, AT4G37370.1"	"AT4G37370.1"	501	497	99	99	500	86.2	869	"AT4G37370.1"	86.8	500	61	1	1	500	1	495	0	909	99	501	497
"g47984"	"AT4G37380.1"	"AT4G37380.1"	"AT4G37380.1"	"N0.HOG0024498"	"AT4G37380.1"	"OG0017849"	"AT4G37380.1"	"AT4G37380.1"	638	632	99	100	638	84.326	1131	"AT4G37380.1"	84.326	638	93	2	1	637	1	632	0	1131	99	638	632
"g47985"	"AT4G37390.1, AT1G59500.1"	"AT4G37390.1"	"AT4G37390.1, AT1G59500.1"	"N0.HOG0007743"	"AT4G37390.1, AT1G59500.1, AT2G23170.1"	"OG0002933"	"AT1G59500.1, AT2G23170.1, AT4G37390.1"	"AT4G37390.1"	599	603	99	99	598	89.799	1116	"AT4G37390.1"	89.799	598	59	1	1	596	1	598	0	1116	99	599	603
"g47986"	"AT4G37435.1"	"AT4G37435.1"	"AT4G37435.1"	"N0.HOG0026411"	"AT4G37435.1"	"OG0019625"	"AT4G37435.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G37435.1"	47.701	174	57	3	1	143	1	171	5.04e-40	133	85	168	186
"g47987"	"AT2G23140.1"	"AT2G23140.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G23140.1"	77.622	286	62	1	5	288	537	822	4.47e-147	434	87	326	829
"g47988"	"AT4G37440.1"	"AT4G37440.1"	"AT4G37440.1"	"N0.HOG0017204"	"AT4G37440.1"	"OG0010890"	"AT4G37440.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G37440.1"	69.853	408	111	7	51	453	71	471	2.01e-173	494	89	454	471
"g47989"	"AT4G37445.1"	"AT4G37445.1"	"AT4G37445.1"	"N0.HOG0019786"	"AT4G37445.1"	"OG0013285"	"AT4G37445.1"	"AT4G37445.1"	161	161	99	99	160	91.25	285	"AT4G37445.1"	91.25	160	14	0	1	160	1	160	1.7e-100	285	99	161	161
"g4799"	"AT5G27930.1"	"AT5G27930.1"	"AT5G27930.1"	"N0.HOG0005821"	"AT5G27930.1"	"OG0001922"	"AT3G05640.1, AT5G27930.1"	"AT5G27930.1"	372	373	93	98	347	86.523	631	"AT5G27930.1"	88.184	347	41	0	1	347	7	353	0	648	93	372	373
"g47990"	"AT4G37480.1"	"AT4G37480.1"	"AT4G37480.1"	"N0.HOG0024499"	"AT4G37480.1"	"OG0017850"	"AT4G37480.1"	"AT4G37480.1"	545	531	95	98	524	81.489	860	"AT4G37480.1"	81.489	524	86	5	1	518	1	519	0	860	95	545	531
"g47991"	"AT4G37560.1, AT4G37550.5"	"AT4G37560.1"	"AT4G37560.1, AT4G37550.5"	"N0.HOG0009213"	"AT4G37560.1, AT4G37550.5"	"OG0003853"	"AT4G37550.5, AT4G37560.1"	"AT4G37560.1"	455	452	99	100	452	86.726	827	"AT4G37560.1"	86.726	452	60	0	1	452	1	452	0	827	99	455	452
"g47992"	"AT4G37580.1"	"AT4G37580.1"	"AT4G37580.1"	"N0.HOG0005321"	"AT4G37580.1"	"OG0001668"	"AT2G23060.1, AT4G37580.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G23060.1"	78.708	418	73	4	3	410	2	413	0	669	99	411	413
"g47993"	"AT4G37590.1"	"AT4G37590.1"	"AT4G37590.1"	"N0.HOG0016145"	"AT4G37590.1"	"OG0009905"	"AT4G37590.1"	"AT4G37590.1"	583	580	99	100	588	84.014	926	"AT4G37590.1"	84.014	588	80	8	1	582	1	580	0	926	99	583	580
"g47994"	"AT1G03710.1"	"AT1G03710.1"	NA	"N0.HOG0007178"	"AT1G03710.1"	"OG0002613"	"AT1G03710.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G03710.1"	45.604	182	88	3	59	235	23	198	9.29e-44	146	70	252	202
"g47995"	"AT1G03720.1"	"AT1G03720.1"	"AT1G03720.1"	"N0.HOG0003836"	"AT1G03720.1"	"OG0000945"	"AT1G03720.1, AT5G17080.1, AT5G17140.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G03720.1"	46.154	260	120	7	13	265	24	270	1.65e-66	207	95	266	274
"g47996"	"AT1G10000.1"	"AT1G10000.1"	NA	"N0.HOG0000044"	"AT1G10000.1"	"OG0000005"	"AT1G10000.1, AT2G06845.1, AT3G26855.1, AT3G27495.1, AT3G29791.1, AT4G09490.1, ATMG01250.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G10000.1"	38.168	262	157	3	8	266	33	292	2.55e-48	162	95	274	303
"g47998"	"AT4G37880.1"	"AT4G37880.1"	"AT4G37880.1"	"N0.HOG0007744"	"AT4G37880.1"	"OG0002934"	"AT2G22690.1, AT4G37880.1"	"AT4G37880.1"	385	388	99	100	389	78.149	624	"AT4G37880.1"	78.149	389	79	3	1	384	1	388	0	645	99	385	388
"g47999"	"AT4G37890.1"	"AT4G37890.1"	"AT4G37890.1"	"N0.HOG0019787"	"AT4G37890.1"	"OG0013286"	"AT4G37890.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G37890.1"	66.446	757	167	17	1	688	1	739	0	865	99	689	739
"g48"	"AT1G18050.1, AT3G30370.1, AT5G15685.1"	"AT5G15685.1"	NA	NA	NA	"OG0000019"	"AT1G18050.1, AT3G30370.1, AT5G15685.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G15685.1"	36.308	325	177	6	41	339	118	438	1.5e-60	203	73	412	493
"g480"	"AT5G23280.1"	"AT5G23280.1"	"AT5G23280.1"	"N0.HOG0011383"	"AT5G23280.1"	"OG0005576"	"AT5G23280.1"	"AT5G23280.1"	260	250	97	96	266	71.795	312	"AT5G23280.1"	72.932	266	26	10	7	259	18	250	5.08e-114	327	97	260	250
"g4800"	"AT5G27050.1, AT5G26865.1, AT5G27090.1, AT5G27944.1, AT5G27580.1, AT5G26950.1, AT5G27070.1"	"AT5G27090.1"	"AT5G27050.1, AT5G26865.1, AT5G27090.1, AT5G27944.1, AT5G27580.1, AT5G26950.1, AT5G27070.1"	"N0.HOG0002131"	"AT5G27050.1, AT5G26865.1, AT5G27090.1, AT5G27944.1, AT5G27580.1, AT5G26950.1, AT5G27070.1"	"OG0000356"	"AT5G26865.1, AT5G26950.1, AT5G27050.1, AT5G27070.1, AT5G27090.1, AT5G27580.1, AT5G27944.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G27090.1"	51.412	177	70	6	10	178	19	187	9.41e-41	142	44	383	187
"g48000"	"AT4G37900.1"	"AT4G37900.1"	"AT4G37900.1"	"N0.HOG0011507"	"AT4G37900.1"	"OG0005690"	"AT4G37900.1"	"AT4G37900.1"	786	787	89	89	710	72.535	1050	"AT4G37900.1"	73.099	710	171	6	1	696	9	712	0	1060	89	786	787
"g48001"	"AT2G07800.1"	"AT2G07800.1"	NA	NA	NA	"OG0000053"	"AT2G07800.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G15690.1"	35.897	117	63	2	17	123	16	130	6.57e-19	77.8	74	144	169
"g48002"	"AT4G37920.1"	"AT4G37920.1"	"AT4G37920.1"	"N0.HOG0021679"	"AT4G37920.1"	"OG0015116"	"AT4G37920.1"	"AT4G37920.1"	422	427	99	100	430	81.86	688	"AT4G37920.1"	82.093	430	65	5	1	421	1	427	0	703	99	422	427
"g48003"	"AT4G39970.1"	"AT4G39970.1"	"AT4G39970.1"	"N0.HOG0018290"	"AT4G39970.1"	"OG0011879"	"AT4G39970.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G39970.1"	67.477	329	64	6	1	299	1	316	6.93e-146	412	99	300	316
"g48004"	"AT4G39955.1"	"AT4G39955.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G39955.1"	58.621	58	18	2	2	56	198	252	7.88e-13	60.8	73	75	328
"g48005"	"AT3G10455.1"	"AT3G10455.1"	"AT3G10455.1"	"N0.HOG0001757"	"AT2G04115.1, AT1G51240.1, AT1G51250.1, AT1G51230.1, AT5G39493.1, AT1G09245.1, AT3G10455.1"	"OG0000257"	"AT1G09245.1, AT1G51230.1, AT1G51240.1, AT1G51250.1, AT2G04115.1, AT3G10455.1, AT5G39493.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G10455.1"	40.741	108	58	2	2	108	26	128	6.62e-20	78.2	96	111	131
"g48006"	"AT1G10000.1, AT2G06845.1, AT3G26855.1, AT3G27495.1, AT3G29791.1, AT4G09490.1, ATMG01250.1"	"AT3G26855.1"	NA	NA	NA	"OG0000005"	"AT1G10000.1, AT2G06845.1, AT3G26855.1, AT3G27495.1, AT3G29791.1, AT4G09490.1, ATMG01250.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G29090.1"	40.541	296	159	5	96	375	2	296	2.93e-62	209	70	398	575
"g48007"	"AT4G39480.1, AT4G39490.1"	"AT4G39490.1"	"AT4G39480.1, AT4G39490.1"	"N0.HOG0003308"	"AT4G39480.1, AT4G39490.1"	"OG0000737"	"AT2G23180.1, AT4G39480.1, AT4G39490.1"	"AT4G39490.1"	518	519	99	100	520	81.538	877	"AT4G39490.1"	81.923	520	90	2	1	517	1	519	0	895	99	518	519
"g48008"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G14780.1"	31.183	93	56	3	19	110	196	281	0.005	36.6	49	188	347
"g48011"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G22050.1"	30.081	123	76	3	5	124	10	125	4.54e-06	45.8	60	199	354
"g48012"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G30090.1"	78.333	120	26	0	218	337	247	366	1.64e-65	211	35	342	388
"g48013"	"AT2G48140.1"	"AT2G48140.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G48140.1"	79.518	83	15	1	4	86	31	111	9.94e-42	136	70	119	200
"g48014"	"ATMG00750.1"	"ATMG00750.1"	NA	"N0.HOG0000431"	"ATMG00750.1"	"OG0000043"	"ATMG00750.1"	NA	NA	NA	NA	NA	NA	NA	NA	"ATMG00750.1"	76.786	56	13	0	331	386	35	90	3.11e-26	103	9	647	119
"g48016"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G48580.2"	39.655	174	104	1	37	210	80	252	3.34e-33	123	81	214	457
"g4802"	"AT5G12090.1"	"AT5G12090.1"	"AT5G12090.1"	"N0.HOG0002353"	"AT5G12090.1"	"OG0000415"	"AT2G42550.1, AT5G12090.1, AT5G27510.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G12090.1"	53.994	363	102	7	9	368	31	331	1.68e-121	356	90	399	369
"g48023"	"ATMG00750.1"	"ATMG00750.1"	NA	"N0.HOG0000431"	"ATMG00750.1"	"OG0000043"	"ATMG00750.1"	NA	NA	NA	NA	NA	NA	NA	NA	"ATMG00750.1"	75	56	14	0	213	268	35	90	4.86e-25	99.4	12	479	119
"g48024"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ATMG00860.1"	34.848	132	83	2	97	226	1	131	6.42e-19	80.5	53	247	158
"g48027"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G06105.1"	27.632	76	55	0	52	127	61	136	9.52e-07	47	46	167	390
"g48028"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ATMG00750.1"	76.786	56	13	0	589	644	35	90	8.96e-26	103	5	1238	119
"g4803"	"AT5G27000.1"	"AT5G27000.1"	"AT5G27000.1"	"N0.HOG0017621"	"AT5G27000.1"	"OG0011266"	"AT5G27000.1"	"AT5G27000.1"	977	987	99	99	986	85.903	1718	"AT5G27000.1"	85.903	986	123	7	3	975	4	986	0	1718	99	977	987
"g48031"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G65110.2"	28.788	66	46	1	24	88	714	779	0.043	32	60	109	1095
"g48032"	"ATMG00750.1"	"ATMG00750.1"	NA	"N0.HOG0000431"	"ATMG00750.1"	"OG0000043"	"ATMG00750.1"	NA	NA	NA	NA	NA	NA	NA	NA	"ATMG00750.1"	73.214	56	15	0	759	814	35	90	5.4e-23	94.7	5	1054	119
"g48035"	"AT2G06105.1"	"AT2G06105.1"	NA	"N0.HOG0000088"	"AT2G06105.1"	"OG0000013"	"AT2G06105.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G06105.1"	26.316	76	56	0	136	211	61	136	0.00013	43.5	18	429	390
"g48036"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ATMG00860.1"	37.037	108	65	2	65	170	7	113	5.06e-16	70.9	61	174	158
"g48037"	"ATMG00750.1"	"ATMG00750.1"	NA	"N0.HOG0000431"	"ATMG00750.1"	"OG0000043"	"ATMG00750.1"	NA	NA	NA	NA	NA	NA	NA	NA	"ATMG00750.1"	75	56	14	0	243	298	35	90	7.66e-24	95.9	12	466	119
"g48039"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ATMG00860.1"	46.809	47	24	1	454	500	86	131	0.000227	42.4	5	1002	158
"g4804"	"AT5G26990.1"	"AT5G26990.1"	"AT5G26990.1"	"N0.HOG0006549"	"AT5G26990.1"	"OG0002299"	"AT3G05700.1, AT5G26990.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G26990.1"	69.545	220	48	2	2	203	4	222	1.43e-99	287	99	204	222
"g48042"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G24090.1"	36.765	68	37	1	150	211	256	323	0.001	40.4	17	374	353
"g48043"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ATMG00860.1"	26.804	97	69	1	79	173	1	97	2.02e-07	48.1	52	182	158
"g48045"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ATMG00860.1"	28.906	128	61	4	502	600	1	127	2.48e-07	51.2	9	1102	158
"g48048"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G09710.2"	39.474	38	22	1	276	312	181	218	0.031	35.4	12	313	468
"g48049"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ATMG00860.1"	35.938	64	39	1	46	107	1	64	3.53e-07	48.9	19	318	158
"g4805"	"AT5G26960.1"	"AT5G26960.1"	"AT5G26960.1"	"N0.HOG0020574"	"AT5G26960.1"	"OG0014041"	"AT5G26960.1"	"AT5G26960.1"	407	413	99	100	413	85.23	672	"AT5G26960.1"	85.23	413	54	3	1	406	1	413	0	672	99	407	413
"g48052"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G53240.2"	25.146	171	109	9	200	356	449	614	0.007	38.1	42	370	927
"g48053"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ATMG00750.1"	75	56	14	0	21	76	35	90	8.61e-24	94	17	321	119
"g48054"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ATMG00860.1"	37.121	132	80	2	595	724	1	131	1.33e-20	89.4	15	892	158
"g48055"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ATMG00750.1"	75	56	14	0	1073	1128	35	90	1.01e-24	100	3	1612	119
"g48058"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ATMG00860.1"	26.613	124	88	2	79	200	1	123	2.38e-09	55.1	40	304	158
"g4806"	"AT5G26940.1"	"AT5G26940.1"	"AT5G26940.1"	"N0.HOG0017622"	"AT5G26940.1"	"OG0011267"	"AT5G26940.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G26940.1"	66.972	327	85	7	1	315	1	316	6.55e-147	416	98	322	316
"g48061"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G23160.2"	39.286	84	49	1	491	574	472	553	4.91e-11	65.9	14	620	1043
"g48062"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G14780.1"	31.183	93	56	3	216	307	196	281	0.027	35.8	29	321	347
"g4807"	"AT3G20010.1"	"AT3G20010.1"	"AT3G20010.1"	"N0.HOG0004762"	"AT3G20010.1"	"OG0001379"	"AT1G50410.1, AT3G20010.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G20010.1"	63.559	1062	249	18	2	940	1	1047	0	1229	99	941	1047
"g48071"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G23160.2"	31.405	121	52	3	68	157	193	313	2.51e-09	55.1	53	169	1043
"g48074"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G15180.1"	32.184	87	53	1	112	198	119	199	4.17e-07	52	19	468	474
"g4808"	"AT3G31402.1"	"AT3G31402.1"	"AT3G31402.1"	"N0.HOG0001365"	"AT2G06541.1, AT3G29763.1, AT3G29450.1, AT1G41920.1, AT3G30235.1, AT3G29765.1, AT3G31402.1, AT1G19260.1, AT4G09660.1"	"OG0000173"	"AT1G19260.1, AT1G41920.1, AT2G06541.1, AT3G29450.1, AT3G29763.1, AT3G29765.1, AT3G30235.1, AT3G31402.1, AT4G09660.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G09660.1"	57.307	698	183	4	1	619	1	662	0	781	92	671	664
"g48084"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G24495.1"	62.222	45	17	0	68	112	1013	1057	1.13e-08	51.2	39	116	1109
"g48088"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G13320.1"	25.217	115	66	4	110	214	96	200	0.046	34.7	29	365	216
"g48089"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ATMG00860.1"	47.143	70	36	1	73	142	42	110	1.7e-14	70.9	14	495	158
"g4809"	"AT5G26910.1"	"AT5G26910.1"	"AT5G26910.1"	"N0.HOG0024713"	"AT5G26910.1"	"OG0018061"	"AT5G26910.1"	"AT5G26910.1"	853	853	95	97	832	75.721	1175	"AT5G26910.1"	75.721	832	172	11	36	845	3	826	0	1175	95	853	853
"g48090"	"AT4G23160.2"	"AT4G23160.2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G23160.2"	40.27	370	192	2	1	341	109	478	3.2e-94	301	99	342	1043
"g48091"	"AT4G23160.2"	"AT4G23160.2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G23160.2"	46.377	69	31	1	2	64	493	561	1.33e-14	65.9	93	68	1043
"g48094"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ATMG00860.1"	38.71	124	73	2	462	583	3	125	3.9e-24	98.6	20	598	158
"g48095"	"ATMG00860.1"	"ATMG00860.1"	NA	NA	NA	"OG0000015"	"ATMG00860.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G29750.1"	35.246	122	77	1	272	391	115	236	2.66e-17	82.8	31	392	421
"g48096"	"ATMG00860.1"	"ATMG00860.1"	NA	NA	NA	"OG0000015"	"ATMG00860.1"	NA	NA	NA	NA	NA	NA	NA	NA	"ATMG00860.1"	54.615	130	57	1	224	351	3	132	2.56e-41	148	13	989	158
"g48097"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ATMG00860.1"	40.678	59	34	1	307	365	74	131	7.05e-05	43.9	6	925	158
"g48098"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G15180.1"	29.104	134	89	3	10	143	60	187	2.36e-10	60.8	41	324	474
"g48099"	"AT4G23160.2"	"AT4G23160.2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G23160.2"	45.683	278	144	2	62	337	277	549	1.37e-80	265	76	361	1043
"g481"	"AT5G23290.1"	"AT5G23290.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G23290.1"	63.38	142	24	2	1	114	10	151	3.33e-48	150	99	115	151
"g4810"	"AT5G26860.1"	"AT5G26860.1"	"AT5G26860.1"	"N0.HOG0003846"	"AT5G26860.1"	"OG0000950"	"AT3G05780.1, AT3G05790.1, AT5G26860.1"	"AT5G26860.1"	943	985	99	95	943	91.092	1706	"AT5G26860.1"	91.304	943	78	3	1	942	46	985	0	1706	99	943	985
"g48100"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ATMG00710.1"	24.419	86	62	1	1	86	6	88	6.35e-05	38.9	80	108	120
"g48101"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ATMG00810.1"	44.318	88	49	0	396	483	138	225	4.58e-21	92	17	509	240
"g48102"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G23160.2"	50	84	42	0	116	199	86	169	1.73e-20	89	40	212	1043
"g48103"	"AT4G23160.2"	"AT4G23160.2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G23160.2"	43.775	249	132	3	14	260	293	535	3.3e-64	216	88	281	1043
"g48104"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G23160.2"	32.984	191	94	3	56	213	37	226	4.3e-24	102	53	298	1043
"g48106"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G23160.2"	28.947	380	142	7	7	263	86	460	1.32e-41	151	97	265	1043
"g48108"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G23160.2"	37.267	322	151	4	237	510	193	511	1.25e-64	226	52	528	1043
"g48109"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G43210.1"	28.713	101	49	4	32	132	397	474	0.041	34.3	48	210	531
"g4811"	"AT5G26850.1"	"AT5G26850.1"	"AT5G26850.1"	"N0.HOG0014275"	"AT5G26850.1"	"OG0008160"	"AT5G26850.1"	"AT5G26850.1"	986	983	99	100	985	86.802	1777	"AT5G26850.1"	86.802	985	128	1	1	985	1	983	0	1790	99	986	983
"g48110"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ATMG00860.1"	42.308	130	72	2	711	838	3	131	1.83e-30	117	13	967	158
"g48111"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G23160.2"	36.986	219	112	4	5	202	97	310	5.06e-41	147	97	205	1043
"g48112"	"ATMG00810.1"	"ATMG00810.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ATMG00810.1"	45.455	121	66	0	2	122	103	223	3.84e-36	123	98	124	240
"g48113"	"AT4G23160.2"	"AT4G23160.2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G23160.2"	42.466	292	161	3	132	420	311	598	1.46e-71	243	68	424	1043
"g48114"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ATMG00710.1"	36.585	41	26	0	136	176	2	42	0.000792	37.7	22	190	120
"g48115"	"AT2G13770.1"	"AT2G13770.1"	NA	"N0.HOG0000057"	"AT2G13770.1"	"OG0000006"	"AT2G13770.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G13770.1"	52.427	103	49	0	5	107	103	205	2.11e-29	113	39	265	343
"g48116"	"AT3G47680.1"	"AT3G47680.1"	NA	"N0.HOG0000084"	"AT3G47680.1"	"OG0000011"	"AT3G47680.1, AT4G08270.1, AT5G52547.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G41240.1"	33.065	124	61	4	1	106	365	484	1.51e-10	57.4	77	137	591
"g48117"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ATMG00710.1"	35.417	48	31	0	193	240	2	49	0.00085	38.1	20	241	120
"g48118"	"AT4G23160.2"	"AT4G23160.2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G23160.2"	45.248	484	255	4	5	482	97	576	5.7e-139	426	95	505	1043
"g48119"	"AT4G23160.2"	"AT4G23160.2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G23160.2"	45.652	460	241	2	5	458	97	553	1.43e-141	431	99	459	1043
"g4812"	"AT5G27050.1, AT5G26865.1, AT5G27090.1, AT5G27944.1, AT5G27580.1, AT5G26950.1, AT5G27070.1"	"AT5G27070.1"	"AT5G27050.1, AT5G26865.1, AT5G27090.1, AT5G27944.1, AT5G27580.1, AT5G26950.1, AT5G27070.1"	"N0.HOG0002131"	"AT5G27050.1, AT5G26865.1, AT5G27090.1, AT5G27944.1, AT5G27580.1, AT5G26950.1, AT5G27070.1"	"OG0000356"	"AT5G26865.1, AT5G26950.1, AT5G27050.1, AT5G27070.1, AT5G27090.1, AT5G27580.1, AT5G27944.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G27070.1"	42.396	217	93	5	24	237	38	225	2.52e-42	147	67	319	287
"g48120"	"AT4G23160.2"	"AT4G23160.2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G23160.2"	44.031	511	276	3	255	759	73	579	6.03e-143	446	65	779	1043
"g48123"	"AT4G23160.2"	"AT4G23160.2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G23160.2"	41.703	458	211	4	5	409	97	551	6.77e-116	363	93	437	1043
"g48124"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G43210.1"	27.835	97	47	4	33	129	398	471	0.052	33.1	63	153	531
"g48125"	"AT4G23160.2"	"AT4G23160.2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G23160.2"	46.316	95	51	0	7	101	86	180	2.69e-24	95.1	93	102	1043
