"Odontarrhena_muralis"	"Arabidopsis_thaliana"	"single_Arabidopsis_thaliana"	"OL_Arabidopsis_thaliana"	"N0_HOG"	"N0_Arabidopsis_thaliana"	"OG_Orthogroup"	"OG_Arabidopsis_thaliana"	"RBH_B_id"	"RBH_A_length"	"RBH_B_length"	"RBH_A_qcovhsp"	"RBH_B_qcovhsp"	"RBH_length"	"RBH_pident"	"RBH_bitscore"	"BLAST_saccver"	"BLAST_pident"	"BLAST_length"	"BLAST_mismatch"	"BLAST_gapopen"	"BLAST_qstart"	"BLAST_qend"	"BLAST_sstart"	"BLAST_send"	"BLAST_evalue"	"BLAST_bitscore"	"BLAST_qcovhsp"	"BLAST_qlen"	"BLAST_slen"
"Om007G288530"	"AT1G28220.1"	"AT1G28220.1"	"AT1G28220.1"	"N0.HOG0019757"	"AT1G28220.1"	"OG0013256"	"AT1G28220.1"	"AT1G28220.1"	358	351	99	99	358	84.358	585	"AT1G28220.1"	84.358	358	43	2	4	357	3	351	0	585	99	358	351
"Om007G288540"	"AT1G28230.1"	"AT1G28230.1"	"AT1G28230.1"	"N0.HOG0003652"	"AT1G28230.1"	"OG0000870"	"AT1G28230.1, AT2G33750.1"	"AT1G28230.1"	363	356	99	99	360	81.389	544	"AT1G28230.1"	81.389	360	62	3	2	361	1	355	0	544	99	363	356
"Om007G288550"	"AT1G28240.1"	"AT1G28240.1"	"AT1G28240.1"	"N0.HOG0007960"	"AT1G28240.1"	"OG0003055"	"AT1G28240.1"	"AT1G28240.1"	586	581	99	100	587	89.608	1031	"AT1G28240.1"	89.608	587	51	4	1	583	1	581	0	1036	99	586	581
"Om007G288560"	"AT1G28250.1"	"AT1G28250.1"	"AT1G28250.1"	"N0.HOG0017188"	"AT1G28250.1"	"OG0010874"	"AT1G28250.1"	"AT1G28250.1"	103	102	99	100	102	90.196	188	"AT1G28250.1"	90.196	102	10	0	1	102	1	102	5.94e-64	188	99	103	102
"Om007G288570"	"AT3G25160.1"	"AT3G25160.1"	"AT3G25160.1"	"N0.HOG0014460"	"AT3G25160.1"	"OG0008337"	"AT3G25160.1"	"AT3G25160.1"	273	272	99	100	272	85.294	493	"AT3G25160.1"	85.294	272	40	0	1	272	1	272	3.59e-179	493	99	273	272
"Om007G288580"	"AT1G28260.1"	"AT1G28260.1"	"AT1G28260.1"	"N0.HOG0011031"	"AT1G28260.1"	"OG0005278"	"AT1G28260.1"	"AT1G28260.1"	886	880	99	99	889	76.49	1341	"AT1G28260.1"	76.49	889	178	9	13	885	3	876	0	1350	99	886	880
"Om007G288610"	"AT1G28270.1"	"AT1G28270.1"	"AT1G28270.1"	"N0.HOG0010564"	"AT1G28270.1"	"OG0004897"	"AT1G28270.1"	"AT1G28270.1"	111	110	99	100	110	90	209	"AT1G28270.1"	90	110	11	0	1	110	1	110	5.52e-72	209	99	111	110
"Om007G288620"	"AT1G28280.1"	"AT1G28280.1"	"AT1G28280.1"	"N0.HOG0014916"	"AT1G28280.1"	"OG0008760"	"AT1G28280.1"	"AT1G28280.1"	242	247	97	99	250	74.708	310	"AT1G28280.1"	76	250	32	8	1	234	1	238	2.43e-115	329	97	242	247
"Om007G288630"	"AT1G28290.1"	"AT1G28290.1"	"AT1G28290.1"	"N0.HOG0007961"	"AT2G33790.1, AT1G28290.1"	"OG0003056"	"AT1G28290.1, AT2G33790.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G28290.1"	77.206	136	31	0	214	349	224	359	9e-74	232	39	350	359
"Om007G288640"	"AT5G03070.1"	"AT5G03070.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G03070.1"	82.609	92	12	1	1	88	1	92	1.34e-42	144	99	89	519
"Om007G288650"	"AT1G28300.1"	"AT1G28300.1"	"AT1G28300.1"	"N0.HOG0013759"	"AT1G28300.1"	"OG0007675"	"AT1G28300.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G28300.1"	54.96	373	122	14	1	338	1	362	1.09e-106	316	99	339	363
"Om007G288660"	"AT1G28310.2"	"AT1G28310.2"	"AT1G28310.2"	"N0.HOG0011497"	"AT1G28310.2"	"OG0005680"	"AT1G28310.2"	"AT1G28310.2"	338	335	99	100	350	76	384	"AT1G28310.2"	76.571	350	54	12	1	337	1	335	3.48e-140	400	99	338	335
"Om007G288670"	"AT1G28320.1"	"AT1G28320.1"	"AT1G28320.1"	"N0.HOG0023464"	"AT1G28320.1"	"OG0016855"	"AT1G28320.1"	"AT1G28320.1"	734	709	99	100	736	77.582	1123	"AT1G28320.1"	77.582	736	135	8	1	733	1	709	0	1123	99	734	709
"Om007G288680"	"AT1G28330.2"	"AT1G28330.2"	"AT1G28330.2"	"N0.HOG0023465"	"AT1G28330.2"	"OG0016856"	"AT1G28330.2"	"AT1G28330.2"	129	132	99	100	133	87.218	208	"AT1G28330.2"	87.218	133	11	3	1	128	1	132	4.96e-71	208	99	129	132
"Om007G288690"	"AT1G28340.1"	"AT1G28340.1"	"AT1G28340.1"	"N0.HOG0021646"	"AT1G28340.1"	"OG0015083"	"AT1G28340.1"	"AT1G28340.1"	628	626	96	99	606	89.793	1154	"AT1G28340.1"	90.924	606	54	1	22	627	22	626	0	1154	96	628	626
"Om007G288710"	"AT1G28360.1"	"AT1G28360.1"	"AT1G28360.1"	"N0.HOG0011032"	"AT1G28360.1"	"OG0005279"	"AT1G28360.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G28360.1"	70.707	198	29	6	3	181	2	189	1.01e-79	234	98	182	189
"Om007G288720"	"AT1G28370.2"	"AT1G28370.2"	"AT1G28370.2"	"N0.HOG0011033"	"AT1G28370.2"	"OG0005280"	"AT1G28370.2"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G28370.2"	67.836	171	37	6	1	159	39	203	4.8e-58	179	99	161	204
"Om007G288740"	"AT1G28375.1"	"AT1G28375.1"	"AT1G28375.1"	"N0.HOG0024911"	"AT1G28375.1"	"OG0018254"	"AT1G28375.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G28375.1"	66.99	103	28	3	1	98	1	102	2.83e-41	131	95	103	102
"Om007G288750"	"AT1G28380.1"	"AT1G28380.1"	"AT1G28380.1"	"N0.HOG0012044"	"AT1G28380.1"	"OG0006147"	"AT1G28380.1"	"AT1G28380.1"	612	612	99	100	613	85.318	1079	"AT1G28380.1"	85.318	613	87	3	1	611	1	612	0	1079	99	612	612
"Om007G288760"	"AT5G36800.2, AT5G36710.2"	"AT5G36800.2"	"AT5G36800.2, AT5G36710.2"	"N0.HOG0019815"	"AT5G36800.2, AT5G36710.2"	"OG0013313"	"AT5G36710.2, AT5G36800.2"	"AT5G36710.2, AT5G36800.2"	182	218	99	84	183	81.421	301	"AT5G36800.2, AT5G36710.2"	81.421	183	32	1	1	181	36	218	8.03e-106	301	99	182	218
"Om007G288770"	"AT2G27145.1"	"AT2G27145.1"	"AT2G27145.1"	"N0.HOG0003287"	"AT5G48543.1, AT3G43083.1, AT2G15535.1, AT2G27145.1, AT2G28355.1, AT2G28405.1, AT3G25265.1, AT2G25344.1"	"OG0000726"	"AT2G15535.1, AT2G25344.1, AT2G27145.1, AT2G28355.1, AT2G28405.1, AT3G25265.1, AT3G43083.1, AT5G48543.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G27145.1"	46.835	79	40	1	1	79	2	78	6.07e-16	65.5	96	82	79
"Om007G288790"	"AT1G28390.2"	"AT1G28390.2"	"AT1G28390.2"	"N0.HOG0018271"	"AT1G28390.2"	"OG0011863"	"AT1G28390.2"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G28390.2"	65.612	474	132	9	1	452	1	465	0	584	97	466	474
"Om007G288800"	"AT1G28395.1"	"AT1G28395.1"	"AT1G28395.1"	"N0.HOG0012045"	"AT1G28395.1"	"OG0006148"	"AT1G28395.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G33847.1"	73.913	92	23	1	1	91	1	92	7.57e-43	134	98	93	93
"Om007G288810"	"AT1G28400.1"	"AT1G28400.1"	"AT1G28400.1"	"N0.HOG0004828"	"AT1G28400.1"	"OG0001415"	"AT1G28400.1, AT2G33850.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G28400.1"	59.452	365	80	9	1	327	1	335	2.78e-125	362	99	328	335
"Om007G288820"	"AT1G28410.1"	"AT1G28410.1"	"AT1G28410.1"	"N0.HOG0024306"	"AT1G28410.1"	"OG0017673"	"AT1G28410.1"	"AT1G28410.1"	265	277	99	100	280	72.143	384	"AT1G28410.1"	72.143	280	59	5	1	264	1	277	3.14e-136	384	99	265	277
"Om007G288830"	"AT1G28420.1"	"AT1G28420.1"	"AT1G28420.1"	"N0.HOG0013761"	"AT1G28420.1"	"OG0007677"	"AT1G28420.1"	"AT1G28420.1"	1683	1705	98	99	1687	78.963	2543	"AT1G28420.1"	80.439	1687	265	20	38	1680	40	1705	0	2548	98	1683	1705
"Om007G288840"	"AT1G28440.1"	"AT1G28440.1"	"AT1G28440.1"	"N0.HOG0010174"	"AT1G28440.1"	"OG0004559"	"AT1G28440.1"	"AT1G28440.1"	997	996	99	100	996	87.952	1759	"AT1G28440.1"	87.952	996	120	0	1	996	1	996	0	1780	99	997	996
"Om007G288850"	"AT1G28470.1"	"AT1G28470.1"	"AT1G28470.1"	"N0.HOG0017189"	"AT1G28470.1"	"OG0010875"	"AT1G28470.1"	"AT1G28470.1"	316	314	99	100	316	91.139	593	"AT1G28470.1"	91.139	316	25	3	1	315	1	314	0	593	99	316	314
"Om007G288860"	"AT1G28480.1"	"AT1G28480.1"	"AT1G28480.1"	"N0.HOG0017190"	"AT1G28480.1"	"OG0010876"	"AT1G28480.1"	"AT1G28480.1"	127	137	99	100	137	77.372	176	"AT1G28480.1"	77.372	137	20	3	1	126	1	137	5.57e-66	196	99	127	137
"Om007G288870"	"AT1G28490.1"	"AT1G28490.1"	"AT1G28490.1"	"N0.HOG0010175"	"AT1G28490.1"	"OG0004560"	"AT1G28490.1"	"AT1G28490.1"	246	245	99	100	245	88.571	449	"AT1G28490.1"	88.571	245	28	0	1	245	1	245	9.53e-163	449	99	246	245
"Om007G288880"	"AT1G28510.1"	"AT1G28510.1"	"AT1G28510.1"	"N0.HOG0012749"	"AT1G28510.1"	"OG0006753"	"AT1G28510.1"	"AT1G28510.1"	174	171	98	100	171	94.152	324	"AT1G28510.1"	94.152	171	10	0	1	171	1	171	1.6e-115	324	98	174	171
"Om007G288890"	"AT1G28520.1"	"AT1G28520.1"	"AT1G28520.1"	"N0.HOG0013762"	"AT1G28520.1"	"OG0007678"	"AT1G28520.1"	"AT1G28520.1"	491	486	99	99	490	89.592	895	"AT1G28520.1"	89.592	490	45	2	1	489	1	485	0	896	99	491	486
"Om007G288900"	"AT1G28530.1"	"AT1G28530.1"	"AT1G28530.1"	"N0.HOG0019758"	"AT1G28530.1"	"OG0013257"	"AT1G28530.1"	"AT1G28530.1"	617	614	98	100	609	84.541	1004	"AT1G28530.1"	84.729	609	83	5	11	616	13	614	0	1016	98	617	614
"Om007G288910"	"AT1G28540.1"	"AT1G28540.1"	"AT1G28540.1"	"N0.HOG0017191"	"AT1G28540.1"	"OG0010877"	"AT1G28540.1"	"AT1G28540.1"	117	103	91	98	106	75.472	158	"AT1G28540.1"	75.472	106	21	1	1	106	1	101	1.09e-51	158	91	117	103
"Om007G288920"	"AT1G28550.1"	"AT1G28550.1"	"AT1G28550.1"	"N0.HOG0002483"	"AT2G33870.1, AT1G28550.1"	"OG0000447"	"AT1G28550.1, AT2G33870.1, AT3G15060.1, AT5G60860.1"	"AT1G28550.1"	219	218	99	100	218	97.706	444	"AT1G28550.1"	97.706	218	5	0	1	218	1	218	1.69e-161	444	99	219	218
"Om007G288930"	"AT1G28560.3"	"AT1G28560.3"	"AT1G28560.3"	"N0.HOG0016114"	"AT1G28560.3"	"OG0009878"	"AT1G28560.3"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G28560.3"	68.696	460	135	7	2	458	9	462	0	620	97	469	462
"Om007G288940"	"AT1G28570.1"	"AT1G28570.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G28570.1"	66.319	383	117	3	8	379	4	385	0	520	97	385	389
"Om007G288950"	"AT1G28570.1, AT1G28580.1, AT1G28590.1, AT1G28600.1, AT1G28610.2, AT1G31550.2, AT2G27360.1"	"AT1G28580.1"	NA	NA	NA	"OG0000383"	"AT1G28570.1, AT1G28580.1, AT1G28590.1, AT1G28600.1, AT1G28610.2, AT1G31550.2, AT2G27360.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G28580.1"	74.103	390	97	1	1	386	1	390	0	604	99	388	390
"Om007G288960"	"AT1G28570.1, AT1G28580.1, AT1G28590.1, AT1G28600.1, AT1G28610.2, AT1G31550.2, AT2G27360.1"	"AT1G28580.1"	NA	NA	NA	"OG0000383"	"AT1G28570.1, AT1G28580.1, AT1G28590.1, AT1G28600.1, AT1G28610.2, AT1G31550.2, AT2G27360.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G28580.1"	72.237	389	103	1	1	384	1	389	0	578	99	386	390
"Om007G288970"	"AT1G28570.1, AT1G28580.1, AT1G28590.1, AT1G28600.1, AT1G28610.2, AT1G31550.2, AT2G27360.1"	"AT1G28580.1"	NA	NA	NA	"OG0000383"	"AT1G28570.1, AT1G28580.1, AT1G28590.1, AT1G28600.1, AT1G28610.2, AT1G31550.2, AT2G27360.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G28580.1"	75.128	390	93	1	16	401	1	390	0	596	95	405	390
"Om007G288980"	"AT1G28580.1"	"AT1G28580.1"	NA	NA	NA	"OG0000383"	"AT1G28570.1, AT1G28580.1, AT1G28590.1, AT1G28600.1, AT1G28610.2, AT1G31550.2, AT2G27360.1"	"AT1G28580.1"	391	390	99	100	390	77.692	641	"AT1G28580.1"	77.692	390	86	1	1	389	1	390	0	641	99	391	390
"Om007G289000"	"AT2G27360.1"	"AT2G27360.1"	"AT2G27360.1"	"N0.HOG0002218"	"AT1G28590.1, AT1G28610.2, AT1G28600.1, AT1G31550.2, AT2G27360.1"	"OG0000383"	"AT1G28570.1, AT1G28580.1, AT1G28590.1, AT1G28600.1, AT1G28610.2, AT1G31550.2, AT2G27360.1"	"AT1G28590.1"	392	403	97	94	381	75.066	600	"AT1G28590.1"	75.066	381	94	1	2	382	9	388	0	600	97	392	403
"Om007G289010"	"AT1G28610.2, AT1G28600.1, AT1G31550.2"	"AT1G28610.2"	"AT1G28610.2, AT1G28600.1, AT1G31550.2"	"N0.HOG0002218"	"AT1G28590.1, AT1G28610.2, AT1G28600.1, AT1G31550.2, AT2G27360.1"	"OG0000383"	"AT1G28570.1, AT1G28580.1, AT1G28590.1, AT1G28600.1, AT1G28610.2, AT1G31550.2, AT2G27360.1"	"AT2G27360.1"	389	394	97	96	380	75	605	"AT2G27360.1"	75	380	94	1	10	388	12	391	0	605	97	389	394
"Om007G289040"	"AT1G28610.2, AT1G28600.1, AT1G31550.2"	"AT1G28610.2"	"AT1G28610.2, AT1G28600.1, AT1G31550.2"	"N0.HOG0002218"	"AT1G28590.1, AT1G28610.2, AT1G28600.1, AT1G31550.2, AT2G27360.1"	"OG0000383"	"AT1G28570.1, AT1G28580.1, AT1G28590.1, AT1G28600.1, AT1G28610.2, AT1G31550.2, AT2G27360.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G28610.2"	73.107	383	101	2	2	384	3	383	0	588	98	392	383
"Om007G289070"	"AT3G06400.3"	"AT3G06400.3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G06400.3"	79.365	63	12	1	2	64	93	154	1.43e-26	100	83	76	1057
"Om007G289080"	"AT1G28650.1, AT1G28640.1, AT1G28660.1, AT1G28670.1"	"AT1G28670.1"	"AT1G28650.1, AT1G28640.1, AT1G28660.1, AT1G28670.1"	"N0.HOG0005120"	"AT1G28650.1, AT1G28640.1, AT1G28660.1, AT1G28670.1"	"OG0001568"	"AT1G28640.1, AT1G28650.1, AT1G28660.1, AT1G28670.1"	"AT1G28670.1"	384	384	99	100	384	78.125	619	"AT1G28670.1"	78.125	384	80	2	1	380	1	384	0	619	99	384	384
"Om007G289090"	"AT1G28650.1, AT1G28640.1, AT1G28660.1, AT1G28670.1"	"AT1G28660.1"	"AT1G28650.1, AT1G28640.1, AT1G28660.1, AT1G28670.1"	"N0.HOG0005120"	"AT1G28650.1, AT1G28640.1, AT1G28660.1, AT1G28670.1"	"OG0001568"	"AT1G28640.1, AT1G28650.1, AT1G28660.1, AT1G28670.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G28660.1"	73.368	383	99	3	1	383	1	380	0	568	97	395	383
"Om007G289100"	"AT1G28680.1"	"AT1G28680.1"	"AT1G28680.1"	"N0.HOG0019759"	"AT1G28680.1"	"OG0013258"	"AT1G28680.1"	"AT1G28680.1"	450	451	99	100	452	84.513	784	"AT1G28680.1"	84.735	452	65	3	1	449	1	451	0	793	99	450	451
"Om007G289110"	"AT1G28690.1"	"AT1G28690.1"	"AT1G28690.1"	"N0.HOG0024489"	"AT1G28690.1"	"OG0017840"	"AT1G28690.1"	"AT1G28690.1"	524	520	98	99	516	83.915	911	"AT1G28690.1"	83.915	516	83	0	1	516	1	516	0	911	98	524	520
"Om007G289130"	"AT1G27461.1"	"AT1G27461.1"	"AT1G27461.1"	"N0.HOG0012258"	"AT1G27461.1"	"OG0006332"	"AT1G27461.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G27461.1"	68.644	354	54	10	1	299	1	352	1.93e-157	443	96	311	354
"Om007G289140"	"AT1G28815.1"	"AT1G28815.1"	"AT1G28815.1"	"N0.HOG0012869"	"AT1G28815.1"	"OG0006864"	"AT1G28815.1"	"AT1G28815.1"	116	115	99	100	118	70.339	151	"AT1G28815.1"	70.339	118	29	4	1	115	1	115	6.79e-49	151	99	116	115
"Om007G289150"	"AT1G28960.1, AT2G33980.3"	"AT1G28960.1"	"AT1G28960.1, AT2G33980.3"	"N0.HOG0008837"	"AT1G28960.1, AT2G33980.3"	"OG0003615"	"AT1G28960.1, AT2G33980.3"	"AT1G28960.1"	279	293	98	92	270	80.851	456	"AT1G28960.1"	80.851	282	46	2	5	278	4	285	4.81e-164	456	98	279	293
"Om007G289160"	"AT1G29000.1"	"AT1G29000.1"	"AT1G29000.1"	"N0.HOG0023467"	"AT1G29000.1"	"OG0016858"	"AT1G29000.1"	"AT1G29000.1"	309	287	93	95	290	74.403	348	"AT1G29000.1"	74.403	293	53	2	22	308	11	287	4.1e-121	348	93	309	287
"Om007G289170"	"AT1G29010.1"	"AT1G29010.1"	"AT1G29010.1"	"N0.HOG0021136"	"AT1G29010.1"	"OG0014584"	"AT1G29010.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G29010.1"	67.105	304	85	5	1	293	1	300	2.55e-137	389	99	294	300
"Om007G289210"	"AT1G29025.1"	"AT1G29025.1"	"AT1G29025.1"	"N0.HOG0006000"	"AT2G34030.1, AT1G29025.1, AT1G29020.2"	"OG0002010"	"AT1G29020.2, AT1G29025.1, AT2G34030.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G29020.2"	67.41	583	155	2	17	564	14	596	0	796	97	567	597
"Om007G289220"	"AT1G29025.1"	"AT1G29025.1"	NA	"N0.HOG0006000"	"AT2G34030.1, AT1G29025.1, AT1G29020.2"	"OG0002010"	"AT1G29020.2, AT1G29025.1, AT2G34030.1"	"AT1G29025.1"	588	578	97	99	575	73.391	803	"AT1G29020.2"	68.268	583	172	5	13	584	14	594	0	813	97	588	597
"Om007G289230"	"AT3G19515.2, AT1G29030.1"	"AT1G29030.1"	"AT3G19515.2, AT1G29030.1"	"N0.HOG0008480"	"AT2G34040.1, AT3G19515.2, AT1G29030.1"	"OG0003389"	"AT1G29030.1, AT2G34040.1, AT3G19515.2"	"AT1G29030.1"	550	556	94	94	520	82.5	883	"AT1G29030.1"	82.5	520	88	2	1	517	1	520	0	883	94	550	556
"Om007G289240"	"AT1G29040.1"	"AT1G29040.1"	"AT1G29040.1"	"N0.HOG0017192"	"AT1G29040.1"	"OG0010878"	"AT1G29040.1"	"AT1G29040.1"	194	198	99	78	155	81.407	283	"AT1G29040.1"	81.407	199	30	2	1	193	1	198	6.46e-110	312	99	194	198
"Om007G289250"	"AT1G29041.1"	"AT1G29041.1"	"AT1G29041.1"	"N0.HOG0019760"	"AT1G29041.1"	"OG0013259"	"AT1G29041.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G29041.1"	48.889	180	73	8	1	167	5	178	1.45e-29	106	99	169	178
"Om007G289260"	"AT1G29050.1"	"AT1G29050.1"	"AT1G29050.1"	"N0.HOG0004355"	"AT1G29050.1"	"OG0001182"	"AT1G29050.1, AT2G34070.1"	"AT1G29050.1"	372	380	97	96	363	83.196	635	"AT1G29050.1"	83.196	363	57	2	13	371	18	380	0	635	97	372	380
"Om007G289270"	"AT4G14600.1"	"AT4G14600.1"	NA	"N0.HOG0009402"	"AT4G14600.1, AT1G29060.1"	"OG0003978"	"AT1G29060.1, AT4G14600.1"	"AT4G14600.1"	138	137	99	100	137	89.051	214	"AT4G14600.1"	89.051	137	15	0	1	137	1	137	5.93e-90	256	99	138	137
"Om007G289280"	"AT1G29070.1"	"AT1G29070.1"	"AT1G29070.1"	"N0.HOG0010698"	"AT1G29070.1"	"OG0005000"	"AT1G29070.1"	"AT1G29070.1"	160	157	90	100	145	89.375	225	"AT1G29070.1"	89.655	145	12	2	16	159	15	157	6.21e-77	225	90	160	157
"Om007G289290"	"AT1G29080.1"	"AT1G29080.1"	"AT1G29080.1"	"N0.HOG0002551"	"AT1G29080.1, AT1G29110.1"	"OG0000471"	"AT1G29080.1, AT1G29090.1, AT1G29110.1"	"AT1G29080.1"	346	346	99	100	346	75.145	548	"AT1G29080.1"	75.145	346	85	1	1	345	1	346	0	548	99	346	346
"Om007G289300"	"AT1G29090.1"	"AT1G29090.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G29090.1"	55.455	110	47	2	1	110	10	117	1.08e-37	129	96	115	355
"Om007G289320"	"AT1G29090.1"	"AT1G29090.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G29090.1"	59.312	349	136	5	1	346	10	355	6.32e-147	418	99	347	355
"Om007G289330"	"AT1G29080.1, AT1G29110.1"	"AT1G29080.1"	NA	"N0.HOG0002551"	"AT1G29080.1, AT1G29110.1"	"OG0000471"	"AT1G29080.1, AT1G29090.1, AT1G29110.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G29090.1"	65.805	348	115	4	1	346	10	355	3.38e-168	472	99	347	355
"Om007G289350"	"AT1G18540.1"	"AT1G18540.1"	"AT1G18540.1"	"N0.HOG0002999"	"AT1G18540.1"	"OG0000620"	"AT1G18540.1, AT1G74050.1, AT1G74060.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G74050.1"	91.026	234	20	1	1	234	1	233	7.95e-138	385	99	235	233
"Om007G289360"	"AT1G29100.2"	"AT1G29100.2"	"AT1G29100.2"	"N0.HOG0019761"	"AT1G29100.2"	"OG0013260"	"AT1G29100.2"	"AT1G29100.2"	148	147	99	100	147	76.19	249	"AT1G29100.2"	76.19	147	35	0	1	147	1	147	8.43e-87	249	99	148	147
"Om007G289370"	"AT1G29120.5"	"AT1G29120.5"	"AT1G29120.5"	"N0.HOG0012750"	"AT1G29120.5"	"OG0006754"	"AT1G29120.5"	"AT1G29120.5"	440	456	99	100	457	83.151	720	"AT1G29120.5"	83.151	457	58	6	1	439	1	456	0	722	99	440	456
"Om007G289380"	"AT1G29140.1"	"AT1G29140.1"	"AT1G29140.1"	"N0.HOG0009611"	"AT1G29140.1"	"OG0004123"	"AT1G29140.1"	"AT1G29140.1"	172	171	99	100	171	92.982	314	"AT1G29140.1"	92.982	171	12	0	1	171	1	171	2.19e-120	336	99	172	171
"Om007G289390"	"AT1G29150.1"	"AT1G29150.1"	"AT1G29150.1"	"N0.HOG0012751"	"AT1G29150.1"	"OG0006755"	"AT1G29150.1"	"AT1G29150.1"	420	419	99	100	419	97.136	832	"AT1G29150.1"	97.136	419	12	0	1	419	1	419	0	832	99	420	419
"Om007G289400"	"AT2G34140.1"	"AT2G34140.1"	"AT2G34140.1"	"N0.HOG0005754"	"AT1G29160.1, AT2G34140.1"	"OG0001888"	"AT1G29160.1, AT2G34140.1"	"AT1G29160.1"	175	175	99	100	178	82.584	281	"AT1G29160.1"	82.584	178	24	5	1	174	1	175	8.3e-99	282	99	175	175
"Om007G289410"	"AT1G29170.1"	"AT1G29170.1"	"AT1G29170.1"	"N0.HOG0018272"	"AT1G29170.1"	"OG0011864"	"AT1G29170.1"	"AT1G29170.1"	1042	1020	99	99	1055	73.081	1424	"AT1G29170.1"	73.081	1055	225	10	9	1041	3	1020	0	1424	99	1042	1020
"Om007G289440"	"AT1G05540.1, AT1G05550.3, AT1G30160.2, AT1G30170.1"	"AT1G05540.1"	NA	NA	NA	"OG0000196"	"AT1G05540.1, AT1G05550.3, AT1G30160.2, AT1G30170.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G05540.1"	52.128	376	150	12	1	356	1	366	1.09e-117	345	99	358	367
"Om007G289450"	"AT1G30160.2, AT1G05540.1"	"AT1G05540.1"	NA	"N0.HOG0001467"	"AT1G30160.2, AT1G05540.1"	"OG0000196"	"AT1G05540.1, AT1G05550.3, AT1G30160.2, AT1G30170.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G05540.1"	62.125	367	128	7	1	357	1	366	1.06e-155	441	99	359	367
"Om007G289460"	"AT1G29195.1"	"AT1G29195.1"	"AT1G29195.1"	"N0.HOG0012752"	"AT1G29195.1"	"OG0006756"	"AT1G29195.1"	"AT1G29195.1"	181	193	97	95	187	75.897	261	"AT1G29195.1"	75.897	195	24	5	1	176	1	191	2.85e-94	271	97	181	193
"Om007G289470"	"AT4G10320.1"	"AT4G10320.1"	NA	NA	NA	"OG0003568"	"AT4G10320.1"	"AT4G10320.1"	1172	1190	99	100	1190	87.647	2160	"AT4G10320.1"	87.647	1190	128	4	1	1171	1	1190	0	2160	99	1172	1190
"Om007G289480"	"AT1G29260.1"	"AT1G29260.1"	"AT1G29260.1"	"N0.HOG0012046"	"AT1G29260.1"	"OG0006149"	"AT1G29260.1"	"AT1G29260.1"	318	317	99	100	317	96.215	646	"AT1G29260.1"	96.215	317	12	0	1	317	1	317	0	646	99	318	317
"Om007G289490"	"AT1G29250.1"	"AT1G29250.1"	"AT1G29250.1"	"N0.HOG0004974"	"AT1G29250.1"	"OG0001490"	"AT1G29250.1, AT2G34160.1"	"AT1G29250.1"	131	130	99	100	130	96.923	254	"AT1G29250.1"	96.923	130	4	0	1	130	1	130	2.06e-89	254	99	131	130
"Om007G289500"	"AT1G29240.1"	"AT1G29240.1"	"AT1G29240.1"	"N0.HOG0013763"	"AT1G29240.1"	"OG0007679"	"AT1G29240.1"	"AT1G29240.1"	570	577	99	99	583	71.527	764	"AT1G29240.1"	71.527	583	142	12	1	568	1	574	0	764	99	570	577
"Om007G289510"	"AT1G29230.1"	"AT1G29230.1"	"AT1G29230.1"	"N0.HOG0021647"	"AT1G29230.1"	"OG0015084"	"AT1G29230.1"	"AT1G29230.1"	527	520	99	100	528	88.826	875	"AT1G29230.1"	88.826	528	48	4	1	525	1	520	0	875	99	527	520
"Om007G289520"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G27030.1"	68.75	32	10	0	39	70	71	102	1.41e-07	45.1	43	75	142
