"Arabidopsis_lyrata_NCBI"	"prot_length"	"Arabidopsis_thaliana"	"single_Arabidopsis_thaliana"	"homologue_type"	"OL_Arabidopsis_thaliana"	"N0_HOG"	"N0_Arabidopsis_thaliana"	"OG_Orthogroup"	"OG_Arabidopsis_thaliana"	"RBH_B_id"	"RBH_A_length"	"RBH_B_length"	"RBH_A_qcovhsp"	"RBH_B_qcovhsp"	"RBH_length"	"RBH_pident"	"RBH_bitscore"	"BLAST_saccver"	"BLAST_pident"	"BLAST_length"	"BLAST_mismatch"	"BLAST_gapopen"	"BLAST_qstart"	"BLAST_qend"	"BLAST_sstart"	"BLAST_send"	"BLAST_evalue"	"BLAST_bitscore"	"BLAST_qcovhsp"	"BLAST_qlen"	"BLAST_slen"
"XP_020883609.1"	184	"AT3G14670.3"	"AT3G14670.3"	"other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G14670.3"	"51.079"	"139"	"52"	"5"	"42"	"165"	"12"	"149"	"1.59e-10"	"57.8"	"67"	"184"	"237"
"XP_020883610.1"	238	"AT2G31380.1"	"AT2G31380.1"	"orthologue"	"AT2G31380.1"	"N0.HOG0015803"	"AT2G31380.1"	"OG0009601"	"AT2G31380.1"	"AT2G31380.1"	238	238	100	100	238	97.059	479	"AT2G31380.1"	"97.059"	"238"	"7"	"0"	"1"	"238"	"1"	"238"	"6.79e-175"	"479"	"100"	"238"	"238"
"XP_020883612.1"	465	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G32230.1"	"78.195"	"133"	"16"	"2"	"310"	"442"	"346"	"465"	"1.85e-63"	"215"	"29"	"465"	"589"
"XP_020883613.1"	301	"AT2G37100.1"	"AT2G37100.1"	"orthologue"	"AT2G37100.1"	"N0.HOG0022204"	"AT2G37100.1"	"OG0015634"	"AT2G37100.1"	"AT2G37100.1"	301	297	100	100	310	83.548	408	"AT2G37100.1"	"86.774"	"310"	"19"	"5"	"1"	"301"	"1"	"297"	"8.45e-155"	"434"	"100"	"301"	"297"
"XP_020883614.1"	816	"AT2G25850.2"	"AT2G25850.2"	"orthologue"	"AT2G25850.2"	"N0.HOG0025803"	"AT2G25850.2"	"OG0019079"	"AT2G25850.2"	"AT2G25850.2"	816	800	97	99	795	90.566	1500	"AT2G25850.2"	"90.566"	"795"	"75"	"0"	"4"	"798"	"3"	"797"	"0"	"1500"	"97"	"816"	"800"
"XP_020883618.1"	407	"AT2G25840.2"	"AT2G25840.2"	"orthologue"	"AT2G25840.2"	"N0.HOG0012963"	"AT2G25840.2"	"OG0006952"	"AT2G25840.2"	"AT2G25840.2"	407	412	100	99	411	90.754	736	"AT2G25840.2"	"90.754"	"411"	"34"	"1"	"1"	"407"	"1"	"411"	"0"	"736"	"100"	"407"	"412"
"XP_020883619.1"	102	"AT1G47265.1"	"AT1G47265.1"	"orthologue"	"AT1G47265.1"	"N0.HOG0030890"	"AT1G47265.1"	"OG0023761"	"AT1G47265.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G47265.1"	"64.474"	"76"	"26"	"1"	"26"	"101"	"1"	"75"	"1.82e-24"	"87.8"	"75"	"102"	"76"
"XP_020883620.1"	517	"AT2G44480.3"	"AT2G44480.3"	"orthologue"	"AT2G44480.3"	"N0.HOG0026604"	"AT2G44480.3"	"OG0019790"	"AT2G44480.3"	"AT2G44480.3"	517	548	97	91	499	94.99	994	"AT2G44480.3"	"94.99"	"499"	"24"	"1"	"19"	"517"	"51"	"548"	"0"	"994"	"97"	"517"	"548"
"XP_020883622.1"	548	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G32590.1"	"27.985"	"268"	"168"	"5"	"267"	"526"	"425"	"675"	"3.08e-15"	"78.6"	"47"	"548"	"761"
"XP_020883623.1"	387	"AT5G27606.1"	"AT5G27606.1"	"other"	NA	NA	NA	"OG0001964"	"AT5G27606.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G27606.1"	"52.941"	"102"	"32"	"2"	"7"	"108"	"56"	"141"	"1.18e-24"	"101"	"26"	"387"	"270"
"XP_020883624.1"	575	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G07240.1"	"39.583"	"432"	"185"	"10"	"148"	"541"	"1"	"394"	"6.71e-79"	"266"	"69"	"575"	"874"
"XP_020883625.1"	991	"AT2G25800.1"	"AT2G25800.1"	"orthologue"	"AT2G25800.1"	"N0.HOG0022103"	"AT2G25800.1"	"OG0015533"	"AT2G25800.1"	"AT2G25800.1"	991	987	100	100	991	97.881	1999	"AT2G25800.1"	"97.881"	"991"	"17"	"1"	"1"	"991"	"1"	"987"	"0"	"1999"	"100"	"991"	"987"
"XP_020883626.1"	335	"AT5G05670.1"	"AT5G05670.1"	"other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G05670.1"	"73.913"	"207"	"25"	"3"	"151"	"335"	"61"	"260"	"1.93e-102"	"301"	"55"	"335"	"260"
"XP_020883627.1"	131	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G04540.1"	"91.176"	"34"	"3"	"0"	"91"	"124"	"257"	"290"	"1.02e-15"	"72"	"26"	"131"	"833"
"XP_020883628.1"	466	"AT2G40955.1, AT4G15096.1, AT1G35375.1"	"AT4G15096.1"	"other"	NA	"N0.HOG0025566"	"AT2G40955.1, AT4G15096.1, AT1G35375.1"	"OG0018864"	"AT1G35375.1, AT2G40955.1, AT4G15096.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT4G15096.1"	"30"	"240"	"133"	"9"	"95"	"325"	"1"	"214"	"4.31e-14"	"74.3"	"50"	"466"	"679"
"XP_020883629.1"	334	"AT5G51410.1"	"AT5G51410.1"	"orthologue"	"AT5G51410.1"	"N0.HOG0017097"	"AT5G51410.1"	"OG0010793"	"AT5G51410.1"	"AT5G51410.1"	334	334	100	100	334	97.904	658	"AT5G51410.1"	"97.904"	"334"	"7"	"0"	"1"	"334"	"1"	"334"	"0"	"658"	"100"	"334"	"334"
"XP_020883630.1"	519	"AT2G23470.1"	"AT2G23470.1"	"orthologue"	"AT2G23470.1"	"N0.HOG0025591"	"AT2G23470.1"	"OG0018885"	"AT2G23470.1"	"AT2G23470.1"	519	520	100	100	520	92.308	952	"AT2G23470.1"	"92.308"	"520"	"39"	"1"	"1"	"519"	"1"	"520"	"0"	"953"	"100"	"519"	"520"
"XP_020883631.1"	220	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"XP_020883632.1"	858	"AT2G40720.1"	"AT2G40720.1"	"orthologue"	"AT2G40720.1"	"N0.HOG0023361"	"AT2G40720.1"	"OG0016752"	"AT2G40720.1"	"AT2G40720.1"	858	860	100	100	860	93.256	1648	"AT2G40720.1"	"93.256"	"860"	"56"	"1"	"1"	"858"	"1"	"860"	"0"	"1648"	"100"	"858"	"860"
"XP_020883633.1"	471	"AT3G03360.1"	"AT3G03360.1"	"other"	NA	"N0.HOG0001750"	"AT3G03360.1"	"OG0000254"	"AT1G49610.1, AT3G03360.1, AT3G18150.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G18150.1"	"50.655"	"458"	"204"	"7"	"14"	"463"	"5"	"448"	"8.64e-136"	"399"	"96"	"471"	"456"
"XP_020883634.1"	1384	"AT2G25170.3"	"AT2G25170.3"	"orthologue"	"AT2G25170.3"	"N0.HOG0010295"	"AT2G25170.3"	"OG0004659"	"AT2G25170.3, AT4G31900.1"	"AT2G25170.3"	1384	1410	100	98	1384	96.315	2780	"AT2G25170.3"	"96.315"	"1384"	"51"	"0"	"1"	"1384"	"27"	"1410"	"0"	"2780"	"100"	"1384"	"1410"
"XP_020883637.1"	273	"AT2G43630.1"	"AT2G43630.1"	"orthologue"	"AT2G43630.1"	"N0.HOG0007775"	"AT2G43630.1"	"OG0002952"	"AT2G43630.1, AT3G59640.1"	"AT2G43630.1"	273	274	100	100	274	95.985	540	"AT2G43630.1"	"95.985"	"274"	"10"	"1"	"1"	"273"	"1"	"274"	"0"	"540"	"100"	"273"	"274"
"XP_020883638.1"	121	"AT2G43640.1"	"AT2G43640.1"	"orthologue"	"AT2G43640.1"	"N0.HOG0009639"	"AT2G43640.1"	"OG0004143"	"AT2G43640.1"	"AT2G43640.1"	121	121	100	100	121	98.347	235	"AT2G43640.1"	"98.347"	"121"	"2"	"0"	"1"	"121"	"1"	"121"	"3.84e-82"	"235"	"100"	"121"	"121"
"XP_020883639.1"	450	"AT5G03490.1"	"AT5G03490.1"	"other"	NA	"N0.HOG0010069"	"AT5G03490.1"	"OG0004480"	"AT5G03490.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G03490.1"	"77.232"	"448"	"89"	"5"	"9"	"447"	"19"	"462"	"0"	"697"	"98"	"450"	"465"
"XP_020883640.1"	302	"AT2G33980.3"	"AT2G33980.3"	"orthologue"	"AT2G33980.3"	"N0.HOG0008837"	"AT1G28960.1, AT2G33980.3"	"OG0003615"	"AT1G28960.1, AT2G33980.3"	"AT2G33980.3"	302	319	96	91	290	92.069	550	"AT2G33980.3"	"92.069"	"290"	"23"	"0"	"1"	"290"	"1"	"290"	"0"	"550"	"96"	"302"	"319"
"XP_020883642.1"	298	"AT2G40600.1"	"AT2G40600.1"	"orthologue"	"AT2G40600.1"	"N0.HOG0006684"	"AT2G40600.1"	"OG0002369"	"AT2G40600.1"	"AT2G40600.1"	298	257	86	100	258	87.209	420	"AT2G40600.1"	"87.209"	"258"	"30"	"3"	"43"	"298"	"1"	"257"	"4.65e-150"	"420"	"86"	"298"	"257"
"XP_020883643.1"	232	"AT2G40580.1"	"AT2G40580.1"	"orthologue"	"AT2G40580.1"	"N0.HOG0025311"	"AT2G40580.1"	"OG0018628"	"AT2G40580.1"	"AT2G40580.1"	232	311	100	75	232	92.241	439	"AT2G40580.1"	"92.241"	"232"	"18"	"0"	"1"	"232"	"1"	"232"	"4.88e-158"	"439"	"100"	"232"	"311"
"XP_020883644.1"	131	"AT2G40510.1, AT2G40590.1"	"AT2G40590.1"	"orthologue"	"AT2G40510.1, AT2G40590.1"	"N0.HOG0003360"	"AT2G40510.1, AT2G40590.1, AT3G56340.1"	"OG0000760"	"AT2G40510.1, AT2G40590.1, AT3G56340.1"	"AT2G40590.1"	131	131	100	100	131	96.947	259	"AT2G40590.1"	"96.947"	"131"	"4"	"0"	"1"	"131"	"1"	"131"	"5.27e-91"	"259"	"100"	"131"	"131"
"XP_020883646.1"	788	"AT2G32700.7"	"AT2G32700.7"	"orthologue"	"AT2G32700.7"	"N0.HOG0012929"	"AT2G32700.7"	"OG0006921"	"AT2G32700.7"	"AT2G32700.7"	788	806	100	100	807	94.176	1565	"AT2G32700.7"	"94.176"	"807"	"27"	"2"	"1"	"788"	"1"	"806"	"0"	"1565"	"100"	"788"	"806"
"XP_020883647.1"	122	"AT5G51390.1"	"AT5G51390.1"	"orthologue"	"AT5G51390.1"	"N0.HOG0026056"	"AT5G51390.1"	"OG0019311"	"AT5G51390.1"	"AT5G51390.1"	122	113	100	100	122	88.525	190	"AT5G51390.1"	"88.525"	"122"	"5"	"1"	"1"	"122"	"1"	"113"	"3.26e-64"	"190"	"100"	"122"	"113"
"XP_020883654.1"	1379	"AT2G48160.2"	"AT2G48160.2"	"orthologue"	"AT2G48160.2"	"N0.HOG0007022"	"AT2G48160.2"	"OG0002541"	"AT2G48160.2, AT3G63070.1"	"AT2G48160.2"	1379	1389	99	98	1377	86.347	2287	"AT2G48160.2"	"86.928"	"1377"	"151"	"6"	"1"	"1369"	"1"	"1356"	"0"	"2301"	"99"	"1379"	"1389"
"XP_020883655.1"	1323	"AT2G48110.1"	"AT2G48110.1"	"orthologue"	"AT2G48110.1"	"N0.HOG0024761"	"AT2G48110.1"	"OG0018109"	"AT2G48110.1"	"AT2G48110.1"	1323	1275	99	100	1340	89.179	2331	"AT2G48110.1"	"89.179"	"1340"	"61"	"5"	"3"	"1323"	"1"	"1275"	"0"	"2332"	"99"	"1323"	"1275"
"XP_020883656.1"	343	"AT2G48100.1"	"AT2G48100.1"	"orthologue"	"AT2G48100.1"	"N0.HOG0023583"	"AT2G48100.1"	"OG0016971"	"AT2G48100.1"	"AT2G48100.1"	343	344	100	100	344	88.372	626	"AT2G48100.1"	"88.372"	"344"	"39"	"1"	"1"	"343"	"1"	"344"	"0"	"626"	"100"	"343"	"344"
"XP_020883658.1"	325	"AT2G48120.1"	"AT2G48120.1"	"orthologue"	"AT2G48120.1"	"N0.HOG0013254"	"AT2G48120.1"	"OG0007222"	"AT2G48120.1"	"AT2G48120.1"	325	313	100	100	327	90.826	502	"AT2G48120.1"	"90.826"	"327"	"14"	"3"	"1"	"325"	"1"	"313"	"0"	"502"	"100"	"325"	"313"
"XP_020883659.1"	170	"AT2G48150.1"	"AT2G48150.1"	"orthologue"	"AT2G48150.1"	"N0.HOG0006743"	"AT2G48150.1"	"OG0002398"	"AT2G48150.1, AT3G63080.1"	"AT2G48150.1"	170	170	100	100	170	97.059	348	"AT2G48150.1"	"97.059"	"170"	"5"	"0"	"1"	"170"	"1"	"170"	"5.12e-125"	"348"	"100"	"170"	"170"
"XP_020883660.1"	1055	"AT5G64220.1"	"AT5G64220.1"	"orthologue"	"AT5G64220.1"	"N0.HOG0021981"	"AT5G64220.1"	"OG0015413"	"AT5G64220.1"	"AT5G64220.1"	1055	1050	100	100	1059	96.317	2115	"AT5G64220.1"	"96.317"	"1059"	"26"	"2"	"1"	"1055"	"1"	"1050"	"0"	"2115"	"100"	"1055"	"1050"
"XP_020883665.1"	383	"AT2G26930.1"	"AT2G26930.1"	"orthologue"	"AT2G26930.1"	"N0.HOG0023691"	"AT2G26930.1"	"OG0017076"	"AT2G26930.1"	"AT2G26930.1"	383	383	100	100	383	96.867	763	"AT2G26930.1"	"96.867"	"383"	"12"	"0"	"1"	"383"	"1"	"383"	"0"	"763"	"100"	"383"	"383"
"XP_020883666.1"	3455	"AT2G28290.5"	"AT2G28290.5"	"orthologue"	"AT2G28290.5"	"N0.HOG0020313"	"AT2G28290.5"	"OG0013793"	"AT2G28290.5"	"AT2G28290.5"	3455	3575	99	96	3543	80.835	5424	"AT2G28290.5"	"84.622"	"3596"	"384"	"19"	"4"	"3455"	"5"	"3575"	"0"	"5893"	"99"	"3455"	"3575"
"XP_020883674.1"	412	"AT2G17830.1, AT2G18780.1, AT3G16740.1, AT3G16820.1, AT3G17320.1, AT3G17400.1, AT3G17620.1, AT3G18120.1, AT3G19470.1, AT3G22770.1, AT3G23420.1, AT3G24580.1, AT5G36200.1, AT5G36730.1, AT5G36820.1, AT5G42460.1"	"AT3G16740.1"	"other"	NA	NA	NA	"OG0000057"	"AT2G17830.1, AT2G18780.1, AT3G16740.1, AT3G16820.1, AT3G17320.1, AT3G17400.1, AT3G17620.1, AT3G18120.1, AT3G19470.1, AT3G22770.1, AT3G23420.1, AT3G24580.1, AT5G36200.1, AT5G36730.1, AT5G36820.1, AT5G42460.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT3G16740.1"	"55.443"	"395"	"136"	"11"	"45"	"408"	"6"	"391"	"2.56e-135"	"392"	"88"	"412"	"391"
"XP_020883675.1"	259	"AT2G43580.1, AT2G43590.1"	"AT2G43590.1"	"other"	NA	NA	NA	"OG0000538"	"AT2G43580.1, AT2G43590.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G43590.1"	"71.591"	"264"	"70"	"2"	"1"	"259"	"1"	"264"	"3.6e-132"	"374"	"100"	"259"	"264"
"XP_020883676.1"	814	"ATMG00860.1"	"ATMG00860.1"	"other"	NA	NA	NA	"OG0000015"	"ATMG00860.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT1G67020.1"	"25.301"	"83"	"58"	"1"	"56"	"138"	"107"	"185"	"0.000566"	"43.1"	"10"	"814"	"659"
"XP_020883678.1"	525	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G07760.1"	"25.6"	"125"	"93"	"0"	"243"	"367"	"212"	"336"	"2.27e-12"	"68.9"	"24"	"525"	"530"
"XP_020883679.1"	757	"AT3G32330.1, AT3G31900.1, AT3G32280.1"	"AT3G32280.1"	"orthologue"	"AT3G32330.1, AT3G31900.1, AT3G32280.1"	NA	NA	"OG0018888"	"AT3G31900.1, AT3G32280.1, AT3G32330.1"	"AT3G32280.1"	757	474	53	78	400	78.25	610	"AT3G32280.1"	"78.25"	"400"	"55"	"1"	"12"	"411"	"107"	"474"	"0"	"610"	"53"	"757"	"474"
"XP_020883680.1"	475	"AT2G38170.3"	"AT2G38170.3"	"orthologue"	"AT2G38170.3"	"N0.HOG0005827"	"AT2G38170.3"	"OG0001926"	"AT2G38170.3, AT3G51860.2"	"AT2G38170.3"	475	475	100	100	475	95.158	870	"AT2G38170.3"	"95.158"	"475"	"23"	"0"	"1"	"475"	"1"	"475"	"0"	"873"	"100"	"475"	"475"
"XP_020883682.1"	456	"AT2G37550.1"	"AT2G37550.1"	"orthologue"	"AT2G37550.1"	"N0.HOG0005639"	"AT2G37550.1, AT3G53710.1"	"OG0001824"	"AT2G37550.1, AT3G53710.1"	"AT2G37550.1"	456	456	100	100	456	97.588	911	"AT2G37550.1"	"97.588"	"456"	"11"	"0"	"1"	"456"	"1"	"456"	"0"	"911"	"100"	"456"	"456"
"XP_020883684.1"	627	"AT2G32630.1"	"AT2G32630.1"	"orthologue"	"AT2G32630.1"	"N0.HOG0018552"	"AT2G32630.1"	"OG0012125"	"AT2G32630.1"	"AT2G32630.1"	627	624	97	100	611	93.429	1152	"AT2G32630.1"	"93.617"	"611"	"35"	"2"	"21"	"627"	"14"	"624"	"0"	"1152"	"97"	"627"	"624"
"XP_020883685.1"	585	"AT2G32640.1"	"AT2G32640.1"	"orthologue"	"AT2G32640.1"	"N0.HOG0022055"	"AT2G32640.1"	"OG0015485"	"AT2G32640.1"	"AT2G32640.1"	585	585	100	100	585	95.043	1072	"AT2G32640.1"	"95.043"	"585"	"29"	"0"	"1"	"585"	"1"	"585"	"0"	"1095"	"100"	"585"	"585"
"XP_020883686.1"	178	"AT5G64210.1"	"AT5G64210.1"	"other"	NA	"N0.HOG0015082"	"AT5G64210.1"	"OG0008926"	"AT5G64210.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G64210.1"	"96.552"	"174"	"5"	"1"	"6"	"178"	"180"	"353"	"2.69e-121"	"346"	"97"	"178"	"353"
"XP_020883687.1"	139	"AT2G32180.1, AT2G32650.1, AT2G27402.1"	"AT2G32180.1"	"orthologue"	"AT2G32180.1, AT2G32650.1, AT2G27402.1"	"N0.HOG0010658"	"AT2G32180.1, AT2G32650.1, AT2G27402.1"	"OG0004969"	"AT2G27402.1, AT2G32180.1, AT2G32650.1"	"AT2G32180.1"	139	139	100	100	139	97.842	283	"AT2G32180.1"	"97.842"	"139"	"3"	"0"	"1"	"139"	"1"	"139"	"2.69e-100"	"283"	"100"	"139"	"139"
"XP_020883689.1"	1333	"AT2G32240.1"	"AT2G32240.1"	"orthologue"	"AT2G32240.1"	"N0.HOG0004720"	"AT2G32240.1"	"OG0001360"	"AT1G05320.1, AT2G32240.1"	"AT2G32240.1"	1333	1333	100	100	1334	94.153	2224	"AT2G32240.1"	"94.228"	"1334"	"75"	"2"	"1"	"1333"	"1"	"1333"	"0"	"2232"	"100"	"1333"	"1333"
"XP_020883690.1"	71	"AT2G32210.1"	"AT2G32210.1"	"other"	NA	"N0.HOG0004178"	"AT2G32210.1, AT2G32190.1, AT1G05340.1"	"OG0001100"	"AT1G05340.1, AT2G32190.1, AT2G32210.1"	"AT2G32210.1"	71	71	100	100	71	94.366	138	"AT2G32210.1"	"94.366"	"71"	"4"	"0"	"1"	"71"	"1"	"71"	"4.34e-45"	"138"	"100"	"71"	"71"
"XP_020883691.1"	171	"AT5G64210.1"	"AT5G64210.1"	"orthologue"	"AT5G64210.1"	"N0.HOG0015082"	"AT5G64210.1"	"OG0008926"	"AT5G64210.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G64210.1"	"85.417"	"144"	"21"	"0"	"2"	"145"	"4"	"147"	"1.1e-84"	"252"	"84"	"171"	"353"
"XP_020883692.1"	435	"AT2G40000.1"	"AT2G40000.1"	"orthologue"	"AT2G40000.1"	"N0.HOG0017477"	"AT2G40000.1"	"OG0011138"	"AT2G40000.1"	"AT2G40000.1"	435	435	100	100	436	95.642	857	"AT2G40000.1"	"95.642"	"436"	"17"	"2"	"1"	"435"	"1"	"435"	"0"	"857"	"100"	"435"	"435"
"XP_020883693.1"	1980	"AT2G35630.1"	"AT2G35630.1"	"orthologue"	"AT2G35630.1"	"N0.HOG0016165"	"AT2G35630.1"	"OG0009925"	"AT2G35630.1"	"AT2G35630.1"	1980	1978	100	100	1981	97.93	3961	"AT2G35630.1"	"97.93"	"1981"	"37"	"2"	"1"	"1980"	"1"	"1978"	"0"	"3961"	"100"	"1980"	"1978"
"XP_020883696.1"	1029	"AT2G35920.3"	"AT2G35920.3"	"orthologue"	"AT2G35920.3"	"N0.HOG0022196"	"AT2G35920.3"	"OG0015626"	"AT2G35920.3"	"AT2G35920.3"	1029	1027	99	99	1026	96.491	2036	"AT2G35920.3"	"96.491"	"1026"	"34"	"2"	"1"	"1025"	"1"	"1025"	"0"	"2036"	"99"	"1029"	"1027"
"XP_020883697.1"	1009	"AT2G36200.2"	"AT2G36200.2"	"orthologue"	"AT2G36200.2"	"N0.HOG0013026"	"AT2G36200.2"	"OG0007005"	"AT2G36200.2"	"AT2G36200.2"	1009	1040	100	100	1040	94.904	2029	"AT2G36200.2"	"94.904"	"1040"	"22"	"1"	"1"	"1009"	"1"	"1040"	"0"	"2029"	"100"	"1009"	"1040"
"XP_020883698.1"	819	"AT2G35800.1"	"AT2G35800.1"	"orthologue"	"AT2G35800.1"	"N0.HOG0015250"	"AT2G35800.1"	"OG0009088"	"AT2G35800.1"	"AT2G35800.1"	819	823	100	100	823	96.841	1620	"AT2G35800.1"	"96.841"	"823"	"22"	"4"	"1"	"819"	"1"	"823"	"0"	"1620"	"100"	"819"	"823"
"XP_020883699.1"	732	"AT2G35670.1"	"AT2G35670.1"	"orthologue"	"AT2G35670.1"	"N0.HOG0028724"	"AT2G35670.1"	"OG0021711"	"AT2G35670.1"	"AT2G35670.1"	732	755	61	92	512	70.703	684	"AT2G35670.1"	"70.703"	"512"	"85"	"6"	"285"	"732"	"245"	"755"	"0"	"684"	"61"	"732"	"755"
"XP_020883701.1"	730	"AT5G61910.4"	"AT5G61910.4"	"other"	NA	NA	NA	NA	NA	"AT5G61910.4"	730	1346	93	51	695	83.885	1115	"AT5G61910.4"	"84.317"	"695"	"91"	"4"	"1"	"682"	"1"	"690"	"0"	"1165"	"93"	"730"	"1346"
"XP_020883704.1"	213	"AT5G58730.1"	"AT5G58730.1"	"other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AT5G58730.1"	"95.238"	"210"	"10"	"0"	"1"	"210"	"1"	"210"	"3.46e-145"	"408"	"99"	"213"	"353"
"XP_020883705.1"	552	"AT2G35890.1"	"AT2G35890.1"	"orthologue"	"AT2G35890.1"	"N0.HOG0021091"	"AT2G35890.1"	"OG0014544"	"AT2G35890.1"	"AT2G35890.1"	552	520	100	100	552	89.13	997	"AT2G35890.1"	"89.13"	"552"	"28"	"2"	"1"	"552"	"1"	"520"	"0"	"997"	"100"	"552"	"520"
"XP_020883707.1"	538	"AT2G35720.1"	"AT2G35720.1"	"orthologue"	"AT2G35720.1"	"N0.HOG0019892"	"AT2G35720.1"	"OG0013382"	"AT2G35720.1"	"AT2G35720.1"	538	538	100	100	538	95.353	1062	"AT2G35720.1"	"95.353"	"538"	"25"	"0"	"1"	"538"	"1"	"538"	"0"	"1062"	"100"	"538"	"538"
"XP_020883708.1"	469	"AT2G36070.1"	"AT2G36070.1"	"orthologue"	"AT2G36070.1"	"N0.HOG0010035"	"AT2G20510.2, AT2G36070.1"	"OG0004456"	"AT2G20510.2, AT2G36070.1"	"AT2G36070.1"	469	469	100	100	469	93.177	888	"AT2G36070.1"	"93.177"	"469"	"32"	"0"	"1"	"469"	"1"	"469"	"0"	"892"	"100"	"469"	"469"
"XP_020883709.1"	450	"AT2G35780.1"	"AT2G35780.1"	"orthologue"	"AT2G35780.1"	"N0.HOG0022221"	"AT2G35780.1"	"OG0015651"	"AT2G35780.1"	"AT2G35780.1"	450	452	100	100	452	95.133	895	"AT2G35780.1"	"95.133"	"452"	"20"	"1"	"1"	"450"	"1"	"452"	"0"	"895"	"100"	"450"	"452"
"XP_020883711.1"	439	"AT2G35660.1"	"AT2G35660.1"	"orthologue"	"AT2G35660.1"	"N0.HOG0014950"	"AT2G35660.1, AT2G29720.1"	"OG0008794"	"AT2G29720.1, AT2G35660.1"	"AT2G35660.1"	439	439	100	100	439	94.761	857	"AT2G35660.1"	"94.761"	"439"	"23"	"0"	"1"	"439"	"1"	"439"	"0"	"857"	"100"	"439"	"439"
"XP_020883716.1"	417	"AT2G35930.1"	"AT2G35930.1"	"orthologue"	"AT2G35930.1"	"N0.HOG0010696"	"AT2G35930.1"	"OG0004998"	"AT2G35930.1"	"AT2G35930.1"	417	411	100	100	417	95.683	809	"AT2G35930.1"	"95.683"	"417"	"12"	"2"	"1"	"417"	"1"	"411"	"0"	"809"	"100"	"417"	"411"
"XP_020883718.1"	342	"AT2G35640.1"	"AT2G35640.1"	"orthologue"	"AT2G35640.1"	"N0.HOG0007928"	"AT1G31310.1, AT2G35640.1"	"OG0003038"	"AT1G31310.1, AT2G35640.1"	"AT2G35640.1"	342	340	99	99	343	83.673	502	"AT2G35640.1"	"83.673"	"343"	"48"	"3"	"2"	"342"	"4"	"340"	"2.24e-180"	"502"	"99"	"342"	"340"
"XP_020883719.1"	334	"AT2G36000.1"	"AT2G36000.1"	"orthologue"	"AT2G36000.1"	"N0.HOG0017481"	"AT2G36000.1"	"OG0011142"	"AT2G36000.1"	"AT2G36000.1"	334	333	99	99	335	94.328	625	"AT2G36000.1"	"94.328"	"335"	"10"	"3"	"1"	"330"	"1"	"331"	"0"	"625"	"99"	"334"	"333"
"XP_020883722.1"	294	"AT2G36120.1"	"AT2G36120.1"	"orthologue"	"AT2G36120.1"	"N0.HOG0012071"	"AT2G36120.1"	"OG0006170"	"AT2G36120.1"	NA	NA	NA	NA	NA	NA	NA	NA	"AT2G36120.1"	"90"	"50"	"5"	"0"	"1"	"50"	"1"	"50"	"1.59e-24"	"99"	"17"	"294"	"255"
"XP_020883723.1"	263	"AT2G36050.1"	"AT2G36050.1"	"orthologue"	"AT2G36050.1"	"N0.HOG0014075"	"AT2G36050.1"	"OG0007965"	"AT2G36050.1"	"AT2G36050.1"	263	261	100	100	266	88.346	343	"AT2G36050.1"	"88.346"	"266"	"23"	"3"	"1"	"263"	"1"	"261"	"3.04e-120"	"343"	"100"	"263"	"261"
"XP_020883724.1"	258	"AT2G36020.1"	"AT2G36020.1"	"orthologue"	"AT2G36020.1"	"N0.HOG0010697"	"AT2G36020.1"	"OG0004999"	"AT2G36020.1"	"AT2G36020.1"	258	258	100	100	258	98.837	529	"AT2G36020.1"	"98.837"	"258"	"3"	"0"	"1"	"258"	"1"	"258"	"0"	"529"	"100"	"258"	"258"
