Orthogroup	Alyssum_gmelinii	Arabidopsis_arenosa	Arabidopsis_lyrata_NCBI	Arabidopsis_lyrata_Rawat	Arabidopsis_thaliana	Arabis_alpina	Brassica_oleracea	Brassica_rapa	Camelina_sativa	Capsella_rubella	Cardamine_glauca	Cardamine_hirsuta	Cochlearia_excelsa	Conringia_planisiliqua	Euclidium_syriacum	Eutrema_salsugineum	Noccaea_praecox	Raphanus_sativus	Rorippa_islandica
OG0057976															ESY7_g16786_DN2_SP0_c0.t1				
OG0057977															ESY7_g16792_DN2_SP0_c0.t1				
OG0057978															ESY7_g16815_DN2_SP0_c0.t1				
OG0057979															ESY7_g16847_DN2_SP0_c0.t1				
OG0057980															ESY7_g16882_DN1_SP0_c0.t1				
OG0057981															ESY7_g16901_DN2_SP0_c0.t1				
OG0057982															ESY7_g16911_DN1_SP0_c0.t1				
OG0057983															ESY7_g16917_DN2_SP0_c5.t1				
OG0057984															ESY7_g16920_DN1_SP0_c0.t1				
OG0057985															ESY7_g16939_DN1_SP0_c0.t1				
OG0057986															ESY7_g17045_DN2_SP0_c0.t1				
OG0057987															ESY7_g17059_DN3_SP0_c0.t1				
OG0057988															ESY7_g17061_DN1_SP0_c0.t1				
OG0057989															ESY7_g17063_DN1_SP0_c0.t1				
OG0057990															ESY7_g17100_DN3_SP0_c0.t1				
OG0057991															ESY7_g17103_DN1_SP0_c0.t1				
OG0057992															ESY7_g17110_DN2_SP0_c0.t1				
OG0057993															ESY7_g17119_DN1_SP0_c0.t1				
OG0057994															ESY7_g17125_DN3_SP0_c0.t1				
OG0057995															ESY7_g17170_DN1_SP0_c0.t1				
OG0057996															ESY7_g17186_DN2_SP0_c0.t1				
OG0057997															ESY7_g17196_DN2_SP0_c0.t1				
OG0057998															ESY7_g17202_DN2_SP0_c0.t1				
OG0057999															ESY7_g17217_DN1_SP0_c0.t1				
OG0058000															ESY7_g17265_DN3_SP0_c0.t1				
OG0058001															ESY7_g17297_DN2_SP0_c0.t1				
OG0058002															ESY7_g17305_DN2_SP0_c0.t1				
OG0058003															ESY7_g17337_DN2_SP0_c0.t1				
OG0058004															ESY7_g17365_DN2_SP0_c0.t1				
OG0058005															ESY7_g17393_DN1_SP0_c0.t1				
OG0058006															ESY7_g17395_DN2_SP0_c0.t1				
OG0058007															ESY7_g17400_DN2_SP0_c0.t1				
OG0058008															ESY7_g17403_DN2_SP0_c0.t1				
OG0058009															ESY7_g17406_DN3_SP0_c0.t1				
OG0058010															ESY7_g17416_DN2_SP0_c0.t1				
OG0058011															ESY7_g17423_DN1_SP0_c0.t1				
OG0058012															ESY7_g17434_DN3_SP0_c0.t1				
OG0058013															ESY7_g17444_DN1_SP0_c0.t1				
OG0058014															ESY7_g17453_DN2_SP0_c0.t1				
OG0058015															ESY7_g17470_DN3_SP0_c0.t1				
OG0058016															ESY7_g17513_DN2_SP0_c0.t1				
OG0058017															ESY7_g17539_DN2_SP0_c0.t1				
OG0058018															ESY7_g17553_DN2_SP0_c0.t1				
OG0058019															ESY7_g17577_DN2_SP0_c0.t1				
OG0058020															ESY7_g17627_DN2_SP0_c0.t1				
OG0058021															ESY7_g17629_DN2_SP0_c0.t1				
OG0058022															ESY7_g17634_DN3_SP0_c0.t1				
OG0058023															ESY7_g17722_DN1_SP0_c0.t1				
OG0058024															ESY7_g17724_DN1_SP0_c0.t1				
OG0058025															ESY7_g17781_DN3_SP0_c0.t1				
OG0058026															ESY7_g17837_DN3_SP0_c0.t1				
OG0058027															ESY7_g17860_DN1_SP0_c0.t1				
OG0058028															ESY7_g17905_DN2_SP0_c0.t1				
OG0058029															ESY7_g17932_DN2_SP0_c0.t1				
OG0058030															ESY7_g17941_DN2_SP0_c0.t1				
OG0058031															ESY7_g17966_DN1_SP0_c0.t1				
OG0058032															ESY7_g17967_DN2_SP0_c0.t1				
OG0058033															ESY7_g17972_DN1_SP0_c0.t1				
OG0058034															ESY7_g17976_DN1_SP0_c0.t1				
OG0058035															ESY7_g17991_DN3_SP0_c0.t1				
OG0058036															ESY7_g17999_DN1_SP0_c0.t1				
OG0058037															ESY7_g18011_DN3_SP0_c0.t1				
OG0058038															ESY7_g18046_DN3_SP0_c0.t1				
OG0058039															ESY7_g18047_DN2_SP0_c0.t1				
OG0058040															ESY7_g18051_DN1_SP0_c0.t1				
OG0058041															ESY7_g18075_DN2_SP0_c0.t1				
OG0058042															ESY7_g18093_DN3_SP0_c0.t1				
OG0058043															ESY7_g18110_DN2_SP0_c0.t1				
OG0058044															ESY7_g18120_DN3_SP0_c0.t1				
OG0058045															ESY7_g18135_DN3_SP0_c0.t1				
OG0058046															ESY7_g18143_DN2_SP0_c0.t1				
OG0058047															ESY7_g18172_DN2_SP0_c0.t1				
OG0058048															ESY7_g18178_DN3_SP0_c0.t1				
OG0058049															ESY7_g18206_DN1_SP0_c0.t1				
OG0058050															ESY7_g18212_DN1_SP0_c0.t1				
OG0058051															ESY7_g18213_DN2_SP0_c0.t1				
OG0058052															ESY7_g18214_DN1_SP0_c0.t1				
OG0058053															ESY7_g18229_DN2_SP0_c0.t1				
OG0058054															ESY7_g18263_DN3_SP0_c0.t1				
OG0058055															ESY7_g18272_DN2_SP0_c0.t1				
OG0058056															ESY7_g18289_DN1_SP0_c0.t1				
OG0058057															ESY7_g18312_DN2_SP0_c0.t1				
OG0058058															ESY7_g18314_DN2_SP0_c0.t1				
OG0058059															ESY7_g18405_DN2_SP0_c0.t1				
OG0058060															ESY7_g18423_DN1_SP0_c0.t1				
OG0058061															ESY7_g18433_DN2_SP0_c0.t1				
OG0058062															ESY7_g18519_DN2_SP0_c0.t1				
OG0058063															ESY7_g18528_DN2_SP0_c0.t1				
OG0058064															ESY7_g18538_DN3_SP0_c0.t1				
OG0058065															ESY7_g18544_DN1_SP0_c0.t1				
OG0058066															ESY7_g18551_DN2_SP0_c0.t1				
OG0058067															ESY7_g18556_DN2_SP0_c0.t1				
OG0058068															ESY7_g18559_DN1_SP0_c0.t1				
OG0058069															ESY7_g18560_DN1_SP0_c0.t1				
OG0058070															ESY7_g18571_DN1_SP0_c0.t1				
OG0058071															ESY7_g18590_DN3_SP0_c0.t1				
OG0058072															ESY7_g18720_DN2_SP0_c0.t1				
OG0058073															ESY7_g18722_DN3_SP0_c0.t1				
OG0058074															ESY7_g18735_DN2_SP0_c0.t1				
OG0058075															ESY7_g18801_DN2_SP0_c0.t1				
OG0058076															ESY7_g18806_DN3_SP0_c0.t1				
OG0058077															ESY7_g18843_DN1_SP0_c0.t1				
OG0058078															ESY7_g18877_DN1_SP0_c0.t1				
OG0058079															ESY7_g18880_DN3_SP0_c0.t1				
OG0058080															ESY7_g18885_DN3_SP0_c0.t1				
OG0058081															ESY7_g18896_DN2_SP0_c0.t1				
OG0058082															ESY7_g18901_DN3_SP0_c0.t1				
OG0058083															ESY7_g18918_DN1_SP0_c0.t1				
OG0058084															ESY7_g18934_DN2_SP0_c0.t1				
OG0058085															ESY7_g18935_DN3_SP0_c0.t1				
OG0058086															ESY7_g18978_DN2_SP0_c0.t1				
OG0058087															ESY7_g19014_DN1_SP0_c0.t1				
OG0058088															ESY7_g19028_DN1_SP0_c0.t1				
OG0058089															ESY7_g19064_DN1_SP0_c0.t1				
OG0058090															ESY7_g19093_DN3_SP0_c0.t1				
OG0058091															ESY7_g19129_DN2_SP0_c0.t1				
OG0058092															ESY7_g19187_DN1_SP0_c0.t1				
OG0058093															ESY7_g19199_DN1_SP0_c0.t1				
OG0058094															ESY7_g19200_DN3_SP0_c0.t1				
OG0058095															ESY7_g19211_DN3_SP0_c0.t1				
OG0058096															ESY7_g19225_DN1_SP0_c0.t1				
OG0058097															ESY7_g19253_DN2_SP0_c0.t1				
OG0058098															ESY7_g19268_DN2_SP0_c0.t1				
OG0058099															ESY7_g19281_DN1_SP0_c0.t1				
OG0058100															ESY7_g19334_DN1_SP0_c0.t1				
OG0058101															ESY7_g19336_DN2_SP0_c0.t1				
OG0058102															ESY7_g19350_DN2_SP0_c0.t1				
OG0058103															ESY7_g19387_DN2_SP0_c0.t1				
OG0058104															ESY7_g19440_DN3_SP0_c0.t1				
OG0058105															ESY7_g19445_DN1_SP0_c0.t1				
OG0058106															ESY7_g19475_DN3_SP0_c0.t1				
OG0058107															ESY7_g19481_DN3_SP0_c0.t1				
OG0058108															ESY7_g19490_DN1_SP0_c0.t1				
OG0058109															ESY7_g19573_DN3_SP0_c0.t1				
OG0058110															ESY7_g19604_DN2_SP0_c0.t1				
OG0058111															ESY7_g19642_DN2_SP0_c0.t1				
OG0058112															ESY8_g58132_DN2_SP0_c0.t1				
OG0058113															ESY8_g58146_DN2_SP0_c0.t1				
OG0058114															ESY8_g58149_DN2_SP0_c0.t1				
OG0058115															ESY8_g58169_DN1_SP0_c0.t1				
OG0058116															ESY8_g58178_DN1_SP0_c100.t1				
OG0058117															ESY8_g58199_DN1_SP0_c0.t1				
OG0058118															ESY8_g58264_DN2_SP0_c0.t1				
OG0058119															ESY8_g58291_DN2_SP0_c0.t1				
OG0058120															ESY8_g58309_DN3_SP0_c6.t1				
OG0058121															ESY8_g58331_DN2_SP0_c0.t1				
OG0058122															ESY8_g58368_DN2_SP0_c0.t1				
OG0058123															ESY8_g58427_DN1_SP0_c0.t1				
OG0058124															ESY8_g58450_DN2_SP0_c0.t1				
OG0058125															ESY8_g58457_DN2_SP0_c0.t1				
OG0058126															ESY8_g58461_DN1_SP0_c0.t1				
OG0058127															ESY8_g58485_DN2_SP0_c0.t1				
OG0058128															ESY8_g58509_DN2_SP0_c0.t1				
OG0058129															ESY8_g58523_DN1_SP0_c0.t1				
OG0058130															ESY8_g58574_DN2_SP0_c0.t1				
OG0058131															ESY8_g58581_DN2_SP0_c0.t1				
OG0058132															ESY8_g58586_DN2_SP0_c0.t1				
OG0058133															ESY8_g58588_DN2_SP0_c0.t1				
OG0058134															ESY8_g58601_DN3_SP0_c0.t1				
OG0058135															ESY8_g58602_DN1_SP0_c0.t1				
OG0058136															ESY8_g58608_DN2_SP0_c0.t1				
OG0058137															ESY8_g58628_DN1_SP0_c0.t1				
OG0058138															ESY8_g58652_DN1_SP0_c0.t1				
OG0058139															ESY8_g58682_DN2_SP0_c0.t1				
OG0058140															ESY8_g58708_DN2_SP0_c0.t1				
OG0058141															ESY8_g58753_DN1_SP0_c0.t1				
OG0058142															ESY8_g58765_DN3_SP0_c0.t1				
OG0058143															ESY8_g58766_DN2_SP0_c0.t1				
OG0058144															ESY8_g58768_DN1_SP0_c0.t1				
OG0058145															ESY8_g58779_DN1_SP0_c0.t1				
OG0058146															ESY8_g58784_DN3_SP0_c0.t1				
OG0058147															ESY8_g58802_DN1_SP0_c0.t1				
OG0058148															ESY8_g58824_DN2_SP0_c0.t1				
OG0058149															ESY8_g58845_DN2_SP0_c0.t1				
OG0058150															ESY8_g58850_DN2_SP0_c0.t1				
OG0058151															ESY8_g58851_DN2_SP0_c0.t1				
OG0058152															ESY8_g58856_DN2_SP0_c0.t1				
OG0058153															ESY8_g58889_DN1_SP0_c0.t1				
OG0058154															ESY8_g58907_DN2_SP0_c0.t1				
OG0058155															ESY8_g58909_DN2_SP0_c0.t1				
OG0058156															ESY8_g58923_DN3_SP0_c0.t1				
OG0058157															ESY8_g58932_DN2_SP0_c0.t1				
OG0058158															ESY8_g58951_DN1_SP0_c0.t1				
OG0058159															ESY8_g58960_DN1_SP0_c0.t1				
OG0058160															ESY8_g58961_DN1_SP0_c0.t1				
OG0058161															ESY8_g58971_DN2_SP0_c0.t1				
OG0058162															ESY8_g58996_DN3_SP0_c0.t1				
OG0058163															ESY8_g59001_DN2_SP0_c0.t1				
OG0058164															ESY8_g59007_DN2_SP0_c0.t1				
OG0058165															ESY8_g59015_DN3_SP0_c0.t1				
OG0058166															ESY8_g59029_DN1_SP0_c0.t1				
OG0058167															ESY8_g59044_DN1_SP0_c0.t1				
OG0058168															ESY8_g59050_DN1_SP0_c0.t1				
OG0058169															ESY8_g59065_DN2_SP0_c0.t1				
OG0058170															ESY8_g59067_DN2_SP0_c0.t1				
OG0058171															ESY8_g59088_DN1_SP0_c0.t1				
OG0058172															ESY8_g59095_DN2_SP0_c0.t1				
OG0058173															ESY8_g59109_DN3_SP0_c0.t1				
OG0058174															ESY8_g59110_DN3_SP0_c0.t1				
OG0058175															ESY8_g59140_DN2_SP0_c0.t1				
OG0058176															ESY8_g59161_DN2_SP0_c11.t1				
OG0058177															ESY8_g59179_DN2_SP0_c0.t1				
OG0058178															ESY8_g59221_DN1_SP0_c0.t1				
OG0058179															ESY8_g59257_DN2_SP0_c0.t1				
OG0058180															ESY8_g59306_DN3_SP0_c0.t1				
OG0058181															ESY8_g59310_DN2_SP0_c0.t1				
OG0058182															ESY8_g59319_DN3_SP0_c0.t1				
OG0058183															ESY8_g59322_DN2_SP0_c0.t1				
OG0058184															ESY8_g59337_DN1_SP0_c0.t1				
OG0058185															ESY8_g59341_DN2_SP0_c0.t1				
OG0058186															ESY8_g59360_DN3_SP0_c0.t1				
OG0058187															ESY8_g59372_DN2_SP0_c0.t1				
OG0058188															ESY8_g59380_DN2_SP0_c0.t1				
OG0058189															ESY8_g59382_DN1_SP0_c0.t1				
OG0058190															ESY8_g59425_DN2_SP0_c0.t1				
OG0058191															ESY8_g59428_DN1_SP0_c0.t1				
OG0058192															ESY8_g59429_DN2_SP0_c0.t1				
OG0058193															ESY8_g59446_DN1_SP0_c0.t1				
OG0058194															ESY8_g59484_DN2_SP0_c0.t1				
OG0058195															ESY8_g59499_DN2_SP0_c0.t1				
OG0058196															ESY8_g59506_DN3_SP7_c0.t1				
OG0058197															ESY8_g59509_DN2_SP0_c0.t1				
OG0058198															ESY8_g59519_DN2_SP0_c0.t1				
OG0058199															ESY8_g59532_DN2_SP0_c0.t1				
OG0058200															ESY8_g59537_DN2_SP0_c0.t1				
OG0058201															ESY8_g59541_DN2_SP0_c0.t1				
OG0058202															ESY8_g59552_DN1_SP0_c0.t1				
OG0058203															ESY8_g59563_DN2_SP0_c0.t1				
OG0058204															ESY8_g59568_DN2_SP0_c0.t1				
OG0058205															ESY8_g59577_DN1_SP0_c0.t1				
OG0058206															ESY8_g59585_DN3_SP0_c0.t1				
OG0058207															ESY8_g59608_DN2_SP0_c0.t1				
OG0058208															ESY8_g59642_DN3_SP0_c0.t1				
OG0058209															ESY8_g59645_DN1_SP0_c0.t1				
OG0058210															ESY8_g59652_DN1_SP0_c0.t1				
OG0058211															ESY8_g59653_DN1_SP0_c0.t1				
OG0058212															ESY8_g59654_DN2_SP0_c0.t1				
OG0058213															ESY8_g59655_DN1_SP0_c0.t1				
OG0058214															ESY8_g59658_DN1_SP0_c0.t1				
OG0058215															ESY8_g59661_DN2_SP0_c0.t1				
OG0058216															ESY8_g59669_DN2_SP0_c0.t1				
OG0058217															ESY8_g59686_DN1_SP0_c0.t1				
OG0058218															ESY8_g59687_DN1_SP0_c0.t1				
OG0058219															ESY8_g59718_DN2_SP0_c0.t1				
OG0058220															ESY8_g59743_DN3_SP0_c0.t1				
OG0058221															ESY8_g59753_DN1_SP0_c0.t1				
OG0058222															ESY8_g59754_DN2_SP0_c0.t1				
OG0058223															ESY8_g59767_DN1_SP0_c0.t1				
OG0058224															ESY8_g59769_DN2_SP0_c0.t1				
OG0058225															ESY8_g59799_DN1_SP0_c0.t1				
OG0058226															ESY8_g59808_DN2_SP0_c0.t1				
OG0058227															ESY8_g59822_DN2_SP0_c0.t1				
OG0058228															ESY8_g59824_DN1_SP0_c0.t1				
OG0058229															ESY8_g59858_DN2_SP0_c0.t1				
OG0058230															ESY8_g59863_DN1_SP0_c0.t1				
OG0058231															ESY8_g59891_DN2_SP0_c0.t1				
OG0058232															ESY8_g59929_DN2_SP0_c0.t1				
OG0058233															ESY8_g59948_DN2_SP0_c0.t1				
OG0058234															ESY8_g59962_DN2_SP0_c0.t1				
OG0058235															ESY8_g59964_DN1_SP0_c0.t1				
OG0058236															ESY8_g59971_DN2_SP0_c0.t1				
OG0058237															ESY8_g59980_DN1_SP0_c0.t1				
OG0058238															ESY8_g59997_DN1_SP0_c0.t1				
OG0058239															ESY8_g60000_DN2_SP0_c93.t1				
OG0058240															ESY8_g60033_DN1_SP0_c0.t1				
OG0058241															ESY8_g60057_DN2_SP0_c0.t1				
OG0058242															ESY8_g60083_DN2_SP0_c0.t1				
OG0058243															ESY8_g60123_DN1_SP0_c0.t1				
OG0058244															ESY8_g60124_DN2_SP0_c0.t1				
OG0058245															ESY8_g60135_DN2_SP0_c0.t1				
OG0058246															ESY8_g60163_DN2_SP0_c100.t1				
OG0058247															ESY8_g60171_DN2_SP0_c0.t1				
OG0058248															ESY8_g60173_DN1_SP0_c0.t1				
OG0058249															ESY8_g60219_DN1_SP0_c0.t1				
OG0058250															ESY8_g60229_DN1_SP0_c11.t1				
OG0058251															ESY8_g60277_DN1_SP0_c0.t1				
OG0058252															ESY8_g60299_DN1_SP0_c0.t1				
OG0058253															ESY8_g60316_DN1_SP0_c0.t1				
OG0058254															ESY8_g60331_DN1_SP0_c0.t1				
OG0058255															ESY8_g60332_DN1_SP0_c0.t1				
OG0058256															ESY8_g60362_DN2_SP0_c0.t1				
OG0058257															ESY8_g60367_DN1_SP0_c0.t1				
OG0058258															ESY8_g60373_DN3_SP0_c0.t1				
OG0058259															ESY8_g60388_DN2_SP0_c0.t1				
OG0058260															ESY8_g60432_DN1_SP0_c0.t1				
OG0058261															ESY8_g60433_DN2_SP0_c0.t1				
OG0058262															ESY8_g60434_DN1_SP0_c0.t1				
OG0058263															ESY8_g60449_DN1_SP0_c0.t1				
OG0058264															ESY8_g60520_DN1_SP0_c0.t1				
OG0058265															ESY8_g60526_DN2_SP0_c0.t1				
OG0058266															ESY8_g60527_DN2_SP0_c0.t1				
OG0058267															ESY8_g60571_DN2_SP0_c0.t1				
OG0058268															ESY8_g60579_DN2_SP0_c0.t1				
OG0058269															ESY8_g60601_DN1_SP0_c0.t1				
OG0058270															ESY8_g60602_DN2_SP0_c0.t1				
OG0058271															ESY8_g60607_DN1_SP0_c0.t1				
OG0058272															ESY8_g60618_DN1_SP0_c0.t1				
OG0058273															ESY8_g60625_DN1_SP0_c0.t1				
OG0058274															ESY8_g60630_DN3_SP0_c0.t1				
OG0058275															ESY8_g60689_DN2_SP0_c0.t1				
OG0058276															ESY8_g60732_DN2_SP0_c0.t1				
OG0058277															ESY8_g60734_DN1_SP0_c0.t1				
OG0058278															ESY8_g60764_DN1_SP0_c0.t1				
OG0058279															ESY8_g60787_DN1_SP0_c0.t1				
OG0058280															ESY8_g60789_DN2_SP0_c0.t1				
OG0058281															ESY8_g60814_DN2_SP0_c0.t1				
OG0058282															ESY8_g60817_DN3_SP0_c0.t1				
OG0058283															ESY8_g60819_DN1_SP0_c0.t1				
OG0058284															ESY8_g60829_DN2_SP0_c0.t1				
OG0058285															ESY8_g60830_DN2_SP0_c0.t1				
OG0058286															ESY8_g60848_DN1_SP0_c0.t1				
OG0058287															ESY8_g60853_DN3_SP0_c0.t1				
OG0058288															ESY8_g60873_DN2_SP0_c0.t1				
OG0058289															ESY8_g60888_DN1_SP0_c0.t1				
OG0058290															ESY8_g60909_DN3_SP0_c0.t1				
OG0058291															ESY8_g60915_DN2_SP0_c0.t1				
OG0058292															ESY8_g60920_DN2_SP0_c0.t1				
OG0058293															ESY8_g60998_DN3_SP0_c0.t1				
OG0058294															ESY8_g61013_DN2_SP0_c0.t1				
OG0058295															ESY8_g61025_DN2_SP0_c0.t1				
OG0058296															ESY8_g61026_DN1_SP0_c0.t1				
OG0058297															ESY8_g61027_DN2_SP0_c0.t1				
OG0058298															ESY8_g61050_DN1_SP0_c0.t1				
OG0058299															ESY8_g61062_DN2_SP0_c0.t1				
OG0058300															ESY8_g61065_DN1_SP0_c0.t1				
OG0058301															ESY8_g61070_DN1_SP0_c0.t1				
OG0058302															ESY8_g61082_DN3_SP0_c0.t1				
OG0058303															ESY8_g61108_DN2_SP0_c0.t1				
OG0058304															ESY8_g61143_DN1_SP0_c0.t1				
OG0058305															ESY8_g61150_DN1_SP0_c0.t1				
OG0058306															ESY8_g61152_DN1_SP0_c18.t1				
OG0058307															ESY8_g61159_DN2_SP0_c0.t1				
OG0058308															ESY8_g61281_DN1_SP0_c10.t1				
OG0058309															ESY8_g61307_DN1_SP0_c0.t1				
OG0058310															ESY8_g61308_DN3_SP0_c0.t1				
OG0058311															ESY8_g61313_DN3_SP0_c0.t1				
OG0058312															ESY8_g61318_DN3_SP0_c0.t1				
OG0058313															ESY8_g61375_DN2_SP0_c0.t1				
OG0058314															ESY8_g61409_DN3_SP0_c0.t1				
OG0058315															ESY9_g42441_DN3_SP0_c0.t1				
OG0058316															ESY9_g42465_DN2_SP0_c0.t1				
OG0058317															ESY9_g42483_DN1_SP0_c0.t1				
OG0058318															ESY9_g42512_DN3_SP0_c0.t1				
OG0058319															ESY9_g42516_DN1_SP0_c0.t1				
OG0058320															ESY9_g42517_DN2_SP0_c0.t1				
OG0058321															ESY9_g42528_DN3_SP0_c0.t1				
OG0058322															ESY9_g42535_DN2_SP0_c0.t1				
OG0058323															ESY9_g42537_DN3_SP0_c0.t1				
OG0058324															ESY9_g42544_DN1_SP0_c0.t1				
OG0058325															ESY9_g42563_DN1_SP0_c0.t1				
OG0058326															ESY9_g42573_DN1_SP0_c0.t1				
OG0058327															ESY9_g42575_DN1_SP0_c0.t1				
OG0058328															ESY9_g42576_DN2_SP0_c0.t1				
OG0058329															ESY9_g42583_DN2_SP0_c0.t1				
OG0058330															ESY9_g42588_DN2_SP0_c0.t1				
OG0058331															ESY9_g42594_DN2_SP0_c0.t1				
OG0058332															ESY9_g42595_DN1_SP0_c0.t1				
OG0058333															ESY9_g42596_DN1_SP0_c0.t1				
OG0058334															ESY9_g42598_DN1_SP0_c0.t1				
OG0058335															ESY9_g42655_DN2_SP0_c0.t1				
OG0058336															ESY9_g42675_DN3_SP0_c0.t1				
OG0058337															ESY9_g42690_DN2_SP0_c0.t1				
OG0058338															ESY9_g42702_DN2_SP0_c0.t1				
OG0058339															ESY9_g42730_DN2_SP0_c0.t1				
OG0058340															ESY9_g42745_DN3_SP0_c0.t1				
OG0058341															ESY9_g42785_DN1_SP0_c0.t1				
OG0058342															ESY9_g42791_DN1_SP0_c0.t1				
OG0058343															ESY9_g42805_DN1_SP0_c0.t1				
OG0058344															ESY9_g42812_DN1_SP0_c28.t1				
OG0058345															ESY9_g42858_DN2_SP0_c0.t1				
OG0058346															ESY9_g42872_DN3_SP0_c0.t1				
OG0058347															ESY9_g42890_DN3_SP0_c0.t1				
OG0058348															ESY9_g42892_DN1_SP0_c0.t1				
OG0058349															ESY9_g42921_DN2_SP0_c0.t1				
OG0058350															ESY9_g42941_DN2_SP0_c0.t1				
OG0058351															ESY9_g42942_DN2_SP0_c0.t1				
OG0058352															ESY9_g42951_DN1_SP0_c0.t1				
OG0058353															ESY9_g42954_DN1_SP0_c0.t1				
OG0058354															ESY9_g42955_DN1_SP0_c0.t1				
OG0058355															ESY9_g42969_DN2_SP0_c0.t1				
OG0058356															ESY9_g42975_DN1_SP0_c0.t1				
OG0058357															ESY9_g43008_DN1_SP0_c19.t1				
OG0058358															ESY9_g43077_DN3_SP0_c0.t1				
OG0058359															ESY9_g43078_DN2_SP0_c0.t1				
OG0058360															ESY9_g43091_DN2_SP0_c11.t1				
OG0058361															ESY9_g43121_DN1_SP0_c0.t1				
OG0058362															ESY9_g43136_DN2_SP0_c0.t1				
OG0058363															ESY9_g43142_DN2_SP0_c0.t1				
OG0058364															ESY9_g43196_DN1_SP0_c0.t1				
OG0058365															ESY9_g43202_DN2_SP0_c0.t1				
OG0058366															ESY9_g43213_DN1_SP0_c0.t1				
OG0058367															ESY9_g43230_DN2_SP0_c0.t1				
OG0058368															ESY9_g43279_DN3_SP0_c0.t1				
OG0058369															ESY9_g43294_DN3_SP0_c0.t1				
OG0058370															ESY9_g43331_DN2_SP0_c0.t1				
OG0058371															ESY9_g43353_DN2_SP0_c0.t1				
OG0058372															ESY9_g43365_DN2_SP0_c0.t1				
OG0058373															ESY9_g43366_DN2_SP0_c0.t1				
OG0058374															ESY9_g43370_DN2_SP0_c0.t1				
OG0058375															ESY9_g43371_DN2_SP0_c0.t1				
OG0058376															ESY9_g43380_DN2_SP0_c0.t1				
OG0058377															ESY9_g43410_DN1_SP0_c0.t1				
OG0058378															ESY9_g43435_DN1_SP0_c0.t1				
OG0058379															ESY9_g43438_DN1_SP0_c0.t1				
OG0058380															ESY9_g43470_DN1_SP0_c0.t1				
OG0058381															ESY9_g43482_DN3_SP0_c0.t1				
OG0058382															ESY9_g43483_DN2_SP0_c0.t1				
OG0058383															ESY9_g43518_DN1_SP0_c0.t1				
OG0058384															ESY9_g43525_DN2_SP0_c0.t1				
OG0058385															ESY9_g43539_DN1_SP0_c0.t1				
OG0058386															ESY9_g43552_DN1_SP0_c0.t1				
OG0058387															ESY9_g43554_DN2_SP0_c0.t1				
OG0058388															ESY9_g43585_DN2_SP0_c0.t1				
OG0058389															ESY9_g43612_DN1_SP0_c0.t1				
OG0058390															ESY9_g43617_DN2_SP0_c0.t1				
OG0058391															ESY9_g43635_DN2_SP0_c0.t1				
OG0058392															ESY9_g43648_DN1_SP0_c0.t1				
OG0058393															ESY9_g43649_DN3_SP0_c0.t1				
OG0058394															ESY9_g43669_DN2_SP0_c0.t1				
OG0058395															ESY9_g43681_DN3_SP0_c0.t1				
OG0058396															ESY9_g43735_DN1_SP0_c0.t1				
OG0058397															ESY9_g43736_DN2_SP0_c0.t1				
OG0058398															ESY9_g43753_DN2_SP0_c0.t1				
OG0058399															ESY9_g43785_DN1_SP0_c0.t1				
OG0058400															ESY9_g43787_DN2_SP0_c0.t1				
OG0058401															ESY9_g43795_DN2_SP0_c0.t1				
OG0058402															ESY9_g43796_DN3_SP0_c0.t1				
OG0058403															ESY9_g43812_DN3_SP0_c0.t1				
OG0058404															ESY9_g43867_DN2_SP0_c0.t1				
OG0058405															ESY9_g43881_DN1_SP0_c0.t1				
OG0058406															ESY9_g43916_DN1_SP0_c0.t1				
OG0058407															ESY9_g43927_DN1_SP0_c11.t1				
OG0058408															ESY9_g43938_DN2_SP0_c0.t1				
OG0058409															ESY9_g43956_DN3_SP0_c0.t1				
OG0058410															ESY9_g43994_DN2_SP0_c0.t1				
OG0058411															ESY9_g43995_DN1_SP0_c0.t1				
OG0058412															ESY9_g44012_DN2_SP0_c50.t1				
OG0058413															ESY9_g44019_DN2_SP0_c0.t1				
OG0058414															ESY9_g44035_DN2_SP0_c0.t1				
OG0058415															ESY9_g44059_DN2_SP0_c0.t1				
OG0058416															ESY9_g44101_DN1_SP0_c0.t1				
OG0058417															ESY9_g44179_DN2_SP0_c0.t1				
OG0058418															ESY9_g44255_DN1_SP0_c0.t1				
OG0058419															ESY9_g44323_DN1_SP0_c0.t1				
OG0058420															ESY9_g44325_DN1_SP0_c0.t1				
OG0058421															ESY9_g44333_DN2_SP0_c0.t1				
OG0058422															ESY9_g44334_DN2_SP0_c0.t1				
OG0058423															ESY9_g44397_DN3_SP0_c0.t1				
OG0058424															ESY9_g44398_DN2_SP0_c0.t1				
OG0058425															ESY9_g44453_DN3_SP0_c0.t1				
OG0058426															ESY9_g44482_DN2_SP0_c0.t1				
OG0058427															ESY9_g44513_DN2_SP0_c0.t1				
OG0058428															ESY9_g44539_DN1_SP0_c0.t1				
OG0058429															ESY9_g44540_DN1_SP0_c0.t1				
OG0058430															ESY9_g44582_DN2_SP0_c0.t1				
OG0058431															ESY9_g44612_DN2_SP0_c44.t1				
OG0058432															ESY9_g44621_DN2_SP0_c0.t1				
OG0058433															ESY9_g44623_DN2_SP0_c0.t1				
OG0058434															ESY9_g44646_DN1_SP0_c0.t1				
