Orthogroup	Arabidopsis_lyrata_Rawat	Cardamine_glauca
OG0012982	AL8G13490	Cg008G2959300
OG0012983	nbis-gene-1990	Cg008G2955600
OG0012984	AL1G56940	Cg006G1836300
OG0012985	AL1G56950	Cg006G1836200
OG0012986	AL1G57010	Cg006G1835900
OG0012987	AL1G57170	Cg006G1834900
OG0012988	AL1G57790	Cg006G1831300
OG0012989	AL7G28790	Cg001G0159800
OG0012990	AL1G58260	Cg006G1827800
OG0012991	AL1G58280	Cg006G1827600
OG0012992	AL1G58620	Cg006G1825600
OG0012993	AL1G58870	Cg006G1823900
OG0012994	AL1G58880	Cg006G1823800
OG0012995	AL1G58890	Cg006G1823500
OG0012996	AL1G58950	Cg006G1822900
OG0012997	AL1G59170	Cg006G1821400
OG0012998	AL1G59440	Cg006G1819500
OG0012999	AL1G59450	Cg006G1819400
OG0013000	AL1G60250	Cg006G1813200
OG0013001	AL1G60260	Cg006G1813100
OG0013002	AL1G60510, AL1G60540	Cg006G1811900
OG0013003	AL5G19690	Cg008G2857600
OG0013005	AL1G61220	Cg006G1806300
OG0013006	AL1G61350	Cg006G1805300
OG0013007	AL8G18350	Cg008G2893900
OG0013008	AL8G17930	Cg008G2921800
OG0013009	AL8G17750	Cg008G2923500
OG0013010	AL8G17700	Cg008G2923900
OG0013011	AL8G17550	Cg008G2924600
OG0013012	AL4G29250	Cg005G1597000
OG0013013	AL4G29280	Cg005G1596700
OG0013015	AL8G25500	Cg003G0894600
OG0013017	AL4G30660	Cg005G1586200
OG0013018	AL4G30670	Cg005G1586100
OG0013019	AL4G30780	Cg005G1584900
OG0013020	AL4G30960	Cg005G1583700
OG0013021	AL4G31020	Cg005G1583300
OG0013022	AL4G31110	Cg005G1582400
OG0013023	AL4G31220	Cg001G0280600, Cg005G1581300
OG0013024	AL4G31400	Cg005G1579800
OG0013025	AL4G31430	Cg005G1579400
OG0013026	AL4G31540	Cg005G1578300
OG0013027	AL8G19150	Cg008G2916800
OG0013028	AL4G31560	Cg005G1578100
OG0013029	AL4G31810	Cg008G2735000, Cg005G1576100
OG0013030	AL4G31880	Cg005G1575500
OG0013031	AL7G34730	Cg001G0206900
OG0013033	AL7G34900	Cg001G0208400
OG0013034	AL7G35250	Cg001G0211800
OG0013035	AL7G35160	Cg001G0210700
OG0013036	AL7G35120	Cg001G0210200
OG0013037	AL7G35050	Cg001G0210000
OG0013039	AL7G35470	Cg001G0213100
OG0013040	AL7G35620	Cg001G0214700
OG0013041	AL7G35630	Cg001G0214800
OG0013042	AL7G35740	Cg001G0216000
OG0013043	AL7G36040	Cg001G0218600
OG0013044	AL7G36170	Cg001G0219600
OG0013045	AL8G22170	Cg008G2864900, Cg008G2849600
OG0013046	AL2G29220	Cg007G2470200
OG0013047	AL7G36700	Cg001G0224200
OG0013048	AL7G36790	Cg001G0224900
OG0013049	AL7G36820	Cg001G0225100
OG0013050	AL7G36870	Cg001G0225500
OG0013051	AL7G36990	Cg001G0226600
OG0013052	AL7G37080	Cg001G0227200
OG0013053	AL7G37150	Cg001G0227900
OG0013054	AL7G37340	Cg001G0229400
OG0013055	AL1G12900	Cg006G2232700
OG0013056	AL5G31470	Cg002G0517700
OG0013057	AL5G31460	Cg002G0517800
OG0013059	AL5G31210	Cg002G0519500
OG0013060	AL5G30850	Cg002G0521500
OG0013061	AL5G44600	Cg002G0410000
OG0013062	AL5G30770	Cg002G0522100
OG0013063	AL5G30740	Cg002G0522500
OG0013064	AL5G30670	Cg002G0523200
OG0013065	AL5G30580	Cg002G0523900
OG0013067	AL7G29760	Cg001G0167800
OG0013068	AL7G29840	Cg001G0168100
OG0013069	AL7G29870	Cg001G0168400
OG0013070	AL8G26680, AL271U10020	Cg003G0906200
OG0013071	nbis-gene-2097	Cg003G0903100
OG0013072	AL8G26090	Cg003G0899900
OG0013073	AL8G25930	Cg003G0898600
OG0013074	AL64U10020	Cg003G0897700
OG0013075	AL8G25710	Cg003G0896100
OG0013076	AL8G25560	Cg003G0895000
OG0013077	AL8G25320	Cg003G0892900
OG0013078	AL8G25420	Cg003G0894000
OG0013079	AL3G45480	Cg004G1364000
OG0013080	AL3G44790	Cg004G1356300
OG0013081	AL3G45930	Cg004G1367800
OG0013082	AL6G12130	Cg008G2600200, Cg008G2600300
OG0013083	AL3G46830	Cg004G1385100, Cg004G1376000
OG0013084	AL3G46990	Cg004G1388100, Cg004G1379400
OG0013085	AL3G47330	Cg004G1383200, Cg004G1390900
OG0013086	AL3G47340	Cg004G1391000, Cg004G1383300
OG0013087	AL3G47450	Cg004G1392400
OG0013088	nbis-gene-862	Cg004G1394200, Cg001G0289200
OG0013089	AL3G47680	Cg004G1394900
OG0013090	AL3G47740	Cg004G1395000
OG0013092	AL3G49410	Cg004G1402200
OG0013093	AL3G49590	Cg004G1403600
OG0013094	AL1G48920	Cg006G1923300
OG0013095	AL7G29450	Cg001G0164900
OG0013096	AL7G29440	Cg001G0164800
OG0013097	AL7G29500	Cg001G0165400
OG0013098	AL7G29510	Cg001G0165500
OG0013099	AL7G29630	Cg001G0166700
OG0013100	AL7G29890	Cg001G0168600
OG0013101	AL7G12180	Cg001G0017400
OG0013102	AL7G30660	Cg001G0175600
OG0013103	AL7G30670	Cg001G0175800
OG0013104	AL7G30870	Cg001G0177300
OG0013105	AL7G30930	Cg001G0177900
OG0013106	AL7G31130	Cg001G0179400
OG0013107	nbis-gene-1797	Cg001G0180100
OG0013108	AL7G31440	Cg001G0181800
OG0013109	AL7G31540	Cg001G0182400
OG0013110	AL5G44620	Cg002G0409900
OG0013111	AL7G31690	Cg001G0183600
OG0013112	AL7G31740	Cg001G0184300
OG0013113	AL7G31900	Cg001G0184600
OG0013114	AL7G33920	Cg001G0201500
OG0013115	AL7G33780	Cg001G0200600
OG0013116	AL7G33760	Cg001G0200400
OG0013117	AL7G33710	Cg001G0200200
OG0013118	AL7G33690	Cg001G0200100
OG0013119	AL1G52510	Cg006G1869900
OG0013120	AL7G33360	Cg001G0196700
OG0013121	AL7G33250	Cg001G0195500
OG0013122	AL8G24260	Cg005G1696800, Cg003G0873700, Cg016G3060400
OG0013123	AL7G32850	Cg001G0191900
OG0013124	AL7G32810	Cg001G0191500
OG0013125	AL1G51310	Cg006G1895100
OG0013126	AL7G32470	Cg001G0188900
OG0013127	AL7G32270	Cg001G0187200
OG0013128	AL7G32260	Cg001G0187100
OG0013129	AL7G32130	Cg001G0185800
OG0013130	AL7G34370	Cg001G0204200
OG0013131	AL6G43590	Cg003G0779200
OG0013132	AL6G41450	Cg003G0790800
OG0013133	AL6G42870	Cg003G0789400
OG0013134	AL6G42910	Cg003G0789200
OG0013135	AL8G19490	Cg008G2913200
OG0013136	AL8G19280	Cg008G2916000
OG0013137	AL8G19250	Cg008G2916300
OG0013138	AL6G36700	Cg008G2910400
OG0013139	AL8G19070	Cg008G2910200
OG0013140	AL8G18860	Cg008G2904900
OG0013141	AL8G18850	Cg008G2904800
OG0013142	AL8G18620	Cg008G2902700
OG0013143	AL8G18540	Cg008G2901100
OG0013144	AL8G18520	Cg008G2899000
OG0013145	AL7G38690	Cg001G0241700
OG0013146	AL7G38630	Cg001G0241300
OG0013147	AL7G38600	Cg001G0241000
OG0013148	AL7G38450	Cg001G0239800
OG0013149	AL7G38270	Cg001G0239100
OG0013150	AL7G38260, AL7G38210	Cg001G0239000
OG0013151	AL7G37960	Cg001G0236700
OG0013152	AL7G37750	Cg001G0233600
OG0013153	AL7G37710	Cg001G0233300
OG0013154	AL7G37620	Cg001G0232000
OG0013156	AL3G10030	Cg004G1070700
OG0013157	AL3G32740	Cg004G1071000
OG0013158	AL3G10090	Cg004G1071600
OG0013159	AL3G10210	Cg004G1072300
OG0013160	AL3G10330	Cg004G1073500
OG0013161	AL3G10350	Cg004G1073700
OG0013162	AL3G10550	Cg004G1075300
OG0013164	AL8G44960	Cg003G1064000
OG0013165	AL954U10020, AL8G23350	Cg003G1064200
OG0013166	AL8G45020	Cg003G1064500
OG0013167	AL8G45050	Cg003G1064900
OG0013169	AL8G45180	Cg003G1066000
OG0013171	AL8G45340	Cg003G1067600
OG0013172	AL3G53530	Cg004G1442300
OG0013173	AL8G45530	Cg003G1069100
OG0013174	AL472U10020, AL8G45580	Cg003G1069500
OG0013175	AL8G45690	Cg003G0887800, Cg003G1070200
OG0013176	AL8G45710	Cg001G0062700
OG0013177	AL5G46420	Cg002G0395200
OG0013178	AL5G46370	Cg002G0395700
OG0013179	AL5G46360	Cg002G0395800
OG0013180	AL5G46290	Cg002G0396500
OG0013182	AL5G46190	Cg002G0397400
OG0013183	AL5G46150	Cg002G0397800
OG0013184	AL5G46140	Cg002G0397900
OG0013185	AL5G45990	Cg002G0399500
OG0013186	AL5G45980	Cg002G0399600
OG0013187	AL5G45810	Cg002G0400600
OG0013188	AL5G45590	Cg002G0402800
OG0013189	AL5G45470	Cg002G0403500
OG0013190	AL5G45460	Cg002G0403600
OG0013191	AL5G44830	Cg002G0408300
OG0013192	AL5G44750	Cg002G0409200
OG0013193	AL5G44360	Cg002G0412000
OG0013194	AL5G44350	Cg002G0412100
OG0013195	AL5G44180	Cg002G0413600
OG0013196	AL5G43900	Cg002G0414900
OG0013197	AL8G25850	Cg003G0897400
OG0013198	AL5G43290	Cg002G0419200
OG0013199	AL5G42760	Cg002G0423400
OG0013200	AL5G42630	Cg002G0424300
OG0013201	AL5G42530	Cg002G0425100
OG0013202	AL4G12960	Cg005G1758000
OG0013204	AL5G42280	Cg002G0427300
OG0013206	AL5G41800	Cg002G0430000
OG0013207	AL5G41760	Cg002G0430500
OG0013208	AL8G20610	Cg008G2823900
OG0013209	AL5G41350	Cg002G0432300
OG0013210	AL1G65580	Cg007G2342700
OG0013211	AL5G40930	Cg002G0436000
OG0013212	AL2G23690	Cg007G2421600
OG0013213	AL7G26420	Cg001G0137900
OG0013214	AL5G40350	Cg002G0439600
OG0013215	AL5G40240	Cg002G0440600
OG0013216	AL5G26580	Cg002G0554500
OG0013217	AL5G39870	Cg002G0442700
OG0013218	AL5G39840	Cg002G0442900
OG0013219	AL5G39780	Cg002G0443500
OG0013220	AL5G39570	Cg002G0445400
OG0013221	AL5G39560	Cg002G0445500
OG0013222	AL5G39440	Cg002G0446600
OG0013223	AL5G39060	Cg002G0449600
OG0013224	AL5G39000	Cg002G0450000
OG0013225	AL5G38840	Cg002G0451200
OG0013226	AL5G38500	Cg002G0453800
OG0013227	AL5G38290	Cg002G0455400
OG0013228	AL5G38200	Cg002G0456400
OG0013229	AL5G38140	Cg002G0456700
OG0013230	AL5G38060	Cg002G0457500
OG0013231	AL5G37940	Cg002G0458500
OG0013232	AL5G37850	Cg002G0459800
OG0013233	AL5G37590	Cg002G0461900
OG0013234	AL5G37580	Cg002G0462000
OG0013235	AL5G37530	Cg002G0462600
OG0013236	AL8G21830	Cg008G2852900, Cg008G2868700
OG0013237	AL5G37340	Cg002G0464000
OG0013238	AL5G37230	Cg002G0465300
OG0013239	AL5G36700	Cg002G0470500
OG0013240	AL5G36690	Cg002G0470600
OG0013241	AL5G36550	Cg002G0470100, Cg002G0472000
OG0013242	AL5G36480	Cg002G0473000
OG0013243	AL5G36100	Cg002G0476700
OG0013244	AL5G35970	Cg002G0478000
OG0013245	AL5G35960	Cg002G0478100
OG0013247	AL5G35790	Cg002G0479900
OG0013248	AL5G35560	Cg002G0482000
OG0013249	AL5G35300	Cg002G0484200
OG0013250	AL5G35270	Cg002G0484400
OG0013251	AL2G23900	Cg007G2424500
OG0013252	AL5G35100, AL5G35110	Cg002G0486100
OG0013253	AL7G38570	Cg001G0240700
OG0013254	AL5G34790	Cg002G0488600
OG0013256	AL5G34360	Cg002G0492300
OG0013257	AL5G34320	Cg002G0492700
OG0013258	AL5G34270	Cg002G0493800
OG0013259	AL5G34260	Cg002G0493600
OG0013260	AL5G33870	Cg002G0497000
OG0013261	AL5G33690	Cg002G0498700
OG0013262	AL5G33650	Cg002G0499000
OG0013263	AL5G33620	Cg002G0499400
OG0013264	AL5G33300	Cg002G0502500
OG0013265	AL8G29050	Cg003G0924300
OG0013266	AL8G29040	Cg003G0924200
OG0013267	AL8G29030	Cg003G0924100
OG0013268	AL8G28980	Cg003G0922900
OG0013269	AL8G28180	Cg003G0918200
OG0013270	AL8G28080	Cg003G0917200
OG0013271	AL8G27840	Cg003G0915700
OG0013272	AL7G39000	Cg001G0243900
OG0013273	AL7G39040	Cg001G0244300
OG0013274	AL7G28740	Cg001G0159000
OG0013275	AL7G39130	Cg001G0245300
OG0013276	AL3G40250	Cg004G1317800
OG0013277	AL3G40490	Cg004G1318700
OG0013278	AL3G41150	Cg004G1322800
OG0013279	AL8G12580, AL3G41270	Cg004G1323800
OG0013280	AL3G41280	Cg004G1323900
OG0013281	AL3G41670	Cg004G1324500
OG0013282	AL3G42180	Cg004G1331100
OG0013283	AL3G42450	Cg004G1336500
OG0013285	AL3G42510	Cg004G1337200
OG0013286	AL3G43000	Cg004G1345000
OG0013287	AL3G43520	Cg004G1348200
OG0013288	AL3G43670	Cg004G1349900
OG0013289	AL3G43680	Cg004G1350000
OG0013290	AL3G43800	Cg004G1351700
OG0013291	AL3G39790	Cg004G1313700
OG0013292	AL3G39860	Cg004G1314800
OG0013293	AL3G39870	Cg004G1314900
OG0013294	nbis-gene-782	Cg004G1315000
OG0013295	AL2G24910	Cg007G2431800
OG0013296	AL2G25140	Cg007G2434200
OG0013297	nbis-gene-1235	Cg005G1650900
OG0013298	AL2G25410	Cg007G2437200
OG0013299	AL2G25440	Cg007G2437400
OG0013300	AL2G25680	Cg007G2438400
OG0013301	AL2G25690	Cg007G2438500
OG0013302	AL2G25800	Cg007G2439500
OG0013303	AL2G26220	Cg007G2442400
OG0013304	AL2G26250	Cg007G2442800
OG0013305	AL2G26300	Cg007G2443200
OG0013306	AL2G26530	Cg007G2445100
OG0013307	AL2G26980	Cg007G2446600
OG0013308	AL2G26810	Cg007G2448300
OG0013309	nbis-gene-563	Cg007G2451900
OG0013311	AL7G45120	Cg001G0320700
OG0013312	AL3G51000	Cg004G1415500
OG0013313	AL3G51540	Cg004G1419100
OG0013314	AL3G51590	Cg004G1419700
OG0013315	AL7G48630	Cg001G0381900
OG0013316	AL3G51800	Cg004G1421300
OG0013317	AL3G52030	Cg004G1422700
OG0013318	AL3G52090	Cg004G1423400
OG0013319	AL3G52100	Cg004G1423500
OG0013320	AL3G52990, AL2G11780	Cg004G1426400
OG0013321	AL3G52980	Cg004G1426500
OG0013322	AL3G52790	Cg001G0330700, Cg004G1394400
OG0013323	AL3G49020	Cg004G1429900
OG0013324	AL3G48920	Cg004G1430800
OG0013325	AL3G48690	Cg004G1432600
OG0013326	AL3G48610	Cg004G1433500
OG0013327	AL3G48530	Cg004G1434300
OG0013328	AL4G39140	Cg005G1518700
OG0013329	AL4G39130	Cg005G1518800
OG0013330	AL4G39010	Cg005G1519800
OG0013331	AL4G39000	Cg005G1519900
OG0013332	AL4G38980	Cg005G1520100
OG0013333	AL4G38950	Cg005G1520300
OG0013334	AL4G38810	Cg005G1521300
OG0013335	AL4G34480, nbis-gene-1133	Cg005G1521900
OG0013336	AL4G38490	Cg005G1524300
OG0013337	AL4G38420	Cg005G1525400
OG0013338	AL4G38400	Cg005G1525300
OG0013339	AL4G38230	Cg005G1526600, Cg001G0292500
OG0013340	AL4G37880	Cg005G1529800
OG0013341	AL4G37670	Cg005G1531500
OG0013342	AL4G37510	Cg005G1532700
OG0013343	AL4G37210	Cg005G1534700
OG0013344	AL4G37120	Cg005G1535600
OG0013345	AL4G36990	Cg005G1536300
OG0013346	AL4G36580	Cg005G1539500
OG0013347	AL4G36450	Cg005G1540500
OG0013348	AL4G36440	Cg005G1540600
OG0013349	AL4G21810	Cg005G1653600
OG0013350	AL4G36310	Cg005G1541900, Cg007G2322000, Cg007G2321600
OG0013351	AL4G36300	Cg005G1542000
OG0013352	AL4G35960	Cg005G1545400
OG0013353	AL5G26640	Cg002G0554200
OG0013354	AL4G14780	Cg005G1746200
OG0013355	AL4G35790	Cg005G1547000
OG0013356	AL5G21530	Cg002G0597600
OG0013357	AL4G34060	Cg005G1558000
OG0013358	AL4G35390	Cg005G1549800
OG0013359	AL4G35060	Cg005G1552200
OG0013360	AL4G35020	Cg005G1552500
OG0013361	AL4G34870	Cg005G1554000
OG0013363	AL4G34590	Cg005G1556800
OG0013364	AL4G34150	Cg005G1557800
OG0013365	AL4G33810	Cg005G1559400
OG0013366	AL4G33700	Cg005G1560400
OG0013367	AL4G33670	Cg005G1560700
OG0013369	AL693U10010, AL4G33360	Cg005G1563400
OG0013370	AL4G33330	Cg005G1563700
OG0013371	AL4G33220	Cg005G1564200, Cg001G0369000
OG0013372	AL3G34260	Cg004G1272000
OG0013374	AL7G27100	Cg001G0144100
OG0013375	AL6G47750	Cg003G0746300
OG0013376	AL6G47800	Cg003G0745600
OG0013377	AL1G16450	Cg006G2200700
OG0013378	AL3G33380	Cg004G1264900
OG0013379	AL3G33410	Cg004G1265000
OG0013380	AL4G12200	Cg005G1761900
OG0013381	AL6G48280	Cg003G0857400, Cg003G0740300
OG0013382	AL6G46830	Cg003G0752900
OG0013383	AL6G46790	Cg003G0753200
OG0013384	AL6G46560	Cg003G0754700
OG0013385	AL6G47090	Cg003G0751400
OG0013386	AL6G47330	Cg003G0749100
OG0013387	AL4G10240	Cg005G1777400
OG0013388	AL4G10620	Cg005G1774400
OG0013389	AL4G10810	Cg005G1772600
OG0013390	AL4G10940	Cg005G1771800
OG0013391	AL4G11000	Cg005G1771400
OG0013392	AL4G11260	Cg005G1770300
OG0013393	AL4G11310	Cg005G1769800
OG0013394	AL4G11330	Cg005G1769600
OG0013395	AL4G11430	Cg005G1767700
OG0013396	AL4G11760	Cg005G1765900
OG0013397	AL4G11790	Cg005G1766200
OG0013398	AL4G11960	Cg005G1764500
OG0013399	AL4G12100	Cg005G1763100
OG0013401	AL4G12700	Cg005G1758900
OG0013402	AL4G13800	Cg005G1752700
OG0013404	AL4G16580	Cg005G1730800
OG0013405	AL4G16870	Cg036G3082500, Cg013G3025400
OG0013406	AL4G16400	Cg005G1733900
OG0013407	AL4G17700	Cg005G1718400
OG0013408	AL4G17960	Cg005G1717100
OG0013409	AL4G18400	Cg005G1713900
OG0013410	AL4G19340	Cg005G1703600
OG0013411	AL4G16260	Cg005G1734500
OG0013412	AL4G16180	Cg005G1735000
OG0013413	AL4G16050	Cg005G1735700
OG0013414	AL4G18930	Cg005G1708100
OG0013415	AL4G17350	Cg005G1722500
OG0013416	AL4G17430	Cg005G1722100
OG0013417	AL1G52580	Cg006G1870400
OG0013418	AL1G40880	Cg006G2000500
OG0013419	AL1G51660	Cg006G1879400
OG0013420	AL1G40720	Cg006G2002100
OG0013421	AL1G51790	Cg006G1885400
OG0013422	AL1G51980	Cg006G1884300
OG0013423	AL1G52430	Cg006G1868800
OG0013424	AL1G52450	Cg006G1869000
OG0013425	AL1G51220	Cg006G1903700
OG0013426	AL1G50510	Cg006G1911100
OG0013427	AL1G50380	Cg006G1912200
OG0013428	AL1G50100	Cg006G1915900
OG0013429	AL1G50090	Cg006G1915600
OG0013430	AL1G49920	Cg006G1916700
OG0013431	AL1G48930	Cg006G1923100, Cg006G1923200
OG0013432	AL1G48860	Cg006G1923900
OG0013433	AL1G48650	Cg006G1925700
OG0013434	AL1G48620	Cg006G1926000
OG0013435	AL1G64680	Cg007G2371400
OG0013436	AL1G48260	Cg006G1933200
OG0013437	AL1G47890	Cg006G1935900
OG0013438	AL1G47860	Cg006G1936200
OG0013439	AL1G47850	Cg006G1936300
OG0013440	AL1G47740	Cg006G1937900
OG0013441	AL1G47720	Cg006G1938100
OG0013442	AL6G43340	Cg003G0784300
OG0013443	AL6G41470	Cg003G0791000
OG0013444	nbis-gene-1618	Cg003G0777400
OG0013445	AL6G43920	Cg003G0776500
OG0013446	AL6G43940	Cg003G0776100
OG0013447	AL6G44270	Cg003G0773200
OG0013448	AL6G44850	Cg003G0767000
OG0013449	AL6G45100	Cg003G0765100
OG0013450	AL6G45200	Cg003G0764900
OG0013451	AL6G45240	Cg003G0763100
OG0013452	AL6G45650	Cg003G0760800
OG0013453	AL6G45680	Cg003G0760500
OG0013454	AL6G45730	Cg003G0759800
OG0013455	AL6G30550	Cg008G2756200
OG0013456	AL6G30580	Cg008G2756500
OG0013457	AL6G30670	Cg008G2757000
OG0013458	AL6G38510	Cg008G2821000
OG0013459	AL6G38590	Cg008G2821800
OG0013460	AL6G38610	Cg008G2822000
OG0013461	AL6G38630	Cg008G2822200
OG0013462	nbis-gene-1586	Cg008G2825500
OG0013463	AL6G39220	Cg008G2826300
OG0013464	AL6G39340	Cg008G2826700
OG0013465	AL6G39370	Cg008G2827100, Cg008G2827400
OG0013466	AL6G39440	Cg008G2827900
OG0013467	AL3G44210, nbis-gene-2013	Cg004G1354400
OG0013468	AL3G47945	Cg004G1438700
OG0013469	AL3G47850	Cg004G1439500
OG0013470	AL3G53650	Cg004G1443000
OG0013471	nbis-gene-912	Cg004G1445600
OG0013472	AL5G25280	Cg002G0565200
OG0013473	AL5G24520	Cg002G0570700
OG0013474	AL4G47500	Cg005G1450200
OG0013475	AL4G47440, AL39U10020	Cg005G1450800
OG0013476	AL4G47390	Cg005G1451300
OG0013477	AL4G47360	Cg005G1451600
OG0013478	AL4G47270	Cg005G1452300
OG0013479	AL4G47170	Cg005G1453300
OG0013480	AL4G47150	Cg005G1453500
OG0013481	AL4G38910	Cg005G1454100
OG0013482	AL4G47060	Cg005G1454400
OG0013483	AL4G46890	Cg005G1456200
OG0013484	AL4G46880	Cg005G1456300
OG0013485	AL4G46870	Cg005G1456400
OG0013486	AL4G46510	Cg005G1458800
OG0013487	AL4G46500	Cg005G1458900
OG0013488	AL4G46400	Cg005G1459800
OG0013489	AL4G46190	Cg005G1461700
OG0013490	AL4G46100	Cg005G1462500
OG0013491	AL4G46010	Cg005G1463200
OG0013492	AL4G46000	Cg005G1463300
OG0013493	AL4G45990	Cg005G1463400
OG0013494	AL4G45780	Cg005G1464700
OG0013495	AL4G45680	Cg005G1465500
OG0013496	AL4G45640	Cg005G1465900
OG0013497	AL4G45620	Cg005G1466100
OG0013498	AL4G45550	Cg005G1466700
OG0013499	AL4G45470	Cg005G1467500
OG0013500	AL4G45220	Cg005G1469400
OG0013501	AL4G45190	Cg005G1469600
OG0013502	AL4G45070	Cg005G1470500
OG0013503	AL4G45060	Cg005G1470600
OG0013504	AL4G44770	Cg005G1473600
OG0013505	AL4G44700	Cg005G1474300
OG0013506	AL4G44420	Cg005G1476400
OG0013507	AL4G44380	Cg005G1476800
OG0013508	AL4G44100	Cg005G1479500
OG0013509	AL4G44030	Cg005G1480300
OG0013510	AL4G43710	Cg005G1483100
OG0013511	AL4G43640	Cg005G1483600
OG0013512	AL4G43620	Cg005G1483800
OG0013513	AL4G43520	Cg005G1485000
OG0013514	AL4G43430	Cg005G1485900
OG0013515	AL4G43400	Cg005G1486100
OG0013516	AL4G43270	Cg005G1486900
OG0013517	AL4G43190	Cg005G1487600
OG0013518	AL4G42900	Cg005G1489400
OG0013519	AL4G42470	Cg005G1492900
OG0013520	AL5G24570	Cg002G0570200
OG0013521	AL4G42340	Cg005G1494300
OG0013522	AL4G42160	Cg005G1495600
OG0013523	AL4G41910	Cg005G1497100
OG0013524	AL4G41850	Cg005G1497800
OG0013525	AL4G41670	Cg005G1499500
OG0013526	AL4G41650	Cg005G1499700
OG0013527	AL4G41610	Cg005G1500100
OG0013528	AL4G41390	Cg005G1502500
OG0013529	AL4G41260	Cg005G1503300
OG0013530	AL4G41240	Cg005G1503600
OG0013531	AL4G40900	Cg005G1506500
OG0013532	AL8G22050	Cg008G2850500, Cg008G2866000
OG0013533	AL4G40620	Cg005G1508200
OG0013534	AL4G40580	Cg005G1508600
OG0013535	AL4G40480	Cg005G1509500
OG0013536	AL4G39820, AL4G39970	Cg005G1513800
OG0013537	AL4G39980	Cg005G1513700
OG0013538	AL4G39990	Cg005G1513600
OG0013540	AL4G40010	Cg005G1513300
OG0013541	AL4G39410	Cg005G1516600
OG0013542	AL4G39320	Cg005G1517000
OG0013543	AL3G10840	Cg004G1078200
OG0013545	AL3G10910	Cg004G1078600
OG0013546	AL3G11080	Cg004G1080100
OG0013547	AL6G41290	Cg003G0819000
OG0013548	AL3G11470	Cg004G1083800
OG0013549	AL5G13640	Cg004G1085500
OG0013550	AL3G12030	Cg004G1088000
OG0013551	AL3G12150	Cg004G1088800
OG0013552	AL3G12400	Cg004G1091300
OG0013553	AL3G12890	Cg004G1094500
OG0013554	AL3G12950	Cg004G1095000
OG0013555	AL3G13320	Cg004G1097100
OG0013556	AL3G13410	Cg004G1097800
OG0013557	AL3G13480	Cg004G1098400
OG0013558	AL3G13490	Cg004G1098500
OG0013559	AL3G13500	Cg004G1098600
OG0013560	AL3G13620	Cg004G1099500
OG0013561	AL3G13760	Cg004G1100100
OG0013562	AL3G13780	Cg004G1100300
OG0013563	AL3G14300	Cg004G1103800
OG0013564	AL3G14350	Cg004G1104300
OG0013565	AL3G14570	Cg004G1105800
OG0013566	AL3G14580	Cg004G1105900
OG0013567	AL3G14680	Cg004G1106800
OG0013568	AL3G14690, nbis-gene-360	Cg004G1106900
OG0013569	AL3G14840	Cg004G1107700
OG0013570	nbis-gene-657	Cg004G1108400
OG0013571	AL3G15060, AL3G15160	Cg004G1109500
OG0013572	AL3G15180	Cg004G1109700
OG0013573	AL3G15290	Cg004G1110300
OG0013574	AL3G15370	Cg004G1110900
OG0013575	AL3G15690	Cg004G1114400
OG0013576	AL3G15850, AL3G15830	Cg004G1115400
OG0013577	AL3G15950	Cg004G1115800
OG0013578	AL3G16270	Cg004G1118200
OG0013580	AL3G16670	Cg004G1121500
OG0013581	AL3G16710	Cg004G1121800
OG0013582	AL3G16730	Cg004G1122000
OG0013583	AL3G16940	Cg004G1124100
OG0013584	AL3G17030	Cg004G1125300
OG0013585	AL962U10010, AL3G17340	Cg004G1127200
OG0013586	AL3G17500	Cg004G1128200
OG0013587	AL3G17550	Cg004G1128700
OG0013588	AL3G17620	Cg004G1129800
OG0013589	AL3G17750	Cg004G1130700
OG0013590	AL3G17890	Cg004G1131900
OG0013591	AL3G18310	Cg004G1134800
OG0013592	AL3G18380	Cg004G1135400
OG0013593	AL3G18390	Cg004G1135500
OG0013594	AL384U10020, AL3G18430	Cg004G1135900
OG0013595	AL3G18700	Cg004G1138100
OG0013597	AL3G19080	Cg004G1141700
OG0013598	AL3G19100	Cg004G1141900
OG0013599	AL3G19450	Cg004G1144800
OG0013600	AL3G19510	Cg004G1145300
OG0013601	AL3G19680	Cg004G1146600
OG0013602	AL3G19920	Cg004G1148800
OG0013603	AL3G19980	Cg004G1149300
OG0013604	AL7G28980	Cg001G0161000
OG0013605	AL3G20040	Cg004G1149800
OG0013606	AL3G20060	Cg004G1150000
OG0013607	AL3G20180	Cg004G1151000
OG0013609	AL3G20720	Cg004G1154900
OG0013610	AL3G20860	Cg004G1155800
OG0013611	AL3G21180	Cg004G1158500
OG0013612	AL3G21210	Cg004G1158800
OG0013613	AL3G21410	Cg004G1160000
OG0013614	AL3G21480	Cg004G1160500
OG0013615	AL3G21510	Cg004G1160800
OG0013616	AL3G21790	Cg004G1163500
OG0013617	AL3G22060	Cg004G1165600
OG0013618	AL3G22100	Cg004G1165900
OG0013619	AL3G22300	Cg004G1168100
OG0013620	AL3G22310	Cg004G1168200
OG0013621	AL3G22320	Cg004G1168300
OG0013622	AL3G22370	Cg004G1168700
OG0013623	AL3G22440	Cg004G1169400
OG0013625	AL3G22630	Cg004G1171100
OG0013627	AL3G22740	Cg004G1172100
OG0013628	AL3G23110	Cg004G1175300
OG0013629	AL3G23190	Cg004G1176300
