Orthogroup	Arabidopsis_lyrata_Rawat	Euclidium_syriacum
OG0018941	AL1G46760	ESY16_g61670_DN3_SP0_c0.t1
OG0018942	AL5G12580	ESY10_g14321_DN3_SP7_c0.t1
OG0018943	AL5G12860	ESY10_g14292_DN3_SP1_c0.t1
OG0018944	AL5G13410	ESY10_g14188_DN2_SP0_c0.t1
OG0018945	AL8G44070	ESY6_g50386_DN1_SP0_c0.t1
OG0018946	AL8G42900	ESY6_g50511_DN3_SP0_c0.t1
OG0018947	AL8G42160	ESY6_g50627_DN3_SP0_c17.t1
OG0018948	AL8G40640	ESY6_g49663_DN3_SP6_c0.t1
OG0018949	AL8G39030	ESY6_g49386_DN3_SP0_c0.t1
OG0018952	AL8G37110	ESY6_g48931_DN3_SP6_c0.t1
OG0018954	AL8G34900	ESY6_g48619_DN3_SP0_c0.t1
OG0018955	AL8G34830	ESY6_g48610_DN3_SP6_c0.t1
OG0018960	AL6G16310	ESY7_g18776_DN2_SP0_c0.t1
OG0018962	AL6G15470	ESY7_g18890_DN3_SP6_c0.t1
OG0018963	AL6G14920	ESY7_g18973_DN3_SP2_c0.t1
OG0018964	AL6G14390	ESY7_g19035_DN2_SP0_c0.t1
OG0018965	AL6G13950	ESY7_g19109_DN2_SP0_c0.t1
OG0018970	AL6G10310	ESY7_g19627_DN3_SP0_c0.t1
OG0018971	AL7G48930	ESY8_g60200_DN2_SP0_c0.t1
OG0018978	AL1G64600	ESY2_g36444_DN2_SP0_c0.t1
OG0018981	AL5G23700	ESY1_g7648_DN3_SP0_c0.t1
OG0018983	AL8G24030	ESY15_g65047_DN3_SP0_c0.t1
OG0018985	AL7G40910	ESY22_g40972_DN3_SP0_c0.t1
OG0018986	AL7G40360	ESY2_g38888_DN3_SP0_c0.t1
OG0018988	AL8G24120	ESY7_g17378_DN3_SP0_c0.t1
OG0018989	AL8G24930	ESY11_g53374_DN3_SP0_c0.t1
OG0018990	AL2G32590	ESY2_g35860_DN2_SP0_c7.t1
OG0018992	AL2G34200	ESY2_g34959_DN2_SP0_c0.t1
OG0018993	AL2G34700	ESY2_g35943_DN1_SP0_c0.t1
OG0018995	nbis-gene-1764	ESY4_g24134_DN3_SP0_c0.t1
OG0018998	AL2G29190	ESY2_g35482_DN2_SP0_c0.t1
OG0019002	AL1G61140	ESY2_g36999_DN3_SP0_c0.t1
OG0019003	AL8G18290	ESY1_g6297_DN2_SP0_c0.t1
OG0019004	AL4G29190	ESY12_g50999_DN2_SP0_c0.t1
OG0019005	AL4G30350	ESY4_g25530_DN3_SP0_c0.t1
OG0019011	AL7G47330	ESY8_g60005_DN2_SP4_c0.t1
OG0019016	AL7G37740	ESY16_g61593_DN1_SP0_c0.t1
OG0019017	AL1G47020	ESY16_g61641_DN2_SP0_c0.t1
OG0019018	nbis-gene-195	ESY16_g61644_DN3_SP0_c0.t1
OG0019019	AL3G10020	ESY3_g32694_DN3_SP0_c0.t1
OG0019021	AL8G45040	ESY6_g50269_DN2_SP0_c0.t1
OG0019022	AL5G38760	ESY1_g11715_DN3_SP0_c0.t1, ESY1_g11714_DN3_SP0_c0.t1
OG0019023	AL5G38320	ESY1_g11776_DN3_SP0_c0.t1
OG0019028	AL3G40180	ESY3_g27910_DN3_SP0_c0.t1
OG0019032	AL3G53080	ESY11_g54405_DN3_SP0_c0.t1
OG0019033	AL4G38650	ESY12_g50980_DN2_SP0_c0.t1
OG0019035	AL3G25640	ESY3_g30248_DN3_SP0_c0.t1
OG0019036	AL4G17240	ESY3_g30893_DN2_SP0_c0.t1
OG0019036	AL9U11540, AL7G44930	ESY15_g64441_DN2_SP0_c100.t1
OG0019037	AL6G45040	ESY18_g63907_DN3_SP3_c0.t1
OG0019041	AL5G24610	ESY9_g44585_DN1_SP0_c0.t1
OG0019043	AL4G46300	ESY12_g51609_DN3_SP0_c0.t1
OG0019044	AL4G44650	ESY12_g51885_DN3_SP0_c10.t1
OG0019046	AL4G43890	ESY12_g52020_DN1_SP0_c0.t1
OG0019054	AL8G23000	ESY15_g64226_DN3_SP0_c0.t1
OG0019056	AL3G15130, AL294U10010, AL3G15340	ESY3_g31886_DN3_SP0_c0.t1, ESY3_g31811_DN2_SP0_c0.t1, ESY3_g31815_DN1_SP0_c0.t1
OG0019058	AL3G17000	ESY3_g31581_DN3_SP0_c0.t1
OG0019059	AL3G17280	ESY3_g31547_DN2_SP0_c15.t1
OG0019060	AL3G20920	ESY3_g30977_DN3_SP3_c0.t1
OG0019062	AL3G23770	ESY3_g31340_DN2_SP0_c0.t1
OG0019064	AL3G29890	ESY3_g29878_DN2_SP6_c0.t1
OG0019070	AL3G37690	ESY3_g28596_DN2_SP0_c0.t1
OG0019071	AL3G37050	ESY3_g28820_DN3_SP5_c0.t1
OG0019075	AL6G30210	ESY7_g16948_DN3_SP1_c0.t1
OG0019076	AL6G30160	ESY7_g16954_DN3_SP0_c0.t1
OG0019077	AL1G10240	ESY5_g5559_DN3_SP6_c0.t1
OG0019078	AL1G11260	ESY5_g5458_DN3_SP4_c0.t1
OG0019079	AL1G12950	ESY5_g5169_DN3_SP0_c0.t1
OG0019081	AL1G13460	ESY5_g5152_DN3_SP0_c0.t1
OG0019082	AL1G13660	ESY5_g5078_DN3_SP0_c0.t1
OG0019083	AL1G14140	ESY5_g4994_DN3_SP0_c0.t1
OG0019086	AL1G18700	ESY5_g3111_DN3_SP0_c0.t1
OG0019087	AL1G20170	ESY5_g3333_DN3_SP8_c0.t1
OG0019089	AL1G10880	ESY10_g15104_DN3_SP0_c0.t1
OG0019091	AL1G35660	ESY5_g2339_DN3_SP0_c0.t1
OG0019093	AL2G30760	ESY2_g35649_DN3_SP0_c0.t1
OG0019094	AL2G30400	ESY2_g35619_DN1_SP0_c0.t1
OG0019096	AL2G13460	ESY2_g33681_DN3_SP0_c0.t1
OG0019100	AL2G10550	ESY7_g17848_DN3_SP0_c0.t1
OG0019101	AL1G61440	ESY5_g3738_DN3_SP0_c0.t1
OG0019102	AL8G11700	ESY10_g15019_DN3_SP0_c0.t1
OG0019104	AL8G10460	ESY10_g14775_DN3_SP0_c0.t1
OG0019105	AL8G10440	ESY10_g14779_DN3_SP0_c0.t1
OG0019108	AL1G55110	ESY2_g37998_DN3_SP8_c0.t1
OG0019109	AL1G55560	ESY2_g37914_DN3_SP7_c0.t1, ESY8_g59558_DN2_SP0_c0.t1
OG0019112	AL7G16190	ESY4_g25499_DN3_SP0_c0.t1
OG0019113	AL7G19610	ESY4_g25096_DN1_SP0_c0.t1
OG0019115	AL7G17820	ESY4_g25831_DN2_SP0_c0.t1
OG0019116	AL7G17790	ESY4_g25828_DN3_SP3_c94.t1
OG0019120	AL6G53340	ESY20_g13352_DN3_SP0_c0.t1
OG0019123	AL5G13560	ESY10_g14129_DN1_SP0_c0.t1
OG0019124	AL1G10180	ESY5_g5562_DN3_SP0_c0.t1
OG0019125	AL1G12380	ESY5_g5278_DN3_SP0_c0.t1, ESY3_g28778_DN2_SP0_c0.t1
OG0019126	AL1G17270	ESY5_g4574_DN1_SP0_c0.t1
OG0019127	AL1G17480	ESY5_g4546_DN3_SP0_c0.t1
OG0019128	AL6G39270	ESY1_g9798_DN2_SP0_c23.t1
OG0019129	AL1G26370	ESY5_g2802_DN2_SP0_c0.t1
OG0019132	AL1G38670	ESY5_g1617_DN3_SP0_c21.t1
OG0019133	AL1G39840	ESY7_g18247_DN3_SP0_c0.t1, ESY7_g18248_DN3_SP1_c0.t1
OG0019138	AL1G45930	ESY16_g61820_DN3_SP0_c15.t1
OG0019139	AL1G63120	ESY2_g36250_DN3_SP0_c8.t1
OG0019142	AL1G51200	ESY1_g11837_DN3_SP0_c0.t1
OG0019143	AL1G51610	ESY9_g42919_DN3_SP1_c0.t1
OG0019145	AL1G57610	ESY2_g37520_DN3_SP0_c0.t1
OG0019146	AL1G63720	ESY2_g36338_DN1_SP0_c0.t1
OG0019148	AL4G20670	ESY4_g22520_DN1_SP0_c0.t1
OG0019149	AL1G67100	ESY2_g34170_DN3_SP0_c0.t1
OG0019150	AL1G66400	ESY20_g13141_DN3_SP0_c16.t1
OG0019151	AL1G65730	ESY2_g34229_DN3_SP0_c0.t1
OG0019152	AL1G65270	ESY2_g34250_DN3_SP0_c0.t1
OG0019155	AL2G19150	ESY2_g34322_DN3_SP0_c0.t1, ESY11_g54662_DN1_SP0_c0.t1
OG0019158	AL2G23920	ESY2_g35256_DN3_SP4_c5.t1
OG0019159	AL2G27310	ESY2_g34460_DN3_SP0_c0.t1
OG0019160	AL2G27900	ESY2_g34395_DN3_SP0_c0.t1
OG0019161	AL2G32260	ESY2_g35829_DN3_SP0_c0.t1
OG0019162	AL3G48140, AL2G32270	ESY2_g35830_DN3_SP0_c0.t1
OG0019163	AL2G32500	ESY2_g35855_DN3_SP0_c0.t1
OG0019166	AL3G12420	ESY3_g32399_DN3_SP1_c0.t1
OG0019170	AL3G35350	ESY3_g29088_DN3_SP0_c0.t1
OG0019174	AL3G43590	ESY5_g5564_DN3_SP2_c0.t1
OG0019175	AL3G43960	ESY11_g52793_DN3_SP0_c12.t1
OG0019176	nbis-gene-961, nbis-gene-962, AL4G13890, AL4G13900	ESY11_g54225_DN1_SP0_c0.t1, ESY11_g54237_DN1_SP0_c0.t1
OG0019177	AL3G44840	ESY11_g52691_DN3_SP5_c0.t1
OG0019178	AL3G45320	ESY11_g53219_DN3_SP8_c0.t1
OG0019180	AL3G48990	ESY11_g54592_DN3_SP0_c0.t1
OG0019181	AL3G54150	ESY11_g55001_DN1_SP0_c0.t1
OG0019183	AL4G14080	ESY8_g59501_DN3_SP0_c0.t1
OG0019185	nbis-gene-986	ESY8_g59366_DN3_SP0_c0.t1
OG0019187	AL4G17690	ESY8_g59274_DN3_SP3_c0.t1
OG0019188	AL4G17870	ESY16_g61653_DN2_SP0_c0.t1, ESY8_g59265_DN3_SP0_c0.t1
OG0019192	AL5G10890	ESY10_g14557_DN3_SP0_c0.t1
OG0019195	AL5G13420	ESY10_g14179_DN3_SP0_c0.t1
OG0019200	AL5G24240, AL8G10100	ESY1_g7830_DN3_SP1_c0.t1
OG0019202	AL5G30040, AL5G30920	ESY4_g26712_DN3_SP0_c0.t1, ESY4_g26714_DN3_SP0_c0.t1
OG0019203	AL5G33310	ESY1_g10407_DN2_SP0_c0.t1
OG0019205	AL6G18230	ESY12_g52299_DN3_SP0_c0.t1
OG0019206	AL6G23440	ESY7_g18374_DN1_SP0_c0.t1
OG0019207	AL6G27630, AL6G27620	ESY16_g61784_DN2_SP0_c0.t1, ESY3_g30045_DN3_SP0_c0.t1
OG0019209	AL6G35250	ESY6_g50123_DN2_SP0_c0.t1
OG0019210	AL6G35290	ESY6_g50120_DN3_SP0_c0.t1
OG0019211	AL6G35820	ESY6_g50075_DN1_SP0_c0.t1
OG0019215	AL6G45190	ESY18_g63759_DN3_SP5_c0.t1
OG0019216	AL6G53190	ESY20_g12929_DN3_SP0_c0.t1, ESY20_g12928_DN3_SP0_c0.t1
OG0019219	AL7G22200	ESY5_g3231_DN3_SP0_c0.t1
OG0019220	nbis-gene-1773	ESY16_g62373_DN2_SP0_c0.t1
OG0019221	AL7G26020	ESY16_g62394_DN1_SP0_c0.t1
OG0019223	AL7G26530	ESY16_g62568_DN3_SP0_c0.t1
OG0019231	AL9U12160	ESY17_g39812_DN3_SP0_c0.t1
OG0019233	AL7G49180	ESY8_g60267_DN3_SP0_c0.t1
OG0019234	AL7G47830	ESY8_g60069_DN3_SP4_c0.t1
OG0019236	AL7G47360	ESY8_g60015_DN3_SP0_c0.t1
OG0019240	AL8G18090	ESY1_g6360_DN3_SP0_c0.t1
OG0019242	AL8G21780	ESY12_g51053_DN3_SP0_c0.t1
OG0019243	AL8G22730	ESY15_g64349_DN3_SP6_c0.t1
OG0019244	AL8G23460	ESY15_g64919_DN3_SP7_c0.t1
OG0019245	AL8G23540	ESY15_g64958_DN3_SP0_c0.t1
OG0019246	AL8G24070	ESY11_g54798_DN3_SP0_c0.t1
OG0019252	nbis-gene-484, nbis-gene-470, nbis-gene-495	ESY3_g29090_DN1_SP0_c0.t1
OG0019258	AL6G13570	ESY7_g19080_DN1_SP0_c0.t1
OG0019264	nbis-gene-259	ESY2_g37851_DN2_SP0_c0.t1
OG0019267	nbis-gene-1029	ESY8_g58900_DN2_SP0_c0.t1, ESY11_g54842_DN1_SP0_c0.t1
OG0019270	nbis-gene-1232	ESY9_g43711_DN1_SP0_c0.t1
OG0019300	AL6G26110	ESY7_g17474_DN3_SP2_c0.t1
OG0019302	AL6G24820	ESY7_g17651_DN3_SP6_c0.t1
OG0019304	AL6G18870	ESY7_g18687_DN2_SP0_c0.t1
OG0019305	AL4G23350	ESY2_g37098_DN3_SP0_c0.t1
OG0019306	AL4G19600	ESY8_g59178_DN3_SP0_c0.t1
OG0019307	AL4G24230	ESY8_g58773_DN3_SP7_c0.t1
OG0019308	AL59U10030, AL1G53140, AL1G54450	ESY2_g38339_DN3_SP0_c0.t1
OG0019313	AL8G38510	ESY6_g49451_DN3_SP0_c0.t1
OG0019314	AL6G22470	ESY7_g18236_DN3_SP0_c0.t1, ESY7_g18237_DN3_SP0_c0.t1, ESY7_g18235_DN3_SP0_c0.t1
OG0019317	AL8G36010	ESY6_g48737_DN3_SP2_c0.t1
OG0019318	AL8G35880	ESY6_g48725_DN3_SP5_c0.t1
OG0019320	AL8G30520	ESY6_g47974_DN3_SP0_c0.t1
OG0019323	AL8G27390	ESY16_g61753_DN2_SP0_c15.t1
OG0019324	AL6G10370	ESY7_g19632_DN3_SP0_c0.t1
OG0019326	AL6G10060	ESY7_g19676_DN3_SP2_c0.t1
OG0019327	AL7G49010	ESY8_g60231_DN2_SP0_c0.t1
OG0019329	AL2G41390	ESY2_g36529_DN3_SP0_c0.t1
OG0019333	AL2G36260	ESY2_g34775_DN1_SP0_c0.t1
OG0019335	AL1G64590	ESY2_g36443_DN3_SP7_c0.t1
OG0019336	AL1G62990, AL1G63020	ESY2_g36241_DN3_SP0_c0.t1
OG0019341	AL5G10980	ESY10_g14537_DN3_SP0_c0.t1
OG0019342	AL2G11520	ESY2_g33439_DN2_SP0_c0.t1
OG0019343	AL4G46760	ESY12_g51417_DN2_SP0_c0.t1
OG0019346	AL8G14120	ESY7_g16728_DN3_SP5_c0.t1
OG0019348	AL1G57210	ESY2_g37610_DN3_SP7_c0.t1
OG0019349	AL1G57800	ESY2_g37493_DN3_SP0_c0.t1
OG0019350	AL5G23630	ESY16_g62002_DN3_SP0_c0.t1, ESY8_g60067_DN3_SP0_c0.t1
OG0019351	AL1G57990	ESY2_g37479_DN2_SP0_c0.t1
OG0019353	AL1G59530	ESY2_g37240_DN3_SP0_c0.t1, ESY2_g37242_DN3_SP0_c27.t1, ESY2_g37244_DN3_SP0_c0.t1
OG0019358	AL7G31190	ESY9_g43767_DN2_SP0_c0.t1
OG0019360	AL3G10360	ESY3_g32662_DN3_SP0_c0.t1
OG0019361	AL3G10590	ESY3_g32639_DN3_SP0_c0.t1, ESY1_g10396_DN2_SP0_c0.t1
OG0019362	AL3G10650	ESY3_g32633_DN3_SP0_c0.t1
OG0019363	AL8G44900	ESY6_g50307_DN3_SP0_c0.t1
OG0019365	nbis-gene-1712	ESY6_g50226_DN2_SP0_c0.t1
OG0019368	AL5G44540	ESY1_g12394_DN2_SP0_c0.t1
OG0019369	AL5G43030	ESY1_g12152_DN3_SP0_c12.t1
OG0019370	AL5G42440	ESY1_g12016_DN2_SP0_c0.t1
OG0019371	AL5G42050	ESY1_g11911_DN3_SP6_c0.t1
OG0019372	AL5G41170	ESY1_g11240_DN3_SP0_c0.t1
OG0019375	AL5G35120	ESY1_g10995_DN3_SP0_c0.t1
OG0019376	AL5G34330	ESY1_g11114_DN3_SP0_c0.t1
OG0019380	AL2G27240	ESY2_g34467_DN3_SP0_c0.t1
OG0019381	AL3G51300	ESY11_g54205_DN1_SP0_c0.t1
OG0019382	AL4G37400	ESY9_g45613_DN3_SP0_c0.t1
OG0019383	AL4G42220, AL4G42130	ESY5_g4571_DN3_SP0_c0.t1
OG0019385	AL6G46940	ESY18_g63006_DN3_SP0_c0.t1
OG0019390	AL3G53510	ESY11_g54921_DN3_SP0_c0.t1
OG0019393	AL4G45970	ESY12_g51671_DN3_SP6_c0.t1
OG0019395	AL4G43790	ESY12_g52031_DN3_SP0_c0.t1
OG0019398	AL4G41250	ESY12_g51584_DN3_SP6_c7.t1
OG0019399	AL3G12620	ESY3_g32285_DN3_SP3_c45.t1
OG0019400	AL3G14080	ESY3_g32087_DN3_SP0_c0.t1
OG0019401	AL3G15170	ESY3_g31918_DN3_SP0_c0.t1
OG0019402	AL3G18840	ESY3_g31363_DN3_SP0_c0.t1
OG0019404	AL3G25410	ESY3_g30226_DN2_SP0_c0.t1
OG0019405	AL3G26430	ESY3_g30349_DN1_SP0_c0.t1
OG0019411	AL3G35440	ESY3_g29074_DN3_SP0_c0.t1
OG0019413	AL1G10250	ESY5_g5558_DN3_SP0_c0.t1
OG0019414	AL1G12170	ESY5_g5315_DN3_SP6_c0.t1
OG0019415	AL1G14710	ESY5_g4902_DN3_SP4_c0.t1
OG0019419	AL1G21380	ESY5_g3502_DN3_SP0_c0.t1
OG0019420	AL1G22640	ESY5_g3678_DN2_SP1_c0.t1
OG0019422	AL1G22910	ESY5_g3716_DN3_SP0_c13.t1
OG0019425	AL1G27700	ESY5_g2940_DN2_SP0_c0.t1
OG0019426	AL1G28810	ESY5_g4421_DN3_SP0_c0.t1
OG0019427	AL1G28850	ESY5_g4417_DN3_SP2_c0.t1
OG0019429	AL1G31500	ESY5_g4138_DN3_SP0_c0.t1
OG0019431	nbis-gene-113	ESY5_g3992_DN3_SP1_c0.t1
OG0019433	AL2G31460	ESY2_g35731_DN2_SP0_c0.t1
OG0019434	AL1G37090, AL2G30000	ESY2_g35582_DN3_SP0_c0.t1
OG0019435	AL2G29650	ESY2_g35542_DN3_SP0_c0.t1
OG0019437	AL1G47680	ESY14_g19809_DN3_SP2_c0.t1
OG0019439	AL1G59060	ESY10_g14584_DN2_SP0_c0.t1
OG0019442	AL8G10770	ESY10_g14842_DN3_SP0_c0.t1, ESY10_g14841_DN3_SP0_c0.t1
OG0019444	AL8G15530	ESY7_g16563_DN2_SP0_c0.t1
OG0019445	AL1G58370	ESY5_g3858_DN3_SP0_c0.t1, ESY5_g3859_DN3_SP0_c0.t1, ESY2_g37363_DN3_SP0_c0.t1
OG0019446	AL7G14040	ESY4_g26343_DN2_SP2_c0.t1
OG0019447	AL7G16670	ESY4_g25585_DN3_SP0_c0.t1, ESY4_g25584_DN3_SP0_c0.t1
OG0019453	AL1G37920	ESY5_g1864_DN2_SP0_c0.t1
OG0019454	AL6G53240	ESY20_g12923_DN3_SP0_c0.t1
OG0019457	AL4G10100	ESY8_g59933_DN3_SP0_c0.t1
OG0019459	AL1G21170	ESY5_g3469_DN3_SP0_c0.t1
OG0019463	AL1G25400	ESY5_g2679_DN1_SP0_c0.t1
OG0019465	AL1G38580	ESY5_g1647_DN3_SP1_c0.t1
OG0019468	AL1G40510	ESY16_g62289_DN3_SP0_c0.t1
OG0019470	AL1G49310	ESY16_g61983_DN3_SP0_c0.t1
OG0019472	AL1G51170	ESY14_g21321_DN3_SP7_c0.t1
OG0019474	AL1G64230	ESY2_g36396_DN3_SP0_c0.t1
OG0019475	AL1G64560	ESY2_g36440_DN3_SP7_c0.t1
OG0019478	AL1G65280	ESY2_g34249_DN3_SP0_c18.t1
OG0019483	AL2G28580	ESY2_g35411_DN2_SP0_c0.t1
OG0019488	AL3G18820	ESY3_g31365_DN2_SP0_c0.t1
OG0019493	AL3G29220	ESY3_g29962_DN3_SP0_c0.t1
OG0019498	AL3G43790	ESY11_g52925_DN2_SP0_c0.t1
OG0019499	AL3G52140	ESY29_g13624_DN3_SP0_c0.t1
OG0019501	AL3G53070	ESY11_g54412_DN2_SP0_c0.t1
OG0019509	AL4G31010	ESY22_g41125_DN1_SP0_c0.t1
OG0019512	AL4G44080	ESY12_g51985_DN3_SP7_c0.t1
OG0019513	AL5G11790	ESY9_g42503_DN3_SP0_c0.t1
OG0019515	AL5G15940	ESY10_g13815_DN3_SP0_c0.t1
OG0019524	AL6G14750, AL6G14810	ESY6_g48112_DN1_SP0_c0.t1
OG0019529	AL6G39650	ESY10_g15595_DN3_SP0_c0.t1
OG0019531	AL6G42940	ESY19_g41439_DN3_SP6_c0.t1
OG0019533	AL6G52610	ESY20_g13074_DN3_SP0_c0.t1
OG0019534	AL7G23570	ESY23_g306_DN2_SP0_c0.t1, ESY23_g299_DN1_SP0_c0.t1
OG0019535	nbis-gene-1763	ESY4_g24192_DN2_SP0_c0.t1
OG0019536	AL7G25440	ESY16_g62239_DN1_SP1_c0.t1
OG0019538	AL7G26660	ESY39_g61440_DN2_SP0_c0.t1
OG0019540	AL7G28150	ESY16_g62296_DN3_SP0_c0.t1
OG0019543	AL7G31150	ESY9_g43777_DN2_SP0_c0.t1
OG0019544	AL7G34230	ESY9_g43149_DN3_SP0_c0.t1
OG0019547	AL7G36320	ESY9_g42586_DN3_SP0_c0.t1
OG0019550	AL8G14130	ESY7_g16727_DN3_SP1_c0.t1, ESY7_g16726_DN3_SP7_c0.t1
OG0019553	nbis-gene-2057	ESY15_g64738_DN2_SP0_c0.t1
OG0019554	nbis-gene-2078	ESY15_g65224_DN3_SP4_c0.t1
OG0019555	nbis-gene-2084	ESY24_g32956_DN2_SP0_c0.t1
OG0019566	AL6G29940	ESY7_g16979_DN2_SP0_c0.t1
OG0019567	AL5G14410	ESY16_g61518_DN2_SP0_c0.t1
OG0019573	AL8G26650	ESY6_g46755_DN2_SP0_c0.t1
OG0019574	AL8G35740	ESY6_g48703_DN2_SP0_c0.t1
OG0019576	AL3G14360	ESY3_g32032_DN3_SP0_c0.t1
OG0019604	AL6G21670	ESY7_g18129_DN3_SP1_c0.t1
OG0019608	AL1G44730	ESY4_g23704_DN1_SP0_c0.t1
OG0019610	AL1G49400	ESY16_g61990_DN3_SP0_c0.t1
OG0019612	AL1G45910	ESY16_g61825_DN2_SP0_c0.t1
OG0019613	AL1G46460	ESY16_g61734_DN3_SP0_c0.t1
OG0019614	AL8G39860	ESY5_g4875_DN2_SP0_c0.t1
OG0019615	AL8G38670	ESY6_g49431_DN3_SP0_c0.t1
OG0019616	AL6G36750	ESY6_g49994_DN3_SP1_c0.t1
OG0019618	AL8G36060	ESY6_g48740_DN3_SP0_c0.t1
OG0019619	AL8G31560	ESY6_g48120_DN3_SP0_c0.t1
OG0019620	nbis-gene-2141	ESY6_g48054_DN3_SP1_c0.t1
OG0019621	AL5G28200	ESY1_g9285_DN3_SP0_c0.t1
OG0019622	nbis-gene-1771	ESY7_g18513_DN3_SP0_c24.t1
OG0019626	AL6G11960	ESY7_g19448_DN3_SP0_c14.t1
OG0019629	AL1G52930	ESY1_g11587_DN3_SP0_c0.t1
OG0019630	AL2G40520	ESY2_g36640_DN3_SP0_c0.t1
OG0019632	AL2G35440	ESY2_g36047_DN3_SP0_c0.t1
OG0019633	nbis-gene-604	ESY2_g36006_DN3_SP0_c0.t1
OG0019636	AL1G64480	ESY2_g36430_DN3_SP0_c0.t1
OG0019637	AL1G64310	ESY2_g36407_DN3_SP1_c0.t1, ESY2_g36405_DN3_SP0_c0.t1
OG0019638	AL1G63930	ESY2_g36359_DN3_SP8_c0.t1
OG0019641	AL7G43810	ESY17_g39180_DN3_SP0_c0.t1
OG0019642	AL9U12200	ESY17_g39817_DN2_SP0_c0.t1
OG0019644	nbis-gene-732	ESY3_g30321_DN1_SP0_c0.t1
OG0019646	AL1G49930	ESY8_g60348_DN3_SP0_c0.t1
OG0019647	AL8G14540, AL8G14590	ESY7_g16707_DN3_SP1_c0.t1
OG0019649	AL8G13970	ESY9_g43002_DN1_SP0_c0.t1
OG0019655	AL7G32660	ESY9_g43526_DN3_SP0_c0.t1
OG0019656	AL4G46810	ESY12_g51478_DN2_SP0_c0.t1, ESY12_g51477_DN2_SP0_c0.t1
OG0019657	AL8G45630	ESY6_g50759_DN2_SP0_c0.t1
OG0019659	AL5G43480	ESY1_g12254_DN2_SP0_c0.t1
OG0019660	AL5G40540	ESY1_g11377_DN3_SP0_c0.t1
OG0019661	AL5G37720	ESY1_g10528_DN3_SP0_c0.t1
OG0019662	AL5G36760	ESY1_g10716_DN3_SP0_c0.t1
OG0019664	AL3G51280	ESY11_g54203_DN2_SP5_c0.t1
OG0019666	AL3G43020, AL4G38630	ESY12_g50977_DN3_SP0_c0.t1, ESY12_g50976_DN3_SP0_c0.t1
OG0019667	AL8G20260, AL8G20270	ESY12_g51007_DN1_SP0_c0.t1, ESY12_g50866_DN3_SP0_c0.t1
OG0019668	AL4G37650	ESY9_g45664_DN3_SP6_c0.t1
OG0019670	AL4G26050	ESY14_g21233_DN3_SP6_c0.t1
OG0019671	AL1G48640	ESY33_g12632_DN3_SP2_c0.t1, ESY14_g19956_DN3_SP0_c0.t1
OG0019674	AL4G43510	ESY12_g52074_DN3_SP2_c0.t1
OG0019675	AL4G40510	ESY12_g51279_DN2_SP0_c0.t1
OG0019678	AL3G15990	ESY3_g31761_DN3_SP0_c0.t1
OG0019679	AL3G16250	ESY3_g31676_DN3_SP1_c0.t1
OG0019680	AL3G19070	ESY3_g30701_DN3_SP0_c0.t1, ESY3_g30700_DN3_SP0_c0.t1
OG0019681	AL6G12470	ESY3_g30987_DN3_SP0_c0.t1
OG0019682	AL3G27010	ESY3_g30447_DN2_SP0_c0.t1
OG0019687	AL8G18460	ESY1_g6220_DN3_SP0_c0.t1
OG0019688	AL7G51570	ESY8_g60954_DN3_SP0_c0.t1
OG0019691	AL1G12590	ESY5_g5224_DN3_SP0_c0.t1
OG0019694	AL5G34610	ESY5_g2629_DN3_SP0_c0.t1
OG0019695	AL1G40600	ESY12_g51518_DN3_SP0_c0.t1
OG0019697	AL1G28780	ESY5_g4423_DN3_SP0_c0.t1
OG0019701	AL1G35690	ESY5_g2329_DN2_SP0_c0.t1
OG0019702	AL2G15410	ESY2_g33911_DN3_SP0_c8.t1
OG0019703	nbis-gene-335	ESY2_g34190_DN2_SP0_c0.t1
OG0019704	AL1G65910	ESY2_g34218_DN3_SP3_c0.t1
OG0019706	AL5G21620, AL5G21680	ESY2_g34646_DN2_SP0_c0.t1
OG0019708	AL7G10440	ESY4_g26920_DN3_SP0_c0.t1
OG0019710	AL7G12820	ESY4_g26593_DN3_SP0_c0.t1
OG0019712	AL7G17840	ESY4_g25832_DN3_SP3_c0.t1
OG0019713	AL7G20250	ESY4_g24997_DN3_SP2_c0.t1
OG0019714	AL7G24510	ESY4_g23901_DN2_SP6_c0.t1
OG0019717	AL1G17680	ESY5_g4512_DN3_SP0_c0.t1
OG0019718	AL1G32970	ESY5_g3974_DN3_SP0_c10.t1
OG0019720	AL1G47160	ESY5_g2226_DN3_SP2_c0.t1
OG0019722	AL1G50500	ESY4_g25999_DN3_SP0_c0.t1
OG0019723	AL1G51680, AL1G51740	ESY7_g19205_DN3_SP0_c0.t1, ESY7_g19206_DN3_SP0_c0.t1
OG0019726	nbis-gene-397	ESY2_g33820_DN3_SP0_c0.t1
OG0019729	AL2G30340	ESY2_g35617_DN3_SP4_c0.t1
OG0019732	AL3G33140	ESY13_g56623_DN2_SP0_c0.t1, ESY6_g48934_DN2_SP0_c0.t1, ESY6_g48921_DN2_SP0_c0.t1, ESY6_g48920_DN2_SP0_c0.t1, ESY6_g48677_DN2_SP0_c0.t1
OG0019733	AL3G44760	ESY11_g52949_DN3_SP0_c0.t1
OG0019739	AL4G12430	ESY8_g59638_DN2_SP0_c0.t1
OG0019740	AL4G14320	ESY8_g59489_DN3_SP8_c0.t1
