Orthogroup	Arabidopsis_lyrata_Rawat	Alyssum_gmelinii
OG0015127	AL7G24850	Ag010G1016400, Ag078G5357900
OG0015128	AL2G33560	Ag078G5358800
OG0015129	AL2G33670	Ag078G5361300
OG0015130	AL2G33790	Ag078G5364100
OG0015131	AL2G33820	Ag078G5364900
OG0015132	AL2G33880	Ag078G5367200
OG0015133	AL4G17070	Ag078G5376000
OG0015134	AL4G15790	Ag078G5376800
OG0015135	AL2G34130	Ag078G5378200
OG0015136	AL2G34180	Ag078G5379400
OG0015138	AL2G34260	Ag078G5380700
OG0015139	AL2G34470	Ag078G5386300
OG0015140	AL5G10970	Ag078G5386700
OG0015141	AL2G34520	Ag078G5390000
OG0015143	AL2G34570	Ag078G5391800
OG0015144	AL2G34630	Ag078G5392600
OG0015145	AL2G34640	Ag078G5393100
OG0015146	AL2G34660	Ag078G5393900
OG0015147	AL2G27550	Ag056G4935800
OG0015148	AL2G27560	Ag056G4935900
OG0015149	AL2G27630	Ag056G4937800
OG0015150	AL2G27640	Ag056G4937900
OG0015151	AL2G27720	Ag056G4939500
OG0015152	AL2G27780	Ag056G4941700
OG0015153	AL2G27880	Ag056G4943200
OG0015154	AL2G27960	Ag056G4944100
OG0015155	AL2G27970	Ag056G4944200
OG0015156	AL2G28130	Ag056G4945600
OG0015157	AL2G28270	Ag056G4947400
OG0015158	AL2G28290	Ag056G4948200
OG0015159	AL7G24110	Ag045G4505900
OG0015160	AL7G23950	Ag045G4511000
OG0015161	AL7G23940	Ag045G4511200
OG0015162	AL7G23890	Ag045G4511600
OG0015163	AL7G23840	Ag045G4512900
OG0015164	AL7G23760	Ag045G4514300
OG0015165	AL7G23490	Ag045G4518300
OG0015166	AL7G23480	Ag045G4518500
OG0015167	AL7G23360	Ag045G4519600
OG0015168	AL7G23320	Ag045G4521900
OG0015169	AL7G23290	Ag045G4523400
OG0015170	AL7G23240	Ag045G4524700
OG0015171	AL8G27830	Ag092G5457200
OG0015172	AL2G11550	Ag002G0114400, Ag063G5076200
OG0015173	AL2G11320	Ag002G0109300, Ag063G5083500
OG0015174	AL2G11180	Ag063G5088800, Ag002G0104000
OG0015175	nbis-gene-1935	Ag071G5236200
OG0015176	AL7G49970	Ag071G5240500
OG0015177	AL7G49670	Ag071G5247100
OG0015178	AL7G49630	Ag071G5248400
OG0015179	AL7G49610	Ag071G5249800
OG0015180	AL5G21020	Ag012G1275400
OG0015181	AL5G21370	Ag012G1279700
OG0015182	AL5G19980	Ag012G1288500
OG0015183	AL5G18100	Ag012G1290900
OG0015184	nbis-gene-1244	Ag012G1292100
OG0015185	AL5G17490	Ag012G1295100
OG0015186	AL5G17220	Ag012G1296900
OG0015187	AL5G17010	Ag012G1303400
OG0015188	AL5G16850	Ag012G1304600, Ag012G1304900
OG0015189	AL5G16780	Ag012G1305200
OG0015190	AL5G16690	Ag012G1307400
OG0015191	AL5G16450	Ag012G1308600
OG0015192	AL5G16290	Ag012G1310500
OG0015193	AL5G16250	Ag012G1311400
OG0015194	AL5G16240	Ag012G1311500
OG0015196	AL5G16160	Ag012G1312200
OG0015197	AL5G15980	Ag012G1316200
OG0015198	AL5G15880	Ag012G1317200
OG0015199	AL5G15610	Ag012G1320400
OG0015200	AL5G15580	Ag012G1320900
OG0015201	AL5G15570	Ag012G1321000
OG0015202	AL5G15370	Ag012G1322800
OG0015203	AL5G15260	Ag012G1324200
OG0015204	AL5G14870	Ag012G1326900
OG0015205	AL5G14780	Ag012G1329300
OG0015206	AL5G14730	Ag012G1329700
OG0015207	AL5G14720	Ag012G1329800
OG0015208	AL1G30820	Ag012G1336500
OG0015209	AL5G14350	Ag012G1337100
OG0015210	AL5G14300	Ag012G1337400
OG0015211	AL5G14220	Ag012G1339600
OG0015212	AL2G29180	Ag034G4073700, Ag057G4951000
OG0015213	AL22U10120	Ag057G4953200
OG0015214	AL2G28640	Ag057G4963500
OG0015215	AL2G28630	Ag057G4963600
OG0015216	AL2G28590	Ag057G4964300
OG0015217	AL7G40860	Ag057G4964900
OG0015218	AL2G28490	Ag057G4966500
OG0015219	AL8G12570	Ag006G0805600, Ag058G4977500
OG0015220	AL8G12590	Ag006G0806900, Ag058G4976300
OG0015221	AL8G12780	Ag006G0815400
OG0015222	AL8G12850	Ag006G0816900
OG0015223	AL8G13070	Ag006G0825100
OG0015224	AL8G13510	Ag006G0834700
OG0015225	AL8G13520	Ag006G0834900
OG0015226	AL8G13530	Ag006G0835000
OG0015227	AL3G50090	Ag006G0836500, Ag044G4504400
OG0015228	AL8G14030	Ag006G0839600
OG0015229	AL1G57240	Ag001G0009800
OG0015230	AL1G57300	Ag001G0010500
OG0015231	AL1G57410	Ag001G0012100
OG0015232	AL1G57500	Ag001G0013600
OG0015233	AL1G57510	Ag001G0015400
OG0015234	AL1G57530	Ag001G0015900
OG0015235	AL1G57540	Ag001G0016900
OG0015236	AL1G57570	Ag001G0020200
OG0015237	AL1G57780	Ag001G0022800
OG0015238	nbis-gene-272	Ag001G0025800
OG0015239	AL1G58080	Ag001G0030400
OG0015240	AL1G58090	Ag001G0030500
OG0015241	AL1G58210	Ag001G0034800
OG0015242	AL1G58220	Ag001G0034900
OG0015243	AL1G58320	Ag001G0036900
OG0015244	AL1G58660	Ag001G0049300
OG0015245	AL1G58900	Ag001G0052900
OG0015246	AL1G58910	Ag001G0053000
OG0015247	AL4G11910	Ag001G0054400
OG0015248	AL1G59320	Ag001G0059000
OG0015249	AL1G59340	Ag001G0059100
OG0015250	AL1G59350	Ag001G0059200
OG0015251	AL2G40920	Ag001G0061200
OG0015252	AL4G15160	Ag001G0062700
OG0015253	AL1G59660	Ag001G0063100
OG0015254	AL1G59800	Ag001G0064800
OG0015255	AL1G60390	Ag001G0075000
OG0015256	AL1G60470	Ag001G0076100
OG0015257	AL1G60490	Ag001G0078000
OG0015258	AL7G27210	Ag001G0079700
OG0015259	AL1G60740	Ag001G0079800
OG0015260	AL1G60760	Ag001G0079900
OG0015261	AL1G60870	Ag001G0081200
OG0015262	AL1G60900	Ag001G0082200
OG0015263	AL1G60920	Ag001G0082400
OG0015264	AL1G61040	Ag001G0083700
OG0015265	AL1G61090	Ag001G0085100
OG0015266	AL1G61100	Ag001G0085200
OG0015268	AL1G61170	Ag001G0086900
OG0015269	AL1G61210	Ag001G0087300
OG0015270	AL8G18380	Ag023G2797500
OG0015271	AL8G18360	Ag023G2797600
OG0015272	AL8G18070	Ag023G2800600
OG0015273	AL8G17880	Ag023G2801600
OG0015274	AL8G17520	Ag023G2804100
OG0015276	AL4G29270	Ag023G2807200
OG0015277	AL4G29360	Ag023G2807800
OG0015278	AL4G29420	Ag023G2808700
OG0015279	AL4G29430	Ag023G2809100, Ag023G2808900
OG0015280	AL4G29590	Ag023G2810800
OG0015281	AL4G30000	Ag023G2814300
OG0015282	AL4G30050	Ag023G2815500
OG0015283	AL4G30070	Ag023G2815800
OG0015284	AL4G30090	Ag023G2816000
OG0015285	AL4G30260	Ag023G2817100
OG0015286	AL4G30430	Ag023G2818600
OG0015287	AL4G30630	Ag023G2821500
OG0015288	AL5G18670	Ag023G2824900
OG0015289	AL4G31030	Ag023G2830900
OG0015290	AL4G31060	Ag023G2831200
OG0015291	AL4G31070	Ag023G2831400
OG0015292	AL4G31120	Ag023G2832000
OG0015293	AL4G31140	Ag023G2832500
OG0015294	AL4G31150	Ag023G2832600
OG0015295	AL4G31450	Ag023G2837400
OG0015296	AL4G31500	Ag023G2838700
OG0015297	AL4G31550	Ag023G2840400
OG0015298	AL4G31620	Ag023G2842400
OG0015299	AL8G19260	Ag023G2845700
OG0015300	AL4G31890	Ag023G2846600
OG0015301	AL4G32020	Ag023G2848900
OG0015302	AL7G34670	Ag050G4741700
OG0015303	AL7G34770	Ag050G4742700
OG0015304	AL7G34800	Ag050G4743100
OG0015305	AL7G31850, AL7G31780, AL7G34860	Ag050G4745100
OG0015306	AL7G34910	Ag050G4747700
OG0015307	AL7G34940	Ag050G4748700
OG0015308	AL7G34990	Ag050G4749800
OG0015309	AL7G35190	Ag050G4756200
OG0015310	AL7G35420	Ag050G4763700
OG0015311	AL7G35440	Ag050G4763800
OG0015312	AL7G35610	Ag050G4766400
OG0015313	AL7G35660	Ag050G4767500
OG0015314	AL7G35810	Ag050G4770800
OG0015315	AL7G36030	Ag050G4774700
OG0015316	AL7G36120	Ag050G4776000
OG0015317	nbis-gene-1819	Ag050G4776100
OG0015318	AL7G36250	Ag050G4778300
OG0015319	AL7G46780, AL2G17080, AL2G17100	Ag050G4779000, Ag050G4778800, Ag050G4778900, Ag050G4779300
OG0015320	AL7G36310	Ag050G4779800, Ag050G4779900
OG0015321	AL4G16310	Ag050G4780000
OG0015322	AL7G36540	Ag050G4785500
OG0015323	AL7G36810	Ag050G4791900
OG0015324	AL7G36830	Ag050G4793000
OG0015325	AL7G36840	Ag050G4793100
OG0015326	AL7G36960	Ag050G4794300
OG0015327	AL7G37330	Ag050G4797700
OG0015328	AL7G37550	Ag050G4799400
OG0015329	AL7G37580	Ag050G4799600
OG0015330	AL7G44670	Ag076G5310400
OG0015331	AL8G12090	Ag058G4993400
OG0015333	AL5G31400	Ag008G0938900, Ag008G0963100
OG0015334	nbis-gene-1344	Ag008G0944500
OG0015335	AL5G30990	Ag008G0945900
OG0015336	AL5G30840	Ag008G0948300
OG0015337	AL5G30550	Ag008G0954200
OG0015338	AL5G30510	Ag008G0954600
OG0015339	AL5G30490	Ag008G0954700
OG0015340	AL5G30370	Ag008G0958000
OG0015341	AL5G30360	Ag008G0958100
OG0015342	AL5G30230	Ag008G0961600
OG0015343	AL8G26790	Ag051G4804800
OG0015344	AL8G26610	Ag051G4807600
OG0015345	AL8G26560	Ag051G4808600
OG0015346	AL8G26480	Ag051G4808700
OG0015347	AL8G26470	Ag051G4808800
OG0015348	AL8G26330	Ag051G4809600
OG0015349	AL8G26300	Ag051G4809900
OG0015350	AL8G26110	Ag051G4811300
OG0015351	AL8G25880	Ag051G4813700
OG0015352	AL8G25940	Ag051G4815000
OG0015353	AL8G25970	Ag051G4815200
OG0015354	AL64U10010	Ag051G4815500
OG0015355	AL8G25220	Ag051G4828200
OG0015356	AL8G25300	Ag051G4830000
OG0015357	AL8G25280	Ag051G4830900
OG0015358	AL3G44130	Ag044G4469900
OG0015359	AL3G45670	Ag044G4476200
OG0015360	AL3G45720	Ag044G4476500
OG0015361	AL3G45790	Ag044G4477100
OG0015362	AL3G45800	Ag044G4477400
OG0015363	AL3G45650	Ag044G4477600
OG0015364	AL3G45910	Ag044G4478000
OG0015365	AL3G45940	Ag044G4478600
OG0015366	AL3G46080	Ag044G4478800
OG0015367	AL3G46180	Ag044G4478900
OG0015368	AL3G46380	Ag044G4479200
OG0015369	AL3G46560	Ag044G4480600
OG0015370	AL3G46940	Ag044G4482400
OG0015371	AL3G47070	Ag044G4483700
OG0015372	AL3G47080	Ag044G4483900
OG0015373	AL3G47790	Ag044G4488800
OG0015374	AL5G20540	Ag044G4492100
OG0015375	AL3G52530	Ag044G4492900
OG0015376	AL3G52620	Ag044G4493600
OG0015377	AL3G49540	Ag044G4497000
OG0015378	AL3G49570	Ag044G4497300
OG0015379	AL7G29360	Ag033G3482100, Ag052G4841800
OG0015380	AL7G29560	Ag033G3484200, Ag052G4839200
OG0015381	AL7G29570, AL7G29580	Ag052G4838900, Ag033G3484400
OG0015382	AL7G30560	Ag033G3507600, Ag033G3507000
OG0015383	AL7G30580	Ag033G3508000
OG0015384	AL7G30620	Ag033G3508500
OG0015385	AL7G30790	Ag033G3512800
OG0015386	AL7G31030	Ag033G3518800
OG0015387	AL7G31080	Ag033G3519700
OG0015388	AL7G31530	Ag033G3533400
OG0015389	AL7G34160	Ag033G3549900
OG0015390	AL7G33790	Ag033G3568500
OG0015391	AL7G33600	Ag033G3578600
OG0015392	AL7G33390	Ag033G3583700
OG0015393	AL7G33330	Ag033G3587500
OG0015394	AL7G33280	Ag033G3589800
OG0015395	AL7G33220	Ag033G3591800
OG0015396	AL7G33190	Ag033G3592200
OG0015397	AL7G32950	Ag033G3601000
OG0015398	AL7G32940	Ag033G3601100
OG0015399	AL7G32900	Ag033G3601500
OG0015400	AL7G32820	Ag033G3604000
OG0015401	AL7G32790	Ag033G3604300
OG0015402	AL7G32760	Ag033G3604700
OG0015403	AL7G32750	Ag033G3604800
OG0015404	AL6G32210	Ag033G3610600
OG0015405	AL7G32540	Ag033G3612200, Ag064G5104200, Ag064G5104100
OG0015406	AL7G32530	Ag033G3612300
OG0015408	AL7G32300	Ag033G3615300
OG0015409	AL5G10310	Ag033G3616900
OG0015410	AL7G32150	Ag033G3621500
OG0015411	AL7G32110	Ag033G3622600
OG0015412	AL1G52140	Ag033G3624300, Ag033G3624200
OG0015413	AL7G32020	Ag033G3624900
OG0015414	AL7G34380	Ag033G3642000
OG0015415	AL7G34470	Ag033G3645600
OG0015417	AL6G39820	Ag028G3080300, Ag026G2981700
OG0015418	AL2G11620	Ag028G3081400, Ag026G2981200
OG0015419	AL8G19290	Ag028G3081700
OG0015420	AL8G19100	Ag028G3083400, Ag026G2980100
OG0015421	AL7G38710	Ag031G3138000
OG0015422	AL7G38470	Ag031G3139500
OG0015423	AL7G38200	Ag031G3140400
OG0015424	AL7G38670	Ag031G3140700
OG0015425	AL7G38170	Ag031G3140900
OG0015426	AL7G38030	Ag031G3142900
OG0015427	AL7G37880	Ag031G3144100
OG0015428	AL7G37850	Ag031G3144300
OG0015429	AL7G37700	Ag031G3146200
OG0015430	AL3G10140	Ag031G3150000
OG0015431	AL3G10270	Ag031G3151100
OG0015432	AL3G10290	Ag031G3151400
OG0015433	AL3G10310	Ag031G3151600
OG0015434	AL3G10430	Ag031G3152500
OG0015435	AL3G10580	Ag031G3154200
OG0015436	AL3G10660	Ag031G3155100
OG0015437	AL8G44920	Ag031G3158400
OG0015438	AL8G45000	Ag031G3159400
OG0015439	AL8G45110	Ag031G3160700
OG0015440	AL2G37570	Ag031G3162700
OG0015441	AL8G45220	Ag031G3163300
OG0015442	AL5G14740	Ag031G3163900
OG0015443	AL8G45350	Ag031G3165000
OG0015444	AL8G45430	Ag031G3165200
OG0015445	AL8G45500	Ag031G3166000
OG0015446	AL8G45560	Ag031G3166500
OG0015447	AL5G46410	Ag031G3168300
OG0015448	AL5G46400	Ag031G3168400
OG0015449	AL5G46390	Ag031G3168500
OG0015450	AL5G46350	Ag031G3168900
OG0015451	AL5G46330	Ag031G3169100
OG0015452	AL5G46280	Ag031G3169800
OG0015453	AL5G46260	Ag031G3170000
OG0015454	AL5G46170	Ag031G3170800
OG0015455	AL5G46160	Ag031G3170900
OG0015456	AL5G45960	Ag031G3173200
OG0015457	AL5G45920	Ag031G3173600
OG0015458	AL5G45750	Ag031G3175500
OG0015459	AL5G45650	Ag014G1800900, Ag031G3176300
OG0015460	AL5G45600	Ag031G3176900
OG0015461	AL5G45560	Ag031G3177400
OG0015462	AL5G45480	Ag031G3178200
OG0015463	AL5G45370	Ag031G3179800
OG0015464	AL5G45130	Ag031G3183500
OG0015465	AL5G45120	Ag031G3183600
OG0015466	AL5G44980	Ag031G3188900
OG0015467	AL5G44950	Ag031G3189200
OG0015468	AL5G44640	Ag031G3193000
OG0015469	AL5G44510	Ag031G3195300
OG0015470	AL5G44450	Ag031G3196700
OG0015471	AL5G44420	Ag031G3197500
OG0015472	AL8G26180	Ag031G3200500
OG0015473	AL5G44060	Ag031G3203100
OG0015474	AL5G43920	Ag031G3205200
OG0015475	AL5G43850	Ag031G3206000
OG0015476	AL5G43700	Ag031G3208000
OG0015477	AL5G43410	Ag031G3213000, Ag031G3212700
OG0015478	AL5G43390	Ag031G3213200
OG0015479	AL5G43240	Ag031G3214700
OG0015480	AL5G43180	Ag031G3215400
OG0015481	AL5G43170	Ag031G3215500
OG0015482	AL4G17840	Ag031G3216300
OG0015483	AL5G42810	Ag031G3220500
OG0015484	AL5G42700	Ag031G3221900
OG0015485	AL5G42580	Ag031G3223700
OG0015486	AL1G39910	Ag031G3223900
OG0015487	nbis-gene-1401	Ag031G3224200
OG0015488	AL5G42450	Ag031G3225600
OG0015489	AL5G42370	Ag031G3227200
OG0015490	AL5G42160	Ag031G3231800
OG0015491	AL5G42120	Ag031G3232300
OG0015492	AL5G41820	Ag031G3234900
OG0015493	AL5G41440	Ag031G3241200
OG0015494	AL5G41290	Ag031G3243100
OG0015495	AL5G41280	Ag031G3243200
OG0015496	AL3G43300	Ag031G3247400
OG0015497	AL5G41030	Ag031G3250500
OG0015498	AL5G40630	Ag031G3258600
OG0015500	AL5G40410	Ag031G3262000
OG0015501	AL5G40320	Ag031G3265400
OG0015502	AL5G40300	Ag031G3265600
OG0015503	AL5G40260	Ag031G3266000
OG0015504	AL5G40230	Ag031G3266400
OG0015505	AL5G40220	Ag031G3266500
OG0015506	AL5G39660	Ag031G3284600
OG0015507	AL5G39500	Ag031G3287500
OG0015508	AL5G39480	Ag031G3287600
OG0015509	AL5G39410	Ag031G3289500
OG0015510	AL5G39210	Ag031G3292600
OG0015511	AL5G39150	Ag031G3293900
OG0015512	AL5G39120	Ag031G3294200
OG0015513	AL5G38940	Ag031G3296400
OG0015514	AL7G22700	Ag031G3301100
OG0015515	AL4G17520	Ag031G3305400
OG0015516	AL5G38530	Ag031G3305500
OG0015517	AL5G38090	Ag031G3314200
OG0015518	AL5G38020	Ag031G3316600
OG0015519	AL5G37980	Ag031G3317600
OG0015520	AL5G23470	Ag031G3318300
OG0015521	AL5G37770	Ag031G3320700
OG0015522	AL5G37740	Ag031G3321000
OG0015523	AL5G37550	Ag031G3325600
OG0015524	AL5G37490	Ag031G3326200
OG0015525	nbis-gene-1376	Ag031G3327600
OG0015526	AL5G37310	Ag031G3329900
OG0015527	AL5G37280	Ag031G3330200
OG0015528	AL5G37200	Ag031G3333000
OG0015529	AL5G37130	Ag031G3333500
OG0015530	AL5G37120	Ag031G3333600
OG0015531	AL5G36850	Ag031G3339700
OG0015532	AL2G11760	Ag002G0130400, Ag031G3344500
OG0015533	AL5G36540	Ag031G3345100
OG0015534	AL5G36500	Ag031G3346500
OG0015535	AL5G36450	Ag031G3347000
OG0015536	AL5G36400	Ag031G3353300
OG0015537	AL5G36350	Ag031G3353700
OG0015538	AL5G36280	Ag031G3354100
OG0015539	AL5G36260	Ag031G3354500
OG0015540	AL5G36180	Ag031G3357500
OG0015541	AL5G36080	Ag031G3359200
OG0015542	AL5G36040	Ag031G3360100
OG0015543	AL5G35990	Ag031G3360500
OG0015544	AL5G35980	Ag031G3360600
OG0015545	AL5G35920	Ag031G3362200
OG0015546	AL2G26830	Ag031G3363300
OG0015547	AL5G35720	Ag031G3365300
OG0015548	AL5G35680	Ag031G3365800
OG0015549	AL5G35550	Ag031G3368700
OG0015550	AL5G35510	Ag031G3369200
OG0015551	AL5G35470	Ag031G3370100
OG0015552	AL5G35440	Ag031G3370300
OG0015553	AL5G35430	Ag031G3370400
OG0015554	AL5G35280	Ag031G3373600
OG0015555	AL2G20450	Ag031G3379800
OG0015556	AL3G42810	Ag031G3381300
OG0015557	AL5G34970	Ag031G3382400
OG0015558	AL5G34920	Ag031G3383000
OG0015559	AL5G34860	Ag031G3384200, Ag031G3384300
OG0015560	AL5G34820	Ag031G3384600
OG0015561	AL5G34490	Ag031G3387700
OG0015562	AL3G53840	Ag031G3391700
OG0015563	AL5G33970	Ag031G3400100
OG0015564	AL5G33860	Ag031G3404400
OG0015565	AL5G33780	Ag031G3405000
OG0015566	AL5G33600	Ag031G3410600
OG0015567	AL5G33470	Ag031G3412600
OG0015568	AL5G33420	Ag031G3416200
OG0015569	AL5G33390	Ag031G3416500
OG0015570	AL5G33230	Ag031G3417900
OG0015571	AL8G28920	Ag020G2563100
OG0015572	AL8G28700	Ag020G2564500
OG0015573	AL8G28170	Ag020G2571100
OG0015574	AL8G28150	Ag020G2572200
OG0015575	AL8G28030	Ag020G2575000
OG0015576	AL8G28010	Ag020G2575100
OG0015577	AL7G39120	Ag025G2904400, Ag053G4871900
OG0015578	AL3G39950	Ag029G3087700
OG0015579	AL3G39960	Ag029G3087800
OG0015580	AL3G40070	Ag029G3088900
OG0015581	AL3G40100	Ag029G3094500
OG0015582	AL3G40160	Ag029G3094800
OG0015583	AL3G40450	Ag029G3098200
OG0015584	AL3G40480	Ag029G3098700
OG0015585	AL3G40590	Ag029G3101000
OG0015586	AL3G40820	Ag029G3103500
OG0015587	AL26U10020	Ag029G3103700
OG0015588	AL3G41110	Ag029G3105200
OG0015589	AL3G41120	Ag029G3105300
OG0015590	AL3G41300	Ag029G3107300
OG0015591	AL3G41310	Ag029G3107400
OG0015592	AL3G42020	Ag029G3110400
OG0015593	AL3G42030	Ag029G3110500
OG0015594	AL3G42170	Ag029G3112400
OG0015595	AL3G42200	Ag029G3113100
OG0015596	AL3G42220	Ag029G3113200
OG0015597	AL3G42370	Ag029G3114600
OG0015598	AL3G42430	Ag029G3115000
OG0015599	AL3G42700	Ag029G3116100
OG0015600	AL3G42730	Ag029G3116200
OG0015601	AL3G42830	Ag029G3117800
OG0015602	AL3G43280	Ag029G3118900
OG0015603	AL5G21490	Ag029G3119100
OG0015604	AL3G43430	Ag029G3120200
OG0015605	AL3G39770	Ag095G5469900
OG0015606	AL2G25040	Ag067G5174200
OG0015607	AL2G25390	Ag067G5177500
OG0015608	AL2G25490	Ag067G5179600
OG0015609	AL2G25720	Ag067G5181600
OG0015610	AL2G25820	Ag067G5183300
OG0015611	AL2G25960	Ag067G5185800
OG0015612	AL2G26080	Ag067G5187200
OG0015613	AL2G26100	Ag067G5187300
OG0015614	AL2G26580	Ag067G5194200
OG0015615	AL2G26700	Ag067G5195400
OG0015616	AL2G26890	Ag067G5197100
OG0015617	AL2G26820	Ag067G5198100
OG0015618	AL2G27020	Ag067G5200600
OG0015619	AL2G27060	Ag067G5201100
OG0015620	AL6G41260	Ag081G5398400
OG0015621	AL8G20910	Ag081G5400200
OG0015622	AL8G21970	Ag081G5400500
OG0015623	AL8G21880	Ag081G5400800
OG0015624	AL8G21670	Ag081G5403100
OG0015625	AL8G21580, AL43U10050	Ag081G5403300
OG0015626	AL3G51270	Ag042G4379300
OG0015627	AL7G43720	Ag042G4380300
OG0015628	AL3G51500	Ag042G4386700
OG0015629	AL3G51550	Ag042G4387200
OG0015630	AL3G51640	Ag042G4388900
OG0015631	AL3G51690	Ag042G4390300
OG0015632	AL3G51750	Ag042G4391100
OG0015633	AL3G51880	Ag042G4392400
OG0015634	AL3G53050	Ag042G4403100
OG0015635	AL3G53020	Ag042G4403500
OG0015636	AL3G52940	Ag042G4405800
OG0015637	AL3G48980	Ag042G4416500
OG0015638	AL3G48940	Ag042G4418200
OG0015640	AL4G39170	Ag039G4182300
OG0015641	AL4G39090	Ag039G4185100
OG0015642	AL4G39020	Ag039G4186200
OG0015643	AL4G38940	Ag039G4189300
OG0015644	AL4G38890	Ag039G4190000
OG0015645	AL5G12790	Ag039G4191100
OG0015646	AL4G38790	Ag039G4192100
OG0015647	AL4G38570	Ag039G4195600
OG0015648	AL4G38530	Ag039G4196200
OG0015649	AL4G38210	Ag039G4206400
OG0015650	AL7G47170	Ag039G4210200
OG0015651	AL4G38070	Ag039G4210300
OG0015652	AL4G38010, AL4G38040	Ag039G4211700
OG0015653	AL4G37760	Ag039G4217700
OG0015654	AL4G37530	Ag039G4224400
OG0015655	AL4G37500	Ag039G4224800
OG0015656	AL4G37490	Ag039G4224900
OG0015657	AL4G37450	Ag039G4225600
OG0015658	AL4G37080	Ag039G4236800
OG0015659	AL4G37060	Ag039G4237100
OG0015660	AL4G36960	Ag039G4240100
OG0015661	AL4G36800	Ag039G4244300
OG0015662	AL4G36390	Ag039G4254600
OG0015663	AL4G36270	Ag039G4260700
OG0015664	AL4G36200	Ag039G4263200
OG0015665	AL3G24000	Ag039G4265200
OG0015666	AL4G36160	Ag039G4266700
OG0015667	AL4G36140	Ag039G4266900
OG0015668	AL4G36020	Ag039G4270700
OG0015669	AL4G35940	Ag039G4272100
OG0015670	AL4G35860	Ag039G4274700
OG0015671	AL5G10740	Ag039G4276300
OG0015672	AL4G35830	Ag039G4277600
OG0015673	AL4G35630	Ag039G4282700
OG0015674	AL4G35570	Ag039G4284400
OG0015676	AL4G35140	Ag039G4289700
OG0015677	AL4G35130	Ag039G4289800
OG0015678	AL6G42610	Ag039G4290800
OG0015679	AL4G35050	Ag039G4292100
OG0015681	AL4G34690	Ag039G4299600
OG0015682	AL5G22060	Ag039G4302600
OG0015684	AL4G34220	Ag039G4306500
OG0015685	AL4G33720	Ag039G4314800
OG0015686	AL4G33620	Ag039G4317200
OG0015687	AL4G33600	Ag039G4318000
OG0015688	AL4G33560	Ag039G4319100
OG0015689	AL4G33450	Ag039G4321600
OG0015690	AL4G33440	Ag039G4322300
OG0015691	AL4G33340	Ag039G4324600
OG0015692	nbis-gene-1093	Ag039G4324900
OG0015693	AL4G33200	Ag039G4327800
OG0015694	AL4G33100	Ag039G4331600
OG0015695	AL6G47510	Ag066G5131000
OG0015696	AL6G47860	Ag066G5141000
OG0015697	AL6G47870	Ag066G5141100
OG0015698	AL6G47890	Ag066G5141900
OG0015699	AL6G47940	Ag066G5142400
OG0015700	AL6G48080	Ag066G5145500
OG0015701	AL8G17570	Ag066G5150400
OG0015702	AL7G21570	Ag016G2403100, Ag066G5157300
OG0015703	AL6G46930	Ag030G3125300, Ag021G2626400
OG0015704	AL8G17460	Ag030G3128100
OG0015705	AL6G46600	Ag030G3130200
OG0015706	AL6G47340	Ag030G3136900
OG0015707	nbis-gene-929	Ag015G2179200
OG0015708	AL4G10540	Ag015G2180100
OG0015709	AL4G10560	Ag015G2181000
OG0015710	AL4G10710	Ag015G2183100
OG0015711	AL4G10820	Ag015G2184400
OG0015712	nbis-gene-444, AL4G10840	Ag015G2184600
OG0015713	AL4G11280	Ag015G2187500
OG0015714	AL4G11290	Ag015G2187600
OG0015715	AL4G11390	Ag015G2188200
OG0015716	AL4G11740	Ag015G2190400
OG0015717	AL4G11950	Ag015G2192500
OG0015718	AL4G12110	Ag015G2193900
OG0015719	AL4G12420	Ag015G2197000
OG0015720	AL4G12930	Ag015G2198200
OG0015721	AL4G13210	Ag015G2198800
OG0015722	AL4G13280	Ag015G2199400
OG0015723	AL4G13290	Ag015G2199500
OG0015724	AL4G13450	Ag015G2199900
OG0015725	AL4G13910	Ag015G2200800
OG0015726	AL4G16960	Ag015G2206700
OG0015727	AL4G16910	Ag015G2206800
OG0015728	AL4G18030	Ag015G2209500
OG0015729	AL4G18250	Ag015G2209600
OG0015730	nbis-gene-980	Ag015G2214100
OG0015731	AL4G18760	Ag015G2215100
OG0015732	AL4G18920	Ag015G2215600
OG0015733	nbis-gene-1005	Ag015G2216000
OG0015734	AL4G15870	Ag015G2216200
OG0015735	nbis-gene-1006	Ag015G2218300
OG0015736	AL4G19270	Ag015G2219600
OG0015737	AL4G14740, AL2G23240	Ag015G2222000
OG0015738	AL4G17090	Ag015G2234900
OG0015739	AL1G51640	Ag015G2235600
OG0015740	AL1G51590	Ag015G2236300
OG0015741	AL1G51810	Ag015G2238800
OG0015742	AL1G52110	Ag015G2241300
OG0015743	AL1G52180	Ag015G2241800
OG0015744	AL1G52280	Ag015G2242900
OG0015745	AL1G51120	Ag015G2249600
OG0015746	AL1G51010	Ag015G2252500
OG0015747	AL1G50950	Ag015G2252600
OG0015748	AL1G50830	Ag015G2254400
OG0015749	AL1G50570	Ag015G2257600
OG0015750	AL1G50360	Ag015G2258600
OG0015751	AL1G50350	Ag015G2258700
OG0015752	AL1G50230	Ag015G2259800
OG0015754	nbis-gene-211	Ag015G2263100
OG0015755	AL1G48990	Ag015G2264100
OG0015756	AL1G48980	Ag015G2264200
OG0015757	AL1G48940	Ag015G2264600
