Orthogroup	Arabidopsis_lyrata_Rawat	Raphanus_sativus
OG0013002	AL1G60510, AL1G60540	XP_018486443.1, XP_018465801.1
OG0013005	AL1G61220	XP_018488780.1, XP_018490570.1
OG0013006	AL1G61350	XP_018489769.1, XP_018442488.1
OG0013007	AL8G18350	XP_018456608.1, XP_018456606.1
OG0013008	AL8G17930	XP_018478767.1, XP_018484147.1
OG0013009	AL8G17750	XP_018485301.1
OG0013010	AL8G17700	XP_018455084.1
OG0013011	AL8G17550	XP_018484584.1
OG0013012	AL4G29250	XP_018484364.1
OG0013013	AL4G29280	XP_018477285.1
OG0013014	AL5G21250, AL85U10020	XP_018479590.1
OG0013015	AL8G25500	XP_018464144.1, XP_018454685.1
OG0013016	AL4G30440	XP_018483124.1, XP_018483123.1
OG0013017	AL4G30660	XP_018476385.1
OG0013018	AL4G30670	XP_018476056.1
OG0013019	AL4G30780	XP_018484003.1, XP_018460978.1, XP_018441060.1
OG0013020	AL4G30960	XP_018484192.1
OG0013021	AL4G31020	XP_018434772.1
OG0013023	AL4G31220	XP_018482056.1
OG0013024	AL4G31400	XP_018477741.1, XP_018478947.1
OG0013025	AL4G31430	XP_018442009.1, XP_018442008.1
OG0013026	AL4G31540	XP_018441940.1
OG0013027	AL8G19150	XP_018452991.1
OG0013028	AL4G31560	XP_018483542.1
OG0013029	AL4G31810	XP_018477694.1
OG0013030	AL4G31880	XP_018459732.1, XP_018480533.1
OG0013031	AL7G34730	XP_018451824.1
OG0013033	AL7G34900	XP_018449051.1, XP_018449246.1
OG0013034	AL7G35250	XP_018469977.1, XP_018469980.1
OG0013035	AL7G35160	XP_018436346.1
OG0013036	AL7G35120	XP_018472179.1
OG0013037	AL7G35050	XP_018471293.1
OG0013039	AL7G35470	XP_018483188.1
OG0013040	AL7G35620	XP_018472481.1
OG0013041	AL7G35630	XP_018472457.1
OG0013042	AL7G35740	XP_018469737.1
OG0013043	AL7G36040	XP_018462848.1, XP_018481873.1
OG0013044	AL7G36170	XP_018461959.1, XP_018447233.1
OG0013045	AL8G22170	XP_018480804.1
OG0013046	AL2G29220	XP_018453185.1
OG0013047	AL7G36700	XP_018483855.1
OG0013048	AL7G36790	XP_018483770.1
OG0013049	AL7G36820	XP_018472086.1
OG0013050	AL7G36870	XP_018449376.1, XP_018449374.1
OG0013051	AL7G36990	XP_018471738.1
OG0013052	AL7G37080	XP_018461954.1, XP_018468496.1
OG0013053	AL7G37150	XP_018458401.1
OG0013054	AL7G37340	XP_018481970.1, XP_018481972.1
OG0013055	AL1G12900	XP_018440615.1
OG0013056	AL5G31470	XP_018480367.1
OG0013057	AL5G31460	XP_018454354.1
OG0013058	AL5G31290	XP_018466742.1, XP_018468901.1, XP_018436867.1, XP_018437039.1, XP_018484497.1
OG0013059	AL5G31210	XP_018480671.1
OG0013060	AL5G30850	XP_018485350.1
OG0013061	AL5G44600	XP_018488643.1
OG0013062	AL5G30770	XP_018441370.1
OG0013063	AL5G30740	XP_018436114.1, XP_018439631.1
OG0013064	AL5G30670	XP_018468043.1
OG0013065	AL5G30580	XP_018450889.1
OG0013066	AL5G30450	XP_018438373.1, XP_018469336.1
OG0013067	AL7G29760	XP_018467741.1
OG0013068	AL7G29840	XP_018485339.1
OG0013069	AL7G29870	XP_018471329.1
OG0013070	AL8G26680, AL271U10020	XP_018473506.1
OG0013071	nbis-gene-2097	XP_018447467.1
OG0013072	AL8G26090	XP_018455567.1, XP_018463685.1
OG0013073	AL8G25930	XP_018455071.1
OG0013074	AL64U10020	XP_018457018.1, XP_018457017.1
OG0013075	AL8G25710	XP_018476227.1, XP_018456282.1
OG0013076	AL8G25560	XP_018475818.1, XP_018459282.1
OG0013077	AL8G25320	XP_018476241.1
OG0013078	AL8G25420	XP_018472730.1
OG0013079	AL3G45480	XP_018435404.1, XP_018455790.1
OG0013080	AL3G44790	XP_018492562.1
OG0013081	AL3G45930	XP_018452271.1
OG0013082	AL6G12130	XP_018433383.1
OG0013083	AL3G46830	XP_018488489.1
OG0013084	AL3G46990	XP_018434247.1
OG0013085	AL3G47330	XP_018438661.1, XP_018438659.1
OG0013086	AL3G47340	XP_018459202.1
OG0013087	AL3G47450	XP_018461389.1
OG0013088	nbis-gene-862	XP_018433473.1
OG0013089	AL3G47680	XP_018485967.1
OG0013090	AL3G47740	XP_018440956.1, XP_018440299.1
OG0013092	AL3G49410	XP_018464333.1, XP_018486751.1
OG0013093	AL3G49590	XP_018433652.1
OG0013094	AL1G48920	XP_018433024.1
OG0013095	AL7G29450	XP_018470088.1
OG0013096	AL7G29440	XP_018463404.1
OG0013097	AL7G29500	XP_018470083.1
OG0013098	AL7G29510	XP_018470323.1
OG0013099	AL7G29630	XP_018483564.1, XP_018478106.1
OG0013100	AL7G29890	XP_018461539.1
OG0013101	AL7G12180	XP_018477681.1
OG0013102	AL7G30660	XP_018472442.1
OG0013103	AL7G30670	XP_018484108.1
OG0013104	AL7G30870	XP_018447545.1
OG0013106	AL7G31130	XP_018482140.1
OG0013107	nbis-gene-1797	XP_018448443.1
OG0013108	AL7G31440	XP_018448483.1, XP_018472434.1
OG0013109	AL7G31540	XP_018468431.1, XP_018468432.1
OG0013110	AL5G44620	XP_018488933.1
OG0013111	AL7G31690	XP_018471921.1, XP_018470397.1
OG0013112	AL7G31740	XP_018463051.1
OG0013113	AL7G31900	XP_018463050.1
OG0013114	AL7G33920	XP_018464342.1, XP_018464345.1
OG0013115	AL7G33780	XP_018485287.1
OG0013116	AL7G33760	XP_018450362.1
OG0013117	AL7G33710	XP_018450851.1
OG0013118	AL7G33690	XP_018447125.1
OG0013119	AL1G52510	XP_018492042.1
OG0013120	AL7G33360	XP_018471227.1, XP_018485255.1
OG0013121	AL7G33250	XP_018479192.1
OG0013122	AL8G24260	XP_018473124.1
OG0013123	AL7G32850	XP_018470307.1
OG0013124	AL7G32810	XP_018448566.1
OG0013125	AL1G51310	XP_018448658.1
OG0013126	AL7G32470	XP_018471231.1
OG0013127	AL7G32270	XP_018450271.1, XP_018448491.1
OG0013128	AL7G32260	XP_018471383.1
OG0013129	AL7G32130	XP_018469536.1
OG0013130	AL7G34370	XP_018478584.1, XP_018471630.1
OG0013131	AL6G43590	XP_018458878.1
OG0013132	AL6G41450	XP_018456163.1, XP_018452638.1
OG0013133	AL6G42870	XP_018462307.1, XP_018472731.1
OG0013134	AL6G42910	XP_018476820.1
OG0013135	AL8G19490	XP_018457198.1
OG0013136	AL8G19280	XP_018452503.1
OG0013137	AL8G19250	XP_018458008.1
OG0013138	AL6G36700	XP_018440168.1
OG0013139	AL8G19070	XP_018457979.1
OG0013140	AL8G18860	XP_018484013.1
OG0013141	AL8G18850	XP_018465461.1, XP_018435788.1
OG0013142	AL8G18620	XP_018449685.1
OG0013143	AL8G18540	XP_018475842.1
OG0013144	AL8G18520	XP_018454847.1
OG0013145	AL7G38690	XP_018470347.1
OG0013146	AL7G38630	XP_018472057.1
OG0013147	AL7G38600	XP_018477666.1
OG0013148	AL7G38450	XP_018460243.1
OG0013149	AL7G38270	XP_018467096.1, XP_018454839.1
OG0013150	AL7G38260, AL7G38210	XP_018468314.1
OG0013151	AL7G37960	XP_018468838.1, XP_018482078.1, XP_018481902.1
OG0013152	AL7G37750	XP_018453189.1
OG0013153	AL7G37710	XP_018465422.1, XP_018456486.1
OG0013154	AL7G37620	XP_018484804.1, XP_018449415.1, XP_018463586.1
OG0013155	AL3G10010	XP_018435253.1, XP_018439202.1
OG0013156	AL3G10030	XP_018439197.1
OG0013157	AL3G32740	XP_018466368.1
OG0013158	AL3G10090	XP_018489944.1
OG0013159	AL3G10210	XP_018471093.1, XP_018471088.1
OG0013160	AL3G10330	XP_018491627.1, XP_018474390.1
OG0013161	AL3G10350	XP_018467434.1, XP_018464131.1
OG0013162	AL3G10550	XP_018490993.1
OG0013164	AL8G44960	XP_018436247.1, XP_018440217.1
OG0013165	AL954U10020, AL8G23350	XP_018472200.1
OG0013166	AL8G45020	XP_018433022.1, XP_018441874.1
OG0013167	AL8G45050	XP_018456344.1
OG0013168	AL8G45140	XP_018454986.1, XP_018433603.1
OG0013169	AL8G45180	XP_018439228.1
OG0013170	AL6G28340, AL6G28360	XP_018468189.1
OG0013171	AL8G45340	XP_018456208.1, XP_018438939.1
OG0013172	AL3G53530	XP_018473366.1
OG0013173	AL8G45530	XP_018490321.1, XP_018456592.1
OG0013175	AL8G45690	XP_018450466.1
OG0013176	AL8G45710	XP_018438931.1, XP_018456558.1
OG0013177	AL5G46420	XP_018459557.1, XP_018493359.1
OG0013178	AL5G46370	XP_018454242.1
OG0013179	AL5G46360	XP_018445039.1
OG0013180	AL5G46290	XP_018487127.1
OG0013181	AL5G46250	XP_018488084.1, XP_018488083.1
OG0013182	AL5G46190	XP_018459639.1
OG0013183	AL5G46150	XP_018459653.1
OG0013184	AL5G46140	XP_018459651.1
OG0013185	AL5G45990	XP_018483464.1, XP_018478053.1
OG0013186	AL5G45980	XP_018483465.1
OG0013187	AL5G45810	XP_018488080.1, XP_018480552.1
OG0013188	AL5G45590	XP_018480507.1, XP_018465892.1
OG0013189	AL5G45470	XP_018484827.1
OG0013190	AL5G45460	XP_018466591.1, XP_018481482.1
OG0013191	AL5G44830	XP_018462788.1, XP_018445443.1
OG0013192	AL5G44750	XP_018466243.1, XP_018488944.1
OG0013193	AL5G44360	XP_018444912.1
OG0013194	AL5G44350	XP_018459363.1, XP_018444921.1
OG0013195	AL5G44180	XP_018480282.1, XP_018462764.1
OG0013196	AL5G43900	XP_018442424.1, XP_018442428.1
OG0013197	AL8G25850	XP_018474565.1
OG0013198	AL5G43290	XP_018445192.1, XP_018445191.1
OG0013199	AL5G42760	XP_018444562.1, XP_018488803.1
OG0013200	AL5G42630	XP_018489946.1, XP_018488640.1
OG0013201	AL5G42530	XP_018483889.1, XP_018477410.1
OG0013202	AL4G12960	XP_018466783.1, XP_018434607.1
OG0013203	AL5G42380	XP_018460725.1, XP_018490045.1
OG0013204	AL5G42280	XP_018466640.1, XP_018493077.1
OG0013206	AL5G41800	XP_018459594.1
OG0013207	AL5G41760	XP_018485525.1
OG0013208	AL8G20610	XP_018482553.1
OG0013209	AL5G41350	XP_018442929.1, XP_018489165.1
OG0013210	AL1G65580	XP_018458162.1
OG0013211	AL5G40930	XP_018460415.1
OG0013212	AL2G23690	XP_018458720.1
OG0013213	AL7G26420	XP_018472261.1
OG0013214	AL5G40350	XP_018478233.1, XP_018477603.1
OG0013216	AL5G26580	XP_018433411.1
OG0013217	AL5G39870	XP_018487044.1, XP_018446271.1
OG0013218	AL5G39840	XP_018481940.1
OG0013219	AL5G39780	XP_018480142.1, XP_018480144.1, XP_018465175.1
OG0013220	AL5G39570	XP_018446184.1, XP_018445714.1
OG0013221	AL5G39560	XP_018446185.1, XP_018445716.1
OG0013222	AL5G39440	XP_018482754.1, XP_018462610.1
OG0013223	AL5G39060	XP_018442767.1
OG0013224	AL5G39000	XP_018488023.1, XP_018490548.1
OG0013225	AL5G38840	XP_018492193.1, XP_018492184.1
OG0013226	AL5G38500	XP_018491160.1
OG0013227	AL5G38290	XP_018490361.1
OG0013228	AL5G38200	XP_018488386.1, XP_018488385.1
OG0013229	AL5G38140	XP_018458584.1
OG0013230	AL5G38060	XP_018492130.1, XP_018488361.1
OG0013231	AL5G37940	XP_018488013.1, XP_018490827.1
OG0013232	AL5G37850	XP_018460411.1, XP_018458573.1
OG0013233	AL5G37590	XP_018489386.1, XP_018461221.1, XP_018467350.1
OG0013234	AL5G37580	XP_018461222.1
OG0013235	AL5G37530	XP_018462999.1, XP_018461231.1
OG0013236	AL8G21830	XP_018477445.1
OG0013237	AL5G37340	XP_018486134.1
OG0013238	AL5G37230	XP_018488010.1, XP_018488011.1
OG0013239	AL5G36700	XP_018458429.1, XP_018490743.1
OG0013240	AL5G36690	XP_018458432.1, XP_018489007.1
OG0013241	AL5G36550	XP_018493401.1
OG0013242	AL5G36480	XP_018432556.1
OG0013243	AL5G36100	XP_018491037.1
OG0013244	AL5G35970	XP_018452362.1, XP_018452372.1
OG0013245	AL5G35960	XP_018491940.1, XP_018491941.1
OG0013246	AL5G35850	XP_018464132.1, XP_018489947.1
OG0013247	AL5G35790	XP_018465312.1, XP_018467073.1
OG0013248	AL5G35560	XP_018490242.1, XP_018489707.1
OG0013249	AL5G35300	XP_018477442.1
OG0013250	AL5G35270	XP_018492432.1
OG0013251	AL2G23900	XP_018476254.1, XP_018444758.1
OG0013252	AL5G35100	XP_018490643.1
OG0013253	AL7G38570	XP_018471104.1
OG0013254	AL5G34790	XP_018488428.1
OG0013256	AL5G34360	XP_018486068.1
OG0013257	AL5G34320	XP_018484261.1, XP_018460322.1
OG0013258	AL5G34270	XP_018487969.1
OG0013259	AL5G34260	XP_018486436.1
OG0013260	AL5G33870	XP_018482075.1
OG0013261	AL5G33690	XP_018483996.1
OG0013262	AL5G33650	XP_018493438.1
OG0013263	AL5G33620	XP_018492774.1
OG0013264	AL5G33300	XP_018438125.1, XP_018462455.1
OG0013265	AL8G29050	XP_018449300.1
OG0013266	AL8G29040	XP_018472215.1
OG0013267	AL8G29030	XP_018472216.1
OG0013268	AL8G28980	XP_018447304.1, XP_018447725.1
OG0013269	AL8G28180	XP_018456635.1
OG0013270	AL8G28080	XP_018444849.1, XP_018456554.1
OG0013271	AL8G27840	XP_018468923.1, XP_018452005.1
OG0013272	AL7G39000	XP_018470028.1
OG0013273	AL7G39040	XP_018472370.1
OG0013274	AL7G28740	XP_018469918.1
OG0013275	AL7G39130	XP_018483688.1
OG0013276	AL3G40250	XP_018465653.1, XP_018465652.1
OG0013277	AL3G40490	XP_018486728.1, XP_018486720.1
OG0013278	AL3G41150	XP_018493151.1
OG0013279	AL8G12580, AL3G41270	XP_018492344.1
OG0013280	AL3G41280	XP_018492342.1
OG0013281	AL3G41670	XP_018491531.1
OG0013282	AL3G42180	XP_018485860.1
OG0013283	AL3G42450	XP_018485507.1
OG0013285	AL3G42510	XP_018491223.1
OG0013286	AL3G43000	XP_018485526.1, XP_018432938.1
OG0013287	AL3G43520	XP_018432576.1
OG0013288	AL3G43670	XP_018462221.1, XP_018432985.1
OG0013291	AL3G39790	XP_018493532.1
OG0013292	AL3G39860	XP_018478146.1
OG0013293	AL3G39870	XP_018432650.1
OG0013295	AL2G24910	XP_018446575.1, XP_018445031.1
OG0013296	AL2G25140	XP_018444306.1, XP_018444125.1
OG0013297	nbis-gene-1235	XP_018445537.1
OG0013298	AL2G25410	XP_018455335.1, XP_018455343.1
OG0013299	AL2G25440	XP_018467865.1
OG0013300	AL2G25680	XP_018468050.1
OG0013301	AL2G25690	XP_018446921.1
OG0013302	AL2G25800	XP_018446970.1
OG0013303	AL2G26220	XP_018456157.1, XP_018472013.1
OG0013304	AL2G26250	XP_018445682.1, XP_018461897.1
OG0013305	AL2G26300	XP_018446194.1
OG0013306	AL2G26530	XP_018445072.1
OG0013307	AL2G26980	XP_018447009.1, XP_018446232.1
OG0013308	AL2G26810	XP_018446526.1
OG0013309	nbis-gene-563	XP_018444812.1, XP_018461396.1
OG0013310	AL2G27340	XP_018469525.1, XP_018455259.1
OG0013311	AL7G45120	XP_018442719.1, XP_018443146.1
OG0013312	AL3G51000	XP_018442066.1
OG0013313	AL3G51540	XP_018433552.1, XP_018466325.1
OG0013314	AL3G51590	XP_018489414.1, XP_018436937.1, XP_018436934.1
OG0013315	AL7G48630	XP_018478143.1
OG0013316	AL3G51800	XP_018454851.1, XP_018453963.1
OG0013317	AL3G52030	XP_018437285.1
OG0013318	AL3G52090	XP_018456847.1
OG0013319	AL3G52100	XP_018433359.1
OG0013320	AL3G52990, AL2G11780	XP_018432522.1
OG0013321	AL3G52980	XP_018435002.1
OG0013322	AL3G52790	XP_018486990.1, XP_018457307.1
OG0013323	AL3G49020	XP_018441743.1, XP_018441488.1
OG0013324	AL3G48920	XP_018439134.1, XP_018455310.1
OG0013325	AL3G48690	XP_018460546.1, XP_018434989.1
OG0013326	AL3G48610	XP_018441764.1, XP_018441797.1
OG0013327	AL3G48530	XP_018440414.1
OG0013328	AL4G39140	XP_018439604.1, XP_018439605.1
OG0013329	AL4G39130	XP_018439609.1, XP_018439608.1
OG0013330	AL4G39010	XP_018478395.1
OG0013331	AL4G39000	XP_018477605.1
OG0013332	AL4G38980	XP_018484917.1
OG0013333	AL4G38950	XP_018441836.1, XP_018476958.1
OG0013334	AL4G38810	XP_018476045.1
OG0013335	AL4G34480, nbis-gene-1133	XP_018477186.1
OG0013336	AL4G38490	XP_018441811.1
OG0013337	AL4G38420	XP_018480535.1
OG0013338	AL4G38400	XP_018480998.1, XP_018461156.1
OG0013339	AL4G38230	XP_018441085.1
OG0013340	AL4G37880	XP_018474974.1
OG0013341	AL4G37670	XP_018476063.1
OG0013342	AL4G37510	XP_018441554.1
OG0013343	AL4G37210	XP_018483678.1, XP_018483677.1
OG0013344	AL4G37120	XP_018466219.1, XP_018483096.1
OG0013345	AL4G36990	XP_018483095.1
OG0013346	AL4G36580	XP_018440169.1
OG0013347	AL4G36450	XP_018476630.1
OG0013348	AL4G36440	XP_018434135.1
OG0013349	AL4G21810	XP_018474912.1
OG0013350	AL4G36310	XP_018476467.1
OG0013351	AL4G36300	XP_018484869.1
OG0013352	AL4G35960	XP_018472581.1
OG0013353	AL5G26640	XP_018489105.1, XP_018441670.1
OG0013354	AL4G14780	XP_018477820.1
OG0013355	AL4G35790	XP_018436805.1
OG0013356	AL5G21530	XP_018440126.1
OG0013357	AL4G34060	XP_018440084.1
OG0013358	AL4G35390	XP_018437061.1
OG0013359	AL4G35060	XP_018482706.1, XP_018462997.1
OG0013360	AL4G35020	XP_018474542.1
OG0013361	AL4G34870	XP_018437203.1
OG0013362	AL5G10440	XP_018439744.1
OG0013363	AL4G34590	XP_018459360.1
OG0013364	AL4G34150	XP_018440085.1
OG0013365	AL4G33810	XP_018483443.1, XP_018483444.1
OG0013366	AL4G33700	XP_018434198.1
OG0013367	AL4G33670	XP_018465238.1, XP_018439467.1
OG0013369	AL693U10010, AL4G33360	XP_018433154.1
OG0013370	AL4G33330	XP_018473091.1, XP_018473270.1
OG0013371	AL4G33220	XP_018436946.1
OG0013372	AL3G34260	XP_018436940.1
OG0013374	AL7G27100	XP_018470522.1, XP_018469662.1
OG0013375	AL6G47750	XP_018475207.1, XP_018475213.1
OG0013376	AL6G47800	XP_018460775.1, XP_018455125.1, XP_018453790.1
OG0013377	AL1G16450	XP_018442846.1
OG0013378	AL3G33380	XP_018433737.1
OG0013379	AL3G33410	XP_018441024.1
OG0013380	AL4G12200	XP_018483858.1
OG0013381	AL6G48280	XP_018452395.1
OG0013382	AL6G46830	XP_018473364.1
OG0013383	AL6G46790	XP_018459077.1, XP_018452873.1
OG0013384	AL6G46560	XP_018460443.1, XP_018454317.1
OG0013385	AL6G47090	XP_018472942.1, XP_018476921.1
OG0013386	AL6G47330	XP_018459370.1
OG0013387	AL4G10240	XP_018436641.1
OG0013388	AL4G10620	XP_018434495.1, XP_018463024.1
OG0013389	AL4G10810	XP_018436215.1
OG0013390	AL4G10940	XP_018440630.1
OG0013391	AL4G11000	XP_018437274.1
OG0013392	AL4G11260	XP_018466201.1, XP_018466660.1
OG0013393	AL4G11310	XP_018482421.1
OG0013394	AL4G11330	XP_018440420.1, XP_018440452.1
OG0013395	AL4G11430	XP_018433636.1, XP_018478641.1
OG0013396	AL4G11760	XP_018478398.1
OG0013397	AL4G11790	XP_018483642.1
OG0013398	AL4G11960	XP_018482379.1, XP_018462362.1
OG0013399	AL4G12100	XP_018436202.1, XP_018484698.1, XP_018485053.1
OG0013400	AL4G12170	XP_018438024.1, XP_018484702.1
OG0013401	AL4G12700	XP_018480278.1
OG0013402	AL4G13800	XP_018459003.1
OG0013404	AL4G16580	XP_018478752.1
OG0013405	AL4G16870	XP_018436955.1
OG0013406	AL4G16400	XP_018478453.1, XP_018479782.1
OG0013407	AL4G17700	XP_018477087.1
OG0013408	AL4G17960	XP_018477602.1
OG0013409	AL4G18400	XP_018463277.1, XP_018473473.1
OG0013410	AL4G19340	XP_018486758.1
OG0013411	AL4G16260	XP_018466138.1, XP_018480688.1
OG0013412	AL4G16180	XP_018441470.1
OG0013413	AL4G16050	XP_018437723.1, XP_018437724.1
OG0013414	AL4G18930	XP_018481167.1, XP_018483595.1
OG0013415	AL4G17350	XP_018475895.1
OG0013416	AL4G17430	XP_018441927.1
OG0013417	AL1G52580	XP_018437821.1
OG0013418	AL1G40880	XP_018450548.1, XP_018451252.1
OG0013419	AL1G51660	XP_018486407.1, XP_018460615.1
OG0013421	AL1G51790	XP_018485910.1
OG0013422	AL1G51980	XP_018491361.1
OG0013423	AL1G52430	XP_018442064.1
OG0013424	AL1G52450	XP_018473405.1
OG0013425	AL1G51220	XP_018432581.1
OG0013426	AL1G50510	XP_018493518.1
OG0013427	AL1G50380	XP_018432936.1
OG0013428	AL1G50100	XP_018458443.1
OG0013429	AL1G50090	XP_018447616.1
OG0013430	AL1G49920	XP_018488965.1, XP_018488971.1
OG0013431	AL1G48930	XP_018451688.1
OG0013432	AL1G48860	XP_018451277.1
OG0013433	AL1G48650	XP_018468373.1
OG0013434	AL1G48620	XP_018486151.1
OG0013435	AL1G64680	XP_018491476.1
OG0013436	AL1G48260	XP_018440335.1
OG0013437	AL1G47890	XP_018493172.1
OG0013438	AL1G47860	XP_018440145.1
OG0013439	AL1G47850	XP_018493184.1
OG0013440	AL1G47740	XP_018484956.1
OG0013441	AL1G47720	XP_018439355.1
OG0013442	AL6G43340	XP_018473523.1, XP_018447889.1
OG0013443	AL6G41470	XP_018472584.1
OG0013444	nbis-gene-1618	XP_018468698.1, XP_018463052.1
OG0013445	AL6G43920	XP_018452750.1
OG0013446	AL6G43940	XP_018470878.1, XP_018454630.1
OG0013447	AL6G44270	XP_018443968.1
OG0013448	AL6G44850	XP_018452598.1, XP_018452600.1
OG0013449	AL6G45100	XP_018458953.1, XP_018454948.1
OG0013450	AL6G45200	XP_018457972.1
OG0013451	AL6G45240	XP_018453317.1, XP_018465316.1
OG0013452	AL6G45650, AL6G45530, AL6G45560	XP_018456457.1
OG0013453	AL6G45680	XP_018453242.1, XP_018453277.1
OG0013454	AL6G45730	XP_018452532.1
OG0013455	AL6G30550	XP_018462327.1, XP_018446749.1
OG0013456	AL6G30580	XP_018471278.1, XP_018468002.1, XP_018468575.1
OG0013457	AL6G30670	XP_018442393.1
OG0013458	AL6G38510	XP_018477967.1
OG0013459	AL6G38590	XP_018471047.1, XP_018454037.1
OG0013460	AL6G38610	XP_018471049.1, XP_018455663.1
OG0013461	AL6G38630	XP_018441510.1
OG0013462	nbis-gene-1586	XP_018478314.1
OG0013463	AL6G39220	XP_018464478.1, XP_018435627.1
OG0013464	AL6G39340	XP_018440236.1, XP_018433002.1
OG0013465	AL6G39370	XP_018484152.1
OG0013466	AL6G39440	XP_018478976.1, XP_018465634.1
OG0013467	AL3G44210, nbis-gene-2013	XP_018484713.1
OG0013468	AL3G47945	XP_018460755.1, XP_018481611.1
OG0013469	AL3G47850	XP_018435813.1
OG0013471	nbis-gene-912	XP_018440723.1, XP_018436831.1
OG0013472	AL5G25280	XP_018464635.1, XP_018489781.1
OG0013473	AL5G24520	XP_018436482.1, XP_018464103.1
OG0013474	AL4G47500	XP_018484095.1, XP_018484149.1
OG0013475	AL4G47440, AL39U10020	XP_018472265.1
OG0013476	AL4G47390	XP_018474925.1
OG0013477	AL4G47360	XP_018441503.1
OG0013478	AL4G47270	XP_018439799.1
OG0013479	AL4G47170	XP_018440307.1
OG0013480	AL4G47150	XP_018434053.1
OG0013481	AL4G38910	XP_018439085.1
OG0013482	AL4G47060	XP_018433967.1
OG0013483	AL4G46890	XP_018440985.1
OG0013484	AL4G46880	XP_018473086.1
OG0013485	AL4G46870	XP_018477423.1
OG0013486	AL4G46510	XP_018440347.1
OG0013488	AL4G46400	XP_018433880.1
OG0013489	AL4G46190	XP_018440364.1
OG0013490	AL4G46100	XP_018482425.1, XP_018436920.1
OG0013491	AL4G46010	XP_018484900.1
OG0013492	AL4G46000	XP_018484898.1
OG0013493	AL4G45990	XP_018437889.1
OG0013494	AL4G45780	XP_018472960.1
OG0013495	AL4G45680	XP_018441365.1, XP_018441249.1
OG0013496	AL4G45640	XP_018440941.1, XP_018440946.1
OG0013497	AL4G45620	XP_018441889.1, XP_018441928.1
OG0013498	AL4G45550	XP_018434077.1, XP_018434062.1
OG0013499	AL4G45470	XP_018438235.1
OG0013500	AL4G45220	XP_018436617.1
OG0013501	AL4G45190	XP_018436612.1
OG0013502	AL4G45070	XP_018436604.1
OG0013503	AL4G45060	XP_018478179.1, XP_018479127.1
OG0013504	AL4G44770	XP_018437373.1
OG0013505	AL4G44700	XP_018480416.1
OG0013506	AL4G44420	XP_018476579.1
OG0013507	AL4G44380	XP_018440034.1, XP_018440036.1
OG0013508	AL4G44100	XP_018440001.1
OG0013509	AL4G44030	XP_018456437.1, XP_018482275.1
OG0013510	AL4G43710	XP_018440448.1
OG0013511	AL4G43640	XP_018438749.1
OG0013512	AL4G43620	XP_018433959.1
OG0013513	AL4G43520	XP_018441204.1
OG0013514	AL4G43430	XP_018464485.1, XP_018433764.1
OG0013515	AL4G43400	XP_018433133.1
OG0013516	AL4G43270	XP_018474538.1
OG0013518	AL4G42900	XP_018440924.1
OG0013519	AL4G42470	XP_018472607.1
OG0013520	AL5G24570	XP_018436489.1
OG0013521	AL4G42340	XP_018481230.1, XP_018483079.1
OG0013522	AL4G42160	XP_018439438.1
OG0013523	AL4G41910	XP_018485358.1
OG0013524	AL4G41850	XP_018435184.1
OG0013525	AL4G41670	XP_018472974.1
OG0013526	AL4G41650	XP_018473360.1
OG0013527	AL4G41610	XP_018480937.1
OG0013528	AL4G41390	XP_018473054.1
OG0013529	AL4G41260	XP_018462570.1, XP_018440767.1
OG0013530	AL4G41240	XP_018484203.1
OG0013531	AL4G40900	XP_018433743.1
OG0013532	AL8G22050	XP_018440520.1
OG0013533	AL4G40620	XP_018436735.1
OG0013534	AL4G40580	XP_018481467.1, XP_018485187.1
OG0013535	AL4G40480	XP_018437147.1
OG0013536	AL4G39820, AL4G39970	XP_018441359.1
OG0013537	AL4G39980	XP_018441358.1, XP_018472982.1
OG0013538	AL4G39990	XP_018476058.1
OG0013539	AL4G40000	XP_018476057.1
OG0013540	AL4G40010	XP_018465021.1, XP_018478880.1
OG0013541	AL4G39410	XP_018477043.1
OG0013542	AL4G39320	XP_018482661.1
OG0013543	AL3G10840	XP_018490956.1
OG0013544	AL3G10850	XP_018490962.1
OG0013545	AL3G10910	XP_018439114.1
OG0013546	AL3G11080	XP_018438884.1
OG0013547	AL6G41290	XP_018462270.1, XP_018474770.1
OG0013548	AL3G11470	XP_018488631.1
OG0013549	AL5G13640, AL3G11730	XP_018435257.1, XP_018435258.1
OG0013550	AL3G12030	XP_018439337.1
OG0013551	AL3G12150	XP_018490611.1
OG0013552	AL3G12400	XP_018489188.1, XP_018437345.1
OG0013553	AL3G12890	XP_018489247.1
OG0013554	AL3G12950	XP_018491399.1, XP_018491394.1
OG0013555	AL3G13320	XP_018486684.1
OG0013556	AL3G13410	XP_018440540.1
OG0013557	AL3G13480	XP_018433340.1, XP_018440068.1
OG0013558	AL3G13490	XP_018434414.1, XP_018440070.1
OG0013559	AL3G13500	XP_018489344.1
OG0013560	AL3G13620	XP_018492268.1
OG0013561	AL3G13760	XP_018491751.1, XP_018434139.1
OG0013562	AL3G13780	XP_018488757.1
OG0013563	AL3G14300	XP_018486723.1, XP_018483063.1
OG0013564	AL3G14350	XP_018491245.1
OG0013565	AL3G14570	XP_018439234.1, XP_018437176.1
OG0013566	AL3G14580	XP_018486320.1
OG0013567	AL3G14680	XP_018486264.1
