Orthogroup	Arabidopsis_lyrata_Rawat	Cochlearia_excelsa
OG0015742	AL1G52110	g28173
OG0015743	AL1G52180	g28155
OG0015744	AL1G52280	g53844
OG0015745	AL1G51120	g27955
OG0015746	AL1G51010	g35929, g27923
OG0015747	AL1G50950	g27922
OG0015748	AL1G50830	g27913
OG0015749	AL1G50570	g27910
OG0015750	AL1G50360	g33023
OG0015751	AL1G50350	g33009
OG0015752	AL1G50230	g27884
OG0015754	nbis-gene-211	g27864
OG0015755	AL1G48990	g27862
OG0015756	AL1G48980	g27861
OG0015757	AL1G48940	g27860
OG0015758	AL1G48870	g50751
OG0015759	AL1G48770	g27812
OG0015760	AL1G48700	g32747
OG0015761	AL1G47820	g32671
OG0015762	AL6G42470	g40229
OG0015763	AL6G42360	g40225
OG0015764	AL6G42630	g40231
OG0015765	AL6G43830	g40284
OG0015766	AL6G43870	g40290
OG0015767	AL6G43930	g40292
OG0015768	AL6G43950	g40294
OG0015769	AL6G44020	g40296
OG0015770	AL6G44030	g40297
OG0015771	AL6G44070	g40298
OG0015772	AL6G44130	g40301
OG0015773	AL6G44200	g40303
OG0015774	AL6G44500	g40313
OG0015775	AL6G44700	g40326
OG0015776	AL6G45010	g40338
OG0015777	AL6G45030	g40339
OG0015778	AL6G45070	g40340
OG0015780	AL6G45360	g40355
OG0015781	AL6G45450	g25729
OG0015782	AL6G45660	g40358
OG0015783	AL6G45880	g40372
OG0015784	AL6G45890	g40373
OG0015785	AL6G46090	g40376
OG0015787	AL6G46270	g40378
OG0015788	AL6G46280	g25689
OG0015789	AL6G30590	g29097
OG0015790	AL6G38250	g4865
OG0015791	AL4G19470	g38264
OG0015792	AL8G21270	g10266
OG0015793	AL6G38600	g4836, g10115
OG0015794	AL6G38690	g18524, g4825
OG0015795	AL6G38700	g4824
OG0015796	AL6G38830	g10119
OG0015797	AL6G39250	g18517
OG0015798	AL6G39620	g4689
OG0015799	AL6G39630	g4688
OG0015800	AL6G40390	g10161
OG0015801	AL3G48180	g1441, g13813, g13872
OG0015802	AL3G48120	g13871
OG0015803	AL3G48100	g5938
OG0015804	AL3G47970	g5933
OG0015805	AL3G47960	g13864
OG0015806	AL3G47820	g5919
OG0015807	AL3G53890	g5876
OG0015808	nbis-gene-908	g13824
OG0015809	AL5G30500	g2582
OG0015811	AL5G24580	g2917
OG0015812	AL5G24530	g2914
OG0015813	AL5G24480	g19582
OG0015814	AL4G47660	g37775
OG0015815	AL4G47610	g51578
OG0015816	AL4G47550	g37768
OG0015817	AL4G47410	g37761
OG0015818	AL4G47370	g37756
OG0015819	AL4G47340	g37755
OG0015820	AL4G47330	g37754
OG0015821	AL4G47250	g50835
OG0015822	AL4G47180	g37742
OG0015823	AL4G47120	g50832
OG0015825	AL4G46570	g37711
OG0015826	AL4G46420	g37703
OG0015827	AL4G46380	g50805
OG0015828	AL4G46360	g50804
OG0015830	AL4G46170	g38252
OG0015831	nbis-gene-1168	g37677
OG0015832	AL4G45650	g52300
OG0015833	AL4G45330	g37644
OG0015834	AL4G45090	g52286
OG0015835	AL4G44880	g52271
OG0015836	AL4G44790	g37617
OG0015837	AL4G44780	g52263
OG0015838	AL4G44760	g37616
OG0015839	AL4G44350	g52226
OG0015840	AL4G44330	g37593
OG0015841	AL4G44300	g52230
OG0015842	AL4G44260	g52231
OG0015843	AL3G50990	g13988
OG0015844	AL4G44130	g38240
OG0015845	AL4G44110	g37577
OG0015847	AL4G44020	g52203
OG0015848	AL4G43950	g52197
OG0015849	AL6G49320	g25520
OG0015850	AL4G43840	g52193
OG0015851	AL4G43770	g38237
OG0015852	AL4G43340	g38230
OG0015853	AL4G42870	g52147
OG0015854	AL4G42740	g52134
OG0015855	AL4G42550	g38221
OG0015856	AL4G42360	g37508
OG0015857	AL4G42200	g52118
OG0015858	AL4G42140	g38211
OG0015859	AL4G41990	g37495
OG0015860	AL4G41890	g38207
OG0015861	AL4G41720	g37484
OG0015862	AL4G41590	g38199
OG0015863	AL4G41540	g37470
OG0015864	AL4G41470	g52087
OG0015865	AL4G41460	g37466
OG0015866	AL4G41360	g38195
OG0015868	AL4G41210	g38194
OG0015869	AL4G41140	g52071
OG0015870	AL4G40610	g52044
OG0015871	AL4G40310	g52021
OG0015872	AL4G40050	g37403
OG0015874	AL4G40220	g52011
OG0015875	AL4G40240	g52016
OG0015876	AL4G39650	g38165
OG0015877	AL4G39620	g37393
OG0015878	AL4G39520	g51993
OG0015879	AL8G10640	g10870
OG0015880	AL8G11230	g10904
OG0015882	AL3G11030	g7921
OG0015883	AL3G11070	g12701
OG0015884	AL3G11090	g7919
OG0015885	AL3G11180	g7911
OG0015886	AL3G11200	g12742
OG0015887	AL3G11340	g7904
OG0015888	AL3G11350	g12748
OG0015889	AL3G11360	g7903
OG0015890	AL3G11430	g7895
OG0015891	AL3G11570	g7881
OG0015892	AL3G11580	g7882
OG0015893	AL3G11750	g7874
OG0015894	AL3G11900	g12682
OG0015895	AL3G12080	g12757
OG0015896	AL3G12090	g7861
OG0015897	AL3G12100	g7860
OG0015898	AL3G12120	g12677
OG0015900	AL3G12230	g7855
OG0015901	AL3G12370	g7841
OG0015902	AL3G12460	g12665
OG0015904	AL3G12800	g12656
OG0015905	AL3G12870	g12651
OG0015906	AL3G13230	g7820
OG0015907	AL3G13470	g7816
OG0015908	AL3G13560	g7811
OG0015909	AL3G13590	g12791
OG0015910	AL3G13770	g12802
OG0015911	AL3G13790	g7803
OG0015912	AL3G13880	g7799
OG0015913	AL3G13920	g7796
OG0015914	AL3G14040	g12797
OG0015915	AL3G14050	g7784
OG0015916	AL3G14240	g7783
OG0015917	AL3G14340	g7768, g7777
OG0015918	AL3G14510	g12811
OG0015919	AL3G14970	g7741
OG0015920	nbis-gene-658	g12830, g12825
OG0015921	AL3G15590	g7715
OG0015922	AL3G15630	g12564
OG0015923	AL3G15710	g12560
OG0015924	AL3G15960	g12862
OG0015925	AL7G43850	g46921
OG0015926	AL3G16110	g12551
OG0015927	AL3G16280	g7693
OG0015928	AL3G16410	g12534
OG0015929	AL3G16440	g12531
OG0015930	AL3G16500	g12528
OG0015931	AL3G16560	g12526
OG0015932	AL3G16570	g12525
OG0015934	AL3G16990	g12922
OG0015936	AL3G17320	g12493
OG0015937	AL3G17380	g12488
OG0015938	AL3G17460	g7647
OG0015940	AL3G17960	g12470
OG0015941	AL3G18130	g12464
OG0015942	AL3G18250	g12946
OG0015943	AL3G18290	g12458
OG0015944	AL3G18800	g7590
OG0015945	AL3G18890	g12973
OG0015946	AL3G18920	g7581
OG0015947	AL3G18980	g7577
OG0015948	AL3G19000	g7575
OG0015949	AL3G19030	g12980
OG0015950	AL3G19060	g12434
OG0015951	AL3G19150	g7567
OG0015952	AL3G19230	g7563
OG0015953	AL3G19240	g12428
OG0015954	AL3G19390	g12994
OG0015955	AL3G19660	g7543
OG0015956	AL3G19990	g7523
OG0015957	AL3G20010	g7520
OG0015958	AL3G20100	g13017
OG0015959	AL3G20120	g7515
OG0015960	AL3G20150	g12410
OG0015961	AL3G20320	g7511
OG0015962	AL3G20330	g13023
OG0015963	AL3G20360	g7508
OG0015964	AL3G20460	g12403
OG0015965	AL3G20630	g7491
OG0015966	AL3G20710	g13051
OG0015967	AL3G20750	g7482
OG0015969	AL3G20900	g13059
OG0015970	AL3G20940	g7475
OG0015971	AL3G20950	g7474
OG0015972	AL3G21080	g7464
OG0015973	AL3G21090	g7463
OG0015974	AL3G21150	g7459
OG0015975	AL3G21390	g7447
OG0015976	AL3G21400	g7446
OG0015977	nbis-gene-564	g41531
OG0015978	AL3G21560	g7443
OG0015979	AL3G21650	g13082
OG0015980	AL3G21690	g7435
OG0015981	AL3G21730	g13086
OG0015982	AL3G21760	g13087
OG0015984	AL3G22140	g7419
OG0015985	AL3G22160	g7417
OG0015986	AL3G22170, AL1G36750	g7416
OG0015987	AL3G22360	g7408
OG0015988	AL3G22480	g13111
OG0015990	nbis-gene-689	g12334
OG0015991	AL3G22780	g12328
OG0015992	AL3G22850	g7386
OG0015993	AL3G22910	g7385
OG0015994	AL3G41170	g6405
OG0015995	AL3G23140	g7371
OG0015996	AL3G23630	g7338
OG0015997	AL3G23650	g7336
OG0015998	AL3G23730	g12295
OG0016000	AL3G23990	g7314
OG0016001	AL3G24160	g7305
OG0016002	AL3G24260	g12276
OG0016003	AL3G24430	g7286
OG0016004	AL3G24550	g7276
OG0016005	AL5G10680	g10778
OG0016006	AL3G24850	g7258, g13153
OG0016007	AL3G25460	g7231
OG0016008	AL3G25660	g7222
OG0016009	AL3G25850	g12216
OG0016011	AL3G25990	g12215
OG0016012	AL3G26020	g13202
OG0016013	AL3G26210	g13206
OG0016014	AL3G26400	g12198
OG0016015	AL3G26710	g7164
OG0016016	AL3G26830	g12177
OG0016017	AL3G27070	g13223
OG0016018	AL3G27180	g7139
OG0016019	AL3G27200	g7137
OG0016020	AL3G27220	g7136
OG0016021	AL3G27430	g12152
OG0016022	AL3G27640	g7106
OG0016023	AL3G27680	g7102
OG0016024	AL3G27960	g7082
OG0016025	AL3G28200	g13239
OG0016026	AL7G26640	g7062
OG0016027	AL3G28550	g7050
OG0016028	AL3G28570	g7049
OG0016029	AL3G28880	g7037
OG0016030	AL3G29000	g12093
OG0016031	AL3G29010	g12092
OG0016032	AL3G29020	g7024
OG0016033	AL3G29060	g7019
OG0016034	AL3G29420	g13263
OG0016035	AL3G29430	g12081
OG0016036	AL3G29630	g6998
OG0016037	AL3G29880	g13272
OG0016038	AL3G29980	g6982
OG0016039	AL3G30010	g12060
OG0016041	AL3G30290	g13280
OG0016042	AL3G30530	g13286
OG0016043	AL3G30560	g12044
OG0016044	AL3G30800	g12035
OG0016045	AL3G30990	g6917
OG0016047	AL3G31100	g12028
OG0016048	AL3G31170	g12023
OG0016049	AL3G31200	g12021
OG0016050	AL3G31220	g6907
OG0016051	AL3G31270	g6902
OG0016052	AL8G17940	g37051
OG0016053	AL3G31450	g6890
OG0016054	AL3G31660	g6881
OG0016055	AL3G31850	g6869
OG0016056	AL3G31950	g13314
OG0016057	AL3G31990	g11996
OG0016058	AL3G32150	g11990
OG0016059	AL3G32180	g6856
OG0016060	AL3G32260	g11983
OG0016061	AL3G32290	g6848
OG0016062	AL3G32450	g6833
OG0016063	AL3G32490	g6830
OG0016064	AL3G32550	g6823
OG0016065	AL3G32580	g11970
OG0016066	AL3G32600	g6819
OG0016067	AL3G32590	g6820
OG0016069	AL3G32850	g11958
OG0016070	AL3G32860	g11957
OG0016071	AL3G33040	g6786
OG0016072	AL3G33070	g6784
OG0016073	AL3G33170	g6778
OG0016074	AL3G33230	g11952
OG0016075	AL3G33250	g11951
OG0016076	nbis-gene-733	g11945
OG0016077	AL3G33670	g6756
OG0016078	AL3G33880	g11932, g11926
OG0016079	AL3G33950	g6749
OG0016080	AL3G34000	g6747
OG0016081	AL3G33310, AL3G34200	g6718
OG0016082	AL3G34280	g11912
OG0016083	AL3G34590	g13369
OG0016084	AL3G34640	g6710
OG0016085	AL3G34700	g11897
OG0016086	AL3G34770	g11893
OG0016088	AL8G27270	g892
OG0016089	AL8G27260	g891
OG0016090	AL8G27230	g28389
OG0016091	AL8G27060	g885
OG0016092	AL3G45400	g14690
OG0016093	AL7G50500	g16883
OG0016094	AL7G50510	g16884
OG0016095	AL7G51210	g16901
OG0016096	AL7G51520	g18084
OG0016097	AL7G51740	g18087
OG0016098	AL7G52030	g46738
OG0016099	AL8G32870	g28594
OG0016100	AL7G52880	g46762
OG0016101	AL7G46760	g18115
OG0016102	AL7G46730	g46772
OG0016103	AL7G46290	g46802
OG0016104	AL7G45460	g46840
OG0016105	AL8G20730	g10291
OG0016106	AL8G20300	g10294
OG0016107	AL8G20240	g10298
OG0016108	AL8G20040	g10299
OG0016109	AL3G38660	g6506
OG0016111	AL3G37890	g6542
OG0016112	AL3G37760	g6548
OG0016113	AL3G54120	g13837
OG0016114	AL3G37190	g6565
OG0016115	AL3G36890	g11807
OG0016116	AL3G36750	g6583
OG0016117	AL3G35750	g6637
OG0016118	nbis-gene-748	g13395
OG0016119	AL3G35680	g6662
OG0016120	AL3G35640	g13392
OG0016121	AL3G35430	g6674
OG0016122	AL3G35400	g13388
OG0016123	AL3G35340	g13384
OG0016124	AL3G34780	g6704
OG0016125	AL7G21840	g23415
OG0016126	AL7G22290	g23447
OG0016127	AL8G17290	g11126
OG0016128	AL2G24300	g44978
OG0016130	AL2G24070	g45001
OG0016131	AL2G23880	g45016
OG0016132	AL2G23800	g45019
OG0016133	AL2G23740	g45021
OG0016134	AL2G22860	g45046
OG0016135	AL2G23210	g42007
OG0016136	AL2G23270	g41914
OG0016137	AL2G23290	g45044
OG0016138	AL2G22530	g51957
OG0016139	AL2G19710	g53640
OG0016141	AL8G41170	g45138
OG0016142	AL2G19270	g45130
OG0016143	AL2G19830	g45102
OG0016144	AL1G64670	g41232
OG0016145	AL1G64860	g43822
OG0016146	AL6G30200	g4902
OG0016147	AL6G30180	g4903
OG0016148	AL6G30100	g4904
OG0016149	AL6G30080	g29072, g41456
OG0016150	AL6G29970	g4907
OG0016151	AL6G29930	g29067
OG0016152	AL6G29800	g41466
OG0016153	AL6G29620	g4922
OG0016154	AL6G29480	g29037
OG0016155	AL6G29430	g4933
OG0016156	AL6G29420	g41479
OG0016157	AL6G40560	g4727
OG0016158	AL8G23370	g4673
OG0016159	AL8G23240	g4662, g10189
OG0016160	AL8G23400	g4764
OG0016161	AL8G22620	g4535
OG0016162	AL3G48350	g5944
OG0016163	AL5G32980	g2413
OG0016164	AL5G32940	g11333
OG0016165	AL5G32870	g2415
OG0016166	AL5G32790	g19276
OG0016167	AL5G33290, AL5G32740	g2423
OG0016168	AL5G32590	g2436
OG0016169	AL5G32410	g11340
OG0016170	AL7G47290	g16768
OG0016171	AL5G32380	g2444
OG0016172	AL5G32250	g19292
OG0016173	AL5G32240	g19293
OG0016174	AL5G32200	g11342
OG0016175	AL5G32070	g11344
OG0016176	nbis-gene-1350	g19297
OG0016177	AL5G32020	g19304
OG0016178	AL5G31980	g2468
OG0016179	AL5G31860	g2474
OG0016180	AL5G31740	g19316
OG0016181	AL5G31730	g2485
OG0016182	AL5G31650	g11345
OG0016183	AL1G10050	g27755
OG0016184	AL1G10110	g30726
OG0016185	AL1G10130	g49286
OG0016186	AL1G10330	g26858
OG0016187	AL1G10350	g26859
OG0016188	AL1G10380	g49296
OG0016189	AL1G10420	g26862
OG0016190	AL1G10430	g30729
OG0016191	AL1G10450	g49298
OG0016192	AL1G10470	g49299
OG0016193	AL1G10570	g26864
OG0016194	AL1G10650	g49304
OG0016195	AL1G10670	g26869
OG0016196	AL1G10710	g30735
OG0016197	nbis-gene-20	g49316, g30738
OG0016198	AL1G10940	g49321
OG0016199	AL1G11020	g26874
OG0016200	AL1G11160	g49333
OG0016201	AL1G11180	g49336
OG0016202	AL1G11220	g49343
OG0016203	AL1G11590	g26880
OG0016204	AL3G44770	g13663
OG0016205	AL1G11650	g26887
OG0016206	AL1G11660	g49359
OG0016207	AL1G11740	g49364
OG0016208	AL1G11850	g30774
OG0016210	AL1G11980	g30778
OG0016211	AL1G12070	g26896
OG0016212	AL1G12210	g26901
OG0016213	AL1G12550	g49400
OG0016214	AL1G12740	g30812
OG0016215	AL1G12910	g49415
OG0016216	AL1G12920	g30824
OG0016218	AL1G13070	g30832
OG0016219	AL1G13150	g26912
OG0016220	AL1G13180	g30836
OG0016221	AL1G13300	g30838
OG0016222	AL1G13390	g49431
OG0016223	AL1G13640	g30847
OG0016224	AL1G13780	g30861
OG0016225	AL1G13930	g26931
OG0016227	AL1G14250	g30878
OG0016229	AL1G14610	g49470
OG0016230	AL1G14620	g30898
OG0016231	AL1G14690	g30892
OG0016232	AL1G14700	g30891
OG0016233	AL1G14720	g49479
OG0016234	AL1G14810	g49480
OG0016235	AL1G14870	g30908
OG0016236	AL1G14900	g49487
OG0016237	AL1G15110	g26956
OG0016238	AL1G15140	g49491
OG0016239	AL1G15180	g26957
OG0016240	nbis-gene-37	g49494
OG0016241	AL1G15280	g30931
OG0016242	AL1G15510	g30941
OG0016243	AL1G15570	g30945
OG0016244	AL1G15750	g30955
OG0016245	AL1G15760	g30956
OG0016246	AL1G15780	g30958
OG0016247	AL1G15840	g30961
OG0016248	AL1G65240	g41130
OG0016249	AL1G16410	g49544
OG0016250	AL1G16460	g31000
OG0016251	AL1G16540	g26978
OG0016252	AL1G16550	g26979
OG0016253	AL1G16580	g31009
OG0016254	AL1G16700	g49549
OG0016255	AL1G16720	g26990
OG0016256	AL1G16740	g31019
OG0016257	AL1G16820	g31027
OG0016258	AL1G16850	g49554
OG0016259	AL1G16940	g31033
OG0016260	AL1G17010	g49558
OG0016261	AL1G17040	g31039
OG0016262	AL1G17150	g49560
OG0016263	AL1G17180	g31042
OG0016264	AL1G17400	g31052
OG0016266	AL7G28850	g17217
OG0016267	AL1G17610	g31066
OG0016268	AL1G17710	g49569
OG0016269	AL1G17720	g31071
OG0016271	AL1G17940	g31079
OG0016272	AL1G18130	g31083
OG0016273	AL1G14800	g26952
OG0016274	AL1G18500	g27020
OG0016275	AL1G18580	g49608
OG0016276	AL1G18600	g31111
OG0016277	AL1G18680	g49616
OG0016278	AL1G18900	g49678
OG0016279	AL1G18950	g49673
OG0016280	AL1G19020	g49665
OG0016281	AL1G19040	g27031
OG0016282	AL1G19070	g49664, g27033
OG0016283	AL1G19120	g27044
OG0016284	AL1G19160	g31134
OG0016285	AL1G19190	g49659
OG0016286	AL1G19200	g27050
OG0016287	AL1G19470	g49641
OG0016288	AL1G19620	g27061
OG0016289	AL1G19630	g31162
OG0016290	AL1G19730	g31169
OG0016291	nbis-gene-290	g31174
OG0016292	AL1G19960	g27077
OG0016293	AL1G19970	g31181
OG0016294	AL1G20140	g31202
OG0016295	AL1G20230	g31208
OG0016296	AL1G20390	g49704
OG0016297	AL1G20400	g31219
OG0016298	AL1G20410	g31220
OG0016300	AL1G20510	g49709
OG0016301	AL1G20950	g27107
OG0016302	nbis-gene-62	g31246
OG0016303	AL1G21340	g31258
OG0016304	AL1G21360	g49731
OG0016305	nbis-gene-67	g31278
OG0016306	AL1G21810	g31282
OG0016307	AL1G21840	g49756
OG0016308	AL6G42020	g40207
OG0016309	AL1G22230	g27145
OG0016310	AL9U11310	g24822
OG0016311	AL1G22650	g27157
OG0016312	AL1G22800	g31327
OG0016315	AL2G13500	g27180
OG0016316	AL1G23300	g31352
OG0016317	AL1G23530	g31372
OG0016318	AL1G23540	g49814
OG0016319	AL1G23690	g31379
OG0016320	AL1G23770	g31384
OG0016321	AL1G23840	g49822
OG0016323	AL1G23920	g31392
OG0016324	AL1G24110	g31398
OG0016325	AL1G24430	g31406
OG0016326	AL1G24620	g31419
OG0016327	AL1G24800	g49867
OG0016328	AL1G24850	g49869
OG0016329	AL1G24910	g27213
OG0016331	AL1G25310	g31464
OG0016332	AL1G25420	g31474
OG0016333	AL1G25450	g31475
OG0016334	AL1G25490	g49885
OG0016335	AL1G25620	g49894
OG0016336	AL1G25720	g49898
OG0016337	AL1G25830	g27254
OG0016338	AL1G25820	g27253
OG0016339	AL1G26010	g31502
OG0016340	AL1G26040	g49903
OG0016341	AL1G26070	g31507
OG0016342	AL1G26160	g31514
OG0016343	AL1G26180	g31517
OG0016344	AL1G26190	g27263
OG0016345	AL1G26240	g31521
OG0016346	AL1G26490	g27275
OG0016347	AL1G26530	g31534
OG0016348	AL1G27280	g31579
OG0016349	AL1G27420	g31590
OG0016351	AL1G27520	g31599
OG0016352	AL1G27590	g27305
OG0016353	AL1G27810	g49948
OG0016354	AL1G27850	g49950
OG0016355	AL2G37770	g25217
OG0016356	AL1G28200	g27332
OG0016357	AL1G28230	g31634
OG0016358	AL1G28470	g49968
OG0016359	nbis-gene-94	g31651
OG0016360	AL1G28630	g54067
OG0016361	AL1G28750	g49976
OG0016362	AL1G28790	g49978
OG0016363	AL1G28820	g31657
OG0016364	AL1G28840	g31658
OG0016365	AL1G29140	g31679
OG0016366	AL1G29250	g31684
OG0016369	AL1G29450	g27368
OG0016370	AL8G10070	g26787
OG0016371	AL1G29500	g27369
OG0016372	AL1G29580	g31695
OG0016373	AL6G40570	g4728
OG0016374	AL1G29720	g27372
OG0016375	AL1G29750	g31710
OG0016376	AL1G29770	g31711
OG0016377	AL1G29780	g50003
OG0016378	AL1G29840	g31715, g50007
OG0016379	AL1G29890	g31718, g50009
OG0016380	AL1G30090	g31726
OG0016381	AL1G30100	g31727
OG0016382	nbis-gene-99	g31728
OG0016383	AL4G19390	g38267
OG0016384	AL1G30380	g31745
OG0016385	nbis-gene-100	g31747
OG0016386	AL1G30470	g31750
OG0016387	AL1G30510	g50030
OG0016388	AL1G30530	g50032
OG0016389	AL1G30550	g31753
OG0016390	AL1G30640	g31762
OG0016391	AL6G41200	g41146
OG0016392	AL8G26550	g868
OG0016393	AL1G31130	g31799
OG0016395	AL1G31320	g50056
OG0016396	AL1G31520	g31815
OG0016397	AL1G31660	g27428
OG0016398	AL1G31700	g31819
OG0016399	AL1G31780	g31825
OG0016400	AL1G31880	g50072
OG0016401	AL1G31900	g31836
OG0016402	AL1G31930	g50083
OG0016403	AL1G31960	g31844
OG0016404	AL1G32240	g31855
OG0016405	AL1G32370	g31867
OG0016406	AL1G32530	g50098
OG0016407	AL3G41710	g6382
OG0016408	AL1G32850	g31894
OG0016409	AL1G32860	g31896
OG0016410	AL1G32940	g50120
OG0016412	AL1G33490	g31940
OG0016413	AL1G33890	g31951
OG0016414	AL1G34100	g31963
OG0016415	AL1G34420	g50181
OG0016416	AL4G13660	g38424
OG0016417	AL1G34700	g50200
OG0016418	AL1G34710	g27490
OG0016419	AL1G34740	g50203, g31998
OG0016420	AL1G34780	g50205
OG0016421	AL1G34790	g50206
OG0016422	AL1G34800	g32000
OG0016423	AL1G34920	g27494
OG0016424	AL1G34940, AL3G43350	g32008
OG0016425	AL1G34960	g32010
OG0016426	AL1G34980	g27496
OG0016428	AL1G35630	g50230
OG0016429	AL1G35640	g50233
OG0016430	AL1G35980	g50245
OG0016431	AL1G36000	g32038
OG0016432	AL1G36070	g50247
OG0016433	AL1G36080	g50248
OG0016434	AL1G36140	g32044
OG0016435	AL1G36230	g50250
OG0016436	AL1G36320	g27533
OG0016437	AL1G36340	g50253, g27534
OG0016438	AL1G36350	g50254
OG0016439	AL1G36570	g27542
OG0016441	AL2G31430	g45992
OG0016442	AL2G31380	g45946
OG0016443	AL2G31320	g45942
OG0016444	AL2G31300	g45940
OG0016446	AL2G31160	g44650
OG0016447	AL6G46970, AL2G31150	g44651
OG0016448	AL2G31120	g45928
OG0016449	AL2G31100	g45926
OG0016450	AL2G30870	g45914
OG0016451	AL2G30850	g45913
OG0016452	AL2G30820	g44661
OG0016453	AL1G52610	g53933
OG0016454	AL2G30700	g45906
OG0016455	AL2G30680	g45904
OG0016456	AL2G30670	g45903
OG0016457	AL2G22440, AL2G22410	g45072
OG0016458	nbis-gene-588	g45883
OG0016459	AL2G30080	g45872
OG0016460	AL2G30010	g45869
OG0016461	AL2G29930	g45862
OG0016462	AL2G29640	g45848
OG0016463	AL2G29500	g45835
OG0016464	AL2G29430	g45830
OG0016466	AL2G29320	g45828
OG0016467	AL1G47100	g27787
OG0016468	AL1G47110	g32637
OG0016469	AL1G47220	g50670
OG0016470	AL1G47360	g32649
OG0016471	AL1G47510	g50681
OG0016472	AL1G47630	g27800
OG0016473	AL1G47660	g50689
OG0016474	AL1G47690	g50692
OG0016476	AL2G11730	g1736
OG0016477	AL2G11810	g37127
OG0016478	AL2G11820	g40843
OG0016479	AL8G36770	g28257, g1401
OG0016480	nbis-gene-379	g40860
OG0016481	AL2G12680	g40868
OG0016483	AL2G12960	g40879
OG0016484	AL2G13000	g40882
OG0016485	AL2G13010	g40883
OG0016486	AL2G13020	g40884
OG0016487	AL2G13030	g44237
OG0016488	AL2G13040	g40885
OG0016489	AL2G13350	g40892
OG0016490	AL2G13400	g40902
OG0016491	AL6G42030	g40208
OG0016492	AL2G14140	g40934
OG0016493	AL2G14200	g40937
OG0016494	AL2G14330	g40942
OG0016495	AL2G14640	g40962
OG0016496	AL2G14980	g44173
OG0016497	AL6G43680	g40279
OG0016498	AL2G15070	g44166
OG0016499	AL2G15140	g40972
OG0016500	AL2G15150	g40975
OG0016501	AL2G15290	g44152
OG0016502	AL2G15640	g44143
OG0016503	AL2G15820	g41001
OG0016504	AL2G16000	g44137
OG0016505	AL2G16040	g41016
OG0016506	AL2G16220	g41022
OG0016507	AL2G16270	g44125
OG0016508	AL2G16430	g44122
OG0016509	AL3G53380	g36245
OG0016510	AL2G16620	g44108
OG0016511	AL2G16640	g41430, g41033
OG0016513	AL2G16930	g41040
OG0016514	AL2G17200	g44088
OG0016515	AL2G17470	g44071
OG0016516	AL2G17550	g41053
OG0016517	AL7G24990	g47640
OG0016518	AL2G17740	g38258
OG0016519	AL2G17870	g44044
OG0016520	AL2G17880	g44042
OG0016521	AL2G18140	g24716
OG0016522	AL2G18110	g44028
OG0016523	AL2G18050	g1712
OG0016524	AL3G45510	g44015
OG0016525	AL1G67520	g44016
OG0016526	AL2G19510	g49534
OG0016527	AL1G67180	g41093
OG0016528	AL1G66670	g1709
OG0016529	AL1G66480	g41104
OG0016530	AL1G66100	g41115
OG0016531	AL1G65930	g43971
OG0016532	AL1G65920	g43970
OG0016533	AL1G65880	g41122
OG0016534	AL1G65780	g1695
OG0016536	AL1G65690	g41125
OG0016537	AL2G10940	g43513
OG0016538	AL2G10790	g40825
OG0016539	AL8G24790	g1390
OG0016540	AL8G22960	g4639
OG0016542	AL2G10470	g40770
OG0016543	AL2G10410	g40765
OG0016544	AL2G10400	g40764
OG0016545	AL2G10270	g40757
OG0016547	AL2G10140	g40746
OG0016548	AL2G10030	g40731
OG0016549	AL8G12020	g40628
OG0016550	AL8G12010	g10945
OG0016551	AL5G10760	g10771
OG0016552	AL8G11500	g10917
OG0016553	AL8G11450	g10915
OG0016554	AL8G10600	g40703
OG0016555	AL8G11090	g40727
OG0016556	AL1G55010	g10837
OG0016557	AL8G14720	g11028
OG0016558	AL8G14780	g40513
OG0016559	AL8G14790	g11031
OG0016560	AL7G26340	g47587
OG0016561	AL8G14900	g11039
OG0016562	AL8G15520	g40488
OG0016563	AL5G12900	g16687
OG0016564	AL6G48820	g18512
OG0016565	AL6G48570	g25550
OG0016566	AL6G48490	g40458
OG0016567	AL7G23100	g23478
OG0016568	AL7G22860	g23463
OG0016570	AL7G22560	g47703
OG0016571	AL7G22550	g47704
OG0016572	AL5G25890	g2818
OG0016573	AL8G21200	g10271
OG0016574	AL7G38760	g47149
OG0016575	AL1G54500	g36276
OG0016576	AL1G54670	g54042
OG0016577	AL1G54680	g54043
OG0016578	AL1G54690	g54044
OG0016579	AL1G54910	g54070
OG0016580	AL1G54960	g36321
OG0016581	AL1G54980	g54075
OG0016582	AL6G50210	g54085
OG0016583	AL1G55660	g54101
OG0016584	AL1G55870	g28084
OG0016585	AL1G55990	g36382
OG0016586	AL6G45300	g25747
OG0016587	AL1G56040	g54118
OG0016588	AL1G56140	g28082
OG0016590	AL1G56610	g36396
OG0016591	AL1G56790	g54133
OG0016593	AL5G22400	g54135
OG0016595	AL2G34890	g46178
OG0016596	AL2G34870	g44488
OG0016597	AL2G34800	g44495
OG0016598	AL7G10020	g18383
OG0016599	AL7G10030	g19270
OG0016600	AL7G10050	g19269, g19273
OG0016601	AL7G10080	g53552
OG0016602	AL7G10190	g18375
OG0016603	AL7G10210	g18373
OG0016604	AL7G10240	g18370
OG0016605	AL7G10250	g18369
OG0016606	AL7G10260	g18368
OG0016607	AL7G10340	g18358
OG0016608	AL7G10350	g18357
OG0016609	AL7G10530, AL7G44960	g18341
