Orthogroup	Arabidopsis_lyrata_Rawat	Capsella_rubella
OG0014679	AL8G42310	XP_006280612.2
OG0014680	AL8G42180	XP_006280853.2
OG0014681	AL8G42070	XP_006281755.1
OG0014682	AL8G42010	XP_023638803.1
OG0014683	AL8G41830	XP_023645466.1
OG0014684	AL8G41790	XP_006279898.1
OG0014685	AL8G41780	XP_006280078.1
OG0014686	AL8G41740	XP_006282245.1
OG0014687	AL8G41640	XP_006280266.1
OG0014688	AL8G41510	XP_006279929.1
OG0014689	AL8G41430	XP_023639980.1
OG0014690	AL8G41250	XP_006280708.1
OG0014691	AL8G41210	XP_006279923.1
OG0014692	AL8G41150	XP_023640026.1
OG0014693	AL8G40750	XP_006281746.2
OG0014694	AL8G40500	XP_006281034.1
OG0014695	AL8G40490	XP_006279731.1
OG0014696	AL8G40470	XP_006280122.1
OG0014697	AL8G40450	XP_006281766.1
OG0014698	AL8G40440	XP_006280253.1
OG0014699	AL4G40530	XP_006294090.1
OG0014700	AL8G40340	XP_023643530.1
OG0014701	AL8G40180	XP_006280218.1
OG0014702	AL8G40160	XP_006279797.1
OG0014703	AL8G40110	XP_023641077.1
OG0014704	AL8G40030	XP_006281131.1
OG0014705	AL8G40020	XP_006280287.1
OG0014706	AL8G39720	XP_023633456.1
OG0014707	AL8G39460	XP_006280331.1
OG0014708	AL8G39150	XP_006282174.1
OG0014709	AL8G39140	XP_006279913.1
OG0014710	AL8G38920	XP_006281008.1
OG0014711	AL8G38870	XP_006281693.1
OG0014712	AL8G38850	XP_006280595.1
OG0014713	AL8G38790	XP_006280451.1
OG0014714	AL8G38680	XP_006281018.1
OG0014715	AL8G38660	XP_023635882.1
OG0014716	AL8G38400	XP_023633173.1
OG0014717	AL8G38390	XP_006279662.1
OG0014718	AL8G38310	XP_023642235.1
OG0014719	AL8G38160	XP_006279551.1
OG0014720	AL8G38060	XP_006280383.1
OG0014721	AL8G37930	XP_023644391.1
OG0014722	AL8G37790	XP_006281903.1
OG0014723	AL5G15820	XP_006292961.1
OG0014724	AL8G37580	XP_006282075.1
OG0014725	AL8G37560	XP_023636206.1
OG0014726	AL8G37490	XP_006280458.1
OG0014728	AL6G34760	XP_023637639.1
OG0014729	AL6G34790	XP_023635755.1
OG0014730	AL6G34990	XP_006287013.1
OG0014731	AL6G35010	XP_006287966.1
OG0014732	AL6G35190	XP_006287134.1
OG0014733	AL1G52590	XP_023644837.1
OG0014734	AL6G35450	XP_006287298.1
OG0014735	AL5G24550	XP_023637812.1
OG0014736	AL6G35710	XP_006286349.1
OG0014737	AL6G35730	XP_006289565.1
OG0014738	AL6G35740	XP_023636686.1
OG0014739	AL6G35810	XP_006288825.1
OG0014740	AL6G35840	XP_006287156.1
OG0014741	AL6G35880	XP_023635780.1
OG0014742	AL6G36080	XP_006288304.1
OG0014743	AL6G36090	XP_023636490.1
OG0014744	AL6G42370	XP_006289007.1
OG0014745	AL6G36110	XP_006288106.1
OG0014746	AL6G36190	XP_006287682.1
OG0014747	AL6G36350	XP_023636511.1
OG0014748	AL6G36460	XP_006289241.1
OG0014749	AL6G36470	XP_006287361.1
OG0014750	AL6G36540	XP_006287508.1
OG0014751	AL6G36590	XP_006288885.1
OG0014752	AL6G37050	XP_006289879.1
OG0014753	AL6G37880	XP_006288877.2
OG0014754	AL6G38000	XP_006290118.1
OG0014755	AL6G38030	XP_023635959.1
OG0014756	AL6G38050	XP_006289278.1
OG0014757	AL6G38150	XP_006286989.1
OG0014758	AL6G30870	XP_006287751.1
OG0014759	AL6G31170	XP_006286972.1
OG0014760	AL6G31370	XP_006288021.1
OG0014761	AL6G31570	XP_006289073.1
OG0014762	AL6G31640	XP_006288934.1
OG0014763	AL6G31780	XP_006288683.1
OG0014764	AL6G31940	XP_006287321.2
OG0014765	AL6G31970	XP_006287652.1
OG0014766	AL6G31990	XP_006286914.1
OG0014767	AL6G32120	XP_006288077.1
OG0014768	AL6G32130	XP_006287593.1
OG0014769	AL6G32190	XP_006289225.1
OG0014770	AL6G32470	XP_006290016.1
OG0014771	AL6G32610	XP_006289144.1
OG0014772	AL6G32850	XP_006288530.2
OG0014773	AL6G33020	XP_006288288.1
OG0014774	AL6G33100	XP_023636351.1
OG0014775	AL6G33110	XP_006287736.1
OG0014776	AL1G36500	XP_023645274.1
OG0014777	AL6G33310	XP_023637357.1
OG0014778	AL6G33420	XP_006287721.1
OG0014779	AL6G33430	XP_006289780.1
OG0014780	AL6G33490	XP_023636919.1
OG0014781	AL6G33750	XP_006286975.1
OG0014782	AL6G33950	XP_023636358.1
OG0014783	AL3G40170	XP_006299053.2
OG0014784	AL6G33990	XP_006290201.1
OG0014785	AL6G34010	XP_006288979.1
OG0014786	nbis-gene-2053, nbis-gene-2052	XP_006281897.1
OG0014787	AL8G28310	XP_006282256.1
OG0014788	AL8G37330	XP_006281832.1
OG0014789	AL8G37200	XP_006282065.1
OG0014790	AL8G37190	XP_006280064.1
OG0014791	AL8G37160	XP_006280577.1
OG0014792	AL8G37130	XP_006280984.1
OG0014793	AL8G36760	XP_023633523.1
OG0014795	AL8G36380	XP_006280518.1
OG0014796	AL8G36290	XP_006279692.1
OG0014797	AL8G35920	XP_006281984.1
OG0014798	AL7G52050	XP_006283980.1
OG0014799	AL8G35870	XP_006280714.2
OG0014800	AL8G35800	XP_006281262.1
OG0014801	AL8G35670	XP_006281963.1
OG0014802	AL8G35640	XP_006282191.1
OG0014803	AL8G35460	XP_023642534.1
OG0014804	AL8G35440	XP_006279761.1
OG0014805	nbis-gene-2170	XP_006280227.1
OG0014806	AL8G34870	XP_006280567.1
OG0014807	AL8G34790	XP_006279969.1
OG0014808	AL8G34780	XP_023636575.1
OG0014809	AL8G34640	XP_023633596.1
OG0014810	AL8G34410	XP_006279686.2
OG0014811	AL8G34340	XP_023638494.1
OG0014812	AL8G34320	XP_006279807.1
OG0014813	AL8G34250	XP_006282199.2
OG0014814	AL8G34230	XP_006281609.1
OG0014815	AL8G33630	XP_006282217.1
OG0014816	AL8G34210	XP_006279762.1
OG0014817	AL8G34180	XP_006280154.1
OG0014818	AL8G34030	XP_023636952.1
OG0014819	nbis-gene-2167	XP_006280470.1
OG0014821	AL8G33780	XP_006280338.1
OG0014822	AL8G33730	XP_023641424.1
OG0014823	AL8G33700	XP_006281473.1
OG0014824	AL8G33680	XP_006280396.1
OG0014825	AL8G33390	XP_006282054.2
OG0014826	AL8G33370	XP_006280263.1
OG0014827	AL5G10820	XP_023638495.1
OG0014828	AL3G51460	XP_006300063.2
OG0014829	AL3G47000	XP_006298447.2
OG0014830	AL8G32960	XP_006280494.1
OG0014831	AL8G32970	XP_006281293.1
OG0014832	AL8G33090	XP_023637186.1
OG0014833	AL8G32560	XP_006279942.1
OG0014834	AL8G32550	XP_006281887.2
OG0014835	AL8G32410	XP_006280336.1
OG0014836	AL8G31840	XP_023645716.1
OG0014837	AL8G31680, AL8G31730, AL2G23000	XP_006281316.1
OG0014838	AL8G31660	XP_006281479.1
OG0014839	AL8G31320	XP_006280016.1
OG0014840	AL8G31510	XP_006280585.1
OG0014841	AL8G31490	XP_006279740.1
OG0014844	AL8G31410	XP_006279914.1
OG0014845	AL8G31330	XP_023645816.1
OG0014846	AL8G31150	XP_006280334.1
OG0014847	AL8G31070	XP_006279574.1
OG0014848	AL8G31000	XP_006280297.1
OG0014849	AL8G30280	XP_006280915.1
OG0014850	AL5G29430	XP_006290272.1
OG0014851	AL5G29170	XP_006290824.1
OG0014852	AL5G29070	XP_006291319.2
OG0014853	AL5G28870	XP_023638230.1
OG0014854	AL5G28500	XP_006290921.1
OG0014855	AL5G28490	XP_006290867.1
OG0014856	AL5G28320	XP_023638819.1
OG0014857	AL1G64640	XP_006302081.2
OG0014858	AL6G50510	XP_006288629.1
OG0014859	AL6G17780	XP_006289951.1
OG0014860	AL6G17700	XP_023637563.1
OG0014861	AL4G36490	XP_006293689.1
OG0014862	AL6G17360	XP_006289157.1
OG0014863	AL6G17190	XP_006289981.1
OG0014864	AL6G17030	XP_006289503.1, XP_006279170.1
OG0014865	AL6G16970	XP_006287094.1
OG0014866	AL6G16900	XP_006286677.1
OG0014867	AL6G16860	XP_006287898.1
OG0014868	AL6G16630	XP_006289319.1
OG0014869	AL6G16400	XP_006286559.1
OG0014870	AL2G19260	XP_006279426.2
OG0014871	AL6G16040	XP_006287574.1
OG0014872	AL6G16030	XP_006289422.1
OG0014873	AL7G29110	XP_023634401.1
OG0014874	AL6G15900	XP_023636195.1
OG0014875	AL6G15890	XP_023636197.1
OG0014876	AL6G15880	XP_006289597.1
OG0014877	AL6G15850	XP_023636438.1
OG0014879	AL6G15710	XP_006287867.1
OG0014880	AL6G15680	XP_006288437.1
OG0014881	AL6G15650	XP_006288127.1
OG0014882	AL6G15600	XP_006287273.1
OG0014883	AL6G15570	XP_006287086.1
OG0014884	AL6G15260	XP_006288997.1
OG0014885	AL6G15070	XP_006287996.1
OG0014886	AL6G15060	XP_006288752.1
OG0014887	AL6G15000	XP_006289209.1
OG0014888	AL6G14910	XP_006288222.1
OG0014889	AL6G14620	XP_023636394.1, XP_006279451.1
OG0014890	AL6G14580	XP_006286934.1
OG0014891	AL6G14410	XP_023636908.1
OG0014892	AL6G14210	XP_006286880.1
OG0014894	AL6G14160	XP_006286376.1
OG0014895	AL6G14040	XP_023635795.1
OG0014896	AL6G14000	XP_006287006.1
OG0014897	AL6G13920	XP_006286895.1
OG0014898	AL6G13910	XP_006288276.1
OG0014899	AL6G13840	XP_006290131.1
OG0014900	AL6G13760	XP_023637501.1
OG0014901	AL6G13710	XP_023636001.1
OG0014902	AL6G13560	XP_006287801.2
OG0014903	AL6G13500	XP_023637002.1
OG0014904	AL6G13430	XP_006286626.1
OG0014905	AL7G44590	XP_006283776.2
OG0014906	AL6G13210	XP_006289030.1
OG0014907	AL6G13170	XP_006288776.1
OG0014908	AL6G13160	XP_006287076.1
OG0014909	AL6G13130	XP_006289761.1
OG0014910	AL6G12830	XP_006289511.1
OG0014911	AL6G12680	XP_006286872.2
OG0014912	AL6G12590	XP_006290218.1
OG0014913	AL6G12420	XP_006289498.1
OG0014914	AL6G12100	XP_006287051.1
OG0014915	AL6G12090	XP_006287809.1
OG0014916	AL6G12040	XP_023637421.1
OG0014917	AL6G11940	XP_006288815.1
OG0014918	AL6G11630	XP_006287195.1
OG0014919	AL6G11510	XP_006289068.1
OG0014920	AL6G11420	XP_006287743.1
OG0014921	AL6G11410	XP_006287324.2
OG0014922	AL6G11280	XP_023637495.1
OG0014923	AL6G11260	XP_023636779.1
OG0014924	AL6G11200	XP_006286456.1
OG0014925	AL6G11150	XP_006288996.1
OG0014926	AL6G11100	XP_006287148.1
OG0014927	AL6G11020	XP_006287391.1
OG0014928	AL6G10890	XP_006286667.1
OG0014929	AL6G10780	XP_006289006.1
OG0014930	AL6G10750	XP_006287830.1
OG0014931	AL6G10720	XP_023635947.1
OG0014932	nbis-gene-1433	XP_006287912.1
OG0014933	AL6G10620	XP_023637529.1
OG0014934	nbis-gene-1428	XP_006287846.1
OG0014935	AL6G10540	XP_006287540.1
OG0014937	AL6G10450	XP_006288519.1
OG0014938	AL6G10390	XP_023635982.1
OG0014939	AL6G10140	XP_006279331.1
OG0014940	AL6G10120	XP_023633501.1
OG0014941	AL6G10110	XP_006279340.1
OG0014942	AL6G10080	XP_023633469.1
OG0014943	AL3G19520	XP_006299686.1
OG0014944	AL6G10050	XP_006279343.2
OG0014945	AL7G48920	XP_006284303.1
OG0014946	AL7G48250	XP_023633985.1
OG0014947	AL7G48110	XP_023634015.1
OG0014948	AL7G47770	XP_006285823.1
OG0014949	AL2G41540	XP_023642839.1
OG0014950	AL2G41590	XP_006300386.2
OG0014951	AL2G41660	XP_006301202.1
OG0014952	AL2G41740	XP_023644166.1
OG0014953	AL2G41750	XP_006301408.1
OG0014954	AL2G41760	XP_023644167.1
OG0014955	AL2G41810	XP_006301745.1
OG0014956	AL2G41510	XP_023642836.1
OG0014957	AL2G41430	XP_006301426.1
OG0014958	AL2G41340	XP_006291145.1
OG0014959	AL2G41210	XP_006299931.2
OG0014960	AL2G41160	XP_006301281.1
OG0014961	AL2G41100	XP_023644378.1
OG0014962	AL2G40790	XP_023643492.1
OG0014963	AL2G40530	XP_006302925.1
OG0014964	AL2G40470	XP_006301899.1
OG0014965	AL6G39450	XP_006288099.2
OG0014966	AL2G40200	XP_023643482.1
OG0014967	AL2G40080	XP_006302166.1
OG0014968	AL2G40050	XP_006302130.1
OG0014969	AL1G40490	XP_006305681.1
OG0014970	AL2G39620	XP_006300395.2
OG0014971	AL2G39610	XP_006301648.1
OG0014972	AL2G39540	XP_023643577.1
OG0014973	AL4G18280	XP_006294717.2
OG0014974	AL2G39430	XP_006301930.1
OG0014975	AL2G39370	XP_006302038.1
OG0014976	AL2G39340	XP_006301680.1
OG0014977	AL2G39330	XP_006300371.1
OG0014978	AL2G39210	XP_006301635.2
OG0014979	AL2G39160	XP_023643615.1
OG0014980	AL2G39010	XP_006300726.1
OG0014981	AL2G38280	XP_006302085.1
OG0014982	nbis-gene-613	XP_006300833.1
OG0014983	AL2G38170	XP_023643877.1
OG0014984	AL2G37960	XP_006301156.1
OG0014985	AL2G37890	XP_006300671.1
OG0014986	AL2G37870	XP_006300478.1
OG0014987	AL2G37790	XP_023643679.1
OG0014988	AL2G37700	XP_006300721.1
OG0014989	AL2G37650	XP_006302722.1
OG0014990	AL7G44610	XP_006285052.1
OG0014991	AL2G37450	XP_023643016.1
OG0014992	AL2G37400	XP_006302725.2
OG0014993	AL2G37340	XP_006300895.1
OG0014994	AL2G36860	XP_006302191.1
OG0014995	AL2G36800	XP_006300483.1
OG0014996	AL2G36760	XP_006302126.1
OG0014997	AL2G36700	XP_006302985.1
OG0014998	AL2G36650	XP_006302262.1
OG0014999	AL2G36610	XP_006302504.2
OG0015000	AL2G36590	XP_006302723.1
OG0015001	AL2G36500	XP_006301133.1
OG0015002	AL2G36490	XP_006300748.1
OG0015003	AL2G36450	XP_006300747.1
OG0015004	AL6G51490	XP_006287040.1
OG0015005	AL2G36320	XP_006301582.1
OG0015006	AL2G36210	XP_006301774.1
OG0015007	AL2G36160	XP_006302223.1
OG0015008	AL2G36150	XP_006300534.1
OG0015009	AL2G36060	XP_006302092.1
OG0015010	AL2G35860	XP_023643486.1
OG0015011	AL2G35760	XP_023643875.1
OG0015012	AL2G35650	XP_006302682.2
OG0015013	AL2G35620	XP_006300664.1
OG0015014	AL2G35540	XP_006302664.2
OG0015016	AL2G35410	XP_006302113.1
OG0015017	AL2G35390	XP_006301007.1
OG0015018	AL2G35350	XP_006300472.1
OG0015019	AL2G35300	XP_006302011.1
OG0015020	nbis-gene-603	XP_006302145.1
OG0015021	AL2G35100	XP_023643755.1
OG0015022	AL2G35050	XP_023643392.1
OG0015023	AL2G34980	XP_006303106.2
OG0015024	AL3G50180	XP_006300076.1
OG0015025	AL3G50520	XP_023642723.1
OG0015026	AL3G50640	XP_023641828.1
OG0015027	AL3G50850	XP_006296848.1
OG0015028	AL3G50960	XP_006298534.1
OG0015029	nbis-gene-1336	XP_006293240.1
OG0015030	AL5G39200	XP_006290310.1
OG0015031	AL5G29660	XP_006292229.1
OG0015032	AL5G29680	XP_006292687.2
OG0015033	AL5G26720	XP_006291809.1
OG0015034	AL5G26660	XP_006291717.1
OG0015035	AL5G26650	XP_006291796.1
OG0015036	AL5G26730	XP_006291025.2
OG0015037	AL5G26900	XP_006291228.1
OG0015038	AL1G64530	XP_023645059.1
OG0015039	AL1G64250	XP_006304448.1
OG0015040	AL1G64050	XP_023632619.1
OG0015041	AL1G64020	XP_006303771.1
OG0015042	AL1G63950	XP_006307317.1
OG0015043	AL1G63870	XP_006305328.1
OG0015044	AL1G63640	XP_006307030.1
OG0015045	AL1G63420	XP_006303670.2
OG0015046	AL1G63360	XP_006304735.1
OG0015047	AL1G63220	XP_006304389.1
OG0015048	AL1G63150	XP_006306418.1
OG0015049	AL1G63110	XP_023632613.1
OG0015050	AL1G62950	XP_023645888.1
OG0015051	AL1G62410	XP_006306272.2
OG0015052	AL1G62340	XP_006306086.2
OG0015053	AL1G62180	XP_006303232.1
OG0015054	AL1G61820	XP_006307423.1
OG0015055	AL1G61690	XP_006307076.1
OG0015056	AL1G61530	XP_006305326.2
OG0015057	AL1G61480	XP_006305195.2
OG0015058	AL1G61460	XP_006304578.1
OG0015059	AL4G32390	XP_006294483.1
OG0015060	AL4G32420	XP_006294647.1
OG0015061	nbis-gene-1085	XP_006294733.1
OG0015062	AL4G32530	XP_023639680.1
OG0015063	AL4G32830	XP_006294346.1
OG0015064	AL4G32960	XP_006294477.1
OG0015065	AL4G33040	XP_006294313.1
OG0015066	AL5G24380	XP_006293346.2
OG0015067	AL5G23960	XP_006291005.1
OG0015068	AL5G23900	XP_023637957.1
OG0015069	AL8G27640	XP_006280056.1
OG0015070	AL8G27790	XP_006279628.1
OG0015071	AL5G40030	XP_006292893.1
OG0015072	AL4G13300	XP_023639571.1
OG0015073	AL6G41220	XP_006288114.1
OG0015074	AL6G41780	XP_023637626.1
OG0015075	AL6G41350	XP_006288600.1
OG0015076	AL8G23940	XP_023645529.1
OG0015077	AL8G23510	XP_006279955.1
OG0015078	AL7G43830	XP_023634062.1
OG0015079	AL7G44140	XP_006284211.1
OG0015080	AL7G44190	XP_006286117.1
OG0015081	AL7G44510	XP_023634837.1
OG0015082	AL9U12150	XP_006283293.1
OG0015083	AL2G23760, AL9U11680	XP_006282646.1
OG0015084	AL9U11370	XP_023635058.1
OG0015085	AL6G41800	XP_023636941.1
OG0015086	AL9U10630	XP_006284624.1
OG0015087	AL9U10480	XP_006284513.1
OG0015088	AL7G43000	XP_023634602.1
OG0015089	AL7G42860	XP_023634471.1
OG0015090	AL7G42820	XP_023634472.1
OG0015091	AL7G42480	XP_006283672.1
OG0015092	AL7G42440	XP_006284234.1
OG0015093	AL7G41950	XP_006282555.1
OG0015094	AL7G41680	XP_006284732.1
OG0015095	AL7G41670	XP_006285829.1
OG0015096	AL7G41660	XP_006283634.1
OG0015097	AL7G40800	XP_023635423.1
OG0015098	AL7G40630	XP_023635512.1, XP_006286331.2
OG0015099	AL7G40590	XP_006286144.1
OG0015100	AL7G40560	XP_006282926.1
OG0015101	AL7G40130	XP_023633989.1
OG0015102	AL7G40100	XP_006283925.1
OG0015103	AL3G35650	XP_006296915.1
OG0015104	AL7G40000	XP_006282814.1
OG0015105	AL5G11170	XP_006290525.1
OG0015106	AL3G45920	XP_006298899.1
OG0015107	AL7G39580	XP_006283836.2
OG0015108	AL7G39520	XP_006284495.1
OG0015109	AL7G39510	XP_006284694.1
OG0015110	AL7G39480	XP_006283024.1
OG0015111	AL7G39460	XP_006284214.1
OG0015112	AL2G32440	XP_023643759.1
OG0015113	AL2G32450	XP_023642965.1
OG0015114	AL2G32730	XP_006301334.1
OG0015115	AL2G32740	XP_006301850.1
OG0015116	AL2G32830	XP_023643036.1
OG0015117	AL2G32840	XP_023643041.1
OG0015118	AL2G32880	XP_006300862.1
OG0015119	AL2G32890	XP_006302323.1
OG0015120	AL2G32940	XP_006302001.2
OG0015121	AL2G33080	XP_023643669.1
OG0015122	AL8G21770	XP_006281015.2
OG0015123	AL2G33110	XP_006301843.1
OG0015124	AL2G33400	XP_006302686.1
OG0015125	AL2G33440	XP_006301136.1
OG0015126	AL2G33520	XP_006302150.1
OG0015128	AL2G33560	XP_023643197.1
OG0015129	AL2G33670	XP_023643538.1
OG0015130	AL2G33790	XP_023642958.1
OG0015131	AL2G33820	XP_023643507.1
OG0015132	AL2G33880	XP_023643967.1
OG0015133	AL4G17070	XP_023640685.1
OG0015134	AL4G15790	XP_006296309.1
OG0015135	AL2G34130	XP_006300406.1
OG0015136	AL2G34180	XP_006302473.1
OG0015138	AL2G34260	XP_023643704.1
OG0015139	AL2G34470	XP_006300775.1
OG0015140	AL5G10970	XP_006290421.1
OG0015141	AL2G34520	XP_006301886.1
OG0015143	AL2G34570	XP_006300319.1
OG0015144	AL2G34630	XP_006302109.1
OG0015145	AL2G34640	XP_023643100.1
OG0015146	AL2G34660	XP_006302127.1
OG0015147	AL2G27550	XP_006300943.1
OG0015148	AL2G27560	XP_006300957.1
OG0015149	AL2G27630	XP_023642979.1
OG0015150	AL2G27640	XP_023644108.1
OG0015151	AL2G27720	XP_006302275.1
OG0015152	AL2G27780	XP_006302215.1
OG0015153	AL2G27880	XP_006301605.1
OG0015154	AL2G27960	XP_006301711.1
OG0015155	AL2G27970	XP_006301413.1
OG0015156	AL2G28130	XP_006302782.1
OG0015157	AL2G28270	XP_006301241.1
OG0015158	AL2G28290	XP_023642848.1
OG0015159	AL7G24110	XP_006283719.1
OG0015160	AL7G23950	XP_006284063.1
OG0015161	AL7G23940	XP_023635658.1
OG0015162	AL7G23890	XP_006285784.1
OG0015163	AL7G23840	XP_006283600.1
OG0015164	AL7G23760	XP_006286132.1
OG0015165	AL7G23490	XP_006284532.1
OG0015166	AL7G23480	XP_006285995.1
OG0015167	AL7G23360	XP_023634120.1
OG0015168	AL7G23320	XP_006282919.1
OG0015169	AL7G23290	XP_006285646.1
OG0015170	AL7G23240	XP_006285234.2
OG0015171	AL8G27830	XP_023642597.1
OG0015172	AL2G11550	XP_006301489.2
OG0015173	AL2G11320	XP_006301601.1
OG0015174	AL2G11180	XP_006302317.1
OG0015175	nbis-gene-1935	XP_006283279.1
OG0015176	AL7G49970	XP_023634594.1
OG0015177	AL7G49670	XP_006284285.1
OG0015178	AL7G49630	XP_006282714.1
OG0015179	AL7G49610	XP_006283066.1
OG0015180	AL5G21020	XP_006290991.1
OG0015181	AL5G21370	XP_023639232.1
OG0015182	AL5G19980	XP_006293004.1
OG0015183	AL5G18100	XP_006291503.1
OG0015184	nbis-gene-1244	XP_006290676.1
OG0015185	AL5G17490	XP_006290699.1
OG0015186	AL5G17220	XP_006292464.1
OG0015187	AL5G17010	XP_006290795.1
OG0015188	AL5G16850	XP_006291066.1
OG0015189	AL5G16780	XP_006291756.1
OG0015190	AL5G16690	XP_006293068.1
OG0015191	AL5G16450	XP_006291738.1
OG0015192	AL5G16290	XP_023639253.1
OG0015193	AL5G16250	XP_023638540.1
OG0015194	AL5G16240	XP_006291431.1
OG0015196	AL5G16160	XP_023638213.1
OG0015197	AL5G15980	XP_006290852.1
OG0015198	AL5G15880	XP_006291532.2
OG0015199	AL5G15610	XP_006290914.1
OG0015200	AL5G15580	XP_006290605.1
OG0015201	AL5G15570	XP_006290539.1
OG0015202	AL5G15370	XP_006291416.1
OG0015203	AL5G15260	XP_006292787.2
OG0015204	AL5G14870	XP_006293183.1
OG0015205	AL5G14780	XP_006291579.1
OG0015206	AL5G14730	XP_023637845.1
OG0015207	AL5G14720	XP_006292162.2
OG0015208	AL1G30820	XP_023645979.1
OG0015209	AL5G14350	XP_006292768.1
OG0015210	AL5G14300	XP_023638108.1
OG0015211	AL5G14220	XP_006292808.1
OG0015212	AL2G29180	XP_006300366.1
OG0015213	AL22U10120	XP_006301787.2
OG0015214	AL2G28640	XP_006301543.2
OG0015215	AL2G28630	XP_023643282.1
OG0015216	AL2G28590	XP_023644367.1
OG0015217	AL7G40860	XP_006282693.1
OG0015218	AL2G28490	XP_006302411.1
OG0015219	AL8G12570	XP_006280702.1
OG0015220	AL8G12590	XP_006281679.1
OG0015221	AL8G12780	XP_006279484.1
OG0015222	AL8G12850	XP_006280695.1
OG0015223	AL8G13070	XP_006281593.1
OG0015224	AL8G13510	XP_006279583.2
OG0015225	AL8G13520	XP_006279608.1
OG0015226	AL8G13530	XP_006280604.1
OG0015227	AL3G50090	XP_006297980.1
OG0015228	AL8G14030	XP_006279756.1
OG0015229	AL1G57240	XP_006306175.1
OG0015230	AL1G57300	XP_006307645.1
OG0015231	AL1G57410	XP_006306749.1
OG0015232	AL1G57500	XP_006303249.1
OG0015233	AL1G57510	XP_006306250.1
OG0015234	AL1G57530	XP_006304298.1
OG0015235	AL1G57540	XP_023632986.1
OG0015236	AL1G57570	XP_006279140.1
OG0015237	AL1G57780	XP_023645092.1
OG0015238	nbis-gene-272	XP_006307231.1
OG0015239	AL1G58080	XP_023645185.1
OG0015240	AL1G58090	XP_023645599.1
OG0015241	AL1G58210	XP_006305048.1
OG0015242	AL1G58220	XP_006303250.1
OG0015243	AL1G58320	XP_006304246.1
OG0015244	AL1G58660	XP_023633069.1
OG0015245	AL1G58900	XP_006303343.2
OG0015246	AL1G58910	XP_006307686.1
OG0015247	AL4G11910	XP_006293787.1
OG0015248	AL1G59320	XP_006307213.1
OG0015249	AL1G59340	XP_023645310.1
OG0015250	AL1G59350	XP_023645309.1
OG0015251	AL2G40920	XP_006302258.1
OG0015252	AL4G15160	XP_006294293.1
OG0015253	AL1G59660	XP_006304376.1
OG0015254	AL1G59800	XP_023645879.1
OG0015255	AL1G60390	XP_006306206.1
OG0015256	AL1G60470	XP_006307159.1
OG0015257	AL1G60490	XP_006306796.1
OG0015258	AL7G27210	XP_006282730.1
OG0015259	AL1G60740	XP_006304948.1
OG0015260	AL1G60760	XP_006305087.1
OG0015261	AL1G60870	XP_023646047.1
OG0015262	AL1G60900	XP_023644590.1
OG0015263	AL1G60920	XP_006306256.1
OG0015264	AL1G61040	XP_006305780.1
OG0015265	AL1G61090	XP_006307465.1
OG0015266	AL1G61100	XP_006306214.1
OG0015268	AL1G61170	XP_006305136.1
OG0015269	AL1G61210	XP_006305416.1
OG0015270	AL8G18380	XP_006280774.1
OG0015271	AL8G18360	XP_006281749.1
OG0015272	AL8G18070	XP_006281462.1
OG0015273	AL8G17880	XP_006279557.1
OG0015274	AL8G17520	XP_006280987.1
OG0015276	AL4G29270	XP_023640566.1
OG0015277	AL4G29360	XP_006295355.1
OG0015278	AL4G29420	XP_023640280.1
OG0015279	AL4G29430	XP_023640279.1
OG0015280	AL4G29590	XP_023640873.1
OG0015281	AL4G30000	XP_023640174.1
OG0015282	AL4G30050	XP_023640765.1
OG0015283	AL4G30070	XP_006296401.1
OG0015284	AL4G30090	XP_006294014.1
OG0015285	AL4G30260	XP_006295532.1
OG0015286	AL4G30430	XP_006296381.1
OG0015287	AL4G30630	XP_006295623.1
OG0015288	AL5G18670	XP_023638745.1
OG0015289	AL4G31030	XP_006295027.1
OG0015290	AL4G31060	XP_023640138.1
OG0015291	AL4G31070	XP_023640136.1
OG0015292	AL4G31120	XP_023639328.1
OG0015293	AL4G31140	XP_023639382.1
OG0015294	AL4G31150	XP_023639381.1
OG0015295	AL4G31450	XP_006294626.1
OG0015296	AL4G31500	XP_006293491.2
OG0015297	AL4G31550	XP_006294384.1
OG0015298	AL4G31620	XP_006295158.1
OG0015299	AL8G19260	XP_006281114.1
OG0015300	AL4G31890	XP_006294202.1
OG0015301	AL4G32020	XP_006293442.1
OG0015302	AL7G34670	XP_006282558.1
OG0015303	AL7G34770	XP_006284344.1
OG0015304	AL7G34800	XP_006285872.1
OG0015305	AL7G31850, AL7G31780, AL7G34860	XP_023634014.1
OG0015306	AL7G34910	XP_006282448.1
OG0015307	AL7G34940	XP_006284368.1
OG0015308	AL7G34990	XP_006285425.1
OG0015309	AL7G35190	XP_023634087.1
OG0015310	AL7G35420	XP_006283035.1
OG0015311	AL7G35440	XP_023635355.1
OG0015312	AL7G35610	XP_006285198.1
OG0015313	AL7G35660	XP_023635293.1
OG0015314	AL7G35810	XP_006284910.1
OG0015315	AL7G36030	XP_006283965.1
OG0015316	AL7G36120	XP_006283619.1
OG0015317	nbis-gene-1819	XP_023634433.1
OG0015318	AL7G36250	XP_006285299.1
OG0015319	AL7G46780, AL2G17080, AL2G17100	XP_006301247.2, XP_023643741.1, XP_023644098.1
OG0015320	AL7G36310	XP_006285990.1
OG0015321	AL4G16310	XP_006293620.1
