Orthogroup	Arabidopsis_lyrata_Rawat	Conringia_planisiliqua
OG0015558	AL5G34920	CP3_g13967_DN3_SP3_c.t1
OG0015559	AL5G34860	CP3_g13972_DN3_SP8_c.t1
OG0015561	AL5G34490	CP3_g13998_DN3_SP0_c.t1
OG0015562	AL3G53840	CP12_g29824_DN3_SP0_c.t1
OG0015563	AL5G33970	CP3_g14049_DN3_SP8_c.t1
OG0015564	AL5G33860	CP3_g14058_DN3_SP6_c.t1
OG0015565	AL5G33780	CP3_g14064_DN3_SP5_c.t1
OG0015566	AL5G33600	CP3_g14079_DN3_SP3_c.t1
OG0015567	AL5G33470	CP3_g14091_DN2_SP0_c.t1
OG0015568	AL5G33420	CP3_g14094_DN3_SP6_c.t1
OG0015569	AL5G33390	CP3_g14097_DN3_SP1_c.t1
OG0015570	AL5G33230	CP3_g14107_DN3_SP0_c.t1
OG0015571	AL8G28920	CP8_g53357_DN3_SP8_c.t1
OG0015572	AL8G28700	CP8_g53343_DN3_SP8_c.t1
OG0015573	AL8G28170	CP8_g53311_DN3_SP8_c.t1
OG0015574	AL8G28150	CP8_g53309_DN3_SP8_c.t1
OG0015575	AL8G28030	CP8_g53296_DN3_SP3_c.t1
OG0015576	AL8G28010	CP8_g53295_DN3_SP6_c.t1
OG0015577	AL7G39120	CP6_g7264_DN3_SP8_c.t1
OG0015578	AL3G39950	CP12_g30836_DN3_SP0_c.t1
OG0015579	AL3G39960	CP12_g30837_DN3_SP6_c.t1
OG0015580	AL3G40070	CP12_g30844_DN3_SP8_c.t1
OG0015581	AL3G40100	CP12_g30846_DN3_SP1_c.t1
OG0015582	AL3G40160	CP12_g30849_DN3_SP5_c.t1
OG0015583	AL3G40450	CP12_g30860_DN3_SP1_c.t1
OG0015584	AL3G40480	CP12_g30864_DN3_SP0_c.t1
OG0015585	AL3G40590	CP12_g30871_DN3_SP0_c.t1
OG0015586	AL3G40820	CP12_g30889_DN3_SP0_c.t1
OG0015587	AL26U10020	CP12_g30894_DN3_SP0_c.t1
OG0015588	AL3G41110	CP12_g30908_DN2_SP0_c.t1
OG0015589	AL3G41120	CP12_g30909_DN3_SP6_c.t1
OG0015590	AL3G41300	CP12_g30960_DN3_SP1_c.t1
OG0015591	AL3G41310	CP12_g30961_DN3_SP3_c.t1
OG0015592	AL3G42020	CP12_g31029_DN3_SP7_c.t1
OG0015593	AL3G42030	CP12_g31028_DN3_SP8_c.t1
OG0015594	AL3G42170	CP12_g31067_DN3_SP8_c.t1
OG0015595	AL3G42200	CP12_g31071_DN3_SP3_c.t1
OG0015596	AL3G42220	CP12_g31088_DN3_SP7_c.t1
OG0015597	AL3G42370	CP12_g31126_DN3_SP0_c.t1
OG0015598	AL3G42430	CP12_g31138_DN3_SP8_c.t1
OG0015599	AL3G42700	CP12_g31242_DN3_SP4_c.t1
OG0015600	AL3G42730	CP12_g31288_DN3_SP0_c.t1
OG0015601	AL3G42830	CP12_g31493_DN3_SP0_c.t1
OG0015602	AL3G43280	CP12_g31703_DN3_SP8_c.t1
OG0015603	AL5G21490	CP3_g15736_DN3_SP1_c.t1
OG0015604	AL3G43430	CP17_g6019_DN2_SP6_c.t1
OG0015605	AL3G39770	CP8_g52762_DN3_SP0_c.t1, CP12_g30823_DN3_SP8_c.t1
OG0015606	AL2G25040	CP9_g28224_DN3_SP1_c.t1
OG0015607	AL2G25390	CP39_g21142_DN2_SP0_c.t1
OG0015608	AL2G25490	CP39_g21148_DN2_SP8_c.t1
OG0015609	AL2G25720	CP9_g28259_DN3_SP1_c.t1
OG0015610	AL2G25820	CP9_g28274_DN3_SP8_c.t1
OG0015611	AL2G25960	CP9_g28284_DN3_SP7_c.t1
OG0015612	AL2G26080	CP9_g28303_DN3_SP8_c.t1
OG0015613	AL2G26100	CP9_g28300_DN3_SP3_c.t1
OG0015614	AL2G26580	CP9_g28354_DN3_SP5_c.t1
OG0015615	AL2G26700	CP9_g28361_DN3_SP8_c.t1
OG0015616	AL2G26890	CP9_g28373_DN3_SP0_c.t1
OG0015617	AL2G26820	CP9_g28381_DN3_SP8_c.t1
OG0015618	AL2G27020	CP9_g28392_DN3_SP0_c.t1
OG0015619	AL2G27060	CP9_g28396_DN3_SP7_c.t1
OG0015620	AL6G41260	CP30_g10061_DN3_SP1_c.t1
OG0015621	AL8G20910	CP2_g48806_DN3_SP7_c.t1
OG0015624	AL8G21670	CP2_g48762_DN3_SP0_c.t1
OG0015625	AL8G21580, AL43U10050	CP2_g48770_DN3_SP3_c.t1
OG0015626	AL3G51270	CP10_g43707_DN3_SP8_c.t1
OG0015627	AL7G43720	CP5_g3398_DN3_SP8_c.t1
OG0015628	AL3G51500	CP10_g43689_DN3_SP2_c.t1
OG0015629	AL3G51550	CP10_g43684_DN3_SP8_c.t1
OG0015630	AL3G51640	CP10_g43676_DN2_SP0_c.t1
OG0015631	AL3G51690	CP10_g43673_DN3_SP5_c.t1
OG0015632	AL3G51750	CP10_g43668_DN3_SP1_c.t1
OG0015633	AL3G51880	CP10_g43658_DN3_SP0_c.t1
OG0015634	AL3G53050	CP10_g43632_DN3_SP7_c.t1
OG0015635	AL3G53020	CP10_g43628_DN3_SP5_c.t1
OG0015636	AL3G52940	CP10_g43623_DN2_SP0_c.t1
OG0015637	AL3G48980	CP10_g43591_DN3_SP8_c.t1
OG0015638	AL3G48940	CP10_g43587_DN3_SP1_c.t1
OG0015640	AL4G39170	CP4_g24600_DN3_SP6_c.t1
OG0015641	AL4G39090	CP4_g24608_DN3_SP1_c.t1
OG0015642	AL4G39020	CP4_g24613_DN3_SP4_c.t1
OG0015643	AL4G38940	CP4_g24623_DN3_SP0_c.t1
OG0015644	AL4G38890	CP4_g24627_DN3_SP8_c.t1
OG0015645	AL5G12790	CP11_g32292_DN3_SP1_c.t1
OG0015646	AL4G38790	CP4_g24634_DN3_SP8_c.t1
OG0015647	AL4G38570	CP4_g24649_DN3_SP7_c.t1
OG0015648	AL4G38530	CP4_g24652_DN3_SP3_c.t1
OG0015649	AL4G38210	CP4_g24682_DN3_SP7_c.t1
OG0015650	AL7G47170	CP19_g17825_DN3_SP1_c.t1
OG0015651	AL4G38070	CP4_g24692_DN3_SP6_c.t1
OG0015652	AL4G38010, AL4G38040	CP4_g24694_DN3_SP1_c.t1
OG0015653	AL4G37760	CP4_g24711_DN3_SP8_c.t1
OG0015654	AL4G37530	CP4_g24730_DN3_SP0_c.t1
OG0015655	AL4G37500	CP4_g24733_DN2_SP0_c.t1
OG0015656	AL4G37490	CP4_g24734_DN3_SP0_c.t1
OG0015657	AL4G37450	CP4_g24738_DN2_SP0_c.t1
OG0015658	AL4G37080	CP4_g24759_DN3_SP8_c.t1
OG0015659	AL4G37060	CP4_g24761_DN3_SP5_c.t1
OG0015660	AL4G36960	CP4_g24769_DN3_SP3_c.t1
OG0015661	AL4G36800	CP4_g24780_DN3_SP0_c.t1
OG0015662	AL4G36390	CP4_g24812_DN3_SP8_c.t1
OG0015663	AL4G36270	CP4_g24825_DN3_SP6_c.t1
OG0015664	AL4G36200	CP4_g24832_DN3_SP0_c.t1
OG0015665	AL3G24000	CP30_g9991_DN3_SP1_c.t1
OG0015666	AL4G36160	CP4_g24837_DN3_SP5_c.t1
OG0015668	AL4G36020	CP4_g24851_DN3_SP1_c.t1
OG0015669	AL4G35940	CP4_g24859_DN3_SP5_c.t1
OG0015670	AL4G35860	CP4_g24864_DN3_SP1_c.t1
OG0015671	AL5G10740	CP13_g19649_DN3_SP0_c.t1
OG0015672	AL4G35830	CP4_g24869_DN3_SP0_c.t1
OG0015673	AL4G35630	CP4_g24883_DN3_SP6_c.t1
OG0015674	AL4G35570	CP4_g24889_DN3_SP0_c.t1
OG0015676	AL4G35140	CP4_g24911_DN3_SP7_c.t1
OG0015677	AL4G35130	CP4_g24912_DN3_SP8_c.t1
OG0015678	AL6G42610	CP29_g22107_DN3_SP5_c.t1
OG0015679	AL4G35050	CP4_g24920_DN3_SP2_c.t1
OG0015681	AL4G34690	CP4_g24952_DN3_SP4_c.t1
OG0015682	AL5G22060	CP3_g15565_DN3_SP7_c.t1
OG0015684	AL4G34220	CP4_g24967_DN2_SP8_c.t1
OG0015685	AL4G33720	CP4_g25003_DN3_SP8_c.t1
OG0015686	AL4G33620	CP4_g25016_DN3_SP1_c.t1
OG0015687	AL4G33600	CP4_g25017_DN3_SP0_c.t1
OG0015688	AL4G33560	CP4_g25021_DN3_SP7_c.t1
OG0015689	AL4G33450	CP4_g25030_DN2_SP0_c.t1
OG0015690	AL4G33440	CP4_g25031_DN3_SP4_c.t1
OG0015691	AL4G33340	CP4_g25039_DN3_SP1_c.t1
OG0015692	nbis-gene-1093	CP4_g25041_DN3_SP8_c.t1
OG0015693	AL4G33200	CP4_g25046_DN3_SP3_c.t1
OG0015694	AL4G33100	CP4_g25054_DN3_SP4_c.t1
OG0015695	AL6G47510	CP11_g31785_DN3_SP0_c.t1
OG0015696	AL6G47860	CP11_g31825_DN3_SP8_c.t1
OG0015697	AL6G47870	CP11_g31826_DN3_SP6_c.t1
OG0015698	AL6G47890	CP11_g31829_DN3_SP8_c.t1
OG0015699	AL6G47940	CP11_g31835_DN3_SP7_c.t1
OG0015700	AL6G48080	CP11_g31858_DN3_SP4_c.t1
OG0015701	AL8G17570	CP13_g20385_DN3_SP1_c.t1
OG0015703	AL6G46930	CP20_g4414_DN2_SP5_c.t1
OG0015704	AL8G17460	CP13_g20350_DN2_SP1_c.t1
OG0015705	AL6G46600	CP20_g4393_DN3_SP5_c.t1
OG0015706	AL6G47340	CP20_g4459_DN3_SP6_c.t1
OG0015707	nbis-gene-929	CP16_g54755_DN3_SP8_c.t1
OG0015708	AL4G10540	CP16_g54762_DN3_SP5_c.t1
OG0015709	AL4G10560	CP16_g54764_DN3_SP5_c.t1
OG0015710	AL4G10710	CP16_g54781_DN3_SP8_c.t1
OG0015711	AL4G10820	CP16_g54791_DN3_SP8_c.t1
OG0015712	nbis-gene-444, AL4G10840	CP16_g54793_DN3_SP0_c.t1
OG0015713	AL4G11280	CP16_g54824_DN3_SP8_c.t1
OG0015714	AL4G11290	CP16_g54825_DN3_SP6_c.t1
OG0015715	AL4G11390	CP16_g54837_DN2_SP0_c.t1
OG0015716	AL4G11740	CP16_g54854_DN3_SP3_c.t1
OG0015717	AL4G11950	CP16_g54875_DN3_SP8_c.t1
OG0015719	AL4G12420	CP16_g54918_DN3_SP6_c.t1
OG0015720	AL4G12930	CP16_g54947_DN3_SP7_c.t1
OG0015721	AL4G13210	CP16_g54985_DN3_SP8_c.t1
OG0015722	AL4G13280	CP16_g54992_DN3_SP1_c.t1
OG0015723	AL4G13290	CP16_g54993_DN3_SP4_c.t1
OG0015724	AL4G13450	CP16_g55000_DN3_SP8_c.t1
OG0015725	AL4G13910	CP16_g55035_DN3_SP8_c.t1
OG0015726	AL4G16960	CP16_g55380_DN3_SP8_c.t1
OG0015727	AL4G16910	CP16_g55367_DN3_SP1_c.t1
OG0015728	AL4G18030	CP18_g12564_DN3_SP8_c.t1
OG0015729	AL4G18250	CP18_g12510_DN3_SP7_c.t1
OG0015730	nbis-gene-980	CP16_g55188_DN3_SP5_c.t1
OG0015731	AL4G18760	CP18_g12263_DN3_SP0_c.t1
OG0015732	AL4G18920	CP18_g12132_DN3_SP8_c.t1
OG0015733	nbis-gene-1005	CP18_g12286_DN3_SP1_c.t1
OG0015734	AL4G15870	CP16_g55179_DN3_SP0_c.t1
OG0015735	nbis-gene-1006	CP18_g12166_DN3_SP4_c.t1
OG0015736	AL4G19270	CP18_g11840_DN3_SP7_c.t1
OG0015737	AL4G14740	CP16_g55108_DN3_SP0_c.t1
OG0015738	AL4G17090	CP16_g55526_DN3_SP5_c.t1
OG0015739	AL1G51640	CP1_g39952_DN3_SP3_c.t1
OG0015740	AL1G51590	CP1_g40032_DN3_SP8_c.t1
OG0015741	AL1G51810	CP84_g51833_DN3_SP5_c.t1
OG0015742	AL1G52110	CP1_g41008_DN3_SP5_c.t1
OG0015743	AL1G52180	CP1_g39136_DN3_SP0_c.t1
OG0015744	AL1G52280	CP1_g38913_DN3_SP2_c.t1
OG0015745	AL1G51120	CP1_g41209_DN3_SP8_c.t1
OG0015747	AL1G50950	CP21_g10978_DN3_SP7_c.t1
OG0015748	AL1G50830	CP21_g11053_DN1_SP0_c.t1
OG0015749	AL1G50570	CP7_g44152_DN3_SP6_c.t1
OG0015750	AL1G50360	CP7_g44219_DN3_SP8_c.t1
OG0015751	AL1G50350	CP7_g44231_DN3_SP0_c.t1
OG0015752	AL1G50230	CP75_g34152_DN3_SP1_c.t1
OG0015754	nbis-gene-211	CP7_g44439_DN3_SP2_c.t1
OG0015755	AL1G48990	CP7_g44453_DN3_SP8_c.t1
OG0015756	AL1G48980	CP7_g44454_DN3_SP0_c.t1
OG0015757	AL1G48940	CP7_g44455_DN3_SP7_c.t1
OG0015758	AL1G48870	CP7_g44464_DN3_SP8_c.t1
OG0015760	AL1G48700	CP7_g44480_DN3_SP0_c.t1
OG0015761	AL1G47820	CP7_g44548_DN3_SP8_c.t1
OG0015762	AL6G42470	CP29_g22161_DN3_SP3_c.t1
OG0015763	AL6G42360	CP34_g51585_DN3_SP2_c.t1
OG0015764	AL6G42630	CP29_g22096_DN3_SP0_c.t1
OG0015765	AL6G43830	CP20_g4157_DN3_SP8_c.t1
OG0015766	AL6G43870	CP20_g4162_DN3_SP2_c.t1
OG0015767	AL6G43930	CP20_g4180_DN3_SP8_c.t1
OG0015768	AL6G43950	CP20_g4186_DN2_SP8_c.t1
OG0015769	AL6G44020	CP20_g4194_DN2_SP0_c.t1
OG0015770	AL6G44030	CP20_g4195_DN3_SP8_c.t1
OG0015771	AL6G44070	CP20_g4196_DN3_SP0_c.t1
OG0015772	AL6G44130	CP20_g4205_DN3_SP5_c.t1
OG0015773	AL6G44200	CP20_g4210_DN3_SP4_c.t1
OG0015774	AL6G44500	CP20_g4221_DN2_SP4_c.t1
OG0015775	AL6G44700	CP20_g4241_DN3_SP0_c.t1
OG0015776	AL6G45010	CP20_g4284_DN3_SP2_c.t1
OG0015777	AL6G45030	CP20_g4286_DN3_SP1_c.t1
OG0015778	AL6G45070	CP20_g4290_DN3_SP1_c.t1
OG0015779	AL6G45290	CP20_g4314_DN3_SP7_c.t1
OG0015780	AL6G45360	CP20_g4319_DN2_SP5_c.t1
OG0015781	AL6G45450	CP20_g4324_DN3_SP0_c.t1
OG0015782	AL6G45660	CP20_g4328_DN3_SP8_c.t1
OG0015783	AL6G45880	CP20_g4348_DN3_SP1_c.t1
OG0015784	AL6G45890	CP20_g4349_DN3_SP2_c.t1
OG0015785	AL6G46090	CP20_g4365_DN3_SP0_c.t1
OG0015786	AL6G46250	CP20_g4375_DN3_SP0_c.t1
OG0015787	AL6G46270	CP20_g4377_DN3_SP7_c.t1
OG0015788	AL6G46280	CP20_g4378_DN3_SP4_c.t1
OG0015789	AL6G30590	CP8_g54417_DN3_SP2_c.t1
OG0015790	AL6G38250	CP2_g48520_DN3_SP8_c.t1
OG0015791	AL4G19470	CP18_g11516_DN3_SP6_c.t1
OG0015792	AL8G21270	CP2_g48786_DN3_SP2_c.t1
OG0015793	AL6G38600	CP2_g48549_DN3_SP0_c.t1
OG0015795	AL6G38700	CP2_g48557_DN3_SP6_c.t1
OG0015796	AL6G38830	CP2_g48563_DN3_SP4_c.t1
OG0015797	AL6G39250	CP2_g48585_DN3_SP2_c.t1
OG0015798	AL6G39620	CP2_g48610_DN3_SP2_c.t1
OG0015799	AL6G39630	CP2_g48611_DN3_SP4_c.t1
OG0015800	AL6G40390	CP2_g48643_DN3_SP4_c.t1
OG0015801	AL3G48180	CP10_g43530_DN3_SP0_c.t1
OG0015802	AL3G48120	CP10_g43529_DN3_SP8_c.t1
OG0015803	AL3G48100	CP10_g43528_DN3_SP8_c.t1
OG0015807	AL3G53890	CP12_g29819_DN3_SP8_c.t1
OG0015808	nbis-gene-908	CP12_g29849_DN3_SP7_c.t1
OG0015809	AL5G30500	CP3_g14343_DN3_SP1_c.t1
OG0015810	AL7G21060	CP5_g893_DN3_SP0_c.t1
OG0015811	AL5G24580	CP3_g14843_DN3_SP8_c.t1
OG0015812	AL5G24530	CP3_g14847_DN3_SP8_c.t1
OG0015813	AL5G24480	CP3_g14856_DN3_SP8_c.t1
OG0015814	AL4G47660	CP4_g23923_DN3_SP6_c.t1
OG0015815	AL4G47610	CP4_g25106_DN3_SP0_c.t1
OG0015817	AL4G47410	CP4_g23940_DN3_SP3_c.t1
OG0015818	AL4G47370	CP4_g23944_DN3_SP5_c.t1
OG0015819	AL4G47340	CP4_g23946_DN3_SP0_c.t1
OG0015820	AL4G47330	CP4_g23947_DN3_SP5_c.t1
OG0015821	AL4G47250	CP4_g23954_DN3_SP2_c.t1
OG0015822	AL4G47180	CP4_g23961_DN3_SP8_c.t1
OG0015823	AL4G47120	CP4_g23966_DN3_SP3_c.t1
OG0015824	AL4G46630	CP4_g24011_DN3_SP0_c.t1
OG0015825	AL4G46570	CP4_g24014_DN3_SP8_c.t1
OG0015826	AL4G46420	CP30_g10160_DN3_SP0_c.t1
OG0015827	AL4G46380	CP4_g24028_DN3_SP5_c.t1
OG0015828	AL4G46360	CP4_g24030_DN3_SP0_c.t1
OG0015829	AL4G46340, AL181U10030	CP4_g24032_DN3_SP1_c.t1
OG0015830	AL4G46170	CP4_g24049_DN3_SP8_c.t1
OG0015831	nbis-gene-1168	CP4_g24054_DN3_SP0_c.t1
OG0015832	AL4G45650	CP4_g24086_DN2_SP0_c.t1
OG0015833	AL4G45330	CP4_g24112_DN3_SP7_c.t1
OG0015834	AL4G45090	CP4_g24134_DN3_SP8_c.t1
OG0015835	AL4G44880	CP4_g24154_DN3_SP0_c.t1
OG0015836	AL4G44790	CP4_g24162_DN3_SP0_c.t1
OG0015837	AL4G44780	CP4_g24163_DN2_SP0_c.t1
OG0015838	AL4G44760	CP4_g24165_DN3_SP0_c.t1
OG0015839	AL4G44350	CP4_g24207_DN3_SP8_c.t1
OG0015840	AL4G44330	CP4_g24209_DN3_SP0_c.t1
OG0015841	AL4G44300	CP4_g24212_DN3_SP0_c.t1
OG0015842	AL4G44260	CP4_g24215_DN3_SP4_c.t1
OG0015843	AL3G50990	CP10_g43724_DN3_SP1_c.t1
OG0015844	AL4G44130	CP4_g24226_DN3_SP0_c.t1
OG0015845	AL4G44110	CP4_g24228_DN3_SP8_c.t1
OG0015847	AL4G44020	CP4_g24235_DN3_SP8_c.t1
OG0015848	AL4G43950	CP4_g24239_DN3_SP0_c.t1
OG0015849	AL6G49320	CP11_g31929_DN3_SP7_c.t1
OG0015850	AL4G43840	CP4_g24251_DN3_SP3_c.t1
OG0015851	AL4G43770	CP4_g24259_DN3_SP0_c.t1
OG0015852	AL4G43340	CP4_g24294_DN3_SP7_c.t1
OG0015853	AL4G42870	CP4_g24328_DN3_SP0_c.t1
OG0015854	AL4G42740	CP4_g24340_DN3_SP8_c.t1
OG0015855	AL4G42550	CP4_g24356_DN3_SP3_c.t1
OG0015856	AL4G42360	CP4_g24374_DN3_SP8_c.t1
OG0015857	AL4G42200	CP4_g24383_DN3_SP0_c.t1
OG0015858	AL4G42140	CP4_g24389_DN3_SP8_c.t1
OG0015859	AL4G41990	CP4_g24399_DN3_SP0_c.t1
OG0015860	AL4G41890	CP4_g24404_DN3_SP2_c.t1
OG0015861	AL4G41720	CP4_g24420_DN3_SP7_c.t1
OG0015862	AL4G41590	CP4_g24431_DN3_SP8_c.t1
OG0015863	AL4G41540	CP4_g24436_DN2_SP0_c.t1
OG0015864	AL4G41470	CP4_g24443_DN2_SP0_c.t1
OG0015865	AL4G41460	CP4_g24444_DN3_SP5_c.t1
OG0015866	AL4G41360	CP4_g24453_DN3_SP0_c.t1
OG0015867	AL4G41220	CP4_g24460_DN3_SP8_c.t1
OG0015868	AL4G41210	CP4_g24461_DN3_SP0_c.t1
OG0015869	AL4G41140	CP4_g24466_DN3_SP8_c.t1
OG0015871	AL4G40310	CP4_g24523_DN2_SP2_c.t1
OG0015872	AL4G40050	CP4_g24548_DN3_SP8_c.t1
OG0015873	AL4G40200	CP4_g24532_DN3_SP3_c.t1
OG0015874	AL4G40220	CP4_g24530_DN3_SP0_c.t1
OG0015876	AL4G39650	CP4_g24562_DN3_SP0_c.t1
OG0015877	AL4G39620	CP4_g24568_DN3_SP1_c.t1
OG0015878	AL4G39520	CP4_g24576_DN3_SP0_c.t1
OG0015879	AL8G10640	CP13_g19754_DN3_SP4_c.t1
OG0015880	AL8G11230	CP13_g19789_DN3_SP8_c.t1
OG0015881	AL3G11020	CP10_g42177_DN3_SP7_c.t1
OG0015882	AL3G11030	CP10_g42178_DN3_SP6_c.t1
OG0015883	AL3G11070	CP10_g42181_DN3_SP6_c.t1
OG0015884	AL3G11090	CP10_g42183_DN3_SP0_c.t1
OG0015886	AL3G11200	CP10_g42194_DN3_SP7_c.t1
OG0015887	AL3G11340	CP10_g42204_DN3_SP8_c.t1
OG0015888	AL3G11350	CP10_g42205_DN3_SP1_c.t1
OG0015889	AL3G11360	CP10_g42206_DN3_SP0_c.t1
OG0015890	AL3G11430	CP10_g42212_DN3_SP8_c.t1
OG0015891	AL3G11570	CP10_g42226_DN3_SP8_c.t1
OG0015892	AL3G11580	CP10_g42227_DN3_SP8_c.t1
OG0015893	AL3G11750	CP10_g42240_DN3_SP8_c.t1
OG0015894	AL3G11900	CP10_g42248_DN3_SP8_c.t1
OG0015896	AL3G12090	CP10_g42262_DN3_SP7_c.t1
OG0015897	AL3G12100	CP10_g42263_DN3_SP8_c.t1
OG0015900	AL3G12230	CP10_g42274_DN3_SP0_c.t1
OG0015901	AL3G12370	CP10_g42287_DN3_SP1_c.t1
OG0015902	AL3G12460	CP10_g42295_DN3_SP0_c.t1
OG0015903	AL3G12520	CP10_g42296_DN3_SP3_c.t1
OG0015904	AL3G12800	CP10_g42313_DN3_SP3_c.t1
OG0015905	AL3G12870	CP10_g42322_DN3_SP7_c.t1
OG0015906	AL3G13230	CP10_g42345_DN3_SP8_c.t1
OG0015907	AL3G13470	CP10_g42360_DN3_SP2_c.t1
OG0015908	AL3G13560	CP10_g42367_DN3_SP0_c.t1
OG0015909	AL3G13590	CP10_g42370_DN3_SP3_c.t1
OG0015910	AL3G13770	CP10_g42385_DN3_SP2_c.t1, CP10_g42384_DN3_SP2_c.t1
OG0015911	AL3G13790	CP10_g42388_DN3_SP8_c.t1
OG0015912	AL3G13880	CP10_g42395_DN3_SP0_c.t1
OG0015913	AL3G13920	CP10_g42400_DN3_SP8_c.t1
OG0015914	AL3G14040	CP10_g42412_DN3_SP0_c.t1
OG0015915	AL3G14050	CP10_g42413_DN3_SP2_c.t1
OG0015916	AL3G14240	CP10_g42418_DN3_SP8_c.t1
OG0015918	AL3G14510	CP10_g42437_DN3_SP8_c.t1
OG0015919	AL3G14970	CP10_g42468_DN3_SP8_c.t1
OG0015922	AL3G15630	CP10_g42510_DN3_SP6_c.t1
OG0015923	AL3G15710	CP10_g42517_DN3_SP1_c.t1
OG0015924	AL3G15960	CP10_g42533_DN3_SP3_c.t1
OG0015925	AL7G43850	CP5_g2578_DN3_SP5_c.t1
OG0015926	AL3G16110	CP10_g42541_DN3_SP1_c.t1
OG0015927	AL3G16280	CP10_g42555_DN3_SP8_c.t1
OG0015928	AL3G16410	CP10_g42564_DN3_SP5_c.t1
OG0015929	AL3G16440	CP10_g42567_DN3_SP8_c.t1
OG0015930	AL3G16500	CP10_g42570_DN3_SP7_c.t1
OG0015931	AL3G16560	CP10_g42577_DN3_SP4_c.t1
OG0015932	AL3G16570	CP10_g42578_DN3_SP0_c.t1
OG0015934	AL3G16990	CP10_g42616_DN3_SP2_c.t1
OG0015936	AL3G17320	CP10_g42639_DN3_SP2_c.t1
OG0015937	AL3G17380	CP10_g42645_DN3_SP8_c.t1
OG0015938	AL3G17460	CP10_g42647_DN3_SP0_c.t1
OG0015939	AL3G42790	CP20_g3828_DN3_SP0_c.t1
OG0015940	AL3G17960	CP10_g42690_DN3_SP1_c.t1
OG0015941	AL3G18130	CP10_g42702_DN3_SP4_c.t1
OG0015942	AL3G18250	CP10_g42709_DN3_SP1_c.t1
OG0015943	AL3G18290	CP10_g42713_DN3_SP2_c.t1
OG0015944	AL3G18800	CP10_g42755_DN2_SP0_c.t1
OG0015945	AL3G18890	CP10_g42765_DN3_SP0_c.t1
OG0015946	AL3G18920	CP10_g42768_DN3_SP4_c.t1
OG0015947	AL3G18980	CP10_g42774_DN3_SP8_c.t1
OG0015948	AL3G19000	CP10_g42776_DN3_SP1_c.t1
OG0015949	AL3G19030	CP10_g42779_DN3_SP8_c.t1
OG0015950	AL3G19060	CP10_g42782_DN3_SP8_c.t1
OG0015951	AL3G19150	CP10_g42789_DN3_SP8_c.t1
OG0015952	AL3G19230	CP10_g42797_DN3_SP6_c.t1
OG0015953	AL3G19240	CP10_g42798_DN3_SP0_c.t1
OG0015954	AL3G19390	CP10_g42811_DN3_SP8_c.t1
OG0015955	AL3G19660	CP10_g42829_DN3_SP0_c.t1
OG0015956	AL3G19990	CP10_g42863_DN3_SP5_c.t1
OG0015957	AL3G20010	CP10_g42866_DN3_SP3_c.t1
OG0015959	AL3G20120	CP10_g42876_DN2_SP0_c.t1
OG0015960	AL3G20150	CP10_g42878_DN3_SP0_c.t1
OG0015961	AL3G20320	CP10_g42885_DN3_SP6_c.t1
OG0015962	AL3G20330	CP10_g42886_DN3_SP5_c.t1
OG0015963	AL3G20360	CP10_g42889_DN2_SP2_c.t1
OG0015964	AL3G20460	CP10_g42896_DN3_SP4_c.t1
OG0015965	AL3G20630	CP10_g42908_DN3_SP0_c.t1
OG0015966	AL3G20710	CP10_g42913_DN2_SP0_c.t1
OG0015967	AL3G20750	CP10_g42918_DN3_SP0_c.t1
OG0015968	AL3G20850	CP10_g42924_DN3_SP8_c.t1
OG0015969	AL3G20900	CP10_g42930_DN3_SP2_c.t1
OG0015970	AL3G20940	CP10_g42933_DN3_SP8_c.t1
OG0015971	AL3G20950	CP10_g42934_DN3_SP0_c.t1
OG0015972	AL3G21080	CP10_g42947_DN3_SP0_c.t1
OG0015973	AL3G21090	CP10_g42949_DN3_SP8_c.t1
OG0015974	AL3G21150	CP10_g42957_DN3_SP8_c.t1
OG0015975	AL3G21390	CP10_g42970_DN3_SP8_c.t1
OG0015976	AL3G21400	CP10_g42971_DN3_SP2_c.t1
OG0015977	nbis-gene-564	CP9_g28431_DN3_SP7_c.t1
OG0015978	AL3G21560	CP10_g42984_DN3_SP8_c.t1
OG0015979	AL3G21650	CP10_g42991_DN3_SP0_c.t1
OG0015980	AL3G21690	CP10_g42995_DN3_SP7_c.t1
OG0015981	AL3G21730	CP10_g43000_DN2_SP0_c.t1
OG0015982	AL3G21760	CP10_g43001_DN3_SP3_c.t1
OG0015983	AL3G21890	CP10_g43011_DN3_SP0_c.t1
OG0015985	AL3G22160	CP10_g43034_DN3_SP8_c.t1
OG0015986	AL3G22170	CP10_g43035_DN3_SP8_c.t1
OG0015987	AL3G22360	CP10_g43051_DN3_SP2_c.t1
OG0015988	AL3G22480	CP10_g43062_DN3_SP7_c.t1
OG0015989	AL3G22600	CP10_g43073_DN3_SP6_c.t1
OG0015990	nbis-gene-689	CP10_g43081_DN2_SP0_c.t1
OG0015991	AL3G22780	CP10_g43090_DN3_SP5_c.t1
OG0015992	AL3G22850	CP10_g43097_DN3_SP4_c.t1
OG0015993	AL3G22910	CP10_g43098_DN3_SP7_c.t1
OG0015994	AL3G41170	CP12_g30922_DN3_SP1_c.t1
OG0015995	AL3G23140	CP10_g43120_DN3_SP8_c.t1
OG0015996	AL3G23630	CP10_g43167_DN3_SP8_c.t1
