Orthogroup	Arabidopsis_lyrata_Rawat	Cardamine_hirsuta
OG0015097	AL7G40800	CARHR221730
OG0015098	AL7G40630	CARHR221820
OG0015099	AL7G40590	CARHR221860
OG0015100	AL7G40560	CARHR221880
OG0015101	AL7G40130	CARHR222170
OG0015102	AL7G40100	CARHR222210
OG0015103	AL3G35650	CARHR097490
OG0015104	AL7G40000	CARHR222310
OG0015105	AL5G11170	CARHR144580
OG0015106	AL3G45920	CARHR105310
OG0015107	AL7G39580	CARHR290240
OG0015108	AL7G39520	CARHR290270
OG0015109	AL7G39510	CARHR290290
OG0015110	AL7G39480	CARHR290330
OG0015111	AL7G39460	CARHR290360
OG0015112	AL2G32440	CARHR065680
OG0015113	AL2G32450	CARHR065690
OG0015114	AL2G32730	CARHR065950
OG0015115	AL2G32740	CARHR065960
OG0015116	AL2G32830	CARHR066050
OG0015117	AL2G32840	CARHR066060
OG0015118	AL2G32880	CARHR066100
OG0015119	AL2G32890	CARHR066110
OG0015120	AL2G32940	CARHR066170
OG0015121	AL2G33080	CARHR066370
OG0015122	AL8G21770	CARHR183210
OG0015123	AL2G33110	CARHR066390
OG0015124	AL2G33400	CARHR066670
OG0015125	AL2G33440	CARHR066720
OG0015126	AL2G33520	CARHR066790
OG0015128	AL2G33560	CARHR066820
OG0015129	AL2G33670	CARHR066950
OG0015130	AL2G33790	CARHR067070
OG0015131	AL2G33820	CARHR067110
OG0015132	AL2G33880	CARHR067170
OG0015133	AL4G17070	CARHR115710
OG0015134	AL4G15790	CARHR294560
OG0015135	AL2G34130	CARHR067510
OG0015136	AL2G34180	CARHR067580
OG0015138	AL2G34260	CARHR067670
OG0015139	AL2G34470	CARHR067850
OG0015140	AL5G10970	CARHR144420
OG0015141	AL2G34520	CARHR067930
OG0015143	AL2G34570	CARHR067970
OG0015144	AL2G34630	CARHR068040
OG0015145	AL2G34640	CARHR068060
OG0015146	AL2G34660	CARHR068080
OG0015147	AL2G27550	CARHR061430
OG0015148	AL2G27560	CARHR061440
OG0015149	AL2G27630	CARHR061530
OG0015150	AL2G27640	CARHR061540
OG0015151	AL2G27720	CARHR061600
OG0015152	AL2G27780	CARHR061660
OG0015153	AL2G27880	CARHR061720
OG0015154	AL2G27960	CARHR061800
OG0015155	AL2G27970	CARHR061810
OG0015156	AL2G28130	CARHR061960
OG0015157	AL2G28270	CARHR062050
OG0015158	AL2G28290	CARHR062080
OG0015159	AL7G24110	CARHR236220
OG0015160	AL7G23950	CARHR236380
OG0015161	AL7G23940	CARHR236390
OG0015162	AL7G23890	CARHR236430
OG0015163	AL7G23840	CARHR236460
OG0015164	AL7G23760	CARHR236530
OG0015165	AL7G23490	CARHR236700
OG0015166	AL7G23480	CARHR236710
OG0015167	AL7G23360	CARHR236820
OG0015168	AL7G23320	CARHR236850
OG0015169	AL7G23290	CARHR236880
OG0015170	AL7G23240	CARHR236970
OG0015171	AL8G27830	CARHR266250
OG0015172	AL2G11550	CARHR047660
OG0015173	AL2G11320	CARHR047380
OG0015174	AL2G11180	CARHR047040
OG0015175	nbis-gene-1935	CARHR262280
OG0015176	AL7G49970	CARHR262070
OG0015177	AL7G49670	CARHR261800
OG0015178	AL7G49630	CARHR261770
OG0015179	AL7G49610	CARHR261750
OG0015180	AL5G21020	CARHR152510
OG0015181	AL5G21370	CARHR153370
OG0015182	AL5G19980	CARHR153340
OG0015183	AL5G18100	CARHR292490
OG0015184	nbis-gene-1244	CARHR151700
OG0015185	AL5G17490	CARHR149620
OG0015186	AL5G17220	CARHR149220
OG0015187	AL5G17010	CARHR148960
OG0015188	AL5G16850	CARHR148810
OG0015189	AL5G16780	CARHR148770
OG0015190	AL5G16690	CARHR148680
OG0015191	AL5G16450	CARHR148530
OG0015192	AL5G16290	CARHR148380
OG0015193	AL5G16250	CARHR148340
OG0015194	AL5G16240	CARHR148330
OG0015196	AL5G16160	CARHR148270
OG0015197	AL5G15980	CARHR148130
OG0015198	AL5G15880	CARHR147990
OG0015199	AL5G15610	CARHR147820
OG0015200	AL5G15580	CARHR147750
OG0015201	AL5G15570	CARHR147740
OG0015202	AL5G15370	CARHR147570
OG0015203	AL5G15260	CARHR147490
OG0015204	AL5G14870	CARHR147140
OG0015205	AL5G14780	CARHR147070
OG0015206	AL5G14730	CARHR147040
OG0015207	AL5G14720	CARHR147030
OG0015208	AL1G30820	CARHR019010
OG0015209	AL5G14350	CARHR146680
OG0015210	AL5G14300	CARHR146660
OG0015211	AL5G14220	CARHR288540
OG0015212	AL2G29180	CARHR063040
OG0015213	AL22U10120	CARHR062940
OG0015214	AL2G28640	CARHR062450
OG0015215	AL2G28630	CARHR062440
OG0015216	AL2G28590	CARHR062400
OG0015217	AL7G40860	CARHR221600
OG0015218	AL2G28490	CARHR062260
OG0015219	AL8G12570	CARHR175990
OG0015220	AL8G12590	CARHR176010
OG0015221	AL8G12780	CARHR176170
OG0015222	AL8G12850	CARHR176220
OG0015223	AL8G13070	CARHR176410
OG0015224	AL8G13510	CARHR176840
OG0015225	AL8G13520	CARHR176850
OG0015226	AL8G13530	CARHR176860
OG0015227	AL3G50090	CARHR293540
OG0015228	AL8G14030	CARHR177370
OG0015229	AL1G57240	CARHR039850
OG0015230	AL1G57300	CARHR039880
OG0015231	AL1G57410	CARHR039920
OG0015232	AL1G57500	CARHR039980
OG0015233	AL1G57510	CARHR039990
OG0015234	AL1G57530	CARHR040010
OG0015235	AL1G57540	CARHR040030
OG0015236	AL1G57570	CARHR040100
OG0015237	AL1G57780	CARHR040190
OG0015238	nbis-gene-272	CARHR040340
OG0015239	AL1G58080	CARHR040450
OG0015240	AL1G58090	CARHR040460
OG0015241	AL1G58210	CARHR040550
OG0015242	AL1G58220	CARHR040570
OG0015243	AL1G58320	CARHR040700
OG0015244	AL1G58660	CARHR040980
OG0015245	AL1G58900	CARHR041120
OG0015246	AL1G58910	CARHR041130
OG0015247	AL4G11910	CARHR041310
OG0015248	AL1G59320	CARHR041610
OG0015249	AL1G59340	CARHR041620
OG0015250	AL1G59350	CARHR041630
OG0015251	AL2G40920	CARHR074070
OG0015252	AL4G15160	CARHR117360
OG0015253	AL1G59660	CARHR041880
OG0015254	AL1G59800	CARHR041940
OG0015255	AL1G60390	CARHR042350
OG0015256	AL1G60470	CARHR042420
OG0015257	AL1G60490	CARHR042440
OG0015258	AL7G27210	CARHR233280
OG0015259	AL1G60740	CARHR042600
OG0015260	AL1G60760	CARHR042610
OG0015261	AL1G60870	CARHR042720
OG0015262	AL1G60900	CARHR042740
OG0015263	AL1G60920	CARHR042760
OG0015264	AL1G61040	CARHR042860
OG0015265	AL1G61090	CARHR042930
OG0015266	AL1G61100	CARHR042960
OG0015268	AL1G61170	CARHR043090
OG0015269	AL1G61210	CARHR043110
OG0015270	AL8G18380	CARHR181660
OG0015271	AL8G18360	CARHR181720
OG0015272	AL8G18070	CARHR181260
OG0015273	AL8G17880	CARHR181120
OG0015274	AL8G17520	CARHR180800
OG0015276	AL4G29270	CARHR127620
OG0015277	AL4G29360	CARHR127690
OG0015278	AL4G29420	CARHR127750
OG0015279	AL4G29430	CARHR127760
OG0015280	AL4G29590	CARHR127920
OG0015282	AL4G30050	CARHR128240
OG0015283	AL4G30070	CARHR128260
OG0015284	AL4G30090	CARHR128280
OG0015285	AL4G30260	CARHR128390
OG0015286	AL4G30430	CARHR128560, CARHR272540
OG0015287	AL4G30630	CARHR128740
OG0015288	AL5G18670	CARHR151910
OG0015289	AL4G31030	CARHR129170
OG0015290	AL4G31060	CARHR129200
OG0015291	AL4G31070	CARHR129210
OG0015292	AL4G31120	CARHR129260
OG0015293	AL4G31140	CARHR129270
OG0015294	AL4G31150	CARHR135180
OG0015295	AL4G31450	CARHR129560
OG0015296	AL4G31500	CARHR129600
OG0015297	AL4G31550	CARHR129650
OG0015298	AL4G31620	CARHR129770
OG0015299	AL8G19260	CARHR284960
OG0015300	AL4G31890	CARHR130030
OG0015301	AL4G32020	CARHR130170
OG0015302	AL7G34670	CARHR226230
OG0015303	AL7G34770	CARHR226180
OG0015305	AL7G31850, AL7G31780, AL7G34860	CARHR226130
OG0015306	AL7G34910	CARHR226050
OG0015307	AL7G34940	CARHR226020
OG0015308	AL7G34990	CARHR225980
OG0015309	AL7G35190	CARHR225880
OG0015310	AL7G35420	CARHR225680
OG0015311	AL7G35440	CARHR225670
OG0015312	AL7G35610	CARHR225510
OG0015313	AL7G35660	CARHR225460
OG0015314	AL7G35810	CARHR225310
OG0015315	AL7G36030	CARHR225130
OG0015316	AL7G36120	CARHR225070
OG0015317	nbis-gene-1819	CARHR225060
OG0015318	AL7G36250	CARHR224930
OG0015320	AL7G36310	CARHR224870
OG0015321	AL4G16310	CARHR116530
OG0015322	AL7G36540	CARHR224710
OG0015323	AL7G36810	CARHR224480
OG0015324	AL7G36830	CARHR224460
OG0015325	AL7G36840	CARHR224450
OG0015326	AL7G36960	CARHR224340
OG0015327	AL7G37330	CARHR223990
OG0015328	AL7G37550	CARHR223750
OG0015329	AL7G37580	CARHR223720
OG0015330	AL7G44670	CARHR216780
OG0015331	AL8G12090	CARHR175480
OG0015333	AL5G31400	CARHR160550
OG0015334	nbis-gene-1344	CARHR160330
OG0015335	AL5G30990	CARHR160280
OG0015336	AL5G30840	CARHR160200
OG0015337	AL5G30550	CARHR159910
OG0015338	AL5G30510	CARHR159890
OG0015339	AL5G30490	CARHR159830
OG0015340	AL5G30370	CARHR159600
OG0015341	AL5G30360	CARHR159590
OG0015342	AL5G30230	CARHR159170
OG0015343	AL8G26790	CARHR265340
OG0015344	AL8G26610	CARHR265150
OG0015345	AL8G26560	CARHR265100
OG0015346	AL8G26480	CARHR265040
OG0015347	AL8G26470	CARHR265020
OG0015348	AL8G26330	CARHR264940
OG0015349	AL8G26300	CARHR264910
OG0015350	AL8G26110	CARHR264700
OG0015351	AL8G25880	CARHR264400
OG0015352	AL8G25940	CARHR264520
OG0015353	AL8G25970	CARHR264570
OG0015354	AL64U10010	CARHR264370
OG0015355	AL8G25220	CARHR257180
OG0015356	AL8G25300	CARHR257030
OG0015357	AL8G25280	CARHR257040
OG0015358	AL3G44130	CARHR104040
OG0015359	AL3G45670	CARHR104670
OG0015360	AL3G45720	CARHR104240
OG0015361	AL3G45790	CARHR104210
OG0015362	AL3G45800	CARHR104200
OG0015363	AL3G45650	CARHR104700
OG0015364	AL3G45910	CARHR105340
OG0015365	AL3G45940	CARHR105280
OG0015366	AL3G46080	CARHR105220
OG0015367	AL3G46180	CARHR105200
OG0015368	AL3G46380	CARHR286390
OG0015369	AL3G46560	CARHR284790
OG0015370	AL3G46940	CARHR105620
OG0015371	AL3G47070	CARHR105690
OG0015372	AL3G47080	CARHR105700
OG0015373	AL3G47790	CARHR106280
OG0015374	AL5G20540	CARHR153580
OG0015375	AL3G52530	CARHR106620
OG0015376	AL3G52620	CARHR106680
OG0015377	AL3G49540	CARHR107130
OG0015378	AL3G49570	CARHR107140
OG0015379	AL7G29360	CARHR231370
OG0015380	AL7G29560	CARHR231180
OG0015381	AL7G29570, AL7G29580	CARHR231170
OG0015383	AL7G30580	CARHR229980
OG0015384	AL7G30620	CARHR229940
OG0015385	AL7G30790	CARHR229710
OG0015386	AL7G31030	CARHR229450
OG0015387	AL7G31080	CARHR229420
OG0015388	AL7G31530	CARHR228990
OG0015389	AL7G34160	CARHR226660
OG0015390	AL7G33790	CARHR226870
OG0015391	AL7G33600	CARHR227130
OG0015392	AL7G33390	CARHR227300
OG0015393	AL7G33330	CARHR227360
OG0015394	AL7G33280	CARHR227420
OG0015395	AL7G33220	CARHR227490
OG0015396	AL7G33190	CARHR227510
OG0015397	AL7G32950	CARHR227750
OG0015398	AL7G32940	CARHR227760
OG0015399	AL7G32900	CARHR227800
OG0015400	AL7G32820	CARHR227870
OG0015401	AL7G32790	CARHR227900
OG0015402	AL7G32760	CARHR227930
OG0015403	AL7G32750	CARHR227940
OG0015404	AL6G32210	CARHR290280
OG0015405	AL7G32540	CARHR228170
OG0015406	AL7G32530	CARHR228180
OG0015408	AL7G32300	CARHR228390
OG0015409	AL5G10310	CARHR143870
OG0015410	AL7G32150	CARHR228520
OG0015411	AL7G32110	CARHR228530
OG0015412	AL1G52140	CARHR035770
OG0015413	AL7G32020	CARHR228640
OG0015414	AL7G34380	CARHR226480
OG0015415	AL7G34470	CARHR226380
OG0015417	AL6G39820	CARHR185890
OG0015418	AL2G11620	CARHR047740
OG0015419	AL8G19290	CARHR284920
OG0015420	AL8G19100	CARHR285100
OG0015421	AL7G38710	CARHR222710
OG0015422	AL7G38470	CARHR222890
OG0015423	AL7G38200	CARHR223060
OG0015424	AL7G38670	CARHR222740
OG0015425	AL7G38170	CARHR223090
OG0015426	AL7G38030	CARHR223230
OG0015427	AL7G37880	CARHR223400
OG0015428	AL7G37850	CARHR223420
OG0015429	AL7G37700	CARHR223580
OG0015430	AL3G10140	CARHR075000
OG0015431	AL3G10270	CARHR075070
OG0015432	AL3G10290	CARHR075090
OG0015433	AL3G10310	CARHR075110
OG0015434	AL3G10430	CARHR075210
OG0015435	AL3G10580	CARHR075360
OG0015436	AL3G10660	CARHR075440
OG0015437	AL8G44920	CARHR281150
OG0015438	AL8G45000	CARHR281220
OG0015439	AL8G45110	CARHR034750
OG0015440	AL2G37570	CARHR070850
OG0015441	AL8G45220	CARHR281410
OG0015442	AL5G14740	CARHR147050
OG0015443	AL8G45350	CARHR281560
OG0015444	AL8G45430	CARHR281580
OG0015445	AL8G45500	CARHR281660
OG0015446	AL8G45560	CARHR281710
OG0015447	AL5G46410	CARHR291420
OG0015448	AL5G46400	CARHR291430
OG0015449	AL5G46390	CARHR291440
OG0015450	AL5G46350	CARHR291480
OG0015451	AL5G46330	CARHR291500
OG0015452	AL5G46280	CARHR291560
OG0015453	AL5G46260	CARHR291570
OG0015454	AL5G46170	CARHR291650
OG0015455	AL5G46160	CARHR291640
OG0015456	AL5G45960	CARHR173430
OG0015457	AL5G45920	CARHR173400
OG0015458	AL5G45750	CARHR173260
OG0015459	AL5G45650	CARHR173140
OG0015460	AL5G45600	CARHR173090
OG0015461	AL5G45560	CARHR173050
OG0015462	AL5G45480	CARHR173000
OG0015463	AL5G45370	CARHR172890
OG0015464	AL5G45130	CARHR172700
OG0015465	AL5G45120	CARHR172690
OG0015466	AL5G44980	CARHR172570
OG0015467	AL5G44950	CARHR172540
OG0015468	AL5G44640	CARHR172370
OG0015470	AL5G44450	CARHR172210
OG0015471	AL5G44420	CARHR172170
OG0015472	AL8G26180	CARHR264790
OG0015473	AL5G44060	CARHR171970
OG0015474	AL5G43920	CARHR171870
OG0015475	AL5G43850	CARHR171830
OG0015476	AL5G43700	CARHR171750
OG0015477	AL5G43410	CARHR171460
OG0015478	AL5G43390	CARHR171430
OG0015479	AL5G43240	CARHR171310
OG0015480	AL5G43180	CARHR171250
OG0015481	AL5G43170	CARHR171240
OG0015482	AL4G17840	CARHR115320
OG0015483	AL5G42810	CARHR170910
OG0015484	AL5G42700	CARHR170790
OG0015485	AL5G42580	CARHR170660
OG0015486	AL1G39910	CARHR026070
OG0015487	nbis-gene-1401	CARHR170620
OG0015488	AL5G42450	CARHR170550
OG0015489	AL5G42370	CARHR170470
OG0015490	AL5G42160	CARHR170300
OG0015491	AL5G42120	CARHR170270
OG0015492	AL5G41820	CARHR170120
OG0015493	AL5G41440	CARHR169900
OG0015494	AL5G41290	CARHR169780
OG0015495	AL5G41280	CARHR169760
OG0015496	AL3G43300	CARHR103380
OG0015497	AL5G41030	CARHR169550
OG0015498	AL5G40630	CARHR169230
OG0015500	AL5G40410	CARHR169040
OG0015501	AL5G40320	CARHR168950
OG0015502	AL5G40300	CARHR168930
OG0015503	AL5G40260	CARHR168890
OG0015504	AL5G40230	CARHR168860
OG0015505	AL5G40220	CARHR168850
OG0015506	AL5G39660	CARHR168330
OG0015507	AL5G39500	CARHR168150
OG0015508	AL5G39480	CARHR168140
OG0015509	AL5G39410	CARHR168050, CARHR168080
OG0015510	AL5G39210	CARHR167930
OG0015511	AL5G39150	CARHR167810, CARHR167800
OG0015512	AL5G39120	CARHR167760
OG0015513	AL5G38940	CARHR167610
OG0015514	AL7G22700	CARHR237470, CARHR120310, CARHR237440
OG0015515	AL4G17520	CARHR115440
OG0015516	AL5G38530	CARHR167240
OG0015517	AL5G38090	CARHR166860
OG0015518	AL5G38020	CARHR166760
OG0015519	AL5G37980	CARHR166720
OG0015520	AL5G23470	CARHR150960
OG0015521	AL5G37770	CARHR166570
OG0015522	AL5G37740	CARHR166540
OG0015523	AL5G37550	CARHR166390
OG0015524	AL5G37490	CARHR166320
OG0015525	nbis-gene-1376	CARHR166280
OG0015526	AL5G37310	CARHR166110
OG0015527	AL5G37280	CARHR166080
OG0015528	AL5G37200	CARHR166010
OG0015529	AL5G37130	CARHR165950
OG0015530	AL5G37120	CARHR165940
OG0015531	AL5G36850	CARHR165700
OG0015532	AL2G11760	CARHR047900
OG0015533	AL5G36540	CARHR165400
OG0015534	AL5G36500	CARHR165370
OG0015535	AL5G36450	CARHR165310
OG0015536	AL5G36400	CARHR165260
OG0015537	AL5G36350	CARHR165230
OG0015538	AL5G36280	CARHR165190
OG0015539	AL5G36260	CARHR165170
OG0015540	AL5G36180	CARHR165080
OG0015541	AL5G36080	CARHR164970
OG0015542	AL5G36040	CARHR164910
OG0015543	AL5G35990	CARHR164860
OG0015544	AL5G35980	CARHR164850
OG0015545	AL5G35920	CARHR164780
OG0015546	AL2G26830	CARHR060740
OG0015547	AL5G35720	CARHR164550
OG0015548	AL5G35680	CARHR164500
OG0015549	AL5G35550	CARHR164400
OG0015550	AL5G35510	CARHR164360
OG0015551	AL5G35470	CARHR164320
OG0015552	AL5G35440	CARHR164300
OG0015553	AL5G35430	CARHR164290
OG0015554	AL5G35280	CARHR164160
OG0015555	AL2G20450	CARHR034830
OG0015556	AL3G42810	CARHR103070
OG0015557	AL5G34970	CARHR163870
OG0015558	AL5G34920	CARHR163840
OG0015559	AL5G34860	CARHR163780
OG0015560	AL5G34820	CARHR163760
OG0015561	AL5G34490	CARHR163460
OG0015562	AL3G53840	CARHR111400
OG0015563	AL5G33970	CARHR162940
OG0015564	AL5G33860	CARHR162920
OG0015565	AL5G33780	CARHR162870
OG0015566	AL5G33600	CARHR162700
OG0015567	AL5G33470	CARHR162580
OG0015568	AL5G33420	CARHR162460
OG0015569	AL5G33390	CARHR162430
OG0015570	AL5G33230	CARHR162280
OG0015571	AL8G28920	CARHR266990
OG0015572	AL8G28700	CARHR266910
OG0015573	AL8G28170	CARHR266590
OG0015574	AL8G28150	CARHR266570
OG0015575	AL8G28030	CARHR266360
OG0015576	AL8G28010	CARHR266350
OG0015577	AL7G39120	CARHR290690
OG0015578	AL3G39950	CARHR100590
OG0015579	AL3G39960	CARHR100600
OG0015580	AL3G40070	CARHR100670
OG0015581	AL3G40100	CARHR100790
OG0015582	AL3G40160	CARHR100870
OG0015583	AL3G40450	CARHR101060
OG0015584	AL3G40480	CARHR101080
OG0015585	AL3G40590	CARHR101170
OG0015586	AL3G40820	CARHR101450
OG0015587	AL26U10020	CARHR101470
OG0015588	AL3G41110	CARHR101560
OG0015589	AL3G41120	CARHR101570
OG0015590	AL3G41300	CARHR101730
OG0015591	AL3G41310	CARHR101740
OG0015592	AL3G42020	CARHR102210
OG0015593	AL3G42030	CARHR102220
OG0015594	AL3G42170	CARHR102420
OG0015595	AL3G42200	CARHR102490
OG0015596	AL3G42220	CARHR102500
OG0015597	AL3G42370	CARHR102750
OG0015598	AL3G42430	CARHR102830
OG0015599	AL3G42700	CARHR102970
OG0015600	AL3G42730	CARHR103010
OG0015601	AL3G42830	CARHR103100
OG0015602	AL3G43280	CARHR103360
OG0015603	AL5G21490	CARHR098710
OG0015604	AL3G43430	CARHR103520
OG0015605	AL3G39770	CARHR100420
OG0015606	AL2G25040	CARHR058940
OG0015607	AL2G25390	CARHR059460
OG0015608	AL2G25490	CARHR059560
OG0015609	AL2G25720	CARHR059670
OG0015610	AL2G25820	CARHR059780
OG0015611	AL2G25960	CARHR059920
OG0015612	AL2G26080	CARHR060060
OG0015613	AL2G26100	CARHR060080
OG0015614	AL2G26580	CARHR060460
OG0015615	AL2G26700	CARHR060550
OG0015616	AL2G26890	CARHR060680
OG0015617	AL2G26820	CARHR060760
OG0015618	AL2G27020	CARHR060870
OG0015619	AL2G27060	CARHR060910
OG0015620	AL6G41260	CARHR260060
OG0015621	AL8G20910	CARHR184070
OG0015622	AL8G21970	CARHR182940
OG0015623	AL8G21880	CARHR182950
OG0015624	AL8G21670	CARHR183310
OG0015625	AL8G21580, AL43U10050	CARHR291970
OG0015626	AL3G51270	CARHR108580
OG0015627	AL7G43720	CARHR217070
OG0015628	AL3G51500	CARHR108770
OG0015629	AL3G51550	CARHR108880
OG0015630	AL3G51640	CARHR108960
OG0015631	AL3G51690	CARHR109010
OG0015632	AL3G51750	CARHR109060
OG0015633	AL3G51880	CARHR109140
OG0015634	AL3G53050	CARHR109440
OG0015635	AL3G53020	CARHR109460
OG0015636	AL3G52940	CARHR109510
OG0015637	AL3G48980	CARHR109780
OG0015638	AL3G48940	CARHR109830
OG0015640	AL4G39170	CARHR136300
OG0015641	AL4G39090	CARHR136210
OG0015642	AL4G39020	CARHR136160
OG0015643	AL4G38940	CARHR136080
OG0015644	AL4G38890	CARHR136040
OG0015645	AL5G12790	CARHR152570
OG0015646	AL4G38790	CARHR135960
OG0015647	AL4G38570	CARHR135800
OG0015648	AL4G38530	CARHR135770
OG0015649	AL4G38210	CARHR135470
OG0015650	AL7G47170	CARHR212550
OG0015651	AL4G38070	CARHR135350
OG0015652	AL4G38010, AL4G38040	CARHR135330
OG0015653	AL4G37760	CARHR135080
OG0015654	AL4G37530	CARHR134870
OG0015655	AL4G37500	CARHR134840
OG0015656	AL4G37490	CARHR134830
OG0015657	AL4G37450	CARHR134800
OG0015658	AL4G37080	CARHR134510
OG0015659	AL4G37060	CARHR134490
OG0015660	AL4G36960	CARHR134420
OG0015661	AL4G36800	CARHR134280
OG0015662	AL4G36390	CARHR133850
OG0015663	AL4G36270	CARHR133700
OG0015664	AL4G36200	CARHR133620
OG0015665	AL3G24000	CARHR287100
OG0015666	AL4G36160	CARHR133580
OG0015667	AL4G36140	CARHR292910, CARHR133560
OG0015668	AL4G36020	CARHR133410
OG0015669	AL4G35940	CARHR133330
OG0015670	AL4G35860	CARHR133260
OG0015671	AL5G10740	CARHR144210
OG0015672	AL4G35830	CARHR133230, CARHR035360
OG0015673	AL4G35630	CARHR133030
OG0015674	AL4G35570	CARHR132960
OG0015676	AL4G35140	CARHR132730
OG0015677	AL4G35130	CARHR132720
OG0015678	AL6G42610	CARHR259750
OG0015679	AL4G35050	CARHR132620
OG0015681	AL4G34690	CARHR131770
OG0015682	AL5G22060	CARHR152710
OG0015684	AL4G34220	CARHR131940
OG0015685	AL4G33720	CARHR132250
OG0015686	AL4G33620	CARHR132350
OG0015687	AL4G33600	CARHR132360
OG0015688	AL4G33560	CARHR131710
OG0015689	AL4G33450	CARHR131610
OG0015690	AL4G33440	CARHR131600
OG0015691	AL4G33340	CARHR131510
OG0015692	nbis-gene-1093	CARHR131490
OG0015693	AL4G33200	CARHR131420
OG0015694	AL4G33100	CARHR131340
OG0015695	AL6G47510	CARHR253600
OG0015696	AL6G47860	CARHR253140
OG0015697	AL6G47870	CARHR253150
OG0015698	AL6G47890	CARHR253090
OG0015699	AL6G47940	CARHR253040
OG0015700	AL6G48080	CARHR252930
OG0015701	AL8G17570	CARHR180910
OG0015703	AL6G46930	CARHR254130
OG0015704	AL8G17460	CARHR180720
OG0015705	AL6G46600	CARHR254430
OG0015706	AL6G47340	CARHR253740
OG0015707	nbis-gene-929	CARHR112150
OG0015708	AL4G10540	CARHR112250
OG0015709	AL4G10560	CARHR112270
OG0015710	AL4G10710	CARHR112450
OG0015711	AL4G10820	CARHR112610
OG0015712	nbis-gene-444, AL4G10840	CARHR112630
OG0015713	AL4G11280	CARHR113040
OG0015714	AL4G11290	CARHR113050, CARHR113060
OG0015715	AL4G11390	CARHR113210
OG0015716	AL4G11740	CARHR113490
OG0015717	AL4G11950	CARHR113630
OG0015718	AL4G12110	CARHR113760
OG0015719	AL4G12420	CARHR114150
OG0015720	AL4G12930	CARHR114450
OG0015721	AL4G13210	CARHR292960
OG0015722	AL4G13280	CARHR293000
OG0015723	AL4G13290	CARHR293010
OG0015724	AL4G13450	CARHR293100
OG0015725	AL4G13910	CARHR184860
OG0015726	AL4G16960	CARHR115890
OG0015727	AL4G16910	CARHR115980
OG0015728	AL4G18030	CARHR287330
OG0015729	AL4G18250	CARHR114820
OG0015730	nbis-gene-980	CARHR116800
OG0015731	AL4G18760	CARHR115040
OG0015732	AL4G18920	CARHR115230
OG0015733	nbis-gene-1005	CARHR115020
OG0015734	AL4G15870	CARHR294580
OG0015735	nbis-gene-1006	CARHR115100
OG0015736	AL4G19270	CARHR114530
OG0015737	AL4G14740	CARHR117720
OG0015738	AL4G17090	CARHR115680
OG0015739	AL1G51640	CARHR035390
OG0015740	AL1G51590	CARHR035330
OG0015741	AL1G51810	CARHR035580
OG0015742	AL1G52110	CARHR035760
OG0015743	AL1G52180	CARHR035810
OG0015744	AL1G52280	CARHR035910
OG0015745	AL1G51120	CARHR034780
OG0015746	AL1G51010	CARHR034990
OG0015747	AL1G50950	CARHR034980
OG0015748	AL1G50830	CARHR034670
OG0015749	AL1G50570	CARHR034470
OG0015750	AL1G50360	CARHR034260
OG0015751	AL1G50350	CARHR034250
OG0015752	AL1G50230	CARHR034180
OG0015754	nbis-gene-211	CARHR033900
OG0015755	AL1G48990	CARHR033860
OG0015756	AL1G48980	CARHR033850
OG0015757	AL1G48940	CARHR033840
OG0015758	AL1G48870	CARHR033780
OG0015759	AL1G48770	CARHR033740
OG0015760	AL1G48700	CARHR033710
OG0015761	AL1G47820	CARHR032880
OG0015762	AL6G42470	CARHR259660
OG0015763	AL6G42360	CARHR259580
OG0015764	AL6G42630	CARHR259780
OG0015766	AL6G43870	CARHR261110
OG0015767	AL6G43930	CARHR261210
OG0015768	AL6G43950	CARHR261230
OG0015769	AL6G44020	CARHR256650
OG0015770	AL6G44030	CARHR256640
OG0015771	AL6G44070	CARHR256620
OG0015772	AL6G44130	CARHR256370
OG0015773	AL6G44200	CARHR256310
OG0015774	AL6G44500	CARHR256180
OG0015775	AL6G44700	CARHR255960
OG0015776	AL6G45010	CARHR255690
OG0015777	AL6G45030	CARHR255670
OG0015778	AL6G45070	CARHR255630
OG0015779	AL6G45290	CARHR255460
OG0015780	AL6G45360	CARHR255400
OG0015781	AL6G45450	CARHR255350
OG0015782	AL6G45660	CARHR255310
OG0015783	AL6G45880	CARHR255110
OG0015784	AL6G45890	CARHR255100
OG0015785	AL6G46090	CARHR254840
OG0015786	AL6G46250	CARHR254730
OG0015787	AL6G46270	CARHR254700
OG0015788	AL6G46280	CARHR254690
OG0015789	AL6G30590	CARHR193780
OG0015790	AL6G38250	CARHR187130
OG0015791	AL4G19470	CARHR115260
OG0015792	AL8G21270	CARHR183670
OG0015793	AL6G38600	CARHR186840
OG0015794	AL6G38690	CARHR186720
OG0015795	AL6G38700	CARHR186710
OG0015796	AL6G38830	CARHR186640
OG0015797	AL6G39250	CARHR186230
OG0015798	AL6G39620	CARHR185990
OG0015799	AL6G39630	CARHR185980
OG0015800	AL6G40390	CARHR185010
OG0015802	AL3G48120	CARHR110420
OG0015803	AL3G48100	CARHR110480
OG0015804	AL3G47970	CARHR110630
OG0015805	AL3G47960	CARHR110640
OG0015806	AL3G47820	CARHR110750
OG0015807	AL3G53890	CARHR111450
OG0015808	nbis-gene-908	CARHR111050
OG0015809	AL5G30500	CARHR159850
OG0015810	AL7G21060	CARHR238930
