Orthogroup	Arabidopsis_lyrata_Rawat	Arabidopsis_thaliana
OG0014880	AL6G15680	AT5G05790.1
OG0014881	AL6G15650	AT5G05760.1
OG0014882	AL6G15600	AT5G05700.1
OG0014883	AL6G15570	AT5G05680.1
OG0014884	AL6G15260	AT5G05365.1
OG0014885	AL6G15070	AT5G05230.1
OG0014886	AL6G15060	AT5G05220.1
OG0014887	AL6G15000	AT5G05160.1
OG0014888	AL6G14910	AT5G05100.1
OG0014889	AL6G14620	AT5G04920.1
OG0014890	AL6G14580	AT5G04895.1
OG0014891	AL6G14410	AT5G04750.1
OG0014892	AL6G14210	AT5G04560.2
OG0014893	AL5G11430, AL5G11420	AT2G02150.1
OG0014894	AL6G14160	AT5G04520.1
OG0014895	AL6G14040	AT5G04420.1
OG0014896	AL6G14000	AT5G04360.1
OG0014897	AL6G13920	AT5G04290.1
OG0014898	AL6G13910	AT5G04280.1
OG0014899	AL6G13840	AT5G04220.2
OG0014900	AL6G13760	AT5G04140.2
OG0014901	AL6G13710	AT5G04080.1
OG0014902	AL6G13560	AT5G03970.1
OG0014903	AL6G13500	AT5G03910.1
OG0014904	AL6G13430	AT5G03860.1
OG0014905	AL7G44590	AT5G35735.1
OG0014906	AL6G13210	AT5G03700.1
OG0014907	AL6G13170	AT5G03660.1
OG0014908	AL6G13160	AT5G03650.1
OG0014909	AL6G13130	AT5G03620.1
OG0014910	AL6G12830	AT5G03455.1
OG0014911	AL6G12680	AT5G03345.2
OG0014912	AL6G12590	AT5G03280.1
OG0014913	AL6G12420	AT5G03140.1
OG0014914	AL6G12100	AT5G02830.1
OG0014915	AL6G12090	AT5G02820.1
OG0014916	AL6G12040	AT5G02790.1
OG0014917	AL6G11940	AT5G02640.1
OG0014918	AL6G11630	AT5G02400.1
OG0014919	AL6G11510	AT5G02250.1
OG0014920	AL6G11420	AT5G02190.1
OG0014921	AL6G11410	AT5G02180.1
OG0014922	AL6G11280	AT5G02060.1
OG0014923	AL6G11260	AT5G02040.1
OG0014924	AL6G11200	AT5G01030.1
OG0014925	AL6G11150	AT5G01075.1
OG0014926	AL6G11100	AT5G01110.2
OG0014927	AL6G11020	AT5G01170.1
OG0014928	AL6G10890	AT5G01280.1
OG0014929	AL6G10780	AT5G01350.1
OG0014930	AL6G10750	AT5G01370.1
OG0014931	AL6G10720	AT5G01400.1
OG0014932	nbis-gene-1433	AT5G01420.1
OG0014933	AL6G10620	AT5G01450.1
OG0014934	nbis-gene-1428	AT5G01500.1
OG0014935	AL6G10540	AT5G01510.1
OG0014937	AL6G10450	AT5G01600.1
OG0014938	AL6G10390	AT5G01660.1
OG0014939	AL6G10140	AT5G01890.1
OG0014940	AL6G10120	AT5G01910.1
OG0014941	AL6G10110	AT5G01920.1
OG0014942	AL6G10080	AT5G01950.7
OG0014943	AL3G19520	AT3G08560.1
OG0014944	AL6G10050	AT5G01980.1
OG0014945	AL7G48920	AT5G40800.1
OG0014946	AL7G48250	AT5G41180.1
OG0014947	AL7G48110	AT5G41330.1
OG0014948	AL7G47770	AT5G41610.1
OG0014949	AL2G41540	AT1G80000.1
OG0014950	AL2G41590	AT1G79950.1
OG0014951	AL2G41660	AT1G79900.1
OG0014952	AL2G41740	AT1G79810.1
OG0014953	AL2G41750	AT1G79800.1
OG0014954	AL2G41760	AT1G79790.2
OG0014955	AL2G41810	AT1G79750.1
OG0014956	AL2G41510	AT1G80030.1
OG0014957	AL2G41430	AT1G80100.3
OG0014958	AL2G41340	AT1G80170.1
OG0014959	AL2G41210	AT1G80290.2
OG0014960	AL2G41160	AT1G80340.1
OG0014961	AL2G41100	AT1G80400.1
OG0014962	AL2G40790	AT1G80650.1
OG0014963	AL2G40530	AT1G80860.1
OG0014964	AL2G40470	AT1G80910.1
OG0014965	AL6G39450	AT5G27560.1
OG0014966	AL2G40200	AT1G79560.1
OG0014967	AL2G40080	AT1G79470.1
OG0014968	AL2G40050	AT1G79440.1
OG0014969	AL1G40490	AT1G24450.1
OG0014970	AL2G39620	AT1G79150.1
OG0014971	AL2G39610	AT1G79130.1
OG0014972	AL2G39540	AT1G79080.1
OG0014973	AL4G18280	AT2G26110.1
OG0014974	AL2G39430	AT1G78980.1
OG0014975	AL2G39370	AT1G78930.1
OG0014976	AL2G39340	AT1G78915.3
OG0014977	AL2G39330	AT1G78910.1
OG0014978	AL2G39210	AT1G78810.1
OG0014979	AL2G39160	AT1G78770.1
OG0014980	AL2G39010	AT1G78610.1
OG0014981	AL2G38280	AT1G78010.1
OG0014982	nbis-gene-613	AT1G77990.1
OG0014983	AL2G38170	AT1G77890.1
OG0014984	AL2G37960	AT1G77730.1
OG0014985	AL2G37890	AT1G77680.1
OG0014986	AL2G37870	AT1G77670.1
OG0014987	AL2G37790	AT1G77580.2
OG0014988	AL2G37700	AT1G77500.1
OG0014989	AL2G37650	AT1G77450.1
OG0014990	AL7G44610	AT5G35740.1
OG0014991	AL2G37450	AT1G77270.1
OG0014992	AL2G37400	AT1G77230.1
OG0014993	AL2G37340	AT1G77170.1
OG0014994	AL2G36860	AT1G76710.3
OG0014995	AL2G36800	AT1G76660.1
OG0014996	AL2G36760	AT1G76620.1
OG0014997	AL2G36700	AT1G76560.1
OG0014998	AL2G36650	AT1G76510.3
OG0014999	AL2G36610	AT1G76470.1
OG0015000	AL2G36590	AT1G76450.1
OG0015001	AL2G36500	AT1G76400.1
OG0015002	AL2G36490	AT1G76390.1
OG0015003	AL2G36450	AT1G76350.1
OG0015004	AL6G51490	AT4G01810.1
OG0015005	AL2G36320	AT1G76240.1
OG0015006	AL2G36210	AT1G76150.1
OG0015007	AL2G36160	AT1G76120.1
OG0015008	AL2G36150	AT1G76110.1
OG0015009	AL2G36060	AT1G76040.2
OG0015010	AL2G35860	AT1G75850.1
OG0015011	AL2G35760	AT1G75770.1
OG0015012	AL2G35650	AT1G75670.1
OG0015013	AL2G35620	AT1G75640.1
OG0015014	AL2G35540	AT1G75560.1
OG0015016	AL2G35410	AT1G75450.1
OG0015017	AL2G35390	AT1G75430.1
OG0015018	AL2G35350	AT1G75400.1
OG0015019	AL2G35300	AT1G75370.2
OG0015020	nbis-gene-603	AT1G75260.1
OG0015021	AL2G35100	AT1G75190.1
OG0015022	AL2G35050	AT1G75150.3
OG0015023	AL2G34980	AT1G75090.1
OG0015024	AL3G50180	AT2G17300.1
OG0015025	AL3G50520	AT2G17550.1
OG0015026	AL3G50640	AT2G17670.1
OG0015027	AL3G50850	AT2G17820.1
OG0015028	AL3G50960	AT2G17940.1
OG0015029	nbis-gene-1336	AT3G49820.1
OG0015030	AL5G39200	AT3G57620.1
OG0015031	AL5G29660	AT3G49710.1
OG0015032	AL5G29680	AT3G49725.1
OG0015033	AL5G26720	AT3G47490.4
OG0015034	AL5G26660	AT3G47440.1
OG0015035	AL5G26650	AT3G47430.1
OG0015036	AL5G26730	AT3G47500.1
OG0015037	AL5G26900	AT3G47610.1
OG0015038	AL1G64530	AT1G54310.2
OG0015039	AL1G64250	AT1G56010.2
OG0015040	AL1G64050	AT1G55910.1
OG0015041	AL1G64020	AT1G55880.1
OG0015042	AL1G63950	AT1G55830.2
OG0015043	AL1G63870	AT1G55760.1
OG0015044	AL1G63640	AT1G55590.1
OG0015045	AL1G63420	AT1G55365.1
OG0015046	AL1G63360	AT1G55320.1
OG0015047	AL1G63220	AT1G55180.1
OG0015048	AL1G63150	AT1G55150.2
OG0015049	AL1G63110	AT1G55110.1
OG0015050	AL1G62950	AT1G54220.1
OG0015051	AL1G62410	AT1G53710.1
OG0015052	AL1G62340	AT1G53670.1
OG0015053	AL1G62180	AT1G53590.1
OG0015054	AL1G61820	AT1G53330.1
OG0015055	AL1G61690	AT1G53270.1
OG0015056	AL1G61530	AT1G53163.1
OG0015057	AL1G61480	AT1G53120.1
OG0015058	AL1G61460	AT1G53100.1
OG0015059	AL4G32390	AT2G36290.1
OG0015060	AL4G32420	AT2G36305.1
OG0015061	nbis-gene-1085	AT2G36330.1
OG0015062	AL4G32530	AT2G36370.1
OG0015063	AL4G32830	AT2G36650.1
OG0015064	AL4G32960	AT2G36740.1
OG0015065	AL4G33040	AT2G36840.1
OG0015066	AL5G24380	AT3G45740.1
OG0015067	AL5G23960	AT3G45400.1
OG0015068	AL5G23900	AT3G45300.1
OG0015069	AL8G27640	AT5G53020.6
OG0015070	AL8G27790	AT5G53140.1
OG0015071	AL5G40030	AT3G58300.1
OG0015072	AL4G13300	AT2G23390.1
OG0015073	AL6G41220	AT4G06599.1
OG0015074	AL6G41780	AT4G08150.1
OG0015075	AL6G41350	AT4G07990.1
OG0015076	AL8G23940	AT5G49970.1
OG0015077	AL8G23510	AT5G49660.1
OG0015078	AL7G43830	AT5G34850.1
OG0015079	AL7G44140	AT5G35330.1
OG0015080	AL7G44190	AT5G35390.1
OG0015081	AL7G44510	AT5G35670.1
OG0015082	AL9U12150	AT4G12650.1
OG0015083	AL2G23760	AT4G12830.1
OG0015084	AL9U11370	AT4G13030.3
OG0015085	AL6G41800	AT4G08160.1
OG0015086	AL9U10630	AT3G24535.1
OG0015087	AL9U10480	AT4G13270.1
OG0015088	AL7G43000	AT4G13590.1
OG0015089	AL7G42860	AT4G13670.1
OG0015090	AL7G42820	AT4G13690.1
OG0015091	AL7G42480	AT4G13980.1
OG0015092	AL7G42440	AT4G14000.1
OG0015093	AL7G41950	AT4G14310.2
OG0015094	AL7G41680	AT4G14455.1
OG0015095	AL7G41670	AT4G14465.1
OG0015096	AL7G41660	AT4G14480.1
OG0015097	AL7G40800	AT4G15030.2
OG0015098	AL7G40630	AT4G15090.1
OG0015099	AL7G40590	AT4G15120.1
OG0015100	AL7G40560	AT4G15140.1
OG0015101	AL7G40130	AT4G15420.2
OG0015102	AL7G40100	AT4G15450.1
OG0015103	AL3G35650	AT3G21540.1
OG0015104	AL7G40000	AT4G15520.1
OG0015105	AL5G11170	AT2G01980.1
OG0015106	AL3G45920	AT2G14247.1
OG0015107	AL7G39580	AT4G15760.2
OG0015108	AL7G39520	AT4G15780.1
OG0015109	AL7G39510	AT4G15790.2
OG0015110	AL7G39480	AT4G15810.1
OG0015111	AL7G39460	AT4G15830.1
OG0015112	AL2G32440	AT1G72760.2
OG0015113	AL2G32450	AT1G72770.1
OG0015114	AL2G32730	AT1G72980.1
OG0015115	AL2G32740	AT1G72990.1
OG0015116	AL2G32830	AT1G73080.1
OG0015117	AL2G32840	AT1G73090.2
OG0015118	AL2G32880	AT1G73130.1
OG0015119	AL2G32890	AT1G73140.1
OG0015120	AL2G32940	AT1G73177.1
OG0015121	AL2G33080	AT1G73320.1
OG0015122	AL8G21770	AT5G48690.1
OG0015123	AL2G33110	AT1G73340.1
OG0015124	AL2G33400	AT1G73620.1
OG0015125	AL2G33440	AT1G73655.1
OG0015126	AL2G33520	AT1G73720.1
OG0015128	AL2G33560	AT1G73750.2
OG0015129	AL2G33670	AT1G73850.1
OG0015130	AL2G33790	AT1G73960.1
OG0015131	AL2G33820	AT1G73980.1
OG0015132	AL2G33880	AT1G74030.1
OG0015133	AL4G17070	AT2G25605.1
OG0015134	AL4G15790	AT2G24800.1
OG0015135	AL2G34130	AT1G74250.1
OG0015136	AL2G34180	AT1G74320.1
OG0015138	AL2G34260	AT1G74410.1
OG0015139	AL2G34470	AT1G74580.1
OG0015140	AL5G10970	AT2G01860.1
OG0015141	AL2G34520	AT1G74630.2
OG0015143	AL2G34570	AT1G74680.1
OG0015144	AL2G34630	AT1G74740.1
OG0015145	AL2G34640	AT1G74750.1
OG0015146	AL2G34660	AT1G74780.1
OG0015147	AL2G27550	AT1G68630.1
OG0015148	AL2G27560	AT1G68640.1
OG0015149	AL2G27630	AT1G68720.1
OG0015150	AL2G27640	AT1G68725.1
OG0015151	AL2G27720	AT1G68780.1
OG0015152	AL2G27780	AT1G68820.4
OG0015153	AL2G27880	AT1G68875.1
OG0015154	AL2G27960	AT1G68930.1
OG0015155	AL2G27970	AT1G68940.2
OG0015156	AL2G28130	AT1G69080.1
OG0015157	AL2G28270	AT1G69180.1
OG0015158	AL2G28290	AT1G69200.1
OG0015159	AL7G24110	AT4G28450.1
OG0015160	AL7G23950	AT4G28590.1
OG0015161	AL7G23940	AT4G28600.3
OG0015162	AL7G23890	AT4G28650.1
OG0015163	AL7G23840	AT4G28690.1
OG0015164	AL7G23760	AT4G28740.1
OG0015165	AL7G23490	AT4G28950.1
OG0015166	AL7G23480	AT4G28980.1
OG0015167	AL7G23360	AT4G29080.1
OG0015168	AL7G23320	AT4G29120.1
OG0015169	AL7G23290	AT4G29150.1
OG0015170	AL7G23240	AT4G29220.1
OG0015171	AL8G27830	AT5G53180.1
OG0015172	AL2G11550	AT1G63680.1
OG0015173	AL2G11320	AT1G63820.1
OG0015174	AL2G11180	AT1G63930.1
OG0015175	nbis-gene-1935	AT5G39900.1
OG0015176	AL7G49970	AT5G40030.1
OG0015177	AL7G49670	AT5G40300.1
OG0015178	AL7G49630	AT5G40330.1
OG0015179	AL7G49610	AT5G40340.1
OG0015180	AL5G21020	AT3G42950.1
OG0015181	AL5G21370	AT3G43300.1
OG0015182	AL5G19980	AT3G30300.1
OG0015183	AL5G18100	AT3G28470.1
OG0015184	nbis-gene-1244	AT3G28720.2
OG0015185	AL5G17490	AT3G27960.1
OG0015186	AL5G17220	AT3G27785.1
OG0015187	AL5G17010	AT3G27580.1
OG0015188	AL5G16850	AT3G27440.1
OG0015189	AL5G16780	AT3G27420.1
OG0015190	AL5G16690	AT3G27355.1
OG0015191	AL5G16450	AT3G27270.2
OG0015192	AL5G16290	AT3G27180.1
OG0015193	AL5G16250	AT3G27120.1
OG0015194	AL5G16240	AT3G27110.1
OG0015196	AL5G16160	AT3G27050.1
OG0015197	AL5G15980	AT3G26950.1
OG0015198	AL5G15880	AT3G26900.1
OG0015199	AL5G15610	AT3G26750.1
OG0015200	AL5G15580	AT3G26730.1
OG0015201	AL5G15570	AT3G26720.1
OG0015202	AL5G15370	AT3G26580.1
OG0015203	AL5G15260	AT3G26500.1
OG0015204	AL5G14870	AT3G26125.1
OG0015205	AL5G14780	AT3G26085.2
OG0015206	AL5G14730	AT3G26050.1
OG0015207	AL5G14720	AT3G26040.1
OG0015208	AL1G30820	AT1G18410.4
OG0015209	AL5G14350	AT3G25780.1
OG0015210	AL5G14300	AT3G25740.1
OG0015211	AL5G14220	AT3G25680.1
OG0015212	AL2G29180	AT1G69935.1
OG0015213	AL22U10120	AT1G69860.1
OG0015214	AL2G28640	AT1G69520.2
OG0015215	AL2G28630	AT1G69510.1
OG0015216	AL2G28590	AT1G69480.1
OG0015217	AL7G40860	AT4G14965.1
OG0015218	AL2G28490	AT1G69380.1
OG0015219	AL8G12570	AT5G45950.1
OG0015220	AL8G12590	AT5G45940.1
OG0015221	AL8G12780	AT5G45800.1
OG0015222	AL8G12850	AT5G45760.1
OG0015223	AL8G13070	AT5G45610.1
OG0015224	AL8G13510	AT5G45300.3
OG0015225	AL8G13520	AT5G45290.2
OG0015226	AL8G13530	AT5G45280.2
OG0015227	AL3G50090	AT2G17230.1
OG0015228	AL8G14030	AT5G45160.1
OG0015229	AL1G57240	AT1G49780.1
OG0015230	AL1G57300	AT1G49820.1
OG0015231	AL1G57410	AT1G49870.1
OG0015232	AL1G57500	AT1G49950.1
OG0015233	AL1G57510	AT1G49960.1
OG0015234	AL1G57530	AT1G49975.1
OG0015235	AL1G57540	AT1G49980.1
OG0015236	AL1G57570	AT1G50000.1
OG0015237	AL1G57780	AT1G50140.1
OG0015238	nbis-gene-272	AT1G50280.1
OG0015239	AL1G58080	AT1G50440.1
OG0015240	AL1G58090	AT1G50450.1
OG0015241	AL1G58210	AT1G50570.1
OG0015242	AL1G58220	AT1G50575.1
OG0015243	AL1G58320	AT1G50650.1
OG0015244	AL1G58660	AT1G50940.1
OG0015245	AL1G58900	AT1G51100.1
OG0015246	AL1G58910	AT1G51110.1
OG0015247	AL4G11910	AT2G22410.1
OG0015248	AL1G59320	AT1G51440.1
OG0015249	AL1G59340	AT1G51450.1
OG0015250	AL1G59350	AT1G51460.1
OG0015251	AL2G40920	AT1G80550.1
OG0015252	AL4G15160	AT2G24580.1
OG0015253	AL1G59660	AT1G51720.1
OG0015254	AL1G59800	AT1G51790.2
OG0015255	AL1G60390	AT1G52220.1
OG0015256	AL1G60470	AT1G52310.1
OG0015257	AL1G60490	AT1G52320.2
OG0015258	AL7G27210	AT4G25830.1
OG0015259	AL1G60740	AT1G52500.2
OG0015260	AL1G60760	AT1G52510.1
OG0015261	AL1G60870	AT1G52590.1
OG0015262	AL1G60900	AT1G52620.1
OG0015263	AL1G60920	AT1G52640.1
OG0015264	AL1G61040	AT1G52720.1
OG0015265	AL1G61090	AT1G52770.1
OG0015266	AL1G61100	AT1G52780.1
OG0015268	AL1G61170	AT1G52870.2
OG0015269	AL1G61210	AT1G52890.1
OG0015270	AL8G18380	AT5G42750.1
OG0015271	AL8G18360	AT5G42760.2
OG0015272	AL8G18070	AT5G42880.1
OG0015273	AL8G17880	AT5G42950.1
OG0015274	AL8G17520	AT5G43140.1
OG0015276	AL4G29270	AT2G33600.1, AT2G33590.1
OG0015277	AL4G29360	AT2G33690.1
OG0015278	AL4G29420	AT2G33735.1
OG0015279	AL4G29430	AT2G33740.2
OG0015280	AL4G29590	AT2G33820.3
OG0015281	AL4G30000	AT2G34090.4
OG0015282	AL4G30050	AT2G34150.2
OG0015283	AL4G30070	AT2G34170.1
OG0015284	AL4G30090	AT2G34190.1
OG0015285	AL4G30260	AT2G34330.1
OG0015286	AL4G30430	AT2G34460.1
OG0015287	AL4G30630	AT2G34640.1
OG0015288	AL5G18670	AT3G28880.1
OG0015289	AL4G31030	AT2G35010.1
OG0015290	AL4G31060	AT2G35035.1
OG0015291	AL4G31070	AT2G35040.1
OG0015292	AL4G31120	AT2G35110.1
OG0015293	AL4G31140	AT2G35130.2
OG0015294	AL4G31150	AT2G35140.6
OG0015295	AL4G31450	AT2G35410.1
OG0015296	AL4G31500	AT2G35450.1
OG0015297	AL4G31550	AT2G35500.1
OG0015298	AL4G31620	AT2G35585.1
OG0015299	AL8G19260	AT5G42330.1
OG0015300	AL4G31890	AT2G35780.1
OG0015301	AL4G32020	AT2G35920.3
OG0015302	AL7G34670	AT4G19440.1
OG0015303	AL7G34770	AT4G19390.1
OG0015304	AL7G34800	AT4G19360.1
OG0015305	AL7G31850, AL7G31780, AL7G34860	AT4G19220.1
OG0015306	AL7G34910	AT4G19180.1
OG0015307	AL7G34940	AT4G19150.1
OG0015308	AL7G34990	AT4G19100.1
OG0015309	AL7G35190	AT4G18975.1
OG0015310	AL7G35420	AT4G18820.1
OG0015311	AL7G35440	AT4G18810.2
OG0015312	AL7G35610	AT4G18650.1
OG0015313	AL7G35660	AT4G18600.1
OG0015314	AL7G35810	AT4G18465.1
OG0015315	AL7G36030	AT4G18360.1
OG0015316	AL7G36120	AT4G18270.1
OG0015317	nbis-gene-1819	AT4G18260.1
OG0015318	AL7G36250	AT4G18180.1
OG0015319	AL7G46780, AL2G17080, AL2G17100	AT1G59780.1
OG0015320	AL7G36310	AT4G18130.1
OG0015321	AL4G16310	AT2G25140.1
OG0015322	AL7G36540	AT4G17970.1
OG0015323	AL7G36810	AT4G17760.1
OG0015324	AL7G36830	AT4G17740.1
OG0015325	AL7G36840	AT4G17730.2
OG0015326	AL7G36960	AT4G17616.1
OG0015327	AL7G37330	AT4G17380.1
OG0015328	AL7G37550	AT4G17180.1
OG0015329	AL7G37580	AT4G17150.1
OG0015330	AL7G44670	AT5G35770.1
OG0015331	AL8G12090	AT5G46330.1
OG0015333	AL5G31400	AT3G50980.1
OG0015334	nbis-gene-1344	AT3G50790.1
OG0015335	AL5G30990	AT3G50770.1
OG0015336	AL5G30840	AT3G50685.1
OG0015337	AL5G30550	AT3G50400.1
OG0015338	AL5G30510	AT3G50380.2
OG0015339	AL5G30490	AT3G50360.1
OG0015340	AL5G30370	AT3G50240.1
OG0015341	AL5G30360	AT3G50230.2
OG0015342	AL5G30230	AT3G50110.1
OG0015343	AL8G26790	AT5G52390.1
OG0015344	AL8G26610	AT5G52230.1
OG0015345	AL8G26560	AT5G52180.1
OG0015346	AL8G26480	AT5G52110.1
OG0015347	AL8G26470	AT5G52100.1
OG0015348	AL8G26330	AT5G52010.1
OG0015349	AL8G26300	AT5G51970.1
OG0015350	AL8G26110	AT5G51820.1
OG0015351	AL8G25880	AT5G51600.1
OG0015352	AL8G25940	AT5G51690.1
OG0015353	AL8G25970	AT5G51710.1
OG0015354	AL64U10010	AT5G51570.1
OG0015355	AL8G25220	AT5G51010.1
OG0015356	AL8G25300	AT5G51060.1
OG0015357	AL8G25280	AT5G51050.1
OG0015358	AL3G44130	AT2G07340.1
OG0015359	AL3G45670	AT2G13840.1
OG0015360	AL3G45720	AT2G14050.1
OG0015361	AL3G45790	AT2G14095.1
OG0015362	AL3G45800	AT2G14110.1
OG0015363	AL3G45650	AT2G13810.1
OG0015364	AL3G45910	AT2G14210.2
OG0015365	AL3G45940	AT2G14260.1
OG0015366	AL3G46080	AT2G14530.1
OG0015367	AL3G46180	AT2G14620.1
OG0015368	AL3G46380	AT2G14680.2
OG0015369	AL3G46560	AT2G14820.1
OG0015370	AL3G46940	AT2G15230.1
OG0015371	AL3G47070	AT2G15310.1
OG0015372	AL3G47080	AT2G15320.1
OG0015373	AL3G47790	AT2G15960.1
OG0015374	AL5G20540	AT3G32940.1
OG0015375	AL3G52530	AT2G16380.1
OG0015376	AL3G52620	AT2G16440.1
OG0015377	AL3G49540	AT2G16800.1
OG0015378	AL3G49570	AT2G16860.1
OG0015379	AL7G29360	AT4G23950.2
OG0015380	AL7G29560	AT4G23790.1
OG0015381	AL7G29570	AT4G23780.1
OG0015381	AL7G29580	AT4G23770.1
OG0015382	AL7G30560	AT4G22960.1
OG0015383	AL7G30580	AT4G22940.2
OG0015384	AL7G30620	AT4G22900.1
OG0015385	AL7G30790	AT4G22758.1
OG0015386	AL7G31030	AT4G22560.1
OG0015387	AL7G31080	AT4G22530.1
OG0015388	AL7G31530	AT4G22160.2
OG0015389	AL7G34160	AT4G19880.2
OG0015390	AL7G33790	AT4G20060.1
OG0015391	AL7G33600	AT4G20310.4
OG0015392	AL7G33390	AT4G20760.2
OG0015393	AL7G33330	AT4G20820.1
OG0015394	AL7G33280	AT4G20870.1
OG0015395	AL7G33220	AT4G20930.1
OG0015396	AL7G33190	AT4G20960.1
OG0015397	AL7G32950	AT4G21170.1
OG0015398	AL7G32940	AT4G21180.1
OG0015399	AL7G32900	AT4G21210.1
OG0015400	AL7G32820	AT4G21300.1
OG0015401	AL7G32790	AT4G21323.1
OG0015402	AL7G32760	AT4G21340.1
OG0015403	AL7G32750	AT4G21350.1
OG0015404	AL6G32210	AT5G20660.1
OG0015405	AL7G32540	AT4G21510.1
OG0015406	AL7G32530	AT4G21520.1
OG0015408	AL7G32300	AT4G21670.1
OG0015409	AL5G10310	AT2G01350.1
OG0015410	AL7G32150	AT4G21780.1
OG0015411	AL7G32110	AT4G21820.3
OG0015412	AL1G52140	AT1G44090.1
OG0015413	AL7G32020	AT4G21880.1
OG0015414	AL7G34380	AT4G19660.2
OG0015415	AL7G34470	AT4G19590.2
OG0015417	AL6G39820	AT5G27280.1
OG0015418	AL2G11620	AT1G63610.1
OG0015419	AL8G19290	AT5G42310.1
OG0015420	AL8G19100	AT5G42390.1
OG0015421	AL7G38710	AT4G16340.1
OG0015422	AL7G38470	AT4G16490.1
OG0015423	AL7G38200	AT4G16570.1
OG0015424	AL7G38670	AT4G16370.1
OG0015425	AL7G38170	AT4G16590.1
OG0015426	AL7G38030	AT4G16700.1
OG0015427	AL7G37880	AT4G16780.1
OG0015428	AL7G37850	AT4G16800.1
OG0015429	AL7G37700	AT4G17020.3
OG0015430	AL3G10140	AT3G01960.1
OG0015431	AL3G10270	AT3G01860.1
OG0015432	AL3G10290	AT3G01840.1
OG0015433	AL3G10310	AT3G01820.1
OG0015434	AL3G10430	AT3G01710.3
OG0015435	AL3G10580	AT3G01570.1
OG0015436	AL3G10660	AT3G01510.1
OG0015437	AL8G44920	AT5G66590.1
OG0015438	AL8G45000	AT5G66530.1
OG0015439	AL8G45110	AT5G66420.2
OG0015440	AL2G37570	AT1G77370.2
OG0015441	AL8G45220	AT5G66300.1
OG0015442	AL5G14740	AT3G26060.2
OG0015443	AL8G45350	AT5G66180.1
OG0015444	AL8G45430	AT5G66160.1
OG0015445	AL8G45500	AT5G66090.1
OG0015446	AL8G45560	AT5G66050.1
OG0015448	AL5G46400	AT3G63540.1
OG0015449	AL5G46390	AT3G63530.1
OG0015450	AL5G46350	AT3G63490.1
OG0015451	AL5G46330	AT3G63470.1
OG0015452	AL5G46280	AT3G63420.3
OG0015453	AL5G46260	AT3G63400.1
OG0015454	AL5G46170	AT3G63310.1
OG0015455	AL5G46160	AT3G63300.1
OG0015456	AL5G45960	AT3G63120.1
OG0015457	AL5G45920	AT3G63090.1
OG0015458	AL5G45750	AT3G62970.1
OG0015459	AL5G45650	AT3G62880.1
OG0015460	AL5G45600	AT3G62820.1
OG0015461	AL5G45560	AT3G62780.1
OG0015462	AL5G45480	AT3G62730.1
OG0015463	AL5G45370	AT3G62620.1
OG0015464	AL5G45130	AT3G62370.1
OG0015465	AL5G45120	AT3G62360.1
OG0015466	AL5G44980	AT3G62240.1
OG0015467	AL5G44950	AT3G62200.1
OG0015468	AL5G44640	AT3G62020.1
OG0015469	AL5G44510	AT3G61910.1
OG0015470	AL5G44450	AT3G61870.1
OG0015471	AL5G44420	AT3G61840.1
OG0015472	AL8G26180	AT5G51880.1
OG0015473	AL5G44060	AT3G61660.2
OG0015474	AL5G43920	AT3G61550.1
OG0015475	AL5G43850	AT3G61490.4
OG0015476	AL5G43700	AT3G61410.3
OG0015477	AL5G43410	AT3G61170.1
OG0015478	AL5G43390	AT3G61150.1
OG0015480	AL5G43180	AT3G60860.1
OG0015481	AL5G43170	AT3G60850.1
OG0015482	AL4G17840	AT2G25890.2
OG0015483	AL5G42810	AT3G60510.3
OG0015484	AL5G42700	AT3G60440.1
OG0015485	AL5G42580	AT3G60340.1
OG0015486	AL1G39910	AT1G25420.1
OG0015487	nbis-gene-1401	AT3G60300.2
OG0015488	AL5G42450	AT3G60240.4
OG0015489	AL5G42370	AT3G60970.1, AT3G60160.1
OG0015490	AL5G42160	AT3G59980.1
OG0015491	AL5G42120	AT3G59940.1
OG0015492	AL5G41820	AT3G59780.1
OG0015493	AL5G41440	AT3G59520.1
OG0015494	AL5G41290	AT3G59390.1
OG0015495	AL5G41280	AT3G59380.1
OG0015496	AL3G43300	AT2G05790.1
OG0015497	AL5G41030	AT3G59150.1
OG0015498	AL5G40630	AT3G58830.2
OG0015500	AL5G40410	AT3G58650.1
OG0015501	AL5G40320	AT3G58560.1
OG0015502	AL5G40300	AT3G58530.1
OG0015503	AL5G40260	AT3G58490.1
OG0015504	AL5G40230	AT3G58470.1
OG0015505	AL5G40220	AT3G58460.2
OG0015506	AL5G39660	AT3G58010.1
OG0015507	AL5G39500	AT3G57830.1
OG0015508	AL5G39480	AT3G57810.2
OG0015509	AL5G39410	AT3G57760.1
OG0015510	AL5G39210	AT3G57630.1
OG0015511	AL5G39150	AT3G57570.1
OG0015512	AL5G39120	AT3G57540.1
OG0015513	AL5G38940	AT3G57410.1
OG0015515	AL4G17520	AT2G25800.1
OG0015516	AL5G38530	AT3G57050.1
OG0015517	AL5G38090	AT3G56720.3
OG0015518	AL5G38020	AT3G56650.1
OG0015519	AL5G37980	AT3G56610.1
OG0015520	AL5G23470	AT3G45010.1
OG0015521	AL5G37770	AT3G56440.1
OG0015522	AL5G37740	AT3G56410.2
OG0015523	AL5G37550	AT3G56230.1
