Orthogroup	Arabidopsis_lyrata_Rawat	Arabis_alpina
OG0017685	AL3G24220	Aa_G40320.h1.t1
OG0017686	AL3G24490	Aa_G40040.h1.t1
OG0017687	AL3G24910	Aa_G374030.h1.t1
OG0017688	AL3G25150	Aa_G175970.h1.t1
OG0017689	AL3G25470	Aa_G606960.h1.t1
OG0017690	AL3G25720	Aa_G207830.h1.t1
OG0017691	AL3G25810	Aa_G327490.h1.t1
OG0017692	AL3G25860	Aa_G327420.h1.t1
OG0017693	AL3G26280	Aa_G237610.h1.t1
OG0017694	AL3G26320	Aa_G237570.h1.t1
OG0017695	AL3G26660	Aa_G56300.h1.t1
OG0017696	AL3G26900	Aa_G340260.h1.t1
OG0017697	AL3G26910	Aa_G340250.h1.t1
OG0017698	AL3G45300	Aa_G105370.h1.t1
OG0017699	AL3G27390	Aa_G1270.h1.t1
OG0017700	AL3G27520	Aa_G1160.h1.t1
OG0017701	AL3G27530	Aa_G1150.h1.t1
OG0017702	AL3G27550	Aa_G1130.h1.t1
OG0017704	AL3G27840	Aa_G234960.h1.t1
OG0017705	AL3G28230	Aa_G507820.h1.t1
OG0017706	AL3G28270	Aa_G31970.h1.t1
OG0017707	AL3G28840	Aa_G241820.h1.t1, Aa_G719060.h1.t1
OG0017708	AL3G29030	Aa_G223500.h1.t1
OG0017709	AL3G29680	Aa_G97050.h1.t1
OG0017710	AL3G29710	Aa_G97020.h1.t1
OG0017712	AL3G31040	Aa_G176880.h1.t1
OG0017713	AL7G26890	Aa_G43080.h1.t1
OG0017716	AL3G33190	Aa_G164590.h1.t1
OG0017717	AL3G33200	Aa_G164600.h1.t1
OG0017718	AL1G14300	Aa_G38950.h1.t1
OG0017719	AL3G33260	Aa_G164660.h1.t1
OG0017720	AL7G44010	Aa_G70940.h1.t1
OG0017721	AL3G34710	Aa_G133260.h1.t1
OG0017722	AL8G27240	Aa_G116600.h1.t1
OG0017723	AL7G50280	Aa_G779750.h1.t1
OG0017725	AL7G50730	Aa_G512570.h1.t1
OG0017726	AL7G50920	Aa_G245550.h1.t1
OG0017727	AL7G52120	Aa_G253930.h1.t1
OG0017728	AL7G52130	Aa_G253960.h1.t1
OG0017729	AL7G46510	Aa_G505950.h1.t1
OG0017730	AL7G46490	Aa_G481860.h1.t1
OG0017732	AL7G46310	Aa_G512920.h1.t1
OG0017734	AL7G45330	Aa_G65130.h1.t1
OG0017735	AL3G38580	Aa_G428270.h1.t1
OG0017737	AL3G37750	Aa_G330870.h1.t1
OG0017738	AL3G37390	Aa_G427510.h1.t1, Aa_G312270.h1.t1
OG0017739	AL3G36760	Aa_G96520.h1.t1
OG0017740	AL3G36420	Aa_G538150.h1.t1
OG0017741	AL3G36340	Aa_G698520.h1.t1
OG0017743	AL1G33000	Aa_G266300.h1.t1
OG0017744	AL3G35510	Aa_G229450.h1.t1
OG0017745	AL3G35360	Aa_G227440.h1.t1
OG0017746	AL7G22070	Aa_G549930.h1.t1
OG0017747	AL7G22080	Aa_G172830.h1.t1
OG0017748	AL7G22100	Aa_G172870.h1.t1
OG0017749	AL7G22110	Aa_G543300.h1.t1
OG0017750	AL7G22210	Aa_G506700.h1.t1
OG0017751	AL7G22260	Aa_G572880.h1.t1
OG0017753	AL2G24060	Aa_G149690.h1.t1
OG0017754	AL2G22700	Aa_G32440.h1.t1
OG0017755	AL2G22550	Aa_G32360.h1.t1
OG0017756	AL2G19620	Aa_G704110.h1.t1, Aa_G182420.h1.t1
OG0017757	AL2G20240	Aa_G714820.h1.t1
OG0017758	AL2G20260	Aa_G474620.h1.t1
OG0017759	AL2G22120	Aa_G474750.h1.t1
OG0017760	nbis-gene-2139	Aa_G62050.h1.t1
OG0017761	AL1G64970	Aa_G510090.h1.t1
OG0017762	AL1G64980	Aa_G510100.h1.t1
OG0017765	AL6G30390	Aa_G83640.h1.t1
OG0017766	AL6G30270	Aa_G726460.h1.t1
OG0017767	AL6G29840	Aa_G280270.h1.t1
OG0017768	AL6G29460	Aa_G410990.h1.t1
OG0017769	AL8G23420	Aa_G325420.h1.t1
OG0017770	AL6G40710	Aa_G414160.h1.t1
OG0017771	AL8G21300	Aa_G509950.h1.t1
OG0017772	AL3G48320	Aa_G64230.h1.t1
OG0017773	AL5G32730	Aa_G339170.h1.t1
OG0017774	nbis-gene-1354	Aa_G300230.h1.t1
OG0017775	AL5G31640	Aa_G122450.h1.t1
OG0017776	AL5G31630	Aa_G122440.h1.t1
OG0017777	AL1G10070	Aa_G106300.h1.t1
OG0017778	AL1G10120	Aa_G106220.h1.t1
OG0017779	AL1G10230	Aa_G106140.h1.t1
OG0017780	AL1G10480	Aa_G94480.h1.t1
OG0017781	AL1G10580	Aa_G94400.h1.t1
OG0017782	AL1G10630	Aa_G94360.h1.t1
OG0017783	AL8G23560	Aa_G161440.h1.t1
OG0017784	AL1G11670	Aa_G687260.h1.t1
OG0017785	AL1G11720	Aa_G452080.h1.t1
OG0017786	AL1G12670	Aa_G358020.h1.t1
OG0017787	AL1G12830	Aa_G135090.h1.t1
OG0017788	AL1G13190	Aa_G134750.h1.t1
OG0017790	AL1G13600	Aa_G400290.h1.t1
OG0017791	AL1G13700	Aa_G400400.h1.t1
OG0017792	AL1G13730	Aa_G400430.h1.t1
OG0017793	AL1G13800	Aa_G423540.h1.t1
OG0017794	AL1G13980	Aa_G341300.h1.t1, Aa_G341310.h1.t1
OG0017795	AL1G14560	Aa_G217760.h1.t1
OG0017796	AL1G14730	Aa_G286340.h1.t1
OG0017801	AL1G15490	Aa_G79430.h1.t1
OG0017803	AL1G15770	Aa_G220680.h1.t1
OG0017804	AL1G15860	Aa_G139980.h1.t1
OG0017805	AL1G16000	Aa_G140110.h1.t1
OG0017806	AL1G16080	Aa_G517570.h1.t1
OG0017807	AL1G16230	Aa_G23000.h1.t1
OG0017809	AL1G16750	Aa_G22480.h1.t1
OG0017810	AL1G17390	Aa_G275940.h1.t1
OG0017811	AL1G17470	Aa_G275820.h1.t1
OG0017812	AL1G17910	Aa_G375860.h1.t1
OG0017813	AL1G18140	Aa_G481450.h1.t1
OG0017814	AL1G18160	Aa_G481470.h1.t1
OG0017815	AL1G18760	Aa_G368390.h1.t1
OG0017816	AL8G26980	Aa_G188170.h1.t1
OG0017817	AL1G18880	Aa_G512760.h1.t1
OG0017818	AL1G18960	Aa_G442660.h1.t1
OG0017819	AL1G19580	Aa_G19170.h1.t1
OG0017820	AL1G19720	Aa_G19050.h1.t1
OG0017821	AL1G19770	Aa_G394790.h1.t1
OG0017822	AL1G19790	Aa_G394770.h1.t1
OG0017824	AL1G19900	Aa_G193890.h1.t1
OG0017825	AL1G19940	Aa_G193950.h1.t1
OG0017826	AL1G20420	Aa_G635790.h1.t1
OG0017827	AL1G20870	Aa_G165510.h1.t1
OG0017828	AL1G21040	Aa_G446460.h1.t1
OG0017829	AL1G21140	Aa_G318480.h1.t1
OG0017830	AL1G21680	Aa_G43210.h1.t1
OG0017831	AL1G21720	Aa_G43260.h1.t1
OG0017832	AL1G21760	Aa_G43320.h1.t1
OG0017833	AL1G21800	Aa_G43350.h1.t1
OG0017834	AL1G21950	Aa_G457560.h1.t1
OG0017835	AL1G22450	Aa_G89320.h1.t1
OG0017837	AL1G22780	Aa_G531840.h1.t1
OG0017838	AL1G23180	Aa_G298980.h1.t1
OG0017839	AL1G24500	Aa_G292140.h1.t1
OG0017840	AL1G24990	Aa_G164280.h1.t1
OG0017841	AL4G16000	Aa_G393150.h1.t1
OG0017842	AL1G25390	Aa_G666630.h1.t1
OG0017843	AL1G25430	Aa_G118470.h1.t1
OG0017844	AL1G25570	Aa_G437590.h1.t1
OG0017845	AL1G25870	Aa_G585770.h1.t1
OG0017847	AL1G26090	Aa_G658800.h1.t1
OG0017848	AL1G26280	Aa_G117760.h1.t1
OG0017849	AL1G26670	Aa_G115600.h1.t1
OG0017850	AL1G27380	Aa_G121250.h1.t1
OG0017852	AL1G27690	Aa_G355940.h1.t1
OG0017853	AL1G28140	Aa_G179710.h1.t1
OG0017854	AL1G28180	Aa_G179750.h1.t1
OG0017855	AL1G28400	Aa_G66480.h1.t1
OG0017856	AL1G29190	Aa_G274930.h1.t1
OG0017857	AL1G29470	Aa_G349050.h1.t1
OG0017858	AL1G29640	Aa_G631850.h1.t1
OG0017859	AL1G29960	Aa_G278370.h1.t1
OG0017860	AL1G30190	Aa_G80330.h1.t1
OG0017861	AL1G30280	Aa_G557380.h1.t1
OG0017862	AL1G30710	Aa_G725990.h1.t1
OG0017863	AL1G30780	Aa_G718700.h1.t1
OG0017864	AL1G30930	Aa_G132420.h1.t1
OG0017865	AL1G30990	Aa_G271530.h1.t1
OG0017866	AL1G31030	Aa_G119000.h1.t1
OG0017867	AL1G31000	Aa_G271520.h1.t1
OG0017868	AL1G31150	Aa_G119170.h1.t1
OG0017869	AL1G31600	Aa_G580230.h1.t1
OG0017870	AL1G31710	Aa_G192220.h1.t1
OG0017871	AL1G32310	Aa_G93290.h1.t1
OG0017872	AL1G32460	Aa_G544380.h1.t1
OG0017873	AL7G44540	Aa_G246600.h1.t1
OG0017874	AL1G33610	Aa_G119520.h1.t1
OG0017875	AL1G33950	Aa_G33360.h1.t1
OG0017876	AL1G34650	Aa_G374370.h1.t1
OG0017877	AL1G34840	Aa_G454220.h1.t1
OG0017878	AL1G34880	Aa_G454170.h1.t1
OG0017879	AL1G34900	Aa_G454150.h1.t1
OG0017880	AL1G34990	Aa_G444760.h1.t1
OG0017881	AL1G53200, AL1G35430	Aa_G272160.h1.t1
OG0017882	AL1G35580	Aa_G166080.h1.t1
OG0017884	AL1G36130	Aa_G589600.h1.t1
OG0017885	AL1G36160	Aa_G372740.h1.t1
OG0017886	AL1G36270	Aa_G372760.h1.t1
OG0017888	AL1G36300	Aa_G121770.h1.t1
OG0017889	AL1G36400	Aa_G121850.h1.t1
OG0017890	AL2G31360	Aa_G245840.h1.t1
OG0017891	AL2G31260	Aa_G149360.h1.t1
OG0017892	AL2G31000	Aa_G297620.h1.t1
OG0017893	AL2G30830	Aa_G170730.h1.t1
OG0017894	AL2G30660	Aa_G232150.h1.t1
OG0017895	AL2G30480	Aa_G610780.h1.t1
OG0017896	AL1G36670	Aa_G367270.h1.t1
OG0017897	AL2G30270	Aa_G163330.h1.t1
OG0017898	AL2G30190	Aa_G163390.h1.t1
OG0017899	AL2G30060	Aa_G17780.h1.t1
OG0017900	AL2G30050	Aa_G17770.h1.t1
OG0017901	AL2G30040	Aa_G17760.h1.t1
OG0017903	AL1G47180	Aa_G376040.h1.t1
OG0017904	AL1G47340	Aa_G380490.h1.t1
OG0017905	AL1G47380	Aa_G693970.h1.t1
OG0017906	AL1G47650	Aa_G107910.h1.t1
OG0017908	AL7G50260	Aa_G460010.h1.t1, Aa_G460020.h1.t1
OG0017909	AL2G13450	Aa_G211420.h1.t1
OG0017910	AL2G13530	Aa_G580700.h1.t1
OG0017912	AL2G13620	Aa_G489090.h1.t1
OG0017913	AL2G13670	Aa_G222510.h1.t1
OG0017914	AL2G13680	Aa_G222520.h1.t1
OG0017915	AL2G13850	Aa_G548730.h1.t1
OG0017916	AL2G14120	Aa_G615100.h1.t1
OG0017917	AL2G14180	Aa_G218140.h1.t1
OG0017918	AL2G15370	Aa_G8610.h1.t1
OG0017919	AL2G15470	Aa_G635680.h1.t1
OG0017920	AL2G15520	Aa_G72260.h1.t1
OG0017921	AL2G15750	Aa_G392510.h1.t1
OG0017922	AL2G16230	Aa_G262060.h1.t1
OG0017923	AL2G16260	Aa_G748930.h1.t1
OG0017924	AL2G22520	Aa_G562940.h1.t1
OG0017926	AL2G17770	Aa_G202700.h1.t1
OG0017927	AL2G18130	Aa_G100800.h1.t1
OG0017928	AL1G66660	Aa_G253450.h1.t1
OG0017929	AL2G22510	Aa_G350340.h1.t1
OG0017930	AL1G66170	Aa_G365920.h1.t1
OG0017931	AL1G65970	Aa_G123220.h1.t1
OG0017933	AL5G19140	Aa_G247660.h1.t1
OG0017934	nbis-gene-846	Aa_G395330.h1.t1
OG0017935	AL2G10060	Aa_G615240.h1.t1
OG0017936	AL8G11740	Aa_G160390.h1.t1
OG0017937	AL8G11730	Aa_G160370.h1.t1
OG0017938	AL8G11630	Aa_G26330.h1.t1
OG0017939	AL8G11350	Aa_G41170.h1.t1
OG0017940	AL8G10330	Aa_G63360.h1.t1
OG0017941	AL1G40820	Aa_G194810.h1.t1
OG0017942	AL8G15280	Aa_G480000.h1.t1
OG0017945	AL6G48770	Aa_G41820.h1.t1
OG0017946	AL7G23120	Aa_G141960.h1.t1
OG0017947	AL7G22950	Aa_G409080.h1.t1
OG0017948	AL7G22440	Aa_G301300.h1.t1
OG0017949	AL7G22430	Aa_G301290.h1.t1
OG0017950	AL7G38800	Aa_G380670.h1.t1
OG0017951	AL7G38750	Aa_G380710.h1.t1
OG0017952	AL1G51480	Aa_G149150.h1.t1
OG0017953	AL1G54740	Aa_G57610.h1.t1
OG0017954	AL1G54950	Aa_G110830.h1.t1
OG0017955	AL1G55130	Aa_G110700.h1.t1
OG0017956	AL1G55080	Aa_G110740.h1.t1
OG0017957	AL1G55320	Aa_G255160.h1.t1
OG0017958	AL1G55680	Aa_G273770.h1.t1
OG0017959	AL1G55800	Aa_G273820.h1.t1
OG0017961	AL7G10100	Aa_G487090.h1.t1
OG0017963	AL7G10220	Aa_G219380.h1.t1
OG0017964	AL7G10370	Aa_G219230.h1.t1
OG0017965	AL7G10410	Aa_G676590.h1.t1
OG0017966	AL7G10580	Aa_G138010.h1.t1
OG0017968	AL7G10610	Aa_G137990.h1.t1
OG0017969	AL7G10680	Aa_G137930.h1.t1
OG0017971	AL7G11110	Aa_G351940.h1.t1
OG0017972	AL7G11580	Aa_G374880.h1.t1
OG0017973	AL5G23880	Aa_G436350.h1.t1
OG0017974	nbis-gene-1692	Aa_G450580.h1.t1
OG0017975	AL7G11900	Aa_G693500.h1.t1
OG0017976	AL7G12310	Aa_G662470.h1.t1
OG0017977	AL7G12320	Aa_G503410.h1.t1
OG0017978	AL4G19000	Aa_G371760.h1.t1
OG0017979	AL7G12640	Aa_G294420.h1.t1
OG0017980	AL7G13390	Aa_G306090.h1.t1
OG0017982	AL7G13710	Aa_G590100.h1.t1
OG0017983	AL7G13950	Aa_G604710.h1.t1
OG0017984	AL7G14230	Aa_G223180.h1.t1
OG0017985	AL7G14800	Aa_G179380.h1.t1
OG0017986	AL7G15600	Aa_G564350.h1.t1
OG0017987	AL7G16030	Aa_G395540.h1.t1
OG0017988	AL7G16450	Aa_G752220.h1.t1
OG0017990	AL7G17100	Aa_G570530.h1.t1
OG0017991	AL7G19370	Aa_G9800.h1.t1
OG0017992	AL4G45140	Aa_G17050.h1.t1
OG0017994	AL7G18650	Aa_G58490.h1.t1
OG0017995	AL7G18000	Aa_G328750.h1.t1
OG0017996	AL7G17950	Aa_G397130.h1.t1
OG0017999	AL7G17390	Aa_G274230.h1.t1
OG0018000	AL7G20120	Aa_G45830.h1.t1
OG0018001	AL7G20220	Aa_G74770.h1.t1
OG0018002	AL7G20440	Aa_G241450.h1.t1
OG0018005	AL7G20720	Aa_G222370.h1.t1
OG0018006	AL7G20770	Aa_G32950.h1.t1
OG0018007	AL7G20960	Aa_G556840.h1.t1
OG0018008	AL7G21190	Aa_G190650.h1.t1
OG0018009	AL3G38940	Aa_G305950.h1.t1
OG0018012	AL2G32350	Aa_G187270.h1.t1
OG0018013	AL2G32250	Aa_G187170.h1.t1
OG0018014	AL2G32190	Aa_G199380.h1.t1
OG0018016	AL1G37940	Aa_G274090.h1.t1
OG0018017	AL1G39020	Aa_G469170.h1.t1
OG0018018	AL1G39580	Aa_G283510.h1.t1
OG0018019	AL7G27260	Aa_G160620.h1.t1
OG0018020	AL4G19110	Aa_G371790.h1.t1
OG0018021	AL4G17010	Aa_G35920.h1.t1
OG0018023	AL6G52640	Aa_G78400.h1.t1
OG0018025	AL6G52490	Aa_G67760.h1.t1
OG0018027	AL6G53130	Aa_G299940.h1.t1
OG0018028	AL4G10080	Aa_G36480.h1.t1
OG0018029	AL4G10230	Aa_G10150.h1.t1
OG0018030	AL1G39800	Aa_G684770.h1.t1
OG0018031	AL1G51430	Aa_G127530.h1.t1
OG0018032	AL7G26040	Aa_G86630.h1.t1
OG0018033	AL7G25700	Aa_G512250.h1.t1
OG0018034	AL7G25420	Aa_G107240.h1.t1
OG0018035	AL7G25470	Aa_G107280.h1.t1
OG0018036	AL7G25280	Aa_G217460.h1.t1
OG0018037	AL7G25260	Aa_G217480.h1.t1
OG0018038	AL7G25100	Aa_G291780.h1.t1
OG0018039	AL7G24780	Aa_G159990.h1.t1
OG0018040	AL7G24660	Aa_G489980.h1.t1
OG0018044	AL1G18810	Aa_G368340.h1.t1
OG0018045	AL1G20500	Aa_G550190.h1.t1, Aa_G307130.h1.t1
OG0018046	AL1G21590	Aa_G353470.h1.t1
OG0018047	AL1G23950	Aa_G319720.h1.t1
OG0018051	AL1G36680	Aa_G367280.h1.t1
OG0018052	AL1G38420	Aa_G126640.h1.t1
OG0018053	AL1G38940	Aa_G579820.h1.t1
OG0018054	AL1G39240	Aa_G539050.h1.t1
OG0018055	AL1G44200	Aa_G417010.h1.t1
OG0018056	AL1G46810	Aa_G16500.h1.t1
OG0018057	AL1G51520	Aa_G614110.h1.t1
OG0018059	AL1G51770	Aa_G169570.h1.t1
OG0018060	AL1G52490	Aa_G82560.h1.t1
OG0018061	AL1G52900	Aa_G128440.h1.t1
OG0018067	AL2G19700	Aa_G628010.h1.t1
OG0018068	AL2G22480	Aa_G350330.h1.t1
OG0018069	AL2G23300	Aa_G85050.h1.t1
OG0018070	AL2G24080	Aa_G536610.h1.t1
OG0018071	AL2G26790	Aa_G131770.h1.t1
OG0018072	AL2G27080	Aa_G609180.h1.t1
OG0018074	AL2G28470	Aa_G446080.h1.t1
OG0018075	AL2G30640	Aa_G232130.h1.t1
OG0018077	AL2G33800	Aa_G30500.h1.t1
OG0018079	AL2G34270	Aa_G283690.h1.t1
OG0018080	AL2G34490	Aa_G492830.h1.t1
OG0018081	AL2G36290	Aa_G87760.h1.t1
OG0018082	nbis-gene-607	Aa_G447450.h1.t1
OG0018083	AL2G38530	Aa_G687020.h1.t1
OG0018084	AL2G39590	Aa_G80370.h1.t1
OG0018085	AL2G40910	Aa_G819160.h1.t1
OG0018086	AL3G11270	Aa_G71750.h1.t1
OG0018088	AL3G18860	Aa_G174480.h1.t1
OG0018089	nbis-gene-699	Aa_G745100.h1.t1
OG0018090	AL3G31190	Aa_G63050.h1.t1
OG0018092	AL3G32280	Aa_G342890.h1.t1
OG0018093	AL3G32360	Aa_G108150.h1.t1
OG0018094	AL3G38020	Aa_G538300.h1.t1
OG0018095	AL3G38100	Aa_G87440.h1.t1
OG0018096	AL3G41160	Aa_G86420.h1.t1
OG0018097	AL3G42140	Aa_G190.h1.t1
OG0018098	AL3G45460	Aa_G105310.h1.t1
OG0018099	AL3G46540	Aa_G621340.h1.t1, Aa_G409890.h1.t1
OG0018100	AL3G46550	Aa_G266690.h1.t1, Aa_G553510.h1.t1
OG0018101	AL3G46770	Aa_G269120.h1.t1
OG0018102	AL3G52570	Aa_G529380.h1.t1
OG0018103	AL3G50070	Aa_G421740.h1.t1
OG0018104	AL3G51870	Aa_G688020.h1.t1
OG0018105	AL3G53850	Aa_G440880.h1.t1
OG0018106	AL3G54020	Aa_G505080.h1.t1
OG0018108	AL4G12210	Aa_G224770.h1.t1
OG0018109	AL4G12220	Aa_G224790.h1.t1
OG0018110	AL4G12350	Aa_G375030.h1.t1
OG0018111	AL4G12710, AL4G12770	Aa_G157400.h1.t1
OG0018112	AL4G13190	Aa_G204740.h1.t1
OG0018113	AL4G13410	Aa_G393980.h1.t1
OG0018114	AL4G13520	Aa_G499150.h1.t1
OG0018115	AL4G13610	Aa_G11810.h1.t1
OG0018116	AL4G13670	Aa_G11840.h1.t1
OG0018117	AL4G13990	Aa_G166840.h1.t1
OG0018118	AL4G14260	Aa_G162590.h1.t1
OG0018119	AL4G14650	Aa_G569060.h1.t1
OG0018120	AL4G15780	Aa_G155580.h1.t1
OG0018121	AL4G16190	Aa_G393040.h1.t1
OG0018122	AL4G16300	Aa_G321370.h1.t1
OG0018123	AL4G17470	Aa_G35730.h1.t1
OG0018126	AL4G33690	Aa_G30060.h1.t1
OG0018128	AL4G40650	Aa_G230860.h1.t1
OG0018129	AL4G45800	Aa_G196930.h1.t1
OG0018130	AL5G10150	Aa_G251350.h1.t1
OG0018132	AL5G10390	Aa_G278020.h1.t1
OG0018133	AL5G10510	Aa_G278160.h1.t1
OG0018135	AL5G11180	Aa_G448980.h1.t1
OG0018136	AL5G11640	Aa_G435380.h1.t1
OG0018137	AL5G12510	Aa_G146360.h1.t1
OG0018138	AL5G14610	Aa_G83450.h1.t1
OG0018139	AL5G15320	Aa_G25740.h1.t1
OG0018140	AL5G16550	Aa_G263350.h1.t1
OG0018141	AL5G16960	Aa_G27430.h1.t1
OG0018142	AL1G52550, AL5G17340	Aa_G34150.h1.t1, Aa_G308230.h1.t1
OG0018145	AL5G20800	Aa_G465090.h1.t1
OG0018147	AL5G22890	Aa_G311680.h1.t1
OG0018148	AL5G22920	Aa_G426800.h1.t1
OG0018149	AL5G22940	Aa_G426810.h1.t1
OG0018150	AL5G23790	Aa_G647980.h1.t1
OG0018153	AL5G28360	Aa_G106910.h1.t1
OG0018155	AL5G38300	Aa_G483480.h1.t1
OG0018156	AL5G33330	Aa_G153470.h1.t1
OG0018159	AL6G17600	Aa_G275490.h1.t1
OG0018160	AL6G18380	Aa_G392790.h1.t1
OG0018161	AL6G20800	Aa_G159090.h1.t1
OG0018163	AL6G21950	Aa_G158500.h1.t1
OG0018164	AL6G25030	Aa_G72630.h1.t1, Aa_G72660.h1.t1
OG0018165	AL6G25290	Aa_G524200.h1.t1
OG0018166	AL6G30370	Aa_G83660.h1.t1
OG0018170	AL6G41540	Aa_G97690.h1.t1
OG0018171	AL6G42970	Aa_G334280.h1.t1
OG0018172	AL6G43740	Aa_G294840.h1.t1
OG0018173	AL6G45000	Aa_G36120.h1.t1
OG0018175	AL6G53320	Aa_G136240.h1.t1
OG0018177	AL7G16910	Aa_G258890.h1.t1
OG0018178	AL7G18010	Aa_G328760.h1.t1
OG0018180	AL7G22460	Aa_G301330.h1.t1
OG0018181	AL7G23330	Aa_G2770.h1.t1
OG0018182	AL7G23710	Aa_G182720.h1.t1
OG0018183	AL7G24060	Aa_G55490.h1.t1
OG0018184	AL7G24200	Aa_G44550.h1.t1
OG0018186	AL7G24790	Aa_G104390.h1.t1, Aa_G160000.h1.t1
OG0018187	AL7G25160	Aa_G141580.h1.t1
OG0018188	AL7G25980	Aa_G86560.h1.t1
OG0018189	AL7G26160	Aa_G618310.h1.t1
OG0018190	AL7G26430	Aa_G228010.h1.t1
OG0018191	AL7G26480	Aa_G227890.h1.t1
OG0018193	AL7G27520	Aa_G29720.h1.t1
OG0018194	AL7G28770	Aa_G255790.h1.t1
OG0018196	AL7G32250	Aa_G504650.h1.t1
OG0018197	AL7G33380	Aa_G581650.h1.t1
OG0018198	AL7G35960	Aa_G423070.h1.t1
OG0018199	AL7G37350	Aa_G96180.h1.t1
OG0018200	AL7G42040	Aa_G408380.h1.t1, Aa_G408350.h1.t1
OG0018201	AL7G44400	Aa_G538770.h1.t1
OG0018202	AL7G44720	Aa_G44320.h1.t1
OG0018203	AL7G45670	Aa_G495190.h1.t1
OG0018205	AL7G51120	Aa_G245590.h1.t1
OG0018206	AL7G51110	Aa_G245580.h1.t1
OG0018207	AL7G50600	Aa_G169280.h1.t1
OG0018208	AL7G48440	Aa_G298320.h1.t1
OG0018209	AL7G47760	Aa_G201090.h1.t1
OG0018210	AL7G47520	Aa_G185140.h1.t1
OG0018211	AL8G38220	Aa_G401220.h1.t1
OG0018212	AL8G10520	Aa_G162850.h1.t1
OG0018213	AL8G16380	Aa_G316870.h1.t1
OG0018214	AL8G17420	Aa_G32590.h1.t1
OG0018215	AL8G20250	Aa_G286990.h1.t1
OG0018217	AL8G21290	Aa_G28570.h1.t1
OG0018219	AL8G24300	Aa_G415900.h1.t1
OG0018220	AL8G24490	Aa_G125960.h1.t1
OG0018221	AL8G25100	Aa_G70210.h1.t1
OG0018222	AL8G25160	Aa_G577650.h1.t1
OG0018223	AL8G25980	Aa_G687780.h1.t1
OG0018224	AL8G26050	Aa_G265390.h1.t1
OG0018225	AL8G26150	Aa_G261180.h1.t1
OG0018226	AL8G27310	Aa_G116530.h1.t1
OG0018227	AL8G38040	Aa_G448820.h1.t1
OG0018228	AL8G38690	Aa_G61480.h1.t1
OG0018230	AL8G44870	Aa_G43560.h1.t1
OG0018232	AL6G29070	Aa_G438160.h1.t1
OG0018234	nbis-gene-1866	Aa_G518240.h1.t1
OG0018236	AL6G38660	Aa_G189840.h1.t1
OG0018261	AL7G30420	Aa_G360250.h1.t1
OG0018262	AL5G25920	Aa_G826290.h1.t1
OG0018263	AL7G49320	Aa_G459580.h1.t1
OG0018265	AL6G28590	Aa_G47600.h1.t1
OG0018267	AL6G26170	Aa_G321090.h1.t1
OG0018268	AL6G26060	Aa_G320990.h1.t1
OG0018271	AL7G42350	Aa_G115780.h1.t1
OG0018272	AL6G25050	Aa_G336030.h1.t1
OG0018273	AL6G24830	Aa_G72840.h1.t1
OG0018274	AL6G24590	Aa_G289980.h1.t1
OG0018275	AL6G23890	Aa_G19520.h1.t1
OG0018276	AL6G23630	Aa_G155230.h1.t1
OG0018277	AL6G23160	Aa_G138230.h1.t1
OG0018278	AL6G23320	Aa_G48360.h1.t1
OG0018278	AL6G23280, AL6G23350	Aa_G491630.h1.t1
OG0018280	AL6G20970	Aa_G98210.h1.t1
OG0018281	AL6G20750	Aa_G159040.h1.t1
OG0018283	AL6G20270	Aa_G152780.h1.t1
OG0018284	AL6G20050	Aa_G231140.h1.t1
OG0018285	nbis-gene-1494	Aa_G130540.h1.t1
OG0018286	AL6G19530	Aa_G130390.h1.t1
OG0018287	nbis-gene-1490	Aa_G210790.h1.t1
OG0018288	AL6G18670	Aa_G319220.h1.t1
OG0018289	AL6G17800	Aa_G495830.h1.t1
OG0018290	AL7G28210	Aa_G305160.h1.t1, Aa_G130030.h1.t1
OG0018296	AL4G23630	Aa_G723670.h1.t1
OG0018298	AL4G23940	Aa_G541540.h1.t1
OG0018299	AL4G24630	Aa_G477910.h1.t1
OG0018300	AL4G24710	Aa_G470520.h1.t1
OG0018301	nbis-gene-1043	Aa_G365400.h1.t1
OG0018302	AL4G25670	Aa_G310950.h1.t1
OG0018303	AL4G27090	Aa_G154790.h1.t1
OG0018304	nbis-gene-1074	Aa_G363520.h1.t1
OG0018305	AL8G16300	Aa_G316810.h1.t1
OG0018306	AL7G28760	Aa_G353770.h1.t1
OG0018308	AL7G27740	Aa_G90980.h1.t1
OG0018310	AL1G54080	Aa_G29410.h1.t1
OG0018311	AL1G53280	Aa_G171150.h1.t1
OG0018314	AL1G44610	Aa_G138820.h1.t1
OG0018315	AL1G44800	Aa_G216280.h1.t1
OG0018316	AL1G46010	Aa_G194220.h1.t1
OG0018317	AL1G46400	Aa_G109200.h1.t1
OG0018318	AL1G46610	Aa_G109340.h1.t1
OG0018319	AL5G12760	Aa_G171910.h1.t1
OG0018322	AL8G42600	Aa_G585350.h1.t1
OG0018323	AL8G41850	Aa_G51390.h1.t1
OG0018324	AL8G40730	Aa_G75920.h1.t1
OG0018325	AL8G39230	Aa_G13470.h1.t1
OG0018326	AL8G39040	Aa_G315920.h1.t1
OG0018327	AL8G38840	Aa_G131170.h1.t1
OG0018328	AL8G38750	Aa_G61420.h1.t1
OG0018329	AL8G38590	Aa_G807290.h1.t1
OG0018330	AL8G38070	Aa_G606830.h1.t1
