Orthogroup	Arabidopsis_lyrata_Rawat	Camelina_sativa
OG0015317	nbis-gene-1819	XP_019102025.1, XP_019086424.1, XP_019088186.1
OG0015318	AL7G36250	XP_019087395.1, XP_019089111.1, XP_019086250.1
OG0015319	AL7G46780, AL2G17080, AL2G17100	XP_010470195.1
OG0015320	AL7G36310	XP_010449502.1, XP_010434577.1
OG0015321	AL4G16310	XP_010417276.1, XP_010472516.1, XP_010429507.1
OG0015322	AL7G36540	XP_010434594.1, XP_010449535.1, XP_010439919.1
OG0015323	AL7G36810	XP_010439945.1, XP_010434621.1, XP_010449563.1
OG0015324	AL7G36830	XP_010449564.1, XP_010439946.1, XP_010434625.1
OG0015326	AL7G36960	XP_010449588.1, XP_010434637.1, XP_010439975.1
OG0015327	AL7G37330	XP_010449625.1, XP_010440014.1
OG0015328	AL7G37550	XP_010434711.1, XP_010440044.1, XP_010449654.1
OG0015329	AL7G37580	XP_010449663.1, XP_010440048.1, XP_010434713.1
OG0015330	AL7G44670	XP_010450421.1, XP_010435470.1
OG0015331	AL8G12090	XP_010481462.1, XP_019087753.1, XP_010495757.1
OG0015333	AL5G31400	XP_010515479.1, XP_010503772.1, XP_010426639.1
OG0015334	nbis-gene-1344	XP_010426623.1, XP_010515450.1, XP_010426624.1, XP_010503747.1
OG0015335	AL5G30990	XP_010426619.1, XP_010515448.1
OG0015336	AL5G30840	XP_010503734.1, XP_010515438.1, XP_010426608.1
OG0015337	AL5G30550	XP_010515402.1, XP_010503713.1, XP_010426585.1
OG0015338	AL5G30510	XP_010431211.1, XP_010503710.1, XP_010515400.1
OG0015339	AL5G30490	XP_010503705.1, XP_010515395.1, XP_010426580.1
OG0015340	AL5G30370	XP_010426568.1, XP_010503694.1, XP_010515387.1
OG0015341	AL5G30360	XP_010515384.2, XP_010503692.2, XP_010426566.2
OG0015342	AL5G30230	XP_010515377.1, XP_010503678.1
OG0015343	AL8G26790	XP_010446049.1, XP_010444786.1, XP_010482599.1
OG0015344	AL8G26610	XP_010444597.1, XP_010482572.1
OG0015345	AL8G26560	XP_010444518.1, XP_010482563.1
OG0015346	AL8G26480	XP_010482558.1, XP_010444423.1, XP_010442731.1
OG0015347	AL8G26470	XP_010442734.1, XP_010444448.1, XP_010482559.1
OG0015348	AL8G26330	XP_019087839.1, XP_010482547.1, XP_010444213.1
OG0015349	AL8G26300	XP_010482545.1, XP_010444191.1, XP_010442710.1
OG0015350	AL8G26110	XP_010443940.1, XP_010442688.1, XP_010482525.1
OG0015351	AL8G25880	XP_010443482.1
OG0015352	AL8G25940	XP_010482504.1, XP_010443541.1, XP_010442671.1
OG0015353	AL8G25970	XP_010482508.1, XP_010442675.1, XP_010443600.1
OG0015354	AL64U10010	XP_010442665.1, XP_010482494.1, XP_010443453.1
OG0015355	AL8G25220	XP_010482428.1, XP_010442582.1, XP_010442895.1
OG0015356	AL8G25300	XP_010482435.1, XP_010442586.1, XP_010442849.1
OG0015357	AL8G25280	XP_010442584.1, XP_010442859.1, XP_010482432.1
OG0015358	AL3G44130	XP_010467148.1, XP_010496140.1, XP_010488812.1
OG0015359	AL3G45670	XP_010467209.1, XP_010518308.1, XP_010488890.1
OG0015360	AL3G45720	XP_010467212.1, XP_010488886.1, XP_010518284.1
OG0015361	AL3G45790	XP_010518257.1, XP_010488882.1, XP_010467213.1
OG0015362	AL3G45800	XP_010518234.1, XP_010488881.1, XP_010467214.1
OG0015363	AL3G45650	XP_010467207.1, XP_019096601.1, XP_010518329.1
OG0015364	AL3G45910	XP_019092332.1, XP_010517438.1, XP_010488877.1
OG0015365	AL3G45940	XP_010467226.1, XP_010488873.1, XP_019084057.1
OG0015366	AL3G46080	XP_010517546.2, XP_010488896.1, XP_010467240.1
OG0015367	AL3G46180	XP_010488900.1, XP_010517601.1, XP_010467246.1
OG0015368	AL3G46380	XP_010517639.1, XP_010488901.1, XP_010496763.1
OG0015369	AL3G46560	XP_010467261.1, XP_010488917.1
OG0015370	AL3G46940	XP_010488943.1, XP_010518035.1
OG0015371	AL3G47070	XP_010518126.1, XP_010488952.1, XP_010467292.1
OG0015372	AL3G47080	XP_010488953.1, XP_010518138.1, XP_010467293.1
OG0015373	AL3G47790	XP_019084141.1, XP_019092759.1, XP_019096641.1
OG0015374	AL5G20540	XP_010412409.1, XP_010502755.1, XP_010425523.1
OG0015375	AL3G52530	XP_010516782.1, XP_010467361.1, XP_010489211.1
OG0015376	AL3G52620	XP_010489217.1, XP_010516710.1
OG0015377	AL3G49540	XP_010516099.1, XP_010467411.1, XP_010489281.1
OG0015378	AL3G49570	XP_010467416.1, XP_010489283.1, XP_010516039.1
OG0015379	AL7G29360	XP_010448633.1, XP_010439109.1, XP_010433836.1
OG0015380	AL7G29560	XP_010439135.1, XP_010433861.1, XP_010448656.1
OG0015381	AL7G29570, AL7G29580	XP_010433862.1, XP_010439136.1, XP_010448657.1
OG0015382	AL7G30560	XP_010433962.1, XP_010439253.1, XP_010448801.1, XP_010439041.1
OG0015383	AL7G30580	XP_010448805.1, XP_010433967.1, XP_010439258.1
OG0015384	AL7G30620	XP_010448810.1, XP_010433974.1, XP_010445197.2
OG0015385	AL7G30790	XP_010439286.1, XP_010439288.1, XP_010433995.1, XP_010448844.1
OG0015386	AL7G31030	XP_010439314.1, XP_019089070.1, XP_010448871.1, XP_010434022.1
OG0015387	AL7G31080	XP_010434039.1, XP_010448882.1, XP_010439329.1, XP_010497616.1
OG0015388	AL7G31530	XP_019086031.1, XP_010439359.1, XP_019089355.1
OG0015389	AL7G34160	XP_010439645.1, XP_010449286.1, XP_010434353.1
OG0015390	AL7G33790	XP_010449234.1, XP_010434322.1, XP_010439618.1
OG0015391	AL7G33600	XP_010434301.1, XP_010439593.1, XP_010449197.1
OG0015392	AL7G33390	XP_010449161.1, XP_010439569.1, XP_010434276.1
OG0015393	AL7G33330	XP_019088232.1, XP_010449159.1, XP_010434270.1
OG0015394	AL7G33280	XP_010439556.1, XP_010449146.1, XP_010434263.1
OG0015395	AL7G33220	XP_010439544.1, XP_010434255.1, XP_010449141.1
OG0015396	AL7G33190	XP_010434252.1, XP_010439538.1
OG0015397	AL7G32950	XP_010439507.1, XP_010434224.1, XP_010449109.1
OG0015398	AL7G32940	XP_010434215.1, XP_010449105.1, XP_010439505.1
OG0015399	AL7G32900	XP_010434209.1, XP_010439503.1, XP_010449100.1
OG0015400	AL7G32820	XP_010439494.1, XP_010449091.1, XP_019086472.1
OG0015401	AL7G32790	XP_010439493.1, XP_010449088.1, XP_010434192.1
OG0015402	AL7G32760	XP_010449084.1, XP_010439490.1, XP_010434190.1
OG0015403	AL7G32750	XP_010449082.1, XP_010439489.1, XP_010434189.1
OG0015404	AL6G32210	XP_010493169.1, XP_010420911.1, XP_019090075.1
OG0015405	AL7G32540	XP_010449053.1, XP_010439469.1
OG0015406	AL7G32530	XP_010439468.1, XP_010449051.1, XP_010434171.1
OG0015408	AL7G32300	XP_010434148.1, XP_019089079.1, XP_010439445.1
OG0015409	AL5G10310	XP_010424879.1, XP_010502110.1
OG0015410	AL7G32150	XP_010439425.1, XP_010434127.1, XP_010449005.1
OG0015411	AL7G32110	XP_010449001.1, XP_010434122.1, XP_019087800.1
OG0015412	AL1G52140	XP_010480968.1
OG0015413	AL7G32020	XP_010448975.1, XP_010439409.1, XP_010434113.1
OG0015414	AL7G34380	XP_010449314.1, XP_010434372.1, XP_019088669.1
OG0015415	AL7G34470	XP_010434386.1, XP_010449327.1, XP_010439682.1
OG0015417	AL6G39820	XP_010494029.1, XP_010455141.1, XP_010421645.1
OG0015418	AL2G11620	XP_010418386.1, XP_010473606.1, XP_010430464.1
OG0015419	AL8G19290	XP_010494169.1, XP_010481999.1, XP_010442157.1
OG0015420	AL8G19100	XP_010442166.1, XP_010494175.1
OG0015421	AL7G38710	XP_010434845.1, XP_010440175.1, XP_010449806.1
OG0015422	AL7G38470	XP_010449783.1, XP_010434816.1
OG0015423	AL7G38200	XP_010449758.1, XP_010440129.1, XP_010434803.1
OG0015424	AL7G38670	XP_010436532.1, XP_010440168.1, XP_010449801.1
OG0015425	AL7G38170	XP_010434799.1, XP_010449754.1, XP_010440127.1
OG0015426	AL7G38030	XP_010434784.1, XP_010449727.1, XP_010440113.1
OG0015427	AL7G37880	XP_010434770.1, XP_010449718.1, XP_010440099.1
OG0015428	AL7G37850	XP_010440097.1, XP_010434767.1, XP_010449715.1
OG0015429	AL7G37700	XP_010440070.1, XP_010434733.1, XP_010449687.1
OG0015430	AL3G10140	XP_019098220.1, XP_010497109.1
OG0015431	AL3G10270	XP_010496433.1, XP_010485353.1, XP_010435675.1
OG0015432	AL3G10290	XP_010485357.1, XP_010435673.1, XP_010496436.1
OG0015433	AL3G10310	XP_010435672.1, XP_010485358.1, XP_010496438.1
OG0015434	AL3G10430	XP_010496275.1, XP_010485371.1, XP_019096981.1, XP_010435657.1
OG0015435	AL3G10580	XP_010485400.1, XP_010435635.1, XP_010496295.1
OG0015436	AL3G10660	XP_010496304.1, XP_010485414.1, XP_010435625.1
OG0015437	AL8G44920	XP_010484620.1, XP_010444772.1, XP_010465229.1
OG0015438	AL8G45000	XP_019086993.1, XP_010465354.1, XP_010484633.1
OG0015439	AL8G45110	XP_010484648.1, XP_010444800.1, XP_010465524.1
OG0015440	AL2G37570	XP_010428817.1, XP_010471929.1, XP_010416678.1
OG0015441	AL8G45220	XP_010465689.1, XP_010484664.1, XP_010444814.1
OG0015442	AL5G14740	XP_010514237.1, XP_010502502.1, XP_010425271.1
OG0015443	AL8G45350	XP_010484675.1, XP_010465832.1, XP_019088055.1
OG0015444	AL8G45430	XP_010484679.2, XP_010444827.1, XP_010465846.1
OG0015445	AL8G45500	XP_010444837.1, XP_010466032.1, XP_010484685.1
OG0015446	AL8G45560	XP_010444844.1, XP_010484691.1, XP_010466058.1
OG0015447	AL5G46410	XP_010413123.1, XP_010512785.2
OG0015448	AL5G46400	XP_010413126.1, XP_010512784.1
OG0015449	AL5G46390	XP_010512780.1, XP_010413127.1
OG0015450	AL5G46350	XP_010413137.1
OG0015451	AL5G46330	XP_010512774.1, XP_010413138.1, XP_010468839.1
OG0015452	AL5G46280	XP_010468849.1, XP_010413150.1, XP_010512760.1
OG0015453	AL5G46260	XP_010512756.1, XP_010468852.1, XP_010413154.1
OG0015454	AL5G46170	XP_010512744.1, XP_010413166.1
OG0015455	AL5G46160	XP_010468862.1, XP_010512745.1, XP_010413164.1
OG0015456	AL5G45960	XP_010413196.1, XP_010468884.1, XP_010512719.1
OG0015457	AL5G45920	XP_010468888.1, XP_010413199.1, XP_010512715.1
OG0015458	AL5G45750	XP_010468901.1, XP_010413215.1, XP_010512695.1
OG0015459	AL5G45650	XP_010512685.1, XP_010512684.1, XP_010413223.1, XP_010468909.1
OG0015460	AL5G45600	XP_010512677.1, XP_010413236.1, XP_010468917.1
OG0015461	AL5G45560	XP_010413249.1, XP_010473761.2, XP_010512672.1
OG0015462	AL5G45480	XP_010468925.1, XP_010512669.1, XP_010413251.1
OG0015463	AL5G45370	XP_010512650.1, XP_010468937.1, XP_010413262.1
OG0015464	AL5G45130	XP_010413283.1, XP_010512627.1, XP_010468963.1
OG0015465	AL5G45120	XP_010413284.1, XP_010468964.1, XP_010512626.1
OG0015466	AL5G44980	XP_010468975.1, XP_010413296.1, XP_010512608.1
OG0015467	AL5G44950	XP_010468979.1, XP_010413298.1, XP_010512606.1
OG0015468	AL5G44640	XP_010497434.1, XP_010468994.1, XP_010413321.1, XP_010512583.1
OG0015469	AL5G44510	XP_010413331.1, XP_010413330.1, XP_010469006.1, XP_010512569.1
OG0015470	AL5G44450	XP_010413336.1, XP_010469032.1, XP_010512565.1
OG0015471	AL5G44420	XP_010512557.2, XP_010473797.1, XP_019082866.1
OG0015472	AL8G26180	XP_010444043.1, XP_010442698.1
OG0015473	AL5G44060	XP_010413371.1, XP_010512526.1
OG0015474	AL5G43920	XP_019101734.1, XP_010469090.1
OG0015475	AL5G43850	XP_010413390.1, XP_010469084.1, XP_019101732.1
OG0015476	AL5G43700	XP_010413407.1, XP_010469071.1, XP_010512488.1
OG0015477	AL5G43410	XP_010512450.1, XP_010413449.1
OG0015478	AL5G43390	XP_010413451.1, XP_010469036.1, XP_010512448.1
OG0015479	AL5G43240	XP_010469132.1, XP_019082502.1
OG0015480	AL5G43180	XP_010469138.1, XP_010512418.1
OG0015481	AL5G43170	XP_010469140.1, XP_010413508.1, XP_010512417.1
OG0015482	AL4G17840	XP_010417366.1, XP_010417367.1, XP_010472616.1, XP_010429602.1
OG0015483	AL5G42810	XP_010413548.1, XP_010469172.1
OG0015484	AL5G42700	XP_010512368.1, XP_010469185.1
OG0015485	AL5G42580	XP_010413569.1, XP_010512354.1
OG0015486	AL1G39910	XP_010477930.1, XP_010460384.1, XP_010499113.1
OG0015487	nbis-gene-1401	XP_010469199.1, XP_010512342.1, XP_010413574.2
OG0015488	AL5G42450	XP_019082919.1, XP_010469211.1, XP_010512330.2
OG0015489	AL5G42370	XP_010469228.1, XP_019082507.1
OG0015490	AL5G42160	XP_010413615.1, XP_010512290.1, XP_010469246.1
OG0015491	AL5G42120	XP_010413616.1, XP_010512288.1, XP_010469249.1
OG0015492	AL5G41820	XP_010512253.1, XP_010413644.1, XP_010469272.1
OG0015493	AL5G41440	XP_010469309.1, XP_010512217.1, XP_010413683.1
OG0015494	AL5G41290	XP_010512195.1, XP_010469351.1, XP_010413700.1
OG0015495	AL5G41280	XP_010413698.1, XP_010469349.1, XP_010512194.1
OG0015496	AL3G43300	XP_010467085.1, XP_010488778.1, XP_010412737.1
OG0015497	AL5G41030	XP_010418642.2, XP_010469362.1, XP_019101668.1
OG0015498	AL5G40630	XP_010504848.1, XP_010516543.1, XP_010427794.1
OG0015500	AL5G40410	XP_010516514.1, XP_010504820.1
OG0015501	AL5G40320	XP_019084939.1, XP_010516506.1, XP_019100413.1
OG0015502	AL5G40300	XP_010504809.1, XP_010427758.1, XP_010516503.1
OG0015503	AL5G40260	XP_010427754.1, XP_010504804.1, XP_010516498.1
OG0015504	AL5G40230	XP_010516494.1, XP_010504802.1, XP_010427752.2
OG0015505	AL5G40220	XP_010504796.1, XP_010516488.1, XP_010427748.1
OG0015506	AL5G39660	XP_010516440.1, XP_010504738.1, XP_010427697.1
OG0015507	AL5G39500	XP_019102424.1, XP_010427674.1, XP_010504724.1
OG0015508	AL5G39480	XP_010516417.1, XP_010427671.1, XP_010504721.1
OG0015509	AL5G39410	XP_019100396.1, XP_010516403.1
OG0015510	AL5G39210	XP_010504694.1, XP_010516383.1, XP_010427645.1
OG0015511	AL5G39150	XP_019084922.1, XP_010516374.1
OG0015512	AL5G39120	XP_010504683.1, XP_010516370.1, XP_010427633.1
OG0015513	AL5G38940	XP_010516356.1, XP_010504669.1, XP_010427613.1
OG0015514	AL7G22700	XP_019101819.1, XP_019088986.1, XP_010451120.1, XP_010446082.1, XP_010485099.1, XP_010474163.1
OG0015515	AL4G17520	XP_010472586.1, XP_010417345.1, XP_010429586.1
OG0015516	AL5G38530	XP_010516311.1, XP_010504626.1
OG0015517	AL5G38090	XP_010516276.1, XP_010504579.1, XP_010427509.1
OG0015518	AL5G38020	XP_010516271.1, XP_010504573.1
OG0015519	AL5G37980	XP_010504568.1, XP_010427494.1, XP_010516268.1
OG0015520	AL5G23470	XP_010514837.1, XP_010503154.1, XP_010425935.1
OG0015521	AL5G37770	XP_010516250.1, XP_010504550.1, XP_010427464.1
OG0015522	AL5G37740	XP_010504548.1, XP_019102386.1, XP_010427460.1
OG0015523	AL5G37550	XP_010516229.1, XP_010431391.1, XP_010504521.1
OG0015524	AL5G37490	XP_010516222.1, XP_010504504.1, XP_010427434.1
OG0015525	nbis-gene-1376	XP_010504497.1, XP_010516214.1, XP_010427421.1
OG0015526	AL5G37310	XP_010427408.1, XP_010516200.1, XP_010504480.1
OG0015527	AL5G37280	XP_010504474.1, XP_010516194.1, XP_010427404.1
OG0015528	AL5G37200	XP_010504463.1, XP_010516181.1, XP_010427392.1
OG0015529	AL5G37130	XP_010504453.1, XP_010427384.1, XP_010516172.1
OG0015530	AL5G37120	XP_010427385.1, XP_010516173.1, XP_010504454.1
OG0015531	AL5G36850	XP_019100350.1, XP_010516144.1
OG0015532	AL2G11760	XP_010430439.1, XP_010418363.1, XP_010473584.1
OG0015533	AL5G36540	XP_010504394.1, XP_010427308.1, XP_010516107.1
OG0015534	AL5G36500	XP_010516104.1, XP_010504389.1
OG0015535	AL5G36450	XP_010427300.1, XP_010516098.1, XP_010504387.1
OG0015536	AL5G36400	XP_010504376.1, XP_010516090.1, XP_019084886.1
OG0015537	AL5G36350	XP_010504370.1, XP_010427284.1, XP_010516083.1
OG0015538	AL5G36280	XP_010427277.1, XP_010507456.1, XP_010516074.1
OG0015539	AL5G36260	XP_010504359.1, XP_010516070.1, XP_010427272.1
OG0015540	AL5G36180	XP_010504348.1, XP_010427250.1, XP_010516061.1
OG0015541	AL5G36080	XP_010427235.1, XP_010504329.1, XP_010516044.1
OG0015542	AL5G36040	XP_010516038.1, XP_010504323.1
OG0015543	AL5G35990	XP_010504316.1, XP_010516031.1, XP_010427215.1
OG0015544	AL5G35980	XP_010427212.1, XP_010504314.1, XP_010516030.1
OG0015545	AL5G35920	XP_010427204.1, XP_010516025.1
OG0015546	AL2G26830	XP_019093678.1, XP_010415409.1, XP_010511777.1
OG0015547	AL5G35720	XP_010427172.1, XP_010516000.1, XP_010507439.1
OG0015548	AL5G35680	XP_010427167.1, XP_010515996.1, XP_010504271.1
OG0015549	AL5G35550	XP_019100333.1, XP_010515977.1, XP_010427151.1
OG0015550	AL5G35510	XP_010427144.1, XP_010515971.1, XP_010504248.2
OG0015551	AL5G35470	XP_010504246.1, XP_010427142.1, XP_010515969.1
OG0015552	AL5G35440	XP_010427137.1, XP_010504242.2, XP_010515966.1
OG0015553	AL5G35430	XP_010504240.1, XP_010515963.1
OG0015554	AL5G35280	XP_010504222.1, XP_010427096.1, XP_010515943.1
OG0015555	AL2G20450	XP_010500092.1, XP_010461374.1
OG0015556	AL3G42810	XP_010467063.1, XP_010412569.1, XP_010488754.1
OG0015557	AL5G34970	XP_010427060.1, XP_010515907.1, XP_010504185.1
OG0015558	AL5G34920	XP_010427055.1, XP_010504180.1, XP_010515901.1
OG0015559	AL5G34860	XP_010515893.1, XP_010427047.1
OG0015560	AL5G34820	XP_019102339.1, XP_019100319.1, XP_019085589.1
OG0015561	AL5G34490	XP_010504124.1, XP_010515851.1, XP_010427008.1
OG0015562	AL3G53840	XP_010468788.1, XP_019096134.1
OG0015563	AL5G33970	XP_010515795.1, XP_010504062.1, XP_010426940.1
OG0015564	AL5G33860	XP_010504058.1, XP_010426935.1, XP_010515786.1
OG0015565	AL5G33780	XP_010431310.1, XP_019100303.1, XP_019102067.1
OG0015566	AL5G33600	XP_010504028.1, XP_010426906.1, XP_010515756.1
OG0015567	AL5G33470	XP_010515744.1, XP_010504016.1, XP_010426890.1
OG0015568	AL5G33420	XP_010504011.1, XP_010426885.1, XP_019082459.1
OG0015569	AL5G33390	XP_010515732.1, XP_010426882.1, XP_010504007.1
OG0015570	AL5G33230	XP_010503993.1, XP_010515716.1, XP_010426868.1
OG0015571	AL8G28920	XP_010446126.1, XP_010482789.1, XP_010442956.1
OG0015572	AL8G28700	XP_010482780.1, XP_010442948.1
OG0015573	AL8G28170	XP_010445834.1, XP_010482744.1, XP_010442911.1
OG0015574	AL8G28150	XP_010445810.1, XP_010482738.1, XP_010442908.1
OG0015575	AL8G28030	XP_010442890.1, XP_010445702.1, XP_010482722.1
OG0015576	AL8G28010	XP_010442888.1, XP_010482720.1, XP_010445693.1
OG0015577	AL7G39120	XP_010440214.1
OG0015578	AL3G39950	XP_010488557.1, XP_010513519.1, XP_010466857.1
OG0015579	AL3G39960	XP_010466856.1, XP_010490111.1, XP_010513514.1
OG0015580	AL3G40070	XP_010488564.1, XP_010513586.1, XP_010466869.1
OG0015581	AL3G40100	XP_010513608.1, XP_010466873.1
OG0015582	AL3G40160	XP_010488568.1, XP_010466875.1, XP_010513621.1
OG0015583	AL3G40450	XP_010513683.1, XP_010488578.1, XP_010466897.1
OG0015584	AL3G40480	XP_010513710.1, XP_010466903.1
OG0015585	AL3G40590	XP_010513771.1, XP_010466916.1, XP_010488595.1
OG0015586	AL3G40820	XP_019083570.1, XP_010488623.1, XP_010466933.1
OG0015587	AL26U10020	XP_010513961.1, XP_010488626.1, XP_010466935.1
OG0015588	AL3G41110	XP_010514044.1, XP_010490130.1, XP_010468485.1
OG0015589	AL3G41120	XP_010466943.1, XP_010488632.1
OG0015590	AL3G41300	XP_010488642.1, XP_010466956.1, XP_010514159.1
OG0015591	AL3G41310	XP_010514145.1, XP_010488643.1, XP_010466958.1
OG0015592	AL3G42020	XP_010488689.1, XP_010514519.1, XP_010466994.1
OG0015593	AL3G42030	XP_010514529.1, XP_019092803.1, XP_010488686.1
OG0015594	AL3G42170	XP_010514605.1, XP_010488700.1, XP_010467005.1
OG0015595	AL3G42200	XP_010488702.1, XP_010514635.1, XP_010467008.1
OG0015596	AL3G42220	XP_010488704.1, XP_010518560.1
OG0015597	AL3G42370	XP_010488719.1, XP_010518644.1, XP_010467031.1
OG0015598	AL3G42430	XP_010488722.1, XP_010412398.1, XP_010467036.1
OG0015599	AL3G42700	XP_010467053.1, XP_010412494.1, XP_010488739.1
OG0015600	AL3G42730	XP_010412509.1, XP_010488742.1, XP_010467055.1
OG0015601	AL3G42830	XP_010488758.1, XP_010467066.1, XP_010412605.1
OG0015602	AL3G43280	XP_010467086.1
OG0015603	AL5G21490	XP_010514722.1, XP_010425818.1, XP_010503039.1
OG0015604	AL3G43430	XP_010467107.1, XP_010488782.1, XP_010412792.1
OG0015605	AL3G39770	XP_010466833.1, XP_010488530.1
OG0015606	AL2G25040	XP_019094166.1, XP_010511585.1
OG0015607	AL2G25390	XP_010470597.1, XP_010415253.1, XP_010511620.1
OG0015608	AL2G25490	XP_010511627.1, XP_019083204.1, XP_010470608.1
OG0015609	AL2G25720	XP_010511636.1, XP_010415278.1, XP_010470618.1
OG0015610	AL2G25820	XP_010470631.1, XP_010511648.1
OG0015611	AL2G25960	XP_010511669.1, XP_010470644.1, XP_010415314.1
OG0015612	AL2G26080	XP_010511681.1, XP_010415323.1, XP_010470655.1
OG0015613	AL2G26100	XP_010470657.1, XP_010419049.1, XP_010511686.1
OG0015614	AL2G26580	XP_010510464.1, XP_010470714.1, XP_010415375.1
OG0015615	AL2G26700	XP_010415393.1, XP_010511761.1, XP_010470729.1
OG0015616	AL2G26890	XP_019100949.1, XP_010511786.1, XP_010415413.1
OG0015617	AL2G26820	XP_010415410.1, XP_010470746.1
OG0015618	AL2G27020	XP_010470761.1, XP_019093311.1, XP_010415432.1, XP_010511804.1
OG0015619	AL2G27060	XP_010470764.1, XP_010511809.1, XP_010415440.1
OG0015620	AL6G41260	XP_010438778.1, XP_010455219.1
OG0015621	AL8G20910	XP_010482069.1, XP_010493637.1, XP_010442240.1
OG0015622	AL8G21970	XP_010439675.1, XP_010482146.1
OG0015623	AL8G21880	XP_010439656.1, XP_010442328.1, XP_010482145.2
OG0015624	AL8G21670	XP_010493700.1, XP_010482117.1, XP_010442303.1
OG0015626	AL3G51270	XP_010467612.1, XP_010413917.2
OG0015627	AL7G43720	XP_010450323.1, XP_010440676.1, XP_010435380.1
OG0015628	AL3G51500	XP_010467639.1, XP_010489528.1, XP_010414111.1
OG0015629	AL3G51550	XP_010414134.1, XP_010489532.1, XP_010467641.1
OG0015630	AL3G51640	XP_010467649.1, XP_010414245.1, XP_010489543.1
OG0015631	AL3G51690	XP_010489546.1, XP_010414296.1, XP_010467660.1
OG0015632	AL3G51750	XP_010414341.1, XP_010489551.1, XP_010467663.1
OG0015633	AL3G51880	XP_019092963.1, XP_019096118.1, XP_010414399.1
OG0015634	AL3G53050	XP_010489610.1, XP_010467728.1, XP_010414818.1
OG0015635	AL3G53020	XP_010489611.1, XP_010414838.1, XP_010467730.1
OG0015636	AL3G52940	XP_010414930.1, XP_010489447.1, XP_010467736.1
OG0015637	AL3G48980	XP_010489491.1, XP_019084754.1, XP_010467879.1
OG0015638	AL3G48940	XP_010489487.1, XP_010415301.1, XP_010467883.1
OG0015640	AL4G39170	XP_010505885.1, XP_010517608.1, XP_010508747.1
OG0015641	AL4G39090	XP_010505873.1, XP_010517595.1, XP_010508759.1
OG0015642	AL4G39020	XP_010508772.1, XP_010505867.1
OG0015643	AL4G38940	XP_010505861.1, XP_010517578.1, XP_010508783.1
OG0015644	AL4G38890	XP_010508789.1, XP_010505849.1, XP_010517534.1
OG0015645	AL5G12790	XP_019102154.1, XP_019100015.1
OG0015646	AL4G38790	XP_010517527.1, XP_010508798.1
OG0015647	AL4G38570	XP_010508818.1, XP_010517509.1, XP_019100551.1
OG0015648	AL4G38530	XP_010505817.1, XP_010508823.1
OG0015649	AL4G38210	XP_010505767.1, XP_010517460.1, XP_010508870.1
OG0015650	AL7G47170	XP_010446951.1, XP_010436154.1, XP_010441382.1
OG0015651	AL4G38070	XP_010517446.1, XP_010508886.1
OG0015652	AL4G38010, AL4G38040	XP_010505752.1, XP_010517444.1, XP_010508887.1
OG0015653	AL4G37760	XP_010517409.1, XP_010508914.1, XP_010505717.1
OG0015654	AL4G37530	XP_010505694.1, XP_010517376.1, XP_010508941.1
OG0015655	AL4G37500	XP_010517369.1, XP_010505687.1, XP_010508945.1
OG0015656	AL4G37490	XP_010505689.1, XP_010517370.1, XP_010508949.1
OG0015657	AL4G37450	XP_010517362.1, XP_010505683.1, XP_010508952.1
OG0015658	AL4G37080	XP_010505646.1, XP_010517318.1, XP_010508994.1
OG0015659	AL4G37060	XP_010505645.1, XP_010517315.1, XP_010508996.1
OG0015660	AL4G36960	XP_010505638.1, XP_010509002.1, XP_010517309.1
OG0015661	AL4G36800	XP_010509015.1, XP_010505615.1, XP_010517289.1
OG0015662	AL4G36390	XP_010509072.1, XP_010505572.1, XP_010517244.1
OG0015663	AL4G36270	XP_010517222.1, XP_010509094.1
OG0015664	AL4G36200	XP_019101251.1, XP_019099772.1
OG0015665	AL3G24000	XP_010465004.1, XP_019096141.1
OG0015666	AL4G36160	XP_010509106.1, XP_010505541.1, XP_010517209.1
OG0015667	AL4G36140	XP_010505539.1, XP_010509108.1, XP_010517206.1
OG0015668	AL4G36020	XP_010509170.1, XP_010505525.1
OG0015669	AL4G35940	XP_010505509.1, XP_010517170.1, XP_010509156.1
OG0015670	AL4G35860	XP_010517155.1, XP_010505491.1, XP_010509139.1
OG0015671	AL5G10740	XP_010502147.1, XP_010424936.1
OG0015672	AL4G35830	XP_010509138.1, XP_010505485.1, XP_010517152.1
OG0015673	AL4G35630	XP_010505463.1, XP_010517134.1, XP_010509179.1
OG0015674	AL4G35570	XP_010509186.1, XP_010517125.1, XP_010505457.1
OG0015676	AL4G35140	XP_010509220.1, XP_010505428.1, XP_010517101.1
OG0015677	AL4G35130	XP_010509222.1, XP_010505425.1, XP_010517098.1
OG0015678	AL6G42610	XP_010455291.1, XP_010421789.1, XP_010436327.1
OG0015679	AL4G35050	XP_010505414.1, XP_010509232.1, XP_010517087.1
OG0015681	AL4G34690	XP_010509279.1, XP_019100484.1
OG0015682	AL5G22060	XP_010427115.1, XP_010514751.1, XP_010503066.1
OG0015684	AL4G34220	XP_010517036.1, XP_010505357.1
OG0015685	AL4G33720	XP_010509350.1, XP_010517000.1, XP_010505314.1
OG0015686	AL4G33620	XP_010505301.1, XP_010509362.1, XP_010516984.1
OG0015687	AL4G33600	XP_010505300.1, XP_010509363.1, XP_010516983.1
OG0015688	AL4G33560	XP_010516978.1, XP_010509368.1, XP_010505295.1
