Orthogroup	Arabidopsis_lyrata_Rawat	Noccaea_praecox
OG0013884	AL1G24510	Np004G2446300
OG0013885	AL1G24570	Np004G2445600
OG0013886	AL1G24650	Np004G2445000
OG0013887	AL1G40240	Np004G2095600
OG0013888	AL1G24860	Np004G2441800
OG0013889	AL1G25000	Np004G2440200
OG0013890	AL8G26570	Np003G1664800
OG0013891	AL1G25170	Np004G2436900, Np004G2436800
OG0013892	AL1G25480	Np004G2431800
OG0013893	AL1G25520	Np004G2431500
OG0013894	AL1G26020	Np004G2426700
OG0013895	AL1G26100	Np004G2425800
OG0013896	AL1G26140	Np004G2424900
OG0013897	AL1G26170	Np004G2424600
OG0013898	AL1G26220	Np004G2423900
OG0013899	AL1G26230	Np004G2423700
OG0013900	AL1G26330	Np004G2422700
OG0013901	nbis-gene-84	Np004G2418000
OG0013902	AL1G26700	Np004G2417900
OG0013903	AL1G27140	Np004G2413400
OG0013904	AL1G27320	Np004G2411400
OG0013905	AL8G22020	Np001G0170900
OG0013906	AL1G27820	Np004G2406500
OG0013907	AL1G28110	Np004G2403200
OG0013908	AL1G28240	Np004G2401600
OG0013910	AL1G28410	Np004G2400000
OG0013911	AL1G28500	Np004G2399000
OG0013912	AL1G28640	Np004G2397100
OG0013913	AL2G39600, AL1G28690	Np004G2396600
OG0013914	AL6G51080, nbis-gene-1666, AL1G28710	Np004G2396400
OG0013916	AL1G28920	Np004G2394500
OG0013917	AL1G29000	Np004G2393800
OG0013918	AL1G29390	Np004G2390000
OG0013920	nbis-gene-2115	Np003G1275800
OG0013921	AL1G29670	Np004G2386700
OG0013922	AL1G29680	Np004G2386400
OG0013923	AL1G29690	Np004G2386300
OG0013924	AL1G29800	Np004G2385200
OG0013925	AL1G29870	Np004G2384700
OG0013926	AL1G30230	Np004G2380900
OG0013927	AL1G30330	Np004G2379100
OG0013928	AL1G30350	Np004G2378900
OG0013929	AL1G30480	Np004G2377900
OG0013930	AL1G30620	Np004G2376600
OG0013931	AL1G30650	Np004G2376300
OG0013932	AL1G30810	Np004G2375000
OG0013933	AL1G31040	Np004G2371900
OG0013934	AL1G31570	Np004G2366700
OG0013935	AL1G31670	Np004G2366200
OG0013936	AL1G31730	Np004G2365500
OG0013937	AL1G31750	Np004G2365400
OG0013938	AL1G31770	Np004G2365200, Np004G2365000
OG0013939	AL1G31980	Np004G2362000
OG0013940	AL1G32180	Np004G2361300
OG0013941	AL1G32280	Np004G2359700
OG0013942	AL1G32350	Np004G2359000
OG0013943	AL1G32410	Np004G2358200
OG0013944	AL1G32430	Np004G2358000
OG0013945	AL1G31820	Np004G2364400
OG0013946	AL1G32500	Np004G2357300
OG0013947	AL1G32610	Np004G2356200
OG0013948	AL5G13000	Np001G0247500
OG0013950	AL1G32950	Np004G2353700
OG0013951	AL7G50410	Np005G3160100
OG0013952	AL1G33180	Np004G2351700
OG0013953	AL1G33310	Np004G2351100
OG0013954	AL1G33440	Np004G2350000
OG0013955	AL1G33810	Np004G2346700
OG0013956	AL1G34450	Np004G2340300, Np004G2341100
OG0013957	AL1G34460	Np004G2341000
OG0013958	AL1G34470	Np004G2340800
OG0013959	AL1G34540	Np002G1136900, Np004G2340000
OG0013960	AL1G34550	Np004G2339900
OG0013961	AL1G34830	Np004G2336200
OG0013962	AL1G35090	Np004G2332900
OG0013963	AL1G35490	Np004G2327700
OG0013964	AL1G35570	Np004G2326800
OG0013965	AL1G35680	Np004G2325400
OG0013966	AL8G20390	Np001G0180700
OG0013967	AL1G36290	Np004G2317100
OG0013968	AL1G36390	Np004G2313300
OG0013969	AL1G36490	Np004G2312100
OG0013970	AL1G36510	Np004G2311900
OG0013971	AL1G36520	Np004G2311800
OG0013973	AL2G31440	Np002G0833200
OG0013974	AL2G31370	Np002G0834300
OG0013975	AL2G31330	Np002G0834700
OG0013976	AL2G31290	Np002G0835100
OG0013977	AL2G31250	Np002G0835400
OG0013978	AL2G31210	Np002G0835700
OG0013979	AL2G31080	Np002G0836900
OG0013980	AL2G31010	Np002G0837700
OG0013981	AL2G30910, AL1G14060	Np002G0838200
OG0013982	AL2G30690	Np002G0840300
OG0013983	AL2G30200	Np002G0846300
OG0013984	AL2G30160	Np002G0846800
OG0013985	AL2G30070	Np002G0849500
OG0013986	AL2G29950	Np002G0851200
OG0013987	AL2G29920	Np002G0851900
OG0013988	AL2G29910	Np002G0852000
OG0013989	AL2G29840	Np002G0853600
OG0013990	AL2G29450	Np002G0857200
OG0013991	AL7G29180	Np005G2828200
OG0013992	AL7G29150	Np005G2827800
OG0013993	AL1G47150	Np004G2057800
OG0013994	AL2G11000	Np002G1237000
OG0013995	AL2G11010	Np002G1236900
OG0013996	AL2G11020	Np002G1236800
OG0013997	AL2G11700	Np002G1226700
OG0013998	AL2G11800	Np002G1224600
OG0013999	nbis-gene-1772	Np005G2786800
OG0014001	AL2G12350	Np002G1217100
OG0014002	AL5G10160	Np001G0281600
OG0014003	AL2G12660	Np002G1212500
OG0014004	AL2G12750	Np002G1211900
OG0014005	AL6G27570	Np003G1437300
OG0014006	AL2G13060	Np002G1207600
OG0014007	AL2G13440	Np002G1199900
OG0014008	AL2G13540	Np002G1199000
OG0014009	AL2G13750	Np002G1196000
OG0014010	AL2G14430	Np002G1186100
OG0014011	AL2G14590	Np002G1184100
OG0014012	AL2G15270	Np002G1174000
OG0014013	AL2G15390	Np002G1173100
OG0014014	AL2G15400	Np002G1173000
OG0014015	AL2G15610	Np002G1169600
OG0014016	AL2G15760	Np002G1166500
OG0014017	AL3G45030	Np007G3800600
OG0014018	nbis-gene-411	Np002G1164600
OG0014019	AL2G16200	Np002G1161000
OG0014020	AL2G16460	Np002G1157200
OG0014021	AL2G16680	Np002G1155200
OG0014022	AL2G17110	Np002G1147400
OG0014023	AL2G17570	Np002G1141400
OG0014024	AL2G18210	Np002G1132000
OG0014026	AL2G17970	Np002G1129100
OG0014027	AL1G66450	Np002G1112600
OG0014028	AL1G66120	Np002G1082800
OG0014029	AL1G65980	Np002G1079800
OG0014030	AL1G65600	Np002G1070800
OG0014031	AL2G10980	Np002G1237400
OG0014032	AL2G10800	Np002G1238900
OG0014033	AL2G10520	Np002G1241300
OG0014034	AL2G10440	Np002G1243100
OG0014035	AL2G10420	Np002G1243200
OG0014036	AL2G10390	Np002G1243500
OG0014037	AL2G10370	Np002G1243600
OG0014038	AL2G10090, AL1G56690	Np002G1247900
OG0014039	AL7G48340, AL2G10070	Np002G1232500
OG0014040	AL6G42430	Np003G1758400
OG0014041	AL8G11490	Np001G0340800
OG0014042	AL8G10510	Np001G0315500
OG0014043	AL8G10470	Np001G0317300
OG0014044	AL8G10200	Np001G0326500
OG0014045	AL8G14750	Np001G0389900, Np001G0390400
OG0014046	AL8G14860	Np001G0392000
OG0014047	AL8G14990	Np001G0393000
OG0014048	AL8G15390	Np001G0397300
OG0014049	AL8G15460	Np001G0397700
OG0014050	AL6G48700	Np003G1846500
OG0014051	AL6G48520	Np003G1840100
OG0014052	AL6G48510	Np003G1839900
OG0014053	AL6G48450	Np003G1839300
OG0014054	AL7G22970	Np005G2751300
OG0014055	AL7G22900	Np005G2750400
OG0014056	AL7G22870	Np005G2750100
OG0014057	AL7G22470	Np005G2746900
OG0014058	AL7G22390	Np005G2746100
OG0014059	AL7G22370	Np005G2745900
OG0014060	AL7G38970	Np005G3010800
OG0014061	AL7G38780	Np005G3007200
OG0014062	AL1G54480	Np004G2001400
OG0014063	AL1G54560	Np004G2000500
OG0014064	AL1G54570	Np004G1999300
OG0014065	AL1G55210	Np004G1993000
OG0014066	AL1G54870	Np004G1997200
OG0014067	AL1G54880	Np004G1997100
OG0014068	AL1G55190	Np004G1993200
OG0014069	AL1G55100	Np004G1994500
OG0014070	AL1G55220	Np004G1992800
OG0014071	AL1G55570	Np004G1989400
OG0014072	AL1G55670	Np004G1987900
OG0014073	AL1G55730	Np004G1987400
OG0014074	AL1G55780	Np004G1987000
OG0014075	AL1G55920	Np004G1986000
OG0014076	AL1G55930	Np004G1985900
OG0014077	AL1G56340	Np004G1983000
OG0014078	AL1G56560, AL1G56370	Np004G1982600
OG0014079	AL1G56570	Np004G1982500
OG0014080	AL1G56590	Np004G1982300
OG0014081	AL2G34780	Np002G0786900
OG0014082	AL2G34760	Np002G0787400
OG0014083	AL7G10090	Np005G2600300
OG0014084	AL7G10110	Np005G2600500
OG0014085	AL7G10150	Np005G2600800
OG0014086	AL7G10280	Np005G2602200
OG0014087	AL7G10320	Np005G2602800
OG0014088	AL7G10360	Np005G2603200
OG0014089	AL7G10470	Np005G2604400
OG0014090	AL7G10600	Np005G2605800
OG0014091	AL7G10670	Np005G2606500
OG0014092	AL7G10710	Np005G2607000
OG0014093	AL7G10850	Np004G2156300, Np005G2609000
OG0014094	AL7G10880	Np005G2609400
OG0014095	AL7G10970	Np005G2610700
OG0014096	AL7G11030	Np005G2611300
OG0014097	AL7G11060	Np005G2611600
OG0014099	AL7G11450	Np005G2616100
OG0014100	AL7G11460	Np005G2616300
OG0014101	AL7G11810	Np005G2618300
OG0014102	AL8G20280	Np001G0181000
OG0014103	AL7G12260	Np005G2622600
OG0014104	AL7G12330	Np005G2623200
OG0014105	AL7G12370	Np005G2623600
OG0014106	AL7G12470	Np005G2624900
OG0014107	AL7G12480	Np005G2625200
OG0014108	AL3G42460	Np007G3889100
OG0014109	AL7G12740	Np005G2627300
OG0014110	AL7G12770	Np005G2627500
OG0014111	AL7G12830	Np005G2698400
OG0014112	AL7G12970	Np005G2696900
OG0014113	AL7G13350	Np005G2693600
OG0014114	AL7G13400	Np005G2693300
OG0014115	AL7G13720	Np005G2689200
OG0014116	AL7G13790	Np005G2688000
OG0014117	AL7G13990	Np003G1413300, Np007G3907900
OG0014118	AL7G14350	Np005G2683500
OG0014119	AL7G14360	Np005G2683400
OG0014120	AL7G14420	Np005G2683000
OG0014121	AL7G14540	Np005G2681900
OG0014122	AL7G14650	Np005G2680800
OG0014123	AL7G14690	Np005G2680400
OG0014124	AL7G14700	Np005G2680300
OG0014125	AL7G14840	Np005G2678700
OG0014126	AL7G14990	Np005G2676700
OG0014127	AL7G15170	Np005G2674600
OG0014128	AL7G15470	Np005G2670900
OG0014129	AL7G15620	Np005G2667100, Np005G2666600
OG0014130	AL7G44890	Np005G3106600
OG0014131	AL7G15760	Np005G2664000
OG0014132	AL7G16070	Np005G2660000
OG0014133	AL7G16140	Np005G2657700
OG0014134	AL7G16380	Np005G2654600
OG0014135	AL7G16730	Np005G2648500
OG0014136	AL7G16840	Np005G2647300
OG0014137	AL7G16960	Np005G2646100
OG0014138	AL7G17120	Np005G2644600
OG0014139	AL7G19560	Np005G2705400
OG0014140	AL7G19410	Np005G2703000
OG0014141	AL7G23210	Np005G2701700
OG0014142	AL7G19180	Np005G2700500
OG0014143	nbis-gene-1732, AL7G19140	Np005G2700100
OG0014144	AL7G19090	Np005G2699700
OG0014145	AL7G18970	Np005G2628400
OG0014146	AL7G18920	Np005G2629000
OG0014147	AL7G18880	Np005G2629300
OG0014148	AL7G18770	Np005G2630600
OG0014149	AL7G18730	Np005G2631000
OG0014150	AL7G18440	Np005G2632500
OG0014151	AL7G18380	Np005G2633100
OG0014152	AL7G18360	Np005G2633300
OG0014153	AL7G18200	Np005G2634700
OG0014154	AL7G18110	Np005G2635800
OG0014155	AL7G17960	Np005G2637300
OG0014156	nbis-gene-1721	Np005G2638400
OG0014157	AL7G17500	Np005G2641400
OG0014158	AL7G17370	Np005G2642500
OG0014159	AL5G11950	Np001G0252000
OG0014160	AL7G20600	Np005G2717600
OG0014161	AL7G20610	Np005G2717700
OG0014162	AL7G20670	Np005G2718400
OG0014163	AL7G20800	Np005G2721800
OG0014164	AL8G25430	Np003G1844000
OG0014165	AL7G21080	Np005G2724800
OG0014166	AL7G21150	Np005G2726200
OG0014167	AL7G21250	Np005G2727000
OG0014168	AL7G21280	Np005G2727300
OG0014169	AL5G26960	Np001G0475200
OG0014170	AL4G30910	Np006G3412000
OG0014171	AL3G39080	Np007G3859100
OG0014172	AL3G39350	Np007G3861700
OG0014173	AL2G32310	Np002G0821300, Np002G0821700
OG0014174	AL2G32210	Np002G0823700, Np002G0822700
OG0014175	AL2G32150	Np002G0824500
OG0014176	AL2G32080	Np002G0825400
OG0014177	AL2G32000	Np002G0826100
OG0014178	AL2G31950	Np002G0826900
OG0014179	AL2G31600	Np002G0831400
OG0014180	AL2G31590, nbis-gene-1644	Np002G0831500
OG0014181	AL1G36820	Np004G2307500
OG0014182	AL1G37160	Np004G2304000
OG0014183	AL5G30950, AL7G51540	Np002G0967400
OG0014184	AL1G37610	Np004G2295000
OG0014185	AL1G37910	Np004G2289800
OG0014186	AL1G37930	Np004G2289000
OG0014187	AL1G38910	Np004G2268800
OG0014188	AL1G39090	Np004G2261400
OG0014189	AL1G39210	Np004G2258600
OG0014190	AL1G39500	Np004G2247800
OG0014191	AL1G39510	Np004G2247700
OG0014192	AL1G39570	Np004G2246600
OG0014193	AL4G25250	Np006G3623000
OG0014195	AL6G51030	Np003G1870300
OG0014197	AL6G51140	Np003G1871100
OG0014198	AL6G51170	Np003G1871500
OG0014199	AL6G51240	Np003G1872200
OG0014200	AL6G51250	Np003G1872300
OG0014201	AL6G51350	Np003G1873300
OG0014202	AL6G51390	Np003G1874200
OG0014204	AL6G51610	Np003G1876000
OG0014205	AL6G51620	Np003G1876100
OG0014206	AL6G51660	Np003G1876800
OG0014207	AL6G51730	Np003G1877500
OG0014208	AL6G51770	Np003G1878100
OG0014210	AL6G52480	Np003G1882800
OG0014211	AL7G26800	Np005G2796600
OG0014212	AL6G52240	Np003G1885800
OG0014213	AL6G52710	Np003G1889600
OG0014214	AL6G52720	Np003G1890700
OG0014215	AL6G52870	Np003G1892000
OG0014216	AL6G52960	Np003G1892500
OG0014218	AL6G53140	Np006G3488500, Np003G1895100
OG0014219	AL6G53160	Np003G1895300
OG0014220	AL6G53170	Np003G1895400
OG0014221	AL6G53330	Np003G1897400
OG0014222	AL6G53350	Np003G1897600
OG0014223	AL4G40350	Np006G3714000
OG0014225	AL1G40610	Np004G2099800
OG0014226	AL1G39680	Np004G2089400
OG0014227	AL1G51370	Np004G2037800
OG0014228	AL1G51380	Np004G2037700
OG0014229	AL1G51420	Np004G2037500
OG0014230	AL7G26090	Np005G2788500
OG0014231	AL7G25350	Np005G2780100
OG0014232	AL7G25240	Np005G2776500
OG0014233	AL7G25230	Np005G2776400
OG0014234	AL7G24910	Np005G2773000
OG0014235	AL7G24900	Np005G2772900
OG0014236	AL7G24770	Np005G2771600
OG0014237	AL5G13690	Np001G0239200
OG0014238	AL7G24490	Np005G2768400
OG0014239	AL7G24480	Np005G2768300
OG0014240	AL7G24370	Np005G2767100
OG0014241	AL5G13700	Np001G0239100
OG0014242	AL5G14030	Np001G0237300
OG0014243	AL1G25160	Np004G2437000
OG0014244	AL1G25280	Np004G2434900
OG0014245	AL1G25460	Np004G2431900
OG0014246	AL1G32340	Np004G2359100
OG0014247	AL1G34050	Np004G2344300
OG0014248	AL1G37950	Np004G2288300, Np004G2288400
OG0014249	AL1G39740	Np004G2090200
OG0014250	AL1G39880	Np004G2091700
OG0014251	AL1G39930	Np004G2092400
OG0014252	AL1G40000	Np004G2093300
OG0014253	AL1G40320	Np004G2096500
OG0014254	AL1G40890	Np004G2103100
OG0014255	AL1G47080	Np004G2057000
OG0014257	AL1G56020	Np007G3769700, Np007G3769800, Np007G3769600, Np007G3770000, Np007G3769900, Np007G3769500
OG0014258	AL2G10630, AL7G13070, nbis-gene-740	Np002G1240500
OG0014260	AL2G32560	Np002G0817800
OG0014261	AL2G35880	Np002G0772200
OG0014263	AL891U10010, AL2G40130	Np002G0720900
OG0014264	AL3G12070	Np007G4231500
OG0014265	AL3G24670	Np007G4082900
OG0014266	AL3G24900	Np007G4079900
OG0014267	AL3G36540	Np007G3829900
OG0014268	AL8G20530, AL3G39310	Np007G3861100
OG0014269	AL7G48730	Np005G2690100
OG0014270	AL8G16700	Np005G3048700
OG0014271	nbis-gene-856	Np007G3781100
OG0014272	AL3G50020, AL3G50010	Np007G3762200
OG0014273	AL3G49010	Np007G3736000, Np006G3297700, Np003G1503200
OG0014274	nbis-gene-930	Np006G3707400
OG0014275	AL4G13010	Np006G3677500
OG0014276	AL4G13680	Np006G3667900
OG0014278	AL4G18890	Np006G3627600
OG0014280	AL4G26060, AL4G26140	Np006G3487000, Np006G3542800
OG0014281	AL4G29630	Np006G3433000
OG0014282	AL4G31240	Np006G3408000
OG0014283	AL4G31470	Np006G3406200
OG0014284	AL4G31580	Np006G3403900
OG0014286	AL4G38500	Np006G3312700
OG0014287	AL5G10140	Np001G0281800
OG0014288	AL5G10500	Np001G0273500
OG0014290	AL5G15630	Np001G0220400
OG0014291	AL5G19570, AL5G19490, AL5G19520	Np001G0187500
OG0014292	nbis-gene-1257	Np001G0187400
OG0014293	AL5G20090	Np001G0185000
OG0014294	nbis-gene-892, nbis-gene-2014	Np007G3766800
OG0014295	AL5G26970	Np001G0475300
OG0014296	AL5G30000	Np001G0511700
OG0014297	AL5G30170	Np001G0512500
OG0014298	AL5G34810	Np001G0566900
OG0014299	AL5G40380	Np001G0635600
OG0014301	AL6G14950	Np003G1299100
OG0014302	AL6G16470	Np003G1317900
OG0014303	AL6G23030	Np003G1390900
OG0014304	AL6G26160	Np003G1422200
OG0014306	AL6G42070	Np003G1754200
OG0014307	AL6G41580	Np003G1761100
OG0014308	AL6G42880, nbis-gene-987	Np003G1763800
OG0014309	AL6G44730	Np003G1788000
OG0014310	AL6G48660, AL6G48920	Np003G1843000
OG0014313	AL7G17240	Np005G2643800
OG0014314	AL7G21420	Np005G2728800
OG0014315	AL7G26560	Np005G2793000
OG0014316	AL7G26960	Np005G2798400
OG0014318	AL7G38000	Np004G2275100
OG0014319	AL9U10120	Np005G3092600
OG0014320	AL7G44180	Np005G3099600
OG0014321	AL7G44750	Np005G3106100
OG0014322	AL7G52450	Np005G3134200
OG0014323	AL8G12910, AL8G12880	Np001G0368000
OG0014324	AL8G17090	Np001G0415400
OG0014326	AL8G17910	Np001G0420100
OG0014327	AL8G22490	Np001G0167600
OG0014328	AL363U10010, AL8G24080	Np003G1739300
OG0014329	AL8G24700, AL631U10010	Np003G1726800
OG0014330	AL63U10060, AL8G24890	Np003G1722100
OG0014331	AL8G24900	Np003G1721200
OG0014332	AL8G24960, AL91U10010	Np003G1720400
OG0014333	AL8G26070	Np003G1677100
OG0014334	AL8G29900	Np003G1631400
OG0014335	AL8G30220	Np003G1611900
OG0014336	AL8G39350	Np001G0073300
OG0014341	AL6G52050	Np003G1889000
OG0014342	nbis-gene-1204, nbis-gene-1203	Np001G0237900
OG0014343	AL3G34350	Np012G4368900, Np011G4362100
OG0014344	AL1G22680	Np004G2467900
OG0014346	AL2G40360	Np002G0716900
OG0014373	AL5G21280	Np001G0431700
OG0014374	AL5G25790	Np001G0465900
OG0014375	AL5G26150	Np001G0467000
OG0014376	AL5G26190	Np001G0467500
OG0014377	AL5G26200	Np001G0467600
OG0014378	AL5G26210	Np001G0467700
OG0014379	AL5G26450	Np001G0469600
OG0014381	AL5G27930	Np001G0488200
OG0014382	AL5G27850	Np001G0485200
OG0014383	AL5G27820	Np001G0484900
OG0014384	AL5G27780	Np001G0484400
OG0014385	AL5G27750	Np001G0484100
OG0014386	AL5G27630	Np001G0482500
OG0014387	AL5G27540	Np001G0482000
OG0014388	AL5G27240	Np001G0478400
OG0014389	AL5G27330	Np001G0479600
OG0014390	AL1G40520	Np004G2098900
OG0014391	AL5G27170	Np001G0477100
OG0014392	AL5G27110	Np001G0476700
OG0014393	AL5G27090	Np001G0476400
OG0014394	AL5G10020	Np001G0328600
OG0014395	AL5G10090	Np001G0297800
OG0014396	AL5G11350	Np001G0261200
OG0014397	AL7G49360	Np005G3177300
OG0014399	AL7G49460	Np005G3175800
OG0014400	AL7G21450	Np005G2729100
OG0014401	AL7G43860	Np005G3096100
OG0014402	AL1G53850	Np006G3386700
OG0014403	AL6G29030	Np003G1453200
OG0014404	AL6G28920	Np003G1452100, Np003G1260000
OG0014405	AL6G28750	Np003G1450200
OG0014406	AL6G28730	Np003G1450000
OG0014407	AL6G28660	Np003G1449300
OG0014408	AL6G28530	Np003G1447900
OG0014409	AL6G28480	Np003G1447400
OG0014410	AL6G28430	Np003G1446800
OG0014411	AL6G28290	Np003G1444200
OG0014412	AL6G27880	Np003G1440800
OG0014414	AL6G27830	Np003G1439800
OG0014415	AL6G27750	Np003G1439100
OG0014416	AL6G27600	Np003G1437600
OG0014418	AL6G27020	Np003G1431700
OG0014419	AL8G21320	Np001G0176400
OG0014420	AL6G26550	Np003G1426500
OG0014421	AL7G24210	Np005G2765300
OG0014422	AL6G26360	Np003G1424500
OG0014423	AL6G26290	Np003G1423700
OG0014424	AL6G26210	Np003G1422900
OG0014425	AL6G26100	Np003G1421400
OG0014426	AL6G25830	Np003G1419000
OG0014427	AL6G25790	Np003G1418900
OG0014428	AL6G25780	Np003G1418800
OG0014429	AL6G25570	Np003G1417000
OG0014430	AL6G25450	Np003G1416100
OG0014431	AL6G25430	Np003G1415900
OG0014432	AL6G25330	Np003G1415000
OG0014433	AL7G42410	Np005G3063900
OG0014434	AL6G25300	Np003G1414900
OG0014435	AL6G25280	Np003G1414700
OG0014436	AL6G25260	Np003G1414500
OG0014437	AL6G25130	Np003G1413100
OG0014438	AL6G24970	Np003G1411800
OG0014439	AL6G24890	Np003G1411100
OG0014440	AL6G24810	Np003G1410400
OG0014441	AL6G24760	Np003G1409900
OG0014442	AL6G24740	Np003G1409600
OG0014443	AL6G24530	Np003G1407700
OG0014444	AL6G24520	Np003G1407500
OG0014445	AL6G24460	Np003G1407000
OG0014446	AL6G24390	Np003G1406300
OG0014447	AL6G24030	Np003G1402200
OG0014448	AL6G24020	Np003G1401500
OG0014449	AL6G23720	Np003G1398000
OG0014450	AL6G23480	Np003G1395900
OG0014452	AL6G23140	Np003G1392000
OG0014453	AL6G23100	Np003G1391500
OG0014454	AL6G22990	Np003G1390500
OG0014455	AL6G22940	Np003G1390200
OG0014457	AL6G22450	Np003G1384200
OG0014458	AL7G23970	Np005G2762100
OG0014459	AL6G22300	Np003G1382700
OG0014460	AL5G18490	Np001G0195800
OG0014461	AL6G22000	Np003G1379500
OG0014462	AL6G21900	Np003G1378600
OG0014463	AL6G21730	Np003G1376900
OG0014464	AL6G21660	Np003G1375300
OG0014465	AL6G21650	Np003G1375200
OG0014466	AL6G21630	Np003G1374700
OG0014467	AL6G21500	Np003G1373200
OG0014468	AL6G21470	Np003G1372800
OG0014469	AL6G21430	Np003G1372400
OG0014470	AL6G21240	Np003G1370500
OG0014471	AL6G21210	Np003G1370300
OG0014472	AL6G21140	Np003G1369500
OG0014473	AL6G21090	Np003G1369000
OG0014474	AL6G21080	Np003G1368800
OG0014475	AL6G21020	Np003G1368400
OG0014476	AL6G20880	Np003G1367000
OG0014477	AL6G20690	Np003G1365000
OG0014478	AL6G20590	Np003G1364200
OG0014479	AL6G20570	Np003G1363700
OG0014480	AL6G20440	Np003G1362700
OG0014481	AL7G44320	Np005G3100200
OG0014482	AL6G20040	Np003G1358700
OG0014483	AL6G19860	Np003G1356900
OG0014484	AL6G19850	Np003G1356700
OG0014485	AL6G19500	Np003G1352700
OG0014486	nbis-gene-1493	Np003G1351000
OG0014487	AL6G19260	Np003G1349900
OG0014488	AL6G18910	Np003G1348200
OG0014489	AL8G18950, nbis-gene-786	Np007G3876900
OG0014490	AL6G18780	Np003G1346100
OG0014491	AL6G18750	Np003G1345800
OG0014493	AL6G18400	Np003G1342200
OG0014494	nbis-gene-1484	Np003G1340700
OG0014495	AL6G17900	Np003G1335600
OG0014496	AL6G17790	Np003G1334500
OG0014498	AL7G28030	Np005G2811900
OG0014499	AL7G28080	Np005G2812600
OG0014500	AL7G28240	Np005G2814300
OG0014501	AL7G28250	Np005G2814500
OG0014502	AL7G28390	Np005G2816300
OG0014503	AL7G28440	Np005G2817400
OG0014505	AL4G19630	Np006G3622900
OG0014506	AL5G24560	Np001G0455900
OG0014507	AL8G25470	Np006G3622100
OG0014508	AL4G20030	Np006G3621000
OG0014509	AL4G19730	Np006G3620700
OG0014510	AL4G19800	Np006G3620300
OG0014511	AL4G19960	Np006G3619800
OG0014512	AL4G19970	Np006G3619600
OG0014513	AL4G20090	Np006G3617800, Np006G3618100
OG0014514	AL4G20110	Np006G3617700
OG0014515	AL4G20900	Np006G3612800
OG0014516	AL4G21100	Np006G3612200
OG0014517	AL4G21280	Np006G3610100
OG0014518	AL4G21330	Np006G3608900
OG0014519	AL4G21340	Np006G3608800
OG0014520	AL4G22790	Np006G3580400
OG0014522	AL4G22270	Np006G3585600
OG0014523	AL4G22090	Np006G3587700
OG0014524	AL4G22060	Np006G3588300
OG0014525	AL4G22000	Np006G3589000
OG0014526	AL4G21940	Np006G3589500
OG0014527	AL4G21860	Np006G3590200
OG0014528	AL4G21760	Np006G3591000
OG0014529	AL4G21730	Np006G3591500
OG0014530	AL4G22870	Np006G3593900
OG0014531	AL4G23060	Np006G3595600
OG0014532	AL4G23120	Np006G3596100
OG0014533	AL4G23180, AL228U10010	Np006G3597300
OG0014534	nbis-gene-1030	Np006G3597500
OG0014535	AL4G23340	Np006G3599200
OG0014536	AL4G23610	Np006G3601400
OG0014537	AL4G23640	Np006G3602400
OG0014538	AL4G24210	Np006G3392100
OG0014539	AL4G24380	Np006G3505700
OG0014540	AL4G24410, AL2G20350	Np006G3506000
OG0014541	AL4G24720	Np006G3522100
OG0014542	AL4G24850	Np006G3515400
OG0014543	AL59U10010, AL4G24930	Np006G3523800
OG0014544	AL4G25000	Np006G3524800
OG0014545	AL4G25120	Np006G3526100
OG0014546	AL4G25180	Np006G3479400, Np006G3527700
OG0014547	nbis-gene-364	Np006G3540400, Np006G3467300
OG0014548	AL6G33390	Np006G3547400, Np006G3482000
OG0014549	AL5G39390	Np001G0625400
OG0014551	AL4G26550	Np006G3550300
OG0014552	AL4G26570	Np006G3550600
OG0014553	AL4G26710	Np006G3552000
OG0014554	AL4G26740	Np006G3552300
OG0014555	AL7G29060	Np005G2826600
OG0014556	AL4G27160	Np006G3556900
OG0014557	AL4G27240, AL80U10020	Np006G3558200
OG0014558	AL4G27370	Np006G3559800
OG0014559	AL4G27420	Np006G3560400
OG0014560	AL103U10040	Np006G3560900
OG0014561	AL4G28030	Np006G3570500
OG0014562	AL4G27860	Np006G3568600
OG0014563	AL4G27690	Np006G3565900
OG0014564	AL4G27620	Np006G3564800, Np006G3563400
OG0014565	AL4G28220	Np006G3573100
OG0014567	AL4G28440	Np006G3575300
OG0014568	AL4G28450	Np006G3575400
OG0014570	AL8G16880	Np001G0412800
OG0014571	AL8G16570	Np001G0410000
OG0014572	AL8G16390	Np001G0408100
OG0014573	AL8G16370	Np001G0407900
OG0014574	AL8G16350	Np001G0407700
OG0014575	AL8G16320	Np001G0407600
OG0014576	AL8G16210	Np001G0406000
OG0014577	AL8G16130	Np001G0405100
OG0014578	AL8G15870	Np001G0402200
OG0014579	AL8G15860	Np001G0401900
OG0014580	AL8G15840	Np001G0401700
OG0014581	AL8G15780	Np001G0401100
OG0014582	AL7G27870	Np005G2810200
OG0014583	AL7G27800	Np005G2809000
OG0014584	AL7G27760	Np005G2808700
OG0014585	AL7G27680	Np005G2807700
OG0014586	AL7G27670	Np005G2807500
OG0014587	AL7G27560	Np005G2806400, Np005G2806000
OG0014588	AL7G27540	Np005G2805800
OG0014589	AL1G54070	Np004G2003700
OG0014590	AL1G53970	Np004G2005800
OG0014591	AL1G53880	Np004G2006500
OG0014592	AL1G53530	Np004G2008900
OG0014593	AL1G53420	Np004G2009300
OG0014594	AL1G41150	Np004G2104000
