Orthogroup	Arabidopsis_lyrata_Rawat	Brassica_oleracea
OG0014793	AL8G36760	XP_013606311.1
OG0014795	AL8G36380	XP_013621368.1
OG0014796	AL8G36290	XP_013618592.1
OG0014797	AL8G35920	XP_013611820.1
OG0014798	AL7G52050	XP_013614378.1
OG0014799	AL8G35870	XP_013609045.1
OG0014800	AL8G35800	XP_013609947.1
OG0014801	AL8G35670	XP_013615645.1
OG0014802	AL8G35640	XP_013616233.1
OG0014803	AL8G35460	XP_013610408.1
OG0014804	AL8G35440	XP_013613107.1
OG0014805	nbis-gene-2170	XP_013609006.1
OG0014806	AL8G34870	XP_013606990.1
OG0014807	AL8G34790	XP_013611405.1
OG0014808	AL8G34780	XP_013611407.1
OG0014809	AL8G34640	XP_013612468.1
OG0014810	AL8G34410	XP_013620761.1
OG0014811	AL8G34340	XP_013612026.1
OG0014812	AL8G34320	XP_013616398.1
OG0014813	AL8G34250	XP_013628479.1
OG0014814	AL8G34230	XP_013608706.1
OG0014815	AL8G33630	XP_013629127.1
OG0014816	AL8G34210	XP_013608702.1
OG0014817	AL8G34180	XP_013619374.1
OG0014818	AL8G34030	XP_013611387.1
OG0014819	nbis-gene-2167	XP_013621612.1
OG0014821	AL8G33780	XP_013615208.1, XP_013608941.1
OG0014822	AL8G33730	XP_013623491.1
OG0014823	AL8G33700	XP_013609784.1
OG0014824	AL8G33680	XP_013611797.1
OG0014825	AL8G33390	XP_013625219.1
OG0014826	AL8G33370	XP_013616066.1
OG0014827	AL5G10820	XP_013616682.1
OG0014828	AL3G51460	XP_013599083.1
OG0014829	AL3G47000	XP_013596102.1
OG0014830	AL8G32960	XP_013606283.1
OG0014831	AL8G32970	XP_013609388.1
OG0014832	AL8G33090	XP_013612558.1
OG0014833	AL8G32560	XP_013612304.1
OG0014834	AL8G32550	XP_013612305.1
OG0014835	AL8G32410	XP_013612140.1
OG0014836	AL8G31840	XP_013609144.1
OG0014837	AL8G31680, AL8G31730, AL2G23000	XP_013621607.1
OG0014838	AL8G31660	XP_013609337.1, XP_013619108.1
OG0014839	AL8G31320	XP_013612604.1
OG0014840	AL8G31510	XP_013607181.1
OG0014841	AL8G31490	XP_013621082.1
OG0014842	AL8G31460	XP_013611778.1
OG0014844	AL8G31410	XP_013612948.1
OG0014845	AL8G31330	XP_013608207.1
OG0014846	AL8G31150	XP_013628603.1
OG0014847	AL8G31070	XP_013608201.1, XP_013614107.1
OG0014848	AL8G31000	XP_013609990.1
OG0014849	AL8G30280	XP_013609290.1
OG0014850	AL5G29430	XP_013630266.1
OG0014851	AL5G29170	XP_013617237.1
OG0014852	AL5G29070	XP_013625986.1
OG0014853	AL5G28870	XP_013613849.1
OG0014854	AL5G28500	XP_013605140.1
OG0014855	AL5G28490	XP_013602380.1
OG0014856	AL5G28320	XP_013608987.1
OG0014857	AL1G64640	XP_013606538.1
OG0014858	AL6G50510	XP_013607159.1
OG0014859	AL6G17780	XP_013629282.1
OG0014860	AL6G17700	XP_013612945.1
OG0014861	AL4G36490	XP_013628419.1
OG0014863	AL6G17190	XP_013610867.1
OG0014864	AL6G17030	XP_013619669.1
OG0014865	AL6G16970	XP_013630136.1
OG0014866	AL6G16900	XP_013609638.1
OG0014867	AL6G16860	XP_013616348.1, XP_013609712.1
OG0014869	AL6G16400	XP_013609015.1
OG0014870	AL2G19260	XP_013618363.1
OG0014871	AL6G16040	XP_013610058.1
OG0014872	AL6G16030	XP_013610034.1
OG0014873	AL7G29110	XP_013599395.1
OG0014874	AL6G15900	XP_013618928.1, XP_013609776.1
OG0014875	AL6G15890	XP_013609778.1
OG0014876	AL6G15880	XP_013609891.1
OG0014877	AL6G15850	XP_013608920.1
OG0014879	AL6G15710	XP_013611870.1
OG0014880	AL6G15680	XP_013608729.1
OG0014881	AL6G15650	XP_013625527.1
OG0014882	AL6G15600	XP_013606203.1
OG0014883	AL6G15570	XP_013611520.1
OG0014884	AL6G15260	XP_013605961.1
OG0014885	AL6G15070	XP_013613332.1
OG0014886	AL6G15060	XP_013610582.1
OG0014887	AL6G15000	XP_013612575.1
OG0014888	AL469U10010	XP_013623050.1
OG0014889	AL6G14620	XP_013611014.1
OG0014890	AL6G14580	XP_013611008.1
OG0014891	AL6G14410	XP_013622271.1
OG0014892	AL6G14210	XP_013611346.1
OG0014893	AL5G11420	XP_013593049.1
OG0014894	AL6G14160	XP_013629460.1
OG0014895	AL6G14040	XP_013628919.1
OG0014896	AL6G14000	XP_013612909.1
OG0014897	AL6G13920	XP_013611361.1
OG0014898	AL6G13910	XP_013629666.1
OG0014899	AL6G13840	XP_013613340.1
OG0014900	AL6G13760	XP_013611103.1
OG0014901	AL6G13710	XP_013612366.1
OG0014902	AL6G13560	XP_013615622.1, XP_013612273.1
OG0014903	AL6G13500	XP_013611680.1
OG0014904	AL6G13430	XP_013621105.1
OG0014905	AL7G44590	XP_013637510.1
OG0014906	AL6G13210	XP_013606879.1
OG0014907	AL6G13170	XP_013606460.1
OG0014908	AL6G13160	XP_013612143.1
OG0014909	AL6G13130	XP_013621422.1
OG0014910	AL6G12830	XP_013625915.1
OG0014911	AL6G12680	XP_013618381.1
OG0014912	AL6G12590	XP_013610373.1
OG0014913	AL6G12420	XP_013630195.1
OG0014914	AL6G12100	XP_013610512.1
OG0014915	AL6G12090	XP_013610516.1
OG0014916	AL6G12040	XP_013616031.1
OG0014917	AL6G11940	XP_013627584.1, XP_013609598.1
OG0014918	AL6G11630	XP_013625001.1, XP_013607303.1
OG0014919	AL6G11510	XP_013611617.1
OG0014920	AL6G11420	XP_013620131.1
OG0014921	AL6G11410	XP_013606708.1
OG0014922	AL6G11280	XP_013625561.1
OG0014923	AL6G11260	XP_013621998.1
OG0014924	AL6G11200	XP_013622010.1
OG0014925	AL6G11150	XP_013609555.1, XP_013619792.1
OG0014926	AL6G11100	XP_013630274.1
OG0014927	AL6G11020	XP_013606800.1
OG0014928	AL6G10890	XP_013619574.1
OG0014929	AL6G10780	XP_013625888.1
OG0014930	AL6G10750	XP_013616649.1
OG0014931	AL6G10720	XP_013620489.1
OG0014932	nbis-gene-1433	XP_013614145.1
OG0014933	AL6G10620	XP_013621747.1
OG0014934	nbis-gene-1428	XP_013625254.1
OG0014935	AL6G10540	XP_013630176.1
OG0014937	AL6G10450	XP_013628626.1
OG0014938	AL6G10390	XP_013606347.1
OG0014939	AL6G10140	XP_013621320.1
OG0014940	AL6G10120	XP_013626896.1
OG0014941	AL6G10110	XP_013628643.1
OG0014942	AL6G10080	XP_013629356.1
OG0014943	AL3G19520	XP_013638249.1
OG0014944	AL6G10050	XP_013621838.1
OG0014945	AL7G48920	XP_013633985.1
OG0014946	AL7G48250	XP_013590152.1
OG0014947	AL7G48110	XP_013636609.1
OG0014948	AL7G47770	XP_013631329.1
OG0014949	AL2G41540	XP_013589775.1
OG0014950	AL2G41590	XP_013591426.1, XP_013589771.1
OG0014951	AL2G41660	XP_013592249.1
OG0014952	AL2G41740	XP_013592058.1
OG0014953	AL2G41750	XP_013590434.1
OG0014954	AL2G41760	XP_013590433.1
OG0014955	AL2G41810	XP_013592154.1
OG0014956	AL2G41510	XP_013591427.1
OG0014957	AL2G41430	XP_013591199.1
OG0014958	AL2G41340	XP_013590201.1
OG0014959	AL2G41210	XP_013614601.1
OG0014960	AL2G41160	XP_013619409.1
OG0014961	AL2G41100	XP_013620331.1
OG0014962	AL2G40790	XP_013621446.1
OG0014963	AL2G40530	XP_013621653.1
OG0014964	AL2G40470	XP_013592318.1
OG0014965	AL6G39450	XP_013607126.1
OG0014966	AL2G40200	XP_013591405.1
OG0014967	AL2G40080	XP_013587950.1
OG0014968	AL2G40050	XP_013588031.1
OG0014969	AL1G40490	XP_013583724.1
OG0014970	AL2G39620	XP_013592755.1
OG0014971	AL2G39610	XP_013591113.1
OG0014972	AL2G39540	XP_013591566.1
OG0014973	AL4G18280	XP_013600052.1
OG0014974	AL2G39430	XP_013587955.1
OG0014975	AL2G39370	XP_013590217.1
OG0014976	AL2G39340	XP_013588617.1
OG0014977	AL2G39330	XP_013588742.1
OG0014978	AL2G39210	XP_013621061.1
OG0014979	AL2G39160	XP_013625009.1, XP_013589840.1
OG0014980	AL2G39010	XP_013591596.1
OG0014981	AL2G38280	XP_013588029.1
OG0014982	nbis-gene-613	XP_013588003.1
OG0014983	AL2G38170	XP_013588632.1
OG0014984	AL2G37960	XP_013619514.1
OG0014985	AL2G37890	XP_013621044.1
OG0014986	AL2G37870	XP_013592343.1
OG0014987	AL2G37790	XP_013592658.1
OG0014988	AL2G37700	XP_013587812.1
OG0014989	AL2G37650	XP_013618408.1
OG0014990	AL7G44610	XP_013636486.1
OG0014991	AL2G37450	XP_013620817.1
OG0014992	AL2G37400	XP_013592820.1
OG0014993	AL2G37340	XP_013591578.1
OG0014994	AL2G36860	XP_013592234.1
OG0014995	AL2G36800	XP_013588313.1
OG0014996	AL2G36760	XP_013588657.1
OG0014997	AL2G36700	XP_013590123.1
OG0014998	AL2G36650	XP_013590044.1
OG0014999	AL2G36610	XP_013591075.1
OG0015000	AL2G36590	XP_013592505.1
OG0015001	AL2G36500	XP_013591530.1
OG0015002	AL2G36490	XP_013591529.1
OG0015003	AL2G36450	XP_013592002.1
OG0015004	AL6G51490	XP_013611816.1
OG0015005	AL2G36320	XP_013590339.1
OG0015006	AL2G36210	XP_013591828.1
OG0015007	AL2G36160	XP_013588769.1
OG0015008	AL2G36150	XP_013589868.1
OG0015009	AL2G36060	XP_013592393.1
OG0015010	AL2G35860	XP_013591587.1
OG0015011	AL2G35760	XP_013592048.1
OG0015012	AL2G35650	XP_013620923.1
OG0015013	AL2G35620	XP_013587917.1
OG0015014	AL2G35540	XP_013592748.1
OG0015016	AL2G35410	XP_013592188.1
OG0015017	AL2G35390	XP_013590953.1
OG0015018	AL2G35350	XP_013592530.1
OG0015019	AL2G35300	XP_013592674.1
OG0015020	nbis-gene-603	XP_013590354.1
OG0015021	AL2G35100	XP_013620627.1, XP_013590226.1
OG0015022	AL2G35050	XP_013588405.1
OG0015023	AL2G34980	XP_013587817.1
OG0015024	AL3G50180	XP_013595485.1
OG0015025	AL3G50520	XP_013598528.1
OG0015026	AL3G50640	XP_013606720.1
OG0015027	AL3G50850	XP_013593316.1
OG0015028	AL3G50960	XP_013596988.1
OG0015029	nbis-gene-1336	XP_013594656.1
OG0015030	AL5G39200	XP_013588770.1
OG0015031	AL5G29660	XP_013604994.1
OG0015032	AL5G29680	XP_013601582.1
OG0015033	AL5G26720	XP_013623336.1
OG0015034	AL5G26660	XP_013630643.1
OG0015035	AL5G26650	XP_013622462.1
OG0015036	AL5G26730	XP_013630222.1
OG0015037	AL5G26900	XP_013621734.1
OG0015038	AL1G64530	XP_013585582.1
OG0015039	AL1G64250	XP_013625043.1
OG0015040	AL1G64050	XP_013629819.1
OG0015041	AL1G64020	XP_013591946.1
OG0015042	AL1G63950	XP_013591969.1
OG0015043	AL1G63870	XP_013621712.1
OG0015044	AL1G63640	XP_013592715.1
OG0015045	AL1G63420	XP_013590505.1
OG0015046	AL1G63360	XP_013592646.1
OG0015047	AL1G63220	XP_013591602.1
OG0015048	AL1G63150	XP_013622330.1
OG0015049	AL1G63110	XP_013630324.1
OG0015050	AL1G62950	XP_013587976.1
OG0015051	AL1G62410	XP_013628660.1
OG0015052	AL1G62340	XP_013588579.1
OG0015053	AL1G62180	XP_013592253.1
OG0015054	AL1G61820	XP_013630160.1, XP_013630379.1
OG0015055	AL1G61690	XP_013629055.1
OG0015056	AL1G61530	XP_013590989.1
OG0015057	AL1G61480	XP_013590104.1
OG0015058	AL1G61460	XP_013590964.1
OG0015059	AL4G32390	XP_013631523.1
OG0015060	AL4G32420	XP_013625854.1
OG0015061	nbis-gene-1085	XP_013633603.1
OG0015062	AL4G32530	XP_013637141.1
OG0015063	AL4G32830	XP_013634188.1, XP_013627481.1
OG0015064	AL4G32960	XP_013631629.1
OG0015065	AL4G33040	XP_013631904.1
OG0015066	AL5G24380	XP_013625649.1
OG0015067	AL5G23960	XP_013622843.1
OG0015068	AL5G23900	XP_013628265.1
OG0015069	AL8G27640	XP_013612980.1
OG0015070	AL8G27790	XP_013629290.1
OG0015071	AL5G40030	XP_013632133.1
OG0015072	AL4G13300	XP_013622598.1
OG0015073	AL6G41220	XP_013601744.1
OG0015074	AL6G41780	XP_013623271.1
OG0015075	AL6G41350	XP_013625390.1
OG0015076	AL8G23940	XP_013614305.1
OG0015077	AL8G23510	XP_013611745.1
OG0015078	AL7G43830	XP_013604547.1
OG0015079	AL7G44140	XP_013602163.1
OG0015080	AL7G44190	XP_013600388.1
OG0015081	AL7G44510	XP_013600780.1
OG0015082	AL9U12150	XP_013636409.1
OG0015083	AL2G23760, AL9U11680	XP_013637573.1
OG0015084	AL9U11370	XP_013599798.1
OG0015085	AL6G41800	XP_013613472.1
OG0015086	AL9U10630	XP_013590847.1
OG0015087	AL9U10480	XP_013600428.1
OG0015088	AL7G43000	XP_013605907.1
OG0015089	AL7G42860	XP_013637452.1
OG0015090	AL7G42820	XP_013637455.1
OG0015091	AL7G42480	XP_013637590.1
OG0015092	AL7G42440	XP_013631755.1
OG0015093	AL7G41950	XP_013622179.1
OG0015094	AL7G41680	XP_013602498.1
OG0015095	AL7G41670	XP_013614141.1
OG0015096	AL7G41660	XP_013600725.1
OG0015097	AL7G40800	XP_013584231.1
OG0015098	AL7G40630	XP_013591899.1
OG0015099	AL7G40590	XP_013589491.1
OG0015100	AL7G40560	XP_013603463.1
OG0015101	AL7G40130	XP_013605786.1
OG0015102	AL7G40100	XP_013639512.1
OG0015103	AL3G35650	XP_013603719.1
OG0015104	AL7G40000	XP_013601677.1
OG0015105	AL5G11170	XP_013611678.1
OG0015106	AL3G45920	XP_013592607.1
OG0015107	AL7G39580	XP_013595399.1
OG0015108	AL7G39520	XP_013617874.1
OG0015109	AL7G39510	XP_013604345.1
OG0015110	AL7G39480	XP_013601602.1
OG0015111	AL7G39460	XP_013604343.1
OG0015112	AL2G32440	XP_013617233.1, XP_013589665.1
OG0015113	AL2G32450	XP_013592151.1
OG0015114	AL2G32730	XP_013619887.1
OG0015115	AL2G32740	XP_013588209.1
OG0015116	AL2G32830	XP_013591781.1
OG0015117	AL2G32840	XP_013618330.1
OG0015118	AL2G32880	XP_013616338.1
OG0015119	AL2G32890	XP_013616336.1
OG0015121	AL2G33080	XP_013591983.1
OG0015122	AL8G21770	XP_013596202.1
OG0015123	AL2G33110	XP_013588849.1
OG0015124	AL2G33400	XP_013590000.1
OG0015125	AL2G33440	XP_013588522.1
OG0015126	AL2G33520	XP_013588461.1
OG0015127	AL7G24850	XP_013596208.1
OG0015128	AL2G33560	XP_013592430.1
OG0015129	AL2G33670	XP_013592744.1
OG0015130	AL2G33790	XP_013591748.1
OG0015131	AL2G33820	XP_013621660.1
OG0015132	AL2G33880	XP_013588027.1
OG0015133	AL4G17070	XP_013634076.1
OG0015134	AL4G15790	XP_013602944.1
OG0015135	AL2G34130	XP_013620745.1
OG0015136	AL2G34180	XP_013591352.1
OG0015138	AL2G34260	XP_013588557.1
OG0015139	AL2G34470	XP_013591987.1
OG0015140	AL5G10970	XP_013597696.1
OG0015141	AL2G34520	XP_013616862.1
OG0015143	AL2G34570	XP_013587885.1
OG0015144	AL2G34630	XP_013589734.1
OG0015145	AL2G34640	XP_013592037.1
OG0015146	AL2G34660	XP_013587929.1
OG0015147	AL2G27550	XP_013591256.1
OG0015148	AL2G27560	XP_013590283.1
OG0015149	AL2G27630	XP_013620298.1
OG0015150	AL2G27640	XP_013588485.1
OG0015151	AL2G27720	XP_013588279.1
OG0015152	AL2G27780	XP_013588322.1
OG0015153	AL2G27880	XP_013619123.1
OG0015154	AL2G27960	XP_013592596.1
OG0015155	AL2G27970	XP_013592594.1
OG0015156	AL2G28130	XP_013590247.1
OG0015157	AL2G28270	XP_013588611.1
OG0015158	AL2G28290	XP_013591642.1
OG0015159	AL7G24110	XP_013599118.1
OG0015160	AL7G23950	XP_013599504.1
OG0015161	AL7G23940	XP_013603417.1, XP_013596765.1
OG0015162	AL7G23890	XP_013601752.1
OG0015163	AL7G23840	XP_013623970.1
OG0015164	AL7G23760	XP_013599170.1
OG0015165	AL7G23490	XP_013596706.1
OG0015166	AL7G23480	XP_013596683.1
OG0015167	AL7G23360	XP_013599813.1
OG0015168	AL7G23320	XP_013587875.1
OG0015169	AL7G23290	XP_013596385.1
OG0015170	AL7G23240	XP_013598254.1
OG0015171	AL8G27830	XP_013611892.1, XP_013622495.1
OG0015172	AL2G11550	XP_013612171.1
OG0015173	AL2G11320	XP_013610390.1
OG0015174	AL2G11180	XP_013608997.1
OG0015175	nbis-gene-1935	XP_013587808.1
OG0015176	AL7G49970	XP_013632352.1
OG0015177	AL7G49670	XP_013634334.1
OG0015178	AL7G49630	XP_013635627.1
OG0015179	AL7G49610	XP_013591743.1
OG0015180	AL5G21020	XP_013586241.1
OG0015181	AL5G21370	XP_013627998.1
OG0015182	AL5G19980	XP_013597799.1
OG0015183	AL5G18100	XP_013596923.1
OG0015184	nbis-gene-1244	XP_013598531.1
OG0015185	AL5G17490	XP_013597909.1
OG0015186	AL5G17220	XP_013619674.1
OG0015187	AL5G17010	XP_013593859.1
OG0015188	AL5G16850	XP_013610215.1
OG0015189	AL5G16780	XP_013618520.1
OG0015190	AL5G16690	XP_013593802.1
OG0015191	AL5G16450	XP_013618387.1
OG0015192	AL5G16290	XP_013598233.1
OG0015193	AL5G16250	XP_013621077.1
OG0015194	AL5G16240	XP_013598164.1
OG0015196	AL5G16160	XP_013609402.1
OG0015197	AL5G15980	XP_013593294.1
OG0015198	AL5G15880	XP_013598825.1
OG0015199	AL5G15610	XP_013597307.1
OG0015200	AL5G15580	XP_013613421.1
OG0015201	AL5G15570	XP_013597303.1
OG0015202	AL5G15370	XP_013597633.1
OG0015203	AL5G15260	XP_013613405.1
OG0015204	AL5G14870	XP_013607337.1
OG0015205	AL5G14780	XP_013598115.1
OG0015206	AL5G14730	XP_013620876.1
OG0015207	AL5G14720	XP_013609399.1
OG0015208	AL1G30820	XP_013584338.1
OG0015209	AL5G14350	XP_013607198.1
OG0015210	AL5G14300	XP_013599418.1
OG0015211	AL5G14220	XP_013606677.1
OG0015212	AL2G29180	XP_013591797.1
OG0015213	AL22U10120	XP_013591089.1
OG0015214	AL2G28640	XP_013592786.1
OG0015215	AL2G28630	XP_013589957.1
OG0015216	AL2G28590	XP_013588547.1
OG0015217	AL7G40860	XP_013588552.1
OG0015218	AL2G28490	XP_013587844.1
OG0015219	AL8G12570	XP_013615278.1
OG0015220	AL8G12590	XP_013620303.1
OG0015221	AL8G12780	XP_013598961.1
OG0015222	AL8G12850	XP_013606507.1
OG0015223	AL8G13070	XP_013593860.1
OG0015224	AL8G13510	XP_013613838.1
OG0015225	AL8G13520	XP_013593039.1
OG0015226	AL8G13530	XP_013620931.1
OG0015227	AL3G50090	XP_013599248.1
OG0015228	AL8G14030	XP_013598281.1
OG0015229	AL1G57240	XP_013600441.1
OG0015230	AL1G57300	XP_013588125.1
OG0015231	AL1G57410	XP_013600523.1
OG0015232	AL1G57500	XP_013588561.1
OG0015233	AL1G57510	XP_013630374.1
OG0015234	AL1G57530	XP_013590530.1
OG0015235	AL1G57540	XP_013587938.1
OG0015236	AL1G57570	XP_013588150.1
OG0015237	AL1G57780	XP_013630020.1
OG0015238	nbis-gene-272	XP_013622224.1
OG0015239	AL1G58080	XP_013583812.1
OG0015240	AL1G58090	XP_013588678.1
OG0015241	AL1G58210	XP_013592865.1
OG0015242	AL1G58220	XP_013589952.1
OG0015243	AL1G58320	XP_013591203.1
OG0015244	AL1G58660	XP_013625205.1
OG0015246	AL1G58910	XP_013592317.1
OG0015247	AL4G11910	XP_013639633.1
OG0015248	AL1G59320	XP_013588858.1
OG0015249	AL1G59340	XP_013587951.1
OG0015250	AL1G59350	XP_013588743.1
OG0015251	AL2G40920	XP_013588194.1
OG0015252	AL4G15160	XP_013631930.1
OG0015253	AL1G59660	XP_013588414.1, XP_013628705.1
OG0015254	AL1G59800	XP_013592880.1
OG0015255	AL1G60390	XP_013592402.1
OG0015256	AL1G60470	XP_013630783.1
OG0015257	AL1G60490	XP_013591542.1
OG0015258	AL7G27210	XP_013637303.1
OG0015259	AL1G60740	XP_013592223.1
OG0015260	AL1G60760	XP_013592225.1
OG0015261	AL1G60870	XP_013626143.1
OG0015262	AL1G60900	XP_013624967.1, XP_013588424.1
OG0015263	AL1G60920	XP_013590179.1
OG0015264	AL1G61040	XP_013591776.1
OG0015265	AL1G61090	XP_013588315.1
OG0015266	AL1G61100	XP_013591832.1
OG0015268	AL1G61170	XP_013592705.1
OG0015269	AL1G61210	XP_013588383.1
OG0015270	AL8G18380	XP_013620045.1
OG0015271	AL8G18360	XP_013633882.1
OG0015272	AL8G18070	XP_013637425.1
OG0015273	AL8G17880	XP_013610746.1
OG0015274	AL8G17520	XP_013595962.1
OG0015276	AL4G29270	XP_013636243.1
OG0015277	AL4G29360	XP_013627890.1, XP_013635605.1
OG0015278	AL4G29420	XP_013637244.1
OG0015279	AL4G29430	XP_013637243.1
OG0015280	AL4G29590	XP_013632190.1
OG0015281	AL4G30000	XP_013633810.1
OG0015282	AL4G30050	XP_013630905.1
OG0015283	AL4G30070	XP_013636946.1
OG0015284	AL4G30090	XP_013637498.1
OG0015285	AL4G30260	XP_013627927.1
OG0015286	AL4G30430	XP_013631003.1
OG0015287	AL4G30630	XP_013636447.1
OG0015288	AL5G18670	XP_013616223.1
OG0015289	AL4G31030	XP_013631895.1
OG0015290	AL4G31060	XP_013637090.1
OG0015291	AL4G31070	XP_013637087.1
OG0015292	AL4G31120	XP_013636313.1
OG0015293	AL4G31140	XP_013630903.1
OG0015294	AL4G31150	XP_013636269.1
OG0015295	AL4G31450	XP_013637231.1
OG0015296	AL4G31500	XP_013637292.1
OG0015297	AL4G31550	XP_013636398.1
OG0015298	AL4G31620	XP_013634751.1
OG0015299	AL8G19260	XP_013626271.1
OG0015300	AL4G31890	XP_013631231.1
OG0015301	AL4G32020	XP_013630114.1
OG0015302	AL7G34670	XP_013624367.1
OG0015303	AL7G34770	XP_013637806.1
OG0015304	AL7G34800	XP_013595075.1
OG0015305	AL7G31850, AL7G31780, AL7G34860	XP_013598713.1
OG0015306	AL7G34910	XP_013593289.1, XP_013605233.1
OG0015307	AL7G34940	XP_013609035.1
OG0015308	AL7G34990	XP_013628960.1
OG0015309	AL7G35190	XP_013597274.1
OG0015310	AL7G35420	XP_013601048.1
OG0015311	AL7G35440	XP_013606391.1
OG0015312	AL7G35610	XP_013624267.1
OG0015313	AL7G35660	XP_013597013.1
OG0015314	AL7G35810	XP_013596967.1
OG0015315	AL7G36030	XP_013593878.1
OG0015316	AL7G36120	XP_013593692.1
OG0015317	nbis-gene-1819	XP_013593579.1
OG0015318	AL7G36250	XP_013595067.1
OG0015320	AL7G36310	XP_013596874.1
OG0015321	AL4G16310	XP_013605070.1
OG0015322	AL7G36540	XP_013594006.1
OG0015323	AL7G36810	XP_013596221.1
OG0015324	AL7G36830	XP_013598915.1
OG0015325	AL7G36840	XP_013598916.1, XP_013636680.1
OG0015326	AL7G36960	XP_013597718.1
OG0015327	AL7G37330	XP_013605250.1
OG0015328	AL7G37550	XP_013601739.1
OG0015329	AL7G37580	XP_013605501.1
OG0015330	AL7G44670	XP_013635463.1
OG0015331	AL8G12090	XP_013611677.1
OG0015333	AL5G31400	XP_013604626.1
OG0015334	nbis-gene-1344	XP_013600197.1
OG0015335	AL5G30990	XP_013595717.1
OG0015336	AL5G30840	XP_013583771.1
OG0015337	AL5G30550	XP_013590409.1
OG0015338	AL5G30510	XP_013604545.1
OG0015339	AL5G30490	XP_013620393.1
OG0015340	AL5G30370	XP_013599488.1
OG0015341	AL5G30360	XP_013618844.1
OG0015342	AL5G30230	XP_013594105.1
OG0015343	AL8G26790	XP_013616692.1
OG0015344	AL8G26610	XP_013612792.1
OG0015345	AL8G26560	XP_013613236.1
OG0015346	AL8G26480	XP_013629730.1
OG0015347	AL8G26470	XP_013625774.1
OG0015348	AL8G26330	XP_013622824.1
OG0015349	AL8G26300	XP_013612062.1
OG0015350	AL8G26110	XP_013612568.1
OG0015351	AL8G25880	XP_013622941.1, XP_013606870.1
OG0015352	AL8G25940	XP_013621567.1
OG0015353	AL8G25970	XP_013631157.1
OG0015354	AL64U10010	XP_013629992.1
OG0015355	AL8G25220	XP_013630417.1
OG0015356	AL8G25300	XP_013630640.1
OG0015357	AL8G25280	XP_013613319.1
OG0015358	AL3G44130	XP_013607300.1, XP_013628885.1
OG0015359	AL3G45670	XP_013622945.1
OG0015360	AL3G45720	XP_013615029.1
OG0015361	AL3G45790	XP_013626666.1
OG0015362	AL3G45800	XP_013608939.1
OG0015363	AL3G45650	XP_013626832.1
OG0015364	AL3G45910	XP_013594265.1
OG0015365	AL3G45940	XP_013622125.1
OG0015366	AL3G46080	XP_013623210.1
OG0015367	AL3G46180	XP_013596168.1
OG0015368	AL3G46380	XP_013599295.1
OG0015369	AL3G46560	XP_013610132.1
OG0015370	AL3G46940	XP_013593569.1
OG0015371	AL3G47070	XP_013595792.1
OG0015372	AL3G47080	XP_013605993.1
OG0015373	AL3G47790	XP_013625805.1, XP_013595891.1
OG0015374	AL5G20540	XP_013597898.1
OG0015375	AL3G52530	XP_013622100.1
OG0015376	AL3G52620	XP_013622147.1
OG0015377	AL3G49540	XP_013606055.1
OG0015378	AL3G49570	XP_013593413.1
OG0015379	AL7G29360	XP_013599227.1
OG0015380	AL7G29560	XP_013597885.1
OG0015382	AL7G30560	XP_013619773.1
OG0015383	AL7G30580	XP_013624870.1, XP_013619441.1
OG0015384	AL7G30620	XP_013598611.1
OG0015385	AL7G30790	XP_013626824.1
OG0015386	AL7G31030	XP_013626022.1
OG0015387	AL7G31080	XP_013598507.1
OG0015388	AL7G31530	XP_013621682.1
OG0015389	AL7G34160	XP_013597659.1
OG0015390	AL7G33790	XP_013597751.1
OG0015391	AL7G33600	XP_013598405.1
OG0015392	AL7G33390	XP_013603370.1
OG0015393	AL7G33330	XP_013614806.1
OG0015394	AL7G33280	XP_013635713.1
OG0015395	AL7G33220	XP_013625603.1
OG0015396	AL7G33190	XP_013628406.1
OG0015397	AL7G32950	XP_013598354.1
OG0015398	AL7G32940	XP_013600717.1
OG0015399	AL7G32900	XP_013588421.1
OG0015400	AL7G32820	XP_013602070.1
OG0015401	AL7G32790	XP_013595902.1
OG0015402	AL7G32760	XP_013594413.1
OG0015403	AL7G32750	XP_013617834.1
OG0015404	AL6G32210	XP_013601614.1
OG0015405	AL7G32540	XP_013639178.1
OG0015406	AL7G32530	XP_013637840.1
OG0015408	AL7G32300	XP_013597902.1
OG0015409	AL5G10310	XP_013621399.1
OG0015410	AL7G32150	XP_013590822.1
OG0015411	AL7G32110	XP_013616786.1
OG0015412	AL1G52140	XP_013591229.1
OG0015413	AL7G32020	XP_013607509.1
OG0015414	AL7G34380	XP_013608303.1
OG0015415	AL7G34470	XP_013597471.1
OG0015417	AL6G39820	XP_013618280.1
OG0015418	AL2G11620	XP_013616409.1
OG0015419	AL8G19290	XP_013636701.1
OG0015420	AL8G19100	XP_013611321.1
OG0015421	AL7G38710	XP_013601498.1
OG0015422	AL7G38470	XP_013601461.1
OG0015423	AL7G38200	XP_013617647.1
OG0015424	AL7G38670	XP_013604377.1
OG0015425	AL7G38170	XP_013593659.1
OG0015426	AL7G38030	XP_013601369.1
OG0015427	AL7G37880	XP_013610091.1
OG0015428	AL7G37850	XP_013600330.1
OG0015429	AL7G37700	XP_013619111.1
OG0015430	AL3G10140	XP_013585063.1
OG0015431	AL3G10270	XP_013629399.1
OG0015432	AL3G10290	XP_013586441.1
