Orthogroup	Arabidopsis_lyrata_Rawat	Arabidopsis_arenosa
OG0019769	AL7G32040	jg10369
OG0019770	AL7G32590	jg10417
OG0019771	AL7G38410	jg10988
OG0019772	AL7G40380	jg11198
OG0019773	AL7G50120	jg12580
OG0019774	AL7G48520	jg12723
OG0019775	AL7G47800	jg12784
OG0019776	AL8G19730	jg21188
OG0019777	AL8G21550	jg21403
OG0019778	AL8G22850	jg21548
OG0019779	AL8G25680	jg21809
OG0019780	AL8G26830	jg21935
OG0019782	AL8G28970	jg22152
OG0019783	AL8G32160, AL431U10020	jg22516
OG0019785	AL8G44280	jg23674
OG0019786	AL5G20340	jg188
OG0019787	nbis-gene-645	jg249
OG0019831	AL7G21600	jg9356
OG0019832	AL5G22470	jg14147
OG0019833	AL3G29510	jg25728
OG0019834	AL6G18650	jg4670
OG0019835	AL4G25530	jg18110
OG0019837	AL1G41720	jg31339
OG0019838	AL1G43540	jg31507
OG0019839	AL8G42710	jg23527
OG0019841	AL3G43340	jg27100
OG0019842	AL8G39370	jg23200
OG0019843	AL8G37960	jg23075
OG0019844	AL6G37060	jg6410
OG0019845	AL5G28880	jg14755
OG0019848	AL6G11380	jg3946
OG0019849	AL6G10250	jg3837
OG0019851	AL2G41480	jg3764
OG0019853	AL5G29840	jg14843
OG0019855	AL1G64460	jg33811
OG0019857	AL1G62300	jg33587
OG0019858	AL9U12220	jg11712
OG0019859	AL5G40020	jg15853
OG0019860	AL5G40010	jg15852
OG0019861	AL8G12690	jg20492
OG0019863	AL1G60280	jg33397
OG0019864	AL1G60800	jg33444
OG0019865	AL4G31720	jg18696
OG0019867	AL8G43290	jg33491
OG0019868	AL8G30860	jg1894, jg17813
OG0019870	AL5G42180	jg16053
OG0019871	AL5G41500	jg16004
OG0019872	AL5G40130	jg15864
OG0019873	AL5G40810	jg15931
OG0019874	AL5G40840	jg15935
OG0019875	AL2G26860	jg2363
OG0019876	AL7G33720	jg10556
OG0019878	AL4G36560	jg19129
OG0019879	AL1G59130	jg28210
OG0019881	AL4G43390	jg19792
OG0019882	AL7G26440	jg9803
OG0019884	AL4G39340	jg19414
OG0019885	AL3G11240	jg24006, jg11069
OG0019886	AL3G12880	jg24160
OG0019887	AL3G13820	jg24250
OG0019887	AL3G13010	jg24175
OG0019889	AL3G22470	jg25039
OG0019891	AL3G26510	jg25434
OG0019892	AL6G38170	jg6517
OG0019893	AL3G27020	jg25488
OG0019895	AL3G30640	jg25859
OG0019897	AL3G32410	jg26040
OG0019898	AL3G38410	jg26618
OG0019899	AL1G10520	jg28439
OG0019902	AL1G37820, AL1G37850	jg30973, jg30971
OG0019903	AL5G29690	jg14830
OG0019904	nbis-gene-403	jg829
OG0019906	AL1G56030	jg33014
OG0019907	AL7G10950	jg8372
OG0019908	AL5G17730	jg13588
OG0019910	AL6G33840	jg6106
OG0019911	AL1G37080	jg30901
OG0019912	AL6G43410	jg7293
OG0019913	AL1G13750	jg28733
OG0019914	nbis-gene-80	jg29822
OG0019915	AL1G27710	jg30047
OG0019916	AL1G27920	jg30067, jg30066
OG0019917	AL1G29360	jg30237
OG0019918	AL1G34670	jg30700
OG0019918	AL1G34680	jg30701
OG0019919	AL1G36210	jg30827
OG0019920	AL8G27940	jg31649
OG0019920	AL1G44450	jg31592, jg31594, jg31596
OG0019922	AL1G56870	jg33072
OG0019923	nbis-gene-383	jg670
OG0019924	AL2G15680	jg901
OG0019925	nbis-gene-410	jg904, jg3421
OG0019926	AL1G67130	jg1340
OG0019927	AL1G66630	jg1351
OG0019928	AL1G65420	jg1484
OG0019929	AL1G65190	jg1514
OG0019930	AL2G25090	jg2181
OG0019932	AL3G10720	jg23952
OG0019934	AL3G14640	jg24341
OG0019935	AL3G18050, AL3G18080, AL3G18190	jg24649
OG0019936	AL3G18520	jg24676
OG0019936	AL3G18540, AL3G18530	jg24677
OG0019937	nbis-gene-777	jg26707
OG0019937	nbis-gene-776	jg26706, jg26704, jg26705
OG0019940	AL3G45810	jg27431
OG0019941	nbis-gene-1121	jg19117
OG0019941	AL3G49640	jg27787
OG0019942	AL3G50040	jg27841
OG0019943	AL3G51210	jg27952
OG0019944	AL4G10520	jg16548
OG0019945	AL4G12950	jg16759
OG0019947	AL4G42110	jg19671
OG0019949	AL5G26990	jg19884, jg14576
OG0019950	AL4G47040	jg20160
OG0019951	AL5G11060	jg13001
OG0019952	AL5G13770	jg13197
OG0019953	AL9U11090, AL4G19150, AL5G13790	jg13199
OG0019955	AL8G19520, AL2G22870, nbis-gene-446	jg11514
OG0019955	AL1G57260	jg13996
OG0019956	AL5G21990	jg14083
OG0019957	AL5G22150	jg14115
OG0019958	AL5G23300	jg14236
OG0019959	AL5G25230	jg14420
OG0019960	nbis-gene-1323	jg14634, jg14632
OG0019962	AL5G33240	jg15171
OG0019963	AL5G35630	jg15388
OG0019964	AL5G40090	jg15860
OG0019964	AL5G40060	jg15857
OG0019966	AL5G43190	jg16144
OG0019967	AL5G46040	jg16398, jg16407, jg16391
OG0019968	nbis-gene-1438	jg3996
OG0019968	AL8G24480	jg21701
OG0019969	nbis-gene-1468	jg4309
OG0019970	AL6G21760	jg4943
OG0019971	AL6G33230	jg6032
OG0019972	AL6G35600	jg6273
OG0019973	AL6G40060	jg6706
OG0019974	AL6G41610	jg7207
OG0019975	AL6G42790	jg7225
OG0019976	AL6G46470, AL6G46350, AL6G45960	jg7520
OG0019976	nbis-gene-2072	jg7575
OG0019977	AL6G50330	jg7940
OG0019978	AL6G52590	jg8155
OG0019979	AL7G13380	jg8592
OG0019980	AL7G26620	jg9822
OG0019981	AL7G27180	jg9876
OG0019982	AL7G29470	jg10101
OG0019983	AL7G36680	jg10827
OG0019984	nbis-gene-1852	jg11150
OG0019985	AL7G50270	jg12566
OG0019986	AL8G12840	jg20505
OG0019987	AL144U10030	jg20579
OG0019988	AL8G14850	jg20666
OG0019989	AL797U10010, AL8G17470	jg20927
OG0019991	nbis-gene-2085	jg21731
OG0019992	AL8G25730	jg21813
OG0019993	AL8G25750	jg21816
OG0019994	AL8G26080	jg21857
OG0019995	AL8G29190	jg22186
OG0019997	AL48U10080	jg22841
OG0019998	AL8G37070	jg22987
OG0019999	nbis-gene-1939, nbis-gene-1938	jg221
OG0020047	AL1G44870	jg31642
OG0020049	AL8G38860	jg23158
OG0020052	AL8G30160	jg22296
OG0020055	AL2G41820	jg3796
OG0020058	AL1G61930	jg33550
OG0020059	AL3G44600	jg172
OG0020060	AL4G32840	jg18803
OG0020061	AL9U10050	jg11504
OG0020062	AL2G33100	jg2974
OG0020067	AL8G12340	jg20456
OG0020068	AL5G23890	jg14296
OG0020069	AL1G27900	jg13834
OG0020071	AL9U10410	jg20724
OG0020073	AL5G46310	jg16440
OG0020074	AL5G45530	jg16342
OG0020077	AL5G36670	jg15491
OG0020078	AL3G52810	jg28094
OG0020080	AL6G46010	jg7525
OG0020081	nbis-gene-1902	jg12166
OG0020082	AL4G47670	jg20222
OG0020083	AL4G41370	jg19594
OG0020084	AL7G31880, AL7G31800	jg10351
OG0020084	AL7G31810	jg10353
OG0020085	AL3G14960	jg17148, jg24368
OG0020086	AL3G15260	jg24383
OG0020087	AL3G21280	jg24930
OG0020088	AL3G21850	jg24984
OG0020090	AL3G28430	jg25621
OG0020094	AL3G37820	jg26567
OG0020095	AL5G32010	jg15043
OG0020096	AL1G12040	jg28577
OG0020097	AL1G22440	jg29560
OG0020098	AL1G23430	jg29659
OG0020099	AL1G52120	jg32596, jg32598
OG0020102	AL1G30970	jg30376
OG0020103	AL2G13110	jg641
OG0020106	AL7G13530	jg8602
OG0020109	AL1G15950	jg28948
OG0020114	nbis-gene-233	jg32485
OG0020116	AL2G17330	jg7005, jg6995, jg32672
OG0020117	nbis-gene-256	jg32896
OG0020118	nbis-gene-267	jg33113
OG0020119	AL1G62200	jg33576
OG0020119	AL1G62210	jg33577
OG0020120	nbis-gene-1632	jg7493
OG0020120	nbis-gene-1631	jg33752
OG0020121	AL3G47390	jg14355, jg1052
OG0020122	AL1G65140	jg1511
OG0020123	AL1G65010	jg1531
OG0020124	AL311U10020	jg11000
OG0020124	nbis-gene-1004	jg21634
OG0020124	AL1G67250, AL4G19040	jg13944, jg13748, jg2092, jg11739
OG0020125	AL1G55170, AL4G17300, AL6G22250, AL3G46010, AL2G23370, AL5G20950, AL3G46520	jg3270
OG0020126	AL2G36370	jg3289
OG0020127	AL2G41350	jg3753
OG0020128	AL3G21530	jg24954
OG0020130	nbis-gene-711	jg25656
OG0020131	nbis-gene-898	jg26135, jg27991
OG0020132	AL3G40030, AL3G40020	jg26765
OG0020133	AL3G43180, AL3G43230	jg27087
OG0020133	AL5G35160	jg15352
OG0020134	AL3G45780	jg27427
OG0020135	AL3G46280	jg27487
OG0020137	AL4G13420	jg16805
OG0020139	AL4G16090	jg17034
OG0020140	AL4G19370	jg17374
OG0020141	AL5G42210	jg16056, jg17931
OG0020142	AL4G28910	jg18424
OG0020143	AL883U10020, AL4G37560	jg19229
OG0020144	nbis-gene-1249	jg13702
OG0020146	AL5G27620	jg14637
OG0020147	AL3G39420, AL3G39510, AL3G39400, AL3G39440	jg14923
OG0020148	nbis-gene-75, AL2G38370, AL5G21860, AL6G26090	jg16377, jg6104
OG0020149	AL6G20020	jg4777
OG0020150	AL6G35700	jg6279
OG0020151	AL6G40000	jg6698
OG0020152	AL3G44290	jg6943, jg21159, jg11717, jg11769, jg21230, jg6939
OG0020153	nbis-gene-1609	jg7142, jg7098
OG0020154	AL6G41650	jg7201
OG0020155	AL7G52910	jg7279, jg12447
OG0020156	AL8G35290	jg7568
OG0020157	AL6G53390	jg8234
OG0020158	nbis-gene-1724	jg9016
OG0020159	AL7G46420, AL2G15210, AL2G22980, AL1G48240, AL2G18160, AL7G42180, AL355U10010, AL1046U10010	jg9325
OG0020160	nbis-gene-2227	jg11619
OG0020161	AL7G31670	jg10336
OG0020162	AL9U11400	jg11634
OG0020163	AL7G45310	jg12051
OG0020164	AL7G52720	jg12314
OG0020165	AL7G52180	jg12371
OG0020166	nbis-gene-1916	jg12820
OG0020167	AL8G11430	jg20374
OG0020168	AL8G22240	jg21494, jg21480
OG0020169	nbis-gene-2133	jg22213
OG0020170	AL8G34050	jg22700
OG0020171	AL8G42410	jg23499
OG0020172	AL3G44330	jg274, jg120
OG0020234	AL6G43250	jg7276
OG0020235	AL9U11630	jg11655
OG0020237	AL4G22280	jg17730
OG0020238	nbis-gene-173	jg31448
OG0020239	AL8G38030	jg23080
OG0020240	AL8G36930	jg22976
OG0020242	AL8G34380	jg22734
OG0020244	AL2G41280	jg3747
OG0020245	AL2G38620	jg3503
OG0020246	AL2G36580	jg3307
OG0020247	AL1G64220	jg33780
OG0020249	AL1G61420	jg33508
OG0020250	AL9U10670	jg11563
OG0020251	AL2G32820	jg2947
OG0020252	AL2G33690	jg3029
OG0020253	AL2G34440	jg3108
OG0020254	AL7G49600	jg12643
OG0020257	AL1G57290	jg33108
OG0020258	nbis-gene-538	jg2054
OG0020259	nbis-gene-1807	jg10442
OG0020262	AL5G42420	jg16076
OG0020264	AL3G17430	jg24581
OG0020265	AL5G34150	jg15256
OG0020267	nbis-gene-1171	jg20127
OG0020269	AL5G29620	jg20877
OG0020272	nbis-gene-1092	jg18842
OG0020273	AL7G51230	jg12483
OG0020274	AL4G45130	jg19990
OG0020275	AL4G40890	jg19548
OG0020276	AL3G27850	jg25572
OG0020278	AL5G31800	jg15022
OG0020279	AL1G15090	jg28865
OG0020280	AL1G17880	jg29122
OG0020283	AL2G20080, AL3G53060	jg11789
OG0020283	AL4G20350	jg14102
OG0020284	AL3G52510	jg27687, jg27688
OG0020287	nbis-gene-1770	jg9758
OG0020288	AL4G21050, AL4G21010, AL4G21000, AL4G21020, AL8G27630	jg28777
OG0020289	nbis-gene-97	jg30214
OG0020290	AL2G25340	jg2213
OG0020291	nbis-gene-106	jg30409
OG0020292	AL1G32730	jg30527
OG0020293	AL1G40020	jg31187
OG0020295	AL1G19110, AL6G33070, nbis-gene-1976	jg31868
OG0020300	AL3G41920	jg26922
OG0020301	AL1G52260	jg32610
OG0020302	AL2G32640	jg33338, jg6763, jg6765
OG0020303	AL1G56470	jg33438
OG0020303	AL1G60710	jg33437
OG0020304	AL1G64090	jg33776
OG0020305	AL2G10540	jg401
OG0020306	AL2G12170	jg556
OG0020307	nbis-gene-393, nbis-gene-394	jg780
OG0020307	nbis-gene-396	jg783, jg782
OG0020307	nbis-gene-395	jg781
OG0020310	nbis-gene-11, AL1G45740, nbis-gene-120, AL4G10880	jg1907
OG0020311	AL2G23630	jg2040
OG0020312	AL22U10130	jg2584
OG0020313	AL2G32070	jg2874
OG0020314	AL3G11490, AL3G15100, AL3G15120, AL3G15350	jg24029
OG0020315	AL3G13910	jg24262
OG0020316	AL3G27990	jg14289, jg25586
OG0020317	nbis-gene-2056, AL2G19950, AL1G50240, AL8G17270, AL7G11670, AL1G55600, AL6G41950, AL5G29740, AL8G18820, AL6G34520, AL8G20940, AL3G51040	jg25796
OG0020318	AL1G32510	jg25979, jg11968
OG0020318	nbis-gene-759, nbis-gene-755, nbis-gene-192, nbis-gene-985	jg9251
OG0020319	AL3G36320	jg26434
OG0020322	AL4G10170	jg16511
OG0020323	AL4G12810	jg16841
OG0020325	AL4G17540	jg17191
OG0020326	AL4G32510	jg18770
OG0020327	nbis-gene-1086	jg18780
OG0020328	AL4G41940	jg19657
OG0020329	nbis-gene-877	jg13533, jg4789, jg13814
OG0020329	AL3G51810, AL3G41100	jg4788
OG0020330	AL5G21150	jg13983
OG0020332	AL5G26140	jg14488
OG0020333	AL5G26780	jg14543
OG0020334	AL5G37150	jg15541
OG0020335	AL5G39970	jg15849
OG0020336	AL5G42780	jg16109
OG0020337	AL6G11770	jg3987
OG0020338	nbis-gene-1451	jg4148
OG0020340	AL6G27490	jg5482
OG0020341	AL6G34590	jg6181
OG0020342	AL6G35940	jg6300
OG0020343	AL6G43230	jg7273
OG0020344	AL6G43710	jg7333
OG0020345	AL6G48170	jg7723
OG0020347	AL6G52690	jg8164
OG0020348	AL7G10760	jg8355
OG0020349	AL7G15580	jg8790
OG0020350	AL7G25940	jg9760
OG0020351	AL7G27070	jg9866
OG0020352	AL7G30370	jg10210
OG0020354	nbis-gene-1911	jg12246
OG0020356	nbis-gene-1931	jg12618
OG0020358	nbis-gene-1993	jg20629
OG0020359	AL8G23760	jg21628
OG0020361	AL8G32130	jg22510
OG0020362	AL8G45670	jg23799
OG0020363	AL3G44400	jg130, jg284
OG0020364	nbis-gene-828	jg167
OG0020366	AL6G41210	jg311
OG0020441	AL6G17880	jg4601
OG0020444	AL4G28920	jg18425
OG0020445	AL1G53310	jg32740
OG0020451	AL8G37860	jg23064
OG0020454	AL5G12520	jg13094
OG0020459	AL4G32060	jg18729
OG0020463	nbis-gene-815	jg165
OG0020466	AL7G36110	jg10775
OG0020467	AL3G47770	jg27638
OG0020470	AL8G45160	jg23757
OG0020474	AL6G44510	jg7394
OG0020475	AL4G46900	jg20146
OG0020478	AL4G44800	jg19957
OG0020480	AL288U10030, AL3G12990	jg24170
OG0020481	AL6G44900	jg7436, jg7437
OG0020482	AL5G33180	jg15159
OG0020483	AL1G11150	jg28497
OG0020486	AL1G22080	jg29519
OG0020487	AL4G43940	jg19847
OG0020488	AL1G20160	jg29329
OG0020489	AL2G10850	jg427
OG0020491	AL1G20800, AL1G20650	jg29388
OG0020493	AL1G24760	jg29769
OG0020494	AL7G34130	jg25690
OG0020494	AL4G24430, AL7G49640, AL4G16680	jg30028
OG0020494	nbis-gene-838	jg7205
OG0020495	AL1G37510	jg30945
OG0020496	AL1G38510	jg31039
OG0020499	AL1G44720	jg31624
OG0020500	AL1G46870	jg31913
OG0020503	AL1G60590, AL8G26660, AL5G20400, AL2G23790	jg11013
OG0020503	AL4G17360	jg27043, jg32423
OG0020504	AL1G52030	jg32558
OG0020505	nbis-gene-238	jg32559
OG0020507	AL1G64200, AL1G64450	jg33810
OG0020508	AL2G12420	jg577
OG0020510	AL2G18520	jg1220
OG0020511	AL1G67350	jg1301, jg1305
OG0020511	AL1G67370	jg1302
OG0020512	AL8G36330	jg3705, jg22609
OG0020512	AL7G19100	jg4697
OG0020512	AL20U10070	jg2826
OG0020512	AL8G23300, AL6G30460	jg6361
OG0020514	AL2G38200	jg3466
OG0020515	AL288U10060, AL3G13000	jg4421, jg24171, jg4511
OG0020516	AL3G14170	jg24299
OG0020517	AL3G16450	jg24494
OG0020518	AL3G16700	jg24519
OG0020519	AL3G20810	jg24886
OG0020519	AL7G47420	jg12828
OG0020521	AL3G34810	jg26256
OG0020522	AL3G35470	jg26331
OG0020523	AL22U10030	jg12009
OG0020523	nbis-gene-572, nbis-gene-914, nbis-gene-1590, nbis-gene-1239, nbis-gene-146, nbis-gene-533, nbis-gene-74	jg11663
OG0020524	AL3G35780	jg26363
OG0020527	AL3G53740	jg27978
OG0020528	AL4G10330	jg16531
OG0020529	nbis-gene-933	jg16585
OG0020530	nbis-gene-942	jg16663
OG0020531	AL4G17220	jg17152
OG0020532	nbis-gene-1578, AL6G37970	jg17287
OG0020533	nbis-gene-1026	jg17686
OG0020535	AL4G24010	jg17950, jg17954, jg17958
OG0020536	AL4G29170	jg18448
OG0020537	AL4G33950	jg18904
OG0020538	AL5G11560	jg13044
OG0020539	AL5G14070	jg13216
OG0020539	AL5G14050	jg13215
OG0020540	AL5G16480	jg13456
OG0020541	AL5G21290	jg14006
OG0020542	AL5G21830	jg14065
OG0020542	AL5G21580	jg14040
OG0020543	AL5G23240	jg14229
OG0020544	AL5G24860	jg14391
OG0020545	nbis-gene-1340	jg14892
OG0020546	AL5G31390	jg14980
OG0020546	AL5G31370	jg14978
OG0020549	AL5G41700	jg16012
OG0020550	AL5G45830	jg16373
OG0020551	AL6G10020	jg3804
OG0020553	AL6G15540, AL6G15990	jg4323, jg4302, jg4360, jg4321
OG0020554	AL6G15830	jg4346
OG0020555	AL6G18310	jg4637
OG0020556	AL6G21700	jg4938
OG0020558	AL6G37200	jg6426
OG0020559	AL6G39280	jg6625
OG0020562	AL6G41570	jg7210
OG0020563	AL6G43840	jg7342
OG0020564	AL6G47210	jg7638
OG0020565	AL7G10450	jg8320
OG0020566	AL7G18720	jg9090
OG0020567	AL7G21460	jg9343
OG0020568	AL7G25390	jg9713
OG0020569	AL7G25520	jg9724
OG0020570	AL7G30460	jg10221
OG0020571	AL7G36080	jg10764
OG0020572	AL7G39610	jg11122
OG0020572	AL7G39620	jg11123
OG0020573	AL7G40090	jg11168
OG0020574	AL7G41130	jg11273
OG0020575	AL7G43630	jg11842
OG0020576	AL5G19850, AL4G19480, AL5G18240	jg11916
OG0020577	AL7G46740	jg12256
OG0020579	AL8G11510	jg20380
OG0020580	AL5G29200, AL5G10650, AL7G46820, AL5G17300, AL1G51690, AL2G24520, AL1G45310, AL5G29190, AL6G31980, AL8G23380, AL6G47040	jg21083
OG0020581	AL4G17140	jg21136
OG0020582	AL8G24050	jg21657
OG0020583	AL8G26710	jg21924
OG0020584	nbis-gene-2106	jg21944
OG0020585	AL8G35600	jg22850
OG0020586	AL8G38300	jg23105
OG0020587	AL3G44410	jg285, jg131
OG0020588	AL2G20930	jg144
OG0020675	AL6G20330	jg4811
OG0020680	AL1G49270	jg31732
OG0020685	AL6G50250	jg7853
OG0020691	AL1G57310	jg33110
OG0020692	AL5G28850	jg14752
OG0020694	AL7G33090	jg10466
OG0020696	AL5G43360	jg16163
OG0020701	AL3G48950	jg28121
OG0020702	AL4G37370	jg19211
OG0020703	AL4G19870	jg17513, jg31793, jg17514, jg32751, jg10119
OG0020704	AL6G44970	jg7443
OG0020707	AL7G51080	jg11822
OG0020708	AL7G28200	jg28013
OG0020710	AL3G30380	jg25831
OG0020712	AL3G49070	jg28106, jg28107
OG0020715	AL1G29910	jg30284
OG0020721	AL8G11130	jg20350
OG0020724	AL7G20090	jg9212
OG0020725	nbis-gene-610	jg3438
OG0020728	AL1G20890	jg29397
OG0020729	AL1G20930	jg29401, jg29402
OG0020730	AL1G26520	jg29936
OG0020731	AL1G27990	jg30074
OG0020732	AL1G31280	jg30402
OG0020734	AL3G43850	jg30799
OG0020735	AL1G36220	jg30829
OG0020736	AL1G46730	jg31901
OG0020738	AL1G50420	jg32226
OG0020740	AL2G17300	jg7006, jg6985, jg6996, jg32673
OG0020741	AL1G57730, AL3G43570, AL2G11890, AL5G44730, AL6G42640, AL5G44700, AL1G37540, AL2G11900	jg32792
OG0020742	AL2G10500	jg397
OG0020743	AL2G13840	jg728
OG0020744	nbis-gene-392	jg772
OG0020745	AL2G16050	jg936
OG0020746	AL3G20210	jg1119, jg13966, jg1118
OG0020747	AL6G51560	jg1557, jg27579, jg11532, jg7790
OG0020747	AL7G12390, AL2G27510	jg6140
OG0020748	AL2G24270, AL2G23250	jg2014
OG0020749	AL2G30970, AL239U10020	jg20614
OG0020749	AL2G30960, AL2G30940	jg2757, jg2760
OG0020750	AL3G10410	jg23921
OG0020751	AL3G12340	jg24115
OG0020752	AL3G12500	jg24128
OG0020753	AL3G16030	jg24449
OG0020754	AL3G21290	jg24931
OG0020755	AL3G33440	jg26136
OG0020757	AL1G52170	jg17244, jg17848, jg27515
OG0020757	AL4G18260	jg27514
OG0020759	AL4G19840	jg12853, jg17457, jg17458
OG0020759	AL9U12190	jg11542, jg11543
OG0020760	nbis-gene-863	jg4358
OG0020761	nbis-gene-899	jg28005
OG0020762	nbis-gene-871	jg28176
OG0020763	nbis-gene-911	jg28311
OG0020765	AL4G16810	jg17109
OG0020766	AL4G22550	jg17705
OG0020767	AL8G24350	jg19099, jg19143, jg19103, jg19153, jg19106, jg19147, jg21689
OG0020768	nbis-gene-5	jg19264
OG0020769	AL4G47600	jg20215
OG0020770	AL5G19390	jg13768
OG0020771	AL5G21160	jg13980
OG0020772	AL5G21380	jg14019
OG0020773	AL5G23320	jg14238
OG0020774	AL5G25440	jg14438
OG0020775	AL5G44670	jg16270
OG0020778	AL6G19070	jg4705
OG0020779	AL6G19210	jg4706
OG0020780	nbis-gene-1495	jg4772
OG0020781	AL6G20410	jg4820
OG0020783	AL6G37560	jg6453
OG0020784	AL5G43800	jg6968
OG0020785	AL6G41810	jg7035
OG0020787	AL7G18540, AL7G18620	jg9079
OG0020788	AL7G23960	jg9572
OG0020790	AL7G30400	jg10213
OG0020791	AL7G32240	jg10389
OG0020793	AL7G42290	jg11379
OG0020794	AL7G42560	jg11411, jg11412
OG0020795	AL9U10830	jg11574
OG0020796	AL7G45970	jg12167
OG0020797	AL7G49030	jg12690
OG0020798	AL8G19660	jg21185
OG0020799	AL8G20790	jg21345
OG0020800	AL8G23990	jg21653
OG0020801	AL8G28360, AL8G28340	jg22107, jg22083
OG0020802	AL8G30710	jg22343
OG0020803	AL8G35360	jg22823
OG0020804	AL5G20240	jg244
OG0020889	AL6G25000	jg5247
OG0020890	AL6G24840	jg5232
OG0020893	AL1G43620	jg31520
OG0020898	AL2G37460	jg3395
OG0020905	AL7G34030	jg10582
OG0020910	AL8G45620	jg23796
OG0020914	AL8G18600, AL1G56490, AL4G27380	jg33052, jg2558, jg14156, jg30405, jg2700
OG0020919	nbis-gene-2194	jg851
OG0020924	AL810U10010	jg2284
OG0020928	AL880U10010, AL3G33970	jg26179
OG0020932	AL1G11700	jg28543
OG0020933	AL1G11880	jg28562
OG0020934	AL3G25040	jg25299
OG0020936	nbis-gene-906	jg27678
OG0020938	AL3G43840, AL1G35840	jg30798
OG0020939	nbis-gene-122	jg30679
OG0020945	AL7G11040	jg8380
OG0020947	AL7G18020	jg9028
OG0020949	AL6G48120	jg7719
OG0020949	AL1G10280, AL1G10290	jg28417
OG0020950	AL1G11990	jg28572
OG0020953	AL1G20960	jg29405
OG0020954	AL1G26350	jg29923
OG0020955	AL1G27890	jg30065
OG0020957	AL1G34580	jg30694
OG0020958	AL1G35010	jg30734
OG0020959	AL1G35890	jg30804
OG0020960	AL1G38890	jg31074, jg31066
OG0020961	AL1G39640	jg31146
OG0020963	AL1G38820, AL4G15200, AL1G58960	jg33259
OG0020965	AL6G40270, AL2G12730	jg606
OG0020968	AL2G16140	jg946
OG0020969	AL5G19230, AL7G35330	jg1039
OG0020969	AL6G45140, AL3G45880, AL6G42190	jg301, jg1837
OG0020969	AL6G45130	jg17279
OG0020970	AL7G29810	jg21400
OG0020970	AL6G37730, AL6G37750	jg1079
OG0020971	nbis-gene-326	jg1414
OG0020972	AL1G65590	jg1462
OG0020973	AL3G46780, AL4G14240, AL2G19550, AL5G19250, AL4G14580	jg1548
OG0020974	AL1G64660, AL1G57230	jg1586
OG0020975	AL7G53150, AL7G46910, AL2G24780	jg2156, jg2148
OG0020976	AL2G25280	jg2202
OG0020977	AL2G30950	jg2758
OG0020977	AL832U10020, AL3G25570	jg25349
OG0020978	AL3G16820	jg24532
OG0020979	AL3G19290	jg24749
OG0020980	AL3G21220	jg24924
OG0020981	nbis-gene-701	jg25316
OG0020982	AL3G26480	jg25431
OG0020983	AL1G54610, AL3G28970	jg25674
OG0020984	AL3G41200, AL8G20830	jg12997
OG0020984	AL8G20870, AL1G52560, AL3G41220	jg25891, jg21171
OG0020985	AL628U10010, AL3G40910	jg26864
OG0020986	AL7G43240	jg11477
OG0020986	AL7G43220	jg11475
OG0020987	AL3G39900	jg27150, jg27145, jg27148, jg27634
OG0020987	nbis-gene-304	jg27149, jg27144
OG0020988	AL9U10640, AL4G20970, AL6G41360, AL7G45270	jg27310
OG0020989	nbis-gene-1044	jg16594
OG0020990	nbis-gene-993	jg17183
OG0020991	AL1G43690, AL8G40210, AL7G40370, AL1G45640	jg17407, jg21175
OG0020992	AL4G20240	jg17545
OG0020993	AL4G46600	jg20116
OG0020994	AL5G13510	jg13175
OG0020995	AL6G40820	jg6838
OG0020995	AL6G40900	jg13988
OG0020996	AL4G32360	jg14216
OG0020999	AL5G28910	jg14758
OG0021000	nbis-gene-1358	jg15237
OG0021001	AL5G35650	jg15390
OG0021002	AL5G40880, nbis-gene-1393	jg15933
OG0021004	AL6G13290	jg4118
OG0021006	AL6G26970	jg5434
OG0021008	AL6G38800	jg6786, jg6917, jg6690, jg6789, jg6788, jg6787, jg6691, jg6916, jg6915
OG0021010	AL6G42300	jg7151, jg7090, jg7094
OG0021011	AL6G49570	jg7930
OG0021013	AL7G27370	jg9894
OG0021014	AL7G28920	jg10048
OG0021016	AL7G37730	jg10921
OG0021017	AL7G37830	jg10932
OG0021018	AL7G39640	jg11125
OG0021020	AL7G45390	jg12056
OG0021021	AL7G53000	jg12288, jg12284
OG0021022	AL8G15110	jg20693
OG0021024	AL8G23020	jg21570
OG0021025	AL8G24270	jg21680
OG0021026	AL8G25130	jg21752
OG0021027	nbis-gene-2102	jg21906
OG0021028	AL8G31110, AL231U10010	jg22390
OG0021029	AL8G37980	jg23076
OG0021030	AL8G43400	jg23587, jg23588
OG0021031	AL6G41400, AL9U10730	jg158
OG0021150	AL4G22210	jg17738
OG0021153	AL1G46030	jg31830
OG0021154	AL8G43150	jg23568
OG0021155	nbis-gene-2157	jg22560
OG0021168	AL5G23380	jg11450, jg1759, jg17590, jg14724
OG0021174	AL7G36450	jg10808
OG0021175	AL1G31610	jg30430
OG0021176	AL8G45290	jg23771
OG0021177	AL5G46180	jg16428
OG0021179	AL489U10010	jg13809, jg13813
OG0021181	nbis-gene-788, nbis-gene-787	jg26860
OG0021187	AL1G14780	jg28834
OG0021189	AL1G22280	jg29541
OG0021190	AL1G23400	jg29656
OG0021195	AL163U10010	jg15672
OG0021196	AL1G10160	jg28409
OG0021197	AL6G51920, AL2G38390, AL7G20020, AL4G12870	jg29171, jg3393, jg22597
OG0021198	AL4G10480, AL1G22090	jg29520
OG0021199	nbis-gene-81	jg29823
