Orthogroup	Arabidopsis_lyrata_Rawat	Brassica_rapa
OG0018328	AL8G38750	XP_009151320.1
OG0018329	AL8G38590	XP_009150117.1
OG0018330	AL8G38070	XP_009111990.1
OG0018331	AL8G38020	XP_009111987.1
OG0018332	AL8G37940	XP_018512959.1
OG0018333	AL6G34730	XP_009130113.1
OG0018334	AL6G35430	XP_009150934.1
OG0018335	AL6G35830	XP_009111627.1
OG0018336	AL6G35860	XP_009130068.2
OG0018337	AL6G37300	XP_009151081.1
OG0018338	AL6G37320	XP_009151083.1
OG0018339	AL6G37510	XP_009111672.1
OG0018340	AL6G31000	XP_009126365.1
OG0018341	AL6G31180	XP_009120864.1
OG0018342	AL6G32270	XP_009120777.1
OG0018343	AL8G36100	XP_009120470.1
OG0018344	AL8G35500	XP_033138002.1
OG0018345	AL8G35490	XP_009120425.2
OG0018347	AL8G34890	XP_009120378.1
OG0018348	AL8G34020	XP_033140246.1
OG0018349	AL8G33720	XP_009132111.1
OG0018352	AL8G31940	XP_009132312.1
OG0018353	AL5G29490	XP_018508045.2
OG0018354	AL5G29140	XP_009149739.1
OG0018355	AL6G50400	XP_009111265.1
OG0018356	AL6G17460	XP_009122360.1
OG0018357	AL6G17330	XP_018510730.1
OG0018358	AL6G15140	XP_009122139.1
OG0018359	AL6G14440	XP_009130840.1
OG0018360	AL6G10030	XP_009133583.1
OG0018361	AL6G11680	XP_009125446.1
OG0018362	AL6G11290	XP_009122812.1
OG0018363	AL6G11010	XP_033137560.1
OG0018364	AL6G10860	XP_018512145.1
OG0018366	AL6G10530	XP_009130648.1
OG0018367	AL6G10360	XP_018513126.1
OG0018368	AL6G10090	XP_009130615.1
OG0018369	AL3G19530	XP_009115127.1
OG0018370	AL7G48130	XP_009140081.1
OG0018371	AL7G47950	XP_009125186.1
OG0018372	nbis-gene-625	XP_018508688.1
OG0018373	AL2G41680	XP_009104432.1
OG0018374	AL2G40410	XP_009106697.1
OG0018375	nbis-gene-623	XP_009106663.2
OG0018376	nbis-gene-622	XP_009104536.1
OG0018377	AL2G39860	XP_009128343.1
OG0018378	AL4G42330, AL2G38490	XP_018512331.1
OG0018379	AL2G37850	XP_009106415.1
OG0018380	AL2G37580	XP_009106399.1
OG0018381	AL1G36640	XP_009149824.1
OG0018382	AL2G37380	XP_009106384.1
OG0018383	AL2G37300	XP_018508833.1
OG0018384	AL3G47400	XP_018510988.1
OG0018385	AL2G36480	XP_009106298.1
OG0018386	AL2G36420	XP_009106292.1
OG0018387	AL2G35080	XP_009106173.1
OG0018388	AL2G35040	XP_009104722.1
OG0018389	AL3G50480	XP_009121106.1
OG0018390	AL3G50660	XP_033135700.1
OG0018391	AL1G64490	XP_033132431.1
OG0018392	AL2G22560	XP_009127411.1
OG0018393	AL1G62790	XP_009106941.1
OG0018394	AL1G62720	XP_009147560.1, XP_009147557.1
OG0018395	AL1G62510	XP_009123649.1
OG0018396	AL4G32400	XP_033145131.1
OG0018397	nbis-gene-1084	XP_009133076.1
OG0018398	AL4G32940	XP_033146811.1
OG0018400	AL7G43990	XP_009108059.1
OG0018401	AL7G44300	XP_009124275.1
OG0018403	AL9U12140	XP_009149084.1
OG0018404	AL9U11560	XP_009107669.1
OG0018405	AL7G42990	XP_009139612.2
OG0018406	AL7G42330	XP_009144684.1
OG0018407	AL7G42130	XP_009109568.1
OG0018408	AL7G41960	XP_009139527.1
OG0018409	AL7G41210	XP_009148344.1
OG0018411	AL2G33090	XP_009105993.1
OG0018412	AL2G33330	XP_009127999.1
OG0018413	AL1G40630	XP_009102998.2
OG0018415	AL2G34420	XP_009104755.1
OG0018416	AL2G34590	XP_009128060.1
OG0018417	AL2G34610	XP_009104747.1
OG0018418	AL4G42120	XP_033145839.1
OG0018419	AL2G27740	XP_009127668.1
OG0018420	AL2G28150	XP_018508361.1
OG0018421	AL2G28370	XP_009105471.1
OG0018422	AL7G24180	XP_009144441.1
OG0018424	AL7G23820	XP_009129383.1
OG0018425	nbis-gene-1933	XP_009140224.2
OG0018426	AL7G49990	XP_009150457.1
OG0018427	AL5G22420	XP_009117877.1
OG0018428	AL5G17350	XP_009151915.1
OG0018429	AL5G21770	XP_009123274.1
OG0018430	AL5G17590	XP_009151897.1
OG0018431	AL8G12770	XP_009101564.1
OG0018433	AL8G14090	XP_033136833.1
OG0018434	AL8G14100	XP_009101625.1
OG0018435	AL5G18260	XP_009111602.2
OG0018436	AL1G58470	XP_009147806.1
OG0018437	AL1G58980	XP_009147778.1
OG0018438	AL1G60010	XP_009144868.1
OG0018440	AL1G60450	XP_033132394.1
OG0018441	AL1G60550	XP_033128685.1
OG0018443	AL8G17770	XP_033140626.1
OG0018444	AL4G29900	XP_018512948.1
OG0018445	AL4G31050	XP_033147209.1
OG0018446	AL4G31210	XP_009143692.1
OG0018447	AL4G31510	XP_033146954.1
OG0018448	AL4G31590	XP_009144134.1, XP_009141497.1
OG0018449	AL7G35680	XP_009132000.1
OG0018451	AL7G36370	XP_009136900.1
OG0018452	AL7G36550	XP_033129801.1
OG0018453	AL7G50710	XP_009139907.1
OG0018454	AL7G36610	XP_033129526.1
OG0018455	AL7G36930	XP_033134052.1
OG0018457	AL8G12080	XP_009101521.1
OG0018458	AL5G31170	XP_033136989.1
OG0018459	AL5G30660	XP_033133168.1
OG0018460	AL5G10930	XP_009101317.1, XP_009129196.1
OG0018461	AL5G30350	XP_009115695.1
OG0018462	AL8G26640	XP_033144088.1
OG0018463	AL3G45270	XP_009112241.1
OG0018464	AL3G43970	XP_009123668.1
OG0018465	AL3G45540	XP_009112237.1
OG0018466	AL3G49690	XP_009121183.1
OG0018467	AL7G30700	XP_009137282.1
OG0018468	AL7G31010	XP_009136004.2
OG0018469	AL5G18780	XP_009151824.1
OG0018471	AL3G10570	XP_009134604.2
OG0018472	AL7G33680	XP_009133495.1
OG0018473	AL7G33540	XP_009133712.1
OG0018475	AL7G32800	XP_009137184.1
OG0018476	AL7G34400	XP_009133108.1
OG0018477	AL7G37800	XP_009145326.1
OG0018478	AL7G37590	XP_009108295.1
OG0018479	AL3G10060	XP_009124823.1
OG0018480	AL3G10100	XP_009134569.1
OG0018481	AL3G10120	XP_009124053.1
OG0018482	AL3G10160	XP_033139467.1
OG0018483	AL3G10380	XP_018513299.1
OG0018484	AL3G10420	XP_009134590.1
OG0018485	AL3G10600	XP_009134606.1
OG0018487	AL3G10680	XP_009147438.1
OG0018488	AL8G45170	XP_009103542.1
OG0018489	AL8G45270	XP_033134149.1
OG0018490	AL8G45300	XP_009112285.1
OG0018491	AL8G45440	XP_009112282.1
OG0018495	AL5G45340	XP_009116919.1
OG0018497	AL6G53470	XP_009133969.1
OG0018498	AL5G43870	XP_009116817.2
OG0018499	AL5G43750	XP_009116809.1
OG0018500	AL5G41330	XP_018510052.1
OG0018501	AL5G40970	XP_009104182.1
OG0018502	AL5G40290	XP_009116531.1
OG0018503	AL5G39460	XP_009123678.2
OG0018505	AL5G37790	XP_009104003.1
OG0018506	AL5G37480	XP_009116314.1
OG0018507	AL5G36070	XP_009116193.1
OG0018508	AL5G34750	XP_009139295.2
OG0018509	AL5G34670	XP_009139381.1
OG0018510	AL5G33980	XP_009139435.1
OG0018511	AL5G33560	XP_009115979.1
OG0018512	AL5G33380	XP_009139443.1
OG0018513	AL3G41930	XP_009102399.1
OG0018514	AL3G42360	XP_009112687.1
OG0018515	AL2G24890	XP_009105224.1
OG0018517	AL2G26490	XP_009105328.1
OG0018518	AL2G26570	XP_009127582.1
OG0018519	AL3G53120	XP_009102220.1
OG0018520	AL3G49000	XP_009102181.1
OG0018521	AL4G38990	XP_033145854.1
OG0018522	AL7G44200	XP_009108024.1
OG0018523	AL4G36900, AL4G36920	XP_009143307.1
OG0018524	AL4G35100	XP_033147540.1
OG0018525	AL4G34720, AL68U10020	XP_009143448.1
OG0018526	AL6G46720	XP_009114651.1
OG0018527	AL4G10590	XP_009140275.2
OG0018528	AL4G11870	XP_009140349.1
OG0018529	AL5G21140	XP_009120119.1
OG0018530	AL1G52080	XP_009123046.1
OG0018531	AL1G51060	XP_009123807.1
OG0018532	AL1G49940	XP_009102854.1
OG0018534	AL1G47830	XP_009114795.1
OG0018535	AL6G44080	XP_009134184.1
OG0018536	AL6G45750	XP_009108177.1
OG0018537	AL6G38740	XP_009111722.2
OG0018539	AL6G39350	XP_033129610.1
OG0018540	AL6G39570	XP_009151203.1
OG0018542	AL3G53280	XP_033130430.1
OG0018543	AL3G53720	XP_009117473.1
OG0018544	AL8G21050	XP_009146817.1
OG0018545	AL4G47710	XP_009142480.2
OG0018546	AL4G46350	XP_009142589.2
OG0018547	AL4G44490	XP_009143130.1
OG0018548	AL8G18550	XP_033140627.1
OG0018549	AL3G15190	XP_018509346.1
OG0018550	AL7G42900	XP_009139606.1
OG0018551	AL4G41750	XP_009142910.1
OG0018552	AL4G41620	XP_033148322.1
OG0018553	AL4G41560	XP_009142893.1
OG0018554	AL4G41410	XP_009142875.1
OG0018555	AL4G40160	XP_009142015.1
OG0018556	AL4G40700	XP_009142824.1
OG0018557	AL4G39280	XP_009133479.1, XP_009142737.1
OG0018558	AL3G11330	XP_033148636.1, XP_009147384.3
OG0018559	AL3G11610	XP_009117910.1
OG0018560	nbis-gene-642	XP_009134677.1
OG0018562	AL3G12200	XP_033146785.1
OG0018563	AL3G12280	XP_009147312.1
OG0018564	AL3G12920	XP_009130358.2
OG0018565	AL3G13150	XP_009134728.1
OG0018566	AL3G13220	XP_009130370.1
OG0018567	AL3G13340	XP_009130372.1
OG0018568	AL3G14400	XP_009123991.1
OG0018569	AL3G14550	XP_009123980.1
OG0018570	AL3G14650	XP_009134768.1
OG0018571	AL3G14890	XP_009124196.1
OG0018572	nbis-gene-664	XP_009124081.1
OG0018573	AL3G15840	XP_009147249.1
OG0018574	AL3G16260	XP_009147217.1
OG0018575	AL3G16480	XP_033148210.1
OG0018576	AL3G18110	XP_009134940.1
OG0018577	AL3G18590	XP_033146595.1
OG0018578	AL3G18850	XP_009147065.1
OG0018579	nbis-gene-678	XP_009146977.1
OG0018580	AL9U10860	XP_009139646.1
OG0018581	AL3G20740	XP_009146920.1
OG0018582	AL3G21230	XP_009146882.1
OG0018584	AL7G50740	XP_009139903.1
OG0018585	AL3G23330	XP_009121159.2
OG0018586	AL3G24360	XP_009120404.1
OG0018587	AL3G24450	XP_009146589.1
OG0018588	AL3G24630	XP_009124690.1
OG0018589	AL3G24930	XP_009124726.1
OG0018590	AL3G25050	XP_009124733.1
OG0018591	AL3G25070	XP_009135291.1
OG0018592	AL3G26070	XP_018513123.1
OG0018593	AL3G26720	XP_009146374.1
OG0018594	AL3G27480	XP_009135426.1
OG0018595	AL3G27810	XP_033139929.1
OG0018596	AL3G27940, AL230U10020	XP_009135441.1
OG0018597	AL3G29290	XP_009146084.1
OG0018598	AL3G30090	XP_033147813.1
OG0018599	AL3G31730	XP_009112721.1
OG0018600	nbis-gene-1180	XP_009129246.1
OG0018601	AL3G32570	XP_009145821.1
OG0018603	AL8G12400	XP_033146081.1
OG0018604	AL3G33050	XP_009135643.1, XP_009111657.1
OG0018605	AL3G33060	XP_009145766.1
OG0018606	AL3G33100	XP_009145763.1
OG0018607	AL3G33720	XP_009145689.1
OG0018609	AL8G27100	XP_009119804.1
OG0018610	AL7G50720	XP_009139906.1
OG0018611	nbis-gene-1950	XP_009140210.1
OG0018612	AL8G19890	XP_033129673.1
OG0018613	AL3G35920	XP_018514530.1
OG0018614	AL3G35460	XP_009109600.1, XP_033129909.1
OG0018615	AL5G11050	XP_009127480.1
OG0018617	AL2G19180	XP_009123333.1
OG0018618	AL1G64750	XP_009136136.1
OG0018619	AL6G30300	XP_033138736.1
OG0018620	AL6G29520	XP_009120987.1
OG0018621	AL5G33070	XP_009136675.1
OG0018622	AL5G32750	XP_009136662.1
OG0018623	AL1G10310	XP_033134752.1
OG0018624	AL1G10360	XP_009118848.1
OG0018625	AL1G10370	XP_009118847.1
OG0018627	AL1G13050	XP_009111152.1
OG0018628	nbis-gene-30	XP_009119348.2, XP_033138354.1
OG0018629	AL1G13690	XP_009119330.1
OG0018630	AL1G13710	XP_009119332.1
OG0018631	AL1G14000	XP_009119304.1
OG0018632	AL1G14640	XP_033138189.1
OG0018633	AL1G14760	XP_009119214.1
OG0018634	nbis-gene-1061	XP_018509981.1
OG0018635	AL1G15300	XP_009119154.1
OG0018636	AL1G15720	XP_033138471.1
OG0018637	AL1G16810	XP_033137784.1
OG0018638	AL1G17030	XP_009118465.2
OG0018639	AL1G17280	XP_033138126.1, XP_033138125.1
OG0018641	AL1G17770	XP_018510177.1
OG0018642	AL1G17960	XP_009110924.1
OG0018643	AL1G18370	XP_033128651.1, XP_033133468.1
OG0018644	AL1G18430	XP_009148065.1
OG0018645	AL1G19370	XP_009148152.2
OG0018646	AL1G19660	XP_009148171.1
OG0018647	AL1G19930	XP_009111213.3
OG0018649	nbis-gene-59	XP_009148302.2
OG0018650	AL1G21450	XP_009148402.1
OG0018652	AL1G22370	XP_018509990.1
OG0018653	AL1G22760	XP_009148492.1
OG0018655	AL1G24950	XP_033128737.1
OG0018656	AL1G25440	XP_009123957.1
OG0018657	AL1G26360	XP_009148823.1
OG0018658	AL1G27120	XP_009148892.1
OG0018660	AL1G27630	XP_009148949.1
OG0018661	AL1G27640	XP_009148948.1
OG0018662	AL1G27840	XP_009148960.1
OG0018663	AL1G28680	XP_018510139.1, XP_018515272.1
OG0018664	AL1G29090	XP_009117737.1
OG0018665	AL4G24000	XP_018512415.1
OG0018666	AL1G29320	XP_009117725.2
OG0018667	AL1G29980	XP_009149217.1
OG0018668	AL1G32390	XP_009149451.1
OG0018670	AL1G32990	XP_009103353.2
OG0018671	AL1G33070	XP_009149509.1
OG0018672	AL1G33080	XP_009149510.2
OG0018673	AL1G33130	XP_033128064.1
OG0018674	AL8G19060	XP_009141950.2
OG0018675	AL1G36370	XP_009115595.1
OG0018676	AL1G36410	XP_009115591.1
OG0018677	AL2G31310	XP_009105831.1
OG0018678	AL7G28990	XP_009137876.1
OG0018679	AL1G47370	XP_033136207.1, XP_009151461.1
OG0018680	AL1G58720	XP_009105315.1
OG0018681	nbis-gene-371	XP_033136364.1
OG0018682	AL2G12560	XP_009112988.1
OG0018683	nbis-gene-382	XP_009113034.2
OG0018684	AL2G12860	XP_009113040.1
OG0018685	AL2G13090	XP_009113056.1
OG0018686	AL2G13640	XP_009123366.1
OG0018687	AL2G15660	XP_018510678.2
OG0018688	AL2G16010	XP_009113198.1
OG0018689	AL2G16690	XP_009113259.1
OG0018690	AL2G18470	XP_009113322.1
OG0018691	AL1G66460	XP_009113379.1
OG0018692	AL1G66130	XP_009122978.1
OG0018693	AL7G49450	XP_009140698.1
OG0018694	AL2G10510	XP_009112885.1
OG0018695	AL8G11570	XP_033141451.1
OG0018696	AL8G11100	XP_018515349.1
OG0018697	AL6G48410	XP_033136465.1
OG0018698	AL7G22450	XP_009128483.2
OG0018701	AL1G55310	XP_033146810.1
OG0018702	AL1G55850, AL8G35280	XP_009147926.1
OG0018705	AL1G56050	XP_009107318.1
OG0018706	AL7G10070	XP_033132647.1
OG0018709	AL7G11570	XP_009101863.1
OG0018710	AL7G11870	XP_009109455.1
OG0018711	AL7G12900	XP_009133189.1
OG0018712	AL7G12960	XP_018509247.1
OG0018713	AL7G12990	XP_009138525.1
OG0018714	AL7G13310	XP_009109375.1
OG0018715	nbis-gene-1704	XP_033128250.1
OG0018716	AL7G13650	XP_009137940.1
OG0018717	AL7G13750	XP_009138665.1
OG0018718	AL7G15070	XP_009148401.1
OG0018719	AL7G15220	XP_009149310.1
OG0018721	AL7G15450	XP_009151254.1
OG0018722	AL7G16080	XP_009105444.1
OG0018723	AL7G16370	XP_033134064.1
OG0018724	AL7G16390	XP_009108669.1
OG0018725	AL3G39380	XP_009108749.1
OG0018726	AL7G20130	XP_009138046.1
OG0018728	AL5G27070	XP_033130008.1
OG0018729	AL3G45240, AL3G38390	XP_009106468.1
OG0018730	AL3G38850	XP_009102570.1
OG0018731	AL2G32370	XP_009113590.1
OG0018732	AL2G32290	XP_009104849.1
OG0018733	AL1G36870	XP_009115554.1
OG0018734	AL1G39010	XP_009115399.1
OG0018735	AL6G52230	XP_009134515.1
OG0018736	AL6G53480	XP_009111527.1
OG0018737	AL1G10980	XP_009119694.1
OG0018738	AL1G14790	XP_009119211.1
OG0018740	AL1G16490	XP_009119060.1
OG0018741	AL1G22850	XP_009148500.1
OG0018742	AL1G23460, nbis-gene-76	XP_009118106.2
OG0018743	AL1G35560	XP_033130838.1, XP_009145550.3
OG0018744	AL1G37460	XP_009115509.1
OG0018745	AL1G37630	XP_018510313.1
OG0018746	AL1G38450	XP_009115435.1
OG0018747	AL1G38590	XP_009110055.1
OG0018750	AL1G39610	XP_009115634.1, XP_009110010.1
OG0018751	AL1G39830	XP_009115324.1
OG0018752	AL1G40010	XP_009115301.2
OG0018753	AL1G42310	XP_033133510.1
OG0018755	AL1G51550	XP_009107487.1
OG0018757	AL1G52300	XP_033129238.1
OG0018758	AL1G60340	XP_009147704.1
OG0018762	AL2G15990	XP_009103847.1
OG0018763	AL2G17750	XP_033136176.1
OG0018764	AL1G66690	XP_009113371.1
OG0018766	AL2G19680	XP_009127381.1
OG0018767	AL2G22840	XP_009106895.1
OG0018770	AL2G33950	XP_009106062.1
OG0018771	AL2G37090	XP_033132028.1
OG0018772	AL2G37520	XP_018508786.1
OG0018773	AL2G38930	XP_009106562.1
OG0018774	nbis-gene-620	XP_009106643.1
OG0018775	AL2G39690	XP_009106645.1
OG0018776	AL2G41330	XP_009128446.1
OG0018777	AL2G41450	XP_009106772.2
OG0018780	AL3G24990	XP_009124727.1
OG0018781	AL3G25740	XP_009146460.2
OG0018782	AL3G29380	XP_009107927.1
OG0018783	AL3G32230	XP_009145851.1
OG0018784	AL8G20550, AL300U10010, AL3G39280	XP_009106119.1
OG0018785	AL3G40300	XP_009114578.1
OG0018786	AL3G43750	XP_009102342.1
OG0018788	AL3G45470	XP_018513596.2
OG0018790	AL3G52350	XP_009121222.1
OG0018792	AL3G53040	XP_009150714.1
OG0018793	AL3G53990	XP_018508262.1
OG0018794	AL3G54130	XP_009117463.1
OG0018795	AL4G13180	XP_009140453.1
OG0018796	AL4G13370	XP_033136712.1
OG0018797	AL4G13460	XP_009140465.1
OG0018798	AL4G14190	XP_033136680.1
OG0018799	AL4G15120	XP_009140562.2
OG0018800	AL4G15420	XP_033136675.1
OG0018801	AL4G15740	XP_009117101.1
OG0018804	AL4G20000	XP_009133922.1
OG0018806	AL4G29890	XP_033141974.1
OG0018807	AL4G30290	XP_009141374.2, XP_009143784.1
OG0018808	AL4G32730	XP_009133089.1
OG0018809	AL4G34000	XP_009143489.1
OG0018811	AL4G41960	XP_033145550.1
OG0018812	AL4G46660	XP_033142597.1
OG0018813	AL5G10220	XP_009107130.1
OG0018814	AL5G11820	XP_009129138.1
OG0018815	nbis-gene-1208	XP_009152076.1
OG0018816	AL5G17410	XP_018510181.1, XP_009151910.1
OG0018817	AL5G21240	XP_009123263.1
OG0018819	AL5G24370	XP_009150216.1
OG0018822	AL5G29700	XP_009136519.1
OG0018823	AL5G30900	XP_009136556.1
OG0018824	AL5G31750	XP_009115812.1
OG0018825	AL5G34550	XP_009103876.1, XP_009139386.1
OG0018826	AL5G36200	XP_018510487.1
OG0018827	AL5G37930	XP_009116352.1
OG0018828	AL5G42650	XP_009116725.2
OG0018829	AL5G45110	XP_009117215.1
OG0018830	AL6G16190	XP_009122221.1
OG0018831	AL6G26310	XP_009131466.1
OG0018832	AL6G34500	XP_009136370.1
OG0018833	AL6G35800	XP_009150954.2
OG0018834	AL6G40660	XP_009151255.1
OG0018835	AL6G41770	XP_009134080.1
OG0018836	AL6G41850	XP_009134089.1
OG0018837	AL6G43720	XP_018512453.1
OG0018838	AL6G44090	XP_009134185.1
OG0018839	AL6G45740	XP_009121494.1
OG0018840	AL6G48550	XP_009114521.1
OG0018841	AL6G49270, AL6G49300	XP_009134338.1
OG0018842	nbis-gene-1697, AL7G12220	XP_009129160.1
OG0018843	AL7G13780	XP_009138989.1
OG0018844	AL7G15650	XP_009138371.1
OG0018845	AL7G16400	XP_009108765.1, XP_033144077.1
OG0018847	AL7G24220	XP_009109096.1
OG0018848	AL7G25970	XP_009142911.2
OG0018849	AL7G26060	XP_009142784.1
OG0018850	AL7G26310	XP_009142488.1
OG0018851	AL7G26490	XP_009142336.1
OG0018852	AL7G27250	XP_009139534.1
OG0018853	AL7G28710	XP_009138132.2
OG0018854	AL7G36910	XP_009136861.1
OG0018855	AL7G41030	XP_009148089.3
OG0018856	AL7G42770	XP_009139599.2
OG0018858	AL9U11380	XP_033131297.1
OG0018859	AL7G44680	XP_009108011.1
OG0018860	AL7G46320	XP_009139731.1
OG0018862	AL8G18910	XP_033141272.1
OG0018863	AL8G19120	XP_009113443.1
OG0018865	AL625U10010	XP_009151659.1
OG0018866	AL8G22370	XP_033129762.1
OG0018867	AL8G23980	XP_009134038.1
OG0018868	AL8G24170	XP_009114914.1
OG0018869	AL8G24410	XP_009118891.2
OG0018870	AL8G24880	XP_009132697.1
OG0018871	AL8G25170	XP_009127329.1
OG0018872	AL8G25490	XP_009140871.1
OG0018873	AL8G25860	XP_009127297.1
OG0018874	AL130U10020	XP_018512716.1
OG0018875	AL8G26060	XP_009132587.1
OG0018876	AL8G26220	XP_009127268.1
OG0018877	AL8G26630	XP_009132544.3
OG0018878	AL8G27290	XP_009119816.1
OG0018879	nbis-gene-2122, nbis-gene-2120, nbis-gene-2121	XP_009127144.1
OG0018880	AL8G29380	XP_009132449.1
OG0018881	AL8G41380	XP_009150481.1
OG0018882	AL8G45030	XP_009103524.1
OG0018883	AL8G45490	XP_009112277.1
OG0018885	AL8G44630	XP_033141236.1, XP_033132004.1
OG0018886	AL7G15310	XP_033136252.1
OG0018888	AL6G52180	XP_009111426.1
OG0018890	AL8G33050	XP_033138484.1, XP_009132147.1
OG0018892	AL4G36220	XP_009133311.1
OG0018894	AL2G33590	XP_033131430.1, XP_009128011.1
OG0018912	AL5G27920	XP_009149815.1
OG0018913	AL5G27760	XP_009149828.1
OG0018914	AL5G27340	XP_009149850.2
OG0018915	AL5G11390	XP_009101271.1
OG0018916	AL7G49520	XP_009125135.1
OG0018918	AL6G27940	XP_009131570.1
OG0018919	AL6G26740	XP_009126073.2
OG0018920	AL6G26220	XP_009121582.1
OG0018921	AL6G25200	XP_009121659.1
OG0018922	AL6G23840	XP_009121782.1
OG0018924	AL6G22260	XP_009121934.1
OG0018925	AL6G21400	XP_033140343.1
OG0018926	AL6G20790	XP_009125307.1
OG0018928	AL6G18790	XP_009131059.1
OG0018930	AL7G28370	XP_033133022.1
OG0018931	AL4G20050	XP_009133921.1
OG0018933	AL6G17660	XP_009122346.1
OG0018934	AL4G10630	XP_009141303.2
OG0018935	AL8G15790	XP_009113933.2
OG0018936	AL7G27730	XP_009137522.1
OG0018937	AL7G29120	XP_018515413.1
OG0018938	AL1G41990	XP_033132664.1, XP_033130194.1
OG0018939	AL1G44130	XP_009109608.1
OG0018940	AL1G46430	XP_009114897.1
OG0018941	AL1G46760	XP_009107971.1
OG0018942	AL5G12580	XP_009152224.1
OG0018943	AL5G12860	XP_009152210.1
OG0018945	AL8G44070	XP_018508717.1
OG0018946	AL8G42900	XP_018512187.1
OG0018947	AL8G42160	XP_009130466.1
OG0018948	AL8G40640	XP_009150410.1
OG0018949	AL8G39030	XP_009130204.1
OG0018952	AL8G37110	XP_009120584.1
OG0018953	AL8G36870	XP_009120552.1
OG0018954	AL8G34900	XP_009120377.1
OG0018957	AL8G31390	XP_009120100.1
OG0018958	AL5G28890	XP_009149759.1
OG0018959	AL6G17110	XP_009125669.1
OG0018960	AL6G16310	XP_009122231.1
OG0018961	AL6G15770	XP_009122187.1
OG0018962	AL6G15470	XP_009125608.1
OG0018963	AL6G14920	XP_009130862.1
OG0018964	AL6G14390	XP_033144946.1
OG0018966	AL3G35550	XP_009145476.2
OG0018967	AL6G12060	XP_009125464.1
OG0018968	AL6G11570	XP_009122788.1
OG0018969	AL6G10920	XP_009122847.1
OG0018970	AL6G10310	XP_033139748.1
OG0018971	AL7G48930	XP_033145704.1
OG0018978	AL1G64600	XP_009102017.1
OG0018979	AL1G62930	XP_018509332.1, XP_018514950.1
OG0018980	AL4G32500	XP_009143589.1
OG0018982	AL5G40040	XP_009150860.1
OG0018983	AL8G24030	XP_009118901.1
OG0018985	AL7G40910	XP_009148018.1
OG0018987	AL8G24130	XP_009118898.1
OG0018988	AL8G24120	XP_009134044.2
OG0018989	AL8G24930	XP_033141375.1
OG0018991	AL2G33640	XP_009106039.1
OG0018992	AL2G34200	XP_033131476.1
OG0018993	AL2G34700	XP_009104743.1
OG0018994	AL2G27790	XP_033130287.1
OG0018995	nbis-gene-1764	XP_009129414.1
OG0018997	AL8G25250	XP_009132676.1
OG0018998	AL2G29190	XP_009105674.1
OG0018999	AL185U10030	XP_009101599.1
OG0019001	AL8G14570, AL8G14620	XP_009113885.1
OG0019002	AL1G61140	XP_009147656.1
OG0019003	AL8G18290	XP_009114037.1
OG0019004	AL4G29190	XP_009132935.1
OG0019005	AL4G30350	XP_009141378.2
OG0019006	AL4G30480	XP_009143769.1
OG0019007	AL4G30940	XP_018514527.1, XP_033146335.1
OG0019008	AL7G35380	XP_009132265.1
OG0019009	AL7G35500	XP_018515296.1
OG0019011	AL7G47330	XP_009125205.1
OG0019012	AL7G33070	XP_009134331.2
OG0019013	AL7G32780	XP_009137186.1
OG0019015	nbis-gene-1837	XP_009108266.1
OG0019017	AL1G47020	XP_009114864.1
OG0019018	nbis-gene-195	XP_009107983.1
OG0019019	AL3G10020	XP_009124827.1
OG0019020	AL3G10230	XP_009124051.1
OG0019021	AL8G45040	XP_009103525.1
OG0019023	AL5G38320	XP_009116393.2
OG0019028	AL3G40180	XP_018508893.1
OG0019030	AL3G42490	XP_009136156.1
OG0019031	AL2G26110	XP_009105290.1
OG0019032	AL3G53080	XP_009102215.1
OG0019033	AL4G38650	XP_009133456.1
OG0019035	AL3G25640	XP_009135318.1
OG0019037	AL6G45040	XP_009108210.2
OG0019038	AL6G45210	XP_009128690.1
OG0019039	AL3G53560	XP_009117485.1
OG0019040	AL3G54030	XP_009101986.1
OG0019043	AL4G46300	NP_001288869.1
OG0019044	AL4G44650	XP_009142342.1
OG0019045	AL4G44620	XP_009143143.1
OG0019046	AL4G43890	XP_033148336.1
OG0019049	AL4G41630	XP_009142896.1
OG0019051	AL3G10920	XP_033147382.1
OG0019052	AL3G11620	XP_009117919.1
OG0019053	AL6G27450	XP_009121482.1
OG0019054	AL8G23000	XP_009151304.1
OG0019055	AL3G14630	XP_009124987.1, XP_009134771.1
OG0019058	AL3G17000	XP_009129646.2
OG0019059	AL3G17280	XP_009134889.1
OG0019060	AL3G20920	XP_009123246.1
OG0019062	AL3G23770	XP_033147412.1
OG0019063	AL3G29530	XP_009114674.1
OG0019065	AL3G30900	XP_009145981.1
OG0019066	AL3G34340, AL126U10010	XP_009145621.1
OG0019067	AL5G20490	XP_009151740.1
OG0019068	AL7G52480	XP_009139774.1
OG0019069	AL3G37990	XP_009102629.1
OG0019070	AL3G37690	XP_033144237.1
OG0019071	AL3G37050	XP_009145302.1
OG0019072	AL3G36990	XP_009145305.1
OG0019074	AL1G65400	XP_009113409.1
OG0019075	AL6G30210	XP_009131703.1
OG0019077	AL1G10240	XP_009141701.1
OG0019078	AL1G11260	XP_009118798.1
OG0019079	AL1G12950	XP_033147974.1
OG0019080	AL1G13010	XP_033132602.1
OG0019081	AL1G13460	XP_009119353.1
OG0019083	AL1G14140	XP_009119296.1
OG0019085	AL1G17840	XP_009148012.1
