Orthogroup	Arabidopsis_lyrata_Rawat	Arabidopsis_lyrata_NCBI
OG0018616	AL2G22630	XP_020889693.1
OG0018617	AL2G19180	XP_002886767.1
OG0018618	AL1G64750	XP_020868341.1
OG0018619	AL6G30300	XP_002873920.1
OG0018620	AL6G29520	XP_002873883.1
OG0018621	AL5G33070	XP_002876142.1
OG0018622	AL5G32750	XP_020880637.1
OG0018623	AL1G10310	XP_020868111.1
OG0018624	AL1G10360	XP_002889344.1
OG0018625	AL1G10370	XP_020869420.1
OG0018626	AL1G11620	XP_002892098.1
OG0018627	AL1G13050	XP_002889462.1
OG0018628	nbis-gene-30	XP_002889483.1
OG0018629	AL1G13690	XP_020867265.1
OG0018630	AL1G13710	XP_002892197.1
OG0018631	AL1G14000	XP_020867545.1
OG0018632	AL1G14640	XP_020870541.1
OG0018633	AL1G14760	XP_002892259.2
OG0018634	nbis-gene-1061	XP_020867987.1
OG0018635	AL1G15300	XP_020868613.1
OG0018636	AL1G15720	XP_020869686.1
OG0018637	AL1G16810	XP_020868600.1
OG0018638	AL1G17030	XP_002889628.1
OG0018639	AL1G17280	XP_020866373.1
OG0018641	AL1G17770	XP_020870890.1
OG0018642	AL1G17960	XP_020870228.1
OG0018643	AL1G18370	XP_002889678.2
OG0018644	AL1G18430	XP_002892433.1
OG0018645	AL1G19370	XP_002889724.1
OG0018646	AL1G19660	XP_020867891.1
OG0018647	AL1G19930	XP_002892504.2
OG0018649	nbis-gene-59	XP_002892533.1
OG0018650	AL1G21450	XP_002889820.1
OG0018651	AL8G17370	XP_020883085.1
OG0018652	AL1G22370	XP_002892635.1
OG0018653	AL1G22760	XP_020867506.1
OG0018655	AL1G24950	XP_020870350.1
OG0018656	AL1G25440	XP_002892765.1
OG0018657	AL1G26360	XP_002892809.1
OG0018658	AL1G27120	XP_002892847.1
OG0018660	AL1G27630	XP_002890108.1
OG0018661	AL1G27640	XP_002892871.1
OG0018662	AL1G27840	XP_002892876.1
OG0018663	AL1G28680	XP_002892913.2
OG0018664	AL1G29090	XP_002892929.1
OG0018665	AL4G24000	XP_020885441.1, XP_020879913.1
OG0018666	AL1G29320	XP_020866550.1
OG0018667	AL1G29980	XP_002892961.1
OG0018668	AL1G32390	XP_020870168.1
OG0018669	AL8G23680	XP_020871418.1
OG0018670	AL1G32990	XP_002893090.1
OG0018671	AL1G33070	XP_020869060.1
OG0018672	AL1G33080	XP_002890375.1
OG0018673	AL1G33130	XP_020869054.1
OG0018674	AL8G19060	XP_002863791.1
OG0018675	AL1G36370	XP_020867328.1
OG0018676	AL1G36410	XP_002890539.1
OG0018677	AL2G31310	XP_002887385.1
OG0018678	AL7G28990	XP_020873794.1
OG0018679	AL1G47370	XP_002893752.1
OG0018680	AL1G58720	XP_002891605.1
OG0018681	nbis-gene-371	XP_002886403.1
OG0018682	AL2G12560	XP_020891191.1
OG0018683	nbis-gene-382	XP_002886445.1
OG0018684	AL2G12860	XP_020865598.1
OG0018685	AL2G13090	XP_002886460.1
OG0018686	AL2G13640	XP_020891571.1
OG0018687	AL2G15660	XP_020890053.1
OG0018688	AL2G16010	XP_002886607.1
OG0018689	AL2G16690	XP_020890169.1
OG0018690	AL2G18470	XP_020891506.1
OG0018691	AL1G66460	XP_002891984.1
OG0018692	AL1G66130	XP_002891959.1
OG0018693	AL7G49450	XP_020874706.1
OG0018694	AL2G10510	XP_020891375.1
OG0018695	AL8G11570	XP_002865163.1
OG0018696	AL8G11100	XP_020871862.1
OG0018697	AL6G48410	XP_002874818.1
OG0018698	AL7G22450	XP_020872852.1
OG0018699	AL7G39200	XP_002870191.1
OG0018700	AL1G55160	XP_020869709.1
OG0018701	AL1G55310	XP_020867040.1
OG0018702	AL1G55850	XP_002891469.2
OG0018702	AL8G35280	XP_020879596.1
OG0018703	nbis-gene-260	XP_020869682.1
OG0018704	AL1G55980	XP_002891477.1
OG0018705	AL1G56050	XP_002894164.1
OG0018706	AL7G10070	XP_020872831.1
OG0018707	AL7G10120	XP_002868838.2
OG0018708	AL7G10480	XP_020875571.1
OG0018709	AL7G11570	XP_020872065.1
OG0018710	AL7G11870	XP_002866877.1
OG0018711	AL7G12900	XP_002866932.1
OG0018712	AL7G12960	XP_002866934.1
OG0018713	AL7G12990	XP_020875555.1
OG0018714	AL7G13310	XP_020874623.1
OG0018715	nbis-gene-1704	XP_020873166.1
OG0018716	AL7G13650	XP_002868999.1
OG0018717	AL7G13750	XP_020874495.1
OG0018718	AL7G15070	XP_020875264.1
OG0018719	AL7G15220	XP_002869056.1
OG0018720	AL7G15390	XP_002867059.2
OG0018721	AL7G15450	XP_002869070.1
OG0018722	AL7G16080	XP_020874359.1
OG0018723	AL7G16370	XP_020872044.1
OG0018724	AL7G16390	XP_002869124.1
OG0018725	AL3G39380	XP_002885623.2
OG0018726	AL7G20130	XP_002869309.1
OG0018727	AL8G29340	XP_020873780.1
OG0018727	AL2G20390, AL991U10010	XP_020876695.1, XP_020888022.1
OG0018728	AL5G27070	XP_020879672.1
OG0018730	AL3G38850	XP_002885602.2
OG0018731	AL2G32370	XP_002887446.1
OG0018732	AL2G32290	XP_020889739.1
OG0018733	AL1G36870	XP_002890570.1
OG0018734	AL1G39010	XP_002893385.1
OG0018735	AL6G52230	XP_002874995.1
OG0018736	AL6G53480	XP_002875050.1
OG0018737	AL1G10980	XP_020869446.1
OG0018738	AL1G14790	XP_002892262.1
OG0018740	AL1G16490	XP_020869000.1
OG0018741	AL1G22850	XP_020866624.1
OG0018742	AL1G23460	XP_002892679.1
OG0018742	nbis-gene-76	XP_020867288.1
OG0018743	AL1G35560	XP_020869626.1
OG0018744	AL1G37460	XP_002890590.1
OG0018745	AL1G37630	XP_020867768.1
OG0018746	AL1G38450	XP_020869227.1
OG0018747	AL1G38590	XP_020870952.1
OG0018749	AL1G39430	XP_020868585.1
OG0018750	AL1G39610	XP_020870992.1
OG0018751	AL1G39830	XP_020869603.1
OG0018752	AL1G40010	XP_020867832.1
OG0018753	AL1G42310	XP_002893541.1
OG0018754	AL7G39170	XP_020872127.1, XP_020872110.1, XP_020872118.1, XP_020880694.1, XP_020891418.1, XP_020891391.1
OG0018755	AL1G51550	XP_002893941.1
OG0018757	AL1G52300	XP_002891289.1
OG0018758	AL1G60340	XP_002894363.1
OG0018759	AL1G62660	XP_020869064.1
OG0018759	AL3G53450	XP_020886030.1
OG0018760	AL2G10650	XP_020891473.1
OG0018761	AL2G15280	XP_020890725.1
OG0018762	AL2G15990	XP_020891400.1
OG0018763	AL2G17750	XP_020891620.1
OG0018764	AL1G66690	XP_020869996.1
OG0018765	AL1G66570	XP_002891989.2
OG0018766	AL2G19680	XP_020890914.1
OG0018767	AL2G22840	XP_020889772.1
OG0018768	nbis-gene-562	XP_020891442.1
OG0018770	AL2G33950	XP_002887523.1
OG0018771	AL2G37090	XP_020891483.1
OG0018772	AL2G37520	XP_020890499.1
OG0018773	AL2G38930	XP_020890468.1
OG0018774	nbis-gene-620	XP_002887772.1
OG0018775	AL2G39690	XP_020891709.1
OG0018776	AL2G41330	XP_002887841.1
OG0018777	AL2G41450	XP_020891772.1
OG0018778	nbis-gene-580	XP_020891592.1
OG0018780	AL3G24990	XP_002884954.1
OG0018781	AL3G25740	XP_020888911.1
OG0018782	AL3G29380	XP_020889245.1
OG0018783	AL3G32230	XP_002883154.2
OG0018784	AL8G20550	XP_002863858.2
OG0018784	AL300U10010, AL3G39280	XP_020887266.1
OG0018785	AL3G40300	XP_020888590.1
OG0018786	AL3G43750	XP_020887233.1
OG0018787	AL3G45160	XP_002883791.1
OG0018787	AL3G45190	XP_020887778.1
OG0018788	AL3G45470	XP_002885884.1
OG0018790	AL3G52350	XP_020889524.1
OG0018791	AL8G17650	XP_020877502.1
OG0018791	AL47U10010	XP_020874700.1
OG0018791	AL4G15940	XP_020883037.1
OG0018792	AL3G53040	XP_002886255.1
OG0018793	AL3G53990	XP_020888696.1
OG0018794	AL3G54130	XP_002886313.1
OG0018795	AL4G13180	XP_020885434.1
OG0018796	AL4G13370	XP_002880500.1
OG0018797	AL4G13460	XP_020883630.1
OG0018798	AL4G14190	XP_020884492.1
OG0018799	AL4G15120	XP_020885201.1
OG0018800	AL4G15420	XP_020885717.1
OG0018801	AL4G15740	XP_002878798.1
OG0018804	AL4G20000	XP_020885702.1
OG0018805	AL4G32200, AL4G27870	XP_020884738.1
OG0018806	AL4G29890	XP_002879477.1
OG0018807	AL4G30290	XP_020885700.1
OG0018808	AL4G32730	XP_002881453.1
OG0018809	AL4G34000	XP_002881512.1
OG0018810	AL4G37410	XP_020885571.1
OG0018811	AL4G41960	XP_020884165.1
OG0018812	AL4G46660	XP_020883419.1
OG0018813	AL5G10220	XP_002875066.1
OG0018814	AL5G11820	XP_020881091.1
OG0018815	nbis-gene-1208	XP_020881994.1
OG0018816	AL5G17410	XP_002877081.1
OG0018817	AL5G21240	XP_020880002.1
OG0018818	AL5G23430	XP_020879784.1
OG0018819	AL5G24370	XP_020880436.1
OG0018820	AL5G34780	XP_002876225.1
OG0018821	nbis-gene-1329	XP_020880739.1
OG0018822	AL5G29700	XP_002875993.1
OG0018823	AL5G30900	XP_020882382.1
OG0018824	AL5G31750	XP_020879935.1
OG0018825	AL5G34550	XP_002876215.1
OG0018826	AL5G36200	XP_002878015.1
OG0018827	AL5G37930	XP_020881465.1
OG0018828	AL5G42650	XP_002876552.1
OG0018829	AL5G45110	XP_020882292.1
OG0018830	AL6G16190	XP_002871202.1
OG0018831	AL6G26310	XP_020876609.1
OG0018832	AL6G34500	XP_002872047.1
OG0018833	AL6G35800	XP_020879054.1
OG0018834	AL6G40660	XP_020876245.1
OG0018835	AL6G41770	XP_002872369.1
OG0018836	AL6G41850	XP_002874524.1
OG0018837	AL6G43720	XP_002874600.1
OG0018838	AL6G44090	XP_002874614.1
OG0018839	AL6G45740	XP_020878894.1
OG0018840	AL6G48550	XP_020876496.1
OG0018841	AL6G49270	XP_002874856.1
OG0018841	AL6G49300	XP_002874859.2, XP_020876503.1
OG0018842	nbis-gene-1697, AL7G12220	XP_020872880.1
OG0018843	AL7G13780	XP_020874790.1
OG0018844	AL7G15650	XP_020875519.1
OG0018845	AL7G16400	XP_002869125.1
OG0018847	AL7G24220	XP_020872560.1
OG0018848	AL7G25970	XP_020873788.1
OG0018849	AL7G26060	XP_020873456.1
OG0018850	AL7G26310	XP_020873607.1
OG0018851	AL7G26490	XP_020873446.1
OG0018852	AL7G27250	XP_002867590.1
OG0018853	AL7G28710	XP_002869713.1
OG0018854	AL7G36910	XP_020872216.1
OG0018855	AL7G41030	XP_002868248.1
OG0018856	AL7G42770	XP_002870356.1
OG0018858	AL9U11380	XP_020875764.1
OG0018859	AL7G44680	XP_002870449.1
OG0018860	AL7G46320	XP_002870540.1
OG0018862	AL8G18910	XP_020888527.1
OG0018863	AL8G19120	XP_002863793.1
OG0018864	AL8G19330	XP_002865543.1
OG0018865	AL625U10010	XP_002863045.2
OG0018866	AL8G22370	XP_002863947.1
OG0018867	AL8G23980	XP_002865771.1
OG0018868	AL8G24170	XP_020887281.1
OG0018869	AL8G24410	XP_020891605.1
OG0018870	AL8G24880	XP_020872007.1
OG0018871	AL8G25170	XP_002864090.1
OG0018872	AL8G25490	XP_020871067.1
OG0018873	AL8G25860	XP_002865866.1
OG0018874	AL130U10020	XP_020873069.1
OG0018875	AL8G26060	XP_020871432.1
OG0018876	AL8G26220	XP_020871355.1
OG0018877	AL8G26630	XP_020879163.1
OG0018878	AL8G27290	XP_020889426.1
OG0018879	nbis-gene-2122	XP_002864280.2
OG0018879	nbis-gene-2120	XP_020871624.1
OG0018880	AL8G29380	XP_002864310.1
OG0018881	AL8G41380	XP_002866595.1
OG0018882	AL8G45030	XP_002865063.1
OG0018883	AL8G45490	XP_020871820.1
OG0018885	AL8G44630	XP_002866735.1
OG0018886	AL7G15310	XP_002869061.1
OG0018887	nbis-gene-855	XP_020889290.1, XP_002885969.1
OG0018887	nbis-gene-1783	XP_002869694.1
OG0018888	AL6G52180	XP_002872904.1
OG0018889	AL6G28990	XP_020877773.1
OG0018890	AL8G33050	XP_020878652.1
OG0018892	AL4G36220	XP_020883024.1
OG0018893	AL3G20030	XP_020889296.1
OG0018894	AL2G33590	XP_020891785.1
OG0018912	AL5G27920	XP_002875908.1
OG0018913	AL5G27760	XP_020880372.1
OG0018914	AL5G27340	XP_020880379.1
OG0018915	AL5G11390	XP_002875116.1
OG0018916	AL7G49520	XP_002870713.1
OG0018918	AL6G27940	XP_020877759.1
OG0018919	AL6G26740	XP_020876588.1
OG0018920	AL6G26220	XP_002873720.1
OG0018921	AL6G25200	XP_002873669.1
OG0018922	AL6G23840	XP_020878683.1
OG0018924	AL6G22260	XP_020879446.1
OG0018925	AL6G21400	XP_002873479.1
OG0018926	AL6G20790	XP_002873449.1
OG0018928	AL6G18790	XP_020877031.1
OG0018929	AL6G49700	XP_020876352.1
OG0018930	AL7G28370	XP_020873429.1
OG0018931	AL4G20050	XP_020885677.1
OG0018932	AL4G20160	XP_002879019.1
OG0018933	AL6G17660	XP_002873306.1
OG0018934	AL4G10630	XP_020882742.1
OG0018935	AL8G15790	XP_002865376.1
OG0018936	AL7G27730	XP_020873857.1
OG0018937	AL7G29120	XP_020873251.1
OG0018938	AL1G41990	XP_002890773.1
OG0018939	AL1G44130	XP_020869894.1
OG0018940	AL1G46430	XP_020870216.1
OG0018941	AL1G46760	XP_002890994.1
OG0018942	AL5G12580	XP_020881356.1
OG0018943	AL5G12860	XP_002876870.2
OG0018944	AL5G13410	XP_002875221.2
OG0018945	AL8G44070	XP_002865014.2
OG0018946	AL8G42900	XP_002866665.1
OG0018947	AL8G42160	XP_002864917.1
OG0018948	AL8G40640	XP_002864855.1
OG0018949	AL8G39030	XP_002866479.1
OG0018952	AL8G37110	XP_020871896.1
OG0018953	AL8G36870	XP_002864677.1
OG0018954	AL8G34900	XP_020887592.1
OG0018955	AL8G34830	XP_020871199.1
OG0018956	AL8G26900	XP_020887603.1, XP_020871436.1
OG0018957	AL8G31390	XP_002864411.1
OG0018958	AL5G28890	XP_020881591.1
OG0018959	AL6G17110	XP_020875777.1
OG0018960	AL6G16310	XP_020877583.1
OG0018961	AL6G15770	XP_020875974.1
OG0018962	AL6G15470	XP_020875988.1
OG0018963	AL6G14920	XP_002873194.1
OG0018964	AL6G14390	XP_020879315.1
OG0018965	AL6G13950	XP_020878101.1
OG0018966	AL3G35550	XP_002883307.1
OG0018967	AL6G12060	XP_020877319.1
OG0018968	AL6G11570	XP_002873047.1
OG0018969	AL6G10920	XP_002870935.1
OG0018970	AL6G10310	XP_020876180.1
OG0018971	AL7G48930	XP_002868637.1
OG0018974	AL2G35370	XP_002887594.1
OG0018975	AL8G21930, AL2G19910, AL6G41910, AL5G12720, AL9U11490, AL2G22240	XP_020872346.1, XP_020880673.1
OG0018978	AL1G64600	XP_020867510.1
OG0018979	AL1G62930	XP_002891797.1
OG0018980	AL4G32500	XP_020884562.1
OG0018981	AL5G23700	XP_002875717.1
OG0018982	AL5G40040	XP_002878210.1
OG0018983	AL8G24030	XP_002864028.1
OG0018984	AL9U10520	XP_002863149.1
OG0018985	AL7G40910	XP_020873164.1
OG0018986	AL7G40360	XP_002868216.1
OG0018987	AL8G24130	XP_020877731.1
OG0018988	AL8G24120	XP_002865774.1
OG0018989	AL8G24930	XP_002865822.1
OG0018990	AL2G32590	XP_020890257.1
OG0018991	AL2G33640	XP_020865885.1
OG0018992	AL2G34200	XP_020891466.1
OG0018993	AL2G34700	XP_002888992.1
OG0018994	AL2G27790	XP_020891618.1
OG0018995	nbis-gene-1764	XP_002869485.2
OG0018996	AL8G22230	XP_020886341.1, XP_020866257.1, XP_020880752.1
OG0018997	AL8G25250	XP_002865838.1
OG0018998	AL2G29190	XP_020890157.1
OG0018999	AL185U10030	XP_020872475.1
OG0019000	AL8G14350, AL8G14250	XP_020887713.1
OG0019001	AL8G14570, AL8G14620	XP_020871635.1, XP_002865318.1
OG0019002	AL1G61140	XP_002894404.1
OG0019003	AL8G18290	XP_020871202.1
OG0019004	AL4G29190	XP_002879457.2
OG0019005	AL4G30350	XP_020883005.1
OG0019006	AL4G30480	XP_002881340.1
OG0019007	AL4G30940	XP_002879525.1
OG0019008	AL7G35380	XP_002867972.2
OG0019009	AL7G35500	XP_002870024.1
OG0019011	AL7G47330	XP_020875605.1
OG0019012	AL7G33070	XP_002869909.1
OG0019013	AL7G32780	XP_020872904.1
OG0019015	nbis-gene-1837	XP_020872206.1
OG0019017	AL1G47020	XP_002891007.1
OG0019018	nbis-gene-195	XP_020870376.1
OG0019019	AL3G10020	XP_020886383.1
OG0019020	AL3G10230	XP_002882162.1
OG0019021	AL8G45040	XP_002865064.1
OG0019022	AL5G38760	XP_002878141.1
OG0019023	AL5G38320	XP_002876386.1
OG0019026	AL5G33910	XP_020881392.1
OG0019028	AL3G40180	XP_020886342.1
OG0019029	AL3G42050	XP_002885752.2
OG0019030	AL3G42490	XP_020888180.1
OG0019031	AL2G26110	XP_002888603.1
OG0019032	AL3G53080	XP_020888943.1
OG0019033	AL4G38650	XP_002879890.1
OG0019035	AL3G25640	XP_020888597.1
OG0019037	AL6G45040	XP_020876558.1
OG0019038	AL6G45210	XP_002872545.1
OG0019039	AL3G53560	XP_002884209.1
OG0019040	AL3G54030	XP_002886310.1
OG0019041	AL5G24610	XP_020879601.1
OG0019042	AL3G52770	XP_002886238.1
OG0019043	AL4G46300	XP_002880268.1
OG0019044	AL4G44650	XP_002880181.1
OG0019045	AL4G44620	XP_002882013.2
OG0019046	AL4G43890	XP_002880139.1
OG0019049	AL4G41630	XP_002880015.1
OG0019050	AL4G41280	XP_020882842.1
OG0019050	AL4G41310	XP_020883864.1
OG0019051	AL3G10920	XP_002882185.1
OG0019052	AL3G11620	XP_020886891.1
OG0019053	AL6G27450	XP_020878930.1
OG0019054	AL8G23000	XP_002865731.1
OG0019055	AL3G14630	XP_020887954.1
OG0019056	AL3G15130	XP_020886527.1
OG0019056	AL294U10010	XP_002862603.1
OG0019056	AL3G15340	XP_020886444.1
OG0019058	AL3G17000	XP_020885917.1
OG0019059	AL3G17280	XP_020887543.1
OG0019060	AL3G20920	XP_002884748.1
OG0019061	AL3G22680	XP_002884833.2
OG0019062	AL3G23770	XP_020888263.1
OG0019063	AL3G29530	XP_002885157.1
OG0019064	AL3G29890	XP_002885177.1
OG0019065	AL3G30900	XP_020889087.1
OG0019066	AL3G34340	XP_020888494.1
OG0019066	AL126U10010	XP_002862842.2
OG0019067	AL5G20490	XP_020881554.1
OG0019068	AL7G52480	XP_020874607.1
OG0019069	AL3G37990	XP_020886952.1
OG0019070	AL3G37690	XP_020888847.1
OG0019071	AL3G37050	XP_002885522.1
OG0019072	AL3G36990	XP_020886737.1
OG0019074	AL1G65400	XP_020868219.1
OG0019075	AL6G30210	XP_020878901.1
OG0019076	AL6G30160	XP_020876668.1
OG0019078	AL1G11260	XP_020866678.1
OG0019079	AL1G12950	XP_020866457.1
OG0019080	AL1G13010	XP_002892165.1
OG0019081	AL1G13460	XP_002889479.1
OG0019082	AL1G13660	XP_020870719.1
OG0019083	AL1G14140	XP_020868211.1
OG0019085	AL1G17840	XP_020868754.1
OG0019086	AL1G18700	XP_020867924.1
OG0019087	AL1G20170	XP_002892514.1
OG0019088	AL1G22360	XP_020869013.1
OG0019089	AL1G10880	XP_002889362.1
OG0019090	AL1G24920	XP_020868071.1
OG0019091	AL1G35660	XP_020869719.1
OG0019092	AL1G36580	XP_002890549.1
OG0019093	AL2G30760	XP_002887352.1
OG0019094	AL2G30400	XP_020889808.1
OG0019095	AL1G47730	XP_002893762.1
OG0019096	AL2G13460	XP_020865871.1
OG0019097	AL2G15940	XP_002888127.1
OG0019098	AL2G17190	XP_020890293.1
OG0019099	AL4G29350	XP_020883190.1
OG0019100	AL2G10550	XP_020891530.1
OG0019101	AL1G61440	XP_020867194.1
OG0019102	AL8G11700	XP_020871683.1
OG0019103	AL8G11420	XP_002865154.1
OG0019104	AL8G10460	XP_020871215.1
OG0019105	AL8G10440	XP_020888796.1
OG0019106	AL8G15410	XP_020870932.1
OG0019106	AL8G15450, AL184U10010	XP_002863579.1
OG0019107	AL8G39170	XP_002864785.1
OG0019107	AL8G39160	XP_002864784.1
OG0019108	AL1G55110	XP_002891436.1
OG0019109	AL1G55560	XP_020869735.1
OG0019111	AL7G10940	XP_002868879.1
OG0019112	AL7G16190	XP_020874656.1
OG0019113	AL7G19610	XP_020872423.1
OG0019114	AL7G19230	XP_002867236.1
OG0019115	AL7G17820	XP_002869200.1
OG0019116	AL7G17790	XP_002869199.1
OG0019117	AL7G20920	XP_020875706.1
OG0019119	AL6G53300	XP_020879346.1
OG0019120	AL6G53340	XP_020878795.1
OG0019121	AL4G10200	XP_002880357.1
OG0019122	AL7G24920	XP_020874228.1
OG0019123	AL5G13560	XP_002876897.1
OG0019124	AL1G10180	XP_020869822.1
OG0019125	AL1G12380	XP_002892138.2
OG0019126	AL1G17270	XP_020870848.1
OG0019127	AL1G17480	XP_020866491.1
OG0019128	AL6G39270	XP_020873964.1
OG0019129	AL1G26370	XP_020867994.1
OG0019130	AL1G33800	XP_002893132.1
OG0019131	AL1G35410	XP_002890484.2
OG0019131	AL1G34810	XP_002893180.1
OG0019131	AL1G35390	XP_020870284.1
OG0019132	AL1G38670	XP_002890625.1
OG0019133	AL1G39840	XP_020869602.1
OG0019134	AL1G39970	XP_002893429.1
OG0019135	AL1G40140	XP_002890695.1
OG0019137	AL4G30840	XP_020882898.1
OG0019138	AL1G45930	XP_020866104.1
OG0019139	AL1G63120	XP_002891812.1
OG0019140	AL1G50850	XP_002891209.1
OG0019142	AL1G51200	XP_020866534.1
OG0019143	AL1G51610	XP_002893945.1
OG0019144	AL1G52380	XP_002893991.1
OG0019145	AL1G57610	XP_002891552.1
OG0019146	AL1G63720	XP_002891847.1
OG0019147	AL2G15300	XP_002886561.1
OG0019147	AL2G15310	XP_020890135.1
OG0019147	AL2G15340	XP_020890134.1
OG0019148	AL4G20670	XP_020885141.1
OG0019149	AL1G67100	XP_002891994.2
OG0019150	AL1G66400	XP_020866488.1
OG0019151	AL1G65730	XP_020868291.1
OG0019152	AL1G65270	XP_002894606.1
OG0019153	AL4G16560	XP_002878840.1
OG0019154	AL8G19600	XP_020871362.1
OG0019155	AL2G19150	XP_002888286.1
OG0019158	AL2G23920	XP_002887017.1
OG0019159	AL2G27310	XP_002888664.1
OG0019160	AL2G27900	XP_002888689.1
OG0019161	AL2G32260	XP_020891434.1
OG0019162	AL3G48140	XP_020887807.1
OG0019162	AL2G32270	XP_002887440.1
OG0019163	AL2G32500	XP_002888893.1
OG0019164	AL2G33920	XP_002887521.1
OG0019165	AL2G38700	XP_020891180.1
OG0019165	AL2G38680	XP_002889187.2
OG0019166	AL3G12420	XP_020888490.1
OG0019167	AL3G14880	XP_002884467.1
OG0019168	AL3G18150	XP_020888866.1
OG0019170	AL3G35350	XP_020889387.1
OG0019171	nbis-gene-749	XP_020888905.1
OG0019172	nbis-gene-772	XP_020889297.1
OG0019173	AL3G41830	XP_020888791.1
OG0019173	AL3G45820	XP_002885905.1
OG0019174	AL3G43590	XP_020888436.1
OG0019175	AL3G43960	XP_002885825.1
OG0019176	nbis-gene-961	XP_002878701.2
OG0019176	nbis-gene-962	XP_020883462.1
OG0019177	AL3G44840	XP_002883772.1
OG0019178	AL3G45320	XP_020887926.1
OG0019179	AL3G45960	XP_002883832.1
OG0019180	AL3G48990	XP_002883996.1
OG0019181	AL3G54150	XP_002884229.1
OG0019182	AL4G12260	XP_020884142.1
OG0019183	AL4G14080	XP_020884905.1
OG0019184	AL4G14840	XP_002880581.2
OG0019185	nbis-gene-986	XP_002880661.1
OG0019186	AL4G17400	XP_020883578.1
OG0019187	AL4G17690	XP_020883614.1
OG0019188	AL4G17870	XP_020883968.1
OG0019189	AL4G19980	XP_002880834.1
OG0019190	AL4G30690, AL731U10010	XP_020882824.1, XP_002862304.1
OG0019191	AL4G39060	XP_002879907.2
OG0019192	AL5G10890	XP_020881054.1
OG0019193	AL5G12600	XP_020880948.1
OG0019195	AL5G13420	XP_020881026.1
OG0019197	AL5G18350	XP_002877123.1
OG0019198	AL5G22720	XP_020881180.1
OG0019199	AL5G23690	XP_002877388.1
OG0019200	AL5G24240, AL8G10100	XP_002875736.1
OG0019201	AL5G29640	XP_002875991.1
OG0019202	AL5G30040	XP_020880440.1
OG0019202	AL5G30920	XP_020879885.1
OG0019202	AL5G38740	XP_002876405.1
OG0019203	AL5G33310	XP_002877872.1
OG0019204	AL5G39940	XP_020880565.1
OG0019204	AL5G39950	XP_002878200.1
OG0019205	AL6G18230	XP_002871294.1
OG0019206	AL6G23440	XP_020878576.1
OG0019209	AL6G35250	XP_002874153.1
OG0019210	AL6G35290	XP_002872085.1
OG0019211	AL6G35820	XP_002874187.1
OG0019212	AL6G42420	XP_002872408.1
OG0019213	AL6G43090	XP_002874572.2
OG0019214	AL6G43370	XP_020879260.1
OG0019215	AL6G45190	XP_020876113.1
OG0019216	AL6G53190	XP_002875038.2
OG0019218	AL7G12630	XP_002866920.1
OG0019219	AL7G22200	XP_002869401.1
OG0019220	nbis-gene-1773	XP_020873435.1
OG0019221	AL7G26020	XP_020873698.1
OG0019222	AL7G26280	XP_020873424.1
OG0019223	AL7G26530	XP_020873563.1
OG0019224	AL7G27280	XP_020873813.1
OG0019225	AL7G27690	XP_002869671.1
OG0019226	AL7G28630	XP_002869711.1
OG0019227	AL7G39680	XP_002870213.1
OG0019228	AL7G41990	XP_020874429.1
OG0019229	AL7G42380	XP_020872046.1
OG0019230	AL9U11220	XP_002863277.1
OG0019231	AL9U12160	XP_002863231.2
OG0019232	AL7G46250	XP_020874755.1
OG0019233	AL7G49180	XP_002870690.1
OG0019234	AL7G47830	XP_020875227.1
OG0019236	AL7G47360	XP_002868572.1
OG0019238	AL8G17480	XP_002863688.1
OG0019239	AL8G17540	XP_002865452.2
OG0019240	AL8G18090	XP_002863727.1
OG0019241	AL8G19840	XP_002865570.1
OG0019242	AL8G21780	XP_020871962.1
OG0019243	AL8G22730	XP_020868402.1
OG0019244	AL8G23460	XP_020889280.1
OG0019245	AL8G23540	XP_020869604.1
OG0019246	AL8G24070	XP_002864033.2
OG0019247	AL8G24510, AL8G24520, AL674U10010	XP_020871423.1
OG0019247	AL8G24740	XP_002865811.2
OG0019248	AL8G27170	XP_002864190.1
OG0019249	AL8G35560	XP_020869408.1
OG0019249	AL48U10040	XP_002863036.1
OG0019252	nbis-gene-484	YP_009357271.1
OG0019254	AL8G17430	XP_002863684.1
OG0019256	nbis-gene-1844	XP_002868152.1
OG0019257	AL7G37460	XP_002870115.1
OG0019258	AL6G13570	XP_020879133.1
OG0019259	nbis-gene-1611	XP_002872420.2, XP_002874516.2, XP_002872421.2, XP_020877159.1, XP_020877139.1, XP_020877138.1, XP_020877141.1, XP_020877140.1, XP_020877142.1, XP_020877160.1, XP_020877143.1, XP_002872411.1
OG0019260	AL5G14190	XP_002876923.2
OG0019261	nbis-gene-33	XP_002892233.1
OG0019263	AL1G39160	XP_020870379.1
OG0019264	nbis-gene-259	XP_020870638.1
OG0019265	AL6G44290	XP_020879344.1
OG0019266	AL8G38560	XP_020879859.1
OG0019267	nbis-gene-1029	XP_020885288.1
OG0019268	AL3G18510	XP_020886150.1
OG0019297	AL5G25740	XP_002875800.2
OG0019299	AL6G27870	XP_002871739.1
OG0019300	AL6G26110	XP_002873716.1
OG0019301	AL6G25660	XP_020877569.1
OG0019302	AL6G24820	XP_002871604.1
OG0019303	AL6G20420	XP_002871397.1
OG0019304	AL6G18870	XP_020878147.1
OG0019306	AL4G19600	XP_020884077.1
OG0019307	AL4G24230	XP_020883551.1
