Orthogroup	Camelina_sativa	Conringia_planisiliqua
OG0017533	XP_010508806.1, XP_010505837.1	CP4_g24637_DN3_SP0_c.t1
OG0017535	XP_010445240.1, XP_010442822.1, XP_010482653.1	CP8_g53226_DN3_SP0_c.t1
OG0017536	XP_010517470.1, XP_010508861.1, XP_010505778.1	CP4_g24673_DN3_SP7_c.t1
OG0017537	XP_019101965.1, XP_010508869.1, XP_010507662.1	CP4_g24680_DN3_SP0_c.t1
OG0017538	XP_010505757.1, XP_010517449.1, XP_010508881.1	CP4_g24688_DN3_SP2_c.t1
OG0017540	XP_010505716.1	CP4_g24712_DN3_SP8_c.t1
OG0017541	XP_010505712.1, XP_010508918.1, XP_010517402.1	CP4_g24715_DN3_SP2_c.t1
OG0017542	XP_019102542.1, XP_010507634.1	CP4_g24765_DN3_SP0_c.t1
OG0017543	XP_010517312.1, XP_010508999.1	CP4_g24767_DN3_SP8_c.t1
OG0017546	XP_010517240.1, XP_010505567.1, XP_010509077.1	CP4_g24817_DN3_SP2_c.t1
OG0017547	XP_010505545.1, XP_010517214.1, XP_010509101.1	CP4_g24830_DN3_SP8_c.t1
OG0017548	XP_010505496.1, XP_010509144.1	CP4_g24865_DN3_SP0_c.t1
OG0017550	XP_010505467.1, XP_010517139.1, XP_010509118.1	CP4_g24878_DN2_SP2_c.t1
OG0017551	XP_010509117.1, XP_010517137.1, XP_010505466.1	CP4_g24879_DN3_SP0_c.t1
OG0017554	XP_010509289.1, XP_010517044.1, XP_010505367.1	CP4_g24961_DN3_SP8_c.t1
OG0017555	XP_010517023.1, XP_010509325.1, XP_010505342.1	CP4_g24981_DN3_SP0_c.t1
OG0017556	XP_010455706.1, XP_010422230.1, XP_010433276.1	CP11_g31783_DN1_SP1_c.t1
OG0017557	XP_010455714.1, XP_010422239.1, XP_010433171.1	CP11_g31798_DN3_SP5_c.t1, CP11_g31779_DN3_SP2_c.t1
OG0017558	XP_010455716.1, XP_010422240.1, XP_010455717.1	CP11_g31800_DN3_SP7_c.t1
OG0017559	XP_010433113.1, XP_010455719.1	CP11_g31805_DN3_SP8_c.t1
OG0017560	XP_019084094.1, XP_019098174.1, XP_010468179.1	CP11_g31813_DN2_SP0_c.t1
OG0017561	XP_010433059.1, XP_010496159.1	CP11_g31815_DN3_SP8_c.t1
OG0017562	XP_010455678.1, XP_010433519.1	CP20_g4451_DN3_SP7_c.t1
OG0017563	XP_019095162.1, XP_010460391.1	CP7_g45225_DN3_SP0_c.t1
OG0017564	XP_010429016.1, XP_010472098.1	CP16_g54743_DN2_SP0_c.t1
OG0017565	XP_019094040.1, XP_010416862.1, XP_019085067.1	CP16_g54746_DN3_SP2_c.t1
OG0017566	XP_010429031.1, XP_010416874.1, XP_010472112.1	CP16_g54758_DN3_SP6_c.t1
OG0017567	XP_010431555.1, XP_010416882.1, XP_010472122.1	CP16_g54763_DN3_SP7_c.t1
OG0017568	XP_010416896.1, XP_010472142.1, XP_010429060.1	CP16_g54777_DN3_SP2_c.t1
OG0017569	XP_010416905.1, XP_010429074.1, XP_010472149.1	CP16_g54782_DN3_SP2_c.t1
OG0017570	XP_010429114.1, XP_010416951.1	CP16_g54823_DN3_SP0_c.t1
OG0017571	XP_019085078.1, XP_019083469.1	CP16_g54836_DN2_SP0_c.t1
OG0017572	XP_010429174.1, XP_010472242.1	CP16_g54887_DN3_SP3_c.t1
OG0017573	XP_010429193.1	CP16_g54896_DN3_SP6_c.t1
OG0017574	XP_010429522.1, XP_010417292.1, XP_010472527.1	CP16_g55278_DN3_SP3_c.t1
OG0017575	XP_010472604.1, XP_010429590.1, XP_010417361.1	CP16_g55727_DN3_SP7_c.t1
OG0017576	XP_010417399.1, XP_010429637.1	CP18_g12311_DN3_SP6_c.t1
OG0017577	XP_010429673.1	CP18_g11694_DN3_SP7_c.t1
OG0017578	XP_010417336.1, XP_010429566.1	CP16_g55537_DN3_SP8_c.t1
OG0017579	XP_010461409.1, XP_010479013.1, XP_010500110.1	CP1_g39934_DN3_SP0_c.t1
OG0017580	XP_010478961.1, XP_010500054.1, XP_010461336.1	CP21_g11176_DN3_SP5_c.t1
OG0017581	XP_010500010.1, XP_010478918.1	CP7_g44426_DN3_SP3_c.t1
OG0017582	XP_010478913.1, XP_010461279.1, XP_010500004.1	CP7_g44430_DN3_SP7_c.t1
OG0017583	XP_010463123.1, XP_010499957.2	CP7_g44483_DN3_SP4_c.t1
OG0017584	XP_010461233.2, XP_010499947.1, XP_019094312.1	CP7_g44492_DN3_SP8_c.t1
OG0017586	XP_010478770.1, XP_010499890.1, XP_010461171.1	CP7_g44549_DN3_SP1_c.t1
OG0017587	XP_010461169.1	CP7_g44550_DN3_SP4_c.t1
OG0017588	XP_010436796.1	CP20_g4245_DN3_SP0_c.t1
OG0017589	XP_010436676.1, XP_010422013.1, XP_010455480.1	CP20_g4268_DN3_SP0_c.t1
OG0017590	XP_010436658.1, XP_010455484.1, XP_010422020.1	CP20_g4285_DN3_SP7_c.t1
OG0017591	XP_010436632.1, XP_010455487.1, XP_010422021.1	CP20_g4288_DN3_SP2_c.t1
OG0017592	XP_010434665.1, XP_010455573.1	CP20_g4367_DN3_SP7_c.t1
OG0017593	XP_010455572.1, XP_019089696.1	CP20_g4369_DN3_SP8_c.t1
OG0017594	XP_010454202.1, XP_010420729.1, XP_010492986.1	CP8_g54407_DN3_SP4_c.t1
OG0017595	XP_010455060.1, XP_010493952.1	CP2_g48565_DN2_SP0_c.t1
OG0017597	XP_010494028.1, XP_010421644.1, XP_010455140.1	CP2_g48618_DN3_SP6_c.t1
OG0017598	XP_010494052.1, XP_010455157.1	CP2_g48633_DN3_SP7_c.t1
OG0017599	XP_019096721.1, XP_010416299.1, XP_010467937.1	CP10_g43522_DN3_SP0_c.t1
OG0017600	XP_010489046.1, XP_010467832.1, XP_010415835.1	CP12_g29859_DN3_SP7_c.t1
OG0017601	XP_019092776.1	CP12_g29832_DN3_SP8_c.t1
OG0017602	XP_010467766.1, XP_010490262.1	CP12_g29818_DN2_SP3_c.t1
OG0017603	XP_010488976.2, XP_010467756.1	CP12_g29803_DN3_SP7_c.t1
OG0017604	XP_010507814.1	CP4_g23917_DN3_SP1_c.t1
OG0017605	XP_010507817.1, XP_010506854.1	CP4_g23921_DN3_SP1_c.t1
OG0017606	XP_010518512.1, XP_010506839.1	CP4_g23931_DN3_SP0_c.t1
OG0017607	XP_010518457.1, XP_010507878.1, XP_010506790.1	CP4_g23967_DN2_SP0_c.t1
OG0017609	XP_010507783.1, XP_019102006.1	CP4_g23980_DN3_SP7_c.t1
OG0017610	XP_010512816.1, XP_010518380.1, XP_010506709.1	CP4_g24027_DN3_SP8_c.t1
OG0017611	XP_010512817.1, XP_010518371.1, XP_010506699.1	CP4_g24035_DN3_SP6_c.t1
OG0017612	XP_010508005.1, XP_010518326.1, XP_010506661.1	CP4_g24066_DN3_SP0_c.t1
OG0017613	XP_019100651.1, XP_010508049.1, XP_010518292.1	CP4_g24097_DN3_SP0_c.t1
OG0017614	XP_010506510.1	CP4_g24177_DN3_SP8_c.t1
OG0017615	XP_010506478.1, XP_010508178.1, XP_010518154.2	CP4_g24193_DN3_SP1_c.t1
OG0017616	XP_019099893.1, XP_010518109.1	CP4_g24230_DN3_SP8_c.t1
OG0017617	XP_019089446.1, XP_019086453.1	CP5_g1129_DN3_SP1_c.t1
OG0017618	XP_010508333.1, XP_010506319.1, XP_010518001.1	CP4_g24314_DN3_SP2_c.t1
OG0017619	XP_010506316.1, XP_010508339.1, XP_010517996.1	CP4_g24317_DN3_SP1_c.t1
OG0017620	XP_010508342.1, XP_010517993.1	CP4_g24319_DN3_SP6_c.t1
OG0017621	XP_019100616.1, XP_010508352.1	CP4_g24329_DN3_SP4_c.t1
OG0017622	XP_019100615.1, XP_010517968.1	CP4_g24336_DN3_SP8_c.t1
OG0017623	XP_010467906.1, XP_010489160.1	CP11_g32276_DN3_SP6_c.t1
OG0017624	XP_010506203.1, XP_010517894.1, XP_010508443.1	CP4_g24395_DN3_SP2_c.t1
OG0017626	XP_010508460.1, XP_010515446.1	CP4_g24410_DN3_SP1_c.t1
OG0017627	XP_019082328.1, XP_010506035.1, XP_010508599.1	CP4_g24500_DN3_SP5_c.t1
OG0017628	XP_010517713.1, XP_019099791.1	CP4_g24516_DN3_SP0_c.t1
OG0017629	XP_010508626.1, XP_010413010.1, XP_010506008.1	CP4_g24519_DN2_SP0_c.t1
OG0017630	XP_010505974.1, XP_010508668.1, XP_010517673.1	CP4_g24542_DN3_SP8_c.t1
OG0017631	XP_010494956.1, XP_010484743.1, XP_010441483.1	CP13_g19767_DN3_SP5_c.t1
OG0017632	XP_010463605.1, XP_019099336.1, XP_010485449.1	CP10_g42207_DN2_SP0_c.t1
OG0017633	XP_010463618.1, XP_010459308.1	CP10_g42215_DN3_SP6_c.t1
OG0017634	XP_010467974.1, XP_010417325.1, XP_010489648.1	CP10_g42258_DN2_SP0_c.t1
OG0017635	XP_010502342.1, XP_010485617.1, XP_010463717.1	CP10_g42280_DN3_SP8_c.t1
OG0017637	XP_010512587.1, XP_010468993.1, XP_010413316.1	CP13_g19774_DN2_SP0_c.t1
OG0017639	XP_010463783.1, XP_010485672.1	CP10_g42328_DN3_SP7_c.t1
OG0017640	XP_010510882.1, XP_010463795.1	CP10_g42338_DN3_SP0_c.t1
OG0017641	XP_010512159.1, XP_010463811.1, XP_010485702.1	CP10_g42351_DN3_SP3_c.t1
OG0017642	XP_010463821.1, XP_010512872.1	CP10_g42357_DN3_SP8_c.t1
OG0017643	XP_010444743.1, XP_010484594.1, XP_010464966.1	CP2_g47599_DN2_SP7_c.t1
OG0017644	XP_010416395.1, XP_010485837.1, XP_010463940.1	CP10_g42445_DN3_SP4_c.t1
OG0017645	XP_010418480.1, XP_010463962.1, XP_010489673.1	CP10_g42463_DN3_SP7_c.t1
OG0017646	XP_010472359.1, XP_019083732.1, XP_019085798.1	CP16_g55017_DN3_SP0_c.t1
OG0017647	XP_019100000.1, XP_010485917.1, XP_010464026.1	CP10_g42503_DN3_SP7_c.t1
OG0017649	XP_010427818.1, XP_010464072.1	CP10_g42538_DN3_SP5_c.t1
OG0017650	XP_010435160.1, XP_010486085.1, XP_010464167.1	CP10_g42605_DN3_SP8_c.t1
OG0017651	XP_010464169.1, XP_010435363.1, XP_010486089.1	CP10_g42607_DN3_SP0_c.t1
OG0017652	XP_010462912.1, XP_010501607.1	CP7_g45197_DN3_SP0_c.t1
OG0017653	XP_010486144.1, XP_010439081.1, XP_010464207.1	CP10_g42637_DN3_SP0_c.t1
OG0017654	XP_010486154.1, XP_010440377.1	CP10_g42648_DN3_SP7_c.t1
OG0017655	XP_010486161.1, XP_010441142.1	CP10_g42655_DN3_SP8_c.t1
OG0017656	XP_010464231.1, XP_019093833.1, XP_019096332.1	CP10_g42660_DN3_SP0_c.t1
OG0017658	XP_010486215.1, XP_010464274.1, XP_010445384.1	CP10_g42691_DN3_SP4_c.t1
OG0017659	XP_010486227.1, XP_010464315.1, XP_010446592.1	CP10_g42701_DN3_SP3_c.t1
OG0017660	XP_010464320.1, XP_010449209.1	CP10_g42722_DN3_SP0_c.t1
OG0017661	XP_010464354.1, XP_010486282.1, XP_010451395.1	CP10_g42743_DN3_SP0_c.t1
OG0017662	XP_010451591.1, XP_010486288.1	CP10_g42748_DN3_SP8_c.t1
OG0017663	XP_010456796.1, XP_010464410.1	CP10_g42781_DN3_SP8_c.t1
OG0017664	XP_010493119.1, XP_010420851.1, XP_010454317.1	CP2_g48840_DN3_SP6_c.t1
OG0017665	XP_010464437.1, XP_010486367.1, XP_010459424.1	CP10_g42802_DN3_SP5_c.t1
OG0017667	XP_010464449.1, XP_010486380.1	CP10_g42812_DN3_SP1_c.t1
OG0017668	XP_010486425.1, XP_010464493.1	CP10_g42840_DN3_SP5_c.t1
OG0017670	XP_010466031.1, XP_010486433.1	CP10_g42847_DN3_SP0_c.t1
OG0017671	XP_010467093.1, XP_010488769.1, XP_010412684.1	CP12_g31605_DN3_SP0_c.t1
OG0017672	XP_010486528.1, XP_010464601.1, XP_010473998.1	CP10_g42915_DN3_SP8_c.t1
OG0017673	XP_010475160.1, XP_010464617.1	CP10_g42926_DN3_SP8_c.t1
OG0017674	XP_019096122.1	CP10_g42935_DN1_SP2_c.t1
OG0017675	XP_010476767.1, XP_010486552.1	CP10_g42940_DN3_SP0_c.t1
OG0017676	XP_010480055.1, XP_010464663.1	CP10_g42967_DN3_SP8_c.t1
OG0017677	XP_010464684.1, XP_010486614.1, XP_010481220.1	CP10_g42978_DN3_SP4_c.t1
OG0017678	XP_010481441.1, XP_010464687.1	CP10_g42983_DN3_SP8_c.t1
OG0017679	XP_010464692.1, XP_010486621.1	CP10_g42985_DN2_SP0_c.t1
OG0017680	XP_010486641.1, XP_010464711.1	CP10_g42999_DN3_SP8_c.t1
OG0017681	XP_010486676.1, XP_010464740.1	CP10_g43027_DN3_SP3_c.t1
OG0017682	XP_010491875.1, XP_010464771.1, XP_019096274.1	CP10_g43050_DN3_SP0_c.t1
OG0017683	XP_010464856.1, XP_010486809.2	CP10_g43113_DN3_SP0_c.t1, CP10_g43105_DN1_SP0_c.t1
OG0017684	XP_010465027.1, XP_010486974.1, XP_010499127.1	CP10_g43210_DN3_SP4_c.t1
OG0017685	XP_010465031.1, XP_010499176.1	CP10_g43213_DN3_SP0_c.t1
OG0017686	XP_010487006.1	CP10_g43239_DN3_SP3_c.t1
OG0017687	XP_010500053.1, XP_010465120.1	CP10_g43274_DN3_SP7_c.t1
OG0017688	XP_010500345.1	CP10_g43294_DN3_SP8_c.t1
OG0017689	XP_010465199.1, XP_010500722.1	CP10_g43320_DN3_SP5_c.t1
OG0017690	XP_010465219.1, XP_010501005.1	CP10_g43329_DN3_SP3_c.t1
OG0017691	XP_019097016.1, XP_010465240.2, XP_010501153.1	CP10_g43338_DN1_SP0_c.t1
OG0017692	XP_010465244.1, XP_010487152.1, XP_010501173.1	CP10_g43341_DN3_SP2_c.t1
OG0017694	XP_010487196.1, XP_010501618.1, XP_010465291.1	CP10_g43377_DN3_SP0_c.t1
OG0017695	XP_010419150.1, XP_010465324.1, XP_010487231.1	CP10_g43408_DN2_SP0_c.t1
OG0017696	XP_010487256.1, XP_010501957.1, XP_010465349.1	CP10_g43428_DN3_SP8_c.t1
OG0017697	XP_010487257.1, XP_010465348.1, XP_010501973.1	CP10_g43429_DN3_SP0_c.t1
OG0017698	XP_010467179.1, XP_019089021.1, XP_010488840.1	CP15_g35543_DN3_SP0_c.t1
OG0017699	XP_019092605.1, XP_010487320.1	CP10_g43471_DN3_SP2_c.t1
OG0017702	XP_010465465.1, XP_010487334.1	CP10_g43483_DN3_SP8_c.t1
OG0017703	XP_019100772.1, XP_010489843.1, XP_010465485.1	CP10_g43498_DN2_SP0_c.t1
OG0017705	XP_010487387.1, XP_019092229.1, XP_019102052.1	CP12_g29900_DN3_SP0_c.t1
OG0017706	XP_010465535.1, XP_010503247.1, XP_010487390.1	CP12_g29903_DN3_SP0_c.t1
OG0017707	XP_019102165.1, XP_019096245.1, XP_019092626.1	CP12_g29968_DN3_SP0_c.t1
OG0017708	XP_010504084.1, XP_010487483.1	CP12_g29982_DN3_SP8_c.t1
OG0017710	XP_010465702.1, XP_010419414.1, XP_010487545.1	CP12_g30024_DN3_SP8_c.t1
OG0017711	XP_010465806.1, XP_010505568.1, XP_010487645.1	CP12_g30093_DN3_SP8_c.t1
OG0017712	XP_010487687.1, XP_010506064.1	CP12_g30122_DN3_SP6_c.t1
OG0017713	XP_010433556.1, XP_010451179.2, XP_019088486.1	CP19_g18032_DN2_SP0_c.t1
OG0017714	XP_019092499.1, XP_019096717.1, XP_019096306.1	CP12_g30208_DN2_SP0_c.t1
OG0017715	XP_010489949.1, XP_010468301.1, XP_010507919.1	CP12_g30315_DN2_SP0_c.t1
OG0017716	XP_010507938.1, XP_019092411.1	CP12_g30318_DN3_SP8_c.t1
OG0017717	XP_010507957.1, XP_010466131.1	CP12_g30319_DN3_SP2_c.t1
OG0017718	XP_010475124.1	CP1_g36614_DN3_SP8_c.t1
OG0017719	XP_010487932.1, XP_010466142.1	CP12_g30325_DN3_SP7_c.t1
OG0017720	XP_010435402.1, XP_010450355.1	CP5_g2507_DN3_SP8_c.t1
OG0017721	XP_010509356.1, XP_010488066.1	CP12_g30434_DN3_SP7_c.t1
OG0017722	XP_010482656.1, XP_010445268.1, XP_010442823.1	CP8_g53229_DN2_SP0_c.t1
OG0017723	XP_010441100.1, XP_010497457.1	CP5_g1474_DN3_SP0_c.t1
OG0017724	XP_010435843.1, XP_010450764.2, XP_010441095.1	CP5_g1493_DN3_SP5_c.t1
OG0017725	XP_010435877.1, XP_010441073.1, XP_010450796.1	CP5_g1524_DN3_SP0_c.t1
OG0017726	XP_010450813.1, XP_010441060.1, XP_010435892.1	CP5_g1535_DN3_SP8_c.t1
OG0017727	XP_010450907.1, XP_010435748.1	CP5_g1637_DN3_SP6_c.t1
OG0017728	XP_010435747.1	CP5_g1638_DN3_SP8_c.t1
OG0017729	XP_010440879.1, XP_010450525.1	CP5_g1737_DN3_SP7_c.t1
OG0017730	XP_010435601.1, XP_010440877.1, XP_010436722.2	CP5_g1740_DN3_SP3_c.t1
OG0017731	XP_010440876.1, XP_010450521.1, XP_010435599.1	CP5_g1758_DN3_SP8_c.t1
OG0017732	XP_010450514.1, XP_010440869.1	CP5_g1787_DN2_SP0_c.t1
OG0017733	XP_010440830.1, XP_010450478.1, XP_010435553.1	CP5_g1829_DN3_SP6_c.t1
OG0017736	XP_010468409.1, XP_010421448.1, XP_010488369.1	CP12_g30680_DN3_SP0_c.t1
OG0017737	XP_010466627.1, XP_010512117.1, XP_010488357.1	CP12_g30672_DN3_SP8_c.t1
OG0017738	XP_010466595.1	CP12_g30658_DN3_SP0_c.t1
OG0017740	XP_019092877.1, XP_019097037.1, XP_019083019.1	CP12_g30584_DN3_SP5_c.t1
OG0017743	XP_010477247.1, XP_010498448.1	CP7_g45743_DN3_SP5_c.t1
OG0017744	XP_010466383.1, XP_019096949.1	CP12_g30504_DN3_SP1_c.t1
OG0017745	XP_010466366.1, XP_010510082.1	CP12_g30486_DN3_SP8_c.t1
OG0017746	XP_010438215.1, XP_010447764.1, XP_010433026.1	CP5_g992_DN3_SP0_c.t1
OG0017747	NP_001289917.1, NP_001289919.1	CP5_g993_DN3_SP8_c.t1
OG0017748	XP_010447770.1, XP_010433029.1	CP5_g996_DN3_SP8_c.t1
OG0017749	XP_019089314.1, XP_010438220.1	CP5_g997_DN3_SP0_c.t1
OG0017750	XP_010438227.1	CP5_g1004_DN3_SP0_c.t1
OG0017751	XP_010436336.1, XP_010438235.1, XP_010451112.1	CP5_g1009_DN3_SP0_c.t1
OG0017752	XP_010444023.1, XP_010457906.1	CP2_g48115_DN3_SP0_c.t1
OG0017753	XP_010470506.1, XP_010415177.1	CP9_g28175_DN3_SP8_c.t1
OG0017754	XP_010415108.1, XP_010470444.1, XP_010511114.1	CP9_g28047_DN3_SP8_c.t1
OG0017755	XP_010415100.1, XP_010496066.1	CP9_g27888_DN3_SP7_c.t1
OG0017757	XP_010415062.1, XP_010496214.1	CP9_g27640_DN3_SP1_c.t1
OG0017759	XP_010470422.1, XP_010511437.1	CP9_g27757_DN3_SP6_c.t1
OG0017760	XP_010443100.1, XP_010482916.1, XP_010448918.1	CP8_g53472_DN3_SP8_c.t1
OG0017761	XP_010414899.1, XP_010470347.1, XP_010511194.1	CP35_g52107_DN1_SP0_c.t1
OG0017762	XP_010470348.1, XP_010414901.1, XP_010511195.1	CP35_g52128_DN2_SP0_c.t1
OG0017763	XP_010511213.1, XP_010414921.1	CP2_g50391_DN3_SP7_c.t1
OG0017764	XP_019094818.1, XP_019100895.1	CP181_g11320_DN3_SP0_c.t1
OG0017765	XP_010420688.1, XP_010492940.1, XP_010454165.2	CP8_g54435_DN3_SP0_c.t1
OG0017766	XP_010492931.1, XP_010454142.1	CP8_g54448_DN2_SP5_c.t1
OG0017767	XP_010492871.1, XP_010420629.1	CP8_g54482_DN3_SP7_c.t1
OG0017768	XP_010420567.1, XP_010454048.1, XP_010492826.1	CP8_g54510_DN3_SP7_c.t1
OG0017769	XP_010442425.1, XP_010440804.1, XP_010482239.1	CP2_g48676_DN2_SP0_c.t1
OG0017770	XP_010455192.1, XP_010494108.1	CP2_g48660_DN3_SP7_c.t1
OG0017771	XP_010442268.1, XP_010493668.1	CP2_g48783_DN3_SP8_c.t1
OG0017772	XP_010489119.1, XP_010416557.1	CP10_g43537_DN3_SP7_c.t1
OG0017773	XP_010503942.1, XP_010515666.1, XP_010426820.1	CP3_g14152_DN3_SP4_c.t1
OG0017774	XP_010503916.1, XP_010515648.1	CP3_g14168_DN3_SP7_c.t1
OG0017776	XP_010426667.1, XP_010515519.1, XP_010503808.1	CP3_g14243_DN3_SP0_c.t1
OG0017777	XP_010479321.1, XP_019098226.1	CP1_g36399_DN3_SP5_c.t1
OG0017778	XP_010496700.1, XP_019098225.1, XP_010496465.1, XP_019098227.1, XP_010479355.1	CP1_g36405_DN3_SP7_c.t1
OG0017779	XP_010497224.1, XP_010501268.1	CP1_g36412_DN1_SP0_c.t1
OG0017780	XP_010474814.1, XP_010457071.1, XP_010479691.1	CP1_g36432_DN3_SP0_c.t1
OG0017782	XP_010474793.1, XP_010479865.1	CP1_g36442_DN3_SP8_c.t1
OG0017783	XP_010484990.1, XP_010440964.1	CP16_g54884_DN3_SP1_c.t1
OG0017784	XP_010457206.1, XP_010474647.1, XP_010480887.1	CP1_g36535_DN3_SP7_c.t1
OG0017785	XP_010480914.1, XP_010474650.1	CP1_g36540_DN2_SP0_c.t1
OG0017786	XP_010474937.1, XP_010457324.1, XP_010481683.1	CP1_g36748_DN3_SP3_c.t1
OG0017787	XP_010480330.1, XP_010462547.1	CP1_g36738_DN3_SP0_c.t1
OG0017788	XP_010474998.1, XP_010457381.1, XP_010482422.1	CP1_g36706_DN3_SP8_c.t1
OG0017789	XP_010457421.1, XP_010482929.1, XP_010475033.1	CP1_g36678_DN3_SP2_c.t1
OG0017790	XP_010457422.1, XP_010475034.1	CP1_g36677_DN3_SP1_c.t1
OG0017791	XP_010475052.1, XP_019098781.1, XP_010457442.1	CP1_g36668_DN3_SP0_c.t1
OG0017792	XP_010457446.1, XP_010475057.1	CP1_g36665_DN3_SP2_c.t1
OG0017793	XP_010457454.1, XP_019094188.1, XP_019098808.1	CP1_g36658_DN3_SP8_c.t1
OG0017795	XP_010475151.1, XP_010484317.1	CP1_g36593_DN1_SP1_c.t1
OG0017796	XP_010484523.1, XP_010475174.1, XP_010457569.1	CP1_g36575_DN3_SP2_c.t1
OG0017798	XP_010442235.1, XP_010482064.1, XP_010493625.1	CP2_g48810_DN3_SP4_c.t1
OG0017799	XP_019094902.1, XP_010457618.2, XP_010484909.1	CP1_g36825_DN3_SP0_c.t1
OG0017800	XP_010484941.1, XP_010457624.1, XP_010475232.1	CP1_g36831_DN3_SP5_c.t1
OG0017801	XP_010475265.1, XP_010485095.1	CP1_g36851_DN3_SP2_c.t1
OG0017802	XP_010475281.1, XP_010485204.1	CP1_g36863_DN3_SP0_c.t1
OG0017803	XP_010485389.1, XP_010475303.1, XP_010457689.1	CP1_g36877_DN1_SP0_c.t1
OG0017804	XP_010475312.1, XP_019095032.1, XP_010457705.2	CP1_g36885_DN3_SP2_c.t1
OG0017805	XP_010485776.1, XP_010457719.1	CP1_g36895_DN2_SP0_c.t1
OG0017807	XP_010485891.1, XP_010457750.1	CP1_g36914_DN3_SP7_c.t1
OG0017808	XP_010475362.1, XP_010457760.1, XP_010485988.1	CP1_g36922_DN3_SP6_c.t1
OG0017810	XP_019091692.1	CP1_g37007_DN3_SP0_c.t1
OG0017812	XP_010457970.1, XP_010487902.1, XP_010475541.1	CP1_g37061_DN3_SP1_c.t1
OG0017813	XP_019091605.1, XP_019095168.1	CP1_g37068_DN3_SP2_c.t1
OG0017814	XP_010475563.1, XP_010488082.1	CP1_g37070_DN3_SP8_c.t1
OG0017815	XP_010488746.1, XP_010475627.1	CP1_g37116_DN3_SP1_c.t1
OG0017816	XP_010444963.1, XP_010496792.1, XP_010442778.1	CP8_g53202_DN3_SP8_c.t1
OG0017817	XP_010488892.1, XP_010458083.1	CP1_g37126_DN3_SP5_c.t1
OG0017819	XP_010489709.1, XP_010458181.1	CP1_g37190_DN3_SP8_c.t1
OG0017820	XP_010489849.1, XP_010458201.1, XP_010475751.1	CP1_g37202_DN3_SP4_c.t1
OG0017821	XP_010475756.1, XP_010458209.1	CP1_g37207_DN3_SP8_c.t1
OG0017822	XP_010475759.1	CP1_g37209_DN3_SP8_c.t1
OG0017823	XP_010480397.1, XP_010462605.1, XP_010501393.1	CP1_g37215_DN3_SP0_c.t1
OG0017824	XP_010475774.1, XP_010458221.1	CP1_g37219_DN3_SP4_c.t1
OG0017825	XP_010489999.1, XP_010458227.1, XP_010475778.1	CP1_g37223_DN3_SP3_c.t1
OG0017826	XP_010458290.1, XP_010475835.1	CP1_g37267_DN1_SP0_c.t1
OG0017827	XP_010475880.1, XP_010458354.1	CP1_g37304_DN3_SP8_c.t1
OG0017828	XP_010490908.1, XP_010475892.1, XP_010458373.1	CP1_g37319_DN3_SP8_c.t1
OG0017829	XP_010475900.1, XP_010491046.1	CP1_g37327_DN3_SP8_c.t1
OG0017830	XP_010475971.1, XP_010491860.1	CP1_g37374_DN3_SP8_c.t1
OG0017831	XP_010480421.1, XP_019095178.1, XP_010458441.1	CP1_g37378_DN3_SP0_c.t1
OG0017832	XP_010475961.1, XP_010458447.1	CP1_g37382_DN3_SP8_c.t1
OG0017833	XP_010492025.1, XP_010458450.1, XP_010475957.1	CP1_g37385_DN3_SP7_c.t1
OG0017834	XP_010458477.1, XP_010475985.1, XP_010492201.1	CP1_g37396_DN3_SP6_c.t1
OG0017835	XP_010458527.1, XP_010476057.1, XP_010492698.1	CP1_g37431_DN1_SP0_c.t1
OG0017836	XP_010412646.1, XP_010476074.1, XP_010492899.1, XP_010458547.1	CP1_g37446_DN3_SP0_c.t1
OG0017837	XP_010458570.1, XP_010476096.1, XP_010493089.1	CP1_g37460_DN3_SP7_c.t1
OG0017840	XP_010495179.1, XP_010458779.1, XP_010476324.1	CP1_g37629_DN3_SP4_c.t1
OG0017841	XP_010472503.1, XP_010417248.1	CP16_g55190_DN3_SP0_c.t1
OG0017843	XP_010495469.1, XP_010458817.1, XP_010476371.1	CP1_g37666_DN3_SP0_c.t1
OG0017844	XP_010476405.1, XP_010458839.1	CP1_g37680_DN3_SP8_c.t1
OG0017845	XP_010458873.1, XP_010476435.1	CP1_g37705_DN3_SP8_c.t1
OG0017846	XP_010495793.1, XP_010476448.1, XP_010458896.1	CP1_g37718_DN3_SP3_c.t1
OG0017847	XP_010476463.1, XP_010495829.1	CP1_g37723_DN3_SP6_c.t1
OG0017848	XP_010458936.1, XP_010476495.1	CP1_g37744_DN3_SP8_c.t1
OG0017849	XP_010496407.1, XP_010476534.1	CP1_g37777_DN3_SP0_c.t1
OG0017850	XP_010476614.1, XP_010496994.1	CP1_g37834_DN3_SP1_c.t1
OG0017851	XP_010497232.1, XP_019091972.1, XP_010476644.1	CP7_g46173_DN3_SP1_c.t1
OG0017853	XP_010497568.1	CP7_g46136_DN3_SP8_c.t1, CP1_g37835_DN2_SP0_c.t1
OG0017854	XP_010459140.1, XP_010476703.1	CP7_g46132_DN3_SP1_c.t1
OG0017855	XP_010476731.1, XP_010459164.1	CP7_g46114_DN3_SP8_c.t1
OG0017856	XP_010498041.1, XP_010476837.1, XP_019091474.1	CP7_g46044_DN3_SP4_c.t1
OG0017858	XP_010476886.1, XP_010459324.1	CP7_g46008_DN3_SP7_c.t1
