Orthogroup	Camelina_sativa	Alyssum_gmelinii
OG0017414	XP_010489229.1, XP_010467389.1	Ag044G4494400
OG0017415	XP_010516461.1, XP_010467395.1	Ag044G4495000
OG0017416	XP_010467462.1, XP_010515622.1	Ag044G4501200
OG0017417	XP_010448840.1, XP_010433991.1	Ag033G3512700
OG0017418	XP_010439315.1, XP_010448872.1, XP_010434031.1	Ag033G3519200
OG0017419	XP_010499228.1, XP_010478088.1	Ag033G3523600
OG0017420	XP_019088492.1, XP_010434055.1	Ag033G3524400, Ag016G2300600
OG0017421	XP_010442278.1, XP_010482102.1	Ag033G3541500
OG0017422	XP_010449216.1, XP_010439610.1, XP_010434313.1	Ag033G3571900
OG0017423	XP_010449169.1, XP_010439575.1	Ag033G3582500
OG0017424	XP_010496032.1, XP_010413755.2, XP_010467168.1	Ag033G3587300
OG0017425	XP_010425733.1, XP_010412463.1, XP_010502960.1	Ag033G3588200
OG0017426	XP_010439527.1, XP_010449132.1	Ag033G3596700
OG0017427	XP_010439473.1, XP_010449056.1	Ag033G3609000
OG0017428	XP_010449054.1, XP_010434173.1, XP_010439470.1	Ag033G3611800
OG0017429	XP_010449011.1, XP_010434134.1, XP_010439431.1	Ag033G3620000
OG0017430	XP_010448976.1, XP_010434112.1, XP_010439410.1	Ag033G3625000
OG0017431	XP_010449306.1, XP_010439660.1	Ag033G3640900
OG0017432	XP_010445270.1, XP_019089429.1, XP_010439676.1	Ag033G3645000, Ag033G3645300
OG0017433	XP_010465912.1, XP_010506610.1, XP_010487739.1	Ag033G3647300
OG0017434	XP_010496405.1, XP_010496893.1	Ag031G3148800
OG0017435	XP_010496414.1, XP_010496891.1	Ag031G3149100
OG0017436	XP_010439895.1, XP_010482176.1, XP_010442348.1	Ag031G3149700
OG0017437	XP_010435674.1, XP_010496435.1, XP_010485355.1	Ag031G3151500
OG0017438	XP_010496437.1, XP_010436731.2	Ag031G3151700
OG0017439	XP_010496281.1, XP_019086322.1, XP_010485385.1	Ag031G3153100
OG0017440	XP_010435647.1, XP_010496286.1, XP_010485388.1	Ag031G3153500
OG0017441	XP_010496314.1, XP_010435646.2	Ag031G3153600
OG0017442	XP_010426957.1, XP_010515811.1	Ag031G3162300
OG0017443	XP_019094176.1, XP_010418016.1	Ag031G3162900
OG0017444	XP_010444818.1, XP_010484669.1, XP_010465729.1	Ag031G3163700
OG0017445	XP_010444820.1, XP_010465749.1	Ag031G3164000
OG0017446	XP_010484674.1, XP_010465798.1	Ag031G3164700
OG0017447	XP_010444836.1, XP_010465932.1	Ag031G3165800
OG0017448	XP_019095987.1, XP_010465981.1, XP_010444842.1	Ag031G3166300
OG0017449	XP_010444840.1, XP_010465957.1	Ag031G3166400
OG0017450	XP_010484697.1, XP_010444851.1, XP_010466255.1	Ag031G3167100
OG0017451	XP_019082494.1, XP_010513802.1, XP_010468848.1	Ag031G3169500
OG0017452	XP_019082818.1, XP_019101769.1, XP_019093725.1	Ag031G3170400
OG0017453	XP_010468856.1, XP_010413157.1, XP_010512752.1	Ag031G3170500
OG0017454	XP_010413174.1, XP_010468867.1, XP_010512737.1	Ag031G3171200
OG0017455	XP_010413205.1, XP_010468892.1, XP_010512705.1	Ag031G3174100
OG0017456	XP_010468893.1, XP_010413206.1, XP_010512703.1	Ag031G3174800
OG0017457	XP_010413260.1, XP_010512660.1, XP_010468934.1	Ag031G3179600
OG0017458	XP_010512605.1, XP_010413299.1	Ag031G3189500
OG0017459	XP_019082787.1, XP_019093568.1	Ag031G3198700
OG0017460	XP_010413347.1	Ag031G3199700
OG0017461	XP_010512425.1, XP_010413503.1, XP_010469131.1	Ag031G3214800
OG0017462	XP_010512423.1, XP_010413504.1, XP_010469134.1	Ag031G3215000
OG0017463	XP_010469143.1	Ag031G3216000
OG0017464	XP_010469145.1	Ag031G3216200
OG0017465	XP_010469190.1, XP_010469188.1, XP_010413562.1, XP_010512363.1	Ag031G3223100
OG0017466	XP_010413566.1, XP_010469194.1, XP_010512356.1	Ag031G3223500
OG0017467	XP_010469222.1, XP_010413597.1, XP_010512324.1	Ag031G3226700
OG0017468	XP_019101714.1, XP_010413628.1, XP_019093764.1	Ag031G3233400
OG0017469	XP_010469266.1, XP_010413637.1, XP_010512266.1	Ag031G3234300, Ag038G4152500
OG0017470	XP_010504879.1, XP_010504878.1	Ag031G3252300
OG0017471	XP_010516539.1, XP_010504845.1	Ag031G3258700
OG0017472	XP_010504702.1, XP_010427650.1	Ag031G3291700
OG0017473	XP_010504681.1, XP_010516367.1, XP_010427631.1	Ag031G3294700
OG0017474	XP_010427607.1, XP_010504665.1, XP_010516353.1	Ag031G3296900
OG0017475	XP_010516344.1, XP_010427600.1	Ag031G3299100
OG0017476	XP_010516328.1, XP_010427585.1, XP_010504641.1	Ag031G3302600
OG0017477	XP_010504581.1, XP_010516278.1, XP_010427512.1	Ag031G3314100
OG0017478	XP_019102384.1, XP_010504542.1, XP_019084898.1	Ag031G3322200
OG0017479	XP_010504540.1, XP_010516243.1, XP_010427452.1	Ag031G3323200
OG0017480	XP_010427415.1, XP_010516207.1	Ag031G3328600
OG0017481	XP_010504452.1, XP_010516171.1, XP_010427382.1	Ag031G3334100
OG0017482	XP_010427348.1, XP_010504422.1, XP_019102375.1	Ag031G3339900
OG0017483	XP_010427319.1, XP_010516119.1	Ag031G3343500
OG0017484	XP_010427318.1, XP_010516116.1, XP_010504401.1	Ag031G3343700
OG0017485	XP_010516103.1, XP_010427305.1	Ag031G3346600, Ag031G3346700
OG0017486	XP_010504340.1, XP_010427244.1	Ag031G3357700
OG0017487	XP_019102362.1, XP_010504326.1	Ag031G3360000
OG0017488	XP_010427143.1, XP_010515970.1	Ag031G3369900
OG0017489	XP_019099716.1, XP_019101917.1	Ag031G3373000
OG0017490	XP_010427068.1, XP_010504192.1, XP_010515916.1	Ag031G3380300
OG0017491	XP_010504181.1, XP_010515903.1, XP_010427056.1	Ag031G3382700
OG0017492	XP_010504153.1, XP_010427040.1, XP_010515881.1	Ag031G3385000
OG0017493	XP_010515878.1, XP_010504147.1	Ag031G3385700
OG0017494	XP_019100315.1, XP_019084859.1	Ag031G3387400
OG0017495	XP_010515814.1	Ag031G3396400
OG0017496	XP_010426948.1, XP_010515805.1, XP_010507420.1	Ag031G3398300
OG0017497	XP_010431312.1, XP_010412747.1	Ag031G3403700
OG0017498	XP_010426931.1, XP_010504055.1	Ag031G3404700
OG0017499	XP_019101912.1, XP_010504025.1, XP_010426905.1	Ag031G3410800
OG0017500	XP_010426901.1, XP_010504024.1, XP_010515752.1	Ag031G3411100
OG0017501	XP_010504017.1, XP_010515745.1, XP_010426891.1	Ag031G3412400
OG0017502	XP_019085828.1, XP_019082485.1, XP_010504009.1	Ag031G3416400
OG0017503	XP_010442959.1, XP_010446138.1, XP_010482791.1	Ag020G2562300
OG0017504	XP_010482749.1, XP_010442915.1	Ag020G2570200
OG0017505	XP_010466858.1, XP_010488558.1, XP_010513526.1	Ag029G3087900
OG0017506	XP_010466859.1	Ag029G3088000
OG0017507	XP_010488579.1, XP_010466898.1, XP_010422370.1, XP_010468479.1	Ag029G3098100
OG0017508	XP_010488601.1, XP_010466922.1	Ag029G3102100
OG0017509	XP_010488597.1, XP_019091996.1	Ag029G3102300
OG0017510	XP_010488619.1, XP_010513927.1, XP_010466932.1	Ag029G3103100
OG0017511	XP_010468493.2, XP_010514185.1, XP_010488649.1	Ag029G3107700
OG0017512	XP_010488672.1, XP_010514371.1	Ag029G3109900
OG0017513	XP_010466989.1, XP_010488675.1, XP_010514409.1	Ag029G3110100
OG0017514	XP_010412524.1, XP_010467058.1	Ag029G3116500
OG0017515	XP_010488786.1, XP_010467110.1, XP_010412820.1	Ag029G3121200
OG0017516	XP_010470553.1, XP_010415216.1	Ag067G5174000
OG0017517	XP_010511613.1, XP_010415245.1, XP_010470592.1	Ag067G5176600
OG0017518	XP_010415261.1, XP_010470605.1, XP_010511626.1	Ag067G5179500
OG0017519	XP_010511724.1, XP_010415352.1	Ag067G5191900
OG0017520	XP_010511748.1, XP_010415377.1	Ag067G5194300
OG0017521	XP_010415388.1, XP_010511757.1, XP_010470722.1	Ag067G5195200
OG0017522	XP_010415412.1, XP_010511784.1	Ag067G5197000
OG0017523	XP_010415411.1	Ag067G5197300
OG0017524	XP_010511817.1	Ag067G5202100, Ag067G5201700
OG0017525	XP_010511830.1, XP_010470790.1	Ag067G5206400
OG0017527	XP_010414332.1, XP_010489550.1	Ag042G4391000
OG0017528	XP_010467724.1, XP_010414798.1	Ag042G4401000
OG0017529	XP_010443054.1, XP_010442616.1, XP_010482468.1	Ag042G4402400
OG0017530	XP_010424928.1, XP_010513884.1	Ag042G4417100
OG0017531	XP_010493651.1	Ag042G4430300
OG0017532	XP_019100557.1, XP_019102026.1, XP_019101225.1	Ag039G4181600
OG0017533	XP_010508806.1, XP_010505837.1	Ag039G4193400
OG0017534	XP_010412975.1, XP_010507667.1, XP_010508817.1	Ag039G4195300, Ag039G4195500
OG0017535	XP_010445240.1, XP_010442822.1, XP_010482653.1	Ag039G4197500
OG0017536	XP_010517470.1, XP_010508861.1, XP_010505778.1	Ag039G4204600
OG0017537	XP_019101965.1, XP_010508869.1, XP_010507662.1	Ag039G4206100
OG0017538	XP_010505757.1, XP_010517449.1, XP_010508881.1	Ag039G4208000
OG0017539	XP_010452160.1, XP_010495050.1, XP_010423792.1	Ag039G4215700
OG0017540	XP_010505716.1	Ag039G4217800
OG0017541	XP_010505712.1, XP_010508918.1, XP_010517402.1	Ag039G4219000
OG0017542	XP_019102542.1, XP_010507634.1	Ag039G4239000
OG0017543	XP_010517312.1, XP_010508999.1	Ag039G4239900
OG0017544	XP_019099774.1, XP_010517278.1, XP_010509028.1	Ag039G4246800
OG0017545	XP_010509064.1, XP_010517255.1, XP_010505585.1	Ag039G4253200
OG0017546	XP_010517240.1, XP_010505567.1, XP_010509077.1	Ag039G4256600
OG0017547	XP_010505545.1, XP_010517214.1, XP_010509101.1	Ag039G4262100
OG0017548	XP_010505496.1, XP_010509144.1	Ag039G4275100
OG0017549	XP_010517141.1, XP_010509123.1, XP_010505468.1	Ag039G4280100
OG0017550	XP_010505467.1, XP_010517139.1, XP_010509118.1	Ag039G4280300
OG0017551	XP_010509117.1, XP_010517137.1, XP_010505466.1	Ag039G4280400
OG0017552	XP_019092527.1, XP_010466976.1, XP_010423736.1, XP_019092526.1	Ag039G4294400
OG0017553	XP_010505370.1, XP_010509283.1, XP_010517049.1	Ag039G4300800
OG0017554	XP_010509289.1, XP_010517044.1, XP_010505367.1	Ag039G4302200
OG0017555	XP_010517023.1, XP_010509325.1, XP_010505342.1	Ag039G4309600
OG0017556	XP_010455706.1, XP_010422230.1, XP_010433276.1	Ag066G5130800
OG0017557	XP_010455714.1, XP_010422239.1, XP_010433171.1	Ag066G5134500, Ag066G5134300
OG0017558	XP_010455716.1, XP_010422240.1, XP_010455717.1	Ag066G5134700
OG0017559	XP_010433113.1, XP_010455719.1	Ag066G5136600
OG0017560	XP_019084094.1, XP_019098174.1, XP_010468179.1	Ag066G5138800
OG0017561	XP_010433059.1, XP_010496159.1	Ag066G5139300
OG0017562	XP_010455678.1, XP_010433519.1	Ag030G3135600
OG0017563	XP_019095162.1, XP_010460391.1	Ag030G3136000
OG0017564	XP_010429016.1, XP_010472098.1	Ag015G2177700
OG0017565	XP_019094040.1, XP_010416862.1, XP_019085067.1	Ag015G2178100
OG0017566	XP_010429031.1, XP_010416874.1, XP_010472112.1	Ag015G2179800
OG0017567	XP_010431555.1, XP_010416882.1, XP_010472122.1	Ag015G2180700
OG0017568	XP_010416896.1, XP_010472142.1, XP_010429060.1	Ag015G2182300
OG0017569	XP_010416905.1, XP_010429074.1, XP_010472149.1	Ag015G2183200
OG0017570	XP_010429114.1, XP_010416951.1	Ag015G2187400
OG0017571	XP_019085078.1, XP_019083469.1	Ag015G2188100
OG0017572	XP_010429174.1, XP_010472242.1	Ag015G2193400
OG0017573	XP_010429193.1	Ag015G2195000
OG0017574	XP_010429522.1, XP_010417292.1, XP_010472527.1	Ag015G2205300
OG0017575	XP_010472604.1, XP_010429590.1, XP_010417361.1	Ag015G2208100
OG0017576	XP_010417399.1, XP_010429637.1	Ag015G2219000
OG0017577	XP_010429673.1	Ag015G2219900
OG0017578	XP_010417336.1, XP_010429566.1	Ag015G2235200
OG0017579	XP_010461409.1, XP_010479013.1, XP_010500110.1	Ag015G2239500
OG0017580	XP_010478961.1, XP_010500054.1, XP_010461336.1	Ag015G2257200
OG0017581	XP_010500010.1, XP_010478918.1	Ag015G2262200
OG0017582	XP_010478913.1, XP_010461279.1, XP_010500004.1	Ag015G2262600
OG0017583	XP_010463123.1, XP_010499957.2	Ag052G4867000, Ag015G2267100
OG0017584	XP_010461233.2, XP_010499947.1, XP_019094312.1	Ag015G2268600, Ag052G4865500
OG0017585	XP_010461186.1, XP_010499901.1	Ag052G4860600, Ag015G2274600
OG0017586	XP_010478770.1, XP_010499890.1, XP_010461171.1	Ag052G4859400, Ag015G2277800
OG0017587	XP_010461169.1	Ag052G4859300, Ag015G2277900
OG0017588	XP_010436796.1	Ag021G2606400
OG0017589	XP_010436676.1, XP_010422013.1, XP_010455480.1	Ag021G2609500
OG0017590	XP_010436658.1, XP_010455484.1, XP_010422020.1	Ag021G2610000
OG0017591	XP_010436632.1, XP_010455487.1, XP_010422021.1	Ag021G2610600
OG0017592	XP_010434665.1, XP_010455573.1	Ag021G2622400
OG0017593	XP_010455572.1, XP_019089696.1	Ag021G2622600
OG0017594	XP_010454202.1, XP_010420729.1, XP_010492986.1	Ag038G4149200
OG0017595	XP_010455060.1, XP_010493952.1	Ag038G4163600
OG0017596	XP_010494013.1	Ag038G4172500, Ag011G1077100
OG0017597	XP_010494028.1, XP_010421644.1, XP_010455140.1	Ag038G4173500
OG0017598	XP_010494052.1, XP_010455157.1	Ag038G4176100
OG0017599	XP_019096721.1, XP_010416299.1, XP_010467937.1	Ag088G5430900
OG0017600	XP_010489046.1, XP_010467832.1, XP_010415835.1	Ag088G5436700
OG0017601	XP_019092776.1	Ag088G5441700
OG0017602	XP_010467766.1, XP_010490262.1	Ag088G5444000
OG0017603	XP_010488976.2, XP_010467756.1	Ag088G5444900
OG0017604	XP_010507814.1	Ag003G0278300
OG0017605	XP_010507817.1, XP_010506854.1	Ag003G0278800
OG0017606	XP_010518512.1, XP_010506839.1	Ag003G0280200
OG0017607	XP_010518457.1, XP_010507878.1, XP_010506790.1	Ag003G0284700
OG0017608	XP_019085093.1, XP_019085881.1, XP_019083746.1	Ag003G0284800
OG0017609	XP_010507783.1, XP_019102006.1	Ag003G0286400
OG0017610	XP_019092472.1, XP_010512816.1, XP_010518380.1, XP_010506709.1	Ag003G0298200
OG0017611	XP_010512817.1, XP_010518371.1, XP_010506699.1	Ag003G0299100
OG0017612	XP_010508005.1, XP_010518326.1, XP_010506661.1	Ag003G0304400
OG0017613	XP_019100651.1, XP_010508049.1, XP_010518292.1	Ag003G0309500
OG0017614	XP_010506510.1	Ag003G0320700
OG0017615	XP_010506478.1, XP_010508178.1, XP_010518154.2	Ag003G0323500
OG0017616	XP_019099893.1, XP_010518109.1	Ag003G0329100
OG0017617	XP_019089446.1, XP_019086453.1	Ag003G0342100
OG0017618	XP_010508333.1, XP_010506319.1, XP_010518001.1	Ag003G0348200
OG0017619	XP_010506316.1, XP_010508339.1, XP_010517996.1	Ag003G0348600
OG0017620	XP_010508342.1, XP_010517993.1	Ag003G0348800
OG0017621	XP_019100616.1, XP_010508352.1	Ag003G0350000
OG0017622	XP_019100615.1, XP_010517968.1	Ag003G0350700
OG0017623	XP_010467906.1, XP_010489160.1	Ag003G0355900
OG0017624	XP_010506203.1, XP_010517894.1, XP_010508443.1	Ag003G0365700
OG0017625	XP_010506183.1, XP_010517880.1, XP_010508455.1	Ag003G0367300
OG0017626	XP_010508460.1, XP_010515446.1	Ag003G0368300
OG0017627	XP_019082328.1, XP_010506035.1, XP_010508599.1	Ag003G0394200
OG0017628	XP_010517713.1, XP_019099791.1	Ag003G0397300
OG0017629	XP_010508626.1, XP_010413010.1, XP_010506008.1	Ag003G0397500
OG0017630	XP_010505974.1, XP_010508668.1, XP_010517673.1	Ag003G0402600
OG0017631	XP_010494956.1, XP_010484743.1, XP_010441483.1	Ag037G4129800
OG0017632	XP_010463605.1, XP_019099336.1, XP_010485449.1	Ag014G1777100
OG0017633	XP_010463618.1, XP_010459308.1	Ag014G1778100
OG0017634	XP_010467974.1, XP_010417325.1, XP_010489648.1	Ag014G1786400
OG0017635	XP_010502342.1, XP_010485617.1, XP_010463717.1	Ag014G1792400
OG0017636	XP_010502637.1, XP_010463720.1, XP_010485621.1	Ag014G1792900
OG0017637	XP_010512587.1, XP_010468993.1, XP_010413316.1	Ag014G1795300
OG0017638	XP_010509109.1, XP_010463780.1, XP_010485671.1	Ag014G1798600
OG0017639	XP_010463783.1, XP_010485672.1	Ag014G1798700
OG0017640	XP_010510882.1, XP_010463795.1	Ag014G1801300
OG0017641	XP_010512159.1, XP_010463811.1, XP_010485702.1	Ag014G1805500
OG0017642	XP_010463821.1, XP_010512872.1	Ag014G1806000
OG0017643	XP_010444743.1, XP_010484594.1, XP_010464966.1	Ag014G1806600
OG0017644	XP_010416395.1, XP_010485837.1, XP_010463940.1	Ag014G1820300
OG0017645	XP_010418480.1, XP_010463962.1, XP_010489673.1	Ag014G1823900
OG0017646	XP_010472359.1, XP_019083732.1, XP_019085798.1	Ag014G1825800
OG0017647	XP_019100000.1, XP_010485917.1, XP_010464026.1	Ag014G1829700
OG0017648	XP_010468019.1, XP_010485955.1, XP_010417739.1	Ag014G1831400
OG0017649	XP_010427818.1, XP_010464072.1	Ag014G1836900
OG0017650	XP_010435160.1, XP_010486085.1, XP_010464167.1	Ag014G1848300
OG0017651	XP_010464169.1, XP_010435363.1, XP_010486089.1	Ag014G1848500
OG0017652	XP_010462912.1, XP_010501607.1	Ag014G1848600
OG0017653	XP_010486144.1, XP_010439081.1, XP_010464207.1	Ag014G1854400
OG0017654	XP_010486154.1, XP_010440377.1	Ag014G1856100
OG0017655	XP_010486161.1, XP_010441142.1	Ag014G1856800
OG0017656	XP_010464231.1, XP_019093833.1, XP_019096332.1	Ag014G1857500
OG0017657	XP_010464246.1, XP_010442958.1, XP_010486182.1	Ag014G1858500
OG0017658	XP_010486215.1, XP_010464274.1, XP_010445384.1	Ag014G1862200
OG0017659	XP_010486227.1, XP_010464315.1, XP_010446592.1	Ag014G1863400
OG0017660	XP_010464320.1, XP_010449209.1	Ag014G1866100
OG0017661	XP_010464354.1, XP_010486282.1, XP_010451395.1	Ag014G1868200
OG0017662	XP_010451591.1, XP_010486288.1	Ag014G1872100
OG0017663	XP_010456796.1, XP_010464410.1	Ag014G1876300
OG0017664	XP_010493119.1, XP_010420851.1, XP_010454317.1	Ag014G1876500
OG0017665	XP_010464437.1, XP_010486367.1, XP_010459424.1	Ag014G1878500
OG0017666	XP_010486379.1, XP_010464446.1, XP_010460785.1	Ag014G1879800
OG0017667	XP_010464449.1, XP_010486380.1	Ag014G1880100
OG0017668	XP_010486425.1, XP_010464493.1	Ag014G1884200
OG0017669	XP_019096337.1, XP_010465362.1, XP_010464495.1, XP_019096336.1	Ag014G1884800
OG0017670	XP_010466031.1, XP_010486433.1	Ag014G1885300
OG0017671	XP_010467093.1, XP_010488769.1, XP_010412684.1	Ag014G1893800
OG0017672	XP_010486528.1, XP_010464601.1, XP_010473998.1	Ag014G1898900
OG0017673	XP_010475160.1, XP_010464617.1	Ag014G1900400
OG0017674	XP_019096122.1	Ag014G1901700
OG0017675	XP_010476767.1, XP_010486552.1	Ag014G1902400
OG0017676	XP_010480055.1, XP_010464663.1	Ag014G1906900
OG0017677	XP_010464684.1, XP_010486614.1, XP_010481220.1	Ag014G1908200
OG0017678	XP_010481441.1, XP_010464687.1	Ag014G1908800
OG0017679	XP_010464692.1, XP_010486621.1	Ag014G1909000
OG0017680	XP_010486641.1, XP_010464711.1	Ag014G1910500
OG0017681	XP_010486676.1, XP_010464740.1	Ag014G1919100
OG0017682	XP_010491875.1, XP_010464771.1, XP_019096274.1	Ag014G1922100
OG0017683	XP_010464856.1, XP_010486809.2	Ag014G1935000
OG0017684	XP_010465027.1, XP_010486974.1, XP_010499127.1	Ag014G1950500
OG0017685	XP_010465031.1, XP_010499176.1	Ag014G1950900
OG0017686	XP_010487006.1	Ag014G1955300
OG0017687	XP_010500053.1, XP_010465120.1	Ag014G1961500
OG0017688	XP_010500345.1	Ag014G1963600
OG0017689	XP_010465199.1, XP_010500722.1	Ag014G1968500
OG0017690	XP_010465219.1, XP_010501005.1	Ag014G1972400
OG0017691	XP_019097016.1, XP_010465240.2, XP_010501153.1	Ag014G1973600
OG0017692	XP_010465244.1, XP_010487152.1, XP_010501173.1	Ag014G1973900
OG0017693	XP_010465286.1, XP_010487192.1	Ag014G1980600
OG0017694	XP_010487196.1, XP_010501618.1, XP_010465291.1	Ag014G1981100
OG0017695	XP_010419150.1, XP_010465324.1, XP_010487231.1	Ag014G1992200
OG0017696	XP_010487256.1, XP_010501957.1, XP_010465349.1	Ag014G1996100
OG0017697	XP_010487257.1, XP_010465348.1, XP_010501973.1	Ag014G1996300
OG0017698	XP_010467179.1, XP_019089021.1, XP_010488840.1	Ag014G2004100
OG0017699	XP_019092605.1, XP_010487320.1	Ag014G2004500
OG0017700	XP_010502527.1, XP_010465456.1, XP_010487329.1	Ag014G2005500
OG0017701	XP_010487331.1, XP_010502538.1, XP_010465458.1	Ag014G2005600
OG0017702	XP_010465465.1, XP_010487334.1	Ag014G2005800
OG0017703	XP_019100772.1, XP_010489843.1, XP_010465485.1	Ag014G2008800, Ag014G2009200
OG0017704	XP_010502861.1, XP_010487360.1, XP_010465498.1	Ag014G2010500
OG0017705	XP_010487387.1, XP_019092229.1, XP_019102052.1	Ag014G2018100
OG0017706	XP_010465535.1, XP_010503247.1, XP_010487390.1	Ag014G2018500
OG0017707	XP_019102165.1, XP_019096245.1, XP_019092626.1	Ag014G2027400
OG0017708	XP_010504084.1, XP_010487483.1	Ag014G2029600
OG0017709	XP_010504635.1, XP_010465698.1, XP_010487542.1	Ag014G2040900
OG0017710	XP_010465702.1, XP_010419414.1, XP_010487545.1	Ag014G2041200
OG0017711	XP_010465806.1, XP_010505568.1, XP_010487645.1	Ag014G2061600
OG0017712	XP_010487687.1, XP_010506064.1	Ag014G2069300
OG0017713	XP_010433556.1, XP_010451179.2, XP_019088486.1	Ag014G2083300
OG0017714	XP_019092499.1, XP_019096717.1, XP_019096306.1	Ag014G2093300
OG0017715	XP_010489949.1, XP_010468301.1, XP_010507919.1	Ag014G2132700
OG0017716	XP_010507938.1, XP_019092411.1	Ag014G2133600
OG0017717	XP_010507957.1, XP_010466131.1	Ag014G2133700
OG0017718	XP_010475124.1	Ag014G2134400, Ag034G3700500
OG0017719	XP_010487932.1, XP_010466142.1	Ag014G2134700
OG0017720	XP_010435402.1, XP_010450355.1	Ag014G2136200
OG0017721	XP_010509356.1, XP_010488066.1	Ag014G2167400
OG0017722	XP_010482656.1, XP_010445268.1, XP_010442823.1	Ag073G5260900
OG0017723	XP_010441100.1, XP_010497457.1	Ag061G5016200
OG0017724	XP_010435843.1, XP_010450764.2, XP_010441095.1	Ag061G5018300
OG0017725	XP_010435877.1, XP_010441073.1, XP_010450796.1	Ag061G5022700
OG0017726	XP_010450813.1, XP_010441060.1, XP_010435892.1	Ag061G5024400
OG0017727	XP_010450907.1, XP_010435748.1	Ag061G5031600
OG0017728	XP_010435747.1	Ag061G5031900
OG0017729	XP_010440879.1, XP_010450525.1	Ag061G5039600
OG0017730	XP_010435601.1, XP_010440877.1, XP_010436722.2	Ag061G5039800
OG0017731	XP_010440876.1, XP_010450521.1, XP_010435599.1	Ag061G5041100
OG0017732	XP_010450514.1, XP_010440869.1	Ag061G5041300
OG0017733	XP_010440830.1, XP_010450478.1, XP_010435553.1	Ag061G5043400
OG0017735	XP_010512803.1, XP_010488448.1, XP_010466728.1	Ag027G3006900, Ag064G5100000
OG0017736	XP_010468409.1, XP_010421448.1, XP_010488369.1	Ag027G3018100
OG0017737	XP_010466627.1, XP_010512117.1, XP_010488357.1	Ag027G3019400
OG0017738	XP_010466595.1	Ag027G3023900
OG0017739	XP_010488276.1, XP_010511365.1, XP_010466528.1	Ag027G3036900
OG0017740	XP_019092877.1, XP_019097037.1, XP_019083019.1	Ag027G3043200
OG0017741	XP_010466482.1, XP_010488228.1, XP_010510975.1	Ag027G3044500
OG0017742	XP_010510855.1, XP_010496825.1	Ag027G3045900
OG0017743	XP_010477247.1, XP_010498448.1	Ag034G3977000, Ag027G3051000
OG0017744	XP_010466383.1, XP_019096949.1	Ag027G3060500
OG0017745	XP_010466366.1, XP_010510082.1	Ag027G3062700
OG0017746	XP_010438215.1, XP_010447764.1, XP_010433026.1	Ag068G5225600
OG0017747	NP_001289917.1, NP_001289919.1	Ag068G5225700
OG0017748	XP_010447770.1, XP_010433029.1	Ag068G5226200
OG0017749	XP_019089314.1, XP_010438220.1	Ag068G5226300
OG0017750	XP_010438227.1	Ag068G5228200, Ag068G5228300
OG0017751	XP_010436336.1, XP_010438235.1, XP_010451112.1	Ag068G5230400
OG0017752	XP_010444023.1, XP_010457906.1, XP_019095675.1	Ag068G5230500
OG0017753	XP_010470506.1, XP_010415177.1	Ag036G4088400
OG0017754	XP_010415108.1, XP_010470444.1, XP_010511114.1	Ag036G4100600
OG0017755	XP_010415100.1, XP_010496066.1	Ag036G4106500
OG0017756	XP_019101561.1, XP_019083161.1	Ag036G4112800
OG0017757	XP_010415062.1, XP_010496214.1	Ag036G4115700
OG0017758	XP_010494095.1, XP_010421691.1	Ag036G4115800
OG0017759	XP_010470422.1, XP_010511437.1	Ag036G4117500
OG0017760	XP_010443100.1, XP_010482916.1, XP_010448918.1	Ag036G4119000
OG0017761	XP_010414899.1, XP_010470347.1, XP_010511194.1	Ag036G4120000
OG0017762	XP_010470348.1, XP_010414901.1, XP_010511195.1	Ag036G4120100
OG0017763	XP_010511213.1, XP_010414921.1	Ag036G4123000, Ag002G0275700
OG0017764	XP_019094818.1, XP_019100895.1	Ag036G4124200, Ag002G0274200
OG0017765	XP_010420688.1, XP_010492940.1, XP_010454165.2	Ag060G4995400
OG0017766	XP_010492931.1, XP_010454142.1	Ag060G5000600
OG0017767	XP_010492871.1, XP_010420629.1	Ag060G5007400
OG0017768	XP_010420567.1, XP_010454048.1, XP_010492826.1	Ag060G5015400
OG0017769	XP_010442425.1, XP_010440804.1, XP_010482239.1	Ag043G4448500
OG0017770	XP_010455192.1, XP_010494108.1	Ag043G4451200
OG0017771	XP_010442268.1, XP_010493668.1	Ag043G4460700
OG0017772	XP_010489119.1, XP_010416557.1	Ag096G5473900
OG0017773	XP_010503942.1, XP_010515666.1, XP_010426820.1	Ag017G2415200
OG0017774	XP_010503916.1, XP_010515648.1	Ag017G2416800
OG0017775	XP_010503810.1, XP_010426669.1, XP_010515520.1	Ag017G2434200
OG0017776	XP_010426667.1, XP_010515519.1, XP_010503808.1	Ag017G2434300
OG0017777	XP_010479321.1, XP_019098226.1	Ag034G3650600
OG0017778	XP_010496700.1, XP_019098225.1, XP_010496465.1, XP_019098227.1, XP_010479355.1	Ag034G3651300
OG0017779	XP_010497224.1, XP_010501268.1	Ag034G3651800
OG0017780	XP_010474814.1, XP_010457071.1, XP_010479691.1	Ag034G3653800
OG0017781	XP_010479851.1, XP_010457086.1, XP_010474794.1	Ag034G3654800
OG0017782	XP_010474793.1, XP_010479865.1	Ag034G3655300
OG0017783	XP_010484990.1, XP_010440964.1	Ag034G3658300
OG0017784	XP_010457206.1, XP_010474647.1, XP_010480887.1	Ag034G3667800
