Orthogroup	Camelina_sativa	Arabidopsis_lyrata_NCBI
OG0013172	XP_010467805.1, XP_010415612.1, XP_010489026.1	XP_020887326.1
OG0013173	XP_010466009.1, XP_010484690.1	XP_020871742.1
OG0013174	XP_010444847.1, XP_010466071.1	XP_020889867.1
OG0013175	XP_010466357.1, XP_010484709.1, XP_010444862.1	XP_020871571.1
OG0013176	XP_010466407.1	XP_020881287.1
OG0013177	XP_010413122.1, XP_010512787.1	XP_002878523.1
OG0013178	XP_010413133.1, XP_010468837.1, XP_010512778.1	XP_020881765.1
OG0013179	XP_010413135.1, XP_010468842.1, XP_010512777.1	XP_002878520.1
OG0013180	XP_019093186.1, XP_019092969.1, XP_010413149.1, XP_010512761.1	XP_020880302.1
OG0013181	XP_010512757.1, XP_019082816.1, XP_010468851.1, XP_010468850.1	XP_002878515.1
OG0013182	XP_010413158.1, XP_010468857.1, XP_010512746.1	XP_020882095.1
OG0013183	XP_010512742.1, XP_010468864.1, XP_010413167.1	XP_020882119.1
OG0013184	XP_010468866.1, XP_010413169.1, XP_010512738.1	XP_020882111.1
OG0013185	XP_010413192.1, XP_010468881.1, XP_010512723.1	XP_020882171.1
OG0013186	XP_010512721.1, XP_010512720.1, XP_010413195.1, XP_010468882.1	XP_020882168.1
OG0013187	XP_010473757.1, XP_010413208.1, XP_010512701.1	XP_020881171.1
OG0013188	XP_010413240.1, XP_010468918.1, XP_010512676.1	XP_020881118.1
OG0013189	XP_010512668.1, XP_019082833.1, XP_010468926.1	XP_002876686.1
OG0013190	XP_010473764.1	XP_002878473.1
OG0013191	XP_010413303.1, XP_010512600.1, XP_010468981.1	XP_002878436.1
OG0013192	XP_010468990.1, XP_010413311.1, XP_010512590.1	XP_020882094.1
OG0013193	XP_010413344.1, XP_010512554.1, XP_010469023.1	XP_002878414.1
OG0013194	XP_010413345.1	XP_020880830.1
OG0013195	XP_010413364.1, XP_010469109.1, XP_010512533.1	XP_020880814.1
OG0013196	XP_019094015.1, XP_010512503.1, XP_010413554.1	XP_020880014.1
OG0013197	XP_010482489.1, XP_010443397.1, XP_019088820.1	XP_020889381.1
OG0013198	XP_010469123.1, XP_010512438.1, XP_010413495.1	XP_020880324.1
OG0013199	XP_010413552.1, XP_010469178.1, XP_019101031.1	XP_002876560.1
OG0013200	XP_010469193.1, XP_010512362.1, XP_019082908.1	XP_020882296.1
OG0013201	XP_010469200.1, XP_010413573.1, XP_010512344.1	XP_020880057.1
OG0013202	XP_010417067.1, XP_010429256.1, XP_010472311.1	XP_020885447.1
OG0013203	XP_010413598.1, XP_010469225.1, XP_010512323.1	XP_020880777.1
OG0013204	XP_010512311.1, XP_010473824.2, XP_010413605.1	XP_002876533.1
OG0013206	XP_010413649.1, XP_010512249.1, XP_010469278.1	XP_002878288.1
OG0013207	XP_010413653.1, XP_010469286.1, XP_010512243.1	XP_020880119.1
OG0013208	XP_019095523.1, XP_019090349.1	XP_002863862.2
OG0013209	XP_010512205.1, XP_010469361.1	XP_020881472.1
OG0013210	XP_010511235.1, XP_010414937.1	XP_020867982.1
OG0013211	XP_010512134.1, XP_010516573.1, XP_010504883.1	XP_020880523.1
OG0013212	XP_010470478.1, XP_010511533.1, XP_010418997.1	XP_020891502.1
OG0013213	XP_010433494.1, XP_010489055.2, XP_010448261.1, XP_010438743.1	XP_020873569.1
OG0013214	XP_019100415.1, XP_019084941.1, XP_019102437.1	XP_002876469.1
OG0013215	XP_010431459.1, XP_010412852.1, XP_010504803.1	XP_020880502.1
OG0013216	XP_019100198.1, XP_010515045.1, XP_010426181.1	XP_020882277.1
OG0013217	XP_010516465.1, XP_010427726.1, XP_010504775.1	XP_020880166.1
OG0013218	XP_010504768.1, XP_010427724.1, XP_010516464.1	XP_002878191.1
OG0013219	XP_010516456.1, XP_019085607.1, XP_010504755.1	XP_020880154.1
OG0013220	XP_010504729.1, XP_010427684.1, XP_010516431.1	XP_002878178.1
OG0013221	XP_010516429.1, XP_010427683.1, XP_010504730.1	XP_020879838.1
OG0013222	XP_010516408.1	XP_002878171.2
OG0013223	XP_010504676.1, XP_010427627.1	XP_020881486.1
OG0013224	XP_010427617.1, XP_010504671.1	XP_002878152.1
OG0013225	XP_010516343.1, XP_019084914.1	XP_002876410.1
OG0013226	XP_010427563.1, XP_010516308.1, XP_010412813.1, XP_010504622.1	XP_002878128.1
OG0013227	XP_010516293.1, XP_010504600.1, XP_010427540.1	XP_002878117.1
OG0013228	XP_010504587.1, XP_010427520.1, XP_010516283.1	XP_002878111.1
OG0013229	XP_010516280.1, XP_010504585.1, XP_010427516.1	XP_002878108.1
OG0013230	XP_010427504.1, XP_010516274.1, XP_010504575.1	XP_020880685.1
OG0013231	XP_010427486.1, XP_010516264.1, XP_019100368.1	XP_002876372.1
OG0013232	XP_010427478.1, XP_010504558.1, XP_010516262.1	XP_020881353.1
OG0013233	XP_019084900.1, XP_010516234.1, XP_010504527.1	XP_002876357.1
OG0013234	XP_010504526.1, XP_010427445.1	XP_020881984.1
OG0013235	XP_019102381.1, XP_010504517.1, XP_010427440.1	XP_020881121.1
OG0013236	XP_010439616.1, XP_019088806.1, XP_010482140.1	XP_020889236.1
OG0013237	XP_010504491.1, XP_010427414.1, XP_010516206.1	XP_002878060.1
OG0013238	XP_010516188.1, XP_010504465.1, XP_010427399.1	XP_002878053.1
OG0013239	XP_010427328.1, XP_010504410.1, XP_010516132.1	XP_020881438.1
OG0013240	XP_010504412.1, XP_010427330.1, XP_010516129.1	XP_002876308.1
OG0013241	XP_010504393.1, XP_010427309.1	XP_002878032.1
OG0013242	XP_010507457.1, XP_010427302.1, XP_010516102.1	XP_020882068.1
OG0013243	XP_010516049.1, XP_010504331.1, XP_010427236.1	XP_002878010.1
OG0013244	XP_010516028.1, XP_010504313.1, XP_010427210.1	XP_020880473.1
OG0013245	XP_010504312.1, XP_019084878.1, XP_010516027.1	XP_002876275.1
OG0013246	XP_010516016.1, XP_010427189.1, XP_010504298.1	XP_020879815.1
OG0013247	XP_010516010.1, XP_010504285.1	XP_020881253.1
OG0013248	XP_010515983.1, XP_010504259.1, XP_010427157.1	XP_020881274.1
OG0013249	XP_010515948.1, XP_010427099.1, XP_010504228.1	XP_002877964.1
OG0013250	XP_010515941.1, XP_010427092.1, XP_010504214.1	XP_020880887.1
OG0013251	XP_010511549.1, XP_010470495.1	XP_020865919.1
OG0013252	XP_010504200.1, XP_010515923.1, XP_010427076.1	XP_020880253.1
OG0013253	XP_010440159.1, XP_010434828.1	XP_002868134.1
OG0013254	XP_010515883.1, XP_010504156.1, XP_010427038.1	XP_020881035.1
OG0013256	XP_010515834.1, XP_010426995.1	XP_002876205.1
OG0013257	XP_010515831.1, XP_010504103.1, XP_010426981.1	XP_002876204.1
OG0013258	XP_010504096.1, XP_019102332.1, XP_010426976.1	XP_002876202.2
OG0013259	XP_010515825.1, XP_019085270.1, XP_019100309.1	XP_020882398.1
OG0013260	XP_010515787.1, XP_010426937.1, XP_010504059.1	XP_020881380.1
OG0013261	XP_010504038.1, XP_010515768.1, XP_010426920.1	XP_020881388.1
OG0013262	XP_010504034.1, XP_010515763.1, XP_010426916.1	XP_020881382.1
OG0013263	XP_010504032.1, XP_010426913.1	XP_002876170.1
OG0013264	XP_010426870.1, XP_010503998.1, XP_010515720.1	XP_002877871.1
OG0013265	XP_010446313.1, XP_010442968.1, XP_010482804.1	XP_002866007.1
OG0013266	XP_010446233.1, XP_010446312.1, XP_010482803.1, XP_010442966.1	XP_002866006.1
OG0013267	XP_010482801.1, XP_010442967.1, XP_010446241.1	XP_002864292.1
OG0013268	XP_010446180.1, XP_010482794.1, XP_010442961.1	XP_002866002.1
OG0013269	XP_010482746.1, XP_010442912.1, XP_010445840.1	XP_020884757.1
OG0013270	XP_010445741.1, XP_010442899.1, XP_010482728.1	XP_002865971.1
OG0013271	XP_010482706.1, XP_010442876.1, XP_010445610.1	XP_020880859.1
OG0013272	XP_010434880.1, XP_010440202.1	XP_020872640.1
OG0013273	XP_010449849.1, XP_010434884.1	XP_002870181.1
OG0013274	XP_019089668.1, XP_010433763.1, XP_010439026.1	XP_020873262.1
OG0013275	XP_010449862.1, XP_010440215.1, XP_010434895.1	XP_020874311.1
OG0013276	XP_010466884.1, XP_010513643.1, XP_010488572.1	XP_002883539.1
OG0013277	XP_010422383.1, XP_010488587.1, XP_010466904.1	XP_020886068.1
OG0013278	XP_010514063.1, XP_010466944.1, XP_010488634.1	XP_020887985.1
OG0013279	XP_010488640.1, XP_010514099.1, XP_010466951.1	XP_020887676.1
OG0013280	XP_010488641.1, XP_010466952.1, XP_010514113.1	XP_002885704.2
OG0013281	XP_010466964.1, XP_010514197.1, XP_010488652.1	XP_002885725.1
OG0013282	XP_010467007.1, XP_019096460.1, XP_010514616.1	XP_020888031.1
OG0013283	XP_010467041.1, XP_010488732.1, XP_010412417.1, XP_010488730.1	XP_020887967.1
OG0013284	XP_010467037.1, XP_010412402.1, XP_019096642.1, XP_010488723.1	XP_002885775.2
OG0013285	XP_010412444.1, XP_010488735.1, XP_010467049.1	XP_020886221.1
OG0013286	XP_010412687.1, XP_010467092.1, XP_010488771.1	XP_020886864.1
OG0013287	XP_010467109.1, XP_010488784.1, XP_010412805.1	XP_002885808.1
OG0013288	XP_010412875.1, XP_010488789.1, XP_010467113.1	XP_020887541.1
OG0013289	XP_010412894.1, XP_010488791.1	XP_020887540.1
OG0013290	XP_010497218.2, XP_010497415.1, XP_010488796.1, XP_010412943.1, XP_010467125.1	XP_002883738.1
OG0013291	XP_010513396.1, XP_010488537.1	XP_002883518.2
OG0013292	XP_010466845.1, XP_010488540.1, XP_010513436.1	XP_002885645.1
OG0013293	XP_010466848.1, XP_010488542.1, XP_010513471.1	XP_020886495.1
OG0013294	XP_010513483.1, XP_010488549.1, XP_010466849.1	XP_020886500.1
OG0013295	XP_010470549.1, XP_010415210.1, XP_010496348.1	XP_020891405.1
OG0013296	XP_010415228.1, XP_010470569.1, XP_010511595.1	XP_002887085.1
OG0013298	XP_010470598.1, XP_010511621.1, XP_010415254.1	XP_020865794.1
OG0013299	XP_010511624.1, XP_010415257.1, XP_010470601.1	XP_002888575.1
OG0013300	XP_010470615.1, XP_010511631.1, XP_010415273.1	XP_002887108.1
OG0013301	XP_010415276.1, XP_010470617.1, XP_010511633.1	XP_020891723.1
OG0013302	XP_010511645.1, XP_010415296.1, XP_010470627.1	XP_020891117.1
OG0013303	XP_010415329.1, XP_010470666.1, XP_010511700.1	XP_002887129.1
OG0013304	XP_010470669.1, XP_010415334.1, XP_010511704.1	XP_002888609.1
OG0013305	XP_010470675.1, XP_010415340.1, XP_010511711.1	XP_020891598.1
OG0013306	XP_010415366.1, XP_010470711.1, XP_010511741.1	XP_020889984.1
OG0013307	XP_010511796.2, XP_010415418.1	XP_002888648.1
OG0013308	XP_010415408.1, XP_010511774.1	XP_002888639.2
OG0013309	XP_010511825.1, XP_010470782.1, XP_010415455.1	XP_002887178.1
OG0013310	XP_010511843.1, XP_010415467.1, XP_010474205.1, XP_010470797.1	XP_020889915.1
OG0013311	XP_010435493.1, XP_010450443.1	XP_020875047.1
OG0013312	XP_010467594.1, XP_010413248.1, XP_010489439.1	XP_002884092.1
OG0013313	XP_010414142.1, XP_010467642.1, XP_010489533.1	XP_020887199.1
OG0013314	XP_010414205.1, XP_010497931.1, XP_010467643.1	XP_002884127.1
OG0013315	XP_019088009.1, XP_010451736.1, XP_010436849.1	XP_020875400.1
OG0013316	XP_010467666.1, XP_010414363.1, XP_010489553.1	XP_002886176.2
OG0013317	XP_010467693.1, XP_010414510.1, XP_010489570.1	XP_002886188.1
OG0013318	XP_010414584.1, XP_010489580.1, XP_010467701.1	XP_002884153.1
OG0013319	XP_010414595.1, XP_010489581.1, XP_010467702.1	XP_002886190.1
OG0013320	XP_010489614.1, XP_010414872.1, XP_010467733.1	XP_020887085.1
OG0013321	XP_010467734.1, XP_019096183.1, XP_010414883.1	XP_002886253.1
OG0013322	XP_010467750.1, XP_010415077.1, XP_010489461.1	XP_020887455.1
OG0013323	XP_010467875.1, XP_010415229.1, XP_010489472.1	XP_002883998.1
OG0013324	XP_010467885.1, XP_010415311.1	XP_002883994.1
OG0013325	XP_010489159.1, XP_010416927.1, XP_010467907.1	XP_020886454.1
OG0013326	XP_010495930.1, XP_010489148.1, XP_010416823.1	XP_020886861.1
OG0013327	XP_010495939.1, XP_010416745.1, XP_010489136.1	XP_020886244.1
OG0013328	XP_010517604.1, XP_010505881.1, XP_010508750.1	XP_002881759.1
OG0013329	XP_010517603.1, XP_010505880.1, XP_010508753.1	XP_020883488.1
OG0013330	XP_010505866.1, XP_010517586.1, XP_010508773.1	XP_002879904.2
OG0013331	XP_010508775.1, XP_010517583.1, XP_010505864.1	XP_020883990.1
OG0013332	XP_010517580.1, XP_010505863.1, XP_010508778.1	XP_020884344.1
OG0013333	XP_010508782.1	XP_002879899.1
OG0013334	XP_010505841.1, XP_010508796.1, XP_010517528.1	XP_020883145.1
OG0013335	XP_019102571.1, XP_010505834.1	XP_020884093.1, XP_002879892.1
OG0013336	XP_010505811.1, XP_010508829.1, XP_010517502.1	XP_002881732.1
OG0013337	XP_010508837.1, XP_010505791.1, XP_010517483.1	XP_020885503.1
OG0013338	XP_010505794.1, XP_010517485.1, XP_010508840.1	XP_020883498.1
OG0013339	XP_010508866.1, XP_010517464.1, XP_010505769.1	XP_020885192.1
OG0013340	XP_010508900.1, XP_010517430.1, XP_010505738.1	XP_020884497.1
OG0013341	XP_010412959.1, XP_010509007.1	XP_020884618.1
OG0013342	XP_010508944.1, XP_010505692.1	XP_002879833.1
OG0013343	XP_010508978.1, XP_010505660.1, XP_010517334.1	XP_002879814.1
OG0013344	XP_010505647.1, XP_010517321.1, XP_010508993.1	XP_020884842.1
OG0013345	XP_019101244.1, XP_019102541.1, XP_019100525.1	XP_020884592.1
OG0013346	XP_010509038.1, XP_010505595.1, XP_010517265.1	XP_020881852.1, XP_002879789.1
OG0013347	XP_010505584.1, XP_010517254.1, XP_010509065.1	XP_020885334.1
OG0013348	XP_010517253.1, XP_010509067.1, XP_010505583.1	XP_002879786.1
OG0013349	XP_019098757.1, XP_019083102.1, XP_019101466.1	XP_020883666.1
OG0013350	XP_010509080.1	XP_020883994.1
OG0013351	XP_010509081.2, XP_010505563.1, XP_010517235.1, XP_010509085.2	XP_002881626.2
OG0013352	XP_010509161.1, XP_010505516.1, XP_010517176.1	XP_020885845.1
OG0013353	XP_010503341.1, XP_010515046.1, XP_010426183.1	XP_002877561.1
OG0013354	XP_010429419.1, XP_010417191.1, XP_010472445.1	XP_002878750.1
OG0013355	XP_010509129.1, XP_010517147.1, XP_010505479.1	XP_002881602.1
OG0013356	XP_010514724.1, XP_010503043.1, XP_019085975.1	XP_020881676.1
OG0013357	XP_010517027.1, XP_010509318.1, XP_010505347.1	XP_020883173.1
OG0013358	XP_010517118.1, XP_019100751.1, XP_010509196.1, XP_010505450.1	XP_020885831.1
OG0013359	XP_010509231.1, XP_010505416.1, XP_010517089.1	XP_002881562.1
OG0013360	XP_010509235.1, XP_010517086.1, XP_010505413.1	XP_020884803.1
OG0013361	XP_010509260.1, XP_010509250.1, XP_010505393.1, XP_010517071.1	XP_020884804.1
OG0013362	XP_010513869.1, XP_019099560.1	XP_020880770.1
OG0013363	XP_010505363.1, XP_010517040.1, XP_010509294.1	XP_002881542.1
OG0013364	XP_010509315.1, XP_010517029.1, XP_010505350.1	XP_020883174.1
OG0013365	XP_010505328.1, XP_010517013.1, XP_010509339.1	XP_020885578.1
OG0013366	XP_010516999.1, XP_010509351.1, XP_010505313.1	XP_020883376.1
OG0013367	XP_010516989.1, XP_010509357.1, XP_010505307.1	XP_020885176.1
OG0013368	XP_010472322.1, XP_010429266.1	XP_020883140.1
OG0013369	XP_010505260.1, XP_010516943.1	XP_020883837.1
OG0013370	XP_010505258.1, XP_010509405.1, XP_010516941.1	XP_002879644.2
OG0013371	XP_019100761.1, XP_010505246.1, XP_010516932.1, XP_019100760.1	XP_002879637.1
OG0013372	XP_010466244.2, XP_010488028.1, XP_010508988.1	XP_002885378.1
OG0013373	XP_019100467.1, XP_010509419.1, XP_010516921.1	XP_020884742.1
OG0013374	XP_010448348.1, XP_010433572.1	XP_020873705.1
OG0013375	XP_010422245.1, XP_010496157.1, XP_010433082.1	XP_020877725.1
OG0013376	XP_010433019.1, XP_019098173.1	XP_020877654.1
OG0013377	XP_010475375.1, XP_010486111.1	XP_002892342.1
OG0013378	XP_010487939.1, XP_010466150.1	XP_020889026.1
OG0013379	XP_010489956.1, XP_010508160.1, XP_010466149.1	XP_002883209.1
OG0013380	XP_019089172.1, XP_010429194.1, XP_010472258.1	XP_020883984.1
OG0013381	XP_010455779.2	XP_020876621.1
OG0013382	XP_010433847.1, XP_010422170.1, XP_010455635.1	XP_020877695.1
OG0013383	XP_010455621.1, XP_010422157.1, XP_010433906.1	XP_020877708.1
OG0013384	XP_010434086.1, XP_010455599.1, XP_010422138.1	XP_020878620.1
OG0013385	XP_010433676.1, XP_010422189.1, XP_010455663.1	XP_002872646.1
OG0013386	XP_010455688.1, XP_010433425.1, XP_010422211.1, XP_010455687.1	XP_020877713.1
OG0013387	XP_010416856.1, XP_010472093.1, XP_010429009.1	XP_020883928.1
OG0013388	XP_010472137.1, XP_010429055.1, XP_010416890.1	XP_020884067.1
OG0013389	XP_010419255.1, XP_010472159.1, XP_010429084.1	XP_002880391.2
OG0013390	XP_010429091.1, XP_010416926.1, XP_010472165.1	XP_002878567.1
OG0013392	XP_010416949.1, XP_010429111.1, XP_010472194.1	XP_020883044.1
OG0013393	XP_010416955.1, XP_010474405.2, XP_010429117.1	XP_020884635.1
OG0013394	XP_010472196.1, XP_019083466.1, XP_019085077.1	XP_020883229.1
OG0013395	XP_010416968.1, XP_010429128.1	XP_020885785.1
OG0013396	XP_019093139.1, XP_010429145.1, XP_010416988.1	XP_020885699.1
OG0013397	XP_010416993.1, XP_010472220.1, XP_010429151.1	XP_020883250.1
OG0013398	XP_010472234.1, XP_010429167.1, XP_010417004.1	XP_002880444.1
OG0013399	XP_010429178.1, XP_010417015.1	XP_020884197.1
OG0013400	XP_010472255.1, XP_010417023.1, XP_010429189.1	XP_002878626.1
OG0013401	XP_010417055.1, XP_019093828.1, XP_010429243.1	XP_020883072.1, XP_020883071.1
OG0013402	XP_010429331.1, XP_010472373.1, XP_010417122.1	XP_020884510.1
OG0013403	XP_010429326.1, XP_010417118.1, XP_010472367.1	XP_002880522.1
OG0013404	XP_010429518.1, XP_010417290.1, XP_019093386.1	XP_002880668.1
OG0013405	XP_019082715.1, XP_010429536.1, XP_010472546.1	XP_020885126.1
OG0013406	XP_010429508.1, XP_010472520.1, XP_010417281.1	XP_002880659.1
OG0013407	XP_010472614.1, XP_019083507.1, XP_010429601.1	XP_002878897.1
OG0013408	XP_010429606.1, XP_010472618.1, XP_010417369.1	XP_002880724.1
OG0013409	XP_010472641.1, XP_010429634.1, XP_010417396.1	XP_020885033.1
OG0013410	XP_010429672.1, XP_010472678.1, XP_010417443.1	XP_020884514.1
OG0013411	XP_019093542.1, XP_010429503.1, XP_010417267.1	XP_002880652.1
OG0013412	XP_010474453.1, XP_010429497.1, XP_010417261.1	XP_020884222.1
OG0013413	XP_010417254.1, XP_010429487.1, XP_010472505.1	XP_020885419.1
OG0013414	XP_010429652.1, XP_010472658.1, XP_010417418.1	XP_020884447.1
OG0013415	XP_019082718.1, XP_010472597.1, XP_010429578.1	XP_020883025.1
OG0013416	XP_019093866.1, XP_019083500.1, XP_019085139.1	XP_020883366.1
OG0013417	XP_010479063.1, XP_010461464.1, XP_010500168.1	XP_020869156.1
OG0013418	XP_019094186.1, XP_010460505.1	XP_002890729.1
OG0013419	XP_019099385.1, XP_010479008.1, XP_010461400.1	XP_020869123.1
OG0013420	XP_019091677.1, XP_010499205.1, XP_010478055.1	XP_020868420.1
OG0013421	XP_010461412.1, XP_010479017.1, XP_010500114.1	XP_002891265.1
OG0013422	XP_010500124.1, XP_010479029.1, XP_010461416.1	XP_020866953.1
OG0013423	XP_010461449.1, XP_010500156.1, XP_010479055.1	XP_020870057.1
OG0013424	XP_010479057.1, XP_010461451.1	XP_002893994.1
OG0013425	XP_010478969.1, XP_010461370.1	XP_002893927.1
OG0013426	XP_010478953.1, XP_010461323.1, XP_010500043.1	XP_020868918.1
OG0013427	XP_019099377.1, XP_010461318.1, XP_010478948.1	XP_020868751.1
OG0013428	XP_019099375.1, XP_010461301.1, XP_010478929.1	XP_002891173.1
OG0013429	XP_010461300.1, XP_010500022.1, XP_010478926.1	XP_020868802.1
OG0013430	XP_010500016.1, XP_010496596.1, XP_010461292.1	XP_002893859.2
OG0013431	XP_010499986.1, XP_010478870.1, XP_010461267.1	XP_020867314.1
OG0013432	XP_010461258.1, XP_010478863.1	XP_020867095.1
OG0013433	XP_010461244.1, XP_010478835.1, XP_010499955.1	XP_020868497.1
OG0013434	XP_010501772.2, XP_010478830.1, XP_010461238.1	XP_020868484.1
OG0013435	XP_010414903.1	XP_002894571.1
OG0013436	XP_010461206.1, XP_010478806.1, XP_010499924.1	XP_002891064.1
OG0013437	XP_019097394.1, XP_019094729.1, XP_019090846.1	XP_020866351.1
OG0013438	XP_010478775.1, XP_010461181.1, XP_010499900.1	XP_020866350.1
OG0013439	XP_010499894.1, XP_010461178.1, XP_010478772.1	XP_020866355.1
OG0013440	XP_019091087.1, XP_010499886.1, XP_010461158.1, XP_010478755.1	XP_020866636.1
OG0013441	XP_010461159.1, XP_010478758.1, XP_010499879.1	XP_020866635.1
OG0013442	XP_010421879.1, XP_010438119.1	XP_002872458.1
OG0013443	XP_010421825.1, XP_010455316.1, XP_010436032.1	XP_020877453.1
OG0013444	XP_010437707.1, XP_010421919.1, XP_010455394.1	XP_002874601.2
OG0013445	XP_010421930.1, XP_010437561.1, XP_010455408.1	XP_020878754.1
OG0013446	XP_010437492.1, XP_010455410.1, XP_019084053.1	XP_002874611.2
OG0013447	XP_010421957.1, XP_010437147.1	XP_002874623.1
OG0013448	XP_010436747.1, XP_010455473.1, XP_010422004.1	XP_020875857.1
OG0013449	XP_010422032.1, XP_010435688.1	XP_002872543.1
OG0013450	XP_010422044.1, XP_010435591.1, XP_010455502.1	XP_002874672.1
OG0013451	XP_010455508.1, XP_010422047.1, XP_010435560.1	XP_002874675.1
OG0013452	XP_019089759.1, XP_010455532.1	XP_002872569.1
OG0013452	XP_019084074.1	XP_020877999.1
OG0013453	XP_010422080.1, XP_010435095.1, XP_010455536.1	XP_020879076.1
OG0013454	XP_010435048.1, XP_010422087.1, XP_010455540.1	XP_002872577.1
OG0013455	XP_010492961.1, XP_010420703.1, XP_010454180.1	XP_002873933.1
OG0013456	XP_010492966.1, XP_010420709.1	XP_020879417.1
OG0013457	XP_010492975.1, XP_010420717.1, XP_010454187.1	XP_002873938.1
OG0013458	XP_019083968.1, XP_010455013.1, XP_019097181.1	XP_020876537.1
OG0013459	XP_010421528.1, XP_010493924.1, XP_010455022.1	XP_002872231.1
OG0013460	XP_010455027.1, XP_010421530.1, XP_010493925.1	XP_002874322.1
OG0013461	XP_010456737.1, XP_010421540.1, XP_010493937.1	XP_020878238.1
OG0013462	XP_010493967.1, XP_010455074.1, XP_010421565.1	XP_020876974.1
OG0013463	XP_010493978.1, XP_010455089.1, XP_010421580.1	XP_020876922.1
OG0013464	XP_010493986.1, XP_010421585.1, XP_019090044.1	XP_020876946.1
OG0013465	XP_010421588.1, XP_010493991.1, XP_010455105.1	XP_020876927.1
OG0013466	XP_010421596.1, XP_010455110.1, XP_010493998.1	XP_020876891.1
OG0013468	XP_010468822.2	XP_002885997.2
OG0013469	XP_010495916.1, XP_019092061.1, XP_010489077.1	XP_002883937.1
OG0013470	XP_019096501.1, XP_010490286.1, XP_010467795.1, XP_010489014.1	XP_020888561.1
OG0013471	XP_010467764.1, XP_010488991.1	XP_002884227.1
OG0013472	XP_010431046.2, XP_010514965.1, XP_010503254.1	XP_020879916.1
OG0013473	XP_010426009.1, XP_010503192.1, XP_010514904.1	XP_020880627.1
OG0013474	XP_010518510.1, XP_010507833.1, XP_010506840.1	XP_020884408.1
OG0013475	XP_019100683.1, XP_010507839.1, XP_010518504.1	XP_020885691.1, XP_020874910.1
OG0013476	XP_010518498.1, XP_010507851.1, XP_010506819.1	XP_020882692.1
OG0013477	XP_010506817.1, XP_010518495.1, XP_010507853.1	XP_002880323.1
OG0013478	XP_010518484.1, XP_010507862.1, XP_010506813.1	XP_020883853.1
OG0013479	XP_019100676.1, XP_010518466.1, XP_010507873.1	XP_020883001.1
OG0013480	XP_010518463.1, XP_010507874.1, XP_010506795.1, XP_010507787.1	XP_002880313.1
OG0013481	XP_010508788.1, XP_010517572.1, XP_010505850.1	XP_002881750.1
OG0013482	XP_010518450.1, XP_010507884.1, XP_019100675.1	XP_020885532.1
OG0013483	XP_010518432.1, XP_010506768.1	XP_020885514.1
OG0013484	XP_010507902.1, XP_010518431.1, XP_010506767.1, XP_010512811.2	XP_002880294.1
OG0013485	XP_010507905.1, XP_010506765.1, XP_010518426.1	XP_020885515.1
OG0013486	XP_019100667.1, XP_010518393.1, XP_010507937.1	XP_002882101.1
OG0013487	XP_010506722.1, XP_010518392.1, XP_019101144.1	XP_002880277.2
OG0013488	XP_010507953.1, XP_010518382.1, XP_010506713.2	XP_020883380.1
OG0013489	XP_010507981.1, XP_010506689.1, XP_019082430.1	XP_002880261.2
OG0013490	XP_010507986.1, XP_019082429.1, XP_010506682.2	XP_020885324.1
OG0013491	XP_010518335.1, XP_010507996.1, XP_010506671.1	XP_020882714.1
OG0013492	XP_010507997.1, XP_010506670.2, XP_010518336.1	XP_002880252.1
OG0013493	XP_010506668.1, XP_010518332.1	XP_020882699.1
OG0013494	XP_010508013.1, XP_010506652.1, XP_019101999.1	XP_020885062.1
OG0013495	XP_010518311.1, XP_010506640.1, XP_010508029.1	XP_020883465.1
OG0013496	XP_019082425.1, XP_010506636.1, XP_010508035.1	XP_020883280.1
OG0013497	XP_010518302.1, XP_010508037.1, XP_010506632.1	XP_020884376.1
OG0013498	XP_010506626.1, XP_010518297.1, XP_010508044.1	XP_002880229.1
OG0013499	XP_010508055.1, XP_010518286.1, XP_010506617.1	XP_020884502.1
OG0013500	XP_010506594.1, XP_010508078.1, XP_010518258.1, XP_019101159.1	XP_002880212.1
OG0013501	XP_010506590.1, XP_010508082.1, XP_010518254.1	XP_002882043.1
OG0013502	XP_010414961.1	XP_020883212.1
OG0013503	XP_010518226.1, XP_010508101.1, XP_010506565.1	XP_020883211.1
OG0013504	XP_010518182.1, XP_010508137.1, XP_010506547.1	XP_002880186.1
OG0013505	XP_010506507.1, XP_010508157.1, XP_010518170.1	XP_002882018.1
OG0013506	XP_010518147.1, XP_010506474.1, XP_010508185.1	XP_002882004.1
OG0013507	XP_010508195.1, XP_010506466.1, XP_010518143.1	XP_020885615.1
OG0013508	XP_010506438.1	XP_020883852.1
OG0013509	XP_010508229.1, XP_010518103.1	XP_020884581.1
OG0013510	XP_010508269.1, XP_010518070.1, XP_010506395.1	XP_002881973.1
OG0013511	XP_010508277.1, XP_010518062.1, XP_010506388.1	XP_020884935.1
OG0013512	XP_010508279.1, XP_019082394.1, XP_010506386.1, XP_010497458.2	XP_020885805.1
OG0013513	XP_010518045.1, XP_010506376.1, XP_010508287.1	XP_020883954.1
OG0013514	XP_010518041.1, XP_010506369.1, XP_010508295.1	XP_020884818.1
OG0013515	XP_010508300.1, XP_010506365.1, XP_010518038.1	XP_002880109.1
OG0013516	XP_010506352.1, XP_010518029.1, XP_010508308.1	XP_002880102.1
OG0013517	XP_010506336.1, XP_010518017.1, XP_010508320.1	XP_002880097.1
