Orthogroup	Camelina_sativa	Arabidopsis_arenosa
OG0013466	XP_010421596.1, XP_010455110.1, XP_010493998.1	jg6645
OG0013468	XP_010468822.2	jg28224
OG0013469	XP_010495916.1, XP_019092061.1, XP_010489077.1	jg28235
OG0013470	XP_019096501.1, XP_010490286.1, XP_010467795.1, XP_010489014.1	jg28281
OG0013471	XP_010467764.1, XP_010488991.1	jg28312
OG0013472	XP_010431046.2, XP_010514965.1, XP_010503254.1	jg14427
OG0013473	XP_010426009.1, XP_010503192.1, XP_010514904.1	jg14363
OG0013474	XP_010518510.1, XP_010507833.1, XP_010506840.1	jg20207
OG0013475	XP_019100683.1, XP_010507839.1, XP_010518504.1	jg20201
OG0013476	XP_010518498.1, XP_010507851.1, XP_010506819.1	jg20196
OG0013477	XP_010506817.1, XP_010518495.1, XP_010507853.1	jg20192
OG0013478	XP_010518484.1, XP_010507862.1, XP_010506813.1	jg20185
OG0013479	XP_019100676.1, XP_010518466.1, XP_010507873.1	jg20174
OG0013480	XP_010518463.1, XP_010507874.1, XP_010506795.1, XP_010507787.1	jg20173
OG0013481	XP_010508788.1, XP_010517572.1, XP_010505850.1	jg19370
OG0013482	XP_010518450.1, XP_010507884.1, XP_019100675.1	jg20162
OG0013483	XP_010518432.1, XP_010506768.1	jg20144
OG0013484	XP_010507902.1, XP_010518431.1, XP_010506767.1, XP_010512811.2	jg20143
OG0013485	XP_010507905.1, XP_010506765.1, XP_010518426.1	jg20142
OG0013486	XP_019100667.1, XP_010518393.1, XP_010507937.1	jg20109
OG0013487	XP_010506722.1, XP_010518392.1, XP_019101144.1	jg20108
OG0013488	XP_010507953.1, XP_010518382.1, XP_010506713.2	jg20099
OG0013489	XP_010507981.1, XP_010506689.1, XP_019082430.1	jg20078
OG0013490	XP_010507986.1, XP_019082429.1, XP_010506682.2	jg20072
OG0013491	XP_010518335.1, XP_010507996.1, XP_010506671.1	jg20065
OG0013492	XP_010507997.1, XP_010506670.2, XP_010518336.1	jg20064
OG0013493	XP_010506668.1, XP_010518332.1	jg20063
OG0013494	XP_010508013.1, XP_010506652.1, XP_019101999.1	jg20047
OG0013495	XP_010518311.1, XP_010506640.1, XP_010508029.1	jg20039
OG0013496	XP_019082425.1, XP_010506636.1, XP_010508035.1	jg20036
OG0013497	XP_010518302.1, XP_010508037.1, XP_010506632.1	jg20034
OG0013498	XP_010506626.1, XP_010518297.1, XP_010508044.1	jg20028
OG0013499	XP_010508055.1, XP_010518286.1, XP_010506617.1	jg20020
OG0013500	XP_010506594.1, XP_010508078.1, XP_010518258.1, XP_019101159.1	jg19998
OG0013501	XP_010506590.1, XP_010508082.1, XP_010518254.1	jg19996
OG0013502	XP_010414961.1	jg19983
OG0013503	XP_010518226.1, XP_010508101.1, XP_010506565.1	jg19982
OG0013504	XP_010518182.1, XP_010508137.1, XP_010506547.1	jg19954
OG0013505	XP_010506507.1, XP_010508157.1, XP_010518170.1	jg19945
OG0013506	XP_010518147.1, XP_010506474.1, XP_010508185.1	jg19925
OG0013507	XP_010508195.1, XP_010506466.1, XP_010518143.1	jg19920
OG0013508	XP_010506438.1	jg19866
OG0013509	XP_010508229.1, XP_010518103.1	jg19857
OG0013510	XP_010508269.1, XP_010518070.1, XP_010506395.1	jg19824
OG0013511	XP_010508277.1, XP_010518062.1, XP_010506388.1	jg19817
OG0013512	XP_010508279.1, XP_019082394.1, XP_010506386.1, XP_010497458.2	jg19815
OG0013513	XP_010518045.1, XP_010506376.1, XP_010508287.1	jg19806
OG0013514	XP_010518041.1, XP_010506369.1, XP_010508295.1	jg19797
OG0013515	XP_010508300.1, XP_010506365.1, XP_010518038.1	jg19795, jg19793
OG0013516	XP_010506352.1, XP_010518029.1, XP_010508308.1	jg19781
OG0013517	XP_010506336.1, XP_010518017.1, XP_010508320.1	jg19774
OG0013518	XP_010517984.1, XP_010508348.1, XP_010506309.1	jg19749
OG0013519	XP_010506259.1, XP_010517945.1, XP_010508391.1	jg19706
OG0013520	XP_010503195.1, XP_010426020.1, XP_010514910.1	jg14368
OG0013521	XP_010506239.1, XP_010508410.1, XP_010517926.1	jg19690
OG0013522	XP_010508434.1, XP_010506213.1, XP_010517903.1	jg19676
OG0013523	XP_010517881.1, XP_010506191.1, XP_010508450.1	jg19653
OG0013524	XP_019082881.1, XP_010515445.1, XP_010508462.1, XP_010506179.1, XP_010517872.1	jg9175, jg19644
OG0013525	XP_010517858.1, XP_010506160.1, XP_010508479.1	jg19627
OG0013526	XP_010506153.1, XP_010508482.1, XP_010517854.1	jg19625
OG0013527	XP_010508489.1, XP_010506151.1, XP_010517849.1	jg19621
OG0013528	XP_010508529.1, XP_010506116.1, XP_010517819.1	jg19596
OG0013529	XP_010506106.1, XP_010517811.1, XP_010508537.1	jg19586
OG0013530	XP_010506105.1, XP_010517806.1, XP_010508539.1	jg19584
OG0013531	XP_010506071.1, XP_010508572.1, XP_010517771.1	jg19549
OG0013532	XP_010439766.1, XP_010442336.1	jg21462
OG0013533	XP_010508602.1, XP_010506038.1, XP_019101974.1	jg19527
OG0013534	XP_010506034.1, XP_010508604.1, XP_010517739.1	jg19523
OG0013535	XP_010508616.1, XP_010506013.1, XP_010517720.1, XP_010497287.1	jg19510
OG0013536	XP_010505954.1, XP_010517661.1	jg19455
OG0013537	XP_010505953.1	jg19456
OG0013538	XP_010505955.1, XP_010517663.2, XP_010517662.1, XP_010508689.1	jg19457
OG0013539	XP_010517664.1, XP_010505956.1, XP_010508688.1	jg19458
OG0013540	XP_010508683.1, XP_010505964.1, XP_010517667.1	jg19459
OG0013541	XP_010508725.1, XP_010505917.1	jg19420
OG0013542	XP_010517620.1, XP_010508731.1, XP_019099881.1	jg19412
OG0013543	XP_010485497.1, XP_010463530.1	jg23960
OG0013544	XP_010497353.2, XP_010499187.1, XP_010463533.1	jg23961
OG0013545	XP_010485506.1, XP_010463539.1, XP_019099213.1	jg23969
OG0013546	XP_010463564.1, XP_010485531.1, XP_010416604.1, XP_019092633.1	jg23987
OG0013547	XP_010438713.1, XP_010455224.1, XP_010421729.1	jg6963
OG0013548	XP_010485463.1, XP_010460417.1, XP_010463619.1	jg24027
OG0013549	XP_010417271.1, XP_019098385.1, XP_010485487.1, XP_010463647.1	jg24058
OG0013550	XP_010463685.1, XP_010485585.1, XP_010500279.1	jg24085
OG0013551	XP_010485597.1, XP_010500592.1, XP_010463698.1	jg24096
OG0013552	XP_010463732.1, XP_010504070.1	jg24120
OG0013553	XP_010463778.1, XP_010508298.1, XP_010485663.1	jg24161
OG0013554	XP_010463785.1, XP_010509766.1, XP_019096964.1	jg24166
OG0013555	XP_010511823.1, XP_010463805.1, XP_010485696.1	jg24201
OG0013556	XP_010512773.1, XP_010485711.1, XP_010463893.1, XP_010463817.1	jg24210
OG0013557	XP_010463827.1, XP_010485716.1, XP_010513337.1	jg24216
OG0013558	XP_010513395.1, XP_010485719.1, XP_010463828.1	jg24217
OG0013559	XP_010513456.1, XP_010485722.1, XP_010463829.1	jg24218
OG0013560	XP_010485736.1, XP_010463841.1, XP_019099700.1	jg24287, jg24229
OG0013561	XP_010515325.1, XP_010485746.1, XP_010463852.1	jg24243
OG0013562	XP_010463856.1, XP_010515621.1, XP_010485752.2	jg24245, jg25578
OG0013563	XP_010485799.1, XP_010413617.1, XP_010463909.1	jg24310
OG0013564	XP_010485810.1, XP_010463915.1	jg24315
OG0013565	XP_010416082.1, XP_010463936.1, XP_010485833.1	jg24334
OG0013566	XP_010463933.1, XP_010415969.1, XP_010489671.1, XP_010485832.1	jg24335
OG0013567	XP_010417299.1, XP_010485845.1, XP_010463948.1	jg24344
OG0013568	XP_010463949.1, XP_010417405.1, XP_010485846.1	jg24345
OG0013569	XP_019092931.1, XP_019097092.1, XP_010418259.1	jg24358
OG0013570	XP_010463965.1, XP_010485862.1, XP_010418822.1	jg24366
OG0013571	XP_010463975.1, XP_010419792.1, XP_019096950.1	jg24375
OG0013572	XP_010463976.1, XP_010485873.1, XP_010419896.1	jg24377
OG0013573	XP_010420513.1, XP_010485884.1, XP_010463984.1	jg24386
OG0013574	XP_019092799.1, XP_019096889.1, XP_010421675.1	jg24393
OG0013575	XP_010485957.1, XP_019100061.1, XP_010464043.1	jg24425
OG0013576	XP_010485976.1, XP_010426180.1, XP_010464059.1	jg24438
OG0013577	XP_010426718.1, XP_010485981.1, XP_010464066.1	jg24443
OG0013578	XP_010464092.1, XP_010486019.1, XP_010430058.1	jg24476
OG0013579	XP_010486048.1, XP_010464119.1	jg24491
OG0013580	XP_019100183.1, XP_010464149.1	jg24516
OG0013581	XP_010486073.1, XP_010433898.1, XP_010464152.1	jg24520
OG0013582	XP_010464155.1, XP_010434120.1, XP_010486075.1	jg24522
OG0013583	XP_010464176.1, XP_010486097.1	jg24541
OG0013584	XP_010486107.1, XP_010436570.1, XP_010464184.1	jg24549
OG0013585	XP_010486147.1, XP_010439402.1, XP_010464210.1	jg24574
OG0013586	XP_010464219.1, XP_010440777.1, XP_019096908.1	jg24589
OG0013587	XP_010489699.1, XP_010464225.1, XP_010441337.1	jg24596
OG0013588	XP_010464233.1	jg24603
OG0013589	XP_010486186.1, XP_010464250.1, XP_010443284.1	jg24614
OG0013590	XP_010486207.1, XP_010444882.1, XP_019092679.1	jg24626
OG0013591	XP_010464299.1, XP_010486243.1, XP_010448276.1	jg24659
OG0013592	XP_010486254.1, XP_010464319.1, XP_019100421.1	jg24665
OG0013593	XP_010486256.1, XP_010464321.1, XP_010449019.1	jg24666
OG0013594	XP_010486259.1, XP_010464327.1, XP_010449609.1	jg24670
OG0013595	XP_010486291.1, XP_010451684.1, XP_010464361.1	jg24693
OG0013597	XP_010464411.1, XP_010486342.1, XP_010456966.1	jg24730
OG0013598	XP_010486344.1, XP_019092915.1, XP_010457040.1	jg24732
OG0013599	XP_010486386.1, XP_010464457.1, XP_010461507.1	jg24764
OG0013600	XP_010464462.1, XP_010462236.1, XP_010486392.1	jg24769
OG0013601	XP_010464477.1, XP_010463311.1	jg24781
OG0013602	XP_010486440.1, XP_010466610.1, XP_010464513.1	jg24806
OG0013603	XP_019097087.1, XP_010464519.1	jg24812
OG0013604	XP_010433793.1, XP_010439063.1, XP_010448584.1	jg10053
OG0013605	XP_010464533.1, XP_010486455.1, XP_010468254.1	jg24819
OG0013606	XP_010468385.1, XP_010486457.1	jg24821
OG0013607	XP_010486474.1, XP_010469281.1, XP_010464549.1	jg24832
OG0013608	XP_010473601.1, XP_010464596.1, XP_010486521.1	jg24876
OG0013609	XP_010486527.1, XP_010464600.1, XP_010473929.1	jg24880
OG0013610	XP_010486538.1, XP_010464618.1, XP_019100905.1	jg24891
OG0013611	XP_010464651.1, XP_010486568.1, XP_010478747.1	jg24920
OG0013612	XP_019092524.1, XP_010486571.1	jg24922
OG0013613	XP_010464669.1, XP_010480541.1, XP_010486590.1	jg24939
OG0013614	XP_010486607.1, XP_010464677.1, XP_010480916.1, XP_019092017.1	jg24950
OG0013615	XP_010418541.1, XP_010486612.1, XP_019092168.1	jg24952
OG0013616	XP_010464714.1, XP_010483919.1, XP_010486644.2	jg24980
OG0013617	XP_010418615.1, XP_010489754.1, XP_010468104.1	jg24999, jg27437
OG0013618	XP_010486675.1, XP_010494281.1, XP_010464739.1	jg25003
OG0013619	XP_010464762.1, XP_010492436.1, XP_010486698.1	jg25022
OG0013620	XP_010486699.1, XP_010464763.1, XP_010492251.1	jg25023
OG0013621	XP_010491987.1, XP_010486701.1, XP_010464765.1	jg25024
OG0013622	XP_010491593.1, XP_010486705.1, XP_010464772.1	jg25028
OG0013623	XP_010486714.1, XP_019092678.1, XP_010490473.1	jg25036
OG0013625	XP_010464807.1, XP_010488727.1, XP_010486754.1	jg25057
OG0013626	XP_010464819.1, XP_010487452.1	jg25066
OG0013627	XP_010464822.1, XP_010487235.1, XP_010486765.1	jg25069
OG0013628	XP_010486820.1, XP_010496990.1, XP_010464874.1	jg25108
OG0013629	XP_010464884.1, XP_010489781.1, XP_019101238.1, XP_019096361.1	jg25115
OG0013630	XP_010464951.1, XP_010498410.1, XP_010486880.1	jg25154
OG0013631	XP_010464959.1, XP_010498493.1, XP_010486897.1	jg25163
OG0013632	NP_001305009.1, NP_001291954.1, XP_010464962.1	jg25168
OG0013634	XP_010498962.1, XP_010465007.1, XP_010486938.1	jg25193
OG0013635	XP_010498992.1, XP_010486942.1, XP_010465010.1	jg25196
OG0013636	XP_010465028.1, XP_010499136.1, XP_010486975.1	jg25210
OG0013637	XP_010465043.1, XP_010499317.1, XP_010489794.2	jg25223
OG0013638	XP_010465059.1, XP_010489795.1	jg25234
OG0013639	XP_010418917.1, XP_010487022.1, XP_010465074.1	jg25253
OG0013640	XP_010500030.1, XP_010465116.1, XP_010487060.1	jg25283
OG0013641	XP_010465139.2, XP_010487069.1, XP_010500190.1	jg25294
OG0013642	XP_010487125.1, XP_010465209.1	jg25351
OG0013643	XP_010465260.1, XP_010501387.1, XP_010487164.1	jg25390
OG0013644	XP_010514984.1, XP_010503271.1, XP_010426098.1	jg14443
OG0013645	XP_010465285.1, XP_010487191.1	jg25412
OG0013646	XP_019101794.1, XP_019097040.1, XP_019092618.1	jg25452
OG0013647	XP_019096907.1, XP_019101822.1	jg25474
OG0013648	XP_010502056.1, XP_010487276.1, XP_010465374.1	jg25492
OG0013649	XP_010502231.1, XP_010487299.1, XP_010465405.1	jg25504
OG0013650	XP_010487308.1, XP_010502343.1, XP_010465425.1	jg25510
OG0013651	XP_010465464.1, XP_010502551.1, XP_010487333.1	jg25538
OG0013652	XP_010465468.1, XP_010502599.1, XP_010487338.1	jg25544
OG0013653	XP_010502655.1, XP_010465473.1, XP_010487343.1	jg25547
OG0013654	XP_010497829.1, XP_010487348.1, XP_010502713.1, XP_010465477.1	jg25551
OG0013655	XP_010487353.1, XP_010465487.1	jg25565
OG0013656	XP_010465499.1, XP_010487361.1, XP_010502872.1	jg25574
OG0013657	XP_010489847.1, XP_010503174.1, XP_010465529.1	jg25603
OG0013658	XP_010465536.1, XP_010503229.1, XP_010487391.1	jg25607
OG0013659	XP_010435838.1, XP_010441097.1, XP_010450760.1	jg12559
OG0013660	XP_010487403.1, XP_010465550.1, XP_010503344.1	jg25616
OG0013661	XP_010465569.1, XP_010487418.1, XP_010503441.1	jg25623
OG0013662	XP_010468198.1, XP_010468199.1, XP_010487441.1, XP_010503629.1	jg25638
OG0013663	XP_010487445.1, XP_010503670.1, XP_010468200.1	jg25644
OG0013664	XP_010503775.1, XP_010487454.1, XP_010465614.1	jg25653
OG0013666	XP_010465656.1, XP_010487490.1	jg25685
OG0013667	XP_010487491.1, XP_010465657.1, XP_010419320.1, XP_010504183.1	jg25686
OG0013668	XP_010487547.1, XP_010465704.1, XP_010504668.1	jg25751
OG0013669	XP_010487548.1, XP_010504678.1, XP_010465705.1	jg25752
OG0013670	XP_010465715.1, XP_010504779.1, XP_010487562.1	jg25769
OG0013671	XP_010504823.1, XP_010487565.1, XP_010465721.1	jg25773
OG0013672	XP_010504855.1, XP_010465728.1, XP_010487569.1	jg25777
OG0013673	XP_010487577.1, XP_019097095.1, XP_010504924.1, XP_010465734.1	jg25782
OG0013674	XP_010487579.1, XP_010504945.1, XP_010465736.1	jg25788
OG0013675	XP_010487580.1, XP_010504959.1	jg25790
OG0013676	XP_010465744.1, XP_010487593.1, XP_010505096.1	jg25805
OG0013677	XP_010505200.1, XP_010465764.1	jg25829
OG0013678	XP_010465777.1, XP_010505501.1	jg25832
OG0013679	XP_010505475.1, XP_010487613.1, XP_019092462.1	jg25839
OG0013680	XP_010487619.1, XP_010465782.1, XP_010505382.1	jg25843
OG0013682	XP_010465813.1, XP_010505628.1	jg25865
OG0013683	XP_010487653.1, XP_010505639.1, XP_010465817.1	jg25868
OG0013684	XP_010487658.1, XP_010465823.1, XP_010465858.1, XP_010505784.1	jg25872
OG0013685	XP_010487660.1, XP_019092424.1, XP_010465829.1, XP_010505770.1	jg25873
OG0013686	XP_010465857.1, XP_010505760.1, XP_010465828.1, XP_010487661.1	jg25874
OG0013687	XP_010505816.1, XP_010465831.1, XP_010487668.1	jg25881
OG0013688	XP_010487669.1, XP_010465833.1	jg25883
OG0013689	XP_010487694.1, XP_010506108.1, XP_010465854.1	jg25911
OG0013690	XP_010506120.1, XP_010465863.1, XP_010487700.1	jg25912
OG0013691	XP_010506947.1, XP_010465951.1, XP_019096214.1	jg25981
OG0013692	XP_010507096.1, XP_010465985.1	jg26007
OG0013693	XP_010466055.1, XP_010419922.1, XP_019096899.1	jg26061
OG0013694	XP_010466078.1, XP_010507677.1, XP_010487876.1	jg26074
OG0013695	XP_010468287.2, XP_010507691.1	jg26075
OG0013696	XP_010487893.1, XP_010507782.1, XP_010466094.1	jg26088
OG0013697	XP_010487914.1, XP_010507930.1, XP_010466130.1	jg26119
OG0013698	XP_010508110.1, XP_010487935.1, XP_010466146.1	jg26131
OG0013699	XP_010487943.1, XP_010466153.1, XP_010508172.1	jg26137
OG0013700	XP_010508553.1, XP_010466195.1, XP_010487983.1	jg26164
OG0013701	XP_010466206.1, XP_010508634.1, XP_010487990.1	jg26175
OG0013702	XP_019082628.1, XP_019097079.1	jg26180
OG0013703	XP_010466230.1, XP_010488016.1, XP_010508890.1	jg26199
OG0013704	XP_010488017.1, XP_010508912.1, XP_010466233.1	jg26200
OG0013705	XP_010508899.1, XP_010488018.1, XP_010466232.1	jg26201
OG0013706	XP_010508923.1, XP_010488019.1, XP_010466234.1	jg26202
OG0013707	XP_010508968.1, XP_010488026.1, XP_010466243.1	jg26207
OG0013708	XP_010466256.1, XP_010509087.1, XP_010488041.1	jg26214
OG0013709	XP_010473200.1, XP_010417956.1	jg992
OG0013710	XP_010488060.1, XP_010466274.1, XP_010509233.1	jg26242
OG0013711	XP_010466288.1, XP_010488067.1, XP_010509367.1	jg26250
OG0013712	XP_010488074.1, XP_010466297.1, XP_010509454.1	jg26255
OG0013714	XP_010441052.1, XP_010435833.1, XP_010450817.1	jg12502
OG0013715	XP_010450831.1, XP_010441039.1, XP_010435822.1	jg12481
OG0013716	XP_019089720.1, XP_010439005.1, XP_010445153.1, XP_010433746.1	jg10017
OG0013717	XP_010450873.1, XP_010440983.1	jg12417
OG0013718	XP_010440995.1, XP_010435775.1, XP_010450887.1	jg12404
OG0013719	XP_010435768.1, XP_010450892.1, XP_010440998.1	jg12401
OG0013720	XP_010435735.1, XP_010440936.1, XP_010450923.1	jg12358
OG0013721	XP_010440919.1, XP_010450950.1, XP_010435723.1	jg12327
OG0013722	XP_010496094.1, XP_010435715.2, XP_010440907.2	jg12303
OG0013723	XP_010435696.1, XP_010440895.1, XP_010450547.1	jg12257
OG0013724	XP_010435609.1, XP_010440881.1, XP_010450526.1	jg12237
OG0013725	XP_010450522.1, XP_010435608.1, XP_010440878.1	jg12234
OG0013726	XP_010470336.1, XP_010511153.1, XP_010414880.1	jg1582
OG0013727	XP_019086059.1, XP_019087752.1, XP_019088911.1	jg12223
OG0013728	XP_010450516.1, XP_010435594.1, XP_010440873.1	jg12211
OG0013729	XP_010435565.1, XP_010450489.1, XP_010440843.1	jg12168
OG0013730	XP_010440803.1, XP_010435521.1, XP_010450457.1	jg12098, jg12096
OG0013731	XP_010435506.1	jg12048
OG0013732	XP_010482031.1, XP_010442203.1, XP_010438950.1	jg21272
OG0013733	XP_010488454.1, XP_010512892.1, XP_010466735.1	jg26642
OG0013734	XP_010488447.1, XP_010466725.1, XP_010512755.1	jg26633
OG0013735	XP_010512614.1, XP_010488430.1	jg26606
OG0013736	XP_010512442.1, XP_010466676.1, XP_010488397.1	jg26593
OG0013737	XP_010466650.1, XP_010512284.1	jg26580
OG0013738	XP_010488376.1, XP_010466644.1	jg26575
OG0013739	XP_019083969.1	jg26549
OG0013740	XP_010466596.1, XP_010488336.1, XP_010511985.1	jg26537
OG0013741	XP_010468386.1, XP_010511582.1, XP_010468384.2, XP_010488300.1	jg26498
OG0013742	XP_010511481.1, XP_010466539.1, XP_010488285.1	jg26485
OG0013743	XP_010488271.1, XP_010466523.1, XP_010511334.1	jg26474
OG0013744	XP_010496202.1, XP_010511421.1, XP_010415069.1	jg1865
OG0013745	XP_010468373.1, XP_010488244.1, XP_010511127.1	jg26451
OG0013746	XP_010510760.1, XP_010488211.1, XP_010466452.1	jg26392
OG0013747	XP_010488198.1, XP_010510594.1	jg26380
OG0013748	XP_010510472.1, XP_010488188.1, XP_010466421.1	jg26365
OG0013749	XP_010510410.1, XP_010488175.1, XP_019092714.1	jg26359
OG0013750	XP_010488165.1, XP_010466392.1, XP_010510289.1	jg26347
OG0013751	XP_019092872.1, XP_010510057.1, XP_010488135.1	jg26316
OG0013752	XP_010432994.1, XP_019088836.1, XP_010447728.1	jg9375
OG0013753	XP_010414927.1, XP_010511223.2	jg1501
OG0013754	XP_010470500.1, XP_010415170.1, XP_010511554.1	jg2069
OG0013755	XP_010470484.1, XP_010415157.1, XP_010511542.1	jg2055
OG0013756	XP_010470416.1, XP_010511443.1, XP_010418972.1	jg1913
OG0013757	XP_010511415.1, XP_010496212.1, XP_010415063.1	jg1853
OG0013758	XP_010415073.1, XP_010470430.1, XP_010511423.1	jg1875
OG0013759	XP_010511430.1, XP_010415074.1, XP_010470426.1	jg1897
OG0013760	XP_010470338.1, XP_010414885.1, XP_010511157.1	jg1579
OG0013761	XP_010470359.1, XP_010414904.1, XP_010511201.1	jg1532
OG0013762	XP_010470362.1, XP_010414909.1	jg1527
OG0013763	XP_010454145.1, XP_010420667.1, XP_010492933.1	jg5745
OG0013764	XP_019090449.1, XP_010492874.1, XP_010420634.1	jg5705
OG0013765	XP_010420620.1, XP_010454101.1, XP_010492863.1	jg5700
OG0013766	XP_010454091.1, XP_010420612.1, XP_010492853.1	jg5694
OG0013767	XP_010454082.1, XP_010492845.1	jg5687
OG0013768	XP_010492842.1, XP_010454079.1, XP_010420593.1	jg5685
OG0013769	XP_010472633.1, XP_010417385.1, XP_010429620.1	jg17240
OG0013770	XP_010429347.1, XP_010472387.1	jg16854
OG0013771	XP_010492823.1, XP_019097921.1, XP_010420563.1	jg5661
OG0013772	XP_010482212.1, XP_010442398.1	jg21567
OG0013773	XP_010440565.1, XP_010442405.1	jg21573
OG0013774	XP_010482084.1, XP_010442256.1, XP_010493650.1	jg21369
OG0013775	XP_010482082.1, XP_010442254.1, XP_010493649.1	jg21368
OG0013776	XP_010515713.1, XP_010426863.1, XP_010503989.1, XP_010507407.1	jg15160
OG0013777	XP_010503967.1, XP_010515688.1, XP_010426841.1	jg15138
OG0013778	XP_010503962.1, XP_010515684.1, XP_010431268.1	jg15133
OG0013779	XP_010426836.1, XP_010503956.1, XP_010515678.1	jg15132
OG0013780	XP_010515677.1, XP_010503954.1, XP_010426829.1	jg15131
OG0013781	XP_010426830.1, XP_010503953.1, XP_010515675.1	jg15130
OG0013782	XP_010515676.1, XP_010426832.1, XP_010503952.1	jg15129
OG0013783	XP_010503913.1, XP_010426793.1, XP_010515644.1	jg15103
OG0013784	XP_010515643.1, XP_010503910.1, XP_010426791.1	jg15102
OG0013785	XP_019085347.1, XP_010515634.1, XP_010503903.1	jg15098
OG0013786	XP_019084841.1, XP_010515626.1, XP_010503895.1	jg15091
OG0013787	XP_010503888.1, XP_010426761.1, XP_019101906.1	jg15082
OG0013788	XP_010515608.1, XP_019099711.1, XP_010503873.1, XP_010426753.1	jg15075
OG0013789	XP_010426736.1, XP_010515589.1, XP_010503857.1	jg15048
OG0013790	XP_010426704.1, XP_010503841.1, XP_010515556.1	jg15034
OG0013791	XP_010503829.1, XP_010426691.1, XP_010515541.1	jg15021
OG0013792	XP_010513846.1, XP_019099970.1, XP_010424875.1	jg12922
OG0013793	XP_010496477.1, XP_010496717.1, XP_010479288.1, XP_010496690.1, XP_010496692.1	jg28397
OG0013794	XP_010503434.1, XP_019084802.1, XP_010515123.1	jg14617
OG0013795	XP_010457058.1, XP_010474823.1, XP_010479602.1	jg28431
OG0013796	XP_010474811.1, XP_010457072.1, XP_019098067.1	jg28437
OG0013797	XP_010474799.1, XP_010479789.1	jg28447
OG0013798	XP_010424425.1, XP_019102064.1, XP_010425636.1	jg13631
OG0013799	XP_010457113.1, XP_010474757.1, XP_010480165.1	jg28465
OG0013801	XP_010480530.1, XP_010457153.1, XP_010474713.1	jg28504
OG0013802	XP_010474707.1, XP_010457159.1, XP_010480594.1, XP_019094921.1	jg28509
OG0013803	XP_010474698.1, XP_010480654.1, XP_010457172.1	jg28516
OG0013804	XP_010474687.1, XP_010457181.1	jg28524
OG0013805	XP_010480844.1, XP_010474636.1, XP_010457194.1	jg19444
OG0013806	XP_010487378.1, XP_010503070.1, XP_010465521.1	jg25598
OG0013807	XP_019090865.1, XP_010480996.1, XP_010474662.1	jg28556
OG0013808	XP_010474669.1, XP_010457238.1, XP_010481074.1	jg28563
OG0013809	XP_010474671.1, XP_010481116.1, XP_010457243.1	jg28567
OG0013810	XP_010457251.1, XP_010474677.1, XP_010481144.1	jg28573
OG0013811	XP_010474867.1, XP_010457280.1, XP_010481272.1	jg28599
OG0013812	XP_010457290.1, XP_010481355.1, XP_010474882.1	jg28605
OG0013813	XP_010457310.1, XP_010474906.1, XP_010481475.1	jg28617
OG0013814	XP_010481514.1, XP_010457314.1, XP_010474908.1	jg28620
OG0013815	XP_010474922.1, XP_010474935.1, XP_010481655.1	jg28633
OG0013816	XP_010457354.1, XP_010474967.1, XP_010482037.2	jg28660
OG0013817	XP_010482470.1, XP_010457388.1, XP_010475002.1	jg28691
OG0013818	XP_010457419.1, XP_010475030.1, XP_019094962.1	jg28717
OG0013819	XP_010482960.1, XP_010457425.1, XP_010475040.1	jg28722
OG0013820	XP_010483904.1, XP_010457501.1, XP_010475113.1	jg28771
OG0013821	XP_010457511.1, XP_010483972.1, XP_010475119.1	jg28778
OG0013822	XP_010484173.1, XP_019091872.1, XP_010475138.1	jg28795
OG0013823	XP_010484415.1, XP_010457553.1, XP_010475165.1	jg28816
OG0013824	XP_010484422.1, XP_010475166.1, XP_010457559.1	jg28817
OG0013825	XP_010485533.1, XP_010475317.1	jg28944
OG0013826	XP_010485567.1, XP_010457708.1, XP_019095117.1	jg28946
OG0013827	XP_019098858.1, XP_019094967.1, XP_010457755.1	jg28980
OG0013828	XP_019095134.1, XP_010457777.1, XP_010486206.1, XP_010486221.1	jg29000
OG0013829	XP_010475443.1, XP_010457849.1, XP_010486849.1	jg29042
OG0013830	XP_010457852.1, XP_010475444.1, XP_010486901.1	jg29045
OG0013831	XP_010487010.1, XP_010475453.1, XP_010457862.1	jg29036
OG0013832	XP_010457877.1, XP_010475463.1, XP_010487134.1	jg29063
OG0013833	XP_010475480.1, XP_010457897.1, XP_010487283.1	jg29082
OG0013834	XP_010475496.1, XP_010457913.1, XP_010487416.1	jg29092
OG0013835	XP_010435584.2, XP_019087038.1, XP_010450508.1	jg12200
OG0013836	XP_010475576.1, XP_010488210.1, XP_010458007.1	jg29157
OG0013838	XP_010488709.1, XP_010475623.1, XP_010458067.1	jg29194
OG0013839	XP_010488813.1, XP_010475637.1, XP_010458076.1	jg29201
OG0013840	XP_010469796.1, XP_010414216.1, XP_010510287.1	jg1736, jg1727
OG0013841	XP_010488823.1, XP_010475638.1, XP_010458077.1	jg29203
OG0013842	XP_010458154.1, XP_010475704.1	jg29247
OG0013843	XP_010489606.1, XP_010458168.1, XP_010475720.1	jg29257
OG0013844	XP_010489693.1, XP_010458177.1, XP_010475733.1	jg29267
OG0013845	XP_010489798.1, XP_010458199.1, XP_010475748.1	jg29278
OG0013846	XP_010458207.1, XP_010475754.1, XP_010489879.1	jg29286
OG0013847	XP_010458208.1, XP_010489898.1, XP_010475760.1	jg29291
OG0013848	XP_010489928.1, XP_010475766.1, XP_010458216.1	jg29296
