Orthogroup	Camelina_sativa	Cochlearia_excelsa
OG0018306	XP_010448563.1	g23836
OG0018307	XP_010436388.1, XP_010433666.1, XP_010448454.1	g23778
OG0018308	XP_010448441.1, XP_010433647.1	g17170
OG0018309	XP_010448382.1	g17154
OG0018310	XP_010461569.1, XP_019095271.1	g36263
OG0018311	XP_010479114.1, XP_010500236.1, XP_010461510.1	g28126
OG0018312	XP_010478349.1, XP_010460753.1, XP_010499497.1	g32415
OG0018313	XP_010478466.1, XP_010499587.1, XP_010460852.1	g50544
OG0018314	XP_010460861.1, XP_019099291.1, XP_010478479.1	g32474
OG0018315	XP_010460881.1, XP_010499620.1, XP_010478507.1	g50557
OG0018316	XP_010478614.1, XP_010461019.1	g27723
OG0018318	XP_010499791.1, XP_010463076.1	g32617
OG0018319	XP_010425092.1, XP_010502318.1, XP_010514075.1	g1527
OG0018320	XP_010514107.1, XP_010425126.1	g1542
OG0018322	XP_010444484.1, XP_010484313.1	g183
OG0018324	XP_010484111.1	g284
OG0018325	XP_010444087.1, XP_010458879.1	g9864
OG0018326	XP_010444059.1, XP_010458417.1	g371
OG0018327	XP_010483944.1, XP_010458204.1	g381
OG0018328	XP_010444037.1, XP_010483892.1, XP_010477917.1	g18603
OG0018329	XP_010457835.1, XP_010483869.1	g395
OG0018331	XP_010443955.1, XP_019095859.1, XP_010457250.1	g9906
OG0018332	XP_010457120.1, XP_010443945.1, XP_010483793.1	g428
OG0018335	XP_010493578.1, XP_010421258.1	g538
OG0018337	XP_010493807.1	g10070
OG0018339	XP_010421429.1	g613
OG0018342	XP_019084753.1	g28920
OG0018343	XP_010455197.1, XP_019095501.1	g1275
OG0018344	XP_010477301.1	g28707
OG0018345	XP_010483530.1, XP_010454688.1, XP_010443660.1	g1246
OG0018347	XP_010443605.1, XP_010483463.1, XP_010453982.1	g1206
OG0018348	XP_010483350.1	g28670
OG0018349	XP_010443474.1, XP_010483300.1	g39298
OG0018350	XP_010443428.1, XP_010483255.1, XP_019092528.1	g39305
OG0018351	XP_019092518.1, XP_019095659.1, XP_019088463.1	g28640, g28638
OG0018352	XP_010483106.1, XP_010443282.1, XP_010450929.1	g1063
OG0018353	XP_010515322.1, XP_010503625.1, XP_010426485.1	g19393
OG0018356	XP_019084665.1, XP_010452679.1, XP_019097723.1	g5563
OG0018357	XP_019097781.1, XP_010452669.2, XP_010423248.1	g29643
OG0018359	XP_010456398.1, XP_010495072.1, XP_010424778.1	g5666
OG0018360	XP_010424023.1, XP_010496821.1	g27965
OG0018362	XP_010490623.1, XP_010452039.1, XP_010424819.2	g11552
OG0018363	XP_010423917.1, XP_010452016.1, XP_010490600.1	g45297
OG0018364	XP_019089882.1, XP_010495035.1, XP_019084662.1	g5822
OG0018367	XP_019090332.1, XP_019097285.1, XP_010423983.2	g5850
OG0018374	XP_010417642.1, XP_010429876.1	g13601
OG0018375	XP_010429823.1	g44325
OG0018377	XP_010417588.1, XP_010472778.1, XP_010429805.1	g46512
OG0018378	XP_019085059.1, XP_019093071.1, XP_019083437.1	g46426
OG0018379	XP_010428846.1, XP_010471960.1, XP_010416718.1	g13615
OG0018381	XP_010460083.1	g19462
OG0018383	XP_019093781.1, XP_010416638.1, XP_010428780.1	g46325
OG0018384	XP_010517324.1, XP_010488974.1, XP_010467310.1	g14235
OG0018386	XP_010428686.1, XP_010471782.2, XP_010416546.1	g44405
OG0018387	XP_010471620.1, XP_010416382.1, XP_010428523.1	g44476
OG0018388	XP_010471615.1, XP_010428518.1, XP_010416376.1	g46183
OG0018389	XP_010467527.1, XP_010489384.1	g14021, g53180
OG0018390	XP_019086196.1, XP_010468703.1	g6052
OG0018391	XP_010501263.1	g17979
OG0018392	XP_010415102.1, XP_010496067.1	g18057
OG0018393	XP_019099526.1, XP_010462309.1, XP_010479990.1	g54351
OG0018396	XP_019101945.1	g37162
OG0018397	XP_010412897.1, XP_010505168.1, XP_010509486.1	g38035, g51577
OG0018398	XP_010516898.1, XP_010505220.1, XP_010509441.1	g51601
OG0018399	XP_010508235.1, XP_010506425.1, XP_019082402.1	g19541
OG0018400	XP_010450350.1, XP_010440695.1, XP_010435401.1	g46915
OG0018401	XP_010435438.1, XP_010450379.1	g46879
OG0018402	XP_010450328.1	g46933
OG0018403	XP_019089611.1	g46935
OG0018404	XP_010450260.1	g24906
OG0018405	XP_010436634.1	g24654
OG0018407	XP_010450085.1, XP_010435174.1, XP_010440512.1	g17755
OG0018410	XP_010440383.1, XP_010449980.1, XP_010435060.1	g24497
OG0018413	XP_019091626.1, XP_010499188.1	g27632
OG0018415	XP_010416312.1, XP_010471543.1, XP_019085005.1	g46147
OG0018416	XP_010416325.1, XP_010428461.1, XP_010471561.1	g44510
OG0018417	XP_010471563.1	g46160
OG0018420	XP_019083024.1, XP_010470884.1, XP_010511934.1	g44777
OG0018421	XP_010511953.1, XP_010415563.1, XP_010470903.1	g45786
OG0018422	XP_010433225.1, XP_010447985.1	g17047
OG0018423	XP_019088907.1, XP_019088549.1, XP_019086092.1	g47669
OG0018427	XP_010514768.1	g3292
OG0018428	XP_010502792.1, XP_010425567.1	g10454
OG0018429	XP_010412490.1	g3469
OG0018432	XP_010431071.1	g19518
OG0018434	XP_010481646.1, XP_010441783.1, XP_010494578.1	g40536
OG0018435	XP_019100116.1	g10408
OG0018436	XP_010461928.1, XP_010500654.1, XP_010479543.1	g36465
OG0018438	XP_010462036.1, XP_010500791.1, XP_010479700.1	g36532
OG0018441	XP_010500833.1, XP_010479742.1	g54260
OG0018442	XP_010462133.1, XP_010479801.1	g36585
OG0018444	XP_010509800.1	g51411
OG0018445	XP_010509674.1, XP_010504997.1	g51493
OG0018446	XP_010516691.1, XP_010505020.1, XP_010509640.1	g51505
OG0018447	XP_010505052.1, XP_010509614.1	g51522
OG0018448	XP_010516732.1, XP_010509602.1	g51528
OG0018449	XP_010439834.1	g47278
OG0018450	XP_010439904.2, XP_010449504.1, XP_010445297.1	g24220
OG0018451	XP_010449507.1, XP_010434582.1, XP_010439907.1	g47256
OG0018452	XP_010449534.1, XP_010434596.1, XP_010439920.1	g47254
OG0018454	XP_010434603.1, XP_010449540.1, XP_010439926.1	g47246
OG0018457	XP_010441594.1, XP_019095556.1	g40620
OG0018459	XP_010426594.2, XP_010507371.2	g11361
OG0018463	XP_010488838.1	g6244
OG0018464	XP_010467136.1, XP_010488804.1	g6326
OG0018465	XP_010424295.1	g13670
OG0018466	XP_019097026.1, XP_010467427.1, XP_010515902.1	g13717
OG0018468	XP_010448869.1, XP_010434017.1, XP_010439312.1	g47427
OG0018471	XP_019098193.1, XP_010485399.1, XP_010435636.1	g7933
OG0018472	XP_010449218.1, XP_010434316.1, XP_010439612.1	g47334
OG0018474	XP_010421831.1, XP_010455322.1, XP_010435983.1	g40247
OG0018476	XP_010439671.1, XP_010434373.1, XP_010449315.1	g24118
OG0018477	XP_010434758.1, XP_010449704.1	g47188
OG0018478	XP_019089430.1	g24291
OG0018479	XP_010496410.1	g16992
OG0018483	XP_010435665.1	g7944
OG0018484	XP_010435663.1	g11241
OG0018485	XP_010485401.1, XP_010435633.1, XP_010496297.1	g12717
OG0018488	XP_010484657.1, XP_010465622.1	g19635
OG0018490	XP_010484672.1, XP_010444822.1	g19629
OG0018491	XP_010478748.1, XP_010444832.1	g9624
OG0018492	XP_010413139.1, XP_019093753.1	g18706
OG0018493	XP_010413156.1, XP_019100993.1, XP_010468854.1	g18786
OG0018494	XP_010468855.1, XP_010418550.1, XP_010512750.1, XP_019082817.1	g11144
OG0018495	XP_010468944.1, XP_010413272.1, XP_010512645.1	g1756
OG0018498	XP_010469085.1, XP_010413389.1	g1856
OG0018500	XP_010512201.1, XP_010413696.1	g18894
OG0018501	XP_010512138.1, XP_010516577.1, XP_010504886.1	g18910
OG0018502	XP_010504807.1	g18949
OG0018503	XP_010504719.2	g11225
OG0018505	XP_010427472.1, XP_010504552.1, XP_010516252.1	g19024
OG0018506	XP_010427426.1, XP_010504502.1	g2166
OG0018507	XP_010516043.1	g2255
OG0018508	XP_010412759.1, XP_010507430.1, XP_010427036.1	g19175
OG0018509	XP_010427028.1, XP_010412757.2, XP_010504140.1	g2335
OG0018510	XP_010426939.1	g2383
OG0018511	XP_010504023.1, XP_019085724.1	g19218
OG0018513	XP_010466985.1, XP_010422716.1	g35821
OG0018514	XP_010518627.1, XP_010467030.1, XP_010488714.1	g6365
OG0018516	XP_010506953.1	g51426
OG0018517	XP_010415364.1, XP_010470703.1, XP_010511735.1	g44881
OG0018522	XP_019086877.1, XP_010440707.1, XP_010450367.1	g37364
OG0018526	XP_010455612.1	g40388
OG0018528	XP_010429156.1	g38496
OG0018530	XP_010463201.2, XP_010480962.2	g28174
OG0018531	XP_010511132.1, XP_010500078.1, XP_010461362.1	g27929
OG0018532	XP_019099374.1	g50509
OG0018534	XP_010499893.1, XP_010478766.1	g32674
OG0018535	XP_010455425.1, XP_010421943.1	g40299
OG0018536	XP_010435007.1, XP_010455541.1, XP_010422090.1	g40361
OG0018537	XP_019097897.1, XP_010424366.1	g4809
OG0018539	XP_010455100.1	g4788
OG0018540	XP_010494009.1, XP_010455124.1, XP_010421610.1	g10148
OG0018541	XP_010494090.1, XP_010421688.1, XP_010455172.1	g10166
OG0018542	XP_010432846.1	g5914
OG0018543	XP_010467786.1	g13826
OG0018544	XP_010493645.1, XP_010482078.1	g7421
OG0018545	XP_010507813.1	g31526
OG0018546	XP_010518375.1, XP_010506705.1, XP_010507958.1	g50802
OG0018547	XP_010518149.1, XP_010508181.1	g37605
OG0018548	XP_010494204.1, XP_010481970.1, XP_010442140.1	g37016
OG0018550	XP_010435237.1	g24611
OG0018553	XP_010508502.1, XP_010506136.1, XP_010517841.1	g37473
OG0018554	XP_010506119.1, XP_010517821.1, XP_010508527.1	g52082
OG0018558	XP_010463598.2, XP_010485444.1, XP_010442178.1	g12691
OG0018561	XP_019099463.1, XP_010485583.1, XP_010463683.1	g12680
OG0018564	XP_010508629.1, XP_010485666.1	g12770
OG0018565	XP_010511136.1, XP_010485688.1, XP_010463797.1	g12633
OG0018567	XP_010467983.1, XP_010489658.1, XP_010417482.1	g12776
OG0018569	XP_010485831.1, XP_010463932.1	g7753
OG0018570	XP_010463943.1, XP_010416702.1, XP_010485842.1	g12595
OG0018571	XP_010463963.1, XP_010418757.1, XP_010485860.1	g12821
OG0018573	XP_010464062.1, XP_010485977.1, XP_010426338.2	g12858
OG0018574	XP_010486018.1, XP_010464091.1	g12544
OG0018575	XP_010431614.1, XP_010486050.1, XP_010464123.1	g12878
OG0018576	XP_010486224.1, XP_010464287.1, XP_010446318.1	g12465
OG0018577	XP_010464347.1, XP_010450727.1	g7601
OG0018579	XP_010486426.1	g13004
OG0018581	XP_010464605.1	g7483
OG0018582	XP_019096625.1, XP_019092514.1, XP_019100974.1	g12388
OG0018584	XP_010450798.2	g46698, g16891
OG0018585	XP_010464892.1	g7354
OG0018586	XP_010486994.1, XP_010465045.1, XP_010499364.1	g12271
OG0018587	XP_010487003.1, XP_010499449.1, XP_019092892.1	g7284
OG0018588	XP_010487027.1	g12256
OG0018589	XP_010500113.1	g13159
OG0018590	XP_010487074.1, XP_010500239.1, XP_010465148.1	g7253
OG0018592	XP_010501428.2, XP_019096370.1	g7204
OG0018593	XP_010465330.1, XP_010501875.1, XP_010487237.1	g12181
OG0018594	XP_010465454.1	g12149
OG0018598	XP_010504998.1, XP_010487588.1, XP_010465738.2	g12056
OG0018599	XP_010465944.1, XP_010487770.1	g6875
OG0018600	XP_010424882.1	g10803
OG0018601	XP_019092829.1	g6821
OG0018602	XP_010487850.1, XP_010466053.1	g6818
OG0018604	XP_010466114.1, XP_010487907.1, XP_010507845.1	g6785
OG0018607	XP_010487967.1, XP_010508397.1, XP_010466178.1	g13367
OG0018608	XP_010509566.1, XP_010466316.1, XP_010488084.1	g13374
OG0018609	XP_010445110.1, XP_010442802.1, XP_010482631.1	g886
OG0018610	XP_010435876.1, XP_010450795.1, XP_010441074.1	g16890
OG0018611	XP_010441038.1, XP_010436794.1, XP_010451834.1	g46705
OG0018612	XP_010442194.1, XP_010482027.1, XP_010438879.1	g10302
OG0018613	XP_010488199.1, XP_010467862.1, XP_010467854.1, XP_010467858.1	g13399
OG0018616	XP_010415103.1, XP_010470440.1, XP_019101526.1	g45064
OG0018617	XP_010470327.1, XP_010511139.1	g18067
OG0018618	XP_010511158.1, XP_010470339.1, XP_010414881.1	g43628
OG0018619	XP_010420668.1, XP_010492934.1, XP_010454152.1	g4898
OG0018621	XP_019085702.1	g19255
OG0018623	XP_010474830.1	g26857
OG0018624	XP_010479586.1	g26860
OG0018627	XP_010482199.1, XP_010474980.1, XP_019091682.1	g49421
OG0018629	XP_010483068.1, XP_010475050.1, XP_010457440.1	g30851
OG0018630	XP_010457444.1, XP_010483084.1, XP_010475053.1	g30853
OG0018631	XP_010475090.1	g26934
OG0018632	XP_010475163.1, XP_019091893.1	g30896
OG0018635	XP_010484988.1	g30932
OG0018636	XP_010475298.1, XP_010457679.1	g49516
OG0018637	XP_010475432.2	g31026
OG0018638	XP_010475450.1, XP_010457859.1, XP_010486968.1	g31038
OG0018640	XP_010487367.1, XP_010457907.1, XP_010475491.1	g31059
OG0018641	XP_010487714.1	g49573
OG0018643	XP_010488297.1, XP_019094198.1	g49603
OG0018644	XP_010458031.1, XP_010475598.1	g31101
OG0018645	XP_010489549.1, XP_010475712.1, XP_010458160.1	g49650
OG0018646	XP_010475746.1, XP_019091586.1	g31164
OG0018648	XP_010490327.1, XP_019091615.1, XP_010475827.1	g31217
OG0018649	XP_010458304.1, XP_010490435.1	g31225
OG0018650	XP_010458415.1, XP_010475935.1, XP_010491558.1	g27123
OG0018651	XP_010481892.1, XP_010494293.1	g11127
OG0018652	XP_019098944.1, XP_010476046.1	g27148
OG0018653	XP_010458568.1, XP_010476095.1, XP_010493065.1	g27167
OG0018655	XP_010476320.1, XP_010495147.1	g31441
OG0018656	XP_010476372.1, XP_010495477.1, XP_019091444.1	g49882
OG0018657	XP_010496095.1, XP_010476500.1	g31532
OG0018658	XP_010476582.1, XP_010496810.2, XP_010459029.1	g31571
OG0018660	XP_019091739.1, XP_010497213.1, XP_010480488.1	g27307
OG0018661	XP_010476642.1, XP_010459091.1, XP_010497221.1	g49944
OG0018662	XP_010497326.1, XP_010476661.1	g27311
OG0018665	XP_010473905.1, XP_010413670.1	g27362
OG0018666	XP_010498053.1	g49992
OG0018671	XP_010459706.1, XP_010477256.1	g27454
OG0018672	XP_010462800.1, XP_010498459.1, XP_019094656.1	g27455
OG0018673	XP_010459712.1, XP_010477262.1, XP_010498464.1	g50130
OG0018674	XP_010481988.1, XP_010494179.1, XP_010442168.1	g18446
OG0018675	XP_010460048.1, XP_010477553.1	g50256
OG0018676	XP_010498773.1, XP_010460052.1	g50262
OG0018677	XP_010415883.1, XP_010471181.1, XP_010428005.1	g45941
OG0018678	XP_010433794.1, XP_010439064.1, XP_010448586.1	g23842
OG0018680	XP_010500669.1, XP_010479557.1	g1825
OG0018682	XP_010430380.1, XP_010473531.1, XP_010418309.1	g40862
OG0018683	XP_019093583.1, XP_010430367.2, XP_010418295.2	g36896
OG0018684	XP_010430365.1, XP_010418292.1	g40874
OG0018687	XP_010430072.1, XP_010418029.1, XP_010473266.1	g40997
OG0018688	XP_010510936.1, XP_010417992.1, XP_010473235.1	g44136
OG0018689	XP_010510981.1, XP_010470163.1	g44104
OG0018691	XP_010415007.1, XP_010480270.1, XP_010511298.1	g41106
OG0018692	XP_010414986.1, XP_010480251.1	g43985
OG0018693	XP_010450670.1, XP_010441180.1, XP_010436814.1	g36838
OG0018694	XP_010418499.1, XP_010430565.1	g40776
OG0018696	XP_010481372.1, XP_019087547.1, XP_019097529.1	g10838
OG0018697	XP_010455805.1, XP_010422332.1, XP_010432044.1	g25565
OG0018698	XP_010433064.1, XP_010438260.1	g47711
OG0018700	XP_019095276.1, XP_010461671.1, XP_010500385.1, XP_010501893.1, XP_010479279.1	g54078
OG0018701	XP_010500403.1, XP_010479290.1	g36347
OG0018704	XP_010463300.1, XP_010501904.1, XP_010481039.1	g36378
OG0018706	XP_010496648.1, XP_019098638.1, XP_019088086.1	g54146
OG0018708	XP_010431800.1, XP_010436953.1, XP_010446366.1, XP_010489252.1	g22662
OG0018709	XP_010446500.1, XP_010431925.1	g22714
OG0018712	XP_010446633.1, XP_019087931.1, XP_019086185.1	g22815, g24653
OG0018713	XP_010446634.1, XP_010437191.1, XP_010432038.1	g22817
OG0018714	XP_010446654.1	g47990
OG0018715	XP_010437236.1, XP_010446667.1, XP_010436224.1	g47984
OG0018716	XP_010432077.1, XP_010437248.1, XP_010446686.1	g22852
OG0018717	XP_010432088.1, XP_010437259.1, XP_010446697.1	g47980
OG0018718	XP_019086027.1, XP_010446846.1	g47949
OG0018719	XP_010446869.1	g22967
OG0018720	XP_019088122.1	g22976, g36197
OG0018721	XP_010437441.1, XP_010446897.1	g47930
OG0018722	XP_010437515.1, XP_010432322.1, XP_010446974.1	g47907
OG0018723	XP_019089575.1	g23043
OG0018725	XP_010488508.1, XP_010466803.1	g18195
OG0018726	XP_010437985.1, XP_010447486.1, XP_010432808.1	g23300
OG0018728	XP_010426230.1	g19501
OG0018733	XP_010477609.1, XP_010498826.1, XP_010460102.1	g32063
OG0018736	XP_010426511.1, XP_010456328.1	g47143
OG0018737	XP_010480277.1, XP_019091486.1, XP_010474744.1	g49323
OG0018738	XP_010501320.1, XP_010457578.1, XP_019094369.1	g26951
OG0018739	XP_019091813.1, XP_010475343.1, XP_019098854.1	g30980, g30970
OG0018740	XP_010457775.1, XP_010486174.1, XP_010475379.1	g31004
OG0018742	XP_010501439.2, XP_019094393.1, XP_019094894.1, XP_010462652.1, XP_019090983.1	g31359
OG0018743	XP_019097909.1, XP_019094916.1	g32021
OG0018744	XP_010460144.1, XP_010498873.1, XP_010477667.1	g32093
OG0018745	XP_010460168.1, XP_010477695.1	g50305
OG0018746	XP_010477777.1, XP_010498975.1	g32126
OG0018747	XP_010498978.1, XP_010477787.1, XP_010460239.1	g50341
OG0018748	XP_019094229.1, XP_010499041.1, XP_010477855.1, XP_010460310.1	g32163
OG0018750	XP_010501592.1	g32186
OG0018751	XP_010499105.1, XP_010460372.1, XP_010477921.1	g32199
OG0018752	XP_010499124.1, XP_010460394.1, XP_010477947.1	g32208
OG0018753	XP_010478245.1, XP_010499398.1, XP_010460661.1	g32364
OG0018755	XP_010478996.1, XP_010461392.1, XP_010500093.1	g28231
OG0018758	XP_010462060.1, XP_010479723.1, XP_010500817.1	g54253
OG0018761	XP_010419432.1, XP_010474563.1, XP_010431668.1	g40979
OG0018763	XP_010470251.1, XP_010414728.1, XP_010511068.1	g44055
OG0018764	XP_010511316.1, XP_010415021.1	g41094
OG0018765	XP_010481240.1, XP_010418944.1, XP_019100904.1	g43512
OG0018766	XP_010511389.1, XP_010470383.1, XP_010418895.2	g45104
OG0018768	XP_019093632.1, XP_010415444.2, XP_019100952.1	g18021, g18023
OG0018769	XP_010470828.2, XP_019101052.1, XP_010415499.1	g44817
OG0018770	XP_010428372.1, XP_010416239.1, XP_010471498.1	g46123
OG0018771	XP_019082897.1, XP_010471861.1, XP_019085774.1	g44374
OG0018772	XP_010471922.1, XP_019083414.1, XP_019085042.1	g46347
OG0018773	XP_010416832.1, XP_019093552.1, XP_010428983.1	g46458
OG0018774	XP_010417539.1, XP_010472760.1, XP_010429789.1	g46508
OG0018775	XP_010429793.1, XP_010417542.1, XP_010472765.1	g46510
OG0018778	XP_010471030.2, XP_010415712.1, XP_010427808.1	g24961, g11680, g28213
OG0018779	XP_019100057.1, XP_019101592.1, XP_010487032.1, XP_010465079.1	g7270
OG0018783	XP_010466016.1, XP_010487807.1, XP_010507247.2	g6852
OG0018784	XP_019096841.1, XP_010466789.1	g6471
OG0018788	XP_010488858.1, XP_010467187.1	g6226
OG0018792	XP_010490465.2, XP_019092383.1	g13795
OG0018793	XP_010488988.1, XP_010468770.1	g13840
OG0018794	XP_010488979.1, XP_010497796.2	g13836
OG0018795	XP_010417080.1, XP_010472329.1, XP_010429274.1	g50946
OG0018796	XP_010417095.1, XP_010472339.1	g38430
OG0018797	XP_010472341.1, XP_010429294.1, XP_010417097.1	g38433
OG0018798	XP_010472409.1, XP_010429365.1, XP_010417153.1	g50970
OG0018801	XP_010419322.2, XP_010472495.1	g38360
OG0018810	XP_010512948.1, XP_010517352.1	g51821
OG0018812	XP_010507928.2, XP_010506740.1, XP_010518401.1	g37713
OG0018813	XP_010513844.1, XP_010502093.1, XP_010424866.1	g10811
OG0018814	XP_019085884.1, XP_010514025.1, XP_010502266.1	g10708
OG0018817	XP_010503025.1, XP_010425808.1, XP_010514710.1	g11513
OG0018818	XP_010425926.1, XP_010412547.1, XP_010503145.1	g19595
OG0018821	XP_019086710.1, XP_010451456.1, XP_010412673.2	g24239
OG0018822	XP_010426500.1, XP_010515337.1, XP_019100244.1	g19389
OG0018824	XP_019085846.1, XP_019082484.1, XP_019100262.1	g52844, g52834
OG0018825	XP_010504128.1, XP_010431330.1, XP_010515858.1	g19187
OG0018826	XP_010504350.1, XP_010516064.1, XP_010427254.1	g11282
OG0018827	XP_010427484.1, XP_010516263.1, XP_019100367.1	g11260
OG0018828	XP_010469187.1, XP_010413564.1, XP_010512365.1	g18824
OG0018830	XP_010452536.1, XP_010491170.1	g29694
OG0018832	XP_019090272.1, XP_010421127.1, XP_010493445.1	g9956
OG0018834	XP_010424406.1, XP_010421700.1, XP_010455184.1, XP_010494103.1	g10172
OG0018835	XP_010421733.1, XP_010438639.1	g25952
OG0018836	XP_010496540.1, XP_010455241.1, XP_010438532.1	g40203
OG0018837	XP_010437719.1, XP_010421912.1, XP_010455391.1	g40281
OG0018842	XP_010437121.1, XP_019088994.1	g22761
OG0018843	XP_010432093.1, XP_010446701.1	g22872
OG0018844	XP_010446913.1, XP_010432268.1	g22994
OG0018847	XP_010438470.1, XP_019089607.1	g47665
OG0018849	XP_010438698.1, XP_010433440.1, XP_010448213.1	g17119
OG0018850	XP_010438729.1, XP_010433472.1	g23686
OG0018851	XP_010448270.1, XP_010433505.1, XP_010438753.1	g47585
OG0018852	XP_010433592.1, XP_010438832.1, XP_010448371.1	g23735
OG0018853	XP_010448555.1, XP_010433760.1, XP_010439020.1	g47510
OG0018855	XP_019086139.1, XP_010449983.1	g53650, g17711
OG0018856	XP_010440532.1, XP_010450165.1, XP_010435227.1	g47014
OG0018858	XP_010450265.2, XP_010440642.1, XP_010435317.1	g54007
OG0018859	XP_019089820.1, XP_010435471.1	g47084
OG0018860	XP_010440872.1, XP_010450515.1, XP_010435593.1	g46792
OG0018861	XP_010435900.1, XP_019088793.1, XP_019088792.1, XP_019089222.1	g46675
OG0018862	XP_019087583.1, XP_019097782.1, XP_019095870.1	g36992
OG0018863	XP_010442165.1, XP_010481992.1	g18450
OG0018864	XP_010442153.2, XP_019095921.1, XP_010494164.2	g18457
OG0018867	XP_010441391.1, XP_010482303.1, XP_010442480.1	g1446
OG0018868	XP_010442495.1, XP_010482319.1	g1423
OG0018870	XP_010482372.1, XP_010442551.1, XP_010442265.1	g17187
OG0018871	XP_010442918.1, XP_010482426.1, XP_010442580.1	g28301
OG0018872	XP_010442776.1, XP_010482455.1, XP_010442605.1	g28325
OG0018873	XP_010482492.1, XP_010442661.1, XP_010443421.1	g1327
OG0018874	XP_019087906.1, XP_019095721.1	g28345
OG0018875	XP_010443703.1, XP_010442683.1, XP_010482520.1	g1322
OG0018876	XP_010442701.1, XP_010482537.1, XP_010444076.1	g41177
OG0018877	XP_010442746.1, XP_010482576.1, XP_010444626.1	g41212
OG0018879	XP_019095632.1, XP_010446040.1	g50764, g1113, g32264
OG0018881	XP_010461408.1, XP_010444340.1	g252, g9786
OG0018882	XP_010478714.1, XP_010446297.1, XP_010485333.1	g9631
OG0018885	XP_010444727.1, XP_010478680.1, XP_010485330.1	g9647
OG0018888	XP_010422779.1, XP_010456220.1, XP_010427687.1	g39478
OG0018889	XP_010492762.1	g29022
OG0018891	XP_010497273.1, XP_010441577.1	g54289
OG0018912	XP_010426345.1, XP_010503480.1, XP_010515167.1	g2707
OG0018915	XP_019099909.1, XP_019102092.1, XP_019098125.1	g16710
OG0018916	XP_010441173.1, XP_010450675.1, XP_010435908.1	g16843
OG0018920	XP_010420190.1, XP_010492367.1, XP_010453670.1	g45691
OG0018922	XP_010492068.1, XP_010453383.1	g5284
OG0018923	XP_010419735.1, XP_010453207.1	g29434
OG0018925	XP_010491768.1, XP_010453115.1	g45550
OG0018927	XP_019098052.1	g5497
OG0018929	XP_019089127.1, XP_010422485.1, XP_019090172.1, XP_019090171.1	g25512
OG0018930	XP_010433721.1	g23818
OG0018932	XP_019083581.1, XP_010473082.1, XP_010510838.1	g40152
OG0018933	XP_019084473.1	g5550
OG0018934	XP_010472140.1, XP_010429057.1	g38529
OG0018935	XP_010494426.1, XP_010481764.1	g39674
OG0018937	XP_010448602.1, XP_010433806.1	g17224
OG0018943	XP_010425105.1, XP_010514087.1	g16693
OG0018945	XP_019094529.1, XP_019095690.1	g18676
OG0018947	XP_010484263.1, XP_010462833.1	g209
OG0018950	XP_010493068.1, XP_010420806.1	g672
OG0018953	XP_010443815.1, XP_010456224.1	g28812
OG0018955	XP_010443599.1, XP_010483460.1, XP_010453954.1	g28719, g1202
OG0018957	XP_010450176.1, XP_010483054.1	g28528
OG0018958	XP_019084817.1, XP_010503566.1, XP_010515261.1	g19416
OG0018959	XP_010491292.1, XP_010423272.1	g5577
OG0018960	XP_010491182.1, XP_010452553.1, XP_010423361.1	g29688
OG0018971	XP_010450617.1, XP_010441237.1	g16820
OG0018978	XP_010480193.1, XP_010462492.1	g27971
OG0018981	XP_010503167.1, XP_010514859.1, XP_010495858.1	g3003
OG0018983	XP_010441440.1, XP_010442483.1	g1444
OG0018984	XP_010435296.1, XP_010450315.1, XP_010440609.1	g17862
OG0018987	XP_010441624.1, XP_010442493.1	g1430
OG0018989	XP_010442316.1, XP_010482376.1	g1381
OG0018990	XP_010471329.1, XP_010416060.1, XP_010428190.1, XP_010431500.1, XP_010471325.2	g44589
OG0018991	XP_010428322.1	g46097
OG0018992	XP_019083359.1, XP_019084999.1	g46137
OG0018993	XP_010471573.1, XP_010416340.1	g44500
OG0018997	XP_010442583.1, XP_010482430.1	g28303
OG0018999	XP_010494645.1, XP_010481586.1, XP_010441726.1	g40557
OG0019000	XP_010441796.1	g11104
OG0019004	XP_019082955.1, XP_010509872.1	g51364
OG0019005	XP_019100432.1	g51442
OG0019008	XP_010451379.1, XP_010439805.2	g24157
OG0019009	XP_010439814.1	g47282
OG0019010	XP_019082299.1, XP_019087213.1, XP_019086411.1	g17483
OG0019011	XP_010441367.1	g46625
OG0019012	XP_010449129.1, XP_019088561.1	g47361
OG0019013	XP_019086476.1, XP_010449086.1, XP_019088741.1	g24019
OG0019014	XP_010449734.1, XP_019088500.1	g47176
OG0019015	XP_019087142.1, XP_019086516.1	g17562
OG0019016	XP_010434738.1, XP_010440076.1	g47190
OG0019027	XP_010442943.1, XP_019091588.1	g39445
OG0019028	XP_019092719.1, XP_019083492.1, XP_019096638.1	g11704
OG0019029	XP_010514487.1, XP_010488692.1, XP_010466996.1	g13537
OG0019030	XP_010488733.1, XP_010412423.1, XP_010467042.1	g6361
OG0019032	XP_010414807.1, XP_010467727.1, XP_010489609.1	g13944
OG0019037	XP_010436626.1, XP_010455488.1	g25764
OG0019039	XP_010467800.1, XP_010489024.1	g13825
OG0019041	XP_010431024.1, XP_010514916.1, XP_010431025.1, XP_010466563.1, XP_010503205.1, XP_019100524.1	g16717
OG0019042	XP_010518423.1, XP_010507909.1	g38256, g13830
OG0019044	XP_010518165.1, XP_019101170.1	g52252
