Orthogroup	Camelina_sativa	Raphanus_sativus
OG0014522	XP_010510709.1, XP_010473192.1, XP_019082743.1	XP_018439176.1
OG0014523	XP_010414605.1, XP_010510698.1, XP_010470154.1	XP_018484920.1
OG0014524	XP_010510695.1, XP_010417954.1, XP_010473199.1	XP_018485128.1
OG0014525	XP_010510680.1, XP_010470135.1, XP_010414585.1	XP_018442021.1
OG0014526	XP_010510677.1, XP_010414582.1, XP_010470130.1	XP_018437443.1
OG0014527	XP_010470109.1, XP_010414561.1, XP_010510649.1	XP_018439983.1
OG0014528	XP_010510641.1, XP_010470101.1, XP_010414549.1	XP_018440860.1
OG0014529	XP_010470097.1, XP_010510635.1	XP_018440901.1
OG0014530	XP_019093057.1, XP_010510617.1, XP_010414517.1	XP_018436279.1
OG0014531	XP_019093503.1, XP_019101465.1, XP_019082780.1	XP_018480511.1
OG0014532	XP_010414497.1, XP_010470061.1, XP_010510611.1	XP_018484805.1
OG0014533	XP_010470058.1, XP_010510595.1	XP_018434675.1
OG0014534	XP_010510593.1, XP_010470057.1, XP_010414494.1	XP_018480520.1
OG0014535	XP_010510576.1, XP_010470045.1, XP_010414480.1	XP_018478155.1
OG0014536	XP_010470006.1, XP_010414449.1, XP_010510545.1	XP_018434642.1
OG0014537	XP_010414443.1, XP_010469996.1, XP_010510539.1	XP_018478628.1
OG0014538	XP_010469947.1, XP_010510484.1, XP_010414377.1	XP_018440203.1
OG0014539	XP_010469924.1, XP_010414364.1, XP_010510449.1	XP_018440942.1
OG0014540	XP_010414365.1, XP_010469920.1	XP_018441049.1
OG0014541	XP_010510425.1, XP_010469910.1, XP_010414327.1	XP_018439090.1
OG0014542	XP_010414318.1, XP_010469899.1, XP_010510413.1	XP_018440852.1
OG0014543	XP_010469891.1, XP_010414306.1	XP_018434713.1
OG0014544	XP_010510395.1, XP_010469884.1, XP_010414294.1	XP_018433291.1
OG0014545	XP_010414285.1, XP_010469877.1, XP_010510386.1	XP_018473423.1
OG0014546	XP_010469871.1, XP_010510379.1	XP_018472858.1
OG0014547	XP_010469785.1, XP_010414206.1, XP_010510275.1	XP_018474640.1
OG0014548	XP_010421025.1, XP_010493318.1	XP_018440796.1
OG0014549	XP_019100398.1, XP_019102416.1, XP_010427655.1	XP_018489657.1
OG0014550	XP_010414141.1, XP_010510211.1, XP_010473920.2	XP_018482384.1, XP_018438632.1
OG0014551	XP_010469693.1, XP_010414140.1, XP_010510210.1	XP_018441794.1
OG0014552	XP_010510209.1, XP_010414139.1, XP_010469696.1	XP_018434183.1
OG0014553	XP_010469711.1, XP_010510196.1, XP_010414125.1	XP_018473415.1
OG0014554	XP_010469714.1	XP_018482092.1
OG0014555	XP_010433801.1, XP_010439070.1, XP_010448594.1	XP_018452938.1
OG0014556	XP_010469662.1, XP_010414073.1, XP_010510144.1	XP_018484660.1
OG0014557	XP_010510134.1, XP_010469651.1	XP_018437329.1
OG0014558	XP_010510113.1, XP_019082994.1, XP_010469640.1	XP_018477264.1
OG0014559	XP_010510106.1, XP_010414036.1, XP_010469637.1	XP_018440998.1
OG0014560	XP_010469630.1	XP_018439637.1
OG0014561	XP_010509992.1, XP_010413971.1	XP_018475853.1, XP_018472801.1
OG0014562	XP_010469582.1, XP_010510012.1, XP_010413990.1	XP_018441880.1
OG0014563	XP_010510040.1, XP_010469612.1, XP_019082979.1	XP_018473174.1
OG0014564	XP_010510061.1	XP_018441037.1
OG0014565	XP_010413947.1, XP_010469546.1, XP_010509968.2	XP_018472667.1
OG0014566	XP_010509967.1, XP_010469545.1, XP_010413946.1	XP_018472668.1, XP_018475131.1
OG0014567	XP_019101339.1, XP_010469533.1, XP_010413931.1	XP_018439259.1
OG0014568	XP_010413928.1, XP_010469532.1, XP_010513101.1	XP_018433239.1
OG0014569	XP_010509894.1, XP_010413872.1, XP_010469481.1	XP_018477162.1, XP_018433659.1
OG0014570	XP_010494327.1, XP_010481862.1, XP_010442021.1	XP_018477749.1
OG0014571	XP_010441997.1, XP_010481837.1	XP_018480419.1
OG0014572	XP_010481828.1, XP_010441990.1, XP_010494356.1	XP_018483462.1
OG0014573	XP_010441983.1, XP_010481823.1, XP_010494360.1	XP_018484243.1
OG0014574	XP_010494364.1, XP_010441982.1, XP_010481821.1	XP_018477175.1
OG0014575	XP_010441980.1, XP_010481818.1, XP_010494367.1	XP_018452053.1
OG0014576	XP_010481799.1, XP_010494383.1, XP_019087729.1	XP_018455526.1
OG0014577	XP_010441934.1, XP_010481789.1, XP_010494393.1	XP_018478278.1
OG0014578	XP_010481773.1, XP_010494418.1, XP_010445873.2	XP_018478699.1
OG0014579	XP_010481772.1, XP_010441923.2	XP_018478946.1
OG0014580	XP_010494421.1, XP_010481770.1, XP_010441920.1	XP_018483496.1
OG0014581	XP_010494429.1, XP_010441912.1, XP_010481763.1	XP_018478054.1
OG0014582	XP_019088421.1, XP_010433660.2, XP_019089685.1	XP_018472398.1, XP_018459285.1
OG0014583	XP_010438894.1, XP_010451199.1, XP_010433654.1, XP_010497580.1	XP_018481737.1
OG0014584	XP_019086223.1, XP_010448443.1, XP_010438889.1	XP_018478523.1
OG0014585	XP_010438883.1, XP_010433639.1, XP_010448436.1	XP_018467751.1, XP_018466617.1
OG0014586	XP_019087347.1, XP_010433636.1, XP_010448433.1	XP_018463682.1, XP_018458374.1
OG0014587	XP_010433619.1, XP_010438867.1, XP_010448415.1	XP_018480422.1
OG0014588	XP_019089318.1, XP_010433617.1, XP_010438863.1	XP_018481933.1, XP_018463683.1
OG0014589	XP_010479168.1, XP_010461568.1, XP_010500293.1	XP_018482026.1
OG0014590	XP_010461563.1, XP_010500288.1, XP_010479163.1	XP_018484681.1
OG0014591	XP_010500282.1, XP_010461557.1, XP_010479161.1	XP_018486471.1
OG0014592	XP_010479137.1, XP_010461535.1	XP_018432798.1
OG0014593	XP_010479128.1, XP_010500252.1	XP_018481326.1
OG0014594	XP_010499244.1, XP_010478102.1, XP_010460517.1	XP_018450542.1
OG0014595	XP_010479069.1, XP_010500174.1, XP_010461467.1	XP_018470214.1
OG0014596	XP_010471821.1, XP_010416588.1	XP_018445854.1
OG0014597	XP_010479073.1	XP_018440709.1
OG0014598	XP_010500183.1, XP_010461474.1, XP_010479075.1	XP_018451603.1
OG0014599	XP_010461496.1, XP_010479095.1, XP_010500203.1	XP_018433972.1
OG0014601	XP_010478127.1, XP_010460535.1, XP_010499269.1	XP_018438359.1
OG0014602	XP_010501620.1, XP_010460539.1, XP_010478129.1	XP_018451268.1
OG0014603	XP_010478139.1, XP_010460552.1, XP_010499280.2	XP_018447479.1
OG0014604	XP_010478147.1, XP_010460564.1, XP_010499290.1	XP_018451375.1, XP_018449235.1
OG0014605	XP_010478173.1, XP_010460585.1, XP_010499311.1	XP_018447619.1
OG0014606	XP_010460597.1, XP_010478186.1, XP_010499323.1	XP_018448318.1
OG0014607	XP_019094459.1, XP_019090805.1, XP_019099247.1	XP_018442981.1
OG0014608	XP_010478202.1, XP_010499357.1, XP_010460621.1	XP_018440524.1
OG0014609	XP_010460637.1, XP_010499370.1, XP_010478216.1	XP_018479905.1
OG0014610	XP_010478263.1, XP_010460675.1, XP_010499423.1	XP_018460111.1
OG0014611	XP_010478282.1, XP_010460697.1	XP_018448330.1, XP_018450370.1
OG0014612	XP_010478302.1, XP_010499455.1, XP_010460719.1	XP_018491234.1
OG0014613	XP_010478324.1, XP_010499466.1, XP_010499467.1, XP_010460733.1	XP_018489754.1
OG0014614	XP_010499476.1, XP_010460738.1, XP_010478330.1	XP_018489424.1
OG0014615	XP_019099273.1, XP_010460755.1, XP_010478352.1	XP_018439211.1
OG0014616	XP_010499506.1, XP_010478363.1, XP_010460765.1	XP_018435447.1
OG0014617	XP_010460777.1, XP_010478373.2, XP_010499517.1	XP_018464291.1
OG0014618	XP_010478377.1, XP_010499521.1	XP_018468646.1
OG0014619	XP_010460786.1, XP_010499524.1, XP_010478381.1	XP_018490616.1
OG0014620	XP_010499584.1, XP_010460848.1, XP_010478462.1	XP_018470276.1
OG0014621	XP_010460853.1, XP_010478468.1, XP_019095731.1	XP_018479848.1
OG0014622	XP_010460856.1, XP_010499592.1, XP_010478473.1	XP_018467677.1
OG0014623	XP_010448552.1, XP_010439019.1, XP_010433755.1	XP_018449546.1
OG0014624	XP_010460866.1, XP_010499600.1	XP_018464873.1
OG0014625	XP_010460873.1, XP_010499607.1, XP_010478493.1	XP_018442991.1
OG0014626	XP_010499611.1, XP_010478498.1, XP_010460875.1	XP_018484466.1
OG0014627	XP_010499634.1	XP_018487020.1
OG0014628	XP_019095753.1, XP_010460901.1, XP_010478525.1	XP_018459620.1
OG0014629	XP_010460907.1, XP_010478532.1, XP_010499644.1	XP_018458969.1
OG0014630	XP_010460919.1, XP_010478548.1, XP_010499656.1	XP_018458974.1
OG0014631	XP_010478560.1, XP_010499667.1, XP_010460911.1	XP_018487223.1
OG0014632	XP_010478561.1, XP_010499668.1, XP_010460910.1	XP_018449289.1
OG0014633	XP_010460960.1, XP_010478882.1, XP_010499684.1	XP_018486923.1
OG0014634	XP_010478886.1, XP_010460965.1, XP_010499688.1	XP_018451754.1
OG0014635	XP_010499690.1, XP_010478891.1, XP_010460972.1	XP_018463702.1, XP_018451755.1
OG0014636	XP_010499695.1, XP_010478896.1, XP_010460974.1	XP_018459276.1
OG0014637	XP_019099325.1, XP_010478899.1	XP_018481289.1
OG0014638	XP_010478593.1, XP_010499721.1, XP_010460999.1	XP_018492053.1
OG0014639	XP_010478595.1, XP_010460998.1, XP_010499720.1	XP_018490694.1
OG0014640	XP_010499724.1, XP_010461000.1, XP_010478597.1	XP_018451288.1
OG0014641	XP_010461017.1, XP_010478612.1, XP_010499741.1	XP_018447060.1
OG0014642	XP_010478633.1, XP_010461032.1, XP_010499759.1	XP_018447676.1
OG0014643	XP_010478637.1, XP_010499760.1, XP_010461033.1	XP_018485768.1
OG0014644	XP_010478644.1, XP_010461040.1, XP_010499770.1	XP_018459157.1
OG0014645	XP_010461045.1, XP_010478650.1, XP_010499773.1	XP_018473340.1
OG0014646	XP_010461051.1, XP_010478656.1, XP_010499777.1	XP_018440991.1
OG0014647	XP_010461074.1, XP_010499799.1, XP_010478673.1	XP_018435837.1
OG0014648	XP_010425037.1, XP_010502273.1, XP_010514035.1	XP_018485100.1
OG0014649	XP_010425049.1, XP_010514050.1, XP_010502282.1	XP_018483249.1
OG0014650	XP_010514070.1	XP_018481147.1, XP_018481141.1
OG0014651	XP_010425106.1, XP_010514090.1, XP_010502330.1	XP_018483805.1
OG0014652	XP_010514111.1, XP_010425128.1, XP_010502355.1	XP_018454390.1
OG0014653	XP_010448501.1, XP_010438955.1, XP_010433709.1	XP_018469105.1
OG0014654	XP_010502357.1, XP_010425136.1, XP_010514116.1	XP_018434919.1
OG0014655	XP_010502379.1, XP_010425160.1, XP_019102168.1	XP_018478110.1
OG0014656	XP_010425165.1, XP_010502386.1, XP_019102169.1	XP_018478323.1
OG0014657	XP_010484583.1, XP_010444725.1, XP_010464824.1	XP_018433442.1
OG0014658	XP_010444720.1, XP_010484577.1, XP_010464786.1	XP_018433742.1
OG0014659	XP_010444703.1, XP_010478603.1, XP_010485328.1	XP_018457366.1
OG0014660	XP_010464289.1, XP_010444674.1, XP_019095385.1	XP_018434865.1, XP_018434867.1
OG0014661	XP_010444672.1, XP_010484520.1, XP_010464265.1	XP_018440390.1
OG0014662	XP_010484519.1, XP_010444671.1, XP_010464254.1	XP_018447746.1
OG0014663	XP_010446283.1, XP_019095689.1, XP_010464221.1	XP_018456165.1
OG0014664	XP_010444665.1, XP_010484517.1, XP_010464211.1	XP_018441347.1
OG0014665	XP_010484497.1, XP_010444648.1, XP_010464048.1	XP_018462525.1
OG0014666	XP_010484493.1, XP_010444643.1, XP_010464009.1	XP_018434885.1
OG0014667	XP_010463989.1, XP_010444641.1, XP_010484490.1	XP_018491146.1
OG0014668	XP_010484476.1, XP_010463838.1, XP_010444620.1	XP_018486408.1
OG0014669	XP_010484445.1, XP_010444613.1, XP_010463759.1	XP_018492367.1
OG0014670	XP_010484444.1, XP_010446278.1, XP_010446279.1, XP_010463771.1	XP_018492366.1
OG0014671	XP_010463675.1, XP_010484435.1, XP_010444606.1	XP_018486653.1, XP_018491202.1
OG0014672	XP_010484417.1, XP_010444588.1, XP_019094389.1	XP_018487207.1, XP_018487205.1
OG0014673	XP_019094350.1, XP_019088216.1, XP_019096073.1	XP_018486820.1
OG0014674	XP_010462984.1, XP_010484348.1, XP_010444514.1	XP_018457511.1
OG0014675	XP_010444500.1, XP_010462137.1	XP_018486102.1, XP_018436518.1
OG0014676	XP_010462206.1, XP_010484323.1	XP_018438382.1
OG0014677	XP_010484296.1, XP_010444460.1, XP_010462499.1	XP_018493414.1
OG0014678	XP_010444445.1, XP_010484286.1, XP_010478527.1	XP_018488183.1
OG0014679	XP_010462667.1, XP_010484279.1, XP_010444438.1	XP_018491639.1
OG0014680	XP_010484267.1, XP_010444418.1, XP_010462819.1	XP_018488637.1
OG0014681	XP_010484249.1, XP_010444405.1, XP_010462904.1	XP_018432643.1
OG0014682	XP_010484244.1, XP_010462011.1, XP_010444396.1	XP_018452628.1
OG0014683	XP_010484224.1, XP_010461817.1, XP_010444380.1	XP_018490683.1
OG0014684	XP_010484228.1, XP_010461782.1, XP_010444376.1	XP_018491982.1
OG0014685	XP_010444374.1, XP_010461766.1, XP_010484229.1	XP_018433165.1
OG0014686	XP_010444371.1, XP_010484219.1, XP_010461725.1	XP_018492655.1
OG0014687	XP_010461605.1, XP_010484203.1	XP_018459904.1, XP_018441828.1
OG0014688	XP_010484192.1, XP_010444352.1, XP_010461523.1	XP_018456913.1
OG0014689	XP_010484186.2, XP_010444344.1, XP_010461448.1	XP_018492570.1
OG0014690	XP_010461264.1, XP_010484168.1, XP_010444321.1	XP_018487145.1
OG0014691	XP_010444319.1, XP_010461204.1, XP_010484160.1	XP_018485544.1
OG0014692	XP_010461143.1, XP_010444312.1, XP_010484153.1	XP_018485408.1
OG0014693	XP_019093943.1, XP_010444276.1	XP_018493039.1, XP_018463382.1
OG0014694	XP_010484079.1, XP_010444240.1, XP_010460290.1	XP_018486899.1
OG0014695	XP_019093836.1, XP_010484076.1, XP_010444239.1	XP_018432808.1
OG0014696	XP_010460240.1, XP_010444226.1, XP_010484074.1	XP_018457642.1
OG0014697	XP_010460218.1, XP_010444223.1	XP_018491070.1
OG0014698	XP_010484070.1, XP_010460206.1	XP_018441958.1
OG0014699	XP_010517728.1, XP_010506023.1, XP_010508611.1	XP_018492383.1
OG0014700	XP_010484051.1, XP_010444209.1, XP_010460041.1	XP_018432864.1
OG0014701	XP_010444189.1, XP_010484038.1, XP_010459851.1	XP_018457977.1
OG0014702	XP_010484033.1, XP_019087686.1, XP_010459839.1, XP_019088374.1	XP_018466011.1, XP_018457672.1
OG0014703	XP_019088404.1, XP_010484029.1, XP_010459797.1	XP_018452863.1
OG0014704	XP_010459656.1, XP_010459572.1, XP_010444178.1	XP_018492665.1
OG0014705	XP_010444180.1, XP_010459552.1, XP_010484014.1	XP_018457584.1
OG0014706	XP_010459278.1, XP_010444127.1, XP_010483987.1	XP_018492633.1, XP_018492593.1
OG0014707	XP_019088366.1, XP_010483971.1, XP_010459041.1	XP_018492802.1
OG0014708	XP_010444041.1, XP_010483899.1, XP_010458549.1	XP_018489804.1
OG0014709	XP_010444042.1, XP_010483900.1, XP_010458538.1	XP_018489216.1
OG0014711	XP_010458245.1, XP_010483941.1, XP_010444074.1	XP_018440525.1
OG0014712	XP_010458214.1, XP_010444078.1, XP_010483943.1	XP_018491728.1
OG0014713	XP_010444039.1, XP_019095842.1, XP_010458072.1	XP_018432799.1
OG0014714	XP_010457930.1, XP_010444027.1, XP_010483882.1	XP_018487157.1
OG0014715	XP_010483877.1	XP_018489875.1
OG0014716	XP_010483849.1	XP_018482228.1
OG0014717	XP_010443991.1, XP_010457616.1	XP_018463144.1, XP_018452754.1
OG0014718	XP_010457508.1, XP_010483840.1, XP_010443983.1	XP_018483294.1
OG0014719	XP_010446230.1, XP_010477786.1, XP_010483817.1	XP_018435585.1, XP_018479278.1
OG0014720	XP_010483805.1, XP_010443958.1, XP_010457288.1	XP_018456830.1
OG0014721	XP_010457088.1, XP_010483791.1, XP_010443943.1	XP_018490745.1
OG0014722	XP_010483778.1, XP_010456995.1, XP_010443930.1	XP_018439873.1
OG0014723	XP_010514354.1, XP_010497111.1, XP_010425413.1	XP_018486628.1
OG0014724	XP_010483754.1, XP_010456871.1, XP_010443911.1	XP_018490900.1
OG0014725	XP_010456865.1, XP_010483752.1, XP_010443910.1	XP_018490901.1
OG0014726	XP_010443893.1, XP_010456788.1, XP_010483741.1	XP_018477341.1
OG0014727	XP_010421110.1, XP_010493425.1	XP_018483775.1
OG0014728	XP_010493469.1, XP_010421151.1	XP_018434254.1
OG0014729	XP_010421155.1, XP_010493472.1, XP_010454638.1	XP_018483912.1
OG0014730	XP_010493494.1, XP_010454659.1, XP_010421180.1	XP_018483278.1
OG0014731	XP_010493496.1, XP_019090219.1, XP_010421182.1	XP_018454486.1
OG0014732	XP_010421193.1, XP_010493506.1, XP_010454671.1	XP_018477111.1
OG0014733	XP_010500170.1, XP_010479067.1, XP_010461465.1	XP_018456112.1
OG0014734	XP_010493544.1, XP_019084240.1, XP_010454700.1	XP_018462230.1
OG0014735	XP_010503199.1, XP_010514908.1, XP_010426017.1	XP_018436496.1
OG0014736	XP_019098023.1, XP_019090566.1	XP_018482940.1
OG0014737	XP_010421251.1, XP_010495430.1, XP_010456669.2	XP_018480206.1
OG0014738	XP_010493573.1, XP_010421252.1, XP_010454734.1	XP_018485254.1
OG0014739	XP_010421255.1, XP_010454736.1, XP_010493576.1	XP_018480544.1
OG0014740	XP_010493579.1, XP_010421260.1, XP_010454738.1	XP_018484505.1
OG0014741	XP_019090516.1, XP_010493586.1, XP_019083927.1	XP_018482703.1
OG0014742	XP_010421275.1, XP_010493612.1, XP_010454768.1	XP_018452403.1
OG0014743	XP_010454767.1, XP_010493611.1, XP_010424276.1	XP_018433525.1
OG0014744	XP_019087320.1, XP_019084650.1, XP_019090336.1	XP_018464892.1
OG0014745	XP_010493613.1, XP_010454769.1, XP_010421276.1	XP_018484504.1
OG0014746	XP_010421284.1, XP_010456676.1, XP_010493709.1	XP_018457292.1
OG0014747	XP_010454800.1, XP_010421318.1, XP_010493721.1	XP_018439023.1
OG0014748	XP_010456682.1, XP_010474223.1, XP_010421324.1	XP_018481739.1
OG0014749	XP_019090094.1, XP_010421326.1, XP_010454809.1, XP_010470870.1	XP_018485088.1
OG0014750	XP_010493735.1, XP_010421335.1, XP_010454816.1	XP_018484934.1
OG0014751	XP_010454820.1, XP_010421343.1, XP_010493740.1	XP_018481097.1
OG0014752	XP_010421384.1, XP_010493784.1, XP_010454854.1	XP_018477051.1
OG0014753	XP_010454933.1, XP_010421449.1	XP_018439882.1
OG0014754	XP_010421458.1, XP_010454947.1, XP_010493859.1	XP_018481046.1
OG0014755	XP_010421467.1, XP_010493861.1, XP_010454949.1	XP_018484015.1
OG0014756	XP_010493863.1, XP_010454954.1, XP_010421476.1	XP_018481886.1
OG0014757	XP_010454965.1, XP_019084258.1, XP_010493875.1	XP_018483372.1
OG0014758	XP_010454210.1, XP_010420740.1, XP_010492995.1	XP_018446438.1
OG0014759	XP_010493044.1, XP_010420778.1	XP_018476460.1
OG0014760	XP_010420803.1, XP_010493064.1, XP_019090530.1	XP_018443169.1
OG0014761	XP_010454295.1, XP_010493095.1	XP_018471828.1, XP_018475605.1
OG0014762	XP_010493110.1	XP_018471598.1, XP_018465766.1
OG0014763	XP_010420862.1, XP_010454327.1, XP_010495316.1	XP_018444985.1
OG0014764	XP_010493144.1, XP_010420877.1, XP_010454342.1	XP_018450790.1
OG0014765	XP_010454348.1, XP_010420879.1, XP_010493146.1	XP_018470506.1
OG0014766	XP_010493147.1, XP_010454346.1, XP_010420880.1	XP_018444602.1
OG0014767	XP_010420894.1, XP_010454361.1, XP_010493162.1	XP_018474891.1
OG0014768	XP_010454365.1, XP_010493164.1, XP_010420901.1	XP_018446544.1
OG0014769	XP_019083906.1, XP_010454371.1, XP_010493170.1	XP_018468755.1
OG0014770	XP_010454401.1, XP_010420937.1, XP_010493207.1	XP_018473024.1
OG0014771	XP_010493224.1, XP_010454426.1, XP_010420951.1	XP_018442472.1
OG0014772	XP_010454450.1, XP_010420975.1, XP_010493246.1	XP_018444116.1
OG0014773	XP_010454470.1, XP_010493265.1, XP_019084765.1	XP_018476225.1
OG0014774	XP_010493273.1, XP_010421004.1, XP_010454474.1	XP_018473402.1
OG0014775	XP_010493275.1, XP_010421002.1, XP_010454478.1	XP_018451931.1
OG0014776	XP_010477573.1, XP_019091204.1	XP_018439770.1
OG0014777	XP_010454492.1, XP_010421016.1, XP_010493303.1	XP_018471785.1
OG0014778	XP_010493324.1, XP_010454502.1	XP_018448238.1, XP_018448191.1
OG0014779	XP_010495360.1, XP_019090333.1, XP_010421030.1	XP_018465620.1, XP_018465614.1
OG0014780	XP_010493334.1, XP_010454512.1, XP_010421038.1	XP_018444774.1
OG0014781	XP_010424229.2, XP_010493367.1	XP_018476029.1, XP_018476050.1
OG0014782	XP_010454559.1	XP_018471495.1
OG0014783	XP_019083490.1, XP_019096255.1, XP_019092108.1	XP_018486455.1
OG0014784	XP_010421086.1, XP_010493390.1, XP_010454565.1	XP_018464046.1
OG0014785	XP_019090619.1	XP_018464381.1
OG0014786	XP_010496076.1, XP_010442193.1	XP_018455920.1
OG0014787	XP_010482759.1, XP_010496584.1, XP_010442932.1	XP_018452373.1
OG0014788	XP_019093177.1, XP_010443877.1	XP_018475823.1
OG0014789	XP_019088198.1, XP_019088355.1, XP_019088070.1	XP_018446519.1, XP_018444878.1
OG0014790	XP_010456601.1, XP_010483710.1, XP_010443862.1	XP_018446518.1
OG0014791	XP_010483704.1, XP_010456551.1, XP_010443855.1	XP_018442615.1
OG0014792	XP_010456535.1, XP_010483702.1, XP_010443852.1	XP_018442299.1
OG0014793	XP_010443806.1, XP_010456050.1, XP_010483658.1	XP_018452215.1
OG0014795	XP_010455569.1, XP_010483628.1, XP_010443765.1	XP_018471566.1
OG0014796	XP_010443754.1, XP_019093014.1	XP_018458624.1
OG0014797	XP_010443702.1, XP_010483576.1, XP_010455040.1	XP_018456195.1
OG0014798	XP_010440968.1, XP_010435759.1, XP_010450899.1	XP_018445948.1
OG0014799	XP_010443696.1, XP_010483565.1, XP_010454975.1	XP_018454515.1
OG0014800	XP_010483555.1, XP_010443688.1, XP_010454913.1	XP_018455080.1
OG0014801	XP_010443677.1, XP_010454811.1	XP_018475172.1, XP_018439072.1
OG0014802	XP_010454789.1, XP_010483541.1, XP_010443675.1	XP_018454921.1
OG0014803	XP_010483523.1, XP_019092878.1, XP_019087909.1	XP_018456069.1
OG0014804	XP_010443656.1, XP_010454633.1, XP_010483521.1	XP_018452743.1
OG0014805	XP_010483470.1, XP_019092808.1, XP_010443613.1	XP_018453024.1
OG0014806	XP_010483461.1, XP_010443601.1	XP_018465513.1, XP_018453302.1
OG0014807	XP_010453831.1, XP_010443591.1, XP_010483452.1	XP_018456376.1
OG0014808	XP_010453842.1, XP_010483453.1, XP_010443593.1	XP_018456377.1
OG0014809	XP_010453709.1, XP_019088441.1	XP_018457208.1
OG0014810	XP_010443550.1, XP_010483409.1, XP_010497322.2, XP_010453481.1	XP_018470322.1
OG0014811	XP_010453349.1, XP_010483394.1, XP_010443540.1	XP_018452523.1
OG0014812	XP_010483388.1, XP_010443537.1, XP_010453332.2	XP_018471832.1
OG0014813	XP_010483372.1, XP_010453248.1, XP_010443528.1	XP_018476151.1
OG0014814	XP_010453222.1, XP_010483376.1	XP_018456373.1
OG0014815	XP_010443452.1, XP_010483289.1, XP_010452530.1	XP_018476211.1
OG0014816	XP_010483378.1, XP_010453210.1, XP_010443525.1	XP_018456375.1
OG0014817	XP_010483380.1, XP_010443522.1, XP_010453160.1	XP_018468076.1
OG0014818	XP_010483352.1, XP_010452991.1, XP_010443505.1	XP_018456354.1
OG0014819	XP_010483349.1, XP_010443503.1, XP_010452955.1	XP_018447101.1
OG0014820	XP_019088474.1, XP_019095744.1, XP_019087871.1	XP_018454470.1, XP_018474219.1
OG0014821	XP_019092611.1	XP_018452493.1
OG0014822	XP_010443470.1, XP_010483301.1, XP_010452697.1	XP_018474406.1
OG0014823	XP_010443468.1, XP_010452651.1, XP_010483298.2	XP_018454828.1
OG0014824	XP_010443465.1, XP_010452612.1, XP_010483295.1	XP_018457607.1
OG0014825	XP_010483253.1, XP_010452070.1	XP_018472610.1
OG0014826	XP_010483252.1, XP_010452060.1, XP_010443425.1	XP_018470271.1
OG0014827	XP_010502163.1	XP_018439006.1, XP_018439007.1
OG0014828	XP_019096996.1, XP_010414099.1, XP_010467636.1	XP_018441413.1
OG0014829	XP_010467288.1, XP_010488949.1	XP_018436692.1
OG0014830	XP_010483200.1, XP_010443374.1, XP_010451772.1	XP_018452092.1
OG0014831	XP_010451778.1, XP_019088472.1, XP_010483201.1	XP_018455766.1
OG0014832	XP_010451850.1, XP_010483217.1, XP_010443392.1	XP_018456999.1
OG0014833	XP_010483149.1, XP_010451407.1, XP_010443322.1	XP_018457286.1
OG0014834	XP_010443324.1, XP_010451420.1, XP_010483151.1	XP_018457288.1
OG0014835	XP_010483135.1, XP_019092373.1, XP_010446151.2	XP_018456808.1
OG0014836	XP_010450783.1, XP_010483091.1	XP_018456059.1, XP_018465967.1
OG0014837	XP_019087037.1, XP_010450658.1, XP_010483077.1	XP_018469351.1
OG0014838	XP_010450614.1, XP_010483074.1	XP_018468771.1
OG0014839	XP_019095390.1, XP_010443215.1, XP_010450118.1	XP_018464630.1
OG0014840	XP_010450464.1, XP_010443235.1	XP_018456124.1
OG0014841	XP_010483061.1, XP_010450442.1, XP_010443233.1	XP_018453760.1
OG0014842	XP_010450234.1, XP_010450405.1, XP_010483057.1	XP_018456125.1, XP_018456292.1
OG0014843	XP_019088294.1, XP_019088435.1, XP_010483055.1, XP_019086724.1, XP_010485149.1, XP_010446134.1	XP_018453576.1
OG0014844	XP_010485148.1, XP_019087107.1, XP_010450185.1	XP_018452115.1
OG0014845	XP_010483044.1, XP_010450135.1, XP_010443217.1	XP_018453579.1, XP_018466380.1
OG0014846	XP_010449906.1, XP_010443197.1, XP_010483010.1	XP_018476163.1
OG0014847	XP_010443183.1, XP_010449731.1, XP_010482999.1	XP_018472092.1
OG0014848	XP_010449615.1, XP_010443172.1, XP_019096098.1	XP_018454884.1
OG0014849	XP_010482890.1, XP_010448695.1, XP_010443064.1	XP_018455876.1
OG0014850	XP_010515310.1, XP_010426480.1, XP_010503619.1	XP_018493488.1
OG0014851	XP_010503598.1, XP_010426450.1	XP_018472419.1
OG0014852	XP_010503595.1, XP_010426441.1	XP_018489084.1, XP_018463093.1
OG0014853	XP_010503565.1, XP_010426421.1	XP_018465254.1, XP_018463950.1
OG0014854	XP_010515235.1, XP_010426401.1, XP_010503546.1	XP_018441235.1
OG0014855	XP_010426402.1, XP_010503544.1, XP_010515234.1	XP_018436533.1
OG0014856	XP_010503521.1, XP_010426378.1, XP_010515205.1	XP_018452244.1
OG0014857	XP_010470334.1, XP_010511152.1, XP_010414879.1	XP_018451985.1
OG0014858	XP_010456017.1, XP_010422577.1, XP_010429816.1	XP_018453107.1
OG0014859	XP_010424736.1, XP_010491367.1, XP_019089904.1	XP_018445206.1, XP_018475004.1
OG0014860	XP_010491354.1, XP_019084378.1	XP_018445272.1
OG0014861	XP_010517256.1, XP_010509063.1	XP_018476677.1
OG0014862	XP_019090344.1, XP_019084667.1, XP_019097727.1	XP_018475493.1, XP_018474333.1
