Orthogroup	Camelina_sativa	Cardamine_hirsuta
OG0015386	XP_010439314.1, XP_019089070.1, XP_010448871.1, XP_010434022.1	CARHR229450
OG0015387	XP_010434039.1, XP_010448882.1, XP_010439329.1, XP_010497616.1	CARHR229420
OG0015388	XP_019086031.1, XP_010439359.1, XP_019089355.1	CARHR228990
OG0015389	XP_010439645.1, XP_010449286.1, XP_010434353.1	CARHR226660
OG0015390	XP_010449234.1, XP_010434322.1, XP_010439618.1	CARHR226870
OG0015391	XP_010434301.1, XP_010439593.1, XP_010449197.1	CARHR227130
OG0015392	XP_010449161.1, XP_010439569.1, XP_010434276.1	CARHR227300
OG0015393	XP_019088232.1, XP_010449159.1, XP_010434270.1	CARHR227360
OG0015394	XP_010439556.1, XP_010449146.1, XP_010434263.1	CARHR227420
OG0015395	XP_010439544.1, XP_010434255.1, XP_010449141.1	CARHR227490
OG0015396	XP_010434252.1, XP_010439538.1	CARHR227510
OG0015397	XP_010439507.1, XP_010434224.1, XP_010449109.1	CARHR227750
OG0015398	XP_010434215.1, XP_010449105.1, XP_010439505.1	CARHR227760
OG0015399	XP_010434209.1, XP_010439503.1, XP_010449100.1	CARHR227800
OG0015400	XP_010439494.1, XP_010449091.1, XP_019086472.1	CARHR227870
OG0015401	XP_010439493.1, XP_010449088.1, XP_010434192.1	CARHR227900
OG0015402	XP_010449084.1, XP_010439490.1, XP_010434190.1	CARHR227930
OG0015403	XP_010449082.1, XP_010439489.1, XP_010434189.1	CARHR227940
OG0015404	XP_010493169.1, XP_010420911.1, XP_019090075.1	CARHR290280
OG0015405	XP_010449053.1, XP_010439469.1	CARHR228170
OG0015406	XP_010439468.1, XP_010449051.1, XP_010434171.1	CARHR228180
OG0015407	XP_010449027.1, XP_010439449.1, XP_010434153.1	CARHR228320
OG0015408	XP_010434148.1, XP_019089079.1, XP_010439445.1	CARHR228390
OG0015409	XP_010424879.1, XP_010502110.1	CARHR143870
OG0015410	XP_010439425.1, XP_010434127.1, XP_010449005.1	CARHR228520
OG0015411	XP_010449001.1, XP_010434122.1, XP_019087800.1	CARHR228530
OG0015412	XP_010480968.1	CARHR035770
OG0015413	XP_010448975.1, XP_010439409.1, XP_010434113.1	CARHR228640
OG0015414	XP_010449314.1, XP_010434372.1, XP_019088669.1	CARHR226480
OG0015415	XP_010434386.1, XP_010449327.1, XP_010439682.1	CARHR226380
OG0015417	XP_010494029.1, XP_010455141.1, XP_010421645.1	CARHR185890
OG0015418	XP_010418386.1, XP_010473606.1, XP_010430464.1	CARHR047740
OG0015419	XP_010494169.1, XP_010481999.1, XP_010442157.1	CARHR284920
OG0015420	XP_010442166.1, XP_010494175.1	CARHR285100
OG0015421	XP_010434845.1, XP_010440175.1, XP_010449806.1	CARHR222710
OG0015422	XP_010449783.1, XP_010434816.1	CARHR222890
OG0015423	XP_010449758.1, XP_010440129.1, XP_010434803.1	CARHR223060
OG0015424	XP_010436532.1, XP_010440168.1, XP_010449801.1	CARHR222740
OG0015425	XP_010434799.1, XP_010449754.1, XP_010440127.1	CARHR223090
OG0015426	XP_010434784.1, XP_010449727.1, XP_010440113.1	CARHR223230
OG0015427	XP_010434770.1, XP_010449718.1, XP_010440099.1	CARHR223400
OG0015428	XP_010440097.1, XP_010434767.1, XP_010449715.1	CARHR223420
OG0015429	XP_010440070.1, XP_010434733.1, XP_010449687.1	CARHR223580
OG0015430	XP_019098220.1, XP_010497109.1	CARHR075000
OG0015431	XP_010496433.1, XP_010485353.1, XP_010435675.1	CARHR075070
OG0015432	XP_010485357.1, XP_010435673.1, XP_010496436.1	CARHR075090
OG0015433	XP_010435672.1, XP_010485358.1, XP_010496438.1	CARHR075110
OG0015434	XP_010496275.1, XP_010485371.1, XP_019096981.1, XP_010435657.1	CARHR075210
OG0015435	XP_010485400.1, XP_010435635.1, XP_010496295.1	CARHR075360
OG0015436	XP_010496304.1, XP_010485414.1, XP_010435625.1	CARHR075440
OG0015437	XP_010484620.1, XP_010444772.1, XP_010465229.1	CARHR281150
OG0015438	XP_019086993.1, XP_010465354.1, XP_010484633.1	CARHR281220
OG0015439	XP_010484648.1, XP_010444800.1, XP_010465524.1	CARHR034750
OG0015440	XP_010428817.1, XP_010471929.1, XP_010416678.1	CARHR070850
OG0015441	XP_010465689.1, XP_010484664.1, XP_010444814.1	CARHR281410
OG0015442	XP_010514237.1, XP_010502502.1, XP_010425271.1	CARHR147050
OG0015443	XP_010484675.1, XP_010465832.1, XP_019088055.1	CARHR281560
OG0015444	XP_010484679.2, XP_010444827.1, XP_010465846.1	CARHR281580
OG0015445	XP_010444837.1, XP_010466032.1, XP_010484685.1	CARHR281660
OG0015446	XP_010444844.1, XP_010484691.1, XP_010466058.1	CARHR281710
OG0015447	XP_010413123.1, XP_010512785.2	CARHR291420
OG0015448	XP_010413126.1, XP_010512784.1	CARHR291430
OG0015449	XP_010512780.1, XP_010413127.1	CARHR291440
OG0015450	XP_010468841.1, XP_010512776.1, XP_010413137.1	CARHR291480
OG0015451	XP_010512774.1, XP_010413138.1, XP_010468839.1	CARHR291500
OG0015452	XP_010468849.1, XP_010413150.1, XP_010512760.1	CARHR291560
OG0015453	XP_010512756.1, XP_010468852.1, XP_010413154.1	CARHR291570
OG0015454	XP_010512744.1, XP_010413166.1	CARHR291650
OG0015455	XP_010468862.1, XP_010512745.1, XP_010413164.1	CARHR291640
OG0015456	XP_010413196.1, XP_010468884.1, XP_010512719.1	CARHR173430
OG0015457	XP_010468888.1, XP_010413199.1, XP_010512715.1	CARHR173400
OG0015458	XP_010468901.1, XP_010413215.1, XP_010512695.1	CARHR173260
OG0015459	XP_010512685.1, XP_010512684.1, XP_010413223.1, XP_010468909.1	CARHR173140
OG0015460	XP_010512677.1, XP_010413236.1, XP_010468917.1	CARHR173090
OG0015461	XP_010413249.1, XP_010473761.2, XP_010512672.1	CARHR173050
OG0015462	XP_010468925.1, XP_010512669.1, XP_010413251.1	CARHR173000
OG0015463	XP_010512650.1, XP_010468937.1, XP_010413262.1	CARHR172890
OG0015464	XP_010413283.1, XP_010512627.1, XP_010468963.1	CARHR172700
OG0015465	XP_010413284.1, XP_010468964.1, XP_010512626.1	CARHR172690
OG0015466	XP_010468975.1, XP_010413296.1, XP_010512608.1	CARHR172570
OG0015467	XP_010468979.1, XP_010413298.1, XP_010512606.1	CARHR172540
OG0015468	XP_010497434.1, XP_010468994.1, XP_010413321.1, XP_010512583.1	CARHR172370
OG0015470	XP_010413336.1, XP_010469032.1, XP_010512565.1	CARHR172210
OG0015471	XP_010512557.2, XP_010473797.1, XP_019082866.1	CARHR172170
OG0015472	XP_010444043.1, XP_010442698.1	CARHR264790
OG0015473	XP_010413371.1, XP_010512526.1	CARHR171970
OG0015474	XP_019101734.1, XP_010469090.1	CARHR171870
OG0015475	XP_010413390.1, XP_010469084.1, XP_019101732.1	CARHR171830
OG0015476	XP_010413407.1, XP_010469071.1, XP_010512488.1	CARHR171750
OG0015477	XP_010512450.1, XP_010413449.1	CARHR171460
OG0015478	XP_010413451.1, XP_010469036.1, XP_010512448.1	CARHR171430
OG0015479	XP_010469132.1, XP_019082502.1	CARHR171310
OG0015480	XP_010469138.1, XP_010512418.1	CARHR171250
OG0015481	XP_010469140.1, XP_010413508.1, XP_010512417.1	CARHR171240
OG0015482	XP_010417366.1, XP_010417367.1, XP_010472616.1, XP_010429602.1	CARHR115320
OG0015483	XP_010413548.1, XP_010469172.1	CARHR170910
OG0015484	XP_010512368.1, XP_010469185.1	CARHR170790
OG0015485	XP_010413569.1, XP_010512354.1	CARHR170660
OG0015486	XP_010477930.1, XP_010460384.1, XP_010499113.1	CARHR026070
OG0015487	XP_010469199.1, XP_010512342.1, XP_010413574.2	CARHR170620
OG0015488	XP_019082919.1, XP_010469211.1, XP_010512330.2	CARHR170550
OG0015489	XP_010469228.1, XP_019082507.1	CARHR170470
OG0015490	XP_010413615.1, XP_010512290.1, XP_010469246.1	CARHR170300
OG0015491	XP_010413616.1, XP_010512288.1, XP_010469249.1	CARHR170270
OG0015492	XP_010512253.1, XP_010413644.1, XP_010469272.1	CARHR170120
OG0015493	XP_010469309.1, XP_010512217.1, XP_010413683.1	CARHR169900
OG0015494	XP_010512195.1, XP_010469351.1, XP_010413700.1	CARHR169780
OG0015495	XP_010413698.1, XP_010469349.1, XP_010512194.1	CARHR169760
OG0015496	XP_010467085.1, XP_010488778.1, XP_010412737.1	CARHR103380
OG0015497	XP_010418642.2, XP_010469362.1, XP_019101668.1	CARHR169550
OG0015498	XP_010504848.1, XP_010516543.1, XP_010427794.1	CARHR169230
OG0015500	XP_010516514.1, XP_010504820.1	CARHR169040
OG0015501	XP_019084939.1, XP_010516506.1, XP_019100413.1	CARHR168950
OG0015502	XP_010504809.1, XP_010427758.1, XP_010516503.1	CARHR168930
OG0015503	XP_010427754.1, XP_010504804.1, XP_010516498.1	CARHR168890
OG0015504	XP_010516494.1, XP_010504802.1, XP_010427752.2	CARHR168860
OG0015505	XP_010504796.1, XP_010516488.1, XP_010427748.1	CARHR168850
OG0015506	XP_010516440.1, XP_010504738.1, XP_010427697.1	CARHR168330
OG0015507	XP_019102424.1, XP_010427674.1, XP_010504724.1	CARHR168150
OG0015508	XP_010516417.1, XP_010427671.1, XP_010504721.1	CARHR168140
OG0015509	XP_019100396.1, XP_010516403.1	CARHR168050, CARHR168080
OG0015510	XP_010504694.1, XP_010516383.1, XP_010427645.1	CARHR167930
OG0015511	XP_019084922.1, XP_010516374.1	CARHR167810, CARHR167800
OG0015512	XP_010504683.1, XP_010516370.1, XP_010427633.1	CARHR167760
OG0015513	XP_010516356.1, XP_010504669.1, XP_010427613.1	CARHR167610
OG0015514	XP_019101819.1, XP_019088986.1, XP_010451120.1, XP_010446082.1, XP_010485099.1, XP_010474163.1	CARHR237470, CARHR120310, CARHR237440
OG0015515	XP_010472586.1, XP_010417345.1, XP_010429586.1	CARHR115440
OG0015516	XP_010516311.1, XP_010504626.1	CARHR167240
OG0015517	XP_010516276.1, XP_010504579.1, XP_010427509.1	CARHR166860
OG0015518	XP_010516271.1, XP_010504573.1	CARHR166760
OG0015519	XP_010504568.1, XP_010427494.1, XP_010516268.1	CARHR166720
OG0015520	XP_010514837.1, XP_010503154.1, XP_010425935.1	CARHR150960
OG0015521	XP_010516250.1, XP_010504550.1, XP_010427464.1	CARHR166570
OG0015522	XP_010504548.1, XP_019102386.1, XP_010427460.1	CARHR166540
OG0015523	XP_010516229.1, XP_010431391.1, XP_010504521.1	CARHR166390
OG0015524	XP_010516222.1, XP_010504504.1, XP_010427434.1	CARHR166320
OG0015525	XP_010504497.1, XP_010516214.1, XP_010427421.1	CARHR166280
OG0015526	XP_010427408.1, XP_010516200.1, XP_010504480.1	CARHR166110
OG0015527	XP_010504474.1, XP_010516194.1, XP_010427404.1	CARHR166080
OG0015528	XP_010504463.1, XP_010516181.1, XP_010427392.1	CARHR166010
OG0015529	XP_010504453.1, XP_010427384.1, XP_010516172.1	CARHR165950
OG0015530	XP_010427385.1, XP_010516173.1, XP_010504454.1	CARHR165940
OG0015531	XP_019100350.1, XP_010516144.1	CARHR165700
OG0015532	XP_010430439.1, XP_010418363.1, XP_010473584.1	CARHR047900
OG0015533	XP_010504394.1, XP_010427308.1, XP_010516107.1	CARHR165400
OG0015534	XP_010516104.1, XP_010504389.1	CARHR165370
OG0015535	XP_010427300.1, XP_010516098.1, XP_010504387.1	CARHR165310
OG0015536	XP_010504376.1, XP_010516090.1, XP_019084886.1	CARHR165260
OG0015537	XP_010504370.1, XP_010427284.1, XP_010516083.1	CARHR165230
OG0015538	XP_010427277.1, XP_010507456.1, XP_010516074.1	CARHR165190
OG0015539	XP_010504359.1, XP_010516070.1, XP_010427272.1	CARHR165170
OG0015540	XP_010504348.1, XP_010427250.1, XP_010516061.1	CARHR165080
OG0015541	XP_010427235.1, XP_010504329.1, XP_010516044.1	CARHR164970
OG0015542	XP_010516038.1, XP_010504323.1	CARHR164910
OG0015543	XP_010504316.1, XP_010516031.1, XP_010427215.1	CARHR164860
OG0015544	XP_010427212.1, XP_010504314.1, XP_010516030.1	CARHR164850
OG0015545	XP_010427204.1, XP_010516025.1	CARHR164780
OG0015546	XP_019093678.1, XP_010415409.1, XP_010511777.1	CARHR060740
OG0015547	XP_010427172.1, XP_010516000.1, XP_010507439.1	CARHR164550
OG0015548	XP_010427167.1, XP_010515996.1, XP_010504271.1	CARHR164500
OG0015549	XP_019100333.1, XP_010515977.1, XP_010427151.1	CARHR164400
OG0015550	XP_010427144.1, XP_010515971.1, XP_010504248.2	CARHR164360
OG0015551	XP_010504246.1, XP_010427142.1, XP_010515969.1	CARHR164320
OG0015552	XP_010427137.1, XP_010504242.2, XP_010515966.1	CARHR164300
OG0015553	XP_010504240.1, XP_010515963.1	CARHR164290
OG0015554	XP_010504222.1, XP_010427096.1, XP_010515943.1	CARHR164160
OG0015555	XP_010478973.1, XP_010500092.1, XP_010461374.1	CARHR034830
OG0015556	XP_010467063.1, XP_010412569.1, XP_010488754.1	CARHR103070
OG0015557	XP_010427060.1, XP_010515907.1, XP_010504185.1	CARHR163870
OG0015558	XP_010427055.1, XP_010504180.1, XP_010515901.1	CARHR163840
OG0015559	XP_010515893.1, XP_010427047.1	CARHR163780
OG0015560	XP_019102339.1	CARHR163760
OG0015561	XP_010504124.1, XP_010515851.1, XP_010427008.1	CARHR163460
OG0015562	XP_010468788.1, XP_019096134.1	CARHR111400
OG0015563	XP_010515795.1, XP_010504062.1, XP_010426940.1	CARHR162940
OG0015564	XP_010504058.1, XP_010426935.1, XP_010515786.1	CARHR162920
OG0015565	XP_010431310.1, XP_019100303.1, XP_019102067.1	CARHR162870
OG0015566	XP_010504028.1, XP_010426906.1, XP_010515756.1	CARHR162700
OG0015567	XP_010515744.1, XP_010504016.1, XP_010426890.1	CARHR162580
OG0015568	XP_010504011.1, XP_010426885.1, XP_019082459.1	CARHR162460
OG0015569	XP_010515732.1, XP_010426882.1, XP_010504007.1	CARHR162430
OG0015570	XP_010503993.1, XP_010515716.1, XP_010426868.1	CARHR162280
OG0015571	XP_010446126.1, XP_010482789.1, XP_010442956.1	CARHR266990
OG0015572	XP_010482780.1, XP_010442948.1	CARHR266910
OG0015573	XP_010445834.1, XP_010482744.1, XP_010442911.1	CARHR266590
OG0015574	XP_010445810.1, XP_010482738.1, XP_010442908.1	CARHR266570
OG0015575	XP_010442890.1, XP_010445702.1, XP_010482722.1	CARHR266360
OG0015576	XP_010442888.1, XP_010482720.1, XP_010445693.1	CARHR266350
OG0015577	XP_010440214.1	CARHR290690
OG0015578	XP_010488557.1, XP_010513519.1, XP_010466857.1	CARHR100590
OG0015579	XP_010466856.1, XP_010490111.1, XP_010513514.1	CARHR100600
OG0015580	XP_010488564.1, XP_010513586.1, XP_010466869.1	CARHR100670
OG0015581	XP_010513608.1, XP_010466873.1	CARHR100790
OG0015582	XP_010488568.1, XP_010466875.1, XP_010513621.1	CARHR100870
OG0015583	XP_010513683.1, XP_010488578.1, XP_010466897.1	CARHR101060
OG0015584	XP_010488586.1, XP_010513710.1, XP_010466903.1	CARHR101080
OG0015585	XP_010513771.1, XP_010466916.1, XP_010488595.1	CARHR101170
OG0015586	XP_019083570.1, XP_010488623.1, XP_010466933.1	CARHR101450
OG0015587	XP_010513961.1, XP_010488626.1, XP_010466935.1	CARHR101470
OG0015588	XP_010514044.1, XP_010490130.1, XP_010468485.1	CARHR101560
OG0015589	XP_010466943.1, XP_010488632.1	CARHR101570
OG0015590	XP_010488642.1, XP_010466956.1, XP_010514159.1	CARHR101730
OG0015591	XP_010514145.1, XP_010488643.1, XP_010466958.1	CARHR101740
OG0015592	XP_010488689.1, XP_010514519.1, XP_010466994.1	CARHR102210
OG0015593	XP_010514529.1, XP_019092803.1, XP_010488686.1	CARHR102220
OG0015594	XP_010514605.1, XP_010488700.1, XP_010467005.1	CARHR102420
OG0015595	XP_010488702.1, XP_010514635.1, XP_010467008.1	CARHR102490
OG0015596	XP_010488704.1, XP_010518560.1	CARHR102500
OG0015597	XP_010488719.1, XP_010518644.1, XP_010467031.1	CARHR102750
OG0015598	XP_010488722.1, XP_010412398.1, XP_010467036.1	CARHR102830
OG0015599	XP_010467053.1, XP_010412494.1, XP_010488739.1	CARHR102970
OG0015600	XP_010412509.1, XP_010488742.1, XP_010467055.1	CARHR103010
OG0015601	XP_010488758.1, XP_010467066.1, XP_010412605.1	CARHR103100
OG0015602	XP_010467086.1	CARHR103360
OG0015603	XP_010514722.1, XP_010425818.1, XP_010503039.1	CARHR098710
OG0015604	XP_010467107.1, XP_010488782.1, XP_010412792.1	CARHR103520
OG0015605	XP_010466833.1, XP_010488530.1	CARHR100420
OG0015606	XP_019094166.1, XP_010511585.1	CARHR058940
OG0015607	XP_010470597.1, XP_010415253.1, XP_010511620.1	CARHR059460
OG0015608	XP_010511627.1, XP_019083204.1, XP_010470608.1	CARHR059560
OG0015609	XP_010511636.1, XP_010415278.1, XP_010470618.1	CARHR059670
OG0015610	XP_010470631.1, XP_010511648.1	CARHR059780
OG0015611	XP_010511669.1, XP_010470644.1, XP_010415314.1	CARHR059920
OG0015612	XP_010511681.1, XP_010415323.1, XP_010470655.1	CARHR060060
OG0015613	XP_010470657.1, XP_010419049.1, XP_010511686.1	CARHR060080
OG0015614	XP_010510464.1, XP_010470714.1, XP_010415375.1	CARHR060460
OG0015615	XP_010415393.1, XP_010511761.1, XP_010470729.1	CARHR060550
OG0015616	XP_019100949.1, XP_010511786.1, XP_010415413.1	CARHR060680
OG0015617	XP_010415410.1, XP_010470746.1, XP_019100946.1	CARHR060760
OG0015618	XP_010470761.1, XP_019093311.1, XP_010415432.1, XP_010511804.1	CARHR060870
OG0015619	XP_010470764.1, XP_010511809.1, XP_010415440.1	CARHR060910
OG0015620	XP_010438778.1, XP_010455219.1	CARHR260060
OG0015621	XP_010482069.1, XP_010493637.1, XP_010442240.1	CARHR184070
OG0015622	XP_010439675.1, XP_010482146.1	CARHR182940
OG0015623	XP_010439656.1, XP_010442328.1, XP_010482145.2	CARHR182950
OG0015624	XP_010493700.1, XP_010482117.1, XP_010442303.1	CARHR183310
OG0015626	XP_010467612.1, XP_010413917.2	CARHR108580
OG0015627	XP_010450323.1, XP_010440676.1, XP_010435380.1	CARHR217070
OG0015628	XP_010467639.1, XP_010489528.1, XP_010414111.1	CARHR108770
OG0015629	XP_010414134.1, XP_010489532.1, XP_010467641.1	CARHR108880
OG0015630	XP_010467649.1, XP_010414245.1, XP_010489543.1	CARHR108960
OG0015631	XP_010489546.1, XP_010414296.1, XP_010467660.1	CARHR109010
OG0015632	XP_010414341.1, XP_010489551.1, XP_010467663.1	CARHR109060
OG0015633	XP_019092963.1, XP_019096118.1, XP_010414399.1	CARHR109140
OG0015634	XP_010489610.1, XP_010467728.1, XP_010414818.1	CARHR109440
OG0015635	XP_010489611.1, XP_010414838.1, XP_010467730.1	CARHR109460
OG0015636	XP_010414930.1, XP_010489447.1, XP_010467736.1	CARHR109510
OG0015637	XP_010489491.1, XP_019084754.1, XP_010467879.1	CARHR109780
OG0015638	XP_010489487.1, XP_010415301.1, XP_010467883.1	CARHR109830
OG0015639	XP_010489481.1, XP_010467890.1, XP_010415332.1	CARHR109870
OG0015640	XP_010505885.1, XP_010517608.1, XP_010508747.1	CARHR136300
OG0015641	XP_010505873.1, XP_010517595.1, XP_010508759.1	CARHR136210
OG0015642	XP_010508772.1, XP_010505867.1	CARHR136160
OG0015643	XP_010505861.1, XP_010517578.1, XP_010508783.1	CARHR136080
OG0015644	XP_010508789.1, XP_010505849.1, XP_010517534.1	CARHR136040
OG0015645	XP_019102154.1, XP_019100015.1	CARHR152570
OG0015646	XP_010517527.1, XP_010508798.1	CARHR135960
OG0015647	XP_010508818.1, XP_010517509.1, XP_019100551.1	CARHR135800
OG0015648	XP_010505817.1, XP_010508823.1	CARHR135770
OG0015649	XP_010505767.1, XP_010517460.1, XP_010508870.1	CARHR135470
OG0015650	XP_010446951.1, XP_010436154.1, XP_010441382.1	CARHR212550
OG0015651	XP_010517446.1, XP_010508886.1	CARHR135350
OG0015652	XP_010505752.1, XP_010517444.1, XP_010508887.1	CARHR135330
OG0015653	XP_010517409.1, XP_010508914.1, XP_010505717.1	CARHR135080
OG0015654	XP_010505694.1, XP_010517376.1, XP_010508941.1	CARHR134870
OG0015655	XP_010517369.1, XP_010505687.1, XP_010508945.1	CARHR134840
OG0015656	XP_010505689.1, XP_010517370.1, XP_010508949.1	CARHR134830
OG0015657	XP_010517362.1, XP_010505683.1, XP_010508952.1	CARHR134800
OG0015658	XP_010505646.1, XP_010517318.1, XP_010508994.1	CARHR134510
OG0015659	XP_010505645.1, XP_010517315.1, XP_010508996.1	CARHR134490
OG0015660	XP_010505638.1, XP_010509002.1, XP_010517309.1	CARHR134420
OG0015661	XP_010509015.1, XP_010505615.1, XP_010517289.1	CARHR134280
OG0015662	XP_010509072.1, XP_010505572.1, XP_010517244.1	CARHR133850
OG0015663	XP_010517222.1, XP_010509094.1	CARHR133700
OG0015664	XP_019101251.1, XP_019099772.1	CARHR133620
OG0015665	XP_010465004.1, XP_019096141.1	CARHR287100
OG0015666	XP_010509106.1, XP_010505541.1, XP_010517209.1	CARHR133580
OG0015667	XP_010505539.1, XP_010509108.1, XP_010517206.1	CARHR292910, CARHR133560
OG0015668	XP_010509170.1, XP_010505525.1	CARHR133410
OG0015669	XP_010505509.1, XP_010517170.1, XP_010509156.1	CARHR133330
OG0015670	XP_010517155.1, XP_010505491.1, XP_010509139.1	CARHR133260
OG0015671	XP_010502147.1, XP_010424936.1	CARHR144210
OG0015672	XP_010509138.1, XP_010505485.1, XP_010517152.1	CARHR133230, CARHR035360
OG0015673	XP_010505463.1, XP_010517134.1, XP_010509179.1	CARHR133030
OG0015674	XP_010509186.1, XP_010517125.1, XP_010505457.1	CARHR132960
OG0015675	XP_010505431.1, XP_010517104.1, XP_010509216.1	CARHR132760
OG0015676	XP_010509220.1, XP_010505428.1, XP_010517101.1	CARHR132730
OG0015677	XP_010509222.1, XP_010505425.1, XP_010517098.1	CARHR132720
OG0015678	XP_010455291.1, XP_010421789.1, XP_010436327.1	CARHR259750
OG0015679	XP_010505414.1, XP_010509232.1, XP_010517087.1	CARHR132620
OG0015680	XP_010505377.1, XP_010517057.1, XP_010509273.1	CARHR131730
OG0015681	XP_010509279.1, XP_019100484.1	CARHR131770
OG0015682	XP_010427115.1, XP_010514751.1, XP_010503066.1	CARHR152710
OG0015683	XP_010517038.1, XP_010509296.1, XP_010505358.1	CARHR131920
OG0015684	XP_010517036.1, XP_010505357.1	CARHR131940
OG0015685	XP_010509350.1, XP_010517000.1, XP_010505314.1	CARHR132250
OG0015686	XP_010505301.1, XP_010509362.1, XP_010516984.1	CARHR132350
OG0015687	XP_010505300.1, XP_010509363.1, XP_010516983.1	CARHR132360
OG0015688	XP_010516978.1, XP_010509368.1, XP_010505295.1	CARHR131710
OG0015689	XP_010509391.1, XP_010516956.1, XP_010505274.1	CARHR131610
OG0015690	XP_010516955.1, XP_010509392.1	CARHR131600
OG0015691	XP_010505252.1, XP_010516937.2, XP_010509403.1	CARHR131510
OG0015692	XP_010412908.1, XP_010509406.1, XP_019099761.1	CARHR131490
OG0015693	XP_010516928.1, XP_010505244.1, XP_010509412.2	CARHR131420
OG0015694	XP_010509422.1, XP_010516918.1, XP_010505236.1	CARHR131340
OG0015695	XP_010455708.1, XP_010422231.1, XP_010433264.1	CARHR253600
OG0015696	XP_010422262.1, XP_010496173.1, XP_010432911.1	CARHR253140
OG0015697	XP_010432920.1, XP_010422260.1, XP_010496172.1	CARHR253150
OG0015698	XP_010496177.1, XP_010422265.1, XP_010432889.1	CARHR253090
OG0015699	XP_010496362.1, XP_010432817.1, XP_010455725.1	CARHR253040
OG0015700	XP_010455750.1, XP_010422285.1, XP_010432543.1	CARHR252930
OG0015701	XP_019087897.1, XP_010494275.1, XP_010481909.1	CARHR180910
OG0015703	XP_010455643.1, XP_010422178.1, XP_010433766.1	CARHR254130
OG0015704	XP_010442061.1, XP_010481897.1, XP_019097241.1	CARHR180720
OG0015705	XP_010455600.1, XP_010422139.1, XP_010434076.1	CARHR254430
OG0015706	XP_019089498.1, XP_010455689.1, XP_010422212.1	CARHR253740
OG0015707	XP_010429026.1, XP_010472107.1, XP_010416869.1	CARHR112150
OG0015708	XP_010416880.1, XP_010472117.1, XP_010429038.1	CARHR112250
OG0015709	XP_010429039.1, XP_010429050.1, XP_010472124.1, XP_010416884.1	CARHR112270
OG0015710	XP_010416904.1, XP_010472148.1, XP_010429070.1	CARHR112450
OG0015711	XP_010472161.1, XP_010416921.1, XP_010429085.1	CARHR112610
OG0015712	XP_010429088.1, XP_010472162.1, XP_010416922.1	CARHR112630
OG0015713	XP_010472193.1, XP_010416953.1, XP_010429116.1	CARHR113040
OG0015714	XP_010429115.1, XP_010472192.1, XP_010416952.1	CARHR113050, CARHR113060
OG0015715	XP_010474410.1, XP_010416961.1, XP_019085079.1	CARHR113210
OG0015716	XP_019083471.1, XP_010429142.2	CARHR113490
OG0015717	XP_010417003.1, XP_010472233.1, XP_010429166.1	CARHR113630
OG0015718	XP_010417016.1, XP_010429179.1, XP_010472245.1	CARHR113760
OG0015719	XP_010419272.1, XP_010472281.1, XP_010429218.1	CARHR114150
OG0015720	XP_010417066.1, XP_010472309.1, XP_010429255.1	CARHR114450
OG0015721	XP_010472333.1, XP_010429281.1, XP_010417085.1	CARHR292960
OG0015722	XP_010417089.1, XP_010429287.1	CARHR293000
OG0015723	XP_010472335.1, XP_019082704.1, XP_010429288.1	CARHR293010
OG0015724	XP_010429295.1, XP_010472342.1, XP_010417098.1	CARHR293100
OG0015725	XP_010429341.1, XP_010417128.1, XP_019093082.1	CARHR184860
OG0015726	XP_010417320.1, XP_010429545.1	CARHR115890
OG0015727	XP_010429542.1, XP_010472548.1, XP_010417316.1	CARHR115980
OG0015728	XP_010417374.1, XP_010429613.1, XP_010472623.1	CARHR287330
OG0015729	XP_010472638.1, XP_010417388.1, XP_010429624.1	CARHR114820
OG0015730	XP_010429481.1, XP_010472502.1, XP_010417247.1	CARHR116800
OG0015731	XP_010472649.1, XP_010417403.1, XP_010429641.1	CARHR115040
OG0015732	XP_019085147.1, XP_010417419.1, XP_010472659.1	CARHR115230
OG0015733	XP_010417402.1, XP_010472647.1, XP_010429640.1	CARHR115020
OG0015734	XP_010431606.1, XP_010417242.1, XP_010472500.1	CARHR294580
OG0015735	XP_010429646.1, XP_010472654.1, XP_010417410.1	CARHR115100
OG0015736	XP_010472675.1, XP_010429668.1, XP_010417439.1	CARHR114530
OG0015737	XP_010417188.1, XP_010472441.1, XP_010429411.1	CARHR117720
OG0015738	XP_010472573.1, XP_010417333.1, XP_010429561.1	CARHR115680
OG0015739	XP_010500106.1, XP_010479007.1, XP_010461396.1	CARHR035390
OG0015740	XP_010500100.1, XP_010461394.1, XP_010479003.1	CARHR035330
OG0015741	XP_010461413.1, XP_010479018.1, XP_019099389.1	CARHR035580
OG0015742	XP_010461432.1, XP_010479036.1, XP_010500128.1	CARHR035760
OG0015743	XP_010461435.1, XP_010501820.2, XP_019094216.1	CARHR035810
OG0015744	XP_010461441.1, XP_010479046.2, XP_010500141.1	CARHR035910
OG0015745	XP_010461366.1, XP_010500084.1, XP_010478964.1	CARHR034780
OG0015746	XP_010511130.1, XP_010500075.1, XP_010461357.1	CARHR034990
OG0015747	XP_010461356.1, XP_010511129.1, XP_010500074.1	CARHR034980
OG0015748	XP_010500062.1, XP_010461345.1, XP_010496065.1	CARHR034670
OG0015749	XP_010461331.1, XP_010500049.1, XP_010478956.1	CARHR034470
OG0015750	XP_010461317.1, XP_010500036.1, XP_010478945.1	CARHR034260
