Orthogroup	Odontarrhena_muralis	Arabidopsis_lyrata_NCBI
OG0016270	Om002G067230	XP_020886422.1
OG0016271	Om002G067360	XP_020889032.1
OG0016272	Om002G068260	XP_002885378.1
OG0016273	Om005G224420	XP_020891366.1
OG0016274	Om002G068570	XP_002885395.1
OG0016275	Om002G068580	XP_002883265.1
OG0016276	Om002G068660	XP_020888535.1
OG0016277	Om002G074450	XP_002885671.1
OG0016278	Om002G069650	XP_002885449.1
OG0016279	Om002G069510	XP_020887223.1
OG0016280	Om002G069480	XP_020888460.1
OG0016281	Om002G070300	XP_020889061.1
OG0016282	Om002G070470	XP_002885487.1
OG0016283	Om002G070780	XP_020886700.1
OG0016284	Om002G071770	XP_020888899.1
OG0016285	Om002G071910	XP_002883413.1
OG0016287	Om002G073100	XP_002885610.1
OG0016288	Om002G073290	XP_002883495.1, XP_002865598.2
OG0016289	Om002G073320	XP_020887698.1
OG0016290	Om002G073350	XP_020886999.1
OG0016291	Om002G074110	XP_020887939.1
OG0016292	Om002G074250	XP_020886160.1
OG0016293	Om002G074290	XP_020888777.1
OG0016294	Om001G023100	XP_002878867.1
OG0016295	Om004G167570	XP_020888541.1
OG0016296	Om002G074750	XP_002883567.1
OG0016297	Om002G074970	XP_002863091.1
OG0016298	Om005G201860	XP_002883625.1
OG0016299	Om002G075300	XP_020887961.1
OG0016300	Om002G077080	XP_002885774.1
OG0016301	Om002G076140	XP_020888098.1
OG0016302	Om007G293690	XP_020887123.1
OG0016303	Om003G113860	XP_020886660.1
OG0016304	Om002G079490	XP_002885884.1
OG0016305	Om007G288440	XP_020887677.1
OG0016307	Om008G325430	XP_002883801.1
OG0016308	Om002G078890	XP_002885842.1
OG0016309	Om002G079570	XP_002883812.1
OG0016310	Om002G079710	XP_002885895.1
OG0016312	Om002G079740	XP_002883819.2
OG0016313	Om002G079980	XP_002885903.1
OG0016314	Om002G080020	XP_020887198.1
OG0016315	Om002G080170	XP_020886131.1
OG0016316	Om002G080190	XP_020887294.1
OG0016317	Om002G080350	XP_020888996.1
OG0016318	Om002G080280	XP_020888086.1
OG0016319	Om003G105740	XP_020873171.1
OG0016320	Om002G081110	XP_002883879.2
OG0016321	Om002G081170	XP_002883884.1
OG0016322	Om002G081320	XP_020889535.1
OG0016323	Om002G081510	XP_020887938.1
OG0016324	Om002G081630	XP_002885955.1
OG0016325	Om002G055380	XP_020887388.1
OG0016326	Om002G082560	XP_020889070.1
OG0016327	Om002G082640	XP_002884011.2
OG0016328	Om002G082960	XP_020888609.1
OG0016329	Om002G083040	XP_020887486.1
OG0016330	Om002G083670	XP_020888184.1
OG0016331	Om002G083770	XP_020888491.1
OG0016332	Om002G084330	XP_020889309.1
OG0016333	Om008G322530	XP_020886293.1
OG0016334	Om002G084840	XP_020886294.1
OG0016335	Om002G085020	XP_020886670.1
OG0016336	Om002G085890	XP_020886325.1
OG0016337	Om002G085660	XP_020886332.1
OG0016338	Om002G085600	XP_002884127.1
OG0016339	Om002G085570	XP_002886163.1
OG0016340	Om002G085210	XP_002884119.1
OG0016341	Om002G086350	XP_020889316.1
OG0016342	Om002G086690	XP_020887455.1
OG0016343	Om002G086880	XP_002886048.1
OG0016344	Om002G086950	XP_002886044.1
OG0016345	Om002G087400	XP_020886244.1
OG0016346	Om002G087590	XP_020886943.1
OG0016347	Om002G087610	XP_002883966.1
OG0016348	Om002G087770	XP_002883952.1
OG0016349	Om004G143300, Om002G087880	XP_020887986.1
OG0016350	Om002G087890	XP_002883944.1
OG0016351	Om002G088010	XP_020886993.1
OG0016352	Om002G088600	XP_002886309.2
OG0016353	Om006G254670	XP_002886301.1
OG0016354	Om002G071330	XP_002886312.1
OG0016355	Om003G089780	XP_002891860.1
OG0016356	Om003G089800	XP_002894537.1
OG0016357	Om003G089880	XP_020867341.1
OG0016358	Om003G089950	XP_002894527.1
OG0016359	Om003G090180	XP_020868928.1
OG0016360	Om003G090240	XP_002894510.1
OG0016361	Om003G090620	XP_020867594.1
OG0016362	Om003G090910	XP_002894492.1
OG0016363	Om003G090980	XP_002891812.1
OG0016364	Om002G058310	XP_020885982.1
OG0016365	Om003G091540	XP_020868448.1
OG0016366	Om002G058880	XP_020887169.1
OG0016367	Om003G092140, Om003G092020	XP_002891772.1
OG0016368	Om003G092320	XP_002891765.1
OG0016369	Om003G093190	XP_002891739.1
OG0016370	Om003G093440	XP_002891732.2
OG0016371	Om003G093700	XP_002891724.1
OG0016372	Om003G094020	XP_002891716.1
OG0016373	Om003G094030	XP_002891715.2
OG0016374	Om003G094060	XP_002894401.1
OG0016375	Om003G094260	XP_002894392.1
OG0016376	Om003G094310	XP_002894389.1
OG0016377	Om003G094420	XP_020868134.1
OG0016378	Om003G094660	XP_020868204.1
OG0016379	Om003G094680	XP_020869167.1
OG0016380	Om003G094780	XP_002894367.1
OG0016381	Om003G094820	XP_002891678.1
OG0016382	Om003G094860	XP_020869243.1
OG0016383	Om003G096370	XP_002894284.1
OG0016384	Om003G096180	XP_020869713.1
OG0016385	Om003G096170	XP_002891617.1
OG0016386	Om003G096040	XP_020883254.1
OG0016387	Om003G095960	XP_020867311.1
OG0016388	Om003G095890	XP_002891640.1
OG0016389	Om003G095880	XP_020869126.1
OG0016390	Om003G096770	XP_002894266.1
OG0016391	Om003G096800	XP_020868250.1
OG0016392	Om003G096880	XP_020867977.1
OG0016393	Om003G097410	XP_002894234.1
OG0016394	Om003G097560	XP_002894226.1
OG0016395	Om003G097610	XP_020866704.1
OG0016396	Om003G097660	XP_020866709.1
OG0016397	Om003G097740	XP_020866697.1
OG0016398	Om003G098170	XP_020881815.1
OG0016399	Om003G098190	XP_020866754.1
OG0016400	Om003G098200	XP_020866734.1
OG0016401	Om003G098230	XP_020869683.1
OG0016403	Om003G098440	XP_002894165.1
OG0016404	Om003G099380	XP_002894118.1
OG0016405	Om003G099540	XP_020868740.1
OG0016406	Om003G099600	XP_020868381.1
OG0016407	Om003G099690	XP_020868369.1
OG0016408	Om003G099790	XP_002891414.1
OG0016409	Om003G099830	XP_020868365.1
OG0016410	Om003G099880	XP_002891410.1
OG0016411	Om003G099920	XP_002891405.1
OG0016412	Om003G100050	XP_002891403.1
OG0016413	Om003G100130	XP_002870166.1
OG0016414	Om003G100320	XP_002870178.1
OG0016415	Om003G100480	XP_002868163.1
OG0016416	Om003G100900	XP_002868180.1
OG0016417	Om003G100940	XP_020874416.1
OG0016418	Om003G100950	XP_002868183.1
OG0016420	Om007G291160	XP_020866937.1
OG0016421	Om008G340130	XP_002879500.2
OG0016422	Om006G256650	XP_002877832.1
OG0016423	Om006G256550	XP_020882534.1
OG0016424	Om006G256310	XP_020879657.1
OG0016425	Om006G256230	XP_002877853.1
OG0016426	Om006G255840	XP_020881999.1
OG0016427	Om006G255740	XP_002876159.1
OG0016428	Om006G255730	XP_020880198.1
OG0016429	Om006G255700	XP_020880194.1
OG0016430	Om006G255130	XP_020881158.1
OG0016431	Om002G050270	XP_020887274.1
OG0016432	Om005G199200	XP_002892966.1
OG0016433	Om006G254730	XP_002877915.1
OG0016434	Om006G254040	XP_020882458.1
OG0016435	Om006G254030	XP_020880645.1
OG0016436	Om006G256790	XP_020882616.1
OG0016437	Om006G256700	XP_020880432.1
OG0016438	Om006G256840	XP_020880126.1
OG0016439	Om006G256900	XP_020881152.1
OG0016440	Om006G257020	XP_020880405.1
OG0016441	Om004G143820	XP_002890585.1
OG0016442	Om006G257030	XP_002877814.1
OG0016444	Om006G253220	XP_020879943.1
OG0016445	Om006G253040	XP_020881312.1
OG0016446	Om006G252770	XP_020880470.1
OG0016447	Om006G252740	XP_020880473.1
OG0016448	Om006G252710	XP_020882158.1
OG0016449	Om006G252050	XP_020882367.1
OG0016450	Om006G252020	XP_002878031.1
OG0016451	Om006G251980	XP_002876299.1
OG0016452	Om006G251000	XP_020879841.1
OG0016453	Om006G250820	XP_020882511.1
OG0016454	Om006G250660	XP_002878074.2
OG0016455	Om006G250630	XP_020881984.1
OG0016456	Om003G119270	XP_020882575.1
OG0016457	Om003G119600	XP_002876377.1
OG0016458	Om003G119700	XP_002876380.1
OG0016459	Om003G119860	XP_020880747.1
OG0016460	Om003G120060	XP_002878128.1
OG0016461	Om003G120250	XP_002878133.1
OG0016462	Om003G120720	XP_020882244.1
OG0016463	Om003G120790	XP_020879754.1
OG0016464	Om003G120820	XP_020881228.1
OG0016465	Om003G120980	XP_020881357.1
OG0016466	Om003G121070	XP_020880800.1
OG0016467	Om003G121080	XP_020880799.1
OG0016468	Om003G121330	XP_002878182.1
OG0016469	Om006G253080	XP_002876261.1
OG0016470	Om003G122180	XP_002878222.2
OG0016471	Om003G122190	XP_002878223.1
OG0016472	Om003G122280	XP_020880569.1
OG0016473	Om003G122650	XP_002878242.1
OG0016474	Om003G123640	XP_002876500.1
OG0016475	Om003G123780	XP_020879720.1
OG0016476	Om003G124060	XP_002878288.1
OG0016477	Om002G076770	XP_002885787.1
OG0016478	Om003G124300	XP_020880249.1
OG0016479	Om003G124350	XP_002878307.1
OG0016480	Om003G124700	XP_020880110.1
OG0016481	Om003G124980	XP_020880135.1
OG0016482	Om003G125480	XP_020880429.1
OG0016483	Om003G125920	XP_020881141.1
OG0016484	Om003G126110	XP_020880200.1
OG0016485	Om003G126490	XP_002876611.1
OG0016486	Om003G126680	XP_002876618.1
OG0016487	Om003G126730	XP_002876620.1
OG0016488	Om003G126890	XP_020881594.1
OG0016489	Om003G127160	XP_002878412.1
OG0016490	Om003G127340	XP_020880836.1
OG0016491	Om003G127600	XP_002878427.2
OG0016492	Om003G127830	XP_020880148.1
OG0016493	Om003G127980	XP_020879869.1
OG0016494	Om003G127990	XP_002876671.1
OG0016495	Om003G128530	XP_002876691.1
OG0016496	Om003G128490	XP_020882155.1
OG0016497	Om003G128850	XP_020882620.1
OG0016498	Om003G128880	XP_002876708.1
OG0016499	Om003G128930	XP_020882169.1
OG0016500	Om003G129120	XP_020879984.1
OG0016501	Om003G129140	XP_020882119.1
OG0016502	Om003G129150	XP_020882118.1
OG0016503	Om003G129160	XP_002878509.1
OG0016504	Om003G129230	XP_020882106.1
OG0016505	Om003G129260	XP_020880302.1
OG0016506	Om003G129310	XP_020881763.1
OG0016507	Om003G129330	XP_002876725.1
OG0016508	Om003G129370	XP_002878521.1
OG0016509	Om003G129380	XP_002878522.1
OG0016510	Om003G089550	XP_002894555.1
OG0016511	Om003G094550	XP_020867992.1
OG0016513	Om003G100830	XP_020874591.1
OG0016515	Om003G104230	XP_002863259.1
OG0016516	Om006G257870	XP_020882342.1
OG0016517	Om006G255210	XP_020881380.1
OG0016518	Om006G254210	XP_020881035.1
OG0016520	Om003G121270, Om003G121240	XP_020879683.1
OG0016521	Om003G123820	XP_002863862.2
OG0016522	Om003G123970	XP_020880119.1
OG0016523	Om003G122780	XP_020885447.1
OG0016524	Om003G124930	XP_020880057.1
OG0016525	Om002G056290, Om003G126090	XP_002876596.1
OG0016526	Om003G127300	XP_020880842.1
OG0016527	Om007G275610	XP_020873984.1
OG0016528	Om008G359000	XP_002863442.2
OG0016529	Om008G361510	XP_002865159.2
OG0016530	Om002G051430	XP_020871666.1
OG0016531	Om008G356830	XP_002865325.1
OG0016533	Om005G224170, Om008G339310	XP_020883017.1
OG0016535	Om008G334050	XP_020885831.1
OG0016536	Om008G325540	XP_002880030.1
OG0016537	Om008G319980	XP_020883416.1
OG0016538	Om008G319430, Om005G221330	XP_002878636.2
OG0016539	Om004G134820	XP_020891585.1
OG0016540	Om003G105700, Om006G275520	XP_002870444.1
OG0016541	Om001G020710	XP_002867499.1
OG0016542	Om001G029920	XP_020875465.1
OG0016543	Om003G110460	XP_002864051.1
OG0016544	Om001G034000, Om001G034020, Om001G034040	XP_020874646.1
OG0016545	Om001G041850	XP_002868839.1
OG0016546	Om005G178790	XP_002892087.1
OG0016547	Om005G181580	XP_020869407.1
OG0016548	Om005G183300	XP_020866789.1
OG0016549	Om005G184920	XP_020867664.1
OG0016550	Om005G186900	XP_002889718.1
OG0016551	Om005G187100	XP_020866924.1
OG0016552	Om005G188990	XP_020867882.1
OG0016553	Om005G190070	XP_020870715.1
OG0016555	Om005G191280	XP_020868930.1
OG0016556	Om005G193520	XP_002892765.1
OG0016558	Om005G196100	XP_020871004.1
OG0016559	Om005G198800	XP_020867798.1
OG0016560	Om005G199320	XP_020870530.1
OG0016561	Om005G201760	XP_020867750.1
OG0016562	Om005G202670	XP_020868623.1
OG0016563	Om005G208290	XP_020891451.1
OG0016565	Om005G211940	XP_020889984.1
OG0016566	Om005G223270	XP_020890065.1
OG0016568	Om005G227390	XP_020891142.1
OG0016569	Om002G072850	XP_002885592.2
OG0016570	Om002G060470	XP_020887185.1
OG0016571	Om002G055190	XP_020888317.1
OG0016572	Om002G054010	XP_020888976.1
OG0016573	Om002G052550	XP_020888379.1
OG0016574	Om002G050180	XP_002884649.1
OG0016576	Om002G043050	XP_020888144.1
OG0016577	Om004G176260	XP_020879245.1
OG0016578	Om004G173290	XP_002873137.2
OG0016579	Om004G170950	XP_020876053.1
OG0016580	Om004G170190	XP_002871220.1
OG0016581	Om004G170030	XP_020878468.1
OG0016582	Om004G169270	XP_020875864.1
OG0016583	Om004G156280	XP_020884100.1
OG0016584	Om001G013390	XP_002891102.1
OG0016585	Om001G012330	XP_020866350.1
OG0016586	Om005G207790, Om001G011840	XP_002893750.1
OG0016587	Om001G010600	XP_002867702.1
OG0016588	Om001G008230	XP_002869857.1
OG0016589	Om007G315160	XP_002891300.1
OG0016590	Om001G004350	XP_002885245.1
OG0016591	Om001G000020	XP_002870121.1
OG0016592	Om007G288220	XP_020867829.1
OG0016594	Om007G279960	XP_002881204.1
OG0016595	Om008G349720	XP_002879288.2
OG0016596	Om007G281370	XP_002881120.1
OG0016597	Om007G284550	XP_002879152.1, XP_002878119.1
OG0016598	Om004G168160, Om005G225830	XP_020879012.1
OG0016599	Om004G166710	XP_002873410.1
OG0016600	Om004G165940	XP_020878010.1
OG0016601	Om004G164250	XP_002871461.1
OG0016602	Om004G162100	XP_002873585.1
OG0016603	Om004G161210	XP_002871575.1
OG0016604	Om007G302110	XP_002873633.1
OG0016606	Om009G363710, Om007G306730	XP_020891769.1
OG0016607	Om009G364140, Om007G307080	XP_002863907.1, XP_002863048.1
OG0016608	Om007G314640	XP_020874831.1
OG0016609	Om006G261090	XP_002875935.1
OG0016610	Om004G145050	XP_020870246.1
OG0016611	Om006G248000	XP_020878347.1
OG0016612	Om006G246140	XP_002864637.1
OG0016613	Om006G239400	XP_020878656.1
OG0016617	Om004G151780	XP_002890731.1
OG0016622	Om004G131080	XP_002887521.1
OG0016627	Om004G154820	XP_020885200.1
OG0016630	Om006G264070	XP_020880905.1
OG0016631	Om006G259300	XP_002877714.1
OG0016632	Om006G259240	XP_020882288.1
OG0016633	Om008G347490, Om007G297050	XP_020881321.1, XP_002876405.1, XP_020880440.1
OG0016635	Om008G354890	XP_020876488.1, XP_020876451.1
OG0016641	Om005G182600	XP_002892280.1
OG0016642	Om001G022920	XP_020865709.1
OG0016645	Om003G103170	XP_020874515.1
OG0016657	Om001G022240	XP_002869514.1
OG0016659	Om001G022690	XP_020874424.1
OG0016660	Om001G022710	XP_002867449.1
OG0016661	Om001G022780	XP_002869498.1
OG0016662	Om001G023400	XP_020873896.1
OG0016663	Om001G023850	XP_020875655.1
OG0016664	Om001G024020	XP_002867420.1
OG0016665	Om001G024960	XP_020872852.1
OG0016666	Om001G025370	XP_002867373.1
OG0016667	Om001G025460	XP_020875625.1
OG0016668	Om001G025480	XP_020874826.1
OG0016669	Om001G027620	XP_020874010.1
OG0016670	Om001G027720	XP_002869332.1
OG0016671	Om001G028510	XP_020872180.1
OG0016672	Om001G029360	XP_002867243.1
OG0016673	Om001G029830	XP_002869245.2
OG0016675	Om001G030880	XP_020875385.1
OG0016676	Om001G030970	XP_002867173.1
OG0016677	Om001G031030	XP_002869206.2
OG0016679	Om001G032330	XP_020873074.1
OG0016680	Om002G059880	XP_002882894.2
OG0016681	Om001G033270	XP_020874313.1
OG0016682	Om007G291860	XP_020870584.1
OG0016683	Om007G292160	XP_020868798.1
OG0016684	Om007G292240	XP_002891142.1
OG0016685	Om007G292260	XP_002891141.1
OG0016686	Om007G277010	XP_002890977.1
OG0016687	Om007G276940	XP_002893720.1
OG0016688	Om007G291080	XP_002870416.1
OG0016689	Om005G196890	XP_002894589.1
OG0016690	Om005G216400	XP_020868332.1
OG0016692	Om005G216950	XP_020868292.1
OG0016693	Om011G365870, Om005G218240	XP_002891984.1
OG0016694	Om005G218720	XP_020865643.1
OG0016695	Om005G218890	XP_020891506.1
OG0016696	Om005G219270	XP_020891443.1
OG0016697	Om005G219520	XP_002888203.2
OG0016699	Om005G220700	XP_020889969.1
OG0016700	Om005G220730	XP_002886619.1
OG0016701	Om005G220860	XP_020891213.1
OG0016702	Om005G221610	XP_020890062.1
OG0016703	Om005G222070	XP_002886567.1
OG0016704	Om005G224070	XP_020891024.1
OG0016706	Om006G274990	XP_020880007.1
OG0016708	Om006G274550	XP_020881091.1
OG0016709	Om006G274140	XP_002876870.2
OG0016710	Om006G274130	XP_020880940.1
OG0016712	Om006G273460	XP_020882384.1
OG0016713	Om006G272940	XP_020882216.1
OG0016715	Om006G272380	XP_020882407.1
OG0016716	Om006G272170	XP_020880229.1
OG0016717	Om006G271030	XP_020880866.1
OG0016718	Om006G269670	XP_020882137.1
OG0016719	Om006G269850	XP_002875422.1
OG0016720	Om006G270480	XP_002877109.1
OG0016721	Om006G269340	XP_002875510.2
OG0016722	Om002G073110	XP_020885998.1
OG0016725	Om005G212920	XP_002887102.1
OG0016726	Om005G213110	XP_020889946.1
OG0016727	Om005G213320	XP_002888548.1
OG0016728	Om005G213550	XP_002888502.1
OG0016729	Om005G213740	XP_020891032.1
OG0016730	Om005G214420	XP_020891352.1
OG0016731	Om005G214960	XP_002888424.1
OG0016733	Om005G215270	XP_002888327.1
OG0016734	Om005G215440	XP_020890902.1
OG0016735	Om005G215580	XP_002886790.1
OG0016736	Om005G215750	XP_002886767.1
OG0016737	Om005G218140, Om011G365300	XP_002891990.2
OG0016738	Om005G215830	XP_020868341.1
OG0016739	Om005G228930	XP_020889713.1
OG0016740	Om005G228880	XP_002891507.1
OG0016741	Om005G228510	XP_020890676.1
OG0016742	Om005G225330	XP_020865598.1
OG0016743	Om005G225140	XP_002886454.1
OG0016744	Om005G224610	XP_002888031.1
OG0016745	Om005G224500	XP_020865662.1
OG0016746	Om005G224530	XP_020891320.1
OG0016747	Om002G056260	XP_002882778.2
OG0016748	Om001G017030	XP_002869656.1
OG0016749	Om002G065310	XP_002869629.1
OG0016752	Om008G329250	XP_020883632.1
OG0016753	Om002G051630	XP_020889485.1
OG0016754	Om002G052150	XP_020887230.1
OG0016755	Om002G052260	XP_020885886.1
OG0016756	Om002G052440	XP_002884755.1
OG0016758	Om004G174450	XP_020878459.1
OG0016759	Om002G052860	XP_020888387.1
OG0016760	Om002G053230	XP_002882665.2
OG0016761	Om002G053710	XP_002882689.1
OG0016762	Om002G054290	XP_002884827.1
OG0016763	Om004G166190	XP_020878187.1
OG0016764	Om002G054890	XP_002882733.1
OG0016765	Om002G079390	XP_020889322.1
OG0016766	Om006G233640	XP_020881787.1
OG0016767	Om003G107120	XP_020877456.1
OG0016769	Om003G101060	XP_002864036.2
OG0016770	Om003G111390	XP_002865791.1
OG0016772	Om003G111480	XP_002864089.1
OG0016774	Om003G112920	XP_002864127.2
OG0016775	Om003G112940	XP_020871155.1
OG0016776	Om003G113000	XP_020866013.1
OG0016778	Om003G113280	XP_020871109.1
OG0016779	Om003G113370	XP_020880591.1
OG0016780	Om006G252220	XP_002865928.2
OG0016781	Om001G030170	XP_020867000.1
OG0016782	Om004G152650, Om003G114350	XP_020883035.1
OG0016783	Om003G115060	XP_020871676.1
OG0016784	Om003G117050	XP_020886477.1
OG0016785	Om003G117990	XP_020871295.1
OG0016786	Om003G118630	XP_002864446.1
OG0016787	Om006G250400	XP_020871931.1
OG0016788	Om006G250100	XP_002866168.1
OG0016789	Om006G249720	XP_020877523.1
OG0016790	Om006G249350	XP_020871733.1
OG0016791	Om006G249260	XP_020871181.1
OG0016792	Om006G248340	XP_020881277.1
OG0016793	Om004G162320	XP_020878388.1
OG0016794	Om004G163520	XP_020878313.1
OG0016795	Om004G163760	XP_020878522.1
OG0016796	Om004G164030	XP_002871469.1
OG0016797	Om004G164270	XP_020875894.1
OG0016798	Om004G164560	XP_002871446.1
OG0016799	Om004G164660	XP_002873484.2
OG0016800	Om004G164740	XP_002873479.1
OG0016801	Om004G165010	XP_020876743.1
OG0016802	Om004G165420	XP_002871422.1
OG0016803	Om004G165670	XP_020879118.1
OG0016804	Om004G165680	XP_002873449.1
OG0016805	Om004G165990	XP_020879336.1
OG0016806	Om004G166170	XP_002871395.1
OG0016807	Om004G166830	XP_020878488.1
OG0016808	Om004G166960	XP_020877308.1
OG0016809	Om004G167050	XP_020877303.1
OG0016810	Om004G167090	XP_002871359.1
OG0016811	Om004G167100	XP_002873382.1
OG0016812	Om004G167740	XP_020877925.1
OG0016813	Om004G167990	XP_002871306.2
OG0016814	Om004G168050	XP_020878898.1
OG0016815	Om004G168090	XP_020878236.1
OG0016816	Om004G168940	XP_020876117.1
OG0016817	Om001G001500	XP_002868009.1
OG0016818	Om001G001770	XP_020872369.1
OG0016819	Om001G001980	XP_002870053.1
OG0016820	Om001G002650	XP_002870032.1
OG0016821	Om001G003250	XP_002867963.1
OG0016822	Om001G003730	XP_020874434.1
OG0016823	Om001G004080	XP_002867941.1
OG0016824	Om001G004590, Om001G004580	XP_020872409.1
OG0016825	Om001G005560	XP_002869946.1
OG0016826	Om001G005580	XP_020872050.1
OG0016827	Om001G005910	XP_002869936.1
OG0016828	Om001G006060	XP_002867881.1
OG0016829	Om001G006660	XP_020874074.1
OG0016830	Om001G006960	XP_002869899.1
OG0016831	Om001G007400	XP_002867843.2
OG0016832	Om001G007800	XP_020873439.1
OG0016833	Om001G008110	XP_020873370.1
OG0016834	Om001G008940	XP_020873474.1
OG0016835	Om001G012350	XP_002893772.1
OG0016836	Om001G012930	XP_002893808.2
OG0016837	Om001G013090	XP_020868489.1
OG0016838	Om001G013490	XP_002891110.1
OG0016839	Om001G013530	XP_020868813.1
OG0016840	Om001G014280	XP_020870292.1
OG0016841	Om003G092720	XP_002870428.1
OG0016842	Om001G015030	XP_002891298.1
OG0016843	Om001G016590	XP_002893943.1
OG0016844	Om001G016700	XP_020869128.1
OG0016845	Om006G248320	XP_002866241.1
OG0016846	Om007G287130	XP_020870936.1
OG0016847	Om007G287230	XP_002891361.1
OG0016848	Om007G287280	XP_020868435.1
OG0016849	Om007G287300	XP_002894037.1
OG0016850	Om007G287370	XP_002893484.1
OG0016851	Om007G287380	XP_020870503.1
OG0016852	Om007G287550	XP_020870160.1
OG0016853	Om007G288180	XP_020870196.1
OG0016854	Om007G287920	XP_020869939.1
OG0016855	Om007G288670	XP_020868995.1
OG0016856	Om007G288680	XP_020869960.1
OG0016858	Om007G289160	XP_002890786.1
OG0016859	Om007G289930	XP_020867240.1
OG0016860	Om007G290130	XP_020867535.1
OG0016861	Om001G023110	XP_020883596.1
OG0016863	Om007G290220	XP_002890830.1
OG0016864	Om007G290260	XP_002893582.1
OG0016865	Om007G290810	XP_002893609.1
OG0016866	Om007G291120	XP_020867053.1
OG0016867	Om007G291260	XP_020869494.1
OG0016868	Om007G291390	XP_002890893.1
OG0016869	Om001G034820	XP_020872814.1
OG0016871	Om001G035400	XP_002869056.1
OG0016872	Om001G035970	XP_020875620.1
OG0016873	Om001G036740	XP_002866993.1
OG0016874	Om001G037050	XP_002869013.1
OG0016875	Om001G037450	XP_020874415.1
OG0016877	Om001G039110	XP_020874588.1
OG0016878	Om001G039520	XP_002868939.1
OG0016879	Om001G039800	XP_002868929.1
OG0016880	Om001G039900	XP_002866879.1
OG0016881	Om001G040070	XP_020874439.1
OG0016882	Om001G040200	XP_020874126.1
OG0016883	Om001G040760	XP_002866832.1
OG0016884	Om001G040960	XP_002868878.1
OG0016885	Om001G041240	XP_020872800.1
OG0016886	Om001G041350	XP_002868856.1
OG0016887	Om001G041580	XP_002866805.1
OG0016888	Om001G041610	XP_020873871.1
OG0016889	Om001G041770	XP_020875711.1
OG0016890	Om001G041860	XP_020872529.1
OG0016891	Om001G041890	XP_020872201.1
OG0016892	Om002G085090	XP_002868396.1
OG0016893	Om008G341500	XP_020873943.1
OG0016895	Om007G314180	XP_020875716.1
OG0016896	Om007G314160	XP_020872371.1
OG0016897	Om004G132060	XP_002870791.1
OG0016899	Om007G315480	XP_020872948.1
OG0016900	Om007G316120	XP_002868697.1
OG0016901	Om007G316190	XP_002868691.1
OG0016902	Om008G339420	XP_002879525.1
OG0016903	Om005G188670	XP_020868762.1
OG0016904	Om002G042510	XP_020886666.1
OG0016906	Om007G292540	XP_020867081.1
OG0016907	Om008G347920	XP_002874524.1
OG0016908	Om008G345310	XP_020877521.1
OG0016909	Om006G266110	XP_002877551.1
OG0016911	Om008G340780	XP_002879469.2
OG0016912	Om008G340940	XP_002881292.1
OG0016913	Om008G341140	XP_002865435.2
OG0016914	Om008G341270	XP_002863684.1
OG0016915	Om008G341960	XP_020869244.1
OG0016916	Om008G342920	XP_020876968.1
OG0016919	Om008G346440	XP_002872483.1
OG0016920	Om008G350550	XP_002874655.1
OG0016921	Om008G351540	XP_002872587.1
OG0016922	Om008G353170	XP_020877657.1
OG0016923	Om008G353610	XP_002874791.1
OG0016924	Om008G353680	XP_020878596.1, XP_002874793.1
OG0016925	Om008G354680	XP_020876496.1
OG0016926	Om008G355170	XP_002874835.2
OG0016927	Om008G355460	XP_020876423.1
OG0016928	Om005G186320	XP_002892454.1
OG0016929	Om008G356210	XP_020869320.1
OG0016930	Om008G358590	XP_002863465.1
OG0016931	Om002G059260	XP_020886596.1
OG0016932	Om003G106020	XP_002870422.1
OG0016933	Om004G175230	XP_002863334.1
OG0016934	Om008G362770	XP_002865111.2
OG0016935	Om008G362230	XP_002865130.1
OG0016936	Om005G212740	XP_020871866.1
OG0016937	Om003G106160	XP_020874473.1
OG0016938	Om003G100280	XP_002863342.1
OG0016939	Om005G190830	XP_020874807.1
OG0016940	Om003G106060	XP_002870426.2
OG0016941	Om002G075920	XP_020886463.1
OG0016942	Om002G075960	XP_002885750.2
OG0016943	Om003G106110	XP_002868421.1
OG0016944	Om002G077330	XP_020886282.1
OG0016945	Om003G106760	XP_020874830.1
OG0016946	Om003G105900	XP_020874290.1
OG0016947	Om003G104740	XP_020875762.1
OG0016948	Om003G104410	XP_020876178.1
OG0016949	Om003G103960	XP_020872699.1
OG0016950	Om003G103780	XP_002870359.1
OG0016951	Om003G103470	XP_002870337.2
OG0016952	Om003G103350	XP_002870332.2
OG0016953	Om003G102270	XP_020874242.1
OG0016954	Om003G102240	XP_002870275.1
OG0016955	Om003G102220	XP_020874251.1
OG0016956	Om003G102150	XP_020874809.1
OG0016957	Om003G101920	XP_020874555.1
OG0016958	Om003G101520	XP_002870237.1
OG0016959	Om007G316220	XP_002870743.1
OG0016960	Om007G316250	XP_020872951.1
OG0016961	Om006G229080	XP_020871738.1
OG0016962	Om007G317010	XP_020874713.1
OG0016963	Om007G317320	XP_020874308.1
OG0016964	Om007G318340	XP_020874952.1
OG0016965	Om007G318300	XP_002868586.1
OG0016966	Om007G318260	XP_002868583.1
OG0016967	Om007G318230	XP_020874693.1
OG0016968	Om001G023340	XP_020874354.1
OG0016969	Om007G318380	XP_020874355.1
OG0016970	Om006G242150	XP_002872893.1
OG0016971	Om008G318650	XP_020883656.1
OG0016972	Om008G318690	XP_020885098.1
OG0016973	Om006G239980	XP_020882915.1
OG0016974	Om008G319280	XP_020884110.1
