Orthogroup	Odontarrhena_muralis	Arabidopsis_lyrata_Rawat
OG0013459	Om007G318510	AL7G47170
OG0013460	Om007G281850	AL7G47040
OG0013461	Om008G318750	AL4G47610
OG0013462	Om008G318940	AL4G47410
OG0013463	Om008G319010	AL4G47360
OG0013464	Om008G319110	AL4G47270
OG0013465	Om008G319130	AL4G47250
OG0013466	Om008G319220	AL4G47150
OG0013468	Om008G319600	AL4G46880
OG0013469	Om008G320070	AL4G46510
OG0013470	Om008G320080	AL4G46500
OG0013471	Om008G320160	AL4G46420
OG0013472	Om008G320180	AL4G46400
OG0013473	Om008G320630	AL4G46000
OG0013474	Om008G320910	AL4G45730
OG0013475	Om008G320970	AL4G45680
OG0013476	Om008G321010	AL4G45640
OG0013477	Om008G321030	AL4G45620
OG0013478	Om008G321060	AL4G45550
OG0013479	Om008G321250	AL4G45330
OG0013480	Om008G321350	AL4G45220
OG0013481	Om008G321380	AL4G45190
OG0013482	Om008G321500	AL4G45080
OG0013483	Om008G321520	AL4G45060
OG0013484	Om008G321870	AL4G44770
OG0013485	Om008G322300	AL4G44420
OG0013486	Om008G323060	AL4G43780
OG0013487	Om003G124820	AL5G42450
OG0013488	Om008G323150	AL4G43710
OG0013489	Om008G323200	AL4G43640
OG0013490	Om008G323320	AL4G43520
OG0013491	Om008G323430	AL4G43430
OG0013492	Om008G323450	AL4G43400
OG0013493	Om008G323630	AL4G43270
OG0013494	Om008G324060	AL4G42900
OG0013496	Om008G324660	AL4G42550
OG0013497	Om008G325050	AL4G42340
OG0013498	Om005G222040, Om008G325220	AL4G42140
OG0013499	Om008G325400	AL4G41990
OG0013500	Om008G325450	AL4G41910
OG0013501	Om008G325770	AL4G41670
OG0013502	Om008G325850	AL4G41610
OG0013503	Om008G325960	AL4G41580
OG0013504	Om008G326280	AL4G41260
OG0013505	Om003G122220	AL5G40260
OG0013506	Om008G327030	AL4G40480
OG0013507	Om008G326940	AL4G40580
OG0013508	Om008G327330	AL4G40010
OG0013509	Om008G327320	AL4G40000
OG0013510	Om004G176660, Om003G101720	AL6G10780
OG0013511	Om004G176590	AL6G10870
OG0013512	Om004G176370	AL6G11040, AL6G14050
OG0013513	Om004G176220	AL6G11160
OG0013514	Om004G176170	AL6G11210
OG0013515	Om004G175770	AL6G11310
OG0013516	Om004G175830	AL6G11390
OG0013517	Om004G175940	AL6G11470
OG0013518	Om004G175980	AL6G11530
OG0013519	Om004G175510	AL6G11860
OG0013520	Om004G175160	AL6G12100
OG0013521	Om004G175170	AL6G12090
OG0013522	Om004G174320	AL6G12810
OG0013523	Om004G174300	AL6G12840
OG0013524	Om004G174160	AL6G13040
OG0013525	Om004G174050	AL6G13150
OG0013526	Om004G174040, Om002G087820	AL6G13160
OG0013527	Om004G173840	AL6G13250
OG0013529	Om004G173520	AL6G13580
OG0013530	Om004G173500	AL6G13590
OG0013531	Om004G173300	AL6G13760
OG0013532	Om004G173220	AL6G13810
OG0013533	Om004G173200	AL6G13840
OG0013534	Om004G173180	AL6G13860
OG0013535	Om004G173120	AL6G13880
OG0013536	Om004G173110	nbis-gene-1455
OG0013537	Om006G241680	AL6G31500
OG0013539	Om006G241200	AL6G31130
OG0013540	Om006G242300	AL6G32120
OG0013541	Om006G242310	AL6G32130
OG0013542	Om006G242870	AL6G32590
OG0013543	Om006G243240	AL6G32910
OG0013544	Om006G243330	AL6G32980
OG0013545	Om006G243350	AL6G33000
OG0013546	Om001G027900, Om006G243450	AL6G33110
OG0013547	Om006G244280	AL6G33930
OG0013548	Om006G244290	AL6G33940
OG0013549	Om006G244340	AL6G33990
OG0013550	Om006G244480	nbis-gene-2190
OG0013551	Om006G244580	AL8G37320
OG0013552	Om006G244610	AL8G37310
OG0013553	Om006G244730	AL8G37220
OG0013554	Om006G244840	AL8G37130
OG0013556	Om006G246060	AL8G35980
OG0013557	Om006G246190	AL8G35910
OG0013558	Om006G246230	AL8G35890
OG0013560	Om006G266220	AL5G26320
OG0013561	Om006G234480	AL8G40290
OG0013562	Om006G234360	AL8G40370
OG0013563	Om006G234110	AL8G40620
OG0013564	Om006G233980	AL8G40760
OG0013565	Om006G233810	AL8G40990
OG0013566	Om006G233560	AL8G41250
OG0013567	Om006G233500	AL8G41310
OG0013568	Om004G163560	AL535U10010, AL8G41380
OG0013569	Om006G233290	AL8G41460
OG0013570	Om006G233230	AL8G41600, AL8G41570
OG0013571	Om006G233200	AL8G41640
OG0013572	Om006G233100	AL8G41740
OG0013573	Om006G233040	AL8G41780
OG0013574	Om006G232970	AL8G41840
OG0013575	Om006G232890	AL8G41910
OG0013576	Om006G232830	AL8G42000
OG0013577	Om002G085750	AL3G51750
OG0013578	Om006G232650	AL8G42180
OG0013579	Om006G232600	AL8G42240
OG0013580	Om006G232280	AL8G42550
OG0013581	Om006G232070	AL8G42720
OG0013582	Om006G231740	AL3G13050, AL6G41110, AL8G43030
OG0013583	Om006G231420	AL8G43440
OG0013584	Om006G231410, Om006G231360	AL8G43450
OG0013585	Om006G231320	AL8G43480
OG0013586	Om006G231230	AL8G43570
OG0013587	Om006G231100	AL8G43660
OG0013588	Om006G230960	AL8G43780
OG0013589	Om006G230920	AL8G43810
OG0013590	Om006G230890	AL8G43840
OG0013591	Om006G230730	AL8G43990
OG0013592	Om006G230640	AL8G44040
OG0013593	Om006G230540	AL8G44110
OG0013594	Om006G230470	AL8G44180
OG0013595	Om006G230440, Om006G230450	AL8G44210
OG0013596	Om006G230420	AL8G44230
OG0013597	Om006G230270	nbis-gene-535, AL8G44390
OG0013599	Om006G230030	AL8G44640
OG0013600	Om006G229880	AL8G44750
OG0013601	Om006G229780	AL8G44870
OG0013602	Om006G229410	AL8G45180
OG0013603	Om006G229290	AL8G45260
OG0013604	Om006G229220	AL8G45340
OG0013605	Om006G229150	AL8G45460
OG0013606	Om006G229120	AL8G45500
OG0013607	Om006G229050	AL472U10010, AL8G45590
OG0013608	Om006G229030	AL8G45610
OG0013609	Om004G157170	AL6G53380
OG0013610	Om004G157190	AL6G53350
OG0013611	Om004G157210	AL6G53330
OG0013612	Om004G157910	AL6G52710
OG0013613	Om004G157680	AL6G52950
OG0013614	Om004G157460	AL6G53140
OG0013615	Om004G157430	AL6G53160
OG0013616	Om004G157420	AL6G53170
OG0013617	Om004G158230	AL6G52240
OG0013618	Om004G158320	AL6G52340
OG0013619	Om004G158330	AL6G52350
OG0013620	Om004G158420	AL6G52440
OG0013621	Om004G158470	AL6G52480
OG0013622	Om004G158590	AL6G52010
OG0013623	Om004G158890	AL6G51660
OG0013624	Om004G158930	AL6G51620
OG0013625	Om004G159090	AL6G51370
OG0013626	Om004G159070	AL6G51390
OG0013627	Om004G159130	AL6G51350
OG0013628	Om004G159210	AL6G51250
OG0013629	Om004G159220	AL6G51240
OG0013630	Om004G159290	AL6G51170
OG0013631	Om005G179510	AL1G12110
OG0013632	Om004G159750	AL6G50760
OG0013633	Om004G160160	AL6G50370
OG0013634	Om004G160420	AL6G50110
OG0013635	Om004G160410	AL6G50120
OG0013636	Om004G160390	AL6G50130
OG0013637	Om004G160510	AL6G50010
OG0013638	Om004G160540	AL6G49990
OG0013639	Om004G160630	AL6G49900
OG0013640	Om004G160830	AL6G49760
OG0013641	Om007G302160	AL6G49740
OG0013642	Om007G302300	AL6G49590
OG0013643	Om007G302740	nbis-gene-1656
OG0013644	Om007G302730	AL6G49480
OG0013645	Om007G292960	AL8G15820
OG0013646	Om007G277360	AL8G15970
OG0013647	Om007G277380	AL8G16010
OG0013648	Om007G277490	AL8G16130
OG0013649	Om007G277720	AL8G16400
OG0013650	Om007G277870	AL8G16640
OG0013651	Om007G278000	AL8G16870
OG0013652	Om007G278080	AL8G16980
OG0013653	Om007G278600	AL4G28730
OG0013654	Om007G278530	AL4G29530, AL4G28820
OG0013655	Om007G278470	AL4G28880
OG0013656	Om007G278450	AL4G28900
OG0013657	Om007G279300, Om001G013670	AL4G27690
OG0013658	Om007G278800	AL4G28440
OG0013659	Om007G279480	AL4G27880
OG0013660	Om007G279380	AL4G27810
OG0013661	Om007G279650	AL4G27500
OG0013662	Om007G279660	AL4G27490, AL103U10020
OG0013663	Om007G279830	AL4G27360
OG0013664	Om007G279880	AL4G27320
OG0013665	Om007G279930	AL4G27230, AL80U10010
OG0013666	Om007G279970	AL4G27180
OG0013667	Om007G280130	AL4G27000
OG0013668	Om007G280750	AL4G26400
OG0013669	Om007G280800	AL4G26370
OG0013670	Om007G280940	AL4G26200
OG0013671	Om007G281100	AL4G25880
OG0013672	Om007G281160	AL4G25830
OG0013673	Om007G281220	AL4G25690, AL4G25710
OG0013674	Om007G281250	AL4G25620
OG0013675	Om007G281340	AL4G25490
OG0013676	Om007G281710	AL4G25190
OG0013677	Om003G113800, Om007G281750	AL4G25120
OG0013678	Om005G177950, Om007G299360	AL8G26330
OG0013679	Om007G282140	AL4G24680
OG0013680	Om007G282300	AL4G24410, AL2G20350
OG0013681	Om007G282340	AL4G24370
OG0013682	Om007G282990	AL4G23610
OG0013683	Om007G283200	AL4G23370
OG0013684	Om001G041630	AL7G10350
OG0013685	Om007G283710	AL4G21730
OG0013686	Om007G283810	AL4G21860
OG0013687	Om007G284060	AL4G22110
OG0013688	Om007G284110	AL4G22120
OG0013689	Om007G284200	AL4G22270
OG0013690	Om007G284230	AL4G22330
OG0013691	Om007G284480	AL4G22660, AL345U10010
OG0013692	Om007G285210	AL4G20450
OG0013694	Om007G284860	AL4G21150
OG0013695	Om007G284800	AL4G21280
OG0013696	Om007G285360	AL4G19970
OG0013697	Om007G285370	AL4G19960
OG0013698	Om007G285440	AL4G19740
OG0013699	Om007G285480	AL8G25470
OG0013700	Om007G285550	AL4G19590
OG0013701	Om007G285580	AL4G19630
OG0013702	Om004G149280	AL4G25250
OG0013703	Om007G296310	AL1G53850
OG0013704	Om005G190580, Om007G294550	AL4G19470
OG0013705	Om008G327630	AL4G19340
OG0013706	Om006G243410	AL4G19190
OG0013707	Om004G151150	AL4G18930
OG0013708	Om007G282160	AL4G18820
OG0013709	Om002G045650	AL3G13880
OG0013710	Om007G301800	AL4G18400
OG0013711	Om005G190390	AL4G18220
OG0013712	Om004G150330	AL4G18030
OG0013713	Om004G150690	AL4G17960
OG0013714	Om004G150500	AL4G17350
OG0013715	Om001G020740	AL7G25230
OG0013716	Om001G019390	AL7G25850
OG0013717	Om002G042830	AL3G10840
OG0013718	Om002G042370	AL2G15040
OG0013719	Om002G042330	AL3G10330
OG0013720	Om002G042300	AL3G10300
OG0013721	Om002G042280, Om002G042290	AL3G10290
OG0013722	Om002G042210	AL3G10210
OG0013723	Om004G177370	AL6G10100
OG0013724	Om004G177290	AL6G10150
OG0013725	Om004G177210	AL6G10200
OG0013726	Om004G177120	AL6G10230
OG0013727	Om003G118490	AL8G31860, AL191U10020
OG0013728	Om003G116900	AL8G30600
OG0013729	Om002G043220	AL3G11180
OG0013730	Om002G043240	AL3G11200
OG0013731	Om002G043510	AL3G11470
OG0013732	Om002G043580	AL3G11530
OG0013734	Om007G307870	AL8G20910
OG0013735	Om002G044030	AL3G12090
OG0013736	Om002G044380	AL3G12420
OG0013737	Om002G044670	AL3G12820
OG0013738	Om002G044730	AL3G12890
OG0013739	Om002G044800	AL3G12950
OG0013740	Om001G026140	AL7G25570
OG0013741	Om002G045090	AL3G13320
OG0013742	Om002G045260	AL3G13500
OG0013743	Om002G045340	AL3G13590
OG0013744	Om002G045360	AL3G13620
OG0013745	Om002G045520	AL3G13780
OG0013746	Om002G045540	AL3G13790
OG0013747	Om002G045850, Om003G100000	AL3G14040
OG0013748	Om002G046210	AL3G14350
OG0013749	Om002G045990	AL3G14300
OG0013750	Om002G046280	AL3G14570
OG0013751	Om002G046300	AL3G14580
OG0013752	Om002G046370	AL3G14650
OG0013753	Om002G046420	nbis-gene-360, AL3G14690
OG0013754	Om002G046620	AL3G14970
OG0013755	Om002G046700	AL3G15160, AL3G15060
OG0013756	Om002G046850	AL3G15290
OG0013757	Om002G046970	AL3G15370
OG0013758	Om002G047260	AL3G15630
OG0013759	Om002G047460	AL3G15850, AL3G15830
OG0013760	Om002G047310	AL3G15690
OG0013761	Om002G047910	AL3G16330
OG0013762	Om002G048050	AL3G16440
OG0013763	Om002G048270	AL3G16710
OG0013764	Om002G048290	AL3G16730
OG0013765	Om002G048650	AL3G17030
OG0013766	Om002G048980	AL962U10010, AL3G17340
OG0013767	Om002G049100	AL3G17500
OG0013768	Om002G049330	AL3G17750
OG0013769	Om002G069260, Om002G049370	AL3G42790
OG0013770	Om002G049450	AL3G17890
OG0013771	Om002G049850	AL3G18390
OG0013772	Om002G050110	AL3G18700
OG0013773	Om008G350940	AL6G45290
OG0013774	Om002G050510	AL3G19080
OG0013775	Om002G050530	AL3G19100
OG0013776	Om002G050820	AL3G19380
OG0013777	Om002G050890	AL3G19450
OG0013778	Om002G051100	AL3G19680
OG0013779	Om002G051340	AL3G19920
OG0013780	Om008G329950	AL4G38210
OG0013782	Om008G330620	AL4G37750
OG0013783	Om006G251300	AL5G37120
OG0013784	Om008G331260	AL4G37510
OG0013785	Om008G331420	AL4G37210
OG0013786	Om008G331530	AL4G37120
OG0013787	Om008G331720	AL4G36990
OG0013788	Om008G331760	AL4G36960
OG0013789	Om008G332180	AL4G36580
OG0013790	Om008G332450	AL4G36450
OG0013791	Om008G332460	AL4G36440
OG0013793	Om008G332590	AL4G21810
OG0013794	Om008G332800	AL4G36270
OG0013795	Om008G333010	AL4G36160
OG0013796	Om008G333250	AL4G36020
OG0013797	Om008G337800	AL4G32090
OG0013798	Om008G337410	AL4G32390
OG0013799	Om008G336970	AL4G32740
OG0013800	Om008G336800	AL4G32850
OG0013801	Om008G336660	AL4G32960
OG0013802	Om008G336540	AL4G33040
OG0013804	Om008G336370	AL4G33200
OG0013805	Om008G336260	AL4G33330
OG0013806	Om008G335860	AL4G33670
OG0013807	Om008G335390	AL4G34060
OG0013808	Om008G335360	AL4G34150
OG0013809	Om008G335200	AL4G34590
OG0013810	Om008G334570	AL4G35060
OG0013811	Om008G334580	AL4G35050
OG0013812	Om008G334610	AL4G35000
OG0013813	Om003G105810, Om007G296240	AL7G43860
OG0013814	Om008G338130	AL4G31880
OG0013816	Om005G195910	AL1G27320
OG0013817	Om005G197190	AL1G28410
OG0013818	Om005G197490	AL1G28690
OG0013819	Om005G197510	AL6G51080, nbis-gene-1666, AL1G28710
OG0013820	Om005G197580	AL1G28790
OG0013821	Om005G197680	AL1G28900
OG0013822	Om005G197780	AL1G29000
OG0013823	Om005G193490	AL1G25410
OG0013824	Om005G198280	AL1G29390
OG0013825	Om005G198430	AL1G29570
OG0013826	Om005G198440, Om006G262520	AL1G29580
OG0013828	Om005G198670	AL1G29670
OG0013829	Om005G199170	AL1G30100
OG0013830	Om005G199410	AL1G30230
OG0013831	Om005G199820	AL1G30650
OG0013832	Om005G199610	AL1G30470
OG0013833	Om005G199530	AL1G30350
OG0013834	Om005G199500	AL1G30330
OG0013835	Om005G200000	AL1G30810
OG0013836	Om005G200330	AL1G31040
OG0013838	Om005G201000	AL1G31730
OG0013839	Om005G201040	AL1G31750
OG0013840	Om005G201180	AL1G31820
OG0013841	Om005G201210	AL1G31880
OG0013842	Om005G201350	AL1G31980
OG0013843	Om005G201550	AL1G32320
OG0013844	Om005G201580	AL1G32350
OG0013845	Om005G201850	AL1G32550
OG0013846	Om005G201930	AL1G32610
OG0013847	Om005G202160	AL1G32860
OG0013848	Om005G202600	AL1G33440
OG0013849	Om005G202930	AL1G33810
OG0013850	Om005G203140	AL1G34050
OG0013851	Om005G203580	AL1G34450
OG0013852	Om005G203680	AL1G34540
OG0013853	Om005G203690	AL1G34550
OG0013854	Om005G203870, Om005G203880	AL1G34700
OG0013855	Om005G203920	AL1G34740
OG0013856	Om005G204030	AL1G34830
OG0013857	Om005G204150	AL1G34920
OG0013858	Om005G204500	AL1G35490
OG0013859	Om005G205250	AL1G36280
OG0013860	Om005G205260	AL1G36290
OG0013861	Om005G205280	AL1G36320
OG0013862	Om005G205320	AL1G36340
OG0013863	Om004G143740	AL1G37160
OG0013864	Om004G144620	AL1G37910
OG0013865	Om004G144630	AL1G37930
OG0013866	Om004G145070	AL1G38420
OG0013867	Om004G145370	AL1G38770
OG0013868	Om004G145380	AL1G38870
OG0013869	Om004G145400	AL1G38900
OG0013870	Om002G084460	AL1G39090
OG0013871	Om004G146190	AL1G39210
OG0013872	Om004G146690	AL1G39570
OG0013873	Om004G146710	AL1G39590
OG0013874	Om005G189130	AL1G39730
OG0013875	Om004G147760	AL1G40400
OG0013876	Om005G212230	AL2G26250
OG0013877	Om004G148180	AL1G40610
OG0013878	Om004G148270	AL1G40720
OG0013879	Om004G148520	AL1G52580
OG0013880	Om003G096840	AL7G28790
OG0013882	Om007G285630	AL7G28460
OG0013883	Om007G285650	AL7G28450
OG0013884	Om007G285780	AL7G28300
OG0013886	Om007G286040	AL7G27990
OG0013887	Om007G286070	nbis-gene-1780
OG0013888	Om001G029570	AL7G19140, nbis-gene-1732
OG0013889	Om004G151730	AL4G16580
OG0013890	Om004G151570	AL4G16220
OG0013891	Om004G151580	AL4G16260
OG0013892	Om004G151380	AL4G16180
OG0013893	Om001G030390	AL7G18440
OG0013894	Om004G151450	AL4G16050
OG0013895	Om004G151460	AL4G16040
OG0013897	Om004G152370, Om004G154520	AL4G15870
OG0013898	Om001G001490	AL4G16310
OG0013899	Om004G151640	AL4G16400
OG0013900	Om005G203740	AL4G13660
OG0013901	Om004G154400	AL4G12700
OG0013902	Om004G137020	AL2G36170
OG0013903	Om004G137010	AL2G36160
OG0013904	Om004G154180	AL4G12200
OG0013905	Om004G153830	AL4G11960
OG0013906	Om004G153670	AL4G11760
OG0013907	Om004G153530	AL4G11330
OG0013908	Om004G153510	AL4G11310
OG0013909	Om004G153470	AL4G11260
OG0013910	Om004G155790	AL4G11000
OG0013912	Om004G156190	AL4G10460
OG0013913	Om004G156490	AL4G10180
OG0013915	Om005G195860	AL1G27280
OG0013916	Om005G195150	AL1G26700
OG0013917	Om005G195140	nbis-gene-84
OG0013918	Om005G194800	AL1G26530
OG0013919	Om005G194460	AL1G26230
OG0013920	Om005G194250	AL1G26070
OG0013922	Om005G194950, Om005G193730	AL1G25570
OG0013923	Om005G193670	AL1G25480
OG0013924	Om005G193500	AL1G25420
OG0013925	Om005G193350	AL1G25280
OG0013926	Om005G193010	AL1G25000
OG0013927	Om005G192580	AL1G24650
OG0013928	Om005G192240	AL1G24360
OG0013929	Om005G192220	AL1G24340
OG0013930	Om005G191290	AL1G23210
OG0013931	Om005G191130	AL1G23080
OG0013932	Om005G191120	AL1G23070
OG0013933	Om005G190920	AL1G22920
OG0013934	Om005G190860	AL1G22840
OG0013935	Om005G189880	AL1G22070
OG0013936	Om005G189790	AL1G21980
OG0013937	Om005G189490	AL1G21710
OG0013938	Om002G077060	AL3G42450
OG0013940	Om002G063450	AL6G40570
OG0013941	Om005G188220	AL1G20460
OG0013942	Om005G188270	AL1G20510
OG0013943	Om005G187850	AL1G20140
OG0013944	Om005G187740	AL1G20100
OG0013945	Om005G187570	AL1G19990
OG0013946	Om005G187530	AL1G19950
OG0013947	Om005G187480, Om006G262950	AL1G19900
OG0013948	Om005G187430	AL1G19830
OG0013949	Om005G187360	AL1G19770
OG0013950	Om005G186680, Om006G261420	AL1G19070
OG0013951	Om005G186550	AL1G18950
OG0013952	Om005G186480	AL1G18900
OG0013953	Om005G186390	AL1G18820
OG0013954	Om003G120970	AL5G39400
OG0013955	Om005G185700	AL1G18130
OG0013956	Om005G185200, Om005G185210	AL1G17610
OG0013957	Om005G185110	AL1G17530
OG0013958	Om005G184840, Om005G184830	AL1G17400
OG0013959	Om005G184620	AL1G17240
OG0013960	Om005G184530	AL1G17080
OG0013961	Om005G184520	AL1G17070
OG0013962	Om005G184210	AL1G16740
OG0013963	Om005G183910	AL1G16450
OG0013964	Om005G183730	AL1G16280
OG0013966	Om005G183200	AL1G15730
OG0013967	Om005G183060	AL1G15570
OG0013968	Om005G182970	AL1G15500
OG0013969	Om005G182640	AL1G15110
OG0013970	Om005G182280	AL1G14810
OG0013971	Om005G182120	AL1G14660
OG0013972	Om005G182050	AL1G14620
OG0013973	Om005G181870	AL1G14450
OG0013974	Om005G181610	AL1G14180
OG0013975	Om005G181370	AL1G13930
OG0013976	Om005G181280	AL1G13840
OG0013977	Om005G181240	AL1G13800
OG0013978	Om005G180370	AL1G12960
OG0013979	Om005G180060	AL1G12650
OG0013980	Om005G179910	AL1G12510
OG0013981	Om005G179870	AL1G12480
OG0013982	Om005G179450	nbis-gene-27
OG0013983	Om005G179040	AL4G39680
OG0013984	Om005G178900	AL1G11480
OG0013985	Om005G178740	AL1G11320
OG0013986	Om005G178720	AL1G11280
OG0013987	Om005G178690	AL1G11250
OG0013988	Om005G178650, Om005G178660	AL1G11220
OG0013989	Om005G178590	AL1G11160
OG0013990	Om005G178320	nbis-gene-20
OG0013991	Om005G178380	AL1G10900
OG0013992	Om005G178190	AL1G10710
OG0013993	Om005G177940	AL1G10490
OG0013994	Om005G177910	AL1G10470
OG0013995	Om004G172260	AL4G40380
OG0013996	Om005G177860	AL1G10410
OG0013997	Om005G177640	AL5G27440
OG0013998	Om005G177560	AL1G10040
OG0013999	Om007G301940	AL6G24630
OG0014000	Om004G156800, Om007G301090	AL6G25350
OG0014001	Om007G294910	AL6G30550
OG0014002	Om007G301300	AL6G25190
OG0014003	Om007G301330	AL6G25160
OG0014004	Om007G301770	AL6G24760
OG0014005	Om007G300820	AL6G25560
OG0014006	Om007G299780	AL6G26330
OG0014007	Om007G299460	AL6G26530
OG0014008	Om007G299440	AL6G26540
OG0014009	Om007G299430	AL6G26550
OG0014010	Om007G299350	nbis-gene-1523
OG0014011	Om007G299310	AL6G26630
OG0014012	Om007G299130	AL6G26790
OG0014013	Om007G299110, Om007G299080	AL6G26800
OG0014014	Om007G298900	AL6G26960
OG0014016	Om007G298700	AL6G27090
OG0014017	Om002G044170	AL6G27450
OG0014018	Om007G297910	AL6G27720
OG0014019	Om007G297810	AL6G27800
OG0014020	Om007G297500	AL6G28010
OG0014021	Om007G297380	AL6G28220
OG0014022	Om007G297300	AL6G28300
OG0014023	Om007G297100	AL6G28490
OG0014024	Om007G297110	AL6G28480
OG0014025	Om007G296750	AL6G28700
OG0014026	Om007G296110	AL6G29340
OG0014027	Om004G135130	AL2G37320
OG0014028	Om007G296070	AL6G29400
OG0014029	Om007G295850	AL6G29680
OG0014030	Om007G295730	AL6G29750
OG0014031	Om007G295620, Om007G295660	AL6G29840
OG0014032	Om007G295370	AL6G29970
OG0014033	Om007G295030	AL6G30290
OG0014034	Om007G294850	AL6G30590
OG0014035	Om007G294710	AL6G30810
OG0014036	Om007G294400	AL6G38510
OG0014037	Om007G294340	AL6G38590
OG0014038	Om007G294320	AL6G38610
OG0014039	Om007G294300	AL6G38630
OG0014040	Om007G294270	AL6G38700
OG0014041	Om007G294190, Om007G286360	AL6G38870
OG0014042	Om007G277820	AL8G16580
OG0014043	Om007G293760	AL6G39370
OG0014044	Om007G293500	AL6G39790
OG0014045	Om008G332490	AL6G40560
OG0014046	Om001G001420	AL8G22170
OG0014047	Om007G305610	AL8G22140
OG0014048	Om005G196430	AL8G22020
OG0014049	Om009G363020, Om007G305890	AL8G21970
OG0014050	Om007G308120	AL8G21120
OG0014051	Om007G306230	AL8G21770
OG0014052	Om004G161300	AL6G24150
OG0014053	Om004G169730, Om004G169830	AL6G17030
OG0014054	Om002G079320, Om004G169540	AL6G17190
OG0014055	Om004G169650	AL6G17090
OG0014056	Om007G300770, Om004G129740	AL6G25620
OG0014057	Om004G170010	AL6G16780
OG0014058	Om004G170040	AL6G16740
OG0014059	Om004G170090	AL6G16700
OG0014060	Om004G170160	AL6G16640
OG0014061	Om007G313470	AL8G20040
OG0014062	Om004G170560	nbis-gene-1478
OG0014063	Om004G170640	AL6G16110
OG0014064	Om004G170810	AL6G15980
OG0014065	Om004G170970	AL6G15880
OG0014067	Om004G171110	AL6G15750
OG0014068	Om004G171190	AL6G15650
OG0014069	Om004G171280	AL6G15550
OG0014070	Om004G171480	AL6G15400
OG0014071	Om004G171510	AL6G15370
OG0014072	Om004G171850	AL6G15110
OG0014073	Om004G171900	AL6G15060
OG0014074	Om004G172460	AL6G14500
OG0014075	Om004G172440	AL6G14530
OG0014076	Om004G172380	AL6G14600
OG0014077	Om004G172360	AL6G14620
OG0014078	Om006G230560, Om004G172560	AL6G14410
OG0014079	Om004G172600	AL6G14370
OG0014080	Om004G172630	AL6G14290
OG0014081	Om004G172670	AL6G14250
OG0014082	Om004G172730	AL6G14210
OG0014083	Om004G173000	AL6G14000
OG0014084	Om006G240700	AL6G38010
OG0014085	Om006G240350	AL6G37390
OG0014086	Om006G240360	AL6G37400
OG0014087	Om006G240040	AL6G37040
OG0014088	Om006G238940	AL6G35810
OG0014089	Om006G239020	AL6G35920
OG0014090	Om006G239040	AL6G35970
OG0014091	Om006G238910	AL6G35740
OG0014092	Om006G238850	AL6G35670
OG0014093	Om006G238510	AL6G35240
OG0014094	Om006G238260	AL6G34990
OG0014095	Om002G075990	AL3G42020
OG0014096	Om006G237490	AL6G34220
OG0014097	Om006G237470	AL6G34190
OG0014098	Om006G237170	AL8G37670
OG0014099	Om006G236650	AL8G38140
OG0014100	Om006G236590	AL8G38180
OG0014101	Om006G236330	AL8G38520
OG0014102	Om001G022160	AL7G24420
OG0014103	Om006G236000	AL8G38810
OG0014104	Om006G235870	AL8G38920
OG0014105	Om006G235610	AL8G39200
OG0014106	Om006G235150	AL8G39630
OG0014107	Om006G235060	AL8G39700
OG0014108	Om006G235030	AL8G39730
OG0014109	Om006G234970	AL8G39840
OG0014110	Om006G234870	AL8G39940
OG0014111	Om006G234720	AL8G40070
OG0014112	Om006G234710	AL8G40080
OG0014113	Om006G247380	nbis-gene-2172
OG0014114	Om006G247530	AL8G34870
OG0014115	Om006G247830	AL8G34520
OG0014116	Om006G257250	AL5G31920
OG0014117	Om006G257310	AL5G31860
OG0014118	Om006G257390	AL5G31790
OG0014119	Om006G257440	AL5G31730
OG0014120	Om006G257730	AL5G31460
OG0014121	Om006G258140	AL5G31210
OG0014123	Om004G146820	AL5G30850
OG0014124	Om006G258600	AL5G30670
OG0014125	Om006G258740	AL5G30510
OG0014126	Om006G259600	AL5G29900
OG0014127	Om006G259710	AL5G29790
OG0014128	Om006G259960	AL5G29680
OG0014129	Om006G260340	AL5G29160
OG0014130	Om006G260410	AL5G29110
OG0014131	Om006G260830	AL5G28870
OG0014132	Om006G260910	AL5G28600
OG0014133	Om006G261650	AL5G28130
OG0014134	Om006G261880	AL5G27990
OG0014135	Om006G262910, Om006G263040	AL5G27640
OG0014136	Om006G263080	AL5G27530
OG0014138	Om003G098700	AL6G45300
OG0014139	Om003G102000	AL5G27110
OG0014140	Om006G263960	AL5G27000
OG0014141	Om006G265710	AL5G26710
OG0014142	Om008G333460	AL5G26640
OG0014143	Om006G265790	AL5G26600
OG0014144	Om006G266340	AL5G26210
OG0014145	Om006G266440	AL5G26200
OG0014146	Om006G266880	AL5G25490
OG0014147	Om006G267150	AL5G25280
OG0014148	Om006G267200	AL5G25000
OG0014149	Om004G140570	AL2G33560
OG0014150	Om006G267560	AL5G24520
OG0014151	Om004G166230, Om006G268130	AL5G24480
OG0014152	Om006G268040	AL5G24260
OG0014153	Om006G267800	AL5G23900
OG0014155	Om006G267780	AL5G23580
OG0014156	Om007G278550	AL5G23470
OG0014157	Om006G268850	AL5G23290
OG0014158	Om006G268740	AL5G22270
OG0014159	Om006G268730	AL5G22190
OG0014160	Om006G268720	AL5G22180
OG0014161	Om006G268700	AL5G22060
OG0014162	Om002G080520, Om008G321760	AL4G44880
