Orthogroup	Odontarrhena_muralis	Eutrema_salsugineum
OG0014595	Om006G246200	XP_006400962.1
OG0014596	Om006G243790	XP_006400744.1
OG0014597	Om006G243610, Om004G169400	XP_024012098.1
OG0014598	Om006G243550, Om006G243570	XP_024012419.1
OG0014599	Om006G241730	XP_006400568.1
OG0014600	Om006G231340	XP_006393991.1
OG0014601	Om006G230810	XP_006393942.1
OG0014603	Om005G201560	XP_006416487.1
OG0014607	Om005G214170	XP_006391346.1
OG0014611	Om002G084800	XP_006409219.1
OG0014616	Om006G254190	XP_006403649.1
OG0014619	Om008G346300	XP_024011256.1
OG0014620	Om001G033340	XP_006412183.1
OG0014623	Om006G249910	XP_006401262.2
OG0014637	Om001G022560	XP_006412962.1
OG0014639	Om001G022940	XP_006412938.1
OG0014640	Om001G023030	XP_006412934.1
OG0014641	Om001G023140	XP_006412927.2
OG0014643	Om001G023360	XP_006412916.1
OG0014644	Om004G135110	XP_006390118.1
OG0014645	Om001G023640	XP_006412894.1
OG0014646	Om001G023650	XP_006412893.1
OG0014647	Om001G023810	XP_024004660.1
OG0014648	Om001G023930	XP_006412875.1
OG0014649	Om001G023950	XP_006412870.1
OG0014650	Om001G024210	XP_006412853.1
OG0014651	Om001G024250	XP_006412852.1
OG0014652	Om001G024440	XP_024005181.1
OG0014653	Om001G024500	XP_006412835.1
OG0014654	Om001G024560	XP_024004610.1
OG0014655	Om001G024690	XP_006412824.1
OG0014656	Om005G196520	XP_006395965.1
OG0014657	Om001G024840	XP_006412813.1
OG0014659	Om001G024970	XP_006412804.1
OG0014660	Om001G024980	XP_024005350.1
OG0014661	Om001G025970	XP_006412722.1
OG0014662	Om001G026830	XP_006412666.2
OG0014663	Om001G026860	XP_006412660.1
OG0014665	Om001G027000	XP_006412651.1
OG0014666	Om001G041910	XP_006411599.2
OG0014667	Om001G027410, Om001G027380	XP_006412631.1
OG0014668	Om001G027490	XP_006412617.1
OG0014669	Om001G027520	XP_024005264.1
OG0014670	Om001G027760	XP_006412598.1
OG0014671	Om001G027800	XP_006412594.1
OG0014672	Om005G186760	XP_006417654.1
OG0014673	Om001G028030	XP_006412577.1
OG0014674	Om001G028380	XP_006412554.1
OG0014675	Om001G028440	XP_006412551.1
OG0014676	Om001G028450	XP_006412552.1
OG0014677	Om001G028580	XP_006412539.1
OG0014678	Om001G028620	XP_006412537.1
OG0014679	Om001G028830	XP_006412519.1
OG0014680	Om001G029140	XP_006412485.1
OG0014681	Om001G029120	XP_006412483.1
OG0014682	Om001G029320	XP_024005132.1
OG0014684	Om001G029580	XP_024005703.1
OG0014685	Om001G030000	XP_006412415.1
OG0014686	Om001G029890	XP_006412429.1
OG0014687	Om001G029840	XP_006412431.1
OG0014689	Om001G032420	XP_006412252.1
OG0014690	Om001G030890	XP_006412352.1
OG0014691	Om001G030950	XP_006412348.1
OG0014692	Om001G030960	XP_024005236.1
OG0014693	Om001G030990	XP_006412345.1
OG0014695	Om001G031450	XP_006412318.1
OG0014696	Om001G032500	XP_006412244.1
OG0014697	Om001G032130	XP_006412269.1
OG0014698	Om001G031870	XP_024012412.1
OG0014699	Om001G031780	XP_006412294.1
OG0014700	Om001G032580	XP_006412236.1
OG0014701	Om001G032560	XP_006412238.1
OG0014702	Om001G032870	XP_006412216.1
OG0014703	Om001G032980	XP_006412204.1
OG0014704	Om002G083200	XP_024016428.1
OG0014705	Om005G220550	XP_006405973.1
OG0014706	Om001G034270	XP_006412128.1
OG0014707	Om001G034400	XP_006412119.1
OG0014708	Om001G034490	XP_006412113.1
OG0014709	Om007G291850	XP_006415364.1
OG0014710	Om007G292140	XP_006415334.1
OG0014711	Om007G292210	XP_006415325.1
OG0014712	Om007G292450	XP_006415304.1
OG0014713	Om007G292470	XP_006415302.1
OG0014714	Om007G292700	XP_024008147.1
OG0014715	Om007G292710	XP_006415279.1
OG0014716	Om007G277040	XP_006415237.1
OG0014717	Om007G277000	XP_024008376.1
OG0014718	Om007G276980	XP_006415219.1
OG0014719	Om007G276960	XP_006415217.2
OG0014720	Om007G276900	XP_006415208.1
OG0014721	Om007G276780	XP_024008382.1
OG0014722	Om007G276760	XP_006415182.1
OG0014723	Om007G276340	XP_006414285.1
OG0014724	Om007G276330	XP_006414284.1
OG0014725	Om007G276270	XP_006414294.1
OG0014727	Om007G276210	XP_024005861.1
OG0014728	Om007G276190	XP_006414304.1
OG0014729	Om007G276080	XP_024004679.1
OG0014730	Om007G275880	XP_006414329.1
OG0014731	Om007G275660	XP_006414354.2
OG0014732	Om007G275600	XP_006414365.1
OG0014733	Om005G215920	XP_006392526.2
OG0014734	Om006G259760	XP_006392509.1
OG0014735	Om005G183600	XP_006392487.1
OG0014736	Om005G212340	XP_024014016.1
OG0014737	Om005G217270	XP_006392464.1
OG0014738	Om005G217170	XP_006392459.1
OG0014739	Om011G365950, Om005G218410	XP_024004328.1
OG0014740	Om011G365830, Om005G218200	XP_006392408.1
OG0014741	Om011G365320, Om005G218080	XP_006392402.1
OG0014743	Om005G219670	XP_006392274.1
OG0014744	Om008G334950	XP_006410973.1, XP_006410972.1
OG0014745	Om001G024850	XP_006412812.1
OG0014746	Om005G220570	XP_006392177.1
OG0014747	Om005G220870	XP_006392163.1
OG0014748	Om005G221690	XP_006392105.1
OG0014749	Om005G221930	XP_006392072.1
OG0014750	Om005G222690	XP_024004100.1
OG0014751	Om005G223960	XP_006391948.1
OG0014752	Om005G224120	XP_006391919.1
OG0014753	Om006G275490	XP_006398492.1
OG0014754	Om002G066030	XP_024011022.1
OG0014755	Om002G066040	XP_006398526.2
OG0014756	Om006G275370	XP_024011033.1
OG0014757	Om002G086930	XP_006395877.1
OG0014758	Om006G275150	XP_024007534.1
OG0014759	Om008G361380	XP_024007189.1
OG0014760	Om006G275120	XP_006395862.1
OG0014761	Om006G275080	XP_006395858.1
OG0014762	Om006G275060	XP_006395849.1
OG0014763	Om004G139250	XP_006395844.1
OG0014764	Om006G274820	XP_006395810.1
OG0014765	Om006G274440	XP_006395759.1
OG0014766	Om006G274370	XP_006395751.1
OG0014767	Om006G274360	XP_006395750.1
OG0014768	Om006G274220	XP_006395740.1
OG0014769	Om006G273980	XP_006395705.1
OG0014770	Om006G273950	XP_006395703.1
OG0014771	Om006G273790	XP_006395688.1
OG0014772	Om006G273750	XP_024007653.1
OG0014773	Om006G273570	XP_006395668.1
OG0014774	Om006G273020	XP_006395626.1
OG0014775	Om006G272810	XP_006395608.1
OG0014776	Om006G272800	XP_006395606.1
OG0014777	Om006G272720	XP_024007497.1
OG0014778	Om006G272680	XP_006395596.1
OG0014779	Om006G272590	XP_006395582.1
OG0014780	Om006G272310	XP_006395544.1
OG0014781	Om006G272120	XP_006395530.1
OG0014782	Om006G272080	XP_006395526.1
OG0014783	Om006G271890	XP_006395507.1
OG0014784	Om006G271840	XP_006395499.1
OG0014785	Om006G271690	XP_006395488.1
OG0014786	Om006G271650	XP_006395480.1
OG0014788	Om006G271160	XP_006395440.1
OG0014789	Om006G271080	XP_006395417.1
OG0014790	Om006G270990	XP_006395405.1
OG0014791	Om006G269720	XP_006395388.1
OG0014792	Om006G269730	XP_006395386.1
OG0014793	Om006G270490	XP_006395361.1
OG0014794	Om006G270660	XP_024007126.1
OG0014795	Om004G163870	XP_024007657.1
OG0014796	Om007G315450	XP_006405635.1
OG0014798	Om006G269190	XP_006395254.1
OG0014800	Om005G223020	XP_006391989.1
OG0014801	Om005G212820	XP_024010550.1
OG0014802	Om005G212910	XP_006391474.1
OG0014803	Om005G212970	XP_006391470.1
OG0014804	Om005G213300	XP_006391437.1
OG0014805	Om005G213640	XP_006391398.1
OG0014806	Om005G213730	XP_006391386.1
OG0014807	Om005G213950	XP_006391357.1
OG0014808	Om005G214160	XP_006391347.1
OG0014809	Om005G214440	XP_006391324.1
OG0014810	Om005G214500	XP_006391313.1
OG0014811	Om005G214550	XP_006391519.1
OG0014812	Om005G214750	XP_006391528.1
OG0014813	Om005G214970	XP_006391547.1
OG0014814	Om005G215250	XP_006391569.1
OG0014815	Om008G326000	XP_006397407.1
OG0014816	Om005G215380	XP_006397403.1
OG0014817	Om005G215680	XP_024014157.1, XP_006392024.1
OG0014818	Om002G051950	XP_006390235.1
OG0014819	Om005G215650	XP_024009504.1
OG0014820	Om004G170550	XP_006404452.2
OG0014821	Om001G035680	XP_006397386.1
OG0014822	Om005G215740	XP_006397390.1
OG0014823	Om005G215820	XP_006415605.1
OG0014824	Om004G159870	XP_006396449.1
OG0014825	Om004G157150	XP_006390441.1
OG0014826	Om005G228570	XP_006391589.1
OG0014827	Om006G258200	XP_006404001.1
OG0014828	Om001G021940	XP_006395666.1
OG0014829	Om005G228680	XP_006391609.1
OG0014830	Om005G228580	XP_006391614.1
OG0014831	Om005G228530	XP_006391616.1
OG0014832	Om005G228400	XP_006391622.1
OG0014833	Om005G227160	XP_006391693.1
OG0014834	Om005G226910	XP_006391712.1
OG0014835	Om005G226750	XP_006391729.1
OG0014836	Om005G226440	XP_024015677.1
OG0014837	Om005G226420	XP_006391742.1
OG0014838	Om005G226410, Om005G226370, Om005G226400, Om005G226360	XP_024016420.1
OG0014839	Om005G226260	XP_006391747.1
OG0014840	Om005G226230	XP_006391748.1
OG0014841	Om005G225790	XP_006391776.1
OG0014842	Om005G225440	XP_006391715.1
OG0014843	Om005G225320	XP_024015569.1
OG0014844	Om005G225170	XP_006391823.1
OG0014845	Om005G225130	XP_006391825.1
OG0014846	Om005G225110	XP_006391827.1
OG0014847	Om005G224890	XP_006391855.1
OG0014848	Om002G056270	XP_006407322.1
OG0014849	Om001G021850	XP_006413004.1
OG0014850	Om008G353550	XP_006413253.1
OG0014851	Om006G249750	XP_006413238.1
OG0014852	Om001G018220	XP_006413218.1
OG0014853	Om001G018480	XP_024004692.1
OG0014854	Om008G328490	XP_006411386.1
OG0014856	Om008G328650	XP_006411377.1
OG0014857	Om008G328930	XP_024003784.1
OG0014858	Om008G328720	XP_024003860.1
OG0014859	Om008G329000	XP_024016762.1
OG0014860	Om008G329260	XP_006411337.1
OG0014861	Om008G329320	XP_024016724.1
OG0014862	Om002G051580	XP_006407714.1
OG0014863	Om002G051600	XP_024015552.1
OG0014864	Om002G051650	XP_006407704.1
OG0014865	Om002G051690	XP_006407699.1
OG0014866	Om002G051820	XP_006407691.2
OG0014867	Om002G052060	XP_006407674.1
OG0014868	Om002G052180	XP_006418812.1
OG0014869	Om002G052320	XP_006407649.1
OG0014870	Om002G052360	XP_006407645.2
OG0014871	Om002G052370	XP_006407644.1
OG0014872	Om002G052530	XP_006407631.1
OG0014873	Om002G052540	XP_006407629.1
OG0014874	Om002G052640	XP_006407624.1
OG0014875	Om004G174070	XP_006398815.1
OG0014876	Om002G052910	XP_006407610.1
OG0014877	Om002G052920	XP_006407609.1
OG0014878	Om002G053080	XP_006407592.1
OG0014879	Om002G053160	XP_006407584.1
OG0014880	Om002G053200	XP_006407578.1
OG0014881	Om002G053240	XP_006407573.1
OG0014882	Om002G053800	XP_006407518.1
OG0014883	Om003G119000	XP_006401327.1
OG0014884	Om002G054340	XP_006407476.1
OG0014885	Om002G054230	XP_006407487.1
OG0014886	Om002G054390	XP_006407473.1
OG0014887	Om002G054500	XP_006407469.2
OG0014888	Om002G054730	XP_006407455.1
OG0014889	Om002G055660	XP_006407378.1
OG0014890	Om002G055790	XP_006407361.1
OG0014891	Om002G055720	XP_006407371.1
OG0014892	Om002G056070	XP_006407340.1
OG0014893	Om005G207590	XP_006397338.1
OG0014894	Om003G107240	XP_006402253.1
OG0014895	Om003G107130	XP_006397340.1
OG0014896	Om003G107760	XP_006396315.1
OG0014897	Om002G069660	XP_006406254.1
OG0014898	Om003G110470	XP_006402144.1
OG0014899	Om005G186130	XP_006417717.1
OG0014901	Om003G111470	XP_006402080.1
OG0014903	Om003G111720	XP_006402058.1
OG0014904	Om003G111940	XP_006402036.1
OG0014906	Om003G112750	XP_006401961.1
OG0014907	Om003G112770	XP_024012599.1
OG0014908	Om003G112850	XP_006401928.1
OG0014909	Om003G112870	XP_024011619.1
OG0014910	Om004G131610	XP_006391903.1
OG0014911	Om003G113160, Om003G113150	XP_006401880.1
OG0014912	Om003G113220	XP_024012063.1
OG0014913	Om003G113230	XP_006401865.1
OG0014914	Om003G113270	XP_024012643.1
OG0014915	Om003G113290	XP_006401856.1
OG0014916	Om003G113310	XP_006401855.1
OG0014917	Om003G113560	XP_006401831.1
OG0014918	Om005G186410	XP_006401815.1
OG0014919	Om003G113740	XP_006401812.1
OG0014920	Om003G114010	XP_006401776.1
OG0014921	Om003G114740	XP_006401720.1
OG0014922	Om003G114430	XP_006401741.1
OG0014923	Om003G114280	XP_006401755.1
OG0014924	Om003G114990	XP_006401705.1
OG0014925	Om003G115030	XP_006401702.1
OG0014926	Om003G115150	XP_006401687.1
OG0014927	Om003G115450	XP_006401652.1
OG0014928	Om003G116060	XP_006401575.2
OG0014929	Om003G116530	XP_006401524.1
OG0014930	Om005G200660, Om007G296860	XP_006416567.1
OG0014931	Om003G117140	XP_006401468.1
OG0014932	Om003G117470	XP_006401454.1
OG0014933	Om003G117550	XP_024011991.1
OG0014934	Om003G117610	XP_006401436.1
OG0014935	Om003G118360	XP_006401375.1
OG0014936	Om003G118470	XP_024012112.1
OG0014937	Om003G118620	XP_006401351.1
OG0014938	Om003G118850	XP_006401338.1
OG0014939	Om006G250420	XP_006401304.1
OG0014940	Om006G250300	XP_006401293.1
OG0014941	Om006G250290	XP_024011860.1
OG0014942	Om006G249830	XP_006401251.1
OG0014943	Om006G249780	XP_006401249.1
OG0014944	Om006G249770	XP_006401248.1
OG0014945	Om006G249370	XP_006401210.1
OG0014946	Om006G249000	XP_006401183.1
OG0014947	Om006G248960	XP_006401181.2
OG0014949	Om006G248450	XP_006401162.2
OG0014950	Om006G248370	XP_006401151.1
OG0014951	Om006G248080	XP_006401127.1
OG0014952	Om006G248060	XP_006401125.1
OG0014953	Om003G108690	XP_006397365.1
OG0014954	Om007G313460	XP_006397362.1
OG0014955	Om004G161440	XP_006399831.1
OG0014956	Om004G161430	XP_006399832.2
OG0014957	Om004G161810	XP_006399800.1
OG0014958	Om004G162070	XP_024012211.1
OG0014959	Om004G162670	XP_006399733.1
OG0014960	Om004G163100	XP_006399706.1
OG0014962	Om004G163620	XP_006399661.1
OG0014963	Om004G163780	XP_006399648.1
OG0014964	Om004G163890	XP_024012353.1
OG0014965	Om004G163990	XP_006399635.1
OG0014966	Om004G164320	XP_024012074.1
OG0014967	Om004G164440	XP_024011419.1
OG0014968	Om004G164480	XP_006399600.2
OG0014969	Om008G334320	XP_006411015.1
OG0014970	Om004G164620	XP_006399589.1
OG0014971	Om004G164650	XP_006399586.1
OG0014972	Om004G164690	XP_006399583.1
OG0014973	Om004G165020	XP_006399566.1
OG0014974	Om004G165040	XP_006399563.2
OG0014975	Om004G165340	XP_006399548.1
OG0014976	Om004G165400	XP_006399543.1
OG0014977	Om004G165440	XP_006399539.1
OG0014978	Om004G165580	XP_006399533.1
OG0014979	Om004G165800	XP_006399514.1
OG0014980	Om004G165810	XP_006399513.1
OG0014981	Om004G166100	XP_006399486.1
OG0014982	Om004G166490	XP_006399450.1
OG0014983	Om004G166610	XP_006399441.1
OG0014984	Om004G166760	XP_006399424.1
OG0014985	Om004G166770	XP_006399423.1
OG0014986	Om004G167130	XP_006399387.1
OG0014987	Om004G167690	XP_006399325.1
OG0014988	Om004G167720	XP_006399322.1
OG0014989	Om004G168010	XP_006399292.1
OG0014990	Om004G168550	XP_006399242.1
OG0014991	Om004G168740	XP_024012618.1
OG0014992	Om004G168900	XP_024012573.1
OG0014993	Om004G169030	XP_024012413.1
OG0014994	Om001G000040	XP_024004457.1
OG0014995	Om001G000180	XP_006414236.1
OG0014996	Om001G000200	XP_024004717.1
OG0014997	Om001G000720	XP_006414191.1
OG0014998	Om001G000810	XP_006414189.1
OG0014999	Om001G002200	XP_006414107.1
OG0015000	Om001G002360	XP_006414097.1
OG0015001	Om001G002600	XP_024005336.1
OG0015002	Om001G002620	XP_024004344.1
OG0015003	Om001G002680	XP_006414073.1
OG0015004	Om001G002860	XP_006414056.1
OG0015005	Om001G002920	XP_006414054.1
OG0015006	Om001G003430	XP_006414016.2
OG0015007	Om001G003580	XP_006414003.1
OG0015008	Om001G004050	XP_006413982.1
OG0015009	Om001G004640	XP_024005651.1
OG0015010	Om001G004650	XP_006413941.1
OG0015011	Om001G004770	XP_006413936.1
OG0015012	Om001G005440	XP_006413905.1
OG0015013	Om001G006220	XP_024004488.1
OG0015014	Om001G006290	XP_006413853.1
OG0015015	Om001G006390	XP_006413844.1
OG0015016	Om005G199580	XP_006416644.1
OG0015017	Om001G006880	XP_006413812.1
OG0015018	Om001G007000	XP_006413800.1
OG0015019	Om007G301520	XP_006399938.1
OG0015020	Om001G007080	XP_006413788.1
OG0015021	Om003G114810, Om001G007280	XP_006413775.1
OG0015022	Om001G007430	XP_006413771.1
OG0015023	Om001G007470	XP_024005764.1
OG0015024	Om001G007610	XP_006413749.1
OG0015025	Om001G007940	XP_006413733.1
OG0015026	Om001G008010	XP_024005159.1
OG0015027	Om001G008340	XP_006413703.1
OG0015028	Om001G009150	XP_006413651.1
OG0015029	Om001G009420	XP_006413630.1
OG0015030	Om001G009720	XP_006413611.1
OG0015031	Om001G009760	XP_006413603.1
OG0015033	Om001G011290	XP_024005496.1
OG0015034	Om001G011650	XP_006413470.1
OG0015035	Om001G011690	XP_006415147.1
OG0015036	Om001G011730	XP_006415141.1
OG0015037	Om001G011770	XP_024008188.1
OG0015038	Om001G011860	XP_024008222.1
OG0015039	Om001G011920	XP_006415127.1
OG0015040	Om001G012070	XP_024009006.1
OG0015041	Om001G012090	XP_006415114.1, XP_006415111.1
OG0015042	Om001G012120	XP_006415109.1
OG0015043	Om001G012170	XP_006415097.2
OG0015044	Om001G013180	XP_006396079.1
OG0015046	Om001G013320	XP_006396070.1
OG0015047	Om001G013440	XP_006397416.1
OG0015048	Om001G013800	XP_006397442.1
OG0015049	Om001G014040	XP_006397449.1
OG0015050	Om001G014050	XP_006397450.1
OG0015051	Om001G014210	XP_024010627.1
OG0015052	Om001G014400	XP_024013098.1
OG0015053	Om001G014650	XP_006396020.1
OG0015054	Om001G014660	XP_024008823.1
OG0015056	Om001G014780	XP_006396015.1
OG0015057	Om001G015390	XP_006393728.2
OG0015058	Om001G015440	XP_006393744.1
OG0015059	Om001G015540	XP_006393751.1
OG0015060	Om001G015940	XP_006393775.1
OG0015061	Om001G016020	XP_024007274.1
OG0015062	Om001G016210	XP_024007634.1
OG0015063	Om001G016660	XP_006395991.1
OG0015064	Om001G016560	XP_006396001.2
OG0015065	Om007G287450	XP_006393684.1
OG0015066	Om007G286870	XP_006414367.1
OG0015067	Om007G287020	XP_006393531.1
OG0015068	Om007G287070	XP_006393556.1
OG0015069	Om007G287210	XP_024005947.1
OG0015070	Om007G287320	XP_006393596.1
OG0015071	Om001G016750	XP_024006701.1
OG0015072	Om007G287670	XP_006409319.1
OG0015073	Om007G287680	XP_006393646.1
OG0015074	Om007G287700	XP_024006262.1
OG0015075	Om007G286950	XP_006403381.1
OG0015076	Om007G286900	XP_006393509.1
OG0015077	Om007G288160	XP_006415720.1
OG0015078	Om002G071010	XP_006406138.1
OG0015079	Om007G288060	XP_006415732.1
OG0015080	Om007G288070	XP_006415731.1
OG0015081	Om006G236610	XP_006394500.1
OG0015082	Om007G288520	XP_006415684.1
OG0015083	Om007G288690	XP_006415667.1
OG0015084	Om007G289510	XP_006415596.1
OG0015085	Om007G290110	XP_006415555.1
OG0015086	Om007G290250	XP_006415544.1
OG0015087	Om007G290460	XP_006415525.1
OG0015088	Om007G290490	XP_024007781.1
OG0015089	Om007G290540	XP_006418917.2, XP_024008559.1
OG0015090	Om007G290560	XP_006415514.1
OG0015091	Om007G291140	XP_006415459.1
OG0015092	Om007G291310	XP_006415440.1
OG0015093	Om007G291340	XP_006415437.1
OG0015094	Om001G034580	XP_024005241.1
OG0015095	Om001G034880	XP_006412085.1
OG0015096	Om001G035420	XP_006412050.1
OG0015097	Om001G035490	XP_006412041.1
OG0015098	Om001G035560	XP_006412037.1
OG0015099	Om001G035640	XP_006412030.1
OG0015100	Om001G035660	XP_024005770.1
OG0015101	Om001G035880	XP_024005640.1
OG0015102	Om001G036130	XP_006412003.1
OG0015103	Om001G036760	XP_006411961.1
OG0015104	Om001G036810	XP_006411957.1
OG0015105	Om001G036860	XP_006411956.1
OG0015106	Om001G036870	XP_006411955.1
OG0015107	Om001G036890	XP_006411953.1
OG0015108	Om001G037420	XP_006411923.1
OG0015109	Om001G037670	XP_006411915.1
OG0015110	Om001G037910	XP_006411910.1
OG0015111	Om001G037940	XP_006411907.1
OG0015113	Om003G106120	XP_006403091.1
OG0015114	Om001G038390	XP_024005383.1
OG0015115	Om001G038750	XP_006411851.1
OG0015116	Om001G039020	XP_006411837.1
OG0015117	Om001G039080	XP_006411831.1
OG0015118	Om001G039190	XP_006411822.1
OG0015119	Om002G056340, Om001G039230	XP_006411819.1
OG0015120	Om001G039250	XP_006411817.1
OG0015121	Om001G039540	XP_006411803.1, XP_006404946.2
OG0015122	Om001G039890	XP_006411767.1
OG0015123	Om001G039920	XP_006411763.1
OG0015124	Om001G040080	XP_006411754.1
OG0015125	Om001G040420	XP_006411741.1
OG0015126	Om001G040500	XP_006411735.1
OG0015127	Om001G040800	XP_006411712.1
OG0015128	Om001G040900	XP_006411700.1
OG0015129	Om001G041170	XP_006411678.1
OG0015130	Om001G041220	XP_024004525.1
OG0015131	Om001G041330	XP_024004577.1
OG0015132	Om001G041360	XP_006411659.1
OG0015133	Om001G041390	XP_006411657.1
OG0015134	Om001G041810	XP_006411618.2
OG0015135	Om001G041780	XP_006411620.1
OG0015136	Om001G041740	XP_006411624.1
OG0015137	Om001G041730	XP_006411625.1
OG0015138	Om001G041670	XP_006411634.1
OG0015139	Om001G041650	XP_006411638.1
OG0015140	Om001G041970	XP_024005192.1
OG0015141	Om004G138160	XP_006409204.1
OG0015142	Om007G313910	XP_006405887.1
OG0015143	Om004G170310	XP_006395908.1
OG0015144	Om004G161290	XP_006395918.1
OG0015145	Om007G313580	XP_024007124.1
OG0015146	Om005G215150	XP_006391559.1
OG0015147	Om007G314000	XP_006405874.2
OG0015148	Om007G314020	XP_006405865.2
OG0015149	Om007G314390	XP_006405824.1
OG0015150	Om007G314420	XP_006405822.1
OG0015151	Om007G314510	XP_006405810.1
OG0015152	Om007G314850	XP_024014717.1
OG0015153	Om007G314930	XP_006405744.1
OG0015154	Om007G314980	XP_006405715.1
OG0015155	Om007G315330	XP_006405652.1
OG0015156	Om007G315650	XP_006405615.1
OG0015157	Om007G316090	XP_006405597.2
OG0015158	Om007G316100	XP_024014695.1
OG0015159	Om008G358640	XP_006398250.1
OG0015160	Om007G291680	XP_006415385.1
OG0015161	Om008G339190	XP_006410668.1
OG0015163	Om008G339140	XP_024003968.1
OG0015164	Om006G267360	XP_006418988.1
OG0015165	Om006G267330	XP_006418985.1
OG0015166	Om007G292670	XP_006415285.1
OG0015167	Om008G338560	XP_006410712.1
OG0015168	Om008G338620	XP_024016803.1
OG0015169	Om008G338640	XP_006410706.1
OG0015170	Om008G338860	XP_006410699.1
OG0015171	Om008G338910	XP_006410694.1
OG0015172	Om001G013400	XP_006396047.1
OG0015173	Om008G343500	XP_006397190.2
OG0015174	Om008G344400	XP_006397254.1
OG0015175	Om008G344440	XP_006397260.1
OG0015176	Om008G344450	XP_006397272.1
OG0015178	Om008G344750	XP_024010404.1
OG0015179	Om001G014620	XP_006396024.1
OG0015180	Om008G345380	XP_006397315.1
OG0015181	Om008G340290	XP_006410576.1
OG0015182	Om008G340450	XP_006410559.1
OG0015183	Om008G340470	XP_006410556.1
OG0015184	Om006G272560, Om008G340670	XP_006410536.1
OG0015185	Om008G340730	XP_006410529.1
OG0015186	Om008G340800	XP_006410517.1
OG0015187	Om008G340810	XP_006410516.1
OG0015188	Om008G340970	XP_024003744.1
OG0015190	Om008G352310	XP_006403278.1
OG0015192	Om008G341430	XP_006403290.1
OG0015194	Om008G341730	XP_006403322.1
OG0015195	Om008G341860	XP_006403335.1
OG0015196	Om008G342130	XP_006403354.1
OG0015197	Om008G342190	XP_006403355.1
OG0015198	Om008G342600	XP_024013256.1
OG0015199	Om008G342800	XP_006403394.1
OG0015200	Om006G241470	XP_006400545.1
OG0015201	Om007G277670	XP_006403176.1
OG0015202	Om008G343110	XP_006400487.1
OG0015203	Om008G343090	XP_006405260.1
OG0015204	Om008G346540	XP_006397108.1
OG0015205	Om008G347030	XP_006397097.1
OG0015206	Om001G028880	XP_006397091.1
OG0015207	Om008G347100	XP_006397090.1
OG0015208	Om008G347110	XP_006397088.1
OG0015209	Om008G347610	XP_006397076.1
OG0015210	Om008G347970	XP_006397061.1
OG0015211	Om008G349840	XP_006397027.1
OG0015212	Om008G349940	XP_024009880.1
OG0015213	Om008G350200	XP_006397006.1
OG0015214	Om008G350540	XP_006396990.1
OG0015215	Om008G350560	XP_024009870.1
OG0015216	Om008G350580	XP_006396986.2
OG0015217	Om008G350890	XP_006396958.1
OG0015218	Om008G350990	XP_006396937.1
OG0015219	Om008G351220	XP_006396931.1
OG0015220	Om008G351260	XP_024009911.1
OG0015221	Om008G351740	XP_024010184.1
OG0015222	Om008G351700	XP_006396883.1
OG0015223	Om008G352760	XP_006396837.1
OG0015225	Om008G352110	XP_006396797.1
OG0015226	Om007G312920	XP_006395217.1
OG0015227	Om001G009170	XP_006413647.1
OG0015229	Om008G353690	XP_006396719.1
OG0015230	Om008G353790	XP_006396703.1
OG0015231	Om008G353850	XP_006396696.1
OG0015232	Om008G353920	XP_006396691.1
OG0015233	Om008G353990	XP_006396680.1
OG0015234	Om008G354330	XP_024010036.1
OG0015235	Om008G354780	XP_006396642.1
OG0015236	Om008G355240	XP_006396620.1
OG0015237	Om008G356060	XP_006398055.1
OG0015238	Om008G356570	XP_006398088.1
OG0015239	Om008G356580	XP_006398089.1
OG0015240	Om008G356800	XP_006398103.1
OG0015241	Om008G358040	XP_006398198.2
OG0015242	Om008G358540	XP_024010937.1
OG0015243	Om008G358790	XP_024011024.1
OG0015244	Om008G358840	XP_006398265.1
OG0015245	Om008G358920	XP_006398270.2
OG0015246	Om004G140920	XP_006390538.1
OG0015247	Om008G359110	XP_006398278.1
OG0015248	Om008G359120	XP_006398279.1
OG0015249	Om003G090470	XP_024005934.1
OG0015250	Om008G359840	XP_006398325.1
OG0015251	Om008G359890	XP_006398328.1
OG0015252	Om008G360030	XP_006398334.1
OG0015253	Om005G189700	XP_006398485.1
OG0015254	Om002G086220	XP_006403018.1
OG0015255	Om008G361870	XP_006398398.1
OG0015256	Om003G106050	XP_006403068.1
OG0015257	Om003G106130	XP_024013083.1
OG0015258	Om008G362510	XP_006398434.1
OG0015259	Om008G362490	XP_006398432.2
OG0015260	Om003G106370	XP_006395951.1
OG0015261	Om002G076110	XP_006418568.1
OG0015262	Om004G173730	XP_006395937.1
OG0015263	Om002G076790	XP_006418531.1
OG0015264	Om003G105620	XP_024007533.1
OG0015265	Om003G105030	XP_024004368.1
OG0015266	Om002G075290	XP_006418632.1
OG0015267	Om004G170870	XP_006413466.1
OG0015268	Om005G190030	XP_006414971.2
OG0015269	Om002G074560	XP_006418686.1
OG0015270	Om003G104360	XP_006418687.1
OG0015271	Om003G104190	XP_006414934.1
OG0015272	Om003G103900	XP_024005696.1
OG0015273	Om003G103790	XP_006414866.1
OG0015274	Om003G103600	XP_006414835.1
OG0015275	Om003G103550	XP_006414823.1
OG0015276	Om003G103180	XP_024005712.1
OG0015277	Om003G102690	XP_006414706.1
OG0015278	Om003G102680	XP_006414705.1
OG0015279	Om002G071760	XP_006406074.1
