Orthogroup	Odontarrhena_muralis	Noccaea_praecox
OG0015645	Om008G333430	Np006G335180
OG0015646	Om008G333540	Np006G335220
OG0015647	Om008G334250	Np006G335870
OG0015648	Om008G334300	Np006G335930
OG0015649	Om008G334560	Np006G336090
OG0015651	Om008G338120	Np006G339990
OG0015652	Om005G196450	Np004G240650
OG0015653	Om005G196490	Np004G240620
OG0015655	Om005G197180	Np004G240000
OG0015656	Om005G197390	Np004G239750
OG0015657	Om005G197610	Np004G239570
OG0015658	Om005G198020	Np004G239240
OG0015659	Om005G198100	Np004G239090
OG0015660	Om005G198390	Np004G238900
OG0015661	Om005G198780	Np004G238550
OG0015662	Om005G198770	Np004G238560
OG0015663	Om005G198750	Np004G238580
OG0015664	Om005G198710	Np004G238620
OG0015665	Om005G198630	Np004G238710
OG0015666	Om005G198870	Np004G238450
OG0015667	Om005G199160	Np004G238260
OG0015668	Om005G199810	Np004G237630
OG0015669	Om005G199700	Np004G237710
OG0015670	Om005G199670	Np004G237740
OG0015671	Om005G199560	Np004G237870
OG0015672	Om004G140700	Np002G080400, Np002G080360
OG0015673	Om005G200470	Np004G237040
OG0015674	Om005G200680	Np004G236880
OG0015675	Om005G200720	Np004G236810
OG0015676	Om005G200840	Np004G236700
OG0015677	Om005G200930	Np004G236620
OG0015678	Om005G200970	Np004G236580
OG0015679	Om005G201230	Np004G236340
OG0015680	Om005G201260	Np004G236240
OG0015681	Om005G201290	Np004G236210
OG0015682	Om005G201390	Np004G236120
OG0015683	Om005G202260	Np004G235370
OG0015684	Om005G202610	Np004G234970
OG0015685	Om005G202640	Np004G234940
OG0015686	Om005G202710	Np004G234840
OG0015687	Om005G203030	Np004G234570
OG0015688	Om005G203260	Np004G234310
OG0015689	Om005G203890	Np004G233790
OG0015690	Om005G203960	Np004G233730
OG0015691	Om005G203970	Np004G233690
OG0015692	Om005G204140	Np004G233490
OG0015693	Om005G204180	Np004G233380
OG0015694	Om005G204200	Np004G233360
OG0015695	Om005G182660	Np004G254640
OG0015696	Om005G204630	Np004G232660
OG0015697	Om005G204680	Np004G232580
OG0015698	Om005G204980	Np004G232160
OG0015699	Om005G205120	Np004G231970
OG0015700	Om005G205200	Np004G231850
OG0015701	Om005G205330	Np004G231390
OG0015702	Om005G205550	Np004G231200
OG0015703	Om005G205570	Np004G231190
OG0015704	Om005G205630	Np004G231090
OG0015705	Om005G206950	Np004G230960
OG0015706	Om004G143400	Np004G230680
OG0015707	Om004G143760	Np004G230250
OG0015708	Om004G144460	Np004G229490
OG0015709	Om004G144550	Np004G229200
OG0015710	Om004G144690	Np004G228840
OG0015711	Om005G184550	Np004G252590
OG0015712	Om004G145510	Np004G226620
OG0015713	Om004G145990	Np004G226230
OG0015714	Om004G146220	Np004G225810
OG0015715	Om005G209830	Np002G087590
OG0015716	Om004G146590	Np004G224760
OG0015717	Om005G210360	Np002G088360
OG0015718	Om004G146780	Np004G208940
OG0015719	Om004G147020	Np004G209090
OG0015720	Om003G124950	Np004G209180
OG0015721	Om004G147610	Np004G209550
OG0015722	Om004G131990	Np004G209840
OG0015723	Om006G263420	Np004G209880
OG0015724	Om005G202140	Np004G235460
OG0015725	Om004G149350	Np004G202060
OG0015726	Om006G238540	Np004G202100
OG0015727	Om004G151810	Np004G210280
OG0015728	Om007G280240	Np005G282650
OG0015729	Om002G051420	Np005G282570
OG0015730	Om005G185130	Np005G282350
OG0015732	Om007G291210	Np005G282080
OG0015733	Om007G315270	Np005G282010
OG0015734	Om004G150560	Np006G363860
OG0015735	Om007G285620	Np005G281780
OG0015736	Om007G285670	Np005G281730
OG0015737	Om007G285690	Np005G281620
OG0015738	Om008G333230	Np005G280430, Np005G281610
OG0015739	Om006G273970	Np005G281470
OG0015740	Om007G285930	Np005G281250
OG0015741	Om007G286000	Np005G281180
OG0015743	Om007G286320	Np005G280860
OG0015744	Om007G286560	Np005G280630, Np005G280590
OG0015745	Om007G286430, Om011G365030	Np005G280720
OG0015746	Om007G286400	Np005G280740
OG0015747	Om003G127070	Np003G167310
OG0015748	Om005G186450	Np004G250890
OG0015749	Om001G021450	Np005G277250
OG0015750	Om001G021270	Np005G277330
OG0015751	Om004G151690	Np006G364170
OG0015752	Om004G154600	Np006G364840
OG0015753	Om001G007990	Np006G364760
OG0015754	Om003G095560	Np006G365540
OG0015755	Om004G152330, Om004G155250	Np006G366640
OG0015756	Om002G046770	Np006G366820
OG0015757	Om004G152090	Np006G367080, Np006G367140
OG0015758	Om004G152020	Np006G367400
OG0015759	Om004G151310	Np006G367480
OG0015760	Om001G021460	Np005G277230
OG0015761	Om004G154470	Np006G367810
OG0015762	Om004G154340	Np006G368170
OG0015763	Om004G154050	Np006G368710
OG0015764	Om006G253350	Np001G057460
OG0015765	Om004G153820	Np006G368920
OG0015766	Om004G153550	Np006G369370
OG0015768	Om004G153490	Np006G369510
OG0015769	Om004G155840	Np006G370120
OG0015770	Om004G155890	Np006G370020
OG0015771	Om004G156000	Np006G370480
OG0015772	Om004G156420	Np006G371090
OG0015773	Om001G033090	Np007G375940
OG0015774	Om004G156570	Np006G371270
OG0015776	Om005G194750	Np004G242130
OG0015777	Om005G194510	Np004G242310
OG0015778	Om005G194420	Np004G242420
OG0015779	Om005G194410	Np004G242440
OG0015780	Om005G194390	Np004G242460
OG0015781	Om005G194270	Np004G242580
OG0015782	Om005G193980	Np004G242800
OG0015783	Om005G194020	Np004G242840
OG0015784	Om005G193810	Np004G243020
OG0015785	Om005G193860	Np004G242980, Np004G202550
OG0015786	Om005G193650	Np004G243190
OG0015787	Om005G193390	Np004G243420
OG0015788	Om005G192940	Np004G244110
OG0015790	Om005G192860	Np004G244200
OG0015791	Om005G192540	Np004G244520
OG0015792	Om005G192130	Np004G245010, Np004G245060
OG0015793	Om005G192040	Np004G245160
OG0015794	Om005G191950	Np004G245310
OG0015795	Om005G191880	Np004G245420
OG0015796	Om005G191790	Np004G245510
OG0015797	Om005G191590	Np004G245670
OG0015798	Om005G191600	Np004G245660
OG0015799	Om005G191380	Np004G245850
OG0015800	Om005G190940	Np004G246370
OG0015801	Om005G190810	Np004G246590
OG0015802	Om005G190560	Np004G246820
OG0015803	Om005G223560	Np002G118720
OG0015804	Om005G190290	Np004G247030
OG0015805	Om005G190020	Np004G247380
OG0015806	Om005G189650	Np004G247730
OG0015807	Om005G189530	Np004G247790
OG0015808	Om005G189510	Np004G247810
OG0015809	Om005G189380	Np004G247940
OG0015810	Om005G189170	Np004G248180
OG0015811	Om005G189150	Np004G248200
OG0015812	Om005G188910, Om002G078120	Np004G248430
OG0015813	Om005G188770	Np004G248630
OG0015814	Om005G188130	Np004G249240
OG0015815	Om005G188160	Np004G249220
OG0015816	Om005G188210	Np004G249170
OG0015817	Om005G188260	Np004G249110
OG0015818	Om005G188520	Np004G248840
OG0015819	Om005G187940	Np004G249440, Np004G249400
OG0015820	Om005G187550	Np004G249710
OG0015821	Om005G187540	Np004G249720
OG0015822	Om005G187390	Np004G249840
OG0015823	Om005G187320	Np004G249890
OG0015824	Om005G187300	Np004G249910
OG0015825	Om005G187150	Np004G250060
OG0015826	Om005G187040	Np004G250180
OG0015827	Om005G186810	Np004G250470
OG0015828	Om005G186620	Np004G250680
OG0015829	Om005G186720	Np004G250570
OG0015830	Om005G186050	Np004G251250
OG0015831	Om005G185530	Np004G251750
OG0015832	Om005G185560	Np004G251730
OG0015833	Om002G082350	Np001G018300
OG0015834	Om005G185300	Np004G251970
OG0015835	Om005G184990	Np004G252230
OG0015836	Om005G184570	Np004G252570
OG0015837	Om005G184470	Np004G252650
OG0015838	Om005G184440	Np004G252690
OG0015839	Om005G184050	Np004G253130
OG0015840	Om005G184330	Np004G252800
OG0015841	Om005G184310	Np004G252870
OG0015842	Om005G184180	Np004G253020
OG0015843	Om005G184160	Np004G253040
OG0015844	Om005G184020	Np004G253170
OG0015845	Om005G184010	Np004G253180
OG0015846	Om005G183970	Np004G253200
OG0015847	Om005G183920	Np004G253280
OG0015848	Om005G183390	Np004G253770
OG0015849	Om005G183250	Np004G253890
OG0015850	Om007G309140	Np001G017710
OG0015851	Om005G183240	Np004G253900
OG0015852	Om005G183220	Np004G253920
OG0015853	Om005G182800	Np004G254490
OG0015854	Om005G182750	Np004G254550
OG0015855	Om005G182340	Np004G254980
OG0015856	Om005G182320	Np004G255000
OG0015857	Om005G185840	Np004G251440
OG0015858	Om005G182200	Np004G255140
OG0015859	Om005G182160	Np004G255210
OG0015860	Om005G182150	Np004G255220
OG0015861	Om005G182030	Np004G255300
OG0015862	Om005G181550	Np004G255700
OG0015863	Om001G016900	Np005G302060
OG0015864	Om005G181070	Np004G256300
OG0015865	Om005G181040	Np004G256330
OG0015867	Om005G180490	Np004G256830
OG0015868	Om005G180830	Np004G244360, Np004G256540
OG0015869	Om005G180330	Np004G257010
OG0015870	Om005G180300	Np004G257020
OG0015871	Om005G180290	Np004G257030
OG0015872	Om005G180150	Np004G257150
OG0015873	Om005G179960	Np004G257310
OG0015874	Om005G179620	Np004G257610
OG0015875	Om005G179480	Np004G257720
OG0015876	Om005G179410	Np004G257790, Np004G257780
OG0015877	Om005G179170	Np004G258070
OG0015878	Om005G179310	Np004G257930
OG0015879	Om005G179100	Np004G258240
OG0015880	Om005G179080	Np004G258260
OG0015881	Om005G178610	Np004G258690
OG0015882	Om005G178480	Np004G258860
OG0015883	Om005G178090	Np004G259340
OG0015884	Om005G178140	Np004G259400
OG0015885	Om005G177900	Np004G259540
OG0015886	Om005G177890	Np004G259560
OG0015887	Om005G177880	Np004G259580
OG0015888	Om005G177840	Np004G259620
OG0015889	Om005G177810	Np004G259660
OG0015890	Om005G177790	Np004G259680
OG0015891	Om005G177720	Np004G259750
OG0015892	Om005G177650	Np004G259840
OG0015893	Om005G177570	Np004G259910
OG0015894	Om007G302100	Np003G140760
OG0015895	Om007G301170	Np003G141480
OG0015896	Om007G301360	Np003G141300
OG0015897	Om007G301620	Np003G141100
OG0015898	Om007G301700	Np003G141030
OG0015899	Om007G301790	Np003G140950
OG0015900	Om007G301030	Np003G141580
OG0015901	Om007G300900	Np003G141660
OG0015902	Om007G300810	Np003G141690
OG0015903	Om007G299750	Np003G142440
OG0015904	Om007G299830	Np003G142360
OG0015905	Om007G299980	Np003G142280
OG0015906	Om007G300070	Np003G142200
OG0015908	Om007G299140	Np003G142860
OG0015909	Om007G298640	Np003G143290
OG0015910	Om002G043840	Np007G423320
OG0015911	Om007G298830	Np003G143160
OG0015912	Om007G298210	Np003G143600
OG0015913	Om007G298050	Np003G143750
OG0015914	Om007G297740	Np003G143970
OG0015915	Om007G297640	Np003G144070
OG0015917	Om007G297310	Np003G144410
OG0015918	Om007G297150	Np003G144690
OG0015919	Om007G297170	Np003G144670
OG0015920	Om007G297060	Np003G144780
OG0015921	Om007G296830	Np003G144920
OG0015922	Om007G296720	Np003G144990
OG0015923	Om007G296700	Np003G145010
OG0015924	Om007G296360	Np003G145310
OG0015925	Om007G296290	Np003G145370
OG0015926	Om007G296060	Np003G145720
OG0015927	Om007G296050	Np003G145730
OG0015928	Om007G295900	Np003G145940
OG0015929	Om007G295870	Np003G145960
OG0015930	Om005G186640	Np004G250660
OG0015931	Om007G295420	Np003G146480
OG0015932	Om007G295320	Np003G146620
OG0015933	Om007G295310	Np003G146630
OG0015934	Om007G295180	Np003G146690
OG0015935	Om007G294860	Np003G147040
OG0015936	Om007G294660	Np001G013880
OG0015937	Om007G294330	Np001G014250
OG0015939	Om007G294280	Np001G014330
OG0015940	Om007G293870	Np001G014770
OG0015941	Om004G131440	Np001G014910
OG0015942	Om007G293570	Np001G015100
OG0015943	Om007G293560	Np001G015110
OG0015944	Om007G293300	Np001G015560
OG0015946	Om006G261320	Np001G049470
OG0015947	Om007G303540	Np001G016220
OG0015948	Om002G061350	Np007G402770
OG0015950	Om007G305980, Om009G363090	Np001G017200
OG0015951	Om010G364920, Om007G309280	Np001G017680
OG0015952	Om007G308030	Np001G017840
OG0015953	Om007G308240	Np001G017760
OG0015954	Om007G297660	Np003G144030
OG0015955	Om004G169760	Np003G132560
OG0015956	Om004G169690	Np002G117960
OG0015957	Om007G302140	Np003G140700
OG0015958	Om007G302150	Np003G140690
OG0015959	Om004G169900	Np003G132480
OG0015960	Om004G170170	Np003G132110, Np003G135540
OG0015961	Om002G084040	Np001G018120
OG0015962	Om001G015250	Np004G202530
OG0015963	Om008G358740	Np001G018080
OG0015964	Om004G170390	Np003G131740
OG0015966	Om004G170660	Np003G131440
OG0015967	Om004G170720	Np003G131370
OG0015968	Om004G170960	Np003G131190
OG0015969	Om004G170980	Np003G131170
OG0015970	Om004G170990	Np003G131160
OG0015971	Om004G171140	Np003G130800
OG0015972	Om004G171160	Np003G130780
OG0015973	Om004G171210	Np003G130730
OG0015974	Om004G171240	Np003G130700
OG0015975	Om004G171260	Np003G130680
OG0015976	Om004G171660	Np003G130380
OG0015977	Om002G060310	Np007G404600
OG0015978	Om004G171890	Np003G130060
OG0015979	Om004G171960	Np003G129960
OG0015980	Om004G172050	Np003G129880
OG0015981	Om004G172400	Np003G129550
OG0015982	Om005G198110	Np004G239100
OG0015983	Om004G172680	Np003G129230
OG0015984	Om004G172780	Np003G129160
OG0015985	Om004G172900	Np003G129010
OG0015986	Om006G240720	Np001G013670
OG0015987	Om006G240710	Np001G013650
OG0015988	Om006G240690	Np001G013630
OG0015989	Om006G240640	Np001G013540
OG0015990	Om006G240050	Np001G012790
OG0015991	Om006G239920	Np001G012560
OG0015992	Om006G239620	Np001G012250
OG0015993	Om006G239510	Np001G012160
OG0015994	Om006G239460	Np001G012100
OG0015995	Om006G239410	Np001G012040
OG0015996	Om006G238970	Np001G011600
OG0015997	Om006G239000	Np001G011680
OG0015998	Om006G239160	Np001G011820
OG0015999	Om006G239170	Np001G011830
OG0016000	Om006G238750	Np001G011330
OG0016001	Om006G238700	Np001G011240
OG0016002	Om006G238410	Np001G011000
OG0016003	Om006G238370	Np001G010970
OG0016004	Om006G238300	Np001G010920
OG0016005	Om002G076000	Np007G388590
OG0016006	Om006G238060	Np001G010630
OG0016007	Om006G237970	Np001G010550
OG0016008	Om006G237590	Np001G010160
OG0016009	Om006G237510	Np001G010040
OG0016010	Om006G237280	Np001G009800
OG0016011	Om006G237250	Np001G009780
OG0016012	Om006G237240	Np001G009760
OG0016013	Om006G237020	Np001G009560
OG0016014	Om006G236750	Np001G009300
OG0016015	Om006G236730	Np001G009280
OG0016016	Om006G236520	Np001G008930
OG0016017	Om006G236400	Np001G008820
OG0016018	Om006G236010	Np001G007930
OG0016019	Om006G235960	Np001G007890
OG0016020	Om006G235730	Np001G007670
OG0016021	Om006G235650	Np001G007540
OG0016022	Om006G235640	Np001G007530
OG0016023	Om006G235330	Np001G007200
OG0016024	Om006G235170	Np001G007110
OG0016025	Om006G235040	Np001G006980
OG0016026	Om006G234890	Np001G006810
OG0016027	Om006G234800	Np001G006680
OG0016028	Om006G234650	Np001G006590
OG0016029	Om006G247330	Np003G154050
OG0016030	Om006G247520	Np003G154240
OG0016031	Om006G247610	Np003G154350
OG0016032	Om006G247620	Np003G154360
OG0016033	Om006G247690	Np003G154460
OG0016034	Om006G247750	Np003G154520
OG0016035	Om006G247960	Np003G154760
OG0016036	Om006G247980	Np003G154780
OG0016037	Om006G257430	Np001G053070
OG0016038	Om006G257510	Np001G052990
OG0016039	Om006G257720	Np001G052740
OG0016040	Om006G258230	Np001G052370
OG0016042	Om006G258690	Np001G051830
OG0016043	Om006G258760	Np001G051750
OG0016044	Om006G259030	Np001G051530
OG0016045	Om006G259160	Np001G051310
OG0016046	Om006G259290	Np001G051180
OG0016047	Om006G259980	Np001G050800
OG0016048	Om006G260140	Np001G050660
OG0016049	Om006G260220	Np001G050610
OG0016050	Om006G239200	Np001G011850
OG0016051	Om006G260440	Np001G050280
OG0016052	Om006G260920	Np001G049930
OG0016053	Om006G261040	Np001G049820
OG0016054	Om006G261070	Np001G049780
OG0016055	Om007G290350	Np004G213100
OG0016056	Om006G262490	Np001G048520
OG0016057	Om006G262530	Np001G048490
OG0016058	Om006G262630	Np001G048440
OG0016059	Om006G262770	Np001G048390
OG0016060	Om006G262920	Np001G048250
OG0016061	Om006G263030	Np001G048210
OG0016062	Om006G234780	Np001G006670
OG0016063	Om006G263170	Np001G048110
OG0016064	Om006G263300	Np001G048070
OG0016065	Om007G295190	Np001G047960
OG0016066	Om006G263710	Np001G047840
OG0016067	Om006G263750	Np001G047710
OG0016068	Om004G134580, Om006G263910	Np001G047640
OG0016069	Om006G264060	Np001G047540
OG0016070	Om006G264300	Np001G047470
OG0016071	Om006G264410	Np001G047460
OG0016072	Om006G265640	Np001G047210
OG0016073	Om006G265750	Np001G047160
OG0016074	Om006G265760	Np001G047150
OG0016075	Om006G265770	Np001G047140
OG0016076	Om006G265860	Np001G047090
OG0016077	Om006G266450	Np001G046750
OG0016078	Om006G266660	Np001G046640
OG0016079	Om006G266860	Np001G046590
OG0016080	Om006G267110	Np001G046290
OG0016081	Om006G268100	Np001G045460
OG0016082	Om004G174430	Np001G045060
OG0016083	Om001G040130	Np005G307270
OG0016084	Om006G247340	Np001G044060
OG0016085	Om002G077560	Np001G043490
OG0016086	Om006G268380	Np001G043470
OG0016087	Om006G268570	Np001G043170
OG0016088	Om008G328940	Np003G143890
OG0016090	Om006G268540	Np001G043120
OG0016091	Om005G179400	Np004G257800
OG0016092	Om005G211340	Np002G089770
OG0016093	Om005G212350	Np002G091760
OG0016094	Om005G211520	Np002G089960
OG0016095	Om005G211280	Np002G089710
OG0016096	Om005G211790	Np002G090620
OG0016097	Om005G210580	Np002G088820
OG0016098	Om005G210280	Np002G088300
OG0016099	Om002G056250	Np007G408910
OG0016100	Om005G210470	Np002G088700
OG0016101	Om005G210040	Np002G088140
OG0016102	Om005G209950	Np002G087780
OG0016103	Om005G209940	Np002G087770
OG0016104	Om005G209890	Np002G087650
OG0016105	Om007G301960, Om005G209880	Np002G087630
OG0016106	Om005G209720	Np002G087420
OG0016107	Om005G209490	Np002G087200
OG0016108	Om004G150580, Om005G209480	Np001G007410, Np002G087210
OG0016109	Om005G209320	Np002G086950
OG0016110	Om005G209310	Np002G086940
OG0016111	Om005G209170	Np002G086740
OG0016112	Om005G208540	Np002G086200
OG0016113	Om005G208390	Np002G086040
OG0016114	Om005G208320	Np002G085860
OG0016115	Om005G208190	Np002G085740
OG0016116	Om005G208090	Np002G085660
OG0016118	Om005G207360	Np002G085040
OG0016119	Om005G207330	Np002G084840
OG0016120	Om005G207100	Np002G084550
OG0016121	Om005G206960	Np002G084410
OG0016122	Om005G206700	Np002G084040
OG0016123	Om005G206680	Np002G084020
OG0016124	Om005G206560	Np002G083880
OG0016125	Om005G206520	Np002G083850
OG0016126	Om005G206460	Np002G083800
OG0016127	Om005G206330	Np002G083670
OG0016128	Om005G206220	Np002G083620
OG0016129	Om005G206150, Om006G266870	Np002G083580
OG0016130	Om005G206080	Np002G083540
OG0016131	Om005G206070	Np002G083530
OG0016132	Om005G206030	Np002G083500
OG0016133	Om005G206010	Np002G083480
OG0016134	Om005G205960	Np002G083440
OG0016135	Om005G205930	Np002G083410
OG0016136	Om004G143120	Np002G083020
OG0016137	Om004G133770	Np002G073780
OG0016138	Om004G134030	Np002G073970
OG0016139	Om004G134050	Np002G074210
OG0016140	Om004G134110	Np002G074260
OG0016141	Om004G134450	Np002G074600
OG0016142	Om004G134530	Np002G074700
OG0016143	Om004G134800	Np002G074960
OG0016144	Om004G134870	Np002G075040
OG0016145	Om004G135050	Np002G075220
OG0016146	Om004G135440	Np002G075660
OG0016148	Om004G135670	Np002G075970
OG0016149	Om004G135780	Np002G076100
OG0016150	Om004G135890	Np002G076270, Np002G076210
OG0016151	Om002G076580	Np007G389030
OG0016152	Om004G136020	Np002G076400
OG0016153	Om004G136040	Np002G076420
OG0016154	Om004G136160	Np002G076490
OG0016155	Om004G136170	Np002G076500
OG0016156	Om004G136580	Np002G076770
OG0016157	Om004G136620	Np002G076790
OG0016158	Om004G136720	Np002G076890
OG0016159	Om004G137000	Np002G076960
OG0016160	Om004G137090	Np002G077270
OG0016161	Om004G137630	Np002G077680
OG0016162	Om004G138440	Np002G077700
OG0016163	Om004G138330	Np002G077820
OG0016164	Om007G287740	Np004G201610
OG0016165	Om004G138080	Np002G077960
OG0016166	Om004G138060	Np002G077980
OG0016167	Om004G138000	Np002G078020
OG0016168	Om004G137830	Np002G078190
OG0016169	Om004G138900	Np002G078470
OG0016170	Om004G138790	Np002G078580
OG0016171	Om004G138660	Np002G078670
OG0016172	Om004G138600	Np002G078740
OG0016173	Om004G138960	Np002G078870
OG0016174	Om004G139090	Np002G078990
OG0016175	Om004G139170	Np002G079050, Np002G080590
OG0016176	Om004G139180	Np002G079060, Np002G080580
OG0016177	Om004G139300	Np002G079080, Np002G080560, Np002G079100
OG0016178	Om004G139390	Np002G079130
OG0016179	Om004G139680	Np002G079370
OG0016180	Om004G139690	Np002G079380
OG0016181	Om004G139750	Np002G079480
OG0016182	Om004G140110	Np002G079840
OG0016183	Om006G260500, Om004G140230	Np002G080040
OG0016184	Om004G140540	Np002G080270
OG0016185	Om004G140810	Np002G080820
OG0016186	Om004G141170	Np002G081150
OG0016187	Om004G141330	Np002G081240
OG0016188	Om004G141360	Np002G081280
OG0016189	Om004G141790	Np002G081420
OG0016190	Om004G141830	Np002G081460
OG0016191	Om004G141860	Np002G081490
OG0016192	Om004G141880	Np002G081560
OG0016193	Om004G141930	Np002G081580
OG0016194	Om004G142010	Np002G081660
OG0016195	Om004G142350	Np002G082090
OG0016196	Om004G142460	Np002G082370, Np002G082270
OG0016197	Om004G142500	Np002G082410
OG0016198	Om004G142520	Np002G082430
OG0016199	Om004G132660	Np002G072980
OG0016200	Om004G132440	Np002G072850
OG0016201	Om004G132430	Np002G072840
OG0016202	Om004G132390	Np002G072810
OG0016203	Om004G132340	Np002G072770
OG0016204	Om004G131980	Np002G072380
OG0016205	Om004G131570	Np002G072040
OG0016206	Om004G131330	Np002G071640
OG0016207	Om004G131220	Np002G071530
OG0016208	Om004G130120	Np002G070610
OG0016209	Om004G130110	Np002G070600
OG0016210	Om004G129990	Np002G070510
OG0016211	Om004G129980	Np002G070490
OG0016212	Om004G129900	Np002G070450
OG0016213	Om004G129690	Np002G070280
OG0016214	Om004G129520	Np002G070090
OG0016215	Om004G129580	Np002G070140
OG0016216	Om004G129590	Np002G070150
OG0016217	Om004G129600	Np002G070160
OG0016218	Om002G056650	Np007G408530
OG0016219	Om002G056840	Np007G408370
OG0016220	Om002G057090	Np007G408070
OG0016221	Om002G057150	Np007G408000
OG0016222	Om002G057830	Np007G407370
OG0016223	Om002G058030	Np007G407030
OG0016224	Om002G058040	Np007G406960
OG0016225	Om002G058170	Np007G406710
OG0016226	Om002G058630	Np007G406300
OG0016227	Om002G058920	Np007G405960
OG0016228	Om002G059820	Np007G405110
OG0016229	Om002G059960	Np007G404980
OG0016230	Om002G060250	Np007G404690
OG0016231	Om002G060770	Np007G403900
OG0016232	Om002G060940	Np007G403540
OG0016233	Om002G061340	Np007G402780
OG0016234	Om002G061610	Np007G390110
OG0016235	Om002G061640	Np007G390140
OG0016236	Om002G062030	Np007G390440
OG0016237	Om002G062200	Np007G390530
OG0016238	Om002G062210	Np007G390540
OG0016239	Om002G062220	Np007G390550
OG0016240	Om002G062280	Np007G390580
OG0016241	Om007G283590	Np001G058050
OG0016242	Om002G062770	Np007G391290
OG0016243	Om002G063110	Np007G391470
OG0016244	Om002G063380	Np007G391680
OG0016245	Om002G063390	Np007G391690
OG0016246	Om002G063440	Np007G391730
OG0016247	Om002G063500	Np007G391830
OG0016248	Om002G063530	Np007G391860
OG0016250	Om002G063990	Np007G392530
OG0016251	Om002G064050	Np007G392610
OG0016253	Om002G064190	Np007G392770
OG0016254	Om002G064610	Np007G393260
OG0016255	Om002G064670	Np007G393320
OG0016256	Om002G064770	Np007G393570
OG0016257	Om002G064820	Np007G393690
OG0016258	Om002G064870	Np007G393750
OG0016259	Om002G065340	Np007G394280
OG0016260	Om002G065570	Np007G394530
OG0016263	Om002G066120	Np007G395230
OG0016264	Om002G066400	Np007G395760
OG0016265	Om002G066540	Np007G395900
OG0016266	Om002G067020	Np007G396920
OG0016267	Om002G067040	Np007G396940
OG0016268	Om002G067140	Np007G397090
OG0016269	Om002G067220	Np007G397520
OG0016270	Om002G067230	Np007G397530
OG0016271	Om002G067360	Np007G397660
OG0016272	Om002G068260	Np011G436130
OG0016273	Om005G224420	Np002G119640
OG0016274	Om002G068570	Np007G380360
OG0016275	Om002G068580	Np007G380380
OG0016276	Om002G068660	Np007G380490
OG0016277	Om002G074450	Np007G387420
OG0016278	Om002G069650	Np007G381700
OG0016279	Om002G069510	Np007G381470
OG0016280	Om002G069480	Np007G381430
OG0016281	Om002G070300	Np007G382460
OG0016282	Om002G070470	Np007G382750
OG0016283	Om002G070780	Np007G383210
OG0016284	Om002G071770	Np007G384230
OG0016285	Om002G071910	Np007G384360
OG0016287	Om002G073100	Np007G385800, Np007G385810
OG0016288	Om002G073290	Np007G386100
OG0016289	Om002G073320	Np007G386150
OG0016290	Om002G073350	Np007G386180
OG0016291	Om002G074110	Np007G387030
OG0016292	Om002G074250	Np007G387260
OG0016293	Om002G074290	Np007G387290
OG0016294	Om001G023100	Np006G363680
OG0016295	Om004G167570	Np007G387680
OG0016296	Om002G074750	Np007G387600
OG0016297	Om002G074970	Np007G387820
OG0016298	Om005G201860	Np007G388190
OG0016299	Om002G075300	Np007G388070
OG0016300	Om002G077080	Np007G388870
OG0016301	Om002G076140	Np007G388720
OG0016302	Om007G293690	Np005G292530
OG0016303	Om003G113860	Np003G165290
OG0016304	Om002G079490	Np007G379840
OG0016305	Om007G288440	Np007G389840
OG0016307	Om008G325430	Np007G379870
OG0016308	Om002G078890	Np007G380180, Np007G380210
OG0016309	Om002G079570	Np007G379720
OG0016310	Om002G079710	Np007G379680
OG0016312	Om002G079740	Np007G379640
OG0016313	Om002G079980	Np007G379600
OG0016314	Om002G080020	Np007G379590
OG0016315	Om002G080170	Np007G379490
OG0016316	Om002G080190	Np007G379450
OG0016317	Om002G080350	Np007G379270
OG0016318	Om002G080280	Np007G379210
OG0016319	Om003G105740	Np005G309570
OG0016320	Om002G081110	Np007G378450
OG0016321	Om002G081170	Np007G378420
OG0016322	Om002G081320	Np007G378330
OG0016323	Om002G081510	Np007G378270
OG0016324	Om002G081630	Np007G378260
OG0016325	Om002G055380	Np007G378070
OG0016326	Om002G082560	Np007G377300
OG0016327	Om002G082640	Np007G377010
OG0016328	Om002G082960	Np007G376760
OG0016329	Om002G083040	Np007G376660
OG0016330	Om002G083670	Np007G376290
OG0016331	Om002G083770	Np007G376150
OG0016332	Om002G084330	Np007G375600
OG0016333	Om008G322530	Np007G375130, Np001G021540
OG0016334	Om002G084840	Np007G375110, Np001G021520
OG0016335	Om002G085020	Np007G374950
OG0016336	Om002G085890	Np007G374380
OG0016337	Om002G085660	Np007G374600
OG0016338	Om002G085600	Np007G374650
OG0016339	Om002G085570	Np007G374680
OG0016340	Om002G085210	Np007G374750
OG0016341	Om002G086350	Np007G374030
OG0016343	Om002G086880	Np007G373560
OG0016344	Om002G086950	Np007G373440
OG0016345	Om002G087400	Np007G372980
OG0016346	Om002G087590	Np007G372720
OG0016347	Om002G087610	Np007G372680
OG0016348	Om002G087770	Np007G372540
OG0016349	Om004G143300, Om002G087880	Np007G372430
OG0016350	Om002G087890	Np007G372410
OG0016351	Om002G088010	Np007G372260
OG0016352	Om002G088600	Np006G323240
OG0016353	Om006G254670	Np007G371700
OG0016354	Om002G071330	Np007G371550
OG0016355	Om003G089780	Np004G190510
OG0016356	Om003G089800	Np004G190540
OG0016357	Om003G089880	Np004G190630
