Orthogroup	Odontarrhena_muralis	Raphanus_sativus
OG0016358	Om003G089950	XP_018447532.1, XP_018450839.1
OG0016359	Om003G090180	XP_018441948.1
OG0016360	Om003G090240	XP_018450864.1
OG0016361	Om003G090620	XP_018447537.1
OG0016362	Om003G090910	XP_018433129.1
OG0016363	Om003G090980	XP_018436100.1
OG0016364	Om002G058310	XP_018493271.1
OG0016365	Om003G091540	XP_018451241.1
OG0016366	Om002G058880	XP_018490095.1
OG0016367	Om003G092140, Om003G092020	XP_018489463.1
OG0016368	Om003G092320	XP_018489969.1
OG0016369	Om003G093190	XP_018449480.1
OG0016370	Om003G093440	XP_018484402.1
OG0016371	Om003G093700	XP_018442488.1, XP_018489769.1
OG0016372	Om003G094020	XP_018435048.1
OG0016373	Om003G094030	XP_018468557.1
OG0016374	Om003G094060	XP_018439606.1
OG0016375	Om003G094260	XP_018490587.1
OG0016376	Om003G094310	XP_018460043.1, XP_018451646.1
OG0016377	Om003G094420	XP_018486398.1
OG0016378	Om003G094660	XP_018437574.1
OG0016379	Om003G094680	XP_018451914.1
OG0016380	Om003G094780	XP_018443407.1
OG0016381	Om003G094820	XP_018439849.1
OG0016382	Om003G094860	XP_018439412.1
OG0016383	Om003G096370	XP_018447569.1
OG0016384	Om003G096180	XP_018481517.1
OG0016385	Om003G096170	XP_018479879.1
OG0016386	Om003G096040	XP_018485918.1
OG0016387	Om003G095960	XP_018447571.1
OG0016388	Om003G095890	XP_018437010.1
OG0016389	Om003G095880	XP_018482900.1
OG0016390	Om003G096770	XP_018489941.1, XP_018465009.1
OG0016391	Om003G096800	XP_018493422.1
OG0016392	Om003G096880	XP_018479870.1
OG0016393	Om003G097410	XP_018460810.1, XP_018447087.1
OG0016394	Om003G097560	XP_018438485.1
OG0016395	Om003G097610	XP_018438459.1
OG0016396	Om003G097660	XP_018451700.1
OG0016397	Om003G097740	XP_018451693.1
OG0016398	Om003G098170	XP_018449601.1
OG0016399	Om003G098190	XP_018449383.1
OG0016400	Om003G098200	XP_018447850.1
OG0016401	Om003G098230	XP_018451690.1
OG0016403	Om003G098440	XP_018486879.1
OG0016404	Om003G099380	XP_018461833.1, XP_018440500.1
OG0016405	Om003G099540	XP_018492292.1
OG0016406	Om003G099600	XP_018451459.1
OG0016407	Om003G099690	XP_018492981.1
OG0016408	Om003G099790	XP_018480580.1
OG0016409	Om003G099830	XP_018437685.1
OG0016410	Om003G099880	XP_018433316.1
OG0016411	Om003G099920	XP_018485167.1, XP_018464519.1
OG0016412	Om003G100050	XP_018489937.1
OG0016413	Om003G100130	XP_018468873.1
OG0016414	Om003G100320	XP_018450972.1
OG0016415	Om003G100480	XP_018477217.1
OG0016416	Om003G100900	XP_018470819.1
OG0016417	Om003G100940	XP_018448554.1
OG0016418	Om003G100950	XP_018477474.1
OG0016420	Om007G291160	XP_018467677.1
OG0016421	Om008G340130	XP_018483120.1
OG0016422	Om006G256650	XP_018478090.1
OG0016423	Om006G256550	XP_018440314.1
OG0016424	Om006G256310	XP_018458905.1
OG0016425	Om006G256230	XP_018478644.1
OG0016426	Om006G255840	XP_018481430.1, XP_018481417.1
OG0016427	Om006G255740	XP_018432848.1
OG0016428	Om006G255730	XP_018450250.1
OG0016429	Om006G255700	XP_018484775.1
OG0016430	Om006G255130	XP_018483940.1
OG0016431	Om002G050270	XP_018485771.1
OG0016432	Om005G199200	XP_018450819.1
OG0016433	Om006G254730	XP_018484776.1
OG0016434	Om006G254040	XP_018484635.1
OG0016435	Om006G254030	XP_018442106.1
OG0016436	Om006G256790	XP_018453446.1
OG0016437	Om006G256700	XP_018478843.1
OG0016438	Om006G256840	XP_018434117.1
OG0016439	Om006G256900	XP_018470283.1
OG0016440	Om006G257020	XP_018441755.1
OG0016441	Om004G143820	XP_018479787.1
OG0016442	Om006G257030	XP_018456426.1
OG0016444	Om006G253220	XP_018446151.1
OG0016445	Om006G253040	XP_018491965.1
OG0016446	Om006G252770	XP_018486945.1
OG0016447	Om006G252740	XP_018452372.1, XP_018452362.1
OG0016448	Om006G252710	XP_018488734.1
OG0016449	Om006G252050	XP_018480280.1
OG0016450	Om006G252020	XP_018432941.1
OG0016451	Om006G251980	XP_018493402.1
OG0016452	Om006G251000	XP_018491341.1
OG0016453	Om006G250820	XP_018486521.1
OG0016454	Om006G250660	XP_018461218.1
OG0016455	Om006G250630	XP_018461222.1
OG0016456	Om003G119270	XP_018446100.1
OG0016457	Om003G119600	XP_018459890.1, XP_018458576.1
OG0016458	Om003G119700	XP_018488381.1, XP_018488382.1
OG0016459	Om003G119860	XP_018489100.1, XP_018463852.1
OG0016460	Om003G120060	XP_018491160.1
OG0016461	Om003G120250	XP_018445473.1
OG0016462	Om003G120720	XP_018432872.1
OG0016463	Om003G120790	XP_018432858.1
OG0016464	Om003G120820	XP_018432702.1
OG0016465	Om003G120980	XP_018446304.1, XP_018443634.1
OG0016466	Om003G121070	XP_018486648.1
OG0016467	Om003G121080	XP_018487266.1, XP_018462485.1
OG0016468	Om003G121330	XP_018478677.1
OG0016469	Om006G253080	XP_018442115.1
OG0016470	Om003G122180	XP_018485880.1
OG0016471	Om003G122190	XP_018486812.1
OG0016472	Om003G122280	XP_018486341.1
OG0016473	Om003G122650	XP_018446363.1
OG0016474	Om003G123640	XP_018444554.1
OG0016475	Om003G123780	XP_018489534.1, XP_018465570.1
OG0016476	Om003G124060	XP_018459594.1
OG0016477	Om002G076770	XP_018486905.1
OG0016478	Om003G124300	XP_018492724.1
OG0016479	Om003G124350	XP_018491111.1
OG0016480	Om003G124700	XP_018446779.1
OG0016481	Om003G124980	XP_018442558.1
OG0016482	Om003G125480	XP_018446534.1
OG0016483	Om003G125920	XP_018432547.1
OG0016484	Om003G126110	XP_018486081.1
OG0016485	Om003G126490	XP_018486392.1
OG0016486	Om003G126680	XP_018491346.1
OG0016487	Om003G126730	XP_018489092.1, XP_018467222.1
OG0016488	Om003G126890	XP_018491008.1, XP_018488069.1
OG0016489	Om003G127160	XP_018444910.1
OG0016490	Om003G127340	XP_018486878.1
OG0016491	Om003G127600	XP_018491272.1
OG0016492	Om003G127830	XP_018432582.1
OG0016493	Om003G127980	XP_018491338.1
OG0016494	Om003G127990	XP_018442667.1
OG0016495	Om003G128530	XP_018460343.1
OG0016496	Om003G128490	XP_018481513.1, XP_018481516.1
OG0016497	Om003G128850	XP_018441901.1, XP_018441900.1
OG0016498	Om003G128880	XP_018442348.1
OG0016499	Om003G128930	XP_018485693.1
OG0016500	Om003G129120	XP_018459634.1
OG0016501	Om003G129140	XP_018459653.1
OG0016502	Om003G129150	XP_018459637.1
OG0016503	Om003G129160	XP_018459638.1
OG0016504	Om003G129230	XP_018459647.1
OG0016505	Om003G129260	XP_018487127.1
OG0016506	Om003G129310	XP_018466765.1
OG0016507	Om003G129330	XP_018459627.1
OG0016508	Om003G129370	XP_018459656.1
OG0016509	Om003G129380	XP_018458966.1, XP_018474407.1
OG0016510	Om003G089550	XP_018480346.1
OG0016511	Om003G094550	XP_018491384.1
OG0016513	Om003G100830	XP_018484694.1, XP_018461766.1
OG0016515	Om003G104230	XP_018458701.1
OG0016516	Om006G257870	XP_018439844.1
OG0016517	Om006G255210	XP_018482075.1
OG0016518	Om006G254210	XP_018488428.1
OG0016519	Om003G121010	XP_018482754.1, XP_018462610.1
OG0016520	Om003G121270, Om003G121240	XP_018463687.1, XP_018491994.1
OG0016521	Om003G123820	XP_018482553.1
OG0016522	Om003G123970	XP_018485525.1
OG0016523	Om003G122780	XP_018434607.1, XP_018466783.1
OG0016524	Om003G124930	XP_018477410.1, XP_018483889.1
OG0016525	Om002G056290, Om003G126090	XP_018442581.1
OG0016526	Om003G127300	XP_018488071.1
OG0016527	Om007G275610	XP_018470347.1
OG0016528	Om008G359000	XP_018482454.1
OG0016529	Om008G361510	XP_018455076.1
OG0016530	Om002G051430	XP_018433110.1, XP_018441245.1, XP_018463918.1
OG0016531	Om008G356830	XP_018477661.1
OG0016533	Om005G224170, Om008G339310	XP_018478470.1
OG0016534	Om007G287950	XP_018436199.1
OG0016535	Om008G334050	XP_018437061.1
OG0016536	Om008G325540	XP_018475898.1, XP_018437115.1
OG0016537	Om008G319980	XP_018465367.1, XP_018434352.1
OG0016539	Om004G134820	XP_018447866.1, XP_018444186.1
OG0016540	Om003G105700, Om006G275520	XP_018458117.1
OG0016541	Om001G020710	XP_018484983.1, XP_018471551.1
OG0016542	Om001G029920	XP_018452460.1, XP_018465046.1
OG0016543	Om003G110460	XP_018474704.1
OG0016545	Om001G041850	XP_018484300.1, XP_018483959.1
OG0016546	Om005G178790	XP_018490417.1, XP_018464354.1
OG0016547	Om005G181580	XP_018488617.1
OG0016548	Om005G183300	XP_018489664.1
OG0016549	Om005G184920	XP_018439504.1, XP_018439517.1
OG0016550	Om005G186900	XP_018490233.1
OG0016551	Om005G187100	XP_018489083.1
OG0016552	Om005G188990	XP_018439626.1
OG0016553	Om005G190070	XP_018487144.1
OG0016555	Om005G191280	XP_018486898.1
OG0016556	Om005G193520	XP_018487523.1
OG0016558	Om005G196100	XP_018464251.1, XP_018438276.1
OG0016559	Om005G198800	XP_018445117.1
OG0016560	Om005G199320	XP_018468048.1
OG0016561	Om005G201760	XP_018484700.1
OG0016562	Om005G202670	XP_018447364.1
OG0016563	Om005G208290	XP_018456308.1
OG0016565	Om005G211940	XP_018445072.1
OG0016566	Om005G223270	XP_018433538.1
OG0016567	Om003G101210, Om003G101150	XP_018436419.1
OG0016568	Om005G227390	XP_018484416.1
OG0016569	Om002G072850	XP_018461836.1
OG0016570	Om002G060470	XP_018487535.1, XP_018489855.1
OG0016571	Om002G055190	XP_018437302.1
OG0016572	Om002G054010	XP_018490282.1
OG0016573	Om002G052550	XP_018489656.1, XP_018490489.1, XP_018486915.1, XP_018467411.1
OG0016574	Om002G050180	XP_018491154.1, XP_018490326.1, XP_018462746.1
OG0016576	Om002G043050	XP_018438884.1
OG0016577	Om004G176260	XP_018475231.1, XP_018462428.1
OG0016578	Om004G173290	XP_018474933.1
OG0016579	Om004G170950	XP_018442198.1
OG0016580	Om004G170190	XP_018443987.1
OG0016581	Om004G170030	XP_018469747.1
OG0016582	Om004G169270	XP_018444843.1
OG0016583	Om004G156280	XP_018477278.1
OG0016584	Om001G013390	XP_018451725.1
OG0016585	Om001G012330	XP_018440145.1
OG0016586	Om005G207790, Om001G011840	XP_018449979.1
OG0016587	Om001G010600	XP_018461539.1
OG0016588	Om001G008230	XP_018463050.1
OG0016589	Om007G315160	XP_018492042.1
OG0016590	Om001G004350	XP_018432596.1
OG0016591	Om001G000020	XP_018449813.1
OG0016592	Om007G288220	XP_018453407.1, XP_018451375.1, XP_018449235.1
OG0016594	Om007G279960	XP_018476807.1, XP_018476815.1
OG0016595	Om008G349720	XP_018436300.1
OG0016596	Om007G281370	XP_018477571.1
OG0016597	Om007G284550	XP_018472893.1
OG0016598	Om004G168160, Om005G225830	XP_018467402.1, XP_018467392.1
OG0016599	Om004G166710	XP_018443197.1
OG0016600	Om004G165940	XP_018473215.1
OG0016601	Om004G164250	XP_018444785.1, XP_018444781.1
OG0016602	Om004G162100	XP_018444570.1, XP_018444533.1
OG0016603	Om004G161210	XP_018444643.1, XP_018470681.1
OG0016604	Om007G302110	XP_018444267.1, XP_018444100.1
OG0016605	Om007G294110	XP_018440659.1
OG0016606	Om009G363710, Om007G306730	XP_018482887.1
OG0016607	Om009G364140, Om007G307080	XP_018464975.1, XP_018482896.1
OG0016608	Om007G314640	XP_018460646.1
OG0016609	Om006G261090	XP_018438212.1
OG0016610	Om004G145050	XP_018437588.1
OG0016611	Om006G248000	XP_018471836.1
OG0016612	Om006G246140	XP_018472005.1
OG0016613	Om006G239400	XP_018439016.1, XP_018439019.1
OG0016617	Om004G151780	XP_018488437.1
OG0016622	Om004G131080	XP_018464162.1, XP_018465481.1
OG0016627	Om004G154820	XP_018435142.1
OG0016630	Om006G264070	XP_018488786.1, XP_018488784.1, XP_018439620.1
OG0016631	Om006G259300	XP_018437374.1
OG0016632	Om006G259240	XP_018433458.1
OG0016635	Om008G354890	XP_018456427.1
OG0016641	Om005G182600	XP_018464318.1, XP_018479112.1
OG0016642	Om001G022920	XP_018480959.1, XP_018480867.1
OG0016645	Om003G103170	XP_018450202.1
OG0016648	Om002G082530	XP_018487742.1, XP_018487740.1, XP_018487741.1, XP_018487827.1, XP_018443664.1, XP_018461053.1, XP_018461371.1
OG0016650	Om008G341330	XP_018466553.1, XP_018459193.1, XP_018436150.1
OG0016657	Om001G022240	XP_018477482.1
OG0016659	Om001G022690	XP_018433570.1, XP_018472438.1
OG0016660	Om001G022710	XP_018477965.1
OG0016661	Om001G022780	XP_018471171.1
OG0016662	Om001G023400	XP_018467914.1
OG0016663	Om001G023850	XP_018480775.1
OG0016664	Om001G024020	XP_018471339.1
OG0016665	Om001G024960	XP_018472273.1
OG0016666	Om001G025370	XP_018467803.1, XP_018469639.1
OG0016667	Om001G025460	XP_018468300.1
OG0016668	Om001G025480	XP_018482901.1
OG0016669	Om001G027620	XP_018480718.1
OG0016670	Om001G027720	XP_018470669.1
OG0016671	Om001G028510	XP_018483922.1
OG0016672	Om001G029360	XP_018463223.1
OG0016673	Om001G029830	XP_018456634.1
OG0016675	Om001G030880	XP_018453778.1
OG0016676	Om001G030970	XP_018468019.1
OG0016677	Om001G031030	XP_018463272.1
OG0016679	Om001G032330	XP_018480082.1, XP_018470648.1
OG0016680	Om002G059880	XP_018435398.1
OG0016681	Om001G033270	XP_018468318.1
OG0016682	Om007G291860	XP_018449289.1
OG0016683	Om007G292160	XP_018486594.1
OG0016684	Om007G292240	XP_018459277.1
OG0016685	Om007G292260	XP_018481289.1
OG0016687	Om007G276940	XP_018466444.1
OG0016688	Om007G291080	XP_018447388.1
OG0016689	Om005G196890	XP_018454898.1
OG0016690	Om005G216400	XP_018478646.1
OG0016692	Om005G216950	XP_018457240.1
OG0016693	Om011G365870, Om005G218240	XP_018451968.1
OG0016694	Om005G218720	XP_018435151.1
OG0016696	Om005G219270	XP_018463360.1, XP_018454289.1
OG0016697	Om005G219520	XP_018454295.1
OG0016699	Om005G220700	XP_018452086.1
OG0016700	Om005G220730	XP_018452084.1
OG0016701	Om005G220860	XP_018439918.1
OG0016702	Om005G221610	XP_018438082.1, XP_018441112.1
OG0016703	Om005G222070	XP_018438441.1
OG0016704	Om005G224070	XP_018458628.1
OG0016706	Om006G274990	XP_018437737.1
OG0016708	Om006G274550	XP_018483487.1, XP_018437406.1
OG0016709	Om006G274140	XP_018483804.1
OG0016710	Om006G274130	XP_018483805.1
OG0016712	Om006G273460	XP_018433447.1
OG0016713	Om006G272940	XP_018456431.1
OG0016715	Om006G272380	XP_018481913.1
OG0016716	Om006G272170	XP_018483054.1
OG0016717	Om006G271030	XP_018483722.1
OG0016718	Om006G269670	XP_018480523.1
OG0016719	Om006G269850	XP_018481776.1
OG0016720	Om006G270480	XP_018478594.1
OG0016721	Om006G269340	XP_018479362.1
OG0016722	Om002G073110	XP_018434794.1, XP_018491209.1
OG0016725	Om005G212920	XP_018467379.1
OG0016726	Om005G213110	XP_018443016.1
OG0016727	Om005G213320	XP_018445076.1
OG0016728	Om005G213550	XP_018459505.1, XP_018445036.1
OG0016729	Om005G213740	XP_018445975.1
OG0016730	Om005G214420	XP_018485600.1
OG0016731	Om005G214960	XP_018451104.1
OG0016733	Om005G215270	XP_018458456.1
OG0016734	Om005G215440	XP_018446177.1
OG0016735	Om005G215580	XP_018489140.1, XP_018445650.1
OG0016736	Om005G215750	XP_018490229.1
OG0016737	Om005G218140, Om011G365300	XP_018456312.1
OG0016738	Om005G215830	XP_018492714.1
OG0016740	Om005G228880	XP_018452926.1
OG0016741	Om005G228510	XP_018456908.1
OG0016742	Om005G225330	XP_018457635.1
OG0016743	Om005G225140	XP_018453237.1
OG0016744	Om005G224610	XP_018468476.1
OG0016745	Om005G224500	XP_018450608.1
OG0016746	Om005G224530	XP_018457577.1
OG0016747	Om002G056260	XP_018488290.1
OG0016748	Om001G017030	XP_018447434.1
OG0016749	Om002G065310	XP_018469792.1
OG0016752	Om008G329250	XP_018476349.1
OG0016753	Om002G051630	XP_018489478.1
OG0016754	Om002G052150	XP_018489850.1
OG0016755	Om002G052260	XP_018466120.1, XP_018440537.1
OG0016756	Om002G052440	XP_018492206.1
OG0016758	Om004G174450	XP_018450082.1
OG0016759	Om002G052860	XP_018485504.1
OG0016760	Om002G053230	XP_018491370.1
OG0016761	Om002G053710	XP_018488908.1
OG0016762	Om002G054290	XP_018489348.1
OG0016763	Om004G166190	XP_018439432.1
OG0016764	Om002G054890	XP_018485437.1
OG0016765	Om002G079390	XP_018490469.1
OG0016766	Om006G233640	XP_018456384.1
OG0016767	Om003G107120	XP_018474401.1
OG0016769	Om003G101060	XP_018474735.1
OG0016770	Om003G111390	XP_018476577.1
OG0016772	Om003G111480	XP_018472881.1
OG0016774	Om003G112920	XP_018457036.1
OG0016775	Om003G112940	XP_018465003.1
OG0016776	Om003G113000	XP_018457883.1
OG0016778	Om003G113280	XP_018456926.1
OG0016779	Om003G113370	XP_018457888.1
OG0016780	Om006G252220	XP_018468452.1
OG0016781	Om001G030170	XP_018472379.1
OG0016782	Om004G152650, Om003G114350	XP_018449697.1
OG0016783	Om003G115060	XP_018452785.1
OG0016784	Om003G117050	XP_018456106.1
OG0016785	Om003G117990	XP_018452115.1
OG0016786	Om003G118630	XP_018474763.1
OG0016787	Om006G250400	XP_018456812.1
OG0016788	Om006G250100	XP_018473494.1
OG0016790	Om006G249350	XP_018472610.1
OG0016791	Om006G249260	XP_018472956.1
OG0016792	Om006G248340	XP_018456354.1
OG0016793	Om004G162320	XP_018446710.1, XP_018446702.1
OG0016794	Om004G163520	XP_018472147.1
OG0016795	Om004G163760	XP_018446775.1
OG0016796	Om004G164030	XP_018442760.1
OG0016797	Om004G164270	XP_018446918.1
OG0016798	Om004G164560	XP_018443947.1
OG0016799	Om004G164660	XP_018453158.1
OG0016800	Om004G164740	XP_018470770.1
OG0016801	Om004G165010	XP_018476883.1
OG0016802	Om004G165420	XP_018452567.1
OG0016803	Om004G165670	XP_018442587.1
OG0016804	Om004G165680	XP_018471557.1
OG0016805	Om004G165990	XP_018443924.1, XP_018443920.1
OG0016806	Om004G166170	XP_018443073.1
OG0016807	Om004G166830	XP_018446093.1
OG0016808	Om004G166960	XP_018445458.1
OG0016809	Om004G167050	XP_018471848.1
OG0016810	Om004G167090	XP_018445864.1
OG0016811	Om004G167100	XP_018445865.1
OG0016813	Om004G167990	XP_018475137.1
OG0016814	Om004G168050	XP_018442831.1
OG0016815	Om004G168090	XP_018442906.1
OG0016816	Om004G168940	XP_018442995.1
OG0016817	Om001G001500	XP_018470339.1
OG0016818	Om001G001770	XP_018479209.1
OG0016819	Om001G001980	XP_018469736.1
OG0016820	Om001G002650	XP_018467684.1
OG0016821	Om001G003250	XP_018447036.1
OG0016822	Om001G003730	XP_018472177.1
OG0016824	Om001G004590, Om001G004580	XP_018455984.1
OG0016825	Om001G005560	XP_018469617.1
OG0016826	Om001G005580	XP_018469280.1
OG0016827	Om001G005910	XP_018467965.1
OG0016828	Om001G006060	XP_018471795.1
OG0016829	Om001G006660	XP_018471314.1
OG0016830	Om001G006960	XP_018471732.1
OG0016831	Om001G007400	XP_018468801.1
OG0016832	Om001G007800	XP_018478775.1
OG0016833	Om001G008110	XP_018471985.1
OG0016834	Om001G008940	XP_018471883.1
OG0016835	Om001G012350	XP_018440167.1
OG0016836	Om001G012930	XP_018462260.1
OG0016837	Om001G013090	XP_018468164.1
OG0016838	Om001G013490	XP_018458442.1
OG0016839	Om001G013530	XP_018447165.1
OG0016841	Om003G092720	XP_018455208.1
OG0016842	Om001G015030	XP_018483816.1
OG0016843	Om001G016590	XP_018451916.1
OG0016844	Om001G016700	XP_018433928.1
OG0016845	Om006G248320	XP_018469762.1
OG0016846	Om007G287130	XP_018486471.1
OG0016847	Om007G287230	XP_018440470.1
OG0016848	Om007G287280	XP_018432798.1
OG0016849	Om007G287300	XP_018449240.1
OG0016850	Om007G287370	XP_018483726.1
OG0016851	Om007G287380	XP_018447792.1
OG0016852	Om007G287550	XP_018451809.1
OG0016853	Om007G288180	XP_018440801.1
OG0016854	Om007G287920	XP_018447071.1
OG0016855	Om007G288670	XP_018440391.1
OG0016856	Om007G288680	XP_018442981.1
OG0016858	Om007G289160	XP_018458678.1
OG0016859	Om007G289930	XP_018489754.1
OG0016860	Om007G290130	XP_018465561.1
OG0016861	Om001G023110	XP_018436664.1
OG0016863	Om007G290220	XP_018449442.1
OG0016864	Om007G290260	XP_018439233.1
OG0016865	Om007G290810	XP_018450027.1, XP_018485893.1
OG0016866	Om007G291120	XP_018443251.1
OG0016867	Om007G291260	XP_018493405.1
OG0016868	Om007G291390	XP_018433406.1
OG0016869	Om001G034820	XP_018484244.1
OG0016871	Om001G035400	XP_018471728.1
OG0016872	Om001G035970	XP_018468185.1
OG0016873	Om001G036740	XP_018471400.1
OG0016874	Om001G037050	XP_018472352.1, XP_018472342.1
OG0016878	Om001G039520	XP_018468117.1
OG0016879	Om001G039800	XP_018470010.1
OG0016880	Om001G039900	XP_018468379.1
OG0016881	Om001G040070	XP_018468032.1
OG0016882	Om001G040200	XP_018471021.1
OG0016883	Om001G040760	XP_018451328.1
OG0016884	Om001G040960	XP_018450272.1
OG0016885	Om001G041240	XP_018480220.1
OG0016886	Om001G041350	XP_018469239.1
OG0016887	Om001G041580	XP_018480211.1
OG0016888	Om001G041610	XP_018480213.1
OG0016889	Om001G041770	XP_018450777.1
OG0016890	Om001G041860	XP_018445582.1
OG0016891	Om001G041890	XP_018470405.1
OG0016892	Om002G085090	XP_018450445.1
OG0016893	Om008G341500	XP_018447189.1
OG0016895	Om007G314180	XP_018478370.1
OG0016896	Om007G314160	XP_018481178.1
OG0016897	Om004G132060	XP_018459121.1, XP_018459118.1
OG0016899	Om007G315480	XP_018466263.1
OG0016900	Om007G316120	XP_018460200.1, XP_018444956.1
OG0016901	Om007G316190	XP_018478582.1
OG0016902	Om008G339420	XP_018484196.1, XP_018466070.1
OG0016903	Om005G188670	XP_018441203.1
OG0016904	Om002G042510	XP_018465729.1
OG0016906	Om007G292540	XP_018472272.1
OG0016907	Om008G347920	XP_018475060.1, XP_018474810.1
OG0016908	Om008G345310	XP_018446868.1
OG0016909	Om006G266110	XP_018489167.1
OG0016911	Om008G340780	XP_018482769.1, XP_018482768.1
OG0016912	Om008G340940	XP_018476657.1
OG0016914	Om008G341270	XP_018435796.1, XP_018482501.1
OG0016915	Om008G341960	XP_018452190.1
OG0016916	Om008G342920	XP_018434412.1
OG0016919	Om008G346440	XP_018475550.1
OG0016920	Om008G350550	XP_018452453.1
OG0016921	Om008G351540	XP_018445190.1
OG0016922	Om008G353170	XP_018458658.1
OG0016923	Om008G353610	XP_018457686.1
OG0016924	Om008G353680	XP_018475397.1
OG0016925	Om008G354680	XP_018455213.1
OG0016926	Om008G355170	XP_018455666.1, XP_018465586.1
OG0016927	Om008G355460	XP_018457766.1
OG0016928	Om005G186320	XP_018481582.1
OG0016929	Om008G356210	XP_018477584.1
OG0016930	Om008G358590	XP_018455420.1
OG0016931	Om002G059260	XP_018433498.1
OG0016932	Om003G106020	XP_018466527.1, XP_018447127.1
OG0016933	Om004G175230	XP_018446976.1
OG0016934	Om008G362770	XP_018439541.1
OG0016935	Om008G362230	XP_018477473.1
OG0016936	Om005G212740	XP_018439861.1
OG0016937	Om003G106160	XP_018458690.1
OG0016938	Om003G100280	XP_018439043.1
OG0016939	Om005G190830	XP_018449558.1
OG0016940	Om003G106060	XP_018447892.1
OG0016941	Om002G075920	XP_018491519.1
OG0016942	Om002G075960	XP_018485732.1
OG0016943	Om003G106110	XP_018486061.1
OG0016944	Om002G077330	XP_018487737.1
OG0016945	Om003G106760	XP_018458124.1
OG0016946	Om003G105900	XP_018465280.1, XP_018448627.1
OG0016947	Om003G104740	XP_018447948.1
OG0016948	Om003G104410	XP_018484279.1
OG0016949	Om003G103960	XP_018484843.1
OG0016950	Om003G103780	XP_018477133.1, XP_018477135.1
OG0016951	Om003G103470	XP_018442416.1
OG0016952	Om003G103350	XP_018472803.1
OG0016953	Om003G102270	XP_018443179.1
OG0016954	Om003G102240	XP_018470165.1
OG0016955	Om003G102220	XP_018470166.1
OG0016956	Om003G102150	XP_018466474.1
OG0016957	Om003G101920	XP_018468483.1
OG0016958	Om003G101520	XP_018449561.1
OG0016959	Om007G316220	XP_018478274.1
OG0016960	Om007G316250	XP_018481880.1
OG0016961	Om006G229080	XP_018456589.1
OG0016962	Om007G317010	XP_018478540.1
OG0016963	Om007G317320	XP_018478405.1
OG0016964	Om007G318340	XP_018464599.1
OG0016965	Om007G318300	XP_018480540.1
OG0016966	Om007G318260	XP_018478140.1
OG0016967	Om007G318230	XP_018444289.1
OG0016968	Om001G023340	XP_018458814.1, XP_018443717.1
OG0016969	Om007G318380	XP_018466341.1, XP_018442233.1
OG0016970	Om006G242150	XP_018444888.1
OG0016971	Om008G318650	XP_018470332.1
OG0016972	Om008G318690	XP_018439185.1
OG0016973	Om006G239980	XP_018455993.1
OG0016974	Om008G319280	XP_018482551.1
OG0016975	Om008G319480	XP_018484032.1
OG0016976	Om008G320190	XP_018438794.1
OG0016977	Om008G320260	XP_018463344.1, XP_018475622.1
OG0016978	Om008G320650	XP_018437889.1
OG0016979	Om008G321120	XP_018436463.1, XP_018436462.1
OG0016980	Om008G322120	XP_018478603.1
OG0016981	Om008G322730	XP_018481084.1
OG0016983	Om008G323990	XP_018461827.1, XP_018440874.1
OG0016984	Om008G324120	XP_018439885.1
OG0016985	Om008G324300	XP_018476319.1
OG0016986	Om003G123690	XP_018486845.1
OG0016987	Om008G325350	XP_018476980.1
OG0016988	Om008G325560	XP_018476061.1
OG0016989	Om008G326080	XP_018438524.1
OG0016990	Om008G327660	XP_018484282.1, XP_018484283.1
OG0016991	Om008G327850	XP_018478580.1, XP_018478597.1
OG0016992	Om008G327980	XP_018439305.1
OG0016993	Om004G177050	XP_018453351.1
OG0016994	Om004G177040	XP_018474429.1
OG0016995	Om004G176960	XP_018474428.1
OG0016996	Om004G176780	XP_018472192.1
OG0016997	Om004G176740	XP_018472190.1
OG0016998	Om004G176710	XP_018470944.1
OG0016999	Om004G176680	XP_018455747.1
OG0017000	Om004G176410	XP_018458248.1
OG0017001	Om004G176380	XP_018446449.1
OG0017002	Om004G176080	XP_018474711.1
OG0017003	Om004G175870	XP_018469822.1
OG0017004	Om004G175910	XP_018446880.1
OG0017005	Om004G175730	XP_018443124.1
OG0017006	Om004G175240	XP_018456405.1
OG0017007	Om004G174330	XP_018444159.1
OG0017008	Om004G173390	XP_018442286.1, XP_018442287.1
OG0017009	Om006G241170	XP_018444567.1
OG0017010	Om006G241930	XP_018444983.1
OG0017011	Om006G242070	XP_018476185.1
OG0017012	Om006G242010	XP_018443860.1, XP_018443387.1
OG0017013	Om006G242760	XP_018476931.1
OG0017014	Om006G242920	XP_018446277.1
OG0017015	Om006G243740	XP_018474499.1
OG0017016	Om006G244130	XP_018446346.1, XP_018464968.1
OG0017017	Om006G244270	XP_018471326.1
OG0017018	Om006G245550	XP_018452030.1
OG0017019	Om006G246030	XP_018469493.1
OG0017020	Om006G234630	XP_018466011.1, XP_018457672.1
OG0017021	Om006G234010	XP_018457899.1
OG0017022	Om006G233850	XP_018485814.1
OG0017023	Om006G233540	XP_018488484.1
OG0017024	Om006G233440	XP_018456385.1
OG0017025	Om006G232550	XP_018491641.1
OG0017026	Om006G232370	XP_018432772.1
OG0017027	Om006G232290	XP_018432837.1
OG0017028	Om006G232130	XP_018438471.1
OG0017029	Om006G232120	XP_018490878.1
