Orthogroup	Odontarrhena_muralis	Brassica_napus
OG0012419	Om004G170110	XP_022549415.2, XP_013670847.1
OG0012420	Om004G170120	XP_013715517.2, XP_048623180.1
OG0012421	Om001G039790	XP_022562098.1, XP_013644262.3
OG0012422	Om004G161370	XP_022554587.1, XP_013728241.2, XP_022554342.1
OG0012423	Om004G170300	XP_048598524.1, XP_013684194.3
OG0012424	Om004G170340	XP_048607775.1, XP_013722475.1, XP_013723809.1
OG0012425	Om004G170490	XP_048598534.1, XP_013684181.2
OG0012426	Om004G171500	XP_048598557.1, XP_013741480.1
OG0012427	Om006G249940	XP_013685083.1, XP_022569089.1
OG0012428	Om004G172470	XP_013715398.1, XP_022554240.1, XP_048624349.1
OG0012429	Om004G172490	XP_013729412.3, XP_048598575.1
OG0012431	Om006G240620	XP_013644014.1, XP_013643775.2
OG0012432	Om006G239990	XP_048591082.1, XP_048629457.1, XP_013707182.1
OG0012433	Om006G238800	XP_013643442.2, XP_013707865.2
OG0012434	Om006G238740	XP_013647150.2, XP_013710478.2
OG0012435	Om006G238640	XP_013643457.2, XP_013732894.1
OG0012436	Om006G238110	XP_022561983.2, XP_048591013.1
OG0012437	Om006G237920	XP_013741210.1, XP_013736877.1, XP_013643511.1
OG0012438	Om006G237710	XP_048632647.1, XP_013736883.1
OG0012439	Om006G237700	XP_013678209.2, XP_013721887.2
OG0012440	Om006G237670	XP_048604349.1, XP_048602647.1
OG0012441	Om006G237430	XP_013730938.1, XP_013672918.1
OG0012442	Om006G237150	XP_013736963.1, XP_013706333.2
OG0012443	Om006G236620	XP_048632672.1, XP_048617996.1, XP_013674494.2, XP_013649110.2
OG0012444	Om006G236120	XP_048627447.1, XP_048607591.1, XP_013718250.2, XP_013642805.1
OG0012445	Om006G235400	XP_048607557.1, XP_013733721.2
OG0012446	Om006G235360	XP_013733739.1, XP_013721033.1
OG0012447	Om006G235290	XP_013703824.2, XP_013661177.2
OG0012448	Om006G234850	XP_048637861.1, XP_013647030.1, XP_013721032.1
OG0012449	Om006G247360	XP_013727122.2, XP_013716676.2, XP_013737725.2
OG0012450	Om006G247430	XP_013716586.2, XP_048598936.1, XP_048624898.1
OG0012451	Om006G247890	XP_013683754.2, XP_013682916.2
OG0012452	Om006G247940	XP_013732039.1, XP_013682436.1
OG0012453	Om006G258210	XP_013698186.1, XP_013701719.2
OG0012454	Om006G258340, Om006G258320, Om004G146830	XP_048613843.1, XP_013710917.2
OG0012455	Om006G258390	XP_013677890.1
OG0012456	Om006G258770	XP_013730622.1, XP_013642684.1
OG0012457	Om006G258910	XP_013717886.1, XP_013646936.1, XP_048596971.1
OG0012459	Om002G061080	XP_022554911.1, XP_048602253.1, XP_048632623.1
OG0012460	Om006G260430	XP_022564660.2, XP_013713976.1, XP_013646862.2
OG0012461	Om006G261080	XP_013646870.1, XP_013732705.1
OG0012462	Om006G261210	XP_013745287.2
OG0012463	Om006G261310	XP_013683203.2
OG0012464	Om006G261530	XP_048637357.1, XP_013706610.2
OG0012465	Om006G262400, Om005G214250	XP_048590831.1, XP_022567722.2
OG0012466	Om006G262760	XP_013725132.1, XP_013741173.1
OG0012467	Om003G115690	XP_022550090.1, XP_013642636.1, XP_013642667.1
OG0012468	Om006G264080	XP_022555550.2, XP_022575277.1
OG0012469	Om006G264650	NP_001302577.1, XP_013664332.1
OG0012470	Om006G264670	XP_013691539.1, XP_013664330.2
OG0012471	Om006G266580	XP_013647834.2, XP_048590728.1, XP_013642585.2
OG0012472	Om006G246730	XP_013729610.1, XP_022549049.2
OG0012473	Om006G267010	XP_013707367.1, XP_013642752.1
OG0012474	Om004G132280	XP_013642560.2, XP_013642562.2
OG0012475	Om006G267130	XP_013642555.2, XP_013711453.1, XP_048600551.1
OG0012476	Om006G267390	XP_013750034.1, XP_013701981.1, XP_013671968.2
OG0012478	Om004G147030	XP_022573568.1, XP_022550697.1
OG0012479	Om006G268960	XP_013692861.2, XP_013642709.1
OG0012480	Om006G268680	XP_013642741.1, XP_013714672.1
OG0012481	Om006G268580	XP_013672139.2, XP_013648863.1
OG0012482	Om005G227010	XP_013723377.1, XP_048607543.1
OG0012483	Om005G227560	XP_022543776.1
OG0012484	Om005G212080	XP_013706341.1, XP_013751899.1
OG0012485	Om005G212190	XP_013751850.1, XP_013698887.2
OG0012486	Om005G212390	XP_013751792.1, XP_013701830.2
OG0012488	Om004G154890, Om004G152240	XP_013711357.1, XP_013664087.2
OG0012489	Om005G211610	XP_013701156.2, XP_013652278.2
OG0012490	Om005G212580, Om003G108680	XP_013649214.2, XP_013702286.1
OG0012491	Om005G211710	XP_048591972.1, XP_048617078.1
OG0012492	Om005G210320	XP_022559724.1, XP_013651399.2, XP_013716681.2
OG0012494	Om005G210370	XP_013651403.1, XP_048610841.1, XP_013716657.2
OG0012495	Om005G209840	XP_013649353.2, XP_013702608.2
OG0012496	Om006G244770	XP_048592025.1, XP_013700661.2
OG0012497	Om005G209420	XP_013649870.2, XP_013649093.2, XP_013693125.1
OG0012498	Om005G209410	XP_013649370.2, XP_013702163.1
OG0012499	Om004G141890, Om004G141900	XP_048616015.1, XP_013648834.2
OG0012500	Om005G208110	XP_013649234.1, XP_013743709.1
OG0012501	Om005G207730	XP_048617262.1, XP_013714412.2
OG0012502	Om005G207490	XP_013701021.2, XP_013691231.1, XP_013649027.2
OG0012503	Om005G206790	XP_013649440.2, XP_013701855.1
OG0012504	Om005G206610	XP_013693180.2, XP_013648969.1
OG0012505	Om005G206000	XP_013674784.1, XP_013649502.1
OG0012506	Om004G133440	XP_013649982.1, XP_013650163.1
OG0012507	Om004G133970	XP_013695963.2, XP_013649998.1
OG0012508	Om004G134150	XP_013652478.1, XP_013720112.1
OG0012509	Om004G134550	XP_048614856.1, XP_013693770.2, XP_048602838.1
OG0012510	Om004G134560	XP_013686440.3, NP_001303207.1, XP_048591708.1
OG0012511	Om004G134770	XP_048603151.1, XP_048617482.1, XP_013696287.2
OG0012512	Om004G134950	XP_048592289.1, XP_022569912.2
OG0012513	Om002G073600, Om004G135020, Om004G134990	XP_013685377.2, XP_013692947.2
OG0012514	Om004G135250	XP_013670343.1, XP_013741488.1, XP_013652491.1
OG0012515	Om004G135620	XP_048617462.1, XP_013650102.2
OG0012516	Om004G135700	XP_013648734.2, XP_013648728.1
OG0012518	Om004G136500	XP_013717810.1, XP_013698606.1
OG0012519	Om004G136910	XP_013717809.1, XP_048592251.1, XP_013702536.1
OG0012520	Om004G137740	XP_048604839.1, XP_048613825.1, XP_013649920.1, XP_013702272.1
OG0012521	Om007G295740, Om004G137650	XP_013649928.1, XP_013699131.1
OG0012522	Om004G138930	XP_013648891.1
OG0012523	Om004G138570	XP_013649951.2, XP_013700638.2
OG0012524	Om004G138560	XP_013649953.2, XP_013700636.1
OG0012526	Om006G260570, Om004G140180	XP_048617370.1, XP_013649731.1
OG0012527	Om004G140340	XP_048591753.1, XP_048615983.1
OG0012528	Om004G140480	XP_048617362.1, XP_013649668.2
OG0012529	Om004G140800	XP_013702116.1, XP_013649656.1
OG0012530	Om004G141810	XP_048616011.1, XP_022559766.1, XP_048591768.1
OG0012531	Om004G142570	XP_013649552.1, XP_013701653.1
OG0012532	Om002G069050, Om004G142700	XP_013702967.1, XP_013649542.1
OG0012533	Om004G133020	XP_048617527.1, XP_048592346.1
OG0012534	Om004G132970	XP_048617528.1, XP_013650143.2
OG0012535	Om004G132700	XP_013650128.1, XP_048606200.1, XP_013685898.1
OG0012536	Om004G132200	XP_048592363.1, XP_048617556.1, XP_048626872.1
OG0012537	Om004G132190	XP_048626875.1, XP_048617558.1, XP_048592365.1
OG0012538	Om004G132070	XP_048629897.1, XP_048628024.1, XP_013676820.1
OG0012539	Om004G132020	XP_013652076.1, XP_022570948.1
OG0012540	Om004G131550	XP_048616292.1, XP_013701609.2, XP_013726963.1, XP_048617581.1, XP_013650286.2
OG0012541	Om004G131260	XP_048628922.1, XP_048611722.1, XP_013676852.2
OG0012542	Om004G131090	XP_013648586.2, XP_013702486.2
OG0012543	Om004G129920	XP_013680539.1, XP_013652058.1, XP_048592443.1
OG0012544	Om004G129760	XP_013711877.1, XP_013678628.1, XP_013648544.2
OG0012545	Om004G129710	XP_013683654.2, XP_013714868.2
OG0012546	Om004G129620	XP_013648541.1, XP_013678632.1
OG0012547	Om004G129500	XP_048624362.1, XP_013668289.2
OG0012548	Om004G129540	XP_013680447.1, XP_013648537.1
OG0012549	Om004G129560	XP_013648538.1, XP_013678637.1
OG0012550	Om002G056540	XP_048600611.1, XP_048615172.1, XP_013640078.1
OG0012551	Om002G057230	XP_022550981.1, XP_013673227.1
OG0012552	Om002G057330	XP_022550973.1, XP_013673229.2
OG0012553	Om003G091490	XP_013672989.1, XP_013740330.2
OG0012554	Om002G058910	XP_013686349.1, XP_013643967.2
OG0012555	Om002G059310	XP_013739425.2, XP_013689729.1
OG0012556	Om002G059450	XP_013706589.2, XP_013690303.1, XP_013680573.2, XP_013741013.1
OG0012557	Om002G059810	XP_013677244.1, XP_013719665.2, XP_048635804.1
OG0012558	Om002G060370	XP_013697073.1, XP_022575410.2
OG0012559	Om002G060390	XP_013697072.1, XP_048635780.1, XP_013701969.1
OG0012560	Om002G060450	XP_013701233.2, XP_048628003.1, XP_013696445.1
OG0012561	Om002G061450	XP_013682805.1, XP_048635758.1, XP_013701196.1
OG0012562	Om002G061740	XP_013736328.2, XP_013698889.1
OG0012563	Om002G062680	XP_048609084.1, XP_013736337.2
OG0012564	Om002G063250	XP_013692641.2, XP_022543498.1
OG0012565	Om002G063350	XP_013686477.1, XP_048594782.1
OG0012566	Om002G063540	XP_048631317.1, XP_013749552.2, XP_013697491.2
OG0012567	Om002G063580	XP_048635681.1, XP_013751636.3, XP_013693132.1
OG0012568	Om002G063600	XP_048609088.1, XP_048600858.1, XP_013681949.1
OG0012569	Om002G063930	XP_013714389.1, XP_013749573.2, XP_048635669.1
OG0012570	Om002G064320	XP_013749468.1, XP_048635651.1, XP_013719136.1
OG0012571	Om002G064330	XP_013719140.1, XP_048635652.1, XP_013749469.2
OG0012572	Om002G064350, Om002G064340	XP_013749466.2, XP_048631180.1, XP_013719135.2
OG0012573	Om002G064470	XP_048614418.1, XP_013749475.2
OG0012574	Om002G065190	XP_013749399.2, XP_048630787.1, XP_022559425.1
OG0012575	Om002G065330	XP_013730719.1, XP_013661888.3
OG0012576	Om002G065470	XP_022575323.1, XP_022561056.1
OG0012577	Om002G065560	XP_013662739.2, XP_022575218.1
OG0012578	Om002G065800	XP_048635594.1, XP_048615452.1
OG0012579	Om002G066110	XP_048635579.1, XP_048630725.1, XP_048631087.1, XP_048614610.1
OG0012580	Om002G066510	XP_048634890.1, XP_048630736.1, XP_048612941.1
OG0012581	Om002G066590	XP_048612830.1, XP_013749336.2, XP_022555912.2
OG0012582	Om002G066790	XP_048630735.1, XP_048634885.1, XP_013672860.1
OG0012583	Om002G067290	XP_013641091.2, XP_013648076.1
OG0012584	Om002G067530, Om002G067590	XP_048635332.1, XP_013721253.1, XP_013725011.1
OG0012585	Om002G067810	XP_048632483.1, XP_013684993.2
OG0012586	Om002G068190	XP_048627850.1, XP_048635289.1, XP_013652612.1, XP_048614864.1
OG0012587	Om002G068690	XP_013697929.1, XP_013749294.2, XP_048630333.1
OG0012588	Om003G096110	XP_013640767.2, XP_013731677.1
OG0012589	Om002G068920	XP_013697470.2, XP_048630313.1, XP_013749310.2
OG0012590	Om002G069680, Om002G069670	XP_013687325.1, XP_013743116.1
OG0012591	Om003G102140	XP_013655695.1, XP_013731786.1, XP_013668452.1
OG0012592	Om002G071360	XP_048592986.1, XP_013751404.2
OG0012593	Om002G071650	XP_022562835.1
OG0012594	Om002G071790	XP_013717753.1, XP_022544391.1, XP_048592920.1
OG0012595	Om002G072520	XP_013653040.1, XP_013750548.1
OG0012596	Om002G072810	XP_013653023.1, XP_013677188.1
OG0012597	Om002G072870	XP_048626422.1, XP_013685435.2, XP_013708428.1
OG0012598	Om002G072990	XP_048592510.1, XP_013702089.1
OG0012599	Om002G073030	XP_048592507.1, XP_013698913.2
OG0012600	Om005G186790	XP_013708139.2, XP_013641051.2
OG0012601	Om002G073130	XP_048592500.1, XP_048619475.1, XP_013730369.1
OG0012602	Om002G073400	XP_013673813.1, XP_013752043.1
OG0012603	Om002G079280	XP_013720083.1, XP_013640559.1, XP_013683336.1
OG0012604	Om002G074400	NP_001302690.1, XP_013657045.1
OG0012605	Om002G075520	XP_013657078.1, XP_048607056.1
OG0012606	Om002G075400	XP_013726567.1, XP_013662969.1
OG0012607	Om002G076120	XP_013657088.2, XP_022566835.1
OG0012608	Om004G137970	XP_013736738.2, XP_013685107.1
OG0012609	Om002G072200, Om002G085340, Om002G085360	XP_022552866.1, XP_013652868.1
OG0012610	Om002G077750	XP_048632583.1, XP_013714475.1
OG0012611	Om005G222920	XP_013652888.2, XP_013701809.1
OG0012612	Om002G077510	XP_013700884.1, XP_013679858.2, XP_013736749.2
OG0012613	Om002G077470	XP_048632578.1, XP_013722947.1
OG0012614	Om002G077850	XP_013688479.2, XP_013661364.2
OG0012615	Om002G079520	XP_022547405.1, XP_048595543.1, XP_013705042.1
OG0012616	Om002G079530	NP_001302974.1, XP_013736717.2
OG0012617	Om002G080820	XP_013705220.1, XP_013729253.1
OG0012618	Om002G080380	XP_048595553.1, XP_048623881.1
OG0012619	Om002G081310	XP_013703338.1, XP_048629404.1, XP_048593190.1
OG0012620	Om002G082050	XP_013742661.1, XP_048593206.1
OG0012621	Om002G082060	XP_022572376.2, XP_022551863.2
OG0012622	Om002G082140	XP_013746571.2, XP_013690906.1, XP_013746570.1
OG0012623	Om002G082570	XP_013655838.1, XP_013641982.1
OG0012624	Om002G082870	XP_013690512.2, XP_013719438.2
OG0012625	Om002G082940	XP_013655850.2, XP_013646739.1
OG0012626	Om008G333950	XP_048631673.1, XP_013732528.1
OG0012627	Om002G083050	XP_013724880.2, XP_013690405.2
OG0012628	Om002G083830	XP_013643528.2, XP_013677473.1
OG0012629	Om002G084130	XP_013697369.1, XP_013661433.2
OG0012630	Om002G084140	XP_013685189.2, XP_013744348.2
OG0012631	Om002G084310	XP_013749095.2, XP_013733272.2
OG0012632	Om002G084830	XP_013749075.2, XP_022544323.2
OG0012633	Om002G084930	XP_013661476.1, XP_022564761.1
OG0012634	Om002G085010	XP_013652979.2, XP_022548119.2
OG0012635	Om002G085770	XP_048624951.1, XP_013652956.2
OG0012636	Om002G085540	XP_048624828.1, XP_013652865.1, XP_022570399.1
OG0012637	Om002G086580	XP_013691617.2, XP_048593151.1
OG0012638	Om002G086820	XP_013652748.2, XP_022544302.2
OG0012639	Om002G087030	XP_013695242.1, XP_013651673.1
OG0012640	Om002G087300	XP_013670898.1, XP_013744437.1
OG0012641	Om002G087670	XP_013744422.1, XP_013742384.2
OG0012642	Om002G087920	XP_048619671.1
OG0012643	Om002G088270, Om005G215300	XP_013652688.1, XP_013675967.1
OG0012644	Om002G088570	XP_048593066.1, XP_048619752.1
OG0012645	Om007G295330	XP_048606208.1, XP_013725275.2, XP_013652339.2
OG0012646	Om003G089530	XP_048594469.1, XP_013725268.2
OG0012647	Om003G089830	XP_048629844.1, XP_013709021.2, XP_013702460.1
OG0012648	Om003G089840	XP_048637670.1
OG0012649	Om003G090440	XP_048626745.1, XP_048607440.1, XP_013655393.2
OG0012650	Om006G264360, Om003G091880	XP_013672976.1, XP_013655444.2
OG0012651	Om003G092410	XP_013640432.2, XP_013640619.1
OG0012652	Om003G092780	XP_013640617.1, XP_013748864.1
OG0012654	Om003G093500	XP_048629829.1, XP_048636941.1, XP_048628199.1, XP_013703428.2
OG0012655	Om003G093870	XP_013702010.2, XP_048616436.1
OG0012656	Om003G094000	XP_022543845.1, XP_013699455.2
OG0012657	Om003G094600	XP_013645016.1, XP_013700394.2
OG0012659	Om003G095510	XP_013640743.2, XP_013717048.1
OG0012660	Om003G095530	XP_013640734.2, XP_022566020.2, XP_013655540.1, XP_013723670.1
OG0012661	Om003G095710	XP_013655553.1, XP_013723679.2
OG0012662	Om003G096300, Om003G096340	XP_022576047.1, XP_048636970.1
OG0012663	Om003G096210	XP_022559198.1, XP_048635516.1, XP_013727172.2
OG0012664	Om003G096610	XP_048616361.1, XP_048637777.1
OG0012665	Om003G096740	XP_022561049.1, XP_048637784.1
OG0012666	Om003G096760	XP_022560315.2, XP_048616357.1
OG0012667	Om003G097070	XP_048637799.1, XP_013702713.1
OG0012668	Om003G097650, Om009G363170	XP_013735849.1, XP_013681071.1
OG0012669	Om003G097720	XP_013740904.2, XP_022553549.2
OG0012671	Om003G098240	NP_001302847.1, XP_048635542.1, XP_048615064.1
OG0012672	Om003G096190, Om005G192100	XP_013723625.3, XP_013693126.1
OG0012673	Om003G099060	XP_048636322.1, XP_048635555.1, XP_013727322.2
OG0012674	Om003G098930	XP_013655570.2, XP_013719988.1
OG0012675	Om003G099010	XP_013677495.2, XP_048637953.1
OG0012676	Om003G099410	XP_013655457.2, XP_022560522.2
OG0012677	Om003G091020	XP_013702387.1, XP_048637972.1
OG0012678	Om003G099700	XP_013655610.2, XP_048620475.1
OG0012679	Om003G099710	XP_013641193.2, XP_013649070.2
OG0012680	Om003G100220	XP_013738169.1, XP_013706179.2
OG0012681	Om003G100300	XP_013671737.1, XP_022550604.1
OG0012682	Om003G100490	XP_013746663.3, XP_013746665.1, XP_013715187.1
OG0012683	Om003G100760	XP_013742930.2, XP_013715227.2
OG0012684	Om003G100660	XP_048602128.1, XP_013744021.3
OG0012685	Om003G100850	XP_013742922.1, XP_013715182.3
OG0012686	Om008G339450	XP_048636611.1, XP_048629217.1, XP_013738479.2
OG0012688	Om008G340120	XP_048634421.1, XP_048610961.1
OG0012689	Om006G256610	XP_022573725.1, XP_013686705.1
OG0012690	Om006G256600	XP_013698956.2, XP_013663173.2
OG0012691	Om006G256450	XP_013663158.1, XP_013698845.2
OG0012692	Om006G256150	XP_013686684.1, XP_013742738.2
OG0012693	Om006G256030	XP_013686678.1, XP_013742116.1
OG0012694	Om006G255870	XP_013663140.1, XP_022546808.2
OG0012695	Om006G255790	XP_013663133.1, XP_013663269.2
OG0012696	Om006G255520	XP_013663122.2, XP_013663256.2
OG0012697	Om006G255240	XP_013681134.1, XP_013663241.1, XP_013663102.2
OG0012698	Om006G254780	XP_022546564.2, XP_013730232.1
OG0012699	Om006G254610	XP_013659193.1, XP_013675398.1
OG0012700	Om006G239470	XP_013643702.2, XP_013676150.1
OG0012701	Om006G254080	XP_013675845.2, XP_013742568.1
OG0012702	Om006G253770	XP_013664131.2, XP_013742557.1
OG0012703	Om006G256960	XP_013745635.2, XP_048618603.1, XP_013741283.2
OG0012704	Om006G253590	XP_013742478.2, XP_013727619.1
OG0012705	Om006G253240	XP_048610849.1, XP_013712262.1, XP_013712638.2
OG0012706	Om006G252720	XP_013698824.1, XP_013708080.1
OG0012707	Om006G252570	XP_013736862.1, XP_013708568.1
OG0012708	Om006G251970, Om006G237140	XP_022569669.2, XP_013710397.2
OG0012709	Om006G251820, Om007G279820	XP_013655897.1, XP_013712075.2
OG0012710	Om006G251700	XP_013655901.2, XP_013708692.2
OG0012712	Om006G251460	XP_013655918.1, XP_048597128.1
OG0012713	Om006G250530	XP_013663287.2, XP_013663432.2
OG0012714	Om006G250510	XP_013663428.2, XP_013663288.2
OG0012715	Om003G119480	XP_013663409.2, XP_013663306.2
OG0012716	Om003G119490	XP_013742195.1, XP_013663308.2, XP_013663413.2
OG0012717	Om003G119510	XP_013663311.2, XP_013663406.2
OG0012718	Om003G119790	XP_048620687.1, XP_013663386.2
OG0012719	Om003G119800	XP_048596494.1, XP_048620686.1
OG0012720	Om003G105850	XP_013748496.1, XP_013642142.2
OG0012721	Om003G120230	XP_013743022.2
OG0012722	Om003G120310	XP_013707932.2, XP_048597170.1
OG0012723	Om003G120330	XP_013663338.2, XP_013708118.1
OG0012724	Om003G120410	XP_013742170.1, XP_048597173.1, XP_048620703.1
OG0012725	Om003G121170	XP_013728410.1, XP_048593027.1
OG0012726	Om003G122330	XP_048634289.1, XP_013728886.2
OG0012728	Om008G326270	XP_013657031.1, XP_013673092.1
OG0012729	Om003G123080	XP_022564012.1, XP_022546922.2
OG0012730	Om003G123100	XP_013663691.1, XP_022546923.2
OG0012731	Om003G123950, Om003G123960	XP_013659998.2, XP_048597247.1
OG0012732	Om003G124110	XP_013648288.2, XP_013701847.2
OG0012733	Om003G125420, Om003G125440	XP_013647824.1, XP_013710011.1
OG0012734	Om003G125460	XP_048591629.1, XP_013710292.1, XP_013710251.2
OG0012735	Om003G125910	XP_013699254.2
OG0012736	Om003G127680	XP_013712566.2, XP_022564652.1
OG0012737	Om003G127970	XP_013749449.1
OG0012738	Om003G128130	XP_048597336.1, XP_013749441.1
OG0012739	Om003G128520	XP_013716674.2, XP_013746305.1, XP_013670036.2
OG0012740	Om003G128990	XP_013741836.2, XP_022556533.1
OG0012741	Om003G129080	XP_048620914.1, XP_048597364.1
OG0012742	Om003G101350	XP_022569293.2, XP_048606471.1, XP_048593513.1
OG0012743	Om004G150730	XP_013744050.2, XP_013697257.2
OG0012744	Om003G097890	XP_048637929.1, XP_048617638.1
OG0012746	Om006G253580	XP_013727621.1
OG0012748	Om006G251360, Om006G251400, Om008G353390, Om004G163980	XP_048600248.1, XP_013728698.1, XP_013743196.1, XP_048633229.1, XP_048601730.1, XP_048590738.1, XP_048601737.1, XP_013731842.1
OG0012750	Om003G125110	XP_013703006.1, XP_048591523.1, XP_013703004.1, XP_048591627.1, XP_048634268.1, XP_048609617.1
OG0012751	Om005G179580, Om005G190770	XP_013694088.1, XP_013719197.1
OG0012752	Om008G358720	XP_013661864.2, XP_013703677.1, XP_022543754.2
OG0012753	Om008G354970	XP_013664002.2, XP_013709889.1
OG0012755	Om008G328210	XP_013734482.2, XP_048608621.1, XP_013727335.2, XP_013727340.1
OG0012756	Om004G132690	XP_048607438.1
OG0012757	Om004G134860	XP_048592298.1, XP_048617483.1
OG0012758	Om004G138610	XP_013648880.2, XP_013680610.2
OG0012759	Om001G023090	XP_013697490.2, XP_022559009.2
OG0012760	Om001G023240	XP_013668623.1, XP_013668621.1, XP_048599553.1, XP_013651279.2
OG0012762	Om001G027700	XP_013704805.1, XP_013640703.2, XP_048608300.1
OG0012763	Om006G231130, Om006G231110	XP_013657919.2
OG0012764	Om001G038590	XP_048607486.1, XP_013655010.2, XP_048633087.1, XP_022562957.2
OG0012765	Om005G181770	XP_013666491.2, XP_013695092.1
OG0012766	Om005G183890	XP_013716289.1, XP_013723219.2, XP_013696408.1
OG0012767	Om005G186120	XP_013729506.1, XP_048594248.1, XP_013709919.2, XP_013646466.2
OG0012768	Om005G204380	XP_048618699.1, XP_013728288.1, XP_048594011.1
OG0012771	Om004G158160	XP_048625472.1, XP_022571036.1
OG0012772	Om005G227180	XP_013687398.2, XP_013691474.1, XP_013747692.1
OG0012773	Om005G227860	XP_013659310.1, XP_013675107.1
OG0012774	Om002G086020	XP_022561804.2, XP_048595605.1, XP_013681407.1, XP_022546588.2
OG0012775	Om002G068780	XP_013674808.2, XP_013681691.2, XP_013639892.2, XP_048635285.1, XP_013696137.2
OG0012776	Om002G066700	XP_048630720.1, XP_013724527.2, XP_013714872.1, XP_048600482.1, XP_013641516.2
OG0012777	Om001G002060, Om007G306620, Om002G060730	XP_013721564.1, XP_013693769.1, XP_013684836.2, XP_013736307.1
OG0012780	Om004G170210	XP_048602653.1, XP_013718947.1, XP_048623187.1, XP_013715400.2
OG0012781	Om006G254160, Om003G106200	XP_048622721.1, XP_022546448.2
OG0012782	Om004G155950	XP_048631902.1, XP_048608780.1
OG0012783	Om006G239190	XP_022546811.2
OG0012786	Om007G283820	XP_013647640.2, XP_013692160.1, XP_048626800.1
OG0012787	Om007G284250	XP_013692158.1, XP_013647627.2
OG0012788	Om004G168390	XP_013702940.2, XP_013745655.2
OG0012790	Om007G302070	XP_013727437.1, XP_022572670.2
OG0012791	Om007G300090	XP_013740187.1, XP_013740169.1, XP_013720918.1, XP_013666148.1
OG0012792	Om007G298530	XP_013667829.1, XP_048598226.1
OG0012793	Om007G297360	XP_013682403.1, XP_013665395.2, XP_048604939.1, XP_013652423.2
OG0012794	Om006G272910	XP_013720538.1, XP_013647536.1, XP_013675104.2
OG0012795	Om006G250060	XP_013732890.1, XP_048608238.1, XP_013732233.1
OG0012796	Om006G248480	XP_022565350.1, XP_048598906.1, XP_013684155.1
OG0012798	Om006G244230	XP_013682199.2, XP_013715889.1, XP_013724000.1
OG0012800	Om006G241970	XP_013730978.2, XP_013680535.2
OG0012801	Om006G236880	XP_048603206.1, XP_013741510.3, XP_048617984.1, XP_013739582.2
OG0012803	Om006G234690	XP_013706226.1
OG0012804	Om004G143640	XP_013694568.1, XP_013739895.1
OG0012809	Om006G273850	XP_048599613.1, XP_048597136.1
OG0012812	Om005G211130	XP_048593381.1
OG0012815	Om007G299760	XP_013728265.1, XP_013728921.1
OG0012817	Om007G295350	XP_013683721.2, XP_048627241.1
OG0012827	Om004G158000, Om018G373730	XP_013660340.2, XP_013662629.1, XP_013693673.1
OG0012828	Om007G278020	XP_048608464.1, XP_013676848.2, XP_013650295.2, XP_013727016.1
OG0012836	Om001G022050	XP_013671670.2, XP_048600279.1
OG0012837	Om001G022260	XP_013750396.2, XP_013671677.1
OG0012838	Om001G022430, Om001G022400	XP_022544584.2, XP_013711803.2
OG0012839	Om001G022980, Om001G023020	XP_013685573.2, XP_013706849.2
OG0012840	Om001G023380	XP_022550286.2, XP_048637714.1
OG0012841	Om001G023860	XP_022560693.1, XP_013641161.2
OG0012842	Om001G024420	XP_013681745.2, XP_013693430.1
OG0012843	Om001G024550	XP_013667622.2, XP_013694183.1
OG0012844	Om008G328810	XP_022557266.2, XP_013727334.1
OG0012845	Om001G025090	XP_013703180.2, XP_013738247.1
OG0012846	Om001G026050	XP_013688788.1, XP_013670810.2
OG0012847	Om001G026300	XP_013707261.2, XP_022571159.1
OG0012848	Om001G026480	XP_013738333.2, XP_013705088.2
OG0012849	Om001G026850	XP_013648038.1, XP_013706519.2
OG0012850	Om001G026880	XP_013720341.2, XP_013674044.2
OG0012851	Om001G027200	XP_013678099.2, XP_013730741.2
OG0012852	Om001G027310	XP_013720293.2, XP_013685861.3
OG0012853	Om001G027540	XP_013685872.2, XP_013720350.2
OG0012854	Om001G027850	XP_013707086.1, XP_013716793.1
OG0012855	Om008G350320, Om001G028640	XP_013674268.1, XP_013716596.1
OG0012856	Om001G028810	XP_048601197.1, XP_013667013.2
OG0012857	Om001G029090, Om001G029110	XP_022553216.2, XP_048601190.1
OG0012858	Om001G029160	XP_013719516.1, XP_013703395.1
OG0012859	Om001G029330	XP_022552772.1, XP_013698102.2
OG0012860	Om001G029430	XP_013670479.2, XP_022546308.1
OG0012861	Om001G029530	XP_013706632.1, XP_048601171.1
OG0012862	Om001G029640	XP_013707748.1, XP_013670670.2
OG0012863	Om001G030200	XP_013703208.1, XP_013719633.1
OG0012864	Om001G030020	XP_013673305.1, XP_013659924.1
OG0012865	Om001G029820	XP_013707373.2, XP_013719625.1
OG0012866	Om001G029730	XP_013670667.2, XP_048635998.1
OG0012867	Om001G030330	XP_013659033.1, XP_013664250.2
OG0012868	Om001G030900	XP_013735184.2, XP_013664203.2
OG0012869	Om001G030870	XP_013664205.2, XP_048635585.1
OG0012870	Om001G030850	XP_013735179.1, XP_013664208.1
OG0012871	Om001G030940	XP_013735185.1, XP_013664200.2
OG0012872	Om001G031020	XP_013700886.2, XP_013654869.1
OG0012873	Om001G031250	XP_048601142.1, XP_013735199.1
OG0012875	Om001G031750	XP_013740762.1, XP_013651456.2
OG0012876	Om001G032470	XP_013697846.1, XP_013651381.2
OG0012877	Om001G031900	XP_013657429.2, XP_013735220.2
