Orthogroup	Odontarrhena_muralis	Arabis_alpina
OG0016246	Om002G063440	Aa_G20450.h1.t1
OG0016247	Om002G063500	Aa_G20380.h1.t1
OG0016248	Om002G063530	Aa_G20350.h1.t1
OG0016250	Om002G063990	Aa_G53620.h1.t1
OG0016251	Om002G064050	Aa_G53550.h1.t1
OG0016252	Om002G064080	Aa_G53520.h1.t1
OG0016253	Om002G064190	Aa_G587220.h1.t1
OG0016254	Om002G064610	Aa_G176880.h1.t1
OG0016255	Om002G064670	Aa_G176940.h1.t1
OG0016256	Om002G064770	Aa_G176990.h1.t1
OG0016257	Om002G064820	Aa_G63010.h1.t1
OG0016258	Om002G064870	Aa_G62970.h1.t1
OG0016259	Om002G065340	Aa_G82030.h1.t1
OG0016260	Om002G065570	Aa_G104740.h1.t1
OG0016263	Om002G066120	Aa_G342900.h1.t1
OG0016264	Om002G066400	Aa_G382270.h1.t1
OG0016265	Om002G066540	Aa_G240050.h1.t1
OG0016267	Om002G067040	Aa_G164460.h1.t1
OG0016268	Om002G067140	Aa_G164570.h1.t1
OG0016269	Om002G067220	Aa_G164650.h1.t1
OG0016270	Om002G067230	Aa_G164660.h1.t1
OG0016271	Om002G067360	Aa_G50760.h1.t1
OG0016272	Om002G068260	Aa_G250560.h1.t1
OG0016273	Om005G224420	Aa_G222510.h1.t1
OG0016274	Om002G068570	Aa_G133340.h1.t1
OG0016275	Om002G068580	Aa_G133330.h1.t1
OG0016276	Om002G068660	Aa_G133260.h1.t1
OG0016277	Om002G074450	Aa_G284680.h1.t1
OG0016278	Om002G069650	Aa_G72030.h1.t1
OG0016279	Om002G069510	Aa_G229450.h1.t1
OG0016280	Om002G069480	Aa_G229420.h1.t1
OG0016281	Om002G070300	Aa_G858190.h1.t1
OG0016282	Om002G070470	Aa_G538150.h1.t1
OG0016283	Om002G070780	Aa_G96530.h1.t1
OG0016284	Om002G071770	Aa_G330880.h1.t1
OG0016285	Om002G071910	Aa_G239900.h1.t1
OG0016287	Om002G073100	Aa_G227300.h1.t1
OG0016289	Om002G073320	Aa_G199050.h1.t1
OG0016290	Om002G073350	Aa_G199020.h1.t1
OG0016291	Om002G074110	Aa_G306430.h1.t1
OG0016292	Om002G074250	Aa_G400010.h1.t1
OG0016293	Om002G074290	Aa_G399990.h1.t1
OG0016294	Om001G023100	Aa_G35850.h1.t1
OG0016295	Om004G167570	Aa_G76900.h1.t1
OG0016296	Om002G074750	Aa_G380120.h1.t1
OG0016297	Om002G074970	Aa_G77010.h1.t1
OG0016298	Om005G201860	Aa_G204590.h1.t1
OG0016299	Om002G075300	Aa_G680660.h1.t1
OG0016300	Om002G077080	Aa_G390.h1.t1
OG0016301	Om002G076140	Aa_G240.h1.t1
OG0016302	Om007G293690	Aa_G354210.h1.t1
OG0016303	Om003G113860	Aa_G238050.h1.t1
OG0016304	Om002G079490	Aa_G105300.h1.t1
OG0016305	Om007G288440	Aa_G116410.h1.t1
OG0016307	Om008G325430	Aa_G105330.h1.t1
OG0016309	Om002G079570	Aa_G105230.h1.t1
OG0016310	Om002G079710	Aa_G105210.h1.t1
OG0016312	Om002G079740	Aa_G105190.h1.t1
OG0016313	Om002G079980	Aa_G105180.h1.t1
OG0016314	Om002G080020	Aa_G105170.h1.t1
OG0016315	Om002G080170	Aa_G105110.h1.t1
OG0016316	Om002G080190	Aa_G105090.h1.t1
OG0016317	Om002G080350	Aa_G105050.h1.t1
OG0016318	Om002G080280	Aa_G395310.h1.t1
OG0016319	Om003G105740	Aa_G298700.h1.t1
OG0016320	Om002G081110	Aa_G269150.h1.t1
OG0016321	Om002G081170	Aa_G675140.h1.t1
OG0016322	Om002G081320	Aa_G284860.h1.t1
OG0016323	Om002G081510	Aa_G246810.h1.t1
OG0016324	Om002G081630	Aa_G246780.h1.t1
OG0016325	Om002G055380	Aa_G548590.h1.t1, Aa_G384680.h1.t1
OG0016326	Om002G082560	Aa_G543470.h1.t1
OG0016327	Om002G082640	Aa_G323520.h1.t1
OG0016328	Om002G082960	Aa_G70100.h1.t1
OG0016329	Om002G083040	Aa_G70080.h1.t1
OG0016330	Om002G083670	Aa_G436180.h1.t1
OG0016331	Om002G083770	Aa_G421720.h1.t1
OG0016332	Om002G084330	Aa_G329610.h1.t1
OG0016333	Om008G322530	Aa_G197450.h1.t1
OG0016334	Om002G084840	Aa_G197440.h1.t1
OG0016335	Om002G085020	Aa_G235660.h1.t1
OG0016336	Om002G085890	Aa_G483720.h1.t1
OG0016337	Om002G085660	Aa_G415500.h1.t1
OG0016338	Om002G085600	Aa_G415550.h1.t1
OG0016339	Om002G085570	Aa_G99890.h1.t1
OG0016340	Om002G085210	Aa_G99990.h1.t1
OG0016341	Om002G086350	Aa_G185840.h1.t1
OG0016342	Om002G086690	Aa_G259240.h1.t1
OG0016343	Om002G086880	Aa_G244910.h1.t1
OG0016344	Om002G086950	Aa_G244960.h1.t1
OG0016345	Om002G087400	Aa_G726600.h1.t1
OG0016346	Om002G087590	Aa_G64150.h1.t1
OG0016347	Om002G087610	Aa_G64230.h1.t1
OG0016348	Om002G087770	Aa_G513460.h1.t1
OG0016349	Om004G143300, Om002G087880	Aa_G166630.h1.t1
OG0016350	Om002G087890	Aa_G166620.h1.t1
OG0016351	Om002G088010	Aa_G166510.h1.t1
OG0016352	Om002G088600	Aa_G505080.h1.t1
OG0016353	Om006G254670	Aa_G440890.h1.t1
OG0016354	Om002G071330	Aa_G505110.h1.t1
OG0016355	Om003G089780	Aa_G109010.h1.t1
OG0016356	Om003G089800	Aa_G109040.h1.t1
OG0016357	Om003G089880	Aa_G378670.h1.t1
OG0016358	Om003G089950	Aa_G420920.h1.t1
OG0016359	Om003G090180	Aa_G193180.h1.t1
OG0016360	Om003G090240	Aa_G193230.h1.t1
OG0016361	Om003G090620	Aa_G231470.h1.t1
OG0016362	Om003G090910	Aa_G375440.h1.t1
OG0016363	Om003G090980	Aa_G176050.h1.t1
OG0016364	Om002G058310	Aa_G243370.h1.t1
OG0016365	Om003G091540	Aa_G608290.h1.t1
OG0016366	Om002G058880	Aa_G458820.h1.t1
OG0016368	Om003G092320	Aa_G643170.h1.t1
OG0016369	Om003G093190	Aa_G501510.h1.t1
OG0016370	Om003G093440	Aa_G381980.h1.t1
OG0016372	Om003G094020	Aa_G173580.h1.t1
OG0016373	Om003G094030	Aa_G173590.h1.t1
OG0016374	Om003G094060	Aa_G173610.h1.t1
OG0016375	Om003G094260	Aa_G465530.h1.t1
OG0016376	Om003G094310	Aa_G465570.h1.t1
OG0016377	Om003G094420	Aa_G386140.h1.t1
OG0016378	Om003G094660	Aa_G256030.h1.t1
OG0016379	Om003G094680	Aa_G256060.h1.t1
OG0016380	Om003G094780	Aa_G568110.h1.t1
OG0016381	Om003G094820	Aa_G219710.h1.t1
OG0016382	Om003G094860	Aa_G219730.h1.t1
OG0016383	Om003G096370	Aa_G410600.h1.t1
OG0016384	Om003G096180	Aa_G431680.h1.t1
OG0016385	Om003G096170	Aa_G431670.h1.t1
OG0016386	Om003G096040	Aa_G415040.h1.t1
OG0016387	Om003G095960	Aa_G582080.h1.t1
OG0016388	Om003G095890	Aa_G370060.h1.t1
OG0016389	Om003G095880	Aa_G370070.h1.t1
OG0016390	Om003G096770	Aa_G36860.h1.t1
OG0016391	Om003G096800	Aa_G36830.h1.t1
OG0016392	Om003G096880	Aa_G178400.h1.t1
OG0016393	Om003G097410	Aa_G459430.h1.t1
OG0016394	Om003G097560	Aa_G180980.h1.t1
OG0016395	Om003G097610	Aa_G656560.h1.t1
OG0016396	Om003G097660	Aa_G92510.h1.t1
OG0016397	Om003G097740	Aa_G92570.h1.t1
OG0016398	Om003G098170	Aa_G513230.h1.t1
OG0016399	Om003G098190	Aa_G581490.h1.t1
OG0016400	Om003G098200	Aa_G581500.h1.t1
OG0016401	Om003G098230	Aa_G705460.h1.t1
OG0016403	Om003G098440	Aa_G689710.h1.t1
OG0016404	Om003G099380	Aa_G110640.h1.t1
OG0016405	Om003G099540	Aa_G110740.h1.t1
OG0016406	Om003G099600	Aa_G110800.h1.t1
OG0016407	Om003G099690	Aa_G110870.h1.t1
OG0016408	Om003G099790	Aa_G57610.h1.t1
OG0016409	Om003G099830	Aa_G57570.h1.t1
OG0016410	Om003G099880	Aa_G57550.h1.t1
OG0016411	Om003G099920	Aa_G57530.h1.t1
OG0016412	Om003G100050	Aa_G418770.h1.t1
OG0016413	Om003G100130	Aa_G380700.h1.t1
OG0016414	Om003G100320	Aa_G461360.h1.t1
OG0016415	Om003G100480	Aa_G507540.h1.t1
OG0016416	Om003G100900	Aa_G565100.h1.t1
OG0016417	Om003G100940	Aa_G565120.h1.t1
OG0016418	Om003G100950	Aa_G727550.h1.t1
OG0016420	Om007G291160	Aa_G138790.h1.t1
OG0016421	Om008G340130	Aa_G12140.h1.t1
OG0016422	Om006G256650	Aa_G485510.h1.t1
OG0016423	Om006G256550	Aa_G300250.h1.t1
OG0016424	Om006G256310	Aa_G339250.h1.t1
OG0016425	Om006G256230	Aa_G114520.h1.t1
OG0016427	Om006G255740	Aa_G153530.h1.t1
OG0016428	Om006G255730	Aa_G153540.h1.t1
OG0016429	Om006G255700	Aa_G153560.h1.t1
OG0016430	Om006G255130	Aa_G211570.h1.t1
OG0016431	Om002G050270	Aa_G174480.h1.t1
OG0016432	Om005G199200	Aa_G454410.h1.t1
OG0016433	Om006G254730	Aa_G14140.h1.t1
OG0016434	Om006G254040	Aa_G582250.h1.t1
OG0016435	Om006G254030	Aa_G582240.h1.t1
OG0016436	Om006G256790	Aa_G236130.h1.t1
OG0016437	Om006G256700	Aa_G235910.h1.t1
OG0016438	Om006G256840	Aa_G236070.h1.t1
OG0016439	Om006G256900	Aa_G178540.h1.t1
OG0016440	Om006G257020	Aa_G123020.h1.t1
OG0016441	Om004G143820	Aa_G62340.h1.t1
OG0016442	Om006G257030	Aa_G122990.h1.t1
OG0016444	Om006G253220	Aa_G319020.h1.t1
OG0016445	Om006G253040	Aa_G511040.h1.t1
OG0016446	Om006G252770	Aa_G381340.h1.t1
OG0016447	Om006G252740	Aa_G381370.h1.t1
OG0016448	Om006G252710	Aa_G381390.h1.t1
OG0016449	Om006G252050	Aa_G99110.h1.t1
OG0016450	Om006G252020	Aa_G718090.h1.t1
OG0016451	Om006G251980	Aa_G306790.h1.t1
OG0016452	Om006G251000	Aa_G287280.h1.t1
OG0016453	Om006G250820	Aa_G287160.h1.t1
OG0016454	Om006G250660	Aa_G224880.h1.t1
OG0016455	Om006G250630	Aa_G224850.h1.t1
OG0016456	Om003G119270	Aa_G373090.h1.t1
OG0016457	Om003G119600	Aa_G728360.h1.t1
OG0016458	Om003G119700	Aa_G174920.h1.t1
OG0016459	Om003G119860	Aa_G483480.h1.t1
OG0016460	Om003G120060	Aa_G238710.h1.t1
OG0016461	Om003G120250	Aa_G520460.h1.t1
OG0016462	Om003G120720	Aa_G114860.h1.t1
OG0016463	Om003G120790	Aa_G114820.h1.t1
OG0016464	Om003G120820	Aa_G114790.h1.t1
OG0016465	Om003G120980	Aa_G317240.h1.t1
OG0016466	Om003G121070	Aa_G494450.h1.t1
OG0016467	Om003G121080	Aa_G345780.h1.t1
OG0016468	Om003G121330	Aa_G221040.h1.t1
OG0016469	Om006G253080	Aa_G600790.h1.t1
OG0016470	Om003G122180	Aa_G433120.h1.t1
OG0016471	Om003G122190	Aa_G433130.h1.t1
OG0016472	Om003G122280	Aa_G433210.h1.t1
OG0016473	Om003G122650	Aa_G114290.h1.t1
OG0016474	Om003G123640	Aa_G340610.h1.t1
OG0016475	Om003G123780	Aa_G686850.h1.t1
OG0016476	Om003G124060	Aa_G132800.h1.t1
OG0016477	Om002G076770	Aa_G53670.h1.t1
OG0016478	Om003G124300	Aa_G349370.h1.t1
OG0016479	Om003G124350	Aa_G349410.h1.t1
OG0016480	Om003G124700	Aa_G103330.h1.t1
OG0016481	Om003G124980	Aa_G77380.h1.t1, Aa_G282460.h1.t1
OG0016482	Om003G125480	Aa_G208910.h1.t1
OG0016483	Om003G125920	Aa_G48750.h1.t1
OG0016484	Om003G126110	Aa_G57910.h1.t1, Aa_G479270.h1.t1
OG0016485	Om003G126490	Aa_G81060.h1.t1
OG0016486	Om003G126680	Aa_G80990.h1.t1
OG0016487	Om003G126730	Aa_G572560.h1.t1
OG0016489	Om003G127160	Aa_G33550.h1.t1
OG0016490	Om003G127340	Aa_G2200.h1.t1
OG0016491	Om003G127600	Aa_G2370.h1.t1
OG0016492	Om003G127830	Aa_G2550.h1.t1
OG0016493	Om003G127980	Aa_G167690.h1.t1
OG0016494	Om003G127990	Aa_G167700.h1.t1
OG0016495	Om003G128530	Aa_G364290.h1.t1
OG0016497	Om003G128850	Aa_G163620.h1.t1
OG0016498	Om003G128880	Aa_G163650.h1.t1
OG0016499	Om003G128930	Aa_G163690.h1.t1
OG0016500	Om003G129120	Aa_G272980.h1.t1
OG0016502	Om003G129150	Aa_G273000.h1.t1
OG0016503	Om003G129160	Aa_G273010.h1.t1
OG0016504	Om003G129230	Aa_G273090.h1.t1
OG0016505	Om003G129260	Aa_G273120.h1.t1
OG0016506	Om003G129310	Aa_G273170.h1.t1
OG0016507	Om003G129330	Aa_G273190.h1.t1
OG0016508	Om003G129370	Aa_G273230.h1.t1
OG0016509	Om003G129380	Aa_G273240.h1.t1
OG0016510	Om003G089550	Aa_G205640.h1.t1
OG0016511	Om003G094550	Aa_G386190.h1.t1
OG0016513	Om003G100830	Aa_G551000.h1.t1
OG0016515	Om003G104230	Aa_G183990.h1.t1
OG0016516	Om006G257870	Aa_G682340.h1.t1
OG0016517	Om006G255210	Aa_G212750.h1.t1
OG0016518	Om006G254210	Aa_G297400.h1.t1
OG0016519	Om003G121010	Aa_G317210.h1.t1
OG0016521	Om003G123820	Aa_G451520.h1.t1
OG0016522	Om003G123970	Aa_G322960.h1.t1
OG0016523	Om003G122780	Aa_G418350.h1.t1
OG0016524	Om003G124930	Aa_G77410.h1.t1
OG0016525	Om002G056290, Om003G126090	Aa_G57930.h1.t1
OG0016526	Om003G127300	Aa_G2160.h1.t1
OG0016527	Om007G275610	Aa_G49560.h1.t1
OG0016528	Om008G359000	Aa_G207280.h1.t1
OG0016529	Om008G361510	Aa_G295550.h1.t1
OG0016530	Om002G051430	Aa_G63480.h1.t1
OG0016533	Om005G224170, Om008G339310	Aa_G263990.h1.t1
OG0016534	Om007G287950	Aa_G157420.h1.t1
OG0016535	Om008G334050	Aa_G66220.h1.t1
OG0016536	Om008G325540	Aa_G401460.h1.t1
OG0016537	Om008G319980	Aa_G453120.h1.t1
OG0016539	Om004G134820	Aa_G129270.h1.t1
OG0016540	Om003G105700, Om006G275520	Aa_G44190.h1.t1
OG0016541	Om001G020710	Aa_G217500.h1.t1
OG0016542	Om001G029920	Aa_G404990.h1.t1
OG0016543	Om003G110460	Aa_G415920.h1.t1
OG0016545	Om001G041850	Aa_G541040.h1.t1
OG0016546	Om005G178790	Aa_G290630.h1.t1
OG0016547	Om005G181580	Aa_G38860.h1.t1
OG0016548	Om005G183300	Aa_G220620.h1.t1, Aa_G220630.h1.t1
OG0016549	Om005G184920	Aa_G275860.h1.t1
OG0016550	Om005G186900	Aa_G80660.h1.t1
OG0016551	Om005G187100	Aa_G19200.h1.t1
OG0016552	Om005G188990	Aa_G226630.h1.t1
OG0016553	Om005G190070	Aa_G432820.h1.t1, Aa_G432830.h1.t1
OG0016555	Om005G191280	Aa_G298970.h1.t1
OG0016556	Om005G193520	Aa_G118480.h1.t1
OG0016558	Om005G196100	Aa_G121370.h1.t1
OG0016559	Om005G198800	Aa_G528300.h1.t1
OG0016560	Om005G199320	Aa_G80330.h1.t1
OG0016561	Om005G201760	Aa_G526710.h1.t1
OG0016562	Om005G202670	Aa_G148920.h1.t1
OG0016563	Om005G208290	Aa_G504910.h1.t1
OG0016565	Om005G211940	Aa_G56030.h1.t1
OG0016566	Om005G223270	Aa_G587100.h1.t1
OG0016567	Om003G101210, Om003G101150	Aa_G428430.h1.t1
OG0016568	Om005G227390	Aa_G39600.h1.t1
OG0016569	Om002G072850	Aa_G178950.h1.t1
OG0016571	Om002G055190	Aa_G397580.h1.t1
OG0016574	Om002G050180	Aa_G174580.h1.t1
OG0016576	Om002G043050	Aa_G14690.h1.t1
OG0016577	Om004G176260	Aa_G18600.h1.t1
OG0016578	Om004G173290	Aa_G140760.h1.t1
OG0016579	Om004G170950	Aa_G195220.h1.t1
OG0016580	Om004G170190	Aa_G508370.h1.t1
OG0016581	Om004G170030	Aa_G420760.h1.t1
OG0016582	Om004G169270	Aa_G244250.h1.t1
OG0016583	Om004G156280	Aa_G314640.h1.t1
OG0016584	Om001G013390	Aa_G554660.h1.t1
OG0016585	Om001G012330	Aa_G300850.h1.t1
OG0016586	Om005G207790, Om001G011840	Aa_G380490.h1.t1
OG0016588	Om001G008230	Aa_G360780.h1.t1
OG0016589	Om007G315160	Aa_G101140.h1.t1
OG0016590	Om001G004350	Aa_G601200.h1.t1
OG0016591	Om001G000020	Aa_G96390.h1.t1
OG0016592	Om007G288220	Aa_G130670.h1.t1
OG0016594	Om007G279960	Aa_G154720.h1.t1
OG0016595	Om008G349720	Aa_G86180.h1.t1, Aa_G289870.h1.t1
OG0016596	Om007G281370	Aa_G470370.h1.t1
OG0016599	Om004G166710	Aa_G231040.h1.t1
OG0016600	Om004G165940	Aa_G579970.h1.t1
OG0016601	Om004G164250	Aa_G84640.h1.t1
OG0016602	Om004G162100	Aa_G155090.h1.t1
OG0016603	Om004G161210	Aa_G526410.h1.t1
OG0016604	Om007G302110	Aa_G290030.h1.t1
OG0016605	Om007G294110	Aa_G146550.h1.t1
OG0016606	Om009G363710, Om007G306730	Aa_G627290.h1.t1
OG0016607	Om009G364140, Om007G307080	Aa_G28470.h1.t1
OG0016608	Om007G314640	Aa_G417820.h1.t1
OG0016609	Om006G261090	Aa_G106810.h1.t1
OG0016610	Om004G145050	Aa_G126630.h1.t1
OG0016611	Om006G248000	Aa_G31460.h1.t1
OG0016612	Om006G246140	Aa_G28100.h1.t1
OG0016613	Om006G239400	Aa_G775280.h1.t1
OG0016617	Om004G151780	Aa_G593940.h1.t1, Aa_G593970.h1.t1
OG0016627	Om004G154820	Aa_G41560.h1.t1
OG0016630	Om006G264070	Aa_G254300.h1.t1
OG0016631	Om006G259300	Aa_G446190.h1.t1, Aa_G522290.h1.t1
OG0016632	Om006G259240	Aa_G404290.h1.t1
OG0016635	Om008G354890	Aa_G137380.h1.t1
OG0016645	Om003G103170	Aa_G518240.h1.t1
OG0016657	Om001G022240	Aa_G512400.h1.t1, Aa_G440810.h1.t1
OG0016660	Om001G022710	Aa_G44700.h1.t1
OG0016661	Om001G022780	Aa_G55490.h1.t1
OG0016662	Om001G023400	Aa_G182720.h1.t1
OG0016663	Om001G023850	Aa_G2770.h1.t1
OG0016664	Om001G024020	Aa_G69570.h1.t1
OG0016665	Om001G024960	Aa_G301310.h1.t1
OG0016666	Om001G025370	Aa_G506700.h1.t1
OG0016667	Om001G025460	Aa_G543300.h1.t1
OG0016668	Om001G025480	Aa_G172870.h1.t1
OG0016669	Om001G027620	Aa_G32950.h1.t1
OG0016670	Om001G027720	Aa_G222370.h1.t1
OG0016671	Om001G028510	Aa_G45830.h1.t1
OG0016672	Om001G029360	Aa_G9800.h1.t1
OG0016673	Om001G029830	Aa_G631710.h1.t1
OG0016675	Om001G030880	Aa_G328820.h1.t1
OG0016676	Om001G030970	Aa_G328750.h1.t1
OG0016677	Om001G031030	Aa_G397130.h1.t1
OG0016679	Om001G032330	Aa_G570530.h1.t1
OG0016681	Om001G033270	Aa_G752220.h1.t1
OG0016682	Om007G291860	Aa_G299150.h1.t1
OG0016683	Om007G292160	Aa_G414410.h1.t1
OG0016684	Om007G292240	Aa_G434730.h1.t1
OG0016685	Om007G292260	Aa_G434760.h1.t1
OG0016686	Om007G277010	Aa_G109200.h1.t1
OG0016687	Om007G276940	Aa_G109280.h1.t1
OG0016688	Om007G291080	Aa_G70980.h1.t1
OG0016689	Om005G196890	Aa_G510100.h1.t1
OG0016690	Om005G216400	Aa_G256210.h1.t1
OG0016692	Om005G216950	Aa_G123220.h1.t1
OG0016693	Om011G365870, Om005G218240	Aa_G7630.h1.t1
OG0016694	Om005G218720	Aa_G100800.h1.t1
OG0016695	Om005G218890	Aa_G348390.h1.t1
OG0016696	Om005G219270	Aa_G202700.h1.t1
OG0016699	Om005G220700	Aa_G645830.h1.t1
OG0016700	Om005G220730	Aa_G748930.h1.t1
OG0016701	Om005G220860	Aa_G262060.h1.t1
OG0016702	Om005G221610	Aa_G392510.h1.t1
OG0016703	Om005G222070	Aa_G8610.h1.t1
OG0016704	Om005G224070	Aa_G548730.h1.t1
OG0016708	Om006G274550	Aa_G484290.h1.t1
OG0016710	Om006G274130	Aa_G172000.h1.t1
OG0016712	Om006G273460	Aa_G309830.h1.t1
OG0016713	Om006G272940	Aa_G207070.h1.t1
OG0016715	Om006G272380	Aa_G276870.h1.t1
OG0016716	Om006G272170	Aa_G25610.h1.t1
OG0016717	Om006G271030	Aa_G264290.h1.t1
OG0016718	Om006G269670	Aa_G34240.h1.t1
OG0016719	Om006G269850	Aa_G34320.h1.t1
OG0016720	Om006G270480	Aa_G185330.h1.t1
OG0016725	Om005G212920	Aa_G330720.h1.t1
OG0016727	Om005G213320	Aa_G3640.h1.t1
OG0016729	Om005G213740	Aa_G149690.h1.t1
OG0016730	Om005G214420	Aa_G85050.h1.t1
OG0016731	Om005G214960	Aa_G350340.h1.t1
OG0016733	Om005G215270	Aa_G714820.h1.t1
OG0016734	Om005G215440	Aa_G628010.h1.t1
OG0016735	Om005G215580	Aa_G704110.h1.t1, Aa_G182420.h1.t1
OG0016736	Om005G215750	Aa_G272000.h1.t1
OG0016737	Om005G218140, Om011G365300	Aa_G573000.h1.t1
OG0016738	Om005G215830	Aa_G392180.h1.t1
OG0016739	Om005G228930	Aa_G615240.h1.t1
OG0016740	Om005G228880	Aa_G277490.h1.t1
OG0016741	Om005G228510	Aa_G270080.h1.t1
OG0016742	Om005G225330	Aa_G357210.h1.t1
OG0016743	Om005G225140	Aa_G357350.h1.t1
OG0016744	Om005G224610	Aa_G580700.h1.t1
OG0016745	Om005G224500	Aa_G489090.h1.t1
OG0016748	Om001G017030	Aa_G160620.h1.t1
OG0016749	Om002G065310	Aa_G43080.h1.t1
OG0016752	Om008G329250	Aa_G401790.h1.t1
OG0016753	Om002G051630	Aa_G101390.h1.t1
OG0016754	Om002G052150	Aa_G34820.h1.t1
OG0016755	Om002G052260	Aa_G34750.h1.t1
OG0016756	Om002G052440	Aa_G34590.h1.t1
OG0016758	Om004G174450	Aa_G259930.h1.t1
OG0016759	Om002G052860	Aa_G616450.h1.t1
OG0016760	Om002G053230	Aa_G338730.h1.t1
OG0016761	Om002G053710	Aa_G137120.h1.t1
OG0016762	Om002G054290	Aa_G743020.h1.t1
OG0016763	Om004G166190	Aa_G125340.h1.t1
OG0016764	Om002G054890	Aa_G216140.h1.t1
OG0016765	Om002G079390	Aa_G105370.h1.t1
OG0016766	Om006G233640	Aa_G76180.h1.t1
OG0016769	Om003G101060	Aa_G161690.h1.t1
OG0016770	Om003G111390	Aa_G125960.h1.t1
OG0016772	Om003G111480	Aa_G577650.h1.t1
OG0016774	Om003G112920	Aa_G687760.h1.t1
OG0016775	Om003G112940	Aa_G265390.h1.t1
OG0016776	Om003G113000	Aa_G348270.h1.t1
OG0016778	Om003G113280	Aa_G247160.h1.t1
OG0016779	Om003G113370	Aa_G247220.h1.t1
OG0016781	Om001G030170	Aa_G116610.h1.t1
OG0016782	Om004G152650, Om003G114350	Aa_G656260.h1.t1
OG0016783	Om003G115060	Aa_G349220.h1.t1
OG0016784	Om003G117050	Aa_G442050.h1.t1
OG0016785	Om003G117990	Aa_G571550.h1.t1
OG0016786	Om003G118630	Aa_G216520.h1.t1
OG0016787	Om006G250400	Aa_G22170.h1.t1
OG0016788	Om006G250100	Aa_G690980.h1.t1
OG0016789	Om006G249720	Aa_G331620.h1.t1
OG0016790	Om006G249350	Aa_G607640.h1.t1
OG0016791	Om006G249260	Aa_G307720.h1.t1
OG0016792	Om006G248340	Aa_G31690.h1.t1
OG0016793	Om004G162320	Aa_G138230.h1.t1
OG0016794	Om004G163520	Aa_G636340.h1.t1
OG0016795	Om004G163760	Aa_G116790.h1.t1
OG0016796	Om004G164030	Aa_G158500.h1.t1
OG0016798	Om004G164560	Aa_G486080.h1.t1
OG0016799	Om004G164660	Aa_G168820.h1.t1
OG0016800	Om004G164740	Aa_G168720.h1.t1
OG0016801	Om004G165010	Aa_G168580.h1.t1
OG0016802	Om004G165420	Aa_G98210.h1.t1
OG0016803	Om004G165670	Aa_G159090.h1.t1
OG0016804	Om004G165680	Aa_G159080.h1.t1
OG0016805	Om004G165990	Aa_G458450.h1.t1
OG0016806	Om004G166170	Aa_G195940.h1.t1
OG0016807	Om004G166830	Aa_G365590.h1.t1
OG0016808	Om004G166960	Aa_G130510.h1.t1
OG0016809	Om004G167050	Aa_G130430.h1.t1
OG0016810	Om004G167090	Aa_G130390.h1.t1
OG0016811	Om004G167100	Aa_G130380.h1.t1
OG0016812	Om004G167740	Aa_G319170.h1.t1
OG0016813	Om004G167990	Aa_G392830.h1.t1
OG0016814	Om004G168050	Aa_G541400.h1.t1
OG0016815	Om004G168090	Aa_G541370.h1.t1
OG0016816	Om004G168940	Aa_G275550.h1.t1
OG0016817	Om001G001500	Aa_G176300.h1.t1
OG0016818	Om001G001770	Aa_G176350.h1.t1
OG0016820	Om001G002650	Aa_G345100.h1.t1
OG0016821	Om001G003250	Aa_G244670.h1.t1
OG0016822	Om001G003730	Aa_G78230.h1.t1
OG0016823	Om001G004080	Aa_G455320.h1.t1
OG0016824	Om001G004590, Om001G004580	Aa_G148340.h1.t1
OG0016825	Om001G005560	Aa_G203910.h1.t1
OG0016826	Om001G005580	Aa_G588580.h1.t1
OG0016827	Om001G005910	Aa_G245320.h1.t1, Aa_G322440.h1.t1, Aa_G245330.h1.t1
OG0016828	Om001G006060	Aa_G245250.h1.t1
OG0016829	Om001G006660	Aa_G297790.h1.t1
OG0016830	Om001G006960	Aa_G37660.h1.t1
OG0016832	Om001G007800	Aa_G504650.h1.t1
OG0016833	Om001G008110	Aa_G213410.h1.t1
OG0016834	Om001G008940	Aa_G419790.h1.t1
OG0016835	Om001G012350	Aa_G300870.h1.t1
OG0016836	Om001G012930	Aa_G27140.h1.t1
OG0016837	Om001G013090	Aa_G377060.h1.t1
OG0016839	Om001G013530	Aa_G507060.h1.t1
OG0016840	Om001G014280	Aa_G529500.h1.t1
OG0016841	Om003G092720	Aa_G101040.h1.t1
OG0016842	Om001G015030	Aa_G82560.h1.t1
OG0016843	Om001G016590	Aa_G169590.h1.t1
OG0016844	Om001G016700	Aa_G149150.h1.t1
OG0016845	Om006G248320	Aa_G31680.h1.t1
OG0016846	Om007G287130	Aa_G332840.h1.t1
OG0016847	Om007G287230	Aa_G513970.h1.t1
OG0016848	Om007G287280	Aa_G514050.h1.t1
OG0016849	Om007G287300	Aa_G438490.h1.t1
OG0016850	Om007G287370	Aa_G438580.h1.t1
OG0016851	Om007G287380	Aa_G326510.h1.t1
OG0016852	Om007G287550	Aa_G533100.h1.t1
OG0016855	Om007G288670	Aa_G61920.h1.t1
OG0016856	Om007G288680	Aa_G430660.h1.t1
OG0016858	Om007G289160	Aa_G408500.h1.t1
OG0016859	Om007G289930	Aa_G784090.h1.t1
OG0016861	Om001G023110	Aa_G35920.h1.t1
OG0016864	Om007G290260	Aa_G108280.h1.t1
OG0016865	Om007G290810	Aa_G417010.h1.t1
OG0016866	Om007G291120	Aa_G138760.h1.t1
OG0016868	Om007G291390	Aa_G216280.h1.t1
