Orthogroup	Odontarrhena_muralis	Brassica_oleracea
OG0016051	Om006G260440	XP_013625986.1
OG0016052	Om006G260920	XP_013603672.1
OG0016053	Om006G261040	XP_013605140.1
OG0016054	Om006G261070	XP_013602380.1
OG0016055	Om007G290350	XP_013585371.1
OG0016056	Om006G262490	XP_013599555.1
OG0016057	Om006G262530	XP_013602358.1
OG0016058	Om006G262630	XP_013605180.1
OG0016059	Om006G262770	XP_013625231.1
OG0016060	Om006G262920	XP_013602976.1
OG0016061	Om006G263030	XP_013604335.1
OG0016062	Om006G234780	XP_013626184.1
OG0016064	Om006G263300	XP_013604541.1
OG0016065	Om007G295190	XP_013604321.1
OG0016066	Om006G263710	XP_013629960.1
OG0016067	Om006G263750	XP_013625548.1
OG0016068	Om004G134580, Om006G263910	XP_013628696.1
OG0016069	Om006G264060	XP_013630012.1
OG0016070	Om006G264300	XP_013630119.1
OG0016071	Om006G264410	XP_013621734.1
OG0016072	Om006G265640	XP_013623336.1
OG0016073	Om006G265750	XP_013630641.1
OG0016074	Om006G265760	XP_013630643.1
OG0016075	Om006G265770	XP_013622462.1
OG0016076	Om006G265860	XP_013630713.1
OG0016077	Om006G266450	XP_013628322.1
OG0016078	Om006G266660	XP_013625282.1
OG0016079	Om006G266860	XP_013603209.1
OG0016080	Om006G267110	XP_013638549.1
OG0016081	Om006G268100	XP_013625649.1
OG0016082	Om004G174430	XP_013622843.1
OG0016083	Om001G040130	XP_013627421.1
OG0016084	Om006G247340	XP_013625709.1
OG0016085	Om002G077560	XP_013623257.1
OG0016086	Om006G268380	XP_013627998.1
OG0016087	Om006G268570	XP_013630164.1
OG0016088	Om008G328940	XP_013611085.1
OG0016090	Om006G268540	XP_013586241.1
OG0016091	Om005G179400	XP_013604819.1, XP_013585204.1
OG0016092	Om005G211340	XP_013592808.1
OG0016093	Om005G212350	XP_013592606.1
OG0016094	Om005G211520	XP_013616249.1
OG0016095	Om005G211280	XP_013589972.1
OG0016096	Om005G211790	XP_013591896.1
OG0016097	Om005G210580	XP_013590283.1
OG0016098	Om005G210280	XP_013588322.1
OG0016099	Om002G056250	XP_013626043.1
OG0016100	Om005G210470	XP_013620298.1
OG0016101	Om005G210040	XP_013619123.1
OG0016102	Om005G209950	XP_013592596.1
OG0016103	Om005G209940	XP_013592594.1
OG0016104	Om005G209890	XP_013592303.1
OG0016105	Om007G301960, Om005G209880	XP_013621546.1
OG0016106	Om005G209720	XP_013591642.1
OG0016107	Om005G209490	XP_013591377.1
OG0016108	Om004G150580, Om005G209480	XP_013591375.1
OG0016109	Om005G209320	XP_013589957.1
OG0016110	Om005G209310	XP_013592786.1
OG0016111	Om005G209170	XP_013616554.1
OG0016112	Om005G208540	XP_013591089.1
OG0016113	Om005G208390	XP_013590025.1
OG0016114	Om005G208320	XP_013591292.1
OG0016115	Om005G208190	XP_013589762.1
OG0016116	Om005G208090	XP_013592638.1
OG0016117	Om006G240770	XP_013594995.1, XP_013617901.1
OG0016118	Om005G207360	XP_013592565.1
OG0016119	Om005G207330	XP_013590223.1
OG0016120	Om005G207100	XP_013592633.1
OG0016121	Om005G206960	XP_013588217.1
OG0016122	Om005G206700	XP_013615948.1
OG0016123	Om005G206680	XP_013617206.1
OG0016124	Om005G206560	XP_013592550.1
OG0016125	Om005G206520	XP_013590037.1
OG0016126	Om005G206460	XP_013592157.1
OG0016127	Om005G206330	XP_013592647.1
OG0016128	Om005G206220	XP_013591783.1
OG0016129	Om005G206150, Om006G266870	XP_013591788.1
OG0016130	Om005G206080	XP_013593255.1
OG0016131	Om005G206070	XP_013588070.1
OG0016132	Om005G206030	XP_013591769.1
OG0016133	Om005G206010	XP_013591768.1
OG0016134	Om005G205960	XP_013590234.1
OG0016135	Om005G205930	XP_013592358.1
OG0016136	Om004G143120	XP_013619114.1
OG0016137	Om004G133770	XP_013620155.1
OG0016138	Om004G134030	XP_013588029.1
OG0016139	Om004G134050	XP_013588003.1
OG0016140	Om004G134110	XP_013588632.1
OG0016141	Om004G134450	XP_013592343.1
OG0016142	Om004G134530	XP_013618012.1
OG0016143	Om004G134800	XP_013618408.1
OG0016144	Om004G134870	XP_013588685.1
OG0016145	Om004G135050	XP_013592820.1
OG0016146	Om004G135440	XP_013614945.1
OG0016148	Om004G135670	XP_013592234.1
OG0016149	Om004G135780	XP_013588657.1
OG0016150	Om004G135890	XP_013590123.1
OG0016151	Om002G076580	XP_013629077.1
OG0016152	Om004G136020	XP_013591075.1
OG0016153	Om004G136040	XP_013592505.1
OG0016154	Om004G136160	XP_013591530.1
OG0016155	Om004G136170	XP_013591529.1
OG0016156	Om004G136580	XP_013590339.1
OG0016157	Om004G136620	XP_013589691.1
OG0016158	Om004G136720	XP_013591828.1
OG0016159	Om004G137000	XP_013589868.1
OG0016160	Om004G137090	XP_013591587.1
OG0016161	Om004G137630	XP_013620923.1
OG0016162	Om004G138440	XP_013587917.1
OG0016163	Om004G138330	XP_013592748.1
OG0016164	Om007G287740	XP_013600008.1
OG0016165	Om004G138080	XP_013592188.1
OG0016166	Om004G138060	XP_013590953.1
OG0016167	Om004G138000	XP_013592530.1
OG0016168	Om004G137830	XP_013590354.1
OG0016169	Om004G138900	XP_013587817.1
OG0016170	Om004G138790	XP_013592727.1
OG0016171	Om004G138660	XP_013591657.1
OG0016172	Om004G138600	XP_013589745.1
OG0016173	Om004G138960	XP_013587929.1
OG0016174	Om004G139090	XP_013587885.1
OG0016175	Om004G139170	XP_013621658.1
OG0016176	Om004G139180	XP_013616862.1
OG0016177	Om004G139300	XP_013591987.1
OG0016178	Om004G139390	XP_013592860.1
OG0016179	Om004G139680	XP_013591350.1
OG0016180	Om004G139690	XP_013591352.1
OG0016181	Om004G139750	XP_013620745.1
OG0016182	Om004G140110	XP_013588027.1
OG0016183	Om006G260500, Om004G140230	XP_013591084.1
OG0016184	Om004G140540	XP_013619816.1
OG0016185	Om004G140810	XP_013588522.1
OG0016186	Om004G141170	XP_013615920.1
OG0016187	Om004G141330	XP_013588849.1
OG0016188	Om004G141360	XP_013591983.1
OG0016189	Om004G141790	XP_013613913.1
OG0016190	Om004G141830	XP_013616336.1
OG0016191	Om004G141860	XP_013591715.1
OG0016192	Om004G141880	XP_013618330.1
OG0016193	Om004G141930	XP_013592823.1
OG0016194	Om004G142010	XP_013588209.1
OG0016195	Om004G142350	XP_013588115.1
OG0016196	Om004G142460	XP_013621469.1
OG0016197	Om004G142500	XP_013592127.1
OG0016198	Om004G142520	XP_013592563.1
OG0016199	Om004G132660	XP_013621061.1
OG0016200	Om004G132440	XP_013588742.1
OG0016201	Om004G132430	XP_013588617.1
OG0016202	Om004G132390	XP_013590217.1
OG0016203	Om004G132340	XP_013587955.1
OG0016204	Om004G131980	XP_013619020.1
OG0016205	Om004G131570	XP_013591405.1
OG0016206	Om004G131330	XP_013591125.1
OG0016207	Om004G131220	XP_013621321.1
OG0016208	Om004G130120	XP_013616487.1
OG0016209	Om004G130110	XP_013590201.1
OG0016210	Om004G129990	XP_013591199.1
OG0016211	Om004G129980	XP_013588257.1
OG0016212	Om004G129900	XP_013591427.1
OG0016213	Om004G129690	XP_013592249.1
OG0016214	Om004G129520	XP_013592154.1
OG0016215	Om004G129580	XP_013590434.1
OG0016216	Om004G129590	XP_013631529.1
OG0016217	Om004G129600	XP_013592058.1
OG0016218	Om002G056650	XP_013585576.1
OG0016219	Om002G056840	XP_013611157.1
OG0016220	Om002G057090	XP_013586311.1
OG0016221	Om002G057150	XP_013610993.1
OG0016222	Om002G057830	XP_013583875.1
OG0016223	Om002G058030	XP_013599348.1
OG0016224	Om002G058040	XP_013610820.1
OG0016225	Om002G058170	XP_013584221.1
OG0016226	Om002G058630	XP_013610680.1
OG0016227	Om002G058920	XP_013610615.1
OG0016228	Om002G059820	XP_013583383.1
OG0016229	Om002G059960	XP_013622138.1
OG0016230	Om002G060250	XP_013583999.1
OG0016231	Om002G060770	XP_013586463.1
OG0016232	Om002G060940	XP_013637923.1
OG0016233	Om002G061340	XP_013589452.1
OG0016234	Om002G061610	XP_013609927.1
OG0016235	Om002G061640	XP_013587633.1
OG0016236	Om002G062030	XP_013586918.1
OG0016237	Om002G062200	XP_013587152.1
OG0016238	Om002G062210	XP_013586602.1
OG0016239	Om002G062220	XP_013584412.1
OG0016240	Om002G062280	XP_013638168.1
OG0016241	Om007G283590	XP_013633012.1, XP_013633138.1
OG0016242	Om002G062770	XP_013583796.1
OG0016243	Om002G063110	XP_013609553.1
OG0016244	Om002G063380	XP_013587750.1
OG0016245	Om002G063390	XP_013586864.1
OG0016246	Om002G063440	XP_013586584.1
OG0016247	Om002G063500	XP_013616086.1
OG0016248	Om002G063530	XP_013639707.1
OG0016250	Om002G063990	XP_013629140.1
OG0016251	Om002G064050	XP_013613833.1
OG0016252	Om002G064080	XP_013628752.1
OG0016253	Om002G064190	XP_013584057.1
OG0016254	Om002G064610	XP_013587741.1
OG0016255	Om002G064670	XP_013586454.1
OG0016256	Om002G064770	XP_013638626.1
OG0016257	Om002G064820	XP_013586840.1
OG0016258	Om002G064870	XP_013613957.1
OG0016259	Om002G065340	XP_013585450.1
OG0016260	Om002G065570	XP_013629343.1
OG0016261	Om002G065730	XP_013584436.1
OG0016263	Om002G066120	XP_013584080.1
OG0016264	Om002G066400	XP_013629438.1
OG0016265	Om002G066540	XP_013585639.1
OG0016266	Om002G067020	XP_013623296.1, XP_013594355.1
OG0016267	Om002G067040	XP_013623295.1
OG0016268	Om002G067140	XP_013589515.1
OG0016269	Om002G067220	XP_013608344.1
OG0016270	Om002G067230	XP_013586941.1
OG0016271	Om002G067360	XP_013636780.1
OG0016272	Om002G068260	XP_013618351.1
OG0016273	Om005G224420	XP_013606831.1
OG0016274	Om002G068570	XP_013613984.1
OG0016275	Om002G068580	XP_013608162.1
OG0016276	Om002G068660	XP_013587571.1
OG0016277	Om002G074450	XP_013630596.1
OG0016278	Om002G069650	XP_013592804.1
OG0016279	Om002G069510	XP_013586569.1
OG0016280	Om002G069480	XP_013617847.1, XP_013639232.1
OG0016281	Om002G070300	XP_013583799.1
OG0016282	Om002G070470	XP_013585583.1
OG0016283	Om002G070780	XP_013607479.1
OG0016284	Om002G071770	XP_013593098.1
OG0016285	Om002G071910	XP_013588419.1
OG0016287	Om002G073100	XP_013596865.1
OG0016288	Om002G073290	XP_013594610.1
OG0016289	Om002G073320	XP_013609968.1
OG0016290	Om002G073350	XP_013595766.1
OG0016291	Om002G074110	XP_013621187.1
OG0016292	Om002G074250	XP_013594036.1
OG0016293	Om002G074290	XP_013615069.1
OG0016294	Om001G023100	XP_013634076.1
OG0016295	Om004G167570	XP_013627742.1
OG0016296	Om002G074750	XP_013597572.1
OG0016297	Om002G074970	XP_013597796.1
OG0016298	Om005G201860	XP_013593560.1
OG0016299	Om002G075300	XP_013593662.1
OG0016300	Om002G077080	XP_013629381.1
OG0016301	Om002G076140	XP_013598657.1
OG0016302	Om007G293690	XP_013595337.1
OG0016303	Om003G113860	XP_013621080.1
OG0016304	Om002G079490	XP_013630042.1
OG0016305	Om007G288440	XP_013630707.1
OG0016307	Om008G325430	XP_013612460.1
OG0016308	Om002G078890	XP_013597132.1
OG0016309	Om002G079570	XP_013626832.1
OG0016310	Om002G079710	XP_013622945.1
OG0016312	Om002G079740	XP_013615029.1
OG0016313	Om002G079980	XP_013626666.1
OG0016314	Om002G080020	XP_013608939.1
OG0016315	Om002G080170	XP_013592607.1
OG0016316	Om002G080190	XP_013622125.1
OG0016317	Om002G080350	XP_013623210.1
OG0016318	Om002G080280	XP_013596168.1
OG0016319	Om003G105740	XP_013604547.1
OG0016320	Om002G081110	XP_013593578.1
OG0016321	Om002G081170	XP_013593569.1
OG0016322	Om002G081320	XP_013596102.1
OG0016323	Om002G081510	XP_013595792.1
OG0016324	Om002G081630	XP_013605993.1
OG0016325	Om002G055380	XP_013608907.1
OG0016326	Om002G082560	XP_013622147.1
OG0016327	Om002G082640	XP_013630763.1
OG0016328	Om002G082960	XP_013606055.1
OG0016329	Om002G083040	XP_013593413.1
OG0016330	Om002G083670	XP_013630364.1
OG0016331	Om002G083770	XP_013599248.1
OG0016332	Om002G084330	XP_013606720.1
OG0016333	Om008G322530	XP_013593343.1
OG0016334	Om002G084840	XP_013593242.1
OG0016335	Om002G085020	XP_013611582.1
OG0016336	Om002G085890	XP_013627111.1
OG0016337	Om002G085660	XP_013610296.1
OG0016338	Om002G085600	XP_013596257.1
OG0016339	Om002G085570	XP_013625877.1
OG0016340	Om002G085210	XP_013599083.1
OG0016341	Om002G086350	XP_013608892.1
OG0016342	Om002G086690	XP_013611907.1
OG0016343	Om002G086880	XP_013596567.1
OG0016344	Om002G086950	XP_013595612.1
OG0016345	Om002G087400	XP_013598192.1
OG0016346	Om002G087590	XP_013593126.1
OG0016347	Om002G087610	XP_013596642.1
OG0016348	Om002G087770	XP_013598227.1
OG0016349	Om004G143300, Om002G087880	XP_013595507.1
OG0016350	Om002G087890	XP_013595271.1
OG0016351	Om002G088010	XP_013593007.1, XP_013584128.1
OG0016352	Om002G088600	XP_013602725.1
OG0016353	Om006G254670	XP_013598309.1
OG0016354	Om002G071330	XP_013605488.1
OG0016355	Om003G089780	XP_013629819.1
OG0016356	Om003G089800	XP_013591946.1
OG0016357	Om003G089880	XP_013591969.1
OG0016358	Om003G089950	XP_013621712.1
OG0016359	Om003G090180	XP_013592715.1
OG0016360	Om003G090240	XP_013628282.1
OG0016361	Om003G090620	XP_013592646.1
OG0016362	Om003G090910	XP_013591602.1
OG0016363	Om003G090980	XP_013591604.1
OG0016364	Om002G058310	XP_013584054.1
OG0016365	Om003G091540	XP_013629580.1
OG0016366	Om002G058880	XP_013585114.1
OG0016367	Om003G092140, Om003G092020	XP_013591363.1
OG0016368	Om003G092320	XP_013588579.1
OG0016369	Om003G093190	XP_013629055.1
OG0016370	Om003G093440	XP_013590989.1
OG0016371	Om003G093700	XP_013591217.1
OG0016372	Om003G094020	XP_013591832.1
OG0016373	Om003G094030	XP_013588315.1
OG0016374	Om003G094060	XP_013592087.1
OG0016375	Om003G094260	XP_013590179.1
OG0016376	Om003G094310	XP_013626143.1
OG0016377	Om003G094420	XP_013587986.1
OG0016378	Om003G094660	XP_013591542.1
OG0016379	Om003G094680	XP_013630783.1
OG0016380	Om003G094780	XP_013592402.1
OG0016381	Om003G094820	XP_013591882.1
OG0016382	Om003G094860	XP_013592360.1
OG0016383	Om003G096370	XP_013625205.1
OG0016385	Om003G096170	XP_013592317.1
OG0016386	Om003G096040	XP_013639633.1
OG0016387	Om003G095960	XP_013625363.1
OG0016388	Om003G095890	XP_013587951.1
OG0016389	Om003G095880	XP_013588743.1
OG0016390	Om003G096770	XP_013591203.1
OG0016391	Om003G096800	XP_013587196.1
OG0016392	Om003G096880	XP_013589952.1
OG0016393	Om003G097410	XP_013630020.1
OG0016394	Om003G097560	XP_013588150.1
OG0016395	Om003G097610	XP_013587938.1
OG0016396	Om003G097660	XP_013630374.1
OG0016397	Om003G097740	XP_013600523.1
OG0016398	Om003G098170	XP_013603935.1
OG0016399	Om003G098190	XP_013602987.1
OG0016400	Om003G098200	XP_013602271.1
OG0016401	Om003G098230	XP_013605215.1
OG0016403	Om003G098440	XP_013590722.1
OG0016404	Om003G099380	XP_013592008.1
OG0016405	Om003G099540	XP_013587265.1
OG0016406	Om003G099600	XP_013604897.1
OG0016407	Om003G099690	XP_013638091.1
OG0016408	Om003G099790	XP_013590508.1
OG0016409	Om003G099830	XP_013591893.1
OG0016410	Om003G099880	XP_013588578.1
OG0016411	Om003G099920	XP_013600004.1
OG0016412	Om003G100050	XP_013585058.1
OG0016413	Om003G100130	XP_013589653.1
OG0016414	Om003G100320	XP_013604099.1
OG0016415	Om003G100480	XP_013593100.1
OG0016416	Om003G100900	XP_013617874.1
OG0016417	Om003G100940	XP_013600466.1
OG0016418	Om003G100950	XP_013595399.1
OG0016420	Om007G291160	XP_013586251.1
OG0016421	Om008G340130	XP_013631003.1
OG0016422	Om006G256650	XP_013631216.1
OG0016423	Om006G256550	XP_013605029.1
OG0016424	Om006G256310	XP_013637362.1
OG0016425	Om006G256230	XP_013595456.1
OG0016426	Om006G255840	XP_013635038.1
OG0016427	Om006G255740	XP_013599522.1
OG0016428	Om006G255730	XP_013603916.1
OG0016429	Om006G255700	XP_013637439.1
OG0016430	Om006G255130	XP_013636552.1
OG0016431	Om002G050270	XP_013587573.1, XP_013587574.1
OG0016432	Om005G199200	XP_013599712.1
OG0016433	Om006G254730	XP_013613776.1, XP_013613778.1
OG0016434	Om006G254040	XP_013636975.1
OG0016435	Om006G254030	XP_013592905.1
OG0016436	Om006G256790	XP_013615934.1
OG0016437	Om006G256700	XP_013631870.1
OG0016438	Om006G256840	XP_013600244.1
OG0016439	Om006G256900	XP_013603341.1
OG0016440	Om006G257020	XP_013605165.1
OG0016441	Om004G143820	XP_013638334.1
OG0016442	Om006G257030	XP_013638879.1
OG0016444	Om006G253220	XP_013591947.1
OG0016445	Om006G253040	XP_013600110.1
OG0016446	Om006G252770	XP_013600148.1
OG0016447	Om006G252740	XP_013604383.1
OG0016448	Om006G252710	XP_013605518.1
OG0016449	Om006G252050	XP_013632093.1
OG0016450	Om006G252020	XP_013605629.1
OG0016451	Om006G251980	XP_013605342.1
OG0016452	Om006G251000	XP_013604690.1
OG0016453	Om006G250820	XP_013605292.1
OG0016454	Om006G250660	XP_013600902.1
OG0016455	Om006G250630	XP_013614716.1, XP_013600534.1
OG0016456	Om003G119270	XP_013592126.1
OG0016457	Om003G119600	XP_013631427.1
OG0016458	Om003G119700	XP_013600324.1
OG0016459	Om003G119860	XP_013599730.1
OG0016460	Om003G120060	XP_013599944.1
OG0016461	Om003G120250	XP_013590711.1
OG0016462	Om003G120720	XP_013600426.1
OG0016463	Om003G120790	XP_013605624.1
OG0016464	Om003G120820	XP_013605794.1
OG0016465	Om003G120980	XP_013592448.1
OG0016466	Om003G121070	XP_013600676.1
OG0016467	Om003G121080	XP_013600425.1
OG0016468	Om003G121330	XP_013614175.1
OG0016469	Om006G253080	XP_013591745.1
OG0016470	Om003G122180	XP_013600350.1
OG0016471	Om003G122190	XP_013602227.1
OG0016472	Om003G122280	XP_013602087.1
OG0016473	Om003G122650	XP_013592603.1
OG0016474	Om003G123640	XP_013616589.1
OG0016475	Om003G123780	XP_013615010.1
OG0016476	Om003G124060	XP_013630943.1
OG0016477	Om002G076770	XP_013628107.1
OG0016478	Om003G124300	XP_013604804.1
OG0016479	Om003G124350	XP_013604200.1
OG0016480	Om003G124700	XP_013591560.1
OG0016481	Om003G124980	XP_013591690.1
OG0016482	Om003G125480	XP_013592672.1
OG0016483	Om003G125920	XP_013605313.1
OG0016484	Om003G126110	XP_013600175.1
OG0016485	Om003G126490	XP_013605803.1
OG0016486	Om003G126680	XP_013605528.1
OG0016487	Om003G126730	XP_013602357.1
OG0016488	Om003G126890	XP_013603568.1
OG0016489	Om003G127160	XP_013588910.1
OG0016490	Om003G127340	XP_013605869.1
OG0016491	Om003G127600	XP_013604290.1
OG0016492	Om003G127830	XP_013604934.1
OG0016493	Om003G127980	XP_013604689.1
OG0016494	Om003G127990	XP_013591413.1
OG0016495	Om003G128530	XP_013602385.1
OG0016496	Om003G128490	XP_013632889.1
OG0016497	Om003G128850	XP_013634009.1
OG0016498	Om003G128880	XP_013600331.1
OG0016499	Om003G128930	XP_013600593.1
OG0016500	Om003G129120	XP_013631159.1
OG0016501	Om003G129140	XP_013636909.1
OG0016502	Om003G129150	XP_013630900.1
OG0016503	Om003G129160	XP_013630901.1
OG0016504	Om003G129230	XP_013635881.1
OG0016505	Om003G129260	XP_013600766.1
OG0016506	Om003G129310	XP_013590690.1
OG0016507	Om003G129330	XP_013636072.1
OG0016508	Om003G129370	XP_013636073.1
OG0016509	Om003G129380	XP_013630290.1
OG0016510	Om003G089550	XP_013588597.1
OG0016511	Om003G094550	XP_013592619.1
OG0016513	Om003G100830	XP_013598503.1
OG0016515	Om003G104230	XP_013590847.1
OG0016516	Om006G257870	XP_013604624.1
OG0016517	Om006G255210	XP_013634725.1
OG0016518	Om006G254210	XP_013600082.1, XP_013598111.1
OG0016519	Om003G121010	XP_013633539.1
OG0016521	Om003G123820	XP_013593252.1
OG0016522	Om003G123970	XP_013599702.1
OG0016523	Om003G122780	XP_013602440.1
OG0016524	Om003G124930	XP_013636428.1
OG0016525	Om002G056290, Om003G126090	XP_013592301.1
OG0016526	Om003G127300	XP_013604932.1
OG0016527	Om007G275610	XP_013637915.1
OG0016528	Om008G359000	XP_013635781.1
OG0016529	Om008G361510	XP_013614723.1
OG0016530	Om002G051430	XP_013598681.1
OG0016531	Om008G356830	XP_013599120.1
OG0016533	Om005G224170, Om008G339310	XP_013631895.1
OG0016535	Om008G334050	XP_013634096.1
OG0016536	Om008G325540	XP_013623994.1
OG0016537	Om008G319980	XP_013613918.1
OG0016539	Om004G134820	XP_013621139.1
OG0016540	Om003G105700, Om006G275520	XP_013636486.1
OG0016541	Om001G020710	XP_013621137.1
OG0016542	Om001G029920	XP_013609461.1
OG0016543	Om003G110460	XP_013628352.1
OG0016545	Om001G041850	XP_013595220.1
OG0016546	Om005G178790	XP_013585623.1
OG0016547	Om005G181580	XP_013583961.1, XP_013600674.1
OG0016548	Om005G183300	XP_013586032.1
OG0016549	Om005G184920	XP_013586617.1
OG0016550	Om005G186900	XP_013600861.1
OG0016551	Om005G187100	XP_013614886.1, XP_013615408.1, XP_013615406.1, XP_013604645.1
OG0016552	Om005G188990	XP_013585670.1
OG0016553	Om005G190070	XP_013639166.1
OG0016555	Om005G191280	XP_013584746.1
OG0016556	Om005G193520	XP_013586478.1
OG0016558	Om005G196100	XP_013585122.1, XP_013601488.1, XP_013603911.1
OG0016559	Om005G198800	XP_013638574.1
OG0016560	Om005G199320	XP_013600669.1
OG0016561	Om005G201760	XP_013596921.1, XP_013584249.1
OG0016562	Om005G202670	XP_013600136.1
OG0016563	Om005G208290	XP_013589757.1
OG0016565	Om005G211940	XP_013592690.1
OG0016566	Om005G223270	XP_013631474.1, XP_013615758.1
OG0016568	Om005G227390	XP_013637433.1
OG0016569	Om002G072850	XP_013595427.1
OG0016570	Om002G060470	XP_013585260.1
OG0016571	Om002G055190	XP_013591221.1
OG0016572	Om002G054010	XP_013585724.1
OG0016573	Om002G052550	XP_013585103.1
OG0016574	Om002G050180	XP_013585490.1, XP_013627819.1
OG0016576	Om002G043050	XP_013636950.1
OG0016577	Om004G176260	XP_013630274.1
OG0016578	Om004G173290	XP_013626414.1
OG0016579	Om004G170950	XP_013618928.1, XP_013609776.1
OG0016580	Om004G170190	XP_013609327.1
OG0016581	Om004G170030	XP_013621387.1
OG0016582	Om004G169270	XP_013610797.1
OG0016583	Om004G156280	XP_013637267.1
OG0016584	Om001G013390	XP_013605895.1, XP_013589173.1
OG0016585	Om001G012330	XP_013588401.1
OG0016586	Om005G207790, Om001G011840	XP_013602545.1
OG0016587	Om001G010600	XP_013590665.1
OG0016588	Om001G008230	XP_013601218.1
OG0016589	Om007G315160	XP_013591000.1
OG0016590	Om001G004350	XP_013594378.1, XP_013585370.1
OG0016591	Om001G000020	XP_013605501.1
OG0016592	Om007G288220	XP_013629591.1
OG0016594	Om007G279960	XP_013629248.1
OG0016595	Om008G349720	XP_013632639.1
OG0016596	Om007G281370	XP_013631921.1
OG0016597	Om007G284550	XP_013625466.1
OG0016598	Om004G168160, Om005G225830	XP_013616763.1
OG0016599	Om004G166710	XP_013611504.1
OG0016600	Om004G165940	XP_013628480.1
OG0016601	Om004G164250	XP_013610191.1
OG0016602	Om004G162100	XP_013606237.1
OG0016603	Om004G161210	XP_013610282.1, XP_013619760.1
OG0016604	Om007G302110	XP_013625551.1, XP_013609618.1
OG0016605	Om007G294110	XP_013598359.1, XP_013620979.1
OG0016606	Om009G363710, Om007G306730	XP_013598849.1
OG0016607	Om009G364140, Om007G307080	XP_013599277.1
OG0016608	Om007G314640	XP_013635097.1
OG0016609	Om006G261090	XP_013603532.1
OG0016610	Om004G145050	XP_013593498.1
OG0016611	Om006G248000	XP_013618135.1
OG0016612	Om006G246140	XP_013616582.1, XP_013623253.1
OG0016613	Om006G239400	XP_013615708.1
OG0016617	Om004G151780	XP_013637765.1
OG0016622	Om004G131080	XP_013588132.1
OG0016627	Om004G154820	XP_013605149.1
OG0016630	Om006G264070	XP_013625443.1
OG0016631	Om006G259300	XP_013602696.1
OG0016632	Om006G259240	XP_013593223.1, XP_013600011.1
OG0016635	Om008G354890	XP_013612146.1
OG0016641	Om005G182600	XP_013639103.1, XP_013632371.1, XP_013585281.1
OG0016642	Om001G022920	XP_013633105.1, XP_013633106.1, XP_013633107.1, XP_013633109.1
OG0016645	Om003G103170	XP_013628063.1, XP_013633070.1
OG0016648	Om002G082530	XP_013589210.1, XP_013632757.1, XP_013583278.1, XP_013601420.1, XP_013639238.1, XP_013589658.1
OG0016650	Om008G341330	XP_013589715.1, XP_013624896.1, XP_013616754.1, XP_013615096.1, XP_013595144.1, XP_013614786.1, XP_013624460.1, XP_013583270.1, XP_013617809.1, XP_013639498.1
OG0016657	Om001G022240	XP_013598042.1
OG0016659	Om001G022690	XP_013599022.1
OG0016660	Om001G022710	XP_013599118.1
OG0016661	Om001G022780	XP_013600875.1
OG0016662	Om001G023400	XP_013616915.1
OG0016663	Om001G023850	XP_013596338.1
OG0016664	Om001G024020	XP_013598254.1
OG0016665	Om001G024960	XP_013598134.1
OG0016666	Om001G025370	XP_013602150.1
OG0016667	Om001G025460	XP_013588486.1
OG0016668	Om001G025480	XP_013597588.1
OG0016669	Om001G027620	XP_013593225.1
OG0016670	Om001G027720	XP_013612069.1
OG0016671	Om001G028510	XP_013597880.1
OG0016672	Om001G029360	XP_013585641.1
OG0016673	Om001G029830	XP_013639740.1
OG0016675	Om001G030880	XP_013605978.1
OG0016676	Om001G030970	XP_013596155.1
OG0016680	Om002G059880	XP_013593855.1
OG0016681	Om001G033270	XP_013584505.1
OG0016682	Om007G291860	XP_013618613.1
OG0016683	Om007G292160	XP_013593336.1
OG0016684	Om007G292240	XP_013587410.1
OG0016685	Om007G292260	XP_013586718.1
OG0016686	Om007G277010	XP_013584973.1
OG0016687	Om007G276940	XP_013583925.1
OG0016688	Om007G291080	XP_013599984.1
OG0016689	Om005G196890	XP_013610455.1
OG0016690	Om005G216400	XP_013634196.1
OG0016692	Om005G216950	XP_013614915.1
OG0016693	Om011G365870, Om005G218240	XP_013612959.1
OG0016694	Om005G218720	XP_013636147.1
OG0016695	Om005G218890	XP_013593925.1, XP_013610423.1
OG0016696	Om005G219270	XP_013614982.1
OG0016697	Om005G219520	XP_013607744.1
OG0016699	Om005G220700	XP_013606117.1
OG0016700	Om005G220730	XP_013606115.1
OG0016701	Om005G220860	XP_013618081.1
OG0016702	Om005G221610	XP_013605946.1
OG0016703	Om005G222070	XP_013594883.1, XP_013634557.1
OG0016704	Om005G224070	XP_013631503.1
OG0016706	Om006G274990	XP_013619844.1
OG0016708	Om006G274550	XP_013618278.1
OG0016709	Om006G274140	XP_013607876.1, XP_013597727.1
OG0016710	Om006G274130	XP_013597729.1
OG0016712	Om006G273460	XP_013615981.1
OG0016713	Om006G272940	XP_013615480.1, XP_013610881.1
OG0016715	Om006G272380	XP_013597744.1
OG0016716	Om006G272170	XP_013597640.1
OG0016717	Om006G271030	XP_013597960.1
OG0016718	Om006G269670	XP_013595739.1
OG0016719	Om006G269850	XP_013593758.1
OG0016720	Om006G270480	XP_013595627.1
OG0016721	Om006G269340	XP_013598414.1
OG0016722	Om002G073110	XP_013593812.1
OG0016725	Om005G212920	XP_013619182.1
OG0016726	Om005G213110	XP_013590776.1
OG0016727	Om005G213320	XP_013588830.1
OG0016728	Om005G213550	XP_013590197.1
