Orthogroup	Odontarrhena_muralis	Capsella_rubella
OG0015629	Om008G337210	XP_023639680.1
OG0015630	Om008G336880	XP_006295077.1
OG0015631	Om008G336580	XP_023639673.1
OG0015632	Om008G336340	XP_006295460.1
OG0015633	Om008G336270	XP_006296443.1
OG0015634	Om008G336100	XP_006294724.1
OG0015635	Om008G336110	XP_006296216.2, XP_006296219.1
OG0015636	Om002G075310	XP_023641881.1
OG0015637	Om008G335970	XP_006295230.1
OG0015638	Om008G335930	XP_006296196.1
OG0015639	Om008G335920	XP_006294870.1
OG0015640	Om008G335800	XP_006293506.1
OG0015641	Om008G335430	XP_023640841.1
OG0015642	Om008G335240	XP_006294816.1
OG0015643	Om008G335220	XP_006294589.1
OG0015644	Om008G333340	XP_006294495.1
OG0015645	Om008G333430	XP_023640077.1
OG0015646	Om008G333540	XP_006294550.1
OG0015647	Om008G334250	XP_006295953.1
OG0015648	Om008G334300	XP_006296531.1
OG0015649	Om008G334560	XP_006293846.1
OG0015651	Om008G338120	XP_006294202.1
OG0015652	Om005G196450	XP_006304525.1
OG0015653	Om005G196490	XP_006305845.1
OG0015654	Om005G196990	XP_023646023.1
OG0015655	Om005G197180	XP_006306369.1
OG0015656	Om005G197390	XP_023645923.1
OG0015657	Om005G197610	XP_023645633.1
OG0015658	Om005G198020	XP_006304316.1
OG0015659	Om005G198100	XP_006305734.1
OG0015660	Om005G198390	XP_006306700.1
OG0015661	Om005G198780	XP_023645955.1
OG0015662	Om005G198770	XP_006304885.1
OG0015663	Om005G198750	XP_006304808.1
OG0015664	Om005G198710	XP_006305310.1
OG0015665	Om005G198630	XP_023633057.1
OG0015666	Om005G198870	XP_023645043.1
OG0015667	Om005G199160	XP_006307007.1
OG0015668	Om005G199810	XP_006305935.2
OG0015669	Om005G199700	XP_023633137.1
OG0015670	Om005G199670	XP_006304965.1
OG0015671	Om005G199560	XP_023633136.1
OG0015672	Om004G140700	XP_006302150.1
OG0015673	Om005G200470	XP_006305676.1
OG0015674	Om005G200680	XP_006306210.1
OG0015675	Om005G200720	XP_006307461.2
OG0015676	Om005G200840	XP_023632801.1
OG0015677	Om005G200930	XP_006307016.1
OG0015678	Om005G200970	XP_006303432.1
OG0015679	Om005G201230	XP_006304178.1
OG0015680	Om005G201260	XP_006307629.1
OG0015681	Om005G201290	XP_006306486.1
OG0015682	Om005G201390	XP_006306888.1
OG0015683	Om005G202260	XP_023632611.1
OG0015684	Om005G202610	XP_006303171.1
OG0015685	Om005G202640	XP_023644891.1
OG0015686	Om005G202710	XP_006304635.1
OG0015687	Om005G203030	XP_006307427.1
OG0015688	Om005G203260	XP_006306288.2
OG0015689	Om005G203890	XP_006306166.1
OG0015690	Om005G203960	XP_006303894.1
OG0015691	Om005G203970	XP_023644831.1
OG0015692	Om005G204140	XP_006303243.1
OG0015693	Om005G204180	XP_023644908.1
OG0015694	Om005G204200	XP_006306531.1
OG0015695	Om005G182660	XP_006304769.1
OG0015696	Om005G204630	XP_006304328.2
OG0015697	Om005G204680	XP_006303258.1
OG0015698	Om005G204980	XP_006304237.1
OG0015699	Om005G205120	XP_006304546.1
OG0015700	Om005G205200	XP_006304306.1
OG0015701	Om005G205330	XP_006305047.1
OG0015702	Om005G205550	XP_023633030.1
OG0015703	Om005G205570	XP_023645274.1
OG0015704	Om005G205630	XP_006306396.1
OG0015705	Om005G206950	XP_006304329.1
OG0015706	Om004G143400	XP_006306762.1
OG0015707	Om004G143760	XP_006306339.1
OG0015708	Om004G144460	XP_006305671.1
OG0015709	Om004G144550	XP_023645818.1
OG0015710	Om004G144690	XP_006307628.1
OG0015711	Om005G184550	XP_023645015.1
OG0015712	Om004G145510	XP_006303626.1
OG0015713	Om004G145990	XP_006306437.1
OG0015714	Om004G146220	XP_006303169.1
OG0015715	Om005G209830	XP_006300707.1
OG0015716	Om004G146590	XP_006304788.1
OG0015717	Om005G210360	XP_006302275.1
OG0015718	Om004G146780	XP_006303703.1
OG0015719	Om004G147020	XP_006304911.1
OG0015720	Om003G124950	XP_006305211.2
OG0015721	Om004G147610	XP_006303882.1
OG0015722	Om004G131990	XP_006305681.1
OG0015723	Om006G263420	XP_006307565.1
OG0015724	Om005G202140	XP_006305582.1
OG0015725	Om004G149350	XP_006304119.1
OG0015726	Om006G238540	XP_023644837.1
OG0015727	Om004G151810	XP_006303919.1
OG0015728	Om007G280240	XP_006285260.1
OG0015729	Om002G051420	XP_023635105.1
OG0015730	Om005G185130	XP_006285997.1
OG0015732	Om007G291210	XP_006285210.1
OG0015733	Om007G315270	XP_023634943.1
OG0015734	Om004G150560	XP_006293890.1
OG0015735	Om007G285620	XP_006283607.2
OG0015736	Om007G285670	XP_023634734.1
OG0015737	Om007G285690	XP_006282961.1
OG0015738	Om008G333230	XP_006285667.1
OG0015739	Om006G273970	XP_006285931.1
OG0015740	Om007G285930	XP_006283270.2
OG0015741	Om007G286000	XP_006283026.1
OG0015743	Om007G286320	XP_006285475.1
OG0015744	Om007G286560	XP_023635648.1
OG0015745	Om007G286430, Om011G365030	XP_006286259.1
OG0015746	Om007G286400	XP_006284272.1
OG0015747	Om003G127070	XP_006279683.1
OG0015748	Om005G186450	XP_006305019.1
OG0015749	Om001G021450	XP_006285134.1
OG0015750	Om001G021270	XP_006284487.1
OG0015751	Om004G151690	XP_006295387.1
OG0015752	Om004G154600	XP_006296309.1
OG0015753	Om001G007990	XP_006295092.2
OG0015754	Om003G095560	XP_006294293.1
OG0015755	Om004G152330, Om004G155250	XP_006293942.1
OG0015756	Om002G046770	XP_006296515.1
OG0015757	Om004G152090	XP_006293655.1
OG0015758	Om004G152020	XP_006295423.1
OG0015759	Om004G151310	XP_006294625.1
OG0015760	Om001G021460	XP_006283888.1
OG0015761	Om004G154470	XP_006294129.2
OG0015762	Om004G154340	XP_006293984.1
OG0015763	Om004G154050	XP_006294884.1
OG0015764	Om006G253350	XP_023638281.1
OG0015765	Om004G153820	XP_006294135.1
OG0015766	Om004G153550	XP_023639430.1
OG0015767	Om004G153500	XP_023641014.1
OG0015768	Om004G153490	XP_006296468.1
OG0015769	Om004G155840	XP_023639486.1
OG0015770	Om004G155890	XP_023639777.1
OG0015771	Om004G156000	XP_023640005.1
OG0015772	Om004G156420	XP_006294653.1
OG0015773	Om001G033090	XP_006296348.1
OG0015774	Om004G156570	XP_006294350.1
OG0015776	Om005G194750	XP_006305417.1
OG0015777	Om005G194510	XP_023645717.1
OG0015778	Om005G194420	XP_006304131.1
OG0015779	Om005G194410	XP_023645601.1
OG0015780	Om005G194390	XP_006307479.1
OG0015781	Om005G194270	XP_006304252.1
OG0015782	Om005G193980	XP_006304464.1
OG0015783	Om005G194020	XP_023644893.1
OG0015784	Om005G193810	XP_023645650.1
OG0015785	Om005G193860	XP_006306393.1
OG0015786	Om005G193650	XP_006304161.1
OG0015787	Om005G193390	XP_006307650.1
OG0015788	Om005G192940	XP_006306135.2
OG0015790	Om005G192860	XP_006303153.1
OG0015791	Om005G192540	XP_006307445.1
OG0015792	Om005G192130	XP_006303312.1
OG0015793	Om005G192040	XP_006303946.1
OG0015794	Om005G191950	XP_006304711.1
OG0015795	Om005G191880	XP_006306686.2
OG0015796	Om005G191790	XP_023644848.1
OG0015797	Om005G191590	XP_006304754.2
OG0015798	Om005G191600	XP_023632805.1
OG0015799	Om005G191380	XP_006307619.1
OG0015800	Om005G190940	XP_023645169.1
OG0015801	Om005G190810	XP_006306834.1
OG0015802	Om005G190560	XP_006305439.1
OG0015803	Om005G223560	XP_006303047.1
OG0015804	Om005G190290	XP_006305492.2
OG0015805	Om005G190020	XP_006305467.1
OG0015806	Om005G189650	XP_023644712.1
OG0015807	Om005G189530	XP_006305142.1
OG0015808	Om005G189510	XP_006305846.2
OG0015809	Om005G189380	XP_006307578.2
OG0015810	Om005G189170	XP_006305398.1
OG0015811	Om005G189150	XP_006305727.1
OG0015812	Om005G188910, Om002G078120	XP_006306425.1
OG0015813	Om005G188770	XP_006304862.1
OG0015814	Om005G188130	XP_023645456.1
OG0015815	Om005G188160	XP_006304299.1
OG0015816	Om005G188210	XP_023632895.1
OG0015817	Om005G188260	XP_023633234.1
OG0015818	Om005G188520	XP_006306630.1
OG0015819	Om005G187940	XP_023645691.1
OG0015820	Om005G187550	XP_006307058.1
OG0015821	Om005G187540	XP_023632650.1
OG0015822	Om005G187390	XP_006307382.1
OG0015823	Om005G187320	XP_006304210.1
OG0015824	Om005G187300	XP_006305368.1
OG0015825	Om005G187150	XP_023632944.1
OG0015826	Om005G187040	XP_006304477.1
OG0015827	Om005G186810	XP_006304207.1
OG0015828	Om005G186620	XP_006306655.1
OG0015829	Om005G186720	XP_006306095.1
OG0015830	Om005G186050	XP_006305381.1
OG0015831	Om005G185530	XP_006306426.1
OG0015832	Om005G185560	XP_023634456.1, XP_023645801.1
OG0015833	Om002G082350	XP_023638304.1
OG0015834	Om005G185300	XP_006306847.1
OG0015835	Om005G184990	XP_006305486.1
OG0015836	Om005G184570	XP_006303302.1
OG0015837	Om005G184470	XP_006303732.1
OG0015838	Om005G184440	XP_006306042.1
OG0015839	Om005G184050	XP_006305018.1
OG0015840	Om005G184330	XP_006306699.1
OG0015841	Om005G184310	XP_006307051.1
OG0015842	Om005G184180	XP_006306676.1
OG0015843	Om005G184160	XP_006306187.2
OG0015844	Om005G184020	XP_006306354.1
OG0015845	Om005G184010	XP_006304917.1
OG0015846	Om005G183970	XP_006305857.1
OG0015847	Om005G183920	XP_006306038.1
OG0015848	Om005G183390	XP_006307017.1
OG0015849	Om005G183250	XP_023632839.1
OG0015850	Om007G309140	XP_006280436.1
OG0015851	Om005G183240	XP_006304682.2
OG0015852	Om005G183220	XP_006303960.2
OG0015853	Om005G182800	XP_006303862.1
OG0015854	Om005G182750	XP_023644600.1
OG0015855	Om005G182340	XP_023646026.1
OG0015856	Om005G182320	XP_006305299.1
OG0015857	Om005G185840	XP_006307618.1
OG0015858	Om005G182200	XP_023632804.1
OG0015859	Om005G182160	XP_006307306.1
OG0015860	Om005G182150	XP_023645134.1
OG0015861	Om005G182030	XP_006306024.2
OG0015862	Om005G181550	XP_006303956.1
OG0015863	Om001G016900	XP_006287022.1
OG0015864	Om005G181070	XP_023645370.1
OG0015865	Om005G181040	XP_006306477.1
OG0015866	Om005G181030	XP_023645416.1
OG0015867	Om005G180490	XP_006306944.1
OG0015868	Om005G180830	XP_023645335.1
OG0015869	Om005G180330	XP_023645271.1
OG0015870	Om005G180300	XP_006306146.2
OG0015871	Om005G180290	XP_006306694.1
OG0015872	Om005G180150	XP_006305556.1
OG0015873	Om005G179960	XP_006306852.1
OG0015874	Om005G179620	XP_006303463.1
OG0015875	Om005G179480	XP_006303299.1
OG0015876	Om005G179410	XP_006306829.1
OG0015877	Om005G179170	XP_006307128.2
OG0015878	Om005G179310	XP_006303529.1
OG0015879	Om005G179100	XP_006305510.1
OG0015880	Om005G179080	XP_006304532.2
OG0015881	Om005G178610	XP_006306019.1
OG0015882	Om005G178480	XP_006307480.1
OG0015883	Om005G178090	XP_006305484.1
OG0015884	Om005G178140	XP_023645093.1
OG0015885	Om005G177900	XP_006303692.1
OG0015886	Om005G177890	XP_006306838.2
OG0015887	Om005G177880	XP_006305215.1
OG0015888	Om005G177840	XP_023644739.1
OG0015889	Om005G177810	XP_006307695.1
OG0015890	Om005G177790	XP_023633010.1
OG0015891	Om005G177720	XP_023645583.1
OG0015892	Om005G177650	XP_023644716.1
OG0015893	Om005G177570	XP_023644677.1
OG0015894	Om007G302100	XP_006289792.1
OG0015895	Om007G301170	XP_006289626.1
OG0015896	Om007G301360	XP_006286603.1
OG0015897	Om007G301620	XP_023636359.1
OG0015898	Om007G301700	XP_006286544.1
OG0015899	Om007G301790	XP_023635975.1
OG0015900	Om007G301030	XP_006288433.1
OG0015901	Om007G300900	XP_006288492.1
OG0015902	Om007G300810	XP_006289420.2
OG0015903	Om007G299750	XP_023636786.1
OG0015904	Om007G299830	XP_006288333.1
OG0015905	Om007G299980	XP_006288240.1
OG0015906	Om007G300070	XP_006286917.1
OG0015908	Om007G299140	XP_006286845.1
OG0015909	Om007G298640	XP_006287512.1
OG0015910	Om002G043840	XP_006299986.1
OG0015911	Om007G298830	XP_023637008.1
OG0015912	Om007G298210	XP_006289145.1
OG0015913	Om007G298050	XP_023637324.1
OG0015914	Om007G297740	XP_006289504.1
OG0015915	Om007G297640	XP_006286573.2
OG0015917	Om007G297310	XP_006289442.1
OG0015918	Om007G297150	XP_006286488.1
OG0015919	Om007G297170	XP_006289282.1
OG0015920	Om007G297060	XP_006288268.2
OG0015921	Om007G296830	XP_023637341.1
OG0015922	Om007G296720	XP_006289579.1
OG0015923	Om007G296700	XP_006288302.1
OG0015924	Om007G296360	XP_006287098.2
OG0015925	Om007G296290	XP_006286355.1
OG0015926	Om007G296060	XP_006288483.1
OG0015927	Om007G296050	XP_006289696.1
OG0015928	Om007G295900	XP_006287650.2
OG0015929	Om007G295870	XP_006286909.1
OG0015930	Om005G186640	XP_006306525.1
OG0015931	Om007G295420	XP_006289483.1
OG0015932	Om007G295320	XP_006287025.1
OG0015933	Om007G295310	XP_006287826.1
OG0015934	Om007G295180	XP_006287631.1
OG0015935	Om007G294860	XP_006289787.2
OG0015936	Om007G294660	XP_006290072.1
OG0015937	Om007G294330	XP_006287664.1
OG0015939	Om007G294280	XP_023637250.1
OG0015940	Om007G293870	XP_006288157.1
OG0015941	Om004G131440	XP_006288099.2
OG0015942	Om007G293570	XP_023636977.1
OG0015943	Om007G293560	XP_023636772.1
OG0015944	Om007G293300	XP_006287586.2
OG0015946	Om006G261320	XP_023638819.1
OG0015947	Om007G303540	XP_006282171.1
OG0015948	Om002G061350	XP_023634863.1
OG0015950	Om007G305980, Om009G363090	XP_006279873.2
OG0015951	Om010G364920, Om007G309280	XP_006280150.1
OG0015952	Om007G308030	XP_006281739.1
OG0015953	Om007G308240	XP_006279966.1
OG0015954	Om007G297660	XP_006286713.1
OG0015955	Om004G169760	XP_006287094.1
OG0015956	Om004G169690	XP_006289396.1, XP_006279172.2
OG0015957	Om007G302140	XP_006287632.1
OG0015958	Om007G302150	XP_023637516.1
OG0015959	Om004G169900	XP_006286677.1
OG0015960	Om004G170170	XP_006289319.1
OG0015961	Om002G084040	XP_006280608.1
OG0015962	Om001G015250	XP_006305130.1
OG0015963	Om008G358740	XP_006280492.2
OG0015964	Om004G170390	XP_006286559.1
OG0015965	Om004G170480	XP_006288953.1
OG0015966	Om004G170660	XP_006288259.1
OG0015967	Om004G170720	XP_006287574.1
OG0015968	Om004G170960	XP_023636197.1
OG0015969	Om004G170980	XP_006287311.1
OG0015970	Om004G170990	XP_023636438.1
OG0015971	Om004G171140	XP_006287867.1
OG0015972	Om004G171160	XP_006288437.1
OG0015973	Om004G171210	XP_006287504.1
OG0015974	Om004G171240	XP_006287273.1
OG0015975	Om004G171260	XP_006287086.1
OG0015976	Om004G171660	XP_006288997.1
OG0015977	Om002G060310	XP_023642184.1
OG0015978	Om004G171890	XP_006287996.1
OG0015979	Om004G171960	XP_006289209.1
OG0015980	Om004G172050	XP_006288222.1
OG0015981	Om004G172400	XP_006286934.1
OG0015982	Om005G198110	XP_006306528.1
OG0015983	Om004G172680	XP_006286816.1
OG0015984	Om004G172780	XP_006286376.1
OG0015985	Om004G172900	XP_023635795.1
OG0015986	Om006G240720	XP_006289278.1
OG0015987	Om006G240710	XP_023635959.1
OG0015988	Om006G240690	XP_006290118.1
OG0015989	Om006G240640	XP_006288877.2
OG0015990	Om006G240050	XP_006289879.1
OG0015991	Om006G239920	XP_006288736.1
OG0015992	Om006G239620	XP_006288885.1
OG0015993	Om006G239510	XP_006287508.1
OG0015994	Om006G239460	XP_006289241.1
OG0015995	Om006G239410	XP_023636511.1
OG0015996	Om006G238970	XP_006287156.1
OG0015997	Om006G239000	XP_023635780.1
OG0015998	Om006G239160	XP_006288304.1
OG0015999	Om006G239170	XP_023636490.1
OG0016000	Om006G238750	XP_006289749.1
OG0016001	Om006G238700	XP_006287298.1
OG0016002	Om006G238410	XP_006287134.1
OG0016003	Om006G238370	XP_006287442.1
OG0016004	Om006G238300	XP_006287966.1
OG0016005	Om002G076000	XP_023641109.1
OG0016006	Om006G238060	XP_023635755.1
OG0016007	Om006G237970	XP_023636299.1
OG0016009	Om006G237510	XP_006287921.1
OG0016010	Om006G237280	XP_023636206.1
OG0016011	Om006G237250	XP_006282075.1
OG0016012	Om006G237240	XP_006292961.1
OG0016013	Om006G237020	XP_006281903.1
OG0016014	Om006G236750	XP_006280363.1
OG0016015	Om006G236730	XP_006280383.1
OG0016016	Om006G236520	XP_023642235.1
OG0016017	Om006G236400	XP_006279662.1
OG0016018	Om006G236010	XP_006280451.1
OG0016019	Om006G235960	XP_006280595.1
OG0016020	Om006G235730	XP_006282034.1
OG0016021	Om006G235650	XP_006279913.1
OG0016022	Om006G235640	XP_006282174.1
OG0016023	Om006G235330	XP_006280331.1
OG0016024	Om006G235170	XP_006279581.1
OG0016025	Om006G235040	XP_023633456.1
OG0016026	Om006G234890	XP_006281155.2
OG0016027	Om006G234800	XP_006280287.1
OG0016028	Om006G234650	XP_023641077.1
OG0016029	Om006G247330	XP_006281858.1
OG0016030	Om006G247520	XP_023633592.1
OG0016031	Om006G247610	XP_006279969.1
OG0016032	Om006G247620	XP_023636575.1
OG0016033	Om006G247690	XP_023643469.1
OG0016034	Om006G247750	XP_023633596.1
OG0016035	Om006G247960	XP_023638494.1
OG0016036	Om006G247980	XP_006279807.1
OG0016037	Om006G257430	XP_023638335.1
OG0016038	Om006G257510	XP_006291123.1
OG0016039	Om006G257720	XP_006292378.1
OG0016040	Om006G258230	XP_006291871.1
OG0016042	Om006G258690	XP_006291327.1
OG0016043	Om006G258760	XP_023637888.1
OG0016044	Om006G259030	XP_023638510.1
OG0016045	Om006G259160	XP_006290734.1
OG0016046	Om006G259290	XP_006290947.1
OG0016047	Om006G259980	XP_006292229.1
OG0016048	Om006G260140	XP_006292362.2
OG0016049	Om006G260220	XP_006290272.1
OG0016050	Om006G239200	XP_006288106.1
OG0016051	Om006G260440	XP_006291319.2
OG0016052	Om006G260920	XP_006291302.1
OG0016053	Om006G261040	XP_006290921.1
OG0016054	Om006G261070	XP_006290867.1
OG0016055	Om007G290350	XP_006306611.1
OG0016056	Om006G262490	XP_023638333.1
OG0016057	Om006G262530	XP_006291353.1
OG0016058	Om006G262630	XP_006290702.2
OG0016059	Om006G262770	XP_006293335.2
OG0016060	Om006G262920	XP_006291924.1
OG0016061	Om006G263030	XP_006290533.1
OG0016062	Om006G234780	XP_006281131.1
OG0016063	Om006G263170	XP_006290943.1
OG0016064	Om006G263300	XP_006291484.1
OG0016065	Om007G295190	XP_006292360.1
OG0016066	Om006G263710	XP_006290330.1
OG0016067	Om006G263750	XP_006291392.1
OG0016068	Om004G134580, Om006G263910	XP_006291372.1
OG0016069	Om006G264060	XP_006290614.1
OG0016070	Om006G264300	XP_006290929.1
OG0016071	Om006G264410	XP_006291228.1
OG0016072	Om006G265640	XP_006291809.1
OG0016073	Om006G265750	XP_006290796.2
OG0016074	Om006G265760	XP_006291717.1
OG0016075	Om006G265770	XP_006291796.1
OG0016076	Om006G265860	XP_006290793.1
OG0016077	Om006G266450	XP_006293113.1
OG0016078	Om006G266660	XP_006291711.1
OG0016079	Om006G266860	XP_006290336.1
OG0016080	Om006G267110	XP_006291907.1
OG0016081	Om006G268100	XP_006293346.2
OG0016082	Om004G174430	XP_006291005.1
OG0016083	Om001G040130	XP_023637960.1
OG0016084	Om006G247340	XP_006293067.1
OG0016085	Om002G077560	XP_006291786.1
OG0016086	Om006G268380	XP_023639232.1
OG0016087	Om006G268570	XP_006290563.1
OG0016088	Om008G328940	XP_006293246.1
OG0016090	Om006G268540	XP_006290991.1
OG0016091	Om005G179400	XP_006305036.1
OG0016092	Om005G211340	XP_006300327.1
OG0016093	Om005G212350	XP_006300710.2
OG0016094	Om005G211520	XP_006300427.1
OG0016095	Om005G211280	XP_006302748.2
OG0016096	Om005G211790	XP_006300867.1
OG0016097	Om005G210580	XP_006300957.1
OG0016098	Om005G210280	XP_006302215.1
OG0016099	Om002G056250	XP_006298543.1
OG0016100	Om005G210470	XP_023642979.1
OG0016101	Om005G210040	XP_006301605.1
OG0016102	Om005G209950	XP_006301711.1
OG0016103	Om005G209940	XP_006301413.1
OG0016104	Om005G209890	XP_023643054.1
OG0016105	Om007G301960, Om005G209880	XP_006301179.1
OG0016106	Om005G209720	XP_023642848.1
OG0016107	Om005G209490	XP_006301926.1
OG0016108	Om004G150580, Om005G209480	XP_006301944.1
OG0016109	Om005G209320	XP_023643282.1
OG0016110	Om005G209310	XP_006301543.2
OG0016111	Om005G209170	XP_023644188.1
OG0016112	Om005G208540	XP_006301787.2
OG0016113	Om005G208390	XP_006302832.1
OG0016114	Om005G208320	XP_023643703.1
OG0016115	Om005G208190	XP_006302346.2
OG0016116	Om005G208090	XP_006300442.1
OG0016117	Om006G240770	XP_006289474.2
OG0016118	Om005G207360	XP_023643131.1
OG0016119	Om005G207330	XP_006302234.1
OG0016120	Om005G207100	XP_006301021.1
OG0016121	Om005G206960	XP_006302749.1
OG0016122	Om005G206700	XP_006302594.2
OG0016123	Om005G206680	XP_006300353.1
OG0016124	Om005G206560	XP_006301271.1
OG0016125	Om005G206520	XP_006302759.1
OG0016126	Om005G206460	XP_006301286.1
OG0016127	Om005G206330	XP_006302123.1
OG0016128	Om005G206220	XP_006301999.1
OG0016129	Om005G206150, Om006G266870	XP_006302624.1
OG0016130	Om005G206080	XP_006302181.1
OG0016131	Om005G206070	XP_006301552.1
OG0016132	Om005G206030	XP_006301758.1
OG0016133	Om005G206010	XP_006302817.2
OG0016134	Om005G205960	XP_023643631.1
OG0016135	Om005G205930	XP_023643004.1
OG0016136	Om004G143120	XP_006302242.1
OG0016137	Om004G133770	XP_006301526.1
OG0016138	Om004G134030	XP_006302085.1
OG0016139	Om004G134050	XP_006300833.1
OG0016140	Om004G134110	XP_023643877.1
OG0016141	Om004G134450	XP_006300478.1
OG0016142	Om004G134530	XP_006302296.1
OG0016143	Om004G134800	XP_006302722.1
OG0016144	Om004G134870	XP_006300985.1
OG0016145	Om004G135050	XP_006302725.2
OG0016146	Om004G135440	XP_006302409.1
OG0016148	Om004G135670	XP_006302191.1
OG0016149	Om004G135780	XP_006302126.1
OG0016150	Om004G135890	XP_006302985.1
OG0016151	Om002G076580	XP_006296676.1
OG0016152	Om004G136020	XP_006302504.2
OG0016153	Om004G136040	XP_006302723.1
OG0016154	Om004G136160	XP_006301133.1
OG0016155	Om004G136170	XP_006300748.1
OG0016156	Om004G136580	XP_006301582.1
OG0016157	Om004G136620	XP_006301726.1
OG0016158	Om004G136720	XP_006301774.1
OG0016159	Om004G137000	XP_006300534.1
OG0016160	Om004G137090	XP_023643486.1
OG0016161	Om004G137630	XP_006302682.2
OG0016162	Om004G138440	XP_006300664.1
OG0016163	Om004G138330	XP_006302664.2
OG0016164	Om007G287740	XP_006305539.1
OG0016165	Om004G138080	XP_006302113.1
OG0016166	Om004G138060	XP_006301007.1
OG0016167	Om004G138000	XP_006300472.1
OG0016168	Om004G137830	XP_006302145.1
OG0016169	Om004G138900	XP_006303106.2
OG0016170	Om004G138790	XP_006300780.1
OG0016171	Om004G138660	XP_006302167.1
OG0016172	Om004G138600	XP_006302858.2
OG0016173	Om004G138960	XP_006302127.1
OG0016174	Om004G139090	XP_006300319.1
OG0016175	Om004G139170	XP_023643491.1
OG0016176	Om004G139180	XP_006301886.1
OG0016177	Om004G139300	XP_006300775.1
OG0016178	Om004G139390	XP_023644181.1
OG0016179	Om004G139680	XP_006300809.1
OG0016180	Om004G139690	XP_006302473.1
OG0016181	Om004G139750	XP_006300406.1
OG0016182	Om004G140110	XP_023643967.1
OG0016183	Om006G260500, Om004G140230	XP_006303017.1
OG0016184	Om004G140540	XP_006301055.1
OG0016185	Om004G140810	XP_006301136.1
OG0016186	Om004G141170	XP_006302279.1
OG0016187	Om004G141330	XP_006301843.1
OG0016188	Om004G141360	XP_023643669.1
OG0016189	Om004G141790	XP_006300819.2
OG0016190	Om004G141830	XP_006302323.1
OG0016192	Om004G141880	XP_023643041.1
OG0016193	Om004G141930	XP_023643723.1
OG0016194	Om004G142010	XP_006301850.1
OG0016195	Om004G142350	XP_023643248.1
OG0016196	Om004G142460	XP_006300604.1
OG0016197	Om004G142500	XP_006301970.1
OG0016198	Om004G142520	XP_006300448.1
OG0016199	Om004G132660	XP_006301635.2
OG0016200	Om004G132440	XP_006300371.1
OG0016201	Om004G132430	XP_006301680.1
OG0016202	Om004G132390	XP_006302038.1
OG0016203	Om004G132340	XP_006301930.1
OG0016204	Om004G131980	XP_006302939.1
OG0016205	Om004G131570	XP_023643482.1
OG0016206	Om004G131330	XP_006301270.1
OG0016207	Om004G131220	XP_006301911.1
OG0016208	Om004G130120	XP_006302990.1
OG0016209	Om004G130110	XP_006291145.1
OG0016210	Om004G129990	XP_006301426.1
OG0016211	Om004G129980	XP_006301858.2
OG0016212	Om004G129900	XP_023642836.1
OG0016213	Om004G129690	XP_006301202.1
OG0016214	Om004G129520	XP_006301745.1
OG0016215	Om004G129580	XP_006301408.1
OG0016216	Om004G129590	XP_006301222.1
OG0016217	Om004G129600	XP_023644166.1
OG0016218	Om002G056650	XP_023642511.1
OG0016220	Om002G057090	XP_006299370.1
OG0016221	Om002G057150	XP_006297464.1
OG0016222	Om002G057830	XP_006298657.1
OG0016223	Om002G058030	XP_006298908.1
OG0016224	Om002G058040	XP_006297053.1
OG0016225	Om002G058170	XP_006298198.2
OG0016226	Om002G058630	XP_006297276.1
OG0016227	Om002G058920	XP_023642679.1
OG0016228	Om002G059820	XP_006298693.1
OG0016229	Om002G059960	XP_006297516.1
OG0016230	Om002G060250	XP_006298294.1
OG0016231	Om002G060770	XP_023642045.1
OG0016232	Om002G060940	XP_006297621.1
OG0016233	Om002G061340	XP_023642622.1
OG0016234	Om002G061610	XP_006298773.1
OG0016235	Om002G061640	XP_006297092.1
OG0016236	Om002G062030	XP_023642070.1
OG0016237	Om002G062200	XP_006299403.2
OG0016238	Om002G062210	XP_023642791.1
OG0016239	Om002G062220	XP_006298435.1
OG0016240	Om002G062280	XP_006298114.1
OG0016241	Om007G283590	XP_006301849.1
OG0016242	Om002G062770	XP_006298642.2
OG0016243	Om002G063110	XP_006297499.1
OG0016244	Om002G063380	XP_006298985.2
OG0016245	Om002G063390	XP_006297320.1
OG0016246	Om002G063440	XP_006296968.1
OG0016247	Om002G063500	XP_006298187.1
OG0016248	Om002G063530	XP_006297126.1
OG0016250	Om002G063990	XP_023641163.1
OG0016251	Om002G064050	XP_023642752.1
OG0016252	Om002G064080	XP_023642482.1
OG0016253	Om002G064190	XP_006298439.1
OG0016254	Om002G064610	XP_006297912.1
OG0016255	Om002G064670	XP_006299635.1
OG0016256	Om002G064770	XP_006299483.1
OG0016257	Om002G064820	XP_006297248.1
OG0016258	Om002G064870	XP_006296830.1
OG0016259	Om002G065340	XP_006296982.1
OG0016260	Om002G065570	XP_006296923.1
OG0016261	Om002G065730	XP_023642645.1
OG0016263	Om002G066120	XP_023641591.1
OG0016264	Om002G066400	XP_023641762.1
OG0016265	Om002G066540	XP_006296813.2
OG0016267	Om002G067040	XP_006297934.1
OG0016268	Om002G067140	XP_006300009.1
OG0016269	Om002G067220	XP_006298467.1
OG0016270	Om002G067230	XP_006298144.1
OG0016271	Om002G067360	XP_006298503.1
OG0016272	Om002G068260	XP_006297840.1
OG0016273	Om005G224420	XP_006301825.2
OG0016274	Om002G068570	XP_023642200.1
OG0016275	Om002G068580	XP_006300184.1
OG0016276	Om002G068660	XP_006298014.2
OG0016277	Om002G074450	XP_006298736.1
