Orthogroup	Odontarrhena_muralis	Erysimum_linariifolium
OG0016273	Om005G224420	El004G198400, El004G198390
OG0016274	Om002G068570	El005G258590
OG0016275	Om002G068580	El005G258680
OG0016276	Om002G068660	El005G258750
OG0016277	Om002G074450	El005G268160
OG0016278	Om002G069650	El005G259850
OG0016279	Om002G069510	El005G259650
OG0016280	Om002G069480	El005G259570
OG0016281	Om002G070300	El005G260840
OG0016282	Om002G070470	El005G261030
OG0016283	Om002G070780	El005G261330
OG0016284	Om002G071770	El005G264030
OG0016285	Om002G071910	El005G264430
OG0016287	Om002G073100	El005G266760
OG0016288	Om002G073290	El005G267110
OG0016289	Om002G073320	El005G267140
OG0016290	Om002G073350	El005G267170
OG0016291	Om002G074110	El005G267730
OG0016292	Om002G074250	El005G267880
OG0016293	Om002G074290	El005G267910
OG0016294	Om001G023100	El006G314170
OG0016295	Om004G167570	El005G268460
OG0016296	Om002G074750	El005G268400
OG0016297	Om002G074970	El005G268630
OG0016298	Om005G201860	El005G269220
OG0016299	Om002G075300	El005G268970
OG0016300	Om002G077080	El005G269900
OG0016301	Om002G076140	El005G269560
OG0016302	Om007G293690	El005G271450
OG0016303	Om003G113860	El007G340910
OG0016304	Om002G079490	El005G271860
OG0016305	Om007G288440	El005G271120
OG0016307	Om008G325430	El005G271890
OG0016308	Om002G078890	El005G271500
OG0016309	Om002G079570	El005G271950
OG0016310	Om002G079710	El005G271980
OG0016312	Om002G079740	El005G272000
OG0016313	Om002G079980	El005G272020
OG0016314	Om002G080020	El005G272040
OG0016315	Om002G080170	El005G272200
OG0016316	Om002G080190	El005G272220
OG0016317	Om002G080350	El005G272310
OG0016318	Om002G080280	El005G272350
OG0016319	Om003G105740	El003G181930
OG0016320	Om002G081110	El005G272650
OG0016321	Om002G081170	El005G272690
OG0016322	Om002G081320	El005G272720
OG0016323	Om002G081510	El005G272760
OG0016324	Om002G081630	El005G272770
OG0016325	Om002G055380	El005G273090
OG0016326	Om002G082560	El005G273680
OG0016327	Om002G082640	El005G273880
OG0016328	Om002G082960	El005G274040
OG0016329	Om002G083040	El005G274120
OG0016330	Om002G083670	El005G274710
OG0016331	Om002G083770	El005G274580
OG0016332	Om002G084330	El005G275200
OG0016333	Om008G322530	El005G275540
OG0016334	Om002G084840	El005G275560
OG0016335	Om002G085020	El005G275720
OG0016336	Om002G085890	El005G276930
OG0016337	Om002G085660	El005G276700
OG0016338	Om002G085600	El005G276650
OG0016339	Om002G085570	El005G276630
OG0016340	Om002G085210	El005G276450
OG0016341	Om002G086350	El005G277310
OG0016342	Om002G086690	El005G277540
OG0016343	Om002G086880	El005G277770
OG0016344	Om002G086950	El005G277830
OG0016345	Om002G087400	El005G278140
OG0016346	Om002G087590	El005G278340
OG0016347	Om002G087610	El005G278360
OG0016348	Om002G087770	El005G278460
OG0016349	Om004G143300, Om002G087880	El005G278560
OG0016350	Om002G087890	El005G278570
OG0016351	Om002G088010	El005G278690
OG0016352	Om002G088600	El005G279520
OG0016353	Om006G254670	El005G279260
OG0016354	Om002G071330	El005G279560
OG0016355	Om003G089780	El002G141050
OG0016356	Om003G089800	El002G141020
OG0016357	Om003G089880	El002G140950
OG0016358	Om003G089950	El002G140830
OG0016359	Om003G090180	El002G140660
OG0016360	Om003G090240	El002G140590
OG0016361	Om003G090620	El002G140320
OG0016362	Om003G090910	El002G140130
OG0016363	Om003G090980	El002G140510, El002G140040
OG0016364	Om002G058310	El005G249900
OG0016365	Om003G091540	El005G262580, El002G139710
OG0016366	Om002G058880	El005G250320
OG0016367	Om003G092140, Om003G092020	El002G139380
OG0016368	Om003G092320	El002G139240
OG0016369	Om003G093190	El002G138370
OG0016370	Om003G093440	El002G138530
OG0016371	Om003G093700	El002G138020
OG0016372	Om003G094020	El002G137700
OG0016373	Om003G094030	El002G137690
OG0016374	Om003G094060	El002G137660
OG0016375	Om003G094260	El002G137490
OG0016376	Om003G094310	El002G137450
OG0016377	Om003G094420	El002G137350
OG0016378	Om003G094660	El002G137070
OG0016379	Om003G094680	El002G137040
OG0016380	Om003G094780	El002G136890
OG0016381	Om003G094820	El002G136830
OG0016382	Om003G094860	El002G136790
OG0016383	Om003G096370	El002G135200
OG0016384	Om003G096180	El002G135400
OG0016385	Om003G096170	El002G135410
OG0016386	Om003G096040	El006G319860
OG0016387	Om003G095960	El002G135700
OG0016388	Om003G095890	El002G135780
OG0016389	Om003G095880	El002G135790
OG0016390	Om003G096770	El002G134860
OG0016391	Om003G096800	El002G134830
OG0016392	Om003G096880	El002G134770
OG0016393	Om003G097410	El002G134430
OG0016394	Om003G097560	El002G134230
OG0016395	Om003G097610	El002G134180
OG0016396	Om003G097660	El002G134150
OG0016397	Om003G097740	El002G134060
OG0016398	Om003G098170	El002G133520
OG0016399	Om003G098190	El002G133480
OG0016400	Om003G098200	El002G133470
OG0016401	Om003G098230	El002G133460
OG0016403	Om003G098440	El002G133250
OG0016404	Om003G099380	El002G132220
OG0016405	Om003G099540	El002G132020
OG0016406	Om003G099600	El002G131880
OG0016407	Om003G099690	El002G131790
OG0016409	Om003G099830	El002G131490
OG0016410	Om003G099880	El002G131470
OG0016411	Om003G099920	El002G131430
OG0016412	Om003G100050	El002G131370
OG0016413	Om003G100130	El003G171380
OG0016414	Om003G100320	El003G171530
OG0016415	Om003G100480	El003G171860
OG0016416	Om003G100900	El003G172270
OG0016417	Om003G100940	El003G172290, El007G343600
OG0016418	Om003G100950	El007G343590
OG0016420	Om007G291160	El002G117180
OG0016421	Om008G340130	El006G296830
OG0016422	Om006G256650	El001G022270
OG0016423	Om006G256550	El001G022380
OG0016424	Om006G256310	El001G022570
OG0016425	Om006G256230	El001G022650
OG0016426	Om006G255840	El001G022930
OG0016427	Om006G255740	El001G023030
OG0016428	Om006G255730	El001G023040
OG0016429	Om006G255700	El001G023060
OG0016430	Om006G255130	El001G023690
OG0016431	Om002G050270	El005G242840
OG0016432	Om005G199200	El002G101900
OG0016433	Om006G254730	El001G023980
OG0016434	Om006G254040	El001G024580
OG0016435	Om006G254030	El001G024610, El001G024620
OG0016436	Om006G256790	El001G022150
OG0016437	Om006G256700	El001G022220
OG0016438	Om006G256840	El001G022060
OG0016439	Om006G256900	El001G022010
OG0016440	Om006G257020	El001G021900
OG0016441	Om004G143820	El002G108800
OG0016442	Om006G257030	El001G021880
OG0016444	Om006G253220	El001G025270
OG0016445	Om006G253040	El001G025430
OG0016446	Om006G252770	El001G025640
OG0016447	Om006G252740	El001G025700
OG0016448	Om006G252710	El001G025730
OG0016449	Om006G252050	El001G026220
OG0016450	Om006G252020	El001G026290
OG0016451	Om006G251980	El001G026320
OG0016452	Om006G251000	El001G027310
OG0016453	Om006G250820	El001G027430
OG0016454	Om006G250660	El001G027530
OG0016455	Om006G250630	El001G027560
OG0016456	Om003G119270	El001G027740
OG0016457	Om003G119600	El001G028000
OG0016458	Om003G119700	El001G028100
OG0016459	Om003G119860	El001G028260
OG0016460	Om003G120060	El001G028420
OG0016461	Om003G120250	El001G028560
OG0016462	Om003G120720	El001G029000
OG0016463	Om003G120790	El001G029040
OG0016464	Om003G120820	El001G029080
OG0016465	Om003G120980	El001G029290
OG0016466	Om003G121070	El001G029340
OG0016467	Om003G121080	El001G029350
OG0016468	Om003G121330	El001G029510
OG0016469	Om006G253080	El001G025390
OG0016470	Om003G122180	El001G030080
OG0016471	Om003G122190	El001G030090
OG0016472	Om003G122280	El001G030160
OG0016473	Om003G122650	El001G030460
OG0016474	Om003G123640	El003G187780
OG0016475	Om003G123780	El001G031100
OG0016476	Om003G124060	El001G031340
OG0016477	Om002G076770	El005G270030
OG0016478	Om003G124300	El001G031590
OG0016479	Om003G124350	El001G031630
OG0016480	Om003G124700	El001G031850
OG0016481	Om003G124980	El001G032050
OG0016482	Om003G125480	El001G032240
OG0016483	Om003G125920	El001G032790
OG0016484	Om003G126110	El001G033040
OG0016485	Om003G126490	El001G033380
OG0016486	Om003G126680	El001G033500
OG0016487	Om003G126730	El001G033550
OG0016488	Om003G126890	El001G033710
OG0016489	Om003G127160	El001G033950
OG0016490	Om003G127340	El001G034090
OG0016491	Om003G127600	El001G034290
OG0016492	Om003G127830	El001G034480
OG0016493	Om003G127980	El001G034630
OG0016494	Om003G127990	El001G034640
OG0016495	Om003G128530	El001G035110
OG0016496	Om003G128490	El001G034990
OG0016497	Om003G128850	El001G035370
OG0016498	Om003G128880	El001G035410
OG0016499	Om003G128930	El001G035450
OG0016500	Om003G129120	El001G035640
OG0016501	Om003G129140	El001G035660
OG0016502	Om003G129150	El001G035670
OG0016503	Om003G129160	El001G035680
OG0016504	Om003G129230	El001G035780
OG0016505	Om003G129260	El001G035810
OG0016506	Om003G129310	El001G035870
OG0016507	Om003G129330	El001G035890
OG0016508	Om003G129370	El001G035930
OG0016509	Om003G129380	El001G035940
OG0016510	Om003G089550	El005G271060, El002G141320
OG0016511	Om003G094550	El002G137220
OG0016512	Om003G094940	El002G136710, El002G136700, El002G136720
OG0016513	Om003G100830	El003G172190
OG0016514	Om002G044780	El001G046410
OG0016515	Om003G104230	El007G348180
OG0016516	Om006G257870	El001G021190
OG0016517	Om006G255210	El001G023610
OG0016518	Om006G254210	El001G024460
OG0016519	Om003G121010	El001G029300
OG0016520	Om003G121270, Om003G121240	El001G029470
OG0016521	Om003G123820	El007G350400
OG0016522	Om003G123970	El001G031310
OG0016523	Om003G122780	El006G318920
OG0016524	Om003G124930	El001G032020
OG0016525	Om002G056290, Om003G126090	El001G033020
OG0016526	Om003G127300	El003G153510, El001G034030
OG0016527	Om007G275610	El003G171320
OG0016528	Om008G359000	El007G364190
OG0016529	Om008G361510	El007G365810
OG0016530	Om002G051430	El007G366940
OG0016531	Om008G356830	El007G361620
OG0016533	Om005G224170, Om008G339310	El006G296080
OG0016535	Om008G334050	El006G291930
OG0016536	Om008G325540	El006G285680
OG0016537	Om008G319980	El006G280810
OG0016539	Om004G134820	El004G230500
OG0016540	Om003G105700, Om006G275520	El003G183510
OG0016541	Om001G020710	El003G156660
OG0016542	Om001G029920	El003G149860
OG0016543	Om003G110460	El007G344190
OG0016544	Om001G034000, Om001G034020, Om001G034040	El003G189950
OG0016545	Om001G041850	El003G141720
OG0016546	Om005G178790	El002G083770
OG0016547	Om005G181580	El002G086560
OG0016548	Om005G183300	El002G088230
OG0016549	Om005G184920	El002G089770
OG0016550	Om005G186900	El006G311330
OG0016551	Om005G187100	El002G091830
OG0016552	Om005G188990	El002G093410
OG0016553	Om005G190070	El002G094410
OG0016555	Om005G191280	El002G095390
OG0016556	Om005G193520	El002G097680, El002G097300
OG0016558	Om005G196100	El002G099450
OG0016559	Om005G198800	El002G101640
OG0016560	Om005G199320	El002G101970
OG0016562	Om005G202670	El002G104960
OG0016563	Om005G208290	El004G221540
OG0016565	Om005G211940	El004G218230
OG0016566	Om005G223270	El004G199270
OG0016567	Om003G101210, Om003G101150	El003G172430
OG0016568	Om005G227390	El007G357000
OG0016569	Om002G072850	El005G265670
OG0016570	Om002G060470	El005G251710
OG0016571	Om002G055190	El005G247320
OG0016572	Om002G054010	El005G246220
OG0016573	Om002G052550	El005G245080
OG0016574	Om002G050180	El005G242740
OG0016576	Om002G043050	El005G235980
OG0016577	Om004G176260	El001G081250
OG0016578	Om004G173290	El001G078460
OG0016579	Om004G170950	El001G076250
OG0016580	Om004G170190	El001G075390
OG0016581	Om004G170030	El001G075250
OG0016582	Om004G169270	El001G074610
OG0016583	Om004G156280	El006G321440
OG0016584	Om001G013390	El002G123030
OG0016585	Om001G012330	El002G121260
OG0016586	Om005G207790, Om001G011840	El002G120550
OG0016587	Om001G010600	El003G161570
OG0016588	Om001G008230	El003G163820
OG0016589	Om007G315160	El002G128290
OG0016591	Om001G000020	El003G169940, El003G169960
OG0016592	Om007G288220	El002G113600
OG0016594	Om007G279960	El006G300420
OG0016596	Om007G281370	El006G302080
OG0016597	Om007G284550	El006G306570
OG0016598	Om004G168160, Om005G225830	El001G073870
OG0016599	Om004G166710	El001G072490
OG0016600	Om004G165940	El001G071920
OG0016601	Om004G164250	El001G070490
OG0016602	Om004G162100	El001G068860
OG0016603	Om004G161210	El001G068060
OG0016604	Om007G302110	El001G067750
OG0016606	Om009G363710, Om007G306730	El007G347720
OG0016607	Om009G364140, Om007G307080	El007G347900
OG0016608	Om007G314640	El003G187120
OG0016609	Om006G261090	El001G018610
OG0016610	Om004G145050	El002G109840
OG0016611	Om006G248000	El007G333340
OG0016613	Om006G239400	El001G054740
OG0016617	Om004G151780	El002G113160
OG0016627	Om004G154820	El006G316800
OG0016630	Om006G264070	El001G017200
OG0016631	Om006G259300	El001G020050
OG0016632	Om006G259240	El001G020130
OG0016633	Om008G347490, Om007G297050	El002G123680
OG0016635	Om008G354890	El001G004900
OG0016641	Om005G182600	El002G087490, El001G041260
OG0016645	Om003G103170	El003G175200
OG0016648	Om002G082530	El006G309140
OG0016657	Om001G022240	El003G155730
OG0016659	Om001G022690	El003G155460
OG0016660	Om001G022710	El003G155440
OG0016661	Om001G022780	El003G155390
OG0016662	Om001G023400	El003G155050
OG0016663	Om001G023850	El003G154610
OG0016664	Om001G024020	El003G154460
OG0016665	Om001G024960	El003G153380
OG0016666	Om001G025370	El003G153120
OG0016667	Om001G025460	El003G153050
OG0016668	Om001G025480	El003G153040
OG0016669	Om001G027620	El003G151670
OG0016670	Om001G027720	El003G151610
OG0016671	Om001G028510	El003G151050
OG0016672	Om001G029360	El003G150320
OG0016673	Om001G029830	El003G149940
OG0016675	Om001G030880	El003G149200
OG0016676	Om001G030970	El003G149140
OG0016677	Om001G031030	El003G149100
OG0016679	Om001G032330	El003G148290
OG0016680	Om002G059880	El005G251170
OG0016681	Om001G033270	El003G147670
OG0016682	Om007G291860	El002G118200
OG0016683	Om007G292160	El002G118670
OG0016684	Om007G292240	El002G118730
OG0016685	Om007G292260	El002G118770
OG0016686	Om007G277010	El002G119640
OG0016687	Om007G276940	El002G119730
OG0016688	Om007G291080	El003G182080
OG0016689	Om005G196890	El004G210540
OG0016690	Om005G216400	El004G209390
OG0016692	Om005G216950	El004G208330
OG0016693	Om011G365870, Om005G218240	El004G206930
OG0016694	Om005G218720	El004G204660
OG0016695	Om005G218890	El004G203390
OG0016696	Om005G219270	El004G203050
OG0016697	Om005G219520	El004G202780
OG0016699	Om005G220700	El004G201100
OG0016700	Om005G220730	El004G201090
OG0016701	Om005G220860	El004G201060
OG0016702	Om005G221610	El004G200470
OG0016703	Om005G222070	El004G200080
OG0016704	Om005G224070	El004G198650
OG0016706	Om006G274990	El001G036870
OG0016708	Om006G274550	El001G037720
OG0016709	Om006G274140	El001G038200
OG0016710	Om006G274130	El001G038210
OG0016712	Om006G273460	El001G039190
OG0016715	Om006G272380	El001G040860
OG0016716	Om006G272170	El001G041140
OG0016717	Om006G271030	El001G042650
OG0016718	Om006G269670	El001G042970
OG0016719	Om006G269850	El001G043060
OG0016720	Om006G270480	El001G043660
OG0016721	Om006G269340	El001G045210
OG0016722	Om002G073110	El005G266770
OG0016725	Om005G212920	El004G217170
OG0016726	Om005G213110	El004G217010
OG0016727	Om005G213320	El004G216300
OG0016728	Om005G213550	El004G215780
OG0016729	Om005G213740	El004G215560
OG0016730	Om005G214420	El004G214850
OG0016731	Om005G214960	El004G213690
OG0016733	Om005G215270	El004G212170
OG0016734	Om005G215440	El004G211710
OG0016735	Om005G215580	El004G211610
OG0016736	Om005G215750	El004G211050
OG0016737	Om005G218140, Om011G365300	El004G206570
OG0016738	Om005G215830	El004G210850
OG0016739	Om005G228930	El004G193800
OG0016740	Om005G228880	El004G193850
OG0016741	Om005G228510	El004G194150
OG0016742	Om005G225330	El004G197340
OG0016743	Om005G225140	El004G197540
OG0016744	Om005G224610	El004G198170
OG0016745	Om005G224500	El004G198300
OG0016746	Om005G224530	El004G198250
OG0016747	Om002G056260	El005G248320
OG0016748	Om001G017030	El003G158700
OG0016749	Om002G065310	El003G158390
OG0016752	Om008G329250	El006G288790
OG0016753	Om002G051630	El005G244310
OG0016754	Om002G052150	El005G244710
OG0016755	Om002G052260	El005G244800
OG0016756	Om002G052440	El005G244990
OG0016758	Om004G174450	El001G079520
OG0016759	Om002G052860	El005G245310
OG0016760	Om002G053230	El005G245730
OG0016761	Om002G053710	El005G246010
OG0016762	Om002G054290	El005G246430
OG0016763	Om004G166190	El001G072090
OG0016764	Om002G054890	El005G247000
OG0016765	Om002G079390	El005G271810
OG0016766	Om006G233640	El007G326640
OG0016767	Om003G107120	El001G011520
OG0016769	Om003G101060	El007G344520
OG0016770	Om003G111390	El007G344040
OG0016772	Om003G111480	El007G343150
OG0016774	Om003G112920	El007G342060
OG0016775	Om003G112940	El007G342030
OG0016776	Om003G113000	El007G341970
OG0016778	Om003G113280	El007G341470
OG0016779	Om003G113370	El007G341410
OG0016780	Om006G252220	El007G340770
OG0016781	Om001G030170	El007G340740
OG0016782	Om004G152650, Om003G114350	El007G340110
OG0016783	Om003G115060	El007G339610
OG0016784	Om003G117050	El007G337030
OG0016786	Om003G118630	El007G335830
OG0016787	Om006G250400	El007G335320
OG0016788	Om006G250100	El007G335080
OG0016789	Om006G249720	El007G334720
OG0016790	Om006G249350	El007G334270
OG0016791	Om006G249260	El007G334190
OG0016793	Om004G162320	El001G069140
OG0016794	Om004G163520	El001G070060
OG0016795	Om004G163760	El001G070220
OG0016796	Om004G164030	El001G070370
OG0016797	Om004G164270	El001G070510
OG0016798	Om004G164560	El001G070930
OG0016799	Om004G164660	El001G071020
OG0016800	Om004G164740	El001G071080
OG0016801	Om004G165010	El001G071210
OG0016802	Om004G165420	El001G071490
OG0016803	Om004G165670	El001G071680
OG0016804	Om004G165680	El001G071690
OG0016805	Om004G165990	El001G071960
OG0016806	Om004G166170	El001G072070
OG0016807	Om004G166830	El001G072660
OG0016808	Om004G166960	El001G072760
OG0016809	Om004G167050	El001G072840
OG0016810	Om004G167090	El001G072880
OG0016811	Om004G167100	El001G072890
OG0016812	Om004G167740	El001G073490
OG0016813	Om004G167990	El001G073730
OG0016814	Om004G168050	El001G073790
OG0016815	Om004G168090	El001G073830
OG0016816	Om004G168940	El001G074400
OG0016817	Om001G001500	El003G168600
OG0016818	Om001G001770	El003G168550
OG0016819	Om001G001980	El003G168330
OG0016820	Om001G002650	El003G167870
OG0016821	Om001G003250	El003G167240
OG0016822	Om001G003730	El003G166920
OG0016823	Om001G004080	El003G166670
OG0016824	Om001G004590, Om001G004580	El003G166280
OG0016825	Om001G005560	El003G165660
OG0016826	Om001G005580	El003G165640
OG0016827	Om001G005910	El003G165480
OG0016828	Om001G006060	El003G165380
OG0016829	Om001G006660	El003G165020
OG0016830	Om001G006960	El003G164840
OG0016831	Om001G007400	El003G164560
OG0016832	Om001G007800	El003G164210
OG0016833	Om001G008110	El003G163940
OG0016834	Om001G008940	El003G163230
OG0016835	Om001G012350	El002G121280
OG0016836	Om001G012930	El002G122270
OG0016837	Om001G013090	El002G122560
OG0016838	Om001G013490	El002G123340
OG0016839	Om001G013530	El002G123440
OG0016840	Om001G014280	El002G124920
OG0016841	Om003G092720	El003G182710
OG0016842	Om001G015030	El002G128240
OG0016843	Om001G016590	El002G126750
OG0016844	Om001G016700	El002G126270
OG0016845	Om006G248320	El007G333600
OG0016846	Om007G287130	El002G130280
OG0016847	Om007G287230	El002G130130
OG0016848	Om007G287280	El002G129680
OG0016849	Om007G287300	El002G129440
OG0016850	Om007G287370	El002G113270
OG0016851	Om007G287380	El002G113260
OG0016852	Om007G287550	El002G128700
OG0016853	Om007G288180	El002G113550
OG0016854	Om007G287920	El002G113310
OG0016855	Om007G288670	El002G113970
OG0016856	Om007G288680	El002G113990
OG0016858	Om007G289160	El002G114620
OG0016859	Om007G289930	El002G115590
OG0016860	Om007G290130	El002G115680
OG0016861	Om001G023110	El006G314260
OG0016863	Om007G290220	El002G115810
OG0016864	Om007G290260	El002G115850
OG0016865	Om007G290810	El002G116500
OG0016866	Om007G291120	El002G117150
OG0016867	Om007G291260	El002G117250
OG0016868	Om007G291390	El002G117410
OG0016869	Om001G034820	El003G146710
OG0016871	Om001G035400	El003G146360
OG0016872	Om001G035970	El003G145930
OG0016873	Om001G036740	El003G145420
OG0016874	Om001G037050	El003G145210
OG0016875	Om001G037450	El003G144980
OG0016877	Om001G039110	El003G144010
OG0016878	Om001G039520	El003G143670
OG0016880	Om001G039900	El003G143250
OG0016881	Om001G040070	El003G143140
OG0016882	Om001G040200	El003G143030
OG0016883	Om001G040760	El003G142650
OG0016884	Om001G040960	El003G142460
OG0016885	Om001G041240	El003G142240
OG0016886	Om001G041350	El003G142150
OG0016887	Om001G041580	El003G141980
OG0016888	Om001G041610	El003G141950
OG0016889	Om001G041770	El003G141800
OG0016890	Om001G041860	El003G141710
OG0016891	Om001G041890	El003G141660
OG0016892	Om002G085090	El003G181620
OG0016893	Om008G341500	El003G183650
OG0016895	Om007G314180	El003G185930
OG0016896	Om007G314160	El003G186070
OG0016897	Om004G132060	El003G189130
OG0016899	Om007G315480	El003G189210
OG0016900	Om007G316120	El003G189730
OG0016901	Om007G316190	El003G189850
OG0016902	Om008G339420	El006G296180
OG0016903	Om005G188670	El002G093150
OG0016904	Om002G042510	El005G235380
OG0016906	Om007G292540	El002G119040
OG0016907	Om008G347920	El001G011410
OG0016908	Om008G345310	El001G011310
OG0016909	Om006G266110	El001G016540
OG0016911	Om008G340780	El006G298170
OG0016912	Om008G340940	El006G298300
OG0016913	Om008G341140	El007G358660
OG0016914	Om008G341270	El007G358550
OG0016915	Om008G341960	El007G357710
OG0016916	Om008G342920	El001G049100
OG0016919	Om008G346440	El001G009370
OG0016920	Om008G350550	El001G008120
OG0016921	Om008G351540	El001G007560
OG0016922	Om008G353170	El001G006200
OG0016923	Om008G353610	El001G005820
OG0016924	Om008G353680	El001G005770
OG0016925	Om008G354680	El001G004980
OG0016926	Om008G355170	El001G004760
OG0016927	Om008G355460	El001G004560
OG0016928	Om005G186320	El002G091080
OG0016929	Om008G356210	El007G361060
OG0016930	Om008G358590	El007G363830
OG0016931	Om002G059260	El005G250640
OG0016932	Om003G106020	El003G182520
OG0016933	Om004G175230	El007G366740
OG0016934	Om008G362770	El007G366800
OG0016935	Om008G362230	El007G366410
OG0016936	Om005G212740	El001G082350
OG0016937	Om003G106160	El003G183100
OG0016938	Om003G100280	El007G366580
OG0016939	Om005G190830	El003G183070
OG0016940	Om003G106060	El003G182560
OG0016941	Om002G075920	El005G269370
OG0016942	Om002G075960	El005G269400
OG0016943	Om003G106110	El003G182850
OG0016944	Om002G077330	El005G270400
OG0016945	Om003G106760	El003G183410
OG0016946	Om003G105900	El003G182420
OG0016947	Om003G104740	El003G179100
OG0016948	Om003G104410	El003G178440
OG0016949	Om003G103960	El003G177290
OG0016951	Om003G103470	El003G175920
OG0016952	Om003G103350	El003G175690
OG0016953	Om003G102270	El003G174180
OG0016954	Om003G102240	El003G174160
OG0016955	Om003G102220	El003G174140
OG0016956	Om003G102150	El003G174080
OG0016957	Om003G101920	El003G173820
OG0016958	Om003G101520	El003G172900
OG0016959	Om007G316220	El003G189870
OG0016960	Om007G316250	El003G189890
OG0016961	Om006G229080	El007G322060
OG0016962	Om007G317010	El003G191350
OG0016963	Om007G317320	El003G191700
OG0016964	Om007G318340	El003G192730
OG0016965	Om007G318300	El003G193020
OG0016966	Om007G318260	El003G193090
OG0016967	Om007G318230	El003G193270
OG0016968	Om001G023340	El003G193350
OG0016969	Om007G318380	El003G193360
OG0016970	Om006G242150	El001G001590
OG0016971	Om008G318650	El006G279700
OG0016972	Om008G318690	El006G279720
OG0016973	Om006G239980	El006G279970
OG0016974	Om008G319280	El006G280270
OG0016975	Om008G319480	El006G280420
OG0016976	Om008G320190	El006G280980
OG0016977	Om008G320260	El006G281060
OG0016978	Om008G320650	El006G281350
OG0016979	Om008G321120	El006G281860
OG0016980	Om008G322120	El001G039640, El005G247480, El006G282940
OG0016981	Om008G322730	El006G283490
OG0016982	Om008G323040, Om008G323050	El006G315460
OG0016983	Om008G323990	El006G284730
OG0016984	Om008G324120	El006G284830
OG0016985	Om008G324300	El006G284910
OG0016986	Om003G123690	El001G031010
OG0016987	Om008G325350	El006G285540
OG0016988	Om008G325560	El006G285700
OG0016990	Om008G327660	El006G287330
OG0016992	Om008G327980	El006G287930
OG0016993	Om004G177050	El001G081960
OG0016994	Om004G177040	El001G081950
OG0016995	Om004G176960	El001G081880
OG0016996	Om004G176780	El001G081680
OG0016997	Om004G176740	El001G081620
OG0016998	Om004G176710	El001G081600
OG0016999	Om004G176680	El001G081560
OG0017000	Om004G176410	El001G081320
OG0017001	Om004G176380	El001G081290
OG0017002	Om004G176080	El001G081050
OG0017003	Om004G175870	El001G080920
OG0017004	Om004G175910	El001G080910
OG0017005	Om004G175730	El001G080750
OG0017006	Om004G175240	El001G080110
OG0017007	Om004G174330	El001G079340
OG0017008	Om004G173390	El001G078570
OG0017009	Om006G241170	El001G060530
OG0017010	Om006G241930	El001G059920
OG0017011	Om006G242070	El001G059750
OG0017012	Om006G242010	El001G059840
OG0017013	Om006G242760	El001G059090
OG0017014	Om006G242920	El001G058950
OG0017015	Om006G243740	El001G058180
OG0017016	Om006G244130	El001G057730
OG0017017	Om006G244270	El001G057510
OG0017018	Om006G245550	El007G331040
OG0017019	Om006G246030	El007G331610
OG0017021	Om006G234010	El007G326950
OG0017022	Om006G233850	El007G326840
OG0017023	Om006G233540	El007G326530
OG0017024	Om006G233440	El007G326400
OG0017025	Om006G232550	El007G325500
OG0017026	Om006G232370	El007G325340
OG0017027	Om006G232290	El007G325250
OG0017028	Om006G232130	El007G325120
OG0017029	Om006G232120	El007G325100
OG0017030	Om006G231680	El007G324620
OG0017031	Om006G231600	El007G324540
OG0017032	Om006G231430	El007G324350
OG0017033	Om006G231270	El007G324240
OG0017034	Om006G231180	El007G324100
OG0017035	Om006G231020	El007G323930
OG0017036	Om006G230980	El007G323900
OG0017037	Om006G230480	El007G323460
OG0017038	Om006G230250	El007G323190
OG0017039	Om006G229920	El007G322890
OG0017040	Om006G229730	El007G322660
OG0017041	Om006G229390	El004G230440
OG0017042	Om006G229130	El007G322120
OG0017043	Om006G229060	El007G322030
OG0017044	Om004G157030	El001G000040
OG0017045	Om004G157470	El001G000460
OG0017046	Om004G158210	El001G001120
OG0017047	Om004G158480	El001G001360
OG0017048	Om004G158500	El001G001420
OG0017051	Om007G287360	El002G113300
OG0017053	Om004G160010	El001G003070
OG0017054	Om007G293010	El007G360350
OG0017055	Om007G277700	El007G359680
OG0017056	Om007G277780	El007G359340
OG0017057	Om007G277790	El007G359330
OG0017058	Om007G277930	El007G359180
OG0017059	Om007G278980	El006G299320
OG0017060	Om007G280000	El006G300460
OG0017061	Om007G280040	El006G300500
OG0017062	Om007G280370	El006G300860
OG0017063	Om007G280880	El006G301410
OG0017064	Om007G281170	El006G301760
OG0017065	Om007G281410	El006G302110
OG0017068	Om007G283100	El006G304330
OG0017069	Om007G283320	El006G304750
OG0017070	Om007G283400	El006G304880
OG0017071	Om007G283660	El006G305280
OG0017072	Om007G283940	El006G305690
OG0017073	Om007G283980	El006G305770
OG0017074	Om007G284350	El006G306250
OG0017075	Om007G285070	El006G308120
OG0017076	Om007G285250	El006G308690
OG0017077	Om007G285490	El006G310320
OG0017078	Om007G285520	El006G311010
OG0017079	Om007G285530	El006G310410
OG0017080	Om004G149450	El006G311400
OG0017081	Om007G297680	El006G311760
OG0017082	Om001G039460	El006G312060
OG0017085	Om004G132250	El006G313200
OG0017086	Om005G228250	El003G191170
OG0017087	Om004G150840	El006G313660
OG0017088	Om001G020670	El003G156680
OG0017089	Om002G072620	El003G156700
OG0017092	Om001G020190	El003G156900
OG0017093	Om001G020070	El003G156960
OG0017094	Om002G042480	El005G235350
