Orthogroup	Odontarrhena_muralis	Alyssum_gmelinii
OG0014471	Om006G254770	Ag001G072440
OG0014472	Om006G254700	Ag001G072480
OG0014473	Om006G254130	Ag001G073390
OG0014473	Om006G254120	Ag001G073400
OG0014474	Om006G253870	Ag001G074400
OG0014475	Om006G256720	Ag001G065620
OG0014476	Om007G300690	Ag007G615980
OG0014477	Om006G256860	Ag001G066170
OG0014478	Om006G256880	Ag001G066200
OG0014479	Om006G257100	Ag001G066940
OG0014480	Om006G253260	Ag001G075270
OG0014481	Om006G253200	Ag001G075350
OG0014482	Om007G303890, Om006G252750	Ag001G076410
OG0014483	Om006G252280	Ag001G077330
OG0014484	Om006G252160	Ag001G077450
OG0014485	Om006G252150	Ag001G077940
OG0014486	Om006G252040	Ag001G078290
OG0014487	Om006G251810	Ag001G078850
OG0014488	Om006G250750	Ag001G080870
OG0014489	Om006G250710	Ag001G080910
OG0014490	Om008G329510	Ag002G187390
OG0014491	Om003G119390	Ag001G081630
OG0014492	Om003G119680	Ag001G082360
OG0014493	Om003G119740	Ag001G082910
OG0014494	Om003G119780	Ag001G082940
OG0014495	Om003G120320	Ag001G083890
OG0014496	Om003G121160	Ag001G085730
OG0014497	Om003G121520	Ag001G086250
OG0014498	Om003G121580	Ag001G086350
OG0014499	Om003G122200	Ag001G087970
OG0014501	Om003G123200	Ag001G089660
OG0014502	Om003G123220	Ag008G701980, Ag001G089750
OG0014503	Om003G123230	Ag001G089760
OG0014504	Om003G123650	Ag001G090630, Ag001G090570
OG0014506	Om003G124240	Ag001G091650
OG0014507	Om003G124280	Ag001G091670
OG0014508	Om003G124570	Ag001G092070
OG0014509	Om003G124920	Ag001G092670
OG0014510	Om003G125020	Ag001G092760
OG0014511	Om003G119620	Ag001G082090
OG0014512	Om003G125610	Ag001G093320
OG0014513	Om003G125720	Ag001G093440
OG0014514	Om003G125930	Ag001G093690
OG0014515	Om003G126030	Ag001G093860
OG0014516	Om003G126720	Ag001G094920
OG0014517	Om003G126980	Ag001G095240
OG0014518	Om003G127250	Ag001G095710
OG0014519	Om003G127420	Ag001G096160
OG0014520	Om003G126230, Om003G127520	Ag001G061830
OG0014521	Om003G127580, Om008G344870	Ag006G555040
OG0014522	Om003G127590	Ag001G096400
OG0014523	Om003G127740	Ag001G096700
OG0014524	Om003G128080	Ag001G097570
OG0014525	Om003G128600	Ag001G098180, Ag005G487630, Ag005G450160
OG0014526	Om003G128950	Ag001G098530
OG0014527	Om003G128960	Ag001G098540
OG0014528	Om003G129130	Ag001G098760
OG0014529	Om003G129220	Ag001G098870
OG0014530	Om003G129250	Ag001G098900
OG0014531	Om003G129340	Ag001G099010
OG0014532	Om003G129350	Ag001G099020
OG0014533	Om003G129390	Ag001G099060
OG0014534	Om003G094200	Ag001G007980
OG0014536	Om002G067200	Ag010G740590, Ag001G050260
OG0014537	Om006G252970	Ag001G076010
OG0014538	Om003G112180, Om006G250940	Ag001G080540
OG0014539	Om008G357050	Ag002G102240
OG0014541	Om004G138270	Ag003G225730, Ag002G143530
OG0014543	Om008G338510	Ag002G164040
OG0014544	Om008G338000	Ag002G164890, Ag003G234530
OG0014545	Om008G333320	Ag002G177800
OG0014546	Om004G139730, Om008G323570	Ag002G199210
OG0014547	Om004G130270	Ag003G208390
OG0014548	Om004G132800, Om004G132820	Ag003G213160, Ag003G213120
OG0014549	Om004G133740	Ag003G214890
OG0014550	Om004G139950	Ag003G232760
OG0014551	Om001G026570	Ag003G263130, Ag003G263870
OG0014552	Om004G143910, Om002G053680	Ag005G474860, Ag003G269270
OG0014553	Om001G028630	Ag003G271980
OG0014554	Om001G022140	Ag003G274510
OG0014555	Om001G030600	Ag003G276660
OG0014556	Om002G047500	Ag005G483910
OG0014556	Om002G047510	Ag003G280420
OG0014557	Om005G177580	Ag004G297310
OG0014558	Om005G185590	Ag004G307490
OG0014559	Om005G192410	Ag004G316890
OG0014560	Om005G194700	Ag004G320850
OG0014561	Om005G197000	Ag004G324520
OG0014562	Om005G208720	Ag004G347880
OG0014563	Om005G209250	Ag004G348710
OG0014564	Om005G210970	Ag004G353140
OG0014565	Om005G215910	Ag004G364480
OG0014566	Om005G224560	Ag004G379370
OG0014567	Om002G067860	Ag005G446580
OG0014567	Om002G067850	Ag004G401450, Ag005G446590
OG0014568	Om002G087990	Ag005G402970
OG0014569	Om002G084950	Ag005G413290, Ag005G412920
OG0014570	Om002G074940	Ag005G427570
OG0014571	Om002G073330, Om004G168810	Ag005G431180
OG0014572	Om002G067010	Ag005G448870
OG0014573	Om002G058640	Ag005G467790
OG0014574	Om002G052980	Ag005G475930, Ag005G475950
OG0014575	Om004G170420	Ag006G503840
OG0014576	Om004G169600	Ag006G506010
OG0014577	Om008G334900, Om008G334880, Om004G168990	Ag006G508110
OG0014578	Om001G011070	Ag006G542570, Ag006G545040
OG0014579	Om001G007670	Ag006G566130
OG0014580	Om001G004020	Ag006G571300
OG0014581	Om001G000670	Ag006G577160
OG0014582	Om001G000110	Ag006G577740
OG0014583	Om007G277120	Ag007G578480
OG0014584	Om007G289170	Ag007G582700
OG0014585	Om007G286580	Ag007G585610
OG0014586	Om007G286310	Ag007G586070
OG0014589	Om004G161030	Ag007G612260
OG0014590	Om007G301370	Ag007G614030
OG0014591	Om007G297000	Ag007G625570
OG0014592	Om009G363730, Om007G306760	Ag007G643250
OG0014593	Om007G318220	Ag007G656840
OG0014594	Om006G247990	Ag008G705390
OG0014595	Om006G246200	Ag008G708920
OG0014596	Om006G243790	Ag008G715020
OG0014597	Om006G243610, Om004G169400	Ag008G715610
OG0014598	Om006G243550, Om006G243570	Ag008G715690
OG0014599	Om006G241730	Ag008G718540
OG0014600	Om006G231340	Ag008G733550
OG0014601	Om006G230810	Ag008G734140
OG0014637	Om001G022560	Ag007G619310
OG0014639	Om001G022940	Ag003G254770
OG0014640	Om001G023030	Ag003G254790
OG0014641	Om001G023140	Ag003G254920
OG0014642	Om001G023200, Om001G023230	Ag003G255000
OG0014643	Om001G023360	Ag003G255270
OG0014644	Om004G135110	Ag003G218750, Ag003G218760
OG0014645	Om001G023640	Ag003G256000
OG0014646	Om001G023650	Ag003G256050
OG0014647	Om001G023810	Ag003G256230
OG0014648	Om001G023930	Ag003G256870
OG0014649	Om001G023950	Ag003G256920
OG0014650	Om001G024210	Ag003G257390
OG0014651	Om001G024250	Ag003G257520
OG0014652	Om001G024440	Ag003G258070
OG0014653	Om001G024500	Ag003G258230
OG0014654	Om001G024560	Ag003G258380
OG0014655	Om001G024690	Ag003G258440
OG0014656	Om005G196520	Ag004G323730
OG0014657	Om001G024840	Ag003G258780
OG0014659	Om001G024970	Ag003G259050
OG0014660	Om001G024980	Ag003G259060
OG0014661	Om001G025970	Ag003G261850
OG0014662	Om001G026830	Ag003G266820
OG0014663	Om001G026860	Ag003G266850
OG0014665	Om001G027000	Ag003G267250
OG0014666	Om001G041910	Ag003G297120
OG0014667	Om001G027410, Om001G027380	Ag003G267980
OG0014668	Om001G027490	Ag003G268260
OG0014669	Om001G027520	Ag003G268290
OG0014670	Om001G027760	Ag003G268850
OG0014671	Om001G027800	Ag003G268950
OG0014672	Om005G186760	Ag004G308900
OG0014673	Om001G028030	Ag003G269900
OG0014674	Om001G028380	Ag003G271100
OG0014675	Om001G028440	Ag003G271260
OG0014676	Om001G028450	Ag003G271270
OG0014677	Om001G028580	Ag003G271650
OG0014678	Om001G028620	Ag003G271950
OG0014679	Om001G028830	Ag003G272470
OG0014680	Om001G029140	Ag003G279490
OG0014681	Om001G029120	Ag003G286750, Ag003G279440
OG0014682	Om001G029320	Ag003G279270
OG0014684	Om001G029580	Ag003G278520
OG0014685	Om001G030000	Ag003G277800
OG0014686	Om001G029890	Ag003G278090
OG0014687	Om001G029840	Ag003G278130
OG0014689	Om001G032420	Ag003G281110
OG0014690	Om001G030890	Ag003G276000
OG0014691	Om001G030950	Ag003G275960
OG0014692	Om001G030960	Ag003G275920
OG0014693	Om001G030990	Ag003G275850
OG0014695	Om001G031450	Ag003G274560
OG0014696	Om001G032500	Ag003G281380
OG0014697	Om001G032130	Ag003G280370
OG0014698	Om001G031870	Ag003G273680
OG0014699	Om001G031780	Ag003G273910
OG0014700	Om001G032580	Ag003G281470
OG0014701	Om001G032560	Ag003G281430
OG0014702	Om001G032870	Ag003G282100
OG0014703	Om001G032980	Ag003G282310
OG0014704	Om002G083200	Ag005G417210
OG0014705	Om005G220550	Ag004G371450
OG0014706	Om001G034270	Ag003G285370
OG0014707	Om001G034400	Ag003G285020
OG0014708	Om001G034490	Ag003G284950
OG0014709	Om007G291850	Ag007G579560
OG0014710	Om007G292140	Ag007G579220
OG0014711	Om007G292210	Ag007G579140
OG0014712	Om007G292450	Ag007G578860
OG0014713	Om007G292470	Ag007G578840
OG0014714	Om007G292700	Ag007G578690
OG0014715	Om007G292710	Ag007G578680
OG0014716	Om007G277040	Ag007G578360
OG0014717	Om007G277000	Ag007G578290
OG0014718	Om007G276980	Ag007G578270
OG0014719	Om007G276960	Ag007G578250
OG0014720	Om007G276900	Ag007G578200
OG0014721	Om007G276780	Ag007G578070
OG0014722	Om007G276760	Ag007G578050
OG0014723	Om007G276340	Ag001G101350
OG0014724	Om007G276330	Ag001G101360
OG0014725	Om007G276270	Ag001G101430
OG0014727	Om007G276210	Ag001G101490
OG0014728	Om007G276190	Ag001G101510
OG0014729	Om007G276080	Ag001G101650
OG0014730	Om007G275880	Ag001G101860
OG0014732	Om007G275600	Ag001G102070
OG0014733	Om005G215920	Ag004G364550
OG0014734	Om006G259760	Ag001G058400
OG0014735	Om005G183600	Ag004G305230
OG0014736	Om005G212340	Ag004G355800
OG0014737	Om005G217270	Ag004G365890
OG0014738	Om005G217170	Ag004G365970
OG0014739	Om011G365950, Om005G218410	Ag004G366630
OG0014740	Om011G365830, Om005G218200	Ag004G366810
OG0014741	Om011G365320, Om005G218080	Ag004G366920
OG0014743	Om005G219670	Ag004G369240
OG0014744	Om008G334950	Ag002G174310
OG0014745	Om001G024850	Ag003G258870
OG0014746	Om005G220570	Ag004G371480
OG0014747	Om005G220870	Ag004G371830
OG0014748	Om005G221690	Ag004G373360
OG0014749	Om005G221930	Ag004G373910
OG0014750	Om005G222690	Ag004G374870
OG0014751	Om005G223960	Ag004G377930
OG0014752	Om005G224120	Ag004G378410
OG0014753	Om006G275490	Ag012G741350, Ag008G658620
OG0014754	Om002G066030	Ag006G566340
OG0014755	Om002G066040	Ag005G452900
OG0014756	Om006G275370	Ag002G174430
OG0014757	Om002G086930	Ag005G407120
OG0014758	Om006G275150	Ag002G177210
OG0014759	Om008G361380	Ag002G119320
OG0014760	Om006G275120	Ag008G659060, Ag008G657860
OG0014761	Om006G275080	Ag008G701990
OG0014762	Om006G275060	Ag001G061340
OG0014763	Om004G139250	Ag003G230440
OG0014764	Om006G274820	Ag008G659750
OG0014765	Om006G274440	Ag008G660930
OG0014766	Om006G274370	Ag008G661320
OG0014768	Om006G274220	Ag008G661770
OG0014769	Om006G273980	Ag008G662320
OG0014770	Om006G273950	Ag008G662390
OG0014771	Om006G273790	Ag008G662640
OG0014772	Om006G273750	Ag008G662740
OG0014774	Om006G273020	Ag008G664390
OG0014775	Om006G272810	Ag008G665440
OG0014776	Om006G272800	Ag008G665470
OG0014777	Om006G272720	Ag008G665630
OG0014778	Om006G272680	Ag008G665670
OG0014779	Om006G272590	Ag008G666070
OG0014780	Om006G272310	Ag008G666880
OG0014781	Om006G272120	Ag008G667220
OG0014782	Om006G272080	Ag008G667300
OG0014783	Om006G271890	Ag008G667810
OG0014784	Om006G271840	Ag008G667940
OG0014785	Om006G271690	Ag008G668470
OG0014786	Om006G271650	Ag008G668600
OG0014788	Om006G271160	Ag008G669730, Ag008G669710
OG0014789	Om006G271080	Ag008G669950
OG0014790	Om006G270990	Ag008G670930
OG0014791	Om006G269720	Ag003G275910
OG0014792	Om006G269730	Ag008G671300
OG0014793	Om006G270490	Ag008G672280
OG0014794	Om006G270660	Ag008G671990
OG0014795	Om004G163870	Ag007G607270
OG0014796	Om007G315450	Ag007G648320
OG0014798	Om006G269190	Ag008G672670
OG0014800	Om005G223020	Ag004G376380
OG0014801	Om005G212820	Ag004G356550
OG0014802	Om005G212910	Ag004G356820
OG0014803	Om005G212970	Ag004G356960
OG0014804	Om005G213300	Ag004G357980
OG0014805	Om005G213640	Ag004G358770
OG0014806	Om005G213730	Ag004G359140
OG0014807	Om005G213950	Ag004G359720
OG0014809	Om005G214440	Ag004G361040
OG0014810	Om005G214500	Ag004G360870
OG0014811	Om005G214550	Ag004G360820
OG0014812	Om005G214750	Ag004G361200
OG0014814	Om005G215250	Ag004G363930
OG0014815	Om008G326000	Ag004G363860
OG0014816	Om005G215380	Ag004G363440
OG0014817	Om005G215680	Ag004G367280
OG0014818	Om002G051950	Ag004G363620
OG0014819	Om005G215650	Ag004G363770
OG0014820	Om004G170550	Ag006G503430
OG0014821	Om001G035680	Ag004G363760
OG0014822	Om005G215740	Ag004G363140
OG0014823	Om005G215820	Ag004G364360
OG0014824	Om004G159870	Ag006G510840
OG0014825	Om004G157150	Ag006G519050
OG0014826	Om005G228570	Ag004G402070
OG0014827	Om006G258200	Ag001G062640
OG0014828	Om001G021940	Ag003G253350
OG0014829	Om005G228680	Ag004G401390
OG0014830	Om005G228580	Ag004G401110
OG0014831	Om005G228530	Ag004G400420
OG0014832	Om005G228400	Ag004G400210
OG0014833	Om005G227160	Ag004G395280, Ag004G390450
OG0014834	Om005G226910	Ag004G394540, Ag004G389550
OG0014835	Om005G226750	Ag004G393790, Ag004G388830
OG0014836	Om005G226440	Ag004G386690
OG0014837	Om005G226420	Ag004G386650, Ag001G078550
OG0014838	Om005G226410	Ag004G386630
OG0014838	Om005G226370, Om005G226400, Om005G226360	Ag004G386620
OG0014839	Om005G226260	Ag004G386390
OG0014840	Om005G226230	Ag004G386280
OG0014841	Om005G225790	Ag004G383790
OG0014842	Om005G225440	Ag004G381880
OG0014843	Om005G225320	Ag004G381400
OG0014844	Om005G225170	Ag004G380980
OG0014845	Om005G225130	Ag004G380910
OG0014846	Om005G225110	Ag004G380850
OG0014847	Om005G224890	Ag004G380210
OG0014848	Om002G056270	Ag005G471130
OG0014849	Om001G021850	Ag003G253200
OG0014850	Om008G353550	Ag002G141280
OG0014851	Om006G249750	Ag008G701520
OG0014853	Om001G018480	Ag003G248960
OG0014854	Om008G328490	Ag002G189920
OG0014856	Om008G328650	Ag002G189350
OG0014857	Om008G328930	Ag002G188640
OG0014858	Om008G328720	Ag002G188970, Ag002G189230
OG0014859	Om008G329000	Ag002G188400
OG0014860	Om008G329260	Ag002G187970
OG0014861	Om008G329320	Ag002G187880
OG0014862	Om002G051580	Ag005G478090
OG0014863	Om002G051600	Ag005G478060
OG0014864	Om002G051650	Ag005G477910
OG0014865	Om002G051690	Ag005G477860
OG0014866	Om002G051820	Ag005G477710
OG0014867	Om002G052060	Ag005G477050
OG0014868	Om002G052180	Ag005G476880
OG0014869	Om002G052320	Ag005G476720
OG0014870	Om002G052360	Ag005G476660
OG0014871	Om002G052370	Ag005G476640
OG0014872	Om002G052530	Ag005G476400
OG0014873	Om002G052540	Ag005G476390
OG0014874	Om002G052640	Ag005G476270
OG0014875	Om004G174070	Ag006G496050
OG0014876	Om002G052910	Ag005G476000
OG0014877	Om002G052920	Ag005G475990
OG0014878	Om002G053080	Ag005G475830
OG0014879	Om002G053160	Ag005G475760
OG0014880	Om002G053200	Ag005G475720
OG0014881	Om002G053240	Ag005G475670
OG0014882	Om002G053800	Ag005G474720
OG0014883	Om003G119000	Ag008G699210
OG0014884	Om002G054340	Ag005G474100
OG0014885	Om002G054230	Ag005G474200
OG0014886	Om002G054390	Ag005G473910
OG0014887	Om002G054500	Ag005G473750
OG0014888	Om002G054730	Ag005G473390
OG0014889	Om002G055660	Ag005G471800
OG0014890	Om002G055790	Ag005G471610
OG0014891	Om002G055720	Ag005G471720
OG0014892	Om002G056070	Ag005G471340
OG0014893	Om005G207590	Ag001G039950
OG0014894	Om003G107240	Ag001G041200
OG0014895	Om003G107130	Ag001G040200
OG0014896	Om003G107760	Ag001G041300
OG0014897	Om002G069660	Ag005G441320
OG0014899	Om005G186130	Ag004G308190
OG0014900	Om003G111440	Ag004G399660
OG0014904	Om003G111940	Ag008G677790
OG0014906	Om003G112750	Ag008G680170
OG0014907	Om003G112770	Ag008G680190
OG0014909	Om003G112870	Ag008G680260
OG0014910	Om004G131610	Ag008G680240
OG0014911	Om003G113160, Om003G113150	Ag008G681140
OG0014912	Om003G113220	Ag008G681290
OG0014913	Om003G113230	Ag008G681330
OG0014915	Om003G113290	Ag008G681350
OG0014916	Om003G113310	Ag004G317940
OG0014917	Om003G113560	Ag008G681940
OG0014918	Om005G186410	Ag004G308530
OG0014920	Om003G114010	Ag008G683860
OG0014921	Om003G114740	Ag008G685830
OG0014922	Om003G114430	Ag008G685060
OG0014923	Om003G114280	Ag008G684780
OG0014924	Om003G114990	Ag008G686240
OG0014925	Om003G115030	Ag008G686440
OG0014926	Om003G115150	Ag008G713410
OG0014927	Om003G115450	Ag008G687650
OG0014928	Om003G116060	Ag001G057240
OG0014929	Om003G116530	Ag008G693960
OG0014930	Om005G200660, Om007G296860	Ag004G330910
OG0014931	Om003G117140	Ag008G695100
OG0014932	Om003G117470	Ag008G695600
OG0014933	Om003G117550	Ag008G695710
OG0014934	Om003G117610	Ag008G696040
OG0014935	Om003G118360	Ag008G697690
OG0014936	Om003G118470	Ag008G698220
OG0014937	Om003G118620	Ag008G697730
OG0014938	Om003G118850	Ag008G698850
OG0014939	Om006G250420	Ag008G699740
OG0014940	Om006G250300	Ag008G699930
OG0014941	Om006G250290	Ag008G699940
OG0014942	Om006G249830	Ag008G701590
OG0014943	Om006G249780	Ag008G701570
OG0014944	Om006G249770	Ag008G701560
OG0014945	Om006G249370	Ag008G702550
OG0014946	Om006G249000	Ag008G703940
OG0014947	Om006G248960	Ag008G704040
OG0014949	Om006G248450	Ag008G704540
OG0014950	Om006G248370	Ag008G704610
OG0014951	Om006G248080	Ag008G705280
OG0014952	Om006G248060	Ag008G705300
OG0014953	Om003G108690	Ag001G044860, Ag001G047580
OG0014954	Om007G313460	Ag007G643380
OG0014955	Om004G161440	Ag007G611690
OG0014956	Om004G161430	Ag007G611700
OG0014957	Om004G161810	Ag007G610560
OG0014958	Om004G162070	Ag007G610140
OG0014959	Om004G162670	Ag007G609130
OG0014960	Om004G163100	Ag007G608360
OG0014961	Om004G163530	Ag007G607630
OG0014962	Om004G163620	Ag007G607600
OG0014963	Om004G163780	Ag007G607410
OG0014964	Om004G163890	Ag007G607250
OG0014965	Om004G163990	Ag007G607190
OG0014966	Om004G164320	Ag007G606420
OG0014967	Om004G164440	Ag007G606220
OG0014968	Om004G164480	Ag007G606200
OG0014969	Om008G334320	Ag002G175430
OG0014970	Om004G164620	Ag007G605970
OG0014971	Om004G164650	Ag007G605940
OG0014972	Om004G164690	Ag007G605910, Ag007G606330
OG0014973	Om004G165020	Ag007G605560
OG0014974	Om004G165040	Ag007G605540
OG0014975	Om004G165340	Ag007G604990
OG0014976	Om004G165400	Ag007G604940
OG0014977	Om004G165440	Ag007G604910
OG0014978	Om004G165580	Ag007G604690
OG0014979	Om004G165800	Ag007G604380
OG0014980	Om004G165810	Ag007G604370
OG0014981	Om004G166100	Ag007G603880
OG0014982	Om004G166490	Ag007G602880
OG0014983	Om004G166610	Ag007G602740
OG0014984	Om004G166760	Ag007G602400
OG0014985	Om004G166770	Ag007G602390
OG0014986	Om004G167130	Ag007G601940
OG0014987	Om004G167690	Ag007G601150
OG0014988	Om004G167720	Ag007G601120
OG0014989	Om004G168010	Ag007G600640
OG0014990	Om004G168550	Ag007G599910
OG0014991	Om004G168740	Ag007G599570
OG0014992	Om004G168900	Ag006G508260
OG0014993	Om004G169030	Ag006G507830
OG0014994	Om001G000040	Ag006G577860
OG0014995	Om001G000180	Ag006G577690
OG0014996	Om001G000200	Ag006G577670
OG0014997	Om001G000720	Ag006G577020
OG0014998	Om001G000810	Ag006G577000
OG0015000	Om001G002360	Ag006G574710
OG0015001	Om001G002600	Ag006G574340
OG0015002	Om001G002620	Ag006G574320
OG0015003	Om001G002680	Ag006G574190
OG0015004	Om001G002860	Ag006G573840
OG0015005	Om001G002920	Ag006G573810
OG0015006	Om001G003430	Ag006G573510
OG0015007	Om001G003580	Ag006G572010
OG0015008	Om001G004050	Ag006G571270
OG0015009	Om001G004640	Ag006G569860
OG0015010	Om001G004650	Ag006G569850
OG0015011	Om001G004770	Ag006G569700
OG0015012	Om001G005440	Ag006G559400
OG0015014	Om001G006290	Ag006G562010
OG0015015	Om001G006390	Ag006G562380
OG0015016	Om005G199580	Ag004G329250
OG0015017	Om001G006880	Ag006G564040
OG0015018	Om001G007000	Ag006G564430
OG0015019	Om007G301520	Ag007G613710
OG0015020	Om001G007080	Ag006G564540
OG0015021	Om003G114810, Om001G007280	Ag006G565230
OG0015022	Om001G007430	Ag006G565740
OG0015023	Om001G007470	Ag006G565780
OG0015024	Om001G007610	Ag006G566100
OG0015025	Om001G007940	Ag006G567030
OG0015026	Om001G008010	Ag006G567220
OG0015027	Om001G008340	Ag006G555730
OG0015028	Om001G009150	Ag006G552280
OG0015029	Om001G009420	Ag006G551540
OG0015030	Om001G009720	Ag006G550920
OG0015031	Om001G009760	Ag006G550780
OG0015032	Om003G114060, Om001G010040	Ag006G549790, Ag006G547580, Ag006G549850, Ag006G547640
OG0015033	Om001G011290	Ag006G542950, Ag006G544640
OG0015034	Om001G011650	Ag006G541430
OG0015035	Om001G011690	Ag006G541140
OG0015036	Om001G011730	Ag006G540990
OG0015037	Om001G011770	Ag006G540930
OG0015038	Om001G011860	Ag006G540750
OG0015039	Om001G011920	Ag006G540730
OG0015040	Om001G012070	Ag006G540470
OG0015041	Om001G012090	Ag006G540350
OG0015042	Om001G012120	Ag006G540280
OG0015043	Om001G012170	Ag006G540190, Ag006G537970
OG0015044	Om001G013180	Ag006G538860, Ag006G536330
OG0015046	Om001G013320	Ag006G536140
OG0015047	Om001G013440	Ag006G535830
OG0015048	Om001G013800	Ag006G535260
OG0015049	Om001G014040	Ag006G535090
OG0015050	Om001G014050	Ag006G535080
OG0015051	Om001G014210	Ag006G534940
OG0015052	Om001G014400	Ag006G534440
OG0015053	Om001G014650	Ag006G534140
OG0015056	Om001G014780	Ag006G533590
OG0015057	Om001G015390	Ag006G532350
OG0015059	Om001G015540	Ag006G532080
OG0015060	Om001G015940	Ag006G531590
OG0015061	Om001G016020	Ag006G531700
OG0015062	Om001G016210	Ag006G530880
OG0015064	Om001G016560	Ag006G546440
OG0015065	Om007G287450	Ag007G584710
OG0015066	Om007G286870	Ag007G585390
OG0015067	Om007G287020	Ag007G585250
OG0015068	Om007G287070	Ag007G585200
OG0015069	Om007G287210	Ag007G585010
OG0015070	Om007G287320	Ag007G584840
OG0015071	Om001G016750	Ag003G249780
OG0015073	Om007G287680	Ag007G584480
OG0015074	Om007G287700	Ag007G584450
OG0015075	Om007G286950	Ag002G148430, Ag007G585320
OG0015076	Om007G286900	Ag007G585360
OG0015077	Om007G288160	Ag007G583960
OG0015078	Om002G071010	Ag005G437590
OG0015079	Om007G288060	Ag007G584040
OG0015080	Om007G288070	Ag007G584030
OG0015081	Om006G236610	Ag008G726040
OG0015082	Om007G288520	Ag007G583550
OG0015083	Om007G288690	Ag007G583250
OG0015084	Om007G289510	Ag007G582330
OG0015085	Om007G290110	Ag007G581760
OG0015086	Om007G290250	Ag007G581570
OG0015087	Om007G290460	Ag007G581130
OG0015088	Om007G290490	Ag007G581100
OG0015089	Om007G290540	Ag007G581040
OG0015090	Om007G290560	Ag007G581020
OG0015091	Om007G291140	Ag007G580490
OG0015092	Om007G291310	Ag007G580310
OG0015093	Om007G291340	Ag007G580260
OG0015094	Om001G034580	Ag003G285380
OG0015095	Om001G034880	Ag003G285950
OG0015096	Om001G035420	Ag003G286870
OG0015097	Om001G035490	Ag003G286980
OG0015098	Om001G035560	Ag003G287040
OG0015099	Om001G035640	Ag003G287790
OG0015100	Om001G035660	Ag003G287830
OG0015101	Om001G035880	Ag003G288310
OG0015102	Om001G036130	Ag003G288620
OG0015103	Om001G036760	Ag003G289350
OG0015104	Om001G036810	Ag003G289390
OG0015105	Om001G036860	Ag003G289480
OG0015106	Om001G036870	Ag003G289490
OG0015107	Om001G036890	Ag003G289530
OG0015108	Om001G037420	Ag003G290400
OG0015109	Om001G037670	Ag003G290740
OG0015110	Om001G037910	Ag003G290860
OG0015111	Om001G037940	Ag003G290890
OG0015113	Om003G106120	Ag007G603300, Ag001G042490
OG0015114	Om001G038390	Ag003G291610
OG0015115	Om001G038750	Ag003G292110
OG0015116	Om001G039020	Ag003G292420
OG0015117	Om001G039080	Ag003G292490
OG0015118	Om001G039190	Ag003G292680
OG0015119	Om002G056340, Om001G039230	Ag007G591380
OG0015120	Om001G039250	Ag003G292750
OG0015121	Om001G039540	Ag003G293230
OG0015122	Om001G039890	Ag003G293990
OG0015123	Om001G039920	Ag003G294020
OG0015124	Om001G040080	Ag003G294280
OG0015125	Om001G040420	Ag003G294960
OG0015126	Om001G040500	Ag003G295080, Ag003G286400
OG0015127	Om001G040800	Ag003G295470
OG0015128	Om001G040900	Ag003G295610
OG0015129	Om001G041170	Ag003G296230
OG0015130	Om001G041220	Ag003G296350
OG0015131	Om001G041330	Ag003G296540
OG0015132	Om001G041360	Ag003G296570
OG0015133	Om001G041390	Ag003G296600
OG0015134	Om001G041810	Ag003G297010
OG0015135	Om001G041780	Ag003G296990
OG0015136	Om001G041740	Ag003G296950
OG0015137	Om001G041730	Ag003G296940
OG0015138	Om001G041670	Ag003G296880
OG0015139	Om001G041650	Ag003G296860
OG0015140	Om001G041970	Ag003G297170
OG0015141	Om004G138160	Ag003G225830
OG0015142	Om007G313910	Ag007G645510
OG0015143	Om004G170310	Ag006G504310
OG0015144	Om004G161290	Ag007G611920
OG0015145	Om007G313580	Ag007G644860
OG0015146	Om005G215150	Ag004G364220
OG0015147	Om007G314000	Ag005G482760, Ag005G482740
OG0015148	Om007G314020	Ag007G645690
OG0015149	Om007G314390	Ag007G646200
OG0015150	Om007G314420	Ag007G646230
OG0015151	Om007G314510	Ag007G646420
OG0015152	Om007G314850	Ag008G708910
OG0015154	Om007G314980	Ag007G647320
OG0015155	Om007G315330	Ag007G648140
OG0015156	Om007G315650	Ag006G576450
OG0015157	Om007G316090	Ag007G649290
OG0015158	Om007G316100	Ag007G649300
OG0015159	Om008G358640	Ag002G104990
OG0015160	Om007G291680	Ag007G579740
OG0015161	Om008G339190	Ag002G162390
OG0015163	Om008G339140	Ag002G162460
OG0015164	Om006G267360	Ag008G722800
OG0015165	Om006G267330	Ag001G050830
OG0015166	Om007G292670	Ag007G578720
OG0015167	Om008G338560	Ag002G163970
OG0015168	Om008G338620	Ag002G163780
OG0015169	Om008G338640	Ag002G163720
OG0015170	Om008G338860	Ag002G163290
OG0015171	Om008G338910	Ag002G163220
OG0015172	Om001G013400	Ag006G535960
OG0015174	Om008G344400	Ag002G149510, Ag002G155240
OG0015175	Om008G344440	Ag002G175220
OG0015176	Om008G344450	Ag009G736380, Ag002G151450
OG0015178	Om008G344750	Ag002G151200, Ag009G736120
OG0015179	Om001G014620	Ag006G534160
OG0015180	Om008G345380	Ag004G378190
OG0015181	Om008G340290	Ag002G160430
OG0015182	Om008G340450	Ag002G160190
OG0015183	Om008G340470	Ag002G160160
OG0015184	Om006G272560, Om008G340670	Ag002G159530
OG0015185	Om008G340730	Ag002G159340
OG0015186	Om008G340800	Ag002G159020, Ag002G159000
OG0015187	Om008G340810	Ag002G158960
OG0015188	Om008G340970	Ag002G158740
OG0015190	Om008G352310	Ag002G143710
