Orthogroup	Odontarrhena_muralis	Cardamine_glauca
OG0016486	Om003G126680	Cg002G045240
OG0016487	Om003G126730	Cg002G045190
OG0016488	Om003G126890	Cg002G045080
OG0016489	Om003G127160	Cg002G044900
OG0016490	Om003G127340	Cg002G044790
OG0016491	Om003G127600	Cg002G044620
OG0016492	Om003G127830	Cg002G044410
OG0016493	Om003G127980	Cg002G044280
OG0016494	Om003G127990	Cg002G044270
OG0016495	Om003G128530	Cg002G043890
OG0016496	Om003G128490	Cg002G043930
OG0016498	Om003G128880	Cg002G043620
OG0016499	Om003G128930	Cg002G043590
OG0016500	Om003G129120	Cg002G043440
OG0016501	Om003G129140	Cg002G043420
OG0016502	Om003G129150	Cg002G043410
OG0016503	Om003G129160	Cg002G043400
OG0016504	Om003G129230	Cg002G043320
OG0016505	Om003G129260	Cg002G043290
OG0016506	Om003G129310	Cg002G043250
OG0016507	Om003G129330	Cg002G043230
OG0016508	Om003G129370	Cg002G043190
OG0016509	Om003G129380	Cg002G043180
OG0016510	Om003G089550	Cg006G194240
OG0016511	Om003G094550	Cg006G197320
OG0016513	Om003G100830	Cg001G025480
OG0016514	Om002G044780	Cg001G035380
OG0016515	Om003G104230	Cg001G029990
OG0016516	Om006G257870	Cg002G055850
OG0016517	Om006G255210	Cg002G053620
OG0016518	Om006G254210	Cg002G052740
OG0016519	Om003G121010	Cg002G048510
OG0016520	Om003G121270, Om003G121240	Cg002G048350
OG0016521	Om003G123820	Cg008G306470
OG0016522	Om003G123970	Cg002G046860
OG0016523	Om003G122780	Cg005G191620
OG0016524	Om003G124930	Cg002G046300
OG0016525	Om002G056290, Om003G126090	Cg002G045610
OG0016526	Om003G127300	Cg002G044830
OG0016527	Om007G275610	Cg001G024890
OG0016528	Om008G359000	Cg008G323120
OG0016530	Om002G051430	Cg008G325350
OG0016531	Om008G356830	Cg008G321370
OG0016533	Om005G224170, Om008G339310	Cg005G171600
OG0016535	Om008G334050	Cg005G168070
OG0016537	Om008G319980	Cg005G185160
OG0016539	Om004G134820	Cg007G278070
OG0016540	Om003G105700, Om006G275520	Cg001G033880
OG0016541	Om001G020710	Cg001G013170
OG0016542	Om001G029920	Cg001G007490
OG0016543	Om003G110460	Cg003G095400, Cg016G334210
OG0016544	Om001G034000, Om001G034020, Om001G034040	Cg001G006610, Cg001G006660
OG0016545	Om001G041850	Cg001G000140
OG0016546	Om005G178790	Cg006G244300
OG0016547	Om005G181580	Cg006G241880
OG0016548	Om005G183300	Cg006G240340
OG0016549	Om005G184920	Cg006G238860
OG0016550	Om005G186900	Cg006G237160
OG0016552	Om005G188990	Cg006G235590
OG0016553	Om005G190070	Cg006G234720
OG0016555	Om005G191280	Cg006G233890
OG0016559	Om005G198800	Cg006G228450
OG0016560	Om005G199320	Cg006G228160
OG0016561	Om005G201760	Cg006G226250
OG0016562	Om005G202670	Cg006G225420
OG0016563	Om005G208290	Cg007G270540
OG0016565	Om005G211940	Cg007G267770
OG0016566	Om005G223270	Cg007G248900
OG0016568	Om005G227390	Cg003G087460
OG0016569	Om002G072850	Cg004G141390
OG0016570	Om002G060470	Cg004G131540
OG0016571	Om002G055190	Cg004G127410
OG0016572	Om002G054010	Cg004G126560
OG0016573	Om002G052550	Cg004G125470
OG0016576	Om002G043050	Cg004G116970
OG0016577	Om004G176260	Cg008G282760
OG0016578	Om004G173290	Cg008G284910
OG0016579	Om004G170950	Cg008G286770
OG0016580	Om004G170190	Cg008G287340
OG0016581	Om004G170030	Cg008G287480
OG0016582	Om004G169270	Cg008G288000
OG0016584	Om001G013390	Cg006G210460
OG0016585	Om001G012330	Cg006G212040
OG0016586	Om005G207790, Om001G011840	Cg006G212900
OG0016587	Om001G010600	Cg001G017370
OG0016588	Om001G008230	Cg001G019050
OG0016589	Om007G315160	Cg006G204110
OG0016591	Om001G000020	Cg001G023850
OG0016592	Om007G288220	Cg006G218750
OG0016594	Om007G279960	Cg005G174790
OG0016595	Om008G349720	Cg005G175800
OG0016596	Om007G281370	Cg005G176130
OG0016597	Om007G284550	Cg005G180160
OG0016598	Om004G168160, Om005G225830	Cg008G288730
OG0016600	Om004G165940	Cg008G290530
OG0016601	Om004G164250	Cg008G291630
OG0016602	Om004G162100	Cg008G293030
OG0016603	Om004G161210	Cg008G293730
OG0016604	Om007G302110	Cg008G294010
OG0016605	Om007G294110	Cg008G306540
OG0016606	Om009G363710, Om007G306730	Cg008G311610
OG0016607	Om009G364140, Om007G307080	Cg008G309910, Cg008G311720
OG0016608	Om007G314640	Cg001G038030
OG0016609	Om006G261090	Cg002G057960
OG0016610	Om004G145050	Cg006G221460
OG0016611	Om006G248000	Cg003G105780
OG0016612	Om006G246140	Cg003G107120
OG0016613	Om006G239400	Cg008G304390
OG0016617	Om004G151780	Cg006G219080
OG0016627	Om004G154820	Cg005G189840
OG0016630	Om006G264070	Cg002G059360
OG0016631	Om006G259300	Cg002G056880
OG0016632	Om006G259240	Cg002G056820
OG0016635	Om008G354890	Cg003G093910, Cg003G080080
OG0016642	Om001G022920	Cg001G035090
OG0016645	Om003G103170	Cg001G027910
OG0016657	Om001G022240	Cg001G012380
OG0016659	Om001G022690	Cg001G012100
OG0016660	Om001G022710	Cg001G012080
OG0016661	Om001G022780	Cg001G012030
OG0016662	Om001G023400	Cg001G011710
OG0016663	Om001G023850	Cg001G011420
OG0016664	Om001G024020	Cg001G011300
OG0016665	Om001G024960	Cg001G010750
OG0016666	Om001G025370	Cg001G010510
OG0016667	Om001G025460	Cg001G010440
OG0016668	Om001G025480	Cg001G010430
OG0016669	Om001G027620	Cg001G009240
OG0016670	Om001G027720	Cg001G009200
OG0016671	Om001G028510	Cg001G008650
OG0016672	Om001G029360	Cg001G008000
OG0016673	Om001G029830	Cg001G007560
OG0016675	Om001G030880	Cg001G006880
OG0016676	Om001G030970	Cg001G006810
OG0016677	Om001G031030	Cg001G006770
OG0016679	Om001G032330	Cg001G006060
OG0016681	Om001G033270	Cg001G005480
OG0016682	Om007G291860	Cg006G215130
OG0016683	Om007G292160	Cg006G214790
OG0016684	Om007G292240	Cg006G214730
OG0016685	Om007G292260	Cg006G214710
OG0016686	Om007G277010	Cg006G213840
OG0016687	Om007G276940	Cg006G213740
OG0016688	Om007G291080	Cg001G033240
OG0016690	Om005G216400	Cg007G256010
OG0016692	Om005G216950	Cg007G254320
OG0016693	Om011G365870, Om005G218240	Cg007G253770
OG0016694	Om005G218720	Cg007G252220
OG0016695	Om005G218890	Cg007G252040
OG0016696	Om005G219270	Cg007G251780
OG0016697	Om005G219520	Cg007G251590
OG0016699	Om005G220700	Cg007G250580
OG0016700	Om005G220730	Cg007G250570
OG0016701	Om005G220860	Cg007G250550
OG0016702	Om005G221610	Cg007G249820
OG0016703	Om005G222070	Cg007G250260
OG0016704	Om005G224070	Cg007G248430
OG0016706	Om006G274990	Cg002G074950
OG0016708	Om006G274550	Cg002G074460
OG0016709	Om006G274140	Cg002G074030
OG0016710	Om006G274130	Cg002G074020
OG0016712	Om006G273460	Cg002G073220
OG0016713	Om006G272940	Cg002G072950
OG0016715	Om006G272380	Cg002G072170
OG0016716	Om006G272170	Cg002G071990
OG0016717	Om006G271030	Cg002G070670
OG0016718	Om006G269670	Cg002G068590
OG0016719	Om006G269850	Cg002G068720
OG0016720	Om006G270480	Cg002G069170
OG0016721	Om006G269340	Cg002G067800
OG0016722	Om002G073110	Cg004G141600
OG0016725	Om005G212920	Cg007G266960
OG0016726	Om005G213110	Cg007G266850
OG0016727	Om005G213320	Cg007G266460
OG0016728	Om005G213550	Cg007G265700
OG0016729	Om005G213740	Cg007G265490
OG0016730	Om005G214420	Cg007G264800
OG0016731	Om005G214960	Cg007G263380
OG0016733	Om005G215270	Cg007G262330, Cg007G263830
OG0016734	Om005G215440	Cg007G261480
OG0016735	Om005G215580	Cg007G261050
OG0016736	Om005G215750	Cg007G259220
OG0016737	Om005G218140, Om011G365300	Cg007G253420
OG0016738	Om005G215830	Cg007G258310
OG0016739	Om005G228930	Cg007G245510
OG0016740	Om005G228880	Cg007G245550
OG0016741	Om005G228510	Cg007G245850
OG0016742	Om005G225330	Cg007G247510
OG0016743	Om005G225140	Cg007G247620
OG0016744	Om005G224610	Cg007G248020
OG0016745	Om005G224500	Cg007G248150
OG0016746	Om005G224530	Cg007G248080
OG0016747	Om002G056260	Cg004G128250
OG0016748	Om001G017030	Cg001G014970
OG0016749	Om002G065310	Cg001G014640
OG0016752	Om008G329250	Cg005G165350
OG0016753	Om002G051630	Cg004G124770
OG0016754	Om002G052150	Cg004G125170
OG0016755	Om002G052260	Cg004G125240
OG0016756	Om002G052440	Cg004G125380
OG0016758	Om004G174450	Cg008G284070
OG0016759	Om002G052860	Cg004G125640
OG0016760	Om002G053230	Cg004G126010
OG0016761	Om002G053710	Cg004G126290
OG0016762	Om002G054290	Cg004G126770
OG0016763	Om004G166190	Cg008G290340
OG0016764	Om002G054890	Cg004G127200
OG0016765	Om002G079390	Cg004G147740
OG0016766	Om006G233640	Cg003G111740
OG0016767	Om003G107120	Cg003G088610
OG0016770	Om003G111390	Cg003G090370, Cg003G095850
OG0016772	Om003G111480	Cg003G097350
OG0016774	Om003G112920	Cg003G098270
OG0016775	Om003G112940	Cg003G098290
OG0016776	Om003G113000	Cg003G098350
OG0016778	Om003G113280	Cg003G098800
OG0016779	Om003G113370	Cg003G098880
OG0016780	Om006G252220	Cg003G099470
OG0016781	Om001G030170	Cg003G099490
OG0016782	Om004G152650, Om003G114350	Cg003G099860
OG0016783	Om003G115060	Cg003G100380
OG0016784	Om003G117050	Cg003G102470
OG0016785	Om003G117990	Cg003G103140
OG0016786	Om003G118630	Cg003G103620
OG0016787	Om006G250400	Cg003G104070
OG0016788	Om006G250100	Cg003G104320
OG0016789	Om006G249720	Cg003G104660
OG0016790	Om006G249350	Cg003G105030
OG0016791	Om006G249260	Cg003G105090
OG0016792	Om006G248340	Cg003G105500
OG0016793	Om004G162320	Cg008G292810
OG0016794	Om004G163520	Cg008G292020
OG0016795	Om004G163760	Cg008G291890
OG0016796	Om004G164030	Cg008G291760
OG0016797	Om004G164270	Cg008G291610
OG0016798	Om004G164560	Cg008G291440
OG0016799	Om004G164660	Cg008G291340
OG0016800	Om004G164740	Cg008G291280
OG0016801	Om004G165010	Cg008G291150
OG0016802	Om004G165420	Cg008G290920
OG0016803	Om004G165670	Cg008G290730
OG0016804	Om004G165680	Cg008G290720
OG0016805	Om004G165990	Cg008G290490
OG0016806	Om004G166170	Cg008G290360
OG0016807	Om004G166830	Cg008G289790
OG0016808	Om004G166960	Cg008G289710
OG0016809	Om004G167050	Cg008G289640
OG0016810	Om004G167090	Cg008G289600
OG0016812	Om004G167740	Cg008G289120
OG0016813	Om004G167990	Cg008G288900
OG0016814	Om004G168050	Cg008G288820
OG0016815	Om004G168090	Cg008G288790
OG0016816	Om004G168940	Cg008G288190
OG0016817	Om001G001500	Cg001G022730
OG0016818	Om001G001770	Cg001G022680
OG0016819	Om001G001980	Cg001G022540
OG0016821	Om001G003250	Cg001G021670
OG0016822	Om001G003730	Cg001G021450
OG0016823	Om001G004080	Cg001G021320
OG0016824	Om001G004590, Om001G004580	Cg001G021060
OG0016825	Om001G005560	Cg001G020610
OG0016826	Om001G005580	Cg001G020590
OG0016827	Om001G005910	Cg001G020430
OG0016828	Om001G006060	Cg001G020340
OG0016829	Om001G006660	Cg001G019980
OG0016830	Om001G006960	Cg001G019810
OG0016831	Om001G007400	Cg001G019520
OG0016832	Om001G007800	Cg001G019300
OG0016833	Om001G008110	Cg001G019110
OG0016834	Om001G008940	Cg001G018600
OG0016835	Om001G012350	Cg006G212020
OG0016836	Om001G012930	Cg006G210880
OG0016837	Om001G013090	Cg006G210760
OG0016838	Om001G013490	Cg006G210340
OG0016839	Om001G013530	Cg006G210080
OG0016840	Om001G014280	Cg006G209040
OG0016842	Om001G015030	Cg006G204090
OG0016843	Om001G016590	Cg006G205620
OG0016844	Om001G016700	Cg006G206590
OG0016845	Om006G248320	Cg003G105510
OG0016846	Om007G287130	Cg006G202490, Cg006G202580
OG0016847	Om007G287230	Cg006G202790
OG0016848	Om007G287280	Cg006G202950
OG0016849	Om007G287300	Cg006G203000
OG0016850	Om007G287370	Cg006G218990
OG0016851	Om007G287380	Cg006G219000
OG0016852	Om007G287550	Cg006G204410
OG0016853	Om007G288180	Cg006G218790
OG0016854	Om007G287920	Cg006G218960
OG0016855	Om007G288670	Cg006G218290
OG0016856	Om007G288680	Cg006G218270
OG0016858	Om007G289160	Cg006G217840
OG0016859	Om007G289930	Cg006G216980
OG0016860	Om007G290130	Cg006G216810
OG0016861	Om001G023110	Cg005G187910
OG0016863	Om007G290220	Cg006G216640
OG0016864	Om007G290260	Cg006G216600
OG0016865	Om007G290810	Cg006G216200
OG0016866	Om007G291120	Cg006G215920
OG0016867	Om007G291260	Cg006G215820
OG0016868	Om007G291390	Cg006G215680
OG0016869	Om001G034820	Cg001G004630
OG0016871	Om001G035400	Cg001G004320
OG0016872	Om001G035970	Cg001G003860
OG0016873	Om001G036740	Cg001G003400
OG0016874	Om001G037050	Cg001G003220
OG0016875	Om001G037450	Cg001G003000
OG0016877	Om001G039110	Cg001G002120
OG0016878	Om001G039520	Cg001G001860
OG0016879	Om001G039800	Cg001G001590
OG0016880	Om001G039900	Cg001G001520
OG0016881	Om001G040070	Cg001G001420
OG0016882	Om001G040200	Cg001G001390
OG0016883	Om001G040760	Cg001G000990
OG0016884	Om001G040960	Cg001G000820
OG0016885	Om001G041240	Cg001G000650
OG0016886	Om001G041350	Cg001G000570
OG0016887	Om001G041580	Cg001G000390
OG0016888	Om001G041610	Cg001G000360
OG0016889	Om001G041770	Cg001G000210
OG0016890	Om001G041860	Cg001G000130
OG0016891	Om001G041890	Cg001G000090
OG0016892	Om002G085090	Cg001G032890
OG0016893	Om008G341500	Cg001G034130, Cg001G029960
OG0016895	Om007G314180	Cg001G036500
OG0016896	Om007G314160	Cg001G036670
OG0016897	Om004G132060	Cg001G039350
OG0016899	Om007G315480	Cg001G039410
OG0016900	Om007G316120	Cg001G040070
OG0016901	Om007G316190	Cg001G040330
OG0016902	Om008G339420	Cg005G171690
OG0016903	Om005G188670	Cg006G235810
OG0016904	Om002G042510	Cg004G116400
OG0016906	Om007G292540	Cg006G214370
OG0016907	Om008G347920	Cg003G087850
OG0016908	Om008G345310	Cg003G087570
OG0016909	Om006G266110	Cg002G059830
OG0016911	Om008G340780	Cg005G172870
OG0016912	Om008G340940	Cg005G173000
OG0016913	Om008G341140	Cg008G318830
OG0016914	Om008G341270	Cg008G318680
OG0016915	Om008G341960	Cg008G314300
OG0016916	Om008G342920	Cg008G307160
OG0016919	Om008G346440	Cg003G084310
OG0016920	Om008G350550	Cg003G083120
OG0016921	Om008G351540	Cg003G082400
OG0016922	Om008G353170	Cg003G081280
OG0016923	Om008G353610	Cg003G080960
OG0016925	Om008G354680	Cg003G080160, Cg003G093840
OG0016927	Om008G355460	Cg003G079850, Cg003G094170
OG0016928	Om005G186320	Cg006G237690
OG0016929	Om008G356210	Cg008G320900
OG0016930	Om008G358590	Cg008G322810
OG0016931	Om002G059260	Cg004G130480
OG0016933	Om004G175230	Cg008G325170
OG0016934	Om008G362770	Cg008G325230
OG0016935	Om008G362230	Cg008G324850
OG0016936	Om005G212740	Cg001G034340
OG0016938	Om003G100280	Cg008G325040
OG0016941	Om002G075920	Cg004G143570
OG0016942	Om002G075960	Cg004G143590
OG0016944	Om002G077330	Cg004G145600
OG0016945	Om003G106760	Cg001G033630
OG0016947	Om003G104740	Cg001G031040
OG0016948	Om003G104410	Cg001G030430
OG0016949	Om003G103960	Cg001G029330
OG0016950	Om003G103780	Cg006G208430
OG0016951	Om003G103470	Cg001G028360
OG0016952	Om003G103350	Cg001G028140
OG0016953	Om003G102270	Cg001G026950
OG0016954	Om003G102240	Cg001G026930
OG0016955	Om003G102220	Cg001G026910
OG0016956	Om003G102150	Cg001G026830
OG0016957	Om003G101920	Cg001G026640
OG0016958	Om003G101520	Cg001G026030
OG0016959	Om007G316220	Cg001G040360
OG0016960	Om007G316250	Cg001G040380
OG0016961	Om006G229080	Cg003G115820
OG0016962	Om007G317010	Cg001G041140
OG0016963	Om007G317320	Cg001G041380
OG0016965	Om007G318300	Cg001G042390
OG0016966	Om007G318260	Cg001G042450
OG0016967	Om007G318230	Cg001G042650
OG0016968	Om001G023340	Cg001G042790
OG0016969	Om007G318380	Cg001G042800
OG0016970	Om006G242150	Cg003G078030
OG0016971	Om008G318650	Cg005G157520
OG0016972	Om008G318690	Cg005G157540
OG0016973	Om006G239980	Cg005G157790
OG0016974	Om008G319280	Cg005G158080
OG0016975	Om008G319480	Cg005G158250
OG0016976	Om008G320190	Cg005G158770
OG0016978	Om008G320650	Cg005G159140
OG0016979	Om008G321120	Cg005G159490
OG0016980	Om008G322120	Cg005G160320
OG0016981	Om008G322730	Cg005G160800
OG0016983	Om008G323990	Cg005G161710
OG0016984	Om008G324120	Cg005G161810
OG0016985	Om008G324300	Cg005G161880
OG0016986	Om003G123690	Cg002G047070
OG0016987	Om008G325350	Cg005G162540
OG0016988	Om008G325560	Cg005G162700
OG0016989	Om008G326080	Cg005G163030
OG0016990	Om008G327660	Cg005G164080
OG0016992	Om008G327980	Cg005G164520
OG0016993	Om004G177050	Cg008G282150
OG0016994	Om004G177040	Cg008G282160
OG0016995	Om004G176960	Cg008G282230
OG0016996	Om004G176780	Cg008G282400
OG0016997	Om004G176740	Cg008G282440
OG0016998	Om004G176710	Cg008G282460
OG0016999	Om004G176680	Cg008G282490
OG0017000	Om004G176410	Cg008G282690
OG0017001	Om004G176380	Cg008G282720
OG0017002	Om004G176080	Cg008G282890
OG0017003	Om004G175870	Cg008G283010
OG0017004	Om004G175910	Cg008G283020
OG0017005	Om004G175730	Cg008G283150
OG0017006	Om004G175240	Cg008G283540
OG0017007	Om004G174330	Cg008G284180
OG0017008	Om004G173390	Cg008G284820
OG0017009	Om006G241170	Cg008G300160
OG0017010	Om006G241930	Cg008G300710
OG0017011	Om006G242070	Cg008G300840
OG0017012	Om006G242010	Cg008G300790
OG0017013	Om006G242760	Cg008G301380
OG0017014	Om006G242920	Cg008G301500
OG0017015	Om006G243740	Cg008G302130
OG0017016	Om006G244130	Cg008G302390
OG0017017	Om006G244270	Cg008G302550
OG0017018	Om006G245550	Cg003G107600
OG0017019	Om006G246030	Cg003G107160
OG0017020	Om006G234630	Cg003G110920
OG0017021	Om006G234010	Cg003G111420
OG0017022	Om006G233850	Cg003G111550
OG0017023	Om006G233540	Cg003G111850
OG0017024	Om006G233440	Cg003G111930
OG0017025	Om006G232550	Cg003G112770
OG0017026	Om006G232370	Cg003G112930
OG0017027	Om006G232290	Cg003G113140
OG0017028	Om006G232130	Cg003G113020
OG0017029	Om006G232120	Cg003G113010
OG0017031	Om006G231600	Cg003G113580
OG0017032	Om006G231430	Cg003G113760
OG0017033	Om006G231270	Cg003G113880
OG0017034	Om006G231180	Cg003G113980
OG0017035	Om006G231020	Cg003G114100
OG0017036	Om006G230980	Cg003G114130
OG0017037	Om006G230480	Cg003G114550
OG0017038	Om006G230250	Cg003G114800
OG0017039	Om006G229920	Cg003G115050
OG0017040	Om006G229730	Cg003G115230
OG0017041	Om006G229390	Cg007G278010
OG0017042	Om006G229130	Cg003G115750
OG0017043	Om006G229060	Cg003G115840
OG0017044	Om004G157030	Cg003G075900
OG0017045	Om004G157470	Cg003G076260, Cg014G333320
OG0017046	Om004G158210	Cg003G076930, Cg014G332670
OG0017047	Om004G158480	Cg003G077200, Cg014G332410
OG0017048	Om004G158500	Cg003G077220, Cg014G332390
OG0017051	Om007G287360	Cg006G218980
OG0017053	Om004G160010	Cg003G078600, Cg014G330950
OG0017054	Om007G293010	Cg008G320460
OG0017055	Om007G277700	Cg008G319670
OG0017056	Om007G277780	Cg008G319570
OG0017057	Om007G277790	Cg008G319540
OG0017059	Om007G278980	Cg005G173900
OG0017060	Om007G280000	Cg005G174820
OG0017062	Om007G280370	Cg005G175170
OG0017063	Om007G280880	Cg005G175590
OG0017064	Om007G281170	Cg005G175880
OG0017065	Om007G281410	Cg005G176150
OG0017068	Om007G283100	Cg005G178100
OG0017069	Om007G283320	Cg005G178430
OG0017070	Om007G283400	Cg005G178510
OG0017071	Om007G283660	Cg005G178880
OG0017072	Om007G283940	Cg005G179220
OG0017073	Om007G283980	Cg005G179280
OG0017074	Om007G284350	Cg005G179690
OG0017075	Om007G285070	Cg005G182080
OG0017076	Om007G285250	Cg005G182480
OG0017077	Om007G285490	Cg005G183500
OG0017078	Om007G285520	Cg005G183540
OG0017079	Om007G285530	Cg005G184360
OG0017080	Om004G149450	Cg005G184970
OG0017081	Om007G297680	Cg005G185040, Cg005G185070
OG0017082	Om001G039460	Cg005G185400
OG0017085	Om004G132250	Cg005G186220
OG0017086	Om005G228250	Cg001G041040
OG0017087	Om004G150840	Cg005G186830
OG0017088	Om001G020670	Cg001G013180
OG0017089	Om002G072620	Cg001G013210
OG0017091	Om001G020200	Cg001G013340
OG0017092	Om001G020190	Cg001G013350
OG0017093	Om001G020070	Cg001G013390
OG0017094	Om002G042480	Cg004G116370
OG0017095	Om002G042500	Cg004G116390
OG0017096	Om002G042390	Cg004G116290
OG0017097	Om002G042320	Cg004G116220
OG0017098	Om002G042110	Cg004G116060
OG0017099	Om002G042010	Cg004G115960
OG0017100	Om001G017790	Cg001G014290
OG0017103	Om001G019080	Cg001G013810
OG0017104	Om001G018730	Cg001G014000
OG0017105	Om002G043410	Cg004G117250
OG0017106	Om002G043500	Cg004G117370
OG0017107	Om006G263580, Om002G044140	Cg004G117930
OG0017108	Om002G044260	Cg004G118050
OG0017109	Om002G044290	Cg004G118080
OG0017110	Om002G044640	Cg004G118360
OG0017111	Om002G044760	Cg004G118490
OG0017112	Om002G044980	Cg004G118610
OG0017113	Om002G045170	Cg004G119350
OG0017114	Om002G045710	Cg004G119710
OG0017115	Om002G046410	Cg004G120270
OG0017116	Om002G046580	Cg004G120440
OG0017117	Om002G046660	Cg004G120530
OG0017118	Om002G047300	Cg004G121030
OG0017119	Om002G047590	Cg004G121250
OG0017120	Om002G048150	Cg004G121650
OG0017121	Om002G048160	Cg004G121660
OG0017123	Om002G048400	Cg004G121930
OG0017124	Om002G048420	Cg004G121950
OG0017125	Om002G049080	Cg004G122430
OG0017126	Om002G049130	Cg004G122480
OG0017127	Om002G049200	Cg004G122600
OG0017128	Om002G049530	Cg004G122900
OG0017129	Om002G049660	Cg004G123020
OG0017131	Om002G050120	Cg004G123490
OG0017132	Om002G050330	Cg004G123670
OG0017133	Om002G050470	Cg004G123810
OG0017134	Om002G050810	Cg004G124080
OG0017135	Om002G050840	Cg004G124110
OG0017136	Om002G051290	Cg004G124490
OG0017137	Om008G330100	Cg005G165810
OG0017138	Om008G331250	Cg005G166290
OG0017139	Om008G331710	Cg005G166660
OG0017140	Om008G331740	Cg005G166680
OG0017141	Om008G331820	Cg005G166740
OG0017142	Om008G332370	Cg005G167090
OG0017144	Om008G332850	Cg005G167360
OG0017146	Om008G337610	Cg005G170420
OG0017147	Om008G336670	Cg005G169810
OG0017149	Om008G335530	Cg005G168990
OG0017150	Om008G335140	Cg005G168780
OG0017151	Om008G335080	Cg005G168740
OG0017152	Om008G333760	Cg005G167890
OG0017153	Om005G196030	Cg006G230540
OG0017154	Om005G196250	Cg006G230320
OG0017155	Om005G196860	Cg006G229910
OG0017156	Om005G197480	Cg006G229450
OG0017157	Om005G197540	Cg006G229380
OG0017158	Om005G198180	Cg006G228940
OG0017159	Om005G198240	Cg006G228850
OG0017160	Om005G198350	Cg006G228720
OG0017161	Om005G198980	Cg006G228350
OG0017162	Om005G199960	Cg006G227690
OG0017163	Om005G199640	Cg006G227890
OG0017164	Om005G200150	Cg006G227550
OG0017165	Om005G200270	Cg006G227490
OG0017167	Om005G200490	Cg006G227320
OG0017168	Om005G200980	Cg006G226880
OG0017169	Om005G201460	Cg006G226520
OG0017170	Om005G201540	Cg006G226440
OG0017171	Om003G096570	Cg006G199000
OG0017172	Om005G203090	Cg006G225060
OG0017173	Om005G203770	Cg006G224510
OG0017174	Om005G203980	Cg006G224360
OG0017175	Om005G204070	Cg006G224330
OG0017176	Om005G204120	Cg006G224290
OG0017177	Om005G204210	Cg006G224190
OG0017178	Om005G204790	Cg006G223630
OG0017179	Om005G205070	Cg006G223400
OG0017180	Om005G205140	Cg006G223290
OG0017181	Om005G205240	Cg006G213010
OG0017182	Om005G205160	Cg006G223200
OG0017183	Om005G205380	Cg006G223080
OG0017184	Om005G205640	Cg006G222880
OG0017185	Om005G205710	Cg006G222770
OG0017186	Om004G144540	Cg006G221930
OG0017187	Om004G144600	Cg006G221880
OG0017189	Om004G145500	Cg006G221050
OG0017191	Om004G147270	Cg006G220080
OG0017192	Om002G048440	Cg006G219760
OG0017195	Om001G008950	Cg006G219110
OG0017196	Om004G151270	Cg001G016460
OG0017197	Om005G211840, Om008G328680, Om008G328690	Cg005G164930
OG0017198	Om007G286220	Cg001G015530
OG0017199	Om007G286600	Cg001G015210
OG0017200	Om001G021440	Cg001G012870
OG0017202	Om004G154510	Cg005G189110
OG0017204	Om006G239180	Cg005G190340
OG0017206	Om004G152010	Cg005G191340
OG0017208	Om004G154170	Cg005G192090
OG0017209	Om004G154020	Cg005G192250
OG0017210	Om004G153540	Cg005G192740
OG0017211	Om004G153480	Cg005G192960
OG0017212	Om004G155990	Cg005G193310
OG0017213	Om004G156030	Cg005G193370
OG0017214	Om004G156140	Cg005G193520
OG0017215	Om004G156320	Cg005G193720
OG0017216	Om004G156370	Cg005G193740
OG0017217	Om005G195130	Cg006G231200
OG0017218	Om005G194190	Cg006G231830
OG0017219	Om005G193470	Cg006G232350
OG0017220	Om005G193220	Cg006G232520
OG0017221	Om005G192440	Cg006G233020
OG0017222	Om005G192400	Cg006G233050
OG0017223	Om005G192060	Cg006G233340
OG0017224	Om005G190450	Cg006G234460
OG0017225	Om005G190230	Cg006G234590
OG0017226	Om005G189610	Cg006G235100
OG0017227	Om005G189500	Cg006G235170
OG0017228	Om005G189460	Cg006G235210
OG0017229	Om005G188830	Cg006G235720
OG0017230	Om005G188170	Cg006G236170
OG0017231	Om005G188250	Cg006G236100
OG0017232	Om005G187520	Cg006G236650
OG0017233	Om005G187280	Cg006G236840
OG0017234	Om005G216940	Cg007G254220
OG0017235	Om005G187200	Cg006G236890
OG0017237	Om005G187120	Cg006G236960
OG0017238	Om004G169370	Cg008G287920
OG0017239	Om005G186560	Cg006G237500
OG0017240	Om005G184820	Cg006G238910
OG0017241	Om005G183870	Cg006G239830
OG0017242	Om005G183700	Cg006G239970
OG0017244	Om005G182980	Cg006G240700
OG0017245	Om005G182760	Cg006G240910
OG0017246	Om005G182220	Cg006G241350
OG0017247	Om005G182190	Cg006G241380
OG0017248	Om005G181500	Cg006G241790
OG0017249	Om005G181760	Cg006G242080
OG0017250	Om005G181140	Cg006G242360
OG0017251	Om005G181080	Cg006G242410
OG0017252	Om005G180550	Cg006G242800
OG0017253	Om005G180650	Cg006G242770
OG0017254	Om005G180700	Cg006G242760
OG0017255	Om005G180770	Cg006G242710
OG0017256	Om007G292970	Cg006G242650
OG0017257	Om005G180230	Cg006G243080
OG0017258	Om005G180080	Cg006G243180
OG0017259	Om005G179150	Cg006G243970
OG0017260	Om005G179110	Cg006G244030
OG0017261	Om005G178130	Cg006G245050
OG0017262	Om005G177920	Cg006G245120
OG0017263	Om005G177660	Cg006G245360
OG0017264	Om005G177590	Cg006G245420
OG0017265	Om007G301130	Cg008G294780
OG0017266	Om007G301220	Cg008G294740
OG0017267	Om007G301240	Cg008G294720
OG0017268	Om007G301310	Cg008G294650
OG0017269	Om007G300480	Cg008G295210
