Orthogroup	Odontarrhena_muralis	Arabidopsis_thaliana
OG0013413	Om008G358080	AT2G17060.1
OG0013414	Om008G358010	AT5G45280.2
OG0013415	Om008G358020	AT5G45290.2
OG0013416	Om008G358060	AT5G45310.1
OG0013417	Om008G358450	AT5G45520.1
OG0013418	Om008G358500	AT5G45580.2
OG0013419	Om008G358620	AT5G45660.1
OG0013420	Om008G358660	AT5G45700.1
OG0013421	Om008G358730	AT5G45740.1
OG0013422	Om008G358810	AT5G45780.1
OG0013423	Om008G359360	AT5G46060.1
OG0013424	Om008G360020	AT5G46390.2
OG0013425	Om006G241630	AT5G19930.1
OG0013426	Om008G362450	AT5G47380.1
OG0013427	Om008G362440	AT5G47370.1
OG0013428	Om003G105870	AT5G35090.1
OG0013429	Om002G076810	AT2G04880.1
OG0013430	Om003G105220	AT4G12650.1
OG0013431	Om003G105190	AT4G12760.1
OG0013432	Om002G075360	AT3G25500.1
OG0013433	Om003G105040	AT4G12830.1
OG0013434	Om002G074950	AT3G25130.1
OG0013435	Om003G104310	AT4G13230.1
OG0013436	Om002G074100	AT3G24490.1
OG0013437	Om003G103840	AT4G13630.1
OG0013439	Om003G103590	AT4G13990.1
OG0013440	Om003G103430	AT4G14090.1
OG0013441	Om003G103340	AT4G14190.1
OG0013442	Om008G350860	AT4G11060.1
OG0013443	Om003G102750	AT4G14385.1
OG0013445	Om003G102280	AT4G14840.1
OG0013446	Om003G102130	AT4G14965.1
OG0013447	Om003G102080	AT4G15030.2
OG0013448	Om003G101980	AT4G15090.1
OG0013449	Om003G101960	AT4G15110.1
OG0013450	Om003G101420	AT4G15520.1
OG0013451	Om003G101400	AT4G15545.1
OG0013452	Om007G316370	AT5G39980.1
OG0013453	Om007G316590	AT5G40160.1
OG0013454	Om007G316850	AT5G40340.1
OG0013455	Om007G317260	AT5G40630.1
OG0013456	Om007G317960	AT5G41140.1
OG0013457	Om007G318350	AT5G41460.1
OG0013459	Om007G318510	AT5G42010.1
OG0013460	Om007G281850	AT5G42100.1
OG0013461	Om008G318750	AT2G48010.1
OG0013462	Om008G318940	AT2G47830.1
OG0013463	Om008G319010	AT2G47780.1
OG0013464	Om008G319110	AT2G47700.1
OG0013465	Om008G319130	AT2G47680.1
OG0013466	Om008G319220	AT2G47580.1
OG0013468	Om008G319600	AT2G47320.1
OG0013469	Om008G320070	AT2G47020.3
OG0013470	Om008G320080	AT2G47010.1
OG0013471	Om008G320160	AT2G46950.1
OG0013472	Om008G320180	AT2G46930.1
OG0013473	Om008G320630	AT2G46570.1
OG0013474	Om008G320910	AT2G46430.1
OG0013475	Om008G320970	AT2G46380.1
OG0013476	Om008G321010	AT2G46340.1
OG0013477	Om008G321030	AT2G46320.1
OG0013478	Om008G321060	AT2G46270.1
OG0013479	Om008G321250	AT2G46100.1
OG0013480	Om008G321350	AT2G45990.1
OG0013481	Om008G321380	AT2G45970.1
OG0013482	Om008G321500	AT2G45870.1
OG0013483	Om008G321520	AT2G45850.1
OG0013484	Om008G321870	AT2G45600.1
OG0013485	Om008G322300	AT2G45320.1
OG0013486	Om008G323060	AT2G44730.1
OG0013487	Om003G124820	AT3G60240.4
OG0013488	Om008G323150	AT2G44660.1
OG0013489	Om008G323200	AT2G44600.1
OG0013490	Om008G323320	AT2G44500.1
OG0013491	Om008G323430	AT2G44430.1
OG0013492	Om008G323450	AT2G44410.1
OG0013493	Om008G323630	AT2G44310.1
OG0013494	Om008G324060	AT2G44020.1
OG0013496	Om008G324660	AT2G43720.1
OG0013497	Om008G325050	AT2G43540.1
OG0013498	Om005G222040, Om008G325220	AT2G43400.1
OG0013499	Om008G325400	AT2G43310.1
OG0013500	Om008G325450	AT2G43250.1
OG0013501	Om008G325770	AT2G43030.1
OG0013502	Om008G325850	AT2G42975.1
OG0013503	Om008G325960	AT2G42950.1
OG0013504	Om008G326280	AT2G42700.2
OG0013505	Om003G122220	AT3G58490.1
OG0013506	Om008G327030	AT2G42110.1
OG0013507	Om008G326940	AT2G42220.1
OG0013508	Om008G327330	AT2G41705.1
OG0013509	Om008G327320	AT2G41700.1
OG0013510	Om004G176660, Om003G101720	AT5G01350.1
OG0013511	Om004G176590	AT5G01300.1
OG0013512	Om004G176370	AT5G01160.1
OG0013513	Om004G176220	AT5G01070.1
OG0013514	Om004G176170	AT5G02010.1
OG0013515	Om004G175770	AT5G02090.1
OG0013516	Om004G175830	AT5G02160.1
OG0013517	Om004G175940	AT5G02230.3
OG0013518	Om004G175980	AT5G02270.2
OG0013519	Om004G175510	AT5G02590.1
OG0013520	Om004G175160	AT5G02830.1
OG0013521	Om004G175170	AT5G02820.1
OG0013522	Om004G174320	AT5G03450.1
OG0013523	Om004G174300	AT5G03460.1
OG0013524	Om004G174160	AT5G03555.1
OG0013525	Om004G174050	AT5G03640.1
OG0013526	Om004G174040, Om002G087820	AT5G03650.1
OG0013527	Om004G173840	AT5G03720.1
OG0013529	Om004G173520	AT5G03990.1
OG0013530	Om004G173500	AT5G04000.2
OG0013531	Om004G173300	AT5G04140.2
OG0013532	Om004G173220	AT5G04190.1
OG0013533	Om004G173200	AT5G04220.2
OG0013534	Om004G173180	AT5G04240.1
OG0013535	Om004G173120	AT5G04260.1
OG0013536	Om004G173110	AT5G04270.1
OG0013537	Om006G241680	AT5G19970.1
OG0013539	Om006G241200	AT5G19620.1
OG0013540	Om006G242300	AT5G20580.1
OG0013541	Om006G242310	AT5G20590.1
OG0013542	Om006G242870	AT5G21040.1
OG0013543	Om006G243240	AT5G21950.6
OG0013544	Om006G243330	AT5G22020.1
OG0013545	Om006G243350	AT5G22040.1
OG0013546	Om001G027900, Om006G243450	AT5G22130.2
OG0013547	Om006G244280	AT5G22820.2
OG0013548	Om006G244290	AT5G22830.1
OG0013549	Om006G244340	AT5G22870.1
OG0013550	Om006G244480	AT5G60750.1
OG0013551	Om006G244580	AT5G60730.1
OG0013552	Om006G244610	AT5G60720.1
OG0013553	Om006G244730	AT5G60630.1
OG0013554	Om006G244840	AT5G60540.1
OG0013555	Om006G245370	AT5G60070.1
OG0013556	Om006G246060	AT5G59500.1
OG0013557	Om006G246190	AT5G59440.3
OG0013558	Om006G246230	AT5G59420.1
OG0013559	Om007G288250	AT1G27990.1
OG0013560	Om006G266220	AT3G47080.1
OG0013561	Om006G234480	AT5G63200.1
OG0013562	Om006G234360	AT5G63290.1
OG0013563	Om006G234110	AT5G63540.2
OG0013564	Om006G233980	AT5G63640.1
OG0013565	Om006G233810	AT5G63770.1
OG0013566	Om006G233560	AT5G63990.1
OG0013567	Om006G233500	AT5G64050.1
OG0013568	Om004G163560	AT5G64110.1
OG0013569	Om006G233290	AT5G64190.2
OG0013570	Om006G233230	AT5G64250.2
OG0013571	Om006G233200	AT5G64280.1
OG0013572	Om006G233100	AT5G64380.1
OG0013573	Om006G233040	AT5G64410.1
OG0013574	Om006G232970	AT5G64470.2
OG0013575	Om006G232890	AT5G64520.4
OG0013576	Om006G232830	AT5G64580.1
OG0013577	Om002G085750	AT2G18465.1
OG0013578	Om006G232650	AT5G64730.1
OG0013579	Om006G232600	AT5G64780.1
OG0013580	Om006G232280	AT5G65040.1
OG0013581	Om006G232070	AT5G65200.1
OG0013582	Om006G231740	AT5G65450.2
OG0013583	Om006G231420	AT5G65720.1
OG0013584	Om006G231410, Om006G231360	AT5G65730.1
OG0013585	Om006G231320	AT5G65760.1
OG0013586	Om006G231230	AT5G65860.1
OG0013587	Om006G231100	AT5G67640.1
OG0013588	Om006G230960	AT5G67520.1
OG0013589	Om006G230920	AT5G67490.1
OG0013590	Om006G230890	AT5G67460.1
OG0013591	Om006G230730	AT5G67340.1
OG0013592	Om006G230640	AT5G67290.1
OG0013593	Om006G230540	AT5G67230.1
OG0013594	Om006G230470	AT5G67170.1
OG0013595	Om006G230440, Om006G230450	AT5G67150.1
OG0013596	Om006G230420	AT5G67130.1
OG0013597	Om006G230270	AT5G66985.1
OG0013599	Om006G230030	AT5G66810.1
OG0013600	Om006G229880	AT5G66720.1
OG0013601	Om006G229780	AT5G66631.1
OG0013602	Om006G229410	AT5G66350.1
OG0013603	Om006G229290	AT5G66260.1
OG0013604	Om006G229220	AT5G66190.1
OG0013605	Om006G229150	AT5G66130.1
OG0013606	Om006G229120	AT5G66090.1
OG0013607	Om006G229050	AT5G66030.1
OG0013608	Om006G229030	AT5G66010.1
OG0013609	Om004G157170	AT4G00120.1
OG0013610	Om004G157190	AT4G00150.1
OG0013611	Om004G157210	AT4G00170.1
OG0013612	Om004G157910	AT4G00752.1
OG0013613	Om004G157680	AT4G00525.1
OG0013614	Om004G157460	AT4G00340.1
OG0013615	Om004G157430	AT4G00330.1
OG0013616	Om004G157420	AT4G00310.1
OG0013617	Om004G158230	AT4G01120.1
OG0013618	Om004G158320	AT4G01040.1
OG0013619	Om004G158330	AT4G01037.1
OG0013620	Om004G158420	AT4G00950.1
OG0013621	Om004G158470	AT4G00905.1
OG0013622	Om004G158590	AT4G01395.1
OG0013623	Om004G158890	AT4G01680.2
OG0013624	Om004G158930	AT4G01720.1
OG0013625	Om004G159090	AT4G01900.1
OG0013626	Om004G159070	AT4G01895.1
OG0013627	Om004G159130	AT4G01940.1
OG0013628	Om004G159210	AT4G01995.1
OG0013629	Om004G159220	AT4G02010.1
OG0013630	Om004G159290	AT4G02070.1
OG0013631	Om005G179510	AT1G02730.1
OG0013632	Om004G159750	AT4G02360.1
OG0013633	Om004G160160	AT4G02670.2
OG0013634	Om004G160420	AT4G02820.1
OG0013635	Om004G160410	AT4G02810.1
OG0013636	Om004G160390	AT4G02800.1
OG0013637	Om004G160510	AT4G02920.2
OG0013638	Om004G160540	AT4G02940.1
OG0013639	Om004G160630	AT4G03030.1
OG0013640	Om004G160830	AT4G03180.1
OG0013641	Om007G302160	AT4G03200.1
OG0013642	Om007G302300	AT4G03330.1
OG0013643	Om007G302740	AT4G03410.2
OG0013644	Om007G302730	AT4G03415.1
OG0013645	Om007G292960	AT5G44200.1
OG0013646	Om007G277360	AT5G44080.1
OG0013647	Om007G277380	AT5G44060.1
OG0013648	Om007G277490	AT5G43980.1
OG0013649	Om007G277720	AT5G43770.1
OG0013650	Om007G277870	AT5G43630.1
OG0013651	Om007G278000	AT5G43430.4
OG0013652	Om007G278080	AT5G43380.1
OG0013653	Om007G278600	AT2G33170.1
OG0013654	Om007G278530	AT2G33205.5
OG0013655	Om007G278470	AT2G33250.1
OG0013656	Om007G278450	AT2G33260.2
OG0013657	Om007G279300, Om001G013670	AT2G32295.1
OG0013658	Om007G278800	AT2G32920.1
OG0013659	Om007G279480	AT2G32500.2
OG0013660	Om007G279380	AT2G32415.3
OG0013661	Om007G279650	AT2G32150.1
OG0013662	Om007G279660	AT2G32120.1
OG0013663	Om007G279830	AT2G32000.1
OG0013664	Om007G279880	AT2G31970.1
OG0013665	Om007G279930	AT2G31930.1
OG0013666	Om007G279970	AT2G31890.1
OG0013667	Om007G280130	AT2G31740.1
OG0013668	Om007G280750	AT2G31200.1
OG0013669	Om007G280800	AT2G31170.1
OG0013670	Om007G280940	AT2G31070.1
OG0013671	Om007G281100	AT2G30933.1
OG0013672	Om007G281160	AT2G30880.1
OG0013673	Om007G281220	AT2G30780.1
OG0013674	Om007G281250	AT2G30720.1
OG0013675	Om007G281340	AT2G30600.5
OG0013676	Om007G281710	AT2G30330.1
OG0013677	Om003G113800, Om007G281750	AT2G30270.1
OG0013678	Om005G177950, Om007G299360	AT5G52010.1
OG0013679	Om007G282140	AT2G29950.1
OG0013680	Om007G282300	AT2G29650.1
OG0013681	Om007G282340	AT2G29620.1
OG0013682	Om007G282990	AT2G29050.1
OG0013683	Om007G283200	AT2G28830.1
OG0013684	Om001G041630	AT4G38490.1
OG0013685	Om007G283710	AT2G28350.1
OG0013686	Om007G283810	AT2G28250.1
OG0013687	Om007G284060	AT2G28070.1
OG0013688	Om007G284110	AT2G28060.1
OG0013689	Om007G284200	AT2G27950.1
OG0013690	Om007G284230	AT2G27920.1
OG0013691	Om007G284480	AT2G27690.1
OG0013692	Om007G285210	AT2G26980.4
OG0013694	Om007G284860	AT2G27240.1
OG0013695	Om007G284800	AT2G27330.1
OG0013696	Om007G285360	AT2G26780.1
OG0013697	Om007G285370	AT2G26770.1
OG0013698	Om007G285440	AT2G26700.1
OG0013699	Om007G285480	AT5G51200.2
OG0013700	Om007G285550	AT2G26600.1
OG0013701	Om007G285580	AT2G26650.1
OG0013702	Om004G149280	AT2G30390.2
OG0013703	Om007G296310	AT1G47570.1
OG0013704	Om005G190580, Om007G294550	AT2G26570.1
OG0013705	Om008G327630	AT2G26500.1
OG0013706	Om006G243410	AT2G26440.1
OG0013707	Om004G151150	AT2G26310.1
OG0013708	Om007G282160	AT2G26240.1
OG0013709	Om002G045650	AT3G03970.1
OG0013710	Om007G301800	AT2G26150.1
OG0013711	Om005G190390	AT2G26070.2
OG0013712	Om004G150330	AT2G25950.1
OG0013713	Om004G150690	AT2G25910.2
OG0013714	Om004G150500	AT2G25730.2
OG0013715	Om001G020740	AT4G27540.1
OG0013716	Om001G019390	AT4G26980.1
OG0013717	Om002G042830	AT3G01370.1
OG0013718	Om002G042370	AT1G61270.1
OG0013719	Om002G042330	AT3G01800.1
OG0013720	Om002G042300	AT3G01830.1
OG0013721	Om002G042280, Om002G042290	AT3G01840.1
OG0013722	Om002G042210	AT3G01920.2
OG0013723	Om004G177370	AT5G01930.1
OG0013724	Om004G177290	AT5G01880.1
OG0013725	Om004G177210	AT5G01830.1
OG0013726	Om004G177120	AT5G01800.1
OG0013727	Om003G118490	AT5G56230.1
OG0013728	Om003G116900	AT5G55100.2
OG0013729	Om002G043220	AT3G01080.2
OG0013730	Om002G043240	AT3G01060.1
OG0013731	Om002G043510	AT3G02220.1
OG0013732	Om002G043580	AT3G02260.1
OG0013734	Om007G307870	AT5G48220.1
OG0013735	Om002G044030	AT3G02700.1
OG0013736	Om002G044380	AT3G02960.1
OG0013737	Om002G044670	AT3G03210.1
OG0013738	Om002G044730	AT3G03280.1
OG0013739	Om002G044800	AT3G03320.1
OG0013740	Om001G026140	AT4G27250.1
OG0013741	Om002G045090	AT3G03560.1
OG0013742	Om002G045260	AT3G03700.1, AT3G04440.1
OG0013743	Om002G045340	AT3G03773.2
OG0013744	Om002G045360	AT3G03790.3
OG0013745	Om002G045520	AT3G03890.1
OG0013746	Om002G045540	AT3G03900.1
OG0013747	Om002G045850, Om003G100000	AT3G04130.1
OG0013748	Om002G046210	AT3G04360.1
OG0013749	Om002G045990	AT3G04310.1
OG0013750	Om002G046280	AT3G04550.1
OG0013751	Om002G046300	AT3G04560.1
OG0013752	Om002G046370	AT3G04610.1
OG0013753	Om002G046420	AT3G04650.1
OG0013754	Om002G046620	AT3G04810.1
OG0013755	Om002G046700	AT3G04870.1
OG0013756	Om002G046850	AT3G04950.1
OG0013757	Om002G046970	AT4G08630.1
OG0013758	Om002G047260	AT3G05210.1
OG0013759	Om002G047460	AT3G05350.1
OG0013760	Om002G047310	AT3G05250.1
OG0013761	Om002G047910	AT3G05675.1
OG0013762	Om002G048050	AT3G05740.1
OG0013763	Om002G048270	AT3G05936.1
OG0013764	Om002G048290	AT3G05940.1
OG0013765	Om002G048650	AT3G06170.1
OG0013766	Om002G048980	AT3G06390.1
OG0013767	Om002G049100	AT3G06480.1
OG0013768	Om002G049330	AT3G66658.2
OG0013769	Om002G069260, Om002G049370	AT2G04395.1, AT2G05210.1
OG0013770	Om002G049450	AT3G06770.5
OG0013771	Om002G049850	AT3G07140.1
OG0013772	Om002G050110	AT3G07400.1
OG0013773	Om008G350940	AT4G11120.1
OG0013774	Om002G050510	AT3G07720.1
OG0013775	Om002G050530	AT3G07740.4
OG0013776	Om002G050820	AT3G08000.1
OG0013777	Om002G050890	AT3G08490.1
OG0013778	Om002G051100	AT3G08680.1
OG0013779	Om002G051340	AT3G08920.1
OG0013780	Om008G329950	AT2G40390.1
OG0013782	Om008G330620	AT2G40100.1
OG0013783	Om006G251300	AT3G55830.1
OG0013784	Om008G331260	AT2G39930.1
OG0013785	Om008G331420	AT2G39740.1
OG0013786	Om008G331530	AT2G39690.5
OG0013787	Om008G331720	AT2G39580.2
OG0013788	Om008G331760	AT2G39550.1
OG0013789	Om008G332180	AT2G39270.1
OG0013790	Om008G332450	AT2G39170.1
OG0013791	Om008G332460	AT2G39140.1
OG0013793	Om008G332590	AT2G28290.5
OG0013794	Om008G332800	AT2G38960.3
OG0013795	Om008G333010	AT2G38860.2
OG0013796	Om008G333250	AT2G38720.1
OG0013797	Om008G337800	AT2G35990.1
OG0013798	Om008G337410	AT2G36290.1
OG0013799	Om008G336970	AT2G36570.1
OG0013800	Om008G336800	AT2G36670.1
OG0013801	Om008G336660	AT2G36740.1
OG0013802	Om008G336540	AT2G36840.1
OG0013803	Om008G336470	AT2G36895.3
OG0013804	Om008G336370	AT2G36960.3
OG0013805	Om008G336260	AT2G37020.3
OG0013806	Om008G335860	AT2G37290.2
OG0013807	Om008G335390	AT2G37570.1
OG0013808	Om008G335360	AT2G37585.1
OG0013809	Om008G335200	AT2G37670.2
OG0013810	Om008G334570	AT2G38060.2
OG0013811	Om008G334580	AT2G38050.1
OG0013812	Om008G334610	AT2G38020.1
OG0013813	Om003G105810, Om007G296240	AT5G34940.2
OG0013814	Om008G338130	AT2G35770.1
OG0013816	Om005G195910	AT1G15230.1
OG0013817	Om005G197190	AT1G16290.2
OG0013818	Om005G197490	AT1G16520.1
OG0013819	Om005G197510	AT1G16540.3
OG0013820	Om005G197580	AT1G16630.1
OG0013821	Om005G197680	AT1G16730.1
OG0013822	Om005G197780	AT1G16830.1
OG0013823	Om005G193490	AT1G13630.4
OG0013824	Om005G198280	AT1G17160.1
OG0013825	Om005G198430	AT1G17310.2
OG0013826	Om005G198440, Om006G262520	AT1G17330.1
OG0013827	Om005G198620	AT1G49260.1
OG0013828	Om005G198670	AT1G17410.1
OG0013829	Om005G199170	AT1G17750.1
OG0013830	Om005G199410	AT1G17870.1
OG0013831	Om005G199820	AT1G18270.3
OG0013832	Om005G199610	AT1G18090.1
OG0013833	Om005G199530	AT1G18000.1, AT1G18010.1
OG0013834	Om005G199500	AT1G17970.1
OG0013835	Om005G200000	AT1G18400.1
OG0013836	Om005G200330	AT1G18600.1
OG0013838	Om005G201000	AT1G19150.1
OG0013839	Om005G201040	AT1G19170.1
OG0013840	Om005G201180	AT1G19240.1
OG0013841	Om005G201210	AT1G19290.1
OG0013842	Om005G201350	AT1G19380.1
OG0013843	Om005G201550	AT1G19600.1
OG0013844	Om005G201580	AT1G19630.1
OG0013845	Om005G201850	AT1G19835.1
OG0013846	Om005G201930	AT1G19880.1
OG0013847	Om005G202160	AT1G20060.1
OG0013848	Om005G202600	AT1G20510.1
OG0013849	Om005G202930	AT1G20810.1
OG0013850	Om005G203140	AT1G20980.1
OG0013851	Om005G203580	AT1G21350.5
OG0013852	Om005G203680	AT1G21430.1
OG0013853	Om005G203690	AT1G21440.1
OG0013854	Om005G203870, Om005G203880	AT1G21550.1
OG0013855	Om005G203920	AT1G21600.1
OG0013856	Om005G204030	AT1G21670.1
OG0013857	Om005G204150	AT1G21730.1
OG0013858	Om005G204500	AT1G22060.1
OG0013859	Om005G205250	AT1G22740.1
OG0013860	Om005G205260	AT1G22750.4
OG0013861	Om005G205280	AT1G22770.1
OG0013862	Om005G205320	AT1G22790.1
OG0013863	Om004G143740	AT1G23360.1
OG0013864	Om004G144620	AT1G24100.1
OG0013865	Om004G144630	AT1G24120.1
OG0013866	Om004G145070	AT1G27070.1
OG0013867	Om004G145370	AT1G26820.1
OG0013868	Om004G145380	AT1G26810.1
OG0013869	Om004G145400	AT1G26790.1
OG0013870	Om002G084460	AT1G26640.1
OG0013871	Om004G146190	AT1G26520.1
OG0013872	Om004G146690	AT1G26180.1
OG0013873	Om004G146710	AT1G26160.1
OG0013874	Om005G189130	AT1G25570.1
OG0013875	Om004G147760	AT1G24540.1
OG0013876	Om005G212230	AT1G67580.1
OG0013877	Om004G148180	AT1G24310.1
OG0013878	Om004G148270	AT1G27320.1
OG0013879	Om004G148520	AT1G44910.1
OG0013880	Om003G096840	AT4G24430.1
OG0013882	Om007G285630	AT4G24730.1
OG0013883	Om007G285650	AT4G24740.1
OG0013884	Om007G285780	AT4G24900.1
OG0013886	Om007G286040	AT4G25160.1
OG0013887	Om007G286070	AT4G25180.1
OG0013888	Om001G029570	AT4G32620.2
OG0013889	Om004G151730	AT2G25260.1
OG0013890	Om004G151570	AT2G25090.1
OG0013891	Om004G151580	AT2G25100.1
OG0013892	Om004G151380	AT3G32410.1, AT2G25050.1
OG0013893	Om001G030390	AT4G33130.3
OG0013894	Om004G151450	AT2G24970.1
OG0013895	Om004G151460	AT2G24960.1
OG0013897	Om004G152370, Om004G154520	AT2G24830.1
OG0013898	Om001G001490	AT2G25140.1
OG0013899	Om004G151640	AT2G25180.1
OG0013900	Om005G203740	AT2G23670.1
OG0013901	Om004G154400	AT2G23030.1
OG0013902	Om004G137020	AT1G76130.1
OG0013903	Om004G137010	AT1G76120.1
OG0013904	Om004G154180	AT2G22660.2
OG0013905	Om004G153830	AT2G22460.1
OG0013906	Om004G153670	AT2G22270.1
OG0013907	Om004G153530	AT2G22010.2
OG0013908	Om004G153510	AT2G21990.1
OG0013909	Om004G153470	AT2G21940.4
OG0013910	Om004G155790	AT2G21890.1, AT2G21730.1
OG0013912	Om004G156190	AT2G21320.1
OG0013913	Om004G156490	AT2G21090.1
OG0013915	Om005G195860	AT1G15200.3
OG0013916	Om005G195150	AT1G14690.1
OG0013917	Om005G195140	AT1G14687.1
OG0013918	Om005G194800	AT1G14560.1
OG0013919	Om005G194460	AT1G14345.1
OG0013920	Om005G194250	AT1G14190.2, AT1G14185.1
OG0013922	Om005G194950, Om005G193730	AT1G13770.1
OG0013923	Om005G193670	AT1G13690.1
OG0013924	Om005G193500	AT1G13635.1
OG0013925	Om005G193350	AT1G13500.1, AT1G13490.2, AT1G13530.1
OG0013926	Om005G193010	AT1G13290.1
OG0013927	Om005G192580	AT1G13000.1
OG0013928	Om005G192240	AT1G12770.1
OG0013929	Om005G192220	AT1G12750.1
OG0013930	Om005G191290	AT1G12000.1
OG0013931	Om005G191130	AT1G11905.1
OG0013932	Om005G191120	AT1G11900.1
OG0013933	Om005G190920	AT1G11750.2
OG0013934	Om005G190860	AT1G11700.1
OG0013935	Om005G189880	AT1G11090.1
OG0013936	Om005G189790	AT1G11000.1
OG0013937	Om005G189490	AT1G10780.2
OG0013938	Om002G077060	AT2G04850.1
OG0013939	Om002G077070	AT2G04845.1
OG0013940	Om002G063450	AT5G28530.1
OG0013941	Om005G188220	AT1G09860.1
OG0013942	Om005G188270	AT1G09910.1
OG0013943	Om005G187850	AT1G09610.1
OG0013944	Om005G187740	AT1G09575.1
OG0013945	Om005G187570	AT1G09483.1, AT1G09470.1
OG0013946	Om005G187530	AT1G09430.1
OG0013947	Om005G187480, Om006G262950	AT1G09390.1
OG0013948	Om005G187430	AT1G09340.2
OG0013949	Om005G187360	AT1G09280.1
OG0013950	Om005G186680, Om006G261420	AT1G08640.1
OG0013951	Om005G186550	AT1G08520.1
OG0013952	Om005G186480	AT1G08470.1
OG0013953	Om005G186390	AT1G08410.1
OG0013954	Om003G120970	AT3G57750.1
OG0013955	Om005G185700	AT1G07850.1
OG0013956	Om005G185200, Om005G185210	AT1G07460.2
OG0013957	Om005G185110	AT1G07380.2
OG0013958	Om005G184840, Om005G184830	AT1G07250.1
OG0013959	Om005G184620	AT1G07120.1
OG0013960	Om005G184530	AT1G07020.1
OG0013961	Om005G184520	AT1G07010.3
OG0013962	Om005G184210	AT1G06730.1
OG0013963	Om005G183910	AT1G06440.1
OG0013964	Om005G183730	AT1G06270.1
OG0013965	Om005G183590	AT1G06143.1
OG0013966	Om005G183200	AT1G05805.1
OG0013967	Om005G183060	AT1G05670.1
OG0013968	Om005G182970	AT1G05600.1
OG0013969	Om005G182640	AT1G05310.1
OG0013970	Om005G182280	AT1G05060.1
OG0013971	Om005G182120	AT1G04940.1
OG0013972	Om005G182050	AT1G04900.1
OG0013973	Om005G181870	AT1G04730.1
OG0013974	Om005G181610	AT1G04530.1
OG0013975	Om005G181370	AT1G04330.1
OG0013976	Om005G181280	AT1G04240.2
OG0013977	Om005G181240	AT1G04200.1
OG0013978	Om005G180370	AT1G03457.2
OG0013979	Om005G180060	AT1G03160.1
OG0013980	Om005G179910	AT1G03055.1
OG0013981	Om005G179870	AT1G03030.1
OG0013982	Om005G179450	AT5G61710.1
OG0013983	Om005G179040	AT2G41610.1
OG0013984	Om005G178900	AT1G01040.2
OG0013985	Om005G178740	AT1G01180.1
OG0013986	Om005G178720	AT1G01200.1
OG0013987	Om005G178690	AT1G01225.1
OG0013988	Om005G178650, Om005G178660	AT1G01240.1
OG0013989	Om005G178590	AT1G01300.1
OG0013990	Om005G178320	AT1G01570.2
OG0013991	Om005G178380	AT1G01510.1
OG0013992	Om005G178190	AT1G01660.2
OG0013993	Om005G177940	AT1G01830.1
OG0013994	Om005G177910	AT1G01860.4
OG0013995	Om004G172260	AT2G42010.2
OG0013996	Om005G177860	AT1G01920.1
OG0013997	Om005G177640	AT3G48110.1
OG0013998	Om005G177560	AT1G02180.1
OG0013999	Om007G301940	AT5G13970.1
OG0014000	Om004G156800, Om007G301090	AT5G14590.1
OG0014001	Om007G294910	AT5G19130.1
OG0014002	Om007G301300	AT5G14460.1
OG0014003	Om007G301330	AT5G14430.1
OG0014004	Om007G301770	AT5G14100.1
OG0014005	Om007G300820	AT5G14760.1
OG0014006	Om007G299780	AT5G15480.1
OG0014007	Om007G299460	AT5G15700.2
OG0014008	Om007G299440	AT5G15710.1
OG0014009	Om007G299430	AT5G15720.1
OG0014010	Om007G299350	AT5G15760.1
OG0014011	Om007G299310	AT5G15790.4
OG0014012	Om007G299130	AT5G15910.1
OG0014013	Om007G299110, Om007G299080	AT5G15920.1
OG0014014	Om007G298900	AT5G16080.1
OG0014016	Om007G298700	AT5G16210.1
OG0014018	Om007G297910	AT5G16715.1
OG0014019	Om007G297810	AT5G16780.1
OG0014020	Om007G297500	AT5G17010.1
OG0014021	Om007G297380	AT5G17170.1
OG0014022	Om007G297300	AT5G17250.1
OG0014023	Om007G297100	AT5G17420.1
OG0014024	Om007G297110	AT5G17410.2
OG0014025	Om007G296750	AT5G17610.1
OG0014026	Om007G296110	AT5G18140.1
OG0014027	Om004G135130	AT1G77140.1
OG0014028	Om007G296070	AT5G18200.1
OG0014029	Om007G295850	AT5G18430.1
OG0014030	Om007G295730	AT5G18490.1
OG0014031	Om007G295620, Om007G295660	AT5G18570.1
OG0014032	Om007G295370	AT5G18690.1
OG0014033	Om007G295030	AT5G18940.1
OG0014034	Om007G294850	AT5G19160.1
OG0014035	Om007G294710	AT5G19320.1
OG0014036	Om007G294400	AT5G26680.1
OG0014037	Om007G294340	AT5G26610.1
OG0014038	Om007G294320	AT5G26749.2
OG0014039	Om007G294300	AT5G26760.2
OG0014040	Om007G294270	AT5G26820.1
OG0014041	Om007G294190, Om007G286360	AT5G26960.1
OG0014042	Om007G277820	AT5G43670.1
OG0014043	Om007G293760	AT5G27660.2
OG0014044	Om007G293500	AT5G27290.1
OG0014045	Om008G332490	AT5G28500.1
OG0014046	Om001G001420	AT5G48950.1
OG0014047	Om007G305610	AT5G48910.1
OG0014048	Om005G196430	AT5G48840.1
OG0014049	Om009G363020, Om007G305890	AT5G48800.1
OG0014050	Om007G308120	AT5G48360.1
OG0014051	Om007G306230	AT5G48690.1
OG0014052	Om004G161300	AT5G13530.1
OG0014053	Om004G169730, Om004G169830	AT5G06900.1
OG0014054	Om002G079320, Om004G169540	AT5G07040.1
OG0014055	Om004G169650	AT5G06940.1
