Orthogroup	Odontarrhena_muralis	Brassica_rapa
OG0011103	Om004G147390	XP_009109880.1
OG0011104	Om003G094040	XP_009132798.1
OG0011105	Om001G019380	XP_009109156.1
OG0011106	Om002G042800	XP_009147426.1
OG0011107	Om002G042690	XP_009147436.2
OG0011108	Om002G042430, Om008G349300	XP_009134591.2
OG0011109	Om007G281940	XP_009144328.1
OG0011111	Om008G328060	XP_009141988.2
OG0011112	Om008G328110	XP_009141987.2, XP_009142739.2
OG0011113	Om001G018880	XP_009109169.2, XP_009137618.1, XP_009142773.1
OG0011114	Om001G018840	XP_009142734.1
OG0011115	Om001G018830	XP_009137610.2, XP_033130467.1
OG0011117	Om002G044010	XP_009147331.2
OG0011118	Om002G044090	XP_009147324.1
OG0011119	Om002G044360	XP_009118932.2, XP_009130319.1
OG0011120	Om006G241280	XP_009126376.1
OG0011121	Om002G045310	XP_009102075.1
OG0011122	Om002G046170	XP_009123989.1, XP_009134765.1
OG0011123	Om002G047050	XP_009134809.1, XP_009147281.1
OG0011124	Om002G046960	XP_009147294.1
OG0011125	Om002G047160	XP_033147741.1, XP_033147787.1
OG0011126	Om002G047560	XP_033147541.1
OG0011127	Om002G048180	XP_009124960.1, XP_033148207.1
OG0011128	Om002G048460	XP_009129636.1
OG0011129	Om002G048540	XP_009129640.1
OG0011130	Om008G334020	XP_009102361.1
OG0011131	Om002G049010	XP_009134896.1
OG0011132	Om002G050170	XP_009151649.1
OG0011133	Om002G050790	XP_009135014.1, XP_009147011.1
OG0011134	Om002G050960	XP_009147000.1, XP_009123922.1
OG0011135	Om002G051390	XP_009146968.1, XP_009135077.1
OG0011136	Om002G051400	XP_033144011.1, XP_009146967.2
OG0011137	Om008G329610	XP_009141910.2
OG0011138	Om008G330810	XP_009141857.1, XP_009133396.1
OG0011139	Om008G331440	XP_009141831.1
OG0011140	Om008G332790	XP_009143343.2
OG0011141	Om008G333100, Om008G333160	XP_009133295.1
OG0011142	Om008G337790	XP_009141551.1
OG0011143	Om008G337470	XP_009143604.2
OG0011144	Om008G336290	XP_009141622.2
OG0011145	Om008G335820	XP_009141647.1, XP_009143507.2
OG0011146	Om008G335700	XP_009141656.2
OG0011147	Om008G335230	XP_009133198.1
OG0011148	Om008G335040	XP_009143451.1
OG0011149	Om008G334770	XP_009143441.1
OG0011150	Om008G334080	XP_009133241.1
OG0011151	Om008G333590	XP_033146378.1, XP_033146789.1
OG0011152	Om008G333600	XP_009133263.1, XP_009143381.1
OG0011153	Om005G196830	XP_009149037.1
OG0011154	Om005G196950	XP_033134680.1, XP_009149045.1
OG0011155	Om005G196980	XP_009149048.1
OG0011156	Om005G197280	XP_009149072.1, XP_009110453.1
OG0011157	Om005G198310	XP_009149165.1, XP_009110423.1
OG0011158	Om005G198330	XP_033132690.1, XP_033128970.1
OG0011159	Om005G199010	XP_009149218.1
OG0011160	Om005G199040	XP_009117647.1
OG0011162	Om005G201570	XP_009110268.1, XP_009149617.1
OG0011163	Om005G201770	XP_009149466.1, XP_009110257.1
OG0011164	Om005G202210	XP_009149500.1
OG0011165	Om005G202480, Om008G325310	XP_009149520.1
OG0011166	Om005G203600	XP_009103296.1, XP_033128612.1
OG0011167	Om005G186470	XP_009103278.1
OG0011168	Om005G205420, Om005G205460	XP_009115586.1
OG0011169	Om004G144400	XP_009115502.1, XP_009103158.1
OG0011170	Om004G144760	XP_009110068.1, XP_009115466.1
OG0011171	Om004G145000	XP_009115441.2, XP_033130978.1
OG0011172	Om004G145390	XP_033134029.1, XP_009103111.1
OG0011173	Om004G146170	XP_009110016.1
OG0011174	Om002G056620	XP_009135250.1, XP_009146586.1
OG0011176	Om004G147250	XP_009103063.1, XP_009115308.1
OG0011177	Om005G228230, Om005G228240	XP_009109869.1
OG0011178	Om005G211730	XP_009103047.1, XP_009109855.1
OG0011181	Om004G148350	XP_009113764.1
OG0011183	Om005G178220	XP_009119714.1
OG0011185	Om008G355850	XP_009108066.1
OG0011186	Om007G286060	XP_009138932.1
OG0011187	Om007G286640	XP_009139362.2, XP_009137543.1
OG0011190	Om007G316460	XP_009150457.1
OG0011191	Om004G153120, Om018G373820	XP_009117245.1
OG0011193	Om004G154860	XP_009140487.1
OG0011194	Om004G154370	XP_033145394.1
OG0011195	Om004G153590	XP_009117350.2, XP_009140322.2
OG0011196	Om004G155730	XP_018509775.1, XP_009140310.1
OG0011197	Om004G155900	XP_009117382.1
OG0011198	Om004G156400	XP_033145798.1, XP_009117436.1
OG0011199	Om005G194450	XP_009148719.1, XP_009110546.1
OG0011200	Om005G194360	XP_009148711.1, XP_009117914.1
OG0011201	Om005G194180	XP_009148697.1, XP_018509645.1
OG0011202	Om005G193880	XP_009110569.3
OG0011203	Om005G193680	XP_009117979.1
OG0011204	Om005G192520	XP_009110611.1
OG0011205	Om005G192390	XP_009148788.1, XP_009110616.1
OG0011206	Om005G191990	XP_009118075.1, XP_009148582.1
OG0011207	Om005G191250, Om005G204040	XP_009110682.1
OG0011208	Om005G191030	XP_009118171.1
OG0011209	Om005G190540	XP_009118186.1
OG0011210	Om005G189660	XP_009148430.1
OG0011211	Om005G189110	XP_033132796.1
OG0011212	Om005G188840	XP_033130056.1
OG0011213	Om005G188510	XP_009144480.1
OG0011214	Om005G187060	XP_009110857.1
OG0011215	Om007G276090	XP_009145579.1
OG0011216	Om005G186890	XP_009148139.1, XP_009118340.1
OG0011217	Om005G186710	XP_009134293.1
OG0011218	Om007G286910	XP_009107404.1, XP_009118945.2
OG0011219	Om002G076730, Om005G186040	XP_009148069.1
OG0011220	Om005G185010	XP_009110953.1, XP_009118968.1
OG0011221	Om005G184860, Om005G184850	XP_009118976.1
OG0011222	Om007G297830, Om005G184380	XP_009118471.1
OG0011223	Om007G276700, Om005G183850	XP_009118542.1
OG0011224	Om005G183480	XP_009111008.1
OG0011225	Om005G183440	XP_009111013.1, XP_009118562.1
OG0011226	Om001G027580, Om007G307260, Om005G183410	NP_001288994.1
OG0011227	Om005G183360	XP_033138239.1, XP_009118567.2
OG0011228	Om005G182940	XP_009118584.2, XP_033138188.1
OG0011229	Om005G182850	XP_009119150.1
OG0011230	Om005G182770	XP_033135620.1, XP_033138494.1
OG0011231	Om005G181840	XP_009119261.1
OG0011232	Om005G181540	XP_009119278.1
OG0011233	Om005G180970	XP_009119347.1
OG0011234	Om005G180460	XP_009119534.1
OG0011235	Om005G180520	XP_009119528.1, XP_009111149.1
OG0011236	Om005G180800	XP_009118689.2, XP_009119365.1
OG0011237	Om005G180270	XP_009119549.1
OG0011238	Om005G180210	XP_009119558.1
OG0011239	Om005G180090	XP_009111161.1
OG0011240	Om005G180050	XP_009111167.1
OG0011241	Om005G219210, Om005G179720	XP_009111177.1
OG0011242	Om005G179530	XP_009118748.1, XP_009119614.1
OG0011243	Om005G179420	XP_009118752.1
OG0011244	Om005G179350	XP_009111195.1, XP_009119624.1
OG0011245	Om005G178680	XP_009118800.1, XP_009119680.1
OG0011246	Om003G104380, Om005G177750	XP_009147834.2
OG0011247	Om007G301930	XP_009131373.1
OG0011248	Om007G301500	XP_009121677.1, XP_009131396.1
OG0011249	Om007G301650	XP_009121689.3
OG0011251	Om007G300960	XP_009125995.1, XP_009121639.1
OG0011252	Om007G300050	XP_009131457.1, XP_033137548.1
OG0011253	Om007G298380	XP_009131536.1
OG0011254	Om007G298250	XP_009121488.1, XP_033141686.1
OG0011255	Om007G297950	XP_009121462.1
OG0011256	Om007G297120	XP_009107510.2, XP_009126182.1
OG0011257	Om007G297160	XP_009126181.1
OG0011258	Om007G296460	XP_009131613.1
OG0011259	Om005G211160, Om005G211120	XP_009105374.1
OG0011260	Om007G295880	XP_009131659.1
OG0011261	Om007G295780	XP_009126254.1
OG0011262	Om007G295470	XP_009120958.1, XP_009131681.1
OG0011263	Om007G294960	XP_009120921.1
OG0011264	Om007G294480	XP_033129760.1
OG0011265	Om007G294290	XP_009111719.1
OG0011267	Om007G294200	XP_009151168.1
OG0011268	Om007G294030	XP_009151178.1
OG0011269	Om007G293480	XP_033136594.1
OG0011270	Om007G303290	XP_009111900.1
OG0011271	Om007G303440	XP_009129806.1
OG0011272	Om020G374630, Om007G303520	XP_009151288.1
OG0011275	Om007G290150	XP_009111871.1
OG0011276	Om007G309290, Om010G364910	XP_033129730.1, XP_009111842.1
OG0011277	Om004G161310	XP_009125918.1, XP_009121758.1
OG0011278	Om004G169670	XP_033143565.1, XP_009130974.2
OG0011279	Om004G170520	XP_009130925.1, XP_009122223.2
OG0011280	Om004G170850, Om004G171000	XP_009122196.1
OG0011281	Om004G171390	XP_009125609.1
OG0011282	Om004G171490	XP_009122155.1
OG0011283	Om004G171540	XP_009130884.1
OG0011284	Om004G171640, Om004G137240	XP_009122148.1
OG0011285	Om002G055880	XP_009146632.1
OG0011286	Om004G172880	XP_009122596.1
OG0011287	Om006G240750	XP_009130041.1, XP_033136509.1
OG0011288	Om006G240370	XP_009151088.1
OG0011289	Om006G240380	XP_009151092.1
OG0011290	Om006G240110	XP_009151068.1
OG0011291	Om006G239950	XP_033136213.1, XP_033140499.1
OG0011292	Om006G239490	XP_009111643.1, XP_009151011.2
OG0011293	Om006G239350	XP_009150995.1
OG0011294	Om006G238840	XP_033134105.1, XP_009137529.1
OG0011295	Om006G238690	XP_009150936.1, XP_009141891.1
OG0011296	Om006G238490, Om006G238460	XP_033129560.1
OG0011297	Om006G238330	XP_009150905.1, XP_009141747.2
OG0011298	Om006G237040	XP_033142388.1
OG0011299	Om006G236490	XP_009130167.1, XP_009136498.1
OG0011300	Om006G235070	XP_033128164.1, XP_009112031.1
OG0011301	Om006G247240	XP_009126734.1
OG0011302	Om006G247350	XP_009120390.1
OG0011303	Om006G247820	XP_009132058.1, XP_009120347.1
OG0011304	Om006G247840	XP_009126889.3, XP_009120344.1
OG0011305	Om006G247950	XP_009120335.1
OG0011306	Om006G257670	XP_009136585.1
OG0011307	Om006G258400	XP_009136551.1, XP_009115726.1
OG0011308	Om006G258410	XP_033137083.1
OG0011309	Om006G258440, Om006G258560	XP_009115723.1
OG0011310	Om006G258640	XP_018512631.2
OG0011311	Om006G258660	XP_009136543.1
OG0011312	Om006G259650	XP_009101476.1, XP_009115669.1
OG0011313	Om006G260980	XP_009149774.1
OG0011314	Om006G261810	XP_009151440.1, XP_009150185.1
OG0011315	Om006G261850, Om004G145800, Om004G145880	XP_009151430.1
OG0011316	Om006G263090	XP_009149839.1
OG0011317	Om005G194110	XP_033133826.1, XP_009110568.1
OG0011318	Om006G267190	XP_009149981.1
OG0011319	Om006G267210	XP_033128541.1
OG0011321	Om006G267670	XP_009149896.1
OG0011322	Om006G269080	XP_009150307.1
OG0011323	Om006G268300	XP_009123259.1
OG0011324	Om006G267580	XP_009106806.2
OG0011325	Om007G317690	XP_009140045.1
OG0011326	Om005G211330	XP_009105053.1, XP_033131931.1
OG0011327	Om005G211410	NP_001288948.1, XP_033139576.1
OG0011328	Om005G211760	XP_009105341.1
OG0011329	Om005G210630	XP_009105409.1, XP_009105033.1
OG0011330	Om005G210540	XP_009105027.1, XP_009127660.1
OG0011331	Om005G209180	XP_009127747.1
OG0011332	Om005G209000	XP_009127756.1, XP_009105524.1
OG0011333	Om004G143190	XP_009104879.1
OG0011334	Om005G207740	XP_009104953.2
OG0011335	Om005G207550	XP_033130216.1, XP_009105722.1
OG0011336	Om005G207460	XP_009127810.1
OG0011337	Om005G207160	XP_009127826.1, XP_009105744.1
OG0011338	Om005G206860	XP_009127837.1, XP_009105766.1
OG0011339	Om005G206210	XP_033130278.1, XP_009127864.1
OG0011340	Om005G206090	XP_009104899.1, XP_009105826.1
OG0011341	Om005G205940	XP_018511731.1, XP_009104895.1
OG0011342	Om004G143130	XP_009105870.1
OG0011343	Om004G133480	XP_009104580.1, XP_033131257.1
OG0011344	Om004G133510	XP_009106526.1
OG0011345	Om004G134100	XP_009104596.1, XP_009106436.1
OG0011346	Om004G134840	XP_009143644.2, XP_018512906.1
OG0011347	Om005G203550	XP_033128965.1
OG0011348	Om004G136240	XP_009106297.2, XP_033130732.1
OG0011349	Om004G137550	XP_033131626.1
OG0011350	Om004G137590	XP_009128126.2, XP_009106218.1
OG0011351	Om001G025070	XP_009128403.1
OG0011352	Om007G287750	XP_009107446.1
OG0011353	Om008G342810	XP_009151985.1
OG0011354	Om004G137930	XP_009106188.1
OG0011355	Om004G137690	XP_009104721.2, XP_009128075.2
OG0011356	Om004G138550	XP_009106140.1
OG0011357	Om004G139490	XP_009104761.1, XP_033130148.1
OG0011358	Om004G139590	XP_009106102.1
OG0011359	Om006G260540, Om006G260490, Om004G140220	XP_009106054.1
OG0011360	Om004G140290	XP_033139018.1
OG0011361	Om004G142310	XP_009127947.2, XP_009105935.1
OG0011364	Om004G130400	XP_009128423.1
OG0011365	Om004G130010	XP_009128453.2
OG0011366	Om002G056820	XP_009124689.1, XP_009146565.1
OG0011367	Om002G056890	XP_009135268.1, XP_009146562.1
OG0011368	Om002G057120	XP_033142343.1, XP_009146548.1
OG0011369	Om002G057180	XP_009146547.1
OG0011370	Om002G057200	XP_009146545.1
OG0011371	Om002G057730	XP_009146484.2
OG0011372	Om002G058100	XP_009146457.1
OG0011373	Om002G058260	XP_009135326.1
OG0011374	Om002G058650	XP_009146421.3
OG0011375	Om002G058760	XP_009117180.2
OG0011376	Om002G058990	XP_009117083.1
OG0011378	Om003G092690	XP_009147591.2
OG0011379	Om003G106550	XP_009146308.1
OG0011380	Om002G060130	XP_009146300.1
OG0011381	Om002G060280	XP_009146286.2
OG0011382	Om002G060500	XP_009146271.1
OG0011383	Om002G060580	XP_009115636.2, XP_009146265.1
OG0011384	Om002G060680	XP_009146256.1
OG0011385	Om002G060830	XP_009146242.1
OG0011386	Om002G062110	XP_009135476.1
OG0011387	Om002G062290	XP_009146149.2
OG0011388	Om002G062380	XP_009114810.1, XP_009146147.2
OG0011389	Om002G062410	XP_009146144.1
OG0011390	Om002G063970	XP_033148275.1
OG0011391	Om002G064460	XP_009145987.1
OG0011392	Om002G064660, Om001G018250	XP_009145953.1
OG0011393	Om002G065170, Om002G065150	XP_033138046.1
OG0011394	Om002G065590	XP_009112654.1
OG0011395	Om001G035790, Om002G065820	XP_009112505.1
OG0011396	Om002G066230	XP_033148824.1
OG0011397	Om002G066500	XP_009106684.1
OG0011398	Om002G066650	XP_009145808.1
OG0011399	Om002G066660	XP_009145803.1
OG0011400	Om002G066690	XP_009145798.1
OG0011401	Om002G067150	XP_033147122.1, XP_009135648.1
OG0011402	Om002G067910	XP_009145661.1
OG0011404	Om002G068250	XP_009145622.1
OG0011405	Om002G068590	XP_009110238.1, XP_009145594.1
OG0011406	Om002G069230	XP_009109736.2
OG0011407	Om002G069880	XP_033147462.1, XP_009109348.1
OG0011408	Om002G069940	XP_009109318.1
OG0011409	Om002G070360	XP_009145431.1
OG0011410	Om006G267960	XP_009135781.1, XP_009145423.1
OG0011411	Om002G070830	XP_033146775.1
OG0011412	Om002G070910	XP_033147941.1
OG0011413	Om002G071680	XP_009108235.1
OG0011414	Om002G072010, Om002G072060, Om002G071980	XP_009102640.1
OG0011415	Om002G073140	XP_009106642.1, XP_009102601.1
OG0011416	Om004G131850, Om002G073790	XP_009135887.1
OG0011417	Om002G074260	XP_009136077.2, XP_009102493.1
OG0011418	Om002G074770	XP_009102440.1
OG0011419	Om002G075080	XP_009136106.1
OG0011420	Om002G075440	XP_009102405.1
OG0011421	Om002G077120	XP_009136149.1
OG0011422	Om002G078970	XP_009136181.1
OG0011423	Om003G103480	XP_009144770.1
OG0011424	Om002G077810	XP_009136187.1
OG0011425	Om006G271480	XP_033143492.1
OG0011426	Om005G206180	XP_009102357.1
OG0011427	Om002G077480	XP_009136174.1
OG0011428	Om002G079130	XP_009136206.1
OG0011429	Om002G081760	XP_009119406.1
OG0011430	Om002G082150	XP_009121233.1, XP_009136293.1
OG0011431	Om002G082190	XP_009136296.2, XP_009121224.1
OG0011432	Om002G084260	XP_009150783.1
OG0011433	Om002G084870	XP_009102290.1
OG0011434	Om002G085760	XP_009102242.1, XP_009112492.2
OG0011435	Om002G085630	XP_009112487.2
OG0011436	Om002G086360	XP_033136930.1
OG0011437	Om002G086970	XP_009112603.1, XP_009102158.1
OG0011438	Om002G087100	XP_009112608.1, XP_009124316.1
OG0011439	Om002G087510	XP_009112634.1, XP_009102135.2
OG0011440	Om002G087800	XP_033130574.1
OG0011441	Om002G087940	XP_033130302.1, XP_009102053.2
OG0011442	Om002G088230	XP_009102029.1
OG0011443	Om002G088630	XP_009117467.1, XP_009102103.1
OG0011444	Om008G326090	XP_018512044.2, XP_009131566.1
OG0011445	Om003G091600	XP_009136485.1, XP_009106945.1
OG0011446	Om003G092610	XP_033133646.1
OG0011447	Om003G092830	XP_033132416.1
OG0011449	Om003G095230	XP_009144869.1
OG0011451	Om003G095440, Om008G329900, Om008G329880	XP_009144875.1
OG0011452	Om002G068030	XP_009145642.2
OG0011453	Om003G098160	XP_009144975.1
OG0011454	Om003G099370	XP_009147959.2
OG0011455	Om003G099930	XP_009148002.1
OG0011456	Om003G100290	XP_009136749.2, XP_009107890.1
OG0011457	Om003G100380	XP_009146451.1
OG0011458	Om008G339710	XP_009132999.1
OG0011459	Om008G339720	XP_009143745.1
OG0011460	Om001G004910	XP_009143757.1
OG0011461	Om008G340140	XP_009141382.1
OG0011462	Om006G256460	XP_009139482.1
OG0011463	Om006G256320	XP_033145535.1, XP_009115927.2
OG0011464	Om007G290380	XP_009102799.2
OG0011465	Om006G255470	XP_009115983.1
OG0011466	Om006G255420, Om006G255430	XP_009115985.1
OG0011467	Om006G255300	XP_009148754.1, XP_009117152.2
OG0011468	Om006G255050	XP_009139429.1
OG0011469	Om001G021920	XP_009144146.1
OG0011470	Om006G253980, Om006G254000	XP_009139277.1
OG0011471	Om006G253020	XP_009139226.1, XP_009116142.1
OG0011472	Om006G252760	XP_009116164.1, XP_009139207.1
OG0011473	Om006G252190	XP_009116221.1
OG0011474	Om006G251470	XP_009139142.1, XP_009116274.1
OG0011475	Om006G251260	XP_009139132.1
OG0011476	Om003G119850	XP_033146568.1, XP_009116390.1
OG0011477	Om003G120110	XP_033135995.1
OG0011478	Om003G120140	XP_009116414.1
OG0011479	Om003G120660	XP_009116449.2
OG0011480	Om003G121480	XP_009116503.1, XP_033131127.1
OG0011481	Om003G121600	XP_009104126.1, XP_009116507.1
OG0011482	Om005G186740	XP_009148125.1
OG0011483	Om003G123750	XP_009138912.1, XP_009116613.2
OG0011484	Om006G253270	XP_009116130.1
OG0011485	Om003G125120	XP_009138833.1
OG0011486	Om003G125690	XP_009116746.1
OG0011487	Om003G126010	XP_009138794.1
OG0011488	Om008G321510	XP_009143177.1, XP_009142374.1
OG0011489	Om003G126910	XP_033136366.1
OG0011490	Om003G127100	XP_009104342.1
OG0011491	Om003G127110	XP_009104343.1, XP_009116843.1
OG0011492	Om003G127240	XP_009138754.1, XP_009104348.1
OG0011493	Om003G127470	XP_009116864.1, XP_033146723.1
OG0011494	Om003G127910	XP_009104379.1
OG0011495	Om003G128010	XP_009116908.1
OG0011496	Om003G128100	XP_009116915.2
OG0011497	Om003G128340	XP_009138723.1, XP_009105551.2
OG0011498	Om003G128800	XP_033146741.1, XP_009117219.2
OG0011499	Om003G128940	XP_009138637.1, XP_009116980.1
OG0011501	Om003G129400	XP_033142339.1, XP_009135335.1
OG0011503	Om006G257690	XP_009136583.2, XP_018515391.1
OG0011504	Om004G133280, Om008G338870, Om007G313310	XP_018510249.2, XP_018510232.2
OG0011505	Om006G258100	XP_009136567.2, XP_009115766.1
OG0011507	Om006G256920	XP_009115859.2
OG0011508	Om006G251760	XP_033146520.1, XP_009105530.2
OG0011509	Om003G124710	XP_033136325.1
OG0011510	Om003G127280	XP_009138752.1, XP_009116845.1
OG0011511	Om008G359150	XP_033139926.1
OG0011513	Om005G195210	XP_009109931.1
OG0011514	Om008G340880	XP_009141338.1, XP_009143835.1
OG0011515	Om008G333790	XP_009150288.1, XP_033129798.1
OG0011516	Om004G136790	XP_009128144.1
OG0011517	Om004G140990, Om004G141000	XP_009127998.3, XP_033131936.1
OG0011518	Om004G141010	XP_009106010.1, XP_009127996.1
OG0011519	Om001G020060	XP_009137652.1, XP_009143320.1
OG0011521	Om001G025140	XP_009128341.1, XP_009137877.1
OG0011523	Om005G183090	XP_009119122.1
OG0011524	Om005G186070	XP_009148074.2, XP_033135861.1
OG0011525	Om005G186170	XP_009110901.1
OG0011526	Om005G190050, Om005G190060	XP_009148450.1
OG0011528	Om005G193410	XP_033128944.1, XP_009117986.1
OG0011531	Om005G198380	XP_009110420.1, XP_009149319.1
OG0011532	Om005G198700	XP_009117661.1, XP_009110409.1
OG0011533	Om005G203010	XP_033129325.1, XP_009110207.1
OG0011534	Om005G204100	XP_009149688.1, XP_009103794.1
OG0011535	Om005G204620	XP_009103260.1, XP_009110147.2
OG0011536	Om005G206190	XP_009124247.1, XP_033132273.1
OG0011537	Om005G210930	XP_033131221.1, XP_033139579.1
OG0011538	Om005G211780	XP_009105080.1
OG0011539	Om005G212810	XP_009127535.1
OG0011543	Om007G276620, Om007G276630	XP_033132291.1
OG0011544	Om002G088040	XP_033130883.1, XP_009112651.1
OG0011545	Om002G088490	XP_009117474.1, XP_009102003.1
OG0011546	Om002G086960	XP_033132075.1, XP_009102160.2
OG0011547	Om002G070620	XP_009108935.1
OG0011548	Om002G057950	XP_009135316.2, XP_009146467.2
OG0011549	Om002G052690	XP_009135036.1, XP_009146884.1
OG0011550	Om004G177110	XP_018512652.2
OG0011551	Om004G173630	XP_033137436.1, XP_009130792.2
OG0011552	Om004G173060	XP_009122615.1, XP_033145042.1
OG0011554	Om001G011250	XP_009137509.1
OG0011555	Om001G009930, Om001G009950	XP_009136627.1
OG0011556	Om007G290910	XP_033130696.1, XP_009115161.1
OG0011557	Om007G287940	XP_009102961.1, XP_009109783.1
OG0011558	Om007G280870	XP_009144598.1, XP_009132769.1
OG0011559	Om004G164540	XP_009122007.1, XP_009125262.1
OG0011560	Om003G116970	XP_009127027.1, XP_009120034.1
OG0011561	Om004G162150	XP_009121831.1, XP_009125867.1
OG0011563	Om003G115100	XP_009132467.2, XP_009127159.1
OG0011564	Om003G117010	XP_033143599.1, XP_009127024.1
OG0011566	Om006G248010	XP_009132075.1, XP_009126778.1
OG0011567	Om006G241760	XP_009126413.1, XP_009131767.1
OG0011568	Om006G241360	XP_033138607.1
OG0011569	Om006G241230	XP_009120870.1
OG0011570	Om006G240970	XP_009120883.1, XP_009131739.1
OG0011571	Om006G233480, Om006G233490	XP_009150476.1
OG0011575	Om004G146600	XP_009109910.1, XP_009103086.1
OG0011578	Om005G211250	XP_033139602.1
OG0011582	Om007G282030	XP_033147219.1, XP_033142212.1, XP_033145149.1
OG0011586	Om001G032020, Om001G032050	XP_009108748.1, XP_009116435.1
OG0011589	Om007G299330	XP_033143520.1, XP_033141484.1
OG0011603	Om001G023290	XP_009129363.1
OG0011604	Om001G023310	XP_009129353.1
OG0011605	Om001G023790	XP_009129019.1
OG0011606	Om001G023480	XP_033143519.1, XP_009129229.1
OG0011607	Om001G023490	XP_009129210.1
OG0011608	Om001G024340	XP_009128783.1
OG0011609	Om001G024950	XP_009128466.1
OG0011610	Om002G086050	XP_009102228.1
OG0011611	Om001G026080	XP_009137914.2, XP_009108989.1
OG0011612	Om001G026270	XP_009137925.1
OG0011613	Om001G026310	XP_033144464.1
OG0011614	Om001G026380	XP_009108981.1
OG0011615	Om007G304090	XP_009137939.1
OG0011616	Om001G026710	XP_009137962.1
OG0011617	Om001G027030	XP_009108959.1
OG0011618	Om001G027940	XP_033144960.1
OG0011619	Om005G186800	XP_009118352.2, XP_009148130.1
OG0011620	Om001G028460	XP_009126615.1
OG0011621	Om001G029510	XP_009125835.1
OG0011622	Om001G029550	XP_009125792.1
OG0011623	Om008G339840	XP_009143754.1
OG0011624	Om001G029930	XP_009125368.1
OG0011625	Om006G243220	XP_009120707.1
OG0011626	Om001G031680, Om003G117860	XP_009119029.1
OG0011627	Om005G206410	XP_009105802.1
OG0011628	Om006G241800	XP_009126419.1
OG0011629	Om001G032450	XP_009114732.1
OG0011630	Om001G032840	XP_009111997.2
OG0011631	Om001G034230	XP_009104931.1
OG0011632	Om007G291890	XP_009115008.2
OG0011633	Om007G291930	XP_009115006.1
OG0011634	Om007G291940	XP_009115005.1
OG0011635	Om007G292190	XP_009108117.1
OG0011636	Om007G292280	XP_009108113.1
OG0011637	Om007G277240	XP_009145210.1
OG0011638	Om007G277110, Om007G277100	XP_009145204.1
OG0011639	Om007G277080	XP_009145202.1
OG0011640	Om007G276830	XP_009151429.1
OG0011641	Om007G276660	XP_009107977.1
OG0011642	Om007G276480	XP_009136826.1, XP_009108294.1
OG0011643	Om007G276240	XP_009108278.1, XP_033135392.1
OG0011644	Om007G276070	XP_009136803.1, XP_033145580.1
OG0011645	Om007G276050	XP_009145614.2
OG0011646	Om007G275800	XP_009123017.1
OG0011647	Om004G153660	XP_009112540.1
OG0011648	Om005G215990	XP_009139505.1
OG0011649	Om007G279670	XP_009116951.2, XP_009117013.2
OG0011650	Om005G216150	XP_009119436.1
OG0011652	Om005G217400	XP_009119576.1
OG0011653	Om005G218370, Om011G365930	XP_009113384.2
OG0011654	Om011G365880, Om005G218250	XP_009124460.1
OG0011655	Om005G217880, Om011G365560	XP_009102541.1
OG0011656	Om005G188150	XP_009148287.1
OG0011657	Om008G336170	XP_009102713.1
OG0011659	Om005G220400	XP_009113252.1
OG0011660	Om005G220530	XP_009103681.2
OG0011661	Om007G313670	XP_009139704.1
OG0011662	Om005G220930	XP_009113203.1
OG0011663	Om005G208870	XP_009123905.1
OG0011664	Om005G222060	XP_009113151.1
OG0011665	Om005G223390, Om005G223350	XP_009105109.1
OG0011666	Om005G190880	XP_033128399.1
OG0011667	Om006G275310	XP_009129230.1, XP_009101664.1
OG0011668	Om006G275100	XP_009129213.1
OG0011669	Om008G338110	XP_009101313.1
OG0011670	Om005G205590	XP_033135718.1
OG0011671	Om006G275040	XP_009101304.2
OG0011672	Om006G274920	XP_009101284.1, XP_033128752.1, XP_033128433.1
OG0011673	Om001G004010	XP_009114201.1
OG0011674	Om006G274560	XP_009129141.1
OG0011675	Om006G274510	XP_009101246.1
OG0011676	Om006G274170	XP_009114176.1
OG0011677	Om006G273990	XP_009114157.2, XP_009129090.1
OG0011678	Om006G273330	XP_009129040.1, XP_009152126.1
OG0011679	Om006G273110	XP_033128408.1
OG0011680	Om006G273040	XP_009152115.2
OG0011681	Om006G272880	XP_009152101.1
OG0011682	Om006G272370	XP_009129502.1
OG0011683	Om006G272190	XP_009152041.1
OG0011684	Om006G271660	XP_009111554.1
OG0011685	Om006G271450	XP_009151980.1
OG0011686	Om007G317050	XP_009140012.1
OG0011687	Om006G269620	XP_009129352.1
OG0011688	Om006G268160	XP_009129674.1, XP_009111803.1, XP_009151759.1
OG0011689	Om005G212980	XP_009127517.1
OG0011690	Om005G213180	XP_009112130.1
OG0011691	Om005G213290	XP_009105235.1
OG0011692	Om005G213490	XP_009105217.1
OG0011693	Om005G213530	XP_009105213.1
OG0011694	Om005G213650	XP_009105206.1
OG0011695	Om005G213720	XP_009105201.1
OG0011696	Om005G213840	XP_009105192.2, XP_009132975.1
OG0011697	Om005G214210	XP_009105174.1
OG0011698	Om005G181340	XP_009119319.1
OG0011699	Om004G144090, Om004G144000	XP_009105178.1
OG0011700	Om005G209110	XP_009104989.1
OG0011701	Om005G228810	XP_009112847.1
OG0011702	Om005G228720	XP_009112839.1
OG0011703	Om005G228620	XP_009124662.1
OG0011704	Om005G228520	XP_009112836.1
OG0011705	Om005G227800	XP_009112809.1
OG0011706	Om005G226970	XP_009112778.1
OG0011707	Om005G226730	XP_009112757.1
