Orthogroup	Eutrema_salsugineum	Odontarrhena_muralis
OG0016694	XP_024005126.1	Om005G218720
OG0016695	XP_006392206.1	Om005G218890
OG0016696	XP_006392293.1	Om005G219270
OG0016697	XP_006392278.1	Om005G219520
OG0016699	XP_024004010.1	Om005G220700
OG0016700	XP_024004005.1	Om005G220730
OG0016701	XP_024004274.1	Om005G220860
OG0016702	XP_006392114.1	Om005G221610
OG0016703	XP_006392064.1	Om005G222070
OG0016704	XP_006391929.1	Om005G224070
OG0016706	XP_006395840.2	Om006G274990
OG0016708	XP_006395776.1	Om006G274550
OG0016709	XP_006395733.1	Om006G274140
OG0016710	XP_006395732.1	Om006G274130
OG0016712	XP_006395649.1	Om006G273460
OG0016713	XP_006395623.1	Om006G272940
OG0016715	XP_006395551.1	Om006G272380
OG0016716	XP_006395534.1	Om006G272170
OG0016717	XP_024006794.1	Om006G271030
OG0016718	XP_006395389.1	Om006G269670
OG0016719	XP_024007625.1	Om006G269850
OG0016720	XP_006395362.1	Om006G270480
OG0016721	XP_006395287.1	Om006G269340
OG0016722	XP_006418816.1	Om002G073110
OG0016725	XP_006391473.1	Om005G212920
OG0016726	XP_006391461.1	Om005G213110
OG0016727	XP_006391435.1	Om005G213320
OG0016728	XP_006391401.2	Om005G213550
OG0016729	XP_006391377.1	Om005G213740
OG0016730	XP_006391327.1	Om005G214420
OG0016731	XP_024007650.1	Om005G214960
OG0016733	XP_006391574.2	Om005G215270
OG0016734	XP_006397402.1	Om005G215440
OG0016736	XP_006397384.1	Om005G215750
OG0016737	XP_024005471.1	Om005G218140, Om011G365300
OG0016738	XP_006392537.1	Om005G215830
OG0016739	XP_006391592.1	Om005G228930
OG0016741	XP_006391618.1	Om005G228510
OG0016742	XP_006391812.1	Om005G225330
OG0016743	XP_006391824.1	Om005G225140
OG0016744	XP_006391898.1	Om005G224610
OG0016745	XP_024016105.1	Om005G224500
OG0016746	XP_006391902.1	Om005G224530
OG0016747	XP_006407324.2	Om002G056260
OG0016748	XP_006413272.1	Om001G017030
OG0016749	XP_006413233.1	Om002G065310
OG0016752	XP_006411338.1	Om008G329250
OG0016753	XP_006407709.1	Om002G051630
OG0016754	XP_006407666.1	Om002G052150
OG0016755	XP_006407656.1	Om002G052260
OG0016756	XP_006407639.2	Om002G052440
OG0016758	XP_006398780.1	Om004G174450
OG0016759	XP_006407614.1	Om002G052860
OG0016760	XP_006407575.1	Om002G053230
OG0016761	XP_006407527.1	Om002G053710
OG0016762	XP_024015056.1	Om002G054290
OG0016763	XP_006397508.2	Om004G166190
OG0016764	XP_006407445.1	Om002G054890
OG0016765	XP_006409688.1	Om002G079390
OG0016766	XP_006394229.2	Om006G233640
OG0016767	XP_006397349.1	Om003G107120
OG0016769	XP_006402186.2	Om003G101060
OG0016770	XP_024011841.1	Om003G111390
OG0016772	XP_006402038.1	Om003G111480
OG0016774	XP_006401917.1	Om003G112920
OG0016775	XP_006401916.1	Om003G112940
OG0016776	XP_006401906.1	Om003G113000
OG0016778	XP_006401857.1	Om003G113280
OG0016779	XP_006401848.1	Om003G113370
OG0016780	XP_024012703.1	Om006G252220
OG0016781	XP_006401781.2	Om001G030170
OG0016782	XP_006401747.1	Om004G152650, Om003G114350
OG0016783	XP_006401698.1	Om003G115060
OG0016784	XP_006401480.1	Om003G117050
OG0016785	XP_006401410.2	Om003G117990
OG0016786	XP_006401350.1	Om003G118630
OG0016787	XP_006401303.1	Om006G250400
OG0016788	XP_006401278.1	Om006G250100
OG0016789	XP_006401245.1	Om006G249720
OG0016790	XP_006401207.2	Om006G249350
OG0016791	XP_024012662.1	Om006G249260
OG0016792	XP_006401147.2	Om006G248340
OG0016793	XP_006399753.1	Om004G162320
OG0016794	XP_006399664.1	Om004G163520
OG0016795	XP_006399651.1	Om004G163760
OG0016796	XP_006399632.1	Om004G164030
OG0016797	XP_006399615.1	Om004G164270
OG0016798	XP_006399595.1	Om004G164560
OG0016799	XP_024011287.1	Om004G164660
OG0016800	XP_024011825.1	Om004G164740
OG0016801	XP_024012651.1	Om004G165010
OG0016802	XP_006399544.1	Om004G165420
OG0016803	XP_006399524.1	Om004G165670
OG0016804	XP_006399523.1	Om004G165680
OG0016805	XP_006399497.1	Om004G165990
OG0016806	XP_006399481.1	Om004G166170
OG0016807	XP_006399418.1	Om004G166830
OG0016808	XP_024012209.1	Om004G166960
OG0016809	XP_006399395.1	Om004G167050
OG0016810	XP_006399390.2	Om004G167090
OG0016811	XP_006399389.1	Om004G167100
OG0016813	XP_006399294.1	Om004G167990
OG0016814	XP_006399288.1	Om004G168050
OG0016815	XP_006399285.1	Om004G168090
OG0016816	XP_006399222.1	Om004G168940
OG0016817	XP_006414145.2	Om001G001500
OG0016818	XP_024004759.1	Om001G001770
OG0016819	XP_006414123.1	Om001G001980
OG0016820	XP_024004753.1	Om001G002650
OG0016821	XP_006414022.1	Om001G003250
OG0016823	XP_024004700.1	Om001G004080
OG0016824	XP_006413945.1	Om001G004590, Om001G004580
OG0016825	XP_006413897.2	Om001G005560
OG0016826	XP_024005664.1	Om001G005580
OG0016827	XP_024005563.1	Om001G005910
OG0016828	XP_006413867.1	Om001G006060
OG0016829	XP_006413828.1	Om001G006660
OG0016830	XP_006413803.1	Om001G006960
OG0016831	XP_006413773.2	Om001G007400
OG0016832	XP_006413744.1	Om001G007800
OG0016833	XP_006413723.2	Om001G008110
OG0016834	XP_006413665.1	Om001G008940
OG0016835	XP_006415081.1	Om001G012350
OG0016836	XP_024007707.1	Om001G012930
OG0016837	XP_006415018.1	Om001G013090
OG0016838	XP_006397419.1	Om001G013490
OG0016839	XP_006397423.1	Om001G013530
OG0016840	XP_024010610.1	Om001G014280
OG0016841	XP_006405263.1	Om003G092720
OG0016842	XP_006393702.1	Om001G015030
OG0016843	XP_006395995.1	Om001G016590
OG0016844	XP_006395999.1	Om001G016700
OG0016845	XP_006401145.1	Om006G248320
OG0016846	XP_006393565.2	Om007G287130
OG0016847	XP_006393581.1	Om007G287230
OG0016848	XP_024006240.1	Om007G287280
OG0016849	XP_006393594.1	Om007G287300
OG0016850	XP_006415742.1	Om007G287370
OG0016851	XP_006415743.1	Om007G287380
OG0016852	XP_006393672.1	Om007G287550
OG0016853	XP_006415717.1	Om007G288180
OG0016854	XP_006415739.1	Om007G287920
OG0016855	XP_024008696.1	Om007G288670
OG0016856	XP_006415670.1	Om007G288680
OG0016858	XP_006415623.1	Om007G289160
OG0016859	XP_006415564.1	Om007G289930
OG0016860	XP_024008343.1	Om007G290130
OG0016861	XP_006392329.1	Om001G023110
OG0016863	XP_006415547.1	Om007G290220
OG0016864	XP_006415543.2	Om007G290260
OG0016865	XP_006415497.1	Om007G290810
OG0016866	XP_006415462.1	Om007G291120
OG0016867	XP_006415447.1	Om007G291260
OG0016868	XP_006415430.1	Om007G291390
OG0016869	XP_006412089.1	Om001G034820
OG0016871	XP_006412052.1	Om001G035400
OG0016872	XP_006412016.1	Om001G035970
OG0016873	XP_006411963.1	Om001G036740
OG0016874	XP_006411944.1	Om001G037050
OG0016875	XP_006411920.2	Om001G037450
OG0016877	XP_006411827.1	Om001G039110
OG0016878	XP_006411804.1	Om001G039520
OG0016879	XP_006411775.1	Om001G039800
OG0016880	XP_006411764.1	Om001G039900
OG0016881	XP_006411755.1	Om001G040070
OG0016883	XP_006411719.1	Om001G040760
OG0016884	XP_006411696.1	Om001G040960
OG0016885	XP_006411672.1	Om001G041240
OG0016886	XP_006410704.2, XP_006411660.1	Om001G041350
OG0016887	XP_024004701.1	Om001G041580
OG0016888	XP_006411641.1	Om001G041610
OG0016889	XP_024004493.1	Om001G041770
OG0016890	XP_024005357.1	Om001G041860
OG0016891	XP_024005294.1	Om001G041890
OG0016892	XP_006403052.1	Om002G085090
OG0016893	XP_024007167.1	Om008G341500
OG0016895	XP_006405848.2	Om007G314180
OG0016896	XP_006405842.1	Om007G314160
OG0016897	XP_006405638.1	Om004G132060
OG0016899	XP_006405631.1	Om007G315480
OG0016900	XP_024014694.1	Om007G316120
OG0016901	XP_006405586.1	Om007G316190
OG0016902	XP_006410649.1	Om008G339420
OG0016903	XP_006417488.1	Om005G188670
OG0016904	XP_006408530.2	Om002G042510
OG0016906	XP_006415290.1	Om007G292540
OG0016907	XP_006397331.1	Om008G347920
OG0016908	XP_006397309.1	Om008G345310
OG0016909	XP_006404408.1	Om006G266110
OG0016911	XP_006410519.1	Om008G340780
OG0016912	XP_006410507.1	Om008G340940
OG0016913	XP_006403267.1	Om008G341140
OG0016914	XP_006403277.1	Om008G341270
OG0016915	XP_006403344.1	Om008G341960
OG0016916	XP_006405268.1	Om008G342920
OG0016919	XP_006397111.1	Om008G346440
OG0016920	XP_006396989.1	Om008G350550
OG0016921	XP_006396904.2	Om008G351540
OG0016922	XP_006396767.1	Om008G353170
OG0016923	XP_024010161.1	Om008G353610
OG0016924	XP_006396721.1	Om008G353680
OG0016925	XP_006396645.1	Om008G354680
OG0016926	XP_006396624.2	Om008G355170
OG0016927	XP_006396605.1	Om008G355460
OG0016928	XP_006417702.1	Om005G186320
OG0016929	XP_006398065.1	Om008G356210
OG0016930	XP_006398243.1	Om008G358590
OG0016931	XP_006407092.2	Om002G059260
OG0016932	XP_006403062.1	Om003G106020
OG0016934	XP_024011039.1	Om008G362770
OG0016935	XP_006398421.1	Om008G362230
OG0016936	XP_006398481.1	Om005G212740
OG0016937	XP_006395968.1	Om003G106160
OG0016938	XP_024011027.1	Om003G100280
OG0016939	XP_006403096.1	Om005G190830
OG0016940	XP_006403072.1	Om003G106060
OG0016941	XP_024009676.1	Om002G075920
OG0016942	XP_006418585.1	Om002G075960
OG0016943	XP_006403089.1	Om003G106110
OG0016945	XP_006395947.1	Om003G106760
OG0016946	XP_006403056.1	Om003G105900
OG0016948	XP_006414966.1	Om003G104410
OG0016949	XP_024004673.1	Om003G103960
OG0016950	XP_006414864.1	Om003G103780
OG0016951	XP_006414813.1	Om003G103470
OG0016952	XP_024005242.1	Om003G103350
OG0016953	XP_006414633.1	Om003G102270
OG0016954	XP_006414631.1	Om003G102240
OG0016955	XP_006414626.1	Om003G102220
OG0016956	XP_006414619.1	Om003G102150
OG0016957	XP_006414563.1	Om003G101920
OG0016958	XP_006414508.1	Om003G101520
OG0016959	XP_006405584.1	Om007G316220
OG0016960	XP_024014783.1	Om007G316250
OG0016961	XP_006393793.1	Om006G229080
OG0016962	XP_006405490.1	Om007G317010
OG0016963	XP_006405449.1	Om007G317320
OG0016965	XP_006405332.1	Om007G318300
OG0016966	XP_006405324.1	Om007G318260
OG0016967	XP_006405311.1	Om007G318230
OG0016968	XP_024014777.1	Om001G023340
OG0016969	XP_006405302.1	Om007G318380
OG0016971	XP_024010813.1	Om008G318650
OG0016972	XP_006398000.1	Om008G318690
OG0016973	XP_006394774.1	Om006G239980
OG0016974	XP_006397948.2	Om008G319280
OG0016975	XP_006397936.1	Om008G319480
OG0016976	XP_006397883.1	Om008G320190
OG0016977	XP_006397876.1	Om008G320260
OG0016978	XP_024010866.1	Om008G320650
OG0016979	XP_006397810.1	Om008G321120
OG0016980	XP_006397730.1	Om008G322120
OG0016981	XP_006397680.2	Om008G322730
OG0016982	XP_024010851.1	Om008G323040, Om008G323050
OG0016983	XP_006397583.1	Om008G323990
OG0016984	XP_006397572.1	Om008G324120
OG0016985	XP_006397563.1	Om008G324300
OG0016986	XP_006402689.1	Om003G123690
OG0016987	XP_006397497.1	Om008G325350
OG0016988	XP_006397481.1	Om008G325560
OG0016989	XP_006411558.1	Om008G326080
OG0016990	XP_006411460.1	Om008G327660
OG0016991	XP_006411422.1	Om008G327850
OG0016992	XP_024003816.1	Om008G327980
OG0016993	XP_006398587.1	Om004G177050
OG0016994	XP_006398589.2	Om004G177040
OG0016995	XP_006398596.1	Om004G176960
OG0016996	XP_006398613.1	Om004G176780
OG0016997	XP_006398616.1	Om004G176740
OG0016998	XP_024011513.1	Om004G176710
OG0016999	XP_006398621.1	Om004G176680
OG0017000	XP_006398645.1	Om004G176410
OG0017001	XP_006398648.1	Om004G176380
OG0017002	XP_024011161.1	Om004G176080
OG0017003	XP_006398683.1	Om004G175870
OG0017004	XP_024012202.1	Om004G175910
OG0017005	XP_006398700.1	Om004G175730
OG0017006	XP_006392262.1	Om004G175240
OG0017007	XP_006398795.1	Om004G174330
OG0017008	XP_024011696.1	Om004G173390
OG0017009	XP_006400525.2	Om006G241170
OG0017010	XP_006400589.1	Om006G241930
OG0017011	XP_006400603.1	Om006G242070
OG0017012	XP_006400598.1	Om006G242010
OG0017014	XP_006400678.1	Om006G242920
OG0017015	XP_006400739.1	Om006G243740
OG0017016	XP_006400769.1	Om006G244130
OG0017017	XP_006400789.2	Om006G244270
OG0017018	XP_006410780.1	Om006G245550
OG0017019	XP_006400951.1	Om006G246030
OG0017020	XP_006394314.1	Om006G234630
OG0017021	XP_006394257.1	Om006G234010
OG0017022	XP_006394245.2	Om006G233850
OG0017023	XP_006394216.1	Om006G233540
OG0017024	XP_024007519.1	Om006G233440
OG0017025	XP_006394107.1	Om006G232550
OG0017026	XP_006394093.1	Om006G232370
OG0017027	XP_006394084.1	Om006G232290
OG0017028	XP_024007528.1	Om006G232130
OG0017029	XP_006394072.1	Om006G232120
OG0017030	XP_006394023.1	Om006G231680
OG0017031	XP_006394013.1	Om006G231600
OG0017032	XP_024007331.1	Om006G231430
OG0017033	XP_006393982.2	Om006G231270
OG0017034	XP_024006924.1	Om006G231180
OG0017035	XP_006393964.1	Om006G231020
OG0017036	XP_024006964.1	Om006G230980
OG0017037	XP_006393916.2	Om006G230480
OG0017038	XP_006393896.2	Om006G230250
OG0017039	XP_006393868.1	Om006G229920
OG0017040	XP_024007377.1	Om006G229730
OG0017041	XP_024007178.1	Om006G229390
OG0017043	XP_006393791.1	Om006G229060
OG0017044	XP_006396197.1	Om004G157030
OG0017045	XP_024010133.1	Om004G157470
OG0017046	XP_006396296.1	Om004G158210
OG0017047	XP_006396324.1	Om004G158480
OG0017048	XP_006396325.2	Om004G158500
OG0017051	XP_006415741.1	Om007G287360
OG0017053	XP_006396464.1	Om004G160010
OG0017054	XP_006403123.1	Om007G293010
OG0017055	XP_006403187.1	Om007G277700
OG0017056	XP_006403205.2	Om007G277780
OG0017057	XP_006403206.1	Om007G277790
OG0017059	XP_006410407.1	Om007G278980
OG0017060	XP_024003761.1	Om007G280000
OG0017061	XP_006410313.1	Om007G280040
OG0017062	XP_006410283.2	Om007G280370
OG0017063	XP_024003924.1	Om007G280880
OG0017064	XP_006410185.1	Om007G281170
OG0017065	XP_006410159.2	Om007G281410
OG0017068	XP_006409927.1	Om007G283100
OG0017069	XP_024004055.1	Om007G283320
OG0017070	XP_006409897.1	Om007G283400
OG0017071	XP_006409865.1	Om007G283660
OG0017072	XP_006409835.1	Om007G283940
OG0017073	XP_006409831.1	Om007G283980
OG0017074	XP_006409784.1	Om007G284350
OG0017075	XP_006408658.1	Om007G285070
OG0017076	XP_024015984.1	Om007G285250
OG0017077	XP_006408722.1, XP_006392437.1	Om007G285490
OG0017078	XP_006409728.1	Om007G285520
OG0017079	XP_006409726.1	Om007G285530
OG0017080	XP_006398034.1	Om004G149450
OG0017082	XP_006408753.2	Om001G039460
OG0017085	XP_006408849.2	Om004G132250
OG0017086	XP_006408800.1	Om005G228250
OG0017087	XP_006408813.1	Om004G150840
OG0017088	XP_006413067.1	Om001G020670
OG0017089	XP_006413069.1	Om002G072620
OG0017091	XP_006413082.1	Om001G020200
OG0017092	XP_006413083.1	Om001G020190
OG0017093	XP_006413088.1	Om001G020070
OG0017094	XP_006408535.1	Om002G042480
OG0017095	XP_006408531.1	Om002G042500
OG0017096	XP_024015074.1	Om002G042390
OG0017097	XP_006408550.1	Om002G042320
OG0017098	XP_006408559.1	Om002G042110
OG0017099	XP_006408574.1	Om002G042010
OG0017100	XP_006413186.2	Om001G017790
OG0017103	XP_024005122.1	Om001G019080
OG0017104	XP_006413152.2	Om001G018730
OG0017105	XP_006408446.1	Om002G043410
OG0017106	XP_006408435.1	Om002G043500
OG0017107	XP_024014834.1	Om006G263580, Om002G044140
OG0017108	XP_024015432.1	Om002G044260
OG0017109	XP_024015602.1	Om002G044290
OG0017110	XP_006408331.1	Om002G044640
OG0017111	XP_006408317.1	Om002G044760
OG0017112	XP_006408301.1	Om002G044980
OG0017113	XP_006408282.1	Om002G045170
OG0017114	XP_006408232.1	Om002G045710
OG0017115	XP_024015740.1	Om002G046410
OG0017116	XP_024015501.1	Om002G046580
OG0017117	XP_006408142.2	Om002G046660
OG0017118	XP_006408098.1	Om002G047300
OG0017119	XP_024015575.1	Om002G047590
OG0017120	XP_006408025.1	Om002G048150
OG0017121	XP_006408024.1	Om002G048160
OG0017122	XP_006408007.1	Om002G048300
OG0017123	XP_006407993.1	Om002G048400
OG0017124	XP_006407989.1	Om002G048420
OG0017125	XP_006407945.1	Om002G049080
OG0017126	XP_006407938.1	Om002G049130
OG0017128	XP_006407896.1	Om002G049530
OG0017129	XP_006407887.1	Om002G049660
OG0017131	XP_006407840.1	Om002G050120
OG0017132	XP_006407823.1	Om002G050330
OG0017133	XP_006407807.1	Om002G050470
OG0017134	XP_006407773.1	Om002G050810
OG0017135	XP_006407771.1	Om002G050840
OG0017136	XP_006407738.1	Om002G051290
OG0017137	XP_006411289.1	Om008G330100
OG0017138	XP_006411236.1	Om008G331250
OG0017139	XP_006411188.2	Om008G331710
OG0017140	XP_006411185.1	Om008G331740
OG0017141	XP_024004002.1	Om008G331820
OG0017142	XP_006411143.1	Om008G332370
OG0017144	XP_006411116.1	Om008G332850
OG0017146	XP_006410786.1	Om008G337610
OG0017147	XP_006410847.1	Om008G336670
OG0017149	XP_024003988.1	Om008G335530
OG0017150	XP_006410960.1	Om008G335140
OG0017151	XP_006410964.1	Om008G335080
OG0017152	XP_024016706.1	Om008G333760
OG0017153	XP_006416921.1	Om005G196030
OG0017154	XP_006416897.1	Om005G196250
OG0017155	XP_006416857.1	Om005G196860
OG0017156	XP_006416809.1	Om005G197480
OG0017157	XP_006416802.1	Om005G197540
OG0017158	XP_006416750.1	Om005G198180
OG0017159	XP_006416741.1	Om005G198240
OG0017160	XP_024008918.1	Om005G198350
OG0017161	XP_006416685.1	Om005G198980
OG0017162	XP_024008762.1	Om005G199960
OG0017163	XP_006416639.1	Om005G199640
OG0017164	XP_024008710.1	Om005G200150
OG0017165	XP_006416594.1	Om005G200270
OG0017166	XP_006416590.1	Om005G200320
OG0017167	XP_006416576.1	Om005G200490
OG0017168	XP_006416535.1	Om005G200980
OG0017169	XP_006416500.2	Om005G201460
OG0017170	XP_006416491.2	Om005G201540
OG0017171	XP_006393110.1	Om003G096570
OG0017172	XP_006416347.2	Om005G203090
OG0017173	XP_006416294.1	Om005G203770
OG0017174	XP_024008118.1	Om005G203980
OG0017175	XP_006416277.1	Om005G204070
OG0017176	XP_006416272.1	Om005G204120
OG0017177	XP_006416263.1	Om005G204210
OG0017178	XP_006416210.2	Om005G204790
OG0017179	XP_006416188.1	Om005G205070
OG0017180	XP_006416179.1	Om005G205140
OG0017181	XP_006416168.1	Om005G205240
OG0017182	XP_006416166.1	Om005G205160
OG0017183	XP_006416149.1	Om005G205380
OG0017184	XP_006416131.1	Om005G205640
OG0017185	XP_006416124.1	Om005G205710
OG0017186	XP_024008721.1	Om004G144540
OG0017187	XP_006416030.1	Om004G144600
OG0017189	XP_006415955.1	Om004G145500
OG0017190	XP_006415901.2	Om004G146700
OG0017191	XP_006415865.1	Om004G147270
OG0017192	XP_024008793.1	Om002G048440
OG0017195	XP_006415754.1	Om001G008950
OG0017196	XP_024005079.1	Om004G151270
OG0017197	XP_006411375.1	Om005G211840, Om008G328680, Om008G328690
OG0017198	XP_006413323.1	Om007G286220
OG0017199	XP_006413293.1	Om007G286600
OG0017200	XP_006413029.1	Om001G021440
OG0017202	XP_006405056.1	Om004G154510
OG0017204	XP_006404973.1	Om006G239180
OG0017206	XP_024014120.1	Om004G152010
OG0017209	XP_006404716.1	Om004G154020
OG0017210	XP_006404655.1	Om004G153540
OG0017211	XP_024014253.1	Om004G153480
OG0017212	XP_006404604.1	Om004G155990
OG0017213	XP_006404597.1	Om004G156030
OG0017214	XP_006404580.1	Om004G156140
OG0017215	XP_006404560.1	Om004G156320
OG0017216	XP_006404557.1	Om004G156370
OG0017217	XP_006416986.1	Om005G195130
OG0017218	XP_006417050.1	Om005G194190
OG0017219	XP_006417108.1	Om005G193470
OG0017220	XP_024008699.1	Om005G193220
OG0017221	XP_006417179.1	Om005G192440
OG0017222	XP_006417186.2	Om005G192400
OG0017223	XP_006417218.1	Om005G192060
OG0017224	XP_006417351.1	Om005G190450
OG0017225	XP_024007721.1	Om005G190230
OG0017226	XP_006417409.2	Om005G189610
OG0017227	XP_006417416.1	Om005G189500
OG0017228	XP_006417421.1	Om005G189460
OG0017229	XP_006417480.1	Om005G188830
OG0017230	XP_006417529.2	Om005G188170
OG0017231	XP_024008435.1	Om005G188250
OG0017232	XP_024009121.1	Om005G187520
OG0017233	XP_006417594.1	Om005G187280
OG0017234	XP_006392430.1	Om005G216940
OG0017235	XP_006417598.2	Om005G187200
OG0017237	XP_006417606.2	Om005G187120
OG0017239	XP_006417678.1	Om005G186560
OG0017240	XP_006417822.1	Om005G184820
OG0017241	XP_006417927.1	Om005G183870
OG0017242	XP_006417942.1	Om005G183700
OG0017244	XP_024008972.1	Om005G182980
OG0017245	XP_006418032.1	Om005G182760
OG0017246	XP_006418070.1	Om005G182220
OG0017247	XP_006418073.1	Om005G182190
OG0017248	XP_006418108.1	Om005G181500
OG0017249	XP_024008113.1	Om005G181760
OG0017250	XP_024007835.1	Om005G181140
OG0017251	XP_024007688.1	Om005G181080
OG0017252	XP_006418216.1	Om005G180550
OG0017253	XP_006418213.1	Om005G180650
OG0017254	XP_006418212.1	Om005G180700
OG0017255	XP_006418207.1	Om005G180770
OG0017256	XP_006418201.1	Om007G292970
OG0017257	XP_006418246.1	Om005G180230
OG0017258	XP_006418258.1	Om005G180080
OG0017259	XP_006418350.1	Om005G179150
OG0017260	XP_006418354.1	Om005G179110
OG0017261	XP_006418455.1	Om005G178130
OG0017262	XP_006418464.1	Om005G177920
OG0017263	XP_006418491.1	Om005G177660
OG0017264	XP_006418504.1	Om005G177590
OG0017265	XP_006399969.1	Om007G301130
OG0017266	XP_024011955.1	Om007G301220
OG0017267	XP_006399963.1	Om007G301240
OG0017268	XP_024011655.1	Om007G301310
OG0017269	XP_006400019.1	Om007G300480
OG0017270	XP_024012634.1	Om007G300470
OG0017271	XP_006400022.1	Om007G300450
OG0017272	XP_006400058.1	Om007G299970
OG0017273	XP_006400041.1	Om007G300120
OG0017274	XP_006400153.1	Om007G298710
OG0017275	XP_024011915.1	Om007G298310
OG0017276	XP_006400216.1	Om007G297860
OG0017277	XP_006400306.1	Om007G296730
OG0017278	XP_006400309.1	Om007G296690
OG0017279	XP_024012111.1	Om007G296520
OG0017280	XP_006391157.1	Om005G211170
OG0017281	XP_006400446.1	Om007G295010
OG0017282	XP_024012360.1	Om007G295110
OG0017283	XP_006400458.1	Om007G295130
OG0017284	XP_024012017.1	Om007G294740
OG0017285	XP_024010645.1	Om007G293580, Om003G097240
OG0017286	XP_006394995.1	Om007G293390
OG0017287	XP_006395028.1	Om007G303260
OG0017288	XP_006395047.1	Om007G303490
OG0017291	XP_006395192.1	Om007G308130
OG0017292	XP_006395170.1	Om009G364010
OG0017293	XP_006399863.1	Om004G161050
OG0017294	XP_006399858.1	Om004G161150
OG0017295	XP_006399159.1	Om004G169790
OG0017296	XP_006395725.1	Om006G274090
OG0017297	XP_006392575.1	Om003G089610
OG0017298	XP_006395225.1	Om006G241550
OG0017299	XP_006398993.1	Om004G171810
OG0017301	XP_006398987.1	Om004G171870
OG0017302	XP_006398976.1	Om004G171980
OG0017303	XP_006398945.2	Om004G172390
OG0017304	XP_006394801.1	Om006G240270
OG0017305	XP_006394807.1	Om006G240340
OG0017307	XP_006416655.1	Om005G199460
OG0017308	XP_006394735.1	Om006G239480
OG0017309	XP_024007035.1	Om006G239390
OG0017310	XP_024006820.1	Om006G238960
OG0017311	XP_006394695.1	Om006G239030
OG0017312	XP_006394683.1	Om006G238900
OG0017313	XP_006394665.1	Om006G238680
OG0017314	XP_006394659.1	Om006G238630
OG0017315	XP_024006679.1	Om006G238620
OG0017316	XP_006394584.2	Om006G237630
OG0017317	XP_006394579.1	Om006G237580
OG0017318	XP_006394521.1	Om006G236850
OG0017319	XP_006401523.1	Om003G116520
OG0017320	XP_006394497.1	Om006G236570
OG0017321	XP_006394461.1	Om006G236200
OG0017322	XP_006394451.1	Om006G236110
OG0017323	XP_006394445.1	Om006G236040
OG0017324	XP_006394439.1	Om006G235970
OG0017325	XP_024007570.1	Om006G235780
OG0017326	XP_006394325.1	Om006G234730
OG0017327	XP_006401066.1	Om006G247580
OG0017328	XP_006401072.1	Om006G247640
OG0017329	XP_006401074.1	Om006G247680
OG0017330	XP_024013463.1	Om006G257420
OG0017331	XP_006403968.1	Om006G257840
OG0017332	XP_006403987.1	Om006G258120
OG0017333	XP_006404004.1	Om006G258250
OG0017334	XP_006404016.1	Om006G258380
OG0017335	XP_006404048.1	Om006G259040
OG0017336	XP_006404070.2	Om006G259260
OG0017337	XP_006400514.1	Om006G241110
OG0017338	XP_006404203.1	Om006G261170
OG0017339	XP_006404212.1	Om006G261290
OG0017340	XP_006404250.1	Om006G262300
OG0017341	XP_006404281.1	Om006G262820
OG0017342	XP_006404287.1	Om006G263050
OG0017343	XP_006404320.1	Om006G263770
OG0017344	XP_006404340.1	Om006G263930
OG0017346	XP_006404429.1	Om006G266500
OG0017347	XP_006418855.1	Om006G266720
OG0017348	XP_006418889.1	Om006G267140
OG0017349	XP_006414782.1	Om003G103360
OG0017351	XP_024013723.1	Om006G268840
OG0017352	XP_024013767.1	Om006G269090
OG0017354	XP_006419129.1	Om006G268400
OG0017355	XP_006395243.1	Om002G050490
OG0017356	XP_006391222.1	Om005G211960
OG0017357	XP_006391230.1	Om005G212050
OG0017358	XP_006399876.1	Om004G160930
OG0017359	XP_006391206.1	Om005G211800
OG0017360	XP_006391213.1	Om005G211860
OG0017361	XP_006391090.1	Om005G210250
OG0017362	XP_024007404.1	Om005G209740
OG0017363	XP_006391044.1	Om005G209710
OG0017364	XP_006404712.1	Om005G178340
OG0017365	XP_006391011.1	Om005G209360
OG0017366	XP_006391009.1	Om005G209330
OG0017367	XP_006390980.2	Om005G208990
OG0017368	XP_006390860.1	Om005G207380
OG0017369	XP_024004094.1	Om005G207370
OG0017370	XP_024006864.1	Om005G207180
OG0017371	XP_006390821.1	Om005G206900
OG0017372	XP_024007638.1	Om005G206740
OG0017373	XP_006390807.1	Om005G206720
OG0017374	XP_006390765.1	Om005G206230
OG0017375	XP_006390037.1	Om004G134060
OG0017376	XP_006390040.1	Om004G134090
OG0017377	XP_006390085.1	Om004G134760
OG0017378	XP_024011774.1	Om004G134790
OG0017379	XP_006390097.1	Om004G134880
OG0017380	XP_006390130.1	Om004G135290
OG0017381	XP_006390160.1	Om004G135660
OG0017382	XP_006390169.1	Om004G135770
OG0017383	XP_006390171.1	Om004G135790
OG0017384	XP_006390221.1	Om004G136630
OG0017385	XP_006390259.2	Om004G137080
OG0017386	XP_006390272.1	Om004G137350
OG0017387	XP_006416468.1	Om005G201700
OG0017388	XP_006390363.1	Om004G138780
OG0017389	XP_006390402.1	Om004G139100
OG0017390	XP_024016144.1	Om004G139650
OG0017391	XP_006400501.2	Om006G241040
OG0017392	XP_006390469.1	Om004G140070
OG0017393	XP_006414795.1	Om007G285170
OG0017394	XP_024007515.1	Om004G140680
OG0017396	XP_006390560.1	Om004G141150
OG0017397	XP_006390569.1	Om004G141350
