Orthogroup	Eutrema_salsugineum	Aethionema_saxatile
OG0013470	XP_006397892.1	As005G099980
OG0013471	XP_006397886.1	As005G100080, As005G100050, As005G100070, As005G100060
OG0013472	XP_024010774.1	As005G100100
OG0013473	XP_006397850.1	As005G100440
OG0013474	XP_006397834.1	As005G100680
OG0013475	XP_006397826.1	As005G100740
OG0013476	XP_006397820.2	As005G100770
OG0013477	XP_006397818.1	As005G100790
OG0013478	XP_006397815.2	As005G100820
OG0013479	XP_006397794.1	As005G100980
OG0013480	XP_006397785.1	As005G101100
OG0013481	XP_006397782.1	As005G101120
OG0013482	XP_024010805.1	As005G101210
OG0013483	XP_024010748.1	As005G101220
OG0013484	XP_024010890.1	As005G101490
OG0013485	XP_006397711.1	As005G101830
OG0013486	XP_006397652.1	As005G102450
OG0013487	XP_024012832.1	As005G102500, As005G102510
OG0013488	XP_006397647.1	As005G102530
OG0013489	XP_006397641.1	As005G102590
OG0013490	XP_006397629.1	As005G102660
OG0013491	XP_024010732.1	As005G102810
OG0013492	XP_006397616.1	As005G102830
OG0013493	XP_006397608.1	As005G102910
OG0013494	XP_006397575.1	As005G103170
OG0013495	XP_006397559.1	As005G103320
OG0013496	XP_006397545.1	As005G103530
OG0013497	XP_006397524.1	As005G103790
OG0013498	XP_006397507.1	As005G103930
OG0013499	XP_006397495.1	As005G103990
OG0013500	XP_006397491.1, XP_006397490.1	As005G104060
OG0013501	XP_006411578.1	As005G104270
OG0013502	XP_006411571.1	As005G104350
OG0013503	XP_006411567.1	As005G104400
OG0013504	XP_006411540.1	As005G104650
OG0013505	XP_006402782.1	As012G284770, As005G104860
OG0013506	XP_006411475.1	As005G105120
OG0013507	XP_006411484.1	As005G105200
OG0013508	XP_006411437.1	As005G105780
OG0013510	XP_006398624.1	As005G106680, As006G142210
OG0013511	XP_006398632.1	As005G106770
OG0013512	XP_006398649.1	As005G106950
OG0013513	XP_006398656.1	As005G107000
OG0013514	XP_006398663.1	As005G107090
OG0013515	XP_006398674.1	As005G107170
OG0013516	XP_006398681.1	As005G107220
OG0013517	XP_006398686.1	As005G107320
OG0013518	XP_006398691.1	As005G107370
OG0013519	XP_006398717.1	As005G107660
OG0013520	XP_006398739.1	As005G107880
OG0013521	XP_006398738.1	As005G107890
OG0013522	XP_024011505.1	As005G108330
OG0013523	XP_006398798.1	As005G108350
OG0013524	XP_006398809.1	As005G108430
OG0013525	XP_006398819.1	As005G108530
OG0013526	XP_024011573.1	As005G108540
OG0013527	XP_006398830.1	As005G108670
OG0013528	XP_006398840.2	As005G108790
OG0013529	XP_006398858.1	As005G108950
OG0013530	XP_006398859.1	As005G108960
OG0013531	XP_006398870.1	As005G109160
OG0013532	XP_006398875.1	As005G109240
OG0013533	XP_006398878.1	As005G109270
OG0013535	XP_006398881.1	As005G109350
OG0013536	XP_006398882.1	As005G109360
OG0013537	XP_006400629.2, XP_006400563.2	As005G110400
OG0013539	XP_024012232.1	As005G110580
OG0013540	XP_006400620.1	As005G111850
OG0013541	XP_006400622.1	As005G111940
OG0013542	XP_006400674.1	As005G112550
OG0013543	XP_006400700.1	As005G112980
OG0013544	XP_006400707.1	As005G113090
OG0013545	XP_006400709.1	As005G113100
OG0013546	XP_006400720.1	As005G113200
OG0013547	XP_006400790.1	As005G113690
OG0013548	XP_006400791.1	As005G113700
OG0013549	XP_006400795.2	As005G113760, As005G113740
OG0013550	XP_006400816.1	As005G113970
OG0013551	XP_006400818.1	As005G113990
OG0013552	XP_006400819.1	As005G114000
OG0013553	XP_006400828.2	As005G114110
OG0013554	XP_024012456.1	As005G114190
OG0013555	XP_006400885.1	As005G114550
OG0013556	XP_006400953.1	As005G115580
OG0013557	XP_024012054.1	As005G115640
OG0013558	XP_006400963.1	As005G115650
OG0013559	XP_006415708.1	As005G115780
OG0013560	XP_006404416.1	As005G115980
OG0013561	XP_006394302.1	As005G116140
OG0013562	XP_006394292.1	As005G116210
OG0013563	XP_006394263.1	As005G116470
OG0013564	XP_006394253.1	As005G116600
OG0013565	XP_006394244.1	As005G116710
OG0013566	XP_006394217.1	As005G116930
OG0013567	XP_006394210.1	As005G117020
OG0013569	XP_006394187.1	As005G117170
OG0013570	XP_006394174.1	As005G117240
OG0013571	XP_006394171.1	As005G117280
OG0013572	XP_006394160.1	As005G117380
OG0013573	XP_006394156.1	As005G117410
OG0013574	XP_006394151.1	As005G117480
OG0013575	XP_024007160.1	As005G117520
OG0013576	XP_006394135.1	As005G117580
OG0013578	XP_006394119.1	As005G117760
OG0013579	XP_006394113.1	As005G117800
OG0013580	XP_006394083.1	As005G118140
OG0013581	XP_006394068.1	As005G118280
OG0013582	XP_006394032.2	As005G118530
OG0013583	XP_006393993.1	As005G118790
OG0013584	XP_006393992.1	As005G118800
OG0013585	XP_006393989.1	As005G118820
OG0013586	XP_006393979.1	As005G118910
OG0013587	XP_006393971.2	As005G118990
OG0013588	XP_006393959.1	As005G119100
OG0013589	XP_006393956.1	As005G119120
OG0013590	XP_006393950.1	As005G119150
OG0013591	XP_024007436.1	As005G119290
OG0013592	XP_006393927.1	As005G119340
OG0013593	XP_024007212.1	As005G119410
OG0013594	XP_024007603.1	As005G119470
OG0013595	XP_006393913.1	As005G119530, As005G119920, As005G119520, As005G119510
OG0013596	XP_006393911.1	As005G119550
OG0013597	XP_024007535.1	As005G119660
OG0013598	XP_006393877.1	As005G119830
OG0013599	XP_006393876.1	As005G119840
OG0013600	XP_006393865.1	As005G119960
OG0013601	XP_006393857.1	As005G120100
OG0013602	XP_006393825.1	As005G120440
OG0013603	XP_006393819.1	As005G120560
OG0013604	XP_006393807.1	As005G120630
OG0013605	XP_006393799.2	As005G120730
OG0013606	XP_024007481.1	As005G120770
OG0013607	XP_024006967.1	As005G120830
OG0013609	XP_006396210.2	As006G121110
OG0013610	XP_006396213.1	As006G121130
OG0013611	XP_006396216.1	As006G121150
OG0013612	XP_006396271.1	As006G121220
OG0013613	XP_006396250.1	As006G121410
OG0013614	XP_006396235.1	As006G121610
OG0013615	XP_006396233.1	As006G121630
OG0013616	XP_006396232.1	As006G121640
OG0013617	XP_006396298.1	As006G121970
OG0013618	XP_024010003.1	As006G122050
OG0013619	XP_024009808.1	As006G122060
OG0013620	XP_006396319.1	As006G122130
OG0013621	XP_006396322.1	As006G122160
OG0013622	XP_024009965.1	As006G122330
OG0013623	XP_006396364.1	As006G122580
OG0013624	XP_006396367.1	As006G122610
OG0013625	XP_006396387.1	As006G122630
OG0013626	XP_006396386.2	As006G122650
OG0013627	XP_024010077.1	As006G122780
OG0013628	XP_024010033.1	As006G122830
OG0013629	XP_006396398.1	As006G122840
OG0013630	XP_006396405.1	As006G122880
OG0013631	XP_006418311.1	As006G123010
OG0013632	XP_006396443.1	As006G123160
OG0013633	XP_006396480.2	As006G123470
OG0013634	XP_006396507.1	As006G123640
OG0013635	XP_006396506.1	As006G123650
OG0013636	XP_006396504.1	As006G123660
OG0013637	XP_006396517.1	As006G123740
OG0013638	XP_006396520.1	As006G123760
OG0013639	XP_006396531.1	As006G123820
OG0013640	XP_006396546.1	As006G123950
OG0013641	XP_006396548.1	As006G123970
OG0013642	XP_006396560.1	As006G124100
OG0013643	XP_006396570.1	As006G124150
OG0013644	XP_006396571.1	As006G124160
OG0013645	XP_006403129.1	As006G124340
OG0013646	XP_006403144.1	As006G124490
OG0013647	XP_006403147.1	As006G124510
OG0013648	XP_006403155.1	As006G124590
OG0013649	XP_006403194.2	As006G124830
OG0013650	XP_006403213.1	As006G124940
OG0013651	XP_006403238.2	As006G125060
OG0013652	XP_006403246.2	As006G125100
OG0013653	XP_006410453.2	As006G125480
OG0013654	XP_024003670.1	As006G125500
OG0013655	XP_006410465.1	As006G125550
OG0013656	XP_006410467.1	As006G125570
OG0013657	XP_006410364.1	As006G125640
OG0013658	XP_006410429.1	As006G126010
OG0013659	XP_006410383.1	As006G126280
OG0013660	XP_024003639.1	As006G126340
OG0013661	XP_006410349.1	As006G126370
OG0013662	XP_006410348.1	As006G126380
OG0013663	XP_024004210.1	As006G126480
OG0013664	XP_006410332.1	As006G126720
OG0013665	XP_006410326.1	As006G126820
OG0013666	XP_006410320.1	As006G126860
OG0013667	XP_006410304.1	As006G127000
OG0013668	XP_006410251.1	As006G127460
OG0013669	XP_006410246.1	As006G127490
OG0013670	XP_006410230.1	As006G127600
OG0013671	XP_006410193.1	As006G127720
OG0013672	XP_006410186.1	As006G127790
OG0013673	XP_006410178.1	As006G127850
OG0013674	XP_006410174.1, XP_006410113.2	As006G127880
OG0013675	XP_006410166.1	As006G127950
OG0013676	XP_006410124.1	As006G128180
OG0013677	XP_006410136.1	As006G128250
OG0013678	XP_006401878.1	As006G128440
OG0013679	XP_006410045.2	As006G128590
OG0013680	XP_006410024.1	As006G128700
OG0013681	XP_024003887.1	As006G128730
OG0013682	XP_006409946.1	As006G129130
OG0013683	XP_006409918.1	As006G129380
OG0013684	XP_006411640.1	As006G129760
OG0013685	XP_006409860.1	As006G129910
OG0013686	XP_024003820.1	As006G129980
OG0013687	XP_006409825.1	As006G130140
OG0013688	XP_006409821.1	As006G130160
OG0013689	XP_006409810.1	As006G130210
OG0013690	XP_006409806.1	As006G130230
OG0013691	XP_006409751.1	As006G130390
OG0013692	XP_006408599.1	As006G130510
OG0013693	XP_006408584.1	As006G130550
OG0013695	XP_024016078.1	As006G130840
OG0013696	XP_024006382.1	As006G131150, As006G131120
OG0013697	XP_006397374.1	As006G131160, As006G131180
OG0013698	XP_006397281.1	As006G131210
OG0013699	XP_024009778.1	As006G131270
OG0013700	XP_006419181.1	As006G131320
OG0013701	XP_006408729.1	As006G131370
OG0013702	XP_006398042.1	As006G131390
OG0013703	XP_024003709.1	As006G131410
OG0013704	XP_006398040.1	As006G131450
OG0013705	XP_024010906.1	As006G131540
OG0013706	XP_006393237.1	As006G131620
OG0013707	XP_024016039.1	As006G131680
OG0013709	XP_006408236.1	As006G137250, As006G131770
OG0013710	XP_006408858.1	As006G131850
OG0013711	XP_006408845.1	As006G131910
OG0013712	XP_006408836.1	As006G131960
OG0013713	XP_006408832.1	As006G131990
OG0013714	XP_006405246.2	As006G132200
OG0013715	XP_006413064.1	As006G132220
OG0013716	XP_006413120.1, XP_024004497.1	As006G132700
OG0013717	XP_006408495.1	As006G132750
OG0013719	XP_006408549.1	As006G133250
OG0013720	XP_006408553.1	As006G133290
OG0013721	XP_006408552.1	As006G133300
OG0013722	XP_024014308.1	As006G133370
OG0013723	XP_024011851.1	As006G133810
OG0013724	XP_006398571.1	As006G133910
OG0013725	XP_006409390.1	As006G133960
OG0013726	XP_006398579.1	As006G134010
OG0013727	XP_006401362.1	As006G134150
OG0013728	XP_006401495.2	As006G134450
OG0013729	XP_006408459.1	As006G134990
OG0013730	XP_006408457.1	As006G135010
OG0013731	XP_024015397.1	As006G135220
OG0013732	XP_024015188.1	As006G135250
OG0013733	XP_006408418.1	As006G135420
OG0013734	XP_006395206.1	As006G135570
OG0013735	XP_006408391.1	As006G135700
OG0013736	XP_006408358.1	As006G135980
OG0013737	XP_006408329.1	As006G136230
OG0013738	XP_006408320.1	As006G136320
OG0013739	XP_006408314.1	As006G136370
OG0013740	XP_024005521.1	As006G136450
OG0013741	XP_006408291.2	As006G136610
OG0013742	XP_006408275.1	As006G136810
OG0013743	XP_024015468.1	As006G136910
OG0013744	XP_006408260.1	As006G136930
OG0013745	XP_006408246.1	As006G137170
OG0013746	XP_024015395.1	As006G137180
OG0013747	XP_006408220.1	As006G137390
OG0013748	XP_006408192.1	As006G137500
OG0013749	XP_006408198.1	As006G137540
OG0013750	XP_006408180.1	As006G137720
OG0013751	XP_006408179.1	As006G137730
OG0013752	XP_006408172.1	As006G137810, As012G286990
OG0013753	XP_006408169.1	As006G137850
OG0013754	XP_006408146.1	As006G138020
OG0013755	XP_006408139.1	As006G138080
OG0013756	XP_006408129.1	As006G138190
OG0013757	XP_024015453.1	As006G138280
OG0013758	XP_006408101.1	As006G138480, As006G138520
OG0013759	XP_006408085.1	As006G138560
OG0013760	XP_006408097.1	As006G138670
OG0013761	XP_006408043.1	As006G139050
OG0013762	XP_006408035.1	As006G139120
OG0013763	XP_006408010.1	As006G139380
OG0013764	XP_006408008.1	As006G139400
OG0013765	XP_006407970.1	As006G139730
OG0013766	XP_006407952.1	As006G139990
OG0013767	XP_006407941.1	As006G140120
OG0013768	XP_006407919.1	As006G140300
OG0013769	XP_006397255.1	As006G140330
OG0013770	XP_006407904.1	As006G140410
OG0013771	XP_024015470.1	As006G140830
OG0013772	XP_006407841.1	As006G141130
OG0013773	XP_006396954.1	As006G141310
OG0013774	XP_006407805.1	As006G141460
OG0013775	XP_006407803.2	As006G141480
OG0013776	XP_024014911.1	As006G141760
OG0013777	XP_006407768.1	As006G141830
OG0013778	XP_006407752.1	As006G141970
OG0013779	XP_006407733.1	As006G142170
OG0013780	XP_006411295.1	As006G142530
OG0013781	XP_006411269.1	As006G142790
OG0013782	XP_006411258.1	As006G142880
OG0013783	XP_006403413.1	As006G142970
OG0013784	XP_006411237.1	As006G143050
OG0013785	XP_024004208.1	As006G143300
OG0013786	XP_006411197.2	As006G143370
OG0013787	XP_024003852.1	As006G143470
OG0013788	XP_006411183.1	As006G143500
OG0013789	XP_006411152.1	As006G143750
OG0013790	XP_006411140.1	As006G143820
OG0013791	XP_006411139.1	As006G143940
OG0013792	XP_006411130.1	As006G144040
OG0013793	XP_024003864.1	As006G144060
OG0013794	XP_006411120.1	As006G144150
OG0013795	XP_006411110.2	As006G144240
OG0013796	XP_024003963.1	As006G144390
OG0013797	XP_006410772.1	As006G144540
OG0013798	XP_006410799.1	As006G144830
OG0013799	XP_006410829.1	As006G145130
OG0013800	XP_024004267.1	As006G145210
OG0013801	XP_006410849.1	As006G145300
OG0013802	XP_024003925.1	As006G145390
OG0013803	XP_006410865.1	As006G145450
OG0013804	XP_024003914.1	As006G145510
OG0013805	XP_006410879.1	As006G145590
OG0013806	XP_024003920.1	As006G145940
OG0013807	XP_006410946.2	As006G146360
OG0013808	XP_006410948.1	As006G146380
OG0013809	XP_006410958.1	As006G146730
OG0013810	XP_024003934.1	As006G147910
OG0013811	XP_006411006.1	As006G147930
OG0013812	XP_006411003.1	As006G147950
OG0013813	XP_024013086.1	As006G148390
OG0013814	XP_006410746.1	As006G148770
OG0013816	XP_006416932.1	As007G151890
OG0013817	XP_024008764.1	As007G152790
OG0013818	XP_006416808.1	As007G153000, As010G242510
OG0013819	XP_006416806.1	As007G153020
OG0013820	XP_024008703.1	As007G153080
OG0013821	XP_006416786.2	As007G153160
OG0013822	XP_006416774.1	As007G153240
OG0013823	XP_024008654.1	As007G153550
OG0013824	XP_006416733.1	As007G153600
OG0013825	XP_006416719.2	As007G153750
OG0013826	XP_006416718.2	As007G153760
OG0013828	XP_006416707.1	As007G153900
OG0013830	XP_006416659.1	As007G154340
OG0013831	XP_006416624.1	As007G154520
OG0013832	XP_006416641.1	As007G154680
OG0013833	XP_006416648.1	As007G154740
OG0013834	XP_006416652.1	As007G154770
OG0013835	XP_006416609.1	As007G154800
OG0013836	XP_006416589.1	As007G155030
OG0013837	XP_024008057.1	As007G155500
OG0013838	XP_006416532.1	As007G155540
OG0013839	XP_006416531.1	As007G155550
OG0013840	XP_006416525.1	As007G155610
OG0013841	XP_006416521.1	As007G155650
OG0013842	XP_006416510.1	As007G155750
OG0013843	XP_006416490.1	As007G155890
OG0013844	XP_006416485.1	As007G155910
OG0013846	XP_006416455.1	As007G156080
OG0013847	XP_024009197.1	As007G156230
OG0013848	XP_006416390.1	As007G156640
OG0013849	XP_006416362.1	As007G156850
OG0013850	XP_006416342.1	As007G157030
OG0013851	XP_006416312.1	As007G157270
OG0013852	XP_006416303.1	As007G157360
OG0013853	XP_006416301.1	As007G157370
OG0013854	XP_006416290.1	As007G157520
OG0013855	XP_024008891.1	As007G157600
OG0013856	XP_006416278.1	As007G157680, As009G209870
OG0013857	XP_006416269.1	As007G157760
OG0013858	XP_006416235.1	As007G158100
OG0013859	XP_006416164.2	As007G158820
OG0013860	XP_006416163.1	As007G158830
OG0013861	XP_006416160.1	As007G158850
OG0013863	XP_006416092.1	As007G159510
OG0013864	XP_006416029.1	As007G159930, As007G159920
OG0013865	XP_006416027.1	As007G159940
OG0013866	XP_006415994.1	As007G160200, As007G163880
OG0013867	XP_006415967.1	As007G160450
OG0013868	XP_006415963.1	As007G160470
OG0013869	XP_024007725.1	As007G160500
OG0013870	XP_006415942.1	As007G160630
OG0013871	XP_024008914.1	As007G160740
OG0013872	XP_006415902.1	As007G161040
OG0013873	XP_006415900.1	As007G161060
OG0013874	XP_006415887.1	As007G161160
OG0013875	XP_006415814.1	As007G161790
OG0013876	XP_006391253.1	As007G161990
OG0013877	XP_024008586.1	As007G162020
OG0013878	XP_006415778.1	As007G162120
OG0013879	XP_006393693.1	As007G162340
OG0013880	XP_024005351.1	As007G162880
OG0013881	XP_006413417.1	As007G163020
OG0013882	XP_006413391.1	As007G163460
OG0013883	XP_006413390.1	As007G163480
OG0013884	XP_024005811.1	As007G163720
OG0013885	XP_006413340.1	As007G164350
OG0013886	XP_006413335.1	As007G164420
OG0013887	XP_006413334.1	As007G164460
OG0013888	XP_024005910.1	As007G166900
OG0013889	XP_006405141.1	As007G167130
OG0013890	XP_006405105.1	As007G176850
OG0013891	XP_024014211.1	As007G176860
OG0013892	XP_024014141.1	As007G176890
OG0013893	XP_006412390.1	As007G176960
OG0013894	XP_006405067.1	As007G177050
OG0013895	XP_006405068.1	As007G177060
OG0013896	XP_024014520.1	As007G177140
OG0013897	XP_006405048.1	As007G177550
OG0013898	XP_006405110.1	As007G177690
OG0013899	XP_006405115.2	As007G177720
OG0013900	XP_006404853.1	As007G179250
OG0013901	XP_006404768.1	As007G179820
OG0013902	XP_006390234.1	As007G179990, As010G237370
OG0013903	XP_006390236.1	As010G237390, As007G180000
OG0013904	XP_006404727.1	As007G180040
OG0013905	XP_006404702.1	As007G180260
OG0013906	XP_006404684.1	As007G180410
OG0013907	XP_024013885.1	As007G180570
OG0013908	XP_006404651.1	As007G180590
OG0013909	XP_006404646.1	As007G180630
OG0013910	XP_006404630.1	As007G180700
OG0013911	XP_006404599.1	As007G180930
OG0013912	XP_006404571.1	As007G181750, As007G181400
OG0013913	XP_006404547.1	As007G181980
OG0013914	XP_006404534.2	As007G182230, As007G182270
OG0013915	XP_006416936.1	As008G182290
OG0013916	XP_006416984.1	As008G182730
OG0013917	XP_006416985.1	As008G182740
OG0013918	XP_006416999.1	As008G182840
OG0013919	XP_006417023.1	As008G183060
OG0013920	XP_024009035.1	As008G183170
OG0013921	XP_006417086.1	As008G183550
OG0013922	XP_006417091.1	As008G183570
OG0013923	XP_006417099.1	As008G183690
OG0013924	XP_006417105.1	As008G183800
OG0013926	XP_006417136.1	As008G183970
OG0013927	XP_006417167.1	As008G184330
OG0013928	XP_006417200.1	As008G184540
OG0013929	XP_006417202.1	As008G184570
OG0013930	XP_006417279.1	As008G185340
OG0013931	XP_006417293.1	As008G185470
OG0013932	XP_006417295.1	As008G185480
OG0013933	XP_006417317.1	As008G185630
OG0013934	XP_006417325.1	As008G185700
OG0013935	XP_024009124.1	As008G186520
OG0013936	XP_006417398.1	As008G186580
OG0013937	XP_006417417.1	As008G186770
OG0013938	XP_006418541.1	As008G186890
OG0013939	XP_006418542.1	As008G186900
OG0013940	XP_024007204.1	As008G187070
OG0013941	XP_006417525.1	As008G187580
OG0013942	XP_006417519.2	As008G187630
OG0013943	XP_006417555.1	As008G188160
OG0013944	XP_006417560.1	As008G188210
OG0013945	XP_024008900.1	As008G188310
OG0013946	XP_006417573.1	As008G188350
OG0013947	XP_006417577.1	As008G188370
OG0013948	XP_006417582.1	As008G188420
OG0013949	XP_006417588.1	As008G188510
OG0013951	XP_006417679.1	As008G190340
OG0013952	XP_006417683.1	As008G190650
OG0013953	XP_006417692.1	As008G190930
OG0013954	XP_006402845.1	As008G191740
OG0013955	XP_006417759.1	As008G191810
OG0013956	XP_006417802.2	As008G192690
OG0013957	XP_006417808.2	As008G192820
OG0013958	XP_006417821.1	As008G192950
OG0013959	XP_006417842.1	As008G193040
OG0013960	XP_006417854.1	As008G193150
OG0013961	XP_024008468.1	As008G193160
OG0013962	XP_024009009.1	As008G193390
OG0013963	XP_006417919.1	As008G193690
OG0013964	XP_006417939.2	As008G193880
OG0013965	XP_006409153.2	As008G194070
OG0013966	XP_006417986.1	As008G194420
OG0013968	XP_006418005.1	As008G194700
OG0013969	XP_006418040.1	As008G194950
OG0013970	XP_006418065.1	As008G195380
OG0013971	XP_024008314.1	As008G195590
OG0013972	XP_006418084.1	As008G195630
OG0013973	XP_006418098.1	As008G195860
OG0013974	XP_006418120.1	As008G196050
OG0013975	XP_006418140.1	As008G196280
OG0013976	XP_024008437.1	As008G196360
OG0013977	XP_006418155.1	As008G196430
OG0013978	XP_006418232.1	As008G197020
OG0013979	XP_006418260.1	As008G197330
OG0013980	XP_006418271.1	As008G197450
OG0013981	XP_006418275.1	As008G197480
OG0013982	XP_006418316.2	As008G197830
OG0013983	XP_006418363.1	As008G198220
OG0013984	XP_006418369.1	As008G198360
OG0013985	XP_006418396.1	As008G198500
OG0013986	XP_006418398.1	As008G198520
OG0013987	XP_006418401.1	As008G198550
OG0013988	XP_024007845.1	As008G198570
OG0013989	XP_006418409.1	As008G198610
OG0013990	XP_006418434.2	As008G198710
OG0013991	XP_006418429.1	As008G198750
OG0013992	XP_024008340.1	As008G199020
OG0013993	XP_024007820.1	As008G199210
OG0013994	XP_006418465.1	As008G199240
OG0013995	XP_024008150.1	As008G199270
OG0013996	XP_006418470.1	As008G199300
OG0013997	XP_006390342.1	As008G199560
OG0013998	XP_006418507.1	As008G199670
OG0013999	XP_006399900.1	As009G199800
OG0014000	XP_006399971.2	As009G199870
OG0014001	XP_006400470.1	As009G199940
OG0014002	XP_006399958.1	As009G199970
OG0014003	XP_006399954.1	As009G200000
OG0014004	XP_006399918.1	As009G200300
OG0014005	XP_024011935.1	As009G200520
OG0014006	XP_006418861.1, XP_006400068.1	As009G201060
OG0014007	XP_006400090.1	As009G201480
OG0014008	XP_006400091.1	As009G201490
OG0014009	XP_006400092.1	As009G201500
OG0014010	XP_006400100.1	As009G201540
OG0014011	XP_006400103.1	As009G201570
OG0014012	XP_006400117.1	As009G201730
OG0014013	XP_006400118.1	As009G201740
OG0014014	XP_006400140.1	As009G201970
OG0014015	XP_006400150.1	As009G202080
OG0014016	XP_024011691.1	As009G202100
OG0014017	XP_006400189.1	As009G202460
OG0014018	XP_006400212.1	As009G202620
OG0014019	XP_006400220.1	As009G202730
OG0014020	XP_006400240.1	As009G203000
OG0014021	XP_006400247.1	As009G203030
OG0014022	XP_006400257.1	As009G203140
OG0014023	XP_006400279.1	As009G203270
OG0014024	XP_006400278.1	As009G203280
OG0014025	XP_024011792.1	As009G203560
OG0014026	XP_006400361.1	As009G204020
OG0014027	XP_006390120.1	As009G204070
OG0014028	XP_006400367.1	As009G204080
OG0014029	XP_006400391.1	As009G204290
OG0014030	XP_006400398.1	As009G204360
OG0014031	XP_006400406.1	As009G204450
OG0014032	XP_006400421.1	As009G204570
OG0014033	XP_006400448.1	As009G204750
OG0014034	XP_006400475.1	As009G205040
OG0014035	XP_006400488.1	As009G205160
OG0014036	XP_024006926.1	As009G205480
OG0014037	XP_006394902.1	As009G205580
OG0014038	XP_006394904.1	As009G205600
OG0014039	XP_006394906.1	As009G205620
OG0014040	XP_024007175.1	As009G205690
OG0014041	XP_006394921.1	As009G205770
OG0014042	XP_006403208.1	As009G205960
OG0014043	XP_006394951.1	As009G206140
OG0014044	XP_006394980.1	As009G206610
OG0014045	XP_006395018.1	As009G207020
OG0014046	XP_006395109.1	As009G208120
OG0014047	XP_006395137.1	As009G208180
OG0014048	XP_006395127.1	As009G208390
OG0014049	XP_024007372.1	As009G208670
OG0014050	XP_006395193.1	As009G209110
OG0014051	XP_006395146.2	As009G209440
OG0014052	XP_006399848.1	As009G210490
OG0014053	XP_006399165.1	As009G210740
OG0014054	XP_006399182.1	As009G211140
OG0014055	XP_006399170.1	As009G211410
OG0014056	XP_006399998.1	As009G211610
OG0014057	XP_006399142.2	As009G211770
OG0014058	XP_006399137.1	As009G211800
OG0014059	XP_024012100.1	As009G211810
OG0014060	XP_006399127.1	As009G211920
OG0014061	XP_024007525.1	As009G212020
OG0014062	XP_006399088.1	As009G212520
OG0014063	XP_006399082.1	As009G212590
OG0014064	XP_006399064.1	As009G212680
OG0014065	XP_006399056.1	As009G212760
OG0014066	XP_024011862.1	As009G212810
OG0014067	XP_006399045.1	As009G212940
OG0014068	XP_006399034.1	As009G213020
OG0014069	XP_006399023.2	As009G213090
OG0014070	XP_006399012.1	As009G213210
OG0014071	XP_006399009.2	As009G213240
OG0014072	XP_006398989.1	As009G213830
OG0014073	XP_006398984.1	As009G213880
OG0014074	XP_024012233.1	As009G214040
OG0014075	XP_006398938.1	As009G214060
OG0014076	XP_006398947.1	As009G214110
OG0014077	XP_006398948.1	As009G214120
OG0014079	XP_006398926.1	As009G214370
OG0014080	XP_006398922.1	As009G214430
OG0014081	XP_006398919.1	As009G214460
OG0014083	XP_006398895.1	As009G214660
OG0014084	XP_006394850.1	As009G214880
OG0014085	XP_024007455.1	As009G215130
OG0014086	XP_006394811.1	As009G215200
OG0014087	XP_006394779.1	As009G215380
OG0014088	XP_006394687.1	As009G216320, As009G216050
OG0014089	XP_006394694.2	As009G216160, As011G256820
OG0014090	XP_006394696.1	As009G216190
OG0014091	XP_006394684.1	As009G216350
OG0014092	XP_006394679.1	As009G216390
OG0014093	XP_006394653.1	As009G216720
OG0014094	XP_024006746.1	As009G216890
OG0014095	XP_006418578.1	As010G222020, As009G216940
OG0014096	XP_006394571.1	As009G217430
OG0014097	XP_006394568.1	As009G217460
OG0014098	XP_006394543.1	As009G217720
OG0014099	XP_006394504.1	As009G218060
OG0014100	XP_006394499.1	As009G218110
OG0014101	XP_006394477.1	As009G218310
OG0014102	XP_006412986.1	As009G218330
OG0014103	XP_006394441.1	As009G218560
OG0014104	XP_006394429.1	As009G218610
OG0014105	XP_006394406.1	As009G218830
OG0014106	XP_006394364.1	As009G219100
OG0014107	XP_006394356.1	As009G219150
OG0014108	XP_006394353.1	As009G219180
OG0014109	XP_006394346.1	As009G219240
OG0014110	XP_006394337.1	As009G219340
OG0014111	XP_006394322.1	As009G219440
OG0014112	XP_006394323.1	As009G219450
OG0014113	XP_006401048.1	As009G219620
OG0014114	XP_006401062.1	As009G219750
OG0014115	XP_024011724.1	As009G220020
OG0014116	XP_006403911.1	As010G220230
OG0014117	XP_006403915.2	As010G220260
OG0014118	XP_024013743.1	As010G220300
OG0014119	XP_006403931.1	As010G220350
OG0014120	XP_006403963.1	As010G220510
OG0014121	XP_006403989.1	As010G220680
OG0014122	XP_006404010.1	As010G220820
OG0014123	XP_024005366.1	As010G220830
OG0014124	XP_006404025.1	As010G220980
OG0014125	XP_024014609.1	As010G221080
OG0014126	XP_006404092.1	As010G221390
OG0014127	XP_006404101.1	As010G221450
OG0014128	XP_006404108.2	As010G221520
OG0014129	XP_024013643.1	As010G221810
OG0014130	XP_006404154.1	As010G221890
OG0014131	XP_006404170.1	As010G222130
OG0014132	XP_006404180.1	As010G222180
OG0014133	XP_024013426.1	As010G222480
OG0014134	XP_006404240.1	As010G222590
OG0014135	XP_006404282.1	As010G222880
OG0014136	XP_024013824.1	As010G222980
OG0014137	XP_006404297.1	As010G223070
OG0014138	XP_006396953.1	As010G223130
OG0014139	XP_006404334.2	As010G223360
OG0014140	XP_024013479.1	As010G223450
OG0014141	XP_006404375.1	As010G223610
OG0014142	XP_006404381.1	As010G223670
OG0014143	XP_024013362.1	As010G223680
