Orthogroup	Eutrema_salsugineum	Cardamine_amara
OG0014223	XP_006390464.1	evm.model.RL_3.1830
OG0014224	XP_024008423.1	evm.model.RL_3.1811
OG0014225	XP_006390488.1	evm.model.RL_3.1807
OG0014226	XP_024012593.1	evm.model.RL_3.1797
OG0014227	XP_006390499.1	evm.model.RL_3.1794
OG0014228	XP_024005661.1, XP_006390503.1	evm.model.RL_3.1791
OG0014229	XP_006390509.1	evm.model.RL_3.1785
OG0014230	XP_006390515.2	evm.model.RL_3.1779
OG0014231	XP_006390552.1	evm.model.RL_3.1750
OG0014232	XP_006390576.1	evm.model.RL_3.1730
OG0014233	XP_006390583.1	evm.model.RL_3.1722.2.687c84bc
OG0014235	XP_006390620.1	evm.model.RL_7.2172, evm.model.RL_3.1669
OG0014236	XP_006390635.1	evm.model.RL_4.2352, evm.model.RL_4.2351
OG0014237	XP_006390639.1	evm.model.RL_3.1655
OG0014238	XP_006416703.1	evm.model.RL_5.1581
OG0014239	XP_006390653.1	evm.model.RL_3.1640
OG0014240	XP_006390654.1	evm.model.RL_3.1639
OG0014241	XP_006390660.1	evm.model.RL_3.1634
OG0014242	XP_006390680.1	evm.model.RL_3.1621
OG0014243	XP_024006415.1	evm.model.RL_3.2297
OG0014244	XP_006389933.1	evm.model.RL_3.2304
OG0014245	XP_006389923.1	evm.model.RL_3.2313
OG0014246	XP_006389918.1	evm.model.RL_3.2319
OG0014247	XP_006389900.1	evm.model.RL_3.2334, evm.model.RL_3.2333
OG0014248	XP_024007596.1	evm.model.RL_3.2337
OG0014249	XP_006389896.1	evm.model.RL_3.2338
OG0014250	XP_006389889.1	evm.model.RL_3.2345
OG0014251	XP_024007290.1	evm.model.RL_3.2347
OG0014252	XP_006389840.1	evm.model.RL_3.2385
OG0014253	XP_006389819.1	evm.model.RL_3.2407
OG0014254	XP_006389789.1	evm.model.RL_3.2437
OG0014255	XP_024015648.1	evm.model.RL_3.2438
OG0014256	XP_006389782.2	evm.model.RL_3.2443
OG0014257	XP_006389781.1	evm.model.RL_3.2444, evm.model.RL_3.2445
OG0014258	XP_006404811.2	evm.model.RL_3.2447
OG0014259	XP_006389743.1	evm.model.RL_3.2474
OG0014260	XP_006389706.1	evm.model.RL_3.2485
OG0014261	XP_006389710.2	evm.model.RL_3.2489
OG0014262	XP_006389713.1	evm.model.RL_3.2492
OG0014263	XP_006389730.1	evm.model.RL_3.2502
OG0014264	XP_006389729.1	evm.model.RL_3.2504, evm.model.RL_3.216
OG0014265	XP_024015631.1	evm.model.RL_1.1166
OG0014266	XP_024015181.1	evm.model.RL_1.1192
OG0014267	XP_006407250.1	evm.model.RL_1.1228
OG0014268	XP_006407158.1	evm.model.RL_1.1301
OG0014269	XP_006407155.2	evm.model.RL_1.1306
OG0014270	XP_006401735.1	evm.model.RL_8.1414
OG0014271	XP_006407133.1	evm.model.RL_1.1325
OG0014272	XP_024015748.1	evm.model.RL_1.1326
OG0014274	XP_006407065.1	evm.model.RL_1.1380
OG0014275	XP_024015658.1	evm.model.RL_1.1407
OG0014276	XP_006407033.2	evm.model.RL_1.1409
OG0014277	XP_024015570.1	evm.model.RL_1.1412
OG0014278	XP_006407007.1	evm.model.RL_1.1433
OG0014279	XP_024015676.1	evm.model.RL_1.1446
OG0014280	XP_006406949.1	evm.model.RL_1.1486
OG0014281	XP_006406944.1	evm.model.RL_1.1490
OG0014282	XP_006406903.1	evm.model.RL_1.1516.1.687c87ed
OG0014283	XP_006397354.1	evm.model.RL_8.991
OG0014284	XP_006406885.1	evm.model.RL_1.1529
OG0014285	XP_006406879.2	evm.model.RL_1.1531
OG0014286	XP_006406842.1	evm.model.RL_1.1567
OG0014287	XP_006406827.1	evm.model.RL_1.1585
OG0014288	XP_006406804.1	evm.model.RL_1.1607
OG0014289	XP_006406781.1	evm.model.RL_1.1623
OG0014290	XP_006406758.1	evm.model.RL_1.1641
OG0014291	XP_006406747.1	evm.model.RL_1.1649
OG0014292	XP_006406710.1	evm.model.RL_1.1680
OG0014293	XP_006406706.1	evm.model.RL_1.1684
OG0014294	XP_006406686.1	evm.model.RL_1.1700
OG0014295	XP_024015425.1	evm.model.RL_1.1716
OG0014296	XP_006406634.1	evm.model.RL_1.1734
OG0014297	XP_006409867.1	evm.model.RL_6.944
OG0014298	XP_006406597.1	evm.model.RL_1.1761
OG0014301	XP_006406554.1	evm.model.RL_1.1800
OG0014303	XP_006406526.1	evm.model.RL_1.1826
OG0014304	XP_006406525.1	evm.model.RL_1.1827
OG0014305	XP_006406524.1	evm.model.RL_1.1828
OG0014306	XP_006393215.1	evm.model.RL_5.2052
OG0014307	XP_006406500.1	evm.model.RL_1.1849
OG0014308	XP_006406498.1	evm.model.RL_1.1851
OG0014309	XP_006393201.1	evm.model.RL_5.2040
OG0014310	XP_024015576.1	evm.model.RL_1.1888
OG0014311	XP_006406446.1	evm.model.RL_1.1901
OG0014312	XP_006406445.1, XP_006391638.1	evm.model.RL_1.1906
OG0014313	XP_024015782.1	evm.model.RL_1.1944.1.687c87ee
OG0014315	XP_006406387.1	evm.model.RL_1.1958.1.687c87ee
OG0014316	XP_024014588.1	evm.model.RL_1.1970
OG0014317	XP_006406376.1	evm.model.RL_1.1971
OG0014318	XP_006406374.2	evm.model.RL_1.1973
OG0014319	XP_006406350.1	evm.model.RL_1.1999
OG0014320	XP_024015533.1	evm.model.RL_1.2008
OG0014321	XP_006406339.1	evm.model.RL_1.2011
OG0014322	XP_006406337.1	evm.model.RL_1.2012
OG0014323	XP_006406261.1	evm.model.RL_1.2072.1.687c87ef
OG0014324	XP_006406277.1	evm.model.RL_1.2057
OG0014325	XP_006406279.1	evm.model.RL_1.2056
OG0014326	XP_006406288.1	evm.model.RL_1.2050
OG0014327	XP_006406290.1	evm.model.RL_1.2049
OG0014328	XP_006406245.1	evm.model.RL_1.2093
OG0014329	XP_006406231.1	evm.model.RL_1.2110
OG0014330	XP_006406146.1	evm.model.RL_1.2164
OG0014331	XP_006400559.1	evm.model.RL_4.1652
OG0014332	XP_006406120.1	evm.model.RL_1.2181
OG0014333	XP_006406105.1	evm.model.RL_1.2194
OG0014334	XP_006406031.1	evm.model.RL_1.2240
OG0014335	XP_006406017.1	evm.model.RL_1.2255
OG0014337	XP_006418850.1	evm.model.RL_1.2272
OG0014338	XP_006414825.1	evm.model.RL_2.903
OG0014339	XP_024009589.1	evm.model.RL_1.2314
OG0014340	XP_006418767.2	evm.model.RL_1.2331
OG0014341	XP_006396125.1	evm.model.RL_1.2337
OG0014342	XP_006418748.1	evm.model.RL_1.2338
OG0014343	XP_006418747.1	evm.model.RL_1.2339
OG0014344	XP_024009222.1	evm.model.RL_1.2367
OG0014345	XP_006418696.1	evm.model.RL_1.2377
OG0014346	XP_024009561.1	evm.model.RL_1.2414
OG0014347	XP_006418643.1	evm.model.RL_1.2417
OG0014348	XP_006418633.1	evm.model.RL_1.2427
OG0014349	XP_006418554.1	evm.model.RL_1.2486
OG0014350	XP_024009525.1	evm.model.RL_1.2484
OG0014351	XP_006418560.1	evm.model.RL_1.2473.1.687c87ef
OG0014352	XP_006409685.1	evm.model.RL_1.2619
OG0014353	XP_006409175.1	evm.model.RL_1.3008
OG0014354	XP_006407652.1	evm.model.RL_1.874
OG0014355	XP_006408983.1	evm.model.RL_1.2562
OG0014356	XP_006418587.1	evm.model.RL_1.2554
OG0014357	XP_006418586.1	evm.model.RL_1.2553
OG0014358	XP_006396126.1	evm.model.RL_1.2546
OG0014359	XP_006396130.1	evm.model.RL_1.2544
OG0014360	XP_006396136.1	evm.model.RL_1.2533
OG0014361	XP_006396162.1	evm.model.RL_1.2510
OG0014362	XP_006409704.1, XP_006408827.1	evm.model.RL_1.2604
OG0014363	XP_006409544.1	evm.model.RL_1.2765.1.687c87f0
OG0014364	XP_006409701.1	evm.model.RL_1.2590
OG0014365	XP_006409674.1	evm.model.RL_1.2668
OG0014366	XP_006409665.1	evm.model.RL_1.2682.1.687c87f0
OG0014367	XP_006409659.1	evm.model.RL_1.2694
OG0014368	XP_006409645.1	evm.model.RL_1.2696
OG0014369	XP_006409644.1	evm.model.RL_1.2697
OG0014370	XP_006412366.1	evm.model.RL_2.2847
OG0014371	XP_006409633.1	evm.model.RL_1.2709
OG0014372	XP_006409621.1	evm.model.RL_4.3253
OG0014373	XP_006409603.1	evm.model.RL_1.2729
OG0014374	XP_006417748.1	evm.model.RL_5.644
OG0014375	XP_024016464.1	evm.model.RL_1.2776
OG0014376	XP_024016644.1	evm.model.RL_1.2785
OG0014378	XP_006409440.1	evm.model.RL_1.2818
OG0014379	XP_024007635.1	evm.model.RL_5.2406
OG0014380	XP_006409406.1	evm.model.RL_1.2844
OG0014381	XP_006409369.1	evm.model.RL_5.2539
OG0014382	XP_006409359.1	evm.model.RL_1.2878
OG0014383	XP_006409321.1	evm.model.RL_1.2921
OG0014384	XP_024016578.1	evm.model.RL_1.2939
OG0014385	XP_024016497.1	evm.model.RL_1.2952
OG0014386	XP_006409156.1	evm.model.RL_1.3024
OG0014387	XP_006409122.1	evm.model.RL_1.3053
OG0014388	XP_006409121.1	evm.model.RL_1.3054
OG0014389	XP_006409106.1	evm.model.RL_1.3070
OG0014390	XP_006409097.1	evm.model.RL_1.3089
OG0014391	XP_006409095.1	evm.model.RL_1.3090
OG0014392	XP_024016406.1	evm.model.RL_1.3110
OG0014394	XP_006408880.1	evm.model.RL_1.3142
OG0014395	XP_006408914.1, XP_024014296.1	evm.model.RL_1.3175
OG0014396	XP_006408919.1	evm.model.RL_1.3181
OG0014397	XP_006408939.1	evm.model.RL_1.3197
OG0014398	XP_006408976.1	evm.model.RL_1.3227
OG0014399	XP_006408990.1	evm.model.RL_1.3244
OG0014400	XP_006409007.1	evm.model.RL_1.3259
OG0014401	XP_006395993.1	evm.model.RL_1.3270
OG0014402	XP_006409012.1	evm.model.RL_1.3267
OG0014403	XP_006392553.1	evm.model.RL_5.4014
OG0014404	XP_006392557.2	evm.model.RL_5.4010
OG0014405	XP_024006095.1	evm.model.RL_5.3962.1.687c88c6
OG0014406	XP_006392603.1	evm.model.RL_5.3961
OG0014407	XP_006392635.1	evm.model.RL_5.3927
OG0014408	XP_024006304.1	evm.model.RL_5.3923
OG0014409	XP_006392645.1	evm.model.RL_5.3920
OG0014410	XP_024010969.1	evm.model.RL_4.13
OG0014411	XP_006392666.1	evm.model.RL_5.3909
OG0014412	XP_006392751.1	evm.model.RL_5.3844
OG0014413	XP_006392760.1	evm.model.RL_5.3839
OG0014414	XP_006392778.2	evm.model.RL_5.3814
OG0014415	XP_006392805.1	evm.model.RL_5.3789
OG0014416	XP_024006100.1	evm.model.RL_5.3746
OG0014417	XP_006392865.1	evm.model.RL_5.3744
OG0014418	XP_024005951.1	evm.model.RL_5.3733
OG0014419	XP_006392912.1	evm.model.RL_5.3713
OG0014420	XP_006392914.1	evm.model.RL_5.3712
OG0014421	XP_006392913.1	evm.model.RL_5.3711
OG0014422	XP_006392931.1	evm.model.RL_5.3701
OG0014423	XP_006392952.1	evm.model.RL_5.1870
OG0014424	XP_006392994.2	evm.model.RL_5.1895
OG0014425	XP_024005996.1	evm.model.RL_5.1900
OG0014426	XP_006393035.1	evm.model.RL_5.1918
OG0014427	XP_006393100.1	evm.model.RL_5.1971
OG0014428	XP_006393085.1	evm.model.RL_5.1959
OG0014429	XP_006393063.1	evm.model.RL_5.1935
OG0014430	XP_006391187.1	evm.model.RL_3.1184, evm.model.RL_3.1186
OG0014431	XP_024006003.1	evm.model.RL_5.1986
OG0014432	XP_006393139.1	evm.model.RL_5.1991
OG0014433	XP_006393150.1	evm.model.RL_5.2003
OG0014434	XP_024006362.1	evm.model.RL_5.2018
OG0014435	XP_006393176.1	evm.model.RL_3.933, evm.model.RL_5.2022
OG0014436	XP_006393212.1	evm.model.RL_5.2049
OG0014437	XP_024006019.1	evm.model.RL_5.2058
OG0014438	XP_006393244.1	evm.model.RL_5.2070
OG0014439	XP_024015786.1	evm.model.RL_1.1815
OG0014440	XP_006393260.1	evm.model.RL_5.2084
OG0014441	XP_006393262.1	evm.model.RL_5.2086
OG0014442	XP_006393308.1	evm.model.RL_5.2106
OG0014443	XP_024006007.1	evm.model.RL_5.2111
OG0014444	XP_006393332.1	evm.model.RL_5.2126
OG0014445	XP_006393299.1	evm.model.RL_5.2102
OG0014446	XP_006393395.1	evm.model.RL_5.2155
OG0014447	XP_024006654.1	evm.model.RL_5.2176
OG0014448	XP_006393446.1	evm.model.RL_5.2185
OG0014449	XP_006414372.1	evm.model.RL_2.1175
OG0014450	XP_006414386.2	evm.model.RL_2.1158
OG0014451	XP_006403602.1	evm.model.RL_7.958
OG0014452	XP_006414390.1	evm.model.RL_2.1154
OG0014453	XP_024005699.1	evm.model.RL_2.1141.1.687c86e2
OG0014454	XP_006414427.1, XP_024004783.1	evm.model.RL_2.1133
OG0014455	XP_024004697.1	evm.model.RL_2.1122
OG0014456	XP_006410616.1	evm.model.RL_6.1560
OG0014457	XP_024003681.1	evm.model.RL_6.1558
OG0014458	XP_006410605.1	evm.model.RL_6.1547
OG0014459	XP_024013401.1	evm.model.RL_7.1195
OG0014460	XP_006403855.1	evm.model.RL_7.1189
OG0014461	XP_006395288.2	evm.model.RL_7.2095
OG0014462	XP_024013495.1	evm.model.RL_7.1164
OG0014463	XP_006403825.1	evm.model.RL_7.1163
OG0014464	XP_006403824.1	evm.model.RL_7.1162
OG0014465	XP_006403817.1	evm.model.RL_7.1156
OG0014466	XP_006403804.2	evm.model.RL_7.1145
OG0014467	XP_006403796.1	evm.model.RL_7.1132
OG0014468	XP_006403781.1	evm.model.RL_7.1120.3.687c84b8
OG0014469	XP_006403780.1	evm.model.RL_7.1116
OG0014470	XP_006391192.2	evm.model.RL_3.1178
OG0014471	XP_006403701.1	evm.model.RL_7.1054
OG0014472	XP_006403693.1	evm.model.RL_7.1048
OG0014473	XP_006403644.1	evm.model.RL_7.993
OG0014474	XP_006403618.1	evm.model.RL_7.973
OG0014475	XP_006403873.1	evm.model.RL_7.1202
OG0014476	XP_006400000.1	evm.model.RL_4.2146
OG0014477	XP_006403882.1	evm.model.RL_7.1214
OG0014478	XP_006403884.1	evm.model.RL_7.1216
OG0014479	XP_006403902.1	evm.model.RL_7.1229
OG0014480	XP_006403573.1	evm.model.RL_7.934
OG0014481	XP_006403564.1	evm.model.RL_7.929
OG0014482	XP_006403526.1	evm.model.RL_7.891
OG0014483	XP_006403487.1	evm.model.RL_7.856
OG0014484	XP_006403480.1	evm.model.RL_7.835, evm.model.RL_2.1964
OG0014485	XP_006403479.1	evm.model.RL_7.834.2.687c84b6
OG0014486	XP_024013535.1	evm.model.RL_7.829
OG0014487	XP_006403449.1	evm.model.RL_7.807
OG0014488	XP_006403015.1	evm.model.RL_7.737
OG0014489	XP_006403011.1	evm.model.RL_7.740
OG0014490	XP_006411319.1	evm.model.RL_6.2176
OG0014491	XP_006402978.1	evm.model.RL_7.719
OG0014492	XP_006402957.1	evm.model.RL_7.693
OG0014493	XP_006402950.1	evm.model.RL_7.688
OG0014494	XP_006402946.1	evm.model.RL_7.684
OG0014495	XP_006402900.1	evm.model.RL_7.648
OG0014496	XP_006402826.1	evm.model.RL_7.564
OG0014497	XP_024012738.1	evm.model.RL_7.543
OG0014498	XP_006402804.1, XP_006390393.2	evm.model.RL_7.537
OG0014499	XP_024013017.1	evm.model.RL_7.514
OG0014500	XP_006402767.1	evm.model.RL_7.500
OG0014501	XP_006402721.1	evm.model.RL_7.450
OG0014502	XP_006402717.1	evm.model.RL_7.448
OG0014503	XP_024012987.1	evm.model.RL_7.437
OG0014504	XP_006402693.1	evm.model.RL_7.418
OG0014506	XP_006402643.1	evm.model.RL_7.372
OG0014507	XP_006402640.1	evm.model.RL_7.375
OG0014508	XP_024012779.1	evm.model.RL_7.356
OG0014509	XP_006402597.1	evm.model.RL_7.334.2.687c84b4
OG0014510	XP_006402586.1	evm.model.RL_7.324
OG0014511	XP_006402960.1	evm.model.RL_7.698
OG0014512	XP_006402564.1	evm.model.RL_7.303
OG0014513	XP_006402555.2	evm.model.RL_7.297
OG0014514	XP_006402534.1	evm.model.RL_7.279
OG0014515	XP_006402521.1	evm.model.RL_7.263
OG0014516	XP_006402472.1	evm.model.RL_7.219
OG0014517	XP_006402456.1	evm.model.RL_7.204
OG0014518	XP_006402440.1	evm.model.RL_7.189.1.687c84b3
OG0014520	XP_006402423.1	evm.model.RL_7.170
OG0014521	XP_006402422.1	evm.model.RL_7.169
OG0014522	XP_006402420.1	evm.model.RL_7.168
OG0014523	XP_006402406.1	evm.model.RL_7.151
OG0014524	XP_006402373.1	evm.model.RL_7.116
OG0014525	XP_006402332.1	evm.model.RL_7.78
OG0014526	XP_006402306.1	evm.model.RL_7.49.2.687c84b2
OG0014527	XP_006402304.1	evm.model.RL_7.48
OG0014528	XP_024012783.1	evm.model.RL_7.34
OG0014529	XP_006402281.1	evm.model.RL_7.23
OG0014530	XP_006402277.1	evm.model.RL_7.20
OG0014531	XP_006391482.1, XP_006405525.1	evm.model.RL_7.12
OG0014532	XP_006392235.1	evm.model.RL_7.11
OG0014533	XP_006403739.1	evm.model.RL_7.7
OG0014537	XP_024013769.1	evm.model.RL_7.907
OG0014538	XP_006403025.1	evm.model.RL_7.755
OG0014539	XP_006398127.2	evm.model.RL_4.360
OG0014541	XP_006390295.1	evm.model.RL_3.1969
OG0014542	XP_006403391.1	evm.model.RL_4.681
OG0014543	XP_006410717.1	evm.model.RL_6.1642
OG0014544	XP_024016693.1	evm.model.RL_6.1677
OG0014545	XP_006411086.2	evm.model.RL_6.1975
OG0014546	XP_006398136.1	evm.model.RL_1.407
OG0014547	XP_006389780.1	evm.model.RL_3.2446
OG0014548	XP_006389962.2	evm.model.RL_3.2268
OG0014549	XP_006390017.1	evm.model.RL_3.2212
OG0014550	XP_024009334.1	evm.model.RL_3.1832
OG0014551	XP_006412679.1	evm.model.RL_2.2576
OG0014552	XP_006407532.1	evm.model.RL_1.971
OG0014553	XP_006412536.2	evm.model.RL_2.2704
OG0014554	XP_024005611.1	evm.model.RL_2.2328
OG0014555	XP_006412375.1	evm.model.RL_2.2838.1.687c86e7
OG0014556	XP_006408082.1	evm.model.RL_1.462
OG0014557	XP_006418505.1	evm.model.RL_8.2925
OG0014558	XP_024008622.1	evm.model.RL_5.627
OG0014561	XP_006416847.1	evm.model.RL_5.1460
OG0014562	XP_006390970.1	evm.model.RL_3.1373
OG0014563	XP_024011321.1, XP_024010817.1	evm.model.RL_3.1343
OG0014564	XP_006391142.1	evm.model.RL_3.1223
OG0014565	XP_024016653.1	evm.model.RL_3.781
OG0014566	XP_006391901.1	evm.model.RL_3.258
OG0014568	XP_006408940.1	evm.model.RL_1.3198
OG0014569	XP_006409202.1	evm.model.RL_1.2987
OG0014570	XP_006418665.1	evm.model.RL_1.2399
OG0014571	XP_006418793.1	evm.model.RL_1.2317
OG0014572	XP_006406480.1	evm.model.RL_1.1864, evm.model.RL_1.1882, evm.model.RL_1.1881
OG0014573	XP_024015183.1	evm.model.RL_1.1321
OG0014574	XP_006407605.1	evm.model.RL_1.869
OG0014575	XP_006399101.1	evm.model.RL_4.2911
OG0014576	XP_006399177.1	evm.model.RL_4.2850
OG0014578	XP_024004505.1	evm.model.RL_2.1890
OG0014579	XP_006413746.1	evm.model.RL_2.1674
OG0014580	XP_024004747.1	evm.model.RL_2.1489
OG0014581	XP_024004764.1	evm.model.RL_2.1323
OG0014582	XP_006414248.1	evm.model.RL_2.1282
OG0014583	XP_006415248.1	evm.model.RL_5.2745
OG0014584	XP_006415622.1	evm.model.RL_5.3030
OG0014585	XP_006413295.1	evm.model.RL_2.2069
OG0014586	XP_006413314.1	evm.model.RL_2.2049
OG0014587	XP_006409999.1	evm.model.RL_6.1039
OG0014588	XP_006414153.1	evm.model.RL_1.269
OG0014589	XP_006399866.1	evm.model.RL_4.2257
OG0014590	XP_024012541.1	evm.model.RL_4.2185
OG0014591	XP_024012483.1	evm.model.RL_4.1894
OG0014592	XP_006395158.1	evm.model.RL_4.834
OG0014593	XP_006405309.1	evm.model.RL_2.170.1.687c86e0
OG0014594	XP_006401117.1	evm.model.RL_8.1895, evm.model.RL_1.1964, evm.model.RL_4.1116, evm.model.RL_2.537
OG0014595	XP_006400962.1	evm.model.RL_8.2025
OG0014597	XP_024012098.1	evm.model.RL_4.1499
OG0014598	XP_024012419.1	evm.model.RL_4.1501
OG0014599	XP_006400568.1	evm.model.RL_4.1644
OG0014600	XP_006393991.1	evm.model.RL_8.2666
OG0014601	XP_006393942.1	evm.model.RL_8.2711
OG0014603	XP_006416487.1	evm.model.RL_5.1792
OG0014605	XP_006392432.1	evm.model.RL_3.684
OG0014607	XP_006391346.1	evm.model.RL_3.987
OG0014609	XP_024016638.1	evm.model.RL_1.2605
OG0014611	XP_006409219.1	evm.model.RL_1.2975
OG0014612	XP_006404904.2	evm.model.RL_6.293
OG0014614	XP_024004164.1	evm.model.RL_6.1997
OG0014618	XP_006393360.2	evm.model.RL_8.804
OG0014619	XP_024011256.1	evm.model.RL_8.795
OG0014621	XP_006396545.2	evm.model.RL_7.2645.3.687c84be
OG0014623	XP_006401262.2	evm.model.RL_8.1773
OG0014637	XP_006412962.1	evm.model.RL_2.2351
OG0014639	XP_006412938.1	evm.model.RL_2.2374
OG0014640	XP_006412934.1	evm.model.RL_2.2376
OG0014641	XP_006412927.2	evm.model.RL_2.2381
OG0014643	XP_006412916.1	evm.model.RL_2.2395
OG0014644	XP_006390118.1	evm.model.RL_3.2120
OG0014645	XP_006412894.1	evm.model.RL_2.2413
OG0014646	XP_006412893.1	evm.model.RL_2.2414
OG0014647	XP_024004660.1	evm.model.RL_2.2426
OG0014648	XP_006412875.1	evm.model.RL_2.2433
OG0014649	XP_006412870.1	evm.model.RL_2.2435
OG0014650	XP_006412853.1	evm.model.RL_2.2454
OG0014651	XP_006412852.1	evm.model.RL_2.2455
OG0014652	XP_024005181.1	evm.model.RL_2.2466.1.687c86e6
OG0014653	XP_006412835.1	evm.model.RL_2.2470
OG0014655	XP_006412824.1	evm.model.RL_2.2478
OG0014656	XP_006395965.1	evm.model.RL_3.2159
OG0014657	XP_006412813.1	evm.model.RL_2.2493
OG0014659	XP_006412804.1	evm.model.RL_2.2501
OG0014660	XP_024005350.1	evm.model.RL_2.2502
OG0014661	XP_006412722.1	evm.model.RL_2.2546
OG0014662	XP_006412666.2	evm.model.RL_2.2591
OG0014663	XP_006412660.1	evm.model.RL_2.2594
OG0014665	XP_006412651.1	evm.model.RL_2.2600
OG0014666	XP_006411599.2	evm.model.RL_2.3502, evm.model.RL_2.3335
OG0014667	XP_006412631.1	evm.model.RL_2.2617
OG0014668	XP_006412617.1	evm.model.RL_2.2625
OG0014669	XP_024005264.1	evm.model.RL_2.2632
OG0014670	XP_006412598.1	evm.model.RL_2.2652
OG0014671	XP_006412594.1	evm.model.RL_2.2655
OG0014672	XP_006417654.1	evm.model.RL_5.734
OG0014673	XP_006412577.1	evm.model.RL_2.2671
OG0014674	XP_006412554.1	evm.model.RL_2.2691
OG0014675	XP_006412551.1	evm.model.RL_2.2693
OG0014676	XP_006412552.1	evm.model.RL_2.2694
OG0014677	XP_006412539.1	evm.model.RL_2.2701
OG0014678	XP_006412537.1	evm.model.RL_2.2703
OG0014679	XP_006412519.1	evm.model.RL_2.2717
OG0014680	XP_006412485.1	evm.model.RL_2.2738
OG0014681	XP_006412483.1	evm.model.RL_2.2739
OG0014682	XP_024005132.1	evm.model.RL_2.2748
OG0014683	XP_006405226.1	evm.model.RL_6.477
OG0014684	XP_024005703.1	evm.model.RL_2.2777
OG0014685	XP_006412415.1	evm.model.RL_2.2804
OG0014686	XP_006412429.1	evm.model.RL_2.2795
OG0014687	XP_006412431.1	evm.model.RL_2.2793
OG0014689	XP_006412252.1	evm.model.RL_2.2945
OG0014690	XP_006412352.1	evm.model.RL_2.2859
OG0014691	XP_006412348.1	evm.model.RL_2.2864
OG0014692	XP_024005236.1	evm.model.RL_2.2865
OG0014693	XP_006412345.1	evm.model.RL_2.2867
OG0014695	XP_006412318.1	evm.model.RL_2.2888
OG0014696	XP_006412244.1	evm.model.RL_2.2951
OG0014697	XP_006412269.1	evm.model.RL_2.2931
OG0014698	XP_024012412.1	evm.model.RL_2.2915
OG0014699	XP_006412294.1	evm.model.RL_2.2909
OG0014700	XP_006412236.1	evm.model.RL_2.2957
OG0014701	XP_006412238.1	evm.model.RL_2.2955
OG0014702	XP_006412216.1	evm.model.RL_2.2980
OG0014703	XP_006412204.1	evm.model.RL_2.2989
OG0014704	XP_024016428.1	evm.model.RL_1.2869
OG0014705	XP_006405973.1	evm.model.RL_1.3216
OG0014706	XP_006412128.1	evm.model.RL_2.3049
OG0014707	XP_006412119.1	evm.model.RL_2.3055
OG0014708	XP_006412113.1	evm.model.RL_2.3059
OG0014709	XP_006415364.1	evm.model.RL_5.2822
OG0014710	XP_006415334.1	evm.model.RL_5.2805
OG0014711	XP_006415325.1	evm.model.RL_5.2799
OG0014712	XP_006415304.1	evm.model.RL_5.2783
OG0014713	XP_006415302.1	evm.model.RL_5.2781
OG0014714	XP_024008147.1	evm.model.RL_5.2766
OG0014715	XP_006415279.1	evm.model.RL_5.2765
OG0014716	XP_006415237.1	evm.model.RL_5.2738
OG0014717	XP_024008376.1	evm.model.RL_5.2734
OG0014718	XP_006415219.1	evm.model.RL_5.2731
OG0014719	XP_006415217.2	evm.model.RL_5.2729
OG0014720	XP_006415208.1	evm.model.RL_5.2723
OG0014721	XP_024008382.1	evm.model.RL_5.2709
OG0014722	XP_006415182.1	evm.model.RL_5.2707
OG0014723	XP_006414285.1	evm.model.RL_2.1255
OG0014724	XP_006414284.1	evm.model.RL_2.1254
OG0014725	XP_006414294.1	evm.model.RL_2.1247
OG0014726	XP_024005860.1	evm.model.RL_2.1244
OG0014727	XP_024005861.1	evm.model.RL_2.1243
OG0014728	XP_006414304.1	evm.model.RL_2.1241
OG0014729	XP_024004679.1	evm.model.RL_2.1228
OG0014730	XP_006414329.1	evm.model.RL_2.1212
OG0014731	XP_006414354.2	evm.model.RL_2.1191
OG0014732	XP_006414365.1	evm.model.RL_2.1183
OG0014733	XP_006392526.2	evm.model.RL_3.772
OG0014734	XP_006392509.1	evm.model.RL_3.754
OG0014735	XP_006392487.1	evm.model.RL_3.744
OG0014736	XP_024014016.1	evm.model.RL_3.1129
OG0014737	XP_006392464.1	evm.model.RL_3.717
OG0014738	XP_006392459.1	evm.model.RL_3.709
OG0014739	XP_024004328.1	evm.model.RL_3.670
OG0014740	XP_006392408.1	evm.model.RL_3.656
OG0014741	XP_006392402.1	evm.model.RL_3.644
OG0014742	XP_006392342.1	evm.model.RL_3.589, evm.model.RL_3.582
OG0014743	XP_006392274.1	evm.model.RL_3.538
OG0014744	XP_006410973.1, XP_006410972.1	evm.model.RL_6.1886
OG0014745	XP_006412812.1	evm.model.RL_2.2494
OG0014746	XP_006392177.1	evm.model.RL_3.477
OG0014747	XP_006392163.1	evm.model.RL_3.462.1.687c84ba
OG0014748	XP_006392105.1	evm.model.RL_3.393
OG0014749	XP_006392072.1	evm.model.RL_3.409
OG0014750	XP_024004100.1	evm.model.RL_3.361
OG0014751	XP_006391948.1	evm.model.RL_3.290
OG0014753	XP_006398492.1	evm.model.RL_5.8
OG0014754	XP_024011022.1	evm.model.RL_7.2680
OG0014755	XP_006398526.2	evm.model.RL_7.2683
OG0014756	XP_024011033.1	evm.model.RL_7.2689
OG0014757	XP_006395877.1	evm.model.RL_7.2700
OG0014758	XP_024007534.1	evm.model.RL_7.2708
OG0014759	XP_024007189.1	evm.model.RL_7.2710
OG0014760	XP_006395862.1	evm.model.RL_7.2712
OG0014761	XP_006395858.1	evm.model.RL_7.2717
