Orthogroup	Eutrema_salsugineum	Erysimum_linariifolium
OG0013882	XP_006413391.1	El003G159990
OG0013883	XP_006413390.1	El003G159980
OG0013884	XP_024005811.1	El003G159810
OG0013885	XP_006413340.1	El003G159520
OG0013886	XP_006413335.1	El003G159470
OG0013887	XP_006413334.1	El003G159440
OG0013888	XP_024005910.1	El003G150130
OG0013889	XP_006405141.1	El006G315120
OG0013890	XP_006405105.1	El006G315800
OG0013891	XP_024014211.1	El006G315780
OG0013892	XP_024014141.1	El006G315840
OG0013893	XP_006412390.1	El003G149560
OG0013894	XP_006405067.1	El006G315930
OG0013895	XP_006405068.1	El006G315940
OG0013896	XP_024014520.1	El001G052260
OG0013897	XP_006405048.1	El006G316050
OG0013898	XP_006405110.1	El006G315580
OG0013899	XP_006405115.2	El006G315470
OG0013900	XP_006404853.1	El006G318250
OG0013901	XP_006404768.1	El006G319060
OG0013902	XP_006390234.1	El004G228920
OG0013903	XP_006390236.1	El004G228910
OG0013904	XP_006404727.1	El006G319540
OG0013905	XP_006404702.1	El006G319810
OG0013906	XP_006404684.1	El006G320060
OG0013907	XP_024013885.1	El006G320330
OG0013908	XP_006404651.1	El006G320350
OG0013909	XP_006404646.1	El006G320390
OG0013910	XP_006404630.1	El006G320580
OG0013911	XP_006404599.1	El006G321100
OG0013912	XP_006404571.1	El006G321290
OG0013913	XP_006404547.1	El006G321610
OG0013914	XP_006404534.2	El002G100210
OG0013915	XP_006416936.1	El002G099260
OG0013916	XP_006416984.1	El002G098730
OG0013917	XP_006416985.1	El002G098710
OG0013918	XP_006416999.1	El002G098570
OG0013919	XP_006417023.1	El002G098250
OG0013920	XP_024009035.1	El002G098080
OG0013921	XP_006417086.1	El002G097470
OG0013922	XP_006417091.1	El002G097430
OG0013923	XP_006417099.1	El002G097360
OG0013924	XP_006417105.1	El002G097280, El002G097710
OG0013926	XP_006417136.1	El002G096950
OG0013927	XP_006417167.1	El002G096570
OG0013928	XP_006417200.1	El002G096300
OG0013929	XP_006417202.1	El002G096280
OG0013930	XP_006417279.1	El002G095400
OG0013931	XP_006417293.1	El002G095290
OG0013932	XP_006417295.1	El002G095280
OG0013933	XP_006417317.1	El002G095100
OG0013934	XP_006417325.1	El002G095020
OG0013935	XP_024009124.1	El002G094160
OG0013936	XP_006417398.1	El002G094060
OG0013937	XP_006417417.1	El002G093850
OG0013938	XP_006418541.1	El005G269930
OG0013939	XP_006418542.1	El005G269920
OG0013940	XP_024007204.1	El001G047970
OG0013941	XP_006417525.1	El002G092820
OG0013942	XP_006417519.2	El002G092870
OG0013943	XP_006417555.1	El002G092420
OG0013944	XP_006417560.1	El002G092380
OG0013945	XP_024008900.1	El002G092280
OG0013946	XP_006417573.1	El002G092240
OG0013947	XP_006417577.1	El002G092170
OG0013948	XP_006417582.1	El002G092120
OG0013949	XP_006417588.1	El002G092060
OG0013950	XP_024009107.1	El002G091370
OG0013951	XP_006417679.1	El002G091250
OG0013952	XP_006417683.1	El002G091200
OG0013953	XP_006417692.1	El002G091140
OG0013954	XP_006402845.1	El001G029280
OG0013955	XP_006417759.1	El002G090510
OG0013956	XP_006417802.2	El002G090010
OG0013957	XP_006417808.2	El002G089880
OG0013958	XP_006417821.1	El002G089730
OG0013959	XP_006417842.1	El002G089570
OG0013960	XP_006417854.1	El002G089460
OG0013961	XP_024008468.1	El002G089450
OG0013962	XP_024009009.1	El002G089110
OG0013963	XP_006417919.1	El002G088810
OG0013964	XP_006417939.2	El002G088660
OG0013965	XP_006409153.2	El002G088530
OG0013966	XP_006417986.1	El002G088100
OG0013968	XP_006418005.1	El002G087830
OG0013969	XP_006418040.1	El002G087530
OG0013970	XP_006418065.1	El002G087190
OG0013971	XP_024008314.1	El002G087030
OG0013972	XP_006418084.1	El002G086990, El002G089930
OG0013973	XP_006418098.1	El002G086790
OG0013974	XP_006418120.1	El002G086540
OG0013975	XP_006418140.1	El002G086270
OG0013976	XP_024008437.1	El002G086140
OG0013977	XP_006418155.1	El002G086100
OG0013978	XP_006418232.1	El002G085290
OG0013979	XP_006418260.1	El002G084990
OG0013980	XP_006418271.1	El002G084850
OG0013981	XP_006418275.1	El002G084820
OG0013982	XP_006418316.2	El002G084360
OG0013983	XP_006418363.1	El006G287760
OG0013984	XP_006418369.1	El002G083850
OG0013985	XP_006418396.1	El002G083690
OG0013986	XP_006418398.1	El002G083670
OG0013987	XP_006418401.1	El002G083640
OG0013988	XP_024007845.1	El002G083620
OG0013989	XP_006418409.1	El002G083560
OG0013990	XP_006418434.2	El002G083220
OG0013991	XP_006418429.1	El002G083310
OG0013992	XP_024008340.1	El002G083120
OG0013993	XP_024007820.1	El002G082820
OG0013994	XP_006418465.1	El002G082800
OG0013995	XP_024008150.1	El006G287160
OG0013996	XP_006418470.1	El002G082750
OG0013997	XP_006390342.1	El001G017660
OG0013998	XP_006418507.1	El002G082420
OG0013999	XP_006399900.1	El001G067630
OG0014000	XP_006399971.2	El001G066900
OG0014001	XP_006400470.1	El001G061270
OG0014002	XP_006399958.1	El001G067030
OG0014003	XP_006399954.1	El001G067060
OG0014004	XP_006399918.1	El001G067470
OG0014005	XP_024011935.1	El001G066710
OG0014006	XP_006418861.1, XP_006400068.1	El001G065970
OG0014007	XP_006400090.1	El001G065700
OG0014008	XP_006400091.1	El001G065690
OG0014009	XP_006400092.1	El001G065680
OG0014010	XP_006400100.1	El001G065620
OG0014011	XP_006400103.1	El001G065590
OG0014012	XP_006400117.1	El001G065430
OG0014013	XP_006400118.1	El001G065420
OG0014014	XP_006400140.1	El001G065260
OG0014015	XP_006400150.1	El001G065160
OG0014016	XP_024011691.1	El001G065120
OG0014017	XP_006400189.1	El001G064500
OG0014018	XP_006400212.1	El001G064250
OG0014019	XP_006400220.1	El001G064170
OG0014020	XP_006400240.1	El001G063950
OG0014021	XP_006400247.1	El001G063820
OG0014022	XP_006400257.1	El001G063730
OG0014023	XP_006400279.1	El001G063540
OG0014024	XP_006400278.1	El001G063550
OG0014025	XP_024011792.1	El001G063260
OG0014026	XP_006400361.1	El001G062520
OG0014027	XP_006390120.1	El004G230170
OG0014028	XP_006400367.1	El001G062460
OG0014029	XP_006400391.1	El001G062260
OG0014030	XP_006400398.1	El001G062160
OG0014031	XP_006400406.1	El001G062070
OG0014032	XP_006400421.1	El001G061940, El001G061900
OG0014033	XP_006400448.1	El001G061580
OG0014034	XP_006400475.1	El001G061230
OG0014035	XP_006400488.1	El001G061040
OG0014036	XP_024006926.1	El001G051260
OG0014037	XP_006394902.1	El001G051090
OG0014038	XP_006394904.1	El001G051050
OG0014039	XP_006394906.1	El001G051030
OG0014040	XP_024007175.1	El001G050870
OG0014041	XP_006394921.1	El001G050730
OG0014042	XP_006403208.1	El007G359290
OG0014043	XP_006394951.1	El001G049710
OG0014044	XP_006394980.1	El001G049170, El001G049180, El001G049190
OG0014045	XP_006395018.1	El001G048110
OG0014046	XP_006395109.1	El007G346900
OG0014047	XP_006395137.1	El007G346950
OG0014048	XP_006395127.1	El007G347020
OG0014049	XP_024007372.1	El007G347080
OG0014050	XP_006395193.1	El007G349110
OG0014051	XP_006395146.2	El007G347540
OG0014052	XP_006399848.1	El001G068130
OG0014053	XP_006399165.1	El001G074950
OG0014054	XP_006399182.1	El001G074790
OG0014055	XP_006399170.1	El001G074900
OG0014056	XP_006399998.1	El001G066660
OG0014057	XP_006399142.2	El001G075230
OG0014058	XP_006399137.1	El001G075270
OG0014059	XP_024012100.1	El001G075300
OG0014060	XP_006399127.1	El001G075360
OG0014061	XP_024007525.1	El007G351220
OG0014062	XP_006399088.1	El001G075980
OG0014063	XP_006399082.1	El001G076060
OG0014064	XP_006399064.1	El001G076180
OG0014065	XP_006399056.1	El001G075670, El001G076270
OG0014066	XP_024011862.1	El001G039310
OG0014067	XP_006399045.1	El001G076390
OG0014068	XP_006399034.1	El001G076480
OG0014069	XP_006399023.2	El001G076580
OG0014070	XP_006399012.1	El001G076770
OG0014071	XP_006399009.2	El001G076800, El003G181180
OG0014072	XP_006398989.1	El001G077010
OG0014073	XP_006398984.1	El001G077070
OG0014074	XP_024012233.1	El001G077720
OG0014075	XP_006398938.1	El001G077660
OG0014076	XP_006398947.1	El001G077510, El001G077470
OG0014077	XP_006398948.1	El001G077460, El001G077500
OG0014079	XP_006398926.1	El001G077830
OG0014080	XP_006398922.1	El001G077900
OG0014081	XP_006398919.1	El001G077930
OG0014083	XP_006398895.1	El001G078170
OG0014084	XP_006394850.1	El001G051850
OG0014085	XP_024007455.1	El001G052600
OG0014086	XP_006394811.1	El001G052590
OG0014087	XP_006394779.1	El001G053050
OG0014088	XP_006394687.1	El001G055580
OG0014089	XP_006394694.2	El001G055450
OG0014090	XP_006394696.1	El001G055420
OG0014091	XP_006394684.1	El006G313010, El001G055620
OG0014092	XP_006394679.1	El001G055680
OG0014093	XP_006394653.1	El001G056110
OG0014094	XP_024006746.1	El001G056330, El002G129820
OG0014095	XP_006418578.1	El007G345380
OG0014096	XP_006394571.1	El001G057120
OG0014097	XP_006394568.1	El001G057140
OG0014098	XP_006394543.1	El007G329870
OG0014099	XP_006394504.1	El007G329370
OG0014100	XP_006394499.1	El007G329310
OG0014101	XP_006394477.1	El007G329070
OG0014102	XP_006412986.1	El003G155780
OG0014103	XP_006394441.1	El007G328670
OG0014104	XP_006394429.1	El007G328590
OG0014105	XP_006394406.1	El007G328330
OG0014106	XP_006394364.1	El007G327990
OG0014107	XP_006394356.1	El007G327880
OG0014108	XP_006394353.1	El007G327850
OG0014109	XP_006394346.1	El007G327780
OG0014110	XP_006394337.1	El007G327710
OG0014111	XP_006394322.1	El007G327560
OG0014112	XP_006394323.1	El007G327550
OG0014113	XP_006401048.1	El007G332700
OG0014114	XP_006401062.1	El007G332830
OG0014115	XP_024011724.1	El007G333120
OG0014116	XP_006403911.1	El001G021740
OG0014117	XP_006403915.2	El001G021670
OG0014118	XP_024013743.1	El001G021610
OG0014119	XP_006403931.1	El001G021560
OG0014120	XP_006403963.1	El001G021310
OG0014121	XP_006403989.1	El001G021070
OG0014122	XP_006404010.1	El001G020800
OG0014123	XP_024005366.1	El001G020790
OG0014124	XP_006404025.1	El001G020590
OG0014125	XP_024014609.1	El001G020460, El001G039330
OG0014126	XP_006404092.1	El001G019960
OG0014127	XP_006404101.1	El001G019730
OG0014128	XP_006404108.2	El001G019640
OG0014129	XP_024013643.1	El001G019340
OG0014130	XP_006404154.1	El001G019270
OG0014131	XP_006404170.1	El001G019020
OG0014132	XP_006404180.1	El001G018840
OG0014133	XP_024013426.1	El001G018350
OG0014134	XP_006404240.1	El001G018210
OG0014135	XP_006404282.1	El001G017850
OG0014136	XP_024013824.1	El001G017770
OG0014137	XP_006404297.1	El001G017630
OG0014138	XP_006396953.1	El001G007890
OG0014139	XP_006404334.2	El001G017310, El003G181460
OG0014140	XP_024013479.1	El001G017240
OG0014141	XP_006404375.1	El001G016810
OG0014142	XP_006404381.1	El001G016730
OG0014143	XP_024013362.1	El001G016720
OG0014144	XP_006404422.1	El001G016370, El001G016410
OG0014145	XP_006404425.1	El001G016400, El001G016360
OG0014146	XP_006418880.1	El001G015840
OG0014147	XP_006418895.1	El001G015660
OG0014148	XP_024009503.1, XP_006418935.1	El001G015360
OG0014149	XP_006390520.1	El004G226130
OG0014150	XP_006418991.1	El001G014860
OG0014151	XP_024009638.1	El001G014800
OG0014152	XP_006419019.1	El001G014600
OG0014153	XP_006419047.1	El001G014240
OG0014154	XP_006419053.1	El001G014110
OG0014155	XP_024009629.1	El001G013950
OG0014156	XP_006419082.2	El001G013840
OG0014157	XP_006419096.1	El001G013650
OG0014158	XP_006404482.1	El001G012470
OG0014159	XP_006404510.2	El001G012400
OG0014160	XP_006404508.1	El001G012390
OG0014161	XP_006408048.1	El001G012260
OG0014162	XP_006397751.1	El006G282640
OG0014163	XP_024010016.1	El001G011470
OG0014164	XP_024005973.1	El001G012080
OG0014165	XP_006391243.1	El004G218040
OG0014166	XP_006391259.1	El004G217790
OG0014167	XP_006391214.1	El004G218290
OG0014168	XP_006391805.1	El004G197240
OG0014169	XP_024009267.1	El004G218500
OG0014170	XP_006391200.1	El004G218480
OG0014171	XP_006391118.1	El004G219440
OG0014172	XP_024008091.1	El004G219510
OG0014173	XP_006389809.1	El003G183300, El004G233870
OG0014174	XP_006391037.1	El004G220310
OG0014175	XP_006391030.1	El004G220400
OG0014176	XP_006391025.1	El004G220460
OG0014177	XP_006391022.1	El002G112240, El004G220490
OG0014178	XP_006391000.2	El004G220740
OG0014179	XP_006390949.1	El004G221230
OG0014180	XP_024009526.1	El004G221860
OG0014181	XP_006390864.1	El004G222230
OG0014182	XP_006390857.1	El004G222280
OG0014183	XP_006390802.2	El004G223000
OG0014184	XP_006390793.1	El004G223120
OG0014185	XP_006390784.1	El004G223190
OG0014186	XP_006390774.1	El004G223280
OG0014187	XP_006390769.1	El004G223320
OG0014188	XP_006390750.1	El004G223510
OG0014189	XP_006390734.2	El004G223660
OG0014190	XP_006390733.1	El004G223670
OG0014191	XP_006390720.1	El004G223830
OG0014192	XP_006390719.1	El004G223840
OG0014193	XP_006390010.1	El004G231530
OG0014194	XP_006390062.1	El004G230840
OG0014195	XP_024012878.1	El004G230780
OG0014196	XP_024009017.1	El004G230650
OG0014197	XP_006390103.1	El004G230350
OG0014198	XP_006390107.1	El004G230320
OG0014199	XP_006390124.1	El004G230110
OG0014200	XP_024009233.1, XP_006405096.1	El004G230050
OG0014202	XP_024004305.1	El004G229680
OG0014203	XP_006390178.1	El004G229500
OG0014204	XP_006390206.1	El004G229210
OG0014205	XP_006390240.1	El004G228870
OG0014206	XP_006390242.1	El004G228850
OG0014207	XP_006390245.1	El004G228820
OG0014208	XP_006390258.1	El004G228640
OG0014209	XP_006390274.1	El004G228420
OG0014210	XP_006390293.2	El004G228150
OG0014211	XP_006390320.1	El004G227880
OG0014212	XP_024009138.1	El004G227870
OG0014213	XP_006390348.1	El004G227660
OG0014214	XP_006390351.1	El004G227630
OG0014215	XP_024006419.1	El004G227440
OG0014216	XP_006390389.1	El004G227330
OG0014217	XP_006390400.1	El004G227240
OG0014218	XP_006390424.1	El004G226990
OG0014219	XP_024009312.1	El004G226950
OG0014220	XP_006390436.1	El004G226880
OG0014221	XP_006390446.1	El004G226790
OG0014222	XP_006390460.1	El004G226710
OG0014223	XP_006390464.1	El004G226680
OG0014224	XP_024008423.1	El004G226420
OG0014225	XP_006390488.1	El004G226380
OG0014226	XP_024012593.1	El004G226280
OG0014227	XP_006390499.1	El004G226250
OG0014228	XP_024005661.1, XP_006390503.1	El004G226210
OG0014229	XP_006390509.1	El004G226150
OG0014230	XP_006390515.2	El004G226090
OG0014231	XP_006390552.1	El004G225720
OG0014232	XP_006390576.1	El004G225410
OG0014233	XP_006390583.1	El004G225310
OG0014235	XP_006390620.1	El004G224880
OG0014237	XP_006390639.1	El004G224730
OG0014238	XP_006416703.1	El002G101550
OG0014239	XP_006390653.1	El004G224540
OG0014240	XP_006390654.1	El004G224530
OG0014241	XP_006390660.1	El004G224450
OG0014242	XP_006390680.1	El004G224220
OG0014243	XP_024006415.1	El004G232350
OG0014244	XP_006389933.1	El004G232440
OG0014245	XP_006389923.1	El004G232530
OG0014246	XP_006389918.1	El006G318620, El004G232620
OG0014247	XP_006389900.1	El004G232800
OG0014248	XP_024007596.1	El004G232860
OG0014249	XP_006389896.1	El004G232870
OG0014250	XP_006389889.1	El004G232950, El004G234420
OG0014251	XP_024007290.1	El004G232970
OG0014252	XP_006389840.1	El004G233460
OG0014253	XP_006389819.1	El004G233730
OG0014254	XP_006389789.1	El004G234100
OG0014255	XP_024015648.1	El004G234110
OG0014256	XP_006389782.2	El004G234160
OG0014257	XP_006389781.1	El004G234190
OG0014258	XP_006404811.2	El004G234230
OG0014259	XP_006389743.1	El004G234520
OG0014260	XP_006389706.1	El004G234580
OG0014261	XP_006389710.2	El004G234620, El004G234640
OG0014262	XP_006389713.1	El004G234660
OG0014263	XP_006389730.1	El004G234790
OG0014264	XP_006389729.1	El004G234770
OG0014265	XP_024015631.1	El005G248480
OG0014266	XP_024015181.1	El005G248750
OG0014267	XP_006407250.1	El005G249140
OG0014268	XP_006407158.1	El005G249930
OG0014269	XP_006407155.2	El005G249950
OG0014270	XP_006401735.1	El007G339990
OG0014271	XP_006407133.1	El005G250200
OG0014272	XP_024015748.1	El005G250210
OG0014274	XP_006407065.1	El005G250890
OG0014275	XP_024015658.1	El005G251230
OG0014276	XP_006407033.2	El005G251260
OG0014277	XP_024015570.1	El005G251290
OG0014278	XP_006407007.1	El005G251580
OG0014279	XP_024015676.1	El005G251750
OG0014280	XP_006406949.1	El005G252220
OG0014281	XP_006406944.1	El005G252270
OG0014282	XP_006406903.1	El005G252620
OG0014283	XP_006397354.1	El001G011560
OG0014284	XP_006406885.1	El005G252770
OG0014285	XP_006406879.2	El005G252810
OG0014286	XP_006406842.1	El005G253100
OG0014287	XP_006406827.1	El005G253330
OG0014288	XP_006406804.1	El005G253610
OG0014289	XP_006406781.1	El005G253840
OG0014290	XP_006406758.1	El005G254050
OG0014291	XP_006406747.1	El005G254170
OG0014292	XP_006406710.1	El005G254540
OG0014293	XP_006406706.1	El005G254580
OG0014294	XP_006406686.1	El005G254750
OG0014295	XP_024015425.1	El005G255130, El005G255090
OG0014296	XP_006406634.1	El005G255390
OG0014297	XP_006409867.1	El006G305190
OG0014298	XP_006406597.1	El005G255800
OG0014300	XP_006406566.1	El005G256090
OG0014301	XP_006406554.1	El005G256280
OG0014303	XP_006406526.1	El005G256620
OG0014304	XP_006406525.1	El005G256640
OG0014305	XP_006406524.1	El005G256650
OG0014306	XP_006393215.1	El002G133970
OG0014307	XP_006406500.1	El005G256950
OG0014308	XP_006406498.1	El005G256970
OG0014309	XP_006393201.1	El002G134140
OG0014310	XP_024015576.1	El005G257320
OG0014311	XP_006406446.1	El005G257420
OG0014312	XP_006406445.1, XP_006391638.1	El005G257470
OG0014313	XP_024015782.1	El005G258020
OG0014315	XP_006406387.1	El005G258140
OG0014316	XP_024014588.1	El005G258320
OG0014317	XP_006406376.1	El005G258330
OG0014318	XP_006406374.2	El005G258350
OG0014319	XP_006406350.1	El005G258740
OG0014320	XP_024015533.1	El005G258810
OG0014321	XP_006406339.1	El005G258850
OG0014322	XP_006406337.1	El005G258870
OG0014323	XP_006406261.1	El005G259760
OG0014324	XP_006406277.1	El005G259550
OG0014325	XP_006406279.1	El005G259490
OG0014326	XP_006406288.1	El005G259420
OG0014327	XP_006406290.1	El005G259410
OG0014328	XP_006406245.1	El005G260050
OG0014329	XP_006406231.1	El005G260300
OG0014330	XP_006406146.1	El005G261510
OG0014331	XP_006400559.1	El001G060190, El001G076310
OG0014332	XP_006406120.1	El005G262260, El005G262000
OG0014333	XP_006406105.1	El005G262830
OG0014334	XP_006406031.1	El005G264900
OG0014335	XP_006406017.1	El005G265150, El005G265160
OG0014336	XP_024015207.1	El005G265190
OG0014337	XP_006418850.1	El005G265600
OG0014338	XP_006414825.1	El003G176040, El003G176010
OG0014339	XP_024009589.1	El005G267130
OG0014340	XP_006418767.2	El005G267540
OG0014341	XP_006396125.1	El005G267620
OG0014342	XP_006418748.1	El005G267640
OG0014343	XP_006418747.1	El005G267660
OG0014344	XP_024009222.1	El005G268070
OG0014345	XP_006418696.1	El005G268190
OG0014346	XP_024009561.1	El005G268780
OG0014347	XP_006418643.1	El005G268790
OG0014348	XP_006418633.1	El005G268920
OG0014349	XP_006418554.1	El005G269770, El005G269760
OG0014350	XP_024009525.1	El005G269740
OG0014351	XP_006418560.1	El005G269570
OG0014352	XP_006409685.1	El005G271830
OG0014353	XP_006409175.1	El005G276500
OG0014354	XP_006407652.1	El005G271290
OG0014355	XP_006408983.1	El005G271080
OG0014356	XP_006418587.1	El005G270900
OG0014357	XP_006418586.1	El005G270890
OG0014358	XP_006396126.1	El005G270780
OG0014359	XP_006396130.1	El005G270760
OG0014360	XP_006396136.1	El005G270640
OG0014361	XP_006396162.1	El005G270210
OG0014362	XP_006409704.1, XP_006408827.1	El005G271650
OG0014363	XP_006409544.1	El005G272970
OG0014364	XP_006409701.1	El005G271510
OG0014365	XP_006409674.1	El005G271960
OG0014366	XP_006409665.1	El005G272180
OG0014367	XP_006409659.1	El005G272210
OG0014368	XP_006409645.1	El005G272370
OG0014369	XP_006409644.1	El005G272380
OG0014370	XP_006412366.1	El003G149330
OG0014371	XP_006409633.1	El005G272450
OG0014372	XP_006409621.1	El001G080040
OG0014373	XP_006409603.1	El005G272600
OG0014374	XP_006417748.1	El002G090640
OG0014375	XP_024016464.1	El005G273210
OG0014376	XP_024016644.1	El005G273260
OG0014377	XP_024016593.1	El005G273310
OG0014378	XP_006409440.1	El005G273640
OG0014379	XP_024007635.1	El002G125950
OG0014380	XP_006409406.1	El005G273910
OG0014381	XP_006409369.1	El002G125350, El005G265800
OG0014382	XP_006409359.1	El005G274310
OG0014383	XP_006409321.1	El005G274780
OG0014384	XP_024016578.1	El005G275030
OG0014385	XP_024016497.1	El005G275240
OG0014386	XP_006409156.1	El005G276750, El005G276070
OG0014387	XP_006409122.1	El005G277120
OG0014388	XP_006409121.1	El005G277130
OG0014389	XP_006409106.1	El005G277340
OG0014390	XP_006409097.1	El005G277380
OG0014391	XP_006409095.1	El005G277390
OG0014392	XP_024016406.1	El005G277740
OG0014394	XP_006408880.1	El005G278070
OG0014395	XP_024014296.1	El005G278450
OG0014396	XP_006408919.1	El005G278490
OG0014397	XP_006408939.1	El005G278660
OG0014398	XP_006408976.1	El005G278970
OG0014399	XP_006408990.1	El005G279120
OG0014400	XP_006409007.1	El005G279210
OG0014401	XP_006395993.1	El005G279430
OG0014402	XP_006409012.1	El005G279400
OG0014403	XP_006392553.1	El002G141530
OG0014404	XP_006392557.2	El002G141490
OG0014405	XP_024006095.1	El002G140940
OG0014406	XP_006392603.1	El002G140890
OG0014407	XP_006392635.1	El002G140460
OG0014408	XP_024006304.1	El002G140390
OG0014409	XP_006392645.1	El002G140360
OG0014410	XP_024010969.1	El007G366910
OG0014411	XP_006392666.1	El002G140250
OG0014412	XP_006392751.1	El002G139350
OG0014413	XP_006392760.1	El002G127300, El002G139190
OG0014414	XP_006392778.2	El002G139060
OG0014415	XP_006392805.1	El002G138360
OG0014416	XP_024006100.1	El002G137800
OG0014417	XP_006392865.1	El002G137780
OG0014418	XP_024005951.1	El002G137630
OG0014419	XP_006392912.1	El002G137260
OG0014420	XP_006392914.1	El002G137250
OG0014421	XP_006392913.1	El002G137240
OG0014422	XP_006392931.1	El002G137120
OG0014423	XP_006392952.1	El002G136770
OG0014424	XP_006392994.2	El002G136340
OG0014425	XP_024005996.1	El002G136240
OG0014426	XP_006393035.1	El002G135930
OG0014427	XP_006393100.1	El002G135150
OG0014428	XP_006393085.1	El002G135380
OG0014429	XP_006393063.1	El002G135670
OG0014430	XP_006391187.1	El004G218710
OG0014431	XP_024006003.1	El002G134810
OG0014432	XP_006393139.1	El005G260770, El002G134760
OG0014433	XP_006393150.1	El002G134650
OG0014434	XP_024006362.1	El002G134490
OG0014435	XP_006393176.1	El002G134440
OG0014436	XP_006393212.1	El002G133990
OG0014437	XP_024006019.1	El002G133920
OG0014438	XP_006393244.1	El002G133700
OG0014439	XP_024015786.1	El005G256500
OG0014440	XP_006393260.1	El002G133380
OG0014441	XP_006393262.1	El002G133350
OG0014442	XP_006393308.1	El002G133020
OG0014443	XP_024006007.1	El002G132940
OG0014444	XP_006393332.1	El002G132730
OG0014445	XP_006393299.1	El002G133110
OG0014446	XP_006393395.1	El002G132200
OG0014447	XP_024006654.1	El002G131830
OG0014448	XP_006393446.1	El002G131740
OG0014449	XP_006414372.1	El003G171400
OG0014450	XP_006414386.2	El003G171560
OG0014451	XP_006403602.1	El001G024970
OG0014452	XP_006414390.1	El003G171600
OG0014453	XP_024005699.1	El003G171960
OG0014454	XP_006414427.1, XP_024004783.1	El003G172110
OG0014455	XP_024004697.1	El003G172220, El003G172240
OG0014456	XP_006410616.1	El006G296510
OG0014457	XP_024003681.1	El006G296520
OG0014458	XP_006410605.1	El006G296700
OG0014459	XP_024013401.1	El001G022290
OG0014460	XP_006403855.1	El001G022340
OG0014461	XP_006395288.2	El001G045200
OG0014462	XP_024013495.1	El001G022580
OG0014463	XP_006403825.1	El001G022590
OG0014464	XP_006403824.1	El001G022600
OG0014465	XP_006403817.1	El001G022660
OG0014466	XP_006403804.2	El001G022780
OG0014467	XP_006403796.1	El001G022950
OG0014468	XP_006403781.1	El001G023070
OG0014469	XP_006403780.1	El001G023160
OG0014470	XP_006391192.2	El004G218600, El004G218620
OG0014471	XP_006403701.1	El001G023960
OG0014472	XP_006403693.1	El001G024000
OG0014473	XP_006403644.1	El001G024530
OG0014474	XP_006403618.1	El001G024790
OG0014475	XP_006403873.1	El001G022200
OG0014476	XP_006400000.1	El001G066640
OG0014477	XP_006403882.1	El001G022050
OG0014478	XP_006403884.1	El001G022030
OG0014479	XP_006403902.1	El001G021850
OG0014480	XP_006403573.1	El001G025230, El005G262900
OG0014481	XP_006403564.1	El001G025280
OG0014482	XP_006403526.1	El001G025690
OG0014483	XP_006403487.1	El001G026150, El001G026040
OG0014484	XP_006403480.1	El001G026170
OG0014485	XP_006403479.1	El001G026180
OG0014486	XP_024013535.1	El001G026270
OG0014487	XP_006403449.1	El001G026540
OG0014488	XP_006403015.1	El001G011570, El001G027470
OG0014489	XP_006403011.1	El001G027510
OG0014490	XP_006411319.1	El006G288980
OG0014491	XP_006402978.1	El001G027840
OG0014492	XP_006402957.1	El001G028090
OG0014493	XP_006402950.1	El001G028140
OG0014494	XP_006402946.1	El001G028170
OG0014495	XP_006402900.1	El001G028650
OG0014496	XP_006402826.1	El001G029410
OG0014497	XP_024012738.1	El001G029640
OG0014498	XP_006402804.1, XP_006390393.2	El001G029720
OG0014499	XP_024013017.1	El001G030100
OG0014500	XP_006402767.1	El001G030240
OG0014501	XP_006402721.1	El001G030690
OG0014502	XP_006402717.1	El001G030710
OG0014503	XP_024012987.1	El001G030720
OG0014504	XP_006402693.1	El001G030980
OG0014506	XP_006402643.1	El001G031530
OG0014508	XP_024012779.1	El001G031770
OG0014509	XP_006402597.1	El001G032010
OG0014510	XP_006402586.1	El001G032110
OG0014511	XP_006402960.1	El001G028030
OG0014512	XP_006402564.1	El001G032380
OG0014513	XP_006402555.2	El001G032440
OG0014514	XP_006402534.1	El001G032800
OG0014515	XP_006402521.1	El001G032960
OG0014516	XP_006402472.1	El001G033540
OG0014517	XP_006402456.1	El001G033830
OG0014518	XP_006402440.1	El001G033970
OG0014520	XP_006402423.1	El001G034250
OG0014521	XP_006402422.1	El001G034270
OG0014522	XP_006402420.1	El001G034280
OG0014523	XP_006402406.1	El001G034410
OG0014524	XP_006402373.1	El001G034740
OG0014525	XP_006402332.1	El001G035160
OG0014526	XP_006402306.1	El001G035470
OG0014527	XP_006402304.1	El001G035480
OG0014528	XP_024012783.1	El001G035650
OG0014529	XP_006402281.1	El001G035770
OG0014530	XP_006402277.1	El001G035800
OG0014531	XP_006391482.1, XP_006405525.1	El001G035900
OG0014532	XP_006392235.1	El001G035910
OG0014533	XP_006403739.1	El001G035950
OG0014534	XP_006392881.1, XP_006392886.1, XP_006392892.1, XP_006392879.1, XP_006392888.1, XP_006392883.1, XP_006392890.1	El002G115270, El002G137570
OG0014536	XP_006419040.1	El001G014280
OG0014537	XP_024013769.1	El001G025500
OG0014538	XP_006403025.1	El001G027370
OG0014539	XP_006398127.2	El007G361900
OG0014541	XP_006390295.1	El001G007280
OG0014542	XP_006403391.1	El007G356870
OG0014543	XP_006410717.1	El006G295520
OG0014544	XP_024016693.1	El006G295060
OG0014545	XP_006411086.2	El008G368760, El006G291510
