Orthogroup	Conringia_planisiliqua	Cardamine_glauca
OG0014725	CP6_g7150_DN3_SP1_c.t1	Cg001G024260
OG0014726	CP6_g7154_DN3_SP0_c.t1	Cg001G024300
OG0014727	CP6_g7155_DN3_SP4_c.t1	Cg001G024310
OG0014728	CP6_g7157_DN3_SP8_c.t1	Cg001G024330
OG0014729	CP6_g7167_DN3_SP4_c.t1	Cg001G024440
OG0014730	CP6_g7181_DN3_SP4_c.t1	Cg001G024600
OG0014731	CP6_g7207_DN2_SP0_c.t1	Cg001G024820
OG0014732	CP6_g7217_DN3_SP8_c.t1	Cg001G024910
OG0014733	CP28_g33950_DN3_SP8_c.t1	Cg007G258000
OG0014734	CP2_g50710_DN2_SP0_c.t1	Cg007G256710
OG0014735	CP2_g50390_DN3_SP8_c.t1	Cg007G256020
OG0014736	CP9_g28300_DN3_SP3_c.t1	Cg007G267430
OG0014737	CP2_g50046_DN3_SP2_c.t1	Cg007G254980
OG0014738	CP2_g50032_DN3_SP2_c.t1	Cg007G254600
OG0014739	CP2_g49881_DN3_SP0_c.t1	Cg007G254130
OG0014740	CP2_g49846_DN3_SP8_c.t1	Cg007G253740
OG0014741	CP2_g49774_DN3_SP6_c.t1	Cg007G253340
OG0014742	CP2_g49517_DN3_SP0_c.t1	Cg007G252420
OG0014743	CP2_g49386_DN3_SP1_c.t1	Cg007G251550
OG0014744	CP4_g24945_DN3_SP0_c.t1	Cg005G168620
OG0014745	CP5_g1032_DN3_SP2_c.t1	Cg001G010810
OG0014746	CP2_g49294_DN3_SP8_c.t1	Cg007G250690
OG0014747	CP2_g49267_DN3_SP7_c.t1	Cg007G250540
OG0014748	CP2_g49220_DN3_SP8_c.t1	Cg007G249910
OG0014749	CP2_g49191_DN3_SP5_c.t1	Cg007G250170
OG0014750	CP2_g49159_DN3_SP1_c.t1	Cg007G249350
OG0014751	CP2_g49083_DN3_SP0_c.t1	Cg007G248600
OG0014752	CP2_g49065_DN3_SP8_c.t1	Cg007G248350
OG0014753	CP13_g19706_DN3_SP7_c.t1	Cg002G075800
OG0014754	CP13_g19680_DN3_SP8_c.t1	Cg002G075530
OG0014755	CP13_g19678_DN3_SP2_c.t1	Cg002G075510
OG0014756	CP13_g19671_DN3_SP8_c.t1	Cg002G075430
OG0014757	CP13_g19656_DN2_SP0_c.t1	Cg002G075270
OG0014758	CP13_g19649_DN3_SP0_c.t1	Cg002G075190
OG0014759	CP13_g19647_DN2_SP1_c.t1	Cg002G075170
OG0014760	CP13_g19645_DN3_SP8_c.t1	Cg002G075150
OG0014761	CP13_g19641_DN3_SP8_c.t1	Cg002G075110
OG0014762	CP13_g19631_DN1_SP2_c.t1	Cg002G075030
OG0014763	CP13_g19625_DN1_SP0_c.t1	Cg002G074980
OG0014764	CP13_g19596_DN3_SP8_c.t1	Cg002G074730
OG0014765	CP13_g19552_DN3_SP4_c.t1	Cg002G074340
OG0014766	CP13_g19544_DN3_SP6_c.t1	Cg002G074250
OG0014768	CP13_g19534_DN3_SP5_c.t1	Cg001G041620
OG0014769	CP13_g19505_DN3_SP1_c.t1	Cg002G073750
OG0014770	CP13_g19503_DN3_SP2_c.t1	Cg002G073730
OG0014771	CP13_g19492_DN3_SP8_c.t1	Cg002G073590
OG0014772	CP13_g19489_DN3_SP3_c.t1	Cg002G073570
OG0014773	CP13_g19470_DN3_SP2_c.t1	Cg002G073390
OG0014774	CP13_g19434_DN3_SP7_c.t1	Cg002G073000
OG0014775	CP13_g19411_DN3_SP0_c.t1	Cg002G072760
OG0014776	CP13_g19409_DN3_SP8_c.t1	Cg002G072730
OG0014777	CP13_g19403_DN3_SP0_c.t1	Cg002G072670
OG0014778	CP13_g19401_DN3_SP5_c.t1	Cg002G072640
OG0014779	CP13_g19395_DN3_SP0_c.t1	Cg002G072560
OG0014780	CP13_g19356_DN3_SP7_c.t1	Cg002G072110
OG0014781	CP13_g19341_DN3_SP8_c.t1	Cg002G071950
OG0014782	CP13_g19337_DN3_SP0_c.t1	Cg002G071900
OG0014783	CP13_g19321_DN3_SP2_c.t1	Cg002G071670
OG0014784	CP13_g19315_DN3_SP8_c.t1	Cg002G071550
OG0014785	CP13_g19304_DN3_SP5_c.t1	Cg002G071430
OG0014786	CP13_g19298_DN3_SP8_c.t1	Cg002G071370
OG0014787	CP13_g19282_DN2_SP0_c.t1	Cg002G071200
OG0014788	CP13_g19260_DN3_SP7_c.t1	Cg002G070940
OG0014789	CP13_g19246_DN3_SP6_c.t1	Cg002G070750
OG0014790	CP13_g19235_DN3_SP8_c.t1	Cg002G070630
OG0014791	CP13_g19218_DN3_SP8_c.t1	Cg002G068610
OG0014792	CP13_g19217_DN3_SP8_c.t1	Cg002G068640
OG0014793	CP13_g19191_DN3_SP5_c.t1	Cg002G069180
OG0014794	CP13_g19175_DN3_SP0_c.t1	Cg002G069540
OG0014795	CP13_g19167_DN3_SP4_c.t1	Cg002G069580
OG0014796	CP5_g1537_DN2_SP0_c.t1	Cg001G039370
OG0014797	CP13_g19110_DN3_SP2_c.t1	Cg002G067520, Cg008G310120
OG0014798	CP2_g48853_DN3_SP8_c.t1	Cg002G065530
OG0014799	CP5_g1607_DN2_SP0_c.t1	Cg001G038470
OG0014800	CP2_g49115_DN3_SP5_c.t1	Cg007G248950
OG0014801	CP9_g28259_DN3_SP1_c.t1	Cg007G267080
OG0014802	CP39_g21148_DN2_SP8_c.t1	Cg007G266970
OG0014803	CP39_g21145_DN3_SP2_c.t1	Cg007G266940
OG0014804	CP9_g28224_DN3_SP1_c.t1	Cg007G266480
OG0014805	CP9_g28191_DN3_SP0_c.t1	Cg007G265680
OG0014806	CP9_g28176_DN3_SP0_c.t1	Cg007G265500
OG0014807	CP9_g28160_DN2_SP0_c.t1	Cg007G265350
OG0014808	CP9_g28152_DN3_SP4_c.t1	Cg007G265200
OG0014809	CP9_g28105_DN3_SP5_c.t1	Cg007G264740
OG0014810	CP9_g28094_DN3_SP8_c.t1	Cg007G264650
OG0014811	CP9_g28074_DN3_SP8_c.t1	Cg007G264570
OG0014813	CP9_g27809_DN3_SP8_c.t1	Cg007G263160
OG0014815	CP9_g27572_DN3_SP7_c.t1	Cg007G261600
OG0014816	CP9_g27504_DN3_SP1_c.t1	Cg007G252210
OG0014817	CP14_g22993_DN3_SP1_c.t1	Cg007G260360
OG0014818	CP9_g29256_DN3_SP4_c.t1	Cg007G260580
OG0014819	CP2_g50651_DN3_SP8_c.t1	Cg007G260760
OG0014820	CP14_g22700_DN3_SP4_c.t1	Cg007G260790
OG0014821	CP25_g55846_DN2_SP8_c.t1	Cg004G149820, Cg004G150860
OG0014822	CP25_g55790_DN3_SP8_c.t1	Cg007G259650
OG0014823	CP28_g34077_DN3_SP5_c.t1	Cg007G258680
OG0014824	CP11_g32068_DN3_SP3_c.t1	Cg007G258360
OG0014826	CP13_g19042_DN3_SP7_c.t1	Cg007G245490
OG0014829	CP13_g19066_DN3_SP5_c.t1	Cg007G245760
OG0014830	CP13_g19071_DN3_SP8_c.t1	Cg007G245810
OG0014831	CP13_g19073_DN3_SP0_c.t1	Cg007G245830
OG0014832	CP13_g19079_DN3_SP0_c.t1	Cg007G245890
OG0014833	CP2_g48889_DN3_SP0_c.t1	Cg007G246360
OG0014834	CP2_g48902_DN3_SP1_c.t1	Cg007G246460
OG0014835	CP2_g48911_DN3_SP8_c.t1	Cg007G246600
OG0014836	CP2_g48931_DN3_SP1_c.t1	Cg007G246830
OG0014837	CP2_g48933_DN3_SP7_c.t1	Cg007G246850
OG0014839	CP2_g48938_DN3_SP1_c.t1	Cg007G246910
OG0014840	CP2_g48939_DN3_SP7_c.t1	Cg007G246920
OG0014841	CP2_g48957_DN3_SP8_c.t1	Cg007G247140
OG0014842	CP2_g48981_DN2_SP0_c.t1	Cg007G247400
OG0014843	CP2_g48994_DN3_SP4_c.t1	Cg007G247520
OG0014844	CP2_g49001_DN3_SP0_c.t1	Cg007G247610
OG0014845	CP2_g49003_DN2_SP3_c.t1	Cg007G247640
OG0014846	CP2_g49005_DN3_SP8_c.t1	Cg007G247660
OG0014847	CP2_g49027_DN2_SP0_c.t1	Cg007G247840
OG0014848	CP10_g43211_DN3_SP1_c.t1	Cg004G128260
OG0014849	CP5_g1202_DN3_SP7_c.t1	Cg001G012660
OG0014850	CP19_g18049_DN3_SP6_c.t1	Cg001G014840
OG0014851	CP19_g18036_DN3_SP1_c.t1	Cg001G014680
OG0014852	CP19_g18019_DN3_SP8_c.t1	Cg001G014540
OG0014853	CP19_g18014_DN3_SP8_c.t1	Cg001G014460
OG0014854	CP4_g24600_DN3_SP6_c.t1	Cg005G164820
OG0014855	CP7_g44435_DN3_SP1_c.t1	Cg001G034300
OG0014856	CP4_g24608_DN3_SP1_c.t1	Cg005G164910
OG0014857	CP4_g24627_DN3_SP8_c.t1	Cg005G165070
OG0014858	CP4_g24613_DN3_SP4_c.t1	Cg005G164960
OG0014859	CP4_g24634_DN3_SP8_c.t1	Cg005G165150
OG0014860	CP4_g24649_DN3_SP7_c.t1	Cg005G165360
OG0014861	CP4_g24652_DN3_SP3_c.t1	Cg005G165400
OG0014862	CP10_g42876_DN2_SP0_c.t1	Cg004G124720
OG0014863	CP10_g42878_DN3_SP0_c.t1	Cg004G124740
OG0014864	CP10_g42885_DN3_SP6_c.t1	Cg004G124830
OG0014865	CP10_g42889_DN2_SP2_c.t1	Cg004G124870
OG0014866	CP10_g42896_DN3_SP4_c.t1	Cg004G124940
OG0014867	CP10_g42908_DN3_SP0_c.t1	Cg004G125070
OG0014868	CP10_g42918_DN3_SP0_c.t1	Cg004G125200
OG0014869	CP10_g42930_DN3_SP2_c.t1	Cg004G125290
OG0014870	CP10_g42933_DN3_SP8_c.t1	Cg004G125320
OG0014871	CP10_g42934_DN3_SP0_c.t1	Cg004G125330
OG0014872	CP10_g42947_DN3_SP0_c.t1	Cg004G125450
OG0014873	CP10_g42949_DN3_SP8_c.t1	Cg004G125460
OG0014874	CP10_g42957_DN3_SP8_c.t1	Cg004G125520
OG0014875	CP11_g33526_DN3_SP2_c.t1	Cg008G284370
OG0014876	CP10_g42970_DN3_SP8_c.t1	Cg004G125670
OG0014877	CP10_g42971_DN3_SP2_c.t1	Cg004G125680
OG0014878	CP10_g42985_DN2_SP0_c.t1	Cg004G125840
OG0014879	CP10_g42991_DN3_SP0_c.t1	Cg004G125920
OG0014880	CP10_g42995_DN3_SP7_c.t1	Cg004G125960
OG0014881	CP10_g43000_DN2_SP0_c.t1	Cg004G126020
OG0014882	CP10_g43035_DN3_SP8_c.t1	Cg004G126370
OG0014883	CP8_g53632_DN3_SP0_c.t1	Cg003G103840
OG0014884	CP10_g43073_DN3_SP6_c.t1	Cg004G126830
OG0014885	CP10_g43062_DN3_SP7_c.t1	Cg004G126700
OG0014886	CP10_g43077_DN2_SP0_c.t1	Cg004G126850
OG0014887	CP10_g43081_DN2_SP0_c.t1	Cg004G126900
OG0014889	CP10_g43169_DN3_SP8_c.t1	Cg004G127820
OG0014890	CP10_g43180_DN3_SP2_c.t1	Cg004G127930
OG0014891	CP10_g43175_DN3_SP7_c.t1	Cg004G127870
OG0014892	CP10_g43196_DN3_SP0_c.t1	Cg004G128110
OG0014893	CP14_g23762_DN3_SP7_c.t1	Cg003G088270
OG0014894	CP27_g41876_DN2_SP8_c.t1	Cg003G092050
OG0014895	CP30_g9961_DN3_SP6_c.t1	Cg003G088370
OG0014896	CP26_g51209_DN3_SP8_c.t1	Cg003G091430
OG0014897	CP12_g30520_DN3_SP8_c.t1	Cg004G138620
OG0014899	CP1_g37100_DN3_SP8_c.t1	Cg006G237860
OG0014900	CP8_g52906_DN3_SP5_c.t1	Cg003G096400
OG0014901	CP8_g52911_DN3_SP7_c.t1	Cg003G096410
OG0014902	CP8_g52924_DN3_SP6_c.t1	Cg003G096720
OG0014903	CP8_g52955_DN3_SP5_c.t1	Cg003G097010
OG0014904	CP8_g52978_DN3_SP5_c.t1	Cg003G097420
OG0014905	CP8_g53028_DN3_SP7_c.t1	Cg003G097770
OG0014906	CP8_g53063_DN3_SP8_c.t1	Cg003G098100
OG0014907	CP8_g53087_DN3_SP8_c.t1	Cg003G098110
OG0014908	CP8_g53101_DN3_SP8_c.t1	Cg003G098180
OG0014909	CP8_g53108_DN3_SP8_c.t1	Cg003G098210
OG0014910	CP2_g49047_DN3_SP8_c.t1	Cg003G098240
OG0014911	CP8_g53140_DN3_SP8_c.t1	Cg003G098600
OG0014912	CP8_g53163_DN3_SP8_c.t1	Cg003G098730
OG0014913	CP8_g53164_DN3_SP2_c.t1	Cg003G098740
OG0014915	CP8_g53170_DN3_SP0_c.t1	Cg003G098810
OG0014916	CP8_g53171_DN3_SP0_c.t1	Cg003G098840
OG0014917	CP8_g53192_DN3_SP4_c.t1	Cg003G099120
OG0014918	CP8_g53202_DN3_SP8_c.t1	Cg003G099270
OG0014919	CP8_g53207_DN3_SP0_c.t1	Cg003G099320
OG0014920	CP8_g53231_DN3_SP3_c.t1	Cg003G099530
OG0014921	CP8_g53296_DN3_SP3_c.t1	Cg003G100190
OG0014922	CP8_g53277_DN3_SP3_c.t1	Cg003G099930
OG0014923	CP8_g53249_DN3_SP0_c.t1	Cg003G099790
OG0014924	CP8_g53309_DN3_SP8_c.t1	Cg003G100330
OG0014925	CP8_g53311_DN3_SP8_c.t1	Cg003G100350
OG0014926	CP8_g53327_DN3_SP8_c.t1	Cg003G100510
OG0014927	CP8_g53357_DN3_SP8_c.t1	Cg003G100880
OG0014928	CP8_g53413_DN3_SP8_c.t1	Cg003G101630
OG0014929	CP8_g53453_DN3_SP7_c.t1	Cg003G102100
OG0014931	CP8_g53504_DN3_SP5_c.t1	Cg003G102590
OG0014932	CP8_g53524_DN3_SP8_c.t1	Cg003G102710
OG0014933	CP8_g53533_DN3_SP3_c.t1	Cg003G102770
OG0014934	CP8_g53543_DN3_SP8_c.t1	Cg003G102880
OG0014935	CP8_g53596_DN1_SP0_c.t1	Cg003G103400
OG0014936	CP8_g53606_DN3_SP0_c.t1	Cg003G103500
OG0014937	CP8_g53616_DN3_SP2_c.t1	Cg003G103610
OG0014939	CP8_g53652_DN3_SP8_c.t1	Cg003G104050
OG0014940	CP8_g53663_DN3_SP4_c.t1	Cg003G104190
OG0014941	CP8_g53664_DN3_SP8_c.t1	Cg003G104200
OG0014942	CP8_g53696_DN3_SP5_c.t1	Cg003G104570
OG0014943	CP8_g53698_DN3_SP7_c.t1	Cg003G104590
OG0014944	CP8_g53699_DN3_SP0_c.t1	Cg003G104600
OG0014945	CP8_g53736_DN3_SP5_c.t1	Cg003G105000
OG0014946	CP8_g53760_DN3_SP8_c.t1	Cg003G105230
OG0014947	CP8_g53762_DN3_SP5_c.t1	Cg003G105250
OG0014948	CP8_g53773_DN1_SP0_c.t1	Cg003G105340
OG0014950	CP8_g53790_DN3_SP7_c.t1	Cg003G105480
OG0014951	CP8_g53814_DN3_SP0_c.t1	Cg003G105720
OG0014952	CP8_g53816_DN3_SP0_c.t1	Cg003G105740
OG0014953	CP8_g53007_DN3_SP5_c.t1	Cg003G085840
OG0014954	CP30_g10061_DN3_SP1_c.t1	Cg003G085850
OG0014955	CP11_g32629_DN3_SP8_c.t1	Cg008G293550
OG0014956	CP11_g32628_DN3_SP6_c.t1	Cg008G293560
OG0014957	CP11_g32655_DN3_SP3_c.t1	Cg008G293250
OG0014958	CP11_g32673_DN3_SP3_c.t1	Cg008G293050
OG0014959	CP11_g32717_DN3_SP4_c.t1	Cg008G292610
OG0014960	CP11_g32743_DN3_SP6_c.t1	Cg008G292320
OG0014962	CP11_g32780_DN3_SP6_c.t1	Cg008G291980
OG0014963	CP11_g32791_DN3_SP0_c.t1	Cg008G291870
OG0014964	CP11_g32795_DN3_SP1_c.t1	Cg008G291800
OG0014965	CP11_g32798_DN3_SP1_c.t1	Cg008G291780
OG0014966	CP11_g32819_DN3_SP8_c.t1	Cg008G291570
OG0014967	CP11_g32826_DN3_SP0_c.t1	Cg008G291510
OG0014968	CP11_g32828_DN3_SP6_c.t1	Cg008G291490
OG0014969	CP4_g24912_DN3_SP8_c.t1	Cg005G168230
OG0014970	CP11_g32836_DN3_SP8_c.t1	Cg008G291380
OG0014971	CP11_g32839_DN3_SP7_c.t1	Cg008G291350
OG0014972	CP11_g32842_DN3_SP5_c.t1	Cg008G291320
OG0014973	CP11_g32858_DN3_SP6_c.t1	Cg008G291140
OG0014974	CP11_g32860_DN3_SP1_c.t1	Cg008G291130
OG0014975	CP11_g32876_DN2_SP0_c.t1	Cg008G290960
OG0014976	CP11_g32880_DN3_SP6_c.t1	Cg008G290930
OG0014977	CP11_g32885_DN3_SP0_c.t1	Cg008G290880
OG0014978	CP8_g53780_DN2_SP0_c.t1, CP11_g32893_DN3_SP0_c.t1	Cg008G290830
OG0014979	CP11_g32908_DN3_SP0_c.t1	Cg008G290620
OG0014980	CP11_g32909_DN3_SP8_c.t1	Cg008G290610
OG0014981	CP11_g32930_DN3_SP0_c.t1	Cg008G290400
OG0014982	CP11_g32962_DN2_SP0_c.t1	Cg008G290050
OG0014983	CP11_g32967_DN2_SP0_c.t1	Cg008G290000
OG0014984	CP11_g32980_DN1_SP0_c.t1	Cg008G289850
OG0014985	CP11_g32981_DN3_SP1_c.t1	Cg008G289840
OG0014986	CP11_g33009_DN3_SP8_c.t1	Cg008G289590
OG0014987	CP11_g33056_DN3_SP0_c.t1	Cg008G289190
OG0014988	CP11_g33059_DN3_SP0_c.t1	Cg008G289160
OG0014989	CP11_g33087_DN3_SP7_c.t1	Cg008G288860
OG0014990	CP11_g33134_DN3_SP8_c.t1	Cg008G288440
OG0014991	CP11_g33145_DN3_SP3_c.t1	Cg008G288320
OG0014992	CP11_g33154_DN3_SP0_c.t1	Cg008G288210
OG0014993	CP11_g33165_DN2_SP0_c.t1	Cg008G288150
OG0014994	CP6_g7120_DN3_SP8_c.t1	Cg001G023820
OG0014995	CP6_g7097_DN3_SP8_c.t1	Cg001G023630
OG0014996	CP6_g7095_DN3_SP1_c.t1	Cg001G023610
OG0014997	CP6_g7049_DN3_SP8_c.t1	Cg001G023170
OG0014998	CP6_g7048_DN3_SP8_c.t1	Cg001G023160
OG0014999	CP6_g6973_DN2_SP0_c.t1	Cg001G022450
OG0015000	CP6_g6964_DN3_SP8_c.t1	Cg001G022330
OG0015001	CP6_g6950_DN3_SP4_c.t1	Cg001G022180
OG0015002	CP6_g6948_DN3_SP0_c.t1	Cg001G022160
OG0015003	CP6_g6943_DN3_SP4_c.t1	Cg001G022120
OG0015004	CP6_g6931_DN3_SP8_c.t1	Cg001G021940
OG0015005	CP6_g6928_DN3_SP8_c.t1	Cg001G021920
OG0015008	CP6_g6875_DN3_SP4_c.t1	Cg001G021350
OG0015009	CP6_g6848_DN3_SP1_c.t1	Cg001G021050
OG0015010	CP6_g6847_DN3_SP5_c.t1	Cg001G021040
OG0015011	CP6_g6842_DN3_SP8_c.t1	Cg001G020950
OG0015012	CP6_g6818_DN3_SP0_c.t1	Cg001G020680
OG0015013	CP6_g6780_DN3_SP0_c.t1	Cg001G020290
OG0015014	CP6_g6775_DN3_SP0_c.t1	Cg001G020240
OG0015015	CP6_g6770_DN3_SP8_c.t1	Cg001G020180
OG0015016	CP7_g45948_DN3_SP7_c.t1	Cg006G227980
OG0015017	CP6_g6742_DN3_SP0_c.t1	Cg001G019860
OG0015018	CP6_g6732_DN3_SP6_c.t1	Cg001G019770
OG0015019	CP11_g32540_DN3_SP0_c.t1	Cg008G294450
OG0015020	CP6_g6721_DN3_SP0_c.t1	Cg001G019670
OG0015021	CP6_g6707_DN3_SP7_c.t1	Cg001G019540
OG0015022	CP6_g6702_DN3_SP8_c.t1	Cg001G019500
OG0015023	CP6_g6697_DN3_SP0_c.t1	Cg001G019460
OG0015024	CP19_g18521_DN3_SP2_c.t1	Cg001G019350
OG0015025	CP19_g18509_DN3_SP0_c.t1	Cg001G019210
OG0015026	CP19_g18505_DN3_SP3_c.t1	Cg001G019170
OG0015027	CP19_g18476_DN3_SP8_c.t1	Cg001G019020
OG0015028	CP19_g18429_DN3_SP0_c.t1	Cg001G018460
OG0015029	CP19_g18409_DN3_SP4_c.t1	Cg001G018270
OG0015030	CP19_g18389_DN3_SP1_c.t1	Cg001G018090
OG0015031	CP19_g18385_DN1_SP0_c.t1	Cg001G018050
OG0015032	CP19_g18364_DN3_SP1_c.t1	Cg001G017850
OG0015033	CP19_g18258_DN3_SP1_c.t1	Cg001G016950
OG0015034	CP19_g18239_DN3_SP7_c.t1	Cg001G016790
OG0015035	CP7_g44612_DN3_SP0_c.t1	Cg001G033500
OG0015036	CP7_g44609_DN3_SP8_c.t1	Cg006G213000
OG0015037	CP7_g44600_DN3_SP8_c.t1	Cg006G212950
OG0015038	CP7_g44588_DN3_SP0_c.t1	Cg006G212880
OG0015039	CP7_g44585_DN3_SP0_c.t1	Cg006G212800
OG0015040	CP7_g44571_DN3_SP4_c.t1	Cg006G212410
OG0015041	CP7_g44567_DN3_SP3_c.t1	Cg006G212390
OG0015042	CP7_g44564_DN3_SP8_c.t1	Cg006G212360
OG0015043	CP7_g44556_DN2_SP0_c.t1	Cg006G212260
OG0015044	CP7_g44480_DN3_SP0_c.t1	Cg006G210730
OG0015046	CP7_g44464_DN3_SP8_c.t1	Cg006G210550
OG0015047	CP7_g44439_DN3_SP2_c.t1	Cg006G210380
OG0015048	CP75_g34152_DN3_SP1_c.t1	Cg006G209460
OG0015049	CP7_g44231_DN3_SP0_c.t1	Cg006G209340
OG0015050	CP7_g44219_DN3_SP8_c.t1	Cg006G209320
OG0015051	CP7_g44152_DN3_SP6_c.t1	Cg006G209130
OG0015052	CP21_g11053_DN1_SP0_c.t1	Cg006G208530
OG0015054	CP21_g10967_DN2_SP0_c.t1	Cg006G204520, Cg006G207880
OG0015055	CP21_g10921_DN3_SP0_c.t1	Cg006G207890
OG0015056	CP1_g41209_DN3_SP8_c.t1	Cg006G208160
OG0015057	CP1_g38913_DN3_SP2_c.t1	Cg006G204740
OG0015058	CP1_g39136_DN3_SP0_c.t1	Cg006G205040
OG0015059	CP1_g41008_DN3_SP5_c.t1	Cg006G205190
OG0015060	CP84_g51833_DN3_SP5_c.t1	Cg006G206130
OG0015061	CP1_g39934_DN3_SP0_c.t1	Cg006G206430
OG0015062	CP1_g39952_DN3_SP3_c.t1	Cg006G206030
OG0015063	CP1_g40027_DN1_SP0_c.t1	Cg006G205650
OG0015065	CP1_g38672_DN3_SP8_c.t1	Cg006G204210
OG0015066	CP6_g7219_DN3_SP1_c.t1	Cg001G024940
OG0015067	CP1_g38405_DN3_SP0_c.t1	Cg006G202360
OG0015068	CP1_g38410_DN3_SP0_c.t1	Cg006G202410
OG0015069	CP1_g38438_DN3_SP2_c.t1	Cg006G202770
OG0015070	CP1_g38472_DN3_SP4_c.t1	Cg006G203030, Cg006G203070, Cg006G203020
OG0015071	CP1_g39693_DN3_SP8_c.t1	Cg006G206710
OG0015072	CP1_g38543_DN3_SP0_c.t1	Cg006G203630, Cg006G203620
OG0015074	CP1_g38531_DN3_SP3_c.t1	Cg006G203540
OG0015075	CP22_g17092_DN3_SP8_c.t1	Cg008G315810
OG0015076	CP1_g38359_DN3_SP2_c.t1	Cg006G201990
OG0015077	CP7_g45099_DN3_SP8_c.t1	Cg006G218810
OG0015078	CP12_g30630_DN3_SP0_c.t1	Cg004G139870
OG0015079	CP7_g45108_DN3_SP1_c.t1	Cg006G218890
OG0015080	CP7_g45107_DN3_SP2_c.t1	Cg006G218880
OG0015082	CP7_g45072_DN3_SP4_c.t1	Cg006G218440
OG0015083	CP7_g45057_DN3_SP8_c.t1	Cg006G218260
OG0015084	CP7_g44989_DN3_SP0_c.t1	Cg006G217540
OG0015085	CP7_g44946_DN3_SP8_c.t1	Cg006G216890
OG0015086	CP7_g44914_DN3_SP8_c.t1	Cg006G216610
OG0015087	CP7_g44898_DN3_SP8_c.t1	Cg006G216420
OG0015088	CP7_g44895_DN3_SP0_c.t1	Cg006G216380
OG0015089	CP7_g44891_DN3_SP5_c.t1	Cg006G216340
OG0015090	CP7_g44889_DN3_SP0_c.t1	Cg006G216320
OG0015091	CP7_g44848_DN3_SP0_c.t1	Cg006G215900
OG0015092	CP7_g44832_DN3_SP8_c.t1	Cg006G215780
OG0015093	CP7_g44828_DN3_SP3_c.t1	Cg006G215750
OG0015094	CP5_g472_DN3_SP8_c.t1	Cg001G004830
OG0015095	CP5_g452_DN3_SP0_c.t1	Cg001G004610
OG0015096	CP5_g423_DN3_SP0_c.t1	Cg001G004240
OG0015097	CP5_g416_DN3_SP1_c.t1	Cg001G004150
OG0015098	CP5_g412_DN3_SP7_c.t1	Cg001G004090
OG0015099	CP5_g406_DN3_SP0_c.t1	Cg001G004020
OG0015100	CP5_g404_DN3_SP2_c.t1	Cg001G004000
OG0015101	CP5_g392_DN3_SP6_c.t1	Cg001G003910
OG0015102	CP5_g375_DN2_SP0_c.t1	Cg001G003740
OG0015103	CP5_g337_DN3_SP6_c.t1	Cg001G003380
OG0015104	CP5_g330_DN3_SP0_c.t1	Cg001G003340
OG0015106	CP5_g329_DN3_SP8_c.t1	Cg001G003310
OG0015107	CP5_g327_DN3_SP3_c.t1	Cg001G004170
OG0015108	CP5_g296_DN3_SP8_c.t1	Cg001G003020
OG0015109	CP5_g290_DN3_SP5_c.t1	Cg001G002960
OG0015110	CP5_g285_DN2_SP0_c.t1	Cg001G002920
OG0015111	CP5_g282_DN3_SP8_c.t1	Cg001G002890
OG0015114	CP5_g248_DN3_SP3_c.t1	Cg001G002600
OG0015115	CP5_g232_DN3_SP8_c.t1	Cg001G002390
OG0015116	CP5_g219_DN3_SP5_c.t1	Cg001G002210
OG0015117	CP5_g215_DN3_SP6_c.t1	Cg001G002160
OG0015118	CP5_g207_DN3_SP8_c.t1	Cg001G002070
OG0015119	CP4_g24897_DN3_SP0_c.t1	Cg001G002040
OG0015120	CP6_g9288_DN3_SP2_c.t1	Cg001G002020
OG0015121	CP5_g187_DN3_SP3_c.t1	Cg001G001840
OG0015122	CP5_g152_DN3_SP8_c.t1	Cg001G001530
OG0015123	CP5_g149_DN3_SP0_c.t1	Cg001G001510
OG0015124	CP5_g140_DN2_SP0_c.t1	Cg001G001410
OG0015126	CP5_g114_DN3_SP8_c.t1	Cg001G001170
OG0015127	CP5_g95_DN3_SP0_c.t1, CP5_g66_DN3_SP0_c.t1, CP5_g69_DN3_SP0_c.t1	Cg001G000950
OG0015128	CP5_g86_DN3_SP7_c.t1	Cg001G000850
OG0015129	CP5_g72_DN3_SP7_c.t1	Cg001G000700
OG0015130	CP5_g62_DN3_SP0_c.t1	Cg001G000660
OG0015131	CP5_g53_DN3_SP8_c.t1	Cg001G000590
OG0015132	CP5_g51_DN3_SP0_c.t1	Cg001G000560
OG0015133	CP5_g49_DN3_SP7_c.t1	Cg001G000530
OG0015134	CP5_g15_DN3_SP8_c.t1	Cg001G000180
OG0015135	CP5_g17_DN3_SP0_c.t1	Cg001G000200
OG0015136	CP5_g21_DN3_SP5_c.t1	Cg001G000240
OG0015137	CP5_g22_DN3_SP4_c.t1	Cg001G000250
OG0015138	CP5_g27_DN3_SP2_c.t1	Cg001G000310
OG0015139	CP5_g32_DN3_SP0_c.t1	Cg001G000330
OG0015140	CP12_g29994_DN3_SP1_c.t1, CP2_g49142_DN3_SP7_c.t1	Cg001G000020
OG0015141	CP10_g43712_DN3_SP8_c.t1	Cg001G032220
OG0015142	CP5_g1813_DN3_SP0_c.t1	Cg001G035850
OG0015143	CP5_g2003_DN3_SP5_c.t1	Cg001G034390
OG0015144	CP5_g2074_DN3_SP2_c.t1	Cg001G034310
OG0015145	CP5_g1959_DN3_SP0_c.t1	Cg001G034510
