Orthogroup	Conringia_planisiliqua	Noccaea_praecox
OG0016928	CP1_g37116_DN3_SP1_c.t1	Np004G251000
OG0016929	CP13_g20149_DN3_SP3_c.t1	Np001G039600
OG0016930	CP13_g19954_DN3_SP0_c.t1	Np001G036980
OG0016931	CP10_g43408_DN2_SP0_c.t1	Np007G405700
OG0016932	CP5_g2405_DN3_SP3_c.t1	Np005G309830
OG0016933	CP11_g33601_DN3_SP0_c.t1	Np003G126990
OG0016934	CP13_g19731_DN3_SP0_c.t1	Np001G032100
OG0016935	CP13_g19767_DN3_SP5_c.t1	Np002G079430
OG0016936	CP13_g19715_DN3_SP2_c.t1	Np001G032680
OG0016937	CP5_g2240_DN3_SP8_c.t1	Np005G310090
OG0016938	CP13_g19747_DN3_SP0_c.t1	Np001G031540
OG0016939	CP5_g2245_DN3_SP2_c.t1	Np005G310050
OG0016940	CP5_g2366_DN3_SP0_c.t1	Np005G309920
OG0016941	CP12_g31046_DN3_SP5_c.t1	Np007G388530
OG0016942	CP12_g31038_DN3_SP7_c.t1	Np007G388550
OG0016943	CP5_g2279_DN3_SP8_c.t1	Np005G310000
OG0016944	CP12_g31605_DN3_SP0_c.t1	Np007G389190
OG0016945	CP5_g2127_DN3_SP0_c.t1	Np005G310390
OG0016946	CP5_g2507_DN3_SP8_c.t1	Np005G309770
OG0016947	CP6_g8482_DN3_SP0_c.t1	Np005G307860
OG0016948	CP6_g8610_DN3_SP0_c.t1	Np005G308260
OG0016949	CP6_g7761_DN3_SP2_c.t1	Np005G309340
OG0016951	CP6_g7578_DN2_SP2_c.t1	Np005G306290
OG0016952	CP3_g14532_DN3_SP0_c.t1	Np005G306040
OG0016953	CP6_g7435_DN3_SP3_c.t1	Np005G304030
OG0016954	CP6_g7433_DN3_SP0_c.t1	Np005G304010
OG0016955	CP6_g7431_DN3_SP0_c.t1	Np005G303990
OG0016956	CP6_g7418_DN3_SP8_c.t1	Np005G303850
OG0016957	CP6_g7394_DN3_SP0_c.t1	Np005G303530
OG0016958	CP6_g7353_DN3_SP5_c.t1	Np005G302920
OG0016959	CP5_g1471_DN3_SP4_c.t1	Np005G316160
OG0016960	CP5_g1469_DN3_SP1_c.t1	Np005G316180
OG0016961	CP2_g47525_DN2_SP3_c.t1	Np001G000180
OG0016962	CP5_g1369_DN3_SP0_c.t1	Np005G317720
OG0016963	CP5_g1347_DN3_SP5_c.t1	Np005G318100
OG0016965	CP19_g17870_DN3_SP6_c.t1	Np005G319630
OG0016966	CP19_g17861_DN3_SP8_c.t1	Np005G319680, Np005G319700
OG0016967	CP19_g17848_DN3_SP0_c.t1	Np005G319990
OG0016969	CP19_g17840_DN3_SP0_c.t1	Np005G319430
OG0016970	CP8_g54281_DN3_SP1_c.t1	Np003G188050
OG0016971	CP4_g23917_DN3_SP1_c.t1	Np006G320440
OG0016972	CP4_g23921_DN3_SP1_c.t1	Np006G320510
OG0016973	CP2_g48434_DN1_SP0_c.t1	Np001G012660
OG0016974	CP4_g23967_DN2_SP0_c.t1	Np006G321130
OG0016975	CP4_g23980_DN3_SP7_c.t1	Np006G321370
OG0016976	CP4_g24027_DN3_SP8_c.t1	Np006G322180
OG0016977	CP4_g24035_DN3_SP6_c.t1	Np006G322280
OG0016978	CP4_g24062_DN3_SP1_c.t1	Np006G322660
OG0016979	CP4_g24097_DN3_SP0_c.t1	Np006G323090
OG0016981	CP4_g24230_DN3_SP8_c.t1	Np006G324900
OG0016982	CP4_g24256_DN2_SP0_c.t1	Np006G325340
OG0016983	CP4_g24319_DN3_SP6_c.t1	Np006G326010
OG0016984	CP4_g24329_DN3_SP4_c.t1	Np006G326200
OG0016985	CP4_g24336_DN3_SP8_c.t1	Np006G326290
OG0016986	CP3_g13445_DN3_SP0_c.t1	Np001G064680
OG0016987	CP4_g24395_DN3_SP2_c.t1	Np006G327080
OG0016988	CP4_g24410_DN3_SP1_c.t1	Np006G327360
OG0016989	CP4_g24443_DN2_SP0_c.t1	Np005G292200, Np006G327880
OG0016990	CP4_g24530_DN3_SP0_c.t1	Np006G329340
OG0016991	CP4_g24562_DN3_SP0_c.t1	Np006G330030, Np006G329990
OG0016992	CP4_g24576_DN3_SP0_c.t1	Np006G330140
OG0016995	CP11_g33735_DN3_SP4_c.t1	Np003G125250
OG0016996	CP11_g33719_DN3_SP5_c.t1	Np003G125410
OG0016997	CP11_g33715_DN3_SP0_c.t1	Np003G125450
OG0016998	CP11_g33713_DN3_SP1_c.t1	Np003G125500
OG0016999	CP11_g33710_DN3_SP5_c.t1	Np003G125530
OG0017000	CP11_g33688_DN1_SP0_c.t1	Np003G125780
OG0017001	CP11_g33685_DN3_SP0_c.t1	Np003G125810
OG0017002	CP11_g33668_DN3_SP8_c.t1	Np003G126180
OG0017003	CP11_g33654_DN3_SP0_c.t1	Np003G126390
OG0017004	CP11_g33653_DN2_SP0_c.t1	Np003G126400
OG0017005	CP11_g33638_DN3_SP6_c.t1	Np003G126580
OG0017006	CP11_g33602_DN3_SP7_c.t1	Np003G126980
OG0017007	CP11_g33549_DN3_SP1_c.t1	Np003G127660
OG0017008	CP11_g33488_DN3_SP0_c.t1	Np003G128530
OG0017009	CP8_g54368_DN3_SP5_c.t1	Np003G147720
OG0017011	CP8_g54286_DN2_SP0_c.t1	Np003G148620
OG0017012	CP8_g54292_DN3_SP2_c.t1	Np003G148570
OG0017013	CP8_g54231_DN3_SP1_c.t1	Np003G149290
OG0017014	CP8_g54220_DN3_SP8_c.t1	Np003G149490
OG0017015	CP8_g54164_DN3_SP4_c.t1	Np003G150380
OG0017016	CP8_g54139_DN3_SP1_c.t1	Np003G150750
OG0017017	CP8_g54125_DN3_SP6_c.t1	Np003G150940
OG0017019	CP8_g53964_DN3_SP3_c.t1	Np003G152900
OG0017021	CP2_g47946_DN3_SP0_c.t1	Np001G005660
OG0017022	CP2_g47936_DN3_SP8_c.t1	Np001G005450
OG0017023	CP2_g47904_DN3_SP0_c.t1	Np001G005120
OG0017024	CP2_g47894_DN3_SP0_c.t1	Np001G004950
OG0017025	CP2_g47815_DN1_SP0_c.t1	Np001G003970
OG0017026	CP2_g47802_DN3_SP8_c.t1	Np001G003740
OG0017027	CP2_g47795_DN3_SP0_c.t1	Np001G003670
OG0017028	CP2_g47783_DN3_SP1_c.t1	Np001G003520
OG0017029	CP2_g47782_DN3_SP8_c.t1	Np001G003510
OG0017030	CP2_g47745_DN2_SP0_c.t1	Np001G002970
OG0017031	CP4_g24077_DN2_SP0_c.t1	Np001G002880
OG0017035	CP2_g47690_DN3_SP3_c.t1	Np001G002370
OG0017036	CP2_g47687_DN3_SP8_c.t1	Np001G002340
OG0017037	CP2_g47647_DN3_SP2_c.t1	Np001G001810
OG0017038	CP2_g47625_DN3_SP8_c.t1	Np001G001530
OG0017039	CP2_g47599_DN2_SP7_c.t1	Np001G001130
OG0017040	CP2_g47582_DN3_SP0_c.t1	Np001G000860
OG0017041	CP2_g47557_DN3_SP5_c.t1	Np001G000550
OG0017042	CP2_g47530_DN2_SP0_c.t1	Np001G000240
OG0017043	CP2_g47523_DN3_SP0_c.t1	Np001G000150
OG0017044	CP8_g54684_DN3_SP8_c.t1	Np003G189890
OG0017045	CP8_g54647_DN3_SP6_c.t1	Np003G189440
OG0017046	CP8_g54589_DN2_SP0_c.t1	Np003G188690
OG0017048	CP8_g54556_DN2_SP0_c.t1	Np003G188240
OG0017049	CP8_g54550_DN3_SP4_c.t1	Np003G188160
OG0017050	CP8_g54540_DN2_SP5_c.t1	Np003G188030
OG0017051	CP7_g45117_DN3_SP8_c.t1	Np004G210470
OG0017052	CP11_g32109_DN3_SP0_c.t1	Np003G187100
OG0017053	CP11_g32052_DN3_SP3_c.t1	Np003G186490
OG0017054	CP13_g20180_DN3_SP6_c.t1	Np001G040100
OG0017055	CP13_g20240_DN3_SP0_c.t1	Np001G040800
OG0017056	CP13_g20248_DN3_SP8_c.t1	Np001G040970
OG0017057	CP13_g20249_DN3_SP8_c.t1	Np001G040980
OG0017058	CP13_g20276_DN3_SP5_c.t1	Np001G041210
OG0017059	CP4_g25481_DN3_SP1_c.t1	Np006G357300
OG0017060	CP4_g25567_DN3_SP2_c.t1	Np006G355680
OG0017061	CP4_g25570_DN3_SP6_c.t1	Np006G355610
OG0017062	CP4_g25600_DN3_SP0_c.t1	Np006G355220
OG0017063	CP4_g25646_DN2_SP2_c.t1	Np006G348300, Np006G354620
OG0017065	CP4_g25702_DN3_SP3_c.t1	Np006G347260
OG0017066	CP4_g25754_DN3_SP3_c.t1	Np006G351440
OG0017067	CP4_g25813_DN3_SP2_c.t1	Np006G360560
OG0017069	CP4_g25871_DN2_SP2_c.t1	Np006G359780
OG0017070	CP4_g25878_DN2_SP0_c.t1	Np006G359690
OG0017071	CP4_g25911_DN3_SP0_c.t1	Np006G359210
OG0017072	CP4_g25942_DN3_SP0_c.t1	Np006G358880
OG0017073	CP4_g25947_DN3_SP2_c.t1	Np006G358830
OG0017075	CP4_g26251_DN3_SP6_c.t1	Np006G361370
OG0017076	CP4_g26803_DN3_SP8_c.t1	Np006G361650
OG0017077	CP24_g47106_DN3_SP8_c.t1	Np006G362210
OG0017078	CP24_g47060_DN3_SP6_c.t1	Np006G362230
OG0017079	CP24_g47006_DN3_SP6_c.t1	Np006G362250
OG0017080	CP18_g11694_DN3_SP7_c.t1	Np006G362440
OG0017081	CP18_g11765_DN3_SP0_c.t1	Np006G362510
OG0017083	CP18_g12263_DN3_SP0_c.t1	Np006G362850
OG0017084	CP18_g12310_DN3_SP7_c.t1	Np006G362900
OG0017085	CP18_g12502_DN2_SP0_c.t1	Np006G363020
OG0017086	CP16_g55722_DN3_SP0_c.t1	Np006G363210
OG0017087	CP16_g55727_DN3_SP7_c.t1	Np006G363200
OG0017088	CP5_g1256_DN3_SP0_c.t1	Np005G277670
OG0017089	CP5_g1259_DN3_SP8_c.t1	Np005G277830
OG0017090	CP5_g1262_DN3_SP1_c.t1	Np005G277960
OG0017091	CP5_g1274_DN3_SP3_c.t1	Np005G278040
OG0017093	CP5_g1279_DN3_SP6_c.t1	Np005G278120
OG0017095	CP10_g42131_DN3_SP4_c.t1	Np007G424960
OG0017096	CP10_g42122_DN3_SP2_c.t1	Np007G425130
OG0017097	CP10_g42115_DN3_SP2_c.t1	Np007G425190
OG0017098	CP10_g42102_DN3_SP1_c.t1	Np007G425390
OG0017099	CP10_g42092_DN3_SP3_c.t1	Np007G425480
OG0017100	CP19_g18001_DN3_SP4_c.t1	Np005G279260
OG0017101	CP19_g17989_DN3_SP0_c.t1	Np005G279150
OG0017102	CP19_g17975_DN3_SP8_c.t1	Np005G278980
OG0017103	CP19_g17948_DN3_SP8_c.t1	Np005G278690
OG0017104	CP19_g17968_DN1_SP0_c.t1	Np005G278910
OG0017105	CP10_g42206_DN3_SP0_c.t1	Np007G423860
OG0017106	CP10_g42215_DN3_SP6_c.t1	Np007G423730
OG0017107	CP10_g42270_DN3_SP0_c.t1	Np007G423030
OG0017108	CP10_g42280_DN3_SP8_c.t1	Np007G422920
OG0017110	CP10_g42313_DN3_SP3_c.t1	Np007G422510
OG0017112	CP10_g42338_DN3_SP0_c.t1	Np007G422120
OG0017113	CP10_g42357_DN3_SP8_c.t1	Np007G421750
OG0017114	CP10_g42400_DN3_SP8_c.t1	Np007G421240
OG0017115	CP10_g42452_DN2_SP0_c.t1	Np005G318400, Np007G420330
OG0017119	CP10_g42538_DN3_SP5_c.t1	Np007G418790
OG0017120	CP10_g42577_DN3_SP4_c.t1	Np007G418020
OG0017121	CP10_g42578_DN3_SP0_c.t1	Np007G418010
OG0017123	CP10_g42605_DN3_SP8_c.t1	Np007G417680
OG0017124	CP10_g42607_DN3_SP0_c.t1	Np007G417660
OG0017125	CP10_g42648_DN3_SP7_c.t1	Np007G417010
OG0017126	CP10_g42655_DN3_SP8_c.t1	Np007G416930
OG0017129	CP10_g42701_DN3_SP3_c.t1	Np007G416250
OG0017130	CP10_g42737_DN1_SP0_c.t1	Np007G415760
OG0017131	CP10_g42748_DN3_SP8_c.t1	Np007G415490
OG0017132	CP10_g42768_DN3_SP4_c.t1	Np007G415280
OG0017133	CP10_g42781_DN3_SP8_c.t1	Np007G415130
OG0017135	CP10_g42812_DN3_SP1_c.t1	Np007G414590
OG0017136	CP10_g42847_DN3_SP0_c.t1	Np007G414090
OG0017137	CP4_g24688_DN3_SP2_c.t1	Np006G331810
OG0017138	CP4_g24733_DN2_SP0_c.t1	Np006G332790
OG0017139	CP4_g24765_DN3_SP0_c.t1	Np006G333530, Np006G333490
OG0017140	CP4_g24767_DN3_SP8_c.t1	Np006G333560
OG0017141	CP4_g24772_DN2_SP1_c.t1	Np006G333670
OG0017143	CP4_g24809_DN3_SP0_c.t1	Np006G334330
OG0017144	CP4_g24830_DN3_SP8_c.t1	Np006G334620
OG0017145	CP4_g24832_DN3_SP0_c.t1	Np006G334640
OG0017148	CP4_g25039_DN3_SP1_c.t1	Np006G337980
OG0017149	CP4_g24983_DN3_SP5_c.t1	Np006G337100
OG0017150	CP4_g24961_DN3_SP8_c.t1	Np006G336840
OG0017152	CP4_g24879_DN3_SP0_c.t1	Np006G335430
OG0017153	CP7_g46198_DN3_SP3_c.t1	Np004G241030
OG0017155	CP7_g46136_DN3_SP8_c.t1, CP1_g37835_DN2_SP0_c.t1	Np004G240250
OG0017156	CP7_g46092_DN2_SP0_c.t1	Np004G239660
OG0017157	CP7_g46086_DN3_SP3_c.t1	Np004G239600
OG0017158	CP7_g46044_DN3_SP4_c.t1	Np004G239170
OG0017159	CP7_g46035_DN2_SP0_c.t1	Np004G239050
OG0017162	CP7_g45921_DN3_SP4_c.t1	Np004G237530
OG0017163	CP7_g45943_DN3_SP6_c.t1	Np004G237770
OG0017164	CP7_g45906_DN3_SP5_c.t1	Np004G237290
OG0017165	CP7_g45900_DN3_SP7_c.t1	Np004G237230
OG0017166	CP7_g45896_DN3_SP0_c.t1	Np004G237190
OG0017167	CP7_g45884_DN3_SP3_c.t1	Np004G237020
OG0017168	CP7_g45843_DN3_SP5_c.t1	Np004G236570
OG0017169	CP7_g45808_DN3_SP1_c.t1	Np004G236060
OG0017171	CP1_g38039_DN3_SP0_c.t1	Np004G196350
OG0017172	CP7_g45675_DN3_SP5_c.t1	Np004G234500
OG0017173	CP7_g45630_DN3_SP0_c.t1	Np004G233900
OG0017174	CP7_g45615_DN3_SP1_c.t1	Np004G233680
OG0017175	CP7_g45611_DN3_SP0_c.t1	Np004G233600
OG0017176	CP7_g45607_DN3_SP5_c.t1	Np004G233510
OG0017177	CP7_g45597_DN3_SP8_c.t1	Np004G233350
OG0017178	CP7_g45556_DN3_SP0_c.t1	Np004G232470
OG0017180	CP7_g45522_DN3_SP2_c.t1	Np004G231950
OG0017181	CP7_g45512_DN3_SP0_c.t1	Np004G231750
OG0017182	CP7_g45510_DN3_SP0_c.t1	Np004G231730
OG0017183	CP7_g45499_DN3_SP8_c.t1	Np004G231290
OG0017184	CP7_g45482_DN3_SP3_c.t1	Np004G231080
OG0017185	CP7_g45474_DN3_SP8_c.t1	Np004G230950
OG0017186	CP7_g45388_DN3_SP8_c.t1	Np004G229210
OG0017187	CP7_g45383_DN3_SP1_c.t1	Np004G229100
OG0017188	CP7_g45343_DN1_SP0_c.t1	Np004G227840, Np004G227880, Np004G226640
OG0017189	CP7_g45312_DN3_SP0_c.t1	Np004G226840
OG0017191	CP7_g45225_DN3_SP0_c.t1	Np004G209250
OG0017192	CP7_g45197_DN3_SP0_c.t1	Np004G209530
OG0017193	CP7_g45128_DN3_SP1_c.t1	Np004G210340
OG0017194	CP7_g45129_DN3_SP4_c.t1	Np004G210330
OG0017195	CP7_g45130_DN3_SP1_c.t1	Np004G210320
OG0017196	CP19_g18208_DN3_SP3_c.t1	Np005G282260
OG0017198	CP19_g18119_DN3_SP0_c.t1	Np005G281010
OG0017199	CP19_g18086_DN3_SP0_c.t1	Np005G280550
OG0017200	CP5_g1224_DN3_SP6_c.t1	Np005G277260
OG0017202	CP16_g55190_DN3_SP0_c.t1	Np006G364740
OG0017203	CP16_g55239_DN2_SP1_c.t1	Np006G364410
OG0017204	CP16_g55115_DN3_SP1_c.t1	Np006G365740
OG0017205	CP16_g55086_DN3_SP0_c.t1	Np006G366130
OG0017206	CP16_g54992_DN3_SP1_c.t1	Np006G367410
OG0017208	CP16_g54896_DN3_SP6_c.t1	Np006G368530
OG0017209	CP16_g54887_DN3_SP3_c.t1	Np006G368750
OG0017210	CP16_g54836_DN2_SP0_c.t1	Np006G369380
OG0017211	CP16_g54823_DN3_SP0_c.t1	Np006G369520
OG0017212	CP16_g54782_DN3_SP2_c.t1	Np006G369900
OG0017213	CP16_g54777_DN3_SP2_c.t1	Np006G370540
OG0017214	CP16_g54763_DN3_SP7_c.t1	Np006G370650
OG0017215	CP16_g54746_DN3_SP2_c.t1	Np006G356730
OG0017216	CP16_g54743_DN2_SP0_c.t1	Np006G371020
OG0017217	CP1_g37777_DN3_SP0_c.t1	Np004G241800
OG0017218	CP1_g37718_DN3_SP3_c.t1	Np004G242650
OG0017222	CP1_g37588_DN3_SP1_c.t1	Np004G244630
OG0017223	CP1_g37561_DN3_SP8_c.t1	Np004G245140
OG0017224	CP1_g37446_DN3_SP0_c.t1	Np007G414680, Np004G246870
OG0017225	CP1_g37431_DN1_SP0_c.t1	Np004G247070
OG0017226	CP1_g37385_DN3_SP7_c.t1	Np004G247760
OG0017227	CP1_g37378_DN3_SP0_c.t1	Np004G247820
OG0017228	CP1_g37374_DN3_SP8_c.t1	Np004G247880
OG0017229	CP1_g37319_DN3_SP8_c.t1	Np004G248540
OG0017230	CP1_g37267_DN1_SP0_c.t1	Np004G249210
OG0017231	CP1_g37274_DN3_SP8_c.t1	Np004G249120
OG0017233	CP1_g37202_DN3_SP4_c.t1	Np004G249920
OG0017234	CP2_g49915_DN3_SP4_c.t1	Np002G108240
OG0017235	CP1_g37197_DN2_SP0_c.t1	Np004G250020
OG0017238	CP11_g33189_DN1_SP0_c.t1	Np003G132860
OG0017240	CP1_g37007_DN3_SP0_c.t1	Np004G252320
OG0017241	CP1_g36926_DN3_SP7_c.t1	Np004G253340
OG0017242	CP1_g36914_DN3_SP7_c.t1	Np004G253510
OG0017243	CP1_g36884_DN2_SP0_c.t1	Np004G253820
OG0017244	CP1_g36853_DN3_SP3_c.t1	Np004G254300
OG0017245	CP1_g36831_DN3_SP5_c.t1	Np004G254530
OG0017246	CP1_g36573_DN3_SP8_c.t1	Np004G255080
OG0017247	CP1_g36576_DN3_SP6_c.t1	Np004G255150
OG0017248	CP1_g36614_DN3_SP8_c.t1	Np004G255650
OG0017249	CP1_g36639_DN3_SP0_c.t1	Np004G255910
OG0017250	CP1_g36668_DN3_SP0_c.t1	Np004G256230
OG0017251	CP1_g36673_DN3_SP0_c.t1	Np004G256290
OG0017252	CP1_g36711_DN3_SP4_c.t1	Np004G256770
OG0017253	CP1_g36707_DN3_SP4_c.t1	Np004G256730
OG0017254	CP1_g36706_DN3_SP8_c.t1	Np004G256720
OG0017255	CP1_g36702_DN3_SP1_c.t1	Np004G256650
OG0017257	CP1_g36738_DN3_SP0_c.t1	Np004G257090
OG0017258	CP1_g36748_DN3_SP3_c.t1	Np004G257190
OG0017259	CP1_g36540_DN2_SP0_c.t1	Np004G258120
OG0017260	CP1_g36535_DN3_SP7_c.t1	Np004G258230
OG0017262	CP1_g36432_DN3_SP0_c.t1	Np004G259520
OG0017263	CP1_g36406_DN3_SP8_c.t1	Np004G259820
OG0017264	CP1_g36399_DN3_SP5_c.t1	Np004G259890
OG0017265	CP11_g32510_DN3_SP0_c.t1	Np003G141490
OG0017266	CP11_g32513_DN3_SP8_c.t1	Np003G141460
OG0017267	CP11_g32515_DN3_SP8_c.t1	Np003G141440
OG0017268	CP11_g32522_DN3_SP8_c.t1	Np003G141380
OG0017269	CP11_g32470_DN3_SP0_c.t1	Np003G141870
OG0017270	CP11_g32469_DN3_SP0_c.t1	Np003G141880
OG0017271	CP11_g32466_DN2_SP0_c.t1	Np003G141890
OG0017273	CP11_g32446_DN3_SP3_c.t1	Np003G142130
OG0017274	CP11_g32352_DN3_SP0_c.t1	Np003G143240
OG0017276	CP11_g32291_DN3_SP8_c.t1	Np003G143900
OG0017278	CP11_g32204_DN3_SP1_c.t1	Np003G145020
OG0017279	CP11_g32195_DN3_SP0_c.t1	Np003G145150
OG0017280	CP9_g28404_DN3_SP5_c.t1	Np002G089630
OG0017281	CP8_g54448_DN2_SP5_c.t1	Np003G146750
OG0017282	CP8_g54437_DN3_SP0_c.t1	Np003G146870
OG0017283	CP8_g54435_DN3_SP0_c.t1	Np003G146890
OG0017284	CP8_g54407_DN3_SP4_c.t1	Np003G147240
OG0017286	CP2_g48633_DN3_SP7_c.t1	Np001G015430
OG0017287	CP2_g48660_DN3_SP7_c.t1	Np001G015790
OG0017288	CP2_g48676_DN2_SP0_c.t1	Np001G016190
OG0017289	CP2_g48689_DN2_SP0_c.t1	Np001G016350
OG0017290	CP2_g48716_DN3_SP6_c.t1	Np001G016680
OG0017291	CP2_g48793_DN3_SP8_c.t1	Np001G017790
OG0017292	CP2_g48776_DN3_SP0_c.t1	Np001G017580
OG0017293	CP11_g32602_DN3_SP8_c.t1	Np003G140510
OG0017294	CP11_g32607_DN3_SP8_c.t1	Np003G140450
OG0017295	CP11_g33276_DN3_SP8_c.t1	Np003G132540
OG0017296	CP13_g19519_DN3_SP0_c.t1	Np001G024800
OG0017297	CP7_g46454_DN3_SP8_c.t1	Np004G190290
OG0017298	CP2_g48821_DN3_SP8_c.t1	Np001G018110
OG0017299	CP11_g33363_DN3_SP8_c.t1	Np003G130290
OG0017300	CP11_g33366_DN3_SP0_c.t1	Np003G130260
OG0017301	CP11_g33369_DN3_SP0_c.t1	Np003G130090
OG0017302	CP11_g33379_DN3_SP0_c.t1	Np003G129940
OG0017303	CP11_g33405_DN3_SP8_c.t1	Np003G129560
OG0017304	CP2_g48455_DN3_SP3_c.t1	Np001G013090
OG0017306	CP2_g48452_DN3_SP8_c.t1	Np001G013030
OG0017307	CP7_g45957_DN3_SP8_c.t1	Np004G238030
OG0017308	CP2_g48401_DN3_SP0_c.t1	Np001G012130
OG0017309	CP2_g48390_DN3_SP3_c.t1	Np001G012020
OG0017310	CP2_g48354_DN3_SP2_c.t1	Np001G011590
OG0017311	CP2_g48360_DN3_SP8_c.t1	Np001G011730
OG0017312	CP2_g48349_DN3_SP0_c.t1	Np001G011480
OG0017313	CP2_g48325_DN3_SP8_c.t1	Np001G011210
OG0017316	CP2_g48248_DN3_SP0_c.t1	Np001G010210
OG0017317	CP2_g48243_DN3_SP8_c.t1	Np001G010120
OG0017319	CP8_g53452_DN2_SP0_c.t1	Np003G161080
OG0017320	CP2_g48153_DN3_SP7_c.t1	Np001G009090
OG0017321	CP2_g48115_DN3_SP0_c.t1	Np001G008610
OG0017322	CP2_g48109_DN3_SP2_c.t1	Np001G008510
OG0017324	CP2_g48099_DN2_SP0_c.t1	Np001G007900
OG0017326	CP2_g48005_DN3_SP1_c.t1	Np001G006630
OG0017328	CP8_g53852_DN3_SP6_c.t1	Np003G154380
OG0017330	CP3_g14234_DN2_SP0_c.t1	Np001G053080
OG0017331	CP3_g14271_DN3_SP0_c.t1	Np001G052650
OG0017332	CP3_g14287_DN3_SP0_c.t1	Np001G052510
OG0017333	CP3_g14302_DN3_SP0_c.t1	Np001G052350
OG0017334	CP3_g14312_DN3_SP0_c.t1	Np001G052150
OG0017336	CP3_g14374_DN3_SP0_c.t1	Np001G051230
OG0017337	CP8_g54378_DN3_SP6_c.t1	Np003G147570
OG0017339	CP3_g14492_DN3_SP8_c.t1	Np001G049510
OG0017340	CP3_g14533_DN3_SP8_c.t1	Np001G048820
OG0017341	CP3_g14559_DN3_SP6_c.t1	Np001G048300
OG0017342	CP3_g14566_DN3_SP1_c.t1	Np001G048200
OG0017343	CP3_g14604_DN3_SP5_c.t1	Np001G047810
OG0017345	CP3_g14654_DN3_SP0_c.t1	Np001G047220
OG0017346	CP3_g14709_DN3_SP8_c.t1	Np001G046740
OG0017347	CP3_g14722_DN3_SP0_c.t1	Np001G046600
OG0017348	CP3_g14754_DN3_SP1_c.t1	Np001G046220
OG0017349	CP3_g14531_DN2_SP0_c.t1	Np005G306050
OG0017350	CP3_g14897_DN3_SP0_c.t1	Np001G044920
OG0017351	CP3_g15220_DN3_SP3_c.t1	Np001G044080
OG0017352	CP3_g15213_DN3_SP3_c.t1	Np001G044130
OG0017353	CP3_g15315_DN3_SP5_c.t1	Np001G043950
OG0017354	CP3_g15841_DN3_SP7_c.t1	Np001G043260
OG0017355	CP2_g48840_DN3_SP6_c.t1	Np001G018320
OG0017356	CP9_g28342_DN3_SP0_c.t1	Np002G090930
OG0017357	CP9_g28335_DN3_SP8_c.t1	Np002G091160
OG0017358	CP11_g32594_DN3_SP0_c.t1	Np003G140620
OG0017359	CP9_g28360_DN3_SP7_c.t1	Np002G090670
OG0017360	CP9_g28355_DN3_SP8_c.t1	Np002G090770
OG0017361	CP9_g28472_DN3_SP8_c.t1	Np002G088250
OG0017362	CP9_g28500_DN3_SP8_c.t1	Np002G087520
OG0017363	CP9_g28509_DN3_SP1_c.t1	Np002G087410
OG0017364	CP16_g54884_DN3_SP1_c.t1	Np006G368790
OG0017365	CP9_g28543_DN3_SP6_c.t1	Np002G087010
OG0017367	CP9_g28579_DN3_SP1_c.t1	Np002G086470
OG0017368	CP9_g28682_DN3_SP7_c.t1	Np002G085060
OG0017369	CP9_g28683_DN3_SP7_c.t1	Np002G085050
OG0017371	CP9_g28723_DN3_SP0_c.t1	Np002G084340
OG0017372	CP9_g28733_DN3_SP0_c.t1	Np002G084080
OG0017374	CP9_g28773_DN2_SP0_c.t1	Np002G083630
OG0017375	CP9_g29438_DN3_SP3_c.t1	Np002G074220
OG0017376	CP9_g29434_DN3_SP4_c.t1	Np002G074240
OG0017377	CP9_g29392_DN3_SP6_c.t1	Np002G074920
OG0017378	CP9_g29389_DN3_SP8_c.t1	Np002G074950
OG0017379	CP9_g29378_DN3_SP0_c.t1	Np002G075050
OG0017382	CP9_g29312_DN3_SP6_c.t1	Np002G076090
OG0017383	CP9_g29310_DN1_SP0_c.t1	Np002G076110
OG0017384	CP9_g29265_DN3_SP0_c.t1	Np002G076810
OG0017385	CP9_g29231_DN3_SP0_c.t1	Np002G077260
OG0017386	CP9_g29224_DN3_SP2_c.t1	Np002G077430
OG0017387	CP7_g45785_DN3_SP3_c.t1	Np004G235760
OG0017388	CP9_g29136_DN3_SP6_c.t1	Np002G078590
OG0017389	CP9_g29104_DN2_SP5_c.t1	Np002G079000
OG0017390	CP9_g29074_DN1_SP0_c.t1	Np002G079360
OG0017391	CP8_g54393_DN2_SP0_c.t1	Np003G147360
OG0017392	CP9_g29049_DN3_SP0_c.t1	Np002G079800
OG0017393	CP5_g2508_DN2_SP0_c.t1	Np005G309760
OG0017394	CP9_g29010_DN3_SP4_c.t1	Np002G080320
OG0017395	CP9_g29002_DN3_SP7_c.t1	Np002G080800
OG0017396	CP9_g28976_DN1_SP0_c.t1	Np002G081130
OG0017397	CP9_g28968_DN3_SP0_c.t1	Np002G081270
OG0017398	CP9_g28949_DN3_SP4_c.t1	Np002G081410
OG0017399	CP9_g28931_DN1_SP0_c.t1	Np002G081650
OG0017400	CP9_g28896_DN3_SP6_c.t1	Np002G082240
OG0017401	CP9_g29492_DN3_SP3_c.t1	Np002G073290
OG0017402	CP9_g29516_DN2_SP8_c.t1	Np002G072990
OG0017403	CP9_g29552_DN2_SP0_c.t1	Np002G072550
OG0017404	CP9_g29585_DN3_SP0_c.t1	Np002G072110
OG0017405	CP9_g29590_DN2_SP0_c.t1	Np002G072060
