Orthogroup	Conringia_planisiliqua	Odontarrhena_muralis
OG0015269	CP12_g30871_DN3_SP0_c.t1	Om002G074560
OG0015270	CP12_g30870_DN3_SP0_c.t1	Om003G104360
OG0015271	CP6_g8170_DN3_SP2_c.t1	Om003G104190
OG0015272	CP6_g7712_DN3_SP8_c.t1	Om003G103900
OG0015273	CP6_g7680_DN3_SP0_c.t1	Om003G103790
OG0015274	CP6_g7594_DN3_SP2_c.t1	Om003G103600
OG0015275	CP6_g7588_DN2_SP0_c.t1	Om003G103550
OG0015276	CP6_g7523_DN3_SP0_c.t1	Om003G103180
OG0015277	CP6_g7499_DN3_SP7_c.t1	Om003G102690
OG0015278	CP6_g7498_DN2_SP0_c.t1	Om003G102680
OG0015279	CP12_g30672_DN3_SP8_c.t1	Om002G071760
OG0015280	CP6_g7434_DN3_SP0_c.t1	Om003G102260
OG0015281	CP6_g7359_DN3_SP7_c.t1	Om003G101560
OG0015282	CP6_g7345_DN3_SP3_c.t1	Om003G101430
OG0015283	CP5_g1470_DN3_SP6_c.t1	Om007G316230
OG0015284	CP5_g1444_DN3_SP8_c.t1	Om007G316410
OG0015285	CP5_g1392_DN3_SP0_c.t1	Om007G316770
OG0015286	CP5_g1391_DN3_SP5_c.t1	Om007G316780
OG0015287	CP5_g1371_DN3_SP0_c.t1	Om007G316990
OG0015288	CP5_g1331_DN3_SP0_c.t1	Om007G317510
OG0015289	CP19_g17891_DN3_SP0_c.t1	Om007G318130
OG0015290	CP5_g1785_DN3_SP2_c.t1	Om006G253710
OG0015291	CP4_g23923_DN3_SP6_c.t1	Om008G318710
OG0015292	CP4_g23926_DN3_SP0_c.t1	Om008G318770
OG0015294	CP4_g23931_DN3_SP0_c.t1	Om008G318840
OG0015295	CP4_g23944_DN3_SP5_c.t1	Om008G319000
OG0015296	CP4_g23946_DN3_SP0_c.t1	Om008G319020
OG0015297	CP4_g23947_DN3_SP5_c.t1	Om008G319030
OG0015298	CP4_g23961_DN3_SP8_c.t1	Om008G319200
OG0015299	CP4_g23962_DN3_SP8_c.t1	Om008G319210
OG0015300	CP4_g23966_DN3_SP3_c.t1	Om008G319270
OG0015301	CP4_g23969_DN3_SP8_c.t1	Om008G319290
OG0015302	CP4_g23972_DN3_SP8_c.t1	Om008G319340
OG0015303	CP12_g29898_DN2_SP8_c.t1, CP3_g15690_DN2_SP0_c.t1	Om002G061160
OG0015304	CP4_g24014_DN3_SP8_c.t1	Om008G320010
OG0015305	CP4_g24028_DN3_SP5_c.t1	Om008G320200
OG0015306	CP4_g24030_DN3_SP0_c.t1	Om008G320220
OG0015307	CP4_g24049_DN3_SP8_c.t1	Om008G320490
OG0015308	CP4_g24054_DN3_SP0_c.t1	Om008G320550
OG0015309	CP4_g24066_DN3_SP0_c.t1	Om008G320700
OG0015310	CP4_g24078_DN3_SP6_c.t1	Om008G320830
OG0015311	CP4_g24086_DN2_SP0_c.t1	Om008G321000
OG0015312	CP4_g24117_DN3_SP0_c.t1	Om008G321300
OG0015313	CP4_g24134_DN3_SP8_c.t1	Om008G321490
OG0015314	CP4_g24162_DN3_SP0_c.t1	Om008G321850
OG0015315	CP4_g24163_DN2_SP0_c.t1	Om008G321860
OG0015316	CP4_g24165_DN3_SP0_c.t1	Om008G321880
OG0015317	CP4_g24193_DN3_SP1_c.t1	Om008G322240
OG0015318	CP4_g24207_DN3_SP8_c.t1	Om008G322340
OG0015319	CP4_g24209_DN3_SP0_c.t1	Om008G322360
OG0015320	CP4_g24212_DN3_SP0_c.t1	Om008G322480
OG0015321	CP4_g24215_DN3_SP4_c.t1	Om008G322510
OG0015322	CP4_g24226_DN3_SP0_c.t1	Om008G322680
OG0015323	CP4_g24228_DN3_SP8_c.t1	Om008G322700
OG0015324	CP4_g24235_DN3_SP8_c.t1	Om008G322830
OG0015325	CP4_g24239_DN3_SP0_c.t1	Om008G322890
OG0015326	CP4_g24259_DN3_SP0_c.t1	Om008G323070
OG0015327	CP4_g24294_DN3_SP7_c.t1	Om008G323590
OG0015328	CP4_g24317_DN3_SP1_c.t1	Om008G323960
OG0015329	CP4_g24328_DN3_SP0_c.t1	Om008G324110
OG0015330	CP4_g24361_DN3_SP0_c.t1	Om008G324810
OG0015331	CP4_g24374_DN3_SP8_c.t1	Om008G325030
OG0015332	CP4_g24383_DN3_SP0_c.t1	Om008G325170
OG0015333	CP4_g24386_DN3_SP2_c.t1	Om008G325200
OG0015334	CP4_g24404_DN3_SP2_c.t1	Om008G325470
OG0015335	CP4_g24420_DN3_SP7_c.t1	Om008G325690
OG0015336	CP4_g24431_DN3_SP8_c.t1	Om008G325870
OG0015337	CP4_g24436_DN2_SP0_c.t1	Om008G326020
OG0015338	CP4_g24444_DN3_SP5_c.t1	Om008G326100
OG0015339	CP4_g24453_DN3_SP0_c.t1	Om008G326210
OG0015340	CP4_g24454_DN3_SP8_c.t1	Om008G326220
OG0015341	CP4_g24460_DN3_SP8_c.t1	Om008G326310
OG0015342	CP4_g24466_DN3_SP8_c.t1	Om008G326380
OG0015343	CP4_g24482_DN3_SP4_c.t1	Om008G326660
OG0015344	CP4_g24523_DN2_SP2_c.t1	Om008G327220
OG0015346	CP4_g24568_DN3_SP1_c.t1	Om008G327880
OG0015347	CP11_g33722_DN3_SP5_c.t1	Om004G176820
OG0015348	CP11_g33721_DN3_SP8_c.t1	Om004G176810
OG0015349	CP11_g33694_DN3_SP7_c.t1	Om004G176480
OG0015350	CP11_g33690_DN3_SP0_c.t1	Om004G176430
OG0015352	CP11_g33675_DN3_SP0_c.t1	Om004G176180
OG0015353	CP11_g33670_DN3_SP7_c.t1	Om004G176120
OG0015354	CP11_g33655_DN3_SP8_c.t1	Om004G175860
OG0015355	CP11_g33649_DN3_SP7_c.t1	Om004G175960
OG0015356	CP11_g33615_DN3_SP6_c.t1	Om004G175480
OG0015357	CP11_g33608_DN3_SP0_c.t1	Om004G175310
OG0015358	CP11_g33583_DN3_SP8_c.t1	Om004G174820
OG0015359	CP11_g33580_DN3_SP0_c.t1	Om004G174770
OG0015360	CP11_g33578_DN2_SP0_c.t1	Om004G174750
OG0015361	CP11_g33565_DN3_SP8_c.t1	Om004G174530
OG0015362	CP11_g33555_DN3_SP7_c.t1	Om005G198550
OG0015363	CP11_g33551_DN3_SP2_c.t1	Om004G174350
OG0015364	CP11_g33546_DN3_SP8_c.t1	Om004G174310
OG0015365	CP11_g33522_DN3_SP5_c.t1	Om004G173950
OG0015366	CP11_g32946_DN3_SP8_c.t1	Om004G166300
OG0015367	CP11_g33518_DN1_SP0_c.t1	Om004G173890
OG0015368	CP11_g33510_DN3_SP0_c.t1	Om004G173740
OG0015370	CP11_g33498_DN3_SP5_c.t1	Om004G173600
OG0015371	CP11_g33485_DN1_SP3_c.t1	Om004G173360
OG0015372	CP11_g33464_DN3_SP8_c.t1	Om004G173090
OG0015373	CP11_g33463_DN3_SP0_c.t1	Om004G173080
OG0015374	CP8_g54396_DN3_SP3_c.t1	Om006G241090
OG0015375	CP8_g54299_DN3_SP0_c.t1	Om006G241940
OG0015376	CP8_g54312_DN3_SP7_c.t1	Om006G241830
OG0015377	CP8_g54242_DN3_SP3_c.t1	Om006G242610
OG0015378	CP8_g54235_DN3_SP8_c.t1	Om006G242700
OG0015379	CP5_g1234_DN3_SP2_c.t1	Om001G021200
OG0015380	CP8_g54226_DN3_SP8_c.t1	Om006G242820
OG0015381	CP8_g54222_DN3_SP5_c.t1	Om006G242890
OG0015382	CP8_g54206_DN3_SP7_c.t1	Om006G243080
OG0015383	CP8_g54188_DN3_SP8_c.t1	Om006G243360
OG0015384	CP8_g54182_DN3_SP1_c.t1	Om006G243440
OG0015385	CP8_g54168_DN3_SP8_c.t1	Om006G243700
OG0015386	CP8_g54158_DN3_SP0_c.t1	Om006G243800
OG0015387	CP8_g54151_DN3_SP8_c.t1	Om006G243890
OG0015388	CP8_g54134_DN3_SP8_c.t1	Om006G244200
OG0015389	CP8_g54096_DN3_SP8_c.t1	Om006G244570
OG0015390	CP8_g54081_DN3_SP8_c.t1	Om006G244760
OG0015391	CP8_g54078_DN3_SP0_c.t1	Om006G244800
OG0015392	CP16_g55091_DN1_SP0_c.t1	Om002G068930
OG0015393	CP9_g28274_DN3_SP8_c.t1	Om005G212550
OG0015394	CP8_g54028_DN3_SP8_c.t1	Om006G245400
OG0015395	CP8_g54007_DN3_SP8_c.t1	Om006G245670
OG0015396	CP8_g54000_DN3_SP6_c.t1	Om006G245730
OG0015397	CP8_g53951_DN3_SP8_c.t1	Om006G246250
OG0015398	CP8_g53915_DN3_SP8_c.t1	Om006G246770
OG0015399	CP8_g53956_DN3_SP0_c.t1	Om006G246160
OG0015400	CP8_g53933_DN3_SP6_c.t1	Om006G246560
OG0015401	CP2_g47998_DN3_SP7_c.t1	Om006G234590
OG0015402	CP2_g47981_DN3_SP1_c.t1	Om006G234390
OG0015403	CP2_g47977_DN2_SP0_c.t1	Om006G234350
OG0015404	CP2_g47972_DN3_SP4_c.t1	Om006G234290
OG0015405	CP2_g47971_DN3_SP7_c.t1	Om006G234280
OG0015406	CP2_g47969_DN3_SP6_c.t1	Om006G234260
OG0015407	CP2_g47968_DN3_SP8_c.t1	Om006G234220
OG0015408	CP2_g47967_DN3_SP8_c.t1	Om006G234210
OG0015409	CP2_g47944_DN3_SP3_c.t1	Om006G233990
OG0015410	CP2_g47915_DN3_SP5_c.t1	Om006G233630
OG0015411	CP2_g47911_DN3_SP2_c.t1	Om006G233600
OG0015412	CP4_g24883_DN3_SP6_c.t1	Om008G333870
OG0015413	CP2_g47881_DN3_SP4_c.t1	Om006G233260
OG0015415	CP2_g47869_DN2_SP0_c.t1	Om006G233150
OG0015416	CP2_g47865_DN3_SP0_c.t1	Om006G233120
OG0015417	CP2_g47858_DN3_SP4_c.t1	Om006G233030
OG0015418	CP2_g47855_DN3_SP8_c.t1	Om006G232980
OG0015419	CP2_g47850_DN3_SP3_c.t1	Om006G232900
OG0015420	CP2_g47840_DN3_SP8_c.t1	Om006G232820
OG0015421	CP2_g47834_DN3_SP0_c.t1	Om006G232750
OG0015422	CP2_g47813_DN3_SP0_c.t1	Om006G232530
OG0015423	CP2_g47808_DN3_SP0_c.t1	Om006G232460
OG0015424	CP2_g47781_DN3_SP5_c.t1	Om006G232110
OG0015425	CP2_g47768_DN3_SP6_c.t1	Om006G231970
OG0015426	CP2_g47755_DN3_SP2_c.t1	Om006G231790
OG0015427	CP2_g47741_DN3_SP0_c.t1	Om006G231640
OG0015428	CP2_g47733_DN3_SP0_c.t1	Om006G231570
OG0015429	CP2_g47724_DN3_SP2_c.t1	Om006G231450
OG0015430	CP2_g47702_DN3_SP8_c.t1	Om006G231190
OG0015431	CP2_g47700_DN3_SP0_c.t1, CP2_g47706_DN3_SP0_c.t1	Om006G231170
OG0015432	CP2_g47694_DN3_SP0_c.t1	Om006G231070
OG0015433	CP2_g47686_DN3_SP8_c.t1	Om006G230970
OG0015434	CP2_g47681_DN3_SP5_c.t1	Om006G230910
OG0015435	CP2_g47676_DN3_SP2_c.t1	Om006G230860
OG0015436	CP2_g47663_DN3_SP8_c.t1	Om006G230720
OG0015437	CP2_g47662_DN3_SP6_c.t1	Om006G230700
OG0015438	CP2_g47658_DN3_SP4_c.t1	Om006G230610
OG0015439	CP2_g47633_DN3_SP2_c.t1	Om006G230300
OG0015440	CP16_g55367_DN3_SP1_c.t1	Om006G270980
OG0015441	CP2_g47616_DN3_SP3_c.t1	Om006G230090
OG0015442	CP2_g47613_DN3_SP0_c.t1	Om006G230060
OG0015443	CP2_g47591_DN1_SP5_c.t1	Om006G229830
OG0015444	CP6_g7292_DN3_SP8_c.t1	Om006G229670
OG0015446	CP2_g47563_DN3_SP7_c.t1	Om006G229490
OG0015447	CP2_g47559_DN3_SP5_c.t1	Om006G229330
OG0015448	CP2_g47546_DN3_SP8_c.t1	Om006G229270
OG0015449	CP2_g47540_DN3_SP0_c.t1	Om006G229230
OG0015450	CP2_g47536_DN3_SP1_c.t1	Om006G229180
OG0015451	CP2_g47524_DN3_SP0_c.t1	Om006G229070
OG0015452	CP2_g47514_DN3_SP3_c.t1	Om006G228970
OG0015454	CP8_g54611_DN3_SP7_c.t1	Om004G157900
OG0015455	CP8_g54635_DN3_SP8_c.t1	Om004G157640
OG0015456	CP8_g54649_DN3_SP0_c.t1	Om004G157440
OG0015458	CP8_g54596_DN3_SP2_c.t1	Om004G158120
OG0015460	CP8_g54574_DN3_SP0_c.t1	Om004G158340
OG0015461	CP8_g54561_DN2_SP0_c.t1	Om004G158430
OG0015462	CP11_g32151_DN3_SP2_c.t1	Om004G158910
OG0015463	CP11_g32141_DN3_SP8_c.t1	Om004G136270
OG0015464	CP11_g32122_DN3_SP0_c.t1	Om004G159200
OG0015465	CP11_g32111_DN3_SP2_c.t1	Om004G159300
OG0015466	CP11_g32056_DN3_SP3_c.t1	Om004G159950
OG0015467	CP11_g32045_DN3_SP8_c.t1	Om004G160090
OG0015468	CP11_g32043_DN3_SP0_c.t1	Om004G160110
OG0015469	CP11_g32042_DN3_SP0_c.t1	Om004G160130
OG0015470	CP2_g47791_DN3_SP0_c.t1	Om006G232190
OG0015471	CP11_g32005_DN3_SP8_c.t1	Om004G160490
OG0015472	CP13_g20181_DN3_SP8_c.t1	Om007G293000
OG0015473	CP13_g20190_DN3_SP3_c.t1	Om007G292920
OG0015474	CP13_g20192_DN3_SP5_c.t1	Om007G292890
OG0015475	CP13_g20193_DN3_SP0_c.t1	Om007G292880
OG0015476	CP13_g20208_DN3_SP8_c.t1	Om007G277420
OG0015477	CP13_g20218_DN3_SP0_c.t1	Om007G277520
OG0015478	CP13_g20224_DN3_SP2_c.t1	Om007G277540
OG0015479	CP13_g20235_DN3_SP3_c.t1	Om007G277640
OG0015480	CP13_g20239_DN3_SP8_c.t1	Om007G277690
OG0015481	CP13_g20241_DN3_SP7_c.t1	Om007G277710
OG0015482	CP13_g20289_DN2_SP0_c.t1	Om007G278030
OG0015483	CP4_g25502_DN3_SP2_c.t1	Om007G279220
OG0015484	CP4_g25461_DN3_SP1_c.t1	Om007G278790
OG0015485	CP4_g25534_DN3_SP8_c.t1	Om007G279580
OG0015486	CP4_g25540_DN3_SP6_c.t1	Om007G279690
OG0015487	CP4_g25544_DN3_SP8_c.t1	Om007G279760
OG0015488	CP4_g25545_DN3_SP0_c.t1	Om007G279770
OG0015489	CP4_g25560_DN2_SP0_c.t1	Om007G279920
OG0015490	CP4_g25604_DN3_SP8_c.t1	Om007G280440
OG0015491	CP4_g25616_DN3_SP8_c.t1	Om007G280590
OG0015492	CP4_g25618_DN3_SP5_c.t1	Om007G280620
OG0015493	CP4_g25672_DN2_SP0_c.t1	Om007G281150
OG0015494	CP4_g25724_DN3_SP2_c.t1	Om007G281720
OG0015495	CP4_g25741_DN3_SP5_c.t1	Om007G281840
OG0015496	CP4_g25767_DN3_SP0_c.t1	Om007G282110
OG0015497	CP4_g25836_DN3_SP1_c.t1	Om007G282950
OG0015498	CP4_g25861_DN3_SP1_c.t1	Om007G283220
OG0015499	CP4_g25876_DN3_SP1_c.t1	Om007G283380
OG0015500	CP4_g25882_DN3_SP8_c.t1	Om007G283430
OG0015501	CP4_g25887_DN3_SP0_c.t1	Om007G283480
OG0015502	CP4_g25921_DN3_SP8_c.t1	Om007G283760
OG0015503	CP4_g25933_DN3_SP8_c.t1	Om007G283900
OG0015504	CP4_g25941_DN3_SP2_c.t1	Om007G283930
OG0015505	CP4_g25943_DN3_SP0_c.t1	Om007G283950
OG0015506	CP4_g25948_DN3_SP3_c.t1	Om007G283990
OG0015507	CP4_g25954_DN3_SP5_c.t1	Om007G284050
OG0015508	CP4_g25979_DN3_SP0_c.t1	Om007G284270
OG0015509	CP4_g26172_DN3_SP1_c.t1	Om007G285110
OG0015510	CP4_g26247_DN3_SP2_c.t1	Om007G285090
OG0015511	CP4_g26306_DN3_SP1_c.t1	Om007G285010
OG0015512	CP4_g26322_DN3_SP5_c.t1	Om007G284930
OG0015514	CP4_g26092_DN2_SP0_c.t1	Om007G284770
OG0015515	CP4_g26773_DN3_SP8_c.t1	Om007G285290
OG0015516	CP4_g26748_DN2_SP7_c.t1	Om007G285300
OG0015517	CP24_g47446_DN3_SP8_c.t1	Om007G285430
OG0015518	CP24_g47260_DN3_SP0_c.t1	Om007G285450
OG0015519	CP24_g47229_DN3_SP6_c.t1	Om007G285460
OG0015520	CP24_g46990_DN3_SP6_c.t1	Om007G285540
OG0015521	CP2_g47992_DN3_SP6_c.t1	Om006G234300
OG0015522	CP19_g18205_DN3_SP8_c.t1	Om001G028820
OG0015523	CP8_g54677_DN3_SP6_c.t1	Om004G157120
OG0015524	CP18_g11619_DN3_SP0_c.t1	Om005G199380
OG0015525	CP18_g11840_DN3_SP7_c.t1	Om004G149390
OG0015526	CP18_g12132_DN3_SP8_c.t1	Om004G151030
OG0015528	CP18_g12166_DN3_SP4_c.t1	Om002G062040
OG0015529	CP18_g12286_DN3_SP1_c.t1	Om004G150970
OG0015530	CP18_g12311_DN3_SP6_c.t1	Om002G059890
OG0015531	CP18_g12510_DN3_SP7_c.t1	Om004G150380
OG0015532	CP18_g12619_DN3_SP0_c.t1	Om003G125840
OG0015533	CP16_g55716_DN3_SP8_c.t1	Om004G150890
OG0015534	CP5_g1269_DN3_SP0_c.t1	Om001G020370
OG0015535	CP10_g42145_DN3_SP7_c.t1	Om002G042650
OG0015536	CP10_g42138_DN3_SP6_c.t1	Om002G042570
OG0015537	CP10_g42114_DN3_SP1_c.t1	Om002G042310
OG0015538	CP10_g42111_DN2_SP0_c.t1	Om002G042260
OG0015539	CP7_g45081_DN3_SP8_c.t1	Om007G288380
OG0015540	CP10_g42105_DN2_SP0_c.t1	Om002G042160
OG0015541	CP10_g42100_DN3_SP0_c.t1	Om002G042090
OG0015542	CP10_g42096_DN3_SP5_c.t1	Om002G042040
OG0015543	CP10_g42095_DN3_SP8_c.t1	Om002G042030
OG0015544	CP10_g42091_DN3_SP8_c.t1	Om002G042000
OG0015545	CP11_g33769_DN2_SP0_c.t1	Om004G177460
OG0015546	CP7_g44843_DN3_SP8_c.t1	Om004G177420
OG0015547	CP11_g33765_DN3_SP5_c.t1	Om004G177390
OG0015548	CP11_g33762_DN3_SP7_c.t1	Om004G177360
OG0015549	CP11_g33761_DN3_SP0_c.t1	Om004G177350
OG0015550	CP10_g42221_DN3_SP0_c.t1	Om004G177320
OG0015551	CP11_g33758_DN2_SP1_c.t1	Om004G177310
OG0015552	CP11_g33752_DN2_SP0_c.t1	Om004G177220
OG0015553	CP11_g33751_DN3_SP0_c.t1	Om004G177170
OG0015554	CP11_g33750_DN3_SP0_c.t1	Om004G177150
OG0015555	CP19_g17983_DN3_SP5_c.t1	Om002G065070
OG0015557	CP10_g42178_DN3_SP6_c.t1	Om002G043010
OG0015558	CP10_g42183_DN3_SP0_c.t1	Om002G043060
OG0015559	CP10_g42204_DN3_SP8_c.t1	Om002G043390
OG0015560	CP10_g42205_DN3_SP1_c.t1	Om002G043400
OG0015561	CP10_g42207_DN2_SP0_c.t1	Om002G043420
OG0015562	CP10_g42212_DN3_SP8_c.t1	Om002G043470
OG0015563	CP10_g42226_DN3_SP8_c.t1	Om002G043600
OG0015564	CP10_g42227_DN3_SP8_c.t1	Om002G043610
OG0015565	CP10_g42240_DN3_SP8_c.t1	Om002G043750
OG0015566	CP10_g42258_DN2_SP0_c.t1	Om002G043980, Om006G272850
OG0015568	CP10_g42263_DN3_SP8_c.t1	Om002G044040
OG0015569	CP10_g42274_DN3_SP0_c.t1	Om002G044180
OG0015570	CP10_g42287_DN3_SP1_c.t1	Om002G044310
OG0015571	CP10_g42295_DN3_SP0_c.t1	Om002G044430
OG0015572	CP10_g42296_DN3_SP3_c.t1	Om002G044440
OG0015573	CP10_g42322_DN3_SP7_c.t1	Om002G044710
OG0015574	CP10_g42345_DN3_SP8_c.t1	Om002G045050
OG0015575	CP10_g42360_DN3_SP2_c.t1	Om002G045230
OG0015576	CP10_g42367_DN3_SP0_c.t1	Om002G045300
OG0015577	CP10_g42385_DN3_SP2_c.t1, CP10_g42384_DN3_SP2_c.t1	Om002G045510
OG0015578	CP10_g42413_DN3_SP2_c.t1	Om002G045860
OG0015579	CP10_g42418_DN3_SP8_c.t1	Om002G045940
OG0015581	CP10_g42463_DN3_SP7_c.t1	Om002G046560
OG0015582	CP10_g42469_DN3_SP7_c.t1	Om002G046630
OG0015583	CP10_g42503_DN3_SP7_c.t1	Om002G047140
OG0015584	CP10_g42517_DN3_SP1_c.t1	Om002G047330
OG0015585	CP10_g42541_DN3_SP1_c.t1	Om002G047620
OG0015586	CP10_g42533_DN3_SP3_c.t1	Om002G047530
OG0015587	CP10_g42554_DN3_SP8_c.t1	Om002G047820
OG0015588	CP10_g42555_DN3_SP8_c.t1	Om002G047830
OG0015589	CP10_g42564_DN3_SP5_c.t1	Om002G048000
OG0015590	CP10_g42570_DN3_SP7_c.t1	Om002G048080
OG0015591	CP3_g13373_DN3_SP6_c.t1	Om003G124750
OG0015592	CP10_g42639_DN3_SP2_c.t1	Om002G048960
OG0015593	CP10_g42645_DN3_SP8_c.t1	Om002G049020
OG0015594	CP10_g42690_DN3_SP1_c.t1	Om002G049520
OG0015595	CP10_g42702_DN3_SP4_c.t1	Om002G049670
OG0015597	CP10_g42709_DN3_SP1_c.t1	Om002G049740
OG0015598	CP10_g42713_DN3_SP2_c.t1	Om002G049770
OG0015599	CP10_g42720_DN3_SP8_c.t1	Om002G049840
OG0015600	CP10_g42722_DN3_SP0_c.t1	Om002G049860
OG0015601	CP10_g42739_DN3_SP5_c.t1	Om002G050020
OG0015602	CP10_g42743_DN3_SP0_c.t1	Om002G050050
OG0015603	CP10_g42755_DN2_SP0_c.t1	Om002G050210
OG0015604	CP10_g42765_DN3_SP0_c.t1	Om002G050300
OG0015605	CP10_g42776_DN3_SP1_c.t1	Om002G050420
OG0015606	CP10_g42779_DN3_SP8_c.t1	Om002G050450
OG0015607	CP10_g42782_DN3_SP8_c.t1	Om002G050480
OG0015608	CP10_g42789_DN3_SP8_c.t1	Om002G050580
OG0015609	CP10_g42797_DN3_SP6_c.t1	Om002G050650
OG0015610	CP10_g42798_DN3_SP0_c.t1	Om002G050660
OG0015611	CP10_g42811_DN3_SP8_c.t1	Om002G050830
OG0015612	CP10_g42863_DN3_SP5_c.t1	Om002G051410
OG0015613	CP10_g42866_DN3_SP3_c.t1	Om002G051450
OG0015614	CP4_g24692_DN3_SP6_c.t1	Om008G330160
OG0015615	CP4_g24694_DN3_SP1_c.t1	Om008G330190
OG0015616	CP4_g24711_DN3_SP8_c.t1	Om008G330600
OG0015617	CP4_g24730_DN3_SP0_c.t1	Om008G331280
OG0015618	CP4_g24734_DN3_SP0_c.t1	Om008G331240
OG0015619	CP4_g24759_DN3_SP8_c.t1	Om008G331640
OG0015620	CP4_g24761_DN3_SP5_c.t1	Om008G331670
OG0015621	CP4_g24804_DN3_SP4_c.t1	Om008G332340
OG0015622	CP4_g24780_DN3_SP0_c.t1	Om008G331970
OG0015623	CP4_g24812_DN3_SP8_c.t1	Om008G332520
OG0015624	CP4_g24817_DN3_SP2_c.t1	Om008G332610
OG0015625	CP4_g24820_DN3_SP5_c.t1	Om008G332650
OG0015626	CP4_g25147_DN3_SP8_c.t1	Om008G337970
OG0015627	CP4_g25114_DN3_SP0_c.t1	Om008G337380
OG0015628	CP30_g9991_DN3_SP1_c.t1	Om008G332970
OG0015629	CP4_g25104_DN3_SP0_c.t1, CP4_g25103_DN3_SP0_c.t1	Om008G337210
OG0015630	CP4_g25081_DN3_SP0_c.t1	Om008G336880
OG0015631	CP4_g25062_DN3_SP8_c.t1	Om008G336580
OG0015633	CP4_g25041_DN3_SP8_c.t1	Om008G336270
OG0015634	CP4_g25030_DN2_SP0_c.t1	Om008G336100
OG0015635	CP4_g25031_DN3_SP4_c.t1	Om008G336110
OG0015636	CP12_g30961_DN3_SP3_c.t1	Om002G075310
OG0015637	CP4_g25021_DN3_SP7_c.t1	Om008G335970
OG0015638	CP4_g25017_DN3_SP0_c.t1	Om008G335930
OG0015639	CP4_g25016_DN3_SP1_c.t1	Om008G335920
OG0015640	CP4_g25003_DN3_SP8_c.t1	Om008G335800
OG0015641	CP4_g24981_DN3_SP0_c.t1	Om008G335430
OG0015642	CP4_g24967_DN2_SP8_c.t1	Om008G335240
OG0015643	CP4_g24965_DN3_SP7_c.t1	Om008G335220
OG0015644	CP4_g24859_DN3_SP5_c.t1	Om008G333340
OG0015645	CP4_g24864_DN3_SP1_c.t1	Om008G333430
OG0015646	CP4_g24869_DN3_SP0_c.t1	Om008G333540
OG0015647	CP4_g24908_DN3_SP0_c.t1	Om008G334250
OG0015648	CP4_g24911_DN3_SP7_c.t1	Om008G334300
OG0015649	CP4_g24918_DN3_SP0_c.t1	Om008G334560
OG0015652	CP7_g46164_DN3_SP0_c.t1	Om005G196450
OG0015653	CP7_g46161_DN3_SP8_c.t1	Om005G196490
OG0015654	CP7_g46127_DN3_SP6_c.t1	Om005G196990
OG0015655	CP7_g46114_DN3_SP8_c.t1	Om005G197180
OG0015656	CP7_g46099_DN3_SP0_c.t1	Om005G197390
OG0015657	CP7_g46082_DN3_SP2_c.t1	Om005G197610
OG0015658	CP7_g46050_DN3_SP8_c.t1	Om005G198020
OG0015659	CP7_g46039_DN3_SP6_c.t1	Om005G198100
OG0015660	CP7_g46020_DN3_SP8_c.t1	Om005G198390
OG0015661	CP7_g45997_DN3_SP0_c.t1	Om005G198780
OG0015662	CP7_g45998_DN3_SP4_c.t1	Om005G198770
OG0015663	CP7_g46000_DN3_SP0_c.t1	Om005G198750
OG0015664	CP7_g46003_DN3_SP4_c.t1	Om005G198710
OG0015665	CP7_g46008_DN3_SP7_c.t1	Om005G198630
OG0015666	CP7_g45989_DN3_SP7_c.t1	Om005G198870
OG0015667	CP7_g45975_DN3_SP8_c.t1	Om005G199160
OG0015668	CP7_g45932_DN2_SP0_c.t1	Om005G199810
OG0015669	CP7_g45938_DN2_SP7_c.t1	Om005G199700
OG0015670	CP7_g45940_DN3_SP8_c.t1	Om005G199670
OG0015671	CP7_g45950_DN3_SP5_c.t1	Om005G199560
OG0015672	CP9_g29007_DN3_SP8_c.t1	Om004G140700
OG0015673	CP7_g45886_DN3_SP6_c.t1	Om005G200470
OG0015674	CP7_g45874_DN3_SP0_c.t1	Om005G200680
OG0015675	CP7_g45868_DN3_SP0_c.t1	Om005G200720
OG0015676	CP7_g45859_DN3_SP1_c.t1	Om005G200840
OG0015677	CP7_g45848_DN3_SP0_c.t1	Om005G200930
OG0015678	CP7_g45844_DN3_SP7_c.t1	Om005G200970
OG0015679	CP7_g45825_DN3_SP0_c.t1	Om005G201230
OG0015680	CP7_g45821_DN3_SP2_c.t1	Om005G201260
OG0015681	CP7_g45818_DN3_SP0_c.t1	Om005G201290
OG0015682	CP7_g45813_DN3_SP8_c.t1	Om005G201390
OG0015683	CP7_g45753_DN3_SP1_c.t1	Om005G202260
OG0015684	CP7_g45712_DN3_SP0_c.t1	Om005G202610
OG0015685	CP7_g45709_DN2_SP3_c.t1	Om005G202640
OG0015687	CP7_g45681_DN2_SP0_c.t1	Om005G203030
OG0015688	CP7_g45665_DN3_SP1_c.t1	Om005G203260
OG0015689	CP7_g45623_DN3_SP0_c.t1	Om005G203890
OG0015690	CP7_g45617_DN3_SP8_c.t1	Om005G203960
OG0015691	CP7_g45616_DN3_SP7_c.t1	Om005G203970
OG0015692	CP7_g45605_DN2_SP0_c.t1	Om005G204140
OG0015693	CP7_g45600_DN3_SP7_c.t1	Om005G204180
OG0015694	CP7_g45598_DN3_SP8_c.t1	Om005G204200
OG0015695	CP1_g36825_DN3_SP0_c.t1	Om005G182660
