Orthogroup	Conringia_planisiliqua	Alyssum_gmelinii
OG0014361	CP12_g31493_DN3_SP0_c.t1	Ag005G425470
OG0014362	CP15_g35659_DN3_SP0_c.t1	Ag004G372590
OG0014363	CP10_g44064_DN3_SP0_c.t1	Ag005G419240
OG0014364	CP15_g35863_DN3_SP4_c.t1	Ag017G742680, Ag005G421280
OG0014365	CP15_g35032_DN3_SP2_c.t1	Ag006G505160
OG0014366	CP15_g34895_DN3_SP8_c.t1	Ag005G420180
OG0014367	CP15_g34876_DN3_SP0_c.t1	Ag005G420000
OG0014368	CP15_g34747_DN3_SP0_c.t1	Ag004G401860
OG0014369	CP15_g34744_DN3_SP3_c.t1	Ag005G419880, Ag006G526040
OG0014370	CP5_g681_DN3_SP1_c.t1	Ag003G276520
OG0014371	CP15_g34510_DN3_SP7_c.t1	Ag005G419770
OG0014373	CP17_g5065_DN3_SP0_c.t1	Ag005G419720
OG0014374	CP7_g44637_DN3_SP0_c.t1	Ag004G307740
OG0014375	CP10_g44027_DN3_SP2_c.t1	Ag005G418890
OG0014376	CP10_g44022_DN3_SP0_c.t1	Ag005G418720
OG0014377	CP10_g44016_DN2_SP0_c.t1	Ag005G418620
OG0014379	CP1_g39522_DN3_SP8_c.t1	Ag006G565520
OG0014380	CP10_g43901_DN3_SP3_c.t1	Ag005G417670
OG0014381	CP10_g43874_DN3_SP0_c.t1	Ag005G417170
OG0014382	CP10_g43860_DN3_SP8_c.t1	Ag003G222880
OG0014384	CP10_g43789_DN3_SP5_c.t1	Ag005G415490
OG0014385	CP10_g43767_DN3_SP0_c.t1	Ag005G414210
OG0014386	CP10_g43673_DN3_SP5_c.t1	Ag005G410770
OG0014387	CP10_g43644_DN3_SP6_c.t1	Ag005G409610
OG0014388	CP10_g43643_DN3_SP8_c.t1, CP6_g8097_DN2_SP0_c.t1	Ag005G409600
OG0014389	CP10_g43628_DN3_SP5_c.t1	Ag005G408980
OG0014390	CP10_g43626_DN2_SP0_c.t1	Ag005G408840
OG0014391	CP10_g43625_DN3_SP8_c.t1	Ag005G408770
OG0014394	CP10_g43566_DN3_SP8_c.t1	Ag005G405500
OG0014395	CP10_g43529_DN3_SP8_c.t1	Ag005G402280
OG0014396	CP10_g43525_DN3_SP8_c.t1	Ag005G402540, Ag002G116120
OG0014397	CP10_g43512_DN3_SP0_c.t1	Ag005G402960
OG0014398	CP12_g29846_DN3_SP3_c.t1	Ag001G099280, Ag005G403640
OG0014399	CP12_g29837_DN3_SP1_c.t1	Ag005G403930
OG0014401	CP12_g29819_DN3_SP8_c.t1	Ag005G403600
OG0014402	CP12_g29822_DN3_SP3_c.t1	Ag003G231930
OG0014403	CP7_g46477_DN2_SP5_c.t1	Ag001G000060
OG0014404	CP7_g46473_DN3_SP8_c.t1	Ag001G000100
OG0014405	CP7_g46429_DN3_SP0_c.t1	Ag001G001010
OG0014406	CP7_g46426_DN3_SP0_c.t1	Ag001G001030
OG0014408	CP7_g46389_DN3_SP1_c.t1	Ag001G002220, Ag001G002190
OG0014409	CP7_g46386_DN3_SP8_c.t1	Ag001G002310
OG0014410	CP13_g19722_DN2_SP8_c.t1	Ag002G123640
OG0014411	CP7_g46373_DN3_SP6_c.t1	Ag001G002500
OG0014412	CP7_g46299_DN3_SP5_c.t1	Ag001G004830
OG0014413	CP7_g46295_DN3_SP3_c.t1	Ag001G004880
OG0014414	CP7_g46277_DN3_SP3_c.t1	Ag001G005780
OG0014415	CP7_g46248_DN3_SP6_c.t1	Ag001G006510
OG0014416	CP1_g37842_DN3_SP0_c.t1	Ag001G007510
OG0014417	CP1_g37844_DN3_SP5_c.t1	Ag001G007530
OG0014418	CP1_g37857_DN3_SP0_c.t1	Ag001G007900
OG0014419	CP1_g37875_DN3_SP1_c.t1	Ag001G008400
OG0014420	CP1_g37876_DN3_SP8_c.t1	Ag001G008430
OG0014421	CP1_g37877_DN3_SP7_c.t1	Ag001G008440
OG0014422	CP1_g37888_DN3_SP0_c.t1	Ag001G008710
OG0014423	CP1_g37907_DN3_SP8_c.t1	Ag001G009270
OG0014424	CP1_g37948_DN3_SP0_c.t1	Ag001G010350
OG0014425	CP1_g37954_DN3_SP8_c.t1	Ag001G010500
OG0014426	CP1_g37972_DN3_SP5_c.t1	Ag001G010780
OG0014427	CP1_g38032_DN3_SP3_c.t1	Ag001G012430
OG0014428	CP1_g38012_DN2_SP0_c.t1	Ag001G011930
OG0014429	CP1_g37990_DN3_SP6_c.t1	Ag001G011370
OG0014430	CP9_g28380_DN3_SP0_c.t1	Ag001G076080
OG0014431	CP1_g38059_DN3_SP0_c.t1	Ag001G014350
OG0014432	CP1_g38062_DN2_SP0_c.t1	Ag001G014480
OG0014433	CP1_g38071_DN3_SP8_c.t1	Ag001G015110
OG0014434	CP1_g38086_DN3_SP7_c.t1	Ag001G015910
OG0014435	CP1_g38092_DN3_SP0_c.t1	Ag001G016220
OG0014436	CP1_g38123_DN3_SP8_c.t1	Ag001G017730
OG0014437	CP1_g38132_DN3_SP3_c.t1	Ag001G018150
OG0014438	CP1_g38152_DN3_SP6_c.t1	Ag001G018940, Ag001G019500
OG0014439	CP12_g30247_DN3_SP1_c.t1	Ag005G451270
OG0014440	CP1_g38169_DN2_SP7_c.t1	Ag001G020730
OG0014441	CP1_g38171_DN3_SP8_c.t1	Ag001G020740
OG0014442	CP1_g38201_DN3_SP0_c.t1	Ag001G022260
OG0014443	CP1_g38206_DN3_SP8_c.t1	Ag001G022510
OG0014444	CP1_g38222_DN3_SP1_c.t1	Ag001G023230, Ag001G023520
OG0014445	CP1_g38196_DN3_SP4_c.t1	Ag001G021740
OG0014446	CP1_g38274_DN3_SP8_c.t1	Ag001G025290
OG0014447	CP1_g38294_DN3_SP3_c.t1	Ag001G025610
OG0014448	CP1_g38306_DN3_SP8_c.t1	Ag001G026200
OG0014449	CP6_g7223_DN3_SP5_c.t1	Ag001G028480
OG0014450	CP6_g7255_DN3_SP8_c.t1	Ag001G030930, Ag001G029580
OG0014451	CP3_g13935_DN3_SP2_c.t1	Ag001G074790
OG0014452	CP6_g7259_DN3_SP8_c.t1, CP12_g30861_DN3_SP0_c.t1	Ag001G031030, Ag001G029770
OG0014453	CP6_g7270_DN3_SP0_c.t1	Ag001G030260, Ag001G031460
OG0014454	CP6_g7280_DN3_SP2_c.t1	Ag001G030530, Ag001G031680
OG0014455	CP6_g7295_DN2_SP0_c.t1	Ag001G031850
OG0014456	CP4_g25272_DN3_SP8_c.t1	Ag002G161200
OG0014457	CP4_g25273_DN3_SP1_c.t1	Ag002G161180
OG0014458	CP4_g25283_DN2_SP0_c.t1	Ag002G160900
OG0014459	CP3_g14175_DN3_SP0_c.t1	Ag001G065110
OG0014460	CP3_g14170_DN3_SP0_c.t1	Ag001G064920
OG0014462	CP3_g14146_DN3_SP6_c.t1	Ag001G064370
OG0014463	CP3_g14145_DN3_SP2_c.t1	Ag001G064360
OG0014464	CP3_g14144_DN3_SP0_c.t1	Ag001G064320
OG0014465	CP3_g14137_DN3_SP0_c.t1	Ag001G064250
OG0014467	CP3_g14105_DN2_SP0_c.t1	Ag001G069100
OG0014468	CP3_g14093_DN3_SP5_c.t1	Ag001G069260
OG0014469	CP3_g14091_DN2_SP0_c.t1	Ag001G069790
OG0014470	CP9_g28373_DN3_SP0_c.t1	Ag004G354450
OG0014471	CP3_g14025_DN3_SP0_c.t1	Ag001G072440
OG0014472	CP3_g14020_DN3_SP0_c.t1	Ag001G072480
OG0014473	CP3_g13972_DN3_SP8_c.t1	Ag001G073390
OG0014474	CP3_g13951_DN3_SP8_c.t1	Ag001G074400
OG0014475	CP3_g14183_DN3_SP8_c.t1	Ag001G065620
OG0014476	CP12_g30639_DN3_SP8_c.t1	Ag007G615980
OG0014477	CP3_g14192_DN3_SP2_c.t1	Ag001G066170
OG0014478	CP3_g14194_DN3_SP2_c.t1	Ag001G066200
OG0014479	CP3_g14213_DN3_SP0_c.t1	Ag001G066940
OG0014480	CP3_g13914_DN3_SP0_c.t1	Ag001G075270
OG0014481	CP3_g13908_DN3_SP6_c.t1	Ag001G075350
OG0014482	CP3_g13863_DN3_SP8_c.t1	Ag001G076410
OG0014483	CP3_g13834_DN3_SP8_c.t1	Ag001G077330
OG0014484	CP3_g13824_DN3_SP8_c.t1	Ag001G077450
OG0014485	CP3_g13823_DN3_SP5_c.t1	Ag001G077940
OG0014486	CP3_g13818_DN3_SP0_c.t1	Ag001G078290
OG0014487	CP3_g13796_DN3_SP7_c.t1	Ag001G078850
OG0014488	CP3_g13731_DN3_SP4_c.t1	Ag001G080870
OG0014489	CP3_g13726_DN3_SP7_c.t1	Ag001G080910
OG0014490	CP4_g24664_DN3_SP7_c.t1	Ag002G187390
OG0014491	CP3_g13697_DN3_SP0_c.t1	Ag001G081630
OG0014492	CP3_g13679_DN3_SP8_c.t1	Ag001G082360
OG0014493	CP3_g13676_DN3_SP0_c.t1	Ag001G082910
OG0014494	CP3_g13672_DN3_SP0_c.t1	Ag001G082940
OG0014495	CP3_g13628_DN3_SP7_c.t1	Ag001G083890
OG0014496	CP3_g13558_DN3_SP7_c.t1	Ag001G085730
OG0014497	CP3_g13535_DN3_SP0_c.t1	Ag001G086250
OG0014498	CP3_g13527_DN3_SP5_c.t1	Ag001G086350
OG0014499	CP3_g13509_DN3_SP6_c.t1	Ag001G087970
OG0014501	CP3_g13463_DN3_SP7_c.t1	Ag001G089660
OG0014502	CP3_g13460_DN3_SP8_c.t1	Ag008G701980, Ag001G089750
OG0014503	CP3_g13459_DN3_SP0_c.t1	Ag001G089760
OG0014504	CP3_g13448_DN3_SP7_c.t1	Ag001G090630, Ag001G090570
OG0014506	CP3_g13402_DN3_SP0_c.t1	Ag001G091650
OG0014507	CP3_g13400_DN3_SP4_c.t1	Ag001G091670
OG0014508	CP3_g13384_DN3_SP0_c.t1	Ag001G092070
OG0014510	CP3_g13350_DN3_SP7_c.t1	Ag001G092760
OG0014511	CP3_g13682_DN3_SP2_c.t1	Ag001G082090
OG0014512	CP3_g13328_DN3_SP5_c.t1	Ag001G093320
OG0014513	CP3_g13323_DN3_SP0_c.t1	Ag001G093440
OG0014514	CP3_g13307_DN3_SP8_c.t1	Ag001G093690
OG0014515	CP3_g13294_DN3_SP6_c.t1	Ag001G093860
OG0014516	CP3_g13243_DN3_SP3_c.t1	Ag001G094920
OG0014517	CP3_g13225_DN3_SP4_c.t1	Ag001G095240
OG0014518	CP3_g13212_DN3_SP1_c.t1	Ag001G095710
OG0014519	CP3_g13199_DN3_SP1_c.t1	Ag001G096160
OG0014520	CP3_g13192_DN3_SP0_c.t1	Ag001G061830
OG0014521	CP3_g13191_DN3_SP3_c.t1	Ag006G555040
OG0014522	CP3_g13190_DN3_SP8_c.t1	Ag001G096400
OG0014523	CP3_g13175_DN3_SP0_c.t1	Ag001G096700
OG0014524	CP3_g13147_DN2_SP5_c.t1	Ag001G097570
OG0014526	CP3_g13087_DN3_SP8_c.t1	Ag001G098530
OG0014527	CP3_g13086_DN3_SP8_c.t1	Ag001G098540
OG0014528	CP3_g13071_DN3_SP4_c.t1	Ag001G098760
OG0014529	CP3_g13061_DN3_SP0_c.t1	Ag001G098870
OG0014530	CP3_g13058_DN3_SP4_c.t1	Ag001G098900
OG0014531	CP9_g28750_DN3_SP1_c.t1	Ag001G099010
OG0014532	CP9_g28749_DN3_SP5_c.t1	Ag001G099020
OG0014533	CP3_g13047_DN3_SP5_c.t1	Ag001G099060
OG0014537	CP3_g13883_DN3_SP0_c.t1	Ag001G076010
OG0014538	CP3_g13742_DN3_SP0_c.t1	Ag001G080540
OG0014539	CP13_g20083_DN3_SP0_c.t1	Ag002G102240
OG0014541	CP9_g29194_DN3_SP0_c.t1	Ag003G225730, Ag002G143530
OG0014542	CP22_g17297_DN3_SP8_c.t1	Ag002G154280, Ag002G156720
OG0014543	CP4_g25186_DN3_SP1_c.t1	Ag002G164040
OG0014544	CP4_g25150_DN3_SP5_c.t1	Ag002G164890, Ag003G234530
OG0014545	CP4_g24857_DN3_SP4_c.t1	Ag002G177800
OG0014546	CP4_g23918_DN2_SP0_c.t1	Ag002G199210
OG0014547	CP9_g29684_DN3_SP1_c.t1	Ag003G208390
OG0014548	CP9_g29508_DN3_SP0_c.t1	Ag003G213160, Ag003G213120
OG0014549	CP9_g29456_DN3_SP8_c.t1	Ag003G214890
OG0014550	CP9_g29055_DN3_SP0_c.t1	Ag003G232760
OG0014551	CP5_g932_DN3_SP8_c.t1	Ag003G263130, Ag003G263870
OG0014553	CP5_g809_DN3_SP1_c.t1	Ag003G271980
OG0014554	CP5_g1187_DN2_SP0_c.t1	Ag003G274510
OG0014555	CP5_g689_DN3_SP6_c.t1	Ag003G276660
OG0014556	CP10_g42530_DN3_SP2_c.t1	Ag005G483910, Ag003G280420
OG0014557	CP1_g36398_DN1_SP0_c.t1, CP1_g36397_DN2_SP0_c.t1	Ag004G297310
OG0014558	CP1_g37055_DN3_SP2_c.t1	Ag004G307490
OG0014559	CP1_g37589_DN3_SP5_c.t1	Ag004G316890
OG0014562	CP9_g28585_DN3_SP8_c.t1	Ag004G347880
OG0014563	CP9_g28556_DN3_SP0_c.t1	Ag004G348710
OG0014564	CP9_g28416_DN3_SP2_c.t1	Ag004G353140
OG0014565	CP28_g33951_DN3_SP1_c.t1	Ag004G364480
OG0014566	CP2_g49044_DN3_SP3_c.t1	Ag004G379370
OG0014567	CP12_g30368_DN3_SP0_c.t1	Ag004G401450, Ag005G446590
OG0014568	CP12_g29871_DN3_SP3_c.t1, CP10_g43511_DN3_SP0_c.t1	Ag005G402970
OG0014569	CP10_g43711_DN3_SP1_c.t1	Ag005G413290, Ag005G412920
OG0014570	CP12_g30887_DN3_SP8_c.t1	Ag005G427570
OG0014571	CP12_g30777_DN3_SP6_c.t1	Ag005G431180
OG0014572	CP12_g30305_DN3_SP2_c.t1	Ag005G448870
OG0014573	CP10_g43369_DN3_SP1_c.t1	Ag005G467790
OG0014574	CP10_g42975_DN3_SP2_c.t1	Ag005G475930, Ag005G475950
OG0014575	CP11_g33224_DN3_SP0_c.t1	Ag006G503840
OG0014576	CP11_g33291_DN3_SP0_c.t1	Ag006G506010
OG0014579	CP19_g18519_DN2_SP2_c.t1	Ag006G566130
OG0014580	CP16_g55186_DN3_SP0_c.t1, CP1_g38487_DN3_SP0_c.t1, CP6_g6879_DN3_SP0_c.t1	Ag006G571300
OG0014581	CP6_g7057_DN3_SP0_c.t1	Ag006G577160
OG0014582	CP6_g7106_DN3_SP8_c.t1	Ag006G577740
OG0014583	CP7_g44686_DN3_SP6_c.t1	Ag007G578480
OG0014584	CP7_g45014_DN3_SP0_c.t1	Ag007G582700
OG0014585	CP19_g18088_DN3_SP0_c.t1	Ag007G585610
OG0014586	CP19_g18109_DN3_SP4_c.t1	Ag007G586070
OG0014589	CP11_g32600_DN3_SP7_c.t1	Ag007G612260
OG0014590	CP11_g32527_DN3_SP7_c.t1	Ag007G614030
OG0014591	CP11_g32222_DN2_SP0_c.t1	Ag007G625570
OG0014592	CP2_g48764_DN3_SP8_c.t1	Ag007G643250
OG0014593	CP19_g17846_DN3_SP0_c.t1	Ag007G656840
OG0014594	CP8_g53822_DN3_SP0_c.t1	Ag008G705390
OG0014595	CP8_g53954_DN3_SP0_c.t1	Ag008G708920
OG0014596	CP8_g54159_DN3_SP7_c.t1	Ag008G715020
OG0014597	CP8_g53779_DN1_SP0_c.t1	Ag008G715610
OG0014600	CP2_g47718_DN3_SP2_c.t1	Ag008G733550
OG0014601	CP2_g47673_DN3_SP0_c.t1	Ag008G734140
OG0014637	CP5_g1163_DN3_SP0_c.t1	Ag007G619310
OG0014638	CP5_g1142_DN3_SP2_c.t1	Ag006G505340, Ag003G254710
OG0014639	CP5_g1138_DN3_SP0_c.t1	Ag003G254770
OG0014640	CP5_g1136_DN3_SP5_c.t1	Ag003G254790
OG0014641	CP5_g1131_DN3_SP7_c.t1	Ag003G254920
OG0014642	CP5_g1128_DN3_SP1_c.t1	Ag003G255000
OG0014643	CP5_g1120_DN3_SP4_c.t1	Ag003G255270
OG0014645	CP5_g1101_DN3_SP8_c.t1	Ag003G256000
OG0014646	CP5_g1100_DN3_SP8_c.t1	Ag003G256050
OG0014647	CP5_g1090_DN3_SP7_c.t1	Ag003G256230
OG0014648	CP5_g1084_DN3_SP3_c.t1	Ag003G256870
OG0014649	CP5_g1082_DN3_SP7_c.t1	Ag003G256920
OG0014650	CP5_g1069_DN3_SP8_c.t1	Ag003G257390
OG0014651	CP5_g1068_DN3_SP7_c.t1	Ag003G257520
OG0014652	CP5_g1056_DN3_SP0_c.t1	Ag003G258070
OG0014653	CP5_g1050_DN3_SP8_c.t1	Ag003G258230
OG0014654	CP5_g1046_DN3_SP8_c.t1	Ag003G258380
OG0014655	CP5_g1044_DN3_SP7_c.t1	Ag003G258440
OG0014656	CP5_g2162_DN3_SP2_c.t1	Ag004G323730
OG0014657	CP5_g1034_DN3_SP3_c.t1	Ag003G258780
OG0014659	CP5_g1027_DN3_SP8_c.t1	Ag003G259050
OG0014660	CP5_g1026_DN3_SP3_c.t1	Ag003G259060
OG0014661	CP5_g971_DN3_SP8_c.t1	Ag003G261850
OG0014662	CP5_g916_DN2_SP0_c.t1	Ag003G266820
OG0014663	CP5_g913_DN3_SP2_c.t1	Ag003G266850
OG0014665	CP5_g907_DN3_SP8_c.t1	Ag003G267250
OG0014668	CP5_g875_DN3_SP8_c.t1	Ag003G268260
OG0014670	CP5_g859_DN3_SP8_c.t1	Ag003G268850
OG0014671	CP5_g856_DN3_SP2_c.t1	Ag003G268950
OG0014672	CP1_g37155_DN3_SP6_c.t1	Ag004G308900
OG0014673	CP5_g840_DN3_SP8_c.t1	Ag003G269900
OG0014674	CP5_g3138_DN1_SP0_c.t1, CP5_g823_DN3_SP8_c.t1	Ag003G271100
OG0014675	CP5_g821_DN3_SP0_c.t1	Ag003G271260
OG0014676	CP5_g820_DN3_SP5_c.t1	Ag003G271270
OG0014677	CP5_g812_DN3_SP8_c.t1	Ag003G271650
OG0014678	CP5_g810_DN3_SP2_c.t1	Ag003G271950
OG0014679	CP5_g796_DN3_SP5_c.t1	Ag003G272470
OG0014680	CP5_g774_DN3_SP0_c.t1	Ag003G279490
OG0014681	CP5_g772_DN3_SP0_c.t1	Ag003G286750, Ag003G279440
OG0014682	CP5_g765_DN3_SP2_c.t1	Ag003G279270
OG0014683	CP16_g55526_DN3_SP5_c.t1	Ag006G530740
OG0014684	CP5_g744_DN3_SP0_c.t1	Ag003G278520
OG0014685	CP5_g719_DN3_SP4_c.t1	Ag003G277800
OG0014686	CP5_g728_DN3_SP8_c.t1	Ag003G278090
OG0014687	CP5_g730_DN3_SP0_c.t1	Ag003G278130
OG0014689	CP5_g585_DN3_SP3_c.t1	Ag003G281110
OG0014690	CP5_g667_DN3_SP8_c.t1	Ag003G276000
OG0014691	CP5_g664_DN3_SP8_c.t1	Ag003G275960
OG0014692	CP5_g663_DN3_SP8_c.t1	Ag003G275920
OG0014693	CP5_g661_DN3_SP1_c.t1	Ag003G275850
OG0014695	CP5_g638_DN2_SP0_c.t1	Ag003G274560
OG0014696	CP5_g578_DN3_SP2_c.t1	Ag003G281380
OG0014697	CP5_g598_DN3_SP1_c.t1	Ag003G280370
OG0014699	CP5_g622_DN3_SP5_c.t1	Ag003G273910
OG0014700	CP5_g571_DN3_SP8_c.t1	Ag003G281470
OG0014701	CP5_g573_DN1_SP0_c.t1	Ag003G281430
OG0014702	CP5_g553_DN3_SP1_c.t1	Ag003G282100
OG0014703	CP5_g545_DN3_SP6_c.t1	Ag003G282310
OG0014705	CP28_g34076_DN3_SP1_c.t1	Ag004G371450
OG0014706	CP5_g485_DN3_SP8_c.t1	Ag003G285370
OG0014707	CP5_g478_DN3_SP8_c.t1	Ag003G285020
OG0014708	CP5_g474_DN3_SP8_c.t1	Ag003G284950
OG0014709	CP7_g44787_DN3_SP7_c.t1	Ag007G579560
OG0014710	CP7_g44763_DN3_SP8_c.t1	Ag007G579220
OG0014711	CP7_g44757_DN3_SP0_c.t1	Ag007G579140
OG0014712	CP7_g44732_DN3_SP8_c.t1	Ag007G578860
OG0014713	CP7_g44730_DN3_SP8_c.t1	Ag007G578840
OG0014714	CP7_g44715_DN3_SP8_c.t1	Ag007G578690
OG0014715	CP7_g44714_DN3_SP0_c.t1	Ag007G578680
OG0014716	CP7_g44677_DN3_SP8_c.t1	Ag007G578360
OG0014717	CP7_g44672_DN3_SP0_c.t1	Ag007G578290
OG0014718	CP7_g44668_DN3_SP4_c.t1	Ag007G578270
OG0014719	CP7_g44660_DN3_SP1_c.t1	Ag007G578250
OG0014720	CP7_g44654_DN3_SP0_c.t1	Ag007G578200
OG0014721	CP7_g44641_DN3_SP6_c.t1	Ag007G578070
OG0014722	CP7_g44639_DN3_SP8_c.t1	Ag007G578050
OG0014723	CP6_g7139_DN3_SP8_c.t1	Ag001G101350
OG0014724	CP6_g7140_DN3_SP2_c.t1	Ag001G101360
OG0014725	CP6_g7150_DN3_SP1_c.t1	Ag001G101430
OG0014726	CP6_g7154_DN3_SP0_c.t1	Ag001G101480
OG0014727	CP6_g7155_DN3_SP4_c.t1	Ag001G101490
OG0014728	CP6_g7157_DN3_SP8_c.t1	Ag001G101510
OG0014729	CP6_g7167_DN3_SP4_c.t1	Ag001G101650
OG0014730	CP6_g7181_DN3_SP4_c.t1	Ag001G101860
OG0014732	CP6_g7217_DN3_SP8_c.t1	Ag001G102070
OG0014733	CP28_g33950_DN3_SP8_c.t1	Ag004G364550
OG0014734	CP2_g50710_DN2_SP0_c.t1	Ag001G058400
OG0014735	CP2_g50390_DN3_SP8_c.t1	Ag004G305230
OG0014736	CP9_g28300_DN3_SP3_c.t1	Ag004G355800
OG0014737	CP2_g50046_DN3_SP2_c.t1	Ag004G365890
OG0014738	CP2_g50032_DN3_SP2_c.t1	Ag004G365970
OG0014739	CP2_g49881_DN3_SP0_c.t1	Ag004G366630
OG0014740	CP2_g49846_DN3_SP8_c.t1	Ag004G366810
OG0014741	CP2_g49774_DN3_SP6_c.t1	Ag004G366920
OG0014742	CP2_g49517_DN3_SP0_c.t1	Ag004G367780
OG0014743	CP2_g49386_DN3_SP1_c.t1	Ag004G369240
OG0014744	CP4_g24945_DN3_SP0_c.t1	Ag002G174310
OG0014745	CP5_g1032_DN3_SP2_c.t1	Ag003G258870
OG0014746	CP2_g49294_DN3_SP8_c.t1	Ag004G371480
OG0014747	CP2_g49267_DN3_SP7_c.t1	Ag004G371830
OG0014748	CP2_g49220_DN3_SP8_c.t1	Ag004G373360
OG0014749	CP2_g49191_DN3_SP5_c.t1	Ag004G373910
OG0014750	CP2_g49159_DN3_SP1_c.t1	Ag004G374870
OG0014751	CP2_g49083_DN3_SP0_c.t1	Ag004G377930
OG0014752	CP2_g49065_DN3_SP8_c.t1	Ag004G378410
OG0014753	CP13_g19706_DN3_SP7_c.t1	Ag012G741350, Ag008G658620
OG0014754	CP13_g19680_DN3_SP8_c.t1	Ag006G566340
OG0014755	CP13_g19678_DN3_SP2_c.t1	Ag005G452900
OG0014756	CP13_g19671_DN3_SP8_c.t1	Ag002G174430
OG0014757	CP13_g19656_DN2_SP0_c.t1	Ag005G407120
OG0014758	CP13_g19649_DN3_SP0_c.t1	Ag002G177210
OG0014759	CP13_g19647_DN2_SP1_c.t1	Ag002G119320
OG0014760	CP13_g19645_DN3_SP8_c.t1	Ag008G659060, Ag008G657860
OG0014761	CP13_g19641_DN3_SP8_c.t1	Ag008G701990
OG0014762	CP13_g19631_DN1_SP2_c.t1	Ag001G061340
OG0014763	CP13_g19625_DN1_SP0_c.t1	Ag003G230440
OG0014764	CP13_g19596_DN3_SP8_c.t1	Ag008G659750
OG0014765	CP13_g19552_DN3_SP4_c.t1	Ag008G660930
OG0014766	CP13_g19544_DN3_SP6_c.t1	Ag008G661320
OG0014768	CP13_g19534_DN3_SP5_c.t1	Ag008G661770
OG0014769	CP13_g19505_DN3_SP1_c.t1	Ag008G662320
OG0014770	CP13_g19503_DN3_SP2_c.t1	Ag008G662390
OG0014771	CP13_g19492_DN3_SP8_c.t1	Ag008G662640
OG0014772	CP13_g19489_DN3_SP3_c.t1	Ag008G662740
OG0014774	CP13_g19434_DN3_SP7_c.t1	Ag008G664390
OG0014775	CP13_g19411_DN3_SP0_c.t1	Ag008G665440
OG0014776	CP13_g19409_DN3_SP8_c.t1	Ag008G665470
OG0014777	CP13_g19403_DN3_SP0_c.t1	Ag008G665630
OG0014778	CP13_g19401_DN3_SP5_c.t1	Ag008G665670
OG0014779	CP13_g19395_DN3_SP0_c.t1	Ag008G666070
OG0014780	CP13_g19356_DN3_SP7_c.t1	Ag008G666880
OG0014781	CP13_g19341_DN3_SP8_c.t1	Ag008G667220
OG0014782	CP13_g19337_DN3_SP0_c.t1	Ag008G667300
OG0014783	CP13_g19321_DN3_SP2_c.t1	Ag008G667810
OG0014784	CP13_g19315_DN3_SP8_c.t1	Ag008G667940
OG0014785	CP13_g19304_DN3_SP5_c.t1	Ag008G668470
OG0014786	CP13_g19298_DN3_SP8_c.t1	Ag008G668600
OG0014787	CP13_g19282_DN2_SP0_c.t1	Ag008G669000
OG0014788	CP13_g19260_DN3_SP7_c.t1	Ag008G669730, Ag008G669710
OG0014789	CP13_g19246_DN3_SP6_c.t1	Ag008G669950
OG0014790	CP13_g19235_DN3_SP8_c.t1	Ag008G670930
OG0014791	CP13_g19218_DN3_SP8_c.t1	Ag003G275910
OG0014792	CP13_g19217_DN3_SP8_c.t1	Ag008G671300
OG0014793	CP13_g19191_DN3_SP5_c.t1	Ag008G672280
OG0014794	CP13_g19175_DN3_SP0_c.t1	Ag008G671990
OG0014795	CP13_g19167_DN3_SP4_c.t1	Ag007G607270
OG0014796	CP5_g1537_DN2_SP0_c.t1	Ag007G648320
OG0014798	CP2_g48853_DN3_SP8_c.t1	Ag008G672670
OG0014799	CP5_g1607_DN2_SP0_c.t1	Ag007G647540
OG0014800	CP2_g49115_DN3_SP5_c.t1	Ag004G376380
OG0014801	CP9_g28259_DN3_SP1_c.t1	Ag004G356550
OG0014802	CP39_g21148_DN2_SP8_c.t1	Ag004G356820
OG0014803	CP39_g21145_DN3_SP2_c.t1	Ag004G356960
OG0014804	CP9_g28224_DN3_SP1_c.t1	Ag004G357980
OG0014805	CP9_g28191_DN3_SP0_c.t1	Ag004G358770
OG0014806	CP9_g28176_DN3_SP0_c.t1	Ag004G359140
OG0014807	CP9_g28160_DN2_SP0_c.t1	Ag004G359720
OG0014809	CP9_g28105_DN3_SP5_c.t1	Ag004G361040
OG0014810	CP9_g28094_DN3_SP8_c.t1	Ag004G360870
OG0014811	CP9_g28074_DN3_SP8_c.t1	Ag004G360820
OG0014812	CP9_g28047_DN3_SP8_c.t1	Ag004G361200
OG0014815	CP9_g27572_DN3_SP7_c.t1	Ag004G363860
OG0014816	CP9_g27504_DN3_SP1_c.t1	Ag004G363440
OG0014817	CP14_g22993_DN3_SP1_c.t1	Ag004G367280
OG0014818	CP9_g29256_DN3_SP4_c.t1	Ag004G363620
OG0014819	CP2_g50651_DN3_SP8_c.t1	Ag004G363770
OG0014820	CP14_g22700_DN3_SP4_c.t1	Ag006G503430
OG0014821	CP25_g55846_DN2_SP8_c.t1	Ag004G363760
OG0014822	CP25_g55790_DN3_SP8_c.t1	Ag004G363140
OG0014823	CP28_g34077_DN3_SP5_c.t1	Ag004G364360
OG0014824	CP11_g32068_DN3_SP3_c.t1	Ag006G510840
OG0014825	CP13_g20618_DN3_SP7_c.t1	Ag006G519050
OG0014826	CP13_g19042_DN3_SP7_c.t1	Ag004G402070
OG0014829	CP13_g19066_DN3_SP5_c.t1	Ag004G401390
