Orthogroup	Conringia_planisiliqua	Brassica_napus
OG0015145	CP5_g1959_DN3_SP0_c.t1	XP_048610701.1, XP_048633305.1, XP_048626448.1
OG0015146	CP9_g27757_DN3_SP6_c.t1	XP_013702467.2, XP_013707569.1
OG0015147	CP5_g1798_DN3_SP0_c.t1	XP_048633336.1, XP_013707788.1
OG0015148	CP5_g1789_DN3_SP8_c.t1	XP_013741953.2, XP_013706104.2
OG0015149	CP5_g1719_DN2_SP8_c.t1	XP_048616545.1, XP_048592851.1
OG0015150	CP5_g1714_DN3_SP1_c.t1	XP_013746676.2, XP_013741698.1
OG0015151	CP5_g1685_DN3_SP3_c.t1	XP_013651828.1
OG0015152	CP5_g1633_DN3_SP8_c.t1	XP_013732795.1, XP_048592862.1
OG0015153	CP5_g1626_DN2_SP0_c.t1	XP_013651835.2, XP_013675262.1
OG0015154	CP5_g1611_DN3_SP3_c.t1	XP_013743042.2, XP_013703941.1
OG0015155	CP5_g1555_DN3_SP0_c.t1	XP_013722717.1, XP_013746714.1
OG0015156	CP10_g43871_DN2_SP8_c.t1	XP_013728600.1, XP_048633392.1
OG0015157	CP5_g1496_DN3_SP0_c.t1	XP_013642880.1, XP_048633397.1
OG0015158	CP5_g1494_DN3_SP8_c.t1	XP_048633396.1, XP_013647019.1
OG0015159	CP13_g19949_DN3_SP7_c.t1	XP_022548496.1, XP_048624855.1
OG0015160	CP7_g44802_DN3_SP0_c.t1	XP_013733788.2, XP_048594563.1
OG0015161	CP4_g25232_DN3_SP8_c.t1	XP_013685501.2, XP_048629140.1, XP_048612460.1
OG0015162	CP4_g25230_DN3_SP8_c.t1	XP_048629161.1, XP_048612459.1, XP_013685499.2
OG0015163	CP4_g25228_DN3_SP0_c.t1	XP_048629154.1, XP_013738456.2, XP_013685497.1
OG0015164	CP3_g14846_DN3_SP7_c.t1	XP_013642530.2, XP_013702140.1
OG0015165	CP3_g14843_DN3_SP8_c.t1	XP_013642536.1, XP_013702318.2
OG0015166	CP7_g44719_DN3_SP0_c.t1	XP_013749230.2, XP_013660503.2
OG0015168	CP4_g25194_DN3_SP8_c.t1	XP_013662105.2, XP_013744664.1
OG0015169	CP4_g25196_DN2_SP0_c.t1	XP_048629644.1, XP_022545497.1, XP_022556122.1
OG0015170	CP4_g25203_DN3_SP0_c.t1	XP_013662107.2, XP_013744662.2
OG0015171	CP4_g25208_DN3_SP7_c.t1	XP_022556129.1, XP_048629142.1, XP_048636575.1
OG0015172	CP7_g44453_DN3_SP8_c.t1	XP_013662181.1, XP_013640283.1
OG0015173	CP20_g4034_DN3_SP6_c.t1	XP_013735108.2, XP_022554986.1
OG0015174	CP29_g22096_DN3_SP0_c.t1	XP_013735079.2, XP_013711395.1
OG0015175	CP29_g22107_DN3_SP5_c.t1	XP_013726746.1, XP_013718423.1
OG0015176	CP29_g22161_DN3_SP3_c.t1	XP_013684072.1, XP_013735080.2
OG0015177	CP34_g51572_DN2_SP0_c.t1	XP_022553850.1, XP_048631939.1
OG0015178	CP34_g51585_DN3_SP2_c.t1	XP_048625403.1, XP_013726749.1
OG0015179	CP21_g10978_DN3_SP7_c.t1	XP_013715139.1, XP_013712178.2
OG0015180	CP14_g23492_DN3_SP3_c.t1	XP_013687669.1, XP_013676409.1
OG0015181	CP4_g25312_DN3_SP0_c.t1	XP_013740500.1, XP_013701466.1
OG0015182	CP4_g25328_DN2_SP0_c.t1	XP_013748553.1, XP_048636657.1
OG0015183	CP4_g25330_DN3_SP0_c.t1	XP_022574972.2, XP_013748547.1
OG0015184	CP4_g25353_DN3_SP2_c.t1	XP_013748524.1, XP_013642156.2
OG0015185	CP4_g25357_DN3_SP8_c.t1	XP_013744523.2, XP_013719170.1
OG0015186	CP4_g25372_DN3_SP6_c.t1	XP_013748510.1, XP_013642151.2
OG0015187	CP4_g25373_DN3_SP3_c.t1	XP_013642152.2, XP_013748512.1
OG0015188	CP4_g25386_DN3_SP1_c.t1	XP_013671297.1, XP_013662419.2
OG0015189	CP4_g25400_DN3_SP2_c.t1	XP_013748479.1, NP_001303076.1, XP_048610944.1, XP_013744513.2
OG0015190	CP13_g20350_DN2_SP1_c.t1	XP_013647571.1, XP_048618488.1
OG0015191	CP13_g20357_DN2_SP3_c.t1	XP_048615367.1
OG0015192	CP13_g20358_DN3_SP5_c.t1	XP_013647566.1, XP_013653657.1
OG0015193	CP13_g20456_DN3_SP0_c.t1	XP_013692220.2, XP_013644986.1
OG0015194	CP13_g20446_DN3_SP0_c.t1	XP_013701290.2, XP_013744365.2
OG0015195	CP13_g20468_DN3_SP2_c.t1	XP_013692849.2, XP_013644979.1
OG0015196	CP13_g20613_DN3_SP7_c.t1	XP_013690429.2, XP_013644974.1
OG0015197	CP13_g20630_DN3_SP0_c.t1	XP_013743547.2, XP_013726646.2
OG0015198	CP22_g17226_DN3_SP0_c.t1	XP_048615243.1
OG0015199	CP22_g17340_DN3_SP8_c.t1	XP_048623462.1, XP_022548321.2
OG0015200	CP8_g54342_DN3_SP7_c.t1	XP_048599081.1, XP_013667341.2
OG0015201	CP13_g20236_DN3_SP0_c.t1	XP_013703469.2, XP_013723707.1
OG0015202	CP8_g54405_DN3_SP0_c.t1	XP_013740233.1, XP_013682034.2
OG0015203	CP22_g17681_DN3_SP8_c.t1	XP_048610063.1, XP_013738550.2
OG0015204	CP20_g4157_DN3_SP8_c.t1	XP_013732868.1, XP_013719681.1
OG0015205	CP20_g4180_DN3_SP8_c.t1	XP_048604437.1, XP_022559505.2
OG0015206	CP20_g4194_DN2_SP0_c.t1	XP_013719664.1, XP_013732869.2
OG0015207	CP20_g4195_DN3_SP8_c.t1	XP_013719794.1, XP_013732870.2
OG0015208	CP20_g4196_DN3_SP0_c.t1	XP_048596810.1, XP_022547442.1
OG0015209	CP20_g4210_DN3_SP4_c.t1	XP_013719719.1, XP_013737571.1
OG0015210	CP20_g4221_DN2_SP4_c.t1	XP_013691676.2, XP_013675463.1
OG0015211	CP20_g4241_DN3_SP0_c.t1	XP_048631981.1, XP_013680934.2
OG0015212	CP20_g4248_DN3_SP6_c.t1	XP_048604421.1, XP_048614417.1
OG0015213	CP20_g4254_DN1_SP0_c.t1	XP_013718544.3
OG0015214	CP20_g4284_DN3_SP2_c.t1	XP_013735542.1, XP_013684085.2
OG0015215	CP20_g4286_DN3_SP1_c.t1	XP_013735543.1, XP_048606908.1
OG0015216	CP20_g4288_DN3_SP2_c.t1	XP_013718542.2, XP_013736843.1
OG0015218	CP20_g4319_DN2_SP5_c.t1	XP_013718644.1, XP_013736601.1
OG0015219	CP20_g4324_DN3_SP0_c.t1	XP_048612845.1, XP_013691277.2
OG0015220	CP20_g4327_DN3_SP3_c.t1	XP_013742147.1
OG0015221	CP20_g4369_DN3_SP8_c.t1	XP_048596787.1, XP_048624303.1
OG0015222	CP20_g4367_DN3_SP7_c.t1	XP_048631153.1, XP_013693088.2, XP_013692895.1
OG0015223	CP20_g4393_DN3_SP5_c.t1	XP_048596770.1, XP_013652201.1
OG0015224	CP20_g4404_DN3_SP0_c.t1	XP_022557078.1, XP_013662159.2
OG0015225	CP20_g4414_DN2_SP5_c.t1	XP_013690772.1, XP_013687033.2
OG0015226	CP2_g48813_DN3_SP0_c.t1	XP_013725221.1, XP_013698396.2
OG0015227	CP19_g18427_DN1_SP0_c.t1	XP_013640041.2, XP_013672076.2, XP_048601584.1
OG0015228	CP16_g55504_DN2_SP0_c.t1	XP_013732692.1, XP_013740827.2
OG0015229	CP11_g31815_DN3_SP8_c.t1	XP_013661141.2, XP_048631626.1, XP_013662043.1
OG0015230	CP11_g31826_DN3_SP6_c.t1	XP_048596744.1, XP_048624268.1, XP_013662053.2
OG0015231	CP11_g31829_DN3_SP8_c.t1	XP_048632023.1, XP_048606962.1
OG0015232	CP11_g31835_DN3_SP7_c.t1	XP_048624262.1, XP_048596743.1
OG0015233	CP11_g31858_DN3_SP4_c.t1	XP_013714465.1, XP_013662027.2
OG0015234	CP11_g31873_DN3_SP1_c.t1	XP_013662011.2, XP_013712472.1
OG0015235	CP11_g31894_DN3_SP0_c.t1	XP_013659489.2, XP_048624234.1
OG0015236	CP11_g31914_DN3_SP0_c.t1	XP_048596710.1, XP_013661973.2
OG0015237	CP13_g20157_DN3_SP0_c.t1	XP_013712919.1, XP_022563282.2
OG0015238	CP13_g20126_DN3_SP8_c.t1	XP_013686942.2, XP_013733193.2
OG0015239	CP13_g20125_DN3_SP3_c.t1	XP_013733203.1, XP_048618278.1
OG0015240	CP13_g20107_DN3_SP4_c.t1	XP_013681659.1, XP_013687142.1
OG0015241	CP13_g19998_DN3_SP8_c.t1	XP_013721726.3, XP_022552438.2
OG0015242	CP13_g19956_DN3_SP0_c.t1	XP_013681742.2, XP_013670716.1
OG0015243	CP13_g19940_DN3_SP3_c.t1	XP_022566122.2, XP_013707796.3
OG0015244	CP13_g19934_DN2_SP7_c.t1	XP_022563874.1, XP_022543748.2
OG0015245	CP13_g19929_DN3_SP0_c.t1	XP_013674983.2, XP_013675018.1
OG0015246	CP9_g28993_DN3_SP8_c.t1	XP_048615997.1, XP_048591757.1
OG0015247	CP13_g19923_DN3_SP2_c.t1	XP_013677067.1, XP_048603840.1
OG0015248	CP13_g19922_DN3_SP1_c.t1	XP_013677069.1, XP_013677172.1
OG0015249	CP7_g46392_DN3_SP0_c.t1, CP7_g46393_DN3_SP7_c.t1	XP_013702578.1, XP_048636886.1
OG0015251	CP13_g19880_DN3_SP0_c.t1	XP_048623543.1, XP_013662892.2
OG0015252	CP13_g19872_DN3_SP0_c.t1	XP_013707598.2, XP_022543737.2
OG0015253	CP13_g19710_DN3_SP8_c.t1	XP_013706476.1, XP_013696890.1
OG0015254	CP3_g13735_DN2_SP1_c.t1	XP_048610538.1, XP_013728591.1, XP_013663446.2
OG0015255	CP13_g19789_DN3_SP8_c.t1	XP_048637343.1, XP_013706246.2
OG0015256	CP5_g2388_DN3_SP8_c.t1	XP_048628130.1, XP_013680235.2, XP_013676595.1
OG0015257	CP5_g2241_DN3_SP4_c.t1	XP_048610686.1, XP_013682688.1
OG0015258	CP13_g19752_DN3_SP4_c.t1	XP_013714718.2, XP_013728350.2
OG0015259	CP13_g19754_DN3_SP4_c.t1	XP_013693689.2, XP_048617814.1
OG0015260	CP5_g2134_DN3_SP1_c.t1	XP_022545588.2, XP_013730991.1
OG0015261	CP12_g31067_DN3_SP8_c.t1	XP_022566836.1, XP_013657089.2
OG0015262	CP5_g2116_DN3_SP1_c.t1	XP_013686790.2, XP_048633292.1
OG0015263	CP12_g31146_DN3_SP8_c.t1	XP_013703112.1, XP_048593171.1
OG0015264	CP5_g2090_DN3_SP3_c.t1	XP_013691278.2, XP_013721150.2
OG0015265	CP6_g8740_DN3_SP8_c.t1	XP_013719617.1, XP_048633273.1, XP_013696817.1
OG0015266	CP12_g30933_DN3_SP7_c.t1	XP_013701866.1, XP_013701863.2
OG0015267	CP19_g18235_DN3_SP1_c.t1	XP_013739008.2, XP_013671516.2
OG0015268	CP6_g8516_DN3_SP1_c.t1	XP_013719852.2, XP_048621667.1
OG0015269	CP12_g30871_DN3_SP0_c.t1	XP_013731690.1, XP_013731134.1
OG0015270	CP12_g30870_DN3_SP0_c.t1	XP_013655142.1, XP_022555390.1
OG0015271	CP6_g8170_DN3_SP2_c.t1	XP_013719809.1, XP_013686770.2
OG0015272	CP6_g7712_DN3_SP8_c.t1	XP_013729444.2, XP_048622167.1
OG0015273	CP6_g7680_DN3_SP0_c.t1	XP_022571847.2, XP_013723182.2
OG0015274	CP6_g7594_DN3_SP2_c.t1	XP_013742862.2, XP_013686304.2
OG0015275	CP6_g7588_DN2_SP0_c.t1	XP_013712508.1, XP_013690438.1
OG0015276	CP6_g7523_DN3_SP0_c.t1	XP_013656785.2, XP_013736674.1
OG0015277	CP6_g7499_DN3_SP7_c.t1	XP_013690460.1, XP_013708534.1
OG0015278	CP6_g7498_DN2_SP0_c.t1	XP_048610195.1, XP_048634001.1
OG0015279	CP12_g30672_DN3_SP8_c.t1	XP_048592928.1, XP_013743395.2
OG0015280	CP6_g7434_DN3_SP0_c.t1	XP_013665571.2, XP_013664775.1
OG0015281	CP6_g7359_DN3_SP7_c.t1	XP_013655705.1, XP_013668166.2
OG0015282	CP6_g7345_DN3_SP3_c.t1	XP_013647624.2, XP_013675885.2
OG0015283	CP5_g1470_DN3_SP6_c.t1	XP_013719144.1, XP_013647759.1
OG0015284	CP5_g1444_DN3_SP8_c.t1	XP_048610763.1, XP_048633408.1
OG0015285	CP5_g1392_DN3_SP0_c.t1	XP_013743284.2, XP_013698624.1
OG0015286	CP5_g1391_DN3_SP5_c.t1	XP_013700757.1, XP_013746799.2
OG0015287	CP5_g1371_DN3_SP0_c.t1	XP_013647774.2, XP_013700665.2
OG0015288	CP5_g1331_DN3_SP0_c.t1	XP_022571492.2, XP_013708583.2
OG0015289	CP19_g17891_DN3_SP0_c.t1	XP_048633474.1, XP_013729214.2
OG0015290	CP5_g1785_DN3_SP2_c.t1	XP_048633340.1, XP_022567261.2
OG0015291	CP4_g23923_DN3_SP6_c.t1	XP_013731155.2, XP_022574695.2
OG0015292	CP4_g23926_DN3_SP0_c.t1	XP_013722573.2, XP_013723898.2
OG0015294	CP4_g23931_DN3_SP0_c.t1	XP_013747504.2, XP_013690402.1
OG0015295	CP4_g23944_DN3_SP5_c.t1	XP_022544165.1, XP_013688586.1
OG0015296	CP4_g23946_DN3_SP0_c.t1	XP_013732546.3, XP_013688587.1
OG0015297	CP4_g23947_DN3_SP5_c.t1	XP_013686323.2, XP_013747514.2
OG0015298	CP4_g23961_DN3_SP8_c.t1	XP_048610539.1, XP_013747551.2
OG0015299	CP4_g23962_DN3_SP8_c.t1	XP_048610541.1, XP_013747552.2
OG0015300	CP4_g23966_DN3_SP3_c.t1	XP_013751987.1, XP_013691538.2
OG0015301	CP4_g23969_DN3_SP8_c.t1	XP_048635403.1
OG0015302	CP4_g23972_DN3_SP8_c.t1	XP_013747539.2, XP_022571010.2
OG0015303	CP12_g29898_DN2_SP8_c.t1, CP3_g15690_DN2_SP0_c.t1	XP_013700681.1, XP_013693169.1
OG0015304	CP4_g24014_DN3_SP8_c.t1	XP_013747561.2, XP_048635410.1
OG0015305	CP4_g24028_DN3_SP5_c.t1	XP_013747582.2, XP_013711908.2
OG0015306	CP4_g24030_DN3_SP0_c.t1	XP_048635418.1, XP_048610342.1
OG0015307	CP4_g24049_DN3_SP8_c.t1	XP_013750958.1, XP_013688194.1
OG0015308	CP4_g24054_DN3_SP0_c.t1	XP_013707994.1, XP_013747609.1
OG0015309	CP4_g24066_DN3_SP0_c.t1	XP_013710486.2, XP_013747619.2
OG0015310	CP4_g24078_DN3_SP6_c.t1	XP_013734846.2, XP_013734869.1
OG0015311	CP4_g24086_DN2_SP0_c.t1	XP_013708860.2, XP_013752003.2
OG0015312	CP4_g24117_DN3_SP0_c.t1	XP_013748090.1, XP_013748191.1
OG0015313	CP4_g24134_DN3_SP8_c.t1	XP_013748222.2, XP_013748118.1
OG0015314	CP4_g24162_DN3_SP0_c.t1	XP_022550668.2, XP_013749653.1
OG0015315	CP4_g24163_DN2_SP0_c.t1	XP_048609356.1, XP_022575962.1
OG0015316	CP4_g24165_DN3_SP0_c.t1	XP_022550670.1, XP_048634776.1
OG0015317	CP4_g24193_DN3_SP1_c.t1	XP_013748148.1, XP_048609353.1
OG0015318	CP4_g24207_DN3_SP8_c.t1	XP_048609349.1, XP_048636400.1
OG0015319	CP4_g24209_DN3_SP0_c.t1	XP_013740647.1, XP_013725837.1
OG0015320	CP4_g24212_DN3_SP0_c.t1	XP_013734798.2, XP_013683710.1
OG0015321	CP4_g24215_DN3_SP4_c.t1	XP_048608654.1, XP_048631799.1
OG0015322	CP4_g24226_DN3_SP0_c.t1	XP_022574782.1, XP_022556202.1
OG0015323	CP4_g24228_DN3_SP8_c.t1	XP_022570165.1, XP_013692100.1
OG0015324	CP4_g24235_DN3_SP8_c.t1	XP_013686169.1, XP_013747976.1
OG0015325	CP4_g24239_DN3_SP0_c.t1	XP_048634760.1, XP_013666716.2
OG0015326	CP4_g24259_DN3_SP0_c.t1	XP_013691628.2, XP_013747984.1
OG0015327	CP4_g24294_DN3_SP7_c.t1	XP_022574270.1, XP_013725486.1
OG0015328	CP4_g24317_DN3_SP1_c.t1	XP_022574627.1, XP_013725456.2
OG0015329	CP4_g24328_DN3_SP0_c.t1	XP_013691902.1, XP_022557913.1
OG0015330	CP4_g24361_DN3_SP0_c.t1	XP_048631774.1, XP_013683835.1
OG0015331	CP4_g24374_DN3_SP8_c.t1	XP_013720284.2, XP_048611221.1
OG0015332	CP4_g24383_DN3_SP0_c.t1	XP_013686755.1, XP_048636367.1
OG0015333	CP4_g24386_DN3_SP2_c.t1	XP_013686840.2, XP_022574757.1
OG0015334	CP4_g24404_DN3_SP2_c.t1	XP_022574057.2, XP_013683803.1
OG0015335	CP4_g24420_DN3_SP7_c.t1	XP_013717488.1, XP_048609306.1
OG0015336	CP4_g24431_DN3_SP8_c.t1	XP_013730821.2, XP_013673108.1
OG0015337	CP4_g24436_DN2_SP0_c.t1	XP_013673101.1, XP_013730246.1
OG0015338	CP4_g24444_DN3_SP5_c.t1	XP_013691313.2, XP_048609300.1
OG0015339	CP4_g24453_DN3_SP0_c.t1	XP_048611195.1, XP_013747426.2
OG0015340	CP4_g24454_DN3_SP8_c.t1	XP_013657032.1, XP_013747746.1
OG0015341	CP4_g24460_DN3_SP8_c.t1	XP_013673096.1, XP_013657025.1
OG0015342	CP4_g24466_DN3_SP8_c.t1	XP_013683770.1, XP_013724360.1
OG0015343	CP4_g24482_DN3_SP4_c.t1	XP_013747767.2, XP_048609291.1
OG0015344	CP4_g24523_DN2_SP2_c.t1	XP_013747798.2, XP_048635474.1
OG0015346	CP4_g24568_DN3_SP1_c.t1	XP_013747826.2, XP_013692002.2
OG0015347	CP11_g33722_DN3_SP5_c.t1	XP_013730119.1, XP_013723455.2
OG0015348	CP11_g33721_DN3_SP8_c.t1	XP_013723473.1, XP_013730075.1
OG0015349	CP11_g33694_DN3_SP7_c.t1	XP_013732260.2
OG0015350	CP11_g33690_DN3_SP0_c.t1	XP_013720260.1
OG0015351	CP11_g33679_DN2_SP0_c.t1	XP_013720219.1
OG0015352	CP11_g33675_DN3_SP0_c.t1	XP_013723623.2, XP_013746266.1
OG0015353	CP11_g33670_DN3_SP7_c.t1	XP_013723649.2, XP_013746248.1
OG0015354	CP11_g33655_DN3_SP8_c.t1	XP_048631065.1, XP_013668267.2
OG0015355	CP11_g33649_DN3_SP7_c.t1	XP_048631063.1, XP_048624378.1
OG0015356	CP11_g33615_DN3_SP6_c.t1	XP_013668295.2, XP_013685259.2
OG0015357	CP11_g33608_DN3_SP0_c.t1	XP_013703699.2, XP_013668297.1
OG0015358	CP11_g33583_DN3_SP8_c.t1	XP_048629266.1, XP_013720237.2
OG0015359	CP11_g33580_DN3_SP0_c.t1	XP_013720205.2
OG0015360	CP11_g33578_DN2_SP0_c.t1	XP_013725024.2, XP_022554153.2
OG0015361	CP11_g33565_DN3_SP8_c.t1	XP_048624333.1, XP_048598630.1
OG0015362	CP11_g33555_DN3_SP7_c.t1	XP_013720135.1
OG0015363	CP11_g33551_DN3_SP2_c.t1	XP_013668344.2, XP_022568408.2
OG0015364	CP11_g33546_DN3_SP8_c.t1	XP_013724913.1, XP_022554165.1
OG0015365	CP11_g33522_DN3_SP5_c.t1	XP_013668359.1, XP_013726256.1
OG0015366	CP11_g32946_DN3_SP8_c.t1	XP_013678566.2, XP_048603542.1
OG0015367	CP11_g33518_DN1_SP0_c.t1	XP_013726235.2, XP_013668362.2
OG0015368	CP11_g33510_DN3_SP0_c.t1	XP_013721496.1
OG0015370	CP11_g33498_DN3_SP5_c.t1	XP_048598611.1, XP_013730152.1
OG0015371	CP11_g33485_DN1_SP3_c.t1	XP_013668202.1, XP_048598604.1
OG0015372	CP11_g33464_DN3_SP8_c.t1	XP_022566166.1, XP_013724624.2
OG0015373	CP11_g33463_DN3_SP0_c.t1	XP_048623061.1, XP_048598590.1
OG0015374	CP8_g54396_DN3_SP3_c.t1	XP_013676048.2, XP_013721845.1
OG0015375	CP8_g54299_DN3_SP0_c.t1	XP_013667325.2, XP_013736394.1
OG0015376	CP8_g54312_DN3_SP7_c.t1	XP_013675990.1, XP_048605641.1
OG0015377	CP8_g54242_DN3_SP3_c.t1	XP_013721966.2
OG0015378	CP8_g54235_DN3_SP8_c.t1	XP_013682265.2, XP_013731306.1
OG0015379	CP5_g1234_DN3_SP2_c.t1	XP_013671611.1, XP_013698943.2
OG0015380	CP8_g54226_DN3_SP8_c.t1	XP_022554487.2, XP_022568062.2
OG0015381	CP8_g54222_DN3_SP5_c.t1	XP_013667241.2, XP_013717653.1
OG0015382	CP8_g54206_DN3_SP7_c.t1	XP_013667226.2, XP_013717598.1
OG0015383	CP8_g54188_DN3_SP8_c.t1	XP_048627908.1, XP_013716035.1
OG0015384	CP8_g54182_DN3_SP1_c.t1	XP_013682233.1, XP_022568624.2
OG0015385	CP8_g54168_DN3_SP8_c.t1	XP_013723523.1, XP_013680091.2
OG0015386	CP8_g54158_DN3_SP0_c.t1	XP_013712848.2, XP_013733056.2
OG0015387	CP8_g54151_DN3_SP8_c.t1	XP_048623310.1, XP_013667188.2
OG0015388	CP8_g54134_DN3_SP8_c.t1	XP_013682202.2, XP_013715777.2
OG0015389	CP8_g54096_DN3_SP8_c.t1	XP_013740341.2, XP_013680761.1
OG0015390	CP8_g54081_DN3_SP8_c.t1	XP_013667146.2, XP_013660691.1
OG0015391	CP8_g54078_DN3_SP0_c.t1	XP_048598988.1, XP_013660679.1
OG0015392	CP15_g34931_DN1_SP0_c.t1	XP_022558392.2
OG0015393	CP9_g28274_DN3_SP8_c.t1	XP_048616873.1, XP_013649215.2
OG0015394	CP8_g54028_DN3_SP8_c.t1	XP_013681147.2, XP_013642461.1
OG0015395	CP8_g54007_DN3_SP8_c.t1	XP_022551608.2, XP_013680863.2
OG0015396	CP8_g54000_DN3_SP6_c.t1	XP_013738386.2, XP_013680923.2
OG0015397	CP8_g53951_DN3_SP8_c.t1	XP_013716575.2, XP_013712856.2
OG0015398	CP8_g53915_DN3_SP8_c.t1	XP_013729607.1, XP_013716812.2
OG0015399	CP8_g53956_DN3_SP0_c.t1	XP_013714537.2, XP_013716785.2
OG0015400	CP8_g53933_DN3_SP6_c.t1	XP_013682479.2, XP_013712689.2
OG0015401	CP2_g47998_DN3_SP7_c.t1	XP_013661208.2, XP_013707097.1
OG0015402	CP2_g47981_DN3_SP1_c.t1	XP_013711114.2, XP_013711113.1
OG0015403	CP2_g47977_DN2_SP0_c.t1	XP_048628373.1, XP_022571273.2, XP_013722090.3
OG0015404	CP2_g47972_DN3_SP4_c.t1	XP_048628364.1, XP_048629719.1
OG0015405	CP2_g47971_DN3_SP7_c.t1	XP_022555515.1, XP_013647048.1
OG0015406	CP2_g47969_DN3_SP6_c.t1	XP_013707051.1, XP_013661221.2
OG0015407	CP2_g47968_DN3_SP8_c.t1	XP_013727519.1, XP_013642983.2
OG0015408	CP2_g47967_DN3_SP8_c.t1	XP_022564025.1, XP_048637870.1
OG0015409	CP2_g47944_DN3_SP3_c.t1	XP_013643004.2, XP_013643428.1
OG0015410	CP2_g47915_DN3_SP5_c.t1	XP_013643175.1
OG0015411	CP2_g47911_DN3_SP2_c.t1	XP_013643031.2, XP_048606656.1
OG0015412	CP4_g24883_DN3_SP6_c.t1	XP_048636482.1, XP_048609451.1
OG0015413	CP2_g47881_DN3_SP4_c.t1	XP_013652783.1, XP_013661269.2
OG0015415	CP2_g47869_DN2_SP0_c.t1	XP_013643162.2
OG0015416	CP2_g47865_DN3_SP0_c.t1	XP_013722826.2
OG0015417	CP2_g47858_DN3_SP4_c.t1	XP_048606642.1, XP_013643151.2
OG0015418	CP2_g47855_DN3_SP8_c.t1	XP_048606633.1, XP_013643146.2
OG0015419	CP2_g47850_DN3_SP3_c.t1	XP_013672897.1, XP_013643134.2
OG0015420	CP2_g47840_DN3_SP8_c.t1	XP_013667289.2, XP_013702491.1
OG0015421	CP2_g47834_DN3_SP0_c.t1	XP_013643126.2, XP_022543282.2
OG0015422	CP2_g47813_DN3_SP0_c.t1	XP_013670994.1, XP_013670993.2
OG0015423	CP2_g47808_DN3_SP0_c.t1	XP_013643113.2, XP_013729771.1
OG0015424	CP2_g47781_DN3_SP5_c.t1	XP_048603269.1, XP_013675434.2
OG0015425	CP2_g47768_DN3_SP6_c.t1	XP_013723103.3, XP_013643078.2, XP_048626563.1
OG0015426	CP2_g47755_DN3_SP2_c.t1	XP_048631242.1, XP_048616840.1, XP_013701770.3
OG0015427	CP2_g47741_DN3_SP0_c.t1	XP_013707842.1, XP_013738532.2
OG0015428	CP2_g47733_DN3_SP0_c.t1	XP_048606580.1, XP_022543976.2
OG0015429	CP2_g47724_DN3_SP2_c.t1	XP_013643215.1, XP_013643324.2
OG0015430	CP2_g47702_DN3_SP8_c.t1	XP_013643306.1, XP_013641455.1
OG0015431	CP2_g47700_DN3_SP0_c.t1, CP2_g47706_DN3_SP0_c.t1	XP_013641460.1, XP_048590952.1
OG0015432	CP2_g47694_DN3_SP0_c.t1	XP_013740989.1, XP_013643298.2
OG0015433	CP2_g47686_DN3_SP8_c.t1	XP_013740809.2, XP_048590953.1
OG0015434	CP2_g47681_DN3_SP5_c.t1	XP_013740879.1, XP_013740787.2
OG0015435	CP2_g47676_DN3_SP2_c.t1	XP_013651682.2, XP_013691434.1
OG0015436	CP2_g47663_DN3_SP8_c.t1	XP_013653504.2, XP_048592777.1
OG0015437	CP2_g47662_DN3_SP6_c.t1	XP_013655830.1, XP_048595486.1
OG0015438	CP2_g47658_DN3_SP4_c.t1	XP_013686226.1, XP_013661909.1
OG0015439	CP2_g47633_DN3_SP2_c.t1	XP_022547410.1, XP_013661343.2
OG0015440	CP16_g55367_DN3_SP1_c.t1	XP_013687160.2, XP_013690169.2
OG0015441	CP2_g47616_DN3_SP3_c.t1	XP_013686287.1, XP_013653565.1
OG0015442	CP2_g47613_DN3_SP0_c.t1	XP_013653559.1, XP_013686257.1
OG0015443	CP2_g47591_DN1_SP5_c.t1	XP_013661326.1, XP_013652798.1
OG0015444	CP6_g7292_DN3_SP8_c.t1	XP_013692510.1
OG0015446	CP2_g47563_DN3_SP7_c.t1	XP_013653640.1, XP_013653743.1
OG0015447	CP2_g47559_DN3_SP5_c.t1	XP_048592800.1, XP_013651709.1
OG0015448	CP2_g47546_DN3_SP8_c.t1	XP_013702057.2, XP_048630033.1, XP_013712398.1
OG0015449	CP2_g47540_DN3_SP0_c.t1	XP_048631506.1, XP_013702094.1, XP_013712011.1
OG0015450	CP2_g47536_DN3_SP1_c.t1	XP_013653649.1, XP_013653732.1
OG0015451	CP2_g47524_DN3_SP0_c.t1	XP_048623865.1, XP_048595529.1
OG0015452	CP2_g47514_DN3_SP3_c.t1	XP_013649433.2
OG0015453	CP8_g54679_DN3_SP0_c.t1	XP_048631880.1, XP_048608755.1
OG0015454	CP8_g54611_DN3_SP7_c.t1	XP_013683697.1
OG0015455	CP8_g54635_DN3_SP8_c.t1	XP_048595109.1, XP_013731270.2
OG0015456	CP8_g54649_DN3_SP0_c.t1	XP_013731265.2, XP_013729986.2
OG0015457	CP8_g54597_DN3_SP0_c.t1	XP_013709080.2, XP_048631304.1, XP_048604099.1
OG0015458	CP8_g54596_DN3_SP2_c.t1	XP_048625473.1, XP_013660557.1
OG0015460	CP8_g54574_DN3_SP0_c.t1	XP_013660665.2, XP_013660537.2
OG0015461	CP8_g54561_DN2_SP0_c.t1	XP_048625494.1, XP_048595139.1
