Orthogroup	Conringia_planisiliqua	Cardamine_hirsuta
OG0017203	CP16_g55239_DN2_SP1_c.t1	CARHR116540
OG0017204	CP16_g55115_DN3_SP1_c.t1	CARHR117660
OG0017205	CP16_g55086_DN3_SP0_c.t1	CARHR117920
OG0017206	CP16_g54992_DN3_SP1_c.t1	CARHR293000
OG0017209	CP16_g54887_DN3_SP3_c.t1	CARHR113720
OG0017210	CP16_g54836_DN2_SP0_c.t1	CARHR113200
OG0017211	CP16_g54823_DN3_SP0_c.t1	CARHR113030
OG0017212	CP16_g54782_DN3_SP2_c.t1	CARHR112460
OG0017213	CP16_g54777_DN3_SP2_c.t1	CARHR112410
OG0017214	CP16_g54763_DN3_SP7_c.t1	CARHR112260
OG0017215	CP16_g54746_DN3_SP2_c.t1	CARHR112060
OG0017216	CP16_g54743_DN2_SP0_c.t1	CARHR112030
OG0017217	CP1_g37777_DN3_SP0_c.t1	CARHR015200
OG0017218	CP1_g37718_DN3_SP3_c.t1	CARHR014560
OG0017222	CP1_g37588_DN3_SP1_c.t1	CARHR120940, CARHR013180
OG0017223	CP1_g37561_DN3_SP8_c.t1	CARHR012870
OG0017224	CP1_g37446_DN3_SP0_c.t1	CARHR011760
OG0017225	CP1_g37431_DN1_SP0_c.t1	CARHR011600
OG0017226	CP1_g37385_DN3_SP7_c.t1	CARHR011080
OG0017227	CP1_g37378_DN3_SP0_c.t1	CARHR011010
OG0017228	CP1_g37374_DN3_SP8_c.t1	CARHR010970
OG0017229	CP1_g37319_DN3_SP8_c.t1	CARHR010440
OG0017230	CP1_g37267_DN1_SP0_c.t1	CARHR009830
OG0017231	CP1_g37274_DN3_SP8_c.t1	CARHR009930
OG0017232	CP1_g37223_DN3_SP3_c.t1	CARHR009380
OG0017233	CP1_g37202_DN3_SP4_c.t1	CARHR009190
OG0017234	CP2_g49915_DN3_SP4_c.t1	CARHR055230
OG0017235	CP1_g37197_DN2_SP0_c.t1	CARHR009130
OG0017237	CP1_g37190_DN3_SP8_c.t1	CARHR009010
OG0017238	CP11_g33189_DN1_SP0_c.t1	CARHR206040
OG0017240	CP1_g37007_DN3_SP0_c.t1	CARHR006960
OG0017241	CP1_g36926_DN3_SP7_c.t1	CARHR006010
OG0017242	CP1_g36914_DN3_SP7_c.t1	CARHR005780
OG0017243	CP1_g36884_DN2_SP0_c.t1	CARHR005430
OG0017244	CP1_g36853_DN3_SP3_c.t1	CARHR005110
OG0017245	CP1_g36831_DN3_SP5_c.t1	CARHR004900
OG0017246	CP1_g36573_DN3_SP8_c.t1	CARHR004440
OG0017247	CP1_g36576_DN3_SP6_c.t1	CARHR004400
OG0017248	CP1_g36614_DN3_SP8_c.t1	CARHR003970
OG0017249	CP1_g36639_DN3_SP0_c.t1	CARHR003720
OG0017250	CP1_g36668_DN3_SP0_c.t1	CARHR003440
OG0017251	CP1_g36673_DN3_SP0_c.t1	CARHR003380
OG0017252	CP1_g36711_DN3_SP4_c.t1	CARHR002980
OG0017253	CP1_g36707_DN3_SP4_c.t1	CARHR003020
OG0017254	CP1_g36706_DN3_SP8_c.t1	CARHR003030
OG0017255	CP1_g36702_DN3_SP1_c.t1	CARHR003080
OG0017257	CP1_g36738_DN3_SP0_c.t1	CARHR002700, CARHR002630
OG0017258	CP1_g36748_DN3_SP3_c.t1	CARHR002520
OG0017259	CP1_g36540_DN2_SP0_c.t1	CARHR001690
OG0017260	CP1_g36535_DN3_SP7_c.t1	CARHR001650
OG0017262	CP1_g36432_DN3_SP0_c.t1	CARHR000490
OG0017263	CP1_g36406_DN3_SP8_c.t1	CARHR000230
OG0017264	CP1_g36399_DN3_SP5_c.t1	CARHR000170
OG0017265	CP11_g32510_DN3_SP0_c.t1	CARHR198750
OG0017266	CP11_g32513_DN3_SP8_c.t1	CARHR198780
OG0017267	CP11_g32515_DN3_SP8_c.t1	CARHR198800
OG0017268	CP11_g32522_DN3_SP8_c.t1	CARHR198860
OG0017269	CP11_g32470_DN3_SP0_c.t1	CARHR198330
OG0017270	CP11_g32469_DN3_SP0_c.t1	CARHR198320
OG0017271	CP11_g32466_DN2_SP0_c.t1	CARHR198300
OG0017273	CP11_g32446_DN3_SP3_c.t1	CARHR198070
OG0017276	CP11_g32291_DN3_SP8_c.t1	CARHR196440
OG0017278	CP11_g32204_DN3_SP1_c.t1	CARHR195510
OG0017279	CP11_g32195_DN3_SP0_c.t1	CARHR195390
OG0017280	CP9_g28404_DN3_SP5_c.t1	CARHR060970
OG0017281	CP8_g54448_DN2_SP5_c.t1	CARHR194100
OG0017282	CP8_g54437_DN3_SP0_c.t1	CARHR193970
OG0017283	CP8_g54435_DN3_SP0_c.t1	CARHR193960
OG0017284	CP8_g54407_DN3_SP4_c.t1	CARHR193670
OG0017286	CP2_g48633_DN3_SP7_c.t1	CARHR185750
OG0017287	CP2_g48660_DN3_SP7_c.t1	CARHR185300
OG0017289	CP2_g48689_DN2_SP0_c.t1	CARHR182020
OG0017290	CP2_g48716_DN3_SP6_c.t1	CARHR182470
OG0017291	CP2_g48793_DN3_SP8_c.t1	CARHR183840
OG0017292	CP2_g48776_DN3_SP0_c.t1	CARHR183490
OG0017293	CP11_g32602_DN3_SP8_c.t1	CARHR199760
OG0017294	CP11_g32607_DN3_SP8_c.t1	CARHR199810
OG0017295	CP11_g33276_DN3_SP8_c.t1	CARHR206340
OG0017296	CP13_g19519_DN3_SP0_c.t1	CARHR145610
OG0017297	CP7_g46454_DN3_SP8_c.t1	CARHR045770
OG0017298	CP2_g48821_DN3_SP8_c.t1	CARHR184300
OG0017299	CP11_g33363_DN3_SP8_c.t1	CARHR207930
OG0017300	CP11_g33366_DN3_SP0_c.t1	CARHR207970
OG0017301	CP11_g33369_DN3_SP0_c.t1	CARHR207980
OG0017302	CP11_g33379_DN3_SP0_c.t1	CARHR208110
OG0017303	CP11_g33405_DN3_SP8_c.t1	CARHR208360
OG0017304	CP2_g48455_DN3_SP3_c.t1	CARHR187910
OG0017306	CP2_g48452_DN3_SP8_c.t1	CARHR188010
OG0017307	CP7_g45957_DN3_SP8_c.t1	CARHR018550
OG0017308	CP2_g48401_DN3_SP0_c.t1	CARHR188610
OG0017309	CP2_g48390_DN3_SP3_c.t1	CARHR188760
OG0017310	CP2_g48354_DN3_SP2_c.t1	CARHR189140
OG0017311	CP2_g48360_DN3_SP8_c.t1	CARHR189040
OG0017312	CP2_g48349_DN3_SP0_c.t1	CARHR189210
OG0017313	CP2_g48325_DN3_SP8_c.t1	CARHR189510
OG0017316	CP2_g48248_DN3_SP0_c.t1	CARHR190370
OG0017317	CP2_g48243_DN3_SP8_c.t1	CARHR190420
OG0017319	CP8_g53452_DN2_SP0_c.t1	CARHR268160
OG0017320	CP2_g48153_DN3_SP7_c.t1	CARHR275280
OG0017321	CP2_g48115_DN3_SP0_c.t1	CARHR275630
OG0017322	CP2_g48109_DN3_SP2_c.t1	CARHR275690
OG0017324	CP2_g48099_DN2_SP0_c.t1	CARHR275850
OG0017325	CP2_g48087_DN3_SP1_c.t1	CARHR275960
OG0017326	CP2_g48005_DN3_SP1_c.t1	CARHR276840
OG0017328	CP8_g53852_DN3_SP6_c.t1	CARHR272350
OG0017329	CP8_g53849_DN3_SP8_c.t1	CARHR272320
OG0017330	CP3_g14234_DN2_SP0_c.t1	CARHR160910
OG0017331	CP3_g14271_DN3_SP0_c.t1	CARHR160550
OG0017332	CP3_g14287_DN3_SP0_c.t1	CARHR160430
OG0017333	CP3_g14302_DN3_SP0_c.t1	CARHR160270
OG0017334	CP3_g14312_DN3_SP0_c.t1	CARHR160150
OG0017335	CP3_g14356_DN3_SP1_c.t1	CARHR159590
OG0017336	CP3_g14374_DN3_SP0_c.t1	CARHR159100
OG0017337	CP8_g54378_DN3_SP6_c.t1	CARHR193360
OG0017339	CP3_g14492_DN3_SP8_c.t1	CARHR157660
OG0017340	CP3_g14533_DN3_SP8_c.t1	CARHR157250
OG0017341	CP3_g14559_DN3_SP6_c.t1	CARHR157020
OG0017342	CP3_g14566_DN3_SP1_c.t1	CARHR156940
OG0017343	CP3_g14604_DN3_SP5_c.t1	CARHR156600
OG0017344	CP3_g14616_DN3_SP2_c.t1	CARHR156470
OG0017345	CP3_g14654_DN3_SP0_c.t1	CARHR156140
OG0017346	CP3_g14709_DN3_SP8_c.t1	CARHR155590
OG0017347	CP3_g14722_DN3_SP0_c.t1	CARHR154870
OG0017348	CP3_g14754_DN3_SP1_c.t1	CARHR155260
OG0017349	CP3_g14531_DN2_SP0_c.t1	CARHR220200
OG0017350	CP3_g14897_DN3_SP0_c.t1	CARHR150740
OG0017351	CP3_g15220_DN3_SP3_c.t1	CARHR104460
OG0017352	CP3_g15213_DN3_SP3_c.t1	CARHR104390
OG0017353	CP3_g15315_DN3_SP5_c.t1	CARHR104580
OG0017354	CP3_g15841_DN3_SP7_c.t1	CARHR153450
OG0017355	CP2_g48840_DN3_SP6_c.t1	CARHR192690
OG0017357	CP9_g28335_DN3_SP8_c.t1	CARHR060310
OG0017358	CP11_g32594_DN3_SP0_c.t1	CARHR199670
OG0017359	CP9_g28360_DN3_SP7_c.t1	CARHR060530
OG0017360	CP9_g28355_DN3_SP8_c.t1	CARHR060480
OG0017361	CP9_g28472_DN3_SP8_c.t1	CARHR061670
OG0017362	CP9_g28500_DN3_SP8_c.t1	CARHR062050
OG0017363	CP9_g28509_DN3_SP1_c.t1	CARHR062090
OG0017364	CP16_g54884_DN3_SP1_c.t1	CARHR259160
OG0017365	CP9_g28543_DN3_SP6_c.t1	CARHR062400
OG0017367	CP9_g28579_DN3_SP1_c.t1	CARHR062700
OG0017368	CP9_g28682_DN3_SP7_c.t1	CARHR063840
OG0017369	CP9_g28683_DN3_SP7_c.t1	CARHR063850
OG0017371	CP9_g28723_DN3_SP0_c.t1	CARHR064220
OG0017372	CP9_g28733_DN3_SP0_c.t1	CARHR064350
OG0017374	CP9_g28773_DN2_SP0_c.t1	CARHR291190
OG0017375	CP9_g29438_DN3_SP3_c.t1	CARHR071440
OG0017376	CP9_g29434_DN3_SP4_c.t1	CARHR071400
OG0017377	CP9_g29392_DN3_SP6_c.t1	CARHR071010
OG0017378	CP9_g29389_DN3_SP8_c.t1	CARHR070980
OG0017379	CP9_g29378_DN3_SP0_c.t1	CARHR070840
OG0017381	CP9_g29320_DN3_SP8_c.t1	CARHR070270
OG0017382	CP9_g29312_DN3_SP6_c.t1	CARHR070190
OG0017383	CP9_g29310_DN1_SP0_c.t1	CARHR070170
OG0017384	CP9_g29265_DN3_SP0_c.t1	CARHR069770
OG0017385	CP9_g29231_DN3_SP0_c.t1	CARHR069410
OG0017386	CP9_g29224_DN3_SP2_c.t1	CARHR069210
OG0017387	CP7_g45785_DN3_SP3_c.t1	CARHR020260
OG0017388	CP9_g29136_DN3_SP6_c.t1	CARHR068310
OG0017389	CP9_g29104_DN2_SP5_c.t1	CARHR067960
OG0017390	CP9_g29074_DN1_SP0_c.t1	CARHR067610
OG0017391	CP8_g54393_DN2_SP0_c.t1	CARHR193540
OG0017392	CP9_g29049_DN3_SP0_c.t1	CARHR067230
OG0017393	CP5_g2508_DN2_SP0_c.t1	CARHR217230
OG0017394	CP9_g29010_DN3_SP4_c.t1	CARHR066810
OG0017395	CP9_g29002_DN3_SP7_c.t1	CARHR066740
OG0017396	CP9_g28976_DN1_SP0_c.t1	CARHR066460
OG0017397	CP9_g28968_DN3_SP0_c.t1	CARHR066380
OG0017398	CP9_g28949_DN3_SP4_c.t1	CARHR066170
OG0017399	CP9_g28931_DN1_SP0_c.t1	CARHR065970
OG0017400	CP9_g28896_DN3_SP6_c.t1	CARHR065500
OG0017401	CP9_g29492_DN3_SP3_c.t1	CARHR072040
OG0017402	CP9_g29516_DN2_SP8_c.t1	CARHR072350
OG0017403	CP9_g29552_DN2_SP0_c.t1	CARHR072780
OG0017404	CP9_g29585_DN3_SP0_c.t1	CARHR073150
OG0017405	CP9_g29590_DN2_SP0_c.t1	CARHR036700
OG0017406	CP9_g29608_DN3_SP4_c.t1	CARHR073470
OG0017407	CP9_g29619_DN3_SP0_c.t1	CARHR073590
OG0017408	CP9_g29628_DN3_SP0_c.t1	CARHR073670
OG0017409	CP9_g29705_DN3_SP0_c.t1	CARHR074350
OG0017410	CP9_g29722_DN3_SP0_c.t1	CARHR074480
OG0017411	CP9_g29736_DN3_SP6_c.t1	CARHR074630
OG0017412	CP9_g29738_DN2_SP8_c.t1	CARHR074650
OG0017413	CP9_g29740_DN3_SP8_c.t1	CARHR074770
OG0017414	CP10_g43253_DN2_SP0_c.t1	CARHR087490
OG0017415	CP10_g43274_DN3_SP7_c.t1	CARHR087750
OG0017416	CP10_g43294_DN3_SP8_c.t1	CARHR087940
OG0017417	CP10_g43320_DN3_SP5_c.t1	CARHR088230
OG0017418	CP10_g43331_DN3_SP5_c.t1	CARHR088440
OG0017419	CP10_g43341_DN3_SP2_c.t1	CARHR088520
OG0017420	CP10_g43428_DN3_SP8_c.t1	CARHR089530
OG0017421	CP10_g43429_DN3_SP0_c.t1	CARHR089540
OG0017422	CP10_g43471_DN3_SP2_c.t1	CARHR090010
OG0017424	CP10_g43483_DN3_SP8_c.t1	CARHR090140
OG0017426	CP12_g29903_DN3_SP0_c.t1	CARHR090720
OG0017427	CP12_g29982_DN3_SP8_c.t1	CARHR091500
OG0017428	CP12_g30000_DN3_SP1_c.t1	CARHR091680
OG0017429	CP12_g30024_DN3_SP8_c.t1	CARHR092040
OG0017431	CP12_g30182_DN3_SP8_c.t1	CARHR093800
OG0017432	CP12_g30183_DN3_SP2_c.t1	CARHR093820
OG0017433	CP12_g30237_DN3_SP0_c.t1	CARHR094400
OG0017434	CP12_g30262_DN2_SP1_c.t1	CARHR094640
OG0017436	CP12_g30311_DN1_SP0_c.t1	CARHR095120
OG0017437	CP12_g30315_DN2_SP0_c.t1	CARHR095170
OG0017438	CP12_g30318_DN3_SP8_c.t1	CARHR095250
OG0017439	CP12_g30319_DN3_SP2_c.t1	CARHR095260
OG0017440	CP12_g30516_DN3_SP1_c.t1	CARHR097480
OG0017441	CP12_g30486_DN3_SP8_c.t1	CARHR097230
OG0017442	CP12_g30485_DN3_SP0_c.t1	CARHR097210
OG0017443	CP12_g30524_DN3_SP8_c.t1	CARHR097590
OG0017444	CP12_g30525_DN3_SP0_c.t1	CARHR097600
OG0017446	CP16_g54862_DN2_SP0_c.t1, CP8_g53088_DN1_SP0_c.t1	CARHR264380
OG0017447	CP12_g30633_DN3_SP8_c.t1	CARHR098590
OG0017448	CP12_g30680_DN3_SP0_c.t1	CARHR099170
OG0017450	CP12_g30838_DN3_SP0_c.t1	CARHR100610
OG0017451	CP12_g30839_DN3_SP3_c.t1	CARHR100620
OG0017452	CP12_g30859_DN3_SP0_c.t1	CARHR101050
OG0017453	CP12_g30873_DN3_SP3_c.t1	CARHR101200
OG0017454	CP16_g55537_DN3_SP8_c.t1	CARHR115590
OG0017455	CP12_g31433_DN3_SP8_c.t1	CARHR103040
OG0017456	CP6_g7074_DN3_SP2_c.t1	CARHR104000
OG0017457	CP15_g35592_DN2_SP0_c.t1	CARHR105120
OG0017458	CP15_g35280_DN3_SP0_c.t1	CARHR104800
OG0017461	CP15_g34878_DN2_SP1_c.t1	CARHR105340
OG0017462	CP10_g44013_DN3_SP7_c.t1	CARHR106340
OG0017463	CP10_g43954_DN3_SP5_c.t1	CARHR106650
OG0017464	CP10_g43833_DN3_SP0_c.t1	CARHR293510
OG0017465	CP10_g43801_DN3_SP6_c.t1	CARHR281790, CARHR107600
OG0017466	CP10_g43770_DN3_SP8_c.t1	CARHR107960
OG0017467	CP10_g43742_DN3_SP8_c.t1	CARHR108210
OG0017468	CP10_g43669_DN3_SP7_c.t1	CARHR109050
OG0017469	CP10_g43635_DN3_SP0_c.t1	CARHR109410
OG0017470	CP10_g43583_DN3_SP8_c.t1	CARHR109870
OG0017471	CP10_g43522_DN3_SP0_c.t1	CARHR110610
OG0017472	CP12_g29866_DN3_SP7_c.t1	CARHR110860
OG0017473	CP12_g29859_DN3_SP7_c.t1	CARHR110910
OG0017474	CP5_g1162_DN3_SP8_c.t1	CARHR236130
OG0017475	CP12_g29818_DN2_SP3_c.t1	CARHR283700
OG0017476	CP11_g32276_DN3_SP6_c.t1	CARHR111460
OG0017477	CP12_g29823_DN3_SP7_c.t1	CARHR111410
OG0017478	CP12_g29806_DN3_SP1_c.t1	CARHR111620
OG0017479	CP12_g29803_DN3_SP7_c.t1	CARHR111640
OG0017480	CP7_g46472_DN3_SP8_c.t1	CARHR045970
OG0017481	CP7_g46436_DN3_SP3_c.t1	CARHR045570
OG0017482	CP7_g46419_DN3_SP6_c.t1	CARHR045400
OG0017483	CP7_g46407_DN3_SP0_c.t1	CARHR045280
OG0017484	CP7_g46375_DN2_SP0_c.t1	CARHR044920
OG0017485	CP7_g46366_DN3_SP2_c.t1	CARHR044790
OG0017486	CP7_g46360_DN3_SP8_c.t1	CARHR044750
OG0017487	CP7_g46359_DN3_SP6_c.t1	CARHR044740
OG0017488	CP7_g46343_DN2_SP0_c.t1	CARHR044590
OG0017489	CP7_g46310_DN3_SP6_c.t1	CARHR044230
OG0017491	CP7_g46230_DN3_SP0_c.t1	CARHR043330
OG0017492	CP7_g46228_DN3_SP8_c.t1	CARHR043310
OG0017494	CP1_g37870_DN3_SP0_c.t1	CARHR042670
OG0017495	CP1_g38054_DN3_SP8_c.t1	CARHR040680, CARHR040600
OG0017496	CP1_g38060_DN3_SP8_c.t1	CARHR040620
OG0017497	CP1_g38083_DN3_SP0_c.t1	CARHR040340
OG0017498	CP1_g38108_DN2_SP3_c.t1	CARHR040010
OG0017500	CP1_g38224_DN3_SP7_c.t1	CARHR038880
OG0017501	CP1_g38226_DN3_SP0_c.t1	CARHR038860
OG0017502	CP1_g38254_DN3_SP8_c.t1	CARHR038300
OG0017504	CP1_g38295_DN3_SP8_c.t1	CARHR037960
OG0017505	CP6_g7220_DN3_SP1_c.t1	CARHR222670
OG0017506	CP6_g7224_DN3_SP4_c.t1	CARHR222630
OG0017507	CP6_g7298_DN3_SP3_c.t1	CARHR290290
OG0017508	CP6_g7320_DN3_SP0_c.t1	CARHR290140
OG0017510	CP7_g44858_DN3_SP8_c.t1	CARHR029850
OG0017511	CP4_g25291_DN2_SP5_c.t1	CARHR128600
OG0017512	CP4_g25298_DN3_SP0_c.t1	CARHR128530
OG0017513	CP3_g14152_DN3_SP4_c.t1	CARHR161900
OG0017514	CP3_g14150_DN3_SP0_c.t1	CARHR161930
OG0017515	CP3_g14090_DN2_SP4_c.t1	CARHR162590
OG0017516	CP3_g14082_DN2_SP0_c.t1	CARHR162670
OG0017517	CP3_g14064_DN3_SP5_c.t1	CARHR162870
OG0017518	CP3_g14061_DN3_SP7_c.t1	CARHR162890
OG0017520	CP3_g13982_DN3_SP8_c.t1	CARHR163650
OG0017521	CP3_g13981_DN3_SP0_c.t1	CARHR163660
OG0017523	CP3_g13957_DN3_SP8_c.t1	CARHR163930
OG0017524	CP3_g13916_DN3_SP8_c.t1	CARHR164340
OG0017525	CP3_g13934_DN3_SP6_c.t1	CARHR164160
OG0017526	CP3_g13929_DN3_SP8_c.t1	CARHR164210
OG0017527	CP3_g13855_DN3_SP6_c.t1	CARHR164920
OG0017528	CP3_g13844_DN3_SP1_c.t1	CARHR165060
OG0017529	CP3_g13840_DN3_SP2_c.t1	CARHR165100
OG0017530	CP3_g13815_DN3_SP2_c.t1	CARHR165360
OG0017531	CP3_g13803_DN3_SP8_c.t1	CARHR165480
OG0017532	CP3_g13801_DN3_SP6_c.t1	CARHR165530
OG0017533	CP3_g13784_DN3_SP1_c.t1	CARHR165690
OG0017534	CP3_g13759_DN3_SP8_c.t1	CARHR166010
OG0017536	CP3_g13743_DN3_SP6_c.t1	CARHR166150
OG0017538	CP3_g13689_DN1_SP0_c.t1	CARHR166720
OG0017539	CP3_g13616_DN3_SP0_c.t1	CARHR167510
OG0017540	CP3_g13595_DN3_SP8_c.t1	CARHR167740
OG0017541	CP3_g13491_DN3_SP1_c.t1	CARHR169040
OG0017542	CP3_g13476_DN2_SP0_c.t1	CARHR169190
OG0017543	CP3_g13469_DN3_SP8_c.t1	CARHR169440
OG0017544	CP3_g13406_DN3_SP0_c.t1	CARHR170180
OG0017545	CP3_g13403_DN3_SP5_c.t1	CARHR170200
OG0017546	CP3_g13348_DN3_SP0_c.t1	CARHR170730
OG0017547	CP3_g14168_DN3_SP7_c.t1	CARHR161660
OG0017548	CP3_g13315_DN2_SP0_c.t1	CARHR171170
OG0017549	CP3_g13312_DN3_SP6_c.t1	CARHR171200
OG0017550	CP3_g13211_DN2_SP0_c.t1	CARHR172140
OG0017551	CP3_g13170_DN3_SP6_c.t1	CARHR172530
OG0017552	CP3_g13137_DN3_SP0_c.t1	CARHR172910
OG0017553	CP3_g13129_DN3_SP3_c.t1	CARHR173000
OG0017554	CP3_g13065_DN3_SP2_c.t1	CARHR291620
OG0017555	CP3_g13055_DN3_SP5_c.t1	CARHR291530
OG0017556	CP3_g13302_DN3_SP5_c.t1	CARHR171300
OG0017557	CP7_g46451_DN3_SP4_c.t1	CARHR045740
OG0017558	CP1_g37837_DN3_SP7_c.t1	CARHR043110
OG0017559	CP1_g37861_DN3_SP8_c.t1	CARHR042780
OG0017560	CP1_g37981_DN3_SP0_c.t1	CARHR041610
OG0017562	CP6_g7291_DN3_SP5_c.t1	CARHR290360
OG0017563	CP3_g14840_DN3_SP2_c.t1	CARHR154300
OG0017564	CP3_g14610_DN3_SP3_c.t1	CARHR156520
OG0017565	CP3_g14392_DN2_SP0_c.t1	CARHR158890
OG0017566	CP3_g14133_DN3_SP3_c.t1	CARHR162110
OG0017567	CP3_g14151_DN3_SP7_c.t1	CARHR161920
OG0017568	CP3_g14215_DN3_SP0_c.t1	CARHR161110
OG0017569	CP3_g14058_DN3_SP6_c.t1	CARHR162920
OG0017572	CP3_g13920_DN3_SP3_c.t1	CARHR164300
OG0017573	CP3_g13918_DN3_SP8_c.t1	CARHR164320
OG0017574	CP3_g13911_DN3_SP0_c.t1	CARHR164390
OG0017575	CP3_g13827_DN3_SP0_c.t1	CARHR165230
OG0017576	CP3_g13783_DN3_SP8_c.t1	CARHR165700
OG0017577	CP3_g13749_DN3_SP3_c.t1	CARHR166080
OG0017578	CP3_g13719_DN3_SP0_c.t1	CARHR166430
OG0017579	CP3_g13501_DN3_SP8_c.t1	CARHR168950
OG0017580	CP3_g13097_DN1_SP0_c.t1	CARHR173340
OG0017581	CP2_g47526_DN3_SP8_c.t1	CARHR281690
OG0017583	CP2_g47639_DN3_SP0_c.t1	CARHR280530
OG0017584	CP13_g19713_DN3_SP3_c.t1	CARHR066190
OG0017586	CP20_g4459_DN3_SP6_c.t1	CARHR253740
OG0017587	CP20_g4375_DN3_SP0_c.t1	CARHR254730
OG0017590	CP4_g24889_DN3_SP0_c.t1	CARHR132960
OG0017592	CP4_g24738_DN2_SP0_c.t1	CARHR134800
OG0017593	CP4_g24604_DN3_SP5_c.t1	CARHR136250
OG0017595	CP4_g24532_DN3_SP3_c.t1	CARHR136960
OG0017596	CP4_g24519_DN2_SP0_c.t1	CARHR137120
OG0017597	CP4_g24461_DN3_SP0_c.t1	CARHR137770
OG0017598	CP4_g24008_DN3_SP6_c.t1	CARHR142520
OG0017599	CP9_g29553_DN3_SP0_c.t1	CARHR072790
OG0017600	CP9_g29427_DN2_SP1_c.t1	CARHR071340
OG0017601	CP7_g45106_DN3_SP0_c.t1	CARHR069790
OG0017602	CP9_g29135_DN1_SP0_c.t1	CARHR068300
OG0017604	CP9_g28929_DN1_SP0_c.t1	CARHR065950
OG0017605	CP5_g1196_DN3_SP7_c.t1	CARHR235770
OG0017606	CP5_g1191_DN3_SP2_c.t1	CARHR235830
OG0017607	CP5_g992_DN3_SP0_c.t1	CARHR238030
OG0017608	CP5_g929_DN1_SP0_c.t1	CARHR238550
OG0017609	CP5_g836_DN3_SP1_c.t1	CARHR239550
OG0017610	CP5_g679_DN3_SP0_c.t1	CARHR241430
OG0017611	CP5_g686_DN3_SP0_c.t1	CARHR241360
OG0017612	CP5_g546_DN3_SP0_c.t1	CARHR242790
OG0017615	CP13_g19186_DN3_SP0_c.t1	CARHR286740
OG0017616	CP1_g36679_DN3_SP6_c.t1	CARHR003310
OG0017617	CP1_g36863_DN3_SP0_c.t1	CARHR005210
OG0017618	CP1_g36969_DN2_SP8_c.t1	CARHR006500
OG0017619	CP1_g36978_DN2_SP0_c.t1	CARHR006590
OG0017620	CP1_g37098_DN3_SP0_c.t1	CARHR008000
OG0017621	CP1_g37108_DN1_SP0_c.t1	CARHR008130
OG0017622	CP1_g37466_DN3_SP0_c.t1	CARHR012000
OG0017623	CP1_g37716_DN3_SP2_c.t1	CARHR014530
OG0017624	CP1_g37740_DN3_SP4_c.t1	CARHR014790
OG0017625	CP7_g46187_DN3_SP2_c.t1	CARHR015960
OG0017627	CP7_g45780_DN2_SP0_c.t1	CARHR020320
OG0017628	CP7_g45541_DN3_SP5_c.t1	CARHR022800
OG0017629	CP7_g45478_DN3_SP0_c.t1	CARHR023440
OG0017630	CP9_g28736_DN3_SP0_c.t1	CARHR064380
OG0017631	CP9_g28670_DN2_SP0_c.t1	CARHR063750
OG0017633	CP9_g28554_DN3_SP0_c.t1	CARHR062470
OG0017634	CP9_g28495_DN3_SP1_c.t1	CARHR061960
OG0017635	CP9_g28410_DN2_SP0_c.t1	CARHR061060
OG0017636	CP2_g50042_DN3_SP0_c.t1	CARHR289740
OG0017637	CP2_g49773_DN3_SP1_c.t1	CARHR054800
OG0017638	CP2_g49232_DN3_SP0_c.t1	CARHR051730
OG0017641	CP13_g19105_DN3_SP0_c.t1	CARHR046780
OG0017642	CP9_g28093_DN3_SP0_c.t1	CARHR110670, CARHR110660
OG0017643	CP10_g43977_DN3_SP0_c.t1	CARHR106620
OG0017645	CP12_g30698_DN3_SP8_c.t1	CARHR099310
OG0017647	CP12_g30201_DN3_SP0_c.t1	CARHR094020
OG0017648	CP12_g29900_DN3_SP0_c.t1	CARHR090680
OG0017650	CP10_g43233_DN3_SP8_c.t1	CARHR087270
OG0017651	CP10_g43090_DN3_SP5_c.t1	CARHR085820
OG0017652	CP10_g42960_DN3_SP0_c.t1	CARHR084460
OG0017653	CP10_g42829_DN3_SP0_c.t1	CARHR082960
OG0017654	CP10_g42616_DN3_SP2_c.t1	CARHR080650
OG0017655	CP5_g2578_DN3_SP5_c.t1	CARHR286880
OG0017656	CP10_g42445_DN3_SP4_c.t1	CARHR078770
OG0017657	CP10_g42166_DN3_SP0_c.t1	CARHR075690
OG0017658	CP11_g33590_DN1_SP0_c.t1	CARHR210340
OG0017659	CP11_g33196_DN3_SP1_c.t1	CARHR206780
OG0017660	CP19_g18044_DN3_SP4_c.t1, CP1_g40924_DN3_SP0_c.t1	CARHR233490
OG0017661	CP11_g33253_DN3_SP4_c.t1	CARHR206580
OG0017662	CP11_g33297_DN3_SP7_c.t1	CARHR206100
OG0017665	CP16_g55364_DN3_SP0_c.t1	CARHR115950
OG0017666	CP8_g54665_DN2_SP0_c.t1	CARHR248260
OG0017667	CP16_g55108_DN3_SP0_c.t1	CARHR117720
OG0017668	CP19_g18426_DN1_SP0_c.t1	CARHR229450
OG0017669	CP19_g18460_DN3_SP0_c.t1	CARHR228990
OG0017670	CP6_g6741_DN3_SP2_c.t1	CARHR227760
OG0017671	CP6_g6722_DN3_SP0_c.t1, CP6_g6723_DN3_SP0_c.t1	CARHR227930
OG0017672	CP7_g44852_DN3_SP2_c.t1	CARHR029910
OG0017673	CP7_g45046_DN3_SP0_c.t1	CARHR027920
OG0017674	CP7_g45104_DN3_SP8_c.t1	CARHR027290
OG0017676	CP1_g38667_DN3_SP3_c.t1	CARHR036190
