Orthogroup	Conringia_planisiliqua	Arabidopsis_lyrata_Rawat
OG0013813	CP5_g2579_DN3_SP4_c.t1	AL7G43860
OG0013814	CP4_g25162_DN3_SP7_c.t1	AL4G31880
OG0013816	CP1_g37828_DN2_SP0_c.t1	AL1G27320
OG0013817	CP7_g46113_DN3_SP7_c.t1	AL1G28410
OG0013818	CP7_g46091_DN3_SP8_c.t1	AL1G28690
OG0013819	CP7_g46089_DN3_SP3_c.t1	AL6G51080, nbis-gene-1666, AL1G28710
OG0013820	CP7_g46083_DN3_SP0_c.t1	AL1G28790
OG0013821	CP7_g46075_DN3_SP0_c.t1	AL1G28900
OG0013822	CP7_g46065_DN3_SP0_c.t1	AL1G29000
OG0013823	CP1_g37664_DN2_SP0_c.t1	AL1G25410
OG0013824	CP7_g46029_DN3_SP8_c.t1	AL1G29390
OG0013825	CP7_g46015_DN3_SP0_c.t1	AL1G29570
OG0013826	CP7_g46014_DN3_SP8_c.t1	AL1G29580
OG0013828	CP7_g46005_DN3_SP0_c.t1	AL1G29670
OG0013830	CP7_g45962_DN3_SP8_c.t1	AL1G30230
OG0013831	CP23_g21397_DN3_SP0_c.t1, CP3_g16341_DN3_SP0_c.t1, CP7_g45931_DN3_SP8_c.t1	AL1G30650
OG0013832	CP7_g45945_DN3_SP2_c.t1	AL1G30470
OG0013833	CP7_g45951_DN2_SP0_c.t1	AL1G30350
OG0013834	CP7_g45953_DN3_SP0_c.t1	AL1G30330
OG0013835	CP7_g45917_DN3_SP6_c.t1	AL1G30810
OG0013836	CP7_g45895_DN3_SP0_c.t1	AL1G31040
OG0013837	CP7_g45845_DN3_SP5_c.t1	AL1G31690
OG0013838	CP7_g45841_DN3_SP8_c.t1	AL1G31730
OG0013839	CP7_g45840_DN3_SP8_c.t1	AL1G31750
OG0013840	CP7_g45832_DN3_SP1_c.t1	AL1G31820
OG0013841	CP7_g45827_DN3_SP0_c.t1	AL1G31880
OG0013842	CP7_g45817_DN3_SP3_c.t1	AL1G31980
OG0013843	CP7_g45798_DN3_SP8_c.t1	AL1G32320
OG0013844	CP7_g45795_DN3_SP6_c.t1	AL1G32350
OG0013846	CP7_g45774_DN3_SP8_c.t1	AL1G32610
OG0013847	CP7_g45760_DN3_SP1_c.t1	AL1G32860
OG0013848	CP7_g45714_DN3_SP8_c.t1	AL1G33440
OG0013849	CP7_g45689_DN3_SP4_c.t1	AL1G33810
OG0013850	CP7_g45670_DN3_SP2_c.t1	AL1G34050
OG0013851	CP7_g45644_DN3_SP4_c.t1	AL1G34450
OG0013853	CP7_g45636_DN3_SP8_c.t1	AL1G34550
OG0013854	CP7_g45624_DN2_SP0_c.t1	AL1G34700
OG0013856	CP7_g45612_DN3_SP0_c.t1	AL1G34830
OG0013857	CP7_g45604_DN3_SP8_c.t1	AL1G34920
OG0013858	CP7_g45580_DN3_SP0_c.t1	AL1G35490
OG0013859	CP7_g45509_DN3_SP8_c.t1	AL1G36280
OG0013860	CP7_g45508_DN3_SP3_c.t1	AL1G36290
OG0013861	CP7_g45506_DN3_SP8_c.t1	AL1G36320
OG0013862	CP7_g45505_DN1_SP5_c.t1	AL1G36340
OG0013863	CP7_g45445_DN3_SP6_c.t1	AL1G37160
OG0013864	CP7_g45382_DN3_SP2_c.t1	AL1G37910
OG0013865	CP7_g45380_DN3_SP8_c.t1	AL1G37930
OG0013866	CP7_g45351_DN3_SP0_c.t1	AL1G38420
OG0013867	CP7_g45320_DN3_SP8_c.t1	AL1G38770
OG0013868	CP7_g45319_DN3_SP8_c.t1	AL1G38870
OG0013869	CP7_g45316_DN3_SP0_c.t1	AL1G38900
OG0013870	CP7_g45299_DN3_SP4_c.t1	AL1G39090
OG0013871	CP7_g45288_DN3_SP8_c.t1	AL1G39210
OG0013872	CP7_g45262_DN3_SP7_c.t1	AL1G39570
OG0013873	CP7_g45260_DN3_SP6_c.t1	AL1G39590
OG0013874	CP7_g45245_DN3_SP8_c.t1	AL1G39730
OG0013875	CP7_g45184_DN3_SP0_c.t1	AL1G40400
OG0013876	CP9_g28318_DN3_SP1_c.t1	AL2G26250
OG0013877	CP7_g45163_DN3_SP7_c.t1, CP12_g31574_DN2_SP0_c.t1	AL1G40610
OG0013878	CP7_g45151_DN3_SP8_c.t1	AL1G40720
OG0013879	CP1_g38748_DN3_SP4_c.t1	AL1G52580
OG0013880	CP19_g18210_DN3_SP6_c.t1	AL7G28790
OG0013881	CP19_g18195_DN3_SP3_c.t1	AL7G28670
OG0013882	CP19_g18178_DN2_SP0_c.t1	AL7G28460
OG0013883	CP19_g18177_DN3_SP8_c.t1	AL7G28450
OG0013884	CP19_g18159_DN3_SP0_c.t1	AL7G28300
OG0013885	CP19_g18137_DN3_SP0_c.t1	nbis-gene-1781
OG0013886	CP19_g18132_DN3_SP5_c.t1	AL7G27990
OG0013887	CP19_g18129_DN3_SP0_c.t1	nbis-gene-1780
OG0013888	CP5_g745_DN3_SP0_c.t1	AL7G19140, nbis-gene-1732
OG0013889	CP16_g55276_DN3_SP8_c.t1	AL4G16580
OG0013890	CP16_g55227_DN2_SP4_c.t1	AL4G16220
OG0013891	CP16_g55228_DN3_SP5_c.t1	AL4G16260
OG0013892	CP16_g55222_DN3_SP7_c.t1	AL4G16180
OG0013893	CP5_g700_DN3_SP6_c.t1	AL7G18440
OG0013894	CP16_g55195_DN3_SP6_c.t1	AL4G16050
OG0013895	CP16_g55193_DN3_SP0_c.t1	AL4G16040
OG0013897	CP16_g55179_DN3_SP0_c.t1	AL4G15870
OG0013898	CP16_g55240_DN3_SP6_c.t1	AL4G16310
OG0013899	CP16_g55248_DN3_SP3_c.t1	AL4G16400
OG0013900	CP16_g55018_DN3_SP0_c.t1	AL4G13660
OG0013901	CP16_g54935_DN3_SP7_c.t1	AL4G12700
OG0013902	CP9_g29257_DN3_SP8_c.t1	AL2G36170
OG0013903	CP9_g29255_DN2_SP2_c.t1	AL2G36160
OG0013904	CP16_g54897_DN3_SP0_c.t1	AL4G12200
OG0013905	CP16_g54876_DN2_SP0_c.t1	AL4G11960
OG0013906	CP16_g54855_DN3_SP1_c.t1	AL4G11760
OG0013907	CP16_g54828_DN3_SP8_c.t1	AL4G11330
OG0013908	CP16_g54826_DN2_SP0_c.t1	AL4G11310
OG0013909	CP16_g54822_DN3_SP5_c.t1	AL4G11260
OG0013910	CP16_g54803_DN3_SP3_c.t1	AL4G11000
OG0013911	CP16_g54778_DN3_SP0_c.t1	AL4G10680
OG0013912	CP16_g54758_DN3_SP6_c.t1	AL4G10460
OG0013915	CP1_g37824_DN3_SP2_c.t1	AL1G27280
OG0013916	CP1_g37779_DN3_SP4_c.t1	AL1G26700
OG0013917	CP1_g37778_DN2_SP0_c.t1	nbis-gene-84
OG0013918	CP1_g37763_DN3_SP8_c.t1	AL1G26530
OG0013919	CP1_g37739_DN3_SP0_c.t1	AL1G26230
OG0013920	CP1_g37721_DN2_SP3_c.t1	AL1G26070
OG0013921	CP1_g37685_DN3_SP0_c.t1	AL1G25610
OG0013922	CP1_g37680_DN3_SP8_c.t1	AL1G25570
OG0013923	CP1_g37673_DN3_SP8_c.t1	AL1G25480
OG0013924	CP1_g37665_DN3_SP8_c.t1	AL1G25420
OG0013925	CP1_g37651_DN3_SP0_c.t1	AL1G25280
OG0013926	CP1_g37630_DN3_SP4_c.t1	AL1G25000
OG0013927	CP1_g37601_DN3_SP8_c.t1	AL1G24650
OG0013928	CP1_g37576_DN3_SP0_c.t1	AL1G24360
OG0013929	CP1_g37573_DN3_SP1_c.t1	AL1G24340
OG0013930	CP1_g37508_DN3_SP8_c.t1	AL1G23210
OG0013931	CP1_g37491_DN3_SP1_c.t1	AL1G23080
OG0013932	CP1_g37490_DN3_SP0_c.t1	AL1G23070
OG0013933	CP1_g37474_DN3_SP8_c.t1	AL1G22920
OG0013934	CP1_g37467_DN3_SP0_c.t1	AL1G22840
OG0013935	CP1_g37405_DN3_SP0_c.t1	AL1G22070
OG0013936	CP1_g37398_DN3_SP8_c.t1	AL1G21980
OG0013937	CP1_g37377_DN3_SP2_c.t1	AL1G21710
OG0013938	CP12_g31140_DN3_SP8_c.t1	AL3G42450
OG0013940	CP2_g48652_DN3_SP1_c.t1	AL6G40570
OG0013941	CP1_g37271_DN2_SP0_c.t1	AL1G20460
OG0013942	CP1_g37276_DN3_SP8_c.t1	AL1G20510
OG0013943	CP1_g37242_DN2_SP0_c.t1	AL1G20140
OG0013944	CP1_g37238_DN3_SP1_c.t1	AL1G20100
OG0013945	CP1_g37228_DN3_SP2_c.t1	AL1G19990
OG0013946	CP1_g37224_DN3_SP8_c.t1	AL1G19950
OG0013947	CP1_g37219_DN3_SP4_c.t1	AL1G19900
OG0013948	CP1_g37213_DN3_SP8_c.t1	AL1G19830
OG0013949	CP1_g37207_DN3_SP8_c.t1	AL1G19770
OG0013950	CP1_g37147_DN2_SP6_c.t1	AL1G19070
OG0013951	CP1_g37134_DN3_SP8_c.t1	AL1G18950
OG0013952	CP1_g37128_DN3_SP6_c.t1	AL1G18900
OG0013953	CP1_g37122_DN3_SP8_c.t1	AL1G18820
OG0013954	CP3_g13575_DN3_SP0_c.t1	AL5G39400
OG0013955	CP1_g37067_DN2_SP8_c.t1	AL1G18130
OG0013956	CP1_g37026_DN2_SP0_c.t1	AL1G17610
OG0013957	CP1_g37022_DN3_SP8_c.t1	AL1G17530
OG0013959	CP1_g36996_DN3_SP3_c.t1	AL1G17240
OG0013960	CP1_g36987_DN3_SP1_c.t1	AL1G17080
OG0013961	CP1_g36986_DN3_SP8_c.t1	AL1G17070
OG0013962	CP1_g36958_DN3_SP5_c.t1	AL1G16740
OG0013963	CP1_g36929_DN3_SP0_c.t1	AL1G16450
OG0013964	CP1_g36917_DN2_SP0_c.t1	AL1G16280
OG0013966	CP1_g36873_DN3_SP7_c.t1	AL1G15730
OG0013967	CP1_g36861_DN3_SP0_c.t1	AL1G15570
OG0013968	CP1_g36852_DN3_SP0_c.t1	AL1G15500
OG0013970	CP1_g36568_DN3_SP3_c.t1	AL1G14810
OG0013971	CP1_g36584_DN1_SP0_c.t1	AL1G14660
OG0013972	CP1_g36588_DN3_SP8_c.t1	AL1G14620
OG0013973	CP1_g36602_DN3_SP3_c.t1	AL1G14450
OG0013974	CP1_g36624_DN3_SP1_c.t1	AL1G14180
OG0013975	CP1_g36646_DN3_SP0_c.t1	AL1G13930
OG0013976	CP1_g36655_DN3_SP4_c.t1	AL1G13840
OG0013977	CP1_g36658_DN3_SP8_c.t1	AL1G13800
OG0013978	CP1_g36726_DN3_SP3_c.t1	AL1G12960
OG0013979	CP1_g36751_DN3_SP7_c.t1	AL1G12650
OG0013980	CP1_g36762_DN3_SP2_c.t1	AL1G12510
OG0013981	CP1_g36765_DN3_SP5_c.t1	AL1G12480
OG0013982	CP1_g36802_DN3_SP0_c.t1	nbis-gene-27
OG0013983	CP1_g36528_DN2_SP0_c.t1	AL4G39680
OG0013984	CP1_g36515_DN3_SP8_c.t1	AL1G11480
OG0013985	CP1_g36499_DN3_SP0_c.t1	AL1G11320
OG0013986	CP1_g36497_DN2_SP7_c.t1	AL1G11280
OG0013987	CP1_g36494_DN3_SP8_c.t1	AL1G11250
OG0013988	CP1_g36492_DN1_SP0_c.t1	AL1G11220
OG0013989	CP1_g36487_DN3_SP0_c.t1	AL1G11160
OG0013990	CP1_g36461_DN3_SP1_c.t1	nbis-gene-20
OG0013991	CP1_g36467_DN3_SP8_c.t1	AL1G10900
OG0013992	CP1_g36450_DN3_SP7_c.t1	AL1G10710
OG0013993	CP1_g36433_DN1_SP0_c.t1	AL1G10490
OG0013994	CP1_g36431_DN3_SP6_c.t1	AL1G10470
OG0013995	CP1_g36428_DN3_SP8_c.t1	AL4G40380
OG0013996	CP1_g36426_DN3_SP3_c.t1, CP2_g50367_DN2_SP0_c.t1	AL1G10410
OG0013997	CP9_g29152_DN3_SP8_c.t1	AL5G27440
OG0013999	CP11_g32571_DN3_SP0_c.t1	AL6G24630
OG0014000	CP11_g32508_DN3_SP8_c.t1	AL6G25350
OG0014001	CP8_g54421_DN3_SP8_c.t1	AL6G30550
OG0014002	CP11_g32521_DN3_SP8_c.t1	AL6G25190
OG0014003	CP11_g32524_DN3_SP8_c.t1	AL6G25160
OG0014004	CP11_g32558_DN3_SP8_c.t1	AL6G24760
OG0014005	CP11_g32491_DN3_SP8_c.t1	AL6G25560
OG0014006	CP11_g32423_DN3_SP0_c.t1	AL6G26330
OG0014007	CP11_g32403_DN3_SP4_c.t1	AL6G26530
OG0014008	CP11_g32402_DN2_SP0_c.t1	AL6G26540
OG0014009	CP11_g32401_DN3_SP3_c.t1	AL6G26550
OG0014010	CP11_g32396_DN3_SP2_c.t1	nbis-gene-1523
OG0014011	CP11_g32393_DN3_SP2_c.t1	AL6G26630
OG0014012	CP11_g32380_DN3_SP7_c.t1	AL6G26790
OG0014013	CP11_g32379_DN3_SP4_c.t1	AL6G26800
OG0014014	CP11_g32363_DN3_SP0_c.t1	AL6G26960
OG0014015	CP11_g32354_DN3_SP1_c.t1	AL6G27060
OG0014016	CP11_g32351_DN3_SP8_c.t1	AL6G27090
OG0014018	CP11_g32296_DN3_SP8_c.t1	AL6G27720
OG0014019	CP11_g32287_DN3_SP3_c.t1	AL6G27800
OG0014020	CP11_g32265_DN3_SP8_c.t1	AL6G28010
OG0014021	CP11_g32258_DN3_SP8_c.t1	AL6G28220
OG0014022	CP11_g32250_DN3_SP3_c.t1	AL6G28300
OG0014023	CP11_g32230_DN3_SP8_c.t1	AL6G28490
OG0014024	CP11_g32231_DN3_SP8_c.t1	AL6G28480
OG0014025	CP11_g32210_DN3_SP4_c.t1	AL6G28700
OG0014026	CP8_g54519_DN3_SP0_c.t1	AL6G29340
OG0014027	CP9_g29358_DN3_SP8_c.t1	AL2G37320
OG0014028	CP8_g54514_DN3_SP5_c.t1	AL6G29400
OG0014029	CP8_g54496_DN3_SP6_c.t1	AL6G29680
OG0014031	CP8_g54482_DN3_SP7_c.t1	AL6G29840
OG0014032	CP8_g54470_DN3_SP0_c.t1	AL6G29970
OG0014033	CP8_g54446_DN3_SP8_c.t1	AL6G30290
OG0014034	CP8_g54417_DN3_SP2_c.t1	AL6G30590
OG0014035	CP8_g54404_DN2_SP0_c.t1	AL6G30810
OG0014036	CP2_g48540_DN3_SP8_c.t1	AL6G38510
OG0014037	CP2_g48548_DN3_SP7_c.t1	AL6G38590
OG0014038	CP2_g48550_DN3_SP0_c.t1	AL6G38610
OG0014039	CP2_g48552_DN3_SP0_c.t1	AL6G38630
OG0014040	CP2_g48557_DN3_SP6_c.t1	AL6G38700
OG0014041	CP2_g48565_DN2_SP0_c.t1	AL6G38870
OG0014042	CP13_g20252_DN3_SP7_c.t1	AL8G16580
OG0014043	CP2_g48592_DN3_SP1_c.t1	AL6G39370
OG0014044	CP2_g48618_DN3_SP6_c.t1	AL6G39790
OG0014045	CP2_g48651_DN3_SP0_c.t1	AL6G40560
OG0014048	CP2_g48744_DN3_SP3_c.t1	AL8G22020
OG0014050	CP2_g48794_DN3_SP0_c.t1	AL8G21120
OG0014051	CP2_g48756_DN3_SP0_c.t1	AL8G21770
OG0014052	CP11_g32616_DN3_SP8_c.t1	AL6G24150
OG0014053	CP11_g33281_DN3_SP0_c.t1	AL6G17030
OG0014054	CP11_g33296_DN1_SP0_c.t1	AL6G17190
OG0014055	CP11_g33286_DN3_SP3_c.t1	AL6G17090
OG0014056	CP11_g32485_DN3_SP0_c.t1	AL6G25620
OG0014057	CP11_g33258_DN3_SP3_c.t1	AL6G16780
OG0014058	CP11_g33255_DN2_SP0_c.t1	AL6G16740
OG0014059	CP11_g33252_DN3_SP5_c.t1	AL6G16700
OG0014060	CP11_g33246_DN3_SP2_c.t1	AL6G16640
OG0014061	CP2_g48824_DN3_SP0_c.t1	AL8G20040
OG0014062	CP11_g33210_DN3_SP3_c.t1, CP572_g4812_DN3_SP2_c.t1	nbis-gene-1478
OG0014063	CP11_g33203_DN3_SP8_c.t1	AL6G16110
OG0014064	CP11_g33301_DN3_SP5_c.t1	AL6G15980
OG0014065	CP11_g33310_DN3_SP0_c.t1	AL6G15880
OG0014067	CP11_g33321_DN3_SP8_c.t1	AL6G15750
OG0014068	CP11_g33329_DN3_SP8_c.t1	AL6G15650
OG0014069	CP11_g33338_DN3_SP7_c.t1	AL6G15550
OG0014070	CP11_g33348_DN3_SP2_c.t1	AL6G15400
OG0014071	CP11_g33351_DN3_SP0_c.t1	AL6G15370
OG0014072	CP11_g33367_DN3_SP7_c.t1	AL6G15110
OG0014073	CP11_g33372_DN2_SP0_c.t1	AL6G15060
OG0014074	CP11_g33412_DN3_SP2_c.t1	AL6G14500
OG0014075	CP11_g33410_DN3_SP4_c.t1	AL6G14530
OG0014076	CP11_g33403_DN3_SP4_c.t1	AL6G14600
OG0014077	CP11_g33402_DN3_SP8_c.t1	AL6G14620
OG0014078	CP11_g33420_DN3_SP0_c.t1	AL6G14410
OG0014079	CP11_g33423_DN3_SP7_c.t1	AL6G14370
OG0014080	CP11_g33426_DN3_SP0_c.t1	AL6G14290
OG0014081	CP11_g33429_DN3_SP7_c.t1	AL6G14250
OG0014082	CP11_g33434_DN3_SP0_c.t1	AL6G14210
OG0014083	CP11_g33455_DN3_SP7_c.t1	AL6G14000
OG0014084	CP2_g48498_DN3_SP8_c.t1	AL6G38010
OG0014085	CP2_g48465_DN3_SP8_c.t1	AL6G37390
OG0014086	CP2_g48467_DN3_SP3_c.t1	AL6G37400
OG0014087	CP2_g48439_DN3_SP1_c.t1	AL6G37040
OG0014089	CP2_g48359_DN3_SP2_c.t1	AL6G35920
OG0014090	CP2_g48361_DN3_SP2_c.t1	AL6G35970
OG0014091	CP2_g48350_DN3_SP8_c.t1	AL6G35740
OG0014092	CP2_g48344_DN3_SP6_c.t1	AL6G35670
OG0014093	CP2_g48314_DN3_SP8_c.t1	AL6G35240
OG0014094	CP2_g48299_DN3_SP8_c.t1	AL6G34990
OG0014095	CP12_g31029_DN3_SP7_c.t1	AL3G42020
OG0014096	CP2_g48237_DN3_SP5_c.t1	AL6G34220
OG0014097	CP2_g48235_DN3_SP2_c.t1	AL6G34190
OG0014098	CP2_g48208_DN3_SP0_c.t1	AL8G37670
OG0014099	CP2_g48159_DN3_SP5_c.t1	AL8G38140
OG0014100	CP2_g48155_DN3_SP0_c.t1	AL8G38180
OG0014101	CP2_g48128_DN3_SP0_c.t1	AL8G38520
OG0014102	CP5_g1185_DN3_SP0_c.t1	AL7G24420
OG0014103	CP2_g48101_DN3_SP8_c.t1	AL8G38810
OG0014104	CP2_g48091_DN3_SP3_c.t1	AL8G38920
OG0014105	CP2_g48068_DN3_SP0_c.t1	AL8G39200
OG0014106	CP2_g48038_DN3_SP8_c.t1	AL8G39630
OG0014107	CP2_g48032_DN3_SP4_c.t1	AL8G39700
OG0014108	CP2_g48029_DN3_SP5_c.t1	AL8G39730
OG0014109	CP2_g48023_DN3_SP8_c.t1	AL8G39840
OG0014110	CP2_g48016_DN3_SP5_c.t1	AL8G39940
OG0014111	CP2_g48004_DN2_SP3_c.t1	AL8G40070
OG0014112	CP2_g48003_DN3_SP8_c.t1	AL8G40080
OG0014113	CP8_g53876_DN3_SP2_c.t1	nbis-gene-2172
OG0014114	CP8_g53862_DN3_SP7_c.t1	AL8G34870
OG0014115	CP8_g53838_DN3_SP2_c.t1	AL8G34520
OG0014116	CP3_g14220_DN2_SP6_c.t1	AL5G31920
OG0014117	CP3_g14225_DN3_SP0_c.t1	AL5G31860
OG0014118	CP3_g14231_DN3_SP2_c.t1	AL5G31790
OG0014119	CP3_g14236_DN3_SP8_c.t1	AL5G31730
OG0014120	CP3_g14261_DN3_SP1_c.t1	AL5G31460
OG0014121	CP3_g14289_DN3_SP8_c.t1	AL5G31210
OG0014122	CP3_g14308_DN3_SP4_c.t1	AL5G30860
OG0014123	CP5_g352_DN3_SP0_c.t1	AL5G30850
OG0014124	CP3_g14323_DN3_SP8_c.t1	AL5G30670
OG0014125	CP3_g14341_DN3_SP2_c.t1	AL5G30510
OG0014126	CP3_g14387_DN3_SP2_c.t1	AL5G29900
OG0014127	CP3_g14393_DN3_SP0_c.t1	AL5G29790
OG0014128	CP3_g14403_DN3_SP3_c.t1	AL5G29680
OG0014129	CP3_g14432_DN3_SP1_c.t1, CP1_g39204_DN3_SP0_c.t1	AL5G29160
OG0014130	CP3_g14437_DN3_SP8_c.t1	AL5G29110
OG0014131	CP3_g14461_DN3_SP0_c.t1	AL5G28870
OG0014132	CP3_g14469_DN3_SP2_c.t1	AL5G28600
OG0014133	CP3_g14507_DN3_SP0_c.t1	AL5G28130
OG0014134	CP3_g14522_DN3_SP8_c.t1	AL5G27990
OG0014135	CP3_g14560_DN3_SP0_c.t1	AL5G27640
OG0014136	CP3_g14567_DN3_SP6_c.t1	AL5G27530
OG0014137	CP3_g14575_DN3_SP8_c.t1	AL5G27430
OG0014138	CP20_g4315_DN3_SP3_c.t1	AL6G45300
OG0014139	CP3_g14611_DN2_SP0_c.t1	AL5G27110
OG0014140	CP3_g14627_DN3_SP8_c.t1	AL5G27000
OG0014141	CP3_g14656_DN3_SP0_c.t1	AL5G26710
OG0014142	CP3_g14662_DN3_SP8_c.t1	AL5G26640
OG0014143	CP3_g14663_DN2_SP0_c.t1	AL5G26600
OG0014144	CP3_g14704_DN3_SP0_c.t1	AL5G26210
OG0014145	CP3_g14705_DN3_SP6_c.t1	AL5G26200
OG0014146	CP3_g14742_DN3_SP0_c.t1	AL5G25490
OG0014147	CP3_g14778_DN3_SP8_c.t1	AL5G25280
OG0014148	CP3_g14804_DN3_SP8_c.t1	AL5G25000
OG0014149	CP9_g29011_DN3_SP1_c.t1	AL2G33560
OG0014150	CP3_g14848_DN3_SP0_c.t1	AL5G24520
OG0014151	CP3_g14856_DN3_SP8_c.t1	AL5G24480
OG0014152	CP3_g14865_DN3_SP8_c.t1	AL5G24260
OG0014154	CP3_g14892_DN3_SP1_c.t1	AL5G23860
OG0014155	CP3_g14928_DN3_SP5_c.t1	AL5G23580
OG0014156	CP3_g14935_DN3_SP8_c.t1	AL5G23470
OG0014157	CP3_g15013_DN3_SP7_c.t1	AL5G23290
OG0014158	CP3_g15427_DN3_SP4_c.t1	AL5G22270
OG0014159	CP3_g15509_DN3_SP8_c.t1	AL5G22190
OG0014160	CP3_g15519_DN3_SP7_c.t1	AL5G22180
OG0014161	CP3_g15565_DN3_SP7_c.t1	AL5G22060
OG0014162	CP4_g24154_DN3_SP0_c.t1	AL4G44880
OG0014163	CP14_g23740_DN3_SP4_c.t1	AL6G41800
OG0014164	CP7_g46461_DN3_SP8_c.t1	AL5G20770
OG0014165	CP9_g28324_DN3_SP4_c.t1	AL2G26300
OG0014166	CP9_g28311_DN3_SP8_c.t1	AL2G26220
OG0014167	CP9_g28354_DN3_SP5_c.t1	AL2G26580
OG0014168	CP2_g48986_DN3_SP7_c.t1	AL2G12750
OG0014169	CP9_g28365_DN3_SP6_c.t1	AL2G26960
OG0014170	CP9_g28367_DN3_SP8_c.t1	AL2G26980
OG0014171	CP9_g28448_DN3_SP0_c.t1	AL2G27530
OG0014172	CP9_g28455_DN3_SP0_c.t1	AL2G27600
OG0014173	CP9_g29659_DN3_SP0_c.t1	AL2G40920
OG0014174	CP9_g28518_DN3_SP0_c.t1	AL2G28360
OG0014175	CP9_g28526_DN1_SP0_c.t1	AL2G28440
OG0014176	CP9_g28531_DN3_SP5_c.t1	AL2G28490
OG0014177	CP9_g28533_DN3_SP2_c.t1	AL2G28510
OG0014178	CP9_g28557_DN3_SP1_c.t1	AL2G28700
OG0014179	CP9_g28599_DN3_SP0_c.t1	AL22U10070
OG0014180	CP9_g28645_DN3_SP3_c.t1	AL2G29640
OG0014181	CP9_g28680_DN3_SP3_c.t1	AL2G30010
OG0014182	CP9_g28685_DN3_SP1_c.t1	AL2G30070
OG0014183	CP9_g28738_DN3_SP5_c.t1	AL2G30690
OG0014184	CP9_g28747_DN3_SP0_c.t1	AL2G30820
OG0014185	CP9_g28758_DN3_SP3_c.t1	AL2G30910, AL1G14060
OG0014186	CP9_g28767_DN3_SP0_c.t1	AL2G31080
OG0014187	CP9_g28771_DN3_SP0_c.t1	AL2G31120
OG0014188	CP9_g28785_DN3_SP5_c.t1	AL2G31290
OG0014189	CP9_g28804_DN3_SP1_c.t1	AL2G31440
OG0014190	CP9_g28805_DN3_SP0_c.t1	AL2G31430
OG0014191	CP9_g28817_DN3_SP3_c.t1	nbis-gene-1644, AL2G31590
OG0014192	CP9_g28818_DN3_SP7_c.t1	AL2G31600
OG0014193	CP9_g29461_DN3_SP7_c.t1	AL2G38510
OG0014194	CP9_g29415_DN3_SP1_c.t1	AL2G37960
OG0014195	CP9_g29410_DN3_SP0_c.t1	AL2G37890
OG0014196	CP9_g29399_DN3_SP1_c.t1	AL2G37790
OG0014197	CP9_g29372_DN3_SP8_c.t1	AL2G37490
OG0014198	CP9_g29368_DN3_SP8_c.t1	AL2G37440
OG0014199	CP9_g29353_DN3_SP8_c.t1	AL2G37280
OG0014200	CP9_g29349_DN3_SP8_c.t1	AL2G37210
OG0014201	CP9_g29339_DN2_SP0_c.t1	AL2G37090
OG0014202	CP9_g29321_DN3_SP0_c.t1	AL2G36890
OG0014203	CP9_g29300_DN3_SP7_c.t1	AL2G36710
OG0014204	CP9_g29277_DN3_SP8_c.t1	AL2G36450
OG0014205	CP9_g29251_DN3_SP5_c.t1	AL2G36120
OG0014206	CP2_g48867_DN3_SP1_c.t1	AL2G36100
OG0014207	CP9_g29246_DN3_SP7_c.t1	AL2G36060
OG0014208	CP9_g29232_DN3_SP0_c.t1	AL2G35880
OG0014209	CP9_g29222_DN3_SP0_c.t1	AL2G35760
OG0014210	CP9_g29196_DN1_SP0_c.t1	AL2G35530
OG0014211	CP9_g29170_DN3_SP8_c.t1	AL2G35250
OG0014212	CP9_g29169_DN3_SP0_c.t1	AL2G35240
OG0014213	CP9_g29148_DN3_SP2_c.t1	AL2G35030
OG0014214	CP9_g29145_DN3_SP0_c.t1	AL2G34990
OG0014215	CP9_g29127_DN3_SP0_c.t1	AL2G34780
OG0014216	CP9_g29115_DN3_SP3_c.t1	AL2G34670
OG0014217	CP9_g29106_DN3_SP0_c.t1	AL2G34580
OG0014218	CP9_g29084_DN3_SP0_c.t1	AL2G34310
OG0014219	CP9_g29080_DN3_SP7_c.t1	AL2G34260
OG0014221	CP9_g29065_DN3_SP8_c.t1	AL2G34120
OG0014222	CP9_g29056_DN3_SP2_c.t1	AL2G34060
OG0014223	CP9_g29054_DN3_SP0_c.t1	AL2G34030
OG0014224	CP9_g29037_DN3_SP8_c.t1	AL2G33820
OG0014225	CP9_g29033_DN3_SP8_c.t1	AL2G33790
OG0014226	CP9_g29024_DN3_SP2_c.t1	AL2G33700
OG0014227	CP9_g29022_DN3_SP3_c.t1	AL2G33670
OG0014229	CP9_g29013_DN2_SP0_c.t1	AL2G33580
OG0014230	CP9_g29006_DN3_SP0_c.t1	AL2G33510
OG0014231	CP9_g28980_DN3_SP7_c.t1	AL2G33240
OG0014232	CP9_g28956_DN3_SP5_c.t1	AL2G33010
OG0014233	CP9_g28950_DN3_SP4_c.t1	AL2G32950
OG0014235	CP9_g28916_DN3_SP5_c.t1	AL2G32450
OG0014236	CP9_g28906_DN3_SP8_c.t1	AL2G32350
OG0014237	CP9_g28903_DN3_SP5_c.t1	AL2G32310
OG0014238	CP7_g46002_DN3_SP1_c.t1	AL1G29720
OG0014239	CP9_g28886_DN3_SP0_c.t1	AL2G32160
OG0014240	CP9_g28885_DN3_SP0_c.t1	AL2G32150
OG0014241	CP9_g28877_DN3_SP3_c.t1	AL2G32080
OG0014242	CP9_g28859_DN3_SP8_c.t1	AL2G31950
