Orthogroup	Conringia_planisiliqua	Aethionema_saxatile
OG0012446	CP2_g48047_DN3_SP0_c.t1	As009G219010
OG0012447	CP2_g48042_DN3_SP8_c.t1	As009G219060
OG0012448	CP2_g48015_DN3_SP8_c.t1	As009G219360
OG0012449	CP8_g53877_DN3_SP8_c.t1	As009G219610
OG0012450	CP8_g53872_DN3_SP5_c.t1	As009G219660
OG0012451	CP8_g53832_DN3_SP1_c.t1	As009G220080
OG0012452	CP8_g53827_DN3_SP5_c.t1	As009G220120
OG0012453	CP3_g14300_DN3_SP7_c.t1	As010G220740
OG0012454	CP10_g43877_DN3_SP0_c.t1	As010G220840
OG0012455	CP3_g14313_DN3_SP0_c.t1	As010G220890
OG0012457	CP3_g14347_DN3_SP0_c.t1	As010G221150
OG0012458	CP3_g14372_DN3_SP4_c.t1	As010G221290
OG0012460	CP3_g14441_DN3_SP0_c.t1	As010G221900
OG0012461	CP3_g14481_DN3_SP6_c.t1	As010G222280
OG0012462	CP3_g14486_DN3_SP4_c.t1	As010G222320
OG0012463	CP3_g14494_DN3_SP8_c.t1	As010G222390
OG0012464	CP13_g19848_DN3_SP1_c.t1	As010G222420
OG0012465	CP3_g14537_DN3_SP5_c.t1	As010G222700
OG0012466	CP3_g14551_DN3_SP2_c.t1	As010G222830, As010G222820, As010G222840
OG0012467	CP3_g14634_DN3_SP0_c.t1	As010G223470
OG0012468	CP3_g14635_DN3_SP3_c.t1	As010G223480
OG0012469	CP3_g14649_DN3_SP8_c.t1	As010G223540
OG0012470	CP3_g14652_DN3_SP0_c.t1	As010G223570
OG0012472	CP8_g53919_DN3_SP7_c.t1	As010G224260
OG0012473	CP3_g14740_DN3_SP7_c.t1	As010G224400
OG0012474	CP3_g14753_DN1_SP0_c.t1	As010G224510
OG0012475	CP3_g14756_DN3_SP8_c.t1	As010G224540
OG0012476	CP3_g14847_DN3_SP8_c.t1	As010G224900
OG0012477	CP3_g14914_DN3_SP6_c.t1	As010G225540
OG0012478	CP3_g14960_DN3_SP6_c.t1	As010G225830
OG0012479	CP3_g15145_DN2_SP8_c.t1	As010G226060
OG0012480	CP3_g15553_DN3_SP0_c.t1	As010G226420
OG0012481	CP3_g15641_DN3_SP0_c.t1	As010G226650
OG0012482	CP3_g15722_DN3_SP8_c.t1	As010G226840
OG0012483	CP3_g15820_DN3_SP2_c.t1	As010G226910
OG0012484	CP9_g28331_DN3_SP5_c.t1	As010G227930
OG0012485	CP9_g28321_DN3_SP1_c.t1	As010G228110
OG0012486	CP9_g28293_DN3_SP7_c.t1	As010G228800
OG0012487	CP9_g28281_DN3_SP0_c.t1	As010G228920
OG0012488	CP16_g55076_DN3_SP2_c.t1	As010G229020
OG0012489	CP9_g28374_DN3_SP3_c.t1	As010G229350
OG0012490	CP9_g28270_DN3_SP8_c.t1	As010G229460
OG0012491	CP9_g28366_DN3_SP2_c.t1	As010G230010
OG0012492	CP9_g28469_DN2_SP0_c.t1	As010G231440
OG0012493	CP9_g28465_DN2_SP0_c.t1	As010G231520
OG0012494	CP9_g28464_DN3_SP2_c.t1	As010G231530
OG0012495	CP9_g28493_DN3_SP1_c.t1	As010G232040
OG0012496	CP9_g28536_DN3_SP0_c.t1, CP9_g28544_DN2_SP0_c.t1	As010G232510
OG0012497	CP9_g28537_DN3_SP7_c.t1	As010G232540
OG0012498	CP9_g28539_DN3_SP7_c.t1	As010G232550
OG0012500	CP9_g28631_DN3_SP0_c.t1	As010G233190
OG0012501	CP9_g28659_DN3_SP3_c.t1	As010G233380
OG0012502	CP9_g28676_DN3_SP7_c.t1	As010G233480
OG0012503	CP9_g28731_DN3_SP4_c.t1	As010G233970
OG0012504	CP9_g28745_DN3_SP7_c.t1	As010G234100
OG0012505	CP9_g28790_DN3_SP0_c.t1	As010G234540
OG0012506	CP9_g29468_DN3_SP7_c.t1	As010G235170
OG0012507	CP9_g29446_DN3_SP5_c.t1	As010G235410
OG0012508	CP9_g29428_DN3_SP3_c.t1	As010G235570
OG0012509	CP9_g29402_DN3_SP1_c.t1	As010G235830
OG0012510	CP9_g29400_DN3_SP7_c.t1	As010G235840
OG0012511	CP9_g29391_DN3_SP1_c.t1, CP12_g30853_DN3_SP0_c.t1	As010G236000
OG0012512	CP9_g29373_DN3_SP0_c.t1	As010G236160
OG0012513	CP9_g29370_DN3_SP0_c.t1	As010G236190
OG0012514	CP9_g29348_DN3_SP8_c.t1	As010G236410
OG0012515	CP9_g29323_DN3_SP3_c.t1	As010G236690
OG0012516	CP9_g29315_DN3_SP8_c.t1	As010G236760
OG0012517	CP9_g29302_DN3_SP0_c.t1, CP9_g29301_DN3_SP1_c.t1	As010G236880
OG0012518	CP9_g29271_DN3_SP2_c.t1	As010G237230
OG0012519	CP9_g29247_DN3_SP4_c.t1	As010G237470
OG0012520	CP9_g29156_DN3_SP0_c.t1	As010G238390
OG0012521	CP9_g29150_DN3_SP0_c.t1	As010G238440
OG0012522	CP9_g29147_DN2_SP0_c.t1	As010G238470
OG0012523	CP9_g29124_DN1_SP0_c.t1	As010G238680
OG0012524	CP9_g29123_DN3_SP0_c.t1	As010G238690
OG0012526	CP9_g29038_DN3_SP8_c.t1	As010G239490
OG0012527	CP9_g29025_DN3_SP0_c.t1	As010G239660, As010G239630
OG0012528	CP9_g29017_DN3_SP0_c.t1	As010G239740
OG0012529	CP9_g29001_DN3_SP5_c.t1	As010G239940
OG0012530	CP9_g28946_DN3_SP0_c.t1	As010G240550
OG0012531	CP9_g28880_DN3_SP3_c.t1	As010G241330
OG0012532	CP9_g28865_DN3_SP2_c.t1	As010G241440
OG0012533	CP9_g29493_DN3_SP2_c.t1	As010G241920, As010G241930
OG0012534	CP9_g29498_DN3_SP6_c.t1	As010G242000
OG0012535	CP9_g29513_DN3_SP8_c.t1	As010G242090
OG0012536	CP9_g29547_DN3_SP0_c.t1	As010G242440
OG0012537	CP9_g29548_DN3_SP3_c.t1	As010G242450
OG0012538	CP9_g29557_DN3_SP2_c.t1	As010G242550
OG0012539	CP9_g29562_DN3_SP0_c.t1	As010G242600
OG0012540	CP9_g29593_DN3_SP0_c.t1	As010G242980
OG0012541	CP9_g29600_DN3_SP8_c.t1	As010G243050
OG0012542	CP9_g29630_DN3_SP0_c.t1	As010G243390
OG0012543	CP9_g29713_DN3_SP7_c.t1	As010G244220
OG0012544	CP9_g29727_DN3_SP8_c.t1	As010G244330
OG0012545	CP9_g29730_DN3_SP0_c.t1	As010G244360
OG0012546	CP9_g29739_DN3_SP4_c.t1	As010G244480
OG0012548	CP9_g29748_DN3_SP0_c.t1	As010G244510
OG0012549	CP9_g29746_DN2_SP2_c.t1	As010G244530
OG0012550	CP10_g43230_DN3_SP5_c.t1	As011G244650
OG0012551	CP10_g43281_DN3_SP6_c.t1	As011G245080
OG0012552	CP10_g43283_DN3_SP0_c.t1	As011G245100
OG0012553	CP7_g46328_DN3_SP8_c.t1	As011G246120
OG0012554	CP10_g43386_DN1_SP0_c.t1	As012G269240, As011G246250
OG0012555	CP10_g43411_DN3_SP3_c.t1	As011G246470
OG0012556	CP10_g43422_DN3_SP8_c.t1	As011G246560
OG0012557	CP10_g43443_DN3_SP3_c.t1	As011G246870
OG0012558	CP10_g43485_DN3_SP5_c.t1	As011G247290
OG0012559	CP10_g43487_DN3_SP0_c.t1	As011G247310
OG0012560	CP10_g43490_DN3_SP8_c.t1	As011G247350
OG0012561	CP12_g29924_DN3_SP0_c.t1	As011G247990
OG0012562	CP12_g29951_DN2_SP5_c.t1	As011G248200
OG0012563	CP12_g30004_DN3_SP0_c.t1	As011G248770
OG0012564	CP12_g30028_DN3_SP3_c.t1	As011G249030
OG0012565	CP12_g30033_DN2_SP0_c.t1	As011G249090
OG0012566	CP12_g30045_DN3_SP8_c.t1	As011G249200
OG0012567	CP12_g30049_DN3_SP1_c.t1	As011G249240
OG0012568	CP12_g30050_DN3_SP8_c.t1	As011G249250
OG0012569	CP12_g30073_DN3_SP3_c.t1	As011G249440
OG0012570	CP12_g30101_DN3_SP4_c.t1	As011G249730
OG0012571	CP12_g30102_DN3_SP0_c.t1	As011G249740
OG0012572	CP12_g30103_DN2_SP1_c.t1	As011G249750
OG0012573	CP12_g30108_DN3_SP4_c.t1	As011G249810
OG0012574	CP12_g30164_DN3_SP3_c.t1	As011G250350
OG0012575	CP12_g30172_DN3_SP0_c.t1	As011G250420
OG0012576	CP12_g30180_DN3_SP0_c.t1	As011G250480
OG0012577	CP12_g30189_DN3_SP6_c.t1	As011G250630
OG0012578	CP12_g30209_DN3_SP3_c.t1	As011G250800
OG0012579	CP12_g30230_DN3_SP0_c.t1	As011G251020
OG0012580	CP12_g30257_DN3_SP3_c.t1	As011G257310, As011G251260
OG0012581	CP12_g30304_DN3_SP0_c.t1, CP12_g30263_DN3_SP8_c.t1	As011G251330
OG0012582	CP12_g30287_DN3_SP7_c.t1	As011G251490
OG0012583	CP12_g30331_DN3_SP8_c.t1	As011G251950
OG0012584	CP12_g30346_DN2_SP0_c.t1	As011G252130
OG0012585	CP12_g30363_DN3_SP3_c.t1	As011G252350
OG0012586	CP12_g30396_DN3_SP1_c.t1	As011G252700
OG0012587	CP12_g30436_DN3_SP8_c.t1	As011G253060
OG0012588	CP1_g38005_DN3_SP6_c.t1	As012G271750, As011G253070
OG0012589	CP12_g30449_DN3_SP1_c.t1	As011G253190
OG0012591	CP6_g7417_DN3_SP8_c.t1	As011G254350
OG0012592	CP12_g30653_DN3_SP6_c.t1	As011G254870
OG0012593	CP12_g30666_DN3_SP3_c.t1	As011G255000
OG0012594	CP12_g30675_DN3_SP4_c.t1	As011G255140
OG0012595	CP12_g30724_DN3_SP8_c.t1	As011G255460
OG0012596	CP12_g30751_DN3_SP0_c.t1	As011G255690
OG0012597	CP12_g30755_DN3_SP8_c.t1	As011G255720
OG0012598	CP12_g30767_DN3_SP5_c.t1	As011G255820
OG0012599	CP12_g30770_DN3_SP0_c.t1	As011G255850
OG0012600	CP1_g37157_DN3_SP8_c.t1	As011G255960
OG0012601	CP12_g30795_DN3_SP8_c.t1	As011G255990
OG0012602	CP12_g30815_DN3_SP0_c.t1	As011G256290
OG0012603	CP8_g53104_DN3_SP2_c.t1	As011G256350
OG0012604	CP12_g30856_DN3_SP8_c.t1	As011G256860
OG0012605	CP12_g31056_DN3_SP5_c.t1	As011G258290
OG0012606	CP12_g30862_DN3_SP8_c.t1	As011G258460
OG0012607	CP12_g31068_DN3_SP8_c.t1	As011G259040, As011G258870
OG0012608	CP15_g35790_DN3_SP0_c.t1	As011G260580
OG0012609	CP10_g43689_DN3_SP2_c.t1	As011G260770
OG0012610	CP17_g5290_DN3_SP8_c.t1	As011G261240
OG0012611	CP17_g6014_DN3_SP8_c.t1	As011G261480
OG0012612	CP12_g31703_DN3_SP8_c.t1	As011G261570
OG0012613	CP12_g31655_DN3_SP6_c.t1	As011G261640
OG0012614	CP15_g36160_DN3_SP0_c.t1	As011G261890
OG0012615	CP15_g35268_DN3_SP8_c.t1	As011G261960
OG0012616	CP15_g35247_DN3_SP3_c.t1	As011G261970
OG0012617	CP15_g34507_DN3_SP7_c.t1	As011G262410
OG0012618	CP17_g5089_DN3_SP8_c.t1	As011G262520
OG0012619	CP17_g4991_DN3_SP7_c.t1	As011G262640
OG0012620	CP10_g44020_DN3_SP1_c.t1	As011G263000
OG0012621	CP10_g44019_DN3_SP6_c.t1	As011G263010
OG0012622	CP10_g44008_DN3_SP6_c.t1	As011G263080
OG0012623	CP10_g43947_DN3_SP8_c.t1	As011G263410
OG0012624	CP10_g43892_DN3_SP1_c.t1	As011G263610
OG0012625	CP12_g30140_DN3_SP4_c.t1, CP10_g43885_DN3_SP2_c.t1	As011G263660
OG0012626	CP4_g24888_DN3_SP0_c.t1	As011G263690
OG0012627	CP10_g43880_DN3_SP0_c.t1	As011G263720
OG0012628	CP10_g43821_DN3_SP8_c.t1	As011G264290
OG0012629	CP10_g43794_DN3_SP8_c.t1	As011G264470
OG0012630	CP10_g43793_DN3_SP1_c.t1	As011G264480
OG0012631	CP10_g43780_DN3_SP6_c.t1	As011G264600
OG0012632	CP10_g43723_DN3_SP0_c.t1	As011G264900
OG0012633	CP10_g43714_DN3_SP7_c.t1	As011G264970
OG0012634	CP10_g43708_DN3_SP2_c.t1	As011G265020
OG0012635	CP10_g43665_DN2_SP4_c.t1	As011G265250, As011G265240
OG0012636	CP10_g43687_DN3_SP4_c.t1	As011G265470
OG0012637	CP10_g43621_DN3_SP0_c.t1	As011G265740
OG0012638	CP10_g43601_DN3_SP0_c.t1	As011G265970
OG0012639	CP10_g43581_DN2_SP0_c.t1	As011G266110
OG0012640	CP10_g43565_DN3_SP0_c.t1	As011G266330
OG0012641	CP10_g43532_DN3_SP1_c.t1	As011G266550
OG0012642	CP12_g31286_DN1_SP0_c.t1, CP10_g43520_DN3_SP0_c.t1	As011G266770
OG0012643	CP12_g29849_DN3_SP7_c.t1	As011G267160
OG0012644	CP12_g29817_DN1_SP0_c.t1	As011G267460
OG0012645	CP7_g46468_DN3_SP0_c.t1	As012G267780
OG0012646	CP7_g46462_DN3_SP6_c.t1	As012G267830
OG0012647	CP7_g46435_DN2_SP4_c.t1	As012G268000
OG0012648	CP7_g46434_DN3_SP7_c.t1, CP27_g41943_DN2_SP0_c.t1	As012G268010
OG0012649	CP7_g46395_DN3_SP0_c.t1	As012G268450
OG0012651	CP7_g46288_DN3_SP1_c.t1	As012G269580
OG0012652	CP7_g46273_DN3_SP1_c.t1	As012G269680
OG0012653	CP7_g46267_DN3_SP5_c.t1	As012G269730
OG0012655	CP1_g37840_DN3_SP8_c.t1	As012G270220, As012G270210
OG0012656	CP1_g37847_DN3_SP6_c.t1	As012G270400
OG0012657	CP1_g37885_DN2_SP0_c.t1	As012G270720
OG0012658	CP1_g37911_DN3_SP0_c.t1	As012G270990
OG0012659	CP1_g37953_DN3_SP6_c.t1	As012G271330
OG0012660	CP1_g37955_DN3_SP7_c.t1	As012G271350
OG0012661	CP1_g37970_DN3_SP6_c.t1	As012G271450
OG0012662	CP1_g38024_DN3_SP1_c.t1	As012G271640
OG0012663	CP1_g38013_DN3_SP7_c.t1	As012G271690
OG0012664	CP1_g38043_DN3_SP1_c.t1	As012G271930
OG0012665	CP1_g38049_DN3_SP8_c.t1	As012G271970
OG0012666	CP1_g38050_DN3_SP7_c.t1	As012G271980
OG0012667	CP1_g38070_DN3_SP5_c.t1	As012G272170, As012G272160
OG0012668	CP1_g38109_DN3_SP8_c.t1	As012G272500
OG0012669	CP1_g38115_DN3_SP8_c.t1	As012G272560
OG0012670	CP1_g38124_DN3_SP0_c.t1	As012G272620
OG0012671	CP1_g38166_DN3_SP8_c.t1	As012G272900
OG0012672	CP1_g38011_DN3_SP0_c.t1	As012G272910
OG0012673	CP1_g38231_DN3_SP6_c.t1	As012G273180
OG0012674	CP1_g38219_DN3_SP1_c.t1	As012G273360
OG0012675	CP1_g38225_DN3_SP0_c.t1	As012G273410
OG0012676	CP1_g38276_DN3_SP0_c.t1, CP8_g53322_DN3_SP0_c.t1, CP8_g53321_DN3_SP0_c.t1	As012G273660
OG0012677	CP1_g38288_DN3_SP8_c.t1	As012G273770
OG0012678	CP1_g38303_DN3_SP2_c.t1	As012G273890
OG0012679	CP1_g38305_DN3_SP6_c.t1	As012G273900
OG0012680	CP6_g7228_DN3_SP8_c.t1	As012G274280
OG0012681	CP6_g7233_DN3_SP8_c.t1	As012G274330
OG0012682	CP6_g7265_DN3_SP6_c.t1	As012G274510
OG0012683	CP6_g7282_DN3_SP6_c.t1, CP1_g39175_DN3_SP0_c.t1	As012G274660
OG0012684	CP6_g7289_DN3_SP5_c.t1	As012G274690
OG0012685	CP6_g7294_DN3_SP0_c.t1	As012G274700
OG0012686	CP4_g25252_DN3_SP3_c.t1	As012G274870
OG0012688	CP4_g25295_DN3_SP8_c.t1	As012G275360
OG0012689	CP3_g14173_DN3_SP0_c.t1	As012G275510
OG0012690	CP3_g14171_DN3_SP2_c.t1	As012G275520
OG0012691	CP3_g14156_DN3_SP1_c.t1	As012G275680
OG0012692	CP3_g14135_DN3_SP7_c.t1	As012G275880
OG0012693	CP3_g14129_DN3_SP8_c.t1	As012G275930
OG0012694	CP3_g14110_DN3_SP0_c.t1	As012G276010
OG0012695	CP3_g14101_DN3_SP8_c.t1	As012G276090
OG0012696	CP3_g14079_DN3_SP3_c.t1	As012G276350, As012G276340, As012G283430
OG0012697	CP3_g14060_DN3_SP0_c.t1	As012G276580
OG0012698	CP3_g14026_DN3_SP1_c.t1	As012G277030
OG0012699	CP3_g14013_DN3_SP2_c.t1	As012G277210
OG0012700	CP2_g48399_DN2_SP0_c.t1	As012G277380, As012G277220
OG0012701	CP3_g13969_DN3_SP1_c.t1	As012G277790
OG0012702	CP3_g13959_DN3_SP8_c.t1	As012G278050
OG0012703	CP3_g14199_DN3_SP1_c.t1	As012G279200
OG0012704	CP3_g13932_DN3_SP3_c.t1	As012G279920
OG0012705	CP3_g13912_DN3_SP6_c.t1	As012G280160
OG0012706	CP3_g13861_DN3_SP8_c.t1	As012G280920
OG0012707	CP3_g13852_DN3_SP1_c.t1	As012G281140
OG0012708	CP3_g13809_DN3_SP8_c.t1	As012G281800
OG0012709	CP3_g13797_DN3_SP8_c.t1	As012G282000
OG0012710	CP3_g13790_DN3_SP8_c.t1	As012G282040
OG0012711	CP3_g13781_DN3_SP8_c.t1	As012G282140
OG0012712	CP3_g13775_DN3_SP0_c.t1	As012G282210
OG0012713	CP3_g13715_DN3_SP8_c.t1	As012G282800
OG0012714	CP3_g13713_DN3_SP4_c.t1	As012G282820
OG0012715	CP3_g13693_DN3_SP0_c.t1	As012G283410, As012G283010
OG0012716	CP3_g13692_DN3_SP0_c.t1	As012G283020
OG0012717	CP3_g13690_DN2_SP0_c.t1	As012G283050
OG0012718	CP3_g13670_DN1_SP0_c.t1	As012G283260
OG0012720	CP4_g25388_DN3_SP2_c.t1	As012G283400
OG0012721	CP3_g13634_DN3_SP0_c.t1	As012G283650
OG0012722	CP3_g13629_DN3_SP2_c.t1	As012G283710
OG0012723	CP3_g13627_DN3_SP3_c.t1	As012G283740
OG0012724	CP3_g13618_DN3_SP5_c.t1	As012G283830
OG0012725	CP3_g13557_DN3_SP0_c.t1	As012G284330
OG0012726	CP3_g13498_DN1_SP0_c.t1	As012G284850
OG0012727	CP3_g13497_DN3_SP7_c.t1	As012G284860
OG0012728	CP4_g24455_DN3_SP7_c.t1	As012G284970
OG0012729	CP3_g13468_DN3_SP7_c.t1	As012G285170
OG0012730	CP3_g13466_DN3_SP2_c.t1	As012G285190
OG0012731	CP3_g13420_DN1_SP0_c.t1	As012G285700
OG0012732	CP3_g13413_DN3_SP1_c.t1	As012G285760
OG0012733	CP3_g13341_DN3_SP1_c.t1	As012G286560, As012G286500
OG0012735	CP3_g13309_DN3_SP2_c.t1	As012G286960
OG0012736	CP3_g13184_DN3_SP1_c.t1	As012G288030
OG0012737	CP3_g13156_DN3_SP7_c.t1	As012G288270
OG0012738	CP3_g13143_DN3_SP8_c.t1	As012G288400
OG0012739	CP3_g13121_DN2_SP8_c.t1	As012G288610
OG0012740	CP3_g13083_DN3_SP0_c.t1	As012G289060
OG0012741	CP3_g13076_DN3_SP8_c.t1	As012G289130
OG0012836	CP5_g1192_DN3_SP8_c.t1	As001G000020
OG0012837	CP5_g1180_DN3_SP0_c.t1	As001G000120
OG0012838	CP5_g1168_DN3_SP0_c.t1	As001G000230
OG0012839	CP5_g1137_DN3_SP0_c.t1	As001G000500
OG0012840	CP5_g1117_DN3_SP0_c.t1	As001G000690
OG0012841	CP1_g38354_DN3_SP0_c.t1	As001G000950
OG0012842	CP5_g1058_DN3_SP0_c.t1	As001G001240
OG0012843	CP5_g1047_DN3_SP0_c.t1	As001G001380
OG0012844	CP4_g24617_DN3_SP6_c.t1	As001G001450
OG0012845	CP5_g1020_DN3_SP8_c.t1	As001G001760
OG0012846	CP5_g966_DN3_SP8_c.t1	As001G002370
OG0012847	CP5_g947_DN3_SP8_c.t1	As001G002540
OG0012848	CP5_g938_DN3_SP8_c.t1	As001G002650
OG0012849	CP5_g914_DN3_SP7_c.t1	As001G002980
OG0012850	CP5_g910_DN3_SP1_c.t1	As001G003010
OG0012851	CP5_g897_DN3_SP0_c.t1	As001G003230
OG0012852	CP5_g886_DN3_SP0_c.t1, CP21_g10562_DN2_SP0_c.t1	As001G003330
OG0012853	CP5_g871_DN3_SP0_c.t1	As001G003480
OG0012854	CP5_g853_DN3_SP1_c.t1	As001G003750
OG0012855	CP5_g808_DN3_SP1_c.t1	As001G004360
OG0012856	CP5_g797_DN3_SP3_c.t1	As001G004490
OG0012857	CP5_g780_DN1_SP0_c.t1	As001G004740, As006G131340
OG0012858	CP5_g776_DN3_SP1_c.t1	As001G004800
OG0012859	CP5_g764_DN3_SP0_c.t1	As001G004970
OG0012860	CP5_g755_DN3_SP2_c.t1	As001G005080
OG0012861	CP5_g749_DN3_SP7_c.t1	As001G005290
OG0012862	CP5_g741_DN3_SP8_c.t1	As001G005410
OG0012863	CP5_g713_DN3_SP4_c.t1	As001G005620
OG0012864	CP5_g718_DN3_SP7_c.t1	As001G005790
OG0012865	CP5_g732_DN3_SP8_c.t1	As001G006360
OG0012866	CP5_g737_DN3_SP1_c.t1	As001G006470
OG0012867	CP5_g704_DN3_SP8_c.t1	As001G006730
OG0012868	CP5_g666_DN1_SP0_c.t1	As001G010040, As001G015380
OG0012869	CP5_g669_DN3_SP8_c.t1	As001G010180
OG0012870	CP5_g672_DN3_SP7_c.t1	As001G010240
OG0012871	CP5_g665_DN3_SP0_c.t1	As001G010370
OG0012872	CP5_g659_DN2_SP0_c.t1	As001G010540
OG0012873	CP5_g647_DN3_SP8_c.t1	As001G010710
OG0012874	CP33_g3685_DN2_SP0_c.t1	As209G297120, As001G011160
OG0012875	CP5_g624_DN3_SP8_c.t1	As001G012610
OG0012876	CP5_g580_DN3_SP8_c.t1	As001G012780
OG0012877	CP5_g615_DN3_SP2_c.t1	As001G013730
OG0012878	CP5_g575_DN3_SP7_c.t1	As001G014090
OG0012879	CP5_g528_DN3_SP0_c.t1	As001G014530
OG0012880	CP5_g527_DN3_SP4_c.t1	As001G014540
OG0012881	CP5_g504_DN3_SP3_c.t1	As001G014860
OG0012882	CP5_g400_DN3_SP1_c.t1	As008G187250, As003G072380, As001G014950
OG0012883	CP5_g496_DN3_SP1_c.t1	As001G015090
OG0012884	CP12_g31141_DN3_SP0_c.t1	As001G015140
OG0012885	CP7_g44797_DN3_SP2_c.t1	As001G015680
OG0012886	CP7_g44795_DN3_SP2_c.t1	As004G078740, As001G015700
OG0012887	CP7_g44769_DN3_SP7_c.t1	As004G078990, As001G015910
OG0012888	CP7_g44760_DN2_SP0_c.t1	As001G015960
OG0012889	CP7_g44653_DN3_SP7_c.t1	As001G016910
OG0012890	CP7_g44650_DN3_SP7_c.t1	As001G016940
OG0012891	CP7_g44633_DN3_SP0_c.t1	As001G017100
OG0012892	CP6_g7162_DN3_SP8_c.t1	As001G017610
OG0012893	CP6_g7179_DN3_SP5_c.t1	As001G017840
OG0012894	CP6_g7182_DN3_SP1_c.t1	As001G017870
OG0012895	CP6_g7183_DN3_SP0_c.t1	As001G017880
OG0012896	CP6_g7194_DN3_SP7_c.t1	As001G018010, As004G083020
OG0012897	CP5_g1576_DN3_SP0_c.t1, CP6_g7204_DN3_SP6_c.t1	As001G018090
OG0012898	CP6_g7212_DN3_SP8_c.t1	As001G018230
OG0012899	CP28_g33933_DN3_SP8_c.t1	As001G018370
OG0012900	CP2_g50843_DN3_SP5_c.t1	As001G018490
OG0012901	CP2_g50620_DN3_SP8_c.t1	As001G018520
OG0012902	CP2_g50316_DN3_SP0_c.t1	As001G018680
OG0012903	CP2_g50240_DN3_SP0_c.t1	As001G018750
OG0012904	CP2_g50060_DN3_SP3_c.t1	As001G018780
OG0012906	CP2_g49949_DN3_SP4_c.t1	As001G018970
OG0012907	CP2_g49918_DN3_SP7_c.t1	As001G019020
OG0012908	CP2_g49903_DN3_SP5_c.t1	As001G019030
OG0012909	CP2_g49666_DN3_SP8_c.t1	As001G019380
OG0012910	CP2_g49674_DN3_SP8_c.t1	As001G019390
OG0012911	CP2_g49482_DN3_SP8_c.t1	As001G019670
OG0012912	CP2_g49433_DN3_SP6_c.t1	As001G019760
OG0012914	CP2_g49392_DN3_SP8_c.t1	As001G020050, As001G019940
OG0012915	CP2_g49362_DN3_SP8_c.t1	As001G020170
OG0012916	CP2_g49369_DN3_SP8_c.t1	As001G020240
OG0012917	CP2_g49346_DN3_SP4_c.t1	As001G020360
OG0012918	CP2_g49337_DN3_SP8_c.t1	As001G020390
OG0012919	CP2_g49263_DN3_SP8_c.t1	As001G020880
OG0012920	CP2_g49249_DN3_SP8_c.t1	As001G020940
OG0012921	CP2_g49245_DN3_SP4_c.t1	As001G020970
OG0012922	CP2_g49226_DN3_SP0_c.t1	As001G021020
OG0012923	CP2_g49240_DN3_SP0_c.t1	As001G021140
OG0012924	CP2_g49216_DN3_SP6_c.t1	As001G021180
OG0012925	CP2_g49179_DN3_SP0_c.t1	As001G021450
OG0012926	CP2_g49178_DN3_SP0_c.t1	As001G021460
OG0012927	CP2_g49177_DN3_SP7_c.t1	As001G021470
OG0012928	CP1_g37406_DN3_SP0_c.t1	As001G021520
OG0012929	CP2_g49158_DN3_SP0_c.t1	As001G021570
OG0012930	CP2_g49153_DN3_SP0_c.t1	As001G021600
OG0012932	CP13_g19699_DN3_SP8_c.t1	As001G022280
OG0012933	CP13_g19695_DN3_SP1_c.t1	As001G022320
OG0012934	CP13_g19693_DN3_SP8_c.t1	As001G022340
OG0012935	CP13_g19683_DN3_SP8_c.t1	As001G022430
OG0012936	CP13_g19655_DN3_SP3_c.t1	As001G022730
OG0012937	CP13_g19650_DN3_SP8_c.t1	As001G022770
OG0012938	CP13_g19648_DN3_SP4_c.t1	As001G022790
OG0012939	CP13_g19636_DN3_SP8_c.t1	As001G022890
OG0012940	CP13_g19618_DN3_SP8_c.t1	As001G023060
OG0012941	CP13_g19610_DN3_SP2_c.t1	As001G023130
OG0012942	CP13_g19573_DN3_SP8_c.t1	As001G023500
OG0012943	CP13_g19561_DN3_SP6_c.t1	As001G023580
OG0012944	CP13_g19539_DN3_SP2_c.t1	As001G023810
OG0012945	CP13_g19536_DN1_SP0_c.t1	As001G023840
OG0012946	CP1_g37700_DN3_SP8_c.t1	As001G023980, As008G183430
OG0012947	CP13_g19515_DN1_SP0_c.t1	As001G023990
OG0012948	CP13_g19488_DN3_SP8_c.t1	As001G024290
OG0012949	CP13_g19466_DN2_SP0_c.t1	As001G024440
OG0012950	CP13_g19456_DN3_SP8_c.t1	As001G024540
OG0012951	CP13_g19416_DN3_SP8_c.t1	As001G024920
OG0012952	CP13_g19410_DN2_SP0_c.t1	As001G025000
OG0012953	CP13_g19397_DN3_SP3_c.t1	As001G025140
OG0012954	CP13_g19393_DN3_SP0_c.t1	As001G025180
OG0012955	CP13_g19370_DN3_SP7_c.t1	As001G025320
OG0012956	CP13_g19359_DN3_SP0_c.t1	As001G025440
OG0012957	CP13_g19353_DN3_SP0_c.t1	As001G025490
OG0012958	CP13_g19340_DN3_SP0_c.t1	As001G025600
OG0012959	CP13_g19338_DN3_SP8_c.t1	As001G025620, As001G025630
OG0012960	CP13_g19314_DN3_SP2_c.t1	As001G025860
OG0012961	CP13_g19310_DN3_SP0_c.t1	As001G025900
OG0012962	CP13_g19297_DN3_SP4_c.t1	As001G026010
OG0012963	CP13_g19296_DN3_SP0_c.t1	As001G026020, As005G112790
OG0012964	CP13_g19293_DN3_SP8_c.t1	As001G026050
OG0012965	CP13_g19277_DN3_SP0_c.t1	As001G026210
