Orthogroup	Conringia_planisiliqua	Eutrema_salsugineum
OG0013125	CP8_g53719_DN3_SP8_c.t1	XP_006401226.1
OG0013126	CP8_g53721_DN3_SP0_c.t1	XP_006401224.1
OG0013127	CP8_g53731_DN2_SP2_c.t1	XP_006401215.1
OG0013128	CP8_g53732_DN3_SP1_c.t1	XP_006401214.1
OG0013129	CP8_g53748_DN3_SP0_c.t1	XP_006401198.1
OG0013130	CP8_g53772_DN1_SP0_c.t1	XP_006401170.1
OG0013131	CP8_g53784_DN3_SP7_c.t1	XP_006401158.1
OG0013132	CP8_g53807_DN3_SP1_c.t1	XP_006401132.2
OG0013133	CP8_g53812_DN3_SP8_c.t1	XP_006401128.1
OG0013134	CP6_g7117_DN3_SP5_c.t1	XP_006414260.1
OG0013135	CP2_g48249_DN3_SP0_c.t1	XP_006394586.1
OG0013136	CP2_g48833_DN3_SP7_c.t1	XP_006395236.1
OG0013137	CP11_g32635_DN3_SP0_c.t1	XP_006399822.1
OG0013138	CP11_g32641_DN3_SP6_c.t1	XP_006399817.1
OG0013139	CP11_g32643_DN3_SP8_c.t1	XP_006399814.1
OG0013140	CP11_g32669_DN3_SP0_c.t1	XP_006399782.1
OG0013141	CP11_g32679_DN3_SP8_c.t1	XP_006399771.1
OG0013143	CP11_g32701_DN3_SP5_c.t1	XP_006399748.1
OG0013144	CP11_g32703_DN3_SP0_c.t1	XP_006399744.1
OG0013145	CP11_g32711_DN3_SP0_c.t1	XP_006399738.1
OG0013146	CP11_g32713_DN3_SP8_c.t1	XP_024012328.1
OG0013147	CP11_g32718_DN3_SP8_c.t1	XP_006399732.1
OG0013148	CP11_g32746_DN3_SP8_c.t1	XP_006399699.1
OG0013149	CP11_g32753_DN3_SP0_c.t1	XP_006399691.1
OG0013150	CP11_g32766_DN3_SP8_c.t1	XP_006399679.1
OG0013151	CP11_g32769_DN3_SP8_c.t1	XP_006399673.1
OG0013152	CP11_g32772_DN3_SP0_c.t1	XP_006399669.1
OG0013153	CP11_g32782_DN3_SP8_c.t1	XP_006399658.1
OG0013154	CP11_g32793_DN3_SP1_c.t1	XP_006399640.1
OG0013155	CP11_g32794_DN3_SP7_c.t1	XP_006399639.1
OG0013156	CP11_g32804_DN3_SP6_c.t1	XP_006399630.1
OG0013157	CP11_g32805_DN3_SP2_c.t1	XP_006399629.1
OG0013159	CP11_g32845_DN2_SP2_c.t1	XP_006399580.1
OG0013160	CP11_g32910_DN3_SP8_c.t1	XP_006399512.1
OG0013161	CP11_g32950_DN3_SP3_c.t1	XP_006399465.1
OG0013162	CP11_g32953_DN3_SP2_c.t1	XP_006402226.1, XP_024011983.1
OG0013163	CP11_g32979_DN3_SP7_c.t1	XP_006399426.1
OG0013164	CP11_g32987_DN3_SP8_c.t1	XP_006399416.1
OG0013165	CP11_g32989_DN3_SP0_c.t1	XP_024012548.1, XP_006418592.1
OG0013166	CP11_g32998_DN3_SP4_c.t1	XP_006399404.1
OG0013167	CP11_g33010_DN3_SP7_c.t1	XP_006399386.1
OG0013168	CP11_g33012_DN3_SP5_c.t1	XP_024012178.1
OG0013169	CP11_g33013_DN3_SP8_c.t1	XP_006399382.1
OG0013170	CP11_g33019_DN3_SP8_c.t1	XP_006399372.1
OG0013171	CP11_g33044_DN3_SP3_c.t1	XP_024011635.1
OG0013172	CP2_g48270_DN3_SP8_c.t1	XP_006394605.1
OG0013173	CP11_g33061_DN3_SP0_c.t1	XP_006399321.1
OG0013174	CP11_g33080_DN3_SP2_c.t1	XP_006399298.1
OG0013175	CP11_g33082_DN3_SP1_c.t1	XP_024012105.1
OG0013176	CP11_g33114_DN3_SP1_c.t1	XP_006399262.1
OG0013177	CP11_g33122_DN3_SP0_c.t1	XP_006399254.1
OG0013178	CP11_g33124_DN3_SP0_c.t1	XP_006399252.1
OG0013179	CP11_g33169_DN3_SP0_c.t1	XP_006399211.1
OG0013180	CP2_g48096_DN3_SP6_c.t1	XP_006394436.1
OG0013181	CP11_g33182_DN3_SP0_c.t1	XP_006399197.2
OG0013183	CP6_g7078_DN3_SP2_c.t1	XP_024005047.1
OG0013184	CP6_g7069_DN2_SP0_c.t1	XP_006414208.1
OG0013185	CP6_g7052_DN3_SP7_c.t1	XP_006414193.1
OG0013186	CP6_g7051_DN3_SP7_c.t1	XP_024004724.1
OG0013187	CP6_g7027_DN3_SP8_c.t1	XP_006414167.1
OG0013188	CP6_g6991_DN3_SP8_c.t1	XP_006414132.1
OG0013189	CP6_g6987_DN3_SP1_c.t1	XP_024005776.1
OG0013190	CP6_g6986_DN3_SP6_c.t1	XP_024005912.1
OG0013191	CP13_g19921_DN3_SP0_c.t1	XP_006398280.1
OG0013192	CP6_g6957_DN3_SP2_c.t1, CP6_g6956_DN3_SP3_c.t1	XP_024016585.1
OG0013193	CP6_g6944_DN3_SP8_c.t1	XP_006414074.1
OG0013194	CP6_g6936_DN3_SP0_c.t1	XP_006414064.1
OG0013195	CP6_g6932_DN3_SP8_c.t1	XP_006414059.1
OG0013196	CP6_g6927_DN3_SP8_c.t1	XP_006414051.1
OG0013197	CP6_g6916_DN3_SP6_c.t1	XP_006414040.1
OG0013198	CP6_g6903_DN3_SP0_c.t1	XP_006414021.2
OG0013199	CP6_g6901_DN2_SP0_c.t1	XP_024004750.1
OG0013200	CP6_g6900_DN3_SP0_c.t1	XP_024005874.1
OG0013201	CP6_g6878_DN2_SP1_c.t1	XP_006413984.1
OG0013202	CP6_g6816_DN2_SP0_c.t1	XP_006404148.1
OG0013203	CP3_g13603_DN2_SP0_c.t1	XP_006402877.2
OG0013204	CP6_g6815_DN3_SP8_c.t1	XP_006413899.1
OG0013205	CP5_g268_DN2_SP0_c.t1	XP_006411893.1
OG0013206	CP6_g6781_DN3_SP8_c.t1	XP_006413860.1
OG0013207	CP6_g6729_DN2_SP0_c.t1	XP_006413798.1
OG0013208	CP6_g6715_DN3_SP3_c.t1	XP_024005113.1
OG0013209	CP6_g6689_DN3_SP1_c.t1	XP_024005516.1
OG0013211	CP19_g18458_DN3_SP8_c.t1	XP_006413681.1
OG0013212	CP9_g28591_DN3_SP8_c.t1	XP_006390960.1
OG0013213	CP19_g18438_DN3_SP1_c.t1	XP_006413662.2
OG0013214	CP19_g18417_DN3_SP0_c.t1	XP_024005908.1
OG0013215	CP19_g18312_DN3_SP2_c.t1	XP_006413549.1
OG0013216	CP19_g18283_DN3_SP0_c.t1	XP_006413524.1
OG0013218	CP19_g18266_DN3_SP0_c.t1	XP_006413502.1
OG0013219	CP19_g18265_DN3_SP7_c.t1	XP_006413500.1
OG0013220	CP19_g18242_DN3_SP0_c.t1	XP_006413473.1
OG0013221	CP7_g44610_DN3_SP2_c.t1	XP_006415143.1
OG0013222	CP7_g44587_DN2_SP0_c.t1	XP_024008495.1
OG0013223	CP7_g44554_DN3_SP0_c.t1	XP_006415095.1
OG0013224	CP7_g44550_DN3_SP4_c.t1	XP_024008157.1
OG0013225	CP8_g54316_DN3_SP8_c.t1	XP_006400575.2
OG0013226	CP19_g18077_DN3_SP4_c.t1	XP_006413285.1
OG0013227	CP11_g33192_DN3_SP1_c.t1	XP_006399187.1
OG0013228	CP7_g44516_DN3_SP8_c.t1	XP_006415057.1
OG0013229	CP7_g44487_DN3_SP1_c.t1	XP_024009164.1
OG0013230	CP7_g44484_DN3_SP3_c.t1	XP_006415028.1
OG0013231	CP7_g44471_DN3_SP0_c.t1	XP_006396074.1
OG0013232	CP7_g44455_DN3_SP7_c.t1	XP_006396063.2
OG0013233	CP7_g44432_DN3_SP1_c.t1	XP_006397418.1
OG0013234	CP7_g44386_DN3_SP0_c.t1	XP_024010639.1
OG0013235	CP7_g44334_DN3_SP0_c.t1	XP_024010642.1
OG0013236	CP7_g44213_DN3_SP0_c.t1	XP_024010633.1, XP_024009524.1
OG0013237	CP7_g44163_DN3_SP5_c.t1	XP_006403585.1
OG0013238	CP1_g41171_DN3_SP0_c.t1, CP1_g41173_DN1_SP0_c.t1	XP_006396010.1
OG0013239	CP1_g39030_DN3_SP3_c.t1	XP_006393711.1
OG0013241	CP7_g44809_DN3_SP6_c.t1	XP_006415402.1
OG0013242	CP1_g39944_DN3_SP8_c.t1	XP_024006850.1
OG0013243	CP1_g38643_DN3_SP8_c.t1	XP_006393673.1
OG0013244	CP1_g39138_DN3_SP0_c.t1, CP1_g39139_DN1_SP0_c.t1	XP_024013274.1
OG0013245	CP10_g43548_DN2_SP0_c.t1, CP1_g38407_DN3_SP0_c.t1	XP_006393549.1
OG0013246	CP1_g38432_DN3_SP8_c.t1	XP_006393573.1, XP_024006332.1
OG0013247	CP1_g39692_DN3_SP8_c.t1	XP_006395997.1
OG0013248	CP1_g39621_DN3_SP0_c.t1	XP_006396003.1
OG0013249	CP1_g39613_DN3_SP8_c.t1	XP_006396004.1
OG0013250	CP1_g38639_DN3_SP3_c.t1	XP_006393667.1
OG0013251	CP1_g38516_DN3_SP2_c.t1	XP_006393630.1
OG0013252	CP7_g45100_DN3_SP6_c.t1	XP_024008732.1
OG0013253	CP7_g45102_DN3_SP5_c.t1	XP_006415725.1
OG0013254	CP7_g45079_DN3_SP4_c.t1	XP_006415691.1
OG0013255	CP7_g45073_DN3_SP6_c.t1	XP_006415687.1
OG0013256	CP7_g45071_DN3_SP0_c.t1	XP_024008552.1
OG0013257	CP7_g45034_DN3_SP2_c.t1	XP_006415641.1
OG0013258	CP7_g45020_DN3_SP3_c.t1	XP_006415631.1
OG0013259	CP7_g45009_DN3_SP0_c.t1	XP_024008925.1
OG0013260	CP7_g45002_DN3_SP0_c.t1	XP_006415612.2
OG0013261	CP12_g30850_DN3_SP3_c.t1	XP_024009745.1
OG0013262	CP7_g44988_DN2_SP2_c.t1	XP_006415595.1
OG0013263	CP7_g44972_DN3_SP6_c.t1	XP_006415577.1
OG0013264	CP7_g44911_DN3_SP7_c.t1	XP_006415542.1
OG0013265	CP7_g44872_DN3_SP0_c.t1	XP_006415489.1
OG0013266	CP5_g471_DN3_SP0_c.t1	XP_006412109.1
OG0013267	CP5_g467_DN3_SP6_c.t1	XP_006412105.1
OG0013268	CP5_g446_DN3_SP8_c.t1	XP_006412078.1
OG0013269	CP5_g422_DN3_SP7_c.t1	XP_006412049.1
OG0013270	CP5_g419_DN3_SP4_c.t1	XP_006412046.1
OG0013271	CP5_g413_DN3_SP4_c.t1	XP_006412038.1
OG0013272	CP10_g43740_DN3_SP7_c.t1	XP_006409242.1
OG0013273	CP5_g390_DN3_SP8_c.t1	XP_024005338.1
OG0013274	CP5_g377_DN3_SP7_c.t1	XP_024013923.1
OG0013275	CP5_g376_DN3_SP8_c.t1	XP_006412005.1
OG0013276	CP5_g373_DN3_SP8_c.t1	XP_006404941.1
OG0013277	CP5_g370_DN3_SP8_c.t1	XP_006411997.1
OG0013278	CP5_g364_DN3_SP7_c.t1	XP_006411993.1
OG0013279	CP5_g354_DN3_SP8_c.t1	XP_006411980.1
OG0013280	CP5_g351_DN3_SP8_c.t1	XP_006411976.1
OG0013281	CP5_g320_DN3_SP7_c.t1	XP_024005728.1
OG0013282	CP5_g302_DN3_SP6_c.t1	XP_006411930.1
OG0013283	CP5_g301_DN3_SP1_c.t1	XP_006411929.2
OG0013284	CP5_g295_DN3_SP0_c.t1	XP_006411921.1
OG0013285	CP5_g264_DN3_SP7_c.t1	XP_006411888.1
OG0013286	CP5_g222_DN3_SP1_c.t1	XP_024004327.1
OG0013287	CP3_g14016_DN3_SP0_c.t1	XP_006403689.1
OG0013288	CP5_g195_DN3_SP4_c.t1	XP_006411809.1
OG0013289	CP5_g194_DN3_SP0_c.t1	XP_006411808.1
OG0013290	CP5_g190_DN3_SP0_c.t1	XP_006411805.1
OG0013291	CP5_g171_DN3_SP6_c.t1	XP_024005853.1
OG0013292	CP5_g170_DN3_SP8_c.t1	XP_024005274.1
OG0013293	CP5_g169_DN3_SP8_c.t1	XP_006411783.1
OG0013294	CP7_g45114_DN3_SP6_c.t1	XP_006415738.1
OG0013295	CP5_g166_DN2_SP0_c.t1	XP_006411780.1
OG0013296	CP5_g126_DN3_SP0_c.t1	XP_006411747.1
OG0013297	CP5_g125_DN3_SP8_c.t1	XP_024005826.1
OG0013298	CP5_g124_DN3_SP6_c.t1	XP_006411745.1
OG0013299	CP5_g111_DN3_SP0_c.t1	XP_006411731.2
OG0013300	CP5_g106_DN3_SP8_c.t1	XP_006411725.1
OG0013301	CP5_g94_DN3_SP3_c.t1	XP_006411711.1
OG0013302	CP5_g59_DN3_SP8_c.t1	XP_006411670.1
OG0013303	CP5_g52_DN3_SP0_c.t1	XP_006411661.1
OG0013304	CP5_g48_DN3_SP3_c.t1	XP_006411656.1
OG0013305	CP5_g34_DN3_SP0_c.t1	XP_006411639.1
OG0013306	CP5_g12_DN3_SP8_c.t1	XP_006411615.1
OG0013307	CP5_g20_DN3_SP2_c.t1	XP_006395043.1
OG0013308	CP5_g24_DN3_SP0_c.t1	XP_006411627.1
OG0013309	CP5_g7_DN3_SP8_c.t1	XP_006411605.1
OG0013310	CP16_g54802_DN3_SP2_c.t1	XP_006404628.2
OG0013311	CP5_g2061_DN3_SP8_c.t1	XP_024007459.1
OG0013312	CP5_g1972_DN3_SP8_c.t1	XP_006395896.1
OG0013313	CP5_g1950_DN3_SP0_c.t1	XP_006405979.1
OG0013314	CP5_g1857_DN3_SP2_c.t1	XP_006405960.1
OG0013315	CP5_g1823_DN3_SP7_c.t1	XP_024014775.1
OG0013316	CP5_g1795_DN3_SP0_c.t1	XP_006405871.1
OG0013317	CP5_g1784_DN3_SP1_c.t1	XP_024014708.1
OG0013318	CP5_g1779_DN3_SP5_c.t1	XP_006405850.1
OG0013319	CP5_g1739_DN3_SP8_c.t1	XP_006405844.1
OG0013320	CP5_g1736_DN3_SP7_c.t1	XP_006405841.1
OG0013321	CP5_g1715_DN3_SP8_c.t1	XP_006405823.1
OG0013322	CP5_g1668_DN3_SP8_c.t1	XP_006405788.1
OG0013323	CP5_g1641_DN3_SP8_c.t1	XP_024014352.1
OG0013324	CP5_g1637_DN3_SP6_c.t1	XP_006405767.1
OG0013325	CP5_g1628_DN3_SP0_c.t1	XP_006405746.1
OG0013326	CP5_g1623_DN3_SP8_c.t1	XP_006405734.1
OG0013327	CP5_g1622_DN3_SP8_c.t1	XP_006405733.1
OG0013328	CP5_g1592_DN3_SP1_c.t1	XP_006405682.1
OG0013329	CP5_g1560_DN2_SP0_c.t1	XP_006405656.1
OG0013331	CP5_g1490_DN2_SP1_c.t1, CP5_g1482_DN3_SP8_c.t1	XP_006405593.1
OG0013332	CP5_g1481_DN2_SP0_c.t1	XP_006405590.1
OG0013333	CP8_g54460_DN3_SP8_c.t1	XP_006400437.1
OG0013334	CP7_g44731_DN3_SP0_c.t1	XP_024008426.1
OG0013335	CP3_g14844_DN3_SP4_c.t1	XP_006418986.1
OG0013336	CP20_g4329_DN3_SP6_c.t1	XP_006396925.1
OG0013338	CP4_g25201_DN3_SP0_c.t1	XP_006410700.1
OG0013339	CP4_g25206_DN3_SP5_c.t1	XP_006410696.1
OG0013340	CP4_g25222_DN3_SP3_c.t1	XP_006410680.1
OG0013341	CP20_g4107_DN3_SP8_c.t1	XP_006397152.1
OG0013342	CP20_g4048_DN3_SP8_c.t1	XP_006397182.1
OG0013343	CP20_g4004_DN3_SP4_c.t1	XP_006397198.1
OG0013344	CP20_g4000_DN3_SP3_c.t1	XP_006397201.1
OG0013345	CP20_g3999_DN3_SP8_c.t1	XP_006397202.1
OG0013346	CP20_g3973_DN3_SP1_c.t1	XP_006397214.1
OG0013347	CP20_g3956_DN3_SP8_c.t1	XP_006397219.1
OG0013348	CP8_g54344_DN3_SP0_c.t1	XP_006400543.2
OG0013350	CP10_g43728_DN3_SP3_c.t1	XP_006409221.1
OG0013351	CP1_g41429_DN3_SP8_c.t1	XP_024006902.1
OG0013352	CP14_g23549_DN2_SP0_c.t1	XP_006397321.2
OG0013353	CP14_g23526_DN3_SP4_c.t1	XP_006397318.1
OG0013354	CP14_g23484_DN3_SP8_c.t1	XP_006397314.1
OG0013355	CP4_g25326_DN3_SP8_c.t1	XP_006410561.1
OG0013356	CP4_g25384_DN3_SP1_c.t1	XP_024003850.1
OG0013357	CP4_g25385_DN3_SP1_c.t1	XP_006410505.1
OG0013358	CP4_g25389_DN2_SP0_c.t1	XP_006410503.2
OG0013359	CP4_g25199_DN3_SP5_c.t1	XP_006410702.2
OG0013360	CP13_g20346_DN3_SP0_c.t1	XP_006403274.2
OG0013361	CP13_g20349_DN3_SP0_c.t1	XP_024013272.1
OG0013363	CP13_g20364_DN3_SP8_c.t1	XP_024005253.1, XP_006403297.1
OG0013364	CP13_g20425_DN3_SP4_c.t1	XP_006403311.1
OG0013365	CP13_g20459_DN3_SP6_c.t1	XP_006403327.1
OG0013366	CP1_g38530_DN3_SP6_c.t1	XP_006393639.1
OG0013367	CP13_g20612_DN3_SP4_c.t1	XP_006403353.1
OG0013368	CP13_g20752_DN3_SP0_c.t1	XP_006403364.1
OG0013369	CP1_g38282_DN3_SP7_c.t1	XP_006393404.1
OG0013370	CP13_g20817_DN3_SP1_c.t1	XP_006403368.1
OG0013371	CP22_g17227_DN3_SP7_c.t1	XP_006403374.1
OG0013372	CP4_g24796_DN3_SP0_c.t1	XP_006411153.1
OG0013373	CP22_g17339_DN3_SP1_c.t1	XP_024013131.1
OG0013374	CP22_g17360_DN3_SP2_c.t1	XP_006403396.1
OG0013375	CP13_g20237_DN3_SP0_c.t1	XP_006403177.1
OG0013376	CP22_g17685_DN3_SP6_c.t1	XP_006403398.2
OG0013377	CP4_g24922_DN3_SP7_c.t1	XP_024003948.1
OG0013378	CP22_g17682_DN3_SP7_c.t1	XP_006405262.1
OG0013380	CP22_g17625_DN3_SP0_c.t1	XP_006395462.1
OG0013381	CP2_g48239_DN2_SP0_c.t1	XP_006394573.1
OG0013382	CP4_g25166_DN3_SP3_c.t1	XP_006410741.1
OG0013383	CP20_g4130_DN3_SP0_c.t1	XP_006397132.1
OG0013384	CP20_g4145_DN3_SP5_c.t1	XP_006397122.1
OG0013385	CP20_g4149_DN3_SP6_c.t1	XP_024009994.1
OG0013386	CP20_g4162_DN3_SP2_c.t1	XP_006397107.1
OG0013387	CP20_g4181_DN3_SP0_c.t1	XP_006397096.1
OG0013388	CP7_g44548_DN3_SP8_c.t1	XP_006415086.1
OG0013389	CP20_g4205_DN3_SP5_c.t1	XP_006397082.1
OG0013390	CP20_g4290_DN3_SP1_c.t1	XP_006396982.1
OG0013391	CP20_g4312_DN3_SP1_c.t1	XP_006396956.1
OG0013392	CP20_g4330_DN3_SP0_c.t1	XP_006396924.1
OG0013393	CP20_g4335_DN3_SP8_c.t1	XP_006396920.1
OG0013394	CP20_g4345_DN3_SP8_c.t1	XP_006396906.1
OG0013395	CP20_g4349_DN3_SP2_c.t1	XP_006396903.1
OG0013396	CP20_g4365_DN3_SP0_c.t1	XP_024010533.1
OG0013397	CP20_g4378_DN3_SP4_c.t1	XP_006396865.1
OG0013398	CP20_g4383_DN3_SP1_c.t1	XP_006396857.1
OG0013399	CP20_g4392_DN3_SP3_c.t1	XP_006396840.1
OG0013400	CP20_g4405_DN3_SP1_c.t1	XP_024010523.1
OG0013401	CP20_g4429_DN3_SP8_c.t1	XP_006396787.1
OG0013402	CP11_g31820_DN3_SP3_c.t1	XP_006396713.1
OG0013403	CP11_g31825_DN3_SP8_c.t1	XP_024010117.1
OG0013404	CP11_g31888_DN3_SP8_c.t1	XP_006396651.1
OG0013405	CP11_g31890_DN2_SP0_c.t1	XP_006396646.1
OG0013406	CP11_g31902_DN3_SP6_c.t1	XP_006396633.1
OG0013407	CP11_g31891_DN3_SP8_c.t1	XP_006396640.2
OG0013408	CP13_g20172_DN2_SP3_c.t1	XP_006403116.1
OG0013409	CP13_g20165_DN2_SP0_c.t1	XP_006403103.2
OG0013410	CP13_g20119_DN3_SP6_c.t1	XP_006398092.1
OG0013411	CP13_g20106_DN3_SP2_c.t1	XP_024011117.1
OG0013412	CP4_g23993_DN3_SP2_c.t1	XP_006398115.1
OG0013414	CP13_g20000_DN3_SP8_c.t1	XP_006398195.1
OG0013415	CP13_g19999_DN3_SP0_c.t1	XP_006398197.1
OG0013416	CP13_g19997_DN3_SP0_c.t1	XP_006398199.1
OG0013417	CP13_g19967_DN2_SP0_c.t1	XP_024011008.1
OG0013418	CP13_g19960_DN3_SP3_c.t1	XP_006398237.2
OG0013419	CP13_g19951_DN3_SP3_c.t1	XP_006398247.2
OG0013420	CP13_g19947_DN3_SP0_c.t1	XP_006398252.1
OG0013421	CP13_g19944_DN3_SP4_c.t1	XP_006398257.1
OG0013422	CP13_g19936_DN3_SP8_c.t1	XP_006398263.1
OG0013423	CP13_g19912_DN3_SP0_c.t1	XP_006398287.1
OG0013424	CP13_g19873_DN3_SP5_c.t1	XP_006398333.1
OG0013425	CP8_g54331_DN3_SP7_c.t1	XP_006400557.1
OG0013426	CP13_g19757_DN3_SP0_c.t1	XP_024011059.1
OG0013427	CP13_g19758_DN3_SP8_c.t1	XP_006398428.1
OG0013428	CP5_g2732_DN3_SP0_c.t1	XP_006395973.1
OG0013429	CP12_g31144_DN3_SP1_c.t1	XP_006418534.1
OG0013430	CP6_g9664_DN3_SP0_c.t1	XP_006415014.1
OG0013431	CP6_g9597_DN3_SP0_c.t1	XP_006415008.1
OG0013432	CP12_g30989_DN3_SP7_c.t1	XP_006418616.1
OG0013433	CP6_g8739_DN3_SP8_c.t1	XP_024004365.1
OG0013434	CP12_g30889_DN3_SP0_c.t1	XP_024009649.1
OG0013435	CP6_g8657_DN3_SP5_c.t1	XP_024005840.1
OG0013436	CP12_g30836_DN3_SP0_c.t1	XP_006418742.1
OG0013437	CP6_g7700_DN3_SP0_c.t1	XP_006414872.1
OG0013438	CP6_g7665_DN3_SP0_c.t1	XP_006414859.1
OG0013439	CP6_g7591_DN3_SP0_c.t1	XP_006414826.1
OG0013440	CP6_g7574_DN3_SP0_c.t1	XP_006414807.1
OG0013441	CP8_g53387_DN3_SP0_c.t1	XP_006414780.1
OG0013442	CP20_g4307_DN3_SP7_c.t1	XP_006396966.1
OG0013443	CP6_g7506_DN3_SP7_c.t1	XP_024009947.1
OG0013444	CP6_g7491_DN2_SP0_c.t1	XP_006414697.1
OG0013444	CP8_g53384_DN2_SP0_c.t1	XP_006401621.2
OG0013446	CP6_g7414_DN3_SP8_c.t1	XP_006414614.1
OG0013447	CP6_g7405_DN3_SP6_c.t1	XP_006414606.1
OG0013449	CP6_g7396_DN3_SP8_c.t1	XP_006414564.1
OG0013450	CP6_g7343_DN3_SP7_c.t1	XP_006414491.1
OG0013451	CP6_g7338_DN3_SP6_c.t1	XP_006414487.1
OG0013452	CP5_g1451_DN1_SP0_c.t1	XP_006405566.2
OG0013453	CP5_g1411_DN3_SP1_c.t1	XP_024014630.1
OG0013454	CP5_g1385_DN3_SP0_c.t1	XP_006405506.1
OG0013455	CP5_g1351_DN3_SP8_c.t1	XP_006405452.1
OG0013456	CP19_g17914_DN3_SP0_c.t1	XP_006405390.1
OG0013458	CP19_g17835_DN2_SP0_c.t1	XP_006405294.1
OG0013459	CP19_g17825_DN3_SP1_c.t1	XP_024014809.1
OG0013460	CP19_g17817_DN3_SP4_c.t1	XP_006405275.1
OG0013461	CP4_g25106_DN3_SP0_c.t1	XP_024016697.1
OG0013462	CP4_g23940_DN3_SP3_c.t1	XP_006397977.1
OG0013463	CP4_g23945_DN2_SP0_c.t1	XP_006397974.1
OG0013464	CP4_g23952_DN3_SP0_c.t1	XP_006397966.1
OG0013465	CP4_g23954_DN3_SP2_c.t1	XP_006397965.1
OG0013466	CP4_g23963_DN3_SP1_c.t1	XP_006397952.1
OG0013467	CP4_g23971_DN3_SP8_c.t1	XP_006397945.1
OG0013468	CP4_g23988_DN3_SP7_c.t1	XP_006397926.1
OG0013469	CP4_g24018_DN3_SP8_c.t1	XP_006397893.1
OG0013470	CP4_g24020_DN3_SP5_c.t1	XP_006397892.1
OG0013471	CP30_g10160_DN3_SP0_c.t1	XP_006397886.1
OG0013472	CP4_g24026_DN3_SP3_c.t1	XP_024010774.1
OG0013473	CP4_g24061_DN3_SP8_c.t1	XP_006397850.1
OG0013474	CP4_g24079_DN3_SP3_c.t1	XP_006397834.1
OG0013475	CP4_g24083_DN3_SP0_c.t1	XP_006397826.1
OG0013476	CP4_g24087_DN3_SP6_c.t1	XP_006397820.2
OG0013477	CP4_g24089_DN3_SP8_c.t1	XP_006397818.1
OG0013478	CP4_g24094_DN3_SP8_c.t1	XP_006397815.2
OG0013479	CP4_g24112_DN3_SP7_c.t1	XP_006397794.1
OG0013480	CP4_g24122_DN3_SP8_c.t1	XP_006397785.1
OG0013481	CP4_g24124_DN3_SP0_c.t1	XP_006397782.1
OG0013482	CP4_g24135_DN3_SP4_c.t1, CP1_g36480_DN2_SP1_c.t1	XP_024010805.1
OG0013483	CP4_g24137_DN3_SP5_c.t1	XP_024010748.1
OG0013484	CP4_g24164_DN3_SP0_c.t1	XP_024010890.1
OG0013485	CP4_g24200_DN3_SP3_c.t1, CP16_g55204_DN3_SP1_c.t1	XP_006397711.1
OG0013486	CP4_g24258_DN3_SP0_c.t1	XP_006397652.1
OG0013487	CP3_g13367_DN3_SP1_c.t1	XP_024012832.1
OG0013488	CP4_g24263_DN3_SP4_c.t1	XP_006397647.1
OG0013489	CP4_g24267_DN3_SP0_c.t1	XP_006397641.1
OG0013490	CP4_g24278_DN3_SP8_c.t1	XP_006397629.1
OG0013491	CP4_g24287_DN3_SP0_c.t1	XP_024010732.1
OG0013492	CP4_g24289_DN2_SP0_c.t1	XP_006397616.1
OG0013493	CP4_g24298_DN3_SP0_c.t1	XP_006397608.1
OG0013494	CP4_g24325_DN3_SP0_c.t1	XP_006397575.1
OG0013495	CP4_g24340_DN3_SP8_c.t1	XP_006397559.1
OG0013496	CP4_g24356_DN3_SP3_c.t1	XP_006397545.1
OG0013497	CP4_g24376_DN2_SP0_c.t1	XP_006397524.1
OG0013498	CP4_g24389_DN3_SP8_c.t1	XP_006397507.1
OG0013499	CP4_g24399_DN3_SP0_c.t1	XP_006397495.1
OG0013500	CP4_g24402_DN3_SP0_c.t1	XP_006397491.1, XP_006397490.1
OG0013501	CP4_g24424_DN2_SP0_c.t1	XP_006411578.1
OG0013502	CP4_g24430_DN3_SP0_c.t1	XP_006411571.1
OG0013503	CP4_g24432_DN3_SP6_c.t1	XP_006411567.1
OG0013504	CP4_g24456_DN3_SP8_c.t1	XP_006411540.1
OG0013505	CP3_g13507_DN3_SP7_c.t1	XP_006402782.1
OG0013506	CP4_g24513_DN3_SP4_c.t1	XP_006411475.1
OG0013507	CP4_g24502_DN3_SP7_c.t1	XP_006411484.1
OG0013508	CP4_g24551_DN3_SP3_c.t1	XP_006411437.1
OG0013509	CP4_g24552_DN3_SP8_c.t1	XP_006411433.1
OG0013510	CP11_g33708_DN3_SP6_c.t1	XP_006398624.1
OG0013511	CP11_g33701_DN3_SP3_c.t1	XP_006398632.1
OG0013512	CP11_g33684_DN3_SP6_c.t1	XP_006398649.1
OG0013513	CP11_g33677_DN3_SP7_c.t1	XP_006398656.1
OG0013514	CP11_g33674_DN3_SP8_c.t1	XP_006398663.1
OG0013515	CP11_g33666_DN2_SP0_c.t1	XP_006398674.1
OG0013516	CP11_g33658_DN3_SP6_c.t1	XP_006398681.1
OG0013517	CP11_g33651_DN3_SP8_c.t1	XP_006398686.1
OG0013518	CP11_g33647_DN3_SP8_c.t1	XP_006398691.1
OG0013519	CP11_g33618_DN3_SP0_c.t1	XP_006398717.1
OG0013520	CP11_g33597_DN3_SP8_c.t1	XP_006398739.1
OG0013521	CP11_g33598_DN3_SP8_c.t1	XP_006398738.1
