Orthogroup	Cardamine_glauca	Cardamine_amara
OG0016942	Cg004G143590	evm.model.RL_1.2453
OG0016944	Cg004G145600	evm.model.RL_1.2523
OG0016945	Cg001G033630	evm.model.RL_2.606
OG0016947	Cg001G031040	evm.model.RL_2.797
OG0016948	Cg001G030430	evm.model.RL_2.816
OG0016949	Cg001G029330	evm.model.RL_2.856
OG0016950	Cg006G208430	evm.model.RL_2.873
OG0016951	Cg001G028360	evm.model.RL_2.913
OG0016952	Cg001G028140	evm.model.RL_2.927
OG0016953	Cg001G026950	evm.model.RL_2.1017
OG0016954	Cg001G026930	evm.model.RL_2.1019
OG0016955	Cg001G026910	evm.model.RL_2.1021
OG0016956	Cg001G026830	evm.model.RL_2.1025
OG0016958	Cg001G026030	evm.model.RL_2.1068
OG0016959	Cg001G040360	evm.model.RL_2.239
OG0016960	Cg001G040380	evm.model.RL_2.237
OG0016961	Cg003G115820	evm.model.RL_8.2856
OG0016962	Cg001G041140	evm.model.RL_2.34
OG0016963	Cg001G041380	evm.model.RL_2.58
OG0016964	Cg001G042330	evm.model.RL_2.146
OG0016965	Cg001G042390	evm.model.RL_2.151
OG0016966	Cg001G042450	evm.model.RL_2.156
OG0016967	Cg001G042650	evm.model.RL_2.167
OG0016968	Cg001G042790	evm.model.RL_2.177
OG0016969	Cg001G042800	evm.model.RL_2.178
OG0016970	Cg003G078030	evm.model.RL_8.228
OG0016971	Cg005G157520	evm.model.RL_6.2960
OG0016972	Cg005G157540	evm.model.RL_6.2958
OG0016973	Cg005G157790	evm.model.RL_6.2934
OG0016974	Cg005G158080	evm.model.RL_6.2905
OG0016975	Cg005G158250	evm.model.RL_6.2894
OG0016976	Cg005G158770	evm.model.RL_6.2835
OG0016978	Cg005G159140	evm.model.RL_6.2801
OG0016979	Cg005G159490	evm.model.RL_6.2767
OG0016980	Cg005G160320	evm.model.RL_6.2683
OG0016981	Cg005G160800	evm.model.RL_6.2633
OG0016983	Cg005G161710	evm.model.RL_6.2533
OG0016984	Cg005G161810	evm.model.RL_6.2522
OG0016985	Cg005G161880	evm.model.RL_6.2515
OG0016986	Cg002G047070	evm.model.RL_7.415
OG0016987	Cg005G162540	evm.model.RL_6.2459
OG0016988	Cg005G162700	evm.model.RL_6.2443
OG0016989	Cg005G163030	evm.model.RL_6.2412
OG0016992	Cg005G164520	evm.model.RL_6.2274
OG0016993	Cg008G282150	evm.model.RL_4.3410
OG0016994	Cg008G282160	evm.model.RL_4.3409
OG0016995	Cg008G282230	evm.model.RL_4.3402
OG0016996	Cg008G282400	evm.model.RL_4.3386
OG0016997	Cg008G282440	evm.model.RL_4.3382
OG0016998	Cg008G282460	evm.model.RL_4.3380.4.687c86de
OG0016999	Cg008G282490	evm.model.RL_4.3377
OG0017000	Cg008G282690	evm.model.RL_4.3352
OG0017001	Cg008G282720	evm.model.RL_4.3349
OG0017002	Cg008G282890	evm.model.RL_4.3329
OG0017003	Cg008G283010	evm.model.RL_4.3316
OG0017004	Cg008G283020	evm.model.RL_4.3315
OG0017005	Cg008G283150	evm.model.RL_4.3301
OG0017006	Cg008G283540	evm.model.RL_4.3261
OG0017007	Cg008G284180	evm.model.RL_4.3189
OG0017008	Cg008G284820	evm.model.RL_4.3124
OG0017009	Cg008G300160	evm.model.RL_4.1683
OG0017010	Cg008G300710	evm.model.RL_4.1624
OG0017011	Cg008G300840	evm.model.RL_4.1610
OG0017012	Cg008G300790	evm.model.RL_4.1614.4.687c86d4
OG0017013	Cg008G301380	evm.model.RL_4.1561
OG0017014	Cg008G301500	evm.model.RL_4.1550
OG0017015	Cg008G302130	evm.model.RL_4.1481
OG0017016	Cg008G302390	evm.model.RL_4.1456
OG0017017	Cg008G302550	evm.model.RL_4.1445
OG0017018	Cg003G107600	evm.model.RL_8.2068
OG0017019	Cg003G107160	evm.model.RL_8.2033
OG0017020	Cg003G110920	evm.model.RL_8.2387
OG0017021	Cg003G111420	evm.model.RL_8.2429
OG0017022	Cg003G111550	evm.model.RL_8.2442
OG0017023	Cg003G111850	evm.model.RL_8.2480
OG0017024	Cg003G111930	evm.model.RL_8.2488
OG0017025	Cg003G112770	evm.model.RL_8.2566
OG0017026	Cg003G112930	evm.model.RL_8.2579
OG0017027	Cg003G113140	evm.model.RL_8.2588
OG0017028	Cg003G113020	evm.model.RL_8.2598
OG0017029	Cg003G113010	evm.model.RL_8.2599
OG0017031	Cg003G113580	evm.model.RL_8.2645
OG0017032	Cg003G113760	evm.model.RL_8.2663
OG0017033	Cg003G113880	evm.model.RL_8.2674
OG0017034	Cg003G113980	evm.model.RL_8.2682
OG0017035	Cg003G114100	evm.model.RL_8.2694
OG0017036	Cg003G114130	evm.model.RL_8.2697.1.687c8563
OG0017037	Cg003G114550	evm.model.RL_8.2736
OG0017038	Cg003G114800	evm.model.RL_8.2754
OG0017039	Cg003G115050	evm.model.RL_8.2784
OG0017041	Cg007G278010	evm.model.RL_3.2140
OG0017042	Cg003G115750	evm.model.RL_8.2850
OG0017043	Cg003G115840	evm.model.RL_8.2858
OG0017044	Cg003G075900	evm.model.RL_8.10
OG0017045	Cg003G076260, Cg014G333320	evm.model.RL_8.52
OG0017046	Cg003G076930, Cg014G332670	evm.model.RL_8.118
OG0017047	Cg003G077200, Cg014G332410	evm.model.RL_8.144
OG0017048	Cg003G077220, Cg014G332390	evm.model.RL_8.146
OG0017049	Cg003G077300, Cg014G332320	evm.model.RL_8.152
OG0017050	Cg014G331660, Cg003G078020	evm.model.RL_8.227
OG0017051	Cg006G218980	evm.model.RL_5.3125
OG0017053	Cg003G078600, Cg014G330950	evm.model.RL_8.276
OG0017054	Cg008G320460	evm.model.RL_4.440
OG0017055	Cg008G319670	evm.model.RL_4.497
OG0017056	Cg008G319570	evm.model.RL_4.506
OG0017057	Cg008G319540	evm.model.RL_4.507
OG0017059	Cg005G173900	evm.model.RL_6.1362
OG0017060	Cg005G174820	evm.model.RL_6.1279
OG0017062	Cg005G175170	evm.model.RL_6.1245
OG0017063	Cg005G175590	evm.model.RL_6.1202
OG0017064	Cg005G175880	evm.model.RL_6.1174
OG0017065	Cg005G176150	evm.model.RL_6.1148
OG0017066	Cg005G176800	evm.model.RL_6.1101
OG0017068	Cg005G178100	evm.model.RL_6.998
OG0017069	Cg005G178430	evm.model.RL_6.976
OG0017070	Cg005G178510	evm.model.RL_6.969
OG0017071	Cg005G178880	evm.model.RL_6.942
OG0017072	Cg005G179220	evm.model.RL_6.912
OG0017073	Cg005G179280	evm.model.RL_6.908
OG0017074	Cg005G179690	evm.model.RL_6.876
OG0017075	Cg005G182080	evm.model.RL_6.774
OG0017076	Cg005G182480	evm.model.RL_6.751
OG0017077	Cg005G183500	evm.model.RL_6.715
OG0017078	Cg005G183540	evm.model.RL_6.725
OG0017079	Cg005G184360	evm.model.RL_6.722
OG0017080	Cg005G184970	evm.model.RL_6.577
OG0017081	Cg005G185040, Cg005G185070	evm.model.RL_6.570
OG0017082	Cg005G185400	evm.model.RL_6.556
OG0017083	Cg005G186040	evm.model.RL_6.538
OG0017084	Cg005G186150	evm.model.RL_6.535
OG0017085	Cg005G186220	evm.model.RL_6.531
OG0017086	Cg001G041040	evm.model.RL_2.26
OG0017087	Cg005G186830	evm.model.RL_6.502
OG0017088	Cg001G013180	evm.model.RL_2.2264
OG0017089	Cg001G013210	evm.model.RL_2.2262
OG0017090	Cg001G013240	evm.model.RL_2.2259
OG0017091	Cg001G013340	evm.model.RL_2.2251.3.687c86e5
OG0017092	Cg001G013350	evm.model.RL_2.2250
OG0017093	Cg001G013390	evm.model.RL_2.2246
OG0017094	Cg004G116370	evm.model.RL_1.50
OG0017095	Cg004G116390	evm.model.RL_1.52
OG0017096	Cg004G116290	evm.model.RL_1.41, evm.model.RL_1.42
OG0017097	Cg004G116220	evm.model.RL_1.35.4.687c87e9
OG0017098	Cg004G116060	evm.model.RL_1.21
OG0017099	Cg004G115960	evm.model.RL_1.13
OG0017100	Cg001G014290	evm.model.RL_2.2156
OG0017101	Cg001G014200	evm.model.RL_2.2643, evm.model.RL_2.2166
OG0017102	Cg001G014070	evm.model.RL_2.2179
OG0017103	Cg001G013810	evm.model.RL_2.2204
OG0017104	Cg001G014000	evm.model.RL_2.2186
OG0017106	Cg004G117370	evm.model.RL_1.132
OG0017107	Cg004G117930	evm.model.RL_1.199
OG0017108	Cg004G118050	evm.model.RL_1.209
OG0017109	Cg004G118080	evm.model.RL_1.212
OG0017111	Cg004G118490	evm.model.RL_1.252
OG0017112	Cg004G118610	evm.model.RL_1.264
OG0017113	Cg004G119350	evm.model.RL_1.285
OG0017114	Cg004G119710	evm.model.RL_1.322
OG0017115	Cg004G120270	evm.model.RL_1.378
OG0017116	Cg004G120440	evm.model.RL_1.393
OG0017117	Cg004G120530	evm.model.RL_1.402
OG0017118	Cg004G121030	evm.model.RL_1.446
OG0017119	Cg004G121250	evm.model.RL_1.470
OG0017120	Cg004G121650	evm.model.RL_1.514
OG0017123	Cg004G121930	evm.model.RL_1.537
OG0017124	Cg004G121950	evm.model.RL_1.539
OG0017125	Cg004G122430	evm.model.RL_1.582
OG0017126	Cg004G122480	evm.model.RL_1.586
OG0017127	Cg004G122600	evm.model.RL_1.593
OG0017128	Cg004G122900	evm.model.RL_1.627
OG0017129	Cg004G123020	evm.model.RL_1.638
OG0017130	Cg004G123360	evm.model.RL_1.672
OG0017131	Cg004G123490	evm.model.RL_1.683
OG0017132	Cg004G123670	evm.model.RL_1.703
OG0017133	Cg004G123810	evm.model.RL_1.717
OG0017134	Cg004G124080	evm.model.RL_1.752
OG0017135	Cg004G124110	evm.model.RL_1.755
OG0017136	Cg004G124490	evm.model.RL_1.793
OG0017137	Cg005G165810	evm.model.RL_6.2152
OG0017138	Cg005G166290	evm.model.RL_6.2105
OG0017139	Cg005G166660	evm.model.RL_6.2071
OG0017140	Cg005G166680	evm.model.RL_6.2069
OG0017141	Cg005G166740	evm.model.RL_6.2064
OG0017142	Cg005G167090	evm.model.RL_6.2031
OG0017143	Cg005G167140	evm.model.RL_6.2027
OG0017145	Cg005G167380	evm.model.RL_6.2003
OG0017146	Cg005G170420	evm.model.RL_6.1708
OG0017147	Cg005G169810	evm.model.RL_6.1767
OG0017148	Cg005G169500	evm.model.RL_6.1799
OG0017149	Cg005G168990	evm.model.RL_6.1833
OG0017150	Cg005G168780	evm.model.RL_6.1812
OG0017151	Cg005G168740	evm.model.RL_6.1808
OG0017152	Cg005G167890	evm.model.RL_6.1952
OG0017153	Cg006G230540	evm.model.RL_5.1385
OG0017154	Cg006G230320	evm.model.RL_5.1409, evm.model.RL_5.1410
OG0017155	Cg006G229910	evm.model.RL_5.1452
OG0017157	Cg006G229380	evm.model.RL_5.1503.1.687c88b4
OG0017158	Cg006G228940	evm.model.RL_5.1546
OG0017159	Cg006G228850	evm.model.RL_5.1556
OG0017160	Cg006G228720	evm.model.RL_5.1567
OG0017161	Cg006G228350	evm.model.RL_5.1599
OG0017162	Cg006G227690	evm.model.RL_5.1666
OG0017163	Cg006G227890	evm.model.RL_5.1639
OG0017164	Cg006G227550	evm.model.RL_5.1680
OG0017165	Cg006G227490	evm.model.RL_5.1689
OG0017167	Cg006G227320	evm.model.RL_5.1706
OG0017168	Cg006G226880	evm.model.RL_5.1748
OG0017169	Cg006G226520	evm.model.RL_5.1779
OG0017170	Cg006G226440	evm.model.RL_5.1790
OG0017171	Cg006G199000	evm.model.RL_5.1976
OG0017172	Cg006G225060	evm.model.RL_5.3652
OG0017173	Cg006G224510	evm.model.RL_5.3603
OG0017174	Cg006G224360	evm.model.RL_5.3590.1.687c88c3
OG0017175	Cg006G224330	evm.model.RL_5.3588
OG0017176	Cg006G224290	evm.model.RL_5.3583
OG0017177	Cg006G224190	evm.model.RL_5.3574
OG0017178	Cg006G223630	evm.model.RL_5.3530
OG0017180	Cg006G223290	evm.model.RL_5.3502
OG0017181	Cg006G213010	evm.model.RL_5.2677
OG0017182	Cg006G223200	evm.model.RL_5.3493
OG0017183	Cg006G223080	evm.model.RL_5.3481
OG0017184	Cg006G222880	evm.model.RL_5.3463
OG0017185	Cg006G222770	evm.model.RL_5.3452
OG0017186	Cg006G221930	evm.model.RL_5.3385
OG0017187	Cg006G221880	evm.model.RL_5.3379
OG0017188	Cg006G221430	evm.model.RL_5.3347
OG0017189	Cg006G221050	evm.model.RL_5.3312
OG0017191	Cg006G220080	evm.model.RL_5.3224
OG0017192	Cg006G219760	evm.model.RL_5.3200
OG0017193	Cg006G219090	evm.model.RL_5.3136
OG0017194	Cg006G219100	evm.model.RL_5.3137
OG0017195	Cg006G219110	evm.model.RL_5.3138
OG0017196	Cg001G016460	evm.model.RL_2.1956
OG0017197	Cg005G164930	evm.model.RL_6.2233
OG0017199	Cg001G015210	evm.model.RL_2.2072
OG0017200	Cg001G012870	evm.model.RL_2.2295
OG0017202	Cg005G189110	evm.model.RL_6.392
OG0017203	Cg005G188880, Cg005G188890	evm.model.RL_6.412
OG0017204	Cg005G190340	evm.model.RL_6.332
OG0017205	Cg005G190070	evm.model.RL_6.311
OG0017206	Cg005G191340	evm.model.RL_6.232
OG0017207	Cg005G191710	evm.model.RL_6.206
OG0017208	Cg005G192090	evm.model.RL_6.170
OG0017209	Cg005G192250	evm.model.RL_6.155
OG0017210	Cg005G192740	evm.model.RL_6.111
OG0017211	Cg005G192960	evm.model.RL_6.98
OG0017212	Cg005G193310	evm.model.RL_6.61
OG0017213	Cg005G193370	evm.model.RL_6.55
OG0017214	Cg005G193520	evm.model.RL_6.44
OG0017215	Cg005G193720	evm.model.RL_6.29
OG0017216	Cg005G193740	evm.model.RL_6.26
OG0017217	Cg006G231200	evm.model.RL_5.1319
OG0017218	Cg006G231830	evm.model.RL_5.1257
OG0017219	Cg006G232350	evm.model.RL_5.1203
OG0017221	Cg006G233020	evm.model.RL_5.1146
OG0017222	Cg006G233050	evm.model.RL_5.1143
OG0017223	Cg006G233340	evm.model.RL_5.1121
OG0017224	Cg006G234460	evm.model.RL_5.1013
OG0017225	Cg006G234590	evm.model.RL_5.999
OG0017226	Cg006G235100	evm.model.RL_5.951.1.687c88b0
OG0017227	Cg006G235170	evm.model.RL_5.944
OG0017228	Cg006G235210	evm.model.RL_5.940
OG0017229	Cg006G235720	evm.model.RL_5.892
OG0017230	Cg006G236170	evm.model.RL_5.844
OG0017231	Cg006G236100	evm.model.RL_5.850
OG0017232	Cg006G236650	evm.model.RL_5.802
OG0017233	Cg006G236840	evm.model.RL_5.784
OG0017235	Cg006G236890	evm.model.RL_5.779
OG0017236	Cg003G091880, Cg004G142880	evm.model.RL_4.60, evm.model.RL_4.315, evm.model.RL_1.2572
OG0017237	Cg006G236960	evm.model.RL_5.771.1.687c88af
OG0017238	Cg008G287920	evm.model.RL_4.2839
OG0017239	Cg006G237500	evm.model.RL_5.714
OG0017240	Cg006G238910	evm.model.RL_5.575
OG0017241	Cg006G239830	evm.model.RL_5.496
OG0017242	Cg006G239970	evm.model.RL_5.483
OG0017243	Cg006G240320	evm.model.RL_5.449
OG0017245	Cg006G240910	evm.model.RL_5.403
OG0017246	Cg006G241350	evm.model.RL_5.358
OG0017247	Cg006G241380	evm.model.RL_5.352
OG0017248	Cg006G241790	evm.model.RL_5.314
OG0017249	Cg006G242080	evm.model.RL_5.291
OG0017250	Cg006G242360	evm.model.RL_5.265
OG0017251	Cg006G242410	evm.model.RL_5.259
OG0017252	Cg006G242800	evm.model.RL_5.220
OG0017253	Cg006G242770	evm.model.RL_5.224
OG0017254	Cg006G242760	evm.model.RL_5.225
OG0017255	Cg006G242710	evm.model.RL_5.230
OG0017256	Cg006G242650	evm.model.RL_5.236
OG0017257	Cg006G243080	evm.model.RL_5.193
OG0017258	Cg006G243180	evm.model.RL_5.179
OG0017259	Cg006G243970	evm.model.RL_5.89
OG0017260	Cg006G244030	evm.model.RL_5.85
OG0017261	Cg006G245050	evm.model.RL_8.2885
OG0017262	Cg006G245120	evm.model.RL_8.2892
OG0017263	Cg006G245360	evm.model.RL_8.2916
OG0017264	Cg006G245420	evm.model.RL_8.2924
OG0017265	Cg008G294780	evm.model.RL_4.2171
OG0017266	Cg008G294740	evm.model.RL_4.2174
OG0017268	Cg008G294650	evm.model.RL_4.2179
OG0017269	Cg008G295210	evm.model.RL_4.2133
OG0017270	Cg008G295220	evm.model.RL_4.2132
OG0017271	Cg008G295240	evm.model.RL_4.2130
OG0017272	Cg008G295670	evm.model.RL_4.2098
OG0017273	Cg008G295510	evm.model.RL_4.2108
OG0017274	Cg008G296490	evm.model.RL_4.2020
OG0017275	Cg008G296690	evm.model.RL_4.1997
OG0017276	Cg008G297000	evm.model.RL_4.1966
OG0017277	Cg008G297920	evm.model.RL_4.1880
OG0017278	Cg008G297960	evm.model.RL_4.1876
OG0017279	Cg008G298080	evm.model.RL_4.1865
OG0017280	Cg007G268390	evm.model.RL_3.1209
OG0017281	Cg008G299290	evm.model.RL_4.1764
OG0017282	Cg008G299410	evm.model.RL_4.1753
OG0017283	Cg008G299430	evm.model.RL_4.1751
OG0017284	Cg008G299740	evm.model.RL_4.1722
OG0017285	Cg008G307040	evm.model.RL_4.1034
OG0017286	Cg008G307290	evm.model.RL_4.1003
OG0017287	Cg008G307680	evm.model.RL_4.969
OG0017288	Cg008G307990	evm.model.RL_4.947
OG0017289	Cg008G308330	evm.model.RL_4.929
OG0017290	Cg008G310500, Cg008G308850	evm.model.RL_4.902
OG0017291	Cg008G312510	evm.model.RL_4.789
OG0017292	Cg008G311920	evm.model.RL_4.815
OG0017293	Cg008G293810	evm.model.RL_4.2259
OG0017294	Cg008G293760	evm.model.RL_4.2264
OG0017295	Cg008G287660	evm.model.RL_4.2861
OG0017296	Cg002G073990	evm.model.RL_7.2538
OG0017297	Cg006G194270	evm.model.RL_5.3985
OG0017298	Cg008G313460	evm.model.RL_4.758
OG0017299	Cg008G286160	evm.model.RL_4.3008
OG0017300	Cg008G286140	evm.model.RL_4.3011
OG0017301	Cg008G286100	evm.model.RL_4.3013
OG0017302	Cg008G286000	evm.model.RL_4.3024
OG0017303	Cg008G285760	evm.model.RL_4.3048
OG0017304	Cg008G305240	evm.model.RL_4.1190
OG0017305	Cg008G305320	evm.model.RL_4.1183
OG0017307	Cg006G228080	evm.model.RL_5.1624
OG0017308	Cg008G304490	evm.model.RL_4.1242
OG0017309	Cg008G304360	evm.model.RL_4.1254
OG0017310	Cg008G304020	evm.model.RL_4.1293
OG0017311	Cg008G304090	evm.model.RL_4.1285
OG0017312	Cg008G303970	evm.model.RL_4.1299
OG0017313	Cg008G303710	evm.model.RL_4.1328
OG0017314	Cg008G303660	evm.model.RL_4.1333
OG0017315	Cg008G303650	evm.model.RL_4.1334
OG0017316	Cg008G302890	evm.model.RL_4.1407
OG0017317	Cg008G302840	evm.model.RL_4.1412
OG0017318	Cg003G109000	evm.model.RL_8.2200
OG0017319	Cg003G102090	evm.model.RL_8.1571
OG0017320	Cg003G109240	evm.model.RL_8.2227
OG0017321	Cg003G109600	evm.model.RL_8.2260
OG0017322	Cg003G109680	evm.model.RL_8.2266
OG0017323	Cg003G109790	evm.model.RL_8.2272
OG0017324	Cg003G109860	evm.model.RL_8.2278
OG0017325	Cg003G109970	evm.model.RL_8.2287
OG0017326	Cg003G110860	evm.model.RL_8.2379.2.687c8561
OG0017327	Cg003G106150	evm.model.RL_8.1932
OG0017328	Cg003G106100	evm.model.RL_8.1926
OG0017329	Cg003G106070	evm.model.RL_8.1923
OG0017330	Cg002G055510	evm.model.RL_7.1251, evm.model.RL_7.1336
OG0017332	Cg002G055930	evm.model.RL_7.1295
OG0017333	Cg002G056100	evm.model.RL_7.1311
OG0017334	Cg002G056210	evm.model.RL_7.1320
OG0017335	Cg002G056690	evm.model.RL_7.1366
OG0017336	Cg002G056850	evm.model.RL_7.1389
OG0017337	Cg008G300060	evm.model.RL_4.1696
OG0017338	Cg002G058000	evm.model.RL_7.1495
OG0017339	Cg002G058090	evm.model.RL_7.1501
OG0017340	Cg002G058460	evm.model.RL_7.1530
OG0017341	Cg002G058690	evm.model.RL_7.1549
OG0017342	Cg002G058790	evm.model.RL_7.1558
OG0017343	Cg002G059110	evm.model.RL_7.1591
OG0017344	Cg002G059240	evm.model.RL_7.1607
OG0017345	Cg002G059620	evm.model.RL_7.1634
OG0017346	Cg002G060070	evm.model.RL_7.1674
OG0017347	Cg002G060250	evm.model.RL_7.1694
OG0017348	Cg002G060730	evm.model.RL_7.1724
OG0017349	Cg001G028150	evm.model.RL_2.926
OG0017352	Cg002G063500	evm.model.RL_7.1907
OG0017354	Cg002G064750	evm.model.RL_7.1961
OG0017356	Cg007G267750	evm.model.RL_3.1154
OG0017357	Cg007G267670	evm.model.RL_3.1149
OG0017358	Cg008G293900	evm.model.RL_4.2250
OG0017359	Cg007G267860	evm.model.RL_3.1165
OG0017360	Cg007G267810	evm.model.RL_3.1160
OG0017361	Cg007G269090	evm.model.RL_3.1272
OG0017362	Cg007G269460	evm.model.RL_3.1301.2.687c84bc
OG0017363	Cg007G269740	evm.model.RL_3.1304
OG0017364	Cg003G091800	evm.model.RL_8.1037
OG0017365	Cg007G269820	evm.model.RL_3.1334
OG0017366	Cg007G269840	evm.model.RL_3.1337
OG0017367	Cg007G270110	evm.model.RL_3.1361
OG0017368	Cg007G271060	evm.model.RL_3.1454
OG0017369	Cg007G271070	evm.model.RL_3.546
OG0017370	Cg007G271190	evm.model.RL_3.1467
OG0017371	Cg007G271410	evm.model.RL_3.1498
OG0017372	Cg007G271580	evm.model.RL_3.1513
OG0017373	Cg007G271600	evm.model.RL_3.1515
OG0017374	Cg007G271970	evm.model.RL_3.1554
OG0017375	Cg007G278610	evm.model.RL_3.2195
OG0017376	Cg007G278570	evm.model.RL_3.2190
OG0017377	Cg007G278130	evm.model.RL_3.2153
OG0017378	Cg007G278100	evm.model.RL_3.2150
OG0017379	Cg007G278000	evm.model.RL_3.2139
OG0017380	Cg007G277650	evm.model.RL_3.2107
OG0017381	Cg007G277350	evm.model.RL_3.2081
OG0017382	Cg007G277270	evm.model.RL_3.2073
OG0017384	Cg007G276850	evm.model.RL_3.2034
OG0017385	Cg007G276450	evm.model.RL_3.1997
OG0017386	Cg007G276350	evm.model.RL_3.1991
OG0017387	Cg006G226290	evm.model.RL_5.1805
OG0017388	Cg007G275460	evm.model.RL_3.1912
OG0017389	Cg007G275150	evm.model.RL_3.1880
OG0017390	Cg007G274790	evm.model.RL_3.1755
OG0017391	Cg008G299890	evm.model.RL_4.1711
OG0017394	Cg007G274180	evm.model.RL_3.1782
OG0017395	Cg007G274080	evm.model.RL_3.1774
OG0017396	Cg007G273840	evm.model.RL_3.1746
OG0017397	Cg007G273770	evm.model.RL_3.1736
OG0017398	Cg007G273610	evm.model.RL_3.1721
OG0017399	Cg007G273440	evm.model.RL_3.1702
OG0017400	Cg007G273050	evm.model.RL_3.1649
OG0017401	Cg007G279210	evm.model.RL_3.2250
OG0017402	Cg007G279450	evm.model.RL_3.2276
OG0017403	Cg007G279830	evm.model.RL_3.2316
OG0017404	Cg007G280140	evm.model.RL_3.2350
OG0017405	Cg006G203170	evm.model.RL_5.2276
OG0017406	Cg007G280350	evm.model.RL_3.2372
OG0017407	Cg007G280460	evm.model.RL_3.2383
OG0017408	Cg007G280530	evm.model.RL_3.2390
OG0017409	Cg007G281380	evm.model.RL_3.2461
OG0017410	Cg007G281540	evm.model.RL_3.2475
OG0017411	Cg007G281700	evm.model.RL_3.2495
OG0017412	Cg007G281720	evm.model.RL_3.2497
OG0017413	Cg007G281830	evm.model.RL_3.2507
OG0017415	Cg004G128990	evm.model.RL_1.1221
OG0017416	Cg004G129170	evm.model.RL_1.1242
OG0017417	Cg004G129420	evm.model.RL_1.1265
OG0017418	Cg004G129590	evm.model.RL_1.1286
OG0017419	Cg004G129680	evm.model.RL_1.1293
OG0017420	Cg004G130690	evm.model.RL_1.1378
OG0017421	Cg004G130700	evm.model.RL_1.1379
OG0017422	Cg004G131190	evm.model.RL_1.1422
OG0017423	Cg004G131300	evm.model.RL_1.1432, evm.model.RL_1.1448
OG0017424	Cg004G131450	evm.model.RL_1.1434.3.687c87ed
OG0017425	Cg004G131700	evm.model.RL_1.1461
OG0017426	Cg004G132040	evm.model.RL_1.1491
OG0017427	Cg004G132670	evm.model.RL_1.1561
OG0017428	Cg004G132890	evm.model.RL_1.1578
OG0017429	Cg004G133240	evm.model.RL_1.1605
OG0017431	Cg004G135100	evm.model.RL_1.1755.1.687c87ee
OG0017432	Cg004G135120	evm.model.RL_1.1757
OG0017433	Cg004G135670	evm.model.RL_1.1807
OG0017434	Cg004G135920	evm.model.RL_1.1829
OG0017435	Cg004G136380	evm.model.RL_1.1866
OG0017437	Cg004G136470	evm.model.RL_1.1876
OG0017438	Cg004G136520	evm.model.RL_1.1883
OG0017439	Cg004G136530	evm.model.RL_1.1884
OG0017440	Cg004G138570	evm.model.RL_1.2077
OG0017441	Cg004G138310	evm.model.RL_1.2052
OG0017444	Cg004G138660	evm.model.RL_1.2088
OG0017445	Cg004G139680	evm.model.RL_1.2154
OG0017446	Cg003G098120	evm.model.RL_8.1261
OG0017448	Cg004G140630	evm.model.RL_1.2221
OG0017449	Cg004G141310	evm.model.RL_1.2273
OG0017450	Cg004G142350	evm.model.RL_1.2347
OG0017451	Cg004G142360	evm.model.RL_1.2348.1.687c87ef
OG0017452	Cg004G142650	evm.model.RL_1.2373
OG0017453	Cg004G142780	evm.model.RL_1.2384
OG0017454	Cg001G033790	evm.model.RL_6.482
OG0017455	Cg004G144990	evm.model.RL_1.2506
OG0017456	Cg004G146630	evm.model.RL_1.2579
OG0017457	Cg004G147600	evm.model.RL_1.2608
OG0017458	Cg004G147920	evm.model.RL_1.2624
OG0017459	Cg004G146100	evm.model.RL_1.2549
OG0017460	Cg004G148010	evm.model.RL_1.2663
OG0017461	Cg004G148340	evm.model.RL_1.2684
OG0017462	Cg001G038870, Cg004G151770	evm.model.RL_1.2793
OG0017463	Cg004G152150	evm.model.RL_1.2819
OG0017464	Cg004G153080	evm.model.RL_1.2898
OG0017465	Cg004G153440	evm.model.RL_1.2928
OG0017467	Cg004G153910	evm.model.RL_1.2963
OG0017468	Cg004G154630	evm.model.RL_1.3026
OG0017469	Cg004G155030	evm.model.RL_1.3062
OG0017470	Cg004G155740	evm.model.RL_1.3125
OG0017471	Cg004G156430	evm.model.RL_1.3184
OG0017472	Cg004G156700	evm.model.RL_1.3206
OG0017473	Cg004G156750	evm.model.RL_1.3211
OG0017474	Cg001G012180	evm.model.RL_2.2352
OG0017475	Cg004G157220	evm.model.RL_1.3274
OG0017476	Cg004G157200	evm.model.RL_1.3271
OG0017477	Cg004G157150	evm.model.RL_1.3266
OG0017478	Cg004G157330	evm.model.RL_1.3288
OG0017479	Cg004G157360	evm.model.RL_1.3290
OG0017480	Cg006G194090	evm.model.RL_5.4009
OG0017481	Cg006G194450	evm.model.RL_5.3968
OG0017482	Cg006G194590	evm.model.RL_5.3952
OG0017483	Cg006G194700	evm.model.RL_5.3940
OG0017484	Cg006G194980	evm.model.RL_5.3911
OG0017485	Cg006G195070	evm.model.RL_5.3901
OG0017486	Cg006G195100	evm.model.RL_5.3898
OG0017487	Cg006G195110	evm.model.RL_5.3897
OG0017488	Cg006G195290	evm.model.RL_5.3883
OG0017489	Cg006G195660	evm.model.RL_5.3855
OG0017490	Cg006G195910	evm.model.RL_5.3832
OG0017491	Cg006G196600	evm.model.RL_5.3771
OG0017492	Cg006G196620	evm.model.RL_5.3769
OG0017493	Cg006G197160	evm.model.RL_5.3723
OG0017494	Cg006G197230	evm.model.RL_5.3717
OG0017495	Cg006G199150	evm.model.RL_5.1983
OG0017496	Cg006G199200	evm.model.RL_5.1987
OG0017497	Cg006G199470	evm.model.RL_5.2015
