Orthogroup	Cardamine_glauca	Conringia_planisiliqua
OG0014707	Cg001G004900	CP5_g478_DN3_SP8_c.t1
OG0014708	Cg001G004860	CP5_g474_DN3_SP8_c.t1
OG0014709	Cg006G215140	CP7_g44787_DN3_SP7_c.t1
OG0014710	Cg006G214920	CP7_g44763_DN3_SP8_c.t1
OG0014711	Cg006G214740	CP7_g44757_DN3_SP0_c.t1
OG0014712	Cg006G214460	CP7_g44732_DN3_SP8_c.t1
OG0014713	Cg006G214440	CP7_g44730_DN3_SP8_c.t1
OG0014714	Cg006G214270	CP7_g44715_DN3_SP8_c.t1
OG0014715	Cg006G214260	CP7_g44714_DN3_SP0_c.t1
OG0014716	Cg006G213870	CP7_g44677_DN3_SP8_c.t1
OG0014717	Cg006G213830	CP7_g44672_DN3_SP0_c.t1
OG0014718	Cg006G213800	CP7_g44668_DN3_SP4_c.t1
OG0014719	Cg006G213790	CP7_g44660_DN3_SP1_c.t1
OG0014720	Cg006G213720	CP7_g44654_DN3_SP0_c.t1
OG0014721	Cg006G213430	CP7_g44641_DN3_SP6_c.t1
OG0014722	Cg006G213400	CP7_g44639_DN3_SP8_c.t1
OG0014723	Cg001G024030	CP6_g7139_DN3_SP8_c.t1
OG0014724	Cg001G024040	CP6_g7140_DN3_SP2_c.t1
OG0014725	Cg001G024260	CP6_g7150_DN3_SP1_c.t1
OG0014726	Cg001G024300	CP6_g7154_DN3_SP0_c.t1
OG0014727	Cg001G024310	CP6_g7155_DN3_SP4_c.t1
OG0014728	Cg001G024330	CP6_g7157_DN3_SP8_c.t1
OG0014729	Cg001G024440	CP6_g7167_DN3_SP4_c.t1
OG0014730	Cg001G024600	CP6_g7181_DN3_SP4_c.t1
OG0014731	Cg001G024820	CP6_g7207_DN2_SP0_c.t1
OG0014732	Cg001G024910	CP6_g7217_DN3_SP8_c.t1
OG0014733	Cg007G258000	CP28_g33950_DN3_SP8_c.t1
OG0014734	Cg007G256710	CP2_g50710_DN2_SP0_c.t1
OG0014735	Cg007G256020	CP2_g50390_DN3_SP8_c.t1
OG0014736	Cg007G267430	CP9_g28300_DN3_SP3_c.t1
OG0014737	Cg007G254980	CP2_g50046_DN3_SP2_c.t1
OG0014738	Cg007G254600	CP2_g50032_DN3_SP2_c.t1
OG0014739	Cg007G254130	CP2_g49881_DN3_SP0_c.t1
OG0014740	Cg007G253740	CP2_g49846_DN3_SP8_c.t1
OG0014741	Cg007G253340	CP2_g49774_DN3_SP6_c.t1
OG0014742	Cg007G252420	CP2_g49517_DN3_SP0_c.t1
OG0014743	Cg007G251550	CP2_g49386_DN3_SP1_c.t1
OG0014744	Cg005G168620	CP4_g24945_DN3_SP0_c.t1
OG0014745	Cg001G010810	CP5_g1032_DN3_SP2_c.t1
OG0014746	Cg007G250690	CP2_g49294_DN3_SP8_c.t1
OG0014747	Cg007G250540	CP2_g49267_DN3_SP7_c.t1
OG0014748	Cg007G249910	CP2_g49220_DN3_SP8_c.t1
OG0014749	Cg007G250170	CP2_g49191_DN3_SP5_c.t1
OG0014750	Cg007G249350	CP2_g49159_DN3_SP1_c.t1
OG0014751	Cg007G248600	CP2_g49083_DN3_SP0_c.t1
OG0014752	Cg007G248350	CP2_g49065_DN3_SP8_c.t1
OG0014753	Cg002G075800	CP13_g19706_DN3_SP7_c.t1
OG0014754	Cg002G075530	CP13_g19680_DN3_SP8_c.t1
OG0014755	Cg002G075510	CP13_g19678_DN3_SP2_c.t1
OG0014756	Cg002G075430	CP13_g19671_DN3_SP8_c.t1
OG0014757	Cg002G075270	CP13_g19656_DN2_SP0_c.t1
OG0014758	Cg002G075190	CP13_g19649_DN3_SP0_c.t1
OG0014759	Cg002G075170	CP13_g19647_DN2_SP1_c.t1
OG0014760	Cg002G075150	CP13_g19645_DN3_SP8_c.t1
OG0014761	Cg002G075110	CP13_g19641_DN3_SP8_c.t1
OG0014762	Cg002G075030	CP13_g19631_DN1_SP2_c.t1
OG0014763	Cg002G074980	CP13_g19625_DN1_SP0_c.t1
OG0014764	Cg002G074730	CP13_g19596_DN3_SP8_c.t1
OG0014765	Cg002G074340	CP13_g19552_DN3_SP4_c.t1
OG0014766	Cg002G074250	CP13_g19544_DN3_SP6_c.t1
OG0014768	Cg001G041620	CP13_g19534_DN3_SP5_c.t1
OG0014769	Cg002G073750	CP13_g19505_DN3_SP1_c.t1
OG0014770	Cg002G073730	CP13_g19503_DN3_SP2_c.t1
OG0014771	Cg002G073590	CP13_g19492_DN3_SP8_c.t1
OG0014772	Cg002G073570	CP13_g19489_DN3_SP3_c.t1
OG0014773	Cg002G073390	CP13_g19470_DN3_SP2_c.t1
OG0014774	Cg002G073000	CP13_g19434_DN3_SP7_c.t1
OG0014775	Cg002G072760	CP13_g19411_DN3_SP0_c.t1
OG0014776	Cg002G072730	CP13_g19409_DN3_SP8_c.t1
OG0014777	Cg002G072670	CP13_g19403_DN3_SP0_c.t1
OG0014778	Cg002G072640	CP13_g19401_DN3_SP5_c.t1
OG0014779	Cg002G072560	CP13_g19395_DN3_SP0_c.t1
OG0014780	Cg002G072110	CP13_g19356_DN3_SP7_c.t1
OG0014781	Cg002G071950	CP13_g19341_DN3_SP8_c.t1
OG0014782	Cg002G071900	CP13_g19337_DN3_SP0_c.t1
OG0014783	Cg002G071670	CP13_g19321_DN3_SP2_c.t1
OG0014784	Cg002G071550	CP13_g19315_DN3_SP8_c.t1
OG0014785	Cg002G071430	CP13_g19304_DN3_SP5_c.t1
OG0014786	Cg002G071370	CP13_g19298_DN3_SP8_c.t1
OG0014787	Cg002G071200	CP13_g19282_DN2_SP0_c.t1
OG0014788	Cg002G070940	CP13_g19260_DN3_SP7_c.t1
OG0014789	Cg002G070750	CP13_g19246_DN3_SP6_c.t1
OG0014790	Cg002G070630	CP13_g19235_DN3_SP8_c.t1
OG0014791	Cg002G068610	CP13_g19218_DN3_SP8_c.t1
OG0014792	Cg002G068640	CP13_g19217_DN3_SP8_c.t1
OG0014793	Cg002G069180	CP13_g19191_DN3_SP5_c.t1
OG0014794	Cg002G069540	CP13_g19175_DN3_SP0_c.t1
OG0014795	Cg002G069580	CP13_g19167_DN3_SP4_c.t1
OG0014796	Cg001G039370	CP5_g1537_DN2_SP0_c.t1
OG0014797	Cg002G067520, Cg008G310120	CP13_g19110_DN3_SP2_c.t1
OG0014798	Cg002G065530	CP2_g48853_DN3_SP8_c.t1
OG0014799	Cg001G038470	CP5_g1607_DN2_SP0_c.t1
OG0014800	Cg007G248950	CP2_g49115_DN3_SP5_c.t1
OG0014801	Cg007G267080	CP9_g28259_DN3_SP1_c.t1
OG0014802	Cg007G266970	CP39_g21148_DN2_SP8_c.t1
OG0014803	Cg007G266940	CP39_g21145_DN3_SP2_c.t1
OG0014804	Cg007G266480	CP9_g28224_DN3_SP1_c.t1
OG0014805	Cg007G265680	CP9_g28191_DN3_SP0_c.t1
OG0014806	Cg007G265500	CP9_g28176_DN3_SP0_c.t1
OG0014807	Cg007G265350	CP9_g28160_DN2_SP0_c.t1
OG0014808	Cg007G265200	CP9_g28152_DN3_SP4_c.t1
OG0014809	Cg007G264740	CP9_g28105_DN3_SP5_c.t1
OG0014810	Cg007G264650	CP9_g28094_DN3_SP8_c.t1
OG0014811	Cg007G264570	CP9_g28074_DN3_SP8_c.t1
OG0014813	Cg007G263160	CP9_g27809_DN3_SP8_c.t1
OG0014815	Cg007G261600	CP9_g27572_DN3_SP7_c.t1
OG0014816	Cg007G252210	CP9_g27504_DN3_SP1_c.t1
OG0014817	Cg007G260360	CP14_g22993_DN3_SP1_c.t1
OG0014818	Cg007G260580	CP9_g29256_DN3_SP4_c.t1
OG0014819	Cg007G260760	CP2_g50651_DN3_SP8_c.t1
OG0014820	Cg007G260790	CP14_g22700_DN3_SP4_c.t1
OG0014821	Cg004G149820, Cg004G150860	CP25_g55846_DN2_SP8_c.t1
OG0014822	Cg007G259650	CP25_g55790_DN3_SP8_c.t1
OG0014823	Cg007G258680	CP28_g34077_DN3_SP5_c.t1
OG0014824	Cg007G258360	CP11_g32068_DN3_SP3_c.t1
OG0014826	Cg007G245490	CP13_g19042_DN3_SP7_c.t1
OG0014829	Cg007G245760	CP13_g19066_DN3_SP5_c.t1
OG0014830	Cg007G245810	CP13_g19071_DN3_SP8_c.t1
OG0014831	Cg007G245830	CP13_g19073_DN3_SP0_c.t1
OG0014832	Cg007G245890	CP13_g19079_DN3_SP0_c.t1
OG0014833	Cg007G246360	CP2_g48889_DN3_SP0_c.t1
OG0014834	Cg007G246460	CP2_g48902_DN3_SP1_c.t1
OG0014835	Cg007G246600	CP2_g48911_DN3_SP8_c.t1
OG0014836	Cg007G246830	CP2_g48931_DN3_SP1_c.t1
OG0014837	Cg007G246850	CP2_g48933_DN3_SP7_c.t1
OG0014839	Cg007G246910	CP2_g48938_DN3_SP1_c.t1
OG0014840	Cg007G246920	CP2_g48939_DN3_SP7_c.t1
OG0014841	Cg007G247140	CP2_g48957_DN3_SP8_c.t1
OG0014842	Cg007G247400	CP2_g48981_DN2_SP0_c.t1
OG0014843	Cg007G247520	CP2_g48994_DN3_SP4_c.t1
OG0014844	Cg007G247610	CP2_g49001_DN3_SP0_c.t1
OG0014845	Cg007G247640	CP2_g49003_DN2_SP3_c.t1
OG0014846	Cg007G247660	CP2_g49005_DN3_SP8_c.t1
OG0014847	Cg007G247840	CP2_g49027_DN2_SP0_c.t1
OG0014848	Cg004G128260	CP10_g43211_DN3_SP1_c.t1
OG0014849	Cg001G012660	CP5_g1202_DN3_SP7_c.t1
OG0014850	Cg001G014840	CP19_g18049_DN3_SP6_c.t1
OG0014851	Cg001G014680	CP19_g18036_DN3_SP1_c.t1
OG0014852	Cg001G014540	CP19_g18019_DN3_SP8_c.t1
OG0014853	Cg001G014460	CP19_g18014_DN3_SP8_c.t1
OG0014854	Cg005G164820	CP4_g24600_DN3_SP6_c.t1
OG0014855	Cg001G034300	CP7_g44435_DN3_SP1_c.t1
OG0014856	Cg005G164910	CP4_g24608_DN3_SP1_c.t1
OG0014857	Cg005G165070	CP4_g24627_DN3_SP8_c.t1
OG0014858	Cg005G164960	CP4_g24613_DN3_SP4_c.t1
OG0014859	Cg005G165150	CP4_g24634_DN3_SP8_c.t1
OG0014860	Cg005G165360	CP4_g24649_DN3_SP7_c.t1
OG0014861	Cg005G165400	CP4_g24652_DN3_SP3_c.t1
OG0014862	Cg004G124720	CP10_g42876_DN2_SP0_c.t1
OG0014863	Cg004G124740	CP10_g42878_DN3_SP0_c.t1
OG0014864	Cg004G124830	CP10_g42885_DN3_SP6_c.t1
OG0014865	Cg004G124870	CP10_g42889_DN2_SP2_c.t1
OG0014866	Cg004G124940	CP10_g42896_DN3_SP4_c.t1
OG0014867	Cg004G125070	CP10_g42908_DN3_SP0_c.t1
OG0014868	Cg004G125200	CP10_g42918_DN3_SP0_c.t1
OG0014869	Cg004G125290	CP10_g42930_DN3_SP2_c.t1
OG0014870	Cg004G125320	CP10_g42933_DN3_SP8_c.t1
OG0014871	Cg004G125330	CP10_g42934_DN3_SP0_c.t1
OG0014872	Cg004G125450	CP10_g42947_DN3_SP0_c.t1
OG0014873	Cg004G125460	CP10_g42949_DN3_SP8_c.t1
OG0014874	Cg004G125520	CP10_g42957_DN3_SP8_c.t1
OG0014875	Cg008G284370	CP11_g33526_DN3_SP2_c.t1
OG0014876	Cg004G125670	CP10_g42970_DN3_SP8_c.t1
OG0014877	Cg004G125680	CP10_g42971_DN3_SP2_c.t1
OG0014878	Cg004G125840	CP10_g42985_DN2_SP0_c.t1
OG0014879	Cg004G125920	CP10_g42991_DN3_SP0_c.t1
OG0014880	Cg004G125960	CP10_g42995_DN3_SP7_c.t1
OG0014881	Cg004G126020	CP10_g43000_DN2_SP0_c.t1
OG0014882	Cg004G126370	CP10_g43035_DN3_SP8_c.t1
OG0014883	Cg003G103840	CP8_g53632_DN3_SP0_c.t1
OG0014884	Cg004G126830	CP10_g43073_DN3_SP6_c.t1
OG0014885	Cg004G126700	CP10_g43062_DN3_SP7_c.t1
OG0014886	Cg004G126850	CP10_g43077_DN2_SP0_c.t1
OG0014887	Cg004G126900	CP10_g43081_DN2_SP0_c.t1
OG0014889	Cg004G127820	CP10_g43169_DN3_SP8_c.t1
OG0014890	Cg004G127930	CP10_g43180_DN3_SP2_c.t1
OG0014891	Cg004G127870	CP10_g43175_DN3_SP7_c.t1
OG0014892	Cg004G128110	CP10_g43196_DN3_SP0_c.t1
OG0014893	Cg003G088270	CP14_g23762_DN3_SP7_c.t1
OG0014894	Cg003G092050	CP27_g41876_DN2_SP8_c.t1
OG0014895	Cg003G088370	CP30_g9961_DN3_SP6_c.t1
OG0014896	Cg003G091430	CP26_g51209_DN3_SP8_c.t1
OG0014897	Cg004G138620	CP12_g30520_DN3_SP8_c.t1
OG0014899	Cg006G237860	CP1_g37100_DN3_SP8_c.t1
OG0014900	Cg003G096400	CP8_g52906_DN3_SP5_c.t1
OG0014901	Cg003G096410	CP8_g52911_DN3_SP7_c.t1
OG0014902	Cg003G096720	CP8_g52924_DN3_SP6_c.t1
OG0014903	Cg003G097010	CP8_g52955_DN3_SP5_c.t1
OG0014904	Cg003G097420	CP8_g52978_DN3_SP5_c.t1
OG0014905	Cg003G097770	CP8_g53028_DN3_SP7_c.t1
OG0014906	Cg003G098100	CP8_g53063_DN3_SP8_c.t1
OG0014907	Cg003G098110	CP8_g53087_DN3_SP8_c.t1
OG0014908	Cg003G098180	CP8_g53101_DN3_SP8_c.t1
OG0014909	Cg003G098210	CP8_g53108_DN3_SP8_c.t1
OG0014910	Cg003G098240	CP2_g49047_DN3_SP8_c.t1
OG0014911	Cg003G098600	CP8_g53140_DN3_SP8_c.t1
OG0014912	Cg003G098730	CP8_g53163_DN3_SP8_c.t1
OG0014913	Cg003G098740	CP8_g53164_DN3_SP2_c.t1
OG0014915	Cg003G098810	CP8_g53170_DN3_SP0_c.t1
OG0014916	Cg003G098840	CP8_g53171_DN3_SP0_c.t1
OG0014917	Cg003G099120	CP8_g53192_DN3_SP4_c.t1
OG0014918	Cg003G099270	CP8_g53202_DN3_SP8_c.t1
OG0014919	Cg003G099320	CP8_g53207_DN3_SP0_c.t1
OG0014920	Cg003G099530	CP8_g53231_DN3_SP3_c.t1
OG0014921	Cg003G100190	CP8_g53296_DN3_SP3_c.t1
OG0014922	Cg003G099930	CP8_g53277_DN3_SP3_c.t1
OG0014923	Cg003G099790	CP8_g53249_DN3_SP0_c.t1
OG0014924	Cg003G100330	CP8_g53309_DN3_SP8_c.t1
OG0014925	Cg003G100350	CP8_g53311_DN3_SP8_c.t1
OG0014926	Cg003G100510	CP8_g53327_DN3_SP8_c.t1
OG0014927	Cg003G100880	CP8_g53357_DN3_SP8_c.t1
OG0014928	Cg003G101630	CP8_g53413_DN3_SP8_c.t1
OG0014929	Cg003G102100	CP8_g53453_DN3_SP7_c.t1
OG0014931	Cg003G102590	CP8_g53504_DN3_SP5_c.t1
OG0014932	Cg003G102710	CP8_g53524_DN3_SP8_c.t1
OG0014933	Cg003G102770	CP8_g53533_DN3_SP3_c.t1
OG0014934	Cg003G102880	CP8_g53543_DN3_SP8_c.t1
OG0014935	Cg003G103400	CP8_g53596_DN1_SP0_c.t1
OG0014936	Cg003G103500	CP8_g53606_DN3_SP0_c.t1
OG0014937	Cg003G103610	CP8_g53616_DN3_SP2_c.t1
OG0014939	Cg003G104050	CP8_g53652_DN3_SP8_c.t1
OG0014940	Cg003G104190	CP8_g53663_DN3_SP4_c.t1
OG0014941	Cg003G104200	CP8_g53664_DN3_SP8_c.t1
OG0014942	Cg003G104570	CP8_g53696_DN3_SP5_c.t1
OG0014943	Cg003G104590	CP8_g53698_DN3_SP7_c.t1
OG0014944	Cg003G104600	CP8_g53699_DN3_SP0_c.t1
OG0014945	Cg003G105000	CP8_g53736_DN3_SP5_c.t1
OG0014946	Cg003G105230	CP8_g53760_DN3_SP8_c.t1
OG0014947	Cg003G105250	CP8_g53762_DN3_SP5_c.t1
OG0014948	Cg003G105340	CP8_g53773_DN1_SP0_c.t1
OG0014950	Cg003G105480	CP8_g53790_DN3_SP7_c.t1
OG0014951	Cg003G105720	CP8_g53814_DN3_SP0_c.t1
OG0014952	Cg003G105740	CP8_g53816_DN3_SP0_c.t1
OG0014953	Cg003G085840	CP8_g53007_DN3_SP5_c.t1
OG0014954	Cg003G085850	CP30_g10061_DN3_SP1_c.t1
OG0014955	Cg008G293550	CP11_g32629_DN3_SP8_c.t1
OG0014956	Cg008G293560	CP11_g32628_DN3_SP6_c.t1
OG0014957	Cg008G293250	CP11_g32655_DN3_SP3_c.t1
OG0014958	Cg008G293050	CP11_g32673_DN3_SP3_c.t1
OG0014959	Cg008G292610	CP11_g32717_DN3_SP4_c.t1
OG0014960	Cg008G292320	CP11_g32743_DN3_SP6_c.t1
OG0014962	Cg008G291980	CP11_g32780_DN3_SP6_c.t1
OG0014963	Cg008G291870	CP11_g32791_DN3_SP0_c.t1
OG0014964	Cg008G291800	CP11_g32795_DN3_SP1_c.t1
OG0014965	Cg008G291780	CP11_g32798_DN3_SP1_c.t1
OG0014966	Cg008G291570	CP11_g32819_DN3_SP8_c.t1
OG0014967	Cg008G291510	CP11_g32826_DN3_SP0_c.t1
OG0014968	Cg008G291490	CP11_g32828_DN3_SP6_c.t1
OG0014969	Cg005G168230	CP4_g24912_DN3_SP8_c.t1
OG0014970	Cg008G291380	CP11_g32836_DN3_SP8_c.t1
OG0014971	Cg008G291350	CP11_g32839_DN3_SP7_c.t1
OG0014972	Cg008G291320	CP11_g32842_DN3_SP5_c.t1
OG0014973	Cg008G291140	CP11_g32858_DN3_SP6_c.t1
OG0014974	Cg008G291130	CP11_g32860_DN3_SP1_c.t1
OG0014975	Cg008G290960	CP11_g32876_DN2_SP0_c.t1
OG0014976	Cg008G290930	CP11_g32880_DN3_SP6_c.t1
OG0014977	Cg008G290880	CP11_g32885_DN3_SP0_c.t1
OG0014978	Cg008G290830	CP8_g53780_DN2_SP0_c.t1, CP11_g32893_DN3_SP0_c.t1
OG0014979	Cg008G290620	CP11_g32908_DN3_SP0_c.t1
OG0014980	Cg008G290610	CP11_g32909_DN3_SP8_c.t1
OG0014981	Cg008G290400	CP11_g32930_DN3_SP0_c.t1
OG0014982	Cg008G290050	CP11_g32962_DN2_SP0_c.t1
OG0014983	Cg008G290000	CP11_g32967_DN2_SP0_c.t1
OG0014984	Cg008G289850	CP11_g32980_DN1_SP0_c.t1
OG0014985	Cg008G289840	CP11_g32981_DN3_SP1_c.t1
OG0014986	Cg008G289590	CP11_g33009_DN3_SP8_c.t1
OG0014987	Cg008G289190	CP11_g33056_DN3_SP0_c.t1
OG0014988	Cg008G289160	CP11_g33059_DN3_SP0_c.t1
OG0014989	Cg008G288860	CP11_g33087_DN3_SP7_c.t1
OG0014990	Cg008G288440	CP11_g33134_DN3_SP8_c.t1
OG0014991	Cg008G288320	CP11_g33145_DN3_SP3_c.t1
OG0014992	Cg008G288210	CP11_g33154_DN3_SP0_c.t1
OG0014993	Cg008G288150	CP11_g33165_DN2_SP0_c.t1
OG0014994	Cg001G023820	CP6_g7120_DN3_SP8_c.t1
OG0014995	Cg001G023630	CP6_g7097_DN3_SP8_c.t1
OG0014996	Cg001G023610	CP6_g7095_DN3_SP1_c.t1
OG0014997	Cg001G023170	CP6_g7049_DN3_SP8_c.t1
OG0014998	Cg001G023160	CP6_g7048_DN3_SP8_c.t1
OG0014999	Cg001G022450	CP6_g6973_DN2_SP0_c.t1
OG0015000	Cg001G022330	CP6_g6964_DN3_SP8_c.t1
OG0015001	Cg001G022180	CP6_g6950_DN3_SP4_c.t1
OG0015002	Cg001G022160	CP6_g6948_DN3_SP0_c.t1
OG0015003	Cg001G022120	CP6_g6943_DN3_SP4_c.t1
OG0015004	Cg001G021940	CP6_g6931_DN3_SP8_c.t1
OG0015005	Cg001G021920	CP6_g6928_DN3_SP8_c.t1
OG0015008	Cg001G021350	CP6_g6875_DN3_SP4_c.t1
OG0015009	Cg001G021050	CP6_g6848_DN3_SP1_c.t1
OG0015010	Cg001G021040	CP6_g6847_DN3_SP5_c.t1
OG0015011	Cg001G020950	CP6_g6842_DN3_SP8_c.t1
OG0015012	Cg001G020680	CP6_g6818_DN3_SP0_c.t1
OG0015013	Cg001G020290	CP6_g6780_DN3_SP0_c.t1
OG0015014	Cg001G020240	CP6_g6775_DN3_SP0_c.t1
OG0015015	Cg001G020180	CP6_g6770_DN3_SP8_c.t1
OG0015016	Cg006G227980	CP7_g45948_DN3_SP7_c.t1
OG0015017	Cg001G019860	CP6_g6742_DN3_SP0_c.t1
OG0015018	Cg001G019770	CP6_g6732_DN3_SP6_c.t1
OG0015019	Cg008G294450	CP11_g32540_DN3_SP0_c.t1
OG0015020	Cg001G019670	CP6_g6721_DN3_SP0_c.t1
OG0015021	Cg001G019540	CP6_g6707_DN3_SP7_c.t1
OG0015022	Cg001G019500	CP6_g6702_DN3_SP8_c.t1
OG0015023	Cg001G019460	CP6_g6697_DN3_SP0_c.t1
OG0015024	Cg001G019350	CP19_g18521_DN3_SP2_c.t1
OG0015025	Cg001G019210	CP19_g18509_DN3_SP0_c.t1
OG0015026	Cg001G019170	CP19_g18505_DN3_SP3_c.t1
OG0015027	Cg001G019020	CP19_g18476_DN3_SP8_c.t1
OG0015028	Cg001G018460	CP19_g18429_DN3_SP0_c.t1
OG0015029	Cg001G018270	CP19_g18409_DN3_SP4_c.t1
OG0015030	Cg001G018090	CP19_g18389_DN3_SP1_c.t1
OG0015031	Cg001G018050	CP19_g18385_DN1_SP0_c.t1
OG0015032	Cg001G017850	CP19_g18364_DN3_SP1_c.t1
OG0015033	Cg001G016950	CP19_g18258_DN3_SP1_c.t1
OG0015034	Cg001G016790	CP19_g18239_DN3_SP7_c.t1
OG0015035	Cg001G033500	CP7_g44612_DN3_SP0_c.t1
OG0015036	Cg006G213000	CP7_g44609_DN3_SP8_c.t1
OG0015037	Cg006G212950	CP7_g44600_DN3_SP8_c.t1
OG0015038	Cg006G212880	CP7_g44588_DN3_SP0_c.t1
OG0015039	Cg006G212800	CP7_g44585_DN3_SP0_c.t1
OG0015040	Cg006G212410	CP7_g44571_DN3_SP4_c.t1
OG0015041	Cg006G212390	CP7_g44567_DN3_SP3_c.t1
OG0015042	Cg006G212360	CP7_g44564_DN3_SP8_c.t1
OG0015043	Cg006G212260	CP7_g44556_DN2_SP0_c.t1
OG0015044	Cg006G210730	CP7_g44480_DN3_SP0_c.t1
OG0015046	Cg006G210550	CP7_g44464_DN3_SP8_c.t1
OG0015047	Cg006G210380	CP7_g44439_DN3_SP2_c.t1
OG0015048	Cg006G209460	CP75_g34152_DN3_SP1_c.t1
OG0015049	Cg006G209340	CP7_g44231_DN3_SP0_c.t1
OG0015050	Cg006G209320	CP7_g44219_DN3_SP8_c.t1
OG0015051	Cg006G209130	CP7_g44152_DN3_SP6_c.t1
OG0015052	Cg006G208530	CP21_g11053_DN1_SP0_c.t1
OG0015054	Cg006G204520, Cg006G207880	CP21_g10967_DN2_SP0_c.t1
OG0015055	Cg006G207890	CP21_g10921_DN3_SP0_c.t1
OG0015056	Cg006G208160	CP1_g41209_DN3_SP8_c.t1
OG0015057	Cg006G204740	CP1_g38913_DN3_SP2_c.t1
OG0015058	Cg006G205040	CP1_g39136_DN3_SP0_c.t1
OG0015059	Cg006G205190	CP1_g41008_DN3_SP5_c.t1
OG0015060	Cg006G206130	CP84_g51833_DN3_SP5_c.t1
OG0015061	Cg006G206430	CP1_g39934_DN3_SP0_c.t1
OG0015062	Cg006G206030	CP1_g39952_DN3_SP3_c.t1
OG0015063	Cg006G205650	CP1_g40027_DN1_SP0_c.t1
OG0015065	Cg006G204210	CP1_g38672_DN3_SP8_c.t1
OG0015066	Cg001G024940	CP6_g7219_DN3_SP1_c.t1
OG0015067	Cg006G202360	CP1_g38405_DN3_SP0_c.t1
OG0015068	Cg006G202410	CP1_g38410_DN3_SP0_c.t1
OG0015069	Cg006G202770	CP1_g38438_DN3_SP2_c.t1
OG0015070	Cg006G203030, Cg006G203070, Cg006G203020	CP1_g38472_DN3_SP4_c.t1
OG0015071	Cg006G206710	CP1_g39693_DN3_SP8_c.t1
OG0015072	Cg006G203630, Cg006G203620	CP1_g38543_DN3_SP0_c.t1
OG0015074	Cg006G203540	CP1_g38531_DN3_SP3_c.t1
OG0015075	Cg008G315810	CP22_g17092_DN3_SP8_c.t1
OG0015076	Cg006G201990	CP1_g38359_DN3_SP2_c.t1
OG0015077	Cg006G218810	CP7_g45099_DN3_SP8_c.t1
OG0015078	Cg004G139870	CP12_g30630_DN3_SP0_c.t1
OG0015079	Cg006G218890	CP7_g45108_DN3_SP1_c.t1
OG0015080	Cg006G218880	CP7_g45107_DN3_SP2_c.t1
OG0015082	Cg006G218440	CP7_g45072_DN3_SP4_c.t1
OG0015083	Cg006G218260	CP7_g45057_DN3_SP8_c.t1
OG0015084	Cg006G217540	CP7_g44989_DN3_SP0_c.t1
OG0015085	Cg006G216890	CP7_g44946_DN3_SP8_c.t1
OG0015086	Cg006G216610	CP7_g44914_DN3_SP8_c.t1
OG0015087	Cg006G216420	CP7_g44898_DN3_SP8_c.t1
OG0015088	Cg006G216380	CP7_g44895_DN3_SP0_c.t1
OG0015089	Cg006G216340	CP7_g44891_DN3_SP5_c.t1
OG0015090	Cg006G216320	CP7_g44889_DN3_SP0_c.t1
OG0015091	Cg006G215900	CP7_g44848_DN3_SP0_c.t1
OG0015092	Cg006G215780	CP7_g44832_DN3_SP8_c.t1
OG0015093	Cg006G215750	CP7_g44828_DN3_SP3_c.t1
OG0015094	Cg001G004830	CP5_g472_DN3_SP8_c.t1
OG0015095	Cg001G004610	CP5_g452_DN3_SP0_c.t1
OG0015096	Cg001G004240	CP5_g423_DN3_SP0_c.t1
OG0015097	Cg001G004150	CP5_g416_DN3_SP1_c.t1
OG0015098	Cg001G004090	CP5_g412_DN3_SP7_c.t1
OG0015099	Cg001G004020	CP5_g406_DN3_SP0_c.t1
OG0015100	Cg001G004000	CP5_g404_DN3_SP2_c.t1
OG0015101	Cg001G003910	CP5_g392_DN3_SP6_c.t1
OG0015102	Cg001G003740	CP5_g375_DN2_SP0_c.t1
OG0015103	Cg001G003380	CP5_g337_DN3_SP6_c.t1
OG0015104	Cg001G003340	CP5_g330_DN3_SP0_c.t1
OG0015106	Cg001G003310	CP5_g329_DN3_SP8_c.t1
OG0015107	Cg001G004170	CP5_g327_DN3_SP3_c.t1
OG0015108	Cg001G003020	CP5_g296_DN3_SP8_c.t1
OG0015109	Cg001G002960	CP5_g290_DN3_SP5_c.t1
OG0015110	Cg001G002920	CP5_g285_DN2_SP0_c.t1
OG0015111	Cg001G002890	CP5_g282_DN3_SP8_c.t1
OG0015114	Cg001G002600	CP5_g248_DN3_SP3_c.t1
OG0015115	Cg001G002390	CP5_g232_DN3_SP8_c.t1
OG0015116	Cg001G002210	CP5_g219_DN3_SP5_c.t1
OG0015117	Cg001G002160	CP5_g215_DN3_SP6_c.t1
OG0015118	Cg001G002070	CP5_g207_DN3_SP8_c.t1
OG0015119	Cg001G002040	CP4_g24897_DN3_SP0_c.t1
OG0015120	Cg001G002020	CP6_g9288_DN3_SP2_c.t1
OG0015121	Cg001G001840	CP5_g187_DN3_SP3_c.t1
OG0015122	Cg001G001530	CP5_g152_DN3_SP8_c.t1
OG0015123	Cg001G001510	CP5_g149_DN3_SP0_c.t1
OG0015124	Cg001G001410	CP5_g140_DN2_SP0_c.t1
OG0015126	Cg001G001170	CP5_g114_DN3_SP8_c.t1
OG0015127	Cg001G000950	CP5_g95_DN3_SP0_c.t1, CP5_g66_DN3_SP0_c.t1, CP5_g69_DN3_SP0_c.t1
