Orthogroup	Cardamine_glauca	Camelina_sativa
OG0014184	Cg007G271730	XP_010471133.2, XP_010427948.2
OG0014185	Cg007G271810	XP_010415838.1, XP_010427958.1, XP_010471143.1
OG0014186	Cg007G271900	XP_010471156.1, XP_019083711.1, XP_010427975.1
OG0014187	Cg007G271950	XP_010471160.1, XP_010415856.1, XP_010427982.1
OG0014188	Cg007G272100	XP_010415880.1, XP_010428002.1, XP_010471180.1
OG0014189	Cg007G272260	XP_010471199.1, XP_010415897.1, XP_010428033.1
OG0014190	Cg007G272210	XP_010415896.1, XP_010428032.1, XP_010471198.1
OG0014191	Cg007G272390	XP_010415919.1, XP_010428051.1, XP_010471219.1
OG0014192	Cg007G272400	XP_010428052.1, XP_010471220.1, XP_010415920.1, XP_010470320.1
OG0014193	Cg007G278820	XP_010472025.1, XP_010428936.1, XP_010416792.1
OG0014194	Cg007G278370	XP_010471970.1, XP_010428857.1, XP_010419244.1
OG0014195	Cg007G278310	XP_010416723.1, XP_010471963.1, XP_010428851.1
OG0014196	Cg007G278210	XP_010471950.1, XP_010428838.1, XP_010416705.1
OG0014197	Cg007G277950	XP_010471916.1, XP_010416662.1, XP_010428802.1
OG0014198	Cg007G277910	XP_019093142.1, XP_010428798.1, XP_010419238.1
OG0014199	Cg007G277740	XP_010428778.1, XP_010471877.1, XP_010419235.2
OG0014200	Cg007G277710	XP_019083411.1, XP_010428771.1, XP_010471872.1
OG0014201	Cg007G277590	XP_019082897.1, XP_010471861.1, XP_019085774.1
OG0014202	Cg007G277360	XP_010471830.1, XP_010428739.1, XP_019082684.1, XP_010431537.1, XP_010428738.1
OG0014203	Cg007G277220	XP_019083402.1, XP_010471810.1, XP_010470961.1, XP_010428721.1
OG0014204	Cg007G277000	XP_010428691.1, XP_010471784.1, XP_010416548.1
OG0014205	Cg008G297370, Cg007G276680	XP_010416519.1, XP_010471757.1, XP_010428659.1
OG0014206	Cg007G276660	XP_010471754.1, XP_010428657.1, XP_010416517.1
OG0014207	Cg007G276630	XP_010471751.2, XP_010428653.1, XP_010416511.1
OG0014208	Cg007G276460	XP_010428637.1, XP_010416496.1, XP_010471730.1
OG0014209	Cg007G276330	XP_010416480.1, XP_010471705.1, XP_010428615.1
OG0014210	Cg007G276120	XP_010471670.1
OG0014211	Cg007G275870	XP_010471640.1, XP_010416408.1, XP_019085012.1
OG0014212	Cg007G275860	XP_010474346.1, XP_010416406.1, XP_010428546.1
OG0014213	Cg007G275610	XP_010416375.1, XP_010428520.1, XP_010471616.1
OG0014214	Cg007G275570	XP_019093944.1, XP_010428515.1, XP_010416374.1
OG0014215	Cg007G275370	XP_010416349.1, XP_010428486.1, XP_010471588.1
OG0014216	Cg007G275270	XP_010471568.1, XP_010416336.1, XP_010428472.1
OG0014217	Cg007G275170	XP_019083370.1, XP_010471560.1, XP_010428460.1
OG0014218	Cg007G274920	XP_010428429.1, XP_010416301.1, XP_010471534.1
OG0014219	Cg007G274850	XP_010428426.1, XP_010471532.1
OG0014220	Cg007G274780	XP_010428416.2, XP_010416286.2, XP_019093039.1
OG0014221	Cg007G274700	XP_010428407.1, XP_010471511.1, XP_010416276.1
OG0014222	Cg007G274640	XP_010416265.1, XP_010471507.1
OG0014223	Cg007G274620	XP_010471503.1, XP_010428381.1, XP_010416245.1
OG0014224	Cg007G274460	XP_010428356.1, XP_010416228.1, XP_010471485.1
OG0014225	Cg007G274420	XP_010416225.1, XP_010428351.1
OG0014226	Cg007G274330	XP_010416214.1, XP_010471466.1, XP_010428334.1
OG0014227	Cg007G274300	XP_010471462.1, XP_010428326.1, XP_010416206.1
OG0014228	Cg007G274260, Cg003G086900	XP_010428322.1, XP_010416201.1, XP_010471457.1, XP_010471454.1
OG0014229	Cg007G274210	XP_010428314.1, XP_019094003.1, XP_010471445.1
OG0014230	Cg007G274140	XP_010428308.1, XP_010474321.1
OG0014231	Cg007G273880	XP_010416152.1, XP_010471405.1, XP_010428275.1
OG0014232	Cg007G273700	XP_010428235.1, XP_010471383.1, XP_010416120.1
OG0014233	Cg007G273620	XP_019083329.1, XP_010471373.1, XP_010428226.1
OG0014235	Cg007G273250	XP_010471312.1, XP_010416043.1, XP_010428176.1
OG0014236	Cg007G273150	XP_010428159.1, XP_010416025.1
OG0014237	Cg007G273120	XP_010471291.1, XP_010416018.1, XP_010428152.1
OG0014238	Cg006G228540	XP_019091785.1, XP_019099056.1, XP_010476893.1
OG0014239	Cg007G272950	XP_010428131.1, XP_010471274.1, XP_010415997.1
OG0014240	Cg007G272940	XP_010431495.1, XP_019093600.1, XP_010415996.1
OG0014241	Cg007G272870	XP_019093750.1, XP_019084976.1, XP_010415987.2
OG0014242	Cg007G272720	XP_010428097.1, XP_010415960.1, XP_010471251.1, XP_010414862.1
OG0014243	Cg007G279600	XP_010417505.1, XP_019093990.1, XP_010429756.1
OG0014244	Cg007G279680	XP_010472738.1, XP_010417517.1, XP_010429768.1
OG0014245	Cg007G279780	XP_010417523.1, XP_010429780.1, XP_010472747.1
OG0014246	Cg007G279850	XP_010417534.1, XP_010472752.1, XP_010429785.1
OG0014247	Cg007G279980	XP_010472786.1, XP_010417595.1, XP_010429813.1
OG0014248	Cg007G280010	XP_010429815.1, XP_019082728.1, XP_010472790.1
OG0014249	Cg007G280020	XP_010429818.1
OG0014250	Cg007G280090	XP_010472798.1, XP_019083543.1, XP_010429827.1
OG0014251	Cg007G280110	XP_010429831.1, XP_010429829.1, XP_010472801.1, XP_019083544.1
OG0014252	Cg007G280480	XP_010417655.1, XP_010472864.1, XP_010429894.1
OG0014253	Cg007G280850	XP_010429926.1, XP_010417680.1, XP_010472898.1
OG0014254	Cg007G281130	XP_010429961.1, XP_010417710.1, XP_010472936.1
OG0014255	Cg007G281150	XP_019082819.1, XP_010472941.1, XP_010429972.1
OG0014256	Cg007G281200	XP_010472948.1, XP_010429978.1
OG0014257	Cg007G281210	XP_010429980.1, XP_019093397.1
OG0014258	Cg007G281230	XP_010429985.1, XP_019093522.1, XP_010417728.1
OG0014259	Cg007G281530	XP_019083580.1, XP_010430024.1
OG0014260	Cg007G281600	XP_010473004.1, XP_010430035.1
OG0014261	Cg007G281640	XP_010430042.1, XP_019093399.1
OG0014262	Cg007G281670	XP_010417779.1, XP_010430047.1
OG0014263	Cg007G281770	XP_010473031.1, XP_010417795.1, XP_010430066.1
OG0014264	Cg007G281790	XP_010430064.1, XP_010473030.1
OG0014265	Cg004G128400	XP_010489794.2, XP_010465043.1, XP_010499317.1
OG0014266	Cg004G128690	XP_010418917.1, XP_010487022.1, XP_010465074.1
OG0014267	Cg004G129040	XP_010487069.1, XP_010500190.1, XP_010465139.2
OG0014268	Cg004G129790	XP_010465258.1, XP_010501368.1, XP_010487162.1
OG0014269	Cg004G129810	XP_010501387.1, XP_010465260.1, XP_010487164.1
OG0014270	Cg003G100060	XP_010445601.1, XP_010442873.1, XP_010482704.1
OG0014271	Cg004G130040	XP_010487191.1, XP_010465285.1
OG0014272	Cg004G130060	XP_010465286.1, XP_010501588.1, XP_010487192.1
OG0014273	Cg004G130200	XP_010487196.1, XP_010465291.1, XP_010501618.1
OG0014274	Cg004G130710	XP_019096907.1, XP_019101822.1
OG0014275	Cg004G131010	XP_010502248.1, XP_010465408.1, XP_010487301.1
OG0014276	Cg004G131040	XP_010465413.1, XP_010502303.1
OG0014277	Cg004G131070	XP_010502343.1, XP_010487308.1, XP_010465425.1
OG0014278	Cg004G131440	XP_010465464.1, XP_010502551.1, XP_010487333.1
OG0014279	Cg004G131580	XP_010465478.1, XP_010487349.1, XP_010502726.1
OG0014280	Cg004G131990	XP_010489847.1, XP_010503174.1, XP_010465529.1
OG0014281	Cg004G132030	XP_010503229.1, XP_010487391.1, XP_010465536.1
OG0014282	Cg004G132290	XP_010503583.1, XP_010465585.1, XP_010487435.1
OG0014283	Cg003G089060	XP_010455224.1, XP_010438713.1, XP_010421729.1
OG0014284	Cg004G132440	XP_010503728.1, XP_010465611.1, XP_010487451.1
OG0014285	Cg004G132460	XP_010503775.1, XP_010487454.1, XP_010465614.1
OG0014286	Cg004G132740	XP_010419320.1, XP_010504183.1, XP_010487491.1, XP_010465657.1
OG0014287	Cg004G132980	XP_010487516.1, XP_019102202.1, XP_010465680.1
OG0014288	Cg004G133270	XP_010465705.1, XP_010487548.1, XP_010504678.1
OG0014289	Cg004G133440	XP_010504855.1, XP_010465728.1, XP_010487569.1
OG0014290	Cg004G133640	XP_010465744.1, XP_010487593.1, XP_010505096.1
OG0014291	Cg004G133770	XP_010505190.1, XP_010487600.1, XP_010465755.1
OG0014292	Cg004G134150	XP_010505628.1, XP_010465813.1
OG0014293	Cg004G134190	XP_010505784.1, XP_010487658.1, XP_010465823.1, XP_010465858.1
OG0014294	Cg004G134380	XP_010487680.1, XP_010505979.1, XP_010465842.1
OG0014295	Cg004G134600	XP_010487718.1, XP_010506302.1
OG0014296	Cg004G134870	XP_019096199.1, XP_010487736.1, XP_019092535.1
OG0014297	Cg005G178860	XP_010510624.1, XP_010470082.1, XP_010414525.1
OG0014298	Cg004G135150	XP_010465951.1, XP_010506947.1, XP_019096214.1
OG0014299	Cg004G135370	XP_019096306.1, XP_019096717.1, XP_019092499.1
OG0014300	Cg004G135450	XP_010465991.1, XP_010487800.1, XP_010507135.1
OG0014301	Cg004G135600	XP_010487813.1, XP_010507254.1, XP_010466018.1
OG0014303	Cg004G135870	XP_010507506.1, XP_010487848.1, XP_010466052.1
OG0014304	Cg004G135890	XP_010487852.1, XP_019092703.1, XP_010507512.1
OG0014305	Cg004G135910	XP_010507521.1, XP_010487851.1, XP_010466054.1
OG0014306	Cg006G199830	XP_010461826.1, XP_010500528.1, XP_010481065.1
OG0014307	Cg004G136150	XP_010466090.1, XP_010507758.1, XP_010487889.1
OG0014308	Cg004G136170	XP_010487893.1, XP_010466094.1, XP_010507782.1
OG0014309	Cg006G199730	XP_010479419.1, XP_010461843.1, XP_010500545.1
OG0014310	Cg004G136560	XP_010508002.1, XP_010487919.1, XP_010466138.1
OG0014311	Cg004G136660	XP_010466149.1, XP_010508160.1, XP_010489956.1
OG0014312	Cg004G136680	XP_010466153.1, XP_010487943.1, XP_010508172.1
OG0014313	Cg004G137130	XP_019082628.1, XP_019097079.1
OG0014314	Cg004G137140	XP_010508744.1, XP_010466210.1
OG0014315	Cg004G137250	XP_010508850.1, XP_010488015.1, XP_010466224.1
OG0014316	Cg004G137370	XP_010466243.1, XP_010488026.1, XP_010508968.1
OG0014317	Cg004G137380	XP_010488031.1, XP_010509006.1, XP_010466247.1
OG0014319	Cg004G137680	XP_010488064.1, XP_010509333.1, XP_010466284.1
OG0014320	Cg004G137780	XP_010509400.1, XP_010488070.1, XP_010466291.1
OG0014321	Cg004G137810	XP_010466297.1, XP_010488074.1, XP_010509454.1
OG0014322	Cg004G137820	XP_010488075.1, XP_010466298.1, XP_010509465.2
OG0014323	Cg004G138540	XP_010466392.1, XP_010510289.1, XP_010488165.1
OG0014324	Cg004G138370	XP_010510157.1, XP_010488150.1, XP_010466377.1
OG0014325	Cg004G138350	XP_010488148.1, XP_010466374.1, XP_010510139.1
OG0014326	Cg004G138290	XP_010468342.1, XP_010488139.1, XP_010510070.1
OG0014327	Cg004G138280	XP_010488135.1, XP_019092872.1, XP_010510057.1
OG0014328	Cg004G138700	XP_010510472.1, XP_010488188.1, XP_010466421.1
OG0014329	Cg004G138900	XP_010488211.1, XP_010510760.1, XP_010466452.1
OG0014330	Cg004G139790	XP_010488290.1, XP_010511507.1, XP_010466545.1
OG0014331	Cg008G300460	XP_010420818.1, XP_010454284.1, XP_010495314.1
OG0014332	Cg004G140100	XP_010511815.1, XP_010466579.1
OG0014333	Cg004G140270	XP_010511985.1, XP_010488336.1, XP_010466596.1
OG0014334	Cg004G140880	XP_010512442.1, XP_010466676.1, XP_010488397.1
OG0014335	Cg004G141090	XP_010466702.1, XP_010512613.1, XP_010488428.1
OG0014336	Cg004G141120	XP_010466705.1, XP_010488434.1
OG0014337	Cg004G141300	XP_010466725.1, XP_010488447.1, XP_010512755.1
OG0014338	Cg001G028450	XP_010450136.1, XP_010435209.1, XP_010450119.1
OG0014339	Cg004G141780	XP_010466791.1, XP_010513260.1, XP_010488502.1
OG0014340	Cg004G142160	XP_010488537.1, XP_010513396.1
OG0014341	Cg004G142280	XP_010466845.1, XP_010513436.1, XP_010488540.1
OG0014342	Cg004G142290	XP_010488542.1, XP_010513471.1, XP_010466848.1
OG0014343	Cg004G142300	XP_010466849.1, XP_010488549.1, XP_010513483.1
OG0014344	Cg004G142610	XP_010466884.1, XP_010488572.1, XP_010513643.1
OG0014345	Cg004G142690	XP_010488587.1, XP_010466904.1, XP_010422383.1
OG0014346	Cg004G143080	XP_010466943.1, XP_010488632.1, XP_010514054.1
OG0014347	Cg004G143100	XP_010466944.1, XP_010514063.1, XP_010488634.1
OG0014348	Cg004G143210	XP_010466951.1, XP_010488640.1, XP_010514099.1
OG0014349	Cg004G144490	XP_010518644.1, XP_010488719.1, XP_010467031.1
OG0014350	Cg004G144470	XP_010518636.1, XP_010467028.1, XP_010488715.1
OG0014351	Cg004G144060	XP_010467017.1, XP_010488704.1, XP_010518560.1
OG0014352	Cg004G147890	XP_010467253.1, XP_010518464.1, XP_010488845.1
OG0014353	Cg004G154400	XP_010414122.1, XP_010489530.1, XP_010467640.1
OG0014354	Cg004G125270	XP_010467134.1, XP_019084453.1, XP_010488803.1
OG0014355	Cg004G146440	XP_010497415.1, XP_010497218.2, XP_010467125.1, XP_010412943.1, XP_010488796.1
OG0014356	Cg004G146220	XP_010412894.1, XP_010488791.1
OG0014357	Cg004G146210	XP_010467113.1, XP_010412875.1, XP_010488789.1
OG0014358	Cg004G145960	XP_010488784.1, XP_010467109.1, XP_010412805.1
OG0014359	Cg004G145930	XP_010488782.1, XP_010467107.1, XP_010412792.1
OG0014360	Cg004G145770	XP_010488778.1, XP_010467085.1, XP_010412737.1
OG0014361	Cg004G145090	XP_010467066.1, XP_010488758.1, XP_010412605.1
OG0014362	Cg004G147480	XP_010467169.1, XP_010496033.1, XP_010413726.1
OG0014363	Cg004G150290, Cg004G151180	XP_010517354.1, XP_010488968.1, XP_010467305.1
OG0014364	Cg004G147060	XP_010495945.1, XP_010488827.1, XP_010413838.1
OG0014365	Cg004G148110	XP_010488869.1, XP_019098750.1, XP_010467208.1
OG0014366	Cg004G148310	XP_010467220.1, XP_010518206.1, XP_010488878.2
OG0014367	Cg004G148370	XP_010517459.1, XP_010488875.1, XP_010467225.1
OG0014368	Cg004G148780	XP_010517614.1, XP_010496775.1
OG0014369	Cg004G148840	XP_010496763.1, XP_010488901.1, XP_010517639.1
OG0014370	Cg001G007010	XP_010437772.1, XP_010447249.1, XP_010432573.1
OG0014371	Cg004G149270	XP_010467261.1, XP_010517752.1, XP_010488917.1
OG0014372	Cg008G283630, Cg008G283620	XP_010423808.1, XP_010452146.1, XP_010490755.1
OG0014373	Cg004G150490, Cg004G149430	XP_010517991.1, XP_010467282.1, XP_010488940.1
OG0014374	Cg006G238130	XP_010458007.1, XP_010488210.1, XP_010475576.1
OG0014375	Cg004G151540, Cg001G030450	XP_010467329.1, XP_010489180.1, XP_010517173.1
OG0014376	Cg004G151630	XP_010467333.1, XP_010489183.1, XP_010517103.1
OG0014377	Cg004G151670	XP_019084141.1, XP_019092759.1, XP_019096641.1
OG0014378	Cg004G151290	XP_010423658.2, XP_010467367.1, XP_010489214.1
OG0014379	Cg006G207360	XP_010461379.1, XP_010500227.1, XP_010478974.2
OG0014380	Cg004G152600	XP_010489241.1, XP_010467401.1, XP_019083901.1
OG0014381	Cg006G210500	XP_010461266.1, XP_010478869.1, XP_010499985.1
OG0014382	Cg004G152880	XP_010489315.1, XP_010467451.1, XP_010515738.1
OG0014383	Cg004G153340	XP_010515116.1, XP_010489363.1, XP_010467508.1
OG0014384	Cg004G153640	XP_010514809.1, XP_010489387.1, XP_010467529.1
OG0014385	Cg004G153790	XP_010467562.1, XP_010514708.1, XP_010489397.1
OG0014386	Cg004G154600	XP_010467660.1, XP_010414296.1, XP_010489546.1
OG0014387	Cg004G154890	XP_010467701.1, XP_010414584.1, XP_010489580.1
OG0014388	Cg004G154900	XP_010489581.1, XP_010414595.1, XP_010467702.1
OG0014389	Cg004G155200	XP_010489611.1, XP_010414838.1, XP_010467730.1
OG0014390	Cg004G155220	XP_010414872.1, XP_010467733.1, XP_010489614.1
OG0014391	Cg004G155230	XP_010467734.1, XP_010414883.1, XP_019096183.1, XP_019096553.1
OG0014392	Cg004G155610	XP_010415238.1, XP_019096583.1, XP_010467876.1
OG0014394	Cg004G155950	XP_010416823.1, XP_010495930.1, XP_010489148.1
OG0014395	Cg004G156290	XP_019084877.1, XP_010489110.1, XP_010467947.1
OG0014396	Cg004G156360	XP_010467943.1, XP_010489105.1, XP_010416371.1
OG0014397	Cg004G156580	XP_010495916.1, XP_019092061.1, XP_010489077.1
OG0014398	Cg004G156880	XP_010467805.1, XP_010415612.1, XP_010489026.1
OG0014399	Cg004G156960	XP_019096501.1, XP_010490286.1, XP_010467795.1, XP_010489014.1
OG0014400	Cg004G157070	XP_010489007.1
OG0014401	Cg004G157190	XP_010488992.1, XP_010467767.1
OG0014402	Cg004G157160	XP_010488995.1, XP_010488997.1, XP_010467770.1
OG0014403	Cg006G194040	XP_019091862.1, XP_010501257.1, XP_010480191.1
OG0014404	Cg006G194080	XP_010480183.1, XP_019091730.1, XP_010501259.1
OG0014405	Cg006G194510	XP_010480138.1, XP_019099546.1, XP_010462445.1
OG0014406	Cg006G194520	XP_010462441.1, XP_010501198.1, XP_010480128.1
OG0014407	Cg006G194810	XP_010501158.1, XP_010462396.1, XP_010480082.1
OG0014408	Cg006G194850	XP_010480073.1, XP_010501154.1, XP_019091661.1
OG0014409	Cg006G194880	XP_010481187.1, XP_010501148.1, XP_010463485.1
OG0014410	Cg008G325320	XP_010481277.1, XP_010495012.1, XP_010441408.1
OG0014411	Cg006G195000, Cg002G063390	XP_010480049.1, XP_010501134.1, XP_010462369.1
OG0014412	Cg006G195810	XP_010501038.1, XP_010479955.1, XP_010462285.1
OG0014413	Cg006G195860	XP_010501030.2, XP_010462279.1, XP_010479949.1
OG0014414	Cg006G196030	XP_010479932.1, XP_010501014.1, XP_010462258.1
OG0014415	Cg006G196390	XP_010462205.1, XP_010479882.2, XP_010500964.1
OG0014417	Cg006G196890	XP_010500906.1, XP_010462134.1, XP_010479810.1
OG0014418	Cg006G197010	XP_010500887.1, XP_010462122.1, XP_010479791.1
OG0014419	Cg006G197290	XP_010463422.1, XP_010500853.1, XP_010479760.1
OG0014420	Cg006G197300	XP_010479758.1, XP_010462087.1, XP_010500850.1
OG0014421	Cg006G197310	XP_010462089.1, XP_010481145.1, XP_019099502.1
OG0014422	Cg006G197410	XP_010500832.1, XP_010462071.1, XP_010479741.1
OG0014423	Cg006G197540	XP_010462054.1, XP_010500809.1, XP_010479715.1
OG0014424	Cg006G197990	XP_010479684.1, XP_010462022.1, XP_019099483.1
OG0014425	Cg006G198040	XP_010500756.1, XP_010462010.1, XP_010479671.1
OG0014426	Cg006G198220	XP_010479638.1, XP_010461987.1, XP_010500730.1
OG0014427	Cg006G198890	XP_010479550.1, XP_019091147.1, XP_010500663.1
OG0014428	Cg006G198690	XP_010479563.1, XP_010461942.1, XP_010500677.1, XP_019096451.1
OG0014429	Cg006G198410	XP_010461959.1, XP_010500709.1, XP_010479605.1
OG0014430	Cg007G268060	XP_010415409.1, XP_019093678.1, XP_010511777.1
OG0014431	Cg006G199190	XP_010500634.1
OG0014432	Cg006G199220	XP_010479514.1, XP_010461901.1, XP_010500624.1
OG0014433	Cg006G199350	XP_010500614.1, XP_019091535.1, XP_010479503.1
OG0014434	Cg003G083010, Cg006G199530	XP_010479474.1, XP_010501933.1
OG0014435	Cg006G199560	XP_010500571.1, XP_010461867.1, XP_010479465.1
OG0014436	Cg006G199800	XP_010479431.1, XP_010500532.1, XP_010461834.1
OG0014437	Cg006G199900	XP_010479443.1, XP_010461815.1, XP_010500517.1
OG0014438	Cg006G200060	XP_010461798.1, XP_010500501.1, XP_010479392.1
OG0014439	Cg004G135750	XP_019092040.1, XP_019096240.1, XP_019101907.1
OG0014440	Cg006G200230	XP_010479375.1, XP_019090759.1, XP_010500482.1
OG0014441	Cg006G200260	XP_010479370.1, XP_010461773.1, XP_010500479.1
OG0014442	Cg006G200520	XP_019091540.1, XP_010500455.1, XP_010479338.1
OG0014443	Cg006G200580	XP_010479332.1, XP_010500445.1, XP_010461712.1
OG0014444	Cg006G200750	XP_010500431.1, XP_010461732.1, XP_010479316.1
OG0014445	Cg006G200470	XP_010500463.1, XP_010479349.1
OG0014446	Cg006G201350	XP_010461674.1, XP_010500388.1
OG0014447	Cg006G201520	XP_019094761.1, XP_010461650.1, XP_010500359.1
OG0014448	Cg006G201610	XP_010479247.1, XP_010500349.1
OG0014449	Cg001G024980	XP_010434858.1, XP_010440186.1, XP_010449818.1
OG0014450	Cg001G025130	XP_010440202.1, XP_010434880.1
OG0014451	Cg002G052310	XP_010427092.1, XP_010515941.1, XP_010504214.1
OG0014452	Cg001G025170	XP_010434884.1, XP_010449849.1
OG0014453	Cg001G025320	XP_010440226.1, XP_010434900.1, XP_010449868.1
OG0014454	Cg001G025420	XP_010434909.1, XP_010440235.1, XP_010449879.1
OG0014455	Cg001G025510	XP_010451486.1, XP_019086937.1, XP_010445371.1
OG0014456	Cg005G171910	XP_010504938.1, XP_010516621.1, XP_010509723.1
OG0014457	Cg005G171920	XP_010516619.1, XP_010504936.1, XP_010509725.1
OG0014459	Cg002G054900	XP_019085347.1, XP_010515634.1, XP_010503903.1
OG0014460	Cg002G054840	XP_010426793.1, XP_010515644.1, XP_010503913.1
OG0014461	Cg002G067880	XP_019099834.1, XP_010514643.1, XP_010425730.1, XP_010502954.1
OG0014462	Cg002G054570	XP_010503952.1, XP_010426832.1, XP_010515676.1
OG0014463	Cg002G054560	XP_010515675.1, XP_010503953.1, XP_010426830.1
OG0014464	Cg002G054550	XP_010515677.1, XP_010426829.1, XP_010503954.1
OG0014465	Cg002G054490	XP_010426841.1, XP_010503967.1, XP_010515688.1
OG0014466	Cg002G054370	XP_010426859.2, XP_010515709.2, XP_010503986.1
OG0014467	Cg002G054210	XP_010515720.1, XP_010503998.1, XP_010426870.1
OG0014468	Cg002G054110	XP_010426887.1, XP_010515736.1, XP_010504012.1
OG0014469	Cg002G054060	XP_010426890.1, XP_010504016.1, XP_010515744.1
OG0014470	Cg007G268010	XP_010415413.1, XP_010511786.1, XP_019100949.1
OG0014471	Cg002G053260	XP_019102332.1, XP_010504096.1, XP_010426976.1
OG0014472	Cg002G053150	XP_010515831.1, XP_010426981.1, XP_010504103.1
OG0014473	Cg002G052680	XP_010427047.1, XP_010515893.1
OG0014474	Cg002G052490	XP_010427076.1, XP_010504200.1, XP_010515923.1
OG0014475	Cg002G054970	XP_010515626.1, XP_019084841.1, XP_010503895.1
OG0014476	Cg008G295080	XP_010492305.1, XP_010420137.1, XP_010453617.1
OG0014477	Cg002G055060	XP_010515609.1, XP_010503878.1, XP_010426751.1
OG0014478	Cg002G055080	XP_010503873.1, XP_010426753.1, XP_019099711.1, XP_010515608.1
OG0014479	Cg002G055270	XP_010515585.1, XP_010503853.1, XP_010426731.1
OG0014480	Cg002G052120	XP_010504248.2, XP_010515971.1, XP_010427144.1
OG0014481	Cg002G052070	XP_010515983.1, XP_010504259.1, XP_010427157.1
OG0014482	Cg002G051690	XP_010504312.1, XP_019084878.1, XP_010516027.1
OG0014483	Cg002G051350	XP_010516070.1, XP_010504359.1, XP_010427272.1
OG0014484	Cg002G051250	XP_010516090.1, XP_010504376.1, XP_019084886.1
OG0014485	Cg002G051230	XP_010504377.1, XP_010516091.1, XP_010427291.1
OG0014486	Cg002G051170	XP_010507457.1, XP_010427302.1, XP_010516102.1
OG0014487	Cg002G050900	XP_010516132.1, XP_010504410.1, XP_010427328.1
OG0014488	Cg002G050150	XP_010516222.1, XP_010504504.1, XP_010427434.1
OG0014489	Cg002G050110	XP_010427440.1, XP_019102381.1, XP_010504517.1
OG0014490	Cg005G165550	XP_010517485.1, XP_010505794.1, XP_010508840.1
OG0014491	Cg002G049840	XP_010516262.1, XP_010504558.1, XP_010427478.1
OG0014492	Cg002G049580	XP_010427509.1, XP_010516276.1, XP_010504579.1
OG0014493	Cg002G049530	XP_010427516.1, XP_010504585.1, XP_010516280.1
OG0014494	Cg002G049500	XP_010504587.1, XP_010516283.1, XP_010427520.1
OG0014495	Cg002G049090	XP_010504641.1, XP_010516328.1, XP_010427585.1
OG0014496	Cg002G048400	XP_010427683.1, XP_010504730.1, XP_010516429.1
OG0014497	Cg002G048200	XP_010504755.1, XP_019085607.1, XP_010516456.1
OG0014498	Cg002G048140	XP_010516464.1, XP_010504768.1, XP_010427724.1
OG0014499	Cg002G047860	XP_010431459.1, XP_010412852.1, XP_010504803.1
OG0014500	Cg002G047730	XP_010427765.1, XP_010516510.1, XP_010504817.1
OG0014501	Cg002G047350	XP_010413745.1, XP_010512143.1, XP_010469364.1
OG0014502	Cg002G047330	XP_010512144.1
OG0014503	Cg002G047320	XP_019101668.1, XP_010418642.2, XP_010469362.1
OG0014504	Cg002G047100	XP_010413700.1, XP_010469351.1, XP_010512195.1
OG0014505	Cg002G047080	XP_010413697.1, XP_010512198.1, XP_010469354.1
OG0014506	Cg002G046710	XP_010512281.1, XP_010413624.1, XP_010413625.1, XP_010469260.1
OG0014507	Cg002G046670	XP_010512283.1, XP_010413621.1, XP_010469258.1
OG0014508	Cg002G046530	XP_010473824.2, XP_010512311.1, XP_010413605.1
OG0014509	Cg002G046310	XP_010469199.1, XP_010413574.2, XP_010512342.1
OG0014510	Cg002G046210	XP_019082908.1, XP_010469193.1, XP_010512362.1
OG0014511	Cg002G049610	XP_010427504.1, XP_010516274.1, XP_010504575.1
OG0014512	Cg002G045970	XP_010512393.1, XP_010413537.1, XP_010469160.1
OG0014513	Cg002G045920	XP_010413529.1, XP_010469154.1, XP_010512402.1
OG0014514	Cg002G045760	XP_010469138.1, XP_010512418.1
OG0014515	Cg002G045650	XP_010413495.1, XP_010512438.1, XP_010469123.1
OG0014516	Cg002G045200	XP_010413554.1, XP_010512503.1, XP_019094015.1
OG0014517	Cg002G045050	XP_010469109.1, XP_010413364.1, XP_010512533.1
OG0014518	Cg002G044880	XP_010413344.1, XP_010512554.1, XP_010469023.1
OG0014519	Cg002G044710	XP_010469006.1, XP_010413331.1, XP_010413330.1, XP_010512569.1
OG0014520	Cg002G044650	XP_010468997.1, XP_019101740.1, XP_019093192.1
OG0014521	Cg002G044640	XP_010413322.1, XP_010512579.1, XP_010468996.1
OG0014522	Cg002G044630	XP_010413319.1, XP_010512582.1
OG0014523	Cg002G044480	XP_010413303.1, XP_010512600.1, XP_010468981.1
OG0014524	Cg002G044160	XP_010468952.1, XP_019082771.1, XP_019101752.1
OG0014525	Cg002G043830	XP_010512685.1, XP_010512684.1, XP_010468909.1, XP_010413223.1
OG0014526	Cg002G043570	XP_010512721.1, XP_010512720.1, XP_010413195.1, XP_010468882.1
OG0014527	Cg002G043560	XP_010468881.1, XP_010413192.1, XP_010512723.1
OG0014528	Cg002G043430	XP_010468866.1, XP_010413169.1, XP_010512738.1
OG0014530	Cg002G043300	XP_010512760.1, XP_010468849.1, XP_010413150.1
OG0014531	Cg002G043220	XP_010512777.1, XP_010413135.1, XP_010468842.1
OG0014532	Cg002G043210	XP_010468837.1, XP_010413133.1, XP_010512778.1
OG0014533	Cg002G043170	XP_010512785.2, XP_010413123.1
OG0014534	Cg006G197090	XP_010500880.1, XP_010479783.1, XP_010462115.1
OG0014536	Cg002G062040	XP_010425965.1, XP_010514875.1
