Orthogroup	Cardamine_glauca	Brassica_rapa
OG0015952	Cg008G312600	XP_009151632.1
OG0015953	Cg008G312290	XP_009151641.1
OG0015954	Cg008G297110	XP_033137397.1
OG0015955	Cg008G287680	XP_009130968.1
OG0015956	Cg008G287720	XP_009125668.1
OG0015957	Cg008G293970	XP_009131364.1
OG0015958	Cg008G293960	XP_009121722.2
OG0015959	Cg008G287610	XP_033137851.1
OG0015961	Cg008G313620	XP_009151603.1
OG0015962	Cg006G204560	XP_009123059.1
OG0015963	Cg008G313350	XP_009151608.1
OG0015964	Cg008G287180	XP_018510715.1
OG0015966	Cg008G286940	XP_009125633.1
OG0015967	Cg008G286890	XP_009122214.1
OG0015968	Cg008G286760	XP_009122201.2
OG0015969	Cg008G286740	XP_009122198.1
OG0015970	Cg008G286720	XP_009122197.1
OG0015971	Cg008G286610	XP_033137777.1
OG0015972	Cg008G286590	XP_009122177.1
OG0015973	Cg008G286540	XP_009130896.1
OG0015974	Cg008G286490	XP_009122169.1
OG0015975	Cg008G286470	XP_009122167.1
OG0015976	Cg008G286210	XP_009122146.1
OG0015977	Cg004G131290	XP_009135427.1
OG0015978	Cg008G286080	XP_009122133.1
OG0015979	Cg008G286010	XP_009122125.1
OG0015980	Cg008G285950	XP_009130861.1
OG0015981	Cg008G285750	XP_009122554.1
OG0015982	Cg006G228900	XP_009117727.1
OG0015983	Cg008G285470	XP_009122580.1
OG0015984	Cg008G285350	XP_009130828.1
OG0015985	Cg008G285250	XP_009130823.1
OG0015986	Cg008G305790	XP_009151119.1
OG0015987	Cg008G305770	XP_009151116.3
OG0015988	Cg008G305730	XP_009151115.1
OG0015989	Cg008G305610	XP_009129938.3
OG0015990	Cg008G304920	XP_009151052.1
OG0015992	Cg008G304570	XP_009151019.1
OG0015993	Cg008G304520	XP_009151014.1
OG0015994	Cg008G304470	XP_009151007.1
OG0015995	Cg008G304400	XP_009130002.1
OG0015996	Cg008G304030	XP_009150956.2
OG0015997	Cg008G304060	XP_009150960.1
OG0015998	Cg008G304190	XP_009111635.1
OG0015999	Cg008G304200	XP_009130062.1
OG0016000	Cg008G303790	XP_009130087.2, XP_018515015.1
OG0016001	Cg008G303730	XP_009141903.1
OG0016002	Cg008G303530	XP_009150911.1
OG0016003	Cg008G303490	XP_009150906.1
OG0016004	Cg008G303410	XP_009141697.1
OG0016005	Cg004G143650	XP_009142758.1
OG0016006	Cg008G303230	XP_009150879.1
OG0016007	Cg008G303170	XP_009150876.1
OG0016008	Cg008G302850	XP_009136388.1
OG0016009	Cg008G302780	XP_009136394.1
OG0016010	Cg003G108640	XP_009136419.1
OG0016011	Cg003G108660	XP_009136420.1
OG0016012	Cg002G071790	XP_009136421.1
OG0016013	Cg003G108850	XP_033140352.1
OG0016014	Cg003G109090	XP_009136464.1
OG0016015	Cg003G109110	XP_009111989.1
OG0016016	Cg003G109310	XP_009136495.1
OG0016017	Cg003G109400	XP_009111999.1
OG0016018	Cg003G109830	XP_009151325.1
OG0016019	Cg003G109870	XP_009151328.1
OG0016020	Cg003G110020	XP_009151338.2
OG0016021	Cg003G110120	XP_033130064.1
OG0016022	Cg003G110130	XP_009151351.1
OG0016023	Cg003G110350	XP_009151378.1
OG0016024	Cg003G110410	XP_009151383.1
OG0016025	Cg003G110530	XP_009151398.1
OG0016026	Cg003G110730	XP_009112043.1, XP_009151411.1
OG0016027	Cg003G110820	XP_009112049.1
OG0016028	Cg003G110900	XP_009112057.2
OG0016029	Cg003G106360	XP_009126740.1
OG0016030	Cg003G106200	XP_009120376.1
OG0016031	Cg003G106130	XP_009120366.2
OG0016032	Cg003G106120	XP_033137702.1
OG0016033	Cg003G106060	XP_009120357.3
OG0016034	Cg003G106020	XP_009120353.1
OG0016035	Cg003G105820	XP_009120333.2
OG0016036	Cg003G105800	XP_009126770.1
OG0016037	Cg002G055520	XP_009115811.1
OG0016038	Cg002G055590	XP_009115801.1
OG0016039	Cg002G055760	XP_009136582.1
OG0016040	Cg002G056090	XP_009136559.1
OG0016041	Cg002G056400	XP_033138195.1
OG0016042	Cg002G056440	XP_009101821.1
OG0016043	Cg002G056480	XP_009115708.1
OG0016044	Cg002G056680	XP_033136968.1
OG0016045	Cg002G056780	XP_033143939.1
OG0016046	Cg002G056870	XP_009136530.1
OG0016047	Cg002G057140	XP_009149707.1
OG0016048	Cg002G057220	XP_018508045.2
OG0016049	Cg002G057270	XP_033128087.1
OG0016050	Cg008G304210	XP_009150977.1
OG0016051	Cg002G057580	XP_009150152.1
OG0016052	Cg002G057830	XP_009149769.1
OG0016053	Cg002G057920	XP_009149776.1
OG0016054	Cg002G057930	XP_009149777.1
OG0016055	Cg006G216540	XP_009115205.1
OG0016056	Cg002G058510	XP_009149817.2
OG0016057	Cg002G058540	XP_009149821.1
OG0016058	Cg002G058570	XP_009149826.1
OG0016059	Cg002G058650, Cg002G058630	XP_009150198.2
OG0016060	Cg002G058730	XP_009149832.1
OG0016061	Cg002G058780	XP_033128346.1
OG0016062	Cg003G110830	XP_009150364.1
OG0016063	Cg002G058870	XP_009150209.1
OG0016065	Cg002G058990	XP_009149851.2
OG0016066	Cg002G059080	XP_009149861.1
OG0016067	Cg002G059140	XP_009149865.1
OG0016068	Cg002G059230	XP_009149871.1
OG0016069	Cg002G059350	XP_009149881.2
OG0016070	Cg002G059420	XP_009149892.1
OG0016071	Cg002G059430	XP_009149893.2
OG0016072	Cg002G059630	XP_009149908.1
OG0016073	Cg002G059670	XP_009149914.1
OG0016074	Cg002G059680	XP_009149913.1
OG0016075	Cg002G059690	XP_009149915.1
OG0016076	Cg002G059740	XP_009150639.1, XP_009149919.1
OG0016077	Cg002G060060	XP_009149947.1
OG0016078	Cg002G060200	XP_009149958.2
OG0016079	Cg002G060260	XP_009150492.1
OG0016080	Cg002G060700	XP_009150363.2
OG0016081	Cg002G061490	XP_009150061.1
OG0016082	Cg002G062030	XP_009150076.2
OG0016083	Cg002G062090	XP_009150083.1
OG0016084	Cg002G063570	XP_009150297.1
OG0016085	Cg002G064580	XP_009150287.1
OG0016086	Cg002G064660	XP_009150289.1
OG0016087	Cg002G064820	XP_009150293.1
OG0016088	Cg002G064850	XP_009121456.1
OG0016089	Cg002G072660	XP_009129587.1
OG0016090	Cg002G066290	XP_009147277.1
OG0016091	Cg006G243780	XP_009111194.1, XP_018511021.2
OG0016092	Cg007G268300	XP_009105055.1
OG0016093	Cg007G267410	XP_009105115.1
OG0016094	Cg007G268080	XP_033139582.1
OG0016095	Cg007G268330	XP_009105368.1
OG0016096	Cg007G267880	XP_009105082.1
OG0016097	Cg007G268840	XP_009105416.1
OG0016098	Cg007G269060	XP_033130230.1
OG0016099	Cg004G128240	XP_009135235.1
OG0016100	Cg007G268920	XP_009127662.1
OG0016101	Cg007G269160	XP_009127678.1
OG0016102	Cg007G269220	XP_009105448.1
OG0016103	Cg007G269230	XP_009105446.2
OG0016104	Cg007G269300	XP_009105452.1
OG0016105	Cg007G269310	XP_009127696.2
OG0016106	Cg007G269750	XP_009105465.1
OG0016107	Cg007G269560	XP_009105482.1
OG0016108	Cg007G269550	XP_009105481.2
OG0016109	Cg007G269850	XP_009105495.1
OG0016110	Cg007G269860	XP_033130269.1
OG0016111	Cg007G269980	XP_009127748.1
OG0016112	Cg007G270280	XP_009105658.1
OG0016113	Cg007G270410	XP_009105676.1
OG0016114	Cg007G270490	XP_009105680.1
OG0016115	Cg007G270610	XP_033130237.1
OG0016116	Cg007G270670	XP_009104964.1
OG0016117	Cg008G305850	XP_009130042.1
OG0016118	Cg007G271080	XP_018508240.1
OG0016119	Cg007G271110	XP_009105735.1
OG0016120	Cg007G271270	XP_009105749.1
OG0016121	Cg007G271370	XP_009105757.1
OG0016122	Cg007G271620	XP_009127845.1
OG0016123	Cg007G271640	XP_033141925.1
OG0016124	Cg007G271760	XP_009105792.1
OG0016125	Cg007G271790	XP_033130266.1
OG0016126	Cg007G271830	XP_009105805.1
OG0016127	Cg007G271920	XP_009105811.1
OG0016128	Cg007G271990	XP_009105817.1
OG0016129	Cg007G272030	XP_009105824.1
OG0016130	Cg007G272070	XP_018512472.1
OG0016131	Cg007G272080	XP_009105827.1
OG0016132	Cg007G272110	XP_009105830.1
OG0016133	Cg007G272120	XP_009105832.1
OG0016134	Cg007G272160	XP_009105837.1
OG0016135	Cg007G272180	XP_009105839.1
OG0016136	Cg007G272490	XP_009127895.1
OG0016137	Cg007G278760	XP_009128281.1
OG0016138	Cg007G278650	XP_009106448.3
OG0016139	Cg007G278620	XP_009106442.1
OG0016140	Cg007G278550	XP_009106433.1
OG0016141	Cg007G278290	XP_009104610.1
OG0016142	Cg007G278260	XP_009128240.1
OG0016143	Cg007G278090	XP_009128229.1
OG0016144	Cg007G278020	XP_009106399.1
OG0016145	Cg007G277890	XP_009107680.1
OG0016146	Cg007G277550	XP_009104648.2
OG0016147	Cg007G277410, Cg007G277420	XP_009104659.1, XP_009106342.1
OG0016148	Cg007G277340	XP_009106340.1
OG0016149	Cg007G277260	XP_009106327.1
OG0016150	Cg007G277210	XP_009106324.1
OG0016151	Cg004G144910	XP_009136162.1
OG0016152	Cg007G277140	XP_009106316.1
OG0016153	Cg007G277120	XP_009106313.1
OG0016154	Cg007G277060	XP_009106299.1
OG0016155	Cg007G277050	XP_009106300.1
OG0016156	Cg007G276880	XP_009106279.2
OG0016157	Cg007G276860	XP_033131189.1
OG0016158	Cg007G276760	XP_009106270.1
OG0016159	Cg007G276710	XP_009106262.1
OG0016160	Cg007G276440	XP_009106241.2
OG0016161	Cg007G276210	XP_009128118.1
OG0016162	Cg007G276190	XP_009106214.1
OG0016163	Cg007G276130	XP_009106207.1
OG0016164	Cg006G203490	XP_009107445.1
OG0016165	Cg007G276010	XP_009106198.1
OG0016166	Cg007G275990	XP_033131088.1
OG0016167	Cg007G275950	XP_009106192.1
OG0016168	Cg007G275750	XP_009106183.1
OG0016169	Cg007G275560	XP_009106167.1
OG0016170	Cg007G275470	XP_018508884.1
OG0016171	Cg007G275390	XP_009104738.1
OG0016172	Cg007G275350	XP_009106143.1
OG0016173	Cg007G275260	XP_009104745.1
OG0016174	Cg007G275160	XP_033132063.1
OG0016175	Cg007G275110	XP_009128054.1
OG0016176	Cg007G275100	XP_009128053.1
OG0016177	Cg007G275040	XP_009106124.2, XP_033141169.1
OG0016178	Cg007G275000	XP_033130648.1
OG0016179	Cg007G274770	XP_009106092.1
OG0016180	Cg007G274760	XP_009106090.1
OG0016181	Cg007G274710	XP_009128038.2
OG0016182	Cg007G274510	XP_009106060.1
OG0016183	Cg007G274430	XP_033131347.1
OG0016185	Cg007G274060	XP_009104802.1
OG0016186	Cg007G273820	XP_009127988.2
OG0016187	Cg007G273780	XP_009105997.1
OG0016188	Cg007G273760	XP_009104822.1
OG0016189	Cg007G273600	XP_018512332.1
OG0016190	Cg007G273580	XP_009127972.1
OG0016191	Cg007G273550	XP_009105962.1
OG0016192	Cg007G273530	XP_009127968.1
OG0016193	Cg007G273500	XP_009105961.1
OG0016194	Cg007G273430	XP_009104834.1
OG0016195	Cg007G273160	XP_009105931.1
OG0016196	Cg007G273010	XP_009127939.1
OG0016197	Cg007G272980	XP_009105911.1
OG0016198	Cg007G272960	XP_009105907.1
OG0016199	Cg007G279460	XP_009128311.1
OG0016200	Cg007G279570	XP_009106606.1
OG0016201	Cg007G279580	XP_009104561.1
OG0016202	Cg007G279610	XP_009106609.1
OG0016203	Cg007G279660	XP_009106613.2
OG0016205	Cg007G280210	XP_009104519.1
OG0016206	Cg007G280360	XP_009106697.1
OG0016207	Cg007G280470	XP_009128384.1
OG0016208	Cg007G281330	XP_009128446.1
OG0016209	Cg007G281340	XP_009104448.1
OG0016210	Cg007G281440	XP_009104446.1
OG0016211	Cg007G281460	XP_009104444.1
OG0016212	Cg007G281510	XP_009106773.1
OG0016213	Cg007G281660	XP_009106777.1
OG0016214	Cg007G281750	XP_033132011.1
OG0016215	Cg007G281800	XP_033132013.1
OG0016216	Cg007G281810	XP_018513675.1
OG0016217	Cg007G281820	XP_009104426.1
OG0016218	Cg004G128530	XP_033148172.1
OG0016219	Cg004G128700	XP_009124690.1
OG0016220	Cg004G128910	XP_009146551.1
OG0016221	Cg004G128960	XP_033137369.1
OG0016222	Cg004G129410	XP_009146479.1
OG0016223	Cg004G147300, Cg004G129550	XP_009102365.1
OG0016224	Cg004G129570	XP_009117559.1
OG0016225	Cg004G129670	XP_009146453.2
OG0016226	Cg004G129970	XP_009117242.1
OG0016227	Cg004G130290	XP_009117127.1
OG0016228	Cg004G130870	XP_009116648.1
OG0016229	Cg004G130990	XP_009135402.1
OG0016230	Cg004G131220	XP_009146289.1
OG0016231	Cg004G131770	XP_009146246.1
OG0016233	Cg004G132110	XP_033136720.1
OG0016234	Cg004G132280	XP_009115175.1
OG0016235	Cg004G132310	XP_009146190.2
OG0016236	Cg004G132570	XP_009146161.1
OG0016237	Cg004G132640	XP_009146156.1
OG0016238	Cg004G132650	XP_009146155.1
OG0016239	Cg004G132660	XP_009146154.1
OG0016240	Cg004G132690	XP_009146150.1
OG0016242	Cg004G132990	XP_009146076.1
OG0016243	Cg004G133210	XP_009114517.2
OG0016244	Cg004G133360	XP_009114229.1
OG0016245	Cg004G133370	XP_009146050.1
OG0016246	Cg004G133410	XP_009146049.1
OG0016247	Cg004G133450	XP_009114264.1
OG0016248	Cg004G133480	XP_033134172.1
OG0016249	Cg004G133660	XP_009114428.1
OG0016250	Cg004G133900	XP_009135527.1
OG0016251	Cg004G133990	XP_009113988.2
OG0016252	Cg004G134020	XP_009135531.1
OG0016253	Cg004G134110	XP_009146005.1
OG0016254	Cg004G134450	XP_009145963.1
OG0016255	Cg004G134500	XP_009145957.1
OG0016257	Cg004G134620	XP_009145937.1
OG0016258	Cg004G134680	XP_009145935.1
OG0016259	Cg004G135030	XP_009145901.2
OG0016260	Cg004G135180	XP_009135581.1
OG0016261	Cg004G135330	XP_009145869.1
OG0016262	Cg004G135560	XP_009145851.1
OG0016264	Cg004G135780	XP_009135613.1
OG0016265	Cg004G135860	XP_009145821.1
OG0016266	Cg004G136370	XP_009135643.1, XP_009111657.1
OG0016267	Cg004G136390	XP_009135644.1
OG0016268	Cg004G136480	XP_009111593.1
OG0016269	Cg004G136570	XP_033147933.1
OG0016270	Cg004G136590, Cg004G136580	XP_009145743.1
OG0016271	Cg004G136690	XP_009111428.1
OG0016272	Cg004G137360	XP_009123939.1
OG0016273	Cg007G248220	XP_009113100.2
OG0016274	Cg004G137590	XP_009110270.2
OG0016275	Cg004G137610	XP_009110258.1
OG0016276	Cg004G137690	XP_009145584.1
OG0016277	Cg004G142660	XP_009136086.1
OG0016278	Cg004G138610	XP_033136354.1
OG0016279	Cg004G138480	XP_009145478.1
OG0016280	Cg004G138390	XP_033129909.1
OG0016281	Cg004G139190	XP_009145437.1
OG0016282	Cg004G139430	XP_009145418.1
OG0016283	Cg004G139670	XP_009108852.1
OG0016284	Cg004G140530	XP_009102659.1
OG0016285	Cg004G140680	XP_009108096.1
OG0016286	Cg004G140950	XP_009135858.1
OG0016287	Cg004G141590	XP_033130359.1
OG0016288	Cg004G141770	XP_033137776.1
OG0016289	Cg004G141790	XP_009106072.1
OG0016290	Cg004G141820	XP_009102538.1
OG0016291	Cg004G142340	XP_009105869.1
OG0016292	Cg004G142470	XP_009102497.1
OG0016293	Cg004G142540	XP_009102492.1
OG0016294	Cg005G187790	XP_009140687.1
OG0016295	Cg004G142850	XP_033144205.1
OG0016296	Cg004G142790	XP_009102453.1
OG0016297	Cg004G142950	XP_033130154.1
OG0016298	Cg004G143370	XP_009102406.1
OG0016299	Cg004G143240	XP_009102413.1
OG0016300	Cg004G144530	XP_009136151.2
OG0016301	Cg004G144030	XP_033131267.1
OG0016302	Cg004G146780	XP_009136903.1
OG0016303	Cg003G099360	XP_009127224.1
OG0016304	Cg004G147930	XP_018513596.2
OG0016305	Cg004G146510	XP_009136186.1
OG0016306	Cg004G145700	XP_009136178.1
OG0016307	Cg004G147900	XP_009112238.1
OG0016308	Cg004G147040	XP_033130777.1
OG0016309	Cg004G148070	XP_018513457.2
OG0016310	Cg004G148170	XP_009136233.1
OG0016311	Cg004G148180	XP_009136234.1
OG0016312	Cg004G148200	XP_009136237.1
OG0016313	Cg004G148250	XP_009136239.1
OG0016314	Cg004G148260	XP_009112685.1
OG0016315	Cg004G148350	XP_009105117.1
OG0016316	Cg004G148380	XP_009136243.1
OG0016317	Cg004G148470	XP_009136245.1
OG0016318	Cg004G148750	XP_009123190.1
OG0016319	Cg001G033080	XP_009108063.1
OG0016320	Cg004G150530, Cg004G149600	XP_009102329.2
OG0016321	Cg004G150920, Cg004G149740	XP_009102330.1
OG0016322	Cg004G149860, Cg004G150840	XP_009123150.1
OG0016323	Cg004G150800, Cg004G149930	XP_009102333.1
OG0016324	Cg004G149940, Cg004G150790	XP_009123233.1
OG0016325	Cg004G151350	XP_009123241.1
OG0016326	Cg004G152240	XP_009136309.1
OG0016327	Cg004G152550	XP_009136320.1
OG0016328	Cg004G152700	XP_009112408.1
OG0016329	Cg004G152740	XP_009121187.1
OG0016330	Cg004G153000	XP_033129505.1
OG0016331	Cg004G153100	XP_009121146.1
OG0016332	Cg004G153710	XP_009112443.2
OG0016333	Cg004G154050	XP_009119420.1
OG0016334	Cg004G154070	XP_009102295.1
OG0016335	Cg004G154220	XP_009112467.1
OG0016336	Cg004G154720	XP_009150727.1
OG0016337	Cg004G154560	XP_009112488.1
OG0016338	Cg004G154500	XP_009102249.1
OG0016339	Cg004G154450	XP_009150740.1
OG0016340	Cg004G154360	XP_009102259.1
OG0016341	Cg004G155100	XP_018510677.1
OG0016342	Cg004G151560, Cg001G035660	XP_009112581.1
OG0016343	Cg004G155650	XP_009102178.1
OG0016344	Cg004G155690	XP_009102162.1
OG0016345	Cg004G156020	XP_009102144.1
OG0016346	Cg004G156190	XP_009102131.1
OG0016347	Cg004G156210	XP_009102128.1
OG0016348	Cg004G156330	XP_009102123.1
OG0016349	Cg004G156470	XP_033130577.1
OG0016350	Cg004G156480	XP_009123550.1
OG0016351	Cg004G156610	XP_018508311.1
OG0016353	Cg004G157140	XP_009101996.1
OG0016354	Cg004G157320	XP_009117464.1
OG0016355	Cg006G194400	XP_009106819.1
OG0016356	Cg006G194430	XP_009147468.2
OG0016357	Cg006G194500	XP_009147479.2
OG0016358	Cg006G194570	XP_009106829.1
OG0016359	Cg006G194690	XP_009147498.1
OG0016360	Cg006G194760	XP_009106863.2
OG0016361	Cg006G194920	XP_009147512.1
OG0016362	Cg006G195060	XP_009147523.2
OG0016363	Cg006G195140	XP_009147526.1
OG0016364	Cg004G129760	XP_033147818.1
OG0016365	Cg006G195430	XP_009106941.1
OG0016366	Cg004G130260	XP_009146406.1
OG0016367	Cg006G195790	XP_009123649.1
OG0016368	Cg006G195920	XP_009147587.1
OG0016369	Cg006G196400	XP_009106985.1
OG0016370	Cg006G196540	XP_009147621.2
OG0016371	Cg006G196700	XP_033128386.1
OG0016372	Cg006G196930	XP_009147663.1
OG0016373	Cg006G196940	XP_009147664.1
OG0016374	Cg006G196970	XP_009147668.1
OG0016375	Cg006G197140	XP_009147672.2
OG0016376	Cg006G197180	XP_009123822.1
OG0016377	Cg006G197280	XP_009144833.1
OG0016378	Cg006G197420	XP_009147692.2
OG0016379	Cg006G197440	XP_009107137.1
OG0016380	Cg006G197500	XP_009147703.1
OG0016381	Cg006G197520	XP_009147706.1
OG0016382	Cg006G197530	XP_009147707.1
OG0016383	Cg006G198850	XP_009107213.1
OG0016384	Cg006G198660	XP_009147785.1
OG0016385	Cg006G198650	XP_009147783.1
OG0016386	Cg006G198490	XP_009144915.1
OG0016387	Cg006G198380	XP_009107205.1
OG0016388	Cg006G198310	XP_009147765.2
OG0016389	Cg006G198300	XP_009147764.1
OG0016390	Cg006G199120	XP_033129067.1
OG0016391	Cg006G199160	XP_009144947.1
OG0016392	Cg006G199210	XP_009147824.1
OG0016393	Cg006G199570	XP_009107236.1
OG0016394	Cg006G199660	XP_009147861.1
OG0016395	Cg006G199690	XP_009147862.1
OG0016396	Cg006G199720	XP_033133260.1
OG0016397	Cg006G199770	XP_009107256.1
OG0016398	Cg006G200140	XP_009107296.1
OG0016399	Cg006G200170	XP_033132906.1
OG0016400	Cg006G200180	XP_009107300.1
OG0016401	Cg006G200190	XP_009107301.1
OG0016402	Cg006G200220	XP_009107302.1
OG0016403	Cg006G200360	XP_009147910.2
OG0016404	Cg006G201330	XP_009147961.1
OG0016405	Cg006G201430	XP_009145005.1
OG0016406	Cg006G201500	XP_009107361.1
OG0016407	Cg006G201580	XP_009145015.1
OG0016408	Cg006G201690	XP_009147990.1
OG0016409	Cg006G201760	XP_009147994.1
OG0016410	Cg006G201780	XP_009147998.1
OG0016411	Cg006G201800	XP_009107395.1
OG0016412	Cg006G201920	XP_033147967.1
OG0016413	Cg001G024960	XP_009146264.1
OG0016414	Cg001G025100	XP_009107886.2
OG0016415	Cg001G025250	XP_009136738.1
OG0016416	Cg001G025560	XP_009146719.1
OG0016418	Cg001G025590	XP_009136712.1
OG0016419	Cg005G171850	XP_009133001.1
OG0016420	Cg006G215890	XP_009115132.1
OG0016422	Cg002G054920	XP_009139494.1
OG0016423	Cg002G054800	XP_009115905.1
OG0016424	Cg002G054580	XP_033145326.1
OG0016425	Cg002G054500	XP_009136670.2
OG0016426	Cg002G054280	XP_033145742.1
OG0016427	Cg002G054150	XP_009115959.1
OG0016428	Cg002G054140	XP_009115960.1
OG0016429	Cg002G054120	XP_009139441.2
OG0016430	Cg002G053530	XP_009139433.1
OG0016431	Cg004G123620	XP_009147064.1
OG0016432	Cg006G228220	XP_009110388.1
OG0016433	Cg002G053180	XP_009139420.2
OG0016434	Cg002G052620	XP_009139281.1
OG0016435	Cg002G052610	XP_009103886.2
OG0016436	Cg002G055010	XP_009123757.1
OG0016437	Cg002G054950	XP_009139501.1
OG0016438	Cg002G055050	XP_009115881.1
OG0016439	Cg002G055100	XP_009148816.2
OG0016440	Cg002G055220	XP_009115849.1
OG0016441	Cg006G222380	XP_033134620.1
OG0016442	Cg002G055240	XP_009148853.1
OG0016443	Cg002G055230	XP_009148826.1
OG0016444	Cg002G052080	XP_009103922.1
OG0016445	Cg002G051940	XP_009116140.1
OG0016446	Cg002G051730	XP_009116163.1
OG0016447	Cg002G051680	XP_033135506.1
OG0016448	Cg002G051660	XP_033134605.1
OG0016449	Cg002G051190	XP_009139174.1
OG0016450	Cg002G051150	XP_009116229.2
OG0016451	Cg002G051080	XP_009116233.1
OG0016452	Cg002G050290	XP_009116297.2
OG0016453	Cg002G050190	XP_009116310.1
OG0016454	Cg002G050080	XP_009116321.1
OG0016455	Cg002G050050	XP_009116323.1
OG0016456	Cg002G049910	XP_033130659.1
OG0016457	Cg002G049640	XP_009139086.1
OG0016458	Cg002G049570	XP_009116375.1
OG0016459	Cg002G049390	XP_009116392.1
OG0016460	Cg002G049240	XP_009116408.1
OG0016461	Cg002G049120	XP_009104045.1
OG0016462	Cg002G048770	XP_009116456.1
OG0016463	Cg002G048730	XP_009116463.1
OG0016464	Cg002G048690	XP_033135972.1
OG0016465	Cg002G048520	XP_009104075.1
OG0016466	Cg002G048460	XP_009116482.1
OG0016468	Cg002G048300	XP_009138992.1
OG0016469	Cg002G051980	XP_009103927.1
OG0016470	Cg002G047890	XP_033136000.1
OG0016471	Cg002G047880	XP_009116526.1
OG0016472	Cg002G047810	XP_009116533.1
OG0016473	Cg002G047510	XP_009104174.1
OG0016474	Cg002G047110	XP_009147222.1
OG0016475	Cg002G046980	XP_009116616.1
OG0016476	Cg002G046810	XP_009138900.1
OG0016477	Cg004G144870	XP_009136159.1
OG0016478	Cg002G046650	XP_009116673.1
OG0016479	Cg002G046610	XP_009116675.1
OG0016480	Cg002G046440	XP_009104243.1
OG0016481	Cg002G046260	XP_009104259.1
OG0016482	Cg002G046090	XP_009104265.1
OG0016483	Cg002G045770	XP_009116766.1
OG0016484	Cg002G045590	XP_009116777.1
OG0016485	Cg002G045330	XP_018510462.1
OG0016486	Cg002G045240	XP_009116814.1
OG0016487	Cg002G045190	XP_033135857.1
OG0016488	Cg002G045080	XP_033136374.1
OG0016489	Cg002G044900	XP_009104346.1
OG0016490	Cg002G044790	XP_033137305.1
OG0016491	Cg002G044620	XP_009116872.1
OG0016492	Cg002G044410	XP_033136086.1
OG0016493	Cg002G044280	XP_009116907.1
OG0016494	Cg002G044270	XP_009104381.1
OG0016495	Cg002G043890	XP_009116944.1
OG0016496	Cg002G043930	XP_009138716.1
OG0016498	Cg002G043620	XP_009116976.1
OG0016499	Cg002G043590	XP_009116978.1
OG0016500	Cg002G043440	XP_009138652.1
OG0016501	Cg002G043420	XP_009138659.2
OG0016502	Cg002G043410	XP_009138662.1
OG0016503	Cg002G043400	XP_009138661.2
OG0016504	Cg002G043320	XP_009138664.1
OG0016505	Cg002G043290	XP_033134863.1
OG0016506	Cg002G043250	XP_009104963.2
OG0016507	Cg002G043230	XP_009138668.1
OG0016508	Cg002G043190	XP_009138674.1
OG0016509	Cg002G043180	XP_009133983.1
OG0016510	Cg006G194240	XP_033128176.1
OG0016511	Cg006G197320	XP_009144840.1
OG0016513	Cg001G025480	XP_009136716.1
OG0016515	Cg001G029990	XP_033148739.1
OG0016516	Cg002G055850	XP_009115773.1
OG0016517	Cg002G053620	XP_009148762.1
OG0016518	Cg002G052740	XP_009116077.1
OG0016519	Cg002G048510	XP_009139010.2
OG0016520	Cg002G048350	XP_033136022.1
OG0016521	Cg008G306470	XP_018508190.2
OG0016522	Cg002G046860	XP_009116637.1
OG0016523	Cg005G191620	XP_009117308.1
OG0016524	Cg002G046300	XP_009138844.1
OG0016525	Cg002G045610	XP_009104292.1
OG0016526	Cg002G044830	XP_009104353.2, XP_009116846.1
OG0016527	Cg001G024890	XP_033136686.1
OG0016528	Cg008G323120	XP_009140758.1
OG0016530	Cg008G325350	XP_009101388.1
OG0016531	Cg008G321370	XP_009101640.1
OG0016533	Cg005G171600	XP_033146320.1
OG0016535	Cg005G168070	XP_009143403.1
OG0016537	Cg005G185160	XP_009142567.1
OG0016539	Cg007G278070	XP_009128226.1
OG0016540	Cg001G033880	XP_009124256.1
OG0016541	Cg001G013170	XP_009143549.2
OG0016542	Cg001G007490	XP_009125389.1
OG0016543	Cg003G095400, Cg016G334210	XP_009134053.1
OG0016544	Cg001G006610, Cg001G006660	XP_033141886.1, XP_033141889.1, XP_033141898.1
OG0016545	Cg001G000140	XP_033129124.1
OG0016546	Cg006G244300	XP_009119671.1
OG0016547	Cg006G241880	XP_009119283.1, XP_009118634.1
OG0016548	Cg006G240340	XP_033138237.1
OG0016549	Cg006G238860	XP_009118974.1
OG0016550	Cg006G237160	XP_009118339.1
OG0016552	Cg006G235590	XP_009148371.1
OG0016553	Cg006G234720	XP_033128721.1
OG0016555	Cg006G233890	XP_009148624.2
OG0016557	Cg006G231180	XP_009110520.1
OG0016559	Cg006G228450	XP_009149202.1
OG0016560	Cg006G228160	XP_009110384.1, XP_009149236.1
OG0016561	Cg006G226250	XP_009149464.1
OG0016562	Cg006G225420	XP_009110222.1
OG0016563	Cg007G270540	XP_009105685.1
OG0016564	Cg007G268640	XP_009105393.1
OG0016565	Cg007G267770	XP_009105329.1
OG0016566	Cg007G248900	XP_033130431.1
OG0016568	Cg003G087460	XP_009101845.1
OG0016569	Cg004G141390	XP_009102584.1
OG0016570	Cg004G131540	XP_009146274.2
OG0016571	Cg004G127410	XP_009121272.1
OG0016572	Cg004G126560	XP_009146801.1, XP_033142274.1
OG0016573	Cg004G125470	XP_009146892.1
OG0016575	Cg004G122150	XP_009129649.1
OG0016576	Cg004G116970	XP_009117697.2
