Orthogroup	Cardamine_glauca	Raphanus_sativus
OG0013983	Cg006G244090	XP_018469938.1
OG0013984	Cg006G244200	XP_018432594.1, XP_018492201.1
OG0013985	Cg006G244380	XP_018490856.1
OG0013986	Cg006G244410	XP_018462599.1, XP_018481967.1
OG0013987	Cg006G244440	XP_018432947.1
OG0013988	Cg006G244460	XP_018485924.1
OG0013989	Cg006G244520	XP_018437812.1
OG0013990	Cg006G244810	XP_018485928.1
OG0013991	Cg006G244730	XP_018432751.1, XP_018436138.1
OG0013992	Cg006G244910	XP_018436364.1
OG0013993	Cg006G245110	XP_018487724.1
OG0013994	Cg006G245130	XP_018490812.1
OG0013995	Cg005G163950	XP_018462727.1
OG0013996	Cg006G245170	XP_018492673.1
OG0013997	Cg002G058920	XP_018460680.1, XP_018446943.1
OG0013998	Cg006G245450	XP_018479987.1
OG0013999	Cg008G294100	XP_018445375.1, XP_018445334.1
OG0014000	Cg008G294800	XP_018472976.1, XP_018472964.1
OG0014001	Cg008G299580	XP_018462327.1, XP_018446749.1
OG0014002	Cg008G294660	XP_018446551.1
OG0014003	Cg008G294630	XP_018473685.1, XP_018473686.1
OG0014004	Cg008G294250	XP_018446055.1
OG0014005	Cg008G294990	XP_018446059.1
OG0014006	Cg008G295780	XP_018475336.1
OG0014007	Cg008G295980	XP_018471552.1
OG0014008	Cg008G295990	XP_018474811.1, XP_018474687.1, XP_018460441.1
OG0014009	Cg008G296000	XP_018475289.1
OG0014010	Cg008G296050	XP_018442654.1
OG0014011	Cg008G296080	XP_018442178.1
OG0014012	Cg008G296210	XP_018472417.1, XP_018468798.1
OG0014013	Cg008G296220	XP_018476500.1
OG0014014	Cg008G296370	XP_018443929.1
OG0014015	Cg008G296470	XP_018467882.1
OG0014016	Cg008G296500	XP_018467874.1
OG0014017	Cg008G296770	XP_018446290.1
OG0014018	Cg008G296970	XP_018446808.1
OG0014019	Cg008G297040	XP_018445384.1
OG0014020	Cg008G297230	XP_018447016.1, XP_018446991.1, XP_018462892.1
OG0014021	Cg008G297450	XP_018458917.1, XP_018466986.1
OG0014022	Cg008G297530	XP_018443149.1, XP_018442455.1
OG0014023	Cg008G297700	XP_018458524.1
OG0014024	Cg008G297690	XP_018458521.1
OG0014025	Cg008G297900	XP_018472063.1, XP_018469430.1
OG0014026	Cg008G298480	XP_018442579.1
OG0014027	Cg007G277820	XP_018442632.1, XP_018446333.1
OG0014028	Cg008G298540	XP_018444474.1, XP_018444467.1
OG0014029	Cg008G298750	XP_018460355.1, XP_018468656.1
OG0014030	Cg008G298850	XP_018464808.1, XP_018466329.1, XP_018465384.1
OG0014031	Cg008G298920	XP_018445604.1
OG0014032	Cg008G299060	XP_018443965.1
OG0014033	Cg008G299320	XP_018462344.1, XP_018446989.1
OG0014034	Cg008G299620	XP_018442879.1
OG0014035	Cg008G299760	XP_018472356.1, XP_018443058.1, XP_018446397.1
OG0014036	Cg008G306180	XP_018477967.1
OG0014037	Cg008G306260	XP_018454037.1, XP_018471047.1
OG0014038	Cg008G306280	XP_018471049.1, XP_018455663.1
OG0014039	Cg008G306300	XP_018441510.1
OG0014040	Cg008G306370	XP_018433952.1
OG0014041	Cg008G306480	XP_018451966.1
OG0014042	Cg008G319520	XP_018477930.1, XP_018477655.1
OG0014043	Cg008G306850, Cg008G306820	XP_018484152.1
OG0014044	Cg008G307140	XP_018456983.1
OG0014045	Cg008G307560	XP_018483338.1
OG0014046	Cg008G310980, Cg008G309220	XP_018480804.1
OG0014047	Cg008G309250, Cg008G311050	XP_018477705.1
OG0014048	Cg008G311190, Cg008G309340	XP_018477672.1
OG0014049	Cg008G309380, Cg008G311230	XP_018483332.1, XP_018484000.1
OG0014050	Cg008G312520	XP_018483967.1, XP_018461201.1
OG0014051	Cg008G311520, Cg008G309690	XP_018463011.1
OG0014052	Cg008G293670	XP_018475743.1
OG0014053	Cg008G287710	XP_018469825.1
OG0014054	Cg008G287860	XP_018444665.1
OG0014055	Cg008G287760	XP_018445158.1, XP_018445332.1
OG0014056	Cg008G295040	XP_018450473.1
OG0014057	Cg008G287500	XP_018442367.1
OG0014058	Cg008G287460	XP_018469746.1
OG0014059	Cg008G287430	XP_018472787.1
OG0014060	Cg008G287370	XP_018446739.1
OG0014061	Cg008G313660	XP_018482550.1
OG0014062	Cg008G287020	XP_018470181.1
OG0014063	Cg008G286950	XP_018468697.1, XP_018445709.1
OG0014064	Cg008G286830	XP_018443163.1
OG0014065	Cg008G286750	XP_018442196.1
OG0014066	Cg008G286700	XP_018445982.1
OG0014067	Cg008G286640	XP_018442797.1
OG0014068	Cg008G286560	XP_018476358.1
OG0014069	Cg008G286450	XP_018445046.1
OG0014070	Cg008G286320	XP_018442841.1
OG0014071	Cg008G286290	XP_018476869.1
OG0014072	Cg008G286120	XP_018442140.1, XP_018442134.1
OG0014073	Cg008G286070	XP_018469153.1, XP_018446754.1
OG0014074	Cg008G285660	XP_018442824.1
OG0014075	Cg008G285710	XP_018446338.1, XP_018446339.1
OG0014076	Cg008G285770	XP_018443905.1
OG0014077	Cg008G285780	XP_018443904.1
OG0014078	Cg008G285580	XP_018472567.1
OG0014079	Cg008G285550	XP_018442444.1
OG0014080	Cg008G285520	XP_018475777.1
OG0014081	Cg008G285480	XP_018443270.1, XP_018445462.1
OG0014082	Cg008G285440	XP_018456441.1
OG0014083	Cg008G285150	XP_018446967.1, XP_018444183.1
OG0014084	Cg008G305760	XP_018484014.1
OG0014085	Cg008G305340	XP_018441822.1, XP_018463303.1
OG0014086	Cg008G305350	XP_018441824.1, XP_018478280.1
OG0014087	Cg008G304910	XP_018477057.1
OG0014088	Cg008G304010	XP_018480544.1
OG0014089	Cg008G304080	XP_018482704.1
OG0014090	Cg008G304100	XP_018481343.1
OG0014091	Cg008G303980	XP_018485254.1
OG0014092	Cg008G303940	XP_018457831.1
OG0014093	Cg008G303580	XP_018457602.1, XP_018452710.1
OG0014094	Cg008G303390	XP_018483278.1
OG0014095	Cg004G143640	XP_018491790.1
OG0014096	Cg008G302770	XP_018466642.1
OG0014097	Cg008G302750	XP_018438766.1
OG0014098	Cg003G108730	XP_018491022.1, XP_018491023.1
OG0014099	Cg003G109180	XP_018460652.1, XP_018480811.1
OG0014100	Cg003G109220	XP_018477321.1
OG0014101	Cg003G109480	XP_018452755.1, XP_018463142.1
OG0014102	Cg001G012430	XP_018459046.1
OG0014103	Cg003G109840	XP_018486707.1, XP_018491729.1
OG0014105	Cg003G110170	XP_018471435.1
OG0014106	Cg003G110430	XP_018491984.1
OG0014107	Cg003G110510	XP_018487263.1, XP_018488147.1
OG0014108	Cg003G110540	XP_018492591.1, XP_018492631.1
OG0014109	Cg003G110650	XP_018488488.1, XP_018488509.1
OG0014110	Cg003G110750	XP_018491389.1
OG0014111	Cg003G110870	XP_018457533.1
OG0014112	Cg003G110880	XP_018457534.1
OG0014113	Cg003G106330	XP_018453083.1, XP_018456364.1
OG0014114	Cg003G106190	XP_018453302.1, XP_018465513.1
OG0014115	Cg003G105940	XP_018456742.1
OG0014116	Cg002G055370	XP_018463827.1, XP_018441051.1
OG0014117	Cg002G055420	XP_018438228.1
OG0014118	Cg002G055480, Cg006G209330	XP_018433940.1
OG0014119	Cg002G055530	XP_018439731.1
OG0014120	Cg002G055770	XP_018454354.1
OG0014121	Cg002G055950	XP_018436697.1
OG0014122	Cg002G056140, Cg002G056150	XP_018441934.1
OG0014123	Cg002G056160	XP_018485350.1
OG0014124	Cg002G056330	XP_018468043.1
OG0014125	Cg002G056460	XP_018470304.1
OG0014126	Cg002G056950	XP_018481070.1, XP_018481053.1
OG0014127	Cg002G057040	XP_018472114.1
OG0014128	Cg002G057120, Cg002G057080	XP_018436124.1
OG0014129	Cg002G057480	XP_018448628.1
OG0014130	Cg008G320110, Cg002G057530	XP_018471992.1
OG0014131	Cg002G057740	XP_018465254.1, XP_018463950.1
OG0014132	Cg002G057820	XP_018440441.1, XP_018433649.1
OG0014133	Cg002G058250	XP_018485829.1, XP_018462176.1
OG0014134	Cg002G058400	XP_018446116.1, XP_018445910.1
OG0014135	Cg002G058700	XP_018458326.1
OG0014136	Cg002G058800	XP_018458316.1
OG0014137	Cg002G058930	XP_018437153.1, XP_018463730.1, XP_018491051.1
OG0014138	Cg003G082690	XP_018457329.1
OG0014139	Cg002G059210	XP_018440403.1
OG0014140	Cg002G059310	XP_018440519.1
OG0014141	Cg002G059640	XP_018437062.1
OG0014142	Cg002G059720	XP_018489105.1, XP_018441670.1
OG0014143	Cg002G059730	XP_018438389.1
OG0014144	Cg002G060020	XP_018439385.1
OG0014145	Cg002G060050	XP_018433629.1
OG0014146	Cg002G060630	XP_018433919.1, XP_018471716.1
OG0014147	Cg002G060840	XP_018464635.1, XP_018489781.1
OG0014148	Cg002G061040	XP_018434025.1
OG0014149	Cg007G274190	XP_018456636.1
OG0014150	Cg002G061400	XP_018436482.1, XP_018464103.1
OG0014151	Cg002G061440	XP_018492415.1
OG0014152	Cg002G061640	XP_018436502.1
OG0014153	Cg002G062070	XP_018439586.1
OG0014154	Cg002G062110	XP_018433175.1
OG0014155	Cg002G062360	XP_018440973.1
OG0014156	Cg002G062430	XP_018441368.1
OG0014157	Cg002G062730	XP_018472103.1
OG0014158	Cg002G063990	XP_018437695.1
OG0014159	Cg002G064050	XP_018437691.1
OG0014160	Cg002G064060	XP_018437692.1
OG0014161	Cg002G064190	XP_018434205.1
OG0014162	Cg005G160060	XP_018485059.1
OG0014163	Cg003G088180	XP_018463115.1, XP_018459302.1
OG0014164	Cg002G066680, Cg002G066510	XP_018436082.1
OG0014165	Cg007G267560	XP_018446194.1
OG0014166	Cg007G267470	XP_018472013.1, XP_018456157.1
OG0014167	Cg007G267800	XP_018442230.1
OG0014168	Cg007G247450	XP_018454815.1
OG0014169	Cg007G267940	XP_018442429.1, XP_018445992.1
OG0014170	Cg007G267920	XP_018447009.1, XP_018446232.1
OG0014171	Cg007G268810	XP_018455668.1
OG0014172	Cg007G268880	XP_018444935.1
OG0014173	Cg007G280720	XP_018452413.1
OG0014174	Cg007G269680	XP_018472195.1
OG0014175	Cg007G269580	XP_018452665.1
OG0014176	Cg007G269530	XP_018457775.1
OG0014177	Cg007G269510	XP_018468834.1, XP_018461480.1
OG0014178	Cg007G269920	XP_018455371.1, XP_018455346.1
OG0014179	Cg007G270330	XP_018446747.1, XP_018446760.1
OG0014180	Cg007G270770	XP_018469440.1
OG0014181	Cg007G271040	XP_018457241.1
OG0014182	Cg007G271090	XP_018452180.1, XP_018455511.1
OG0014183	Cg007G271630	XP_018457714.1
OG0014184	Cg007G271730	XP_018454241.1
OG0014185	Cg007G271810	XP_018445045.1
OG0014186	Cg007G271900	XP_018456091.1
OG0014187	Cg007G271950	XP_018452697.1
OG0014188	Cg007G272100	XP_018458003.1
OG0014189	Cg007G272260	XP_018455473.1, XP_018455474.1
OG0014190	Cg007G272210	XP_018452762.1
OG0014191	Cg007G272390	XP_018457535.1
OG0014192	Cg007G272400	XP_018452642.1
OG0014193	Cg007G278820	XP_018445469.1, XP_018446264.1
OG0014194	Cg007G278370	XP_018469466.1
OG0014195	Cg007G278310	XP_018470803.1
OG0014196	Cg007G278210	XP_018455743.1
OG0014197	Cg007G277950	XP_018456000.1, XP_018464128.1
OG0014198	Cg007G277910	XP_018455999.1, XP_018455250.1
OG0014199	Cg007G277740	XP_018442901.1
OG0014200	Cg007G277710	XP_018446418.1
OG0014201	Cg007G277590	XP_018444139.1
OG0014202	Cg007G277360	XP_018445722.1
OG0014203	Cg007G277220	XP_018478069.1
OG0014204	Cg007G277000	XP_018445394.1
OG0014205	Cg008G297370, Cg007G276680	XP_018442265.1
OG0014206	Cg007G276660	XP_018433193.1, XP_018433194.1
OG0014207	Cg007G276630	XP_018445879.1
OG0014208	Cg007G276460	XP_018469433.1
OG0014209	Cg007G276330	XP_018463481.1, XP_018446240.1
OG0014210	Cg007G276120	XP_018444244.1, XP_018468712.1
OG0014211	Cg007G275870	XP_018472334.1
OG0014212	Cg007G275860	XP_018445651.1, XP_018445676.1
OG0014213	Cg007G275610	XP_018445972.1
OG0014214	Cg007G275570	XP_018446810.1, XP_018446816.1, XP_018443063.1
OG0014215	Cg007G275370	XP_018446567.1, XP_018446569.1
OG0014216	Cg007G275270	XP_018445565.1, XP_018445546.1
OG0014217	Cg007G275170	XP_018468454.1, XP_018460278.1
OG0014218	Cg007G274920	XP_018446665.1
OG0014219	Cg007G274850	XP_018445136.1, XP_018445175.1
OG0014220	Cg007G274780	XP_018446865.1, XP_018459128.1
OG0014221	Cg007G274700	XP_018470875.1, XP_018445083.1
OG0014222	Cg007G274640	XP_018471043.1
OG0014223	Cg007G274620	XP_018443927.1
OG0014224	Cg007G274460	XP_018470960.1
OG0014225	Cg007G274420	XP_018456840.1
OG0014226	Cg007G274330	XP_018453297.1
OG0014227	Cg007G274300	XP_018457908.1
OG0014228	Cg007G274260, Cg003G086900	XP_018452975.1
OG0014229	Cg007G274210	XP_018460145.1
OG0014230	Cg007G274140	XP_018458771.1, XP_018461940.1
OG0014231	Cg007G273880	XP_018457038.1
OG0014232	Cg007G273700	XP_018452305.1, XP_018452295.1
OG0014233	Cg007G273620	XP_018444310.1, XP_018463364.1
OG0014234	Cg007G273320	XP_018458600.1, XP_018458598.1
OG0014235	Cg007G273250	XP_018457314.1
OG0014236	Cg007G273150	XP_018457468.1
OG0014237	Cg007G273120	XP_018454702.1
OG0014238	Cg006G228540	XP_018442238.1, XP_018456998.1
OG0014239	Cg007G272950	XP_018442464.1, XP_018463056.1
OG0014240	Cg007G272940	XP_018466714.1, XP_018444947.1
OG0014241	Cg007G272870	XP_018453244.1, XP_018453225.1
OG0014242	Cg007G272720	XP_018452553.1
OG0014243	Cg007G279600	XP_018444783.1
OG0014244	Cg007G279680	XP_018442191.1, XP_018463882.1
OG0014245	Cg007G279780	XP_018456493.1
OG0014246	Cg007G279850	XP_018457537.1
OG0014247	Cg007G279980	XP_018454689.1
OG0014248	Cg007G280010	XP_018456517.1, XP_018456515.1
OG0014249	Cg007G280020	XP_018452483.1
OG0014250	Cg007G280090	XP_018457178.1
OG0014251	Cg007G280110	XP_018455703.1
OG0014252	Cg007G280480	XP_018472248.1
OG0014253	Cg007G280850	XP_018470250.1, XP_018471667.1
OG0014254	Cg007G281130	XP_018461736.1
OG0014255	Cg007G281150	XP_018455098.1, XP_018453392.1
OG0014256	Cg007G281200	XP_018475730.1, XP_018468278.1
OG0014257	Cg007G281210	XP_018469609.1
OG0014258	Cg007G281230	XP_018448719.1
OG0014259	Cg007G281530	XP_018445352.1
OG0014260	Cg007G281600	XP_018446974.1
OG0014261	Cg007G281640	XP_018456728.1
OG0014262	Cg007G281670	XP_018462614.1, XP_018441685.1
OG0014263	Cg007G281770	XP_018444318.1
OG0014264	Cg007G281790	XP_018442361.1
OG0014265	Cg004G128400	XP_018485593.1, XP_018485902.1
OG0014266	Cg004G128690	XP_018492761.1
OG0014267	Cg004G129040	XP_018433943.1
OG0014268	Cg004G129790	XP_018493358.1, XP_018459548.1
OG0014269	Cg004G129810	XP_018434801.1, XP_018439011.1
OG0014270	Cg003G100060	XP_018472559.1
OG0014271	Cg004G130040	XP_018438048.1, XP_018438050.1, XP_018463106.1
OG0014272	Cg004G130060	XP_018463107.1, XP_018491671.1
OG0014273	Cg004G130200	XP_018493094.1
OG0014274	Cg004G130710	XP_018441857.1
OG0014275	Cg004G131010	XP_018489814.1
OG0014276	Cg004G131040	XP_018432818.1, XP_018492755.1
OG0014277	Cg004G131070	XP_018485545.1, XP_018485591.1
OG0014278	Cg004G131440	XP_018492256.1, XP_018492262.1
OG0014279	Cg004G131580	XP_018486179.1
OG0014280	Cg004G131990	XP_018485976.1
OG0014281	Cg004G132030	XP_018440643.1
OG0014282	Cg004G132290	XP_018433521.1
OG0014283	Cg003G089060	XP_018462270.1, XP_018474770.1
OG0014284	Cg004G132440	XP_018489540.1
OG0014285	Cg004G132460	XP_018433438.1, XP_018433474.1
OG0014286	Cg004G132740	XP_018488593.1
OG0014287	Cg004G132980	XP_018491970.1
OG0014288	Cg004G133270	XP_018485805.1
OG0014289	Cg004G133440	XP_018488260.1
OG0014290	Cg004G133640	XP_018434707.1, XP_018439661.1
OG0014291	Cg004G133770	XP_018486957.1
OG0014292	Cg004G134150	XP_018440893.1, XP_018489107.1
OG0014293	Cg004G134190	XP_018437320.1
OG0014294	Cg004G134380	XP_018490868.1
OG0014295	Cg004G134600	XP_018492992.1, XP_018492990.1
OG0014296	Cg004G134870	XP_018489930.1
OG0014297	Cg005G178860	XP_018437830.1, XP_018437831.1
OG0014298	Cg004G135150	XP_018488567.1, XP_018488550.1
OG0014299	Cg004G135370	XP_018437630.1, XP_018491764.1, XP_018490438.1, XP_018489417.1
OG0014300	Cg004G135450	XP_018437273.1
OG0014301	Cg004G135600	XP_018493287.1
OG0014303	Cg004G135870	XP_018489302.1
OG0014304	Cg004G135890	XP_018432829.1
OG0014305	Cg004G135910	XP_018488638.1
OG0014306	Cg006G199830	XP_018448118.1
OG0014307	Cg004G136150	XP_018486176.1
OG0014308	Cg004G136170	XP_018487218.1, XP_018493574.1
OG0014309	Cg006G199730	XP_018435923.1
OG0014310	Cg004G136560	XP_018492600.1
OG0014311	Cg004G136660	XP_018441024.1
OG0014312	Cg004G136680	XP_018434087.1
OG0014313	Cg004G137130	XP_018490735.1, XP_018490738.1
OG0014314	Cg004G137140	XP_018490731.1, XP_018486556.1
OG0014315	Cg004G137250	XP_018486872.1, XP_018486423.1
OG0014316	Cg004G137370	XP_018483131.1, XP_018483132.1
OG0014317	Cg004G137380	XP_018492668.1
OG0014318	Cg004G137400	XP_018492670.1
OG0014319	Cg004G137680	XP_018490667.1
OG0014320	Cg004G137780	XP_018490015.1
OG0014321	Cg004G137810	XP_018491257.1
OG0014322	Cg004G137820	XP_018491266.1
OG0014323	Cg004G138540	XP_018458538.1, XP_018458539.1
OG0014324	Cg004G138370	XP_018492543.1
OG0014325	Cg004G138350	XP_018486836.1
OG0014326	Cg004G138290	XP_018492734.1
OG0014327	Cg004G138280	XP_018492435.1
OG0014328	Cg004G138700	XP_018458548.1
OG0014329	Cg004G138900	XP_018489235.1, XP_018491562.1
OG0014330	Cg004G139790	XP_018493015.1
OG0014331	Cg008G300460	XP_018446372.1
OG0014332	Cg004G140100	XP_018492316.1, XP_018492317.1
OG0014333	Cg004G140270	XP_018459945.1, XP_018459939.1
OG0014334	Cg004G140880	XP_018488006.1, XP_018492575.1
OG0014335	Cg004G141090	XP_018485552.1
OG0014336	Cg004G141120	XP_018434003.1, XP_018466881.1, XP_018493572.1
OG0014337	Cg004G141300	XP_018485617.1
OG0014338	Cg001G028450	XP_018480060.1
OG0014339	Cg004G141780	XP_018485619.1
OG0014340	Cg004G142160	XP_018493532.1
OG0014341	Cg004G142280	XP_018478146.1
OG0014342	Cg004G142290	XP_018432650.1
OG0014344	Cg004G142610	XP_018465653.1, XP_018465652.1
OG0014345	Cg004G142690	XP_018486728.1, XP_018486720.1
OG0014346	Cg004G143080	XP_018486672.1
OG0014347	Cg004G143100	XP_018493151.1
OG0014348	Cg004G143210	XP_018492344.1
OG0014349	Cg004G144490	XP_018432677.1
OG0014350	Cg004G144470	XP_018463204.1, XP_018485799.1
OG0014351	Cg004G144060	XP_018463202.1, XP_018485801.1
OG0014352	Cg004G147890	XP_018491583.1
OG0014353	Cg004G154400	XP_018452213.1, XP_018464127.1
OG0014354	Cg004G125270	XP_018493072.1
OG0014356	Cg004G146220	XP_018432986.1, XP_018487751.1
OG0014357	Cg004G146210	XP_018462221.1, XP_018432985.1
OG0014358	Cg004G145960	XP_018432576.1
OG0014359	Cg004G145930	XP_018466363.1, XP_018486666.1
OG0014360	Cg004G145770	XP_018492818.1
OG0014361	Cg004G145090	XP_018493406.1, XP_018485381.1
OG0014362	Cg004G147480	XP_018485387.1
OG0014363	Cg004G150290, Cg004G151180	XP_018459202.1
OG0014364	Cg004G147060	XP_018492562.1
OG0014365	Cg004G148110	XP_018487290.1
OG0014366	Cg004G148310	XP_018457932.1
OG0014367	Cg004G148370	XP_018452271.1
OG0014368	Cg004G148780	XP_018454342.1
OG0014369	Cg004G148840	XP_018461559.1
OG0014370	Cg001G007010	XP_018477531.1
OG0014371	Cg004G149270	XP_018455662.1, XP_018453933.1
OG0014372	Cg008G283630, Cg008G283620	XP_018433383.1
OG0014373	Cg004G150490, Cg004G149430	XP_018488489.1
OG0014374	Cg006G238130	XP_018491525.1
OG0014375	Cg004G151540, Cg001G030450	XP_018433473.1
OG0014376	Cg004G151630	XP_018485967.1
OG0014378	Cg004G151290	XP_018492361.1, XP_018459311.1
OG0014379	Cg006G207360	XP_018448658.1
OG0014380	Cg004G152600	XP_018464333.1, XP_018486751.1
OG0014381	Cg006G210500	XP_018433024.1
OG0014382	Cg004G152880	XP_018456394.1
OG0014383	Cg004G153340	XP_018433610.1, XP_018465645.1
OG0014384	Cg004G153640	XP_018441163.1
OG0014385	Cg004G153790	XP_018440665.1, XP_018433428.1
OG0014386	Cg004G154600	XP_018434783.1
OG0014387	Cg004G154890	XP_018456847.1
OG0014388	Cg004G154900	XP_018433359.1
OG0014389	Cg004G155200	XP_018434851.1
OG0014390	Cg004G155220	XP_018432522.1
OG0014391	Cg004G155230	XP_018435002.1
OG0014392	Cg004G155610	XP_018438689.1
OG0014394	Cg004G155950	XP_018441764.1, XP_018441797.1
OG0014395	Cg004G156290	XP_018441638.1
OG0014396	Cg004G156360	XP_018440072.1
OG0014397	Cg004G156580	XP_018435813.1
OG0014398	Cg004G156880	XP_018473366.1
OG0014400	Cg004G157070	XP_018434017.1, XP_018440728.1, XP_018439201.1
OG0014401	Cg004G157190	XP_018433496.1, XP_018441943.1
OG0014402	Cg004G157160	XP_018434584.1, XP_018434563.1
OG0014403	Cg006G194040	XP_018482437.1, XP_018481318.1
OG0014404	Cg006G194080	XP_018492376.1
OG0014405	Cg006G194510	XP_018442628.1
OG0014406	Cg006G194520	XP_018450841.1
OG0014407	Cg006G194810	XP_018439318.1
OG0014408	Cg006G194850	XP_018469854.1
OG0014409	Cg006G194880	XP_018492009.1
OG0014410	Cg008G325320	XP_018456268.1, XP_018457615.1
OG0014411	Cg006G195000, Cg002G063390	XP_018451626.1
OG0014412	Cg006G195810	XP_018465730.1, XP_018476558.1
OG0014413	Cg006G195860	XP_018447324.1
OG0014414	Cg006G196030	XP_018493578.1
OG0014415	Cg006G196390	XP_018479498.1
OG0014417	Cg006G196890	XP_018489334.1
OG0014418	Cg006G197010	XP_018487003.1
OG0014419	Cg006G197290	XP_018486989.1
OG0014420	Cg006G197300	XP_018432628.1
OG0014421	Cg006G197310	XP_018432625.1
OG0014422	Cg006G197410	XP_018486443.1, XP_018465801.1
OG0014423	Cg006G197540	XP_018439431.1
OG0014424	Cg006G197990	XP_018489231.1, XP_018490371.1
OG0014425	Cg006G198040	XP_018492039.1, XP_018449144.1
OG0014426	Cg006G198220	XP_018493027.1, XP_018486452.1
OG0014427	Cg006G198890	XP_018485571.1
OG0014428	Cg006G198690	XP_018472797.1
OG0014429	Cg006G198410	XP_018478287.1, XP_018486532.1
OG0014430	Cg007G268060	XP_018446527.1
OG0014431	Cg006G199190	XP_018436740.1, XP_018486508.1
OG0014432	Cg006G199220	XP_018480067.1, XP_018480157.1
OG0014434	Cg003G083010, Cg006G199530	XP_018451400.1
OG0014435	Cg006G199560	XP_018462923.1
OG0014436	Cg006G199800	XP_018443475.1
OG0014437	Cg006G199900	XP_018438103.1
OG0014438	Cg006G200060	XP_018450078.1
OG0014439	Cg004G135750	XP_018486338.1
OG0014440	Cg006G200230	XP_018447645.1
OG0014441	Cg006G200260	XP_018447797.1
OG0014442	Cg006G200520	XP_018490515.1
OG0014443	Cg006G200580	XP_018433594.1
OG0014444	Cg006G200750	XP_018490472.1, XP_018488096.1
OG0014445	Cg006G200470	XP_018489029.1
OG0014446	Cg006G201350	XP_018435223.1, XP_018435242.1, XP_018461834.1
OG0014447	Cg006G201520	XP_018447767.1
OG0014448	Cg006G201610	XP_018482169.1, XP_018466004.1
OG0014449	Cg001G024980	XP_018458239.1
OG0014450	Cg001G025130	XP_018470028.1
OG0014451	Cg002G052310	XP_018492432.1
OG0014452	Cg001G025170	XP_018472370.1
OG0014453	Cg001G025320	XP_018448553.1
OG0014454	Cg001G025420	XP_018468601.1
OG0014455	Cg001G025510	XP_018471155.1
OG0014456	Cg005G171910	XP_018476056.1
OG0014457	Cg005G171920	XP_018476385.1
OG0014459	Cg002G054900	XP_018433147.1, XP_018433145.1
OG0014460	Cg002G054840	XP_018433863.1, XP_018433881.1
OG0014461	Cg002G067880	XP_018433714.1
OG0014462	Cg002G054570	XP_018439392.1, XP_018439391.1
OG0014463	Cg002G054560	XP_018439393.1, XP_018439394.1
OG0014464	Cg002G054550	XP_018439395.1, XP_018439396.1
OG0014465	Cg002G054490	XP_018478904.1
OG0014466	Cg002G054370	XP_018482482.1
OG0014467	Cg002G054210	XP_018462455.1, XP_018438125.1
OG0014468	Cg002G054110	XP_018485433.1
OG0014469	Cg002G054060	XP_018486116.1
OG0014470	Cg007G268010	XP_018456190.1
OG0014471	Cg002G053260	XP_018487969.1
OG0014472	Cg002G053150	XP_018460322.1, XP_018484261.1
OG0014473	Cg002G052680	XP_018486256.1
OG0014474	Cg002G052490	XP_018490643.1
OG0014475	Cg002G054970	XP_018484468.1
OG0014476	Cg008G295080	XP_018442471.1, XP_018444551.1
OG0014477	Cg002G055060	XP_018434599.1
OG0014478	Cg002G055080	XP_018437403.1
OG0014479	Cg002G055270	XP_018477528.1
OG0014480	Cg002G052120	XP_018484100.1
OG0014481	Cg002G052070	XP_018489707.1, XP_018490242.1
OG0014482	Cg002G051690	XP_018491940.1, XP_018491941.1
OG0014483	Cg002G051350	XP_018484867.1
OG0014484	Cg002G051250	XP_018477044.1
OG0014485	Cg002G051230	XP_018483771.1
OG0014486	Cg002G051170	XP_018432556.1
OG0014487	Cg002G050900	XP_018458429.1, XP_018490743.1
OG0014488	Cg002G050150	XP_018461216.1
OG0014489	Cg002G050110	XP_018461231.1, XP_018462999.1
OG0014490	Cg005G165550	XP_018480998.1, XP_018461156.1
OG0014491	Cg002G049840	XP_018458573.1, XP_018460411.1
OG0014492	Cg002G049580	XP_018488369.1
OG0014493	Cg002G049530	XP_018458584.1
OG0014494	Cg002G049500	XP_018488386.1, XP_018488385.1
OG0014495	Cg002G049090	XP_018493033.1, XP_018493049.1
OG0014496	Cg002G048400	XP_018445716.1, XP_018446185.1
OG0014497	Cg002G048200	XP_018465175.1, XP_018480142.1, XP_018480144.1
OG0014498	Cg002G048140	XP_018481940.1
OG0014499	Cg002G047860	XP_018480154.1
OG0014500	Cg002G047730	XP_018485868.1, XP_018485889.1
OG0014501	Cg002G047350	XP_018459997.1
OG0014502	Cg002G047330	XP_018492329.1, XP_018462897.1
OG0014503	Cg002G047320	XP_018461206.1, XP_018461496.1
OG0014504	Cg002G047100	XP_018446977.1
OG0014506	Cg002G046710	XP_018488672.1
OG0014507	Cg002G046670	XP_018492541.1
OG0014508	Cg002G046530	XP_018466640.1, XP_018493077.1
OG0014509	Cg002G046310	XP_018478416.1, XP_018478425.1
OG0014510	Cg002G046210	XP_018489946.1, XP_018488640.1
OG0014511	Cg002G049610	XP_018492130.1, XP_018488361.1
OG0014512	Cg002G045970	XP_018486725.1, XP_018486737.1
OG0014513	Cg002G045920	XP_018485676.1
OG0014514	Cg002G045760	XP_018483881.1, XP_018482955.1
OG0014515	Cg002G045650	XP_018445191.1, XP_018445192.1
OG0014516	Cg002G045200	XP_018442428.1, XP_018442424.1
OG0014517	Cg002G045050	XP_018480282.1, XP_018462764.1
OG0014518	Cg002G044880	XP_018444912.1
